Orthogroup	Praj	Praf
OG0000136	Praj.g_01997	Praf.g_02396
OG0000137	Praj.g_02034	Praf.g_00152
OG0000138	Praj.g_02091	Praf.g_02664
OG0000139	Praj.g_02128	Praf.g_02757
OG0000140	Praj.g_00001	Praf.g_00001
OG0000141	Praj.g_00002	Praf.g_00002
OG0000142	Praj.g_00004	Praf.g_00004
OG0000143	Praj.g_00005	Praf.g_00005
OG0000144	Praj.g_00007	Praf.g_00007
OG0000145	Praj.g_00008	Praf.g_00009
OG0000146	Praj.g_00009	Praf.g_00010
OG0000147	Praj.g_00010	Praf.g_00011
OG0000148	Praj.g_00012	Praf.g_00013
OG0000149	Praj.g_00014	Praf.g_00015
OG0000150	Praj.g_00015	Praf.g_00016
OG0000151	Praj.g_00016	Praf.g_00021
OG0000152	Praj.g_00017	Praf.g_00022
OG0000153	Praj.g_00018	Praf.g_00023
OG0000154	Praj.g_00019	Praf.g_00024
OG0000155	Praj.g_00020	Praf.g_00025
OG0000156	Praj.g_00021	Praf.g_00026
OG0000157	Praj.g_00022	Praf.g_00027
OG0000158	Praj.g_00024	Praf.g_00029
OG0000159	Praj.g_00025	Praf.g_00030
OG0000160	Praj.g_00026	Praf.g_00031
OG0000161	Praj.g_00027	Praf.g_00032
OG0000162	Praj.g_00028	Praf.g_00033
OG0000163	Praj.g_00029	Praf.g_00035
OG0000164	Praj.g_00032	Praf.g_00040
OG0000165	Praj.g_00034	Praf.g_00045
OG0000166	Praj.g_00035	Praf.g_00046
OG0000167	Praj.g_00036	Praf.g_00047
OG0000168	Praj.g_00044	Praf.g_00050
OG0000169	Praj.g_00046	Praf.g_00052
OG0000170	Praj.g_00047	Praf.g_02654
OG0000171	Praj.g_00048	Praf.g_02652
OG0000172	Praj.g_00049	Praf.g_02618
OG0000173	Praj.g_00050	Praf.g_02611
OG0000174	Praj.g_00051	Praf.g_02605
OG0000175	Praj.g_00052	Praf.g_02603
OG0000176	Praj.g_00054	Praf.g_02601
OG0000177	Praj.g_00055	Praf.g_02597
OG0000178	Praj.g_00056	Praf.g_02596
OG0000179	Praj.g_00102	Praf.g_00328
OG0000180	Praj.g_00103	Praf.g_00326
OG0000181	Praj.g_00104	Praf.g_00325
OG0000182	Praj.g_00107	Praf.g_00321
OG0000183	Praj.g_00108	Praf.g_00320
OG0000184	Praj.g_00111	Praf.g_00316
OG0000185	Praj.g_00115	Praf.g_00310
OG0000186	Praj.g_00116	Praf.g_00309
OG0000187	Praj.g_00117	Praf.g_00962
OG0000188	Praj.g_00118	Praf.g_00308
OG0000189	Praj.g_00119	Praf.g_00304
OG0000190	Praj.g_00120	Praf.g_00303
OG0000191	Praj.g_00121	Praf.g_00302
OG0000192	Praj.g_00122	Praf.g_00301
OG0000193	Praj.g_00123	Praf.g_00300
OG0000194	Praj.g_00124	Praf.g_00299
OG0000195	Praj.g_00126	Praf.g_00297
OG0000196	Praj.g_00127	Praf.g_00296
OG0000197	Praj.g_00128	Praf.g_00268
OG0000198	Praj.g_00129	Praf.g_00264
OG0000199	Praj.g_00132	Praf.g_00259
OG0000200	Praj.g_00133	Praf.g_00258
OG0000201	Praj.g_00134	Praf.g_00257
OG0000202	Praj.g_00135	Praf.g_00255
OG0000203	Praj.g_00136	Praf.g_00254
OG0000204	Praj.g_00137	Praf.g_00253
OG0000205	Praj.g_00139	Praf.g_00251
OG0000206	Praj.g_00140	Praf.g_00250
OG0000207	Praj.g_00141	Praf.g_00249
OG0000208	Praj.g_00142	Praf.g_00248
OG0000209	Praj.g_00143	Praf.g_00247
OG0000210	Praj.g_00144	Praf.g_00245
OG0000211	Praj.g_00145	Praf.g_00244
OG0000212	Praj.g_00146	Praf.g_00243
OG0000213	Praj.g_00147	Praf.g_00240
OG0000214	Praj.g_00151	Praf.g_00230
OG0000215	Praj.g_00152	Praf.g_00225
OG0000216	Praj.g_00154	Praf.g_00223
OG0000217	Praj.g_00156	Praf.g_00221
OG0000218	Praj.g_00157	Praf.g_00219
OG0000219	Praj.g_00158	Praf.g_00218
OG0000220	Praj.g_00160	Praf.g_00214
OG0000221	Praj.g_00163	Praf.g_00209
OG0000222	Praj.g_00164	Praf.g_00208
OG0000223	Praj.g_00165	Praf.g_00207
OG0000224	Praj.g_00168	Praf.g_02403
OG0000225	Praj.g_00170	Praf.g_02405
OG0000226	Praj.g_00172	Praf.g_02408
OG0000227	Praj.g_00173	Praf.g_02410
OG0000228	Praj.g_00174	Praf.g_02411
OG0000229	Praj.g_00175	Praf.g_02412
OG0000230	Praj.g_00176	Praf.g_02413
OG0000231	Praj.g_01057	Praf.g_02415
OG0000232	Praj.g_00177	Praf.g_02416
OG0000233	Praj.g_00180	Praf.g_02421
OG0000234	Praj.g_00183	Praf.g_02430
OG0000235	Praj.g_00185	Praf.g_02432
OG0000236	Praj.g_00186	Praf.g_02433
OG0000237	Praj.g_00187	Praf.g_02434
OG0000238	Praj.g_00188	Praf.g_02435
OG0000239	Praj.g_00189	Praf.g_02436
OG0000240	Praj.g_00191	Praf.g_02438
OG0000241	Praj.g_00192	Praf.g_02439
OG0000242	Praj.g_00193	Praf.g_02440
OG0000243	Praj.g_00194	Praf.g_02441
OG0000244	Praj.g_00195	Praf.g_02442
OG0000245	Praj.g_00196	Praf.g_02444
OG0000246	Praj.g_00198	Praf.g_02446
OG0000247	Praj.g_00199	Praf.g_02447
OG0000248	Praj.g_00200	Praf.g_02448
OG0000249	Praj.g_00201	Praf.g_02449
OG0000250	Praj.g_00202	Praf.g_02450
OG0000251	Praj.g_00203	Praf.g_02451
OG0000252	Praj.g_00204	Praf.g_02452
OG0000253	Praj.g_00205	Praf.g_02453
OG0000254	Praj.g_00207	Praf.g_02455
OG0000255	Praj.g_00208	Praf.g_02456
OG0000256	Praj.g_00211	Praf.g_02469
OG0000257	Praj.g_00212	Praf.g_02470
OG0000258	Praj.g_00213	Praf.g_02471
OG0000259	Praj.g_00214	Praf.g_02472
OG0000260	Praj.g_00215	Praf.g_02473
OG0000261	Praj.g_00216	Praf.g_02474
OG0000262	Praj.g_00217	Praf.g_02475
OG0000263	Praj.g_00218	Praf.g_02476
OG0000264	Praj.g_00220	Praf.g_01486
OG0000265	Praj.g_00221	Praf.g_02489
OG0000266	Praj.g_00222	Praf.g_02491
OG0000267	Praj.g_00224	Praf.g_02495
OG0000268	Praj.g_00226	Praf.g_02497
OG0000269	Praj.g_00227	Praf.g_02500
OG0000270	Praj.g_00228	Praf.g_02502
OG0000271	Praj.g_00229	Praf.g_02505
OG0000272	Praj.g_00230	Praf.g_02506
OG0000273	Praj.g_00231	Praf.g_02509
OG0000274	Praj.g_00232	Praf.g_02511
OG0000275	Praj.g_00233	Praf.g_02512
OG0000276	Praj.g_00234	Praf.g_02513
OG0000277	Praj.g_00235	Praf.g_02514
OG0000278	Praj.g_00236	Praf.g_02515
OG0000279	Praj.g_00237	Praf.g_02516
OG0000280	Praj.g_00238	Praf.g_02517
OG0000281	Praj.g_00240	Praf.g_02519
OG0000282	Praj.g_00241	Praf.g_02520
OG0000283	Praj.g_00243	Praf.g_02524
OG0000284	Praj.g_00244	Praf.g_02525
OG0000285	Praj.g_00245	Praf.g_02531
OG0000286	Praj.g_00247	Praf.g_02533
OG0000287	Praj.g_00248	Praf.g_02582
OG0000288	Praj.g_00249	Praf.g_02581
OG0000289	Praj.g_00250	Praf.g_02575
OG0000290	Praj.g_00251	Praf.g_02574
OG0000291	Praj.g_00252	Praf.g_02572
OG0000292	Praj.g_00253	Praf.g_02568
OG0000293	Praj.g_00254	Praf.g_02567
OG0000294	Praj.g_00255	Praf.g_02566
OG0000295	Praj.g_00256	Praf.g_02560
OG0000296	Praj.g_00257	Praf.g_02559
OG0000297	Praj.g_00258	Praf.g_02557
OG0000298	Praj.g_00259	Praf.g_02556
OG0000299	Praj.g_00260	Praf.g_02555
OG0000300	Praj.g_00261	Praf.g_02554
OG0000301	Praj.g_00262	Praf.g_02553
OG0000302	Praj.g_00263	Praf.g_02552
OG0000303	Praj.g_00264	Praf.g_02551
OG0000304	Praj.g_00265	Praf.g_02549
OG0000305	Praj.g_00266	Praf.g_02548
OG0000306	Praj.g_00267	Praf.g_02547
OG0000307	Praj.g_00268	Praf.g_00374
OG0000308	Praj.g_00269	Praf.g_00745
OG0000309	Praj.g_00270	Praf.g_00744
OG0000310	Praj.g_00271	Praf.g_00743
OG0000311	Praj.g_00273	Praf.g_00378
OG0000312	Praj.g_00275	Praf.g_00379
OG0000313	Praj.g_00276	Praf.g_00385
OG0000314	Praj.g_00280	Praf.g_00391
OG0000315	Praj.g_00281	Praf.g_00392
OG0000316	Praj.g_00283	Praf.g_02203
OG0000317	Praj.g_00285	Praf.g_02207
OG0000318	Praj.g_00286	Praf.g_02208
OG0000319	Praj.g_00287	Praf.g_02209
OG0000320	Praj.g_00288	Praf.g_02210
OG0000321	Praj.g_00289	Praf.g_02215
OG0000322	Praj.g_00292	Praf.g_02242
OG0000323	Praj.g_00293	Praf.g_02243
OG0000324	Praj.g_00296	Praf.g_02245
OG0000325	Praj.g_00297	Praf.g_02247
OG0000326	Praj.g_00298	Praf.g_02249
OG0000327	Praj.g_00299	Praf.g_02255
OG0000328	Praj.g_00300	Praf.g_00375
OG0000329	Praj.g_00301	Praf.g_02259
OG0000330	Praj.g_00302	Praf.g_02260
OG0000331	Praj.g_00303	Praf.g_02262
OG0000332	Praj.g_00304	Praf.g_02263
OG0000333	Praj.g_00305	Praf.g_02264
OG0000334	Praj.g_00306	Praf.g_02265
OG0000335	Praj.g_00307	Praf.g_02266
OG0000336	Praj.g_00309	Praf.g_02268
OG0000337	Praj.g_00311	Praf.g_02273
OG0000338	Praj.g_00312	Praf.g_02274
OG0000339	Praj.g_00313	Praf.g_02275
OG0000340	Praj.g_00314	Praf.g_02277
OG0000341	Praj.g_00318	Praf.g_02282
OG0000342	Praj.g_00319	Praf.g_02283
OG0000343	Praj.g_00321	Praf.g_02285
OG0000344	Praj.g_00322	Praf.g_02287
OG0000345	Praj.g_00323	Praf.g_02288
OG0000346	Praj.g_00324	Praf.g_02289
OG0000347	Praj.g_00325	Praf.g_02290
OG0000348	Praj.g_00326	Praf.g_02291
OG0000349	Praj.g_00327	Praf.g_02292
OG0000350	Praj.g_00328	Praf.g_02293
OG0000351	Praj.g_00330	Praf.g_02297
OG0000352	Praj.g_00333	Praf.g_02301
OG0000353	Praj.g_00334	Praf.g_02302
OG0000354	Praj.g_00335	Praf.g_02303
OG0000355	Praj.g_00336	Praf.g_02304
OG0000356	Praj.g_00337	Praf.g_02314
OG0000357	Praj.g_00338	Praf.g_02315
OG0000358	Praj.g_00339	Praf.g_02316
OG0000359	Praj.g_00340	Praf.g_02318
OG0000360	Praj.g_00343	Praf.g_02321
OG0000361	Praj.g_00344	Praf.g_02322
OG0000362	Praj.g_00345	Praf.g_02323
OG0000363	Praj.g_00346	Praf.g_02324
OG0000364	Praj.g_00347	Praf.g_02325
OG0000365	Praj.g_00348	Praf.g_02326
OG0000366	Praj.g_00349	Praf.g_02327
OG0000367	Praj.g_00350	Praf.g_02328
OG0000368	Praj.g_00351	Praf.g_02329
OG0000369	Praj.g_00352	Praf.g_02330
OG0000370	Praj.g_00353	Praf.g_02331
OG0000371	Praj.g_00354	Praf.g_02332
OG0000372	Praj.g_00356	Praf.g_02335
OG0000373	Praj.g_00358	Praf.g_02347
OG0000374	Praj.g_00359	Praf.g_02349
OG0000375	Praj.g_00360	Praf.g_02358
OG0000376	Praj.g_00362	Praf.g_02073
OG0000377	Praj.g_00368	Praf.g_02066
OG0000378	Praj.g_00724	Praf.g_02065
OG0000379	Praj.g_00380	Praf.g_02054
OG0000380	Praj.g_00382	Praf.g_02052
OG0000381	Praj.g_00383	Praf.g_02051
OG0000382	Praj.g_00384	Praf.g_02049
OG0000383	Praj.g_00387	Praf.g_02045
OG0000384	Praj.g_00388	Praf.g_02044
OG0000385	Praj.g_00390	Praf.g_02031
OG0000386	Praj.g_00391	Praf.g_02030
OG0000387	Praj.g_00392	Praf.g_02029
OG0000388	Praj.g_00393	Praf.g_02028
OG0000389	Praj.g_00394	Praf.g_02027
OG0000390	Praj.g_00395	Praf.g_02026
OG0000391	Praj.g_00396	Praf.g_02025
OG0000392	Praj.g_00397	Praf.g_02024
OG0000393	Praj.g_00402	Praf.g_02016
OG0000394	Praj.g_00403	Praf.g_02015
OG0000395	Praj.g_00406	Praf.g_02011
OG0000396	Praj.g_00824	Praf.g_01616
OG0000397	Praj.g_01049	Praf.g_00322
OG0000398	Praj.g_01081	Praf.g_00495
OG0000399	Praj.g_01244	Praf.g_01003
OG0000400	Praj.g_01869	Praf.g_02201
OG0000401	Praj.g_00425	Praf.g_02002
OG0000402	Praj.g_00426	Praf.g_02001
OG0000403	Praj.g_00427	Praf.g_01999
OG0000404	Praj.g_00429	Praf.g_01990
OG0000405	Praj.g_00430	Praf.g_01989
OG0000406	Praj.g_00432	Praf.g_01987
OG0000407	Praj.g_00433	Praf.g_01986
OG0000408	Praj.g_00434	Praf.g_01985
OG0000409	Praj.g_00435	Praf.g_01984
OG0000410	Praj.g_00436	Praf.g_01982
OG0000411	Praj.g_00437	Praf.g_01981
OG0000412	Praj.g_00438	Praf.g_01980
OG0000413	Praj.g_00439	Praf.g_01979
OG0000414	Praj.g_00440	Praf.g_01978
OG0000415	Praj.g_00441	Praf.g_01977
OG0000416	Praj.g_00442	Praf.g_01972
OG0000417	Praj.g_00443	Praf.g_01963
OG0000418	Praj.g_00444	Praf.g_01962
OG0000419	Praj.g_00445	Praf.g_01961
OG0000420	Praj.g_00446	Praf.g_01960
OG0000421	Praj.g_00447	Praf.g_01959
OG0000422	Praj.g_00449	Praf.g_01957
OG0000423	Praj.g_00450	Praf.g_01956
OG0000424	Praj.g_00451	Praf.g_01952
OG0000425	Praj.g_00457	Praf.g_01942
OG0000426	Praj.g_00458	Praf.g_01941
OG0000427	Praj.g_00459	Praf.g_01938
OG0000428	Praj.g_00461	Praf.g_01915
OG0000429	Praj.g_00462	Praf.g_01913
OG0000430	Praj.g_00464	Praf.g_01911
OG0000431	Praj.g_00465	Praf.g_01909
OG0000432	Praj.g_00466	Praf.g_01908
OG0000433	Praj.g_00469	Praf.g_00586
OG0000434	Praj.g_00471	Praf.g_00589
OG0000435	Praj.g_00472	Praf.g_00594
OG0000436	Praj.g_00474	Praf.g_00596
OG0000437	Praj.g_00476	Praf.g_00598
OG0000438	Praj.g_00477	Praf.g_00599
OG0000439	Praj.g_00478	Praf.g_00600
OG0000440	Praj.g_00479	Praf.g_00603
OG0000441	Praj.g_00480	Praf.g_00605
OG0000442	Praj.g_00481	Praf.g_00606
OG0000443	Praj.g_00482	Praf.g_00607
OG0000444	Praj.g_00483	Praf.g_00608
OG0000445	Praj.g_00484	Praf.g_00609
OG0000446	Praj.g_00485	Praf.g_00610
OG0000447	Praj.g_00486	Praf.g_00611
OG0000448	Praj.g_00487	Praf.g_00612
OG0000449	Praj.g_00492	Praf.g_00619
OG0000450	Praj.g_00493	Praf.g_00621
OG0000451	Praj.g_00494	Praf.g_00622
OG0000452	Praj.g_00495	Praf.g_00623
OG0000453	Praj.g_00497	Praf.g_00626
OG0000454	Praj.g_00498	Praf.g_00627
OG0000455	Praj.g_00499	Praf.g_00628
OG0000456	Praj.g_00500	Praf.g_00629
OG0000457	Praj.g_00502	Praf.g_00630
OG0000458	Praj.g_00504	Praf.g_00631
OG0000459	Praj.g_00505	Praf.g_00632
OG0000460	Praj.g_00507	Praf.g_00634
OG0000461	Praj.g_00508	Praf.g_00635
OG0000462	Praj.g_00509	Praf.g_00636
OG0000463	Praj.g_00511	Praf.g_00641
OG0000464	Praj.g_00515	Praf.g_00646
OG0000465	Praj.g_00516	Praf.g_00647
OG0000466	Praj.g_00517	Praf.g_00648
OG0000467	Praj.g_00518	Praf.g_00650
OG0000468	Praj.g_00519	Praf.g_00651
OG0000469	Praj.g_00520	Praf.g_00656
OG0000470	Praj.g_00521	Praf.g_01177
OG0000471	Praj.g_00522	Praf.g_01131
OG0000472	Praj.g_00525	Praf.g_00661
OG0000473	Praj.g_00526	Praf.g_00663
OG0000474	Praj.g_00527	Praf.g_00665
OG0000475	Praj.g_00528	Praf.g_00666
OG0000476	Praj.g_00529	Praf.g_00670
OG0000477	Praj.g_00531	Praf.g_00673
OG0000478	Praj.g_00532	Praf.g_00675
OG0000479	Praj.g_00533	Praf.g_00677
OG0000480	Praj.g_00535	Praf.g_00683
OG0000481	Praj.g_00536	Praf.g_00684
OG0000482	Praj.g_00537	Praf.g_00685
OG0000483	Praj.g_00538	Praf.g_00687
OG0000484	Praj.g_00539	Praf.g_00688
OG0000485	Praj.g_00540	Praf.g_00689
OG0000486	Praj.g_00541	Praf.g_00690
OG0000487	Praj.g_00542	Praf.g_00691
OG0000488	Praj.g_00544	Praf.g_00693
OG0000489	Praj.g_00545	Praf.g_00694
OG0000490	Praj.g_00546	Praf.g_00695
OG0000491	Praj.g_00547	Praf.g_00696
OG0000492	Praj.g_00548	Praf.g_00697
OG0000493	Praj.g_00549	Praf.g_00698
OG0000494	Praj.g_00551	Praf.g_00700
OG0000495	Praj.g_00552	Praf.g_00701
OG0000496	Praj.g_00553	Praf.g_00703
OG0000497	Praj.g_00554	Praf.g_00705
OG0000498	Praj.g_00555	Praf.g_00706
OG0000499	Praj.g_00557	Praf.g_00708
OG0000500	Praj.g_00558	Praf.g_00709
OG0000501	Praj.g_00560	Praf.g_00712
OG0000502	Praj.g_00561	Praf.g_00713
OG0000503	Praj.g_00562	Praf.g_00714
OG0000504	Praj.g_00563	Praf.g_00716
OG0000505	Praj.g_00564	Praf.g_00717
OG0000506	Praj.g_00565	Praf.g_00718
OG0000507	Praj.g_00566	Praf.g_00719
OG0000508	Praj.g_00567	Praf.g_00723
OG0000509	Praj.g_00568	Praf.g_00724
OG0000510	Praj.g_00569	Praf.g_00725
OG0000511	Praj.g_00570	Praf.g_00726
OG0000512	Praj.g_00571	Praf.g_00728
OG0000513	Praj.g_00572	Praf.g_00729
OG0000514	Praj.g_00573	Praf.g_00730
OG0000515	Praj.g_00574	Praf.g_00733
OG0000516	Praj.g_00575	Praf.g_00734
OG0000517	Praj.g_00576	Praf.g_00735
OG0000518	Praj.g_00578	Praf.g_00739
OG0000519	Praj.g_00579	Praf.g_00740
OG0000520	Praj.g_00581	Praf.g_00741
OG0000521	Praj.g_00580	Praf.g_00742
OG0000522	Praj.g_00582	Praf.g_00749
OG0000523	Praj.g_00583	Praf.g_00750
OG0000524	Praj.g_00584	Praf.g_00751
OG0000525	Praj.g_00586	Praf.g_00753
OG0000526	Praj.g_00587	Praf.g_00754
OG0000527	Praj.g_00588	Praf.g_00755
OG0000528	Praj.g_00589	Praf.g_00756
OG0000529	Praj.g_00590	Praf.g_00757
OG0000530	Praj.g_00591	Praf.g_00758
OG0000531	Praj.g_00593	Praf.g_00761
OG0000532	Praj.g_00594	Praf.g_00763
OG0000533	Praj.g_00595	Praf.g_00764
OG0000534	Praj.g_00596	Praf.g_00765
OG0000535	Praj.g_00597	Praf.g_00766
OG0000536	Praj.g_00598	Praf.g_00767
OG0000537	Praj.g_00599	Praf.g_00768
OG0000538	Praj.g_00600	Praf.g_00769
OG0000539	Praj.g_00601	Praf.g_00771
OG0000540	Praj.g_00602	Praf.g_00773
OG0000541	Praj.g_00603	Praf.g_01659
OG0000542	Praj.g_00604	Praf.g_01661
OG0000543	Praj.g_00605	Praf.g_01662
OG0000544	Praj.g_00606	Praf.g_01663
OG0000545	Praj.g_00609	Praf.g_01666
OG0000546	Praj.g_00610	Praf.g_01667
OG0000547	Praj.g_00611	Praf.g_01669
OG0000548	Praj.g_00613	Praf.g_01674
OG0000549	Praj.g_00614	Praf.g_01675
OG0000550	Praj.g_00615	Praf.g_01676
OG0000551	Praj.g_00616	Praf.g_01680
OG0000552	Praj.g_00617	Praf.g_01684
OG0000553	Praj.g_00618	Praf.g_01685
OG0000554	Praj.g_00619	Praf.g_01687
OG0000555	Praj.g_00620	Praf.g_01688
OG0000556	Praj.g_00621	Praf.g_01689
OG0000557	Praj.g_00622	Praf.g_01690
OG0000558	Praj.g_00623	Praf.g_01692
OG0000559	Praj.g_00624	Praf.g_01693
OG0000560	Praj.g_00626	Praf.g_01695
OG0000561	Praj.g_00627	Praf.g_01696
OG0000562	Praj.g_00628	Praf.g_01698
OG0000563	Praj.g_00629	Praf.g_01699
OG0000564	Praj.g_00630	Praf.g_01700
OG0000565	Praj.g_00631	Praf.g_01708
OG0000566	Praj.g_00632	Praf.g_01709
OG0000567	Praj.g_00633	Praf.g_01710
OG0000568	Praj.g_00634	Praf.g_01711
OG0000569	Praj.g_00635	Praf.g_01713
OG0000570	Praj.g_00636	Praf.g_01716
OG0000571	Praj.g_00637	Praf.g_01717
OG0000572	Praj.g_00638	Praf.g_01718
OG0000573	Praj.g_00641	Praf.g_01722
OG0000574	Praj.g_00642	Praf.g_01727
OG0000575	Praj.g_00643	Praf.g_01728
OG0000576	Praj.g_00644	Praf.g_01729
