Orthogroup	Praj	Pran
OG0000097	Praj.g_00310	Pran.g_01920
OG0000099	Praj.g_00329	Pran.g_01900
OG0000100	Praj.g_00332	Pran.g_01897
OG0000101	Praj.g_00405	Pran.g_01838
OG0000102	Praj.g_01279	Pran.g_01812
OG0000103	Praj.g_00468	Pran.g_01702
OG0000104	Praj.g_00473	Pran.g_01698
OG0000105	Praj.g_00491	Pran.g_01679
OG0000106	Praj.g_00523	Pran.g_01646
OG0000107	Praj.g_00524	Pran.g_01645
OG0000108	Praj.g_00534	Pran.g_01635
OG0000109	Praj.g_00543	Pran.g_01626
OG0000110	Praj.g_00559	Pran.g_01609
OG0000111	Praj.g_00639	Pran.g_01527
OG0000112	Praj.g_00640	Pran.g_01526
OG0000113	Praj.g_00722	Pran.g_01438
OG0000114	Praj.g_00767	Pran.g_01345
OG0000115	Praj.g_01601, Praj.g_00946	Pran.g_00487
OG0000116	Praj.g_00950	Pran.g_00491
OG0000117	Praj.g_01021	Pran.g_00565
OG0000118	Praj.g_01196	Pran.g_00135
OG0000119	Praj.g_01835	Pran.g_00090
OG0000120	Praj.g_01455	Pran.g_00054
OG0000121	Praj.g_01433	Pran.g_00035
OG0000122	Praj.g_01413	Pran.g_00016
OG0000123	Praj.g_01402	Pran.g_00003
OG0000124	Praj.g_01014	Pran.g_00918
OG0000125	Praj.g_01540	Pran.g_00864
OG0000126	Praj.g_01575	Pran.g_00841
OG0000127	Praj.g_01618	Pran.g_00746
OG0000128	Praj.g_01633	Pran.g_00732
OG0000129	Praj.g_01667	Pran.g_00696
OG0000130	Praj.g_01766	Pran.g_00968
OG0000131	Praj.g_01803	Pran.g_01006
OG0000132	Praj.g_01805	Pran.g_01009
OG0000133	Praj.g_01910	Pran.g_01063
OG0000134	Praj.g_01946	Pran.g_01100
OG0000135	Praj.g_01948	Pran.g_01102
OG0000136	Praj.g_01997	Pran.g_01145
OG0000137	Praj.g_02034	Pran.g_01177
OG0000138	Praj.g_02091	Pran.g_01212
OG0000139	Praj.g_02128	Pran.g_01239
OG0000140	Praj.g_00001	Pran.g_01258
OG0000141	Praj.g_00002	Pran.g_01259
OG0000142	Praj.g_00004	Pran.g_01261
OG0000143	Praj.g_00005	Pran.g_01262
OG0000144	Praj.g_00007	Pran.g_01264
OG0000145	Praj.g_00008	Pran.g_01265
OG0000146	Praj.g_00009	Pran.g_01266
OG0000147	Praj.g_00010	Pran.g_01267
OG0000148	Praj.g_00012	Pran.g_01269
OG0000149	Praj.g_00014	Pran.g_00410
OG0000150	Praj.g_00015	Pran.g_00409
OG0000151	Praj.g_00016	Pran.g_00408
OG0000152	Praj.g_00017	Pran.g_00407
OG0000153	Praj.g_00018	Pran.g_00406
OG0000154	Praj.g_00019	Pran.g_00405
OG0000155	Praj.g_00020	Pran.g_00404
OG0000156	Praj.g_00021	Pran.g_00403
OG0000157	Praj.g_00022	Pran.g_00402
OG0000158	Praj.g_00024	Pran.g_00400
OG0000159	Praj.g_00025	Pran.g_00399
OG0000160	Praj.g_00026	Pran.g_00398
OG0000161	Praj.g_00027	Pran.g_00397
OG0000162	Praj.g_00028	Pran.g_00396
OG0000163	Praj.g_00029	Pran.g_00395
OG0000164	Praj.g_00032	Pran.g_00392
OG0000165	Praj.g_00034	Pran.g_00389
OG0000166	Praj.g_00035	Pran.g_00388
OG0000167	Praj.g_00036	Pran.g_00387
OG0000168	Praj.g_00044	Pran.g_00385
OG0000169	Praj.g_00046	Pran.g_00383
OG0000170	Praj.g_00047	Pran.g_00382
OG0000171	Praj.g_00048	Pran.g_00381
OG0000172	Praj.g_00049	Pran.g_00380
OG0000173	Praj.g_00050	Pran.g_00379
OG0000174	Praj.g_00051	Pran.g_00378
OG0000175	Praj.g_00052	Pran.g_00377
OG0000176	Praj.g_00054	Pran.g_00375
OG0000177	Praj.g_00055	Pran.g_00374
OG0000178	Praj.g_00056	Pran.g_00373
OG0000179	Praj.g_00102	Pran.g_00368
OG0000180	Praj.g_00103	Pran.g_00367
OG0000181	Praj.g_00104	Pran.g_00366
OG0000182	Praj.g_00107	Pran.g_00363
OG0000183	Praj.g_00108	Pran.g_00362
OG0000184	Praj.g_00111	Pran.g_00359
OG0000185	Praj.g_00115	Pran.g_00355
OG0000186	Praj.g_00116	Pran.g_00354
OG0000187	Praj.g_00117	Pran.g_00353
OG0000188	Praj.g_00118	Pran.g_00352
OG0000189	Praj.g_00119	Pran.g_00351
OG0000190	Praj.g_00120	Pran.g_00350
OG0000191	Praj.g_00121	Pran.g_00349
OG0000192	Praj.g_00122	Pran.g_00348
OG0000193	Praj.g_00123	Pran.g_00347
OG0000194	Praj.g_00124	Pran.g_00346
OG0000195	Praj.g_00126	Pran.g_00344
OG0000196	Praj.g_00127	Pran.g_00343
OG0000197	Praj.g_00128	Pran.g_00342
OG0000198	Praj.g_00129	Pran.g_00341
OG0000199	Praj.g_00132	Pran.g_00339
OG0000200	Praj.g_00133	Pran.g_00338
OG0000201	Praj.g_00134	Pran.g_00337
OG0000202	Praj.g_00135	Pran.g_00336
OG0000203	Praj.g_00136	Pran.g_00335
OG0000204	Praj.g_00137	Pran.g_00334
OG0000205	Praj.g_00139	Pran.g_00333
OG0000206	Praj.g_00140	Pran.g_00332
OG0000207	Praj.g_00141	Pran.g_00331
OG0000208	Praj.g_00142	Pran.g_00330
OG0000209	Praj.g_00143	Pran.g_00329
OG0000210	Praj.g_00144	Pran.g_00327
OG0000211	Praj.g_00145	Pran.g_00326
OG0000212	Praj.g_00146	Pran.g_00325
OG0000213	Praj.g_00147	Pran.g_00324
OG0000214	Praj.g_00151	Pran.g_00322
OG0000215	Praj.g_00152	Pran.g_00321
OG0000216	Praj.g_00154	Pran.g_00319
OG0000217	Praj.g_00156	Pran.g_00318
OG0000218	Praj.g_00157	Pran.g_00317
OG0000219	Praj.g_00158	Pran.g_00316
OG0000220	Praj.g_00160	Pran.g_00313
OG0000221	Praj.g_00163	Pran.g_00311
OG0000222	Praj.g_00164	Pran.g_00310
OG0000223	Praj.g_00165	Pran.g_00309
OG0000224	Praj.g_00168	Pran.g_00307
OG0000225	Praj.g_00170	Pran.g_00305
OG0000226	Praj.g_00172	Pran.g_00304
OG0000227	Praj.g_00173	Pran.g_00303
OG0000228	Praj.g_00174	Pran.g_00302
OG0000229	Praj.g_00175	Pran.g_00301
OG0000230	Praj.g_00176	Pran.g_00300
OG0000231	Praj.g_01057	Pran.g_00298
OG0000232	Praj.g_00177	Pran.g_00297
OG0000233	Praj.g_00180	Pran.g_00294
OG0000234	Praj.g_00183	Pran.g_00292
OG0000235	Praj.g_00185	Pran.g_00288
OG0000236	Praj.g_00186	Pran.g_00287
OG0000237	Praj.g_00187	Pran.g_00286
OG0000238	Praj.g_00188	Pran.g_00285
OG0000239	Praj.g_00189	Pran.g_00283
OG0000240	Praj.g_00191	Pran.g_00281
OG0000241	Praj.g_00192	Pran.g_00280
OG0000242	Praj.g_00193	Pran.g_00279
OG0000243	Praj.g_00194	Pran.g_00278
OG0000244	Praj.g_00195	Pran.g_00277
OG0000245	Praj.g_00196	Pran.g_00276
OG0000246	Praj.g_00198	Pran.g_00274
OG0000247	Praj.g_00199	Pran.g_00273
OG0000248	Praj.g_00200	Pran.g_00272
OG0000249	Praj.g_00201	Pran.g_00271
OG0000250	Praj.g_00202	Pran.g_00270
OG0000251	Praj.g_00203	Pran.g_00269
OG0000252	Praj.g_00204	Pran.g_00268
OG0000253	Praj.g_00205	Pran.g_00267
OG0000254	Praj.g_00207	Pran.g_00265
OG0000255	Praj.g_00208	Pran.g_00264
OG0000256	Praj.g_00211	Pran.g_00261
OG0000257	Praj.g_00212	Pran.g_00259
OG0000258	Praj.g_00213	Pran.g_00258
OG0000259	Praj.g_00214	Pran.g_00257
OG0000260	Praj.g_00215	Pran.g_00256
OG0000261	Praj.g_00216	Pran.g_00255
OG0000262	Praj.g_00217	Pran.g_00254
OG0000263	Praj.g_00218	Pran.g_00253
OG0000264	Praj.g_00220	Pran.g_00251
OG0000265	Praj.g_00221	Pran.g_00250
OG0000266	Praj.g_00222	Pran.g_00249
OG0000267	Praj.g_00224	Pran.g_00247
OG0000268	Praj.g_00226	Pran.g_00246
OG0000269	Praj.g_00227	Pran.g_00245
OG0000270	Praj.g_00228	Pran.g_00244
OG0000271	Praj.g_00229	Pran.g_00243
OG0000272	Praj.g_00230	Pran.g_00242
OG0000273	Praj.g_00231	Pran.g_00241
OG0000274	Praj.g_00232	Pran.g_00240
OG0000275	Praj.g_00233	Pran.g_00239
OG0000276	Praj.g_00234	Pran.g_00238
OG0000277	Praj.g_00235	Pran.g_00237
OG0000278	Praj.g_00236	Pran.g_00236
OG0000279	Praj.g_00237	Pran.g_00235
OG0000280	Praj.g_00238	Pran.g_00234
OG0000281	Praj.g_00240	Pran.g_00232
OG0000282	Praj.g_00241	Pran.g_00231
OG0000283	Praj.g_00243	Pran.g_00228
OG0000284	Praj.g_00244	Pran.g_00227
OG0000285	Praj.g_00245	Pran.g_00226
OG0000286	Praj.g_00247	Pran.g_00224
OG0000287	Praj.g_00248	Pran.g_00223
OG0000288	Praj.g_00249	Pran.g_00222
OG0000289	Praj.g_00250	Pran.g_00221
OG0000290	Praj.g_00251	Pran.g_00220
OG0000291	Praj.g_00252	Pran.g_00219
OG0000292	Praj.g_00253	Pran.g_00218
OG0000293	Praj.g_00254	Pran.g_00217
OG0000294	Praj.g_00255	Pran.g_00216
OG0000295	Praj.g_00256	Pran.g_00215
OG0000296	Praj.g_00257	Pran.g_00214
OG0000297	Praj.g_00258	Pran.g_00213
OG0000298	Praj.g_00259	Pran.g_00212
OG0000299	Praj.g_00260	Pran.g_00211
OG0000300	Praj.g_00261	Pran.g_00210
OG0000301	Praj.g_00262	Pran.g_00209
OG0000302	Praj.g_00263	Pran.g_00208
OG0000303	Praj.g_00264	Pran.g_00207
OG0000304	Praj.g_00265	Pran.g_00206
OG0000305	Praj.g_00266	Pran.g_00205
OG0000306	Praj.g_00267	Pran.g_00204
OG0000307	Praj.g_00268	Pran.g_00203
OG0000308	Praj.g_00269	Pran.g_00202
OG0000309	Praj.g_00270	Pran.g_00201
OG0000310	Praj.g_00271	Pran.g_00200
OG0000311	Praj.g_00273	Pran.g_00199
OG0000312	Praj.g_00275	Pran.g_00197
OG0000313	Praj.g_00276	Pran.g_00196
OG0000314	Praj.g_00280	Pran.g_00194
OG0000315	Praj.g_00281	Pran.g_00193
OG0000316	Praj.g_00283	Pran.g_01950
OG0000317	Praj.g_00285	Pran.g_01948
OG0000318	Praj.g_00286	Pran.g_01947
OG0000319	Praj.g_00287	Pran.g_01946
OG0000320	Praj.g_00288	Pran.g_01945
OG0000321	Praj.g_00289	Pran.g_01942
OG0000322	Praj.g_00292	Pran.g_01939
OG0000323	Praj.g_00293	Pran.g_01938
OG0000324	Praj.g_00296	Pran.g_01935
OG0000325	Praj.g_00297	Pran.g_01934
OG0000326	Praj.g_00298	Pran.g_01933
OG0000327	Praj.g_00299	Pran.g_01931
OG0000328	Praj.g_00300	Pran.g_01930
OG0000329	Praj.g_00301	Pran.g_01929
OG0000330	Praj.g_00302	Pran.g_01928
OG0000331	Praj.g_00303	Pran.g_01927
OG0000332	Praj.g_00304	Pran.g_01926
OG0000333	Praj.g_00305	Pran.g_01925
OG0000334	Praj.g_00306	Pran.g_01924
OG0000335	Praj.g_00307	Pran.g_01923
OG0000336	Praj.g_00309	Pran.g_01922
OG0000337	Praj.g_00311	Pran.g_01919
OG0000338	Praj.g_00312	Pran.g_01918
OG0000339	Praj.g_00313	Pran.g_01917
OG0000340	Praj.g_00314	Pran.g_01916
OG0000341	Praj.g_00318	Pran.g_01912
OG0000342	Praj.g_00319	Pran.g_01911
OG0000343	Praj.g_00321	Pran.g_01909
OG0000344	Praj.g_00322	Pran.g_01908
OG0000345	Praj.g_00323	Pran.g_01907
OG0000346	Praj.g_00324	Pran.g_01906
OG0000347	Praj.g_00325	Pran.g_01905
OG0000348	Praj.g_00326	Pran.g_01904
OG0000349	Praj.g_00327	Pran.g_01903
OG0000350	Praj.g_00328	Pran.g_01902
OG0000351	Praj.g_00330	Pran.g_01899
OG0000352	Praj.g_00333	Pran.g_01896
OG0000353	Praj.g_00334	Pran.g_01895
OG0000354	Praj.g_00335	Pran.g_01894
OG0000355	Praj.g_00336	Pran.g_01893
OG0000356	Praj.g_00337	Pran.g_01892
OG0000357	Praj.g_00338	Pran.g_01891
OG0000358	Praj.g_00339	Pran.g_01890
OG0000359	Praj.g_00340	Pran.g_01889
OG0000360	Praj.g_00343	Pran.g_01886
OG0000361	Praj.g_00344	Pran.g_01885
OG0000362	Praj.g_00345	Pran.g_01884
OG0000363	Praj.g_00346	Pran.g_01883
OG0000364	Praj.g_00347	Pran.g_01882
OG0000365	Praj.g_00348	Pran.g_01881
OG0000366	Praj.g_00349	Pran.g_01880
OG0000367	Praj.g_00350	Pran.g_01879
OG0000368	Praj.g_00351	Pran.g_01878
OG0000369	Praj.g_00352	Pran.g_01877
OG0000370	Praj.g_00353	Pran.g_01876
OG0000371	Praj.g_00354	Pran.g_01875
OG0000372	Praj.g_00356	Pran.g_01873
OG0000373	Praj.g_00358	Pran.g_01871
OG0000374	Praj.g_00359	Pran.g_01870
OG0000375	Praj.g_00360	Pran.g_01869
OG0000376	Praj.g_00362	Pran.g_01867
OG0000377	Praj.g_00368	Pran.g_01866
OG0000378	Praj.g_00724	Pran.g_01865
OG0000379	Praj.g_00380	Pran.g_01860
OG0000380	Praj.g_00382	Pran.g_01859
OG0000381	Praj.g_00383	Pran.g_01858
OG0000382	Praj.g_00384	Pran.g_01857
OG0000383	Praj.g_00387	Pran.g_01854
OG0000384	Praj.g_00388	Pran.g_01853
OG0000385	Praj.g_00390	Pran.g_01850
OG0000386	Praj.g_00391	Pran.g_01849
OG0000387	Praj.g_00392	Pran.g_01848
OG0000388	Praj.g_00393	Pran.g_01847
OG0000389	Praj.g_00394	Pran.g_01846
OG0000390	Praj.g_00395	Pran.g_01845
OG0000391	Praj.g_00396	Pran.g_01844
OG0000392	Praj.g_00397	Pran.g_01843
OG0000393	Praj.g_00402	Pran.g_01840
OG0000394	Praj.g_00403	Pran.g_01839
OG0000395	Praj.g_00406	Pran.g_01837
OG0000396	Praj.g_00824	Pran.g_01835
OG0000397	Praj.g_01049	Pran.g_01823
OG0000398	Praj.g_01081	Pran.g_01816
OG0000399	Praj.g_01244	Pran.g_01815
OG0000400	Praj.g_01869	Pran.g_01808
OG0000401	Praj.g_00425	Pran.g_01749
OG0000402	Praj.g_00426	Pran.g_01748
OG0000403	Praj.g_00427	Pran.g_01747
OG0000404	Praj.g_00429	Pran.g_01745
OG0000405	Praj.g_00430	Pran.g_01744
OG0000406	Praj.g_00432	Pran.g_01742
OG0000407	Praj.g_00433	Pran.g_01741
OG0000408	Praj.g_00434	Pran.g_01740
OG0000409	Praj.g_00435	Pran.g_01739
OG0000410	Praj.g_00436	Pran.g_01738
OG0000411	Praj.g_00437	Pran.g_01737
OG0000412	Praj.g_00438	Pran.g_01736
OG0000413	Praj.g_00439	Pran.g_01735
OG0000414	Praj.g_00440	Pran.g_01734
OG0000415	Praj.g_00441	Pran.g_01733
OG0000416	Praj.g_00442	Pran.g_01729
OG0000417	Praj.g_00443	Pran.g_01728
OG0000418	Praj.g_00444	Pran.g_01727
OG0000419	Praj.g_00445	Pran.g_01726
OG0000420	Praj.g_00446	Pran.g_01725
OG0000421	Praj.g_00447	Pran.g_01724
OG0000422	Praj.g_00449	Pran.g_01723
OG0000423	Praj.g_00450	Pran.g_01722
OG0000424	Praj.g_00451	Pran.g_01720
OG0000425	Praj.g_00457	Pran.g_01717
OG0000426	Praj.g_00458	Pran.g_01716
OG0000427	Praj.g_00459	Pran.g_01715
OG0000428	Praj.g_00461	Pran.g_01714
OG0000429	Praj.g_00462	Pran.g_01713
OG0000430	Praj.g_00464	Pran.g_01707
OG0000431	Praj.g_00465	Pran.g_01705
OG0000432	Praj.g_00466	Pran.g_01704
OG0000433	Praj.g_00469	Pran.g_01701
OG0000434	Praj.g_00471	Pran.g_01700
OG0000435	Praj.g_00472	Pran.g_01699
OG0000436	Praj.g_00474	Pran.g_01697
OG0000437	Praj.g_00476	Pran.g_01695
OG0000438	Praj.g_00477	Pran.g_01694
OG0000439	Praj.g_00478	Pran.g_01693
OG0000440	Praj.g_00479	Pran.g_01691
OG0000441	Praj.g_00480	Pran.g_01690
OG0000442	Praj.g_00481	Pran.g_01689
OG0000443	Praj.g_00482	Pran.g_01688
OG0000444	Praj.g_00483	Pran.g_01687
OG0000445	Praj.g_00484	Pran.g_01686
OG0000446	Praj.g_00485	Pran.g_01685
OG0000447	Praj.g_00486	Pran.g_01684
OG0000448	Praj.g_00487	Pran.g_01683
OG0000449	Praj.g_00492	Pran.g_01678
OG0000450	Praj.g_00493	Pran.g_01677
OG0000451	Praj.g_00494	Pran.g_01676
OG0000452	Praj.g_00495	Pran.g_01675
OG0000453	Praj.g_00497	Pran.g_01673
OG0000454	Praj.g_00498	Pran.g_01672
OG0000455	Praj.g_00499	Pran.g_01671
OG0000456	Praj.g_00500	Pran.g_01670
OG0000457	Praj.g_00502	Pran.g_01668
OG0000458	Praj.g_00504	Pran.g_01666
OG0000459	Praj.g_00505	Pran.g_01665
OG0000460	Praj.g_00507	Pran.g_01663
OG0000461	Praj.g_00508	Pran.g_01662
OG0000462	Praj.g_00509	Pran.g_01661
OG0000463	Praj.g_00511	Pran.g_01660
OG0000464	Praj.g_00515	Pran.g_01655
OG0000465	Praj.g_00516	Pran.g_01653
OG0000466	Praj.g_00517	Pran.g_01652
OG0000467	Praj.g_00518	Pran.g_01651
OG0000468	Praj.g_00519	Pran.g_01650
OG0000469	Praj.g_00520	Pran.g_01649
OG0000470	Praj.g_00521	Pran.g_01648
OG0000471	Praj.g_00522	Pran.g_01647
OG0000472	Praj.g_00525	Pran.g_01644
OG0000473	Praj.g_00526	Pran.g_01643
OG0000474	Praj.g_00527	Pran.g_01642
OG0000475	Praj.g_00528	Pran.g_01641
OG0000476	Praj.g_00529	Pran.g_01640
OG0000477	Praj.g_00531	Pran.g_01638
OG0000478	Praj.g_00532	Pran.g_01637
OG0000479	Praj.g_00533	Pran.g_01636
OG0000480	Praj.g_00535	Pran.g_01634
OG0000481	Praj.g_00536	Pran.g_01633
OG0000482	Praj.g_00537	Pran.g_01632
OG0000483	Praj.g_00538	Pran.g_01631
OG0000484	Praj.g_00539	Pran.g_01630
OG0000485	Praj.g_00540	Pran.g_01629
OG0000486	Praj.g_00541	Pran.g_01628
OG0000487	Praj.g_00542	Pran.g_01627
OG0000488	Praj.g_00544	Pran.g_01625
OG0000489	Praj.g_00545	Pran.g_01624
OG0000490	Praj.g_00546	Pran.g_01623
OG0000491	Praj.g_00547	Pran.g_01622
OG0000492	Praj.g_00548	Pran.g_01621
OG0000493	Praj.g_00549	Pran.g_01620
OG0000494	Praj.g_00551	Pran.g_01618
OG0000495	Praj.g_00552	Pran.g_01617
OG0000496	Praj.g_00553	Pran.g_01616
OG0000497	Praj.g_00554	Pran.g_01614
OG0000498	Praj.g_00555	Pran.g_01613
OG0000499	Praj.g_00557	Pran.g_01611
OG0000500	Praj.g_00558	Pran.g_01610
OG0000501	Praj.g_00560	Pran.g_01608
OG0000502	Praj.g_00561	Pran.g_01607
OG0000503	Praj.g_00562	Pran.g_01606
OG0000504	Praj.g_00563	Pran.g_01605
OG0000505	Praj.g_00564	Pran.g_01604
OG0000506	Praj.g_00565	Pran.g_01603
OG0000507	Praj.g_00566	Pran.g_01602
OG0000508	Praj.g_00567	Pran.g_01600
OG0000509	Praj.g_00568	Pran.g_01599
OG0000510	Praj.g_00569	Pran.g_01598
OG0000511	Praj.g_00570	Pran.g_01597
OG0000512	Praj.g_00571	Pran.g_01596
OG0000513	Praj.g_00572	Pran.g_01595
OG0000514	Praj.g_00573	Pran.g_01594
OG0000515	Praj.g_00574	Pran.g_01592
OG0000516	Praj.g_00575	Pran.g_01591
OG0000517	Praj.g_00576	Pran.g_01590
OG0000518	Praj.g_00578	Pran.g_01587
OG0000519	Praj.g_00579	Pran.g_01586
OG0000520	Praj.g_00581	Pran.g_01585
OG0000521	Praj.g_00580	Pran.g_01584
OG0000522	Praj.g_00582	Pran.g_01583
OG0000523	Praj.g_00583	Pran.g_01582
OG0000524	Praj.g_00584	Pran.g_01581
OG0000525	Praj.g_00586	Pran.g_01579
OG0000526	Praj.g_00587	Pran.g_01578
OG0000527	Praj.g_00588	Pran.g_01577
OG0000528	Praj.g_00589	Pran.g_01576
OG0000529	Praj.g_00590	Pran.g_01575
OG0000530	Praj.g_00591	Pran.g_01574
OG0000531	Praj.g_00593	Pran.g_01573
OG0000532	Praj.g_00594	Pran.g_01572
OG0000533	Praj.g_00595	Pran.g_01571
OG0000534	Praj.g_00596	Pran.g_01570
OG0000535	Praj.g_00597	Pran.g_01569
OG0000536	Praj.g_00598	Pran.g_01568
OG0000537	Praj.g_00599	Pran.g_01567
OG0000538	Praj.g_00600	Pran.g_01566
OG0000539	Praj.g_00601	Pran.g_01565
OG0000540	Praj.g_00602	Pran.g_01564
OG0000541	Praj.g_00603	Pran.g_01563
OG0000542	Praj.g_00604	Pran.g_01562
OG0000543	Praj.g_00605	Pran.g_01561
OG0000544	Praj.g_00606	Pran.g_01560
OG0000545	Praj.g_00609	Pran.g_01557
OG0000546	Praj.g_00610	Pran.g_01556
OG0000547	Praj.g_00611	Pran.g_01554
OG0000548	Praj.g_00613	Pran.g_01553
OG0000549	Praj.g_00614	Pran.g_01552
OG0000550	Praj.g_00615	Pran.g_01551
OG0000551	Praj.g_00616	Pran.g_01550
OG0000552	Praj.g_00617	Pran.g_01549
OG0000553	Praj.g_00618	Pran.g_01548
OG0000554	Praj.g_00619	Pran.g_01547
OG0000555	Praj.g_00620	Pran.g_01546
OG0000556	Praj.g_00621	Pran.g_01545
OG0000557	Praj.g_00622	Pran.g_01544
OG0000558	Praj.g_00623	Pran.g_01543
OG0000559	Praj.g_00624	Pran.g_01542
OG0000560	Praj.g_00626	Pran.g_01540
OG0000561	Praj.g_00627	Pran.g_01539
OG0000562	Praj.g_00628	Pran.g_01538
OG0000563	Praj.g_00629	Pran.g_01537
OG0000564	Praj.g_00630	Pran.g_01536
OG0000565	Praj.g_00631	Pran.g_01535
OG0000566	Praj.g_00632	Pran.g_01534
OG0000567	Praj.g_00633	Pran.g_01533
OG0000568	Praj.g_00634	Pran.g_01532
OG0000569	Praj.g_00635	Pran.g_01531
OG0000570	Praj.g_00636	Pran.g_01530
OG0000571	Praj.g_00637	Pran.g_01529
OG0000572	Praj.g_00638	Pran.g_01528
