Orthogroup	Prbk	Prbh
OG0000090	Prbk.g_01080	Prbh.g_00296
OG0000091	Prbk.g_02639	Prbh.g_01211
OG0000093	Prbk.g_02444	Prbh.g_01181
OG0000094	Prbk.g_02190	Prbh.g_01130
OG0000095	Prbk.g_00056	Prbh.g_01031
OG0000097	Prbk.g_00189	Prbh.g_01236
OG0000098	Prbk.g_01199	Prbh.g_01935
OG0000099	Prbk.g_00476	Prbh.g_00032
OG0000100	Prbk.g_01360, Prbk.g_02498	Prbh.g_00179
OG0000101	Prbk.g_00796, Prbk.g_00944	Prbh.g_01644
OG0000102	Prbk.g_01484	Prbh.g_01576
OG0000103	Prbk.g_02260	Prbh.g_01489
OG0000104	Prbk.g_02274	Prbh.g_01480
OG0000105	Prbk.g_00409	Prbh.g_00505
OG0000106	Prbk.g_00925	Prbh.g_00821
OG0000107	Prbk.g_01902	Prbh.g_01718
OG0000108	Prbk.g_02061	Prbh.g_00351
OG0000109	Prbk.g_02077	Prbh.g_00337
OG0000110	Prbk.g_01110	Prbh.g_00254
OG0000111	Prbk.g_01766	Prbh.g_00937
OG0000112	Prbk.g_02332	Prbh.g_01078
OG0000113	Prbk.g_02493	Prbh.g_00976
OG0000114	Prbk.g_02396	Prbh.g_00878
OG0000115	Prbk.g_01234	Prbh.g_01344
OG0000116	Prbk.g_01034	Prbh.g_01294
OG0000117	Prbk.g_01496	Prbh.g_01255
OG0000118	Prbk.g_01169	Prbh.g_01385
OG0000119	Prbk.g_01746	Prbh.g_01333
OG0000119	Prbk.g_01786	Prbh.g_00194
OG0000120	Prbk.g_00477	Prbh.g_00031
OG0000121	Prbk.g_00267, Prbk.g_00261	Prbh.g_00101
OG0000122	Prbk.g_02664	Prbh.g_00143
OG0000123	Prbk.g_00805	Prbh.g_01637
OG0000124	Prbk.g_01539	Prbh.g_01564
OG0000125	Prbk.g_02168	Prbh.g_01528
OG0000126	Prbk.g_02272	Prbh.g_01481
OG0000127	Prbk.g_01101, Prbk.g_01852, Prbk.g_01335	Prbh.g_01938
OG0000128	Prbk.g_02290	Prbh.g_01953
OG0000129	Prbk.g_02156	Prbh.g_00738
OG0000130	Prbk.g_01320	Prbh.g_00713
OG0000131	Prbk.g_00751	Prbh.g_00637
OG0000132	Prbk.g_00771	Prbh.g_00618
OG0000133	Prbk.g_00472	Prbh.g_00457
OG0000134	Prbk.g_00361	Prbh.g_00413
OG0000135	Prbk.g_02209	Prbh.g_01825
OG0000136	Prbk.g_00323	Prbh.g_00391
OG0000137	Prbk.g_02113	Prbh.g_00356
OG0000138	Prbk.g_02078	Prbh.g_00336
OG0000139	Prbk.g_01086	Prbh.g_00292
OG0000140	Prbk.g_01092	Prbh.g_00291
OG0000141	Prbk.g_01154	Prbh.g_00222
OG0000142	Prbk.g_02631	Prbh.g_01218
OG0000143	Prbk.g_02635	Prbh.g_01215
OG0000144	Prbk.g_00739	Prbh.g_01201
OG0000145	Prbk.g_01863	Prbh.g_01880
OG0000146	Prbk.g_02333	Prbh.g_01077
OG0000147	Prbk.g_02334	Prbh.g_01076
OG0000148	Prbk.g_02487	Prbh.g_00970
OG0000149	Prbk.g_02544	Prbh.g_01002
OG0000150	Prbk.g_02567	Prbh.g_01012
OG0000151	Prbk.g_02417	Prbh.g_00888
OG0000152	Prbk.g_02324	Prbh.g_01086
OG0000153	Prbk.g_02297	Prbh.g_01104
OG0000154	Prbk.g_00584	Prbh.g_01121
OG0000155	Prbk.g_00099	Prbh.g_01261
OG0000156	Prbk.g_00164	Prbh.g_01362
OG0000157	Prbk.g_00163	Prbh.g_01363
OG0000158	Prbk.g_00526	Prbh.g_01599
OG0000160	Prbk.g_00260	Prbh.g_00100
OG0000161	Prbk.g_00274	Prbh.g_01288, Prbh.g_00106
OG0000162	Prbk.g_00280	Prbh.g_00112
OG0000163	Prbk.g_02002	Prbh.g_00151
OG0000164	Prbk.g_01432	Prbh.g_01758
OG0000165	Prbk.g_01423	Prbh.g_01750
OG0000166	Prbk.g_00982	Prbh.g_01681
OG0000167	Prbk.g_00512	Prbh.g_01609
OG0000168	Prbk.g_00527	Prbh.g_01598
OG0000169	Prbk.g_00220	Prbh.g_01588
OG0000170	Prbk.g_00232	Prbh.g_01585
OG0000171	Prbk.g_01538	Prbh.g_01565
OG0000172	Prbk.g_01573	Prbh.g_01558
OG0000173	Prbk.g_01594	Prbh.g_01543
OG0000174	Prbk.g_02211	Prbh.g_01512
OG0000175	Prbk.g_02249	Prbh.g_01500
OG0000176	Prbk.g_02282	Prbh.g_01472
OG0000177	Prbk.g_02283	Prbh.g_01471
OG0000178	Prbk.g_02284	Prbh.g_01470
OG0000179	Prbk.g_01633	Prbh.g_00764
OG0000180	Prbk.g_01632	Prbh.g_00763
OG0000181	Prbk.g_01631	Prbh.g_00762
OG0000182	Prbk.g_01630	Prbh.g_00761
OG0000183	Prbk.g_01626	Prbh.g_00757
OG0000184	Prbk.g_02148	Prbh.g_00734
OG0000185	Prbk.g_02126	Prbh.g_00731
OG0000186	Prbk.g_01326	Prbh.g_00719
OG0000187	Prbk.g_01324	Prbh.g_00718
OG0000188	Prbk.g_01303	Prbh.g_00701
OG0000189	Prbk.g_00024	Prbh.g_00687
OG0000190	Prbk.g_00022	Prbh.g_00686
OG0000191	Prbk.g_00197	Prbh.g_00664
OG0000192	Prbk.g_00206	Prbh.g_00659
OG0000193	Prbk.g_00752	Prbh.g_00636
OG0000194	Prbk.g_00755	Prbh.g_00633
OG0000195	Prbk.g_00757	Prbh.g_00631
OG0000196	Prbk.g_00768	Prbh.g_00621
OG0000197	Prbk.g_00769	Prbh.g_00620
OG0000198	Prbk.g_00770	Prbh.g_00619
OG0000199	Prbk.g_00777	Prbh.g_00612
OG0000200	Prbk.g_01280	Prbh.g_00599
OG0000201	Prbk.g_01261	Prbh.g_00590
OG0000202	Prbk.g_01260	Prbh.g_00589
OG0000203	Prbk.g_01259	Prbh.g_00588
OG0000204	Prbk.g_01258	Prbh.g_00587
OG0000205	Prbk.g_01251	Prbh.g_00580
OG0000206	Prbk.g_00632	Prbh.g_00575
OG0000207	Prbk.g_00686	Prbh.g_00573
OG0000208	Prbk.g_00685	Prbh.g_00572
OG0000209	Prbk.g_00658	Prbh.g_00563
OG0000210	Prbk.g_00657	Prbh.g_00562
OG0000211	Prbk.g_01368	Prbh.g_00547
OG0000212	Prbk.g_01514	Prbh.g_00539
OG0000213	Prbk.g_00374	Prbh.g_00521
OG0000214	Prbk.g_00401	Prbh.g_00512
OG0000215	Prbk.g_00431	Prbh.g_00485
OG0000216	Prbk.g_00434	Prbh.g_00484
OG0000217	Prbk.g_00438	Prbh.g_00481
OG0000218	Prbk.g_00442	Prbh.g_00479
OG0000219	Prbk.g_00443	Prbh.g_00478
OG0000220	Prbk.g_00444	Prbh.g_00477
OG0000221	Prbk.g_00449	Prbh.g_00476
OG0000222	Prbk.g_00458	Prbh.g_00469
OG0000223	Prbk.g_00481	Prbh.g_00456
OG0000224	Prbk.g_00492	Prbh.g_00454
OG0000225	Prbk.g_00889	Prbh.g_00426
OG0000226	Prbk.g_00893	Prbh.g_00422
OG0000227	Prbk.g_00895	Prbh.g_00420
OG0000228	Prbk.g_00365	Prbh.g_00416
OG0000229	Prbk.g_00328	Prbh.g_00396
OG0000230	Prbk.g_00326	Prbh.g_00394
OG0000231	Prbk.g_00311	Prbh.g_00383
OG0000232	Prbk.g_00295	Prbh.g_00370
OG0000233	Prbk.g_02092	Prbh.g_00365
OG0000234	Prbk.g_02114	Prbh.g_00355
OG0000235	Prbk.g_02060	Prbh.g_00352
OG0000236	Prbk.g_02076	Prbh.g_00338
OG0000237	Prbk.g_01047	Prbh.g_00324
OG0000238	Prbk.g_01051	Prbh.g_00318
OG0000239	Prbk.g_01067	Prbh.g_00305
OG0000240	Prbk.g_01068	Prbh.g_00304
OG0000241	Prbk.g_01965	Prbh.g_00299
OG0000242	Prbk.g_01078	Prbh.g_00297
OG0000243	Prbk.g_02684	Prbh.g_00287
OG0000244	Prbk.g_01897	Prbh.g_00284
OG0000245	Prbk.g_01894	Prbh.g_00282
OG0000246	Prbk.g_01890	Prbh.g_00278
OG0000247	Prbk.g_01879	Prbh.g_00267
OG0000248	Prbk.g_01876	Prbh.g_00264
OG0000249	Prbk.g_01874	Prbh.g_00262
OG0000250	Prbk.g_01106	Prbh.g_00257
OG0000251	Prbk.g_01130	Prbh.g_00239
OG0000252	Prbk.g_01133	Prbh.g_00236
OG0000253	Prbk.g_01139	Prbh.g_00235
OG0000254	Prbk.g_01158	Prbh.g_00218
OG0000255	Prbk.g_02604	Prbh.g_00212
OG0000256	Prbk.g_02618	Prbh.g_01455
OG0000257	Prbk.g_02624	Prbh.g_01223
OG0000258	Prbk.g_02647	Prbh.g_01210
OG0000259	Prbk.g_00720	Prbh.g_01193
OG0000260	Prbk.g_00717	Prbh.g_01190
OG0000261	Prbk.g_00714	Prbh.g_01187
OG0000262	Prbk.g_00709	Prbh.g_01182
OG0000263	Prbk.g_00672	Prbh.g_00915
OG0000264	Prbk.g_01815	Prbh.g_00926
OG0000265	Prbk.g_01835, Prbk.g_00619	Prbh.g_00945
OG0000266	Prbk.g_00608	Prbh.g_01163
OG0000267	Prbk.g_02371	Prbh.g_01150
OG0000268	Prbk.g_02370	Prbh.g_01149
OG0000269	Prbk.g_02463	Prbh.g_00948
OG0000270	Prbk.g_02466	Prbh.g_00951
OG0000271	Prbk.g_02474	Prbh.g_00959
OG0000272	Prbk.g_02475	Prbh.g_00960
OG0000273	Prbk.g_02526	Prbh.g_00983
OG0000274	Prbk.g_02527	Prbh.g_00984
OG0000275	Prbk.g_02530	Prbh.g_00987
OG0000276	Prbk.g_02536	Prbh.g_00993
OG0000277	Prbk.g_02537	Prbh.g_00994
OG0000278	Prbk.g_02540	Prbh.g_00997
OG0000279	Prbk.g_02548	Prbh.g_01005
OG0000280	Prbk.g_02554	Prbh.g_01006
OG0000281	Prbk.g_02568	Prbh.g_01013
OG0000282	Prbk.g_02398	Prbh.g_00880
OG0000283	Prbk.g_02359	Prbh.g_01059
OG0000284	Prbk.g_02353	Prbh.g_01064
OG0000285	Prbk.g_01698	Prbh.g_01069
OG0000286	Prbk.g_02325	Prbh.g_01085
OG0000287	Prbk.g_01728	Prbh.g_01342
OG0000288	Prbk.g_00583	Prbh.g_01120
OG0000289	Prbk.g_00596	Prbh.g_01135
OG0000290	Prbk.g_00059	Prbh.g_01034
OG0000291	Prbk.g_00057	Prbh.g_01032
OG0000292	Prbk.g_02271	Prbh.g_01328
OG0000293	Prbk.g_01032	Prbh.g_01293
OG0000294	Prbk.g_01031	Prbh.g_01292
OG0000295	Prbk.g_00106	Prbh.g_01268
OG0000296	Prbk.g_00104	Prbh.g_01266
OG0000297	Prbk.g_01498	Prbh.g_01257
OG0000298	Prbk.g_01497	Prbh.g_01256
OG0000299	Prbk.g_01508	Prbh.g_01237
OG0000300	Prbk.g_00186	Prbh.g_01234
OG0000301	Prbk.g_00185	Prbh.g_01233
OG0000302	Prbk.g_00182	Prbh.g_01231
OG0000303	Prbk.g_00097	Prbh.g_01225
OG0000304	Prbk.g_00121	Prbh.g_01450
OG0000305	Prbk.g_00055	Prbh.g_01326
OG0000306	Prbk.g_02578	Prbh.g_01017
OG0000307	Prbk.g_02044	Prbh.g_00019
OG0000308	Prbk.g_02042	Prbh.g_00020
OG0000309	Prbk.g_02038	Prbh.g_00024
OG0000310	Prbk.g_01937	Prbh.g_00082
OG0000311	Prbk.g_00243	Prbh.g_00084
OG0000312	Prbk.g_00247	Prbh.g_00087
OG0000313	Prbk.g_00271	Prbh.g_00103
OG0000314	Prbk.g_01222	Prbh.g_00126
OG0000315	Prbk.g_01212	Prbh.g_00136
OG0000316	Prbk.g_01991	Prbh.g_00162
OG0000317	Prbk.g_00913	Prbh.g_01785
OG0000318	Prbk.g_00906	Prbh.g_01781
OG0000319	Prbk.g_01443	Prbh.g_01768
OG0000320	Prbk.g_01441	Prbh.g_01766
OG0000321	Prbk.g_01440	Prbh.g_01765
OG0000322	Prbk.g_01439	Prbh.g_01764
OG0000323	Prbk.g_01428	Prbh.g_01755
OG0000324	Prbk.g_01399	Prbh.g_01727
OG0000325	Prbk.g_01904	Prbh.g_01717
OG0000326	Prbk.g_01912	Prbh.g_01710
OG0000327	Prbk.g_00987	Prbh.g_01686
OG0000328	Prbk.g_00986	Prbh.g_01685
OG0000329	Prbk.g_00969	Prbh.g_01668
OG0000330	Prbk.g_00968	Prbh.g_01667
OG0000331	Prbk.g_00967	Prbh.g_01666
OG0000332	Prbk.g_00952	Prbh.g_01652
OG0000333	Prbk.g_00950	Prbh.g_01650
OG0000334	Prbk.g_00801	Prbh.g_01641
OG0000335	Prbk.g_00806	Prbh.g_01636
OG0000336	Prbk.g_00810	Prbh.g_01632
OG0000337	Prbk.g_00506	Prbh.g_01613
OG0000338	Prbk.g_00510	Prbh.g_01612
OG0000339	Prbk.g_00516	Prbh.g_01606
OG0000340	Prbk.g_00528	Prbh.g_01597
OG0000341	Prbk.g_00530	Prbh.g_01595
OG0000342	Prbk.g_00531	Prbh.g_01594
OG0000343	Prbk.g_00215	Prbh.g_01593
OG0000344	Prbk.g_00218	Prbh.g_01590
OG0000345	Prbk.g_00233	Prbh.g_01584
OG0000346	Prbk.g_00238	Prbh.g_01580
OG0000347	Prbk.g_01540	Prbh.g_01563
OG0000348	Prbk.g_01578	Prbh.g_01555
OG0000349	Prbk.g_01602	Prbh.g_01537
OG0000350	Prbk.g_02204	Prbh.g_01516
OG0000351	Prbk.g_02252	Prbh.g_01497
OG0000352	Prbk.g_02253	Prbh.g_01496
OG0000353	Prbk.g_02277	Prbh.g_01477
OG0000355	Prbk.g_02279	Prbh.g_01475
OG0000356	Prbk.g_02280	Prbh.g_01474
OG0000357	Prbk.g_02281	Prbh.g_01473
OG0000358	Prbk.g_02285	Prbh.g_01469
OG0000359	Prbk.g_02287	Prbh.g_01468
OG0000360	Prbk.g_02288	Prbh.g_01467
OG0000361	Prbk.g_02289	Prbh.g_01466
OG0000362	Prbk.g_02291	Prbh.g_01952
OG0000363	Prbk.g_01639	Prbh.g_00766
OG0000364	Prbk.g_01638	Prbh.g_00765
OG0000365	Prbk.g_01629	Prbh.g_00760
OG0000366	Prbk.g_01628	Prbh.g_00759
OG0000367	Prbk.g_01627	Prbh.g_00758
OG0000368	Prbk.g_01625	Prbh.g_00756
OG0000369	Prbk.g_01624	Prbh.g_00755
OG0000370	Prbk.g_01623	Prbh.g_00754
OG0000371	Prbk.g_01614	Prbh.g_00748
OG0000372	Prbk.g_01609	Prbh.g_00746
OG0000373	Prbk.g_01608	Prbh.g_00745
OG0000374	Prbk.g_01607	Prbh.g_00744
OG0000375	Prbk.g_01606	Prbh.g_00743
OG0000376	Prbk.g_01604	Prbh.g_00741
OG0000377	Prbk.g_02155	Prbh.g_00737
OG0000378	Prbk.g_02141	Prbh.g_00733
OG0000379	Prbk.g_02125	Prbh.g_00730
OG0000380	Prbk.g_01323	Prbh.g_00717
OG0000381	Prbk.g_01319	Prbh.g_00712
OG0000382	Prbk.g_01304	Prbh.g_00702
OG0000383	Prbk.g_01302	Prbh.g_00700
OG0000384	Prbk.g_01301	Prbh.g_00699
OG0000385	Prbk.g_01300	Prbh.g_00698
OG0000386	Prbk.g_01299	Prbh.g_00697
OG0000387	Prbk.g_00020	Prbh.g_00684
OG0000388	Prbk.g_00016	Prbh.g_00680
OG0000389	Prbk.g_00012	Prbh.g_00677
OG0000390	Prbk.g_00191	Prbh.g_00668
OG0000391	Prbk.g_00196	Prbh.g_00665
OG0000392	Prbk.g_00202	Prbh.g_00661
OG0000393	Prbk.g_00207	Prbh.g_00658
OG0000394	Prbk.g_00208	Prbh.g_00657
OG0000395	Prbk.g_00209	Prbh.g_00656
OG0000396	Prbk.g_00542	Prbh.g_00654
OG0000397	Prbk.g_00544	Prbh.g_00652
OG0000398	Prbk.g_00549	Prbh.g_00649
OG0000399	Prbk.g_00550	Prbh.g_00648
OG0000400	Prbk.g_00551	Prbh.g_00647
OG0000401	Prbk.g_00552	Prbh.g_00646
OG0000402	Prbk.g_00554	Prbh.g_01144
OG0000403	Prbk.g_00555	Prbh.g_00644
OG0000404	Prbk.g_00557	Prbh.g_00643
OG0000405	Prbk.g_00749	Prbh.g_00639
OG0000406	Prbk.g_00753	Prbh.g_00635
OG0000407	Prbk.g_00754	Prbh.g_00634
OG0000408	Prbk.g_00756	Prbh.g_00632
OG0000409	Prbk.g_00758	Prbh.g_00630
OG0000410	Prbk.g_00759	Prbh.g_00629
OG0000411	Prbk.g_00760	Prbh.g_00628
OG0000412	Prbk.g_00761	Prbh.g_00627
OG0000413	Prbk.g_00763	Prbh.g_00626
OG0000414	Prbk.g_00764	Prbh.g_00625
OG0000415	Prbk.g_00765	Prbh.g_00624
OG0000416	Prbk.g_00766	Prbh.g_00623
OG0000417	Prbk.g_00767	Prbh.g_00622
OG0000418	Prbk.g_00772	Prbh.g_00617
OG0000419	Prbk.g_00774	Prbh.g_00615
OG0000420	Prbk.g_00775	Prbh.g_00614
OG0000421	Prbk.g_00779	Prbh.g_00610
OG0000422	Prbk.g_00780	Prbh.g_00609
OG0000423	Prbk.g_00781	Prbh.g_00608
OG0000424	Prbk.g_00782	Prbh.g_00607
OG0000425	Prbk.g_00783	Prbh.g_00606
OG0000426	Prbk.g_00784	Prbh.g_00605
OG0000427	Prbk.g_00785	Prbh.g_00604
OG0000428	Prbk.g_02425	Prbh.g_00602
OG0000429	Prbk.g_01283	Prbh.g_00601
OG0000430	Prbk.g_01281	Prbh.g_00600
OG0000431	Prbk.g_01277	Prbh.g_00598
OG0000432	Prbk.g_01270	Prbh.g_00594
OG0000433	Prbk.g_01267	Prbh.g_00593
OG0000434	Prbk.g_01266	Prbh.g_00592
OG0000435	Prbk.g_01263	Prbh.g_00591
OG0000436	Prbk.g_01257	Prbh.g_00586
OG0000437	Prbk.g_01256	Prbh.g_00585
OG0000438	Prbk.g_01255	Prbh.g_00584
OG0000439	Prbk.g_01253	Prbh.g_00582
OG0000440	Prbk.g_01252	Prbh.g_00581
OG0000441	Prbk.g_01245	Prbh.g_00578
OG0000442	Prbk.g_01244	Prbh.g_00577
OG0000443	Prbk.g_00631	Prbh.g_00576
OG0000444	Prbk.g_00683	Prbh.g_00571
OG0000445	Prbk.g_00682	Prbh.g_00570
OG0000446	Prbk.g_00680	Prbh.g_00569
OG0000447	Prbk.g_00670	Prbh.g_00568
OG0000448	Prbk.g_00669	Prbh.g_00567
OG0000449	Prbk.g_00668	Prbh.g_00566
OG0000450	Prbk.g_00662	Prbh.g_00565
OG0000451	Prbk.g_00661	Prbh.g_00564
OG0000452	Prbk.g_00656	Prbh.g_00561
OG0000453	Prbk.g_00655	Prbh.g_00560
OG0000454	Prbk.g_00654	Prbh.g_00559
OG0000455	Prbk.g_00653	Prbh.g_00558
OG0000456	Prbk.g_00652	Prbh.g_00557
OG0000457	Prbk.g_00650	Prbh.g_00555
OG0000458	Prbk.g_00649	Prbh.g_00554
OG0000459	Prbk.g_00648	Prbh.g_00553
OG0000460	Prbk.g_01369	Prbh.g_00545
OG0000461	Prbk.g_01900	Prbh.g_00537
OG0000462	Prbk.g_01012	Prbh.g_00535
OG0000463	Prbk.g_01011	Prbh.g_00534
OG0000464	Prbk.g_01010	Prbh.g_00533
OG0000465	Prbk.g_01008	Prbh.g_00532
OG0000466	Prbk.g_01003	Prbh.g_00529
OG0000467	Prbk.g_01001	Prbh.g_00528
OG0000468	Prbk.g_00371	Prbh.g_00525
OG0000469	Prbk.g_00384	Prbh.g_00517
OG0000470	Prbk.g_00397	Prbh.g_00515
OG0000471	Prbk.g_00398	Prbh.g_00514
OG0000472	Prbk.g_00400	Prbh.g_00513
OG0000473	Prbk.g_00402	Prbh.g_00511
OG0000474	Prbk.g_00403	Prbh.g_00510
OG0000475	Prbk.g_00404	Prbh.g_00509
OG0000476	Prbk.g_00406	Prbh.g_00507
OG0000477	Prbk.g_00411	Prbh.g_00504
OG0000478	Prbk.g_00412	Prbh.g_00503
OG0000479	Prbk.g_00413	Prbh.g_00502
OG0000480	Prbk.g_00420	Prbh.g_00497
OG0000481	Prbk.g_00422	Prbh.g_00494
OG0000482	Prbk.g_00423	Prbh.g_00493
OG0000483	Prbk.g_00427	Prbh.g_00490
OG0000484	Prbk.g_00428	Prbh.g_00489
OG0000485	Prbk.g_00429	Prbh.g_00487
OG0000486	Prbk.g_00430	Prbh.g_00486
OG0000487	Prbk.g_00435	Prbh.g_00483
OG0000488	Prbk.g_00439	Prbh.g_00480
OG0000489	Prbk.g_00450	Prbh.g_00475
OG0000490	Prbk.g_00456	Prbh.g_00471
OG0000491	Prbk.g_00457	Prbh.g_00470
OG0000492	Prbk.g_00460	Prbh.g_00468
OG0000493	Prbk.g_00461	Prbh.g_00467
OG0000494	Prbk.g_00462	Prbh.g_00466
OG0000495	Prbk.g_00463	Prbh.g_00465
OG0000496	Prbk.g_00464	Prbh.g_00464
OG0000497	Prbk.g_00465	Prbh.g_00463
OG0000498	Prbk.g_00466	Prbh.g_00462
OG0000499	Prbk.g_00467	Prbh.g_00461
OG0000500	Prbk.g_00468	Prbh.g_00460
OG0000501	Prbk.g_00471	Prbh.g_00458
OG0000502	Prbk.g_00483	Prbh.g_00455
OG0000503	Prbk.g_00871	Prbh.g_00439
OG0000504	Prbk.g_00873	Prbh.g_00437
OG0000505	Prbk.g_00874	Prbh.g_00436
OG0000506	Prbk.g_00876	Prbh.g_00435
OG0000507	Prbk.g_00881	Prbh.g_00431
OG0000508	Prbk.g_00888	Prbh.g_00427
OG0000509	Prbk.g_00890	Prbh.g_00425
OG0000510	Prbk.g_00891	Prbh.g_00424
OG0000511	Prbk.g_00892	Prbh.g_00423
OG0000512	Prbk.g_00894	Prbh.g_00421
OG0000513	Prbk.g_00360	Prbh.g_00412
OG0000514	Prbk.g_00352	Prbh.g_00401
OG0000515	Prbk.g_00351	Prbh.g_00400
OG0000516	Prbk.g_00339	Prbh.g_00399
OG0000517	Prbk.g_00329	Prbh.g_00397
OG0000518	Prbk.g_00317	Prbh.g_00386
OG0000519	Prbk.g_00316	Prbh.g_00385
OG0000520	Prbk.g_00315	Prbh.g_00384
OG0000521	Prbk.g_00301	Prbh.g_00374
OG0000522	Prbk.g_00299	Prbh.g_00372
OG0000523	Prbk.g_00298	Prbh.g_00371
OG0000524	Prbk.g_02088	Prbh.g_00367
OG0000525	Prbk.g_02105	Prbh.g_00363
OG0000526	Prbk.g_02107	Prbh.g_00361
OG0000527	Prbk.g_02111	Prbh.g_00358
OG0000528	Prbk.g_02056	Prbh.g_00353
OG0000529	Prbk.g_02062	Prbh.g_00350
OG0000530	Prbk.g_02065	Prbh.g_00347
OG0000531	Prbk.g_02066	Prbh.g_00346
OG0000532	Prbk.g_02069	Prbh.g_00344
OG0000533	Prbk.g_02071	Prbh.g_00343
OG0000534	Prbk.g_02072	Prbh.g_00342
OG0000535	Prbk.g_02073	Prbh.g_00341
OG0000536	Prbk.g_02074	Prbh.g_00340
OG0000537	Prbk.g_02075	Prbh.g_00339
OG0000538	Prbk.g_01865	Prbh.g_00329
