Orthogroup	Prbk	Syal
OG0000098	Prbk.g_01199	Syal.g_02196
OG0000099	Prbk.g_00476	Syal.g_01323
OG0000100	Prbk.g_01360, Prbk.g_02498	Syal.g_02448
OG0000101	Prbk.g_00944	Syal.g_00275
OG0000102	Prbk.g_01484	Syal.g_01488
OG0000103	Prbk.g_02260	Syal.g_00077, Syal.g_01897
OG0000104	Prbk.g_02274	Syal.g_00092
OG0000105	Prbk.g_00409	Syal.g_01255
OG0000106	Prbk.g_00925	Syal.g_02577
OG0000107	Prbk.g_01902	Syal.g_00194
OG0000108	Prbk.g_02061	Syal.g_02897
OG0000109	Prbk.g_02077	Syal.g_02913
OG0000110	Prbk.g_01110	Syal.g_02782
OG0000111	Prbk.g_01766	Syal.g_01813
OG0000112	Prbk.g_02332	Syal.g_02000
OG0000113	Prbk.g_02493	Syal.g_02443
OG0000114	Prbk.g_02396	Syal.g_02286
OG0000115	Prbk.g_01234	Syal.g_00404
OG0000116	Prbk.g_01034	Syal.g_01630
OG0000117	Prbk.g_01496	Syal.g_01704
OG0000118	Prbk.g_01169	Syal.g_01583
OG0000119	Prbk.g_01746, Prbk.g_01786	Syal.g_02056
OG0000120	Prbk.g_00477	Syal.g_01324
OG0000121	Prbk.g_00267, Prbk.g_00261	Syal.g_00374
OG0000122	Prbk.g_02664	Syal.g_02602
OG0000123	Prbk.g_00805	Syal.g_00283
OG0000124	Prbk.g_01539	Syal.g_01519
OG0000125	Prbk.g_02168	Syal.g_01075
OG0000126	Prbk.g_02272	Syal.g_00090
OG0000128	Prbk.g_02290	Syal.g_00109
OG0000129	Prbk.g_02156	Syal.g_01062
OG0000130	Prbk.g_01320	Syal.g_00751
OG0000131	Prbk.g_00751	Syal.g_00886
OG0000132	Prbk.g_00771	Syal.g_00906
OG0000133	Prbk.g_00472	Syal.g_01995
OG0000134	Prbk.g_00361	Syal.g_00552
OG0000135	Prbk.g_02209	Syal.g_01119
OG0000136	Prbk.g_00323	Syal.g_00520
OG0000137	Prbk.g_02113	Syal.g_00463
OG0000138	Prbk.g_02078	Syal.g_02914
OG0000139	Prbk.g_01086	Syal.g_02832
OG0000140	Prbk.g_01092	Syal.g_02830
OG0000141	Prbk.g_01154	Syal.g_02738
OG0000142	Prbk.g_02631	Syal.g_02636
OG0000143	Prbk.g_02635	Syal.g_02632
OG0000144	Prbk.g_00739	Syal.g_02515
OG0000145	Prbk.g_01863	Syal.g_02921
OG0000146	Prbk.g_02333	Syal.g_02001
OG0000147	Prbk.g_02334	Syal.g_02002
OG0000148	Prbk.g_02487	Syal.g_02437
OG0000149	Prbk.g_02544	Syal.g_02475
OG0000150	Prbk.g_02567	Syal.g_02737
OG0000151	Prbk.g_02417	Syal.g_02263
OG0000152	Prbk.g_02324	Syal.g_01991
OG0000153	Prbk.g_02297	Syal.g_01958
OG0000154	Prbk.g_00584	Syal.g_01918
OG0000155	Prbk.g_00099	Syal.g_01695
OG0000156	Prbk.g_00164	Syal.g_01620
OG0000157	Prbk.g_00163	Syal.g_01619
OG0000158	Prbk.g_00526	Syal.g_01431
OG0000160	Prbk.g_00260	Syal.g_00372
OG0000161	Prbk.g_00274	Syal.g_00384
OG0000162	Prbk.g_00280	Syal.g_00396
OG0000163	Prbk.g_02002	Syal.g_02971
OG0000164	Prbk.g_01432	Syal.g_00623
OG0000165	Prbk.g_01423	Syal.g_00632
OG0000166	Prbk.g_00982	Syal.g_00236
OG0000167	Prbk.g_00512	Syal.g_01347
OG0000168	Prbk.g_00527	Syal.g_01433
OG0000169	Prbk.g_00220	Syal.g_01447
OG0000170	Prbk.g_00232	Syal.g_01454
OG0000171	Prbk.g_01538	Syal.g_01518
OG0000172	Prbk.g_01573	Syal.g_00174, Syal.g_00173
OG0000173	Prbk.g_01594	Syal.g_00155
OG0000174	Prbk.g_02211	Syal.g_01121
OG0000175	Prbk.g_02249	Syal.g_01172
OG0000176	Prbk.g_02282	Syal.g_00101
OG0000177	Prbk.g_02283	Syal.g_00102
OG0000178	Prbk.g_02284	Syal.g_00103
OG0000179	Prbk.g_01633	Syal.g_00118
OG0000180	Prbk.g_01632	Syal.g_00119
OG0000181	Prbk.g_01631	Syal.g_00120
OG0000182	Prbk.g_01630	Syal.g_00121
OG0000183	Prbk.g_01626	Syal.g_00125
OG0000184	Prbk.g_02148	Syal.g_02678
OG0000186	Prbk.g_01326	Syal.g_02684, Syal.g_00747
OG0000187	Prbk.g_01324	Syal.g_02685, Syal.g_00748
OG0000188	Prbk.g_01303	Syal.g_00771
OG0000189	Prbk.g_00024	Syal.g_00807
OG0000190	Prbk.g_00022	Syal.g_01364
OG0000191	Prbk.g_00197	Syal.g_00841
OG0000192	Prbk.g_00206	Syal.g_00847
OG0000193	Prbk.g_00752	Syal.g_00887
OG0000194	Prbk.g_00755	Syal.g_00890
OG0000195	Prbk.g_00757	Syal.g_00892
OG0000196	Prbk.g_00768	Syal.g_00903
OG0000197	Prbk.g_00769	Syal.g_00904
OG0000198	Prbk.g_00770	Syal.g_00905
OG0000199	Prbk.g_00777	Syal.g_00913
OG0000200	Prbk.g_01280	Syal.g_00932
OG0000201	Prbk.g_01261	Syal.g_00949
OG0000202	Prbk.g_01260	Syal.g_00950
OG0000203	Prbk.g_01259	Syal.g_00951
OG0000204	Prbk.g_01258	Syal.g_00952
OG0000205	Prbk.g_01251	Syal.g_00959
OG0000206	Prbk.g_00632	Syal.g_00971
OG0000207	Prbk.g_00686	Syal.g_00974
OG0000208	Prbk.g_00685	Syal.g_00975
OG0000209	Prbk.g_00658	Syal.g_01000
OG0000210	Prbk.g_00657	Syal.g_01001
OG0000211	Prbk.g_01368	Syal.g_00688
OG0000212	Prbk.g_01514	Syal.g_00679
OG0000213	Prbk.g_00374	Syal.g_01229
OG0000214	Prbk.g_00401	Syal.g_01246
OG0000215	Prbk.g_00431	Syal.g_01277
OG0000216	Prbk.g_00434	Syal.g_01281
OG0000217	Prbk.g_00438	Syal.g_01285
OG0000218	Prbk.g_00442	Syal.g_01287
OG0000219	Prbk.g_00443	Syal.g_01288
OG0000220	Prbk.g_00444	Syal.g_01289
OG0000221	Prbk.g_00449	Syal.g_01297
OG0000222	Prbk.g_00458	Syal.g_01309
OG0000223	Prbk.g_00481	Syal.g_01327
OG0000224	Prbk.g_00492	Syal.g_01329
OG0000225	Prbk.g_00889	Syal.g_00363
OG0000226	Prbk.g_00893	Syal.g_00367
OG0000227	Prbk.g_00895	Syal.g_00369
OG0000228	Prbk.g_00365	Syal.g_00556
OG0000229	Prbk.g_00328	Syal.g_00525
OG0000230	Prbk.g_00326	Syal.g_00523
OG0000231	Prbk.g_00311	Syal.g_00510
OG0000232	Prbk.g_00295	Syal.g_00495
OG0000233	Prbk.g_02092	Syal.g_00487
OG0000234	Prbk.g_02114	Syal.g_00461
OG0000235	Prbk.g_02060	Syal.g_02896
OG0000236	Prbk.g_02076	Syal.g_02912
OG0000237	Prbk.g_01047	Syal.g_02930
OG0000238	Prbk.g_01051	Syal.g_02935
OG0000239	Prbk.g_01067	Syal.g_02951
OG0000240	Prbk.g_01068	Syal.g_02952
OG0000241	Prbk.g_01965	Syal.g_02696
OG0000242	Prbk.g_01078	Syal.g_02840
OG0000243	Prbk.g_02684	Syal.g_02822
OG0000244	Prbk.g_01897	Syal.g_02815
OG0000245	Prbk.g_01894	Syal.g_02813
OG0000246	Prbk.g_01890	Syal.g_02809
OG0000247	Prbk.g_01879	Syal.g_02797
OG0000248	Prbk.g_01876	Syal.g_02794
OG0000249	Prbk.g_01874	Syal.g_02792
OG0000250	Prbk.g_01106	Syal.g_02786
OG0000251	Prbk.g_01130	Syal.g_02760
OG0000252	Prbk.g_01133	Syal.g_02757
OG0000253	Prbk.g_01139	Syal.g_02755
OG0000254	Prbk.g_01158	Syal.g_02732
OG0000255	Prbk.g_02604	Syal.g_02719
OG0000256	Prbk.g_02618	Syal.g_02705
OG0000257	Prbk.g_02624	Syal.g_02697
OG0000258	Prbk.g_02647	Syal.g_02623
OG0000259	Prbk.g_00720	Syal.g_02182
OG0000260	Prbk.g_00717	Syal.g_02188
OG0000261	Prbk.g_00714	Syal.g_02199
OG0000262	Prbk.g_00709	Syal.g_02204
OG0000263	Prbk.g_00672	Syal.g_01720
OG0000264	Prbk.g_01815	Syal.g_01788
OG0000265	Prbk.g_00619	Syal.g_02534
OG0000266	Prbk.g_00608	Syal.g_02421
OG0000267	Prbk.g_02371	Syal.g_02043
OG0000268	Prbk.g_02370	Syal.g_02042
OG0000269	Prbk.g_02463	Syal.g_02409
OG0000270	Prbk.g_02466	Syal.g_02412
OG0000271	Prbk.g_02474	Syal.g_01871
OG0000272	Prbk.g_02475	Syal.g_01872
OG0000274	Prbk.g_02527	Syal.g_02455
OG0000275	Prbk.g_02530	Syal.g_02458
OG0000276	Prbk.g_02536	Syal.g_02467
OG0000277	Prbk.g_02537	Syal.g_02468
OG0000278	Prbk.g_02540	Syal.g_02471
OG0000279	Prbk.g_02548	Syal.g_02479
OG0000280	Prbk.g_02554	Syal.g_02493
OG0000281	Prbk.g_02568	Syal.g_02190
OG0000282	Prbk.g_02398	Syal.g_02284
OG0000283	Prbk.g_02359	Syal.g_02028, Syal.g_02131
OG0000284	Prbk.g_02353	Syal.g_02023
OG0000285	Prbk.g_01698	Syal.g_02012
OG0000286	Prbk.g_02325	Syal.g_01992
OG0000287	Prbk.g_01728	Syal.g_01965
OG0000288	Prbk.g_00583	Syal.g_01919
OG0000289	Prbk.g_00596	Syal.g_01904
OG0000290	Prbk.g_00059	Syal.g_01826
OG0000291	Prbk.g_00057	Syal.g_01824
OG0000292	Prbk.g_02271	Syal.g_00089
OG0000293	Prbk.g_01032	Syal.g_01631
OG0000294	Prbk.g_01031	Syal.g_01632
OG0000295	Prbk.g_00106	Syal.g_01687
OG0000296	Prbk.g_00104	Syal.g_01689
OG0000297	Prbk.g_01498	Syal.g_01702
OG0000298	Prbk.g_01497	Syal.g_01703
OG0000299	Prbk.g_01508	Syal.g_01732
OG0000300	Prbk.g_00186	Syal.g_01738
OG0000301	Prbk.g_00185	Syal.g_01739
OG0000302	Prbk.g_00182	Syal.g_01740
OG0000303	Prbk.g_00097	Syal.g_01763
OG0000304	Prbk.g_00121	Syal.g_01756
OG0000305	Prbk.g_00055	Syal.g_01821
OG0000306	Prbk.g_02578	Syal.g_02579
OG0000307	Prbk.g_02044	Syal.g_02880
OG0000308	Prbk.g_02042	Syal.g_02878
OG0000309	Prbk.g_02038	Syal.g_02873
OG0000310	Prbk.g_01937	Syal.g_01537
OG0000311	Prbk.g_00243	Syal.g_00061
OG0000312	Prbk.g_00247	Syal.g_00031
OG0000313	Prbk.g_00271	Syal.g_00381
OG0000314	Prbk.g_01222	Syal.g_00416
OG0000315	Prbk.g_01212	Syal.g_00426
OG0000316	Prbk.g_01991	Syal.g_02987
OG0000317	Prbk.g_00913	Syal.g_00583
OG0000318	Prbk.g_00906	Syal.g_00588
OG0000319	Prbk.g_01443	Syal.g_00608
OG0000320	Prbk.g_01441	Syal.g_00610
OG0000321	Prbk.g_01440	Syal.g_00611
OG0000322	Prbk.g_01439	Syal.g_00612
OG0000323	Prbk.g_01428	Syal.g_00626
OG0000324	Prbk.g_01399	Syal.g_00656
OG0000325	Prbk.g_01904	Syal.g_00195
OG0000326	Prbk.g_01912	Syal.g_00202
OG0000327	Prbk.g_00987	Syal.g_00230
OG0000328	Prbk.g_00986	Syal.g_00231
OG0000329	Prbk.g_00969	Syal.g_00249
OG0000330	Prbk.g_00968	Syal.g_00250
OG0000331	Prbk.g_00967	Syal.g_00251
OG0000332	Prbk.g_00952	Syal.g_00266
OG0000333	Prbk.g_00950	Syal.g_00269
OG0000334	Prbk.g_00801	Syal.g_00279
OG0000335	Prbk.g_00806	Syal.g_00284
OG0000336	Prbk.g_00810	Syal.g_00288
OG0000337	Prbk.g_00506	Syal.g_01343
OG0000338	Prbk.g_00510	Syal.g_01345
OG0000339	Prbk.g_00516	Syal.g_01351
OG0000340	Prbk.g_00528	Syal.g_01434
OG0000341	Prbk.g_00530	Syal.g_01436
OG0000342	Prbk.g_00531	Syal.g_01437
OG0000343	Prbk.g_00215	Syal.g_01441
OG0000344	Prbk.g_00218	Syal.g_01445
OG0000345	Prbk.g_00233	Syal.g_01455
OG0000346	Prbk.g_00238	Syal.g_01460
OG0000347	Prbk.g_01540	Syal.g_01525
OG0000348	Prbk.g_01578	Syal.g_00170
OG0000349	Prbk.g_01602	Syal.g_00148
OG0000350	Prbk.g_02204	Syal.g_00209
OG0000351	Prbk.g_02252	Syal.g_01175
OG0000352	Prbk.g_02253	Syal.g_01176
OG0000353	Prbk.g_02277	Syal.g_00095
OG0000354	Prbk.g_01057	Syal.g_02941
OG0000354	Prbk.g_01635	Syal.g_00116
OG0000355	Prbk.g_02279	Syal.g_00098
OG0000356	Prbk.g_02280	Syal.g_00099
OG0000357	Prbk.g_02281	Syal.g_00100
OG0000358	Prbk.g_02285	Syal.g_00104
OG0000359	Prbk.g_02287	Syal.g_00106
OG0000360	Prbk.g_02288	Syal.g_00107
OG0000361	Prbk.g_02289	Syal.g_00108
OG0000362	Prbk.g_02291	Syal.g_00110
OG0000363	Prbk.g_01639	Syal.g_00112
OG0000364	Prbk.g_01638	Syal.g_00113
OG0000365	Prbk.g_01629	Syal.g_00122
OG0000366	Prbk.g_01628	Syal.g_00123
OG0000367	Prbk.g_01627	Syal.g_00124
OG0000368	Prbk.g_01625	Syal.g_00126
OG0000369	Prbk.g_01624	Syal.g_00127
OG0000370	Prbk.g_01623	Syal.g_00128
OG0000371	Prbk.g_01614	Syal.g_00135
OG0000372	Prbk.g_01609	Syal.g_00141
OG0000373	Prbk.g_01608	Syal.g_00142
OG0000374	Prbk.g_01607	Syal.g_00143
OG0000375	Prbk.g_01606	Syal.g_00144
OG0000376	Prbk.g_01604	Syal.g_00146
OG0000377	Prbk.g_02155	Syal.g_01061
OG0000378	Prbk.g_02141	Syal.g_01027
OG0000379	Prbk.g_02125	Syal.g_02681, Syal.g_01024
OG0000380	Prbk.g_01323	Syal.g_00749
OG0000381	Prbk.g_01319	Syal.g_00752
OG0000382	Prbk.g_01304	Syal.g_00770
OG0000383	Prbk.g_01302	Syal.g_00775
OG0000384	Prbk.g_01301	Syal.g_00776
OG0000385	Prbk.g_01300	Syal.g_00777
OG0000386	Prbk.g_01299	Syal.g_00778
OG0000387	Prbk.g_00020	Syal.g_00811
OG0000388	Prbk.g_00016	Syal.g_00815
OG0000389	Prbk.g_00012	Syal.g_00819
OG0000390	Prbk.g_00191	Syal.g_00835
OG0000391	Prbk.g_00196	Syal.g_00840
OG0000392	Prbk.g_00202	Syal.g_00846
OG0000393	Prbk.g_00207	Syal.g_00849
OG0000394	Prbk.g_00208	Syal.g_00850
OG0000395	Prbk.g_00209	Syal.g_00851
OG0000396	Prbk.g_00542	Syal.g_00854
OG0000397	Prbk.g_00544	Syal.g_00857
OG0000398	Prbk.g_00549	Syal.g_00862
OG0000399	Prbk.g_00550	Syal.g_00863
OG0000400	Prbk.g_00551	Syal.g_00864
OG0000401	Prbk.g_00552	Syal.g_00865
OG0000402	Prbk.g_00554	Syal.g_00867
OG0000403	Prbk.g_00555	Syal.g_00868
OG0000404	Prbk.g_00557	Syal.g_00870
OG0000405	Prbk.g_00749	Syal.g_00883
OG0000406	Prbk.g_00753	Syal.g_00888
OG0000407	Prbk.g_00754	Syal.g_00889
OG0000408	Prbk.g_00756	Syal.g_00891
OG0000409	Prbk.g_00758	Syal.g_00893
OG0000410	Prbk.g_00759	Syal.g_00894
OG0000411	Prbk.g_00760	Syal.g_00895
OG0000412	Prbk.g_00761	Syal.g_00896
OG0000413	Prbk.g_00763	Syal.g_00898
OG0000414	Prbk.g_00764	Syal.g_00899
OG0000415	Prbk.g_00765	Syal.g_00900
OG0000416	Prbk.g_00766	Syal.g_00901
OG0000417	Prbk.g_00767	Syal.g_00902
OG0000418	Prbk.g_00772	Syal.g_00907
OG0000419	Prbk.g_00774	Syal.g_00909
OG0000420	Prbk.g_00775	Syal.g_00911
OG0000421	Prbk.g_00779	Syal.g_00916
OG0000422	Prbk.g_00780	Syal.g_00917
OG0000423	Prbk.g_00781	Syal.g_00918
OG0000424	Prbk.g_00782	Syal.g_00919
OG0000425	Prbk.g_00783	Syal.g_00920
OG0000426	Prbk.g_00784	Syal.g_00921
OG0000427	Prbk.g_00785	Syal.g_00922
OG0000428	Prbk.g_02425	Syal.g_00925
OG0000429	Prbk.g_01283	Syal.g_00929
OG0000430	Prbk.g_01281	Syal.g_00931
OG0000431	Prbk.g_01277	Syal.g_00934
OG0000432	Prbk.g_01270	Syal.g_00940
OG0000433	Prbk.g_01267	Syal.g_00943
OG0000434	Prbk.g_01266	Syal.g_00944
OG0000435	Prbk.g_01263	Syal.g_00946
OG0000436	Prbk.g_01257	Syal.g_00953
OG0000437	Prbk.g_01256	Syal.g_00954
OG0000438	Prbk.g_01255	Syal.g_00955
OG0000439	Prbk.g_01253	Syal.g_00957
OG0000440	Prbk.g_01252	Syal.g_00958
OG0000441	Prbk.g_01245	Syal.g_00962
OG0000442	Prbk.g_01244	Syal.g_00964
OG0000443	Prbk.g_00631	Syal.g_00966
OG0000444	Prbk.g_00683	Syal.g_00978
OG0000445	Prbk.g_00682	Syal.g_00979
OG0000446	Prbk.g_00680	Syal.g_00981
OG0000447	Prbk.g_00670	Syal.g_00989
OG0000448	Prbk.g_00669	Syal.g_00990
OG0000449	Prbk.g_00668	Syal.g_00991
OG0000450	Prbk.g_00662	Syal.g_00997
OG0000451	Prbk.g_00661	Syal.g_00998
OG0000452	Prbk.g_00656	Syal.g_01002
OG0000453	Prbk.g_00655	Syal.g_01003
OG0000454	Prbk.g_00654	Syal.g_01004
OG0000455	Prbk.g_00653	Syal.g_01005
OG0000456	Prbk.g_00652	Syal.g_01006
OG0000457	Prbk.g_00650	Syal.g_01008
OG0000458	Prbk.g_00649	Syal.g_01009
OG0000459	Prbk.g_00648	Syal.g_01010
OG0000460	Prbk.g_01369	Syal.g_00686
OG0000461	Prbk.g_01900	Syal.g_01199
OG0000462	Prbk.g_01012	Syal.g_01202
OG0000463	Prbk.g_01011	Syal.g_01203
OG0000464	Prbk.g_01010	Syal.g_01204
OG0000465	Prbk.g_01008	Syal.g_01205
OG0000466	Prbk.g_01003	Syal.g_01210
OG0000467	Prbk.g_01001	Syal.g_01212
OG0000468	Prbk.g_00371	Syal.g_01225
OG0000469	Prbk.g_00384	Syal.g_01240
OG0000470	Prbk.g_00397	Syal.g_01242
OG0000471	Prbk.g_00398	Syal.g_01243
OG0000472	Prbk.g_00400	Syal.g_01245
OG0000473	Prbk.g_00402	Syal.g_01247
OG0000474	Prbk.g_00403	Syal.g_01248
OG0000475	Prbk.g_00404	Syal.g_01249
OG0000476	Prbk.g_00406	Syal.g_01251
OG0000477	Prbk.g_00411	Syal.g_01257
OG0000478	Prbk.g_00412	Syal.g_01258
OG0000479	Prbk.g_00413	Syal.g_01259
OG0000480	Prbk.g_00420	Syal.g_01266
OG0000481	Prbk.g_00422	Syal.g_01268
OG0000482	Prbk.g_00423	Syal.g_01269
OG0000483	Prbk.g_00427	Syal.g_01273
OG0000484	Prbk.g_00428	Syal.g_01274
OG0000485	Prbk.g_00429	Syal.g_01275
OG0000486	Prbk.g_00430	Syal.g_01276
OG0000487	Prbk.g_00435	Syal.g_01282
OG0000488	Prbk.g_00439	Syal.g_01286
OG0000489	Prbk.g_00450	Syal.g_01298
OG0000490	Prbk.g_00456	Syal.g_01307
OG0000491	Prbk.g_00457	Syal.g_01308
OG0000492	Prbk.g_00460	Syal.g_01310
OG0000493	Prbk.g_00461	Syal.g_01311
OG0000494	Prbk.g_00462	Syal.g_01312
OG0000495	Prbk.g_00463	Syal.g_01313
OG0000496	Prbk.g_00464	Syal.g_01314
OG0000497	Prbk.g_00465	Syal.g_01315
OG0000498	Prbk.g_00466	Syal.g_01316
OG0000499	Prbk.g_00467	Syal.g_01317
OG0000500	Prbk.g_00468	Syal.g_01318
OG0000501	Prbk.g_00471	Syal.g_01321
OG0000502	Prbk.g_00483	Syal.g_01328
OG0000503	Prbk.g_00871	Syal.g_00347
OG0000504	Prbk.g_00873	Syal.g_00349
OG0000505	Prbk.g_00874	Syal.g_00350
OG0000506	Prbk.g_00876	Syal.g_00352
OG0000507	Prbk.g_00881	Syal.g_00358
OG0000508	Prbk.g_00888	Syal.g_00362
OG0000509	Prbk.g_00890	Syal.g_00364
OG0000510	Prbk.g_00891	Syal.g_00365
OG0000511	Prbk.g_00892	Syal.g_00366
OG0000512	Prbk.g_00894	Syal.g_00368
OG0000513	Prbk.g_00360	Syal.g_00551
OG0000514	Prbk.g_00352	Syal.g_00539
OG0000515	Prbk.g_00351	Syal.g_00538
OG0000516	Prbk.g_00339	Syal.g_00534
OG0000517	Prbk.g_00329	Syal.g_00526
OG0000518	Prbk.g_00317	Syal.g_00514
OG0000519	Prbk.g_00316	Syal.g_00513
OG0000520	Prbk.g_00315	Syal.g_00512
OG0000521	Prbk.g_00301	Syal.g_00502
OG0000522	Prbk.g_00299	Syal.g_00500
OG0000523	Prbk.g_00298	Syal.g_00499
OG0000524	Prbk.g_02088	Syal.g_00491
OG0000525	Prbk.g_02105	Syal.g_00473
OG0000526	Prbk.g_02107	Syal.g_00471
OG0000527	Prbk.g_02111	Syal.g_00465
OG0000528	Prbk.g_02056	Syal.g_02893
OG0000529	Prbk.g_02062	Syal.g_02898
OG0000530	Prbk.g_02065	Syal.g_02901
OG0000531	Prbk.g_02066	Syal.g_02902
OG0000532	Prbk.g_02069	Syal.g_02905
OG0000533	Prbk.g_02071	Syal.g_02907
OG0000534	Prbk.g_02072	Syal.g_02908
OG0000535	Prbk.g_02073	Syal.g_02909
OG0000536	Prbk.g_02074	Syal.g_02910
OG0000537	Prbk.g_02075	Syal.g_02911
OG0000538	Prbk.g_01865	Syal.g_02923
OG0000539	Prbk.g_01041	Syal.g_02924
OG0000540	Prbk.g_01042	Syal.g_02925
OG0000541	Prbk.g_01043	Syal.g_02926
OG0000542	Prbk.g_01046	Syal.g_02929
OG0000543	Prbk.g_01048	Syal.g_02931
OG0000544	Prbk.g_01049	Syal.g_02932
OG0000545	Prbk.g_01050	Syal.g_02934
OG0000546	Prbk.g_01052	Syal.g_02936
OG0000547	Prbk.g_01054	Syal.g_02938
OG0000548	Prbk.g_01055	Syal.g_02939
OG0000549	Prbk.g_01061	Syal.g_02945
OG0000550	Prbk.g_01066	Syal.g_02949
OG0000551	Prbk.g_01070	Syal.g_02953
OG0000552	Prbk.g_01071	Syal.g_02954
OG0000553	Prbk.g_01076	Syal.g_02843
OG0000554	Prbk.g_01081	Syal.g_02837
OG0000555	Prbk.g_01099	Syal.g_02823
OG0000556	Prbk.g_02686	Syal.g_02819
OG0000557	Prbk.g_01898	Syal.g_02816
OG0000558	Prbk.g_01895	Syal.g_02814
OG0000559	Prbk.g_01891	Syal.g_02305, Syal.g_02810
OG0000560	Prbk.g_01888	Syal.g_02807
OG0000561	Prbk.g_01887	Syal.g_02806
OG0000562	Prbk.g_01886	Syal.g_02805
