Orthogroup	Prbk	Pral
OG0000168	Prbk.g_00527	Pral.g_00288
OG0000169	Prbk.g_00220	Pral.g_00298
OG0000170	Prbk.g_00232	Pral.g_00301
OG0000171	Prbk.g_01538	Pral.g_00321
OG0000172	Prbk.g_01573	Pral.g_00328
OG0000173	Prbk.g_01594	Pral.g_00343
OG0000174	Prbk.g_02211	Pral.g_00375
OG0000175	Prbk.g_02249	Pral.g_00387
OG0000176	Prbk.g_02282	Pral.g_00414
OG0000177	Prbk.g_02283	Pral.g_00415
OG0000178	Prbk.g_02284	Pral.g_00416
OG0000179	Prbk.g_01633	Pral.g_01028
OG0000180	Prbk.g_01632	Pral.g_01027
OG0000181	Prbk.g_01631	Pral.g_01026
OG0000182	Prbk.g_01630	Pral.g_01025
OG0000183	Prbk.g_01626	Pral.g_01021
OG0000184	Prbk.g_02148	Pral.g_00996
OG0000185	Prbk.g_02126	Pral.g_00993
OG0000186	Prbk.g_01326	Pral.g_00984
OG0000187	Prbk.g_01324	Pral.g_00983
OG0000188	Prbk.g_01303	Pral.g_00965
OG0000189	Prbk.g_00024	Pral.g_00951
OG0000190	Prbk.g_00022	Pral.g_00950
OG0000191	Prbk.g_00197	Pral.g_00928
OG0000192	Prbk.g_00206	Pral.g_00923
OG0000193	Prbk.g_00752	Pral.g_00899
OG0000194	Prbk.g_00755	Pral.g_00896
OG0000195	Prbk.g_00757	Pral.g_00894
OG0000196	Prbk.g_00768	Pral.g_00883
OG0000197	Prbk.g_00769	Pral.g_00882
OG0000198	Prbk.g_00770	Pral.g_00881
OG0000199	Prbk.g_00777	Pral.g_00873
OG0000200	Prbk.g_01280	Pral.g_00860
OG0000201	Prbk.g_01261	Pral.g_00851
OG0000202	Prbk.g_01260	Pral.g_00850
OG0000203	Prbk.g_01259	Pral.g_00849
OG0000204	Prbk.g_01258	Pral.g_00848
OG0000205	Prbk.g_01251	Pral.g_00842
OG0000206	Prbk.g_00632	Pral.g_00837
OG0000207	Prbk.g_00686	Pral.g_00835
OG0000208	Prbk.g_00685	Pral.g_00834
OG0000209	Prbk.g_00658	Pral.g_00825
OG0000210	Prbk.g_00657	Pral.g_00824
OG0000211	Prbk.g_01368	Pral.g_00807
OG0000212	Prbk.g_01514	Pral.g_00799
OG0000213	Prbk.g_00374	Pral.g_00781
OG0000214	Prbk.g_00401	Pral.g_00772
OG0000215	Prbk.g_00431	Pral.g_00746
OG0000216	Prbk.g_00434	Pral.g_00744
OG0000217	Prbk.g_00438	Pral.g_00741
OG0000218	Prbk.g_00442	Pral.g_00739
OG0000219	Prbk.g_00443	Pral.g_00738
OG0000220	Prbk.g_00444	Pral.g_00737
OG0000221	Prbk.g_00449	Pral.g_00736
OG0000222	Prbk.g_00458	Pral.g_00729
OG0000223	Prbk.g_00481	Pral.g_00716
OG0000224	Prbk.g_00492	Pral.g_00714
OG0000225	Prbk.g_00889	Pral.g_00686
OG0000226	Prbk.g_00893	Pral.g_00682
OG0000227	Prbk.g_00895	Pral.g_00680
OG0000228	Prbk.g_00365	Pral.g_00677
OG0000229	Prbk.g_00328	Pral.g_00658
OG0000230	Prbk.g_00326	Pral.g_00656
OG0000231	Prbk.g_00311	Pral.g_00644
OG0000232	Prbk.g_00295	Pral.g_00631
OG0000233	Prbk.g_02092	Pral.g_00625
OG0000234	Prbk.g_02114	Pral.g_00616
OG0000235	Prbk.g_02060	Pral.g_00612
OG0000236	Prbk.g_02076	Pral.g_00597
OG0000237	Prbk.g_01047	Pral.g_00584
OG0000238	Prbk.g_01051	Pral.g_00578
OG0000239	Prbk.g_01067	Pral.g_00565
OG0000240	Prbk.g_01068	Pral.g_00564
OG0000241	Prbk.g_01965	Pral.g_00560
OG0000242	Prbk.g_01078	Pral.g_00558
OG0000243	Prbk.g_02684	Pral.g_00547
OG0000244	Prbk.g_01897	Pral.g_00544
OG0000245	Prbk.g_01894	Pral.g_00542
OG0000246	Prbk.g_01890	Pral.g_00538
OG0000247	Prbk.g_01879	Pral.g_00527
OG0000248	Prbk.g_01876	Pral.g_00524
OG0000249	Prbk.g_01874	Pral.g_00522
OG0000250	Prbk.g_01106	Pral.g_00516
OG0000251	Prbk.g_01130	Pral.g_00498
OG0000252	Prbk.g_01133	Pral.g_00495
OG0000253	Prbk.g_01139	Pral.g_00494
OG0000254	Prbk.g_01158	Pral.g_00477
OG0000255	Prbk.g_02604	Pral.g_00470
OG0000256	Prbk.g_02618	Pral.g_00460
OG0000257	Prbk.g_02624	Pral.g_01430
OG0000258	Prbk.g_02647	Pral.g_01444
OG0000259	Prbk.g_00720	Pral.g_01461
OG0000260	Prbk.g_00717	Pral.g_01464
OG0000261	Prbk.g_00714	Pral.g_01467
OG0000262	Prbk.g_00709	Pral.g_01471
OG0000263	Prbk.g_00672	Pral.g_01761
OG0000264	Prbk.g_01815	Pral.g_01750
OG0000265	Prbk.g_01835, Prbk.g_00619	Pral.g_01729
OG0000266	Prbk.g_00608	Pral.g_01719
OG0000267	Prbk.g_02371	Pral.g_01706
OG0000268	Prbk.g_02370	Pral.g_01705
OG0000269	Prbk.g_02463	Pral.g_01483
OG0000270	Prbk.g_02466	Pral.g_01486
OG0000271	Prbk.g_02474	Pral.g_01494
OG0000272	Prbk.g_02475	Pral.g_01495
OG0000273	Prbk.g_02526	Pral.g_01518
OG0000274	Prbk.g_02527	Pral.g_01519
OG0000275	Prbk.g_02530	Pral.g_01522
OG0000276	Prbk.g_02536	Pral.g_01527
OG0000277	Prbk.g_02537	Pral.g_01528
OG0000278	Prbk.g_02540	Pral.g_01531
OG0000279	Prbk.g_02548	Pral.g_01538
OG0000280	Prbk.g_02554	Pral.g_01539
OG0000281	Prbk.g_02568	Pral.g_01546
OG0000282	Prbk.g_02398	Pral.g_01797
OG0000283	Prbk.g_02359	Pral.g_01655
OG0000284	Prbk.g_02353	Pral.g_01650
OG0000285	Prbk.g_01698	Pral.g_01644
OG0000286	Prbk.g_02325	Pral.g_01628
OG0000287	Prbk.g_01728	Pral.g_00050
OG0000288	Prbk.g_00583	Pral.g_01594
OG0000289	Prbk.g_00596	Pral.g_01609
OG0000290	Prbk.g_00059	Pral.g_01564
OG0000291	Prbk.g_00057	Pral.g_01562
OG0000292	Prbk.g_02271	Pral.g_01316
OG0000293	Prbk.g_01032	Pral.g_01357
OG0000294	Prbk.g_01031	Pral.g_01358
OG0000295	Prbk.g_00106	Pral.g_01382
OG0000296	Prbk.g_00104	Pral.g_01384
OG0000297	Prbk.g_01498	Pral.g_01394
OG0000298	Prbk.g_01497	Pral.g_01395
OG0000299	Prbk.g_01508	Pral.g_01415
OG0000300	Prbk.g_00186	Pral.g_01419
OG0000301	Prbk.g_00185	Pral.g_01420
OG0000302	Prbk.g_00182	Pral.g_01422
OG0000303	Prbk.g_00097	Pral.g_01428
OG0000304	Prbk.g_00121	Pral.g_00455
OG0000305	Prbk.g_00055	Pral.g_01323
OG0000306	Prbk.g_02578	Pral.g_01550
OG0000307	Prbk.g_02044	Pral.g_01213
OG0000308	Prbk.g_02042	Pral.g_01212
OG0000309	Prbk.g_02038	Pral.g_01208
OG0000310	Prbk.g_01937	Pral.g_01181
OG0000311	Prbk.g_00243	Pral.g_01179
OG0000312	Prbk.g_00247	Pral.g_01176
OG0000313	Prbk.g_00271	Pral.g_01157
OG0000314	Prbk.g_01222	Pral.g_01133
OG0000315	Prbk.g_01212	Pral.g_01123
OG0000316	Prbk.g_01991	Pral.g_01095
OG0000317	Prbk.g_00913	Pral.g_00104
OG0000318	Prbk.g_00906	Pral.g_00108
OG0000319	Prbk.g_01443	Pral.g_00121
OG0000320	Prbk.g_01441	Pral.g_00123
OG0000321	Prbk.g_01440	Pral.g_00124
OG0000322	Prbk.g_01439	Pral.g_00125
OG0000323	Prbk.g_01428	Pral.g_00134
OG0000324	Prbk.g_01399	Pral.g_00162
OG0000325	Prbk.g_01904	Pral.g_00172
OG0000326	Prbk.g_01912	Pral.g_00179
OG0000327	Prbk.g_00987	Pral.g_00201
OG0000328	Prbk.g_00986	Pral.g_00202
OG0000329	Prbk.g_00969	Pral.g_00219
OG0000330	Prbk.g_00968	Pral.g_00220
OG0000331	Prbk.g_00967	Pral.g_00221
OG0000332	Prbk.g_00952	Pral.g_00235
OG0000333	Prbk.g_00950	Pral.g_00237
OG0000334	Prbk.g_00801	Pral.g_00246
OG0000335	Prbk.g_00806	Pral.g_00251
OG0000336	Prbk.g_00810	Pral.g_00255
OG0000337	Prbk.g_00506	Pral.g_00274
OG0000338	Prbk.g_00510	Pral.g_00275
OG0000339	Prbk.g_00516	Pral.g_00280
OG0000340	Prbk.g_00528	Pral.g_00289
OG0000341	Prbk.g_00530	Pral.g_00291
OG0000342	Prbk.g_00531	Pral.g_00292
OG0000343	Prbk.g_00215	Pral.g_00293
OG0000344	Prbk.g_00218	Pral.g_00296
OG0000345	Prbk.g_00233	Pral.g_00302
OG0000346	Prbk.g_00238	Pral.g_00306
OG0000347	Prbk.g_01540	Pral.g_00323
OG0000348	Prbk.g_01578	Pral.g_00331
OG0000349	Prbk.g_01602	Pral.g_00349
OG0000350	Prbk.g_02204	Pral.g_00370
OG0000351	Prbk.g_02252	Pral.g_00390
OG0000352	Prbk.g_02253	Pral.g_00391
OG0000353	Prbk.g_02277	Pral.g_00409
OG0000354	Prbk.g_01057, Prbk.g_01635	Pral.g_01677
OG0000355	Prbk.g_02279	Pral.g_00411
OG0000356	Prbk.g_02280	Pral.g_00412
OG0000357	Prbk.g_02281	Pral.g_00413
OG0000358	Prbk.g_02285	Pral.g_00417
OG0000359	Prbk.g_02287	Pral.g_00418
OG0000360	Prbk.g_02288	Pral.g_00419
OG0000361	Prbk.g_02289	Pral.g_00420
OG0000362	Prbk.g_02291	Pral.g_00422
OG0000363	Prbk.g_01639	Pral.g_01030
OG0000364	Prbk.g_01638	Pral.g_01029
OG0000365	Prbk.g_01629	Pral.g_01024
OG0000366	Prbk.g_01628	Pral.g_01023
OG0000367	Prbk.g_01627	Pral.g_01022
OG0000368	Prbk.g_01625	Pral.g_01020
OG0000369	Prbk.g_01624	Pral.g_01019
OG0000370	Prbk.g_01623	Pral.g_01018
OG0000371	Prbk.g_01614	Pral.g_01011
OG0000372	Prbk.g_01609	Pral.g_01009
OG0000373	Prbk.g_01608	Pral.g_01008
OG0000374	Prbk.g_01607	Pral.g_01007
OG0000375	Prbk.g_01606	Pral.g_01005
OG0000376	Prbk.g_01604	Pral.g_01003
OG0000377	Prbk.g_02155	Pral.g_00999
OG0000378	Prbk.g_02141	Pral.g_00995
OG0000379	Prbk.g_02125	Pral.g_00992
OG0000380	Prbk.g_01323	Pral.g_00982
OG0000381	Prbk.g_01319	Pral.g_00977
OG0000382	Prbk.g_01304	Pral.g_00966
OG0000383	Prbk.g_01302	Pral.g_00964
OG0000384	Prbk.g_01301	Pral.g_00963
OG0000385	Prbk.g_01300	Pral.g_00962
OG0000386	Prbk.g_01299	Pral.g_00961
OG0000387	Prbk.g_00020	Pral.g_00948
OG0000388	Prbk.g_00016	Pral.g_00944
OG0000389	Prbk.g_00012	Pral.g_00941
OG0000390	Prbk.g_00191	Pral.g_00932
OG0000391	Prbk.g_00196	Pral.g_00929
OG0000392	Prbk.g_00202	Pral.g_00925
OG0000393	Prbk.g_00207	Pral.g_00922
OG0000394	Prbk.g_00208	Pral.g_00921
OG0000395	Prbk.g_00209	Pral.g_00920
OG0000396	Prbk.g_00542	Pral.g_00918
OG0000397	Prbk.g_00544	Pral.g_00916
OG0000398	Prbk.g_00549	Pral.g_00913
OG0000399	Prbk.g_00550	Pral.g_00912
OG0000400	Prbk.g_00551	Pral.g_00911
OG0000401	Prbk.g_00552	Pral.g_00910
OG0000402	Prbk.g_00554	Pral.g_00450
OG0000403	Prbk.g_00555	Pral.g_00908
OG0000404	Prbk.g_00557	Pral.g_00907
OG0000405	Prbk.g_00749	Pral.g_00903
OG0000406	Prbk.g_00753	Pral.g_00898
OG0000407	Prbk.g_00754	Pral.g_00897
OG0000408	Prbk.g_00756	Pral.g_00895
OG0000409	Prbk.g_00758	Pral.g_00893
OG0000410	Prbk.g_00759	Pral.g_00892
OG0000411	Prbk.g_00760	Pral.g_00891
OG0000412	Prbk.g_00761	Pral.g_00890
OG0000413	Prbk.g_00763	Pral.g_00888
OG0000414	Prbk.g_00764	Pral.g_00887
OG0000415	Prbk.g_00765	Pral.g_00886
OG0000416	Prbk.g_00766	Pral.g_00885
OG0000417	Prbk.g_00767	Pral.g_00884
OG0000418	Prbk.g_00772	Pral.g_00879
OG0000419	Prbk.g_00774	Pral.g_00877
OG0000420	Prbk.g_00775	Pral.g_00875
OG0000421	Prbk.g_00779	Pral.g_00871
OG0000422	Prbk.g_00780	Pral.g_00870
OG0000423	Prbk.g_00781	Pral.g_00869
OG0000424	Prbk.g_00782	Pral.g_00868
OG0000425	Prbk.g_00783	Pral.g_00867
OG0000426	Prbk.g_00784	Pral.g_00866
OG0000427	Prbk.g_00785	Pral.g_00865
OG0000428	Prbk.g_02425	Pral.g_00863
OG0000429	Prbk.g_01283	Pral.g_00862
OG0000430	Prbk.g_01281	Pral.g_00861
OG0000431	Prbk.g_01277	Pral.g_00859
OG0000432	Prbk.g_01270	Pral.g_00855
OG0000433	Prbk.g_01267	Pral.g_00854
OG0000434	Prbk.g_01266	Pral.g_00853
OG0000435	Prbk.g_01263	Pral.g_00852
OG0000436	Prbk.g_01257	Pral.g_00847
OG0000437	Prbk.g_01256	Pral.g_00846
OG0000438	Prbk.g_01255	Pral.g_00845
OG0000439	Prbk.g_01253	Pral.g_00844
OG0000440	Prbk.g_01252	Pral.g_00843
OG0000441	Prbk.g_01245	Pral.g_00840
OG0000442	Prbk.g_01244	Pral.g_00839
OG0000443	Prbk.g_00631	Pral.g_00838
OG0000444	Prbk.g_00683	Pral.g_00833
OG0000445	Prbk.g_00682	Pral.g_00832
OG0000446	Prbk.g_00680	Pral.g_00831
OG0000447	Prbk.g_00670	Pral.g_00830
OG0000448	Prbk.g_00669	Pral.g_00829
OG0000449	Prbk.g_00668	Pral.g_00828
OG0000450	Prbk.g_00662	Pral.g_00827
OG0000451	Prbk.g_00661	Pral.g_00826
OG0000452	Prbk.g_00656	Pral.g_00823
OG0000453	Prbk.g_00655	Pral.g_00822
OG0000454	Prbk.g_00654	Pral.g_00821
OG0000455	Prbk.g_00653	Pral.g_00820
OG0000456	Prbk.g_00652	Pral.g_00819
OG0000457	Prbk.g_00650	Pral.g_00817
OG0000458	Prbk.g_00649	Pral.g_00816
OG0000459	Prbk.g_00648	Pral.g_00815
OG0000460	Prbk.g_01369	Pral.g_00805
OG0000461	Prbk.g_01900	Pral.g_00796
OG0000462	Prbk.g_01012	Pral.g_00795
OG0000463	Prbk.g_01011	Pral.g_00794
OG0000464	Prbk.g_01010	Pral.g_00793
OG0000465	Prbk.g_01008	Pral.g_00792
OG0000466	Prbk.g_01003	Pral.g_00789
OG0000467	Prbk.g_01001	Pral.g_00788
OG0000468	Prbk.g_00371	Pral.g_00785
OG0000469	Prbk.g_00384	Pral.g_00777
OG0000470	Prbk.g_00397	Pral.g_00775
OG0000471	Prbk.g_00398	Pral.g_00774
OG0000472	Prbk.g_00400	Pral.g_00773
OG0000473	Prbk.g_00402	Pral.g_00771
OG0000474	Prbk.g_00403	Pral.g_00770
OG0000475	Prbk.g_00404	Pral.g_00769
OG0000476	Prbk.g_00406	Pral.g_00767
OG0000477	Prbk.g_00411	Pral.g_00764
OG0000478	Prbk.g_00412	Pral.g_00763
OG0000479	Prbk.g_00413	Pral.g_00762
OG0000480	Prbk.g_00420	Pral.g_00756
OG0000481	Prbk.g_00422	Pral.g_00754
OG0000482	Prbk.g_00423	Pral.g_00753
OG0000483	Prbk.g_00427	Pral.g_00750
OG0000484	Prbk.g_00428	Pral.g_00749
OG0000485	Prbk.g_00429	Pral.g_00748
OG0000486	Prbk.g_00430	Pral.g_00747
OG0000487	Prbk.g_00435	Pral.g_00743
OG0000488	Prbk.g_00439	Pral.g_00740
OG0000489	Prbk.g_00450	Pral.g_00735
OG0000490	Prbk.g_00456	Pral.g_00731
OG0000491	Prbk.g_00457	Pral.g_00730
OG0000492	Prbk.g_00460	Pral.g_00728
OG0000493	Prbk.g_00461	Pral.g_00727
OG0000494	Prbk.g_00462	Pral.g_00726
OG0000495	Prbk.g_00463	Pral.g_00725
OG0000496	Prbk.g_00464	Pral.g_00724
OG0000497	Prbk.g_00465	Pral.g_00723
OG0000498	Prbk.g_00466	Pral.g_00722
OG0000499	Prbk.g_00467	Pral.g_00721
OG0000500	Prbk.g_00468	Pral.g_00720
OG0000501	Prbk.g_00471	Pral.g_00718
OG0000502	Prbk.g_00483	Pral.g_00715
OG0000503	Prbk.g_00871	Pral.g_00698
OG0000504	Prbk.g_00873	Pral.g_00696
OG0000505	Prbk.g_00874	Pral.g_00695
OG0000506	Prbk.g_00876	Pral.g_00694
OG0000507	Prbk.g_00881	Pral.g_00691
OG0000508	Prbk.g_00888	Pral.g_00687
OG0000509	Prbk.g_00890	Pral.g_00685
OG0000510	Prbk.g_00891	Pral.g_00684
OG0000511	Prbk.g_00892	Pral.g_00683
OG0000512	Prbk.g_00894	Pral.g_00681
OG0000513	Prbk.g_00360	Pral.g_00673
OG0000514	Prbk.g_00352	Pral.g_00663
OG0000515	Prbk.g_00351	Pral.g_00662
OG0000516	Prbk.g_00339	Pral.g_00661
OG0000517	Prbk.g_00329	Pral.g_00659
OG0000518	Prbk.g_00317	Pral.g_00647
OG0000519	Prbk.g_00316	Pral.g_00646
OG0000520	Prbk.g_00315	Pral.g_00645
OG0000521	Prbk.g_00301	Pral.g_00635
OG0000522	Prbk.g_00299	Pral.g_00633
OG0000523	Prbk.g_00298	Pral.g_00632
OG0000524	Prbk.g_02088	Pral.g_00627
OG0000525	Prbk.g_02105	Pral.g_00623
OG0000526	Prbk.g_02107	Pral.g_00622
OG0000527	Prbk.g_02111	Pral.g_00619
OG0000528	Prbk.g_02056	Pral.g_00613
OG0000529	Prbk.g_02062	Pral.g_00610
OG0000530	Prbk.g_02065	Pral.g_00607
OG0000531	Prbk.g_02066	Pral.g_00606
OG0000532	Prbk.g_02069	Pral.g_00603
OG0000533	Prbk.g_02071	Pral.g_00602
OG0000534	Prbk.g_02072	Pral.g_00601
OG0000535	Prbk.g_02073	Pral.g_00600
OG0000536	Prbk.g_02074	Pral.g_00599
OG0000537	Prbk.g_02075	Pral.g_00598
OG0000538	Prbk.g_01865	Pral.g_00590
OG0000539	Prbk.g_01041	Pral.g_00589
OG0000540	Prbk.g_01042	Pral.g_00588
OG0000541	Prbk.g_01043	Pral.g_00587
OG0000542	Prbk.g_01046	Pral.g_00585
OG0000543	Prbk.g_01048	Pral.g_00583
OG0000544	Prbk.g_01049	Pral.g_00582
OG0000545	Prbk.g_01050	Pral.g_00580
OG0000546	Prbk.g_01052	Pral.g_00577
OG0000547	Prbk.g_01054	Pral.g_00575
OG0000548	Prbk.g_01055	Pral.g_00574
OG0000549	Prbk.g_01061	Pral.g_00571
OG0000550	Prbk.g_01066	Pral.g_00566
OG0000551	Prbk.g_01070	Pral.g_00563
OG0000552	Prbk.g_01071	Pral.g_00562
OG0000553	Prbk.g_01076	Pral.g_00561
OG0000554	Prbk.g_01081	Pral.g_00556
OG0000555	Prbk.g_01099	Pral.g_00548
OG0000556	Prbk.g_02686	Pral.g_00546
OG0000557	Prbk.g_01898	Pral.g_00545
OG0000558	Prbk.g_01895	Pral.g_00543
OG0000559	Prbk.g_01891	Pral.g_00539
OG0000560	Prbk.g_01888	Pral.g_00536
