Orthogroup	Prbk	Prau
OG0000132	Prbk.g_00771	Prau.g_00165
OG0000133	Prbk.g_00472	Prau.g_00324
OG0000134	Prbk.g_00361	Prau.g_00359
OG0000135	Prbk.g_02209	Prau.g_00386
OG0000136	Prbk.g_00323	Prau.g_00482
OG0000137	Prbk.g_02113	Prau.g_00516
OG0000138	Prbk.g_02078	Prau.g_00536
OG0000139	Prbk.g_01086	Prau.g_00577
OG0000140	Prbk.g_01092	Prau.g_00578
OG0000141	Prbk.g_01154	Prau.g_00645
OG0000142	Prbk.g_02631	Prau.g_00675
OG0000143	Prbk.g_02635	Prau.g_00679
OG0000144	Prbk.g_00739	Prau.g_00692
OG0000145	Prbk.g_01863	Prau.g_00816
OG0000146	Prbk.g_02333	Prau.g_00819
OG0000147	Prbk.g_02334	Prau.g_00820
OG0000148	Prbk.g_02487	Prau.g_00870
OG0000149	Prbk.g_02544	Prau.g_00900
OG0000150	Prbk.g_02567	Prau.g_00909
OG0000151	Prbk.g_02417	Prau.g_00966
OG0000152	Prbk.g_02324	Prau.g_01015
OG0000153	Prbk.g_02297	Prau.g_01034
OG0000154	Prbk.g_00584	Prau.g_01063
OG0000155	Prbk.g_00099	Prau.g_01226
OG0000156	Prbk.g_00164	Prau.g_01359
OG0000157	Prbk.g_00163	Prau.g_01360
OG0000158	Prbk.g_00526	Prau.g_01436
OG0000160	Prbk.g_00260	Prau.g_01532
OG0000161	Prbk.g_00274	Prau.g_01538
OG0000162	Prbk.g_00280	Prau.g_01544
OG0000163	Prbk.g_02002	Prau.g_01578
OG0000164	Prbk.g_01432	Prau.g_01756
OG0000165	Prbk.g_01423	Prau.g_01763
OG0000166	Prbk.g_00982	Prau.g_01833
OG0000167	Prbk.g_00512	Prau.g_01899
OG0000168	Prbk.g_00527	Prau.g_01909
OG0000169	Prbk.g_00220	Prau.g_01919
OG0000170	Prbk.g_00232	Prau.g_01921
OG0000171	Prbk.g_01538	Prau.g_01940
OG0000172	Prbk.g_01573	Prau.g_01949
OG0000173	Prbk.g_01594	Prau.g_01964
OG0000174	Prbk.g_02211	Prau.g_01991
OG0000175	Prbk.g_02249	Prau.g_02001
OG0000176	Prbk.g_02282	Prau.g_00004
OG0000177	Prbk.g_02283	Prau.g_00005
OG0000178	Prbk.g_02284	Prau.g_00006
OG0000179	Prbk.g_01633	Prau.g_00016
OG0000180	Prbk.g_01632	Prau.g_00017
OG0000181	Prbk.g_01631	Prau.g_00018
OG0000182	Prbk.g_01630	Prau.g_00019
OG0000183	Prbk.g_01626	Prau.g_00023
OG0000184	Prbk.g_02148	Prau.g_00054
OG0000185	Prbk.g_02126	Prau.g_00057
OG0000186	Prbk.g_01326	Prau.g_00066
OG0000187	Prbk.g_01324	Prau.g_00067
OG0000188	Prbk.g_01303	Prau.g_00083
OG0000189	Prbk.g_00024	Prau.g_00097
OG0000190	Prbk.g_00022	Prau.g_00098
OG0000191	Prbk.g_00197	Prau.g_00118
OG0000192	Prbk.g_00206	Prau.g_00122
OG0000193	Prbk.g_00752	Prau.g_00147
OG0000194	Prbk.g_00755	Prau.g_00150
OG0000195	Prbk.g_00757	Prau.g_00152
OG0000196	Prbk.g_00768	Prau.g_00162
OG0000197	Prbk.g_00769	Prau.g_00163
OG0000198	Prbk.g_00770	Prau.g_00164
OG0000199	Prbk.g_00777	Prau.g_00171
OG0000200	Prbk.g_01280	Prau.g_00185
OG0000201	Prbk.g_01261	Prau.g_00193
OG0000202	Prbk.g_01260	Prau.g_00194
OG0000203	Prbk.g_01259	Prau.g_00195
OG0000204	Prbk.g_01258	Prau.g_00196
OG0000205	Prbk.g_01251	Prau.g_00203
OG0000206	Prbk.g_00632	Prau.g_00208
OG0000207	Prbk.g_00686	Prau.g_00210
OG0000208	Prbk.g_00685	Prau.g_00211
OG0000209	Prbk.g_00658	Prau.g_00220
OG0000210	Prbk.g_00657	Prau.g_00221
OG0000211	Prbk.g_01368	Prau.g_00234
OG0000212	Prbk.g_01514	Prau.g_00241
OG0000213	Prbk.g_00374	Prau.g_00259
OG0000214	Prbk.g_00401	Prau.g_00269
OG0000215	Prbk.g_00431	Prau.g_00294
OG0000216	Prbk.g_00434	Prau.g_00296
OG0000217	Prbk.g_00438	Prau.g_00299
OG0000218	Prbk.g_00442	Prau.g_00301
OG0000219	Prbk.g_00443	Prau.g_00302
OG0000220	Prbk.g_00444	Prau.g_00303
OG0000221	Prbk.g_00449	Prau.g_00304
OG0000222	Prbk.g_00458	Prau.g_00312
OG0000223	Prbk.g_00481	Prau.g_00325
OG0000224	Prbk.g_00492	Prau.g_00327
OG0000225	Prbk.g_00889	Prau.g_00348
OG0000226	Prbk.g_00893	Prau.g_00352
OG0000227	Prbk.g_00895	Prau.g_00354
OG0000228	Prbk.g_00365	Prau.g_00357
OG0000229	Prbk.g_00328	Prau.g_00477
OG0000230	Prbk.g_00326	Prau.g_00479
OG0000231	Prbk.g_00311	Prau.g_00490
OG0000232	Prbk.g_00295	Prau.g_00499
OG0000233	Prbk.g_02092	Prau.g_00505
OG0000234	Prbk.g_02114	Prau.g_00517
OG0000235	Prbk.g_02060	Prau.g_00520
OG0000236	Prbk.g_02076	Prau.g_00534
OG0000237	Prbk.g_01047	Prau.g_00547
OG0000238	Prbk.g_01051	Prau.g_00553
OG0000239	Prbk.g_01067	Prau.g_00565
OG0000240	Prbk.g_01068	Prau.g_00566
OG0000241	Prbk.g_01965	Prau.g_00570
OG0000242	Prbk.g_01078	Prau.g_00572
OG0000243	Prbk.g_02684	Prau.g_00583
OG0000244	Prbk.g_01897	Prau.g_00586
OG0000245	Prbk.g_01894	Prau.g_00588
OG0000246	Prbk.g_01890	Prau.g_00592
OG0000247	Prbk.g_01879	Prau.g_00602
OG0000248	Prbk.g_01876	Prau.g_00604
OG0000249	Prbk.g_01874	Prau.g_00606
OG0000250	Prbk.g_01106	Prau.g_00611
OG0000251	Prbk.g_01130	Prau.g_00629
OG0000252	Prbk.g_01133	Prau.g_00632
OG0000253	Prbk.g_01139	Prau.g_00633
OG0000254	Prbk.g_01158	Prau.g_00649
OG0000255	Prbk.g_02604	Prau.g_00655
OG0000256	Prbk.g_02618	Prau.g_00667
OG0000257	Prbk.g_02624	Prau.g_00670
OG0000258	Prbk.g_02647	Prau.g_00683
OG0000259	Prbk.g_00720	Prau.g_00700
OG0000260	Prbk.g_00717	Prau.g_00703
OG0000261	Prbk.g_00714	Prau.g_00705
OG0000262	Prbk.g_00709	Prau.g_00709
OG0000263	Prbk.g_00672	Prau.g_00721
OG0000264	Prbk.g_01815	Prau.g_00731
OG0000265	Prbk.g_01835, Prbk.g_00619	Prau.g_00755
OG0000266	Prbk.g_00608	Prau.g_00765
OG0000267	Prbk.g_02371	Prau.g_00776
OG0000268	Prbk.g_02370	Prau.g_00777
OG0000269	Prbk.g_02463	Prau.g_00849
OG0000270	Prbk.g_02466	Prau.g_00852
OG0000271	Prbk.g_02474	Prau.g_00860
OG0000272	Prbk.g_02475	Prau.g_00861
OG0000273	Prbk.g_02526	Prau.g_00884
OG0000274	Prbk.g_02527	Prau.g_00885
OG0000275	Prbk.g_02530	Prau.g_00887
OG0000276	Prbk.g_02536	Prau.g_00892
OG0000277	Prbk.g_02537	Prau.g_00893
OG0000278	Prbk.g_02540	Prau.g_00896
OG0000279	Prbk.g_02548	Prau.g_00904
OG0000280	Prbk.g_02554	Prau.g_00905
OG0000281	Prbk.g_02568	Prau.g_00910
OG0000282	Prbk.g_02398	Prau.g_00958
OG0000283	Prbk.g_02359	Prau.g_00992
OG0000284	Prbk.g_02353	Prau.g_00997
OG0000285	Prbk.g_01698	Prau.g_01002
OG0000286	Prbk.g_02325	Prau.g_01014
OG0000287	Prbk.g_01728	Prau.g_01031
OG0000288	Prbk.g_00583	Prau.g_01062
OG0000289	Prbk.g_00596	Prau.g_01073
OG0000290	Prbk.g_00059	Prau.g_01086
OG0000291	Prbk.g_00057	Prau.g_01088
OG0000292	Prbk.g_02271	Prau.g_01136
OG0000293	Prbk.g_01032	Prau.g_01198
OG0000294	Prbk.g_01031	Prau.g_01199
OG0000295	Prbk.g_00106	Prau.g_01218
OG0000296	Prbk.g_00104	Prau.g_01220
OG0000297	Prbk.g_01498	Prau.g_01228
OG0000298	Prbk.g_01497	Prau.g_01229
OG0000299	Prbk.g_01508	Prau.g_01246
OG0000300	Prbk.g_00186	Prau.g_01249
OG0000301	Prbk.g_00185	Prau.g_01250
OG0000302	Prbk.g_00182	Prau.g_01252
OG0000303	Prbk.g_00097	Prau.g_01259
OG0000304	Prbk.g_00121	Prau.g_01263
OG0000305	Prbk.g_00055	Prau.g_01401
OG0000306	Prbk.g_02578	Prau.g_01404
OG0000307	Prbk.g_02044	Prau.g_01418
OG0000308	Prbk.g_02042	Prau.g_01419
OG0000309	Prbk.g_02038	Prau.g_01423
OG0000310	Prbk.g_01937	Prau.g_01513
OG0000311	Prbk.g_00243	Prau.g_01515
OG0000312	Prbk.g_00247	Prau.g_01518
OG0000313	Prbk.g_00271	Prau.g_01535
OG0000314	Prbk.g_01222	Prau.g_01558
OG0000315	Prbk.g_01212	Prau.g_01568
OG0000316	Prbk.g_01991	Prau.g_01588
OG0000317	Prbk.g_00913	Prau.g_01730
OG0000318	Prbk.g_00906	Prau.g_01733
OG0000319	Prbk.g_01443	Prau.g_01746
OG0000320	Prbk.g_01441	Prau.g_01748
OG0000321	Prbk.g_01440	Prau.g_01749
OG0000322	Prbk.g_01439	Prau.g_01750
OG0000323	Prbk.g_01428	Prau.g_01759
OG0000324	Prbk.g_01399	Prau.g_01785
OG0000325	Prbk.g_01904	Prau.g_01795
OG0000326	Prbk.g_01912	Prau.g_01801
OG0000327	Prbk.g_00987	Prau.g_01828
OG0000328	Prbk.g_00986	Prau.g_01829
OG0000329	Prbk.g_00969	Prau.g_01846
OG0000330	Prbk.g_00968	Prau.g_01847
OG0000331	Prbk.g_00967	Prau.g_01848
OG0000332	Prbk.g_00952	Prau.g_01862
OG0000333	Prbk.g_00950	Prau.g_01864
OG0000334	Prbk.g_00801	Prau.g_01872
OG0000335	Prbk.g_00806	Prau.g_01877
OG0000336	Prbk.g_00810	Prau.g_01881
OG0000337	Prbk.g_00506	Prau.g_01897
OG0000338	Prbk.g_00510	Prau.g_01898
OG0000339	Prbk.g_00516	Prau.g_01902
OG0000340	Prbk.g_00528	Prau.g_01910
OG0000341	Prbk.g_00530	Prau.g_01912
OG0000342	Prbk.g_00531	Prau.g_01913
OG0000343	Prbk.g_00215	Prau.g_01914
OG0000344	Prbk.g_00218	Prau.g_01917
OG0000345	Prbk.g_00233	Prau.g_01922
OG0000346	Prbk.g_00238	Prau.g_01926
OG0000347	Prbk.g_01540	Prau.g_01942
OG0000348	Prbk.g_01578	Prau.g_01952
OG0000349	Prbk.g_01602	Prau.g_01969
OG0000350	Prbk.g_02204	Prau.g_01987, Prau.g_01297
OG0000351	Prbk.g_02252	Prau.g_02004
OG0000352	Prbk.g_02253	Prau.g_02005
OG0000353	Prbk.g_02277	Prau.g_02021
OG0000355	Prbk.g_02279	Prau.g_00001
OG0000356	Prbk.g_02280	Prau.g_00002
OG0000357	Prbk.g_02281	Prau.g_00003
OG0000358	Prbk.g_02285	Prau.g_00007
OG0000359	Prbk.g_02287	Prau.g_00008
OG0000360	Prbk.g_02288	Prau.g_00009
OG0000361	Prbk.g_02289	Prau.g_00010
OG0000362	Prbk.g_02291	Prau.g_00012
OG0000363	Prbk.g_01639	Prau.g_00014
OG0000364	Prbk.g_01638	Prau.g_00015
OG0000365	Prbk.g_01629	Prau.g_00020
OG0000366	Prbk.g_01628	Prau.g_00021
OG0000367	Prbk.g_01627	Prau.g_00022
OG0000368	Prbk.g_01625	Prau.g_00024
OG0000369	Prbk.g_01624	Prau.g_00025
OG0000370	Prbk.g_01623	Prau.g_00026
OG0000371	Prbk.g_01614	Prau.g_00031
OG0000372	Prbk.g_01609	Prau.g_00034
OG0000373	Prbk.g_01608	Prau.g_00035
OG0000374	Prbk.g_01607	Prau.g_00036
OG0000375	Prbk.g_01606	Prau.g_00047
OG0000376	Prbk.g_01604	Prau.g_00049
OG0000377	Prbk.g_02155	Prau.g_00053
OG0000378	Prbk.g_02141	Prau.g_00055
OG0000379	Prbk.g_02125	Prau.g_00058
OG0000380	Prbk.g_01323	Prau.g_00068
OG0000381	Prbk.g_01319	Prau.g_00072
OG0000382	Prbk.g_01304	Prau.g_00082
OG0000383	Prbk.g_01302	Prau.g_00084
OG0000384	Prbk.g_01301	Prau.g_00085
OG0000385	Prbk.g_01300	Prau.g_00086
OG0000386	Prbk.g_01299	Prau.g_00087
OG0000387	Prbk.g_00020	Prau.g_00100
OG0000388	Prbk.g_00016	Prau.g_00103
OG0000389	Prbk.g_00012	Prau.g_00107
OG0000390	Prbk.g_00191	Prau.g_00114
OG0000391	Prbk.g_00196	Prau.g_00117
OG0000392	Prbk.g_00202	Prau.g_00121
OG0000393	Prbk.g_00207	Prau.g_00123
OG0000394	Prbk.g_00208	Prau.g_00124
OG0000395	Prbk.g_00209	Prau.g_00125
OG0000396	Prbk.g_00542	Prau.g_00128
OG0000397	Prbk.g_00544	Prau.g_00130
OG0000398	Prbk.g_00549	Prau.g_00132
OG0000399	Prbk.g_00550	Prau.g_00133
OG0000400	Prbk.g_00551	Prau.g_00134
OG0000401	Prbk.g_00552	Prau.g_00135
OG0000402	Prbk.g_00554	Prau.g_00137
OG0000403	Prbk.g_00555	Prau.g_00138
OG0000404	Prbk.g_00557	Prau.g_00139
OG0000405	Prbk.g_00749	Prau.g_00143
OG0000406	Prbk.g_00753	Prau.g_00148
OG0000407	Prbk.g_00754	Prau.g_00149
OG0000408	Prbk.g_00756	Prau.g_00151
OG0000409	Prbk.g_00758	Prau.g_00153
OG0000410	Prbk.g_00759	Prau.g_00154
OG0000411	Prbk.g_00760	Prau.g_00155
OG0000412	Prbk.g_00761	Prau.g_00156
OG0000413	Prbk.g_00763	Prau.g_00157
OG0000414	Prbk.g_00764	Prau.g_00158
OG0000415	Prbk.g_00765	Prau.g_00159
OG0000416	Prbk.g_00766	Prau.g_00160
OG0000417	Prbk.g_00767	Prau.g_00161
OG0000418	Prbk.g_00772	Prau.g_00166
OG0000419	Prbk.g_00774	Prau.g_00168
OG0000420	Prbk.g_00775	Prau.g_00169
OG0000421	Prbk.g_00779	Prau.g_00174
OG0000422	Prbk.g_00780	Prau.g_00175
OG0000423	Prbk.g_00781	Prau.g_00176
OG0000424	Prbk.g_00782	Prau.g_00177
OG0000425	Prbk.g_00783	Prau.g_00178
OG0000426	Prbk.g_00784	Prau.g_00179
OG0000427	Prbk.g_00785	Prau.g_00180
OG0000428	Prbk.g_02425	Prau.g_00182
OG0000429	Prbk.g_01283	Prau.g_00183
OG0000430	Prbk.g_01281	Prau.g_00184
OG0000431	Prbk.g_01277	Prau.g_00186
OG0000432	Prbk.g_01270	Prau.g_00189
OG0000433	Prbk.g_01267	Prau.g_00190
OG0000434	Prbk.g_01266	Prau.g_00191
OG0000435	Prbk.g_01263	Prau.g_00192
OG0000436	Prbk.g_01257	Prau.g_00197
OG0000437	Prbk.g_01256	Prau.g_00198
OG0000438	Prbk.g_01255	Prau.g_00199
OG0000439	Prbk.g_01253	Prau.g_00201
OG0000440	Prbk.g_01252	Prau.g_00202
OG0000441	Prbk.g_01245	Prau.g_00205
OG0000442	Prbk.g_01244	Prau.g_00206
OG0000443	Prbk.g_00631	Prau.g_00207
OG0000444	Prbk.g_00683	Prau.g_00212
OG0000445	Prbk.g_00682	Prau.g_00213
OG0000446	Prbk.g_00680	Prau.g_00214
OG0000447	Prbk.g_00670	Prau.g_00215
OG0000448	Prbk.g_00669	Prau.g_00216
OG0000449	Prbk.g_00668	Prau.g_00217
OG0000450	Prbk.g_00662	Prau.g_00218
OG0000451	Prbk.g_00661	Prau.g_00219
OG0000452	Prbk.g_00656	Prau.g_00222
OG0000453	Prbk.g_00655	Prau.g_00223
OG0000454	Prbk.g_00654	Prau.g_00224
OG0000455	Prbk.g_00653	Prau.g_00225
OG0000456	Prbk.g_00652	Prau.g_00226
OG0000457	Prbk.g_00650	Prau.g_00227
OG0000458	Prbk.g_00649	Prau.g_00228
OG0000459	Prbk.g_00648	Prau.g_00229
OG0000460	Prbk.g_01369	Prau.g_00236
OG0000461	Prbk.g_01900	Prau.g_00244
OG0000462	Prbk.g_01012	Prau.g_00246
OG0000463	Prbk.g_01011	Prau.g_00247
OG0000464	Prbk.g_01010	Prau.g_00248
OG0000465	Prbk.g_01008	Prau.g_00249
OG0000466	Prbk.g_01003	Prau.g_00252
OG0000467	Prbk.g_01001	Prau.g_00253
OG0000468	Prbk.g_00371	Prau.g_00255
OG0000469	Prbk.g_00384	Prau.g_00264
OG0000470	Prbk.g_00397	Prau.g_00266
OG0000471	Prbk.g_00398	Prau.g_00267
OG0000472	Prbk.g_00400	Prau.g_00268
OG0000473	Prbk.g_00402	Prau.g_00270
OG0000474	Prbk.g_00403	Prau.g_00271
OG0000475	Prbk.g_00404	Prau.g_00272
OG0000476	Prbk.g_00406	Prau.g_00273
OG0000477	Prbk.g_00411	Prau.g_00277
OG0000478	Prbk.g_00412	Prau.g_00278
OG0000479	Prbk.g_00413	Prau.g_00279
OG0000480	Prbk.g_00420	Prau.g_00284
OG0000481	Prbk.g_00422	Prau.g_00286
OG0000482	Prbk.g_00423	Prau.g_00287
OG0000483	Prbk.g_00427	Prau.g_00290
OG0000484	Prbk.g_00428	Prau.g_00291
OG0000485	Prbk.g_00429	Prau.g_00292
OG0000486	Prbk.g_00430	Prau.g_00293
OG0000487	Prbk.g_00435	Prau.g_00297
OG0000488	Prbk.g_00439	Prau.g_00300
OG0000489	Prbk.g_00450	Prau.g_00305
OG0000490	Prbk.g_00456	Prau.g_00310
OG0000491	Prbk.g_00457	Prau.g_00311
OG0000492	Prbk.g_00460	Prau.g_00313
OG0000493	Prbk.g_00461	Prau.g_00314
OG0000494	Prbk.g_00462	Prau.g_00315
OG0000495	Prbk.g_00463	Prau.g_00316
OG0000496	Prbk.g_00464	Prau.g_00317
OG0000497	Prbk.g_00465	Prau.g_00318
OG0000498	Prbk.g_00466	Prau.g_00319
OG0000499	Prbk.g_00467	Prau.g_00320
OG0000500	Prbk.g_00468	Prau.g_00321
OG0000501	Prbk.g_00471	Prau.g_00323
OG0000502	Prbk.g_00483	Prau.g_00326
OG0000503	Prbk.g_00871	Prau.g_00336
OG0000504	Prbk.g_00873	Prau.g_00337
OG0000505	Prbk.g_00874	Prau.g_00338
OG0000506	Prbk.g_00876	Prau.g_00340
OG0000507	Prbk.g_00881	Prau.g_00343
OG0000508	Prbk.g_00888	Prau.g_00347
OG0000509	Prbk.g_00890	Prau.g_00349
OG0000510	Prbk.g_00891	Prau.g_00350
OG0000511	Prbk.g_00892	Prau.g_00351
OG0000512	Prbk.g_00894	Prau.g_00353
OG0000513	Prbk.g_00360	Prau.g_00360
OG0000514	Prbk.g_00352	Prau.g_00472
OG0000515	Prbk.g_00351	Prau.g_00473
OG0000516	Prbk.g_00339	Prau.g_00474
OG0000517	Prbk.g_00329	Prau.g_00476
OG0000518	Prbk.g_00317	Prau.g_00487
OG0000519	Prbk.g_00316	Prau.g_00488
OG0000520	Prbk.g_00315	Prau.g_00489
OG0000521	Prbk.g_00301	Prau.g_00494
OG0000522	Prbk.g_00299	Prau.g_00496
OG0000523	Prbk.g_00298	Prau.g_00497
OG0000524	Prbk.g_02088	Prau.g_00503
OG0000525	Prbk.g_02105	Prau.g_00506
OG0000526	Prbk.g_02107	Prau.g_00507
OG0000527	Prbk.g_02111	Prau.g_00514
OG0000528	Prbk.g_02056	Prau.g_00519
OG0000529	Prbk.g_02062	Prau.g_00522
OG0000530	Prbk.g_02065	Prau.g_00525
OG0000531	Prbk.g_02066	Prau.g_00526
OG0000532	Prbk.g_02069	Prau.g_00528
OG0000533	Prbk.g_02071	Prau.g_00529
OG0000534	Prbk.g_02072	Prau.g_00530
OG0000535	Prbk.g_02073	Prau.g_00531
OG0000536	Prbk.g_02074	Prau.g_00532
OG0000537	Prbk.g_02075	Prau.g_00533
OG0000538	Prbk.g_01865	Prau.g_00541
OG0000539	Prbk.g_01041	Prau.g_00542
OG0000540	Prbk.g_01042	Prau.g_00543
OG0000541	Prbk.g_01043	Prau.g_00544
OG0000542	Prbk.g_01046	Prau.g_00546
OG0000543	Prbk.g_01048	Prau.g_00548
OG0000544	Prbk.g_01049	Prau.g_00549
OG0000545	Prbk.g_01050	Prau.g_00551
OG0000546	Prbk.g_01052	Prau.g_00554
OG0000547	Prbk.g_01054	Prau.g_00556
OG0000548	Prbk.g_01055	Prau.g_00557
OG0000549	Prbk.g_01061	Prau.g_00559
OG0000550	Prbk.g_01066	Prau.g_00564
OG0000551	Prbk.g_01070	Prau.g_00567
OG0000552	Prbk.g_01071	Prau.g_00568
OG0000553	Prbk.g_01076	Prau.g_00569
OG0000554	Prbk.g_01081	Prau.g_00574
OG0000555	Prbk.g_01099	Prau.g_00582
OG0000556	Prbk.g_02686	Prau.g_00584
OG0000557	Prbk.g_01898	Prau.g_00585
OG0000558	Prbk.g_01895	Prau.g_00587
OG0000559	Prbk.g_01891	Prau.g_00591
OG0000560	Prbk.g_01888	Prau.g_00594
OG0000561	Prbk.g_01887	Prau.g_00595
OG0000562	Prbk.g_01886	Prau.g_00596
OG0000563	Prbk.g_01885	Prau.g_00597
OG0000564	Prbk.g_01884	Prau.g_00598
