Orthogroup	Pral	Prat
OG0000034	Pral.g_00987	Prat.g_00058
OG0000035	Pral.g_01853	Prat.g_00657
OG0000036	Pral.g_00057	Prat.g_01507
OG0000037	Pral.g_00015	Prat.g_00586
OG0000038	Pral.g_00044	Prat.g_01448, Prat.g_01192
OG0000039	Pral.g_00878	Prat.g_00166
OG0000040	Pral.g_01687	Prat.g_00834
OG0000042	Pral.g_01729	Prat.g_00788
OG0000043	Pral.g_01665	Prat.g_00856
OG0000044	Pral.g_01367	Prat.g_01156
OG0000045	Pral.g_01202	Prat.g_01311
OG0000046	Pral.g_00099	Prat.g_01584
OG0000047	Pral.g_00305	Prat.g_01788
OG0000048	Pral.g_00313	Prat.g_01796
OG0000050	Pral.g_01012	Prat.g_00033
OG0000051	Pral.g_00887	Prat.g_00157
OG0000052	Pral.g_01859	Prat.g_00637
OG0000053	Pral.g_00551	Prat.g_01499
OG0000054	Pral.g_00043	Prat.g_01503
OG0000055	Pral.g_01511	Prat.g_01014
OG0000056	Pral.g_00019	Prat.g_00666, Prat.g_01463
OG0000057	Pral.g_00803	Prat.g_00242
OG0000058	Pral.g_00617	Prat.g_00434
OG0000059	Pral.g_01740	Prat.g_00775
OG0000062	Pral.g_00056	Prat.g_01495
OG0000062	Pral.g_00078	Prat.g_01561
OG0000063	Pral.g_01396, Pral.g_01398, Pral.g_01397	Prat.g_01129
OG0000065	Pral.g_01281	Prat.g_01249
OG0000066	Pral.g_00702	Prat.g_00344
OG0000067	Pral.g_00064	Prat.g_01532
OG0000068	Pral.g_00243	Prat.g_01726
OG0000069	Pral.g_01121	Prat.g_01394
OG0000071	Pral.g_00421	Prat.g_00011
OG0000072	Pral.g_00717	Prat.g_00329
OG0000073	Pral.g_01471	Prat.g_01054
OG0000074	Pral.g_01750	Prat.g_00765
OG0000075	Pral.g_01495	Prat.g_01030
OG0000076	Pral.g_01561	Prat.g_00965
OG0000078	Pral.g_01201	Prat.g_01312
OG0000079	Pral.g_01073	Prat.g_01442
OG0000080	Pral.g_00065	Prat.g_01539
OG0000081	Pral.g_00277	Prat.g_01759
OG0000082	Pral.g_00370	Prat.g_01853
OG0000083	Pral.g_00413	Prat.g_00003
OG0000084	Pral.g_00416	Prat.g_00006
OG0000085	Pral.g_01021	Prat.g_00024
OG0000086	Pral.g_01886	Prat.g_00614
OG0000087	Pral.g_00993	Prat.g_00054
OG0000088	Pral.g_00932	Prat.g_00112
OG0000089	Pral.g_00923	Prat.g_00121
OG0000090	Pral.g_00906	Prat.g_00138
OG0000091	Pral.g_00874	Prat.g_00170
OG0000092	Pral.g_00873	Prat.g_00171
OG0000093	Pral.g_00860	Prat.g_00185
OG0000094	Pral.g_00842	Prat.g_00204
OG0000095	Pral.g_00837	Prat.g_00209
OG0000096	Pral.g_00788	Prat.g_00257
OG0000097	Pral.g_00765	Prat.g_00281
OG0000098	Pral.g_00754	Prat.g_00292
OG0000099	Pral.g_00744	Prat.g_00302
OG0000100	Pral.g_00741	Prat.g_00305
OG0000101	Pral.g_00674	Prat.g_00372
OG0000102	Pral.g_01034	Prat.g_01477
OG0000103	Pral.g_00616	Prat.g_00435
OG0000104	Pral.g_00611	Prat.g_00440
OG0000105	Pral.g_00591	Prat.g_00462
OG0000106	Pral.g_00558	Prat.g_00494
OG0000107	Pral.g_00557	Prat.g_00495
OG0000108	Pral.g_00547	Prat.g_00504
OG0000109	Pral.g_00538	Prat.g_00514, Prat.g_00513
OG0000110	Pral.g_00520	Prat.g_00532
OG0000111	Pral.g_01452	Prat.g_01073
OG0000112	Pral.g_01453	Prat.g_01072
OG0000113	Pral.g_01705	Prat.g_00815
OG0000114	Pral.g_01486	Prat.g_01039
OG0000115	Pral.g_01627	Prat.g_00896
OG0000116	Pral.g_01623	Prat.g_00900
OG0000117	Pral.g_01564	Prat.g_00962
OG0000118	Pral.g_01316	Prat.g_01208
OG0000119	Pral.g_00075	Prat.g_01557
OG0000120	Pral.g_01373	Prat.g_01150
OG0000121	Pral.g_01400	Prat.g_01127
OG0000122	Pral.g_01420	Prat.g_01107
OG0000123	Pral.g_00455	Prat.g_00595
OG0000124	Pral.g_01064	Prat.g_01509
OG0000125	Pral.g_01269	Prat.g_01261
OG0000126	Pral.g_01222	Prat.g_01291
OG0000127	Pral.g_01179	Prat.g_01338
OG0000128	Pral.g_01160	Prat.g_01354
OG0000129	Pral.g_01123	Prat.g_01392
OG0000130	Pral.g_00104	Prat.g_01589
OG0000131	Pral.g_00143	Prat.g_01628
OG0000132	Pral.g_00146	Prat.g_01631
OG0000133	Pral.g_00201	Prat.g_01685
OG0000134	Pral.g_00237	Prat.g_01720
OG0000135	Pral.g_00239	Prat.g_01722
OG0000136	Pral.g_00289	Prat.g_01771
OG0000137	Pral.g_00323	Prat.g_01806
OG0000138	Pral.g_00358	Prat.g_01841
OG0000139	Pral.g_00390	Prat.g_01873
OG0000140	Pral.g_00411	Prat.g_00001
OG0000141	Pral.g_00412	Prat.g_00002
OG0000142	Pral.g_00414	Prat.g_00004
OG0000143	Pral.g_00415	Prat.g_00005
OG0000144	Pral.g_00417	Prat.g_00007
OG0000145	Pral.g_00418	Prat.g_00008
OG0000146	Pral.g_00419	Prat.g_00009
OG0000147	Pral.g_00420	Prat.g_00010
OG0000148	Pral.g_00422	Prat.g_00013
OG0000149	Pral.g_01030	Prat.g_00015
OG0000150	Pral.g_01029	Prat.g_00016
OG0000151	Pral.g_01028	Prat.g_00017
OG0000152	Pral.g_01027	Prat.g_00018
OG0000153	Pral.g_01026	Prat.g_00019
OG0000154	Pral.g_01025	Prat.g_00020
OG0000155	Pral.g_01024	Prat.g_00021
OG0000156	Pral.g_01023	Prat.g_00022
OG0000157	Pral.g_01022	Prat.g_00023
OG0000158	Pral.g_01020	Prat.g_00025
OG0000159	Pral.g_01019	Prat.g_00026
OG0000160	Pral.g_01018	Prat.g_00027
OG0000161	Pral.g_01017	Prat.g_00028
OG0000162	Pral.g_01016	Prat.g_00029
OG0000163	Pral.g_01014	Prat.g_00031
OG0000164	Pral.g_01011	Prat.g_00034
OG0000165	Pral.g_01009	Prat.g_00036
OG0000166	Pral.g_01008	Prat.g_00037
OG0000167	Pral.g_01007	Prat.g_00038
OG0000168	Pral.g_01005	Prat.g_00042
OG0000169	Pral.g_01003	Prat.g_00044
OG0000170	Pral.g_01001	Prat.g_00046
OG0000171	Pral.g_01000	Prat.g_00047
OG0000172	Pral.g_00999	Prat.g_00048
OG0000173	Pral.g_00996	Prat.g_00051
OG0000174	Pral.g_00995	Prat.g_00052
OG0000175	Pral.g_00994	Prat.g_00053
OG0000176	Pral.g_00992	Prat.g_00055
OG0000177	Pral.g_00991	Prat.g_00056
OG0000178	Pral.g_00990	Prat.g_00057
OG0000179	Pral.g_00984	Prat.g_00060
OG0000180	Pral.g_00983	Prat.g_00061
OG0000181	Pral.g_00982	Prat.g_00062
OG0000182	Pral.g_00978	Prat.g_00066
OG0000183	Pral.g_00977	Prat.g_00067
OG0000184	Pral.g_00974	Prat.g_00070
OG0000185	Pral.g_00970	Prat.g_00074
OG0000186	Pral.g_00969	Prat.g_00075
OG0000187	Pral.g_00048	Prat.g_01504
OG0000188	Pral.g_00968	Prat.g_00076
OG0000189	Pral.g_00966	Prat.g_00079
OG0000190	Pral.g_00965	Prat.g_00080
OG0000191	Pral.g_00964	Prat.g_00081
OG0000192	Pral.g_00963	Prat.g_00082
OG0000193	Pral.g_00962	Prat.g_00083
OG0000194	Pral.g_00961	Prat.g_00084
OG0000195	Pral.g_00959	Prat.g_00086
OG0000196	Pral.g_00958	Prat.g_00087
OG0000197	Pral.g_00957	Prat.g_00088
OG0000198	Pral.g_00956	Prat.g_00089
OG0000199	Pral.g_00953	Prat.g_00091
OG0000200	Pral.g_00952	Prat.g_00092
OG0000201	Pral.g_00951	Prat.g_00093
OG0000202	Pral.g_00950	Prat.g_00094
OG0000203	Pral.g_00949	Prat.g_00095
OG0000204	Pral.g_00948	Prat.g_00096
OG0000205	Pral.g_00946	Prat.g_00098
OG0000206	Pral.g_00945	Prat.g_00099
OG0000207	Pral.g_00944	Prat.g_00100
OG0000208	Pral.g_00943	Prat.g_00101
OG0000209	Pral.g_00942	Prat.g_00102
OG0000210	Pral.g_00941	Prat.g_00103
OG0000211	Pral.g_00940	Prat.g_00104
OG0000212	Pral.g_00939	Prat.g_00105
OG0000213	Pral.g_00938	Prat.g_00106
OG0000214	Pral.g_00934	Prat.g_00110
OG0000215	Pral.g_00933	Prat.g_00111
OG0000216	Pral.g_00931	Prat.g_00113
OG0000217	Pral.g_00930	Prat.g_00114
OG0000218	Pral.g_00929	Prat.g_00115
OG0000219	Pral.g_00928	Prat.g_00116
OG0000220	Pral.g_00925	Prat.g_00118
OG0000221	Pral.g_00922	Prat.g_00122
OG0000222	Pral.g_00921	Prat.g_00123
OG0000223	Pral.g_00920	Prat.g_00124
OG0000224	Pral.g_00918	Prat.g_00126
OG0000225	Pral.g_00916	Prat.g_00128
OG0000226	Pral.g_00914	Prat.g_00130
OG0000227	Pral.g_00913	Prat.g_00131
OG0000228	Pral.g_00912	Prat.g_00132
OG0000229	Pral.g_00911	Prat.g_00133
OG0000230	Pral.g_00910	Prat.g_00134
OG0000231	Pral.g_00450	Prat.g_00601
OG0000232	Pral.g_00908	Prat.g_00136
OG0000233	Pral.g_00905	Prat.g_00139
OG0000234	Pral.g_00903	Prat.g_00141
OG0000235	Pral.g_00900	Prat.g_00144
OG0000236	Pral.g_00899	Prat.g_00145
OG0000237	Pral.g_00898	Prat.g_00146
OG0000238	Pral.g_00897	Prat.g_00147
OG0000239	Pral.g_00896	Prat.g_00148
OG0000240	Pral.g_00894	Prat.g_00150
OG0000241	Pral.g_00893	Prat.g_00151
OG0000242	Pral.g_00892	Prat.g_00152
OG0000243	Pral.g_00891	Prat.g_00153
OG0000244	Pral.g_00890	Prat.g_00154
OG0000245	Pral.g_00888	Prat.g_00156
OG0000246	Pral.g_00886	Prat.g_00158
OG0000247	Pral.g_00885	Prat.g_00159
OG0000248	Pral.g_00884	Prat.g_00160
OG0000249	Pral.g_00883	Prat.g_00161
OG0000250	Pral.g_00882	Prat.g_00162
OG0000251	Pral.g_00881	Prat.g_00163
OG0000252	Pral.g_00880	Prat.g_00164
OG0000253	Pral.g_00879	Prat.g_00165
OG0000254	Pral.g_00877	Prat.g_00167
OG0000255	Pral.g_00875	Prat.g_00169
OG0000256	Pral.g_00872	Prat.g_00172
OG0000257	Pral.g_00871	Prat.g_00174
OG0000258	Pral.g_00870	Prat.g_00175
OG0000259	Pral.g_00869	Prat.g_00176
OG0000260	Pral.g_00868	Prat.g_00177
OG0000261	Pral.g_00867	Prat.g_00178
OG0000262	Pral.g_00866	Prat.g_00179
OG0000263	Pral.g_00865	Prat.g_00180
OG0000264	Pral.g_00863	Prat.g_00182
OG0000265	Pral.g_00862	Prat.g_00183
OG0000266	Pral.g_00861	Prat.g_00184
OG0000267	Pral.g_00859	Prat.g_00186
OG0000268	Pral.g_00857	Prat.g_00188
OG0000269	Pral.g_00856	Prat.g_00189
OG0000270	Pral.g_00855	Prat.g_00190
OG0000271	Pral.g_00854	Prat.g_00191
OG0000272	Pral.g_00853	Prat.g_00192
OG0000273	Pral.g_00852	Prat.g_00193
OG0000274	Pral.g_00851	Prat.g_00194
OG0000275	Pral.g_00850	Prat.g_00195
OG0000276	Pral.g_00849	Prat.g_00196
OG0000277	Pral.g_00848	Prat.g_00197
OG0000278	Pral.g_00847	Prat.g_00198
OG0000279	Pral.g_00846	Prat.g_00199
OG0000280	Pral.g_00845	Prat.g_00200
OG0000281	Pral.g_00844	Prat.g_00202
OG0000282	Pral.g_00843	Prat.g_00203
OG0000283	Pral.g_00840	Prat.g_00206
OG0000284	Pral.g_00839	Prat.g_00207
OG0000285	Pral.g_00838	Prat.g_00208
OG0000286	Pral.g_00836	Prat.g_00210
OG0000287	Pral.g_00835	Prat.g_00211
OG0000288	Pral.g_00834	Prat.g_00212
OG0000289	Pral.g_00833	Prat.g_00213
OG0000290	Pral.g_00832	Prat.g_00214
OG0000291	Pral.g_00831	Prat.g_00215
OG0000292	Pral.g_00830	Prat.g_00216
OG0000293	Pral.g_00829	Prat.g_00217
OG0000294	Pral.g_00828	Prat.g_00218
OG0000295	Pral.g_00827	Prat.g_00219
OG0000296	Pral.g_00826	Prat.g_00220
OG0000297	Pral.g_00825	Prat.g_00221
OG0000298	Pral.g_00824	Prat.g_00222
OG0000299	Pral.g_00823	Prat.g_00223
OG0000300	Pral.g_00822	Prat.g_00224
OG0000301	Pral.g_00821	Prat.g_00225
OG0000302	Pral.g_00820	Prat.g_00226
OG0000303	Pral.g_00819	Prat.g_00227
OG0000304	Pral.g_00817	Prat.g_00229
OG0000305	Pral.g_00816	Prat.g_00230
OG0000306	Pral.g_00815	Prat.g_00231
OG0000307	Pral.g_00812	Prat.g_00233
OG0000308	Pral.g_00811	Prat.g_00234
OG0000309	Pral.g_00810	Prat.g_00235
OG0000310	Pral.g_00809	Prat.g_00236
OG0000311	Pral.g_00807	Prat.g_00238
OG0000312	Pral.g_00805	Prat.g_00240
OG0000313	Pral.g_00804	Prat.g_00241
OG0000314	Pral.g_00800	Prat.g_00245
OG0000315	Pral.g_00799	Prat.g_00246
OG0000316	Pral.g_00796	Prat.g_00249
OG0000317	Pral.g_00795	Prat.g_00250
OG0000318	Pral.g_00794	Prat.g_00251
OG0000319	Pral.g_00793	Prat.g_00252
OG0000320	Pral.g_00792	Prat.g_00253
OG0000321	Pral.g_00789	Prat.g_00256
OG0000322	Pral.g_00785	Prat.g_00260
OG0000323	Pral.g_00784	Prat.g_00261
OG0000324	Pral.g_00781	Prat.g_00264
OG0000325	Pral.g_00780	Prat.g_00266
OG0000326	Pral.g_00779	Prat.g_00267
OG0000327	Pral.g_00777	Prat.g_00269
OG0000328	Pral.g_00776	Prat.g_00270
OG0000329	Pral.g_00775	Prat.g_00271
OG0000330	Pral.g_00774	Prat.g_00272
OG0000331	Pral.g_00773	Prat.g_00273
OG0000332	Pral.g_00772	Prat.g_00274
OG0000333	Pral.g_00771	Prat.g_00275
OG0000334	Pral.g_00770	Prat.g_00276
OG0000335	Pral.g_00769	Prat.g_00277
OG0000336	Pral.g_00767	Prat.g_00279
OG0000337	Pral.g_00764	Prat.g_00282
OG0000338	Pral.g_00763	Prat.g_00283
OG0000339	Pral.g_00762	Prat.g_00284
OG0000340	Pral.g_00761	Prat.g_00285
OG0000341	Pral.g_00756	Prat.g_00290
OG0000342	Pral.g_00755	Prat.g_00291
OG0000343	Pral.g_00753	Prat.g_00293
OG0000344	Pral.g_00752	Prat.g_00294
OG0000345	Pral.g_00751	Prat.g_00295
OG0000346	Pral.g_00750	Prat.g_00296
OG0000347	Pral.g_00749	Prat.g_00297
OG0000348	Pral.g_00748	Prat.g_00298
OG0000349	Pral.g_00747	Prat.g_00299
OG0000350	Pral.g_00746	Prat.g_00300
OG0000351	Pral.g_00743	Prat.g_00303
OG0000352	Pral.g_00740	Prat.g_00306
OG0000353	Pral.g_00739	Prat.g_00307
OG0000354	Pral.g_00738	Prat.g_00308
OG0000355	Pral.g_00737	Prat.g_00309
OG0000356	Pral.g_00736	Prat.g_00310
OG0000357	Pral.g_00735	Prat.g_00311
OG0000358	Pral.g_00734	Prat.g_00312
OG0000359	Pral.g_00733	Prat.g_00313
OG0000360	Pral.g_00731	Prat.g_00315
OG0000361	Pral.g_00730	Prat.g_00316
OG0000362	Pral.g_00729	Prat.g_00317
OG0000363	Pral.g_00728	Prat.g_00318
OG0000364	Pral.g_00727	Prat.g_00319
OG0000365	Pral.g_00726	Prat.g_00320
OG0000366	Pral.g_00725	Prat.g_00321
OG0000367	Pral.g_00724	Prat.g_00322
OG0000368	Pral.g_00723	Prat.g_00323
OG0000369	Pral.g_00722	Prat.g_00324
OG0000370	Pral.g_00721	Prat.g_00325
OG0000371	Pral.g_00720	Prat.g_00326
OG0000372	Pral.g_00718	Prat.g_00328
OG0000373	Pral.g_00716	Prat.g_00330
OG0000374	Pral.g_00715	Prat.g_00331
OG0000375	Pral.g_00714	Prat.g_00332
OG0000376	Pral.g_00712	Prat.g_00334
OG0000377	Pral.g_00706	Prat.g_00340
OG0000378	Pral.g_00705	Prat.g_00341
OG0000379	Pral.g_00698	Prat.g_00348
OG0000380	Pral.g_00696	Prat.g_00350
OG0000381	Pral.g_00695	Prat.g_00351
OG0000382	Pral.g_00694	Prat.g_00352
OG0000383	Pral.g_00691	Prat.g_00355
OG0000384	Pral.g_00690	Prat.g_00356
OG0000385	Pral.g_00687	Prat.g_00359
OG0000386	Pral.g_00686	Prat.g_00360
OG0000387	Pral.g_00685	Prat.g_00361
OG0000388	Pral.g_00684	Prat.g_00362
OG0000389	Pral.g_00683	Prat.g_00363
OG0000390	Pral.g_00682	Prat.g_00364
OG0000391	Pral.g_00681	Prat.g_00365
OG0000392	Pral.g_00680	Prat.g_00366
OG0000393	Pral.g_00677	Prat.g_00369
OG0000394	Pral.g_00676	Prat.g_00370
OG0000395	Pral.g_00673	Prat.g_00373
OG0000396	Pral.g_01541	Prat.g_00985
OG0000397	Pral.g_01322	Prat.g_01203
OG0000398	Pral.g_01039	Prat.g_01469
OG0000399	Pral.g_01840	Prat.g_00671
OG0000400	Pral.g_00171	Prat.g_01656
OG0000401	Pral.g_00663	Prat.g_00390
OG0000402	Pral.g_00662	Prat.g_00391
OG0000403	Pral.g_00661	Prat.g_00392
OG0000404	Pral.g_00659	Prat.g_00395
OG0000405	Pral.g_00658	Prat.g_00396
OG0000406	Pral.g_00656	Prat.g_00398
OG0000407	Pral.g_00655	Prat.g_00399
OG0000408	Pral.g_00654	Prat.g_00400
OG0000409	Pral.g_00653	Prat.g_00401
OG0000410	Pral.g_00651	Prat.g_00403
OG0000411	Pral.g_00650	Prat.g_00404
OG0000412	Pral.g_00649	Prat.g_00405
OG0000413	Pral.g_00648	Prat.g_00406
OG0000414	Pral.g_00647	Prat.g_00407
OG0000415	Pral.g_00646	Prat.g_00408
OG0000416	Pral.g_00645	Prat.g_00410
OG0000417	Pral.g_00644	Prat.g_00411
OG0000418	Pral.g_00643	Prat.g_00412
OG0000419	Pral.g_00642	Prat.g_00413
OG0000420	Pral.g_00641	Prat.g_00414
OG0000421	Pral.g_00635	Prat.g_00415
OG0000422	Pral.g_00633	Prat.g_00417
OG0000423	Pral.g_00632	Prat.g_00418
OG0000424	Pral.g_00631	Prat.g_00419
OG0000425	Pral.g_00627	Prat.g_00424
OG0000426	Pral.g_00626	Prat.g_00425
OG0000427	Pral.g_00625	Prat.g_00426
OG0000428	Pral.g_00623	Prat.g_00428
OG0000429	Pral.g_00622	Prat.g_00429
OG0000430	Pral.g_00621	Prat.g_00430
OG0000431	Pral.g_00619	Prat.g_00432
OG0000432	Pral.g_00618	Prat.g_00433
OG0000433	Pral.g_00615	Prat.g_00436
OG0000434	Pral.g_00613	Prat.g_00438
OG0000435	Pral.g_00612	Prat.g_00439
OG0000436	Pral.g_00610	Prat.g_00441
OG0000437	Pral.g_00608	Prat.g_00443
OG0000438	Pral.g_00607	Prat.g_00444
OG0000439	Pral.g_00606	Prat.g_00445
OG0000440	Pral.g_00603	Prat.g_00447
OG0000441	Pral.g_00602	Prat.g_00448
OG0000442	Pral.g_00601	Prat.g_00449
OG0000443	Pral.g_00600	Prat.g_00450
OG0000444	Pral.g_00599	Prat.g_00451
OG0000445	Pral.g_00598	Prat.g_00453
OG0000446	Pral.g_00597	Prat.g_00454
OG0000447	Pral.g_00596	Prat.g_00455
OG0000448	Pral.g_00595	Prat.g_00456
OG0000449	Pral.g_00590	Prat.g_00463
OG0000450	Pral.g_00589	Prat.g_00464
OG0000451	Pral.g_00588	Prat.g_00465
OG0000452	Pral.g_00587	Prat.g_00466
OG0000453	Pral.g_00585	Prat.g_00468
OG0000454	Pral.g_00584	Prat.g_00469
OG0000455	Pral.g_00583	Prat.g_00470
OG0000456	Pral.g_00582	Prat.g_00471
OG0000457	Pral.g_00580	Prat.g_00473
OG0000458	Pral.g_00578	Prat.g_00475
OG0000459	Pral.g_00577	Prat.g_00476
OG0000460	Pral.g_00575	Prat.g_00478
OG0000461	Pral.g_00574	Prat.g_00479
OG0000462	Pral.g_00573	Prat.g_00480
OG0000463	Pral.g_00571	Prat.g_00482
OG0000464	Pral.g_00566	Prat.g_00486
OG0000465	Pral.g_00565	Prat.g_00487
OG0000466	Pral.g_00564	Prat.g_00488
OG0000467	Pral.g_00563	Prat.g_00489
OG0000468	Pral.g_00562	Prat.g_00490
OG0000469	Pral.g_00561	Prat.g_00491
OG0000470	Pral.g_00560	Prat.g_00492
OG0000471	Pral.g_00559	Prat.g_00493
OG0000472	Pral.g_00556	Prat.g_00496
OG0000473	Pral.g_00555	Prat.g_00497
OG0000474	Pral.g_00554	Prat.g_00498
OG0000475	Pral.g_00553	Prat.g_00499
OG0000476	Pral.g_00552	Prat.g_00500
OG0000477	Pral.g_00550	Prat.g_00501
OG0000478	Pral.g_00549	Prat.g_00502
OG0000479	Pral.g_00548	Prat.g_00503
OG0000480	Pral.g_00546	Prat.g_00505
OG0000481	Pral.g_00545	Prat.g_00506
OG0000482	Pral.g_00544	Prat.g_00507
OG0000483	Pral.g_00543	Prat.g_00508
OG0000484	Pral.g_00542	Prat.g_00509
OG0000485	Pral.g_00541	Prat.g_00510
OG0000486	Pral.g_00540	Prat.g_00511
OG0000487	Pral.g_00539	Prat.g_00512
OG0000488	Pral.g_00537	Prat.g_00515
OG0000489	Pral.g_00536	Prat.g_00516
OG0000490	Pral.g_00535	Prat.g_00517
OG0000491	Pral.g_00534	Prat.g_00518
OG0000492	Pral.g_00533	Prat.g_00519
OG0000493	Pral.g_00532	Prat.g_00520
OG0000494	Pral.g_00530	Prat.g_00522
OG0000495	Pral.g_00529	Prat.g_00523
OG0000496	Pral.g_00527	Prat.g_00525
OG0000497	Pral.g_00525	Prat.g_00527
OG0000498	Pral.g_00524	Prat.g_00528
OG0000499	Pral.g_00522	Prat.g_00530
OG0000500	Pral.g_00521	Prat.g_00531
OG0000501	Pral.g_00519	Prat.g_00533
OG0000502	Pral.g_00518	Prat.g_00534
OG0000503	Pral.g_00516	Prat.g_00536
OG0000504	Pral.g_00515	Prat.g_00537
OG0000505	Pral.g_00514	Prat.g_00538
OG0000506	Pral.g_00513	Prat.g_00539
OG0000507	Pral.g_00512	Prat.g_00540
OG0000508	Pral.g_00510	Prat.g_00542
OG0000509	Pral.g_00509	Prat.g_00543
OG0000510	Pral.g_00508	Prat.g_00544
OG0000511	Pral.g_00507	Prat.g_00545
OG0000512	Pral.g_00506	Prat.g_00546
OG0000513	Pral.g_00505	Prat.g_00547
OG0000514	Pral.g_00504	Prat.g_00548
OG0000515	Pral.g_00503	Prat.g_00549
OG0000516	Pral.g_00502	Prat.g_00550
OG0000517	Pral.g_00501	Prat.g_00551
OG0000518	Pral.g_00498	Prat.g_00553
OG0000519	Pral.g_00497	Prat.g_00554
OG0000520	Pral.g_00496	Prat.g_00555
OG0000521	Pral.g_00495	Prat.g_00556
OG0000522	Pral.g_00494	Prat.g_00557
OG0000523	Pral.g_00493	Prat.g_00558
OG0000524	Pral.g_00492	Prat.g_00559
OG0000525	Pral.g_00490	Prat.g_00561
OG0000526	Pral.g_00489	Prat.g_00562
OG0000527	Pral.g_00488	Prat.g_00563
OG0000528	Pral.g_00487	Prat.g_00564
OG0000529	Pral.g_00486	Prat.g_00565
OG0000530	Pral.g_00485	Prat.g_00566
OG0000531	Pral.g_00483	Prat.g_00568
OG0000532	Pral.g_00482	Prat.g_00569
OG0000533	Pral.g_00481	Prat.g_00570
OG0000534	Pral.g_00480	Prat.g_00571
OG0000535	Pral.g_00479	Prat.g_00572
OG0000536	Pral.g_00478	Prat.g_00573
OG0000537	Pral.g_00477	Prat.g_00574
OG0000538	Pral.g_00476	Prat.g_00575
OG0000539	Pral.g_00475	Prat.g_00576
OG0000540	Pral.g_00474	Prat.g_00577
OG0000541	Pral.g_00472	Prat.g_00579
OG0000542	Pral.g_00471	Prat.g_00580
OG0000543	Pral.g_00470	Prat.g_00581
OG0000544	Pral.g_00469	Prat.g_00582
OG0000545	Pral.g_00466	Prat.g_00584
OG0000546	Pral.g_00465	Prat.g_00585
OG0000547	Pral.g_00464	Prat.g_00587
OG0000548	Pral.g_00462	Prat.g_00589
OG0000549	Pral.g_00461	Prat.g_00590
OG0000550	Pral.g_00460	Prat.g_00591
OG0000551	Pral.g_00459	Prat.g_00592
OG0000552	Pral.g_00458	Prat.g_00593
OG0000553	Pral.g_01430	Prat.g_01097
OG0000554	Pral.g_01432	Prat.g_01095
OG0000555	Pral.g_01433	Prat.g_01094
OG0000556	Pral.g_01434	Prat.g_01093
OG0000557	Pral.g_01435	Prat.g_01091
OG0000558	Pral.g_01436	Prat.g_01090
OG0000559	Pral.g_01437	Prat.g_01089
OG0000560	Pral.g_01439	Prat.g_01087
OG0000561	Pral.g_01440	Prat.g_01086
OG0000562	Pral.g_01441	Prat.g_01084
OG0000563	Pral.g_01442	Prat.g_01083
OG0000564	Pral.g_01443	Prat.g_01082
OG0000565	Pral.g_01444	Prat.g_01081
OG0000566	Pral.g_01445	Prat.g_01080
OG0000567	Pral.g_01446	Prat.g_01079
OG0000568	Pral.g_01447	Prat.g_01078
OG0000569	Pral.g_01448	Prat.g_01077
OG0000570	Pral.g_01449	Prat.g_01076
OG0000571	Pral.g_01450	Prat.g_01075
OG0000572	Pral.g_01451	Prat.g_01074
OG0000573	Pral.g_01454	Prat.g_01071
