Orthogroup	Pral	Prab
OG0000042	Pral.g_01729	Prab.g_00723
OG0000043	Pral.g_01665	Prab.g_00825
OG0000044	Pral.g_01367, Pral.g_00639	Prab.g_01219
OG0000045	Pral.g_01202	Prab.g_01393
OG0000046	Pral.g_00099	Prab.g_01662
OG0000047	Pral.g_00305	Prab.g_01857
OG0000048	Pral.g_00313	Prab.g_01864
OG0000050	Pral.g_01012	Prab.g_00031, Prab.g_01629
OG0000051	Pral.g_00887	Prab.g_00148
OG0000052	Pral.g_01859	Prab.g_00359
OG0000053	Pral.g_00551	Prab.g_00543
OG0000054	Pral.g_00043	Prab.g_00803
OG0000055	Pral.g_01511	Prab.g_00862
OG0000056	Pral.g_00019	Prab.g_01171, Prab.g_01634
OG0000057	Pral.g_00803	Prab.g_00228
OG0000058	Pral.g_00617	Prab.g_00479
OG0000059	Pral.g_01740	Prab.g_00703
OG0000060	Pral.g_00445	Prab.g_01297
OG0000062	Pral.g_00056, Pral.g_00078	Prab.g_01186
OG0000063	Pral.g_01396, Pral.g_01398, Pral.g_01397	Prab.g_00717
OG0000065	Pral.g_01281	Prab.g_01637, Prab.g_01326
OG0000066	Pral.g_00702	Prab.g_01447
OG0000067	Pral.g_00064	Prab.g_00799
OG0000068	Pral.g_00243	Prab.g_01802
OG0000071	Pral.g_00421	Prab.g_00011
OG0000072	Pral.g_00717	Prab.g_00310
OG0000073	Pral.g_01471	Prab.g_00674
OG0000074	Pral.g_01750	Prab.g_00696
OG0000075	Pral.g_01495	Prab.g_00847
OG0000076	Pral.g_01561	Prab.g_00929, Prab.g_01299
OG0000078	Pral.g_01201	Prab.g_01394
OG0000079	Pral.g_01073	Prab.g_01544
OG0000080	Pral.g_00065	Prab.g_01290, Prab.g_00922
OG0000081	Pral.g_00277	Prab.g_01832
OG0000082	Pral.g_00370	Prab.g_01920
OG0000083	Pral.g_00413	Prab.g_00003
OG0000084	Pral.g_00416	Prab.g_00006
OG0000085	Pral.g_01021	Prab.g_00023
OG0000086	Pral.g_01886	Prab.g_00038
OG0000087	Pral.g_00993	Prab.g_00048
OG0000088	Pral.g_00932	Prab.g_00104
OG0000089	Pral.g_00923	Prab.g_00112
OG0000090	Pral.g_00906	Prab.g_00129
OG0000091	Pral.g_00874	Prab.g_00160
OG0000092	Pral.g_00873	Prab.g_00161
OG0000093	Pral.g_00860	Prab.g_00175
OG0000094	Pral.g_00842	Prab.g_00193
OG0000095	Pral.g_00837	Prab.g_00198
OG0000096	Pral.g_00788	Prab.g_00241
OG0000097	Pral.g_00765	Prab.g_00262
OG0000099	Pral.g_00744	Prab.g_00282
OG0000100	Pral.g_00741	Prab.g_00285
OG0000101	Pral.g_00674	Prab.g_00344
OG0000102	Pral.g_01034	Prab.g_00371
OG0000103	Pral.g_00616	Prab.g_00480
OG0000104	Pral.g_00611	Prab.g_00484
OG0000105	Pral.g_00591	Prab.g_00503
OG0000106	Pral.g_00558	Prab.g_00536
OG0000107	Pral.g_00557	Prab.g_00537
OG0000108	Pral.g_00547	Prab.g_00547
OG0000109	Pral.g_00538	Prab.g_00556
OG0000110	Pral.g_00520	Prab.g_00573
OG0000111	Pral.g_01452	Prab.g_00656
OG0000112	Pral.g_01453	Prab.g_00657
OG0000113	Pral.g_01705	Prab.g_00745
OG0000114	Pral.g_01486	Prab.g_00838
OG0000115	Pral.g_01627	Prab.g_01010
OG0000116	Pral.g_01623	Prab.g_01006
OG0000117	Pral.g_01564	Prab.g_00932
OG0000118	Pral.g_01316	Prab.g_01144
OG0000119	Pral.g_00075	Prab.g_01189
OG0000120	Pral.g_01187, Pral.g_01373	Prab.g_01225
OG0000121	Pral.g_01400	Prab.g_01244
OG0000122	Pral.g_01420	Prab.g_01263
OG0000123	Pral.g_00455	Prab.g_01276
OG0000124	Pral.g_01064	Prab.g_01284
OG0000125	Pral.g_01269	Prab.g_01338
OG0000126	Pral.g_01222	Prab.g_01360
OG0000127	Pral.g_01179	Prab.g_01453
OG0000128	Pral.g_01160	Prab.g_01467
OG0000129	Pral.g_01123	Prab.g_01503
OG0000130	Pral.g_00104	Prab.g_01667
OG0000131	Pral.g_00143	Prab.g_01705
OG0000132	Pral.g_00146	Prab.g_01708
OG0000133	Pral.g_00201	Prab.g_01761
OG0000134	Pral.g_00237	Prab.g_01797
OG0000135	Pral.g_00239	Prab.g_01799
OG0000136	Pral.g_00289	Prab.g_01842
OG0000137	Pral.g_00323	Prab.g_01874
OG0000138	Pral.g_00358	Prab.g_01910
OG0000139	Pral.g_00390	Prab.g_01937
OG0000140	Pral.g_00411	Prab.g_00001
OG0000141	Pral.g_00412	Prab.g_00002
OG0000142	Pral.g_00414	Prab.g_00004
OG0000143	Pral.g_00415	Prab.g_00005
OG0000144	Pral.g_00417	Prab.g_00007
OG0000145	Pral.g_00418	Prab.g_00008
OG0000146	Pral.g_00419	Prab.g_00009
OG0000147	Pral.g_00420	Prab.g_00010
OG0000148	Pral.g_00422	Prab.g_00012
OG0000149	Pral.g_01030	Prab.g_00014
OG0000150	Pral.g_01029	Prab.g_00015
OG0000151	Pral.g_01028	Prab.g_00016
OG0000152	Pral.g_01027	Prab.g_00017
OG0000153	Pral.g_01026	Prab.g_00018
OG0000154	Pral.g_01025	Prab.g_00019
OG0000155	Pral.g_01024	Prab.g_00020
OG0000156	Pral.g_01023	Prab.g_00021
OG0000157	Pral.g_01022	Prab.g_00022
OG0000158	Pral.g_01020	Prab.g_00024
OG0000159	Pral.g_01019	Prab.g_00025
OG0000160	Pral.g_01018	Prab.g_00026
OG0000161	Pral.g_01017	Prab.g_00027
OG0000162	Pral.g_01016	Prab.g_00028
OG0000163	Pral.g_01014	Prab.g_00029
OG0000164	Pral.g_01011	Prab.g_00032
OG0000165	Pral.g_01009	Prab.g_00035
OG0000166	Pral.g_01008	Prab.g_00036
OG0000167	Pral.g_01007	Prab.g_00037
OG0000168	Pral.g_01005	Prab.g_00039
OG0000169	Pral.g_01003	Prab.g_00041
OG0000170	Pral.g_01001	Prab.g_00042
OG0000171	Pral.g_01000	Prab.g_00043
OG0000172	Pral.g_00999	Prab.g_00044
OG0000173	Pral.g_00996	Prab.g_00045
OG0000174	Pral.g_00995	Prab.g_00046
OG0000175	Pral.g_00994	Prab.g_00047
OG0000176	Pral.g_00992	Prab.g_00049
OG0000177	Pral.g_00991	Prab.g_00050
OG0000178	Pral.g_00990	Prab.g_00051
OG0000179	Pral.g_00984	Prab.g_00056
OG0000180	Pral.g_00983	Prab.g_00057
OG0000181	Pral.g_00982	Prab.g_00058
OG0000182	Pral.g_00978	Prab.g_00061
OG0000183	Pral.g_00977	Prab.g_00062
OG0000184	Pral.g_00974	Prab.g_00065
OG0000185	Pral.g_00970	Prab.g_00069
OG0000186	Pral.g_00969	Prab.g_00070
OG0000187	Pral.g_00048	Prab.g_00071
OG0000188	Pral.g_00968	Prab.g_00072
OG0000189	Pral.g_00966	Prab.g_00073
OG0000190	Pral.g_00965	Prab.g_00074
OG0000191	Pral.g_00964	Prab.g_00075
OG0000192	Pral.g_00963	Prab.g_00076
OG0000193	Pral.g_00962	Prab.g_00077
OG0000194	Pral.g_00961	Prab.g_00078
OG0000195	Pral.g_00959	Prab.g_00080
OG0000196	Pral.g_00958	Prab.g_00081
OG0000197	Pral.g_00957	Prab.g_00082
OG0000198	Pral.g_00956	Prab.g_00083
OG0000199	Pral.g_00953	Prab.g_00085
OG0000200	Pral.g_00952	Prab.g_00086
OG0000201	Pral.g_00951	Prab.g_00087
OG0000202	Pral.g_00950	Prab.g_00088
OG0000203	Pral.g_00949	Prab.g_00089
OG0000204	Pral.g_00948	Prab.g_00090
OG0000205	Pral.g_00946	Prab.g_00091
OG0000206	Pral.g_00945	Prab.g_00092
OG0000207	Pral.g_00944	Prab.g_00093
OG0000208	Pral.g_00943	Prab.g_00094
OG0000209	Pral.g_00942	Prab.g_00095
OG0000210	Pral.g_00941	Prab.g_00097
OG0000211	Pral.g_00940	Prab.g_00098
OG0000212	Pral.g_00939	Prab.g_00099
OG0000213	Pral.g_00938	Prab.g_00100
OG0000214	Pral.g_00934	Prab.g_00102
OG0000215	Pral.g_00933	Prab.g_00103
OG0000216	Pral.g_00931	Prab.g_00105
OG0000217	Pral.g_00930	Prab.g_00106
OG0000218	Pral.g_00929	Prab.g_00107
OG0000219	Pral.g_00928	Prab.g_00108
OG0000220	Pral.g_00925	Prab.g_00111
OG0000221	Pral.g_00922	Prab.g_00113
OG0000222	Pral.g_00921	Prab.g_00114
OG0000223	Pral.g_00920	Prab.g_00115
OG0000224	Pral.g_00918	Prab.g_00117
OG0000225	Pral.g_00916	Prab.g_00119
OG0000226	Pral.g_00914	Prab.g_00120
OG0000227	Pral.g_00913	Prab.g_00121
OG0000228	Pral.g_00912	Prab.g_00122
OG0000229	Pral.g_00911	Prab.g_00123
OG0000230	Pral.g_00910	Prab.g_00124
OG0000231	Pral.g_00450	Prab.g_00126
OG0000232	Pral.g_00908	Prab.g_00127
OG0000233	Pral.g_00905	Prab.g_00130
OG0000234	Pral.g_00903	Prab.g_00132
OG0000235	Pral.g_00900	Prab.g_00136
OG0000236	Pral.g_00899	Prab.g_00137
OG0000237	Pral.g_00898	Prab.g_00138
OG0000238	Pral.g_00897	Prab.g_00139
OG0000239	Pral.g_00896	Prab.g_00140
OG0000240	Pral.g_00894	Prab.g_00142
OG0000241	Pral.g_00893	Prab.g_00143
OG0000242	Pral.g_00892	Prab.g_00144
OG0000243	Pral.g_00891	Prab.g_00145
OG0000244	Pral.g_00890	Prab.g_00146
OG0000245	Pral.g_00888	Prab.g_00147
OG0000246	Pral.g_00886	Prab.g_00149
OG0000247	Pral.g_00885	Prab.g_00150
OG0000248	Pral.g_00884	Prab.g_00151
OG0000249	Pral.g_00883	Prab.g_00152
OG0000250	Pral.g_00882	Prab.g_00153
OG0000251	Pral.g_00881	Prab.g_00154
OG0000252	Pral.g_00880	Prab.g_00155
OG0000253	Pral.g_00879	Prab.g_00156
OG0000254	Pral.g_00877	Prab.g_00158
OG0000255	Pral.g_00875	Prab.g_00159
OG0000256	Pral.g_00872	Prab.g_00162
OG0000257	Pral.g_00871	Prab.g_00164
OG0000258	Pral.g_00870	Prab.g_00165
OG0000259	Pral.g_00869	Prab.g_00166
OG0000260	Pral.g_00868	Prab.g_00167
OG0000261	Pral.g_00867	Prab.g_00168
OG0000262	Pral.g_00866	Prab.g_00169
OG0000263	Pral.g_00865	Prab.g_00170
OG0000264	Pral.g_00863	Prab.g_00172
OG0000265	Pral.g_00862	Prab.g_00173
OG0000266	Pral.g_00861	Prab.g_00174
OG0000267	Pral.g_00859	Prab.g_00176
OG0000268	Pral.g_00857	Prab.g_00177
OG0000269	Pral.g_00856	Prab.g_00178
OG0000270	Pral.g_00855	Prab.g_00179
OG0000271	Pral.g_00854	Prab.g_00180
OG0000272	Pral.g_00853	Prab.g_00181
OG0000273	Pral.g_00852	Prab.g_00182
OG0000274	Pral.g_00851	Prab.g_00183
OG0000275	Pral.g_00850	Prab.g_00184
OG0000276	Pral.g_00849	Prab.g_00185
OG0000277	Pral.g_00848	Prab.g_00186
OG0000278	Pral.g_00847	Prab.g_00187
OG0000279	Pral.g_00846	Prab.g_00188
OG0000280	Pral.g_00845	Prab.g_00189
OG0000281	Pral.g_00844	Prab.g_00191
OG0000282	Pral.g_00843	Prab.g_00192
OG0000283	Pral.g_00840	Prab.g_00195
OG0000284	Pral.g_00839	Prab.g_00196
OG0000285	Pral.g_00838	Prab.g_00197
OG0000286	Pral.g_00836	Prab.g_00199
OG0000287	Pral.g_00835	Prab.g_00200
OG0000288	Pral.g_00834	Prab.g_00201
OG0000289	Pral.g_00833	Prab.g_00202
OG0000290	Pral.g_00832	Prab.g_00203
OG0000291	Pral.g_00831	Prab.g_00204
OG0000292	Pral.g_00830	Prab.g_00205
OG0000293	Pral.g_00829	Prab.g_00206
OG0000294	Pral.g_00828	Prab.g_00207
OG0000295	Pral.g_00827	Prab.g_00208
OG0000296	Pral.g_00826	Prab.g_00209
OG0000297	Pral.g_00825	Prab.g_00210
OG0000298	Pral.g_00824	Prab.g_00211
OG0000299	Pral.g_00823	Prab.g_00212
OG0000300	Pral.g_00822	Prab.g_00213
OG0000301	Pral.g_00821	Prab.g_00214
OG0000302	Pral.g_00820	Prab.g_00215
OG0000303	Pral.g_00819	Prab.g_00216
OG0000304	Pral.g_00817	Prab.g_00217
OG0000305	Pral.g_00816	Prab.g_00218
OG0000306	Pral.g_00815	Prab.g_00219
OG0000307	Pral.g_00812	Prab.g_00220
OG0000308	Pral.g_00811	Prab.g_00221
OG0000309	Pral.g_00810	Prab.g_00222
OG0000310	Pral.g_00809	Prab.g_00223
OG0000311	Pral.g_00807	Prab.g_00224
OG0000312	Pral.g_00805	Prab.g_00226
OG0000313	Pral.g_00804	Prab.g_00227
OG0000314	Pral.g_00800	Prab.g_00229
OG0000315	Pral.g_00799	Prab.g_00230
OG0000316	Pral.g_00796	Prab.g_00232
OG0000317	Pral.g_00795	Prab.g_00234
OG0000318	Pral.g_00794	Prab.g_00235
OG0000319	Pral.g_00793	Prab.g_00236
OG0000320	Pral.g_00792	Prab.g_00237
OG0000321	Pral.g_00789	Prab.g_00240
OG0000322	Pral.g_00785	Prab.g_00243
OG0000323	Pral.g_00784	Prab.g_00244
OG0000324	Pral.g_00781	Prab.g_00247
OG0000325	Pral.g_00780	Prab.g_00248
OG0000326	Pral.g_00779	Prab.g_00249
OG0000327	Pral.g_00777	Prab.g_00251
OG0000328	Pral.g_00776	Prab.g_00252
OG0000329	Pral.g_00775	Prab.g_00253
OG0000330	Pral.g_00774	Prab.g_00254
OG0000331	Pral.g_00773	Prab.g_00255
OG0000332	Pral.g_00772	Prab.g_00256
OG0000333	Pral.g_00771	Prab.g_00257
OG0000334	Pral.g_00770	Prab.g_00258
OG0000335	Pral.g_00769	Prab.g_00259
OG0000336	Pral.g_00767	Prab.g_00260
OG0000337	Pral.g_00764	Prab.g_00263
OG0000338	Pral.g_00763	Prab.g_00264
OG0000339	Pral.g_00762	Prab.g_00265
OG0000340	Pral.g_00761	Prab.g_00266
OG0000341	Pral.g_00756	Prab.g_00270
OG0000342	Pral.g_00755	Prab.g_00271
OG0000343	Pral.g_00753	Prab.g_00273
OG0000344	Pral.g_00752	Prab.g_00274
OG0000345	Pral.g_00751	Prab.g_00275
OG0000346	Pral.g_00750	Prab.g_00276
OG0000347	Pral.g_00749	Prab.g_00277
OG0000348	Pral.g_00748	Prab.g_00278
OG0000349	Pral.g_00747	Prab.g_00279
OG0000350	Pral.g_00746	Prab.g_00280
OG0000351	Pral.g_00743	Prab.g_00283
OG0000352	Pral.g_00740	Prab.g_00286
OG0000353	Pral.g_00739	Prab.g_00287
OG0000354	Pral.g_00738	Prab.g_00288
OG0000355	Pral.g_00737	Prab.g_00289
OG0000356	Pral.g_00736	Prab.g_00290
OG0000357	Pral.g_00735	Prab.g_00291
OG0000358	Pral.g_00734	Prab.g_00292
OG0000359	Pral.g_00733	Prab.g_00293
OG0000360	Pral.g_00731	Prab.g_00296
OG0000361	Pral.g_00730	Prab.g_00297
OG0000362	Pral.g_00729	Prab.g_00298
OG0000363	Pral.g_00728	Prab.g_00299
OG0000364	Pral.g_00727	Prab.g_00300
OG0000365	Pral.g_00726	Prab.g_00301
OG0000366	Pral.g_00725	Prab.g_00302
OG0000367	Pral.g_00724	Prab.g_00303
OG0000368	Pral.g_00723	Prab.g_00304
OG0000369	Pral.g_00722	Prab.g_00305
OG0000370	Pral.g_00721	Prab.g_00306
OG0000371	Pral.g_00720	Prab.g_00307
OG0000372	Pral.g_00718	Prab.g_00309
OG0000373	Pral.g_00716	Prab.g_00311
OG0000374	Pral.g_00715	Prab.g_00312
OG0000375	Pral.g_00714	Prab.g_00313
OG0000376	Pral.g_00712	Prab.g_00315
OG0000377	Pral.g_00706	Prab.g_00316
OG0000378	Pral.g_00705	Prab.g_00317
OG0000379	Pral.g_00698	Prab.g_00322
OG0000380	Pral.g_00696	Prab.g_00323
OG0000381	Pral.g_00695	Prab.g_00324
OG0000382	Pral.g_00694	Prab.g_00325
OG0000383	Pral.g_00691	Prab.g_00328
OG0000384	Pral.g_00690	Prab.g_00329
OG0000385	Pral.g_00687	Prab.g_00332
OG0000386	Pral.g_00686	Prab.g_00333
OG0000387	Pral.g_00685	Prab.g_00334
OG0000388	Pral.g_00684	Prab.g_00335
OG0000389	Pral.g_00683	Prab.g_00336
OG0000390	Pral.g_00682	Prab.g_00337
OG0000391	Pral.g_00681	Prab.g_00338
OG0000392	Pral.g_00680	Prab.g_00339
OG0000393	Pral.g_00677	Prab.g_00342
OG0000394	Pral.g_00676	Prab.g_00343
OG0000395	Pral.g_00673	Prab.g_00345
OG0000396	Pral.g_01541	Prab.g_00347
OG0000397	Pral.g_01322	Prab.g_00360
OG0000398	Pral.g_01039	Prab.g_00367
OG0000399	Pral.g_01840	Prab.g_00368
OG0000400	Pral.g_00171	Prab.g_00375
OG0000401	Pral.g_00663	Prab.g_00434
OG0000402	Pral.g_00662	Prab.g_00435
OG0000403	Pral.g_00661	Prab.g_00436
OG0000404	Pral.g_00659	Prab.g_00438
OG0000405	Pral.g_00658	Prab.g_00439
OG0000406	Pral.g_00656	Prab.g_00441
OG0000407	Pral.g_00655	Prab.g_00442
OG0000408	Pral.g_00654	Prab.g_00443
OG0000409	Pral.g_00653	Prab.g_00444
OG0000410	Pral.g_00651	Prab.g_00445
OG0000411	Pral.g_00650	Prab.g_00446
OG0000412	Pral.g_00649	Prab.g_00447
OG0000413	Pral.g_00648	Prab.g_00448
OG0000414	Pral.g_00647	Prab.g_00449
OG0000415	Pral.g_00646	Prab.g_00450
OG0000416	Pral.g_00645	Prab.g_00454
OG0000417	Pral.g_00644	Prab.g_00455
OG0000418	Pral.g_00643	Prab.g_00456
OG0000419	Pral.g_00642	Prab.g_00457
OG0000420	Pral.g_00641	Prab.g_00458
OG0000421	Pral.g_00635	Prab.g_00459
OG0000422	Pral.g_00633	Prab.g_00460
OG0000423	Pral.g_00632	Prab.g_00461
OG0000424	Pral.g_00631	Prab.g_00463
OG0000425	Pral.g_00627	Prab.g_00466
OG0000426	Pral.g_00626	Prab.g_00467
OG0000427	Pral.g_00625	Prab.g_00468
OG0000428	Pral.g_00623	Prab.g_00469
OG0000429	Pral.g_00622	Prab.g_00470
OG0000430	Pral.g_00621	Prab.g_00475
OG0000431	Pral.g_00619	Prab.g_00477
OG0000432	Pral.g_00618	Prab.g_00478
OG0000433	Pral.g_00615	Prab.g_00481
OG0000434	Pral.g_00613	Prab.g_00482
OG0000435	Pral.g_00612	Prab.g_00483
OG0000436	Pral.g_00610	Prab.g_00485
OG0000437	Pral.g_00608	Prab.g_00487
OG0000438	Pral.g_00607	Prab.g_00488
OG0000439	Pral.g_00606	Prab.g_00489
OG0000440	Pral.g_00603	Prab.g_00491
OG0000441	Pral.g_00602	Prab.g_00492
OG0000442	Pral.g_00601	Prab.g_00493
OG0000443	Pral.g_00600	Prab.g_00494
OG0000444	Pral.g_00599	Prab.g_00495
OG0000445	Pral.g_00598	Prab.g_00496
OG0000446	Pral.g_00597	Prab.g_00497
OG0000447	Pral.g_00596	Prab.g_00498
OG0000448	Pral.g_00595	Prab.g_00499
OG0000449	Pral.g_00590	Prab.g_00504
OG0000450	Pral.g_00589	Prab.g_00505
OG0000451	Pral.g_00588	Prab.g_00506
OG0000452	Pral.g_00587	Prab.g_00507
OG0000453	Pral.g_00585	Prab.g_00509
OG0000454	Pral.g_00584	Prab.g_00510
OG0000455	Pral.g_00583	Prab.g_00511
OG0000456	Pral.g_00582	Prab.g_00512
OG0000457	Pral.g_00580	Prab.g_00514
OG0000458	Pral.g_00578	Prab.g_00516
OG0000459	Pral.g_00577	Prab.g_00517
OG0000460	Pral.g_00575	Prab.g_00519
OG0000461	Pral.g_00574	Prab.g_00520
OG0000462	Pral.g_00573	Prab.g_00521
OG0000463	Pral.g_00571	Prab.g_00522
OG0000464	Pral.g_00566	Prab.g_00527
OG0000465	Pral.g_00565	Prab.g_00529
OG0000466	Pral.g_00564	Prab.g_00530
OG0000467	Pral.g_00563	Prab.g_00531
OG0000468	Pral.g_00562	Prab.g_00532
OG0000469	Pral.g_00561	Prab.g_00533
OG0000470	Pral.g_00560	Prab.g_00534
OG0000471	Pral.g_00559	Prab.g_00535
OG0000472	Pral.g_00556	Prab.g_00538
OG0000473	Pral.g_00555	Prab.g_00539
OG0000474	Pral.g_00554	Prab.g_00540
OG0000475	Pral.g_00553	Prab.g_00541
OG0000476	Pral.g_00552	Prab.g_00542
OG0000477	Pral.g_00550	Prab.g_00544
OG0000478	Pral.g_00549	Prab.g_00545
OG0000479	Pral.g_00548	Prab.g_00546
OG0000480	Pral.g_00546	Prab.g_00548
OG0000481	Pral.g_00545	Prab.g_00549
OG0000482	Pral.g_00544	Prab.g_00550
OG0000483	Pral.g_00543	Prab.g_00551
OG0000484	Pral.g_00542	Prab.g_00552
OG0000485	Pral.g_00541	Prab.g_00553
OG0000486	Pral.g_00540	Prab.g_00554
OG0000487	Pral.g_00539	Prab.g_00555
OG0000488	Pral.g_00537	Prab.g_00557
OG0000489	Pral.g_00536	Prab.g_00558
OG0000490	Pral.g_00535	Prab.g_00559
OG0000491	Pral.g_00534	Prab.g_00560
OG0000492	Pral.g_00533	Prab.g_00561
OG0000493	Pral.g_00532	Prab.g_00562
OG0000494	Pral.g_00530	Prab.g_00564
OG0000495	Pral.g_00529	Prab.g_00565
OG0000496	Pral.g_00527	Prab.g_00566
OG0000497	Pral.g_00525	Prab.g_00568
OG0000498	Pral.g_00524	Prab.g_00569
OG0000499	Pral.g_00522	Prab.g_00571
OG0000500	Pral.g_00521	Prab.g_00572
OG0000501	Pral.g_00519	Prab.g_00574
OG0000502	Pral.g_00518	Prab.g_00575
OG0000503	Pral.g_00516	Prab.g_00576
OG0000504	Pral.g_00515	Prab.g_00577
OG0000505	Pral.g_00514	Prab.g_00578
OG0000506	Pral.g_00513	Prab.g_00579
OG0000507	Pral.g_00512	Prab.g_00580
OG0000508	Pral.g_00510	Prab.g_00582
OG0000509	Pral.g_00509	Prab.g_00583
OG0000510	Pral.g_00508	Prab.g_00584
OG0000511	Pral.g_00507	Prab.g_00585
OG0000512	Pral.g_00506	Prab.g_00586
OG0000513	Pral.g_00505	Prab.g_00587
OG0000514	Pral.g_00504	Prab.g_00588
OG0000515	Pral.g_00503	Prab.g_00590
OG0000516	Pral.g_00502	Prab.g_00591
OG0000517	Pral.g_00501	Prab.g_00592
OG0000518	Pral.g_00498	Prab.g_00595
OG0000519	Pral.g_00497	Prab.g_00596
OG0000520	Pral.g_00496	Prab.g_00597
OG0000521	Pral.g_00495	Prab.g_00598
OG0000522	Pral.g_00494	Prab.g_00599
OG0000523	Pral.g_00493	Prab.g_00600
OG0000524	Pral.g_00492	Prab.g_00601
OG0000525	Pral.g_00490	Prab.g_00603
OG0000526	Pral.g_00489	Prab.g_00604
OG0000527	Pral.g_00488	Prab.g_00605
OG0000528	Pral.g_00487	Prab.g_00606
OG0000529	Pral.g_00486	Prab.g_00607
OG0000530	Pral.g_00485	Prab.g_00608
OG0000531	Pral.g_00483	Prab.g_00609
OG0000532	Pral.g_00482	Prab.g_00610
OG0000533	Pral.g_00481	Prab.g_00611
OG0000534	Pral.g_00480	Prab.g_00612
OG0000535	Pral.g_00479	Prab.g_00613
OG0000536	Pral.g_00478	Prab.g_00614
OG0000537	Pral.g_00477	Prab.g_00615
OG0000538	Pral.g_00476	Prab.g_00616
OG0000539	Pral.g_00475	Prab.g_00617
OG0000540	Pral.g_00474	Prab.g_00618
OG0000541	Pral.g_00472	Prab.g_00619
OG0000542	Pral.g_00471	Prab.g_00620
OG0000543	Pral.g_00470	Prab.g_00621
OG0000544	Pral.g_00469	Prab.g_00622
OG0000545	Pral.g_00466	Prab.g_00625
OG0000546	Pral.g_00465	Prab.g_00626
OG0000547	Pral.g_00464	Prab.g_00629
OG0000548	Pral.g_00462	Prab.g_00630
OG0000549	Pral.g_00461	Prab.g_00631
OG0000550	Pral.g_00460	Prab.g_00632
OG0000551	Pral.g_00459	Prab.g_00633
OG0000552	Pral.g_00458	Prab.g_00634
OG0000553	Pral.g_01430	Prab.g_00635
OG0000554	Pral.g_01432	Prab.g_00636
OG0000555	Pral.g_01433	Prab.g_00637
OG0000556	Pral.g_01434	Prab.g_00638
OG0000557	Pral.g_01435	Prab.g_00639
OG0000558	Pral.g_01436	Prab.g_00640
OG0000559	Pral.g_01437	Prab.g_00641
OG0000560	Pral.g_01439	Prab.g_00643
OG0000561	Pral.g_01440	Prab.g_00644
OG0000562	Pral.g_01441	Prab.g_00645
OG0000563	Pral.g_01442	Prab.g_00646
OG0000564	Pral.g_01443	Prab.g_00647
OG0000565	Pral.g_01444	Prab.g_00648
OG0000566	Pral.g_01445	Prab.g_00649
OG0000567	Pral.g_01446	Prab.g_00650
OG0000568	Pral.g_01447	Prab.g_00651
OG0000569	Pral.g_01448	Prab.g_00652
OG0000570	Pral.g_01449	Prab.g_00653
OG0000571	Pral.g_01450	Prab.g_00654
OG0000572	Pral.g_01451	Prab.g_00655
OG0000573	Pral.g_01454	Prab.g_00658
OG0000574	Pral.g_01455	Prab.g_00659
OG0000575	Pral.g_01456	Prab.g_00660
OG0000576	Pral.g_01457	Prab.g_00661
OG0000577	Pral.g_01458	Prab.g_00662
OG0000578	Pral.g_01459	Prab.g_00663
OG0000579	Pral.g_01460	Prab.g_00664
OG0000580	Pral.g_01461	Prab.g_00665
OG0000581	Pral.g_01462	Prab.g_00666
OG0000582	Pral.g_01463	Prab.g_00667
OG0000583	Pral.g_01464	Prab.g_00668
OG0000584	Pral.g_01466	Prab.g_00669
