Orthogroup	Pral	Prag
OG0000123	Pral.g_00455	Prag.g_01210
OG0000124	Pral.g_01064	Prag.g_01219
OG0000125	Pral.g_01269	Prag.g_01367
OG0000126	Pral.g_01222	Prag.g_01389
OG0000127	Pral.g_01179	Prag.g_01475
OG0000128	Pral.g_01160	Prag.g_01491
OG0000129	Pral.g_01123	Prag.g_01527
OG0000130	Pral.g_00104	Prag.g_01667
OG0000131	Pral.g_00143	Prag.g_01705
OG0000132	Pral.g_00146	Prag.g_01708
OG0000133	Pral.g_00201	Prag.g_01763
OG0000134	Pral.g_00237	Prag.g_01799
OG0000135	Pral.g_00239	Prag.g_01801
OG0000136	Pral.g_00289	Prag.g_01845
OG0000137	Pral.g_00323	Prag.g_01878
OG0000138	Pral.g_00358	Prag.g_01913
OG0000139	Pral.g_00390	Prag.g_01940
OG0000140	Pral.g_00411	Prag.g_00001
OG0000141	Pral.g_00412	Prag.g_00002
OG0000142	Pral.g_00414	Prag.g_00004
OG0000143	Pral.g_00415	Prag.g_00005
OG0000144	Pral.g_00417	Prag.g_00007
OG0000145	Pral.g_00418	Prag.g_00008
OG0000146	Pral.g_00419	Prag.g_00009
OG0000147	Pral.g_00420	Prag.g_00010
OG0000148	Pral.g_00422	Prag.g_00012
OG0000149	Pral.g_01030	Prag.g_00014
OG0000150	Pral.g_01029	Prag.g_00015
OG0000151	Pral.g_01028	Prag.g_00016
OG0000152	Pral.g_01027	Prag.g_00017
OG0000153	Pral.g_01026	Prag.g_00018
OG0000154	Pral.g_01025	Prag.g_00019
OG0000155	Pral.g_01024	Prag.g_00020
OG0000156	Pral.g_01023	Prag.g_00021
OG0000157	Pral.g_01022	Prag.g_00022
OG0000158	Pral.g_01020	Prag.g_00024
OG0000159	Pral.g_01019	Prag.g_00025
OG0000160	Pral.g_01018	Prag.g_00026
OG0000161	Pral.g_01017	Prag.g_00027
OG0000162	Pral.g_01016	Prag.g_00028
OG0000163	Pral.g_01014	Prag.g_00029
OG0000164	Pral.g_01011	Prag.g_00032
OG0000165	Pral.g_01009	Prag.g_00035
OG0000166	Pral.g_01008	Prag.g_00036
OG0000167	Pral.g_01007	Prag.g_00037
OG0000168	Pral.g_01005	Prag.g_00040
OG0000169	Pral.g_01003	Prag.g_00042
OG0000170	Pral.g_01001	Prag.g_00043
OG0000171	Pral.g_01000	Prag.g_00044
OG0000172	Pral.g_00999	Prag.g_00045
OG0000173	Pral.g_00996	Prag.g_00046
OG0000174	Pral.g_00995	Prag.g_00047
OG0000175	Pral.g_00994	Prag.g_00048
OG0000176	Pral.g_00992	Prag.g_00050
OG0000177	Pral.g_00991	Prag.g_00051
OG0000178	Pral.g_00990	Prag.g_00052
OG0000179	Pral.g_00984	Prag.g_00058
OG0000180	Pral.g_00983	Prag.g_00059
OG0000181	Pral.g_00982	Prag.g_00060
OG0000182	Pral.g_00978	Prag.g_00063
OG0000183	Pral.g_00977	Prag.g_00064
OG0000184	Pral.g_00974	Prag.g_00067
OG0000185	Pral.g_00970	Prag.g_00071
OG0000186	Pral.g_00969	Prag.g_00072
OG0000187	Pral.g_00048	Prag.g_00073
OG0000188	Pral.g_00968	Prag.g_00074
OG0000189	Pral.g_00966	Prag.g_00075
OG0000190	Pral.g_00965	Prag.g_00076
OG0000191	Pral.g_00964	Prag.g_00077
OG0000192	Pral.g_00963	Prag.g_00078
OG0000193	Pral.g_00962	Prag.g_00079
OG0000194	Pral.g_00961	Prag.g_00080
OG0000195	Pral.g_00959	Prag.g_00082
OG0000196	Pral.g_00958	Prag.g_00083
OG0000197	Pral.g_00957	Prag.g_00084
OG0000198	Pral.g_00956	Prag.g_00085
OG0000199	Pral.g_00953	Prag.g_00087
OG0000200	Pral.g_00952	Prag.g_00088
OG0000201	Pral.g_00951	Prag.g_00089
OG0000202	Pral.g_00950	Prag.g_00090
OG0000203	Pral.g_00949	Prag.g_00091
OG0000204	Pral.g_00948	Prag.g_00092
OG0000205	Pral.g_00946	Prag.g_00093
OG0000206	Pral.g_00945	Prag.g_00094
OG0000207	Pral.g_00944	Prag.g_00095
OG0000208	Pral.g_00943	Prag.g_00096
OG0000209	Pral.g_00942	Prag.g_00097
OG0000210	Pral.g_00941	Prag.g_00099
OG0000211	Pral.g_00940	Prag.g_00100
OG0000212	Pral.g_00939	Prag.g_00101
OG0000213	Pral.g_00938	Prag.g_00102
OG0000214	Pral.g_00934	Prag.g_00104
OG0000215	Pral.g_00933	Prag.g_00105
OG0000216	Pral.g_00931	Prag.g_00107
OG0000217	Pral.g_00930	Prag.g_00108
OG0000218	Pral.g_00929	Prag.g_00109
OG0000219	Pral.g_00928	Prag.g_00110
OG0000220	Pral.g_00925	Prag.g_00113
OG0000221	Pral.g_00922	Prag.g_00115
OG0000222	Pral.g_00921	Prag.g_00116
OG0000223	Pral.g_00920	Prag.g_00117
OG0000224	Pral.g_00918	Prag.g_00120
OG0000225	Pral.g_00916	Prag.g_00122
OG0000226	Pral.g_00914	Prag.g_00123
OG0000227	Pral.g_00913	Prag.g_00124
OG0000228	Pral.g_00912	Prag.g_00125
OG0000229	Pral.g_00911	Prag.g_00126
OG0000230	Pral.g_00910	Prag.g_00127
OG0000231	Pral.g_00450	Prag.g_00129
OG0000232	Pral.g_00908	Prag.g_00130
OG0000233	Pral.g_00905	Prag.g_00133
OG0000234	Pral.g_00903	Prag.g_00135
OG0000235	Pral.g_00900	Prag.g_00138
OG0000236	Pral.g_00899	Prag.g_00139
OG0000237	Pral.g_00898	Prag.g_00140
OG0000238	Pral.g_00897	Prag.g_00141
OG0000239	Pral.g_00896	Prag.g_00142
OG0000240	Pral.g_00894	Prag.g_00144
OG0000241	Pral.g_00893	Prag.g_00145
OG0000242	Pral.g_00892	Prag.g_00146
OG0000243	Pral.g_00891	Prag.g_00147
OG0000244	Pral.g_00890	Prag.g_00148
OG0000245	Pral.g_00888	Prag.g_00149
OG0000246	Pral.g_00886	Prag.g_00151
OG0000247	Pral.g_00885	Prag.g_00152
OG0000248	Pral.g_00884	Prag.g_00153
OG0000249	Pral.g_00883	Prag.g_00154
OG0000250	Pral.g_00882	Prag.g_00155
OG0000251	Pral.g_00881	Prag.g_00156
OG0000252	Pral.g_00880	Prag.g_00157
OG0000253	Pral.g_00879	Prag.g_00158
OG0000254	Pral.g_00877	Prag.g_00160
OG0000255	Pral.g_00875	Prag.g_00161
OG0000256	Pral.g_00872	Prag.g_00164
OG0000257	Pral.g_00871	Prag.g_00166
OG0000258	Pral.g_00870	Prag.g_00167
OG0000259	Pral.g_00869	Prag.g_00168
OG0000260	Pral.g_00868	Prag.g_00169
OG0000261	Pral.g_00867	Prag.g_00170
OG0000262	Pral.g_00866	Prag.g_00171
OG0000263	Pral.g_00865	Prag.g_00172
OG0000264	Pral.g_00863	Prag.g_00174
OG0000265	Pral.g_00862	Prag.g_00175
OG0000266	Pral.g_00861	Prag.g_00176
OG0000267	Pral.g_00859	Prag.g_00178
OG0000268	Pral.g_00857	Prag.g_00179
OG0000269	Pral.g_00856	Prag.g_00180
OG0000270	Pral.g_00855	Prag.g_00181
OG0000271	Pral.g_00854	Prag.g_00182
OG0000272	Pral.g_00853	Prag.g_00183
OG0000273	Pral.g_00852	Prag.g_00184
OG0000274	Pral.g_00851	Prag.g_00185
OG0000275	Pral.g_00850	Prag.g_00186
OG0000276	Pral.g_00849	Prag.g_00187
OG0000277	Pral.g_00848	Prag.g_00188
OG0000278	Pral.g_00847	Prag.g_00189
OG0000279	Pral.g_00846	Prag.g_00190
OG0000280	Pral.g_00845	Prag.g_00191
OG0000281	Pral.g_00844	Prag.g_00193
OG0000282	Pral.g_00843	Prag.g_00194
OG0000283	Pral.g_00840	Prag.g_00197
OG0000284	Pral.g_00839	Prag.g_00198
OG0000285	Pral.g_00838	Prag.g_00199
OG0000286	Pral.g_00836	Prag.g_00201
OG0000287	Pral.g_00835	Prag.g_00202
OG0000288	Pral.g_00834	Prag.g_00203
OG0000289	Pral.g_00833	Prag.g_00204
OG0000290	Pral.g_00832	Prag.g_00205
OG0000291	Pral.g_00831	Prag.g_00206
OG0000292	Pral.g_00830	Prag.g_00207
OG0000293	Pral.g_00829	Prag.g_00208
OG0000294	Pral.g_00828	Prag.g_00209
OG0000295	Pral.g_00827	Prag.g_00210
OG0000296	Pral.g_00826	Prag.g_00211
OG0000297	Pral.g_00825	Prag.g_00212
OG0000298	Pral.g_00824	Prag.g_00213
OG0000299	Pral.g_00823	Prag.g_00214
OG0000300	Pral.g_00822	Prag.g_00215
OG0000301	Pral.g_00821	Prag.g_00216
OG0000302	Pral.g_00820	Prag.g_00217
OG0000303	Pral.g_00819	Prag.g_00218
OG0000304	Pral.g_00817	Prag.g_00219
OG0000305	Pral.g_00816	Prag.g_00220
OG0000306	Pral.g_00815	Prag.g_00221
OG0000307	Pral.g_00812	Prag.g_00222
OG0000308	Pral.g_00811	Prag.g_00223
OG0000309	Pral.g_00810	Prag.g_00224
OG0000310	Pral.g_00809	Prag.g_00225
OG0000311	Pral.g_00807	Prag.g_00226
OG0000312	Pral.g_00805	Prag.g_00228
OG0000313	Pral.g_00804	Prag.g_00229
OG0000314	Pral.g_00800	Prag.g_00232
OG0000315	Pral.g_00799	Prag.g_00233
OG0000316	Pral.g_00796	Prag.g_00235
OG0000317	Pral.g_00795	Prag.g_00237
OG0000318	Pral.g_00794	Prag.g_00238
OG0000319	Pral.g_00793	Prag.g_00239
OG0000320	Pral.g_00792	Prag.g_00240
OG0000321	Pral.g_00789	Prag.g_00243
OG0000322	Pral.g_00785	Prag.g_00245
OG0000323	Pral.g_00784	Prag.g_00246
OG0000324	Pral.g_00781	Prag.g_00249
OG0000325	Pral.g_00780	Prag.g_00250
OG0000326	Pral.g_00779	Prag.g_00251
OG0000327	Pral.g_00777	Prag.g_00253
OG0000328	Pral.g_00776	Prag.g_00254
OG0000329	Pral.g_00775	Prag.g_00255
OG0000330	Pral.g_00774	Prag.g_00256
OG0000331	Pral.g_00773	Prag.g_00257
OG0000332	Pral.g_00772	Prag.g_00258
OG0000333	Pral.g_00771	Prag.g_00259
OG0000334	Pral.g_00770	Prag.g_00260
OG0000335	Pral.g_00769	Prag.g_00261
OG0000336	Pral.g_00767	Prag.g_00262
OG0000337	Pral.g_00764	Prag.g_00266
OG0000338	Pral.g_00763	Prag.g_00267
OG0000339	Pral.g_00762	Prag.g_00268
OG0000340	Pral.g_00761	Prag.g_00269
OG0000341	Pral.g_00756	Prag.g_00273
OG0000342	Pral.g_00755	Prag.g_00274
OG0000343	Pral.g_00753	Prag.g_00276
OG0000344	Pral.g_00752	Prag.g_00277
OG0000345	Pral.g_00751	Prag.g_00278
OG0000346	Pral.g_00750	Prag.g_00279
OG0000347	Pral.g_00749	Prag.g_00280
OG0000348	Pral.g_00748	Prag.g_00281
OG0000349	Pral.g_00747	Prag.g_00282
OG0000350	Pral.g_00746	Prag.g_00283
OG0000351	Pral.g_00743	Prag.g_00286
OG0000352	Pral.g_00740	Prag.g_00289
OG0000353	Pral.g_00739	Prag.g_00290
OG0000354	Pral.g_00738	Prag.g_00291
OG0000355	Pral.g_00737	Prag.g_00292
OG0000356	Pral.g_00736	Prag.g_00293
OG0000357	Pral.g_00735	Prag.g_00294
OG0000358	Pral.g_00734	Prag.g_00295
OG0000359	Pral.g_00733	Prag.g_00296
OG0000360	Pral.g_00731	Prag.g_00299
OG0000361	Pral.g_00730	Prag.g_00300
OG0000362	Pral.g_00729	Prag.g_00301
OG0000363	Pral.g_00728	Prag.g_00302
OG0000364	Pral.g_00727	Prag.g_00303
OG0000365	Pral.g_00726	Prag.g_00304
OG0000366	Pral.g_00725	Prag.g_00305
OG0000367	Pral.g_00724	Prag.g_00306
OG0000368	Pral.g_00723	Prag.g_00307
OG0000369	Pral.g_00722	Prag.g_00308
OG0000370	Pral.g_00721	Prag.g_00309
OG0000371	Pral.g_00720	Prag.g_00310
OG0000372	Pral.g_00718	Prag.g_00312
OG0000373	Pral.g_00716	Prag.g_00314
OG0000374	Pral.g_00715	Prag.g_00315
OG0000375	Pral.g_00714	Prag.g_00316
OG0000376	Pral.g_00712	Prag.g_00318
OG0000377	Pral.g_00706	Prag.g_00319
OG0000378	Pral.g_00705	Prag.g_00320
OG0000379	Pral.g_00698	Prag.g_00329
OG0000380	Pral.g_00696	Prag.g_00330
OG0000381	Pral.g_00695	Prag.g_00331
OG0000382	Pral.g_00694	Prag.g_00333
OG0000383	Pral.g_00691	Prag.g_00336
OG0000384	Pral.g_00690	Prag.g_00337
OG0000385	Pral.g_00687	Prag.g_00339
OG0000386	Pral.g_00686	Prag.g_00340
OG0000387	Pral.g_00685	Prag.g_00341
OG0000388	Pral.g_00684	Prag.g_00342
OG0000389	Pral.g_00683	Prag.g_00343
OG0000390	Pral.g_00682	Prag.g_00344
OG0000391	Pral.g_00681	Prag.g_00345
OG0000392	Pral.g_00680	Prag.g_00346
OG0000393	Pral.g_00677	Prag.g_00349
OG0000394	Pral.g_00676	Prag.g_00350
OG0000395	Pral.g_00673	Prag.g_00352
OG0000396	Pral.g_01541	Prag.g_00353
OG0000397	Pral.g_01322	Prag.g_00365
OG0000398	Pral.g_01039	Prag.g_00372
OG0000399	Pral.g_01840	Prag.g_00373
OG0000400	Pral.g_00171	Prag.g_00378
OG0000401	Pral.g_00663	Prag.g_00410
OG0000402	Pral.g_00662	Prag.g_00411
OG0000403	Pral.g_00661	Prag.g_00412
OG0000404	Pral.g_00659	Prag.g_00414
OG0000405	Pral.g_00658	Prag.g_00415
OG0000406	Pral.g_00656	Prag.g_00417
OG0000407	Pral.g_00655	Prag.g_00418
OG0000408	Pral.g_00654	Prag.g_00419
OG0000409	Pral.g_00653	Prag.g_00420
OG0000410	Pral.g_00651	Prag.g_00421
OG0000411	Pral.g_00650	Prag.g_00422
OG0000412	Pral.g_00649	Prag.g_00423
OG0000413	Pral.g_00648	Prag.g_00424
OG0000414	Pral.g_00647	Prag.g_00425
OG0000415	Pral.g_00646	Prag.g_00426
OG0000416	Pral.g_00645	Prag.g_00427
OG0000417	Pral.g_00644	Prag.g_00428
OG0000418	Pral.g_00643	Prag.g_00429
OG0000419	Pral.g_00642	Prag.g_00430
OG0000420	Pral.g_00641	Prag.g_00431
OG0000421	Pral.g_00635	Prag.g_00432
OG0000422	Pral.g_00633	Prag.g_00434
OG0000423	Pral.g_00632	Prag.g_00435
OG0000424	Pral.g_00631	Prag.g_00437
OG0000425	Pral.g_00627	Prag.g_00440
OG0000426	Pral.g_00626	Prag.g_00441
OG0000427	Pral.g_00625	Prag.g_00442
OG0000428	Pral.g_00623	Prag.g_00443
OG0000429	Pral.g_00622	Prag.g_00444
OG0000430	Pral.g_00621	Prag.g_00450
OG0000431	Pral.g_00619	Prag.g_00452
OG0000432	Pral.g_00618	Prag.g_00453
OG0000433	Pral.g_00615	Prag.g_00456
OG0000434	Pral.g_00613	Prag.g_00457
OG0000435	Pral.g_00612	Prag.g_00458
OG0000436	Pral.g_00610	Prag.g_00460
OG0000437	Pral.g_00608	Prag.g_00462
OG0000438	Pral.g_00607	Prag.g_00463
OG0000439	Pral.g_00606	Prag.g_00464
OG0000440	Pral.g_00603	Prag.g_00466
OG0000441	Pral.g_00602	Prag.g_00467
OG0000442	Pral.g_00601	Prag.g_00468
OG0000443	Pral.g_00600	Prag.g_00469
OG0000444	Pral.g_00599	Prag.g_00470
OG0000445	Pral.g_00598	Prag.g_00471
OG0000446	Pral.g_00597	Prag.g_00472
OG0000447	Pral.g_00596	Prag.g_00473
OG0000448	Pral.g_00595	Prag.g_00474
OG0000449	Pral.g_00590	Prag.g_00479
OG0000450	Pral.g_00589	Prag.g_00480
OG0000451	Pral.g_00588	Prag.g_00481
OG0000452	Pral.g_00587	Prag.g_00482
OG0000453	Pral.g_00585	Prag.g_00484
OG0000454	Pral.g_00584	Prag.g_00485
OG0000455	Pral.g_00583	Prag.g_00486
OG0000456	Pral.g_00582	Prag.g_00487
OG0000457	Pral.g_00580	Prag.g_00489
OG0000458	Pral.g_00578	Prag.g_00491
OG0000459	Pral.g_00577	Prag.g_00492
OG0000460	Pral.g_00575	Prag.g_00494
OG0000461	Pral.g_00574	Prag.g_00495
OG0000462	Pral.g_00573	Prag.g_00496
OG0000463	Pral.g_00571	Prag.g_00497
OG0000464	Pral.g_00566	Prag.g_00502
OG0000465	Pral.g_00565	Prag.g_00504
OG0000466	Pral.g_00564	Prag.g_00505
OG0000467	Pral.g_00563	Prag.g_00506
OG0000468	Pral.g_00562	Prag.g_00507
OG0000469	Pral.g_00561	Prag.g_00508
OG0000470	Pral.g_00560	Prag.g_00509
OG0000471	Pral.g_00559	Prag.g_00510
OG0000472	Pral.g_00556	Prag.g_00513
OG0000473	Pral.g_00555	Prag.g_00514
OG0000474	Pral.g_00554	Prag.g_00515
OG0000475	Pral.g_00553	Prag.g_00516
OG0000476	Pral.g_00552	Prag.g_00517
OG0000477	Pral.g_00550	Prag.g_00519
OG0000478	Pral.g_00549	Prag.g_00520
OG0000479	Pral.g_00548	Prag.g_00521
OG0000480	Pral.g_00546	Prag.g_00523
OG0000481	Pral.g_00545	Prag.g_00524
OG0000482	Pral.g_00544	Prag.g_00525
OG0000483	Pral.g_00543	Prag.g_00526
OG0000484	Pral.g_00542	Prag.g_00527
OG0000485	Pral.g_00541	Prag.g_00528
OG0000486	Pral.g_00540	Prag.g_00529
OG0000487	Pral.g_00539	Prag.g_00530
OG0000488	Pral.g_00537	Prag.g_00532
OG0000489	Pral.g_00536	Prag.g_00533
OG0000490	Pral.g_00535	Prag.g_00534
OG0000491	Pral.g_00534	Prag.g_00535
OG0000492	Pral.g_00533	Prag.g_00536
OG0000493	Pral.g_00532	Prag.g_00537
OG0000494	Pral.g_00530	Prag.g_00539
OG0000495	Pral.g_00529	Prag.g_00540
OG0000496	Pral.g_00527	Prag.g_00541
OG0000497	Pral.g_00525	Prag.g_00542
OG0000498	Pral.g_00524	Prag.g_00543
OG0000499	Pral.g_00522	Prag.g_00545
OG0000500	Pral.g_00521	Prag.g_00546
OG0000501	Pral.g_00519	Prag.g_00548
OG0000502	Pral.g_00518	Prag.g_00549
OG0000503	Pral.g_00516	Prag.g_00550
OG0000504	Pral.g_00515	Prag.g_00551
OG0000505	Pral.g_00514	Prag.g_00552
OG0000506	Pral.g_00513	Prag.g_00553
OG0000507	Pral.g_00512	Prag.g_00554
OG0000508	Pral.g_00510	Prag.g_00556
OG0000509	Pral.g_00509	Prag.g_00557
OG0000510	Pral.g_00508	Prag.g_00558
OG0000511	Pral.g_00507	Prag.g_00559
OG0000512	Pral.g_00506	Prag.g_00560
OG0000513	Pral.g_00505	Prag.g_00561
OG0000514	Pral.g_00504	Prag.g_00562
OG0000515	Pral.g_00503	Prag.g_00564
OG0000516	Pral.g_00502	Prag.g_00565
OG0000517	Pral.g_00501	Prag.g_00566
OG0000518	Pral.g_00498	Prag.g_00569
OG0000519	Pral.g_00497	Prag.g_00570
OG0000520	Pral.g_00496	Prag.g_00571
OG0000521	Pral.g_00495	Prag.g_00572
OG0000522	Pral.g_00494	Prag.g_00573
OG0000523	Pral.g_00493	Prag.g_00574
OG0000524	Pral.g_00492	Prag.g_00575
OG0000525	Pral.g_00490	Prag.g_00577
OG0000526	Pral.g_00489	Prag.g_00578
OG0000527	Pral.g_00488	Prag.g_00579
OG0000528	Pral.g_00487	Prag.g_00580
OG0000529	Pral.g_00486	Prag.g_00581
OG0000530	Pral.g_00485	Prag.g_00582
OG0000531	Pral.g_00483	Prag.g_00583
OG0000532	Pral.g_00482	Prag.g_00584
OG0000533	Pral.g_00481	Prag.g_00585
OG0000534	Pral.g_00480	Prag.g_00586
OG0000535	Pral.g_00479	Prag.g_00587
OG0000536	Pral.g_00478	Prag.g_00588
OG0000537	Pral.g_00477	Prag.g_00589
OG0000538	Pral.g_00476	Prag.g_00590
OG0000539	Pral.g_00475	Prag.g_00591
OG0000540	Pral.g_00474	Prag.g_00592
OG0000541	Pral.g_00472	Prag.g_00593
OG0000542	Pral.g_00471	Prag.g_00594
OG0000543	Pral.g_00470	Prag.g_00595
OG0000544	Pral.g_00469	Prag.g_00596
OG0000545	Pral.g_00466	Prag.g_00599
OG0000546	Pral.g_00465	Prag.g_00600
OG0000547	Pral.g_00464	Prag.g_00602
OG0000548	Pral.g_00462	Prag.g_00603
OG0000549	Pral.g_00461	Prag.g_00604
OG0000550	Pral.g_00460	Prag.g_00605
OG0000551	Pral.g_00459	Prag.g_00606
OG0000552	Pral.g_00458	Prag.g_00607
OG0000553	Pral.g_01430	Prag.g_00608
OG0000554	Pral.g_01432	Prag.g_00609
OG0000555	Pral.g_01433	Prag.g_00610
OG0000556	Pral.g_01434	Prag.g_00611
OG0000557	Pral.g_01435	Prag.g_00612
OG0000558	Pral.g_01436	Prag.g_00613
OG0000559	Pral.g_01437	Prag.g_00614
OG0000560	Pral.g_01439	Prag.g_00616
OG0000561	Pral.g_01440	Prag.g_00617
OG0000562	Pral.g_01441	Prag.g_00618
OG0000563	Pral.g_01442	Prag.g_00619
OG0000564	Pral.g_01443	Prag.g_00620
OG0000565	Pral.g_01444	Prag.g_00621
OG0000566	Pral.g_01445	Prag.g_00622
OG0000567	Pral.g_01446	Prag.g_00623
OG0000568	Pral.g_01447	Prag.g_00624
OG0000569	Pral.g_01448	Prag.g_00625
OG0000570	Pral.g_01449	Prag.g_00626
OG0000571	Pral.g_01450	Prag.g_00627
OG0000572	Pral.g_01451	Prag.g_00628
OG0000573	Pral.g_01454	Prag.g_00631
OG0000574	Pral.g_01455	Prag.g_00632
OG0000575	Pral.g_01456	Prag.g_00633
OG0000576	Pral.g_01457	Prag.g_00634
OG0000577	Pral.g_01458	Prag.g_00635
OG0000578	Pral.g_01459	Prag.g_00636
OG0000579	Pral.g_01460	Prag.g_00637
