Orthogroup	Pral	Prbi
OG0000262	Pral.g_00866	Prbi.g_00202
OG0000263	Pral.g_00865	Prbi.g_00203
OG0000264	Pral.g_00863	Prbi.g_00205
OG0000265	Pral.g_00862	Prbi.g_00206
OG0000266	Pral.g_00861	Prbi.g_00207
OG0000267	Pral.g_00859	Prbi.g_00209
OG0000268	Pral.g_00857	Prbi.g_00210
OG0000269	Pral.g_00856	Prbi.g_00211
OG0000270	Pral.g_00855	Prbi.g_00212
OG0000271	Pral.g_00854	Prbi.g_00213
OG0000272	Pral.g_00853	Prbi.g_00214
OG0000273	Pral.g_00852	Prbi.g_00215
OG0000274	Pral.g_00851	Prbi.g_00216
OG0000275	Pral.g_00850	Prbi.g_00217
OG0000276	Pral.g_00849	Prbi.g_00218
OG0000277	Pral.g_00848	Prbi.g_00219
OG0000278	Pral.g_00847	Prbi.g_00220
OG0000279	Pral.g_00846	Prbi.g_00221
OG0000280	Pral.g_00845	Prbi.g_00222
OG0000281	Pral.g_00844	Prbi.g_00224
OG0000282	Pral.g_00843	Prbi.g_00225
OG0000283	Pral.g_00840	Prbi.g_00228
OG0000284	Pral.g_00839	Prbi.g_00229
OG0000285	Pral.g_00838	Prbi.g_00230
OG0000286	Pral.g_00836	Prbi.g_00232
OG0000287	Pral.g_00835	Prbi.g_00233
OG0000288	Pral.g_00834	Prbi.g_00234
OG0000289	Pral.g_00833	Prbi.g_00235
OG0000290	Pral.g_00832	Prbi.g_00236
OG0000291	Pral.g_00831	Prbi.g_00237
OG0000292	Pral.g_00830	Prbi.g_00238
OG0000293	Pral.g_00829	Prbi.g_00239
OG0000294	Pral.g_00828	Prbi.g_00240
OG0000295	Pral.g_00827	Prbi.g_00241
OG0000296	Pral.g_00826	Prbi.g_00242
OG0000297	Pral.g_00825	Prbi.g_00243
OG0000298	Pral.g_00824	Prbi.g_00244
OG0000299	Pral.g_00823	Prbi.g_00245
OG0000300	Pral.g_00822	Prbi.g_00246
OG0000301	Pral.g_00821	Prbi.g_00247
OG0000302	Pral.g_00820	Prbi.g_00248
OG0000303	Pral.g_00819	Prbi.g_00249
OG0000304	Pral.g_00817	Prbi.g_00250
OG0000305	Pral.g_00816	Prbi.g_00251
OG0000306	Pral.g_00815	Prbi.g_00252
OG0000307	Pral.g_00812	Prbi.g_00253
OG0000308	Pral.g_00811	Prbi.g_00254
OG0000309	Pral.g_00810	Prbi.g_00255
OG0000310	Pral.g_00809	Prbi.g_00256
OG0000311	Pral.g_00807	Prbi.g_00257
OG0000312	Pral.g_00805	Prbi.g_00259
OG0000313	Pral.g_00804	Prbi.g_00260
OG0000314	Pral.g_00800	Prbi.g_00263
OG0000315	Pral.g_00799	Prbi.g_00264
OG0000316	Pral.g_00796	Prbi.g_00266
OG0000317	Pral.g_00795	Prbi.g_00268
OG0000318	Pral.g_00794	Prbi.g_00269
OG0000319	Pral.g_00793	Prbi.g_00270
OG0000320	Pral.g_00792	Prbi.g_00271
OG0000321	Pral.g_00789	Prbi.g_00274
OG0000322	Pral.g_00785	Prbi.g_00277
OG0000323	Pral.g_00784	Prbi.g_00278
OG0000324	Pral.g_00781	Prbi.g_00281
OG0000325	Pral.g_00780	Prbi.g_00283
OG0000326	Pral.g_00779	Prbi.g_00284
OG0000327	Pral.g_00777	Prbi.g_00286
OG0000328	Pral.g_00776	Prbi.g_00287
OG0000329	Pral.g_00775	Prbi.g_00288
OG0000330	Pral.g_00774	Prbi.g_00289
OG0000331	Pral.g_00773	Prbi.g_00290
OG0000332	Pral.g_00772	Prbi.g_00291
OG0000333	Pral.g_00771	Prbi.g_00292
OG0000334	Pral.g_00770	Prbi.g_00293
OG0000335	Pral.g_00769	Prbi.g_00294
OG0000336	Pral.g_00767	Prbi.g_00295
OG0000337	Pral.g_00764	Prbi.g_00299
OG0000338	Pral.g_00763	Prbi.g_00300
OG0000339	Pral.g_00762	Prbi.g_00301
OG0000340	Pral.g_00761	Prbi.g_00302
OG0000341	Pral.g_00756	Prbi.g_00306
OG0000342	Pral.g_00755	Prbi.g_00307
OG0000343	Pral.g_00753	Prbi.g_00309
OG0000344	Pral.g_00752	Prbi.g_00310
OG0000345	Pral.g_00751	Prbi.g_00311
OG0000346	Pral.g_00750	Prbi.g_00312
OG0000347	Pral.g_00749	Prbi.g_00313
OG0000348	Pral.g_00748	Prbi.g_00314
OG0000349	Pral.g_00747	Prbi.g_00315
OG0000350	Pral.g_00746	Prbi.g_00316
OG0000351	Pral.g_00743	Prbi.g_00319
OG0000352	Pral.g_00740	Prbi.g_00322
OG0000353	Pral.g_00739	Prbi.g_00323
OG0000354	Pral.g_00738	Prbi.g_00324
OG0000355	Pral.g_00737	Prbi.g_00325
OG0000356	Pral.g_00736	Prbi.g_00326
OG0000357	Pral.g_00735	Prbi.g_00327
OG0000358	Pral.g_00734	Prbi.g_00328
OG0000359	Pral.g_00733	Prbi.g_00329
OG0000360	Pral.g_00731	Prbi.g_00332
OG0000361	Pral.g_00730	Prbi.g_00333
OG0000362	Pral.g_00729	Prbi.g_00334
OG0000363	Pral.g_00728	Prbi.g_00335
OG0000364	Pral.g_00727	Prbi.g_00336
OG0000365	Pral.g_00726	Prbi.g_00337
OG0000366	Pral.g_00725	Prbi.g_00338
OG0000367	Pral.g_00724	Prbi.g_00339
OG0000368	Pral.g_00723	Prbi.g_00340
OG0000369	Pral.g_00722	Prbi.g_00341
OG0000370	Pral.g_00721	Prbi.g_00342
OG0000371	Pral.g_00720	Prbi.g_00343
OG0000372	Pral.g_00718	Prbi.g_00345
OG0000373	Pral.g_00716	Prbi.g_00347
OG0000374	Pral.g_00715	Prbi.g_00348
OG0000375	Pral.g_00714	Prbi.g_00349
OG0000376	Pral.g_00712	Prbi.g_00351
OG0000377	Pral.g_00706	Prbi.g_00352
OG0000378	Pral.g_00705	Prbi.g_00353
OG0000379	Pral.g_00698	Prbi.g_00358
OG0000380	Pral.g_00696	Prbi.g_00359
OG0000381	Pral.g_00695	Prbi.g_00360
OG0000382	Pral.g_00694	Prbi.g_00362
OG0000383	Pral.g_00691	Prbi.g_00365
OG0000384	Pral.g_00690	Prbi.g_00366
OG0000385	Pral.g_00687	Prbi.g_00369
OG0000386	Pral.g_00686	Prbi.g_00370
OG0000387	Pral.g_00685	Prbi.g_00371
OG0000388	Pral.g_00684	Prbi.g_00372
OG0000389	Pral.g_00683	Prbi.g_00373
OG0000390	Pral.g_00682	Prbi.g_00374
OG0000391	Pral.g_00681	Prbi.g_00375
OG0000392	Pral.g_00680	Prbi.g_00376
OG0000393	Pral.g_00677	Prbi.g_00379
OG0000394	Pral.g_00676	Prbi.g_00380
OG0000395	Pral.g_00673	Prbi.g_00382
OG0000396	Pral.g_01541	Prbi.g_00383
OG0000397	Pral.g_01322	Prbi.g_00395
OG0000398	Pral.g_01039	Prbi.g_00403
OG0000399	Pral.g_01840	Prbi.g_00404
OG0000400	Pral.g_00171	Prbi.g_00409
OG0000401	Pral.g_00663	Prbi.g_00432
OG0000402	Pral.g_00662	Prbi.g_00433
OG0000403	Pral.g_00661	Prbi.g_00434
OG0000404	Pral.g_00659	Prbi.g_00436
OG0000405	Pral.g_00658	Prbi.g_00437
OG0000406	Pral.g_00656	Prbi.g_00439
OG0000407	Pral.g_00655	Prbi.g_00440
OG0000408	Pral.g_00654	Prbi.g_00441
OG0000409	Pral.g_00653	Prbi.g_00442
OG0000410	Pral.g_00651	Prbi.g_00443
OG0000411	Pral.g_00650	Prbi.g_00444
OG0000412	Pral.g_00649	Prbi.g_00445
OG0000413	Pral.g_00648	Prbi.g_00446
OG0000414	Pral.g_00647	Prbi.g_00447
OG0000415	Pral.g_00646	Prbi.g_00448
OG0000416	Pral.g_00645	Prbi.g_00449
OG0000417	Pral.g_00644	Prbi.g_00450
OG0000418	Pral.g_00643	Prbi.g_00451
OG0000419	Pral.g_00642	Prbi.g_00452
OG0000420	Pral.g_00641	Prbi.g_00453
OG0000421	Pral.g_00635	Prbi.g_00454
OG0000422	Pral.g_00633	Prbi.g_00456
OG0000423	Pral.g_00632	Prbi.g_00457
OG0000424	Pral.g_00631	Prbi.g_00459
OG0000425	Pral.g_00627	Prbi.g_00463
OG0000426	Pral.g_00626	Prbi.g_00464
OG0000427	Pral.g_00625	Prbi.g_00465
OG0000428	Pral.g_00623	Prbi.g_00466
OG0000429	Pral.g_00622	Prbi.g_00467
OG0000430	Pral.g_00621	Prbi.g_00474
OG0000431	Pral.g_00619	Prbi.g_00476
OG0000432	Pral.g_00618	Prbi.g_00477
OG0000433	Pral.g_00615	Prbi.g_00480
OG0000434	Pral.g_00613	Prbi.g_00481
OG0000435	Pral.g_00612	Prbi.g_00482
OG0000436	Pral.g_00610	Prbi.g_00484
OG0000437	Pral.g_00608	Prbi.g_00486
OG0000438	Pral.g_00607	Prbi.g_00487
OG0000439	Pral.g_00606	Prbi.g_00488
OG0000440	Pral.g_00603	Prbi.g_00490
OG0000441	Pral.g_00602	Prbi.g_00491
OG0000442	Pral.g_00601	Prbi.g_00492
OG0000443	Pral.g_00600	Prbi.g_00493
OG0000444	Pral.g_00599	Prbi.g_00494
OG0000445	Pral.g_00598	Prbi.g_00495
OG0000446	Pral.g_00597	Prbi.g_00496
OG0000447	Pral.g_00596	Prbi.g_00497
OG0000448	Pral.g_00595	Prbi.g_00498
OG0000449	Pral.g_00590	Prbi.g_00503
OG0000450	Pral.g_00589	Prbi.g_00504
OG0000451	Pral.g_00588	Prbi.g_00505
OG0000452	Pral.g_00587	Prbi.g_00506
OG0000453	Pral.g_00585	Prbi.g_00508
OG0000454	Pral.g_00584	Prbi.g_00509
OG0000455	Pral.g_00583	Prbi.g_00510
OG0000456	Pral.g_00582	Prbi.g_00511
OG0000457	Pral.g_00580	Prbi.g_00513
OG0000458	Pral.g_00578	Prbi.g_00515
OG0000459	Pral.g_00577	Prbi.g_00516
OG0000460	Pral.g_00575	Prbi.g_00518
OG0000461	Pral.g_00574	Prbi.g_00519
OG0000462	Pral.g_00573	Prbi.g_00520
OG0000463	Pral.g_00571	Prbi.g_00521
OG0000464	Pral.g_00566	Prbi.g_00526
OG0000465	Pral.g_00565	Prbi.g_00528
OG0000466	Pral.g_00564	Prbi.g_00529
OG0000467	Pral.g_00563	Prbi.g_00530
OG0000468	Pral.g_00562	Prbi.g_00531
OG0000469	Pral.g_00561	Prbi.g_00532
OG0000470	Pral.g_00560	Prbi.g_00533
OG0000471	Pral.g_00559	Prbi.g_00534
OG0000472	Pral.g_00556	Prbi.g_00537
OG0000473	Pral.g_00555	Prbi.g_00538
OG0000474	Pral.g_00554	Prbi.g_00539
OG0000475	Pral.g_00553	Prbi.g_00540
OG0000476	Pral.g_00552	Prbi.g_00541
OG0000477	Pral.g_00550	Prbi.g_00543
OG0000478	Pral.g_00549	Prbi.g_00544
OG0000479	Pral.g_00548	Prbi.g_00545
OG0000480	Pral.g_00546	Prbi.g_00547
OG0000481	Pral.g_00545	Prbi.g_00548
OG0000482	Pral.g_00544	Prbi.g_00549
OG0000483	Pral.g_00543	Prbi.g_00550
OG0000484	Pral.g_00542	Prbi.g_00551
OG0000485	Pral.g_00541	Prbi.g_00552
OG0000486	Pral.g_00540	Prbi.g_00553
OG0000487	Pral.g_00539	Prbi.g_00554
OG0000488	Pral.g_00537	Prbi.g_00556
OG0000489	Pral.g_00536	Prbi.g_00557
OG0000490	Pral.g_00535	Prbi.g_00558
OG0000491	Pral.g_00534	Prbi.g_00559
OG0000492	Pral.g_00533	Prbi.g_00560
OG0000493	Pral.g_00532	Prbi.g_00561
OG0000494	Pral.g_00530	Prbi.g_00563
OG0000495	Pral.g_00529	Prbi.g_00564
OG0000496	Pral.g_00527	Prbi.g_00565
OG0000497	Pral.g_00525	Prbi.g_00566
OG0000498	Pral.g_00524	Prbi.g_00567
OG0000499	Pral.g_00522	Prbi.g_00569
OG0000500	Pral.g_00521	Prbi.g_00570
OG0000501	Pral.g_00519	Prbi.g_00572
OG0000502	Pral.g_00518	Prbi.g_00573
OG0000503	Pral.g_00516	Prbi.g_00574
OG0000504	Pral.g_00515	Prbi.g_00575
OG0000505	Pral.g_00514	Prbi.g_00576
OG0000506	Pral.g_00513	Prbi.g_00577
OG0000507	Pral.g_00512	Prbi.g_00578
OG0000508	Pral.g_00510	Prbi.g_00580
OG0000509	Pral.g_00509	Prbi.g_00581
OG0000510	Pral.g_00508	Prbi.g_00582
OG0000511	Pral.g_00507	Prbi.g_00583
OG0000512	Pral.g_00506	Prbi.g_00584
OG0000513	Pral.g_00505	Prbi.g_00585
OG0000514	Pral.g_00504	Prbi.g_00586
OG0000515	Pral.g_00503	Prbi.g_00588
OG0000516	Pral.g_00502	Prbi.g_00589
OG0000517	Pral.g_00501	Prbi.g_00590
OG0000518	Pral.g_00498	Prbi.g_00593
OG0000519	Pral.g_00497	Prbi.g_00594
OG0000520	Pral.g_00496	Prbi.g_00595
OG0000521	Pral.g_00495	Prbi.g_00596
OG0000522	Pral.g_00494	Prbi.g_00597
OG0000523	Pral.g_00493	Prbi.g_00598
OG0000524	Pral.g_00492	Prbi.g_00599
OG0000525	Pral.g_00490	Prbi.g_00601
OG0000526	Pral.g_00489	Prbi.g_00602
OG0000527	Pral.g_00488	Prbi.g_00603
OG0000528	Pral.g_00487	Prbi.g_00604
OG0000529	Pral.g_00486	Prbi.g_00605
OG0000530	Pral.g_00485	Prbi.g_00606
OG0000531	Pral.g_00483	Prbi.g_00607
OG0000532	Pral.g_00482	Prbi.g_00608
OG0000533	Pral.g_00481	Prbi.g_00609
OG0000534	Pral.g_00480	Prbi.g_00610
OG0000535	Pral.g_00479	Prbi.g_00611
OG0000536	Pral.g_00478	Prbi.g_00612
OG0000537	Pral.g_00477	Prbi.g_00613
OG0000538	Pral.g_00476	Prbi.g_00614
OG0000539	Pral.g_00475	Prbi.g_00615
OG0000540	Pral.g_00474	Prbi.g_00616
OG0000541	Pral.g_00472	Prbi.g_00617
OG0000542	Pral.g_00471	Prbi.g_00618
OG0000543	Pral.g_00470	Prbi.g_00619
OG0000544	Pral.g_00469	Prbi.g_00620
OG0000545	Pral.g_00466	Prbi.g_00623
OG0000546	Pral.g_00465	Prbi.g_00624
OG0000547	Pral.g_00464	Prbi.g_00626
OG0000548	Pral.g_00462	Prbi.g_00627
OG0000549	Pral.g_00461	Prbi.g_00628
OG0000550	Pral.g_00460	Prbi.g_00629
OG0000551	Pral.g_00459	Prbi.g_00630
OG0000552	Pral.g_00458	Prbi.g_00631
OG0000553	Pral.g_01430	Prbi.g_00632
OG0000554	Pral.g_01432	Prbi.g_00634
OG0000555	Pral.g_01433	Prbi.g_00635
OG0000556	Pral.g_01434	Prbi.g_00636
OG0000557	Pral.g_01435	Prbi.g_00637
OG0000558	Pral.g_01436	Prbi.g_00638
OG0000559	Pral.g_01437	Prbi.g_00639
OG0000560	Pral.g_01439	Prbi.g_00641
OG0000561	Pral.g_01440	Prbi.g_00642
