Orthogroup	Pral	Prak
OG0000225	Pral.g_00916	Prak.g_00137
OG0000226	Pral.g_00914	Prak.g_00139
OG0000227	Pral.g_00913	Prak.g_00140
OG0000228	Pral.g_00912	Prak.g_00141
OG0000229	Pral.g_00911	Prak.g_00142
OG0000230	Pral.g_00910	Prak.g_00143
OG0000231	Pral.g_00450	Prak.g_01035
OG0000232	Pral.g_00908	Prak.g_00145
OG0000233	Pral.g_00905	Prak.g_00148
OG0000234	Pral.g_00903	Prak.g_00150
OG0000235	Pral.g_00900	Prak.g_00156
OG0000236	Pral.g_00899	Prak.g_00157
OG0000237	Pral.g_00898	Prak.g_00158
OG0000238	Pral.g_00897	Prak.g_00159
OG0000239	Pral.g_00896	Prak.g_00160
OG0000240	Pral.g_00894	Prak.g_00162
OG0000241	Pral.g_00893	Prak.g_00163
OG0000242	Pral.g_00892	Prak.g_00164
OG0000243	Pral.g_00891	Prak.g_00165
OG0000244	Pral.g_00890	Prak.g_00166
OG0000245	Pral.g_00888	Prak.g_00168
OG0000246	Pral.g_00886	Prak.g_00170
OG0000247	Pral.g_00885	Prak.g_00171
OG0000248	Pral.g_00884	Prak.g_00172
OG0000249	Pral.g_00883	Prak.g_00173
OG0000250	Pral.g_00882	Prak.g_00174
OG0000251	Pral.g_00881	Prak.g_00175
OG0000252	Pral.g_00880	Prak.g_00176
OG0000253	Pral.g_00879	Prak.g_00177
OG0000254	Pral.g_00877	Prak.g_00179
OG0000255	Pral.g_00875	Prak.g_00180
OG0000256	Pral.g_00872	Prak.g_00183
OG0000257	Pral.g_00871	Prak.g_00185
OG0000258	Pral.g_00870	Prak.g_00186
OG0000259	Pral.g_00869	Prak.g_00187
OG0000260	Pral.g_00868	Prak.g_00188
OG0000261	Pral.g_00867	Prak.g_00189
OG0000262	Pral.g_00866	Prak.g_00190
OG0000263	Pral.g_00865	Prak.g_00191
OG0000264	Pral.g_00863	Prak.g_00193
OG0000265	Pral.g_00862	Prak.g_00194
OG0000266	Pral.g_00861	Prak.g_00195
OG0000267	Pral.g_00859	Prak.g_00197
OG0000268	Pral.g_00857	Prak.g_00199
OG0000269	Pral.g_00856	Prak.g_00200
OG0000270	Pral.g_00855	Prak.g_00201
OG0000271	Pral.g_00854	Prak.g_00202
OG0000272	Pral.g_00853	Prak.g_00203
OG0000273	Pral.g_00852	Prak.g_00204
OG0000274	Pral.g_00851	Prak.g_00205
OG0000275	Pral.g_00850	Prak.g_00206
OG0000276	Pral.g_00849	Prak.g_00207
OG0000277	Pral.g_00848	Prak.g_00208
OG0000278	Pral.g_00847	Prak.g_00209
OG0000279	Pral.g_00846	Prak.g_00210
OG0000280	Pral.g_00845	Prak.g_00211
OG0000281	Pral.g_00844	Prak.g_00213
OG0000282	Pral.g_00843	Prak.g_00214
OG0000283	Pral.g_00840	Prak.g_00217
OG0000284	Pral.g_00839	Prak.g_00218
OG0000285	Pral.g_00838	Prak.g_00219
OG0000286	Pral.g_00836	Prak.g_00221
OG0000287	Pral.g_00835	Prak.g_00223
OG0000288	Pral.g_00834	Prak.g_00224
OG0000289	Pral.g_00833	Prak.g_00225
OG0000290	Pral.g_00832	Prak.g_00226
OG0000291	Pral.g_00831	Prak.g_00227
OG0000292	Pral.g_00830	Prak.g_00228
OG0000293	Pral.g_00829	Prak.g_00229
OG0000294	Pral.g_00828	Prak.g_00230
OG0000295	Pral.g_00827	Prak.g_00231
OG0000296	Pral.g_00826	Prak.g_00232
OG0000297	Pral.g_00825	Prak.g_00233
OG0000298	Pral.g_00824	Prak.g_00234
OG0000299	Pral.g_00823	Prak.g_00235
OG0000300	Pral.g_00822	Prak.g_00236
OG0000301	Pral.g_00821	Prak.g_00237
OG0000302	Pral.g_00820	Prak.g_00238
OG0000303	Pral.g_00819	Prak.g_00239
OG0000304	Pral.g_00817	Prak.g_00241
OG0000305	Pral.g_00816	Prak.g_00242
OG0000306	Pral.g_00815	Prak.g_00243
OG0000307	Pral.g_00812	Prak.g_00245
OG0000308	Pral.g_00811	Prak.g_00246
OG0000309	Pral.g_00810	Prak.g_00247
OG0000310	Pral.g_00809	Prak.g_00248
OG0000311	Pral.g_00807	Prak.g_00249
OG0000312	Pral.g_00805	Prak.g_00251
OG0000313	Pral.g_00804	Prak.g_00252
OG0000314	Pral.g_00800	Prak.g_00256
OG0000315	Pral.g_00799	Prak.g_00257
OG0000316	Pral.g_00796	Prak.g_00259
OG0000317	Pral.g_00795	Prak.g_00261
OG0000318	Pral.g_00794	Prak.g_00262
OG0000319	Pral.g_00793	Prak.g_00263
OG0000320	Pral.g_00792	Prak.g_00264
OG0000321	Pral.g_00789	Prak.g_00267
OG0000322	Pral.g_00785	Prak.g_00271
OG0000323	Pral.g_00784	Prak.g_00272
OG0000324	Pral.g_00781	Prak.g_00275
OG0000325	Pral.g_00780	Prak.g_00276
OG0000326	Pral.g_00779	Prak.g_00277
OG0000327	Pral.g_00777	Prak.g_00279
OG0000328	Pral.g_00776	Prak.g_00280
OG0000329	Pral.g_00775	Prak.g_00281
OG0000330	Pral.g_00774	Prak.g_00282
OG0000331	Pral.g_00773	Prak.g_00284
OG0000332	Pral.g_00772	Prak.g_00285
OG0000333	Pral.g_00771	Prak.g_00286
OG0000334	Pral.g_00770	Prak.g_00287
OG0000335	Pral.g_00769	Prak.g_00288
OG0000336	Pral.g_00767	Prak.g_00290
OG0000337	Pral.g_00764	Prak.g_00293
OG0000338	Pral.g_00763	Prak.g_00294
OG0000339	Pral.g_00762	Prak.g_00295
OG0000340	Pral.g_00761	Prak.g_00296
OG0000341	Pral.g_00756	Prak.g_00300
OG0000342	Pral.g_00755	Prak.g_00301
OG0000343	Pral.g_00753	Prak.g_00304
OG0000344	Pral.g_00752	Prak.g_00305
OG0000345	Pral.g_00751	Prak.g_00306
OG0000346	Pral.g_00750	Prak.g_00307
OG0000347	Pral.g_00749	Prak.g_00308
OG0000348	Pral.g_00748	Prak.g_00310
OG0000349	Pral.g_00747	Prak.g_00311
OG0000350	Pral.g_00746	Prak.g_00312
OG0000351	Pral.g_00743	Prak.g_00314
OG0000352	Pral.g_00740	Prak.g_00317
OG0000353	Pral.g_00739	Prak.g_00318
OG0000354	Pral.g_00738	Prak.g_00319
OG0000355	Pral.g_00737	Prak.g_00320
OG0000356	Pral.g_00736	Prak.g_00321
OG0000357	Pral.g_00735	Prak.g_00322
OG0000358	Pral.g_00734	Prak.g_00323
OG0000359	Pral.g_00733	Prak.g_00324
OG0000360	Pral.g_00731	Prak.g_00326
OG0000361	Pral.g_00730	Prak.g_00327
OG0000362	Pral.g_00729	Prak.g_00328
OG0000363	Pral.g_00728	Prak.g_00329
OG0000364	Pral.g_00727	Prak.g_00330
OG0000365	Pral.g_00726	Prak.g_00331
OG0000366	Pral.g_00725	Prak.g_00332
OG0000367	Pral.g_00724	Prak.g_00333
OG0000368	Pral.g_00723	Prak.g_00334
OG0000369	Pral.g_00722	Prak.g_00335
OG0000370	Pral.g_00721	Prak.g_00336
OG0000371	Pral.g_00720	Prak.g_00337
OG0000372	Pral.g_00718	Prak.g_00338
OG0000373	Pral.g_00716	Prak.g_00340
OG0000374	Pral.g_00715	Prak.g_00341
OG0000375	Pral.g_00714	Prak.g_00342
OG0000376	Pral.g_00712	Prak.g_00343
OG0000377	Pral.g_00706	Prak.g_00349
OG0000378	Pral.g_00705	Prak.g_00350
OG0000379	Pral.g_00698	Prak.g_00356
OG0000380	Pral.g_00696	Prak.g_00358
OG0000381	Pral.g_00695	Prak.g_00359
OG0000382	Pral.g_00694	Prak.g_00360
OG0000383	Pral.g_00691	Prak.g_00363
OG0000384	Pral.g_00690	Prak.g_00364
OG0000385	Pral.g_00687	Prak.g_00367
OG0000386	Pral.g_00686	Prak.g_00368
OG0000387	Pral.g_00685	Prak.g_00369
OG0000388	Pral.g_00684	Prak.g_00370
OG0000389	Pral.g_00683	Prak.g_00371
OG0000390	Pral.g_00682	Prak.g_00372
OG0000391	Pral.g_00681	Prak.g_00373
OG0000392	Pral.g_00680	Prak.g_00374
OG0000393	Pral.g_00677	Prak.g_00378
OG0000394	Pral.g_00676	Prak.g_00379
OG0000395	Pral.g_00673	Prak.g_00382
OG0000396	Pral.g_01541	Prak.g_00900
OG0000397	Pral.g_01322	Prak.g_01216
OG0000398	Pral.g_01039	Prak.g_01597
OG0000399	Pral.g_01840	Prak.g_01211
OG0000400	Pral.g_00171	Prak.g_01709
OG0000401	Pral.g_00663	Prak.g_00393
OG0000402	Pral.g_00662	Prak.g_00394
OG0000403	Pral.g_00661	Prak.g_00395
OG0000404	Pral.g_00659	Prak.g_00397
OG0000405	Pral.g_00658	Prak.g_00398
OG0000406	Pral.g_00656	Prak.g_00400
OG0000407	Pral.g_00655	Prak.g_00401
OG0000408	Pral.g_00654	Prak.g_00402
OG0000409	Pral.g_00653	Prak.g_00403
OG0000410	Pral.g_00651	Prak.g_00404
OG0000411	Pral.g_00650	Prak.g_00405
OG0000412	Pral.g_00649	Prak.g_00406
OG0000413	Pral.g_00648	Prak.g_00407
OG0000414	Pral.g_00647	Prak.g_00408
OG0000415	Pral.g_00646	Prak.g_00409
OG0000416	Pral.g_00645	Prak.g_00410
OG0000417	Pral.g_00644	Prak.g_00411
OG0000418	Pral.g_00643	Prak.g_00412
OG0000419	Pral.g_00642	Prak.g_00413
OG0000420	Pral.g_00641	Prak.g_00414
OG0000421	Pral.g_00635	Prak.g_00418
OG0000422	Pral.g_00633	Prak.g_00420
OG0000423	Pral.g_00632	Prak.g_00421
OG0000424	Pral.g_00631	Prak.g_00422
OG0000425	Pral.g_00627	Prak.g_00426
OG0000426	Pral.g_00626	Prak.g_00427
OG0000427	Pral.g_00625	Prak.g_00428
OG0000428	Pral.g_00623	Prak.g_00430
OG0000429	Pral.g_00622	Prak.g_00431
OG0000430	Pral.g_00621	Prak.g_00432
OG0000431	Pral.g_00619	Prak.g_00434
OG0000432	Pral.g_00618	Prak.g_00435
OG0000433	Pral.g_00615	Prak.g_00438
OG0000434	Pral.g_00613	Prak.g_00439
OG0000435	Pral.g_00612	Prak.g_00440
OG0000436	Pral.g_00610	Prak.g_00442
OG0000437	Pral.g_00608	Prak.g_00444
OG0000438	Pral.g_00607	Prak.g_00445
OG0000439	Pral.g_00606	Prak.g_00446
OG0000440	Pral.g_00603	Prak.g_00448
OG0000441	Pral.g_00602	Prak.g_00449
OG0000442	Pral.g_00601	Prak.g_00450
OG0000443	Pral.g_00600	Prak.g_00451
OG0000444	Pral.g_00599	Prak.g_00452
OG0000445	Pral.g_00598	Prak.g_00453
OG0000446	Pral.g_00597	Prak.g_00454
OG0000447	Pral.g_00596	Prak.g_00455
OG0000448	Pral.g_00595	Prak.g_00456
OG0000449	Pral.g_00590	Prak.g_00462
OG0000450	Pral.g_00589	Prak.g_00463
OG0000451	Pral.g_00588	Prak.g_00464
OG0000452	Pral.g_00587	Prak.g_00465
OG0000453	Pral.g_00585	Prak.g_00466
OG0000454	Pral.g_00584	Prak.g_00467
OG0000455	Pral.g_00583	Prak.g_00468
OG0000456	Pral.g_00582	Prak.g_00469
OG0000457	Pral.g_00580	Prak.g_00471
OG0000458	Pral.g_00578	Prak.g_00473
OG0000459	Pral.g_00577	Prak.g_00474
OG0000460	Pral.g_00575	Prak.g_00476
OG0000461	Pral.g_00574	Prak.g_00477
OG0000462	Pral.g_00573	Prak.g_00478
OG0000463	Pral.g_00571	Prak.g_00479
OG0000464	Pral.g_00566	Prak.g_00483
OG0000465	Pral.g_00565	Prak.g_00484
OG0000466	Pral.g_00564	Prak.g_00485
OG0000467	Pral.g_00563	Prak.g_00486
OG0000468	Pral.g_00562	Prak.g_00487
OG0000469	Pral.g_00561	Prak.g_00488
OG0000470	Pral.g_00560	Prak.g_00489
OG0000471	Pral.g_00559	Prak.g_00490
OG0000472	Pral.g_00556	Prak.g_00493
OG0000473	Pral.g_00555	Prak.g_00494
OG0000474	Pral.g_00554	Prak.g_00495
OG0000475	Pral.g_00553	Prak.g_00496
OG0000476	Pral.g_00552	Prak.g_00497
OG0000477	Pral.g_00550	Prak.g_00499
OG0000478	Pral.g_00549	Prak.g_00500
OG0000479	Pral.g_00548	Prak.g_00501
OG0000480	Pral.g_00546	Prak.g_00503
OG0000481	Pral.g_00545	Prak.g_00504
OG0000482	Pral.g_00544	Prak.g_00506
OG0000483	Pral.g_00543	Prak.g_00507
OG0000484	Pral.g_00542	Prak.g_00508
OG0000485	Pral.g_00541	Prak.g_00509
OG0000486	Pral.g_00540	Prak.g_00510
OG0000487	Pral.g_00539	Prak.g_00511
OG0000488	Pral.g_00537	Prak.g_00513
OG0000489	Pral.g_00536	Prak.g_00514
OG0000490	Pral.g_00535	Prak.g_00515
OG0000491	Pral.g_00534	Prak.g_00516
OG0000492	Pral.g_00533	Prak.g_00517
OG0000493	Pral.g_00532	Prak.g_00518
OG0000494	Pral.g_00530	Prak.g_00519
OG0000495	Pral.g_00529	Prak.g_00520
OG0000496	Pral.g_00527	Prak.g_00522
OG0000497	Pral.g_00525	Prak.g_00524
OG0000498	Pral.g_00524	Prak.g_00525
OG0000499	Pral.g_00522	Prak.g_00527
OG0000500	Pral.g_00521	Prak.g_00528
OG0000501	Pral.g_00519	Prak.g_00530
OG0000502	Pral.g_00518	Prak.g_00531
OG0000503	Pral.g_00516	Prak.g_00532
OG0000504	Pral.g_00515	Prak.g_00533
OG0000505	Pral.g_00514	Prak.g_00534
OG0000506	Pral.g_00513	Prak.g_00535
OG0000507	Pral.g_00512	Prak.g_00536
OG0000508	Pral.g_00510	Prak.g_00538
OG0000509	Pral.g_00509	Prak.g_00539
OG0000510	Pral.g_00508	Prak.g_00540
OG0000511	Pral.g_00507	Prak.g_00541
OG0000512	Pral.g_00506	Prak.g_00542
OG0000513	Pral.g_00505	Prak.g_00543
OG0000514	Pral.g_00504	Prak.g_00544
OG0000515	Pral.g_00503	Prak.g_00547
OG0000516	Pral.g_00502	Prak.g_00548
OG0000517	Pral.g_00501	Prak.g_00549
OG0000518	Pral.g_00498	Prak.g_00552
OG0000519	Pral.g_00497	Prak.g_00553
OG0000520	Pral.g_00496	Prak.g_00554
OG0000521	Pral.g_00495	Prak.g_00555
OG0000522	Pral.g_00494	Prak.g_00556
OG0000523	Pral.g_00493	Prak.g_00557
OG0000524	Pral.g_00492	Prak.g_00558
OG0000525	Pral.g_00490	Prak.g_00560
OG0000526	Pral.g_00489	Prak.g_00561
OG0000527	Pral.g_00488	Prak.g_00562
OG0000528	Pral.g_00487	Prak.g_00563
OG0000529	Pral.g_00486	Prak.g_00564
OG0000530	Pral.g_00485	Prak.g_00565
OG0000531	Pral.g_00483	Prak.g_00567
OG0000532	Pral.g_00482	Prak.g_00568
OG0000533	Pral.g_00481	Prak.g_00569
OG0000534	Pral.g_00480	Prak.g_00570
OG0000535	Pral.g_00479	Prak.g_00571
OG0000536	Pral.g_00478	Prak.g_00572
OG0000537	Pral.g_00477	Prak.g_00573
OG0000538	Pral.g_00476	Prak.g_00574
OG0000539	Pral.g_00475	Prak.g_00575
OG0000540	Pral.g_00474	Prak.g_00576
OG0000541	Pral.g_00472	Prak.g_00577
OG0000542	Pral.g_00471	Prak.g_00578
OG0000543	Pral.g_00470	Prak.g_00579
OG0000544	Pral.g_00469	Prak.g_00580
OG0000545	Pral.g_00466	Prak.g_00582
OG0000546	Pral.g_00465	Prak.g_00583
OG0000547	Pral.g_00464	Prak.g_00585
OG0000548	Pral.g_00462	Prak.g_00587
OG0000549	Pral.g_00461	Prak.g_00588
OG0000550	Pral.g_00460	Prak.g_00589
OG0000551	Pral.g_00459	Prak.g_00591
OG0000552	Pral.g_00458	Prak.g_00592
OG0000553	Pral.g_01430	Prak.g_01113
OG0000554	Pral.g_01432	Prak.g_01112
OG0000555	Pral.g_01433	Prak.g_01111
OG0000556	Pral.g_01434	Prak.g_01110
OG0000557	Pral.g_01435	Prak.g_01109
OG0000558	Pral.g_01436	Prak.g_01108
OG0000559	Pral.g_01437	Prak.g_01107
OG0000560	Pral.g_01439	Prak.g_01105
OG0000561	Pral.g_01440	Prak.g_01104
OG0000562	Pral.g_01441	Prak.g_01102
OG0000563	Pral.g_01442	Prak.g_01101
OG0000564	Pral.g_01443	Prak.g_01100
OG0000565	Pral.g_01444	Prak.g_01099
OG0000566	Pral.g_01445	Prak.g_01098
OG0000567	Pral.g_01446	Prak.g_01097
OG0000568	Pral.g_01447	Prak.g_01096
OG0000569	Pral.g_01448	Prak.g_01095
OG0000570	Pral.g_01449	Prak.g_01094
OG0000571	Pral.g_01450	Prak.g_01093
OG0000572	Pral.g_01451	Prak.g_01092
OG0000573	Pral.g_01454	Prak.g_01089
OG0000574	Pral.g_01455	Prak.g_01088
OG0000575	Pral.g_01456	Prak.g_01087
OG0000576	Pral.g_01457	Prak.g_01086
OG0000577	Pral.g_01458	Prak.g_01085
OG0000578	Pral.g_01459	Prak.g_01084
OG0000579	Pral.g_01460	Prak.g_01083
