Orthogroup	Pral	Prbf
OG0000433	Pral.g_00615	Prbf.g_01760
OG0000434	Pral.g_00613	Prbf.g_01761
OG0000435	Pral.g_00612	Prbf.g_01762
OG0000436	Pral.g_00610	Prbf.g_01764
OG0000437	Pral.g_00608	Prbf.g_01766
OG0000438	Pral.g_00607	Prbf.g_01767
OG0000439	Pral.g_00606	Prbf.g_01768
OG0000440	Pral.g_00603	Prbf.g_01770
OG0000441	Pral.g_00602	Prbf.g_01771
OG0000442	Pral.g_00601	Prbf.g_01772
OG0000443	Pral.g_00600	Prbf.g_01773
OG0000444	Pral.g_00599	Prbf.g_01774
OG0000445	Pral.g_00598	Prbf.g_01775
OG0000446	Pral.g_00597	Prbf.g_01776
OG0000447	Pral.g_00596	Prbf.g_01777
OG0000448	Pral.g_00595	Prbf.g_01778
OG0000449	Pral.g_00590	Prbf.g_01784
OG0000450	Pral.g_00589	Prbf.g_01785
OG0000451	Pral.g_00588	Prbf.g_01786
OG0000452	Pral.g_00587	Prbf.g_01787
OG0000453	Pral.g_00585	Prbf.g_01788
OG0000454	Pral.g_00584	Prbf.g_01789
OG0000455	Pral.g_00583	Prbf.g_01790
OG0000456	Pral.g_00582	Prbf.g_01791
OG0000457	Pral.g_00580	Prbf.g_01793
OG0000458	Pral.g_00578	Prbf.g_01795
OG0000459	Pral.g_00577	Prbf.g_01796
OG0000460	Pral.g_00575	Prbf.g_01798
OG0000461	Pral.g_00574	Prbf.g_01799
OG0000462	Pral.g_00573	Prbf.g_01800
OG0000463	Pral.g_00571	Prbf.g_01801
OG0000464	Pral.g_00566	Prbf.g_01805
OG0000465	Pral.g_00565	Prbf.g_01806
OG0000466	Pral.g_00564	Prbf.g_01807
OG0000467	Pral.g_00563	Prbf.g_01808
OG0000468	Pral.g_00562	Prbf.g_01809
OG0000469	Pral.g_00561	Prbf.g_01810
OG0000470	Pral.g_00560	Prbf.g_01811
OG0000471	Pral.g_00559	Prbf.g_01812
OG0000472	Pral.g_00556	Prbf.g_01815
OG0000473	Pral.g_00555	Prbf.g_01816
OG0000474	Pral.g_00554	Prbf.g_01817
OG0000475	Pral.g_00553	Prbf.g_01818
OG0000476	Pral.g_00552	Prbf.g_01819
OG0000477	Pral.g_00550	Prbf.g_01821
OG0000478	Pral.g_00549	Prbf.g_01822
OG0000479	Pral.g_00548	Prbf.g_01823
OG0000480	Pral.g_00546	Prbf.g_01825
OG0000481	Pral.g_00545	Prbf.g_01826
OG0000482	Pral.g_00544	Prbf.g_01827
OG0000483	Pral.g_00543	Prbf.g_01828
OG0000484	Pral.g_00542	Prbf.g_01829
OG0000485	Pral.g_00541	Prbf.g_01830
OG0000486	Pral.g_00540	Prbf.g_01831
OG0000487	Pral.g_00539	Prbf.g_01832
OG0000488	Pral.g_00537	Prbf.g_01834
OG0000489	Pral.g_00536	Prbf.g_01835
OG0000490	Pral.g_00535	Prbf.g_01836
OG0000491	Pral.g_00534	Prbf.g_01837
OG0000492	Pral.g_00533	Prbf.g_01838
OG0000493	Pral.g_00532	Prbf.g_01839
OG0000494	Pral.g_00530	Prbf.g_01840
OG0000495	Pral.g_00529	Prbf.g_01841
OG0000496	Pral.g_00527	Prbf.g_01843
OG0000497	Pral.g_00525	Prbf.g_01845
OG0000498	Pral.g_00524	Prbf.g_01846
OG0000499	Pral.g_00522	Prbf.g_01848
OG0000500	Pral.g_00521	Prbf.g_01849
OG0000501	Pral.g_00519	Prbf.g_01851
OG0000502	Pral.g_00518	Prbf.g_01852
OG0000503	Pral.g_00516	Prbf.g_01853
OG0000504	Pral.g_00515	Prbf.g_01854
OG0000505	Pral.g_00514	Prbf.g_01855
OG0000506	Pral.g_00513	Prbf.g_01856
OG0000507	Pral.g_00512	Prbf.g_01857
OG0000508	Pral.g_00510	Prbf.g_01859
OG0000509	Pral.g_00509	Prbf.g_01860
OG0000510	Pral.g_00508	Prbf.g_01861
OG0000511	Pral.g_00507	Prbf.g_01862
OG0000512	Pral.g_00506	Prbf.g_01863
OG0000513	Pral.g_00505	Prbf.g_01864
OG0000514	Pral.g_00504	Prbf.g_01865
OG0000515	Pral.g_00503	Prbf.g_01868
OG0000516	Pral.g_00502	Prbf.g_01869
OG0000517	Pral.g_00501	Prbf.g_01870
OG0000518	Pral.g_00498	Prbf.g_01873
OG0000519	Pral.g_00497	Prbf.g_01874
OG0000520	Pral.g_00496	Prbf.g_01875
OG0000521	Pral.g_00495	Prbf.g_01876
OG0000522	Pral.g_00494	Prbf.g_01877
OG0000523	Pral.g_00493	Prbf.g_01878
OG0000524	Pral.g_00492	Prbf.g_01879
OG0000525	Pral.g_00490	Prbf.g_01881
OG0000526	Pral.g_00489	Prbf.g_01882
OG0000527	Pral.g_00488	Prbf.g_01883
OG0000528	Pral.g_00487	Prbf.g_01884
OG0000529	Pral.g_00486	Prbf.g_01885
OG0000530	Pral.g_00485	Prbf.g_01886
OG0000531	Pral.g_00483	Prbf.g_01888
OG0000532	Pral.g_00482	Prbf.g_01889
OG0000533	Pral.g_00481	Prbf.g_01890
OG0000534	Pral.g_00480	Prbf.g_01891
OG0000535	Pral.g_00479	Prbf.g_01892
OG0000536	Pral.g_00478	Prbf.g_01893
OG0000537	Pral.g_00477	Prbf.g_01894
OG0000538	Pral.g_00476	Prbf.g_01895
OG0000539	Pral.g_00475	Prbf.g_01896
OG0000540	Pral.g_00474	Prbf.g_01897
OG0000541	Pral.g_00472	Prbf.g_01898
OG0000542	Pral.g_00471	Prbf.g_01899
OG0000543	Pral.g_00470	Prbf.g_01900
OG0000544	Pral.g_00469	Prbf.g_01901
OG0000545	Pral.g_00466	Prbf.g_01903
OG0000546	Pral.g_00465	Prbf.g_01904
OG0000547	Pral.g_00464	Prbf.g_01906
OG0000548	Pral.g_00462	Prbf.g_01908
OG0000549	Pral.g_00461	Prbf.g_01909
OG0000550	Pral.g_00460	Prbf.g_01910
OG0000551	Pral.g_00459	Prbf.g_01912
OG0000552	Pral.g_00458	Prbf.g_01913
OG0000553	Pral.g_01430	Prbf.g_00977
OG0000554	Pral.g_01432	Prbf.g_00978
