Orthogroup	Pral	Prap
OG0000099	Pral.g_00744	Prap.g_01415
OG0000100	Pral.g_00741	Prap.g_01412
OG0000101	Pral.g_00674	Prap.g_01347
OG0000102	Pral.g_01034	Prap.g_00543
OG0000103	Pral.g_00616	Prap.g_01291
OG0000104	Pral.g_00611	Prap.g_01287
OG0000105	Pral.g_00591	Prap.g_01267
OG0000106	Pral.g_00558	Prap.g_01237
OG0000107	Pral.g_00557	Prap.g_01236
OG0000108	Pral.g_00547	Prap.g_01226
OG0000109	Pral.g_00538	Prap.g_01217
OG0000110	Pral.g_00520	Prap.g_01200
OG0000111	Pral.g_01452	Prap.g_00375
OG0000112	Pral.g_01453	Prap.g_00374
OG0000113	Pral.g_01705	Prap.g_00324
OG0000114	Pral.g_01486	Prap.g_00785
OG0000115	Pral.g_01627	Prap.g_00257
OG0000116	Pral.g_01623	Prap.g_00261
OG0000117	Pral.g_01564	Prap.g_00705
OG0000118	Pral.g_01316	Prap.g_00501
OG0000119	Pral.g_00075	Prap.g_01880
OG0000120	Pral.g_01373	Prap.g_00450
OG0000121	Pral.g_01400	Prap.g_00427
OG0000122	Pral.g_01420	Prap.g_00407
OG0000123	Pral.g_00455	Prap.g_01135
OG0000124	Pral.g_01064	Prap.g_00217
OG0000125	Pral.g_01269	Prap.g_00574
OG0000126	Pral.g_01222	Prap.g_00059
OG0000127	Pral.g_01179	Prap.g_00109
OG0000128	Pral.g_01160	Prap.g_00122
OG0000129	Pral.g_01123	Prap.g_00158
OG0000130	Pral.g_00104	Prap.g_01782
OG0000131	Pral.g_00143	Prap.g_01742
OG0000132	Pral.g_00146	Prap.g_01739
OG0000133	Pral.g_00201	Prap.g_01685
OG0000134	Pral.g_00237	Prap.g_01648, Prap.g_01649
OG0000135	Pral.g_00239	Prap.g_01646
OG0000136	Pral.g_00289	Prap.g_01596
OG0000137	Pral.g_00323	Prap.g_01562
OG0000138	Pral.g_00358	Prap.g_01528
OG0000139	Pral.g_00390	Prap.g_01497
OG0000140	Pral.g_00411	Prap.g_00053
OG0000141	Pral.g_00412	Prap.g_00052
OG0000142	Pral.g_00414	Prap.g_00050
OG0000143	Pral.g_00415	Prap.g_00049
OG0000144	Pral.g_00417	Prap.g_00047
OG0000145	Pral.g_00418	Prap.g_00046
OG0000146	Pral.g_00419	Prap.g_00045
OG0000147	Pral.g_00420	Prap.g_00044
OG0000148	Pral.g_00422	Prap.g_00042
OG0000149	Pral.g_01030	Prap.g_00941
OG0000150	Pral.g_01029	Prap.g_00940
OG0000151	Pral.g_01028	Prap.g_00939
OG0000152	Pral.g_01027	Prap.g_00938
OG0000153	Pral.g_01026	Prap.g_00937
OG0000154	Pral.g_01025	Prap.g_00936
OG0000155	Pral.g_01024	Prap.g_00935
OG0000156	Pral.g_01023	Prap.g_00934
OG0000157	Pral.g_01022	Prap.g_00933
OG0000158	Pral.g_01020	Prap.g_00931
OG0000159	Pral.g_01019	Prap.g_00930
OG0000160	Pral.g_01018	Prap.g_00929
OG0000161	Pral.g_01017	Prap.g_00928
OG0000162	Pral.g_01016	Prap.g_00927
OG0000163	Pral.g_01014	Prap.g_00925
OG0000164	Pral.g_01011	Prap.g_00922
OG0000165	Pral.g_01009	Prap.g_00919
OG0000166	Pral.g_01008	Prap.g_00918
OG0000167	Pral.g_01007	Prap.g_00917
OG0000168	Pral.g_01005	Prap.g_00915
OG0000169	Pral.g_01003	Prap.g_00913
OG0000170	Pral.g_01001	Prap.g_00911
OG0000171	Pral.g_01000	Prap.g_00910
OG0000172	Pral.g_00999	Prap.g_00909
OG0000173	Pral.g_00996	Prap.g_00906
OG0000174	Pral.g_00995	Prap.g_00905
OG0000175	Pral.g_00994	Prap.g_00904
OG0000176	Pral.g_00992	Prap.g_00902
OG0000177	Pral.g_00991	Prap.g_00901
OG0000178	Pral.g_00990	Prap.g_00899
OG0000179	Pral.g_00984	Prap.g_00887
OG0000180	Pral.g_00983	Prap.g_00886
OG0000181	Pral.g_00982	Prap.g_00885
OG0000182	Pral.g_00978	Prap.g_00881
OG0000183	Pral.g_00977	Prap.g_00880
OG0000184	Pral.g_00974	Prap.g_00877
OG0000185	Pral.g_00970	Prap.g_01100
OG0000186	Pral.g_00969	Prap.g_01099
OG0000187	Pral.g_00048	Prap.g_00025
OG0000188	Pral.g_00968	Prap.g_01098
OG0000189	Pral.g_00966	Prap.g_01097
OG0000190	Pral.g_00965	Prap.g_01096
OG0000191	Pral.g_00964	Prap.g_01095
OG0000192	Pral.g_00963	Prap.g_01094
OG0000193	Pral.g_00962	Prap.g_01093
OG0000194	Pral.g_00961	Prap.g_01092
OG0000195	Pral.g_00959	Prap.g_01090
OG0000196	Pral.g_00958	Prap.g_01089
OG0000197	Pral.g_00957	Prap.g_01088
OG0000198	Pral.g_00956	Prap.g_01087
OG0000199	Pral.g_00953	Prap.g_01084
OG0000200	Pral.g_00952	Prap.g_01083
OG0000201	Pral.g_00951	Prap.g_01082
OG0000202	Pral.g_00950	Prap.g_01080
OG0000203	Pral.g_00949	Prap.g_01079
OG0000204	Pral.g_00948	Prap.g_01078
OG0000205	Pral.g_00946	Prap.g_01076
OG0000206	Pral.g_00945	Prap.g_01075
OG0000207	Pral.g_00944	Prap.g_01074
OG0000208	Pral.g_00943	Prap.g_01073
OG0000209	Pral.g_00942	Prap.g_01072
OG0000210	Pral.g_00941	Prap.g_01071
OG0000211	Pral.g_00940	Prap.g_01069
OG0000212	Pral.g_00939	Prap.g_01068
OG0000213	Pral.g_00938	Prap.g_01067
OG0000214	Pral.g_00934	Prap.g_01063
OG0000215	Pral.g_00933	Prap.g_01062
OG0000216	Pral.g_00931	Prap.g_01060
OG0000217	Pral.g_00930	Prap.g_01059
OG0000218	Pral.g_00929	Prap.g_01058
OG0000219	Pral.g_00928	Prap.g_01057
OG0000220	Pral.g_00925	Prap.g_01054
OG0000221	Pral.g_00922	Prap.g_01051
OG0000222	Pral.g_00921	Prap.g_01050
OG0000223	Pral.g_00920	Prap.g_01049
OG0000224	Pral.g_00918	Prap.g_01047
OG0000225	Pral.g_00916	Prap.g_01045
OG0000226	Pral.g_00914	Prap.g_01043
OG0000227	Pral.g_00913	Prap.g_01042
OG0000228	Pral.g_00912	Prap.g_01041
OG0000229	Pral.g_00911	Prap.g_01040
OG0000230	Pral.g_00910	Prap.g_01039
OG0000231	Pral.g_00450	Prap.g_00319
OG0000232	Pral.g_00908	Prap.g_01037
OG0000233	Pral.g_00905	Prap.g_01034
OG0000234	Pral.g_00903	Prap.g_01032
OG0000235	Pral.g_00900	Prap.g_01026
OG0000236	Pral.g_00899	Prap.g_01025
OG0000237	Pral.g_00898	Prap.g_01024
OG0000238	Pral.g_00897	Prap.g_01023
OG0000239	Pral.g_00896	Prap.g_01022
OG0000240	Pral.g_00894	Prap.g_01020
OG0000241	Pral.g_00893	Prap.g_01019
OG0000242	Pral.g_00892	Prap.g_01018
OG0000243	Pral.g_00891	Prap.g_01017
OG0000244	Pral.g_00890	Prap.g_01016
OG0000245	Pral.g_00888	Prap.g_01014
OG0000246	Pral.g_00886	Prap.g_01012
OG0000247	Pral.g_00885	Prap.g_01011
OG0000248	Pral.g_00884	Prap.g_01010
OG0000249	Pral.g_00883	Prap.g_01009
OG0000250	Pral.g_00882	Prap.g_01008
OG0000251	Pral.g_00881	Prap.g_01007
OG0000252	Pral.g_00880	Prap.g_01006
OG0000253	Pral.g_00879	Prap.g_01005
OG0000254	Pral.g_00877	Prap.g_01003
OG0000255	Pral.g_00875	Prap.g_01002
OG0000256	Pral.g_00872	Prap.g_00999
OG0000257	Pral.g_00871	Prap.g_00997
OG0000258	Pral.g_00870	Prap.g_00996
OG0000259	Pral.g_00869	Prap.g_00995
OG0000260	Pral.g_00868	Prap.g_00994
OG0000261	Pral.g_00867	Prap.g_00993
OG0000262	Pral.g_00866	Prap.g_00992
OG0000263	Pral.g_00865	Prap.g_00991
OG0000264	Pral.g_00863	Prap.g_00989
OG0000265	Pral.g_00862	Prap.g_00988
OG0000266	Pral.g_00861	Prap.g_00987
OG0000267	Pral.g_00859	Prap.g_00985
OG0000268	Pral.g_00857	Prap.g_00983
OG0000269	Pral.g_00856	Prap.g_00982
OG0000270	Pral.g_00855	Prap.g_00981
OG0000271	Pral.g_00854	Prap.g_00980
OG0000272	Pral.g_00853	Prap.g_00979
OG0000273	Pral.g_00852	Prap.g_00978
OG0000274	Pral.g_00851	Prap.g_00977
OG0000275	Pral.g_00850	Prap.g_00976
OG0000276	Pral.g_00849	Prap.g_00975
OG0000277	Pral.g_00848	Prap.g_00974
OG0000278	Pral.g_00847	Prap.g_00973
OG0000279	Pral.g_00846	Prap.g_00972
OG0000280	Pral.g_00845	Prap.g_00971
OG0000281	Pral.g_00844	Prap.g_00969
OG0000282	Pral.g_00843	Prap.g_00968
OG0000283	Pral.g_00840	Prap.g_00965
OG0000284	Pral.g_00839	Prap.g_00964
OG0000285	Pral.g_00838	Prap.g_00963
OG0000286	Pral.g_00836	Prap.g_00961
OG0000287	Pral.g_00835	Prap.g_00959
OG0000288	Pral.g_00834	Prap.g_00958
OG0000289	Pral.g_00833	Prap.g_00957
OG0000290	Pral.g_00832	Prap.g_00956
OG0000291	Pral.g_00831	Prap.g_00955
OG0000292	Pral.g_00830	Prap.g_00954
OG0000293	Pral.g_00829	Prap.g_00953
OG0000294	Pral.g_00828	Prap.g_00952
OG0000295	Pral.g_00827	Prap.g_00951
OG0000296	Pral.g_00826	Prap.g_00950
OG0000297	Pral.g_00825	Prap.g_00949
OG0000298	Pral.g_00824	Prap.g_00948
OG0000299	Pral.g_00823	Prap.g_00947
OG0000300	Pral.g_00822	Prap.g_00946
OG0000301	Pral.g_00821	Prap.g_00945
OG0000302	Pral.g_00820	Prap.g_00944
OG0000303	Pral.g_00819	Prap.g_00943
OG0000304	Pral.g_00817	Prap.g_01487
OG0000305	Pral.g_00816	Prap.g_01486
OG0000306	Pral.g_00815	Prap.g_01485
OG0000307	Pral.g_00812	Prap.g_01483
OG0000308	Pral.g_00811	Prap.g_01482
OG0000309	Pral.g_00810	Prap.g_01481
OG0000310	Pral.g_00809	Prap.g_01480
OG0000311	Pral.g_00807	Prap.g_01479
OG0000312	Pral.g_00805	Prap.g_01477
OG0000313	Pral.g_00804	Prap.g_01476
OG0000314	Pral.g_00800	Prap.g_01472
OG0000315	Pral.g_00799	Prap.g_01471
OG0000316	Pral.g_00796	Prap.g_01469
OG0000317	Pral.g_00795	Prap.g_01467
OG0000318	Pral.g_00794	Prap.g_01466
OG0000319	Pral.g_00793	Prap.g_01465
OG0000320	Pral.g_00792	Prap.g_01464
OG0000321	Pral.g_00789	Prap.g_01461
OG0000322	Pral.g_00785	Prap.g_01457
OG0000323	Pral.g_00784	Prap.g_01456
OG0000324	Pral.g_00781	Prap.g_01453
OG0000325	Pral.g_00780	Prap.g_01452
OG0000326	Pral.g_00779	Prap.g_01451
OG0000327	Pral.g_00777	Prap.g_01449
OG0000328	Pral.g_00776	Prap.g_01448
OG0000329	Pral.g_00775	Prap.g_01447
OG0000330	Pral.g_00774	Prap.g_01446
OG0000331	Pral.g_00773	Prap.g_01444
OG0000332	Pral.g_00772	Prap.g_01443
OG0000333	Pral.g_00771	Prap.g_01442
OG0000334	Pral.g_00770	Prap.g_01441
OG0000335	Pral.g_00769	Prap.g_01440
OG0000336	Pral.g_00767	Prap.g_01438
OG0000337	Pral.g_00764	Prap.g_01435
OG0000338	Pral.g_00763	Prap.g_01434
OG0000339	Pral.g_00762	Prap.g_01433
OG0000340	Pral.g_00761	Prap.g_01432
OG0000341	Pral.g_00756	Prap.g_01428
OG0000342	Pral.g_00755	Prap.g_01427
OG0000343	Pral.g_00753	Prap.g_01424
OG0000344	Pral.g_00752	Prap.g_01423
OG0000345	Pral.g_00751	Prap.g_01422
OG0000346	Pral.g_00750	Prap.g_01421
OG0000347	Pral.g_00749	Prap.g_01420
OG0000348	Pral.g_00748	Prap.g_01418
OG0000349	Pral.g_00747	Prap.g_01417
OG0000350	Pral.g_00746	Prap.g_01416
OG0000351	Pral.g_00743	Prap.g_01414
OG0000352	Pral.g_00740	Prap.g_01411
OG0000353	Pral.g_00739	Prap.g_01410
OG0000354	Pral.g_00738	Prap.g_01409
OG0000355	Pral.g_00737	Prap.g_01408
OG0000356	Pral.g_00736	Prap.g_01407
OG0000357	Pral.g_00735	Prap.g_01406
OG0000358	Pral.g_00734	Prap.g_01405
OG0000359	Pral.g_00733	Prap.g_01404
OG0000360	Pral.g_00731	Prap.g_01402
OG0000361	Pral.g_00730	Prap.g_01401
OG0000362	Pral.g_00729	Prap.g_01400
OG0000363	Pral.g_00728	Prap.g_01399
OG0000364	Pral.g_00727	Prap.g_01398
OG0000365	Pral.g_00726	Prap.g_01397
OG0000366	Pral.g_00725	Prap.g_01396
OG0000367	Pral.g_00724	Prap.g_01395
OG0000368	Pral.g_00723	Prap.g_01394
OG0000369	Pral.g_00722	Prap.g_01393
OG0000370	Pral.g_00721	Prap.g_01392
OG0000371	Pral.g_00720	Prap.g_01391
OG0000372	Pral.g_00718	Prap.g_01390
OG0000373	Pral.g_00716	Prap.g_01388
OG0000374	Pral.g_00715	Prap.g_01387
OG0000375	Pral.g_00714	Prap.g_01386
OG0000376	Pral.g_00712	Prap.g_01385
OG0000377	Pral.g_00706	Prap.g_01379
OG0000378	Pral.g_00705	Prap.g_01378
OG0000379	Pral.g_00698	Prap.g_01372
OG0000380	Pral.g_00696	Prap.g_01370
OG0000381	Pral.g_00695	Prap.g_01369
OG0000382	Pral.g_00694	Prap.g_01368
OG0000383	Pral.g_00691	Prap.g_01365
OG0000384	Pral.g_00690	Prap.g_01364
OG0000385	Pral.g_00687	Prap.g_01361
OG0000386	Pral.g_00686	Prap.g_01360
OG0000387	Pral.g_00685	Prap.g_01359
OG0000388	Pral.g_00684	Prap.g_01358
OG0000389	Pral.g_00683	Prap.g_01357
OG0000390	Pral.g_00682	Prap.g_01356
OG0000391	Pral.g_00681	Prap.g_01355
OG0000392	Pral.g_00680	Prap.g_01354
OG0000393	Pral.g_00677	Prap.g_01350
OG0000394	Pral.g_00676	Prap.g_01349
OG0000395	Pral.g_00673	Prap.g_01346
OG0000396	Pral.g_01541	Prap.g_00728
OG0000397	Pral.g_01322	Prap.g_00500
OG0000398	Pral.g_01039	Prap.g_01827
OG0000399	Pral.g_01840	Prap.g_00495
OG0000400	Pral.g_00171	Prap.g_01714
OG0000401	Pral.g_00663	Prap.g_01335
OG0000402	Pral.g_00662	Prap.g_01334
OG0000403	Pral.g_00661	Prap.g_01333
OG0000404	Pral.g_00659	Prap.g_01331
OG0000405	Pral.g_00658	Prap.g_01330
OG0000406	Pral.g_00656	Prap.g_01328
OG0000407	Pral.g_00655	Prap.g_01327
OG0000408	Pral.g_00654	Prap.g_01326
OG0000409	Pral.g_00653	Prap.g_01325
OG0000410	Pral.g_00651	Prap.g_01324
OG0000411	Pral.g_00650	Prap.g_01323
OG0000412	Pral.g_00649	Prap.g_01322
OG0000413	Pral.g_00648	Prap.g_01321
OG0000414	Pral.g_00647	Prap.g_01320
OG0000415	Pral.g_00646	Prap.g_01319
OG0000416	Pral.g_00645	Prap.g_01318
OG0000417	Pral.g_00644	Prap.g_01317
OG0000418	Pral.g_00643	Prap.g_01316
OG0000419	Pral.g_00642	Prap.g_01315
OG0000420	Pral.g_00641	Prap.g_01314
OG0000421	Pral.g_00635	Prap.g_01310
OG0000422	Pral.g_00633	Prap.g_01308
OG0000423	Pral.g_00632	Prap.g_01307
OG0000424	Pral.g_00631	Prap.g_01306
OG0000425	Pral.g_00627	Prap.g_01302
OG0000426	Pral.g_00626	Prap.g_01301
OG0000427	Pral.g_00625	Prap.g_01300
OG0000428	Pral.g_00623	Prap.g_01298
OG0000429	Pral.g_00622	Prap.g_01297
OG0000430	Pral.g_00621	Prap.g_01296
OG0000431	Pral.g_00619	Prap.g_01294
OG0000432	Pral.g_00618	Prap.g_01293
OG0000433	Pral.g_00615	Prap.g_01290
OG0000434	Pral.g_00613	Prap.g_01289
OG0000435	Pral.g_00612	Prap.g_01288
OG0000436	Pral.g_00610	Prap.g_01286
OG0000437	Pral.g_00608	Prap.g_01284
OG0000438	Pral.g_00607	Prap.g_01283
OG0000439	Pral.g_00606	Prap.g_01282
OG0000440	Pral.g_00603	Prap.g_01280
OG0000441	Pral.g_00602	Prap.g_01279
OG0000442	Pral.g_00601	Prap.g_01278
OG0000443	Pral.g_00600	Prap.g_01277
OG0000444	Pral.g_00599	Prap.g_01276
OG0000445	Pral.g_00598	Prap.g_01275
OG0000446	Pral.g_00597	Prap.g_01274
OG0000447	Pral.g_00596	Prap.g_01273
OG0000448	Pral.g_00595	Prap.g_01272
OG0000449	Pral.g_00590	Prap.g_01266
OG0000450	Pral.g_00589	Prap.g_01265
OG0000451	Pral.g_00588	Prap.g_01264
OG0000452	Pral.g_00587	Prap.g_01263
OG0000453	Pral.g_00585	Prap.g_01262
OG0000454	Pral.g_00584	Prap.g_01261
OG0000455	Pral.g_00583	Prap.g_01260
OG0000456	Pral.g_00582	Prap.g_01259
OG0000457	Pral.g_00580	Prap.g_01257
OG0000458	Pral.g_00578	Prap.g_01255
OG0000459	Pral.g_00577	Prap.g_01254
OG0000460	Pral.g_00575	Prap.g_01252
OG0000461	Pral.g_00574	Prap.g_01251
OG0000462	Pral.g_00573	Prap.g_01250
OG0000463	Pral.g_00571	Prap.g_01249
OG0000464	Pral.g_00566	Prap.g_01245
OG0000465	Pral.g_00565	Prap.g_01244
OG0000466	Pral.g_00564	Prap.g_01243
OG0000467	Pral.g_00563	Prap.g_01242
OG0000468	Pral.g_00562	Prap.g_01241
OG0000469	Pral.g_00561	Prap.g_01240
OG0000470	Pral.g_00560	Prap.g_01239
OG0000471	Pral.g_00559	Prap.g_01238
OG0000472	Pral.g_00556	Prap.g_01235
OG0000473	Pral.g_00555	Prap.g_01234
OG0000474	Pral.g_00554	Prap.g_01233
OG0000475	Pral.g_00553	Prap.g_01232
OG0000476	Pral.g_00552	Prap.g_01231
OG0000477	Pral.g_00550	Prap.g_01229
OG0000478	Pral.g_00549	Prap.g_01228
OG0000479	Pral.g_00548	Prap.g_01227
OG0000480	Pral.g_00546	Prap.g_01225
OG0000481	Pral.g_00545	Prap.g_01224
OG0000482	Pral.g_00544	Prap.g_01223
OG0000483	Pral.g_00543	Prap.g_01222
OG0000484	Pral.g_00542	Prap.g_01221
OG0000485	Pral.g_00541	Prap.g_01220
OG0000486	Pral.g_00540	Prap.g_01219
OG0000487	Pral.g_00539	Prap.g_01218
OG0000488	Pral.g_00537	Prap.g_01216
OG0000489	Pral.g_00536	Prap.g_01215
OG0000490	Pral.g_00535	Prap.g_01214
OG0000491	Pral.g_00534	Prap.g_01213
OG0000492	Pral.g_00533	Prap.g_01212
OG0000493	Pral.g_00532	Prap.g_01211
OG0000494	Pral.g_00530	Prap.g_01210
OG0000495	Pral.g_00529	Prap.g_01209
OG0000496	Pral.g_00527	Prap.g_01207
OG0000497	Pral.g_00525	Prap.g_01205
OG0000498	Pral.g_00524	Prap.g_01204
OG0000499	Pral.g_00522	Prap.g_01202
OG0000500	Pral.g_00521	Prap.g_01201
OG0000501	Pral.g_00519	Prap.g_01199
OG0000502	Pral.g_00518	Prap.g_01198
OG0000503	Pral.g_00516	Prap.g_01197
OG0000504	Pral.g_00515	Prap.g_01196
OG0000505	Pral.g_00514	Prap.g_01195
OG0000506	Pral.g_00513	Prap.g_01194
OG0000507	Pral.g_00512	Prap.g_01193
OG0000508	Pral.g_00510	Prap.g_01191
OG0000509	Pral.g_00509	Prap.g_01190
OG0000510	Pral.g_00508	Prap.g_01189
OG0000511	Pral.g_00507	Prap.g_01188
OG0000512	Pral.g_00506	Prap.g_01187
OG0000513	Pral.g_00505	Prap.g_01186
OG0000514	Pral.g_00504	Prap.g_01185
OG0000515	Pral.g_00503	Prap.g_01182
OG0000516	Pral.g_00502	Prap.g_01181
OG0000517	Pral.g_00501	Prap.g_01180
OG0000518	Pral.g_00498	Prap.g_01177
OG0000519	Pral.g_00497	Prap.g_01176
OG0000520	Pral.g_00496	Prap.g_01175
OG0000521	Pral.g_00495	Prap.g_01174
OG0000522	Pral.g_00494	Prap.g_01173
OG0000523	Pral.g_00493	Prap.g_01172
OG0000524	Pral.g_00492	Prap.g_01171
OG0000525	Pral.g_00490	Prap.g_01169
OG0000526	Pral.g_00489	Prap.g_01168
OG0000527	Pral.g_00488	Prap.g_01167
OG0000528	Pral.g_00487	Prap.g_01166
OG0000529	Pral.g_00486	Prap.g_01165
OG0000530	Pral.g_00485	Prap.g_01164
OG0000531	Pral.g_00483	Prap.g_01162
OG0000532	Pral.g_00482	Prap.g_01161
OG0000533	Pral.g_00481	Prap.g_01160
OG0000534	Pral.g_00480	Prap.g_01159
OG0000535	Pral.g_00479	Prap.g_01158
OG0000536	Pral.g_00478	Prap.g_01157
OG0000537	Pral.g_00477	Prap.g_01156
OG0000538	Pral.g_00476	Prap.g_01155
OG0000539	Pral.g_00475	Prap.g_01154
OG0000540	Pral.g_00474	Prap.g_01153
OG0000541	Pral.g_00472	Prap.g_01152
OG0000542	Pral.g_00471	Prap.g_01151
OG0000543	Pral.g_00470	Prap.g_01150
OG0000544	Pral.g_00469	Prap.g_01149
OG0000545	Pral.g_00466	Prap.g_01147
OG0000546	Pral.g_00465	Prap.g_01146
OG0000547	Pral.g_00464	Prap.g_01144
OG0000548	Pral.g_00462	Prap.g_01142
OG0000549	Pral.g_00461	Prap.g_01141
OG0000550	Pral.g_00460	Prap.g_01140
OG0000551	Pral.g_00459	Prap.g_01138
OG0000552	Pral.g_00458	Prap.g_01137
OG0000553	Pral.g_01430	Prap.g_00397
OG0000554	Pral.g_01432	Prap.g_00396
OG0000555	Pral.g_01433	Prap.g_00395
OG0000556	Pral.g_01434	Prap.g_00394
OG0000557	Pral.g_01435	Prap.g_00393
OG0000558	Pral.g_01436	Prap.g_00392
OG0000559	Pral.g_01437	Prap.g_00391
OG0000560	Pral.g_01439	Prap.g_00389
OG0000561	Pral.g_01440	Prap.g_00388
OG0000562	Pral.g_01441	Prap.g_00386
OG0000563	Pral.g_01442	Prap.g_00385
OG0000564	Pral.g_01443	Prap.g_00384
OG0000565	Pral.g_01444	Prap.g_00383
OG0000566	Pral.g_01445	Prap.g_00382
OG0000567	Pral.g_01446	Prap.g_00381
OG0000568	Pral.g_01447	Prap.g_00380
OG0000569	Pral.g_01448	Prap.g_00379
OG0000570	Pral.g_01449	Prap.g_00378
OG0000571	Pral.g_01450	Prap.g_00377
OG0000572	Pral.g_01451	Prap.g_00376
OG0000573	Pral.g_01454	Prap.g_00373
OG0000574	Pral.g_01455	Prap.g_00372
OG0000575	Pral.g_01456	Prap.g_00371
OG0000576	Pral.g_01457	Prap.g_00370
OG0000577	Pral.g_01458	Prap.g_00369
