Orthogroup	Prbn	Syan
OG0000058	Prbn.g_00172	Syan.g_01128, Syan.g_01124
OG0000061	Prbn.g_01189	Syan.g_02696
OG0000062	Prbn.g_00897	Syan.g_01380, Syan.g_00098
OG0000063	Prbn.g_00130	Syan.g_01739
OG0000064	Prbn.g_00710	Syan.g_02519, Syan.g_00785, Syan.g_02518
OG0000065	Prbn.g_01312	Syan.g_02974
OG0000066	Prbn.g_00577, Prbn.g_01657	Syan.g_01156
OG0000067	Prbn.g_01546	Syan.g_00690
OG0000068	Prbn.g_01240	Syan.g_00845, Syan.g_00257, Syan.g_02773
OG0000069	Prbn.g_00659	Syan.g_00278
OG0000070	Prbn.g_00663	Syan.g_00289
OG0000071	Prbn.g_01084	Syan.g_01213
OG0000072	Prbn.g_00383	Syan.g_03038, Syan.g_02999
OG0000073	Prbn.g_00614	Syan.g_02741
OG0000075	Prbn.g_01917	Syan.g_00981, Syan.g_01937
OG0000076	Prbn.g_00996	Syan.g_01896
OG0000079	Prbn.g_00018	Syan.g_02079, Syan.g_02067, Syan.g_02085
OG0000082	Prbn.g_00530, Prbn.g_01734	Syan.g_00952
OG0000085	Prbn.g_01737, Prbn.g_00144	Syan.g_01387
OG0000086	Prbn.g_01333	Syan.g_02946, Syan.g_02515, Syan.g_00114
OG0000087	Prbn.g_01278	Syan.g_02268
OG0000088	Prbn.g_01247	Syan.g_03031
OG0000089	Prbn.g_00696	Syan.g_02316
OG0000090	Prbn.g_00583	Syan.g_01166
OG0000091	Prbn.g_00434	Syan.g_00235, Syan.g_00808
OG0000092	Prbn.g_01616	Syan.g_02502
OG0000093	Prbn.g_00846	Syan.g_02934
OG0000094	Prbn.g_01369	Syan.g_00065
OG0000097	Prbn.g_00408	Syan.g_00160, Syan.g_00733
OG0000098	Prbn.g_01216	Syan.g_00043
OG0000099	Prbn.g_00173	Syan.g_01968
OG0000100	Prbn.g_00903	Syan.g_00658
OG0000101	Prbn.g_01881	Syan.g_02199
OG0000102	Prbn.g_00991	Syan.g_01891
OG0000103	Prbn.g_00907	Syan.g_01692
OG0000104	Prbn.g_00296	Syan.g_01792
OG0000105	Prbn.g_00041	Syan.g_02031
OG0000106	Prbn.g_00829	Syan.g_00076
OG0000107	Prbn.g_01810	Syan.g_02106
OG0000108	Prbn.g_00634	Syan.g_02764
OG0000109	Prbn.g_00620	Syan.g_02748
OG0000110	Prbn.g_00541	Syan.g_00882
OG0000111	Prbn.g_01561	Syan.g_00187
OG0000112	Prbn.g_00468	Syan.g_00556, Syan.g_00252
OG0000113	Prbn.g_01523	Syan.g_00664
OG0000114	Prbn.g_01621	Syan.g_00741
OG0000115	Prbn.g_01120	Syan.g_02810
OG0000116	Prbn.g_01178	Syan.g_02710, Syan.g_00460
OG0000117	Prbn.g_00389	Syan.g_02644
OG0000118	Prbn.g_01071	Syan.g_01241, Syan.g_01237
OG0000119	Prbn.g_01135, Prbn.g_00885	Syan.g_02672
OG0000120	Prbn.g_00170	Syan.g_01966
OG0000121	Prbn.g_00214	Syan.g_01273
OG0000123	Prbn.g_01888	Syan.g_02190
OG0000124	Prbn.g_00979	Syan.g_01873
OG0000125	Prbn.g_00944	Syan.g_01573
OG0000126	Prbn.g_00295	Syan.g_01705
OG0000128	Prbn.g_00002, Prbn.g_00003	Syan.g_01768
OG0000129	Prbn.g_00737	Syan.g_01563
OG0000130	Prbn.g_00708	Syan.g_02906, Syan.g_02907
OG0000131	Prbn.g_01269	Syan.g_03008
OG0000132	Prbn.g_01249	Syan.g_03029
OG0000133	Prbn.g_00088	Syan.g_00561
OG0000134	Prbn.g_00694	Syan.g_02319
OG0000135	Prbn.g_01102	Syan.g_01616
OG0000136	Prbn.g_00672	Syan.g_01342
OG0000137	Prbn.g_00639	Syan.g_02846
OG0000138	Prbn.g_00619	Syan.g_02747
OG0000140	Prbn.g_00578	Syan.g_00042
OG0000141	Prbn.g_00507	Syan.g_01032
OG0000142	Prbn.g_00426	Syan.g_00816
OG0000143	Prbn.g_00430	Syan.g_00812
OG0000144	Prbn.g_00444	Syan.g_00782
OG0000145	Prbn.g_01100	Syan.g_02740
OG0000146	Prbn.g_00469	Syan.g_00555, Syan.g_00253
OG0000147	Prbn.g_00470	Syan.g_00254, Syan.g_00554
OG0000148	Prbn.g_01529	Syan.g_00670
OG0000149	Prbn.g_01497	Syan.g_00393
OG0000150	Prbn.g_01487	Syan.g_01031
OG0000151	Prbn.g_01611	Syan.g_00731
OG0000152	Prbn.g_01418	Syan.g_00565
OG0000153	Prbn.g_01399	Syan.g_00601
OG0000154	Prbn.g_01379	Syan.g_00363
OG0000155	Prbn.g_01210	Syan.g_02654
OG0000156	Prbn.g_01095	Syan.g_02717
OG0000157	Prbn.g_01094	Syan.g_02718
OG0000158	Prbn.g_01014	Syan.g_01078, Syan.g_01926
OG0000159	Prbn.g_00717	Syan.g_01120
OG0000160	Prbn.g_00213	Syan.g_01274
OG0000161	Prbn.g_00219	Syan.g_01268
OG0000162	Prbn.g_00225	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prbn.g_00264	Syan.g_02405
OG0000164	Prbn.g_01770	Syan.g_01440
OG0000165	Prbn.g_01777	Syan.g_01448
OG0000166	Prbn.g_01844	Syan.g_02239
OG0000167	Prbn.g_01915	Syan.g_01941
OG0000168	Prbn.g_01013	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prbn.g_01003	Syan.g_01912
OG0000170	Prbn.g_01000	Syan.g_01901
OG0000171	Prbn.g_00980	Syan.g_01875
OG0000172	Prbn.g_00973	Syan.g_01810
OG0000173	Prbn.g_00958	Syan.g_01720
OG0000174	Prbn.g_00929	Syan.g_01619
OG0000175	Prbn.g_00916	Syan.g_01678, Syan.g_00258
OG0000176	Prbn.g_00010	Syan.g_01801
OG0000177	Prbn.g_00009	Syan.g_01775
OG0000178	Prbn.g_00008	Syan.g_01774
OG0000179	Prbn.g_00766	Syan.g_01759
OG0000180	Prbn.g_00765	Syan.g_01758
OG0000181	Prbn.g_00764	Syan.g_01757
OG0000182	Prbn.g_00763	Syan.g_01756
OG0000183	Prbn.g_00759	Syan.g_01752
OG0000184	Prbn.g_00733	Syan.g_01549
OG0000185	Prbn.g_00730	Syan.g_01540
OG0000186	Prbn.g_00714	Syan.g_02902
OG0000187	Prbn.g_00713	Syan.g_02904
OG0000188	Prbn.g_01339	Syan.g_02926
OG0000189	Prbn.g_01325	Syan.g_02966
OG0000190	Prbn.g_01323	Syan.g_00971
OG0000191	Prbn.g_01300	Syan.g_02300
OG0000192	Prbn.g_01295	Syan.g_02294
OG0000193	Prbn.g_01268	Syan.g_03009
OG0000194	Prbn.g_01265	Syan.g_03012
OG0000195	Prbn.g_01263	Syan.g_03014
OG0000196	Prbn.g_01252	Syan.g_03026
OG0000197	Prbn.g_01251	Syan.g_03027
OG0000198	Prbn.g_01250	Syan.g_03028
OG0000199	Prbn.g_01243, Prbn.g_00384	Syan.g_03037
OG0000200	Prbn.g_00370	Syan.g_03055
OG0000201	Prbn.g_00361	Syan.g_03074
OG0000202	Prbn.g_00360	Syan.g_03075
OG0000203	Prbn.g_00359	Syan.g_03076
OG0000204	Prbn.g_00358	Syan.g_03077
OG0000205	Prbn.g_00351	Syan.g_03087
OG0000206	Prbn.g_00346	Syan.g_03095
OG0000207	Prbn.g_00343	Syan.g_03100
OG0000208	Prbn.g_00342	Syan.g_03101
OG0000209	Prbn.g_00333	Syan.g_01521
OG0000210	Prbn.g_00332	Syan.g_01522
OG0000211	Prbn.g_00317	Syan.g_02416
OG0000212	Prbn.g_00309	Syan.g_01508, Syan.g_02438
OG0000213	Prbn.g_00024	Syan.g_02059
OG0000214	Prbn.g_00034	Syan.g_02040
OG0000215	Prbn.g_00061	Syan.g_02010
OG0000216	Prbn.g_00062	Syan.g_02006
OG0000217	Prbn.g_00065	Syan.g_02001
OG0000218	Prbn.g_00067	Syan.g_01999
OG0000219	Prbn.g_00068	Syan.g_01998
OG0000220	Prbn.g_00069	Syan.g_01997
OG0000221	Prbn.g_00070	Syan.g_01994
OG0000222	Prbn.g_00077	Syan.g_01981
OG0000223	Prbn.g_00089	Syan.g_00228
OG0000224	Prbn.g_00091	Syan.g_01959
OG0000225	Prbn.g_00117	Syan.g_02997
OG0000226	Prbn.g_00121	Syan.g_02990
OG0000227	Prbn.g_00123	Syan.g_02988
OG0000228	Prbn.g_00697	Syan.g_02315
OG0000229	Prbn.g_00677	Syan.g_02396
OG0000230	Prbn.g_00675	Syan.g_02398
OG0000231	Prbn.g_00664	Syan.g_01333
OG0000232	Prbn.g_00653	Syan.g_02801
OG0000233	Prbn.g_00647	Syan.g_02876
OG0000234	Prbn.g_00638	Syan.g_02844
OG0000235	Prbn.g_00635	Syan.g_02765
OG0000236	Prbn.g_00621	Syan.g_02749
OG0000237	Prbn.g_00608	Syan.g_02731
OG0000238	Prbn.g_00602	Syan.g_02726
OG0000239	Prbn.g_00591	Syan.g_01187
OG0000240	Prbn.g_00590	Syan.g_01186
OG0000241	Prbn.g_00586	Syan.g_00822
OG0000242	Prbn.g_00584	Syan.g_01168
OG0000243	Prbn.g_00573	Syan.g_00840
OG0000244	Prbn.g_00570	Syan.g_00848
OG0000245	Prbn.g_00568	Syan.g_00850
OG0000246	Prbn.g_00564	Syan.g_00854
OG0000247	Prbn.g_00554	Syan.g_00866
OG0000248	Prbn.g_00551	Syan.g_00869
OG0000249	Prbn.g_00549	Syan.g_00871
OG0000250	Prbn.g_00544	Syan.g_00878
OG0000251	Prbn.g_00524	Syan.g_00961
OG0000252	Prbn.g_00521	Syan.g_00966
OG0000253	Prbn.g_00520	Syan.g_01000
OG0000254	Prbn.g_00503	Syan.g_01026
OG0000255	Prbn.g_00497	Syan.g_00978
OG0000256	Prbn.g_00487	Syan.g_00001, Syan.g_01135
OG0000257	Prbn.g_00421	Syan.g_00827
OG0000258	Prbn.g_00435	Syan.g_00803
OG0000259	Prbn.g_00835	Syan.g_00772
OG0000260	Prbn.g_00838	Syan.g_00769
OG0000261	Prbn.g_00841	Syan.g_00765
OG0000262	Prbn.g_00845	Syan.g_00760
OG0000263	Prbn.g_01583	Syan.g_02618
OG0000264	Prbn.g_01572	Syan.g_00540
OG0000266	Prbn.g_00864	Syan.g_00330
OG0000267	Prbn.g_01350	Syan.g_00470
OG0000268	Prbn.g_01351	Syan.g_00471
OG0000269	Prbn.g_01551	Syan.g_00695
OG0000270	Prbn.g_01548	Syan.g_00692
OG0000271	Prbn.g_01540	Syan.g_00684
OG0000272	Prbn.g_01539	Syan.g_00683
OG0000273	Prbn.g_01515	Syan.g_00654
OG0000274	Prbn.g_01514	Syan.g_00653
OG0000275	Prbn.g_01511	Syan.g_00373
OG0000276	Prbn.g_01505	Syan.g_00380
OG0000277	Prbn.g_01504	Syan.g_00381
OG0000278	Prbn.g_01501	Syan.g_00384
OG0000279	Prbn.g_01494	Syan.g_00398
OG0000280	Prbn.g_01493	Syan.g_00518
OG0000282	Prbn.g_01619	Syan.g_00739
OG0000283	Prbn.g_01442	Syan.g_00491
OG0000284	Prbn.g_01437	Syan.g_00497
OG0000285	Prbn.g_01432	Syan.g_00533
OG0000286	Prbn.g_01419	Syan.g_00564
OG0000287	Prbn.g_01123	Syan.g_00593
OG0000288	Prbn.g_01380	Syan.g_00364
OG0000289	Prbn.g_01364	Syan.g_00350
OG0000290	Prbn.g_01468	Syan.g_00293
OG0000291	Prbn.g_01470	Syan.g_00291
OG0000292	Prbn.g_01144	Syan.g_01703
OG0000293	Prbn.g_01179	Syan.g_02709
OG0000294	Prbn.g_01180	Syan.g_02708
OG0000295	Prbn.g_01203	Syan.g_02662
OG0000296	Prbn.g_01205	Syan.g_02660
OG0000299	Prbn.g_00407	Syan.g_02601
OG0000301	Prbn.g_00411	Syan.g_02592
OG0000302	Prbn.g_00413	Syan.g_02591
OG0000303	Prbn.g_00419	Syan.g_02582
OG0000304	Prbn.g_00482	Syan.g_02556
OG0000305	Prbn.g_01146	Syan.g_00195
OG0000306	Prbn.g_01482	Syan.g_00087
OG0000307	Prbn.g_00159	Syan.g_02782
OG0000308	Prbn.g_00160	Syan.g_02784
OG0000309	Prbn.g_00164	Syan.g_02883
OG0000310	Prbn.g_00198	Syan.g_01304
OG0000311	Prbn.g_00200	Syan.g_01299
OG0000312	Prbn.g_00203	Syan.g_01290
OG0000313	Prbn.g_00216	Syan.g_01271
OG0000314	Prbn.g_00239	Syan.g_02823
OG0000315	Prbn.g_00249	Syan.g_02833
OG0000316	Prbn.g_00274	Syan.g_01354
OG0000317	Prbn.g_01742	Syan.g_01396
OG0000318	Prbn.g_01746	Syan.g_01401
OG0000319	Prbn.g_01759	Syan.g_01425
OG0000320	Prbn.g_01761	Syan.g_01427
OG0000321	Prbn.g_01762	Syan.g_01428
OG0000322	Prbn.g_01763	Syan.g_01429
OG0000323	Prbn.g_01773	Syan.g_01442
OG0000324	Prbn.g_01800	Syan.g_01472
OG0000325	Prbn.g_01811	Syan.g_02107
OG0000326	Prbn.g_01818	Syan.g_02114
OG0000327	Prbn.g_01839	Syan.g_02244
OG0000328	Prbn.g_01840	Syan.g_02243
OG0000329	Prbn.g_01857	Syan.g_02225
OG0000330	Prbn.g_01858	Syan.g_02224
OG0000331	Prbn.g_01859	Syan.g_02223
OG0000332	Prbn.g_01873	Syan.g_02208
OG0000333	Prbn.g_01875	Syan.g_02205
OG0000334	Prbn.g_01884	Syan.g_00247, Syan.g_02194
OG0000335	Prbn.g_01889	Syan.g_02189
OG0000336	Prbn.g_01893	Syan.g_02185
OG0000337	Prbn.g_01911	Syan.g_01949
OG0000338	Prbn.g_01912	Syan.g_01943
OG0000339	Prbn.g_01918	Syan.g_01935, Syan.g_00264
OG0000340	Prbn.g_01012	Syan.g_01923
OG0000341	Prbn.g_01010	Syan.g_01921
OG0000342	Prbn.g_01009	Syan.g_01920
OG0000343	Prbn.g_01008	Syan.g_01918
OG0000344	Prbn.g_01005	Syan.g_01914
OG0000345	Prbn.g_00999	Syan.g_01900
OG0000346	Prbn.g_00995	Syan.g_01895
OG0000347	Prbn.g_00978	Syan.g_01867
OG0000348	Prbn.g_00970	Syan.g_01803
OG0000349	Prbn.g_00953	Syan.g_01727
OG0000350	Prbn.g_00798	Syan.g_02121
OG0000351	Prbn.g_00913	Syan.g_01682
OG0000352	Prbn.g_00912	Syan.g_01683
OG0000353	Prbn.g_00299	Syan.g_01795
OG0000355	Prbn.g_00301	Syan.g_01797
OG0000356	Prbn.g_00302	Syan.g_01798
OG0000357	Prbn.g_00011	Syan.g_01800
OG0000358	Prbn.g_00007	Syan.g_01773
OG0000359	Prbn.g_00006	Syan.g_01771
OG0000360	Prbn.g_00005	Syan.g_01770
OG0000361	Prbn.g_00004	Syan.g_01769
OG0000362	Prbn.g_00001	Syan.g_01767
OG0000363	Prbn.g_00768	Syan.g_01765
OG0000364	Prbn.g_00767	Syan.g_01398
OG0000365	Prbn.g_00762	Syan.g_01755
OG0000366	Prbn.g_00761	Syan.g_01754
OG0000367	Prbn.g_00760	Syan.g_01753
OG0000368	Prbn.g_00758	Syan.g_01751
OG0000369	Prbn.g_00757	Syan.g_01750
OG0000370	Prbn.g_00756	Syan.g_01749
OG0000371	Prbn.g_00749	Syan.g_01740
OG0000372	Prbn.g_00746	Syan.g_01734
OG0000373	Prbn.g_00745	Syan.g_01733
OG0000374	Prbn.g_00744	Syan.g_01732
OG0000375	Prbn.g_00742	Syan.g_01731
OG0000376	Prbn.g_00740	Syan.g_01729
OG0000377	Prbn.g_00736	Syan.g_01555
OG0000378	Prbn.g_00732	Syan.g_01543
OG0000379	Prbn.g_00729	Syan.g_01539
OG0000380	Prbn.g_00712	Syan.g_02905
OG0000381	Prbn.g_00707	Syan.g_02908
OG0000382	Prbn.g_01340	Syan.g_02925
OG0000383	Prbn.g_01338	Syan.g_02936
OG0000384	Prbn.g_01337	Syan.g_02937
OG0000385	Prbn.g_01336	Syan.g_02938
OG0000386	Prbn.g_01335	Syan.g_02939
OG0000387	Prbn.g_01321	Syan.g_00967
OG0000388	Prbn.g_01317	Syan.g_02970
OG0000389	Prbn.g_01314	Syan.g_02973
OG0000390	Prbn.g_01304	Syan.g_02306
OG0000391	Prbn.g_01301	Syan.g_02301
OG0000392	Prbn.g_01297	Syan.g_02295
OG0000393	Prbn.g_01294	Syan.g_02292
OG0000394	Prbn.g_01293	Syan.g_02291
OG0000395	Prbn.g_01292	Syan.g_02290
OG0000396	Prbn.g_01290	Syan.g_02287
OG0000397	Prbn.g_01288	Syan.g_02285
OG0000398	Prbn.g_01285	Syan.g_02279
OG0000399	Prbn.g_01284	Syan.g_02278
OG0000400	Prbn.g_01283	Syan.g_02277
OG0000401	Prbn.g_01282	Syan.g_02274
OG0000402	Prbn.g_01356	Syan.g_02272
OG0000403	Prbn.g_01280	Syan.g_02271
OG0000404	Prbn.g_01279	Syan.g_02269
OG0000405	Prbn.g_01275	Syan.g_03005
OG0000406	Prbn.g_01267	Syan.g_03010
OG0000407	Prbn.g_01266	Syan.g_03011
OG0000408	Prbn.g_01264	Syan.g_03013
OG0000409	Prbn.g_01262	Syan.g_03015
OG0000410	Prbn.g_01261	Syan.g_03016
OG0000411	Prbn.g_01260	Syan.g_03017
OG0000412	Prbn.g_01259	Syan.g_03018
OG0000413	Prbn.g_01257	Syan.g_03020
OG0000414	Prbn.g_01256	Syan.g_03021
OG0000415	Prbn.g_01255	Syan.g_03022
OG0000416	Prbn.g_01254	Syan.g_03023
OG0000417	Prbn.g_01253	Syan.g_03025
OG0000418	Prbn.g_01248	Syan.g_03030
OG0000419	Prbn.g_01246	Syan.g_03033
OG0000420	Prbn.g_01245	Syan.g_03035
OG0000421	Prbn.g_00381	Syan.g_03040
OG0000422	Prbn.g_00380	Syan.g_03041
OG0000423	Prbn.g_00379	Syan.g_03042
OG0000424	Prbn.g_00378	Syan.g_03043
OG0000425	Prbn.g_00377	Syan.g_03044
OG0000426	Prbn.g_00376	Syan.g_03045
OG0000427	Prbn.g_00375	Syan.g_03046
OG0000428	Prbn.g_00373	Syan.g_03049
OG0000429	Prbn.g_00372	Syan.g_03051
OG0000430	Prbn.g_00371	Syan.g_03053
OG0000431	Prbn.g_00369	Syan.g_03058
OG0000432	Prbn.g_00365	Syan.g_03065
OG0000433	Prbn.g_00364	Syan.g_03068
OG0000434	Prbn.g_00363	Syan.g_03069
OG0000435	Prbn.g_00362	Syan.g_03071
OG0000436	Prbn.g_00357	Syan.g_03079
OG0000437	Prbn.g_00356	Syan.g_03080
OG0000438	Prbn.g_00355	Syan.g_03083
OG0000439	Prbn.g_00353	Syan.g_03085
OG0000440	Prbn.g_00352	Syan.g_03086
OG0000441	Prbn.g_00349	Syan.g_03089
OG0000442	Prbn.g_00348	Syan.g_03090
OG0000443	Prbn.g_00347	Syan.g_03094
OG0000444	Prbn.g_00341	Syan.g_03102
OG0000445	Prbn.g_00340	Syan.g_03103
OG0000446	Prbn.g_00339	Syan.g_03105
OG0000447	Prbn.g_00338	Syan.g_03111
OG0000448	Prbn.g_00337	Syan.g_03112
OG0000449	Prbn.g_00336	Syan.g_03113
OG0000450	Prbn.g_00335	Syan.g_01518
OG0000451	Prbn.g_00334	Syan.g_01519
OG0000452	Prbn.g_00331	Syan.g_01523
OG0000453	Prbn.g_00330	Syan.g_01524
OG0000454	Prbn.g_00329	Syan.g_01525
OG0000455	Prbn.g_00328	Syan.g_01526
OG0000456	Prbn.g_00327	Syan.g_01527
OG0000457	Prbn.g_00325	Syan.g_01529
OG0000458	Prbn.g_00324	Syan.g_01530
OG0000459	Prbn.g_00323	Syan.g_01531
OG0000460	Prbn.g_00315	Syan.g_02423
OG0000461	Prbn.g_00307	Syan.g_02099
OG0000462	Prbn.g_00305	Syan.g_02096
OG0000463	Prbn.g_00304	Syan.g_02095
OG0000464	Prbn.g_00012	Syan.g_02094
OG0000465	Prbn.g_00013	Syan.g_02092
OG0000466	Prbn.g_00016	Syan.g_02087
OG0000467	Prbn.g_00017	Syan.g_02086
OG0000468	Prbn.g_00020	Syan.g_02063
OG0000469	Prbn.g_00028	Syan.g_02046
OG0000470	Prbn.g_00030	Syan.g_02044
OG0000471	Prbn.g_00031	Syan.g_02043
OG0000472	Prbn.g_00033	Syan.g_02041
OG0000473	Prbn.g_00035	Syan.g_02039
OG0000474	Prbn.g_00036	Syan.g_02038
OG0000475	Prbn.g_00037	Syan.g_02037
OG0000476	Prbn.g_00039	Syan.g_02035
OG0000477	Prbn.g_00042	Syan.g_02029
OG0000478	Prbn.g_00043	Syan.g_02028
OG0000479	Prbn.g_00044	Syan.g_02027
OG0000480	Prbn.g_00049	Syan.g_02020
OG0000481	Prbn.g_00052	Syan.g_00975
OG0000482	Prbn.g_00053	Syan.g_02018
OG0000483	Prbn.g_00056	Syan.g_02014
OG0000484	Prbn.g_00057	Syan.g_02013
OG0000485	Prbn.g_00059	Syan.g_02012
OG0000486	Prbn.g_00060	Syan.g_02011
OG0000487	Prbn.g_00063	Syan.g_02005
OG0000488	Prbn.g_00066	Syan.g_02000
OG0000489	Prbn.g_00071	Syan.g_01993
OG0000490	Prbn.g_00075	Syan.g_01985
OG0000491	Prbn.g_00076	Syan.g_01983
OG0000492	Prbn.g_00078	Syan.g_01980
OG0000493	Prbn.g_00079	Syan.g_01979
OG0000494	Prbn.g_00080	Syan.g_01978
OG0000495	Prbn.g_00081	Syan.g_01977
OG0000496	Prbn.g_00082	Syan.g_01976
OG0000497	Prbn.g_00083	Syan.g_01975
OG0000498	Prbn.g_00084	Syan.g_01974
OG0000499	Prbn.g_00085	Syan.g_01973
OG0000500	Prbn.g_00086	Syan.g_01972
OG0000501	Prbn.g_00087	Syan.g_01969
OG0000502	Prbn.g_00090	Syan.g_01961
OG0000503	Prbn.g_00105	Syan.g_02144
OG0000504	Prbn.g_00107	Syan.g_02142
OG0000505	Prbn.g_00108	Syan.g_02141
OG0000506	Prbn.g_00109	Syan.g_02139
OG0000507	Prbn.g_00112	Syan.g_02133
OG0000508	Prbn.g_00116	Syan.g_02998
OG0000509	Prbn.g_00118	Syan.g_02993
OG0000510	Prbn.g_00119	Syan.g_02992
OG0000511	Prbn.g_00120	Syan.g_02991
OG0000512	Prbn.g_00122	Syan.g_02989
OG0000513	Prbn.g_00693	Syan.g_02320
OG0000514	Prbn.g_00682	Syan.g_02326
OG0000515	Prbn.g_00681	Syan.g_02327
OG0000516	Prbn.g_00680	Syan.g_02389
OG0000517	Prbn.g_00678	Syan.g_02395
OG0000518	Prbn.g_00667	Syan.g_01336
OG0000519	Prbn.g_00666	Syan.g_01335
OG0000520	Prbn.g_00665	Syan.g_01334
OG0000521	Prbn.g_00657	Syan.g_02805
OG0000522	Prbn.g_00655	Syan.g_02803
OG0000523	Prbn.g_00654	Syan.g_02802
OG0000524	Prbn.g_00649	Syan.g_02878
OG0000525	Prbn.g_00645	Syan.g_02853
OG0000526	Prbn.g_00644	Syan.g_02852
OG0000527	Prbn.g_00641	Syan.g_02848
OG0000528	Prbn.g_00636	Syan.g_02767
OG0000529	Prbn.g_00633	Syan.g_02763
OG0000530	Prbn.g_00630	Syan.g_02760
OG0000531	Prbn.g_00629	Syan.g_02759
OG0000532	Prbn.g_00627	Syan.g_02756
OG0000533	Prbn.g_00626	Syan.g_02754
OG0000534	Prbn.g_00625	Syan.g_02753
OG0000535	Prbn.g_00624	Syan.g_02752
OG0000536	Prbn.g_00623	Syan.g_02751
OG0000537	Prbn.g_00622	Syan.g_02750
OG0000538	Prbn.g_00613	Syan.g_02738
OG0000539	Prbn.g_00612	Syan.g_02737
OG0000540	Prbn.g_00611	Syan.g_02736
OG0000541	Prbn.g_00610	Syan.g_02735
OG0000542	Prbn.g_00609	Syan.g_02732
OG0000543	Prbn.g_00607	Syan.g_02730
OG0000544	Prbn.g_00606	Syan.g_02729
OG0000545	Prbn.g_00604	Syan.g_02727
OG0000546	Prbn.g_00601	Syan.g_02725
OG0000547	Prbn.g_00599	Syan.g_02723
OG0000548	Prbn.g_00598	Syan.g_02722
OG0000549	Prbn.g_00596	Syan.g_01194
OG0000550	Prbn.g_00592	Syan.g_01189
OG0000551	Prbn.g_00589	Syan.g_01184
OG0000552	Prbn.g_00588	Syan.g_01183
OG0000553	Prbn.g_00587	Syan.g_01179
OG0000554	Prbn.g_00582	Syan.g_01165
OG0000555	Prbn.g_00574	Syan.g_00839
OG0000556	Prbn.g_00572	Syan.g_00842
OG0000557	Prbn.g_00571	Syan.g_00847
OG0000558	Prbn.g_00569	Syan.g_00849
OG0000559	Prbn.g_00565	Syan.g_00853
OG0000560	Prbn.g_00562	Syan.g_00856
OG0000561	Prbn.g_00561	Syan.g_00857
OG0000562	Prbn.g_00560	Syan.g_00858
OG0000563	Prbn.g_00559	Syan.g_00859
OG0000564	Prbn.g_00558	Syan.g_00860
OG0000565	Prbn.g_00556	Syan.g_00864
OG0000566	Prbn.g_00552	Syan.g_00868
OG0000567	Prbn.g_00548	Syan.g_00872
