Orthogroup	Prbn	Praa
OG0000084	Prbn.g_00209	Praa.g_01472
OG0000085	Prbn.g_01737, Prbn.g_00144	Praa.g_01628
OG0000086	Prbn.g_01333	Praa.g_00088
OG0000087	Prbn.g_01278	Praa.g_00139
OG0000088	Prbn.g_01247	Praa.g_00166
OG0000089	Prbn.g_00696	Praa.g_00355
OG0000090	Prbn.g_00583	Praa.g_00533
OG0000091	Prbn.g_00434	Praa.g_00642
OG0000092	Prbn.g_01616	Praa.g_00912
OG0000093	Prbn.g_00846	Praa.g_00932
OG0000094	Prbn.g_01369	Praa.g_01020
OG0000095	Prbn.g_01471	Praa.g_01039
OG0000096	Prbn.g_01049	Praa.g_01110, Praa.g_01280
OG0000097	Prbn.g_00408	Praa.g_01200
OG0000098	Prbn.g_01216	Praa.g_01348
OG0000099	Prbn.g_00173	Praa.g_01394
OG0000100	Prbn.g_00903	Praa.g_01551
OG0000101	Prbn.g_01881	Praa.g_01775
OG0000102	Prbn.g_00991	Praa.g_01837
OG0000103	Prbn.g_00907	Praa.g_01916
OG0000104	Prbn.g_00296	Praa.g_01924
OG0000105	Prbn.g_00041	Praa.g_00274
OG0000106	Prbn.g_00829	Praa.g_00369
OG0000107	Prbn.g_01810	Praa.g_00383
OG0000108	Prbn.g_00634	Praa.g_00480
OG0000109	Prbn.g_00620	Praa.g_00494
OG0000110	Prbn.g_00541	Praa.g_00575
OG0000111	Prbn.g_01561	Praa.g_00699
OG0000112	Prbn.g_00468	Praa.g_00766
OG0000113	Prbn.g_01523	Praa.g_00826
OG0000114	Prbn.g_01621	Praa.g_00907
OG0000115	Prbn.g_01120	Praa.g_01101
OG0000116	Prbn.g_01178	Praa.g_01150
OG0000117	Prbn.g_00389	Praa.g_01255
OG0000118	Prbn.g_01071	Praa.g_01330
OG0000119	Prbn.g_01135, Prbn.g_00885	Praa.g_01362
OG0000120	Prbn.g_00170	Praa.g_01387
OG0000121	Prbn.g_00214	Praa.g_01478
OG0000122	Prbn.g_01113, Prbn.g_00255	Praa.g_01516
OG0000123	Prbn.g_01888	Praa.g_01782
OG0000124	Prbn.g_00979	Praa.g_01848
OG0000125	Prbn.g_00944	Praa.g_01885
OG0000126	Prbn.g_00295	Praa.g_01923
OG0000128	Prbn.g_00002, Prbn.g_00003	Praa.g_00011
OG0000129	Prbn.g_00737	Praa.g_00044
OG0000130	Prbn.g_00708	Praa.g_00069
OG0000131	Prbn.g_01269	Praa.g_00145
OG0000132	Prbn.g_01249	Praa.g_00164
OG0000133	Prbn.g_00088	Praa.g_00322
OG0000134	Prbn.g_00694	Praa.g_00356
OG0000135	Prbn.g_01102	Praa.g_00381
OG0000136	Prbn.g_00672	Praa.g_00440
OG0000137	Prbn.g_00639	Praa.g_01414, Praa.g_00475
OG0000138	Prbn.g_00619	Praa.g_00495
OG0000139	Prbn.g_00579	Praa.g_00537
OG0000140	Prbn.g_00578	Praa.g_00538
OG0000141	Prbn.g_00507	Praa.g_00607
OG0000142	Prbn.g_00426	Praa.g_00635
OG0000143	Prbn.g_00430	Praa.g_00639
OG0000144	Prbn.g_00444	Praa.g_00652
OG0000145	Prbn.g_01100	Praa.g_00764
OG0000146	Prbn.g_00469	Praa.g_00767
OG0000147	Prbn.g_00470	Praa.g_00768
OG0000148	Prbn.g_01529	Praa.g_00820
OG0000149	Prbn.g_01497	Praa.g_00851
OG0000150	Prbn.g_01487	Praa.g_00859
OG0000151	Prbn.g_01611	Praa.g_00917
OG0000152	Prbn.g_01418	Praa.g_00964
OG0000153	Prbn.g_01399	Praa.g_00983
OG0000154	Prbn.g_01379	Praa.g_01013
OG0000155	Prbn.g_01210	Praa.g_01179
OG0000156	Prbn.g_01095	Praa.g_01307
OG0000157	Prbn.g_01094	Praa.g_01308
OG0000158	Prbn.g_01014	Praa.g_01395
OG0000159	Prbn.g_00717	Praa.g_01396
OG0000160	Prbn.g_00213	Praa.g_01477
OG0000161	Prbn.g_00219	Praa.g_01483
OG0000162	Prbn.g_00225	Praa.g_01489
OG0000163	Prbn.g_00264	Praa.g_01523
OG0000164	Prbn.g_01770	Praa.g_01659
OG0000165	Prbn.g_01777	Praa.g_01667
OG0000166	Prbn.g_01844	Praa.g_01739
OG0000167	Prbn.g_01915	Praa.g_01806
OG0000168	Prbn.g_01013	Praa.g_01816
OG0000169	Prbn.g_01003	Praa.g_01826
OG0000170	Prbn.g_01000	Praa.g_01828
OG0000171	Prbn.g_00980	Praa.g_01847
OG0000172	Prbn.g_00973	Praa.g_01856
OG0000173	Prbn.g_00958	Praa.g_01871
OG0000174	Prbn.g_00929	Praa.g_01898
OG0000175	Prbn.g_00916	Praa.g_01908
OG0000176	Prbn.g_00010	Praa.g_00004
OG0000177	Prbn.g_00009	Praa.g_00005
OG0000178	Prbn.g_00008	Praa.g_00006
OG0000179	Prbn.g_00766	Praa.g_00016
OG0000180	Prbn.g_00765	Praa.g_00017
OG0000181	Prbn.g_00764	Praa.g_00018
OG0000182	Prbn.g_00763	Praa.g_00019
OG0000183	Prbn.g_00759	Praa.g_00023
OG0000184	Prbn.g_00733	Praa.g_00046
OG0000185	Prbn.g_00730	Praa.g_00049
OG0000186	Prbn.g_00714	Praa.g_00064
OG0000187	Prbn.g_00713	Praa.g_00065
OG0000188	Prbn.g_01339	Praa.g_00082
OG0000189	Prbn.g_01325	Praa.g_00096
OG0000190	Prbn.g_01323	Praa.g_00097
OG0000191	Prbn.g_01300	Praa.g_00117
OG0000192	Prbn.g_01295	Praa.g_00121
OG0000193	Prbn.g_01268	Praa.g_00146
OG0000194	Prbn.g_01265	Praa.g_00149
OG0000195	Prbn.g_01263	Praa.g_00151
OG0000196	Prbn.g_01252	Praa.g_00161
OG0000197	Prbn.g_01251	Praa.g_00162
OG0000198	Prbn.g_01250	Praa.g_00163
OG0000199	Prbn.g_01243, Prbn.g_00384	Praa.g_00170
OG0000200	Prbn.g_00370	Praa.g_00184
OG0000201	Prbn.g_00361	Praa.g_00192
OG0000202	Prbn.g_00360	Praa.g_00193
OG0000203	Prbn.g_00359	Praa.g_00194
OG0000204	Prbn.g_00358	Praa.g_00195
OG0000205	Prbn.g_00351	Praa.g_00202
OG0000206	Prbn.g_00346	Praa.g_00207
OG0000207	Prbn.g_00343	Praa.g_00209
OG0000208	Prbn.g_00342	Praa.g_00210
OG0000209	Prbn.g_00333	Praa.g_00219
OG0000210	Prbn.g_00332	Praa.g_00220
OG0000211	Prbn.g_00317	Praa.g_00233
OG0000212	Prbn.g_00309	Praa.g_00240
OG0000213	Prbn.g_00024	Praa.g_00257
OG0000214	Prbn.g_00034	Praa.g_00267
OG0000215	Prbn.g_00061	Praa.g_00292
OG0000216	Prbn.g_00062	Praa.g_00294
OG0000217	Prbn.g_00065	Praa.g_00297
OG0000218	Prbn.g_00067	Praa.g_00299
OG0000219	Prbn.g_00068	Praa.g_00300
OG0000220	Prbn.g_00069	Praa.g_00301
OG0000221	Prbn.g_00070	Praa.g_00302
OG0000222	Prbn.g_00077	Praa.g_00310
OG0000223	Prbn.g_00089	Praa.g_00323
OG0000224	Prbn.g_00091	Praa.g_00325
OG0000225	Prbn.g_00117	Praa.g_00345
OG0000226	Prbn.g_00121	Praa.g_00349
OG0000227	Prbn.g_00123	Praa.g_00351
OG0000228	Prbn.g_00697	Praa.g_00354
OG0000229	Prbn.g_00677	Praa.g_00436
OG0000230	Prbn.g_00675	Praa.g_00437
OG0000231	Prbn.g_00664	Praa.g_00448
OG0000232	Prbn.g_00653	Praa.g_00457
OG0000233	Prbn.g_00647	Praa.g_00463
OG0000234	Prbn.g_00638	Praa.g_00476
OG0000235	Prbn.g_00635	Praa.g_00479
OG0000236	Prbn.g_00621	Praa.g_00493
OG0000237	Prbn.g_00608	Praa.g_00506
OG0000238	Prbn.g_00602	Praa.g_00512
OG0000239	Prbn.g_00591	Praa.g_00525
OG0000240	Prbn.g_00590	Praa.g_00526
OG0000241	Prbn.g_00586	Praa.g_00530
OG0000242	Prbn.g_00584	Praa.g_00532
OG0000243	Prbn.g_00573	Praa.g_00544
OG0000244	Prbn.g_00570	Praa.g_00547
OG0000245	Prbn.g_00568	Praa.g_00549
OG0000246	Prbn.g_00564	Praa.g_00553
OG0000247	Prbn.g_00554	Praa.g_00563
OG0000248	Prbn.g_00551	Praa.g_00565
OG0000249	Prbn.g_00549	Praa.g_00567
OG0000250	Prbn.g_00544	Praa.g_00572
OG0000251	Prbn.g_00524	Praa.g_00591
OG0000252	Prbn.g_00521	Praa.g_00594
OG0000253	Prbn.g_00520	Praa.g_00595
OG0000254	Prbn.g_00503	Praa.g_00611
OG0000255	Prbn.g_00497	Praa.g_00617
OG0000256	Prbn.g_00487	Praa.g_00627
OG0000257	Prbn.g_00421	Praa.g_00630
OG0000258	Prbn.g_00435	Praa.g_00643
OG0000259	Prbn.g_00835	Praa.g_00660
OG0000260	Prbn.g_00838	Praa.g_00663
OG0000261	Prbn.g_00841	Praa.g_00665
OG0000262	Prbn.g_00845	Praa.g_00669
OG0000263	Prbn.g_01583	Praa.g_00681
OG0000264	Prbn.g_01572	Praa.g_00691
OG0000265	Prbn.g_01554	Praa.g_00711
OG0000266	Prbn.g_00864	Praa.g_00721
OG0000267	Prbn.g_01350	Praa.g_00732
OG0000268	Prbn.g_01351	Praa.g_00733
OG0000269	Prbn.g_01551	Praa.g_00798
OG0000270	Prbn.g_01548	Praa.g_00801
OG0000271	Prbn.g_01540	Praa.g_00809
OG0000272	Prbn.g_01539	Praa.g_00810, Praa.g_00811
OG0000273	Prbn.g_01515	Praa.g_00834
OG0000274	Prbn.g_01514	Praa.g_00835
OG0000275	Prbn.g_01511	Praa.g_00838
OG0000276	Prbn.g_01505	Praa.g_00843
OG0000277	Prbn.g_01504	Praa.g_00844
OG0000278	Prbn.g_01501	Praa.g_00847
OG0000279	Prbn.g_01494	Praa.g_00854
OG0000280	Prbn.g_01493	Praa.g_00855
OG0000281	Prbn.g_01486	Praa.g_00860
OG0000282	Prbn.g_01619	Praa.g_00909
OG0000283	Prbn.g_01442	Praa.g_00941
OG0000284	Prbn.g_01437	Praa.g_00946
OG0000285	Prbn.g_01432	Praa.g_00951
OG0000286	Prbn.g_01419	Praa.g_00963
OG0000287	Prbn.g_01123	Praa.g_00980
OG0000288	Prbn.g_01380	Praa.g_01012
OG0000289	Prbn.g_01364	Praa.g_01023
OG0000290	Prbn.g_01468	Praa.g_01036
OG0000291	Prbn.g_01470	Praa.g_01038
OG0000292	Prbn.g_01144	Praa.g_01089
OG0000293	Prbn.g_01179	Praa.g_01151
OG0000294	Prbn.g_01180	Praa.g_01152
OG0000295	Prbn.g_01203	Praa.g_01171
OG0000296	Prbn.g_01205	Praa.g_01173
OG0000297	Prbn.g_00387	Praa.g_01181
OG0000298	Prbn.g_00388	Praa.g_01182
OG0000299	Prbn.g_00407	Praa.g_01199
OG0000300	Prbn.g_00410	Praa.g_01202
OG0000301	Prbn.g_00411	Praa.g_01203
OG0000302	Prbn.g_00413	Praa.g_01205
OG0000303	Prbn.g_00419	Praa.g_01212
OG0000304	Prbn.g_00482	Praa.g_01216
OG0000305	Prbn.g_01146	Praa.g_01358
OG0000306	Prbn.g_01482	Praa.g_01361
OG0000307	Prbn.g_00159	Praa.g_01375
OG0000308	Prbn.g_00160	Praa.g_01376
OG0000309	Prbn.g_00164	Praa.g_01380
OG0000310	Prbn.g_00198	Praa.g_01461
OG0000311	Prbn.g_00200	Praa.g_01463
OG0000312	Prbn.g_00203	Praa.g_01466
OG0000313	Prbn.g_00216	Praa.g_01480
OG0000314	Prbn.g_00239	Praa.g_01503
OG0000315	Prbn.g_00249	Praa.g_01513
OG0000316	Prbn.g_00274	Praa.g_01533
OG0000317	Prbn.g_01742	Praa.g_01633
OG0000318	Prbn.g_01746	Praa.g_01636
OG0000319	Prbn.g_01759	Praa.g_01649
OG0000320	Prbn.g_01761	Praa.g_01651
OG0000321	Prbn.g_01762	Praa.g_01652
OG0000322	Prbn.g_01763	Praa.g_01653
OG0000323	Prbn.g_01773	Praa.g_01662
OG0000324	Prbn.g_01800	Praa.g_01690
OG0000325	Prbn.g_01811	Praa.g_01700
OG0000326	Prbn.g_01818	Praa.g_01706
OG0000327	Prbn.g_01839	Praa.g_01734
OG0000328	Prbn.g_01840	Praa.g_01735
OG0000329	Prbn.g_01857	Praa.g_01752
OG0000330	Prbn.g_01858	Praa.g_01753
OG0000331	Prbn.g_01859	Praa.g_01754
OG0000332	Prbn.g_01873	Praa.g_01768
OG0000333	Prbn.g_01875	Praa.g_01770
OG0000334	Prbn.g_01884	Praa.g_01778
OG0000335	Prbn.g_01889	Praa.g_01783
OG0000336	Prbn.g_01893	Praa.g_01787
OG0000337	Prbn.g_01911	Praa.g_01804
OG0000338	Prbn.g_01912	Praa.g_01805
OG0000339	Prbn.g_01918	Praa.g_01809
OG0000340	Prbn.g_01012	Praa.g_01817
OG0000341	Prbn.g_01010	Praa.g_01819
OG0000342	Prbn.g_01009	Praa.g_01820
OG0000343	Prbn.g_01008	Praa.g_01821
OG0000344	Prbn.g_01005	Praa.g_01824
OG0000345	Prbn.g_00999	Praa.g_01829
OG0000346	Prbn.g_00995	Praa.g_01833
OG0000347	Prbn.g_00978	Praa.g_01849
OG0000348	Prbn.g_00970	Praa.g_01859
OG0000349	Prbn.g_00953	Praa.g_01876
OG0000350	Prbn.g_00798	Praa.g_01894
OG0000351	Prbn.g_00913	Praa.g_01911
OG0000352	Prbn.g_00912	Praa.g_01912
OG0000353	Prbn.g_00299	Praa.g_01927
OG0000355	Prbn.g_00301	Praa.g_00001
OG0000356	Prbn.g_00302	Praa.g_00002
OG0000357	Prbn.g_00011	Praa.g_00003
OG0000358	Prbn.g_00007	Praa.g_00007
OG0000359	Prbn.g_00006	Praa.g_00008
OG0000360	Prbn.g_00005	Praa.g_00009
OG0000361	Prbn.g_00004	Praa.g_00010
OG0000362	Prbn.g_00001	Praa.g_00012
OG0000363	Prbn.g_00768	Praa.g_00014
OG0000364	Prbn.g_00767	Praa.g_00015
OG0000365	Prbn.g_00762	Praa.g_00020
OG0000366	Prbn.g_00761	Praa.g_00021
OG0000367	Prbn.g_00760	Praa.g_00022
OG0000368	Prbn.g_00758	Praa.g_00024
OG0000369	Prbn.g_00757	Praa.g_00025
OG0000370	Prbn.g_00756	Praa.g_00026
OG0000371	Prbn.g_00749	Praa.g_00032
OG0000372	Prbn.g_00746	Praa.g_00035
OG0000373	Prbn.g_00745	Praa.g_00036
OG0000374	Prbn.g_00744	Praa.g_00037
OG0000375	Prbn.g_00742	Praa.g_00040
OG0000376	Prbn.g_00740	Praa.g_00042
OG0000377	Prbn.g_00736	Praa.g_00045
OG0000378	Prbn.g_00732	Praa.g_00047
OG0000379	Prbn.g_00729	Praa.g_00050
OG0000380	Prbn.g_00712	Praa.g_00066
OG0000381	Prbn.g_00707	Praa.g_00070
OG0000382	Prbn.g_01340	Praa.g_00081
OG0000383	Prbn.g_01338	Praa.g_00083
OG0000384	Prbn.g_01337	Praa.g_00084
OG0000385	Prbn.g_01336	Praa.g_00085
OG0000386	Prbn.g_01335	Praa.g_00086
OG0000387	Prbn.g_01321	Praa.g_00099
OG0000388	Prbn.g_01317	Praa.g_00102
OG0000389	Prbn.g_01314	Praa.g_00106
OG0000390	Prbn.g_01304	Praa.g_00113
OG0000391	Prbn.g_01301	Praa.g_00116
OG0000392	Prbn.g_01297	Praa.g_00120
OG0000393	Prbn.g_01294	Praa.g_00122
OG0000394	Prbn.g_01293	Praa.g_00123
OG0000395	Prbn.g_01292	Praa.g_00124
OG0000396	Prbn.g_01290	Praa.g_00127
OG0000397	Prbn.g_01288	Praa.g_00129
OG0000398	Prbn.g_01285	Praa.g_00131
OG0000399	Prbn.g_01284	Praa.g_00132
OG0000400	Prbn.g_01283	Praa.g_00133
OG0000401	Prbn.g_01282	Praa.g_00134
OG0000402	Prbn.g_01356	Praa.g_00136
OG0000403	Prbn.g_01280	Praa.g_00137
OG0000404	Prbn.g_01279	Praa.g_00138
OG0000405	Prbn.g_01275	Praa.g_00142
OG0000406	Prbn.g_01267	Praa.g_00147
OG0000407	Prbn.g_01266	Praa.g_00148
OG0000408	Prbn.g_01264	Praa.g_00150
OG0000409	Prbn.g_01262	Praa.g_00152
OG0000410	Prbn.g_01261	Praa.g_00153
OG0000411	Prbn.g_01260	Praa.g_00154
OG0000412	Prbn.g_01259	Praa.g_00155
OG0000413	Prbn.g_01257	Praa.g_00156
OG0000414	Prbn.g_01256	Praa.g_00157
OG0000415	Prbn.g_01255	Praa.g_00158
OG0000416	Prbn.g_01254	Praa.g_00159
OG0000417	Prbn.g_01253	Praa.g_00160
OG0000418	Prbn.g_01248	Praa.g_00165
OG0000419	Prbn.g_01246	Praa.g_00167
OG0000420	Prbn.g_01245	Praa.g_00168
OG0000421	Prbn.g_00381	Praa.g_00173
OG0000422	Prbn.g_00380	Praa.g_00174
OG0000423	Prbn.g_00379	Praa.g_00175
OG0000424	Prbn.g_00378	Praa.g_00176
OG0000425	Prbn.g_00377	Praa.g_00177
OG0000426	Prbn.g_00376	Praa.g_00178
OG0000427	Prbn.g_00375	Praa.g_00179
OG0000428	Prbn.g_00373	Praa.g_00181
OG0000429	Prbn.g_00372	Praa.g_00182
OG0000430	Prbn.g_00371	Praa.g_00183
OG0000431	Prbn.g_00369	Praa.g_00185
OG0000432	Prbn.g_00365	Praa.g_00188
OG0000433	Prbn.g_00364	Praa.g_00189
OG0000434	Prbn.g_00363	Praa.g_00190
OG0000435	Prbn.g_00362	Praa.g_00191
OG0000436	Prbn.g_00357	Praa.g_00196
OG0000437	Prbn.g_00356	Praa.g_00197
OG0000438	Prbn.g_00355	Praa.g_00198
OG0000439	Prbn.g_00353	Praa.g_00200
OG0000440	Prbn.g_00352	Praa.g_00201
OG0000441	Prbn.g_00349	Praa.g_00204
OG0000442	Prbn.g_00348	Praa.g_00205
OG0000443	Prbn.g_00347	Praa.g_00206
OG0000444	Prbn.g_00341	Praa.g_00211
OG0000445	Prbn.g_00340	Praa.g_00212
OG0000446	Prbn.g_00339	Praa.g_00213
OG0000447	Prbn.g_00338	Praa.g_00214
OG0000448	Prbn.g_00337	Praa.g_00215
OG0000449	Prbn.g_00336	Praa.g_00216
OG0000450	Prbn.g_00335	Praa.g_00217
OG0000451	Prbn.g_00334	Praa.g_00218
OG0000452	Prbn.g_00331	Praa.g_00221
OG0000453	Prbn.g_00330	Praa.g_00222
OG0000454	Prbn.g_00329	Praa.g_00223
OG0000455	Prbn.g_00328	Praa.g_00224
OG0000456	Prbn.g_00327	Praa.g_00225
OG0000457	Prbn.g_00325	Praa.g_00226
OG0000458	Prbn.g_00324	Praa.g_00227
OG0000459	Prbn.g_00323	Praa.g_00228
OG0000460	Prbn.g_00315	Praa.g_00235
OG0000461	Prbn.g_00307	Praa.g_00242
OG0000462	Prbn.g_00305	Praa.g_00244
OG0000463	Prbn.g_00304	Praa.g_00245
OG0000464	Prbn.g_00012	Praa.g_00246
OG0000465	Prbn.g_00013	Praa.g_00247
OG0000466	Prbn.g_00016	Praa.g_00250
OG0000467	Prbn.g_00017	Praa.g_00251
OG0000468	Prbn.g_00020	Praa.g_00253
OG0000469	Prbn.g_00028	Praa.g_00262
OG0000470	Prbn.g_00030	Praa.g_00264
OG0000471	Prbn.g_00031	Praa.g_00265
OG0000472	Prbn.g_00033	Praa.g_00266
OG0000473	Prbn.g_00035	Praa.g_00268
OG0000474	Prbn.g_00036	Praa.g_00269
OG0000475	Prbn.g_00037	Praa.g_00270
OG0000476	Prbn.g_00039	Praa.g_00271
OG0000477	Prbn.g_00042	Praa.g_00275
OG0000478	Prbn.g_00043	Praa.g_00276
OG0000479	Prbn.g_00044	Praa.g_00277
OG0000480	Prbn.g_00049	Praa.g_00282
OG0000481	Prbn.g_00052	Praa.g_00284
OG0000482	Prbn.g_00053	Praa.g_00285
OG0000483	Prbn.g_00056	Praa.g_00288
OG0000484	Prbn.g_00057	Praa.g_00289
OG0000485	Prbn.g_00059	Praa.g_00290
OG0000486	Prbn.g_00060	Praa.g_00291
OG0000487	Prbn.g_00063	Praa.g_00295
OG0000488	Prbn.g_00066	Praa.g_00298
OG0000489	Prbn.g_00071	Praa.g_00303
OG0000490	Prbn.g_00075	Praa.g_00308
OG0000491	Prbn.g_00076	Praa.g_00309
OG0000492	Prbn.g_00078	Praa.g_00311
OG0000493	Prbn.g_00079	Praa.g_00312
OG0000494	Prbn.g_00080	Praa.g_00313
OG0000495	Prbn.g_00081	Praa.g_00314
OG0000496	Prbn.g_00082	Praa.g_00315
OG0000497	Prbn.g_00083	Praa.g_00316
OG0000498	Prbn.g_00084	Praa.g_00317
OG0000499	Prbn.g_00085	Praa.g_00318
OG0000500	Prbn.g_00086	Praa.g_00319
OG0000501	Prbn.g_00087	Praa.g_00321
OG0000502	Prbn.g_00090	Praa.g_00324
OG0000503	Prbn.g_00105	Praa.g_00334
OG0000504	Prbn.g_00107	Praa.g_00335
OG0000505	Prbn.g_00108	Praa.g_00336
OG0000506	Prbn.g_00109	Praa.g_00338
OG0000507	Prbn.g_00112	Praa.g_00340
OG0000508	Prbn.g_00116	Praa.g_00344
OG0000509	Prbn.g_00118	Praa.g_00346
OG0000510	Prbn.g_00119	Praa.g_00347
OG0000511	Prbn.g_00120	Praa.g_00348
OG0000512	Prbn.g_00122	Praa.g_00350
OG0000513	Prbn.g_00693	Praa.g_00357
OG0000514	Prbn.g_00682	Praa.g_00431
OG0000515	Prbn.g_00681	Praa.g_00432
OG0000516	Prbn.g_00680	Praa.g_00433
OG0000517	Prbn.g_00678	Praa.g_00435
OG0000518	Prbn.g_00667	Praa.g_00445
OG0000519	Prbn.g_00666	Praa.g_00446
OG0000520	Prbn.g_00665	Praa.g_00447
OG0000521	Prbn.g_00657	Praa.g_00452
OG0000522	Prbn.g_00655	Praa.g_00454
OG0000523	Prbn.g_00654	Praa.g_00455
OG0000524	Prbn.g_00649	Praa.g_00461
OG0000525	Prbn.g_00645	Praa.g_00464
OG0000526	Prbn.g_00644	Praa.g_00465
OG0000527	Prbn.g_00641	Praa.g_00473
OG0000528	Prbn.g_00636	Praa.g_00478
OG0000529	Prbn.g_00633	Praa.g_00481
OG0000530	Prbn.g_00630	Praa.g_00484
OG0000531	Prbn.g_00629	Praa.g_00485
OG0000532	Prbn.g_00627	Praa.g_00487
OG0000533	Prbn.g_00626	Praa.g_00488
OG0000534	Prbn.g_00625	Praa.g_00489
OG0000535	Prbn.g_00624	Praa.g_00490
OG0000536	Prbn.g_00623	Praa.g_00491
OG0000537	Prbn.g_00622	Praa.g_00492
OG0000538	Prbn.g_00613	Praa.g_00500
OG0000539	Prbn.g_00612	Praa.g_00501
OG0000540	Prbn.g_00611	Praa.g_00502
OG0000541	Prbn.g_00610	Praa.g_00503
OG0000542	Prbn.g_00609	Praa.g_00505
OG0000543	Prbn.g_00607	Praa.g_00507
OG0000544	Prbn.g_00606	Praa.g_00508
OG0000545	Prbn.g_00604	Praa.g_00510
OG0000546	Prbn.g_00601	Praa.g_00513
OG0000547	Prbn.g_00599	Praa.g_00515
OG0000548	Prbn.g_00598	Praa.g_00516
OG0000549	Prbn.g_00596	Praa.g_00518
OG0000550	Prbn.g_00592	Praa.g_00523
OG0000551	Prbn.g_00589	Praa.g_00527
OG0000552	Prbn.g_00588	Praa.g_00528
OG0000553	Prbn.g_00587	Praa.g_00529
OG0000554	Prbn.g_00582	Praa.g_00534
OG0000555	Prbn.g_00574	Praa.g_00543
