Orthogroup	Prbn	Syaq
OG0000087	Prbn.g_01278	Syaq.g_01438
OG0000088	Prbn.g_01247	Syaq.g_01402
OG0000089	Prbn.g_00696	Syaq.g_00529
OG0000090	Prbn.g_00583	Syaq.g_01838
OG0000091	Prbn.g_00434	Syaq.g_02090
OG0000094	Prbn.g_01369	Syaq.g_02554
OG0000097	Prbn.g_00408	Syaq.g_00167
OG0000098	Prbn.g_01216	Syaq.g_02221
OG0000099	Prbn.g_00173	Syaq.g_00882
OG0000100	Prbn.g_00903	Syaq.g_02371
OG0000101	Prbn.g_01881	Syaq.g_00607
OG0000102	Prbn.g_00991	Syaq.g_01033
OG0000103	Prbn.g_00907	Syaq.g_01170
OG0000104	Prbn.g_00296	Syaq.g_01154
OG0000105	Prbn.g_00041	Syaq.g_00754
OG0000106	Prbn.g_00829	Syaq.g_01863
OG0000108	Prbn.g_00634	Syaq.g_01772
OG0000109	Prbn.g_00620	Syaq.g_01788
OG0000110	Prbn.g_00541	Syaq.g_01962
OG0000111	Prbn.g_01561	Syaq.g_02606
OG0000112	Prbn.g_00468	Syaq.g_02476
OG0000114	Prbn.g_01621	Syaq.g_02269
OG0000115	Prbn.g_01120	Syaq.g_00395
OG0000116	Prbn.g_01178	Syaq.g_00263
OG0000117	Prbn.g_00389	Syaq.g_00203
OG0000118	Prbn.g_01071	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbn.g_00170	Syaq.g_00883
OG0000121	Prbn.g_00214	Syaq.g_00375
OG0000122	Prbn.g_01113, Prbn.g_00255	Syaq.g_02118
OG0000123	Prbn.g_01888	Syaq.g_00599
OG0000124	Prbn.g_00979	Syaq.g_01055
OG0000125	Prbn.g_00944	Syaq.g_01256
OG0000126	Prbn.g_00295	Syaq.g_01156
OG0000128	Prbn.g_00002, Prbn.g_00003	Syaq.g_01138
OG0000129	Prbn.g_00737	Syaq.g_01269
OG0000130	Prbn.g_00708	Syaq.g_01559
OG0000131	Prbn.g_01269	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbn.g_01249	Syaq.g_01404
OG0000133	Prbn.g_00088	Syaq.g_02481
OG0000134	Prbn.g_00694	Syaq.g_00526
OG0000135	Prbn.g_01102	Syaq.g_01227
OG0000136	Prbn.g_00672	Syaq.g_00496
OG0000137	Prbn.g_00639	Syaq.g_00442
OG0000138	Prbn.g_00619	Syaq.g_01789
OG0000139	Prbn.g_00579	Syaq.g_01844
OG0000140	Prbn.g_00578	Syaq.g_01848
OG0000141	Prbn.g_00507	Syaq.g_02010
OG0000142	Prbn.g_00426	Syaq.g_02082
OG0000143	Prbn.g_00430	Syaq.g_02086
OG0000144	Prbn.g_00444	Syaq.g_02152
OG0000145	Prbn.g_01100	Syaq.g_01796
OG0000146	Prbn.g_00469	Syaq.g_02475
OG0000147	Prbn.g_00470	Syaq.g_02474
OG0000148	Prbn.g_01529	Syaq.g_02359
OG0000149	Prbn.g_01497	Syaq.g_02395
OG0000150	Prbn.g_01487	Syaq.g_02011
OG0000151	Prbn.g_01611	Syaq.g_02283
OG0000152	Prbn.g_01418	Syaq.g_02485
OG0000153	Prbn.g_01399	Syaq.g_02518
OG0000154	Prbn.g_01379	Syaq.g_00066
OG0000155	Prbn.g_01210	Syaq.g_00212
OG0000156	Prbn.g_01095	Syaq.g_00281
OG0000157	Prbn.g_01094	Syaq.g_00282
OG0000158	Prbn.g_01014	Syaq.g_01003
OG0000159	Prbn.g_00717	Syaq.g_00918, Syaq.g_00941
OG0000160	Prbn.g_00213	Syaq.g_00374
OG0000161	Prbn.g_00219	Syaq.g_00382
OG0000162	Prbn.g_00225	Syaq.g_00389
OG0000163	Prbn.g_00264	Syaq.g_01730
OG0000164	Prbn.g_01770	Syaq.g_01642
OG0000165	Prbn.g_01777	Syaq.g_01630
OG0000166	Prbn.g_01844	Syaq.g_00647
OG0000167	Prbn.g_01915	Syaq.g_00983
OG0000168	Prbn.g_01013	Syaq.g_01004
OG0000169	Prbn.g_01003	Syaq.g_01016
OG0000170	Prbn.g_01000	Syaq.g_01023
OG0000171	Prbn.g_00980	Syaq.g_01052
OG0000172	Prbn.g_00973	Syaq.g_01074
OG0000173	Prbn.g_00958	Syaq.g_01092
OG0000174	Prbn.g_00929	Syaq.g_01224
OG0000175	Prbn.g_00916	Syaq.g_01183
OG0000176	Prbn.g_00010	Syaq.g_01146
OG0000177	Prbn.g_00009	Syaq.g_01145
OG0000178	Prbn.g_00008	Syaq.g_01144
OG0000179	Prbn.g_00766	Syaq.g_01129
OG0000180	Prbn.g_00765	Syaq.g_01128
OG0000181	Prbn.g_00764	Syaq.g_01127
OG0000182	Prbn.g_00763	Syaq.g_01126
OG0000183	Prbn.g_00759	Syaq.g_01122
OG0000184	Prbn.g_00733	Syaq.g_01277
OG0000185	Prbn.g_00730	Syaq.g_01290
OG0000186	Prbn.g_00714	Syaq.g_01563
OG0000187	Prbn.g_00713	Syaq.g_01561
OG0000188	Prbn.g_01339	Syaq.g_01539
OG0000189	Prbn.g_01325	Syaq.g_01499
OG0000190	Prbn.g_01323	Syaq.g_01497
OG0000191	Prbn.g_01300	Syaq.g_01467
OG0000192	Prbn.g_01295	Syaq.g_01462
OG0000193	Prbn.g_01268	Syaq.g_01423
OG0000194	Prbn.g_01265	Syaq.g_01420
OG0000195	Prbn.g_01263	Syaq.g_01418
OG0000196	Prbn.g_01252	Syaq.g_01407
OG0000197	Prbn.g_01251	Syaq.g_01406
OG0000198	Prbn.g_01250	Syaq.g_01405
OG0000199	Prbn.g_01243, Prbn.g_00384	Syaq.g_01398
OG0000200	Prbn.g_00370	Syaq.g_01382
OG0000201	Prbn.g_00361	Syaq.g_01365
OG0000202	Prbn.g_00360	Syaq.g_01364
OG0000203	Prbn.g_00359	Syaq.g_01363
OG0000204	Prbn.g_00358	Syaq.g_01362
OG0000205	Prbn.g_00351	Syaq.g_01355
OG0000206	Prbn.g_00346	Syaq.g_01345
OG0000207	Prbn.g_00343	Syaq.g_01338
OG0000208	Prbn.g_00342	Syaq.g_01337
OG0000209	Prbn.g_00333	Syaq.g_01310
OG0000210	Prbn.g_00332	Syaq.g_01309
OG0000211	Prbn.g_00317	Syaq.g_01570
OG0000212	Prbn.g_00309	Syaq.g_01586
OG0000213	Prbn.g_00024	Syaq.g_00729
OG0000214	Prbn.g_00034	Syaq.g_00745
OG0000215	Prbn.g_00061	Syaq.g_00777
OG0000216	Prbn.g_00062	Syaq.g_00781
OG0000217	Prbn.g_00065	Syaq.g_00844
OG0000218	Prbn.g_00067	Syaq.g_00846
OG0000219	Prbn.g_00068	Syaq.g_00847
OG0000220	Prbn.g_00069	Syaq.g_00848
OG0000221	Prbn.g_00070	Syaq.g_00856
OG0000222	Prbn.g_00077	Syaq.g_00868
OG0000223	Prbn.g_00089	Syaq.g_00946
OG0000224	Prbn.g_00091	Syaq.g_00950
OG0000225	Prbn.g_00117	Syaq.g_00543
OG0000226	Prbn.g_00121	Syaq.g_00536
OG0000227	Prbn.g_00123	Syaq.g_00534
OG0000228	Prbn.g_00697	Syaq.g_00531
OG0000229	Prbn.g_00677	Syaq.g_00501
OG0000230	Prbn.g_00675	Syaq.g_00499
OG0000231	Prbn.g_00664	Syaq.g_00485
OG0000232	Prbn.g_00653	Syaq.g_00472
OG0000233	Prbn.g_00647	Syaq.g_00464
OG0000234	Prbn.g_00638	Syaq.g_00440
OG0000235	Prbn.g_00635	Syaq.g_01771
OG0000236	Prbn.g_00621	Syaq.g_01787
OG0000237	Prbn.g_00608	Syaq.g_01805
OG0000238	Prbn.g_00602	Syaq.g_01810
OG0000239	Prbn.g_00591	Syaq.g_01826
OG0000240	Prbn.g_00590	Syaq.g_01827
OG0000241	Prbn.g_00586	Syaq.g_02074
OG0000242	Prbn.g_00584	Syaq.g_01836
OG0000243	Prbn.g_00573	Syaq.g_01922
OG0000244	Prbn.g_00570	Syaq.g_01928
OG0000245	Prbn.g_00568	Syaq.g_01930
OG0000246	Prbn.g_00564	Syaq.g_01934
OG0000247	Prbn.g_00554	Syaq.g_01945
OG0000248	Prbn.g_00551	Syaq.g_01948
OG0000249	Prbn.g_00549	Syaq.g_01950
OG0000250	Prbn.g_00544	Syaq.g_01958
OG0000251	Prbn.g_00524	Syaq.g_01984
OG0000252	Prbn.g_00521	Syaq.g_01987
OG0000253	Prbn.g_00520	Syaq.g_01989
OG0000254	Prbn.g_00503	Syaq.g_02016
OG0000255	Prbn.g_00497	Syaq.g_02041
OG0000256	Prbn.g_00487	Syaq.g_02068
OG0000257	Prbn.g_00421	Syaq.g_02073
OG0000258	Prbn.g_00435	Syaq.g_02095
OG0000259	Prbn.g_00835	Syaq.g_02239
OG0000260	Prbn.g_00838	Syaq.g_02242
OG0000261	Prbn.g_00841	Syaq.g_02245
OG0000262	Prbn.g_00845	Syaq.g_02250
OG0000263	Prbn.g_01583	Syaq.g_00185
OG0000264	Prbn.g_01572	Syaq.g_02582
OG0000266	Prbn.g_00864	Syaq.g_00037
OG0000267	Prbn.g_01350	Syaq.g_02430
OG0000268	Prbn.g_01351	Syaq.g_02431
OG0000269	Prbn.g_01551	Syaq.g_02335
OG0000270	Prbn.g_01548	Syaq.g_02338
OG0000271	Prbn.g_01540	Syaq.g_02346
OG0000272	Prbn.g_01539	Syaq.g_02347
OG0000273	Prbn.g_01515	Syaq.g_02376
OG0000274	Prbn.g_01514	Syaq.g_02377
OG0000275	Prbn.g_01511	Syaq.g_02380
OG0000276	Prbn.g_01505	Syaq.g_02387
OG0000277	Prbn.g_01504	Syaq.g_02388
OG0000278	Prbn.g_01501	Syaq.g_02391
OG0000279	Prbn.g_01494	Syaq.g_02401
OG0000280	Prbn.g_01493	Syaq.g_02410
OG0000281	Prbn.g_01486	Syaq.g_02224
OG0000282	Prbn.g_01619	Syaq.g_02271
OG0000283	Prbn.g_01442	Syaq.g_02445
OG0000284	Prbn.g_01437	Syaq.g_02450
OG0000285	Prbn.g_01432	Syaq.g_02466
OG0000286	Prbn.g_01419	Syaq.g_02484
OG0000287	Prbn.g_01123	Syaq.g_02511
OG0000288	Prbn.g_01380	Syaq.g_00067
OG0000289	Prbn.g_01364	Syaq.g_00053
OG0000290	Prbn.g_01468	Syaq.g_02682
OG0000291	Prbn.g_01470	Syaq.g_02680
OG0000292	Prbn.g_01144	Syaq.g_01157
OG0000293	Prbn.g_01179	Syaq.g_00262
OG0000294	Prbn.g_01180	Syaq.g_00261
OG0000295	Prbn.g_01203	Syaq.g_00220
OG0000296	Prbn.g_01205	Syaq.g_00218
OG0000297	Prbn.g_00387	Syaq.g_00205
OG0000298	Prbn.g_00388	Syaq.g_00204
OG0000299	Prbn.g_00407	Syaq.g_00171
OG0000300	Prbn.g_00410	Syaq.g_00164
OG0000301	Prbn.g_00411	Syaq.g_00163
OG0000302	Prbn.g_00413	Syaq.g_00162
OG0000303	Prbn.g_00419	Syaq.g_00152
OG0000304	Prbn.g_00482	Syaq.g_00146
OG0000305	Prbn.g_01146	Syaq.g_02677
OG0000306	Prbn.g_01482	Syaq.g_01861
OG0000307	Prbn.g_00159	Syaq.g_01754
OG0000308	Prbn.g_00160	Syaq.g_01752
OG0000309	Prbn.g_00164	Syaq.g_01747
OG0000310	Prbn.g_00198	Syaq.g_00347
OG0000311	Prbn.g_00200	Syaq.g_00352
OG0000312	Prbn.g_00203	Syaq.g_00359
OG0000313	Prbn.g_00216	Syaq.g_00379
OG0000314	Prbn.g_00239	Syaq.g_00408
OG0000315	Prbn.g_00249	Syaq.g_00418
OG0000316	Prbn.g_00274	Syaq.g_01716
OG0000317	Prbn.g_01742	Syaq.g_01675
OG0000318	Prbn.g_01746	Syaq.g_01672
OG0000319	Prbn.g_01759	Syaq.g_01657
OG0000320	Prbn.g_01761	Syaq.g_01655
OG0000321	Prbn.g_01762	Syaq.g_01654
OG0000322	Prbn.g_01763	Syaq.g_01653
OG0000323	Prbn.g_01773	Syaq.g_01638
OG0000324	Prbn.g_01800	Syaq.g_01605
OG0000325	Prbn.g_01811	Syaq.g_00693
OG0000326	Prbn.g_01818	Syaq.g_00686
OG0000327	Prbn.g_01839	Syaq.g_00652
OG0000328	Prbn.g_01840	Syaq.g_00651
OG0000329	Prbn.g_01857	Syaq.g_00633
OG0000330	Prbn.g_01858	Syaq.g_00632
OG0000331	Prbn.g_01859	Syaq.g_00631
OG0000332	Prbn.g_01873	Syaq.g_00616
OG0000333	Prbn.g_01875	Syaq.g_00613
OG0000334	Prbn.g_01884	Syaq.g_00603
OG0000335	Prbn.g_01889	Syaq.g_00598
OG0000336	Prbn.g_01893	Syaq.g_00594
OG0000337	Prbn.g_01911	Syaq.g_00975
OG0000338	Prbn.g_01912	Syaq.g_00981
OG0000339	Prbn.g_01918	Syaq.g_00988
OG0000340	Prbn.g_01012	Syaq.g_01005
OG0000341	Prbn.g_01010	Syaq.g_01007
OG0000342	Prbn.g_01009	Syaq.g_01008
OG0000343	Prbn.g_01008	Syaq.g_01010
OG0000344	Prbn.g_01005	Syaq.g_01014
OG0000345	Prbn.g_00999	Syaq.g_01024
OG0000346	Prbn.g_00995	Syaq.g_01029
OG0000347	Prbn.g_00978	Syaq.g_01057
OG0000348	Prbn.g_00970	Syaq.g_01070
OG0000349	Prbn.g_00953	Syaq.g_01099
OG0000350	Prbn.g_00798	Syaq.g_00679
OG0000351	Prbn.g_00913	Syaq.g_01179
OG0000352	Prbn.g_00912	Syaq.g_01178
OG0000353	Prbn.g_00299	Syaq.g_01151
OG0000355	Prbn.g_00301	Syaq.g_01149
OG0000356	Prbn.g_00302	Syaq.g_01148
OG0000357	Prbn.g_00011	Syaq.g_01147
OG0000358	Prbn.g_00007	Syaq.g_01143
OG0000359	Prbn.g_00006	Syaq.g_01141
OG0000360	Prbn.g_00005	Syaq.g_01140
OG0000361	Prbn.g_00004	Syaq.g_01139
OG0000362	Prbn.g_00001	Syaq.g_01137
OG0000363	Prbn.g_00768	Syaq.g_01135
OG0000364	Prbn.g_00767	Syaq.g_01134
OG0000365	Prbn.g_00762	Syaq.g_01125
OG0000366	Prbn.g_00761	Syaq.g_01124
OG0000367	Prbn.g_00760	Syaq.g_01123
OG0000368	Prbn.g_00758	Syaq.g_01121
OG0000369	Prbn.g_00757	Syaq.g_01120
OG0000370	Prbn.g_00756	Syaq.g_01119
OG0000371	Prbn.g_00749	Syaq.g_01111
OG0000372	Prbn.g_00746	Syaq.g_01106
OG0000373	Prbn.g_00745	Syaq.g_01105
OG0000374	Prbn.g_00744	Syaq.g_01104
OG0000375	Prbn.g_00742	Syaq.g_01103
OG0000376	Prbn.g_00740	Syaq.g_01101
OG0000377	Prbn.g_00736	Syaq.g_01270
OG0000378	Prbn.g_00732	Syaq.g_01286
OG0000379	Prbn.g_00729	Syaq.g_01291
OG0000380	Prbn.g_00712	Syaq.g_01560
OG0000381	Prbn.g_00707	Syaq.g_01558
OG0000382	Prbn.g_01340	Syaq.g_01540
OG0000383	Prbn.g_01338	Syaq.g_01535
OG0000384	Prbn.g_01337	Syaq.g_01534
OG0000385	Prbn.g_01336	Syaq.g_01533
OG0000386	Prbn.g_01335	Syaq.g_01532
OG0000387	Prbn.g_01321	Syaq.g_01495
OG0000388	Prbn.g_01317	Syaq.g_01491
OG0000389	Prbn.g_01314	Syaq.g_01488
OG0000390	Prbn.g_01304	Syaq.g_01473
OG0000391	Prbn.g_01301	Syaq.g_01468
OG0000392	Prbn.g_01297	Syaq.g_01463
OG0000393	Prbn.g_01294	Syaq.g_01460
OG0000394	Prbn.g_01293	Syaq.g_01459
OG0000395	Prbn.g_01292	Syaq.g_01458
OG0000396	Prbn.g_01290	Syaq.g_01455
OG0000397	Prbn.g_01288	Syaq.g_01453
OG0000398	Prbn.g_01285	Syaq.g_01448
OG0000399	Prbn.g_01284	Syaq.g_01447
OG0000400	Prbn.g_01283	Syaq.g_01446
OG0000401	Prbn.g_01282	Syaq.g_01445
OG0000402	Prbn.g_01356	Syaq.g_01443
OG0000403	Prbn.g_01280	Syaq.g_01442
OG0000404	Prbn.g_01279	Syaq.g_01440
OG0000405	Prbn.g_01275	Syaq.g_01429
OG0000406	Prbn.g_01267	Syaq.g_01422
OG0000407	Prbn.g_01266	Syaq.g_01421
OG0000408	Prbn.g_01264	Syaq.g_01419
OG0000409	Prbn.g_01262	Syaq.g_01417
OG0000410	Prbn.g_01261	Syaq.g_01416
OG0000411	Prbn.g_01260	Syaq.g_01415
OG0000412	Prbn.g_01259	Syaq.g_01414
OG0000413	Prbn.g_01257	Syaq.g_01412
OG0000414	Prbn.g_01256	Syaq.g_01411
OG0000415	Prbn.g_01255	Syaq.g_01410
OG0000416	Prbn.g_01254	Syaq.g_01409
OG0000417	Prbn.g_01253	Syaq.g_01408
OG0000418	Prbn.g_01248	Syaq.g_01403
OG0000419	Prbn.g_01246	Syaq.g_01401
OG0000420	Prbn.g_01245	Syaq.g_01400
OG0000421	Prbn.g_00381	Syaq.g_01395
OG0000422	Prbn.g_00380	Syaq.g_01394
OG0000423	Prbn.g_00379	Syaq.g_01393
OG0000424	Prbn.g_00378	Syaq.g_01392
OG0000425	Prbn.g_00377	Syaq.g_01391
OG0000426	Prbn.g_00376	Syaq.g_01390
OG0000427	Prbn.g_00375	Syaq.g_01389
OG0000428	Prbn.g_00373	Syaq.g_01386
OG0000429	Prbn.g_00372	Syaq.g_01384
OG0000430	Prbn.g_00371	Syaq.g_01383
OG0000431	Prbn.g_00369	Syaq.g_01380
OG0000432	Prbn.g_00365	Syaq.g_01374
OG0000433	Prbn.g_00364	Syaq.g_01369
OG0000434	Prbn.g_00363	Syaq.g_01368
OG0000435	Prbn.g_00362	Syaq.g_01367
OG0000436	Prbn.g_00357	Syaq.g_01361
OG0000437	Prbn.g_00356	Syaq.g_01360
OG0000438	Prbn.g_00355	Syaq.g_01359
OG0000439	Prbn.g_00353	Syaq.g_01357
OG0000440	Prbn.g_00352	Syaq.g_01356
OG0000441	Prbn.g_00349	Syaq.g_01352
OG0000442	Prbn.g_00348	Syaq.g_01350
OG0000443	Prbn.g_00347	Syaq.g_01347
OG0000444	Prbn.g_00341	Syaq.g_01333
OG0000445	Prbn.g_00340	Syaq.g_01332
OG0000446	Prbn.g_00339	Syaq.g_01330
OG0000447	Prbn.g_00338	Syaq.g_01328
OG0000448	Prbn.g_00337	Syaq.g_01327
OG0000449	Prbn.g_00336	Syaq.g_01320
OG0000450	Prbn.g_00335	Syaq.g_01313
OG0000451	Prbn.g_00334	Syaq.g_01312
OG0000452	Prbn.g_00331	Syaq.g_01308
OG0000453	Prbn.g_00330	Syaq.g_01307
OG0000454	Prbn.g_00329	Syaq.g_01306
OG0000455	Prbn.g_00328	Syaq.g_01305
OG0000456	Prbn.g_00327	Syaq.g_01304
OG0000457	Prbn.g_00325	Syaq.g_01302
OG0000458	Prbn.g_00324	Syaq.g_01299
OG0000459	Prbn.g_00323	Syaq.g_01298
OG0000460	Prbn.g_00315	Syaq.g_01577
OG0000461	Prbn.g_00307	Syaq.g_00707
OG0000462	Prbn.g_00305	Syaq.g_00710
OG0000463	Prbn.g_00304	Syaq.g_00711
OG0000464	Prbn.g_00012	Syaq.g_00712
OG0000465	Prbn.g_00013	Syaq.g_00714
OG0000466	Prbn.g_00016	Syaq.g_00718
OG0000467	Prbn.g_00017	Syaq.g_00720
OG0000468	Prbn.g_00020	Syaq.g_00725
OG0000469	Prbn.g_00028	Syaq.g_00739
OG0000470	Prbn.g_00030	Syaq.g_00741
OG0000471	Prbn.g_00031	Syaq.g_00742
OG0000472	Prbn.g_00033	Syaq.g_00744
OG0000473	Prbn.g_00035	Syaq.g_00746
OG0000474	Prbn.g_00036	Syaq.g_00747
OG0000475	Prbn.g_00037	Syaq.g_00748
OG0000476	Prbn.g_00039	Syaq.g_00750
OG0000477	Prbn.g_00042	Syaq.g_00756
OG0000478	Prbn.g_00043	Syaq.g_00757
OG0000479	Prbn.g_00044	Syaq.g_00759
OG0000480	Prbn.g_00049	Syaq.g_00766
OG0000481	Prbn.g_00052	Syaq.g_00768
OG0000482	Prbn.g_00053	Syaq.g_00769
OG0000483	Prbn.g_00056	Syaq.g_00773
OG0000484	Prbn.g_00057	Syaq.g_00774
OG0000485	Prbn.g_00059	Syaq.g_00775
OG0000486	Prbn.g_00060	Syaq.g_00776
OG0000487	Prbn.g_00063	Syaq.g_00782
OG0000488	Prbn.g_00066	Syaq.g_00845
OG0000489	Prbn.g_00071	Syaq.g_00857
OG0000490	Prbn.g_00075	Syaq.g_00864
OG0000491	Prbn.g_00076	Syaq.g_00865
OG0000492	Prbn.g_00078	Syaq.g_00869
OG0000493	Prbn.g_00079	Syaq.g_00870
OG0000494	Prbn.g_00080	Syaq.g_00871
OG0000495	Prbn.g_00081	Syaq.g_00872
OG0000496	Prbn.g_00082	Syaq.g_00873
OG0000497	Prbn.g_00083	Syaq.g_00874
OG0000498	Prbn.g_00084	Syaq.g_00875
OG0000499	Prbn.g_00085	Syaq.g_00876
OG0000500	Prbn.g_00086	Syaq.g_00877
OG0000501	Prbn.g_00087	Syaq.g_00880
OG0000502	Prbn.g_00090	Syaq.g_00953
OG0000503	Prbn.g_00105	Syaq.g_00559
OG0000504	Prbn.g_00107	Syaq.g_00557
OG0000505	Prbn.g_00108	Syaq.g_00556
OG0000506	Prbn.g_00109	Syaq.g_00554
OG0000507	Prbn.g_00112	Syaq.g_00548
OG0000508	Prbn.g_00116	Syaq.g_00544
OG0000509	Prbn.g_00118	Syaq.g_00542
OG0000510	Prbn.g_00119	Syaq.g_00538
OG0000511	Prbn.g_00120	Syaq.g_00537
OG0000512	Prbn.g_00122	Syaq.g_00535
OG0000513	Prbn.g_00693	Syaq.g_00525
OG0000514	Prbn.g_00682	Syaq.g_00514
OG0000515	Prbn.g_00681	Syaq.g_00513
OG0000516	Prbn.g_00680	Syaq.g_00509
OG0000517	Prbn.g_00678	Syaq.g_00502
OG0000518	Prbn.g_00667	Syaq.g_00490
OG0000519	Prbn.g_00666	Syaq.g_00489
OG0000520	Prbn.g_00665	Syaq.g_00488
OG0000521	Prbn.g_00657	Syaq.g_00477
OG0000522	Prbn.g_00655	Syaq.g_00475
OG0000523	Prbn.g_00654	Syaq.g_00474
OG0000524	Prbn.g_00649	Syaq.g_00469
OG0000525	Prbn.g_00645	Syaq.g_00450
OG0000526	Prbn.g_00644	Syaq.g_00448
OG0000527	Prbn.g_00641	Syaq.g_00444
OG0000528	Prbn.g_00636	Syaq.g_01768
OG0000529	Prbn.g_00633	Syaq.g_01773
OG0000530	Prbn.g_00630	Syaq.g_01776
OG0000531	Prbn.g_00629	Syaq.g_01777
OG0000532	Prbn.g_00627	Syaq.g_01780
OG0000533	Prbn.g_00626	Syaq.g_01782
OG0000534	Prbn.g_00625	Syaq.g_01783
OG0000535	Prbn.g_00624	Syaq.g_01784
OG0000536	Prbn.g_00623	Syaq.g_01785
OG0000537	Prbn.g_00622	Syaq.g_01786
OG0000538	Prbn.g_00613	Syaq.g_01798
OG0000539	Prbn.g_00612	Syaq.g_01799
OG0000540	Prbn.g_00611	Syaq.g_01800
OG0000541	Prbn.g_00610	Syaq.g_01801
OG0000542	Prbn.g_00609	Syaq.g_01804
OG0000543	Prbn.g_00607	Syaq.g_01806
OG0000544	Prbn.g_00606	Syaq.g_02567
OG0000545	Prbn.g_00604	Syaq.g_01809
OG0000546	Prbn.g_00601	Syaq.g_01811
OG0000547	Prbn.g_00599	Syaq.g_01813
OG0000548	Prbn.g_00598	Syaq.g_01814
OG0000549	Prbn.g_00596	Syaq.g_01819
OG0000550	Prbn.g_00592	Syaq.g_01824
OG0000551	Prbn.g_00589	Syaq.g_01829
OG0000552	Prbn.g_00588	Syaq.g_01830
OG0000553	Prbn.g_00587	Syaq.g_01834
OG0000554	Prbn.g_00582	Syaq.g_01839
OG0000555	Prbn.g_00574	Syaq.g_01857
OG0000556	Prbn.g_00572	Syaq.g_01925
