Orthogroup	Prbn	Prar
OG0000061	Prbn.g_01189	Prar.g_01263
OG0000062	Prbn.g_00897	Prar.g_00769
OG0000063	Prbn.g_00130	Prar.g_00004, Prar.g_00005, Prar.g_01189
OG0000065	Prbn.g_01312	Prar.g_00221
OG0000066	Prbn.g_00577, Prbn.g_01657	Prar.g_01369
OG0000067	Prbn.g_01546	Prar.g_01684
OG0000068	Prbn.g_01240	Prar.g_00911
OG0000069	Prbn.g_00659	Prar.g_01170, Prar.g_00736
OG0000070	Prbn.g_00663	Prar.g_00498
OG0000071	Prbn.g_01084	Prar.g_00955
OG0000072	Prbn.g_00383	Prar.g_00156
OG0000073	Prbn.g_00614	Prar.g_01330
OG0000074	Prbn.g_01582	Prar.g_01512
OG0000075	Prbn.g_01917	Prar.g_00629
OG0000076	Prbn.g_00996	Prar.g_00592, Prar.g_00653
OG0000077	Prbn.g_01342	Prar.g_00250
OG0000078	Prbn.g_00310	Prar.g_00088
OG0000081	Prbn.g_00585	Prar.g_01361
OG0000082	Prbn.g_00530, Prbn.g_01734	Prar.g_01414
OG0000084	Prbn.g_00209	Prar.g_00343
OG0000085	Prbn.g_01737, Prbn.g_00144	Prar.g_01150
OG0000086	Prbn.g_01333	Prar.g_00240
OG0000087	Prbn.g_01278	Prar.g_00189
OG0000088	Prbn.g_01247	Prar.g_00161
OG0000089	Prbn.g_00696	Prar.g_00416
OG0000090	Prbn.g_00583	Prar.g_01363
OG0000091	Prbn.g_00434	Prar.g_01472
OG0000092	Prbn.g_01616	Prar.g_01781
OG0000093	Prbn.g_00846	Prar.g_01801
OG0000094	Prbn.g_01369	Prar.g_01885
OG0000095	Prbn.g_01471	Prar.g_01904
OG0000096	Prbn.g_01049	Prar.g_01006, Prar.g_01313, Prar.g_00991
OG0000097	Prbn.g_00408	Prar.g_01222
OG0000098	Prbn.g_01216	Prar.g_00929
OG0000099	Prbn.g_00173	Prar.g_00872
OG0000100	Prbn.g_00903	Prar.g_00773
OG0000101	Prbn.g_01881	Prar.g_01027
OG0000102	Prbn.g_00991	Prar.g_00658
OG0000103	Prbn.g_00907	Prar.g_00050
OG0000104	Prbn.g_00296	Prar.g_00042
OG0000105	Prbn.g_00041	Prar.g_00313
OG0000106	Prbn.g_00829	Prar.g_00431
OG0000107	Prbn.g_01810	Prar.g_00446
OG0000108	Prbn.g_00634	Prar.g_00530
OG0000109	Prbn.g_00620	Prar.g_00544
OG0000110	Prbn.g_00541	Prar.g_01404
OG0000111	Prbn.g_01561	Prar.g_01529
OG0000112	Prbn.g_00468	Prar.g_01652
OG0000113	Prbn.g_01523	Prar.g_01706
OG0000114	Prbn.g_01621	Prar.g_01776
OG0000115	Prbn.g_01120	Prar.g_01318
OG0000116	Prbn.g_01178	Prar.g_01273
OG0000117	Prbn.g_00389	Prar.g_01003
OG0000118	Prbn.g_01071	Prar.g_00943
OG0000119	Prbn.g_01135, Prbn.g_00885	Prar.g_00915
OG0000120	Prbn.g_00170	Prar.g_00880
OG0000121	Prbn.g_00214	Prar.g_00337
OG0000122	Prbn.g_01113, Prbn.g_00255	Prar.g_00807
OG0000123	Prbn.g_01888	Prar.g_01021
OG0000124	Prbn.g_00979	Prar.g_00668
OG0000125	Prbn.g_00944	Prar.g_00704
OG0000126	Prbn.g_00295	Prar.g_00043
OG0000128	Prbn.g_00002, Prbn.g_00003	Prar.g_00027
OG0000129	Prbn.g_00737	Prar.g_00576
OG0000130	Prbn.g_00708	Prar.g_00549
OG0000131	Prbn.g_01269	Prar.g_00182
OG0000132	Prbn.g_01249	Prar.g_00163
OG0000133	Prbn.g_00088	Prar.g_00265
OG0000134	Prbn.g_00694	Prar.g_00417
OG0000135	Prbn.g_01102	Prar.g_00444
OG0000136	Prbn.g_00672	Prar.g_00489
OG0000137	Prbn.g_00639	Prar.g_00525
OG0000138	Prbn.g_00619	Prar.g_00545
OG0000139	Prbn.g_00579	Prar.g_01367
OG0000140	Prbn.g_00578	Prar.g_01368
OG0000141	Prbn.g_00507	Prar.g_01437
OG0000142	Prbn.g_00426	Prar.g_01465
OG0000143	Prbn.g_00430	Prar.g_01469
OG0000144	Prbn.g_00444	Prar.g_01482
OG0000145	Prbn.g_01100	Prar.g_01651
OG0000146	Prbn.g_00469	Prar.g_01653
OG0000147	Prbn.g_00470	Prar.g_01654
OG0000148	Prbn.g_01529	Prar.g_01700
OG0000149	Prbn.g_01497	Prar.g_01730
OG0000150	Prbn.g_01487	Prar.g_01738
OG0000151	Prbn.g_01611	Prar.g_01786
OG0000152	Prbn.g_01418	Prar.g_01833
OG0000153	Prbn.g_01399	Prar.g_01852
OG0000154	Prbn.g_01379	Prar.g_01878
OG0000155	Prbn.g_01210	Prar.g_01243
OG0000156	Prbn.g_01095	Prar.g_00966
OG0000157	Prbn.g_01094	Prar.g_00965
OG0000158	Prbn.g_01014	Prar.g_00375
OG0000159	Prbn.g_00717	Prar.g_00380, Prar.g_00871
OG0000160	Prbn.g_00213	Prar.g_00338
OG0000161	Prbn.g_00219	Prar.g_00840
OG0000162	Prbn.g_00225	Prar.g_00834
OG0000163	Prbn.g_00264	Prar.g_00800
OG0000164	Prbn.g_01770	Prar.g_01964
OG0000165	Prbn.g_01777	Prar.g_01971
OG0000166	Prbn.g_01844	Prar.g_01063
OG0000167	Prbn.g_01915	Prar.g_00627
OG0000168	Prbn.g_01013	Prar.g_00637
OG0000169	Prbn.g_01003	Prar.g_00647
OG0000170	Prbn.g_01000	Prar.g_00649
OG0000171	Prbn.g_00980	Prar.g_00667
OG0000172	Prbn.g_00973	Prar.g_00675
OG0000173	Prbn.g_00958	Prar.g_00690
OG0000174	Prbn.g_00929	Prar.g_00068
OG0000175	Prbn.g_00916	Prar.g_00058
OG0000176	Prbn.g_00010	Prar.g_00034
OG0000177	Prbn.g_00009	Prar.g_00033
OG0000178	Prbn.g_00008	Prar.g_00032
OG0000179	Prbn.g_00766	Prar.g_00022
OG0000180	Prbn.g_00765	Prar.g_00021
OG0000181	Prbn.g_00764	Prar.g_00020
OG0000182	Prbn.g_00763	Prar.g_00019
OG0000183	Prbn.g_00759	Prar.g_00015
OG0000184	Prbn.g_00733	Prar.g_00573
OG0000185	Prbn.g_00730	Prar.g_00570
OG0000186	Prbn.g_00714	Prar.g_00554
OG0000187	Prbn.g_00713	Prar.g_00553
OG0000188	Prbn.g_01339	Prar.g_00246
OG0000189	Prbn.g_01325	Prar.g_00232
OG0000190	Prbn.g_01323	Prar.g_00231
OG0000191	Prbn.g_01300	Prar.g_00211
OG0000192	Prbn.g_01295	Prar.g_00207
OG0000193	Prbn.g_01268	Prar.g_00181
OG0000194	Prbn.g_01265	Prar.g_00178
OG0000195	Prbn.g_01263	Prar.g_00176
OG0000196	Prbn.g_01252	Prar.g_00166
OG0000197	Prbn.g_01251	Prar.g_00165
OG0000198	Prbn.g_01250	Prar.g_00164
OG0000199	Prbn.g_01243, Prbn.g_00384	Prar.g_00157
OG0000200	Prbn.g_00370	Prar.g_00143
OG0000201	Prbn.g_00361	Prar.g_00135
OG0000202	Prbn.g_00360	Prar.g_00134
OG0000203	Prbn.g_00359	Prar.g_00133
OG0000204	Prbn.g_00358	Prar.g_00132
OG0000205	Prbn.g_00351	Prar.g_00125
OG0000206	Prbn.g_00346	Prar.g_00120
OG0000207	Prbn.g_00343	Prar.g_00118
OG0000208	Prbn.g_00342	Prar.g_00117
OG0000209	Prbn.g_00333	Prar.g_00108
OG0000210	Prbn.g_00332	Prar.g_00107
OG0000211	Prbn.g_00317	Prar.g_00094
OG0000212	Prbn.g_00309	Prar.g_00087
OG0000213	Prbn.g_00024	Prar.g_00330
OG0000214	Prbn.g_00034	Prar.g_00320
OG0000215	Prbn.g_00061	Prar.g_00295
OG0000216	Prbn.g_00062	Prar.g_00293
OG0000217	Prbn.g_00065	Prar.g_01154, Prar.g_00290
OG0000218	Prbn.g_00067	Prar.g_00288
OG0000219	Prbn.g_00068	Prar.g_00287
OG0000220	Prbn.g_00069	Prar.g_00286
OG0000221	Prbn.g_00070	Prar.g_00285
OG0000222	Prbn.g_00077	Prar.g_00277
OG0000223	Prbn.g_00089	Prar.g_00264
OG0000224	Prbn.g_00091	Prar.g_00262
OG0000225	Prbn.g_00117	Prar.g_00406
OG0000226	Prbn.g_00121	Prar.g_00410
OG0000227	Prbn.g_00123	Prar.g_00412
OG0000228	Prbn.g_00697	Prar.g_00415
OG0000229	Prbn.g_00677	Prar.g_00484
OG0000230	Prbn.g_00675	Prar.g_00486
OG0000231	Prbn.g_00664	Prar.g_00497
OG0000232	Prbn.g_00653	Prar.g_00506
OG0000233	Prbn.g_00647	Prar.g_00512
OG0000234	Prbn.g_00638	Prar.g_00526
OG0000235	Prbn.g_00635	Prar.g_00529
OG0000236	Prbn.g_00621	Prar.g_00543
OG0000237	Prbn.g_00608	Prar.g_01337
OG0000238	Prbn.g_00602	Prar.g_01343
OG0000239	Prbn.g_00591	Prar.g_01355
OG0000240	Prbn.g_00590	Prar.g_01356
OG0000241	Prbn.g_00586	Prar.g_01360
OG0000242	Prbn.g_00584	Prar.g_01362
OG0000243	Prbn.g_00573	Prar.g_01373
OG0000244	Prbn.g_00570	Prar.g_01376
OG0000245	Prbn.g_00568	Prar.g_01378
OG0000246	Prbn.g_00564	Prar.g_01382
OG0000247	Prbn.g_00554	Prar.g_01392
OG0000248	Prbn.g_00551	Prar.g_01394
OG0000249	Prbn.g_00549	Prar.g_01396
OG0000250	Prbn.g_00544	Prar.g_01401
OG0000251	Prbn.g_00524	Prar.g_01420
OG0000252	Prbn.g_00521	Prar.g_01424
OG0000253	Prbn.g_00520	Prar.g_01425
OG0000254	Prbn.g_00503	Prar.g_01441
OG0000255	Prbn.g_00497	Prar.g_01447
OG0000256	Prbn.g_00487	Prar.g_01457
OG0000257	Prbn.g_00421	Prar.g_01460
OG0000258	Prbn.g_00435	Prar.g_01473
OG0000259	Prbn.g_00835	Prar.g_01490
OG0000260	Prbn.g_00838	Prar.g_01493
OG0000261	Prbn.g_00841	Prar.g_01495
OG0000262	Prbn.g_00845	Prar.g_01499
OG0000263	Prbn.g_01583	Prar.g_01511
OG0000264	Prbn.g_01572	Prar.g_01521
OG0000265	Prbn.g_01554	Prar.g_01599
OG0000266	Prbn.g_00864	Prar.g_01609
OG0000267	Prbn.g_01350	Prar.g_01620
OG0000268	Prbn.g_01351	Prar.g_01621
OG0000269	Prbn.g_01551	Prar.g_01679
OG0000270	Prbn.g_01548	Prar.g_01682
OG0000271	Prbn.g_01540	Prar.g_01690
OG0000272	Prbn.g_01539	Prar.g_01691
OG0000273	Prbn.g_01515	Prar.g_01714
OG0000274	Prbn.g_01514	Prar.g_01715
OG0000275	Prbn.g_01511	Prar.g_01717
OG0000276	Prbn.g_01505	Prar.g_01722
OG0000277	Prbn.g_01504	Prar.g_01723
OG0000278	Prbn.g_01501	Prar.g_01726
OG0000279	Prbn.g_01494	Prar.g_01733
OG0000280	Prbn.g_01493	Prar.g_01734
OG0000281	Prbn.g_01486	Prar.g_01740
OG0000282	Prbn.g_01619	Prar.g_01778
OG0000283	Prbn.g_01442	Prar.g_01810
OG0000284	Prbn.g_01437	Prar.g_01815
OG0000285	Prbn.g_01432	Prar.g_01820
OG0000286	Prbn.g_01419	Prar.g_01832
OG0000287	Prbn.g_01123	Prar.g_01849
OG0000288	Prbn.g_01380	Prar.g_01877
OG0000289	Prbn.g_01364	Prar.g_01888
OG0000290	Prbn.g_01468	Prar.g_01901
OG0000291	Prbn.g_01470	Prar.g_01903
OG0000292	Prbn.g_01144	Prar.g_01953
OG0000293	Prbn.g_01179	Prar.g_01272
OG0000294	Prbn.g_01180	Prar.g_01271
OG0000295	Prbn.g_01203	Prar.g_01251
OG0000296	Prbn.g_01205	Prar.g_01249
OG0000297	Prbn.g_00387	Prar.g_01241
OG0000298	Prbn.g_00388	Prar.g_01240
OG0000299	Prbn.g_00407	Prar.g_01223
OG0000300	Prbn.g_00410	Prar.g_01220
OG0000301	Prbn.g_00411	Prar.g_01219
OG0000302	Prbn.g_00413	Prar.g_01217
OG0000303	Prbn.g_00419	Prar.g_01210
OG0000304	Prbn.g_00482	Prar.g_01206
OG0000305	Prbn.g_01146	Prar.g_00919
OG0000306	Prbn.g_01482	Prar.g_00916
OG0000307	Prbn.g_00159	Prar.g_00902
OG0000308	Prbn.g_00160	Prar.g_00901
OG0000309	Prbn.g_00164	Prar.g_00897
OG0000310	Prbn.g_00198	Prar.g_00354
OG0000311	Prbn.g_00200	Prar.g_00352
OG0000312	Prbn.g_00203	Prar.g_00349
OG0000313	Prbn.g_00216	Prar.g_00335
OG0000314	Prbn.g_00239	Prar.g_00820
OG0000315	Prbn.g_00249	Prar.g_00810
OG0000316	Prbn.g_00274	Prar.g_00790
OG0000317	Prbn.g_01742	Prar.g_01145
OG0000318	Prbn.g_01746	Prar.g_01142
OG0000319	Prbn.g_01759	Prar.g_01129
OG0000320	Prbn.g_01761	Prar.g_01127
OG0000321	Prbn.g_01762	Prar.g_01126
OG0000322	Prbn.g_01763	Prar.g_01125
OG0000323	Prbn.g_01773	Prar.g_01967
OG0000324	Prbn.g_01800	Prar.g_00609
OG0000325	Prbn.g_01811	Prar.g_01113
OG0000326	Prbn.g_01818	Prar.g_01107
OG0000327	Prbn.g_01839	Prar.g_01068
OG0000328	Prbn.g_01840	Prar.g_01067
OG0000329	Prbn.g_01857	Prar.g_01050
OG0000330	Prbn.g_01858	Prar.g_01049
OG0000331	Prbn.g_01859	Prar.g_01048
OG0000332	Prbn.g_01873	Prar.g_01034
OG0000333	Prbn.g_01875	Prar.g_01032
OG0000334	Prbn.g_01884	Prar.g_01024
OG0000335	Prbn.g_01889	Prar.g_01020
OG0000336	Prbn.g_01893	Prar.g_01016
OG0000337	Prbn.g_01911	Prar.g_00625
OG0000338	Prbn.g_01912	Prar.g_00626
OG0000339	Prbn.g_01918	Prar.g_00630
OG0000340	Prbn.g_01012	Prar.g_00638
OG0000341	Prbn.g_01010	Prar.g_00640
OG0000342	Prbn.g_01009	Prar.g_00641
OG0000343	Prbn.g_01008	Prar.g_00642
OG0000344	Prbn.g_01005	Prar.g_00645
OG0000345	Prbn.g_00999	Prar.g_00650
OG0000346	Prbn.g_00995	Prar.g_00654
OG0000347	Prbn.g_00978	Prar.g_00669
OG0000348	Prbn.g_00970	Prar.g_00678
OG0000349	Prbn.g_00953	Prar.g_00695
OG0000350	Prbn.g_00798	Prar.g_00072
OG0000351	Prbn.g_00913	Prar.g_00055
OG0000352	Prbn.g_00912	Prar.g_00054
OG0000353	Prbn.g_00299	Prar.g_00039
OG0000355	Prbn.g_00301	Prar.g_00037
OG0000356	Prbn.g_00302	Prar.g_00036
OG0000357	Prbn.g_00011	Prar.g_00035
OG0000358	Prbn.g_00007	Prar.g_00031
OG0000359	Prbn.g_00006	Prar.g_00030
OG0000360	Prbn.g_00005	Prar.g_00029
OG0000361	Prbn.g_00004	Prar.g_00028
OG0000362	Prbn.g_00001	Prar.g_00026
OG0000363	Prbn.g_00768	Prar.g_00024
OG0000364	Prbn.g_00767	Prar.g_00023
OG0000365	Prbn.g_00762	Prar.g_00018
OG0000366	Prbn.g_00761	Prar.g_00017
OG0000367	Prbn.g_00760	Prar.g_00016
OG0000368	Prbn.g_00758	Prar.g_00014
OG0000369	Prbn.g_00757	Prar.g_00013
OG0000370	Prbn.g_00756	Prar.g_00012
OG0000371	Prbn.g_00749	Prar.g_00006
OG0000372	Prbn.g_00746	Prar.g_00002
OG0000373	Prbn.g_00745	Prar.g_00001
OG0000374	Prbn.g_00744	Prar.g_00594
OG0000375	Prbn.g_00742	Prar.g_00580
OG0000376	Prbn.g_00740	Prar.g_00578
OG0000377	Prbn.g_00736	Prar.g_00574
OG0000378	Prbn.g_00732	Prar.g_00572
OG0000379	Prbn.g_00729	Prar.g_00569
OG0000380	Prbn.g_00712	Prar.g_00552
OG0000381	Prbn.g_00707	Prar.g_00548
OG0000382	Prbn.g_01340	Prar.g_00247
OG0000383	Prbn.g_01338	Prar.g_00245
OG0000384	Prbn.g_01337	Prar.g_00244
OG0000385	Prbn.g_01336	Prar.g_00243
OG0000386	Prbn.g_01335	Prar.g_00242
OG0000387	Prbn.g_01321	Prar.g_00229
OG0000388	Prbn.g_01317	Prar.g_00226
OG0000389	Prbn.g_01314	Prar.g_00222
OG0000390	Prbn.g_01304	Prar.g_00215
OG0000391	Prbn.g_01301	Prar.g_00212
OG0000392	Prbn.g_01297	Prar.g_00208
OG0000393	Prbn.g_01294	Prar.g_00206
OG0000394	Prbn.g_01293	Prar.g_00205
OG0000395	Prbn.g_01292	Prar.g_00204
OG0000396	Prbn.g_01290	Prar.g_00201
OG0000397	Prbn.g_01288	Prar.g_00199
OG0000398	Prbn.g_01285	Prar.g_00197
OG0000399	Prbn.g_01284	Prar.g_00196
OG0000400	Prbn.g_01283	Prar.g_00195
OG0000401	Prbn.g_01282	Prar.g_00194
OG0000402	Prbn.g_01356	Prar.g_00192
OG0000403	Prbn.g_01280	Prar.g_00191
OG0000404	Prbn.g_01279	Prar.g_00190
OG0000405	Prbn.g_01275	Prar.g_00186
OG0000406	Prbn.g_01267	Prar.g_00180
OG0000407	Prbn.g_01266	Prar.g_00179
OG0000408	Prbn.g_01264	Prar.g_00177
OG0000409	Prbn.g_01262	Prar.g_00175
OG0000410	Prbn.g_01261	Prar.g_00174
OG0000411	Prbn.g_01260	Prar.g_00173
OG0000412	Prbn.g_01259	Prar.g_00172
OG0000413	Prbn.g_01257	Prar.g_00171
OG0000414	Prbn.g_01256	Prar.g_01569, Prar.g_00170
OG0000415	Prbn.g_01255	Prar.g_00169
OG0000416	Prbn.g_01254	Prar.g_00168
OG0000417	Prbn.g_01253	Prar.g_00167
OG0000418	Prbn.g_01248	Prar.g_00162
OG0000419	Prbn.g_01246	Prar.g_00160
OG0000420	Prbn.g_01245	Prar.g_00159
OG0000421	Prbn.g_00381	Prar.g_00154
OG0000422	Prbn.g_00380	Prar.g_00153
OG0000423	Prbn.g_00379	Prar.g_00152
OG0000424	Prbn.g_00378	Prar.g_00151
OG0000425	Prbn.g_00377	Prar.g_00150
OG0000426	Prbn.g_00376	Prar.g_00149
OG0000427	Prbn.g_00375	Prar.g_00148
OG0000428	Prbn.g_00373	Prar.g_00146
OG0000429	Prbn.g_00372	Prar.g_00145
OG0000430	Prbn.g_00371	Prar.g_00144
OG0000431	Prbn.g_00369	Prar.g_00142
OG0000432	Prbn.g_00365	Prar.g_00139
OG0000433	Prbn.g_00364	Prar.g_00138
OG0000434	Prbn.g_00363	Prar.g_00137
OG0000435	Prbn.g_00362	Prar.g_00136
OG0000436	Prbn.g_00357	Prar.g_00131
OG0000437	Prbn.g_00356	Prar.g_00130
OG0000438	Prbn.g_00355	Prar.g_00129
OG0000439	Prbn.g_00353	Prar.g_00127
OG0000440	Prbn.g_00352	Prar.g_00126
OG0000441	Prbn.g_00349	Prar.g_00123
OG0000442	Prbn.g_00348	Prar.g_00122
OG0000443	Prbn.g_00347	Prar.g_00121
OG0000444	Prbn.g_00341	Prar.g_00116
OG0000445	Prbn.g_00340	Prar.g_00115
OG0000446	Prbn.g_00339	Prar.g_00114
OG0000447	Prbn.g_00338	Prar.g_00113
OG0000448	Prbn.g_00337	Prar.g_00112
OG0000449	Prbn.g_00336	Prar.g_00111
OG0000450	Prbn.g_00335	Prar.g_00110
OG0000451	Prbn.g_00334	Prar.g_00109
OG0000452	Prbn.g_00331	Prar.g_00106
OG0000453	Prbn.g_00330	Prar.g_00105
OG0000454	Prbn.g_00329	Prar.g_00104
OG0000455	Prbn.g_00328	Prar.g_00103
OG0000456	Prbn.g_00327	Prar.g_00102
OG0000457	Prbn.g_00325	Prar.g_00101
OG0000458	Prbn.g_00324	Prar.g_00100
OG0000459	Prbn.g_00323	Prar.g_00099
OG0000460	Prbn.g_00315	Prar.g_00092
OG0000461	Prbn.g_00307	Prar.g_00085
OG0000462	Prbn.g_00305	Prar.g_00083
OG0000463	Prbn.g_00304	Prar.g_00082
OG0000464	Prbn.g_00012	Prar.g_00081
OG0000465	Prbn.g_00013	Prar.g_00080
OG0000466	Prbn.g_00016	Prar.g_00077
OG0000467	Prbn.g_00017	Prar.g_00076
OG0000468	Prbn.g_00020	Prar.g_00334
OG0000469	Prbn.g_00028	Prar.g_00325
OG0000470	Prbn.g_00030	Prar.g_00323
OG0000471	Prbn.g_00031	Prar.g_00322
OG0000472	Prbn.g_00033	Prar.g_00321
OG0000473	Prbn.g_00035	Prar.g_00319
OG0000474	Prbn.g_00036	Prar.g_00318
OG0000475	Prbn.g_00037	Prar.g_00317
OG0000476	Prbn.g_00039	Prar.g_00316
OG0000477	Prbn.g_00042	Prar.g_00312
OG0000478	Prbn.g_00043	Prar.g_00311
OG0000479	Prbn.g_00044	Prar.g_00310
OG0000480	Prbn.g_00049	Prar.g_00305
OG0000481	Prbn.g_00052	Prar.g_00303
OG0000482	Prbn.g_00053	Prar.g_00302
OG0000483	Prbn.g_00056	Prar.g_00299
OG0000484	Prbn.g_00057	Prar.g_00298
OG0000485	Prbn.g_00059	Prar.g_00297
OG0000486	Prbn.g_00060	Prar.g_00296
OG0000487	Prbn.g_00063	Prar.g_00292
OG0000488	Prbn.g_00066	Prar.g_00289
OG0000489	Prbn.g_00071	Prar.g_00284
OG0000490	Prbn.g_00075	Prar.g_00279
OG0000491	Prbn.g_00076	Prar.g_00278
OG0000492	Prbn.g_00078	Prar.g_00276
OG0000493	Prbn.g_00079	Prar.g_00275
OG0000494	Prbn.g_00080	Prar.g_00274
OG0000495	Prbn.g_00081	Prar.g_00273
OG0000496	Prbn.g_00082	Prar.g_00272
OG0000497	Prbn.g_00083	Prar.g_00271
OG0000498	Prbn.g_00084	Prar.g_00270
OG0000499	Prbn.g_00085	Prar.g_00269
OG0000500	Prbn.g_00086	Prar.g_00268
OG0000501	Prbn.g_00087	Prar.g_00266
OG0000502	Prbn.g_00090	Prar.g_00263
OG0000503	Prbn.g_00105	Prar.g_00394
OG0000504	Prbn.g_00107	Prar.g_00395
OG0000505	Prbn.g_00108	Prar.g_00396
OG0000506	Prbn.g_00109	Prar.g_00398
OG0000507	Prbn.g_00112	Prar.g_00401
OG0000508	Prbn.g_00116	Prar.g_00405
OG0000509	Prbn.g_00118	Prar.g_00407
OG0000510	Prbn.g_00119	Prar.g_00408
OG0000511	Prbn.g_00120	Prar.g_00409
OG0000512	Prbn.g_00122	Prar.g_00411
OG0000513	Prbn.g_00693	Prar.g_00418
OG0000514	Prbn.g_00682	Prar.g_00479
OG0000515	Prbn.g_00681	Prar.g_00480
OG0000516	Prbn.g_00680	Prar.g_00481
OG0000517	Prbn.g_00678	Prar.g_00483
OG0000518	Prbn.g_00667	Prar.g_00494
OG0000519	Prbn.g_00666	Prar.g_00495
OG0000520	Prbn.g_00665	Prar.g_00496
OG0000521	Prbn.g_00657	Prar.g_00501
OG0000522	Prbn.g_00655	Prar.g_00503
OG0000523	Prbn.g_00654	Prar.g_00504
OG0000524	Prbn.g_00649	Prar.g_00510
OG0000525	Prbn.g_00645	Prar.g_00513
OG0000526	Prbn.g_00644	Prar.g_00514
OG0000527	Prbn.g_00641	Prar.g_00523
OG0000528	Prbn.g_00636	Prar.g_00528
OG0000529	Prbn.g_00633	Prar.g_00531
OG0000530	Prbn.g_00630	Prar.g_00534
OG0000531	Prbn.g_00629	Prar.g_00535
OG0000532	Prbn.g_00627	Prar.g_00537
OG0000533	Prbn.g_00626	Prar.g_00538
OG0000534	Prbn.g_00625	Prar.g_00539
OG0000535	Prbn.g_00624	Prar.g_00540
OG0000536	Prbn.g_00623	Prar.g_00541
OG0000537	Prbn.g_00622	Prar.g_00542
OG0000538	Prbn.g_00613	Prar.g_01331
OG0000539	Prbn.g_00612	Prar.g_01332
OG0000540	Prbn.g_00611	Prar.g_01333
OG0000541	Prbn.g_00610	Prar.g_01334
OG0000542	Prbn.g_00609	Prar.g_01336
OG0000543	Prbn.g_00607	Prar.g_01338
OG0000544	Prbn.g_00606	Prar.g_01339
OG0000545	Prbn.g_00604	Prar.g_01341
OG0000546	Prbn.g_00601	Prar.g_01344
OG0000547	Prbn.g_00599	Prar.g_01345
OG0000548	Prbn.g_00598	Prar.g_01346
OG0000549	Prbn.g_00596	Prar.g_01348
OG0000550	Prbn.g_00592	Prar.g_01353
OG0000551	Prbn.g_00589	Prar.g_01357
OG0000552	Prbn.g_00588	Prar.g_01358
OG0000553	Prbn.g_00587	Prar.g_01359
OG0000554	Prbn.g_00582	Prar.g_01364
OG0000555	Prbn.g_00574	Prar.g_01372
OG0000556	Prbn.g_00572	Prar.g_01374
OG0000557	Prbn.g_00571	Prar.g_01375
OG0000558	Prbn.g_00569	Prar.g_01377
OG0000559	Prbn.g_00565	Prar.g_01381
OG0000560	Prbn.g_00562	Prar.g_01384
