Orthogroup	Prbn	Syah
OG0000058	Prbn.g_00172	Syah.g_00152
OG0000059	Prbn.g_01833	Syah.g_00737
OG0000061	Prbn.g_01189	Syah.g_02158
OG0000062	Prbn.g_00897	Syah.g_02365
OG0000063	Prbn.g_00130	Syah.g_00337
OG0000064	Prbn.g_00710	Syah.g_01353, Syah.g_02357
OG0000065	Prbn.g_01312	Syah.g_02443, Syah.g_02537
OG0000066	Prbn.g_00577, Prbn.g_01657	Syah.g_01073
OG0000067	Prbn.g_01546	Syah.g_01779
OG0000068	Prbn.g_01240	Syah.g_00986
OG0000069	Prbn.g_00659	Syah.g_01715
OG0000070	Prbn.g_00663	Syah.g_02217
OG0000071	Prbn.g_01084	Syah.g_02199
OG0000072	Prbn.g_00383	Syah.g_00080
OG0000073	Prbn.g_00614	Syah.g_01018
OG0000074	Prbn.g_01038, Prbn.g_01928, Prbn.g_01582	Syah.g_00951
OG0000075	Prbn.g_01917	Syah.g_00186
OG0000076	Prbn.g_00996	Syah.g_00250
OG0000077	Prbn.g_01342	Syah.g_02494
OG0000079	Prbn.g_00018	Syah.g_00665
OG0000081	Prbn.g_00585	Syah.g_00922
OG0000082	Prbn.g_00530, Prbn.g_01734	Syah.g_01136
OG0000084	Prbn.g_00209	Syah.g_01296
OG0000085	Prbn.g_01737, Prbn.g_00144	Syah.g_02372
OG0000086	Prbn.g_01333	Syah.g_02511
OG0000087	Prbn.g_01278	Syah.g_00038
OG0000088	Prbn.g_01247	Syah.g_00074
OG0000089	Prbn.g_00696	Syah.g_00888
OG0000090	Prbn.g_00583	Syah.g_01064
OG0000091	Prbn.g_00434	Syah.g_01927
OG0000097	Prbn.g_00408	Syah.g_01400
OG0000098	Prbn.g_01216	Syah.g_00723
OG0000099	Prbn.g_00173	Syah.g_00144
OG0000100	Prbn.g_00903	Syah.g_01747
OG0000101	Prbn.g_01881	Syah.g_00785
OG0000102	Prbn.g_00991	Syah.g_00255
OG0000103	Prbn.g_00907	Syah.g_00391
OG0000104	Prbn.g_00296	Syah.g_00377
OG0000105	Prbn.g_00041	Syah.g_00632
OG0000106	Prbn.g_00829	Syah.g_01544
OG0000107	Prbn.g_01810	Syah.g_00688
OG0000108	Prbn.g_00634	Syah.g_00997
OG0000109	Prbn.g_00620	Syah.g_01012
OG0000110	Prbn.g_00541	Syah.g_01124
OG0000112	Prbn.g_00468	Syah.g_01613
OG0000113	Prbn.g_01523	Syah.g_01752
OG0000114	Prbn.g_01621	Syah.g_01529
OG0000115	Prbn.g_01120	Syah.g_01269
OG0000116	Prbn.g_01178	Syah.g_02175
OG0000117	Prbn.g_00389	Syah.g_01425
OG0000118	Prbn.g_01071	Syah.g_01173
OG0000120	Prbn.g_00170	Syah.g_00145
OG0000121	Prbn.g_00214	Syah.g_01287
OG0000122	Prbn.g_01113, Prbn.g_00255	Syah.g_01900
OG0000123	Prbn.g_01888	Syah.g_00793
OG0000124	Prbn.g_00979	Syah.g_00272
OG0000125	Prbn.g_00944	Syah.g_00504
OG0000126	Prbn.g_00295	Syah.g_00379
OG0000128	Prbn.g_00002, Prbn.g_00003	Syah.g_00361
OG0000129	Prbn.g_00737	Syah.g_00516
OG0000130	Prbn.g_00708	Syah.g_02483
OG0000131	Prbn.g_01269	Syah.g_00052
OG0000132	Prbn.g_01249	Syah.g_00072
OG0000133	Prbn.g_00088	Syah.g_01618
OG0000134	Prbn.g_00694	Syah.g_00891
OG0000135	Prbn.g_01102	Syah.g_00465
OG0000136	Prbn.g_00672	Syah.g_02227
OG0000137	Prbn.g_00639	Syah.g_01221
OG0000138	Prbn.g_00619	Syah.g_01013
OG0000139	Prbn.g_00579	Syah.g_01070
OG0000140	Prbn.g_00578	Syah.g_01071
OG0000141	Prbn.g_00507	Syah.g_01981
OG0000142	Prbn.g_00426	Syah.g_01935
OG0000143	Prbn.g_00430	Syah.g_01931
OG0000144	Prbn.g_00444	Syah.g_01824
OG0000145	Prbn.g_01100	Syah.g_01019
OG0000146	Prbn.g_00469	Syah.g_01612
OG0000147	Prbn.g_00470	Syah.g_01611
OG0000148	Prbn.g_01529	Syah.g_01758
OG0000149	Prbn.g_01497	Syah.g_02096
OG0000150	Prbn.g_01487	Syah.g_01980
OG0000151	Prbn.g_01611	Syah.g_01820
OG0000152	Prbn.g_01418	Syah.g_01622
OG0000153	Prbn.g_01399	Syah.g_01656
OG0000154	Prbn.g_01379	Syah.g_01682
OG0000155	Prbn.g_01210	Syah.g_02123
OG0000156	Prbn.g_01095	Syah.g_02185
OG0000157	Prbn.g_01094	Syah.g_02186
OG0000158	Prbn.g_01014	Syah.g_00204
OG0000160	Prbn.g_00213	Syah.g_01289
OG0000161	Prbn.g_00219	Syah.g_01282
OG0000162	Prbn.g_00225	Syah.g_01276
OG0000163	Prbn.g_00264	Syah.g_02315
OG0000164	Prbn.g_01770	Syah.g_02423
OG0000165	Prbn.g_01777	Syah.g_02251
OG0000166	Prbn.g_01844	Syah.g_00747
OG0000167	Prbn.g_01915	Syah.g_00183
OG0000168	Prbn.g_01013	Syah.g_00205
OG0000169	Prbn.g_01003	Syah.g_00237
OG0000170	Prbn.g_01000	Syah.g_00245
OG0000171	Prbn.g_00980	Syah.g_00271
OG0000172	Prbn.g_00973	Syah.g_00293
OG0000173	Prbn.g_00958	Syah.g_00313
OG0000174	Prbn.g_00929	Syah.g_00461
OG0000175	Prbn.g_00916	Syah.g_00402
OG0000176	Prbn.g_00010	Syah.g_00369
OG0000177	Prbn.g_00009	Syah.g_00368
OG0000178	Prbn.g_00008	Syah.g_00367
OG0000179	Prbn.g_00766	Syah.g_00355
OG0000180	Prbn.g_00765	Syah.g_00354
OG0000181	Prbn.g_00764	Syah.g_00353
OG0000182	Prbn.g_00763	Syah.g_00352
OG0000183	Prbn.g_00759	Syah.g_00348
OG0000184	Prbn.g_00733	Syah.g_00525
OG0000185	Prbn.g_00730	Syah.g_00528
OG0000186	Prbn.g_00714	Syah.g_02479
OG0000187	Prbn.g_00713	Syah.g_02480
OG0000188	Prbn.g_01339	Syah.g_02501
OG0000189	Prbn.g_01325	Syah.g_02526
OG0000190	Prbn.g_01323	Syah.g_02528
OG0000191	Prbn.g_01300	Syah.g_00008
OG0000192	Prbn.g_01295	Syah.g_00013
OG0000193	Prbn.g_01268	Syah.g_00053
OG0000194	Prbn.g_01265	Syah.g_00056
OG0000195	Prbn.g_01263	Syah.g_00058
OG0000196	Prbn.g_01252	Syah.g_00069
OG0000197	Prbn.g_01251	Syah.g_00070
OG0000198	Prbn.g_01250	Syah.g_00071
OG0000199	Prbn.g_01243, Prbn.g_00384	Syah.g_00079
OG0000200	Prbn.g_00370	Syah.g_00616
OG0000202	Prbn.g_00360	Syah.g_00600
OG0000203	Prbn.g_00359	Syah.g_00599
OG0000204	Prbn.g_00358	Syah.g_00598
OG0000205	Prbn.g_00351	Syah.g_00591
OG0000206	Prbn.g_00346	Syah.g_00578
OG0000207	Prbn.g_00343	Syah.g_00575
OG0000208	Prbn.g_00342	Syah.g_00574
OG0000209	Prbn.g_00333	Syah.g_00544
OG0000210	Prbn.g_00332	Syah.g_00543
OG0000211	Prbn.g_00317	Syah.g_00904
OG0000212	Prbn.g_00309	Syah.g_00913
OG0000213	Prbn.g_00024	Syah.g_00657
OG0000214	Prbn.g_00034	Syah.g_00641
OG0000215	Prbn.g_00061	Syah.g_00101
OG0000216	Prbn.g_00062	Syah.g_00105
OG0000217	Prbn.g_00065	Syah.g_00109
OG0000218	Prbn.g_00067	Syah.g_00111
OG0000219	Prbn.g_00068	Syah.g_00112
OG0000220	Prbn.g_00069	Syah.g_00113
OG0000221	Prbn.g_00070	Syah.g_00120
OG0000222	Prbn.g_00077	Syah.g_00131
OG0000223	Prbn.g_00089	Syah.g_00153
OG0000224	Prbn.g_00091	Syah.g_00162
OG0000225	Prbn.g_00117	Syah.g_00874
OG0000226	Prbn.g_00121	Syah.g_00878
OG0000227	Prbn.g_00123	Syah.g_00880
OG0000228	Prbn.g_00697	Syah.g_00887
OG0000229	Prbn.g_00677	Syah.g_02236
OG0000230	Prbn.g_00675	Syah.g_02234
OG0000231	Prbn.g_00664	Syah.g_02218
OG0000232	Prbn.g_00653	Syah.g_01206
OG0000233	Prbn.g_00647	Syah.g_01210
OG0000234	Prbn.g_00638	Syah.g_01222
OG0000235	Prbn.g_00635	Syah.g_00996
OG0000236	Prbn.g_00621	Syah.g_01011
OG0000237	Prbn.g_00608	Syah.g_01028
OG0000238	Prbn.g_00602	Syah.g_01032
OG0000239	Prbn.g_00591	Syah.g_01048
OG0000240	Prbn.g_00590	Syah.g_01049
OG0000241	Prbn.g_00586	Syah.g_01944
OG0000242	Prbn.g_00584	Syah.g_01062
OG0000243	Prbn.g_00573	Syah.g_01079
OG0000244	Prbn.g_00570	Syah.g_01087
OG0000245	Prbn.g_00568	Syah.g_01090
OG0000246	Prbn.g_00564	Syah.g_01094
OG0000247	Prbn.g_00554	Syah.g_01106
OG0000248	Prbn.g_00551	Syah.g_01109
OG0000249	Prbn.g_00549	Syah.g_01111
OG0000250	Prbn.g_00544	Syah.g_01120
OG0000251	Prbn.g_00524	Syah.g_01145
OG0000252	Prbn.g_00521	Syah.g_01148
OG0000253	Prbn.g_00520	Syah.g_01149
OG0000254	Prbn.g_00503	Syah.g_01976
OG0000255	Prbn.g_00497	Syah.g_01968
OG0000256	Prbn.g_00487	Syah.g_01952
OG0000257	Prbn.g_00421	Syah.g_01945
OG0000258	Prbn.g_00435	Syah.g_01926
OG0000259	Prbn.g_00835	Syah.g_01494
OG0000260	Prbn.g_00838	Syah.g_01497
OG0000261	Prbn.g_00841	Syah.g_01500
OG0000262	Prbn.g_00845	Syah.g_01505
OG0000263	Prbn.g_01583	Syah.g_01410
OG0000264	Prbn.g_01572	Syah.g_02000
OG0000265	Prbn.g_01554	Syah.g_02252
OG0000266	Prbn.g_00864	Syah.g_01714
OG0000267	Prbn.g_01350	Syah.g_01574
OG0000268	Prbn.g_01351	Syah.g_01575
OG0000269	Prbn.g_01551	Syah.g_01784
OG0000270	Prbn.g_01548	Syah.g_01781
OG0000271	Prbn.g_01540	Syah.g_01773
OG0000272	Prbn.g_01539	Syah.g_01772
OG0000273	Prbn.g_01515	Syah.g_02075
OG0000274	Prbn.g_01514	Syah.g_02076
OG0000275	Prbn.g_01511	Syah.g_02081
OG0000276	Prbn.g_01505	Syah.g_02088
OG0000277	Prbn.g_01504	Syah.g_02089
OG0000278	Prbn.g_01501	Syah.g_02092
OG0000279	Prbn.g_01494	Syah.g_02100
OG0000280	Prbn.g_01493	Syah.g_02112
OG0000281	Prbn.g_01486	Syah.g_00722
OG0000282	Prbn.g_01619	Syah.g_01531
OG0000283	Prbn.g_01442	Syah.g_01585
OG0000284	Prbn.g_01437	Syah.g_01591
OG0000285	Prbn.g_01432	Syah.g_01603
OG0000286	Prbn.g_01419	Syah.g_01621
OG0000287	Prbn.g_01123	Syah.g_01231, Syah.g_01649
OG0000288	Prbn.g_01380	Syah.g_01681
OG0000289	Prbn.g_01364	Syah.g_01695
OG0000290	Prbn.g_01468	Syah.g_02033
OG0000291	Prbn.g_01470	Syah.g_02031
OG0000292	Prbn.g_01144	Syah.g_00380
OG0000293	Prbn.g_01179	Syah.g_02173
OG0000294	Prbn.g_01180	Syah.g_02172
OG0000295	Prbn.g_01203	Syah.g_02131
OG0000296	Prbn.g_01205	Syah.g_02129
OG0000297	Prbn.g_00387	Syah.g_01427
OG0000298	Prbn.g_00388	Syah.g_01426
OG0000299	Prbn.g_00407	Syah.g_01404
OG0000300	Prbn.g_00410	Syah.g_01397
OG0000301	Prbn.g_00411	Syah.g_01396
OG0000302	Prbn.g_00413	Syah.g_01395
OG0000303	Prbn.g_00419	Syah.g_01387
OG0000304	Prbn.g_00482	Syah.g_01382
OG0000305	Prbn.g_01146	Syah.g_02028
OG0000306	Prbn.g_01482	Syah.g_02116
OG0000307	Prbn.g_00159	Syah.g_00978
OG0000308	Prbn.g_00160	Syah.g_00976
OG0000309	Prbn.g_00164	Syah.g_00971
OG0000310	Prbn.g_00198	Syah.g_01321
OG0000311	Prbn.g_00200	Syah.g_01317
OG0000312	Prbn.g_00203	Syah.g_01304
OG0000313	Prbn.g_00216	Syah.g_01285
OG0000314	Prbn.g_00239	Syah.g_01259
OG0000315	Prbn.g_00249	Syah.g_01248
OG0000316	Prbn.g_00274	Syah.g_02333
OG0000317	Prbn.g_01742	Syah.g_02380
OG0000318	Prbn.g_01746	Syah.g_02385
OG0000319	Prbn.g_01759	Syah.g_02405
OG0000320	Prbn.g_01761	Syah.g_02407
OG0000321	Prbn.g_01762	Syah.g_02408
OG0000322	Prbn.g_01763	Syah.g_02409
OG0000323	Prbn.g_01773	Syah.g_02425
OG0000324	Prbn.g_01800	Syah.g_02278
OG0000325	Prbn.g_01811	Syah.g_00689
OG0000326	Prbn.g_01818	Syah.g_00696
OG0000327	Prbn.g_01839	Syah.g_00742
OG0000328	Prbn.g_01840	Syah.g_00743
OG0000329	Prbn.g_01857	Syah.g_00760
OG0000330	Prbn.g_01858	Syah.g_00761
OG0000331	Prbn.g_01859	Syah.g_00762
OG0000332	Prbn.g_01873	Syah.g_00776
OG0000333	Prbn.g_01875	Syah.g_00779
OG0000334	Prbn.g_01884	Syah.g_00789
OG0000335	Prbn.g_01889	Syah.g_00794
OG0000336	Prbn.g_01893	Syah.g_00798
OG0000337	Prbn.g_01911	Syah.g_00178
OG0000338	Prbn.g_01912	Syah.g_00181
OG0000339	Prbn.g_01918	Syah.g_00188
OG0000340	Prbn.g_01012	Syah.g_00206
OG0000341	Prbn.g_01010	Syah.g_00208
OG0000342	Prbn.g_01009	Syah.g_00209
OG0000343	Prbn.g_01008	Syah.g_00231
OG0000344	Prbn.g_01005	Syah.g_00235
OG0000345	Prbn.g_00999	Syah.g_00246
OG0000346	Prbn.g_00995	Syah.g_00251
OG0000347	Prbn.g_00978	Syah.g_00275
OG0000348	Prbn.g_00970	Syah.g_00301
OG0000349	Prbn.g_00953	Syah.g_00320
OG0000350	Prbn.g_00798	Syah.g_00703
OG0000351	Prbn.g_00913	Syah.g_00399
OG0000352	Prbn.g_00912	Syah.g_00398
OG0000353	Prbn.g_00299	Syah.g_00374
OG0000355	Prbn.g_00301	Syah.g_00372
OG0000356	Prbn.g_00302	Syah.g_00371
OG0000357	Prbn.g_00011	Syah.g_00370
OG0000358	Prbn.g_00007	Syah.g_00366
OG0000359	Prbn.g_00006	Syah.g_00364
OG0000360	Prbn.g_00005	Syah.g_00363
OG0000361	Prbn.g_00004	Syah.g_00362
OG0000362	Prbn.g_00001	Syah.g_00360
OG0000363	Prbn.g_00768	Syah.g_00358
OG0000364	Prbn.g_00767	Syah.g_00357
OG0000365	Prbn.g_00762	Syah.g_00351
OG0000366	Prbn.g_00761	Syah.g_00350
OG0000367	Prbn.g_00760	Syah.g_00349
OG0000368	Prbn.g_00758	Syah.g_00347
OG0000369	Prbn.g_00757	Syah.g_00346
OG0000370	Prbn.g_00756	Syah.g_00345
OG0000371	Prbn.g_00749	Syah.g_00338
OG0000372	Prbn.g_00746	Syah.g_00333
OG0000373	Prbn.g_00745	Syah.g_00332
OG0000374	Prbn.g_00744	Syah.g_00331
OG0000375	Prbn.g_00742	Syah.g_00329
OG0000376	Prbn.g_00740	Syah.g_00327
OG0000377	Prbn.g_00736	Syah.g_00517
OG0000378	Prbn.g_00732	Syah.g_00526
OG0000379	Prbn.g_00729	Syah.g_00529
OG0000380	Prbn.g_00712	Syah.g_02481
OG0000381	Prbn.g_00707	Syah.g_02484
OG0000382	Prbn.g_01340	Syah.g_02500
OG0000383	Prbn.g_01338	Syah.g_02502
OG0000384	Prbn.g_01337	Syah.g_02503
OG0000385	Prbn.g_01336	Syah.g_02504
OG0000386	Prbn.g_01335	Syah.g_02505
OG0000387	Prbn.g_01321	Syah.g_02530
OG0000388	Prbn.g_01317	Syah.g_02533
OG0000389	Prbn.g_01314	Syah.g_02536
OG0000390	Prbn.g_01304	Syah.g_00002
OG0000391	Prbn.g_01301	Syah.g_00007
OG0000392	Prbn.g_01297	Syah.g_00012
OG0000393	Prbn.g_01294	Syah.g_00014
OG0000394	Prbn.g_01293	Syah.g_00015
OG0000395	Prbn.g_01292	Syah.g_00016
OG0000396	Prbn.g_01290	Syah.g_00019
OG0000397	Prbn.g_01288	Syah.g_00021
OG0000398	Prbn.g_01285	Syah.g_00027
OG0000399	Prbn.g_01284	Syah.g_00028
OG0000400	Prbn.g_01283	Syah.g_00029
OG0000401	Prbn.g_01282	Syah.g_00030
OG0000402	Prbn.g_01356	Syah.g_00033
OG0000403	Prbn.g_01280	Syah.g_00034
OG0000404	Prbn.g_01279	Syah.g_00036
OG0000405	Prbn.g_01275	Syah.g_00050
OG0000406	Prbn.g_01267	Syah.g_00054
OG0000407	Prbn.g_01266	Syah.g_00055
OG0000408	Prbn.g_01264	Syah.g_00057
OG0000409	Prbn.g_01262	Syah.g_00059
OG0000410	Prbn.g_01261	Syah.g_00060
OG0000411	Prbn.g_01260	Syah.g_00061
OG0000412	Prbn.g_01259	Syah.g_00062
OG0000413	Prbn.g_01257	Syah.g_00064
OG0000414	Prbn.g_01256	Syah.g_00065
OG0000415	Prbn.g_01255	Syah.g_00066
OG0000416	Prbn.g_01254	Syah.g_00067
OG0000417	Prbn.g_01253	Syah.g_00068
OG0000418	Prbn.g_01248	Syah.g_00073
OG0000419	Prbn.g_01246	Syah.g_00075
OG0000420	Prbn.g_01245	Syah.g_00077
OG0000421	Prbn.g_00381	Syah.g_00082
OG0000422	Prbn.g_00380	Syah.g_00083
OG0000423	Prbn.g_00379	Syah.g_00084
OG0000424	Prbn.g_00378	Syah.g_00085
OG0000425	Prbn.g_00377	Syah.g_00086
OG0000426	Prbn.g_00376	Syah.g_00087
OG0000427	Prbn.g_00375	Syah.g_00088
OG0000428	Prbn.g_00373	Syah.g_00620
OG0000429	Prbn.g_00372	Syah.g_00618
OG0000430	Prbn.g_00371	Syah.g_00617
OG0000431	Prbn.g_00369	Syah.g_00613
OG0000432	Prbn.g_00365	Syah.g_00607
OG0000433	Prbn.g_00364	Syah.g_00605
OG0000434	Prbn.g_00363	Syah.g_00604
OG0000435	Prbn.g_00362	Syah.g_00602
OG0000436	Prbn.g_00357	Syah.g_00597
OG0000437	Prbn.g_00356	Syah.g_00596
OG0000438	Prbn.g_00355	Syah.g_00595
OG0000439	Prbn.g_00353	Syah.g_00593
OG0000440	Prbn.g_00352	Syah.g_00592
OG0000441	Prbn.g_00349	Syah.g_00585
OG0000442	Prbn.g_00348	Syah.g_00580
OG0000443	Prbn.g_00347	Syah.g_00579
OG0000444	Prbn.g_00341	Syah.g_00573
OG0000445	Prbn.g_00340	Syah.g_00572
OG0000446	Prbn.g_00339	Syah.g_00570
OG0000447	Prbn.g_00338	Syah.g_00567
OG0000448	Prbn.g_00337	Syah.g_00566
OG0000449	Prbn.g_00336	Syah.g_00565
OG0000450	Prbn.g_00335	Syah.g_00547
OG0000451	Prbn.g_00334	Syah.g_00546
OG0000452	Prbn.g_00331	Syah.g_00542
OG0000453	Prbn.g_00330	Syah.g_00541
OG0000454	Prbn.g_00329	Syah.g_00540
OG0000455	Prbn.g_00328	Syah.g_00539
OG0000456	Prbn.g_00327	Syah.g_00538
OG0000457	Prbn.g_00325	Syah.g_00536
OG0000458	Prbn.g_00324	Syah.g_00535
OG0000459	Prbn.g_00323	Syah.g_00534
OG0000460	Prbn.g_00315	Syah.g_00906
OG0000461	Prbn.g_00307	Syah.g_00678
OG0000462	Prbn.g_00305	Syah.g_00675
OG0000463	Prbn.g_00304	Syah.g_00674
OG0000464	Prbn.g_00012	Syah.g_00673
OG0000465	Prbn.g_00013	Syah.g_00672
OG0000466	Prbn.g_00016	Syah.g_00668
OG0000467	Prbn.g_00017	Syah.g_00666
OG0000468	Prbn.g_00020	Syah.g_00661
OG0000469	Prbn.g_00028	Syah.g_00647
OG0000470	Prbn.g_00030	Syah.g_00645
OG0000471	Prbn.g_00031	Syah.g_00644
OG0000472	Prbn.g_00033	Syah.g_00642
OG0000473	Prbn.g_00035	Syah.g_00640
OG0000474	Prbn.g_00036	Syah.g_00639
OG0000475	Prbn.g_00037	Syah.g_00638
OG0000476	Prbn.g_00039	Syah.g_00636
OG0000477	Prbn.g_00042	Syah.g_00630
OG0000478	Prbn.g_00043	Syah.g_00629
OG0000479	Prbn.g_00044	Syah.g_00628
OG0000480	Prbn.g_00049	Syah.g_00089
OG0000481	Prbn.g_00052	Syah.g_00091
OG0000482	Prbn.g_00053	Syah.g_00092
OG0000483	Prbn.g_00056	Syah.g_00096
OG0000484	Prbn.g_00057	Syah.g_00097
OG0000485	Prbn.g_00059	Syah.g_00098
OG0000486	Prbn.g_00060	Syah.g_00099
OG0000487	Prbn.g_00063	Syah.g_00106
OG0000488	Prbn.g_00066	Syah.g_00110
OG0000489	Prbn.g_00071	Syah.g_00121
OG0000490	Prbn.g_00075	Syah.g_00129
OG0000491	Prbn.g_00076	Syah.g_00130
OG0000492	Prbn.g_00078	Syah.g_00132
OG0000493	Prbn.g_00079	Syah.g_00133
OG0000494	Prbn.g_00080	Syah.g_00134
OG0000495	Prbn.g_00081	Syah.g_00135
OG0000496	Prbn.g_00082	Syah.g_00136
OG0000497	Prbn.g_00083	Syah.g_00137
OG0000498	Prbn.g_00084	Syah.g_00138
OG0000499	Prbn.g_00085	Syah.g_00139
OG0000500	Prbn.g_00086	Syah.g_00140
OG0000501	Prbn.g_00087	Syah.g_00143
OG0000502	Prbn.g_00090	Syah.g_00155
OG0000503	Prbn.g_00105	Syah.g_00858
OG0000504	Prbn.g_00107	Syah.g_00860
OG0000505	Prbn.g_00108	Syah.g_00861
OG0000506	Prbn.g_00109	Syah.g_00863
OG0000507	Prbn.g_00112	Syah.g_00869
OG0000508	Prbn.g_00116	Syah.g_00873
OG0000509	Prbn.g_00118	Syah.g_00875
OG0000510	Prbn.g_00119	Syah.g_00876
OG0000511	Prbn.g_00120	Syah.g_00877
OG0000512	Prbn.g_00122	Syah.g_00879
OG0000513	Prbn.g_00693	Syah.g_00892
OG0000514	Prbn.g_00682	Syah.g_00899
OG0000515	Prbn.g_00681	Syah.g_00900
OG0000516	Prbn.g_00680	Syah.g_02231
OG0000517	Prbn.g_00678	Syah.g_02237
OG0000518	Prbn.g_00667	Syah.g_02221
OG0000519	Prbn.g_00666	Syah.g_02220
OG0000520	Prbn.g_00665	Syah.g_02219
OG0000521	Prbn.g_00657	Syah.g_01202
OG0000522	Prbn.g_00655	Syah.g_01204
OG0000523	Prbn.g_00654	Syah.g_01205
OG0000524	Prbn.g_00649	Syah.g_01207
OG0000525	Prbn.g_00645	Syah.g_01212
OG0000526	Prbn.g_00644	Syah.g_01215
OG0000527	Prbn.g_00641	Syah.g_01219
OG0000528	Prbn.g_00636	Syah.g_00991
OG0000529	Prbn.g_00633	Syah.g_00998
OG0000530	Prbn.g_00630	Syah.g_01001
OG0000531	Prbn.g_00629	Syah.g_01002
OG0000532	Prbn.g_00627	Syah.g_01005
OG0000533	Prbn.g_00626	Syah.g_01006
OG0000534	Prbn.g_00625	Syah.g_01007
OG0000535	Prbn.g_00624	Syah.g_01008
OG0000536	Prbn.g_00623	Syah.g_01009
OG0000537	Prbn.g_00622	Syah.g_01010
OG0000538	Prbn.g_00613	Syah.g_01021
OG0000539	Prbn.g_00612	Syah.g_01022
OG0000540	Prbn.g_00611	Syah.g_01023
OG0000541	Prbn.g_00610	Syah.g_01024
OG0000542	Prbn.g_00609	Syah.g_01027
OG0000543	Prbn.g_00607	Syah.g_01029
OG0000545	Prbn.g_00604	Syah.g_01031
OG0000546	Prbn.g_00601	Syah.g_01033
OG0000547	Prbn.g_00599	Syah.g_01035
OG0000548	Prbn.g_00598	Syah.g_01036
OG0000549	Prbn.g_00596	Syah.g_01042
OG0000550	Prbn.g_00592	Syah.g_01046
OG0000551	Prbn.g_00589	Syah.g_01051
OG0000552	Prbn.g_00588	Syah.g_01052
OG0000553	Prbn.g_00587	Syah.g_01054
OG0000554	Prbn.g_00582	Syah.g_01065
OG0000555	Prbn.g_00574	Syah.g_01078
OG0000556	Prbn.g_00572	Syah.g_01084
OG0000557	Prbn.g_00571	Syah.g_01086
OG0000558	Prbn.g_00569	Syah.g_01088
OG0000559	Prbn.g_00565	Syah.g_01093
OG0000560	Prbn.g_00562	Syah.g_01096
OG0000561	Prbn.g_00561	Syah.g_01097
OG0000562	Prbn.g_00560	Syah.g_01098
