Orthogroup	Prbn	Prbb
OG0000136	Prbn.g_00672	Prbb.g_00446
OG0000137	Prbn.g_00639	Prbb.g_00478
OG0000138	Prbn.g_00619	Prbb.g_00499
OG0000139	Prbn.g_00579	Prbb.g_00540
OG0000140	Prbn.g_00578	Prbb.g_00541
OG0000141	Prbn.g_00507	Prbb.g_00608
OG0000142	Prbn.g_00426	Prbb.g_00636
OG0000143	Prbn.g_00430	Prbb.g_00640
OG0000144	Prbn.g_00444	Prbb.g_00653
OG0000145	Prbn.g_01100	Prbb.g_01099
OG0000146	Prbn.g_00469	Prbb.g_00982
OG0000147	Prbn.g_00470	Prbb.g_00981
OG0000148	Prbn.g_01529	Prbb.g_00801
OG0000149	Prbn.g_01497	Prbb.g_00832
OG0000150	Prbn.g_01487	Prbb.g_00840
OG0000151	Prbn.g_01611	Prbb.g_00943
OG0000152	Prbn.g_01418	Prbb.g_00991
OG0000153	Prbn.g_01399	Prbb.g_01009
OG0000154	Prbn.g_01379	Prbb.g_01040
OG0000155	Prbn.g_01210	Prbb.g_01495
OG0000156	Prbn.g_01095	Prbb.g_01575
OG0000157	Prbn.g_01094	Prbb.g_01576
OG0000158	Prbn.g_01014	Prbb.g_02044
OG0000159	Prbn.g_00717	Prbb.g_02093, Prbb.g_02083
OG0000160	Prbn.g_00213	Prbb.g_01687
OG0000161	Prbn.g_00219	Prbb.g_01693
OG0000162	Prbn.g_00225	Prbb.g_01699
OG0000163	Prbn.g_00264	Prbb.g_01735
OG0000164	Prbn.g_01770	Prbb.g_01845
OG0000165	Prbn.g_01777	Prbb.g_01853
OG0000166	Prbn.g_01844	Prbb.g_01964
OG0000167	Prbn.g_01915	Prbb.g_02034
OG0000168	Prbn.g_01013	Prbb.g_02045
OG0000169	Prbn.g_01003	Prbb.g_02055
OG0000170	Prbn.g_01000	Prbb.g_02057
OG0000171	Prbn.g_00980	Prbb.g_02078
OG0000172	Prbn.g_00973	Prbb.g_02101
OG0000173	Prbn.g_00958	Prbb.g_02116
OG0000174	Prbn.g_00929	Prbb.g_02147
OG0000175	Prbn.g_00916	Prbb.g_02165
OG0000176	Prbn.g_00010	Prbb.g_00004
OG0000177	Prbn.g_00009	Prbb.g_00005
OG0000178	Prbn.g_00008	Prbb.g_00007, Prbb.g_00006
OG0000179	Prbn.g_00766	Prbb.g_00017
OG0000180	Prbn.g_00765	Prbb.g_00018
OG0000181	Prbn.g_00764	Prbb.g_00019
OG0000182	Prbn.g_00763	Prbb.g_00020
OG0000183	Prbn.g_00759	Prbb.g_00024
OG0000184	Prbn.g_00733	Prbb.g_00061
OG0000185	Prbn.g_00730	Prbb.g_00064
OG0000186	Prbn.g_00714	Prbb.g_00119
OG0000187	Prbn.g_00713	Prbb.g_00120
OG0000188	Prbn.g_01339	Prbb.g_00137
OG0000189	Prbn.g_01325	Prbb.g_00151
OG0000190	Prbn.g_01323	Prbb.g_00152
OG0000191	Prbn.g_01300	Prbb.g_00175
OG0000192	Prbn.g_01295	Prbb.g_00179
OG0000193	Prbn.g_01268	Prbb.g_00203
OG0000194	Prbn.g_01265	Prbb.g_00206
OG0000195	Prbn.g_01263	Prbb.g_00208
OG0000196	Prbn.g_01252	Prbb.g_00218
OG0000197	Prbn.g_01251	Prbb.g_00219
OG0000198	Prbn.g_01250	Prbb.g_00220
OG0000199	Prbn.g_01243, Prbn.g_00384	Prbb.g_00227
OG0000200	Prbn.g_00370	Prbb.g_00240
OG0000201	Prbn.g_00361	Prbb.g_00249
OG0000202	Prbn.g_00360	Prbb.g_00250
OG0000203	Prbn.g_00359	Prbb.g_00251
OG0000204	Prbn.g_00358	Prbb.g_00252
OG0000205	Prbn.g_00351	Prbb.g_00259
OG0000206	Prbn.g_00346	Prbb.g_00263
OG0000207	Prbn.g_00343	Prbb.g_00265
OG0000208	Prbn.g_00342	Prbb.g_00266
OG0000209	Prbn.g_00333	Prbb.g_00275
OG0000210	Prbn.g_00332	Prbb.g_00276
OG0000211	Prbn.g_00317	Prbb.g_00290
OG0000212	Prbn.g_00309	Prbb.g_00298
OG0000213	Prbn.g_00024	Prbb.g_00313
OG0000214	Prbn.g_00034	Prbb.g_00321
OG0000215	Prbn.g_00061	Prbb.g_00344
OG0000216	Prbn.g_00062	Prbb.g_00345
OG0000217	Prbn.g_00065	Prbb.g_00348
OG0000218	Prbn.g_00067	Prbb.g_00350
OG0000219	Prbn.g_00068	Prbb.g_00351
OG0000220	Prbn.g_00069	Prbb.g_00352
OG0000221	Prbn.g_00070	Prbb.g_00353
OG0000222	Prbn.g_00077	Prbb.g_00361
OG0000223	Prbn.g_00089	Prbb.g_00374
OG0000224	Prbn.g_00091	Prbb.g_00376
OG0000225	Prbn.g_00117	Prbb.g_00405
OG0000226	Prbn.g_00121	Prbb.g_00409
OG0000227	Prbn.g_00123	Prbb.g_00411
OG0000228	Prbn.g_00697	Prbb.g_00415
OG0000229	Prbn.g_00677	Prbb.g_00441
OG0000230	Prbn.g_00675	Prbb.g_00443
OG0000231	Prbn.g_00664	Prbb.g_00454
OG0000232	Prbn.g_00653	Prbb.g_00462
OG0000233	Prbn.g_00647	Prbb.g_00470
OG0000234	Prbn.g_00638	Prbb.g_00479
OG0000235	Prbn.g_00635	Prbb.g_00483
OG0000236	Prbn.g_00621	Prbb.g_00497
OG0000237	Prbn.g_00608	Prbb.g_00510
OG0000238	Prbn.g_00602	Prbb.g_00516
OG0000239	Prbn.g_00591	Prbb.g_00528
OG0000240	Prbn.g_00590	Prbb.g_00529
OG0000241	Prbn.g_00586	Prbb.g_00533
OG0000242	Prbn.g_00584	Prbb.g_00535
OG0000243	Prbn.g_00573	Prbb.g_00546
OG0000244	Prbn.g_00570	Prbb.g_00550
OG0000245	Prbn.g_00568	Prbb.g_00552
OG0000246	Prbn.g_00564	Prbb.g_00556
OG0000247	Prbn.g_00554	Prbb.g_00566
OG0000248	Prbn.g_00551	Prbb.g_00568
OG0000249	Prbn.g_00549	Prbb.g_00570
OG0000250	Prbn.g_00544	Prbb.g_00575
OG0000251	Prbn.g_00524	Prbb.g_00591
OG0000252	Prbn.g_00521	Prbb.g_00593
OG0000253	Prbn.g_00520	Prbb.g_00595
OG0000254	Prbn.g_00503	Prbb.g_00612
OG0000255	Prbn.g_00497	Prbb.g_00618
OG0000256	Prbn.g_00487	Prbb.g_00628
OG0000257	Prbn.g_00421	Prbb.g_00631
OG0000258	Prbn.g_00435	Prbb.g_00644
OG0000259	Prbn.g_00835	Prbb.g_00661
OG0000260	Prbn.g_00838	Prbb.g_00665
OG0000261	Prbn.g_00841	Prbb.g_00668
OG0000262	Prbn.g_00845	Prbb.g_00673
OG0000263	Prbn.g_01583	Prbb.g_00686
OG0000264	Prbn.g_01572	Prbb.g_00697, Prbb.g_00698
OG0000265	Prbn.g_01554	Prbb.g_00713
OG0000266	Prbn.g_00864	Prbb.g_00723
OG0000267	Prbn.g_01350	Prbb.g_00736
OG0000268	Prbn.g_01351	Prbb.g_00737
OG0000269	Prbn.g_01551	Prbb.g_00778
OG0000270	Prbn.g_01548	Prbb.g_00781
OG0000271	Prbn.g_01540	Prbb.g_00789
OG0000272	Prbn.g_01539	Prbb.g_00790
OG0000273	Prbn.g_01515	Prbb.g_00814
OG0000274	Prbn.g_01514	Prbb.g_00815
OG0000275	Prbn.g_01511	Prbb.g_00817
OG0000276	Prbn.g_01505	Prbb.g_00823
OG0000277	Prbn.g_01504	Prbb.g_00824
OG0000278	Prbn.g_01501	Prbb.g_00828
OG0000279	Prbn.g_01494	Prbb.g_00835
OG0000280	Prbn.g_01493	Prbb.g_01370
OG0000281	Prbn.g_01486	Prbb.g_00841
OG0000282	Prbn.g_01619	Prbb.g_00934
OG0000283	Prbn.g_01442	Prbb.g_00965
OG0000284	Prbn.g_01437	Prbb.g_00970
OG0000285	Prbn.g_01432	Prbb.g_00975
OG0000286	Prbn.g_01419	Prbb.g_00990
OG0000287	Prbn.g_01123	Prbb.g_00101
OG0000288	Prbn.g_01380	Prbb.g_01039
OG0000289	Prbn.g_01364	Prbb.g_01051
OG0000290	Prbn.g_01468	Prbb.g_01067
OG0000291	Prbn.g_01470	Prbb.g_01069
OG0000292	Prbn.g_01144	Prbb.g_01238
OG0000293	Prbn.g_01179	Prbb.g_01527
OG0000294	Prbn.g_01180	Prbb.g_01526
OG0000295	Prbn.g_01203	Prbb.g_01502
OG0000296	Prbn.g_01205	Prbb.g_01500
OG0000297	Prbn.g_00387	Prbb.g_01491
OG0000298	Prbn.g_00388	Prbb.g_01490
OG0000299	Prbn.g_00407	Prbb.g_01471
OG0000300	Prbn.g_00410	Prbb.g_01468
OG0000301	Prbn.g_00411	Prbb.g_01467
OG0000302	Prbn.g_00413	Prbb.g_01464
OG0000303	Prbn.g_00419	Prbb.g_01459
OG0000304	Prbn.g_00482	Prbb.g_01456
OG0000305	Prbn.g_01146	Prbb.g_01789
OG0000306	Prbn.g_01482	Prbb.g_00845
OG0000307	Prbn.g_00159	Prbb.g_01648
OG0000308	Prbn.g_00160	Prbb.g_01649
OG0000309	Prbn.g_00164	Prbb.g_01653
OG0000310	Prbn.g_00198	Prbb.g_01671
OG0000311	Prbn.g_00200	Prbb.g_01673
OG0000312	Prbn.g_00203	Prbb.g_01676
OG0000313	Prbn.g_00216	Prbb.g_01690
OG0000314	Prbn.g_00239	Prbb.g_01711
OG0000315	Prbn.g_00249	Prbb.g_01721
OG0000316	Prbn.g_00274	Prbb.g_01746
OG0000317	Prbn.g_01742	Prbb.g_01821
OG0000318	Prbn.g_01746	Prbb.g_01824
OG0000319	Prbn.g_01759	Prbb.g_01835
OG0000320	Prbn.g_01761	Prbb.g_01837
OG0000321	Prbn.g_01762	Prbb.g_01838
OG0000322	Prbn.g_01763	Prbb.g_01839
OG0000323	Prbn.g_01773	Prbb.g_01848
OG0000324	Prbn.g_01800	Prbb.g_01875
OG0000325	Prbn.g_01811	Prbb.g_01924
OG0000326	Prbn.g_01818	Prbb.g_01930
OG0000327	Prbn.g_01839	Prbb.g_01959
OG0000328	Prbn.g_01840	Prbb.g_01960
OG0000329	Prbn.g_01857	Prbb.g_01977
OG0000330	Prbn.g_01858	Prbb.g_01978
OG0000331	Prbn.g_01859	Prbb.g_01979
OG0000332	Prbn.g_01873	Prbb.g_01993
OG0000333	Prbn.g_01875	Prbb.g_01995
OG0000334	Prbn.g_01884	Prbb.g_02004
OG0000335	Prbn.g_01889	Prbb.g_02009
OG0000336	Prbn.g_01893	Prbb.g_02013
OG0000337	Prbn.g_01911	Prbb.g_02031
OG0000338	Prbn.g_01912	Prbb.g_02032
OG0000339	Prbn.g_01918	Prbb.g_02037
OG0000340	Prbn.g_01012	Prbb.g_02046
OG0000341	Prbn.g_01010	Prbb.g_02048
OG0000342	Prbn.g_01009	Prbb.g_02049
OG0000343	Prbn.g_01008	Prbb.g_02050
OG0000344	Prbn.g_01005	Prbb.g_02053
OG0000345	Prbn.g_00999	Prbb.g_02058
OG0000346	Prbn.g_00995	Prbb.g_02062
OG0000347	Prbn.g_00978	Prbb.g_02082
OG0000348	Prbn.g_00970	Prbb.g_02104
OG0000349	Prbn.g_00953	Prbb.g_02122
OG0000350	Prbn.g_00798	Prbb.g_02143
OG0000351	Prbn.g_00913	Prbb.g_02168
OG0000352	Prbn.g_00912	Prbb.g_02169
OG0000353	Prbn.g_00299	Prbb.g_02188
OG0000355	Prbn.g_00301	Prbb.g_00001
OG0000356	Prbn.g_00302	Prbb.g_00002
OG0000357	Prbn.g_00011	Prbb.g_00003
OG0000358	Prbn.g_00007	Prbb.g_00008
OG0000359	Prbn.g_00006	Prbb.g_00009
OG0000360	Prbn.g_00005	Prbb.g_00010
OG0000361	Prbn.g_00004	Prbb.g_00011
OG0000362	Prbn.g_00001	Prbb.g_00013
OG0000363	Prbn.g_00768	Prbb.g_00015
OG0000364	Prbn.g_00767	Prbb.g_00016
OG0000365	Prbn.g_00762	Prbb.g_00021
OG0000366	Prbn.g_00761	Prbb.g_00022
OG0000367	Prbn.g_00760	Prbb.g_00023
OG0000368	Prbn.g_00758	Prbb.g_00025
OG0000369	Prbn.g_00757	Prbb.g_00026
OG0000370	Prbn.g_00756	Prbb.g_00027
OG0000371	Prbn.g_00749	Prbb.g_00033
OG0000372	Prbn.g_00746	Prbb.g_00035
OG0000373	Prbn.g_00745	Prbb.g_00036
OG0000374	Prbn.g_00744	Prbb.g_00037
OG0000375	Prbn.g_00742	Prbb.g_00055
OG0000376	Prbn.g_00740	Prbb.g_00057
OG0000377	Prbn.g_00736	Prbb.g_00060
OG0000378	Prbn.g_00732	Prbb.g_00062
OG0000379	Prbn.g_00729	Prbb.g_00065
OG0000380	Prbn.g_00712	Prbb.g_00121
OG0000381	Prbn.g_00707	Prbb.g_00125
OG0000382	Prbn.g_01340	Prbb.g_00136
OG0000383	Prbn.g_01338	Prbb.g_00138
OG0000384	Prbn.g_01337	Prbb.g_00139
OG0000385	Prbn.g_01336	Prbb.g_00140
OG0000386	Prbn.g_01335	Prbb.g_00141
OG0000387	Prbn.g_01321	Prbb.g_00154
OG0000388	Prbn.g_01317	Prbb.g_00158
OG0000389	Prbn.g_01314	Prbb.g_00161
OG0000390	Prbn.g_01304	Prbb.g_00170
OG0000391	Prbn.g_01301	Prbb.g_00174
OG0000392	Prbn.g_01297	Prbb.g_00177
OG0000393	Prbn.g_01294	Prbb.g_00180
OG0000394	Prbn.g_01293	Prbb.g_00181
OG0000395	Prbn.g_01292	Prbb.g_00182
OG0000396	Prbn.g_01290	Prbb.g_00185
OG0000397	Prbn.g_01288	Prbb.g_00187
OG0000398	Prbn.g_01285	Prbb.g_00190
OG0000399	Prbn.g_01284	Prbb.g_00191
OG0000400	Prbn.g_01283	Prbb.g_00192
OG0000401	Prbn.g_01282	Prbb.g_00193
OG0000402	Prbn.g_01356	Prbb.g_01101
OG0000403	Prbn.g_01280	Prbb.g_00194
OG0000404	Prbn.g_01279	Prbb.g_00195
OG0000405	Prbn.g_01275	Prbb.g_00200
OG0000406	Prbn.g_01267	Prbb.g_00204
OG0000407	Prbn.g_01266	Prbb.g_00205
OG0000408	Prbn.g_01264	Prbb.g_00207
OG0000409	Prbn.g_01262	Prbb.g_00209
OG0000410	Prbn.g_01261	Prbb.g_00210
OG0000411	Prbn.g_01260	Prbb.g_00211
OG0000412	Prbn.g_01259	Prbb.g_00212
OG0000413	Prbn.g_01257	Prbb.g_00213
OG0000414	Prbn.g_01256	Prbb.g_00214
OG0000415	Prbn.g_01255	Prbb.g_00215
OG0000416	Prbn.g_01254	Prbb.g_00216
OG0000417	Prbn.g_01253	Prbb.g_00217
OG0000418	Prbn.g_01248	Prbb.g_00222
OG0000419	Prbn.g_01246	Prbb.g_00224
OG0000420	Prbn.g_01245	Prbb.g_00225
OG0000421	Prbn.g_00381	Prbb.g_00229
OG0000422	Prbn.g_00380	Prbb.g_00230
OG0000423	Prbn.g_00379	Prbb.g_00231
OG0000424	Prbn.g_00378	Prbb.g_00232
OG0000425	Prbn.g_00377	Prbb.g_00233
OG0000426	Prbn.g_00376	Prbb.g_00234
OG0000427	Prbn.g_00375	Prbb.g_00235
OG0000428	Prbn.g_00373	Prbb.g_00237
OG0000429	Prbn.g_00372	Prbb.g_00238
OG0000430	Prbn.g_00371	Prbb.g_00239
OG0000431	Prbn.g_00369	Prbb.g_00241
OG0000432	Prbn.g_00365	Prbb.g_00245
OG0000433	Prbn.g_00364	Prbb.g_00246
OG0000434	Prbn.g_00363	Prbb.g_00247
OG0000435	Prbn.g_00362	Prbb.g_00248
OG0000436	Prbn.g_00357	Prbb.g_00253
OG0000437	Prbn.g_00356	Prbb.g_00254
OG0000438	Prbn.g_00355	Prbb.g_00255
OG0000439	Prbn.g_00353	Prbb.g_00257
OG0000440	Prbn.g_00352	Prbb.g_00258
OG0000441	Prbn.g_00349	Prbb.g_00260
OG0000442	Prbn.g_00348	Prbb.g_00261
OG0000443	Prbn.g_00347	Prbb.g_00262
OG0000444	Prbn.g_00341	Prbb.g_00267
OG0000445	Prbn.g_00340	Prbb.g_00268
OG0000446	Prbn.g_00339	Prbb.g_00269
OG0000447	Prbn.g_00338	Prbb.g_00270
OG0000448	Prbn.g_00337	Prbb.g_00271
OG0000449	Prbn.g_00336	Prbb.g_00272
OG0000450	Prbn.g_00335	Prbb.g_00273
OG0000451	Prbn.g_00334	Prbb.g_00274
OG0000452	Prbn.g_00331	Prbb.g_00277
OG0000453	Prbn.g_00330	Prbb.g_00278
OG0000454	Prbn.g_00329	Prbb.g_00279
OG0000455	Prbn.g_00328	Prbb.g_00280
OG0000456	Prbn.g_00327	Prbb.g_00281
OG0000457	Prbn.g_00325	Prbb.g_00282
OG0000458	Prbn.g_00324	Prbb.g_00283
OG0000459	Prbn.g_00323	Prbb.g_00284
OG0000460	Prbn.g_00315	Prbb.g_00292
OG0000461	Prbn.g_00307	Prbb.g_00300
OG0000462	Prbn.g_00305	Prbb.g_00302
OG0000463	Prbn.g_00304	Prbb.g_00303
OG0000464	Prbn.g_00012	Prbb.g_00304
OG0000465	Prbn.g_00013	Prbb.g_00305
OG0000466	Prbn.g_00016	Prbb.g_00306
OG0000467	Prbn.g_00017	Prbb.g_00307
OG0000468	Prbn.g_00020	Prbb.g_00309
OG0000469	Prbn.g_00028	Prbb.g_00316
OG0000470	Prbn.g_00030	Prbb.g_00318
OG0000471	Prbn.g_00031	Prbb.g_00319
OG0000472	Prbn.g_00033	Prbb.g_00320
OG0000473	Prbn.g_00035	Prbb.g_00322
OG0000474	Prbn.g_00036	Prbb.g_00323
OG0000475	Prbn.g_00037	Prbb.g_00324
OG0000476	Prbn.g_00039	Prbb.g_00326
OG0000477	Prbn.g_00042	Prbb.g_00328
OG0000478	Prbn.g_00043	Prbb.g_00329
OG0000479	Prbn.g_00044	Prbb.g_00330
OG0000480	Prbn.g_00049	Prbb.g_00334
OG0000481	Prbn.g_00052	Prbb.g_00336
OG0000482	Prbn.g_00053	Prbb.g_00337
OG0000483	Prbn.g_00056	Prbb.g_00340
OG0000484	Prbn.g_00057	Prbb.g_00341
OG0000485	Prbn.g_00059	Prbb.g_00342
OG0000486	Prbn.g_00060	Prbb.g_00343
OG0000487	Prbn.g_00063	Prbb.g_00346
OG0000488	Prbn.g_00066	Prbb.g_00349
OG0000489	Prbn.g_00071	Prbb.g_00354
OG0000490	Prbn.g_00075	Prbb.g_00359
OG0000491	Prbn.g_00076	Prbb.g_00360
OG0000492	Prbn.g_00078	Prbb.g_00362
OG0000493	Prbn.g_00079	Prbb.g_00363
OG0000494	Prbn.g_00080	Prbb.g_00364
OG0000495	Prbn.g_00081	Prbb.g_00365
OG0000496	Prbn.g_00082	Prbb.g_00366
OG0000497	Prbn.g_00083	Prbb.g_00367
OG0000498	Prbn.g_00084	Prbb.g_00368
OG0000499	Prbn.g_00085	Prbb.g_00369
OG0000500	Prbn.g_00086	Prbb.g_00370
OG0000501	Prbn.g_00087	Prbb.g_00372
OG0000502	Prbn.g_00090	Prbb.g_00375
OG0000503	Prbn.g_00105	Prbb.g_00394
OG0000504	Prbn.g_00107	Prbb.g_00396
OG0000505	Prbn.g_00108	Prbb.g_00397
OG0000506	Prbn.g_00109	Prbb.g_00398
OG0000507	Prbn.g_00112	Prbb.g_00401
OG0000508	Prbn.g_00116	Prbb.g_00404
OG0000509	Prbn.g_00118	Prbb.g_00406
OG0000510	Prbn.g_00119	Prbb.g_00407
