Orthogroup	Prbn	Syak
OG0000077	Prbn.g_01342	Syak.g_02243
OG0000078	Prbn.g_00310	Syak.g_02310
OG0000079	Prbn.g_00018	Syak.g_01417
OG0000081	Prbn.g_00585	Syak.g_00115
OG0000082	Prbn.g_00530, Prbn.g_01734	Syak.g_02711
OG0000084	Prbn.g_00209	Syak.g_01036
OG0000085	Prbn.g_01737, Prbn.g_00144	Syak.g_02427
OG0000086	Prbn.g_01333	Syak.g_02219
OG0000087	Prbn.g_01278	Syak.g_02141
OG0000088	Prbn.g_01247	Syak.g_02106
OG0000089	Prbn.g_00696	Syak.g_01215
OG0000090	Prbn.g_00583	Syak.g_02640
OG0000091	Prbn.g_00434	Syak.g_00043
OG0000092	Prbn.g_01616	Syak.g_01126
OG0000097	Prbn.g_00408	Syak.g_00816
OG0000098	Prbn.g_01216	Syak.g_00345
OG0000099	Prbn.g_00173	Syak.g_01527
OG0000100	Prbn.g_00903	Syak.g_00622
OG0000101	Prbn.g_01881	Syak.g_01305
OG0000102	Prbn.g_00991	Syak.g_01661
OG0000103	Prbn.g_00907	Syak.g_01812
OG0000104	Prbn.g_00296	Syak.g_01799
OG0000105	Prbn.g_00041	Syak.g_01451
OG0000106	Prbn.g_00829	Syak.g_00096
OG0000107	Prbn.g_01810	Syak.g_01392
OG0000108	Prbn.g_00634	Syak.g_02574
OG0000109	Prbn.g_00620	Syak.g_02590, Syak.g_01061
OG0000110	Prbn.g_00541	Syak.g_02698
OG0000111	Prbn.g_01561	Syak.g_00725
OG0000112	Prbn.g_00468	Syak.g_00512
OG0000113	Prbn.g_01523	Syak.g_00461
OG0000114	Prbn.g_01621	Syak.g_00373
OG0000115	Prbn.g_01120	Syak.g_01066
OG0000116	Prbn.g_01178	Syak.g_00911
OG0000117	Prbn.g_00389	Syak.g_00846
OG0000118	Prbn.g_01071	Syak.g_00954
OG0000119	Prbn.g_01135, Prbn.g_00885	Syak.g_00917
OG0000120	Prbn.g_00170	Syak.g_01526
OG0000121	Prbn.g_00214	Syak.g_01044
OG0000122	Prbn.g_01113, Prbn.g_00255	Syak.g_00081
OG0000123	Prbn.g_01888	Syak.g_01299
OG0000124	Prbn.g_00979	Syak.g_01692
OG0000125	Prbn.g_00944	Syak.g_01934
OG0000126	Prbn.g_00295	Syak.g_01801
OG0000128	Prbn.g_00002, Prbn.g_00003	Syak.g_01782
OG0000129	Prbn.g_00737	Syak.g_01947
OG0000130	Prbn.g_00708	Syak.g_02255
OG0000131	Prbn.g_01269	Syak.g_02128
OG0000132	Prbn.g_01249	Syak.g_02108
OG0000133	Prbn.g_00088	Syak.g_00507
OG0000134	Prbn.g_00694	Syak.g_01212
OG0000135	Prbn.g_01102	Syak.g_01897
OG0000136	Prbn.g_00672	Syak.g_01186
OG0000137	Prbn.g_00639	Syak.g_01118
OG0000138	Prbn.g_00619	Syak.g_02591
OG0000139	Prbn.g_00579	Syak.g_02646
OG0000140	Prbn.g_00578	Syak.g_02650
OG0000141	Prbn.g_00507	Syak.g_02746
OG0000142	Prbn.g_00426	Syak.g_00035
OG0000143	Prbn.g_00430	Syak.g_00039
OG0000144	Prbn.g_00444	Syak.g_00260
OG0000145	Prbn.g_01100	Syak.g_02598
OG0000146	Prbn.g_00469	Syak.g_00514
OG0000147	Prbn.g_00470	Syak.g_00515
OG0000148	Prbn.g_01529	Syak.g_00455
OG0000149	Prbn.g_01497	Syak.g_00596
OG0000150	Prbn.g_01487	Syak.g_02747
OG0000151	Prbn.g_01611	Syak.g_00387
OG0000152	Prbn.g_01418	Syak.g_00503
OG0000153	Prbn.g_01399	Syak.g_00470
OG0000154	Prbn.g_01379	Syak.g_00645
OG0000155	Prbn.g_01210	Syak.g_00855
OG0000156	Prbn.g_01095	Syak.g_00919
OG0000157	Prbn.g_01094	Syak.g_00920
OG0000158	Prbn.g_01014	Syak.g_01624
OG0000160	Prbn.g_00213	Syak.g_01043
OG0000161	Prbn.g_00219	Syak.g_01050
OG0000162	Prbn.g_00225	Syak.g_01058
OG0000163	Prbn.g_00264	Syak.g_02478
OG0000164	Prbn.g_01770	Syak.g_02384
OG0000165	Prbn.g_01777	Syak.g_02374
OG0000166	Prbn.g_01844	Syak.g_01345
OG0000167	Prbn.g_01915	Syak.g_01561
OG0000168	Prbn.g_01013	Syak.g_01625
OG0000169	Prbn.g_01003	Syak.g_01637
OG0000170	Prbn.g_01000	Syak.g_01644
OG0000171	Prbn.g_00980	Syak.g_01691
OG0000172	Prbn.g_00973	Syak.g_01713
OG0000173	Prbn.g_00958	Syak.g_01733
OG0000174	Prbn.g_00929	Syak.g_01895
OG0000175	Prbn.g_00916	Syak.g_01827
OG0000176	Prbn.g_00010	Syak.g_01790
OG0000177	Prbn.g_00009	Syak.g_01789
OG0000178	Prbn.g_00008	Syak.g_01788
OG0000179	Prbn.g_00766	Syak.g_01773
OG0000180	Prbn.g_00765	Syak.g_01772
OG0000181	Prbn.g_00764	Syak.g_01771
OG0000182	Prbn.g_00763	Syak.g_01770
OG0000183	Prbn.g_00759	Syak.g_01766
OG0000184	Prbn.g_00733	Syak.g_01955
OG0000185	Prbn.g_00730	Syak.g_01971
OG0000186	Prbn.g_00714	Syak.g_02258
OG0000187	Prbn.g_00713	Syak.g_02257
OG0000188	Prbn.g_01339	Syak.g_02235
OG0000189	Prbn.g_01325	Syak.g_02203
OG0000190	Prbn.g_01323	Syak.g_01575
OG0000191	Prbn.g_01300	Syak.g_02171
OG0000192	Prbn.g_01295	Syak.g_02165
OG0000193	Prbn.g_01268	Syak.g_02127
OG0000194	Prbn.g_01265	Syak.g_02124
OG0000195	Prbn.g_01263	Syak.g_02122
OG0000196	Prbn.g_01252	Syak.g_02111
OG0000197	Prbn.g_01251	Syak.g_02110
OG0000198	Prbn.g_01250	Syak.g_02109
OG0000199	Prbn.g_01243, Prbn.g_00384	Syak.g_02100
OG0000200	Prbn.g_00370	Syak.g_02083
OG0000201	Prbn.g_00361	Syak.g_02068
OG0000202	Prbn.g_00360	Syak.g_02067
OG0000203	Prbn.g_00359	Syak.g_02066
OG0000204	Prbn.g_00358	Syak.g_02065
OG0000205	Prbn.g_00351	Syak.g_02058
OG0000206	Prbn.g_00346	Syak.g_02038
OG0000207	Prbn.g_00343	Syak.g_02025
OG0000208	Prbn.g_00342	Syak.g_02024
OG0000209	Prbn.g_00333	Syak.g_01995
OG0000210	Prbn.g_00332	Syak.g_01994
OG0000211	Prbn.g_00317	Syak.g_02300, Syak.g_02017
OG0000212	Prbn.g_00309	Syak.g_02311
OG0000213	Prbn.g_00024	Syak.g_01425
OG0000214	Prbn.g_00034	Syak.g_01442
OG0000215	Prbn.g_00061	Syak.g_01474
OG0000216	Prbn.g_00062	Syak.g_01478
OG0000217	Prbn.g_00065	Syak.g_01482
OG0000218	Prbn.g_00067	Syak.g_01484
OG0000219	Prbn.g_00068	Syak.g_01485
OG0000220	Prbn.g_00069	Syak.g_01486
OG0000221	Prbn.g_00070	Syak.g_01498
OG0000222	Prbn.g_00077	Syak.g_01512
OG0000223	Prbn.g_00089	Syak.g_01531
OG0000224	Prbn.g_00091	Syak.g_01532
OG0000225	Prbn.g_00117	Syak.g_01230
OG0000226	Prbn.g_00121	Syak.g_01226
OG0000227	Prbn.g_00123	Syak.g_01224
OG0000228	Prbn.g_00697	Syak.g_01216
OG0000229	Prbn.g_00677	Syak.g_01191
OG0000230	Prbn.g_00675	Syak.g_01189
OG0000231	Prbn.g_00664	Syak.g_01176
OG0000232	Prbn.g_00653	Syak.g_01156
OG0000233	Prbn.g_00647	Syak.g_01145
OG0000234	Prbn.g_00638	Syak.g_01116
OG0000235	Prbn.g_00635	Syak.g_02573
OG0000236	Prbn.g_00621	Syak.g_02589
OG0000237	Prbn.g_00608	Syak.g_02607
OG0000238	Prbn.g_00602	Syak.g_02612
OG0000239	Prbn.g_00591	Syak.g_02628
OG0000240	Prbn.g_00590	Syak.g_02629
OG0000241	Prbn.g_00586	Syak.g_00027
OG0000242	Prbn.g_00584	Syak.g_02638
OG0000243	Prbn.g_00573	Syak.g_02658
OG0000244	Prbn.g_00570	Syak.g_02665
OG0000245	Prbn.g_00568	Syak.g_02667
OG0000246	Prbn.g_00564	Syak.g_02671
OG0000247	Prbn.g_00554	Syak.g_02681
OG0000248	Prbn.g_00551	Syak.g_02684
OG0000249	Prbn.g_00549	Syak.g_02686
OG0000250	Prbn.g_00544	Syak.g_02694
OG0000251	Prbn.g_00524	Syak.g_02722
OG0000252	Prbn.g_00521	Syak.g_02725
OG0000253	Prbn.g_00520	Syak.g_02727
OG0000254	Prbn.g_00503	Syak.g_02752
OG0000255	Prbn.g_00497	Syak.g_02772
OG0000256	Prbn.g_00487	Syak.g_00020
OG0000257	Prbn.g_00421	Syak.g_00026
OG0000258	Prbn.g_00435	Syak.g_00044
OG0000259	Prbn.g_00835	Syak.g_00334
OG0000260	Prbn.g_00838	Syak.g_00338
OG0000261	Prbn.g_00841	Syak.g_00348
OG0000262	Prbn.g_00845	Syak.g_00353
OG0000263	Prbn.g_01583	Syak.g_00828
OG0000264	Prbn.g_01572	Syak.g_00698
OG0000265	Prbn.g_01554	Syak.g_00211
OG0000266	Prbn.g_00864	Syak.g_00778
OG0000267	Prbn.g_01350	Syak.g_00555
OG0000268	Prbn.g_01351	Syak.g_00554
OG0000269	Prbn.g_01551	Syak.g_00429
OG0000270	Prbn.g_01548	Syak.g_00432
OG0000271	Prbn.g_01540	Syak.g_00440
OG0000272	Prbn.g_01539	Syak.g_00441
OG0000274	Prbn.g_01514	Syak.g_00615
OG0000275	Prbn.g_01511	Syak.g_00611
OG0000276	Prbn.g_01505	Syak.g_00604
OG0000277	Prbn.g_01504	Syak.g_00603
OG0000278	Prbn.g_01501	Syak.g_00600
OG0000279	Prbn.g_01494	Syak.g_00592
OG0000280	Prbn.g_01493	Syak.g_00582
OG0000281	Prbn.g_01486	Syak.g_00339
OG0000282	Prbn.g_01619	Syak.g_00375
OG0000283	Prbn.g_01442	Syak.g_00541
OG0000284	Prbn.g_01437	Syak.g_00536
OG0000285	Prbn.g_01432	Syak.g_00523
OG0000286	Prbn.g_01419	Syak.g_00504
OG0000287	Prbn.g_01123	Syak.g_00477
OG0000288	Prbn.g_01380	Syak.g_00644
OG0000289	Prbn.g_01364	Syak.g_00659
OG0000290	Prbn.g_01468	Syak.g_00738
OG0000291	Prbn.g_01470	Syak.g_00737
OG0000292	Prbn.g_01144	Syak.g_01802
OG0000293	Prbn.g_01179	Syak.g_00910
OG0000294	Prbn.g_01180	Syak.g_00909
OG0000295	Prbn.g_01203	Syak.g_00863
OG0000296	Prbn.g_01205	Syak.g_00861
OG0000297	Prbn.g_00387	Syak.g_00848
OG0000298	Prbn.g_00388	Syak.g_00847
OG0000299	Prbn.g_00407	Syak.g_00820
OG0000300	Prbn.g_00410	Syak.g_00813
OG0000301	Prbn.g_00411	Syak.g_00812
OG0000302	Prbn.g_00413	Syak.g_00811
OG0000303	Prbn.g_00419	Syak.g_00674
OG0000304	Prbn.g_00482	Syak.g_00680
OG0000305	Prbn.g_01146	Syak.g_00732
OG0000306	Prbn.g_01482	Syak.g_00094
OG0000307	Prbn.g_00159	Syak.g_02556
OG0000308	Prbn.g_00160	Syak.g_02554
OG0000309	Prbn.g_00164	Syak.g_02549
OG0000310	Prbn.g_00198	Syak.g_00994
OG0000311	Prbn.g_00200	Syak.g_00999
OG0000312	Prbn.g_00203	Syak.g_01028
OG0000313	Prbn.g_00216	Syak.g_01046
OG0000314	Prbn.g_00239	Syak.g_01079
OG0000315	Prbn.g_00249	Syak.g_01090
OG0000316	Prbn.g_00274	Syak.g_02462
OG0000317	Prbn.g_01742	Syak.g_02419
OG0000318	Prbn.g_01746	Syak.g_02415
OG0000319	Prbn.g_01759	Syak.g_02399
OG0000320	Prbn.g_01761	Syak.g_02397
OG0000321	Prbn.g_01762	Syak.g_02396
OG0000322	Prbn.g_01763	Syak.g_02395
OG0000323	Prbn.g_01773	Syak.g_02380
OG0000324	Prbn.g_01800	Syak.g_02347
OG0000325	Prbn.g_01811	Syak.g_01391
OG0000326	Prbn.g_01818	Syak.g_01384
OG0000327	Prbn.g_01839	Syak.g_01350
OG0000328	Prbn.g_01840	Syak.g_01349
OG0000329	Prbn.g_01857	Syak.g_01331
OG0000330	Prbn.g_01858	Syak.g_01330
OG0000331	Prbn.g_01859	Syak.g_01329
OG0000332	Prbn.g_01873	Syak.g_01314
OG0000333	Prbn.g_01875	Syak.g_01311
OG0000334	Prbn.g_01884	Syak.g_01302
OG0000335	Prbn.g_01889	Syak.g_01298
OG0000336	Prbn.g_01893	Syak.g_01294
OG0000337	Prbn.g_01911	Syak.g_01555
OG0000338	Prbn.g_01912	Syak.g_01558
OG0000339	Prbn.g_01918	Syak.g_01566
OG0000340	Prbn.g_01012	Syak.g_01626
OG0000341	Prbn.g_01010	Syak.g_01628
OG0000342	Prbn.g_01009	Syak.g_01629
OG0000343	Prbn.g_01008	Syak.g_01631
OG0000344	Prbn.g_01005	Syak.g_01635
OG0000345	Prbn.g_00999	Syak.g_01645
OG0000346	Prbn.g_00995	Syak.g_01651
OG0000347	Prbn.g_00978	Syak.g_01694
OG0000348	Prbn.g_00970	Syak.g_01717
OG0000349	Prbn.g_00953	Syak.g_01740
OG0000350	Prbn.g_00798	Syak.g_01377
OG0000351	Prbn.g_00913	Syak.g_01823
OG0000352	Prbn.g_00912	Syak.g_01822
OG0000353	Prbn.g_00299	Syak.g_01796
OG0000355	Prbn.g_00301	Syak.g_01793
OG0000356	Prbn.g_00302	Syak.g_01792
OG0000357	Prbn.g_00011	Syak.g_01791
OG0000358	Prbn.g_00007	Syak.g_01787
OG0000359	Prbn.g_00006	Syak.g_01785
OG0000360	Prbn.g_00005	Syak.g_01784
OG0000361	Prbn.g_00004	Syak.g_01783
OG0000362	Prbn.g_00001	Syak.g_01781
OG0000363	Prbn.g_00768	Syak.g_01779
OG0000364	Prbn.g_00767	Syak.g_01778
OG0000365	Prbn.g_00762	Syak.g_01769
OG0000366	Prbn.g_00761	Syak.g_01768
OG0000367	Prbn.g_00760	Syak.g_01767
OG0000368	Prbn.g_00758	Syak.g_01765
OG0000369	Prbn.g_00757	Syak.g_01764
OG0000370	Prbn.g_00756	Syak.g_01763
OG0000371	Prbn.g_00749	Syak.g_01753
OG0000372	Prbn.g_00746	Syak.g_01748
OG0000373	Prbn.g_00745	Syak.g_01747
OG0000374	Prbn.g_00744	Syak.g_01746
OG0000375	Prbn.g_00742	Syak.g_01744
OG0000376	Prbn.g_00740	Syak.g_01742
OG0000377	Prbn.g_00736	Syak.g_01948
OG0000378	Prbn.g_00732	Syak.g_01968
OG0000379	Prbn.g_00729	Syak.g_01972
OG0000380	Prbn.g_00712	Syak.g_02256
OG0000381	Prbn.g_00707	Syak.g_02254
OG0000382	Prbn.g_01340	Syak.g_02236
OG0000383	Prbn.g_01338	Syak.g_02229
OG0000384	Prbn.g_01337	Syak.g_02228
OG0000385	Prbn.g_01336	Syak.g_02227
OG0000386	Prbn.g_01335	Syak.g_02226
OG0000387	Prbn.g_01321	Syak.g_02200
OG0000388	Prbn.g_01317	Syak.g_02196
OG0000389	Prbn.g_01314	Syak.g_02345, Syak.g_02193
OG0000390	Prbn.g_01304	Syak.g_02177
OG0000391	Prbn.g_01301	Syak.g_02172
OG0000392	Prbn.g_01297	Syak.g_02166
OG0000393	Prbn.g_01294	Syak.g_02163
OG0000394	Prbn.g_01293	Syak.g_02162
OG0000395	Prbn.g_01292	Syak.g_02161
OG0000396	Prbn.g_01290	Syak.g_02158
OG0000397	Prbn.g_01288	Syak.g_02156
OG0000398	Prbn.g_01285	Syak.g_02151
OG0000399	Prbn.g_01284	Syak.g_02150
OG0000400	Prbn.g_01283	Syak.g_02149
OG0000401	Prbn.g_01282	Syak.g_02148
OG0000402	Prbn.g_01356	Syak.g_02146
OG0000403	Prbn.g_01280	Syak.g_02145
OG0000404	Prbn.g_01279	Syak.g_02143
OG0000405	Prbn.g_01275	Syak.g_02131
OG0000406	Prbn.g_01267	Syak.g_02126
OG0000407	Prbn.g_01266	Syak.g_02125
OG0000408	Prbn.g_01264	Syak.g_02123
OG0000409	Prbn.g_01262	Syak.g_02121
OG0000410	Prbn.g_01261	Syak.g_02120
OG0000411	Prbn.g_01260	Syak.g_02119
OG0000412	Prbn.g_01259	Syak.g_02118
OG0000413	Prbn.g_01257	Syak.g_02116
OG0000415	Prbn.g_01255	Syak.g_02114
OG0000416	Prbn.g_01254	Syak.g_02113
OG0000417	Prbn.g_01253	Syak.g_02112
OG0000418	Prbn.g_01248	Syak.g_02107
OG0000419	Prbn.g_01246	Syak.g_02105
OG0000420	Prbn.g_01245	Syak.g_02103
OG0000421	Prbn.g_00381	Syak.g_02097
OG0000422	Prbn.g_00380	Syak.g_02096
OG0000423	Prbn.g_00379	Syak.g_02095
OG0000424	Prbn.g_00378	Syak.g_02094
OG0000425	Prbn.g_00377	Syak.g_02093
OG0000426	Prbn.g_00376	Syak.g_02092
OG0000427	Prbn.g_00375	Syak.g_02091
OG0000428	Prbn.g_00373	Syak.g_02088
OG0000429	Prbn.g_00372	Syak.g_02086
OG0000430	Prbn.g_00371	Syak.g_02084
OG0000431	Prbn.g_00369	Syak.g_02081
OG0000432	Prbn.g_00365	Syak.g_02075
OG0000433	Prbn.g_00364	Syak.g_02073
OG0000434	Prbn.g_00363	Syak.g_02072
OG0000435	Prbn.g_00362	Syak.g_02071
OG0000436	Prbn.g_00357	Syak.g_02064
OG0000437	Prbn.g_00356	Syak.g_02063
OG0000438	Prbn.g_00355	Syak.g_02062
OG0000439	Prbn.g_00353	Syak.g_02060
OG0000440	Prbn.g_00352	Syak.g_02059
OG0000441	Prbn.g_00349	Syak.g_02053
OG0000442	Prbn.g_00348	Syak.g_02043
OG0000443	Prbn.g_00347	Syak.g_02041
OG0000444	Prbn.g_00341	Syak.g_02022
OG0000445	Prbn.g_00340	Syak.g_02015
OG0000446	Prbn.g_00339	Syak.g_02013
OG0000447	Prbn.g_00338	Syak.g_02006
OG0000448	Prbn.g_00337	Syak.g_02005
OG0000449	Prbn.g_00336	Syak.g_02004
OG0000450	Prbn.g_00335	Syak.g_01998
OG0000451	Prbn.g_00334	Syak.g_01997
OG0000452	Prbn.g_00331	Syak.g_01993
OG0000453	Prbn.g_00330	Syak.g_01992
OG0000454	Prbn.g_00329	Syak.g_01991
OG0000455	Prbn.g_00328	Syak.g_01990
OG0000456	Prbn.g_00327	Syak.g_01989
OG0000457	Prbn.g_00325	Syak.g_01987
OG0000458	Prbn.g_00324	Syak.g_01986
OG0000459	Prbn.g_00323	Syak.g_01985
OG0000460	Prbn.g_00315	Syak.g_02303
OG0000461	Prbn.g_00307	Syak.g_01402
OG0000462	Prbn.g_00305	Syak.g_01405
OG0000463	Prbn.g_00304	Syak.g_01406
OG0000464	Prbn.g_00012	Syak.g_01407
OG0000465	Prbn.g_00013	Syak.g_01409
OG0000466	Prbn.g_00016	Syak.g_01414
OG0000467	Prbn.g_00017	Syak.g_01416
OG0000468	Prbn.g_00020	Syak.g_01421
OG0000469	Prbn.g_00028	Syak.g_01436
OG0000470	Prbn.g_00030	Syak.g_01438
OG0000471	Prbn.g_00031	Syak.g_01439
OG0000472	Prbn.g_00033	Syak.g_01441
OG0000473	Prbn.g_00035	Syak.g_01443
OG0000474	Prbn.g_00036	Syak.g_01444
OG0000475	Prbn.g_00037	Syak.g_01445
OG0000476	Prbn.g_00039	Syak.g_01447
OG0000477	Prbn.g_00042	Syak.g_01453
OG0000478	Prbn.g_00043	Syak.g_01454
OG0000479	Prbn.g_00044	Syak.g_01455
OG0000480	Prbn.g_00049	Syak.g_01462
OG0000481	Prbn.g_00052	Syak.g_01464
OG0000482	Prbn.g_00053	Syak.g_01465
OG0000483	Prbn.g_00056	Syak.g_01469
OG0000484	Prbn.g_00057	Syak.g_01470
OG0000485	Prbn.g_00059	Syak.g_01472
OG0000486	Prbn.g_00060	Syak.g_01473
OG0000487	Prbn.g_00063	Syak.g_01479
OG0000488	Prbn.g_00066	Syak.g_01483
OG0000489	Prbn.g_00071	Syak.g_01499
OG0000490	Prbn.g_00075	Syak.g_01507
OG0000491	Prbn.g_00076	Syak.g_01511
OG0000492	Prbn.g_00078	Syak.g_01513
OG0000493	Prbn.g_00079	Syak.g_01514
OG0000494	Prbn.g_00080	Syak.g_01515
OG0000495	Prbn.g_00081	Syak.g_01516
OG0000496	Prbn.g_00082	Syak.g_01517
OG0000497	Prbn.g_00083	Syak.g_01518
OG0000498	Prbn.g_00084	Syak.g_01519
OG0000499	Prbn.g_00085	Syak.g_01520
OG0000500	Prbn.g_00086	Syak.g_01521
OG0000501	Prbn.g_00087	Syak.g_01524
OG0000502	Prbn.g_00090	Syak.g_01538
OG0000503	Prbn.g_00105	Syak.g_01246
OG0000504	Prbn.g_00107	Syak.g_01244
OG0000505	Prbn.g_00108	Syak.g_01243
OG0000506	Prbn.g_00109	Syak.g_01241
OG0000507	Prbn.g_00112	Syak.g_01235
OG0000508	Prbn.g_00116	Syak.g_01231
OG0000509	Prbn.g_00118	Syak.g_01229
OG0000510	Prbn.g_00119	Syak.g_01228
OG0000511	Prbn.g_00120	Syak.g_01227
OG0000512	Prbn.g_00122	Syak.g_01225
OG0000513	Prbn.g_00693	Syak.g_01211
OG0000514	Prbn.g_00682	Syak.g_01204
OG0000515	Prbn.g_00681	Syak.g_01203
OG0000516	Prbn.g_00680	Syak.g_01199
OG0000517	Prbn.g_00678	Syak.g_01192
OG0000518	Prbn.g_00667	Syak.g_01180
OG0000519	Prbn.g_00666	Syak.g_01179
OG0000520	Prbn.g_00665	Syak.g_01178
OG0000521	Prbn.g_00657	Syak.g_01167
OG0000522	Prbn.g_00655	Syak.g_01163
OG0000523	Prbn.g_00654	Syak.g_01162
OG0000524	Prbn.g_00649	Syak.g_01149
OG0000525	Prbn.g_00645	Syak.g_01130
OG0000526	Prbn.g_00644	Syak.g_01127
OG0000527	Prbn.g_00641	Syak.g_01120
OG0000528	Prbn.g_00636	Syak.g_02570
OG0000529	Prbn.g_00633	Syak.g_02575
OG0000530	Prbn.g_00630	Syak.g_02578
OG0000531	Prbn.g_00629	Syak.g_02579
OG0000532	Prbn.g_00627	Syak.g_02582
OG0000533	Prbn.g_00626	Syak.g_02584
OG0000534	Prbn.g_00625	Syak.g_02585
OG0000535	Prbn.g_00624	Syak.g_02586
OG0000536	Prbn.g_00623	Syak.g_02587
OG0000537	Prbn.g_00622	Syak.g_02588
OG0000538	Prbn.g_00613	Syak.g_02600
OG0000539	Prbn.g_00612	Syak.g_02601
OG0000540	Prbn.g_00611	Syak.g_02602
OG0000541	Prbn.g_00610	Syak.g_02603
OG0000542	Prbn.g_00609	Syak.g_02606
OG0000543	Prbn.g_00607	Syak.g_02608
OG0000544	Prbn.g_00606	Syak.g_02609
OG0000545	Prbn.g_00604	Syak.g_02611
OG0000546	Prbn.g_00601	Syak.g_02613
OG0000547	Prbn.g_00599	Syak.g_02615
OG0000548	Prbn.g_00598	Syak.g_02616
OG0000549	Prbn.g_00596	Syak.g_02622
OG0000550	Prbn.g_00592	Syak.g_02626
OG0000551	Prbn.g_00589	Syak.g_02631
OG0000552	Prbn.g_00588	Syak.g_02632
OG0000553	Prbn.g_00587	Syak.g_02636
OG0000554	Prbn.g_00582	Syak.g_02641
OG0000555	Prbn.g_00574	Syak.g_02657
OG0000556	Prbn.g_00572	Syak.g_02661
OG0000557	Prbn.g_00571	Syak.g_02663
OG0000558	Prbn.g_00569	Syak.g_02666
OG0000559	Prbn.g_00565	Syak.g_02670
OG0000560	Prbn.g_00562	Syak.g_02672
OG0000561	Prbn.g_00561	Syak.g_02673
OG0000562	Prbn.g_00560	Syak.g_02674
OG0000563	Prbn.g_00559	Syak.g_02675
