Orthogroup	Prbn	Pram
OG0000101	Prbn.g_01881	Pram.g_01770
OG0000102	Prbn.g_00991	Pram.g_01838
OG0000103	Prbn.g_00907	Pram.g_01925
OG0000104	Prbn.g_00296	Pram.g_01934
OG0000105	Prbn.g_00041	Pram.g_00262
OG0000106	Prbn.g_00829	Pram.g_00677
OG0000107	Prbn.g_01810	Pram.g_01696
OG0000108	Prbn.g_00634	Pram.g_00416
OG0000109	Prbn.g_00620	Pram.g_00430
OG0000110	Prbn.g_00541	Pram.g_00513
OG0000111	Prbn.g_01561	Pram.g_00793
OG0000112	Prbn.g_00468	Pram.g_00935
OG0000113	Prbn.g_01523	Pram.g_00832
OG0000114	Prbn.g_01621	Pram.g_00734
OG0000115	Prbn.g_01120	Pram.g_01201
OG0000116	Prbn.g_01178	Pram.g_01151
OG0000117	Prbn.g_00389	Pram.g_01112
OG0000118	Prbn.g_01071	Pram.g_01242
OG0000119	Prbn.g_00885	Pram.g_01283
OG0000120	Prbn.g_00170	Pram.g_01446
OG0000121	Prbn.g_00214	Pram.g_01376
OG0000122	Prbn.g_01113	Pram.g_01204
OG0000122	Prbn.g_00255	Pram.g_01334
OG0000123	Prbn.g_01888	Pram.g_01777
OG0000124	Prbn.g_00979	Pram.g_01850
OG0000125	Prbn.g_00944	Pram.g_01886
OG0000126	Prbn.g_00295	Pram.g_01933
OG0000128	Prbn.g_00002, Prbn.g_00003	Pram.g_01949
OG0000129	Prbn.g_00737	Pram.g_00029
OG0000130	Prbn.g_00708	Pram.g_00054
OG0000131	Prbn.g_01269	Pram.g_00130
OG0000132	Prbn.g_01249	Pram.g_00149
OG0000133	Prbn.g_00088	Pram.g_00310
OG0000134	Prbn.g_00694	Pram.g_00354
OG0000135	Prbn.g_01102	Pram.g_01589
OG0000136	Prbn.g_00672	Pram.g_00376
OG0000137	Prbn.g_00639	Pram.g_00411
OG0000138	Prbn.g_00619	Pram.g_00431
OG0000139	Prbn.g_00579	Pram.g_00475
OG0000140	Prbn.g_00578	Pram.g_00476
OG0000141	Prbn.g_00507	Pram.g_00545
OG0000142	Prbn.g_00426	Pram.g_01075
OG0000143	Prbn.g_00430	Pram.g_01072
OG0000144	Prbn.g_00444	Pram.g_01058
OG0000145	Prbn.g_01100	Pram.g_01534
OG0000146	Prbn.g_00469	Pram.g_00934
OG0000147	Prbn.g_00470	Pram.g_00933
OG0000148	Prbn.g_01529	Pram.g_00826
OG0000149	Prbn.g_01497	Pram.g_00858
OG0000150	Prbn.g_01487	Pram.g_00868
OG0000151	Prbn.g_01611	Pram.g_00744
OG0000152	Prbn.g_01418	Pram.g_00943
OG0000153	Prbn.g_01399	Pram.g_00961
OG0000154	Prbn.g_01379	Pram.g_00978
OG0000155	Prbn.g_01210	Pram.g_01118
OG0000156	Prbn.g_01095	Pram.g_01219
OG0000157	Prbn.g_01094	Pram.g_01220
OG0000158	Prbn.g_01014	Pram.g_01815
OG0000159	Prbn.g_00717	Pram.g_01438, Pram.g_00045
OG0000160	Prbn.g_00213	Pram.g_01377
OG0000161	Prbn.g_00219	Pram.g_01145, Pram.g_01371
OG0000162	Prbn.g_00225	Pram.g_01365
OG0000163	Prbn.g_00264	Pram.g_01326
OG0000164	Prbn.g_01770	Pram.g_01656
OG0000165	Prbn.g_01777	Pram.g_01664
OG0000166	Prbn.g_01844	Pram.g_01733
OG0000167	Prbn.g_01915	Pram.g_01805
OG0000168	Prbn.g_01013	Pram.g_01816
OG0000169	Prbn.g_01003	Pram.g_01826
OG0000170	Prbn.g_01000	Pram.g_01829
OG0000171	Prbn.g_00980	Pram.g_01849
OG0000172	Prbn.g_00973	Pram.g_01856
OG0000173	Prbn.g_00958	Pram.g_01871
OG0000174	Prbn.g_00929	Pram.g_01902
OG0000175	Prbn.g_00916	Pram.g_01914
OG0000176	Prbn.g_00010	Pram.g_01942
OG0000177	Prbn.g_00009	Pram.g_01943
OG0000178	Prbn.g_00008	Pram.g_01944
OG0000179	Prbn.g_00766	Pram.g_00003
OG0000180	Prbn.g_00765	Pram.g_00004
OG0000181	Prbn.g_00764	Pram.g_00005
OG0000182	Prbn.g_00763	Pram.g_00006
OG0000183	Prbn.g_00759	Pram.g_00010
OG0000184	Prbn.g_00733	Pram.g_00033
OG0000185	Prbn.g_00730	Pram.g_00036
OG0000186	Prbn.g_00714	Pram.g_00048
OG0000187	Prbn.g_00713	Pram.g_00049
OG0000188	Prbn.g_01339	Pram.g_00066
OG0000189	Prbn.g_01325	Pram.g_00080
OG0000190	Prbn.g_01323	Pram.g_00081
OG0000191	Prbn.g_01300	Pram.g_00103
OG0000192	Prbn.g_01295	Pram.g_00108
OG0000193	Prbn.g_01268	Pram.g_00131
OG0000194	Prbn.g_01265	Pram.g_00134
OG0000195	Prbn.g_01263	Pram.g_00136
OG0000196	Prbn.g_01252	Pram.g_00146
OG0000197	Prbn.g_01251	Pram.g_00147
OG0000198	Prbn.g_01250	Pram.g_00148
OG0000199	Prbn.g_01243, Prbn.g_00384	Pram.g_00155
OG0000200	Prbn.g_00370	Pram.g_00168
OG0000201	Prbn.g_00361	Pram.g_00177
OG0000202	Prbn.g_00360	Pram.g_00178
OG0000203	Prbn.g_00359	Pram.g_00179
OG0000204	Prbn.g_00358	Pram.g_00180
OG0000205	Prbn.g_00351	Pram.g_00187
OG0000206	Prbn.g_00346	Pram.g_00192
OG0000207	Prbn.g_00343	Pram.g_00194
OG0000208	Prbn.g_00342	Pram.g_00195
OG0000209	Prbn.g_00333	Pram.g_00204
OG0000210	Prbn.g_00332	Pram.g_00205
OG0000211	Prbn.g_00317	Pram.g_00220
OG0000212	Prbn.g_00309	Pram.g_00228
OG0000213	Prbn.g_00024	Pram.g_00246
OG0000214	Prbn.g_00034	Pram.g_00255
OG0000215	Prbn.g_00061	Pram.g_00282
OG0000216	Prbn.g_00062	Pram.g_00283
OG0000217	Prbn.g_00065	Pram.g_00286
OG0000218	Prbn.g_00067	Pram.g_00288
OG0000219	Prbn.g_00068	Pram.g_00289
OG0000220	Prbn.g_00069	Pram.g_00290
OG0000221	Prbn.g_00070	Pram.g_00291
OG0000222	Prbn.g_00077	Pram.g_00298
OG0000223	Prbn.g_00089	Pram.g_00311
OG0000224	Prbn.g_00091	Pram.g_00313
OG0000225	Prbn.g_00117	Pram.g_00341
OG0000226	Prbn.g_00121	Pram.g_00345
OG0000227	Prbn.g_00123	Pram.g_00347
OG0000228	Prbn.g_00697	Pram.g_00351
OG0000229	Prbn.g_00677	Pram.g_00371
OG0000230	Prbn.g_00675	Pram.g_00373
OG0000231	Prbn.g_00664	Pram.g_00384
OG0000232	Prbn.g_00653	Pram.g_00397
OG0000233	Prbn.g_00647	Pram.g_00402
OG0000234	Prbn.g_00638	Pram.g_00412
OG0000235	Prbn.g_00635	Pram.g_00415
OG0000236	Prbn.g_00621	Pram.g_00429
OG0000237	Prbn.g_00608	Pram.g_00443
OG0000238	Prbn.g_00602	Pram.g_00449
OG0000239	Prbn.g_00591	Pram.g_00462
OG0000240	Prbn.g_00590	Pram.g_00463
OG0000241	Prbn.g_00586	Pram.g_00468
OG0000242	Prbn.g_00584	Pram.g_00470
OG0000243	Prbn.g_00573	Pram.g_00480
OG0000244	Prbn.g_00570	Pram.g_00483
OG0000245	Prbn.g_00568	Pram.g_00485
OG0000246	Prbn.g_00564	Pram.g_00489
OG0000247	Prbn.g_00554	Pram.g_00500
OG0000248	Prbn.g_00551	Pram.g_00503
OG0000249	Prbn.g_00549	Pram.g_00505
OG0000250	Prbn.g_00544	Pram.g_00510
OG0000251	Prbn.g_00524	Pram.g_00528
OG0000252	Prbn.g_00521	Pram.g_00531
OG0000253	Prbn.g_00520	Pram.g_00532
OG0000254	Prbn.g_00503	Pram.g_00549
OG0000255	Prbn.g_00497	Pram.g_00555
OG0000256	Prbn.g_00487	Pram.g_00566
OG0000257	Prbn.g_00421	Pram.g_01080
OG0000258	Prbn.g_00435	Pram.g_01067
OG0000259	Prbn.g_00835	Pram.g_01050
OG0000260	Prbn.g_00838	Pram.g_01047
OG0000261	Prbn.g_00841	Pram.g_01044
OG0000262	Prbn.g_00845	Pram.g_01039
OG0000263	Prbn.g_01583	Pram.g_00771
OG0000264	Prbn.g_01572	Pram.g_00782
OG0000265	Prbn.g_01554	Pram.g_00801
OG0000266	Prbn.g_00864	Pram.g_01020
OG0000267	Prbn.g_01350	Pram.g_01007
OG0000268	Prbn.g_01351	Pram.g_01006
OG0000269	Prbn.g_01551	Pram.g_00804
OG0000270	Prbn.g_01548	Pram.g_00807
OG0000271	Prbn.g_01540	Pram.g_00815
OG0000272	Prbn.g_01539	Pram.g_00816
OG0000273	Prbn.g_01515	Pram.g_00839
OG0000274	Prbn.g_01514	Pram.g_00840
OG0000275	Prbn.g_01511	Pram.g_00843
OG0000276	Prbn.g_01505	Pram.g_00849
OG0000277	Prbn.g_01504	Pram.g_00850
OG0000278	Prbn.g_01501	Pram.g_00853
OG0000279	Prbn.g_01494	Pram.g_00861
OG0000280	Prbn.g_01493	Pram.g_00862
OG0000281	Prbn.g_01486	Pram.g_00870
OG0000282	Prbn.g_01619	Pram.g_00736
OG0000283	Prbn.g_01442	Pram.g_00916
OG0000284	Prbn.g_01437	Pram.g_00921
OG0000285	Prbn.g_01432	Pram.g_00926
OG0000286	Prbn.g_01419	Pram.g_00942
OG0000287	Prbn.g_01123	Pram.g_01199
OG0000288	Prbn.g_01380	Pram.g_00977
OG0000289	Prbn.g_01364	Pram.g_00992
OG0000290	Prbn.g_01468	Pram.g_00891
OG0000291	Prbn.g_01470	Pram.g_00889
OG0000292	Prbn.g_01144	Pram.g_01185
OG0000293	Prbn.g_01179	Pram.g_01150
OG0000294	Prbn.g_01180	Pram.g_01149
OG0000295	Prbn.g_01203	Pram.g_01125
OG0000296	Prbn.g_01205	Pram.g_01123
OG0000297	Prbn.g_00387	Pram.g_01114
OG0000298	Prbn.g_00388	Pram.g_01113
OG0000299	Prbn.g_00407	Pram.g_01094
OG0000300	Prbn.g_00410	Pram.g_01091
OG0000301	Prbn.g_00411	Pram.g_01090
OG0000302	Prbn.g_00413	Pram.g_01088
OG0000303	Prbn.g_00419	Pram.g_01082
OG0000304	Prbn.g_00482	Pram.g_00571
OG0000305	Prbn.g_01146	Pram.g_01183
OG0000306	Prbn.g_01482	Pram.g_00874
OG0000307	Prbn.g_00159	Pram.g_01458
OG0000308	Prbn.g_00160	Pram.g_01457
OG0000309	Prbn.g_00164	Pram.g_01453
OG0000310	Prbn.g_00198	Pram.g_01395
OG0000311	Prbn.g_00200	Pram.g_01393
OG0000312	Prbn.g_00203	Pram.g_01390
OG0000313	Prbn.g_00216	Pram.g_01374
OG0000314	Prbn.g_00239	Pram.g_01351
OG0000315	Prbn.g_00249	Pram.g_01341
OG0000316	Prbn.g_00274	Pram.g_01315
OG0000317	Prbn.g_01742	Pram.g_01629
OG0000318	Prbn.g_01746	Pram.g_01633
OG0000319	Prbn.g_01759	Pram.g_01646
OG0000320	Prbn.g_01761	Pram.g_01648
OG0000321	Prbn.g_01762	Pram.g_01649
OG0000322	Prbn.g_01763	Pram.g_01650
OG0000323	Prbn.g_01773	Pram.g_01659
OG0000324	Prbn.g_01800	Pram.g_01687
OG0000325	Prbn.g_01811	Pram.g_01697
OG0000326	Prbn.g_01818	Pram.g_01704
OG0000327	Prbn.g_01839	Pram.g_01728
OG0000328	Prbn.g_01840	Pram.g_01729
OG0000329	Prbn.g_01857	Pram.g_01746
OG0000330	Prbn.g_01858	Pram.g_01747
OG0000331	Prbn.g_01859	Pram.g_01748
OG0000332	Prbn.g_01873	Pram.g_01762
OG0000333	Prbn.g_01875	Pram.g_01764
OG0000334	Prbn.g_01884	Pram.g_01773
OG0000335	Prbn.g_01889	Pram.g_01778
OG0000336	Prbn.g_01893	Pram.g_01782
OG0000337	Prbn.g_01911	Pram.g_01801
OG0000338	Prbn.g_01912	Pram.g_01802
OG0000339	Prbn.g_01918	Pram.g_01808
OG0000340	Prbn.g_01012	Pram.g_01817
OG0000341	Prbn.g_01010	Pram.g_01819
OG0000342	Prbn.g_01009	Pram.g_01820
OG0000343	Prbn.g_01008	Pram.g_01821
OG0000344	Prbn.g_01005	Pram.g_01824
OG0000345	Prbn.g_00999	Pram.g_01830
OG0000346	Prbn.g_00995	Pram.g_01834
OG0000347	Prbn.g_00978	Pram.g_01851
OG0000348	Prbn.g_00970	Pram.g_01859
OG0000349	Prbn.g_00953	Pram.g_01877
OG0000350	Prbn.g_00798	Pram.g_01898
OG0000351	Prbn.g_00913	Pram.g_01917
OG0000352	Prbn.g_00912	Pram.g_01918
OG0000353	Prbn.g_00299	Pram.g_01937
OG0000355	Prbn.g_00301	Pram.g_01939
OG0000356	Prbn.g_00302	Pram.g_01940
OG0000357	Prbn.g_00011	Pram.g_01941
OG0000358	Prbn.g_00007	Pram.g_01945
OG0000359	Prbn.g_00006	Pram.g_01946
OG0000360	Prbn.g_00005	Pram.g_01947
OG0000361	Prbn.g_00004	Pram.g_01948
OG0000362	Prbn.g_00001	Pram.g_01950
OG0000363	Prbn.g_00768	Pram.g_00001
OG0000364	Prbn.g_00767	Pram.g_00002
OG0000365	Prbn.g_00762	Pram.g_00007
OG0000366	Prbn.g_00761	Pram.g_00008
OG0000367	Prbn.g_00760	Pram.g_00009
OG0000368	Prbn.g_00758	Pram.g_00011
OG0000369	Prbn.g_00757	Pram.g_00012
OG0000370	Prbn.g_00756	Pram.g_00013
OG0000371	Prbn.g_00749	Pram.g_00019
OG0000372	Prbn.g_00746	Pram.g_00021
OG0000373	Prbn.g_00745	Pram.g_00022
OG0000374	Prbn.g_00744	Pram.g_00023
OG0000375	Prbn.g_00742	Pram.g_00024
OG0000376	Prbn.g_00740	Pram.g_00026
OG0000377	Prbn.g_00736	Pram.g_00030
OG0000378	Prbn.g_00732	Pram.g_00034
OG0000379	Prbn.g_00729	Pram.g_00037
OG0000380	Prbn.g_00712	Pram.g_00050
OG0000381	Prbn.g_00707	Pram.g_00055
OG0000382	Prbn.g_01340	Pram.g_00065
OG0000383	Prbn.g_01338	Pram.g_00067
OG0000384	Prbn.g_01337	Pram.g_00068
OG0000385	Prbn.g_01336	Pram.g_00069
OG0000386	Prbn.g_01335	Pram.g_00070
OG0000387	Prbn.g_01321	Pram.g_00083
OG0000388	Prbn.g_01317	Pram.g_00087
OG0000389	Prbn.g_01314	Pram.g_00090
OG0000390	Prbn.g_01304	Pram.g_00099
OG0000391	Prbn.g_01301	Pram.g_00102
OG0000392	Prbn.g_01297	Pram.g_00106
OG0000393	Prbn.g_01294	Pram.g_00109
OG0000394	Prbn.g_01293	Pram.g_00110
OG0000395	Prbn.g_01292	Pram.g_00111
OG0000396	Prbn.g_01290	Pram.g_00113
OG0000397	Prbn.g_01288	Pram.g_00115
OG0000398	Prbn.g_01285	Pram.g_00118
OG0000399	Prbn.g_01284	Pram.g_00119
OG0000400	Prbn.g_01283	Pram.g_00120
OG0000401	Prbn.g_01282	Pram.g_00121
OG0000402	Prbn.g_01356	Pram.g_01001
OG0000403	Prbn.g_01280	Pram.g_00123
OG0000404	Prbn.g_01279	Pram.g_00124
OG0000405	Prbn.g_01275	Pram.g_00128
OG0000406	Prbn.g_01267	Pram.g_00132
OG0000407	Prbn.g_01266	Pram.g_00133
OG0000408	Prbn.g_01264	Pram.g_00135
OG0000409	Prbn.g_01262	Pram.g_00137
OG0000410	Prbn.g_01261	Pram.g_00138
OG0000411	Prbn.g_01260	Pram.g_00139
OG0000412	Prbn.g_01259	Pram.g_00140
OG0000413	Prbn.g_01257	Pram.g_00141
OG0000414	Prbn.g_01256	Pram.g_00142
OG0000415	Prbn.g_01255	Pram.g_00143
OG0000416	Prbn.g_01254	Pram.g_00144
OG0000417	Prbn.g_01253	Pram.g_00145
OG0000418	Prbn.g_01248	Pram.g_00150
OG0000419	Prbn.g_01246	Pram.g_00152
OG0000420	Prbn.g_01245	Pram.g_00153
OG0000421	Prbn.g_00381	Pram.g_00157
OG0000422	Prbn.g_00380	Pram.g_00158
OG0000423	Prbn.g_00379	Pram.g_00159
OG0000424	Prbn.g_00378	Pram.g_00160
OG0000425	Prbn.g_00377	Pram.g_00161
OG0000426	Prbn.g_00376	Pram.g_00162
OG0000427	Prbn.g_00375	Pram.g_00163
OG0000428	Prbn.g_00373	Pram.g_00165
OG0000429	Prbn.g_00372	Pram.g_00166
OG0000430	Prbn.g_00371	Pram.g_00167
OG0000431	Prbn.g_00369	Pram.g_00169
OG0000432	Prbn.g_00365	Pram.g_00173
OG0000433	Prbn.g_00364	Pram.g_00174
OG0000434	Prbn.g_00363	Pram.g_00175
OG0000435	Prbn.g_00362	Pram.g_00176
OG0000436	Prbn.g_00357	Pram.g_00181
OG0000437	Prbn.g_00356	Pram.g_00182
OG0000438	Prbn.g_00355	Pram.g_00183
OG0000439	Prbn.g_00353	Pram.g_00185
OG0000440	Prbn.g_00352	Pram.g_00186
OG0000441	Prbn.g_00349	Pram.g_00189
OG0000442	Prbn.g_00348	Pram.g_00190
OG0000443	Prbn.g_00347	Pram.g_00191
OG0000444	Prbn.g_00341	Pram.g_00196
OG0000445	Prbn.g_00340	Pram.g_00197
OG0000446	Prbn.g_00339	Pram.g_00198
OG0000447	Prbn.g_00338	Pram.g_00199
OG0000448	Prbn.g_00337	Pram.g_00200
OG0000449	Prbn.g_00336	Pram.g_00201
OG0000450	Prbn.g_00335	Pram.g_00202
OG0000451	Prbn.g_00334	Pram.g_00203
OG0000452	Prbn.g_00331	Pram.g_00206
OG0000453	Prbn.g_00330	Pram.g_00207
OG0000454	Prbn.g_00329	Pram.g_00208
OG0000455	Prbn.g_00328	Pram.g_00209
OG0000456	Prbn.g_00327	Pram.g_00210
OG0000457	Prbn.g_00325	Pram.g_00212
OG0000458	Prbn.g_00324	Pram.g_00213
OG0000459	Prbn.g_00323	Pram.g_00214
OG0000460	Prbn.g_00315	Pram.g_00222
OG0000461	Prbn.g_00307	Pram.g_00230
OG0000462	Prbn.g_00305	Pram.g_00232
OG0000463	Prbn.g_00304	Pram.g_00233
OG0000464	Prbn.g_00012	Pram.g_00234
OG0000465	Prbn.g_00013	Pram.g_00235
OG0000466	Prbn.g_00016	Pram.g_00238
OG0000467	Prbn.g_00017	Pram.g_00239
OG0000468	Prbn.g_00020	Pram.g_00242
OG0000469	Prbn.g_00028	Pram.g_00250
OG0000470	Prbn.g_00030	Pram.g_00252
OG0000471	Prbn.g_00031	Pram.g_00253
OG0000472	Prbn.g_00033	Pram.g_00254
OG0000473	Prbn.g_00035	Pram.g_00256
OG0000474	Prbn.g_00036	Pram.g_00257
OG0000475	Prbn.g_00037	Pram.g_00258
OG0000476	Prbn.g_00039	Pram.g_00260
OG0000477	Prbn.g_00042	Pram.g_00263
OG0000478	Prbn.g_00043	Pram.g_00264
OG0000479	Prbn.g_00044	Pram.g_00265
OG0000480	Prbn.g_00049	Pram.g_00270
OG0000481	Prbn.g_00052	Pram.g_00273
OG0000482	Prbn.g_00053	Pram.g_00274
OG0000483	Prbn.g_00056	Pram.g_00277
OG0000484	Prbn.g_00057	Pram.g_00278
OG0000485	Prbn.g_00059	Pram.g_00280
OG0000486	Prbn.g_00060	Pram.g_00281
OG0000487	Prbn.g_00063	Pram.g_00284
OG0000488	Prbn.g_00066	Pram.g_00287
OG0000489	Prbn.g_00071	Pram.g_00292
OG0000490	Prbn.g_00075	Pram.g_00296
OG0000491	Prbn.g_00076	Pram.g_00297
OG0000492	Prbn.g_00078	Pram.g_00299
OG0000493	Prbn.g_00079	Pram.g_00300
OG0000494	Prbn.g_00080	Pram.g_00301
OG0000495	Prbn.g_00081	Pram.g_00302
OG0000496	Prbn.g_00082	Pram.g_00303
OG0000497	Prbn.g_00083	Pram.g_00304
OG0000498	Prbn.g_00084	Pram.g_00305
OG0000499	Prbn.g_00085	Pram.g_00306
OG0000500	Prbn.g_00086	Pram.g_00307
OG0000501	Prbn.g_00087	Pram.g_00309
OG0000502	Prbn.g_00090	Pram.g_00312
OG0000503	Prbn.g_00105	Pram.g_00328
OG0000504	Prbn.g_00107	Pram.g_00330
OG0000505	Prbn.g_00108	Pram.g_00331
OG0000506	Prbn.g_00109	Pram.g_00332
OG0000507	Prbn.g_00112	Pram.g_00336
OG0000508	Prbn.g_00116	Pram.g_00340
OG0000509	Prbn.g_00118	Pram.g_00342
OG0000510	Prbn.g_00119	Pram.g_00343
OG0000511	Prbn.g_00120	Pram.g_00344
OG0000512	Prbn.g_00122	Pram.g_00346
OG0000513	Prbn.g_00693	Pram.g_00355
OG0000514	Prbn.g_00682	Pram.g_00366
OG0000515	Prbn.g_00681	Pram.g_00367
OG0000516	Prbn.g_00680	Pram.g_00368
OG0000517	Prbn.g_00678	Pram.g_00370
OG0000518	Prbn.g_00667	Pram.g_00381
OG0000519	Prbn.g_00666	Pram.g_00382
OG0000520	Prbn.g_00665	Pram.g_00383
OG0000521	Prbn.g_00657	Pram.g_00393
OG0000522	Prbn.g_00655	Pram.g_00395
OG0000523	Prbn.g_00654	Pram.g_00396
OG0000524	Prbn.g_00649	Pram.g_00400
OG0000525	Prbn.g_00645	Pram.g_00404
OG0000526	Prbn.g_00644	Pram.g_00406
OG0000527	Prbn.g_00641	Pram.g_00409
OG0000528	Prbn.g_00636	Pram.g_00414
OG0000529	Prbn.g_00633	Pram.g_00417
OG0000530	Prbn.g_00630	Pram.g_00420
OG0000531	Prbn.g_00629	Pram.g_00421
OG0000532	Prbn.g_00627	Pram.g_00423
OG0000533	Prbn.g_00626	Pram.g_00424
OG0000534	Prbn.g_00625	Pram.g_00425
OG0000535	Prbn.g_00624	Pram.g_00426
OG0000536	Prbn.g_00623	Pram.g_00427
OG0000537	Prbn.g_00622	Pram.g_00428
