Orthogroup	Prbn	Prbl
OG0000039	Prbn.g_01577	Prbl.g_00318, Prbl.g_01272
OG0000041	Prbn.g_01793	Prbl.g_00339
OG0000042	Prbn.g_00988	Prbl.g_01236, Prbl.g_01121
OG0000045	Prbn.g_01145	Prbl.g_00609
OG0000046	Prbn.g_00093	Prbl.g_01184
OG0000047	Prbn.g_00690	Prbl.g_01574
OG0000048	Prbn.g_01097, Prbn.g_00038	Prbl.g_01465
OG0000051	Prbn.g_00809	Prbl.g_01677
OG0000052	Prbn.g_00190	Prbl.g_00870
OG0000053	Prbn.g_01690, Prbn.g_00233	Prbl.g_00691
OG0000054	Prbn.g_00508	Prbl.g_01752
OG0000057	Prbn.g_01562	Prbl.g_00025
OG0000059	Prbn.g_01833	Prbl.g_00836
OG0000062	Prbn.g_00897	Prbl.g_00417
OG0000063	Prbn.g_00130	Prbl.g_01981
OG0000065	Prbn.g_01312	Prbl.g_00552
OG0000066	Prbn.g_00577, Prbn.g_01657	Prbl.g_00752
OG0000067	Prbn.g_01546	Prbl.g_02335
OG0000068	Prbn.g_01240	Prbl.g_00502
OG0000070	Prbn.g_00663	Prbl.g_00634
OG0000071	Prbn.g_01084	Prbl.g_01722
OG0000072	Prbn.g_00383	Prbl.g_00276
OG0000073	Prbn.g_00614	Prbl.g_00533
OG0000075	Prbn.g_01917	Prbl.g_00855
OG0000076	Prbn.g_00996	Prbl.g_01285
OG0000077	Prbn.g_01342	Prbl.g_00596
OG0000078	Prbn.g_00310	Prbl.g_00193
OG0000079	Prbn.g_00018	Prbl.g_01505
OG0000081	Prbn.g_00585	Prbl.g_00032
OG0000082	Prbn.g_00530, Prbn.g_01734	Prbl.g_01783
OG0000084	Prbn.g_00209	Prbl.g_00246
OG0000085	Prbn.g_01737, Prbn.g_00144	Prbl.g_00405
OG0000086	Prbn.g_01333	Prbl.g_00583
OG0000087	Prbn.g_01278	Prbl.g_00810
OG0000088	Prbn.g_01247	Prbl.g_00281
OG0000089	Prbn.g_00696	Prbl.g_02674
OG0000090	Prbn.g_00583	Prbl.g_00766
OG0000091	Prbn.g_00434	Prbl.g_01647
OG0000093	Prbn.g_00846	Prbl.g_02359
OG0000094	Prbn.g_01369	Prbl.g_02209
OG0000097	Prbn.g_00408	Prbl.g_02579
OG0000098	Prbn.g_01216	Prbl.g_00722
OG0000099	Prbn.g_00173	Prbl.g_00893
OG0000100	Prbn.g_00903	Prbl.g_01914, Prbl.g_02305
OG0000101	Prbn.g_01881	Prbl.g_01126, Prbl.g_01000
OG0000102	Prbn.g_00991	Prbl.g_02636
OG0000103	Prbn.g_00907	Prbl.g_02139
OG0000104	Prbn.g_00296	Prbl.g_02125
OG0000105	Prbn.g_00041	Prbl.g_01461
OG0000106	Prbn.g_00829	Prbl.g_00411
OG0000108	Prbn.g_00634	Prbl.g_00511
OG0000109	Prbn.g_00620	Prbl.g_00527
OG0000110	Prbn.g_00541	Prbl.g_01795
OG0000111	Prbn.g_01561	Prbl.g_00026
OG0000112	Prbn.g_00468	Prbl.g_02470
OG0000113	Prbn.g_01523	Prbl.g_02310
OG0000114	Prbn.g_01621	Prbl.g_02407
OG0000115	Prbn.g_01120	Prbl.g_00687
OG0000116	Prbn.g_01178	Prbl.g_02069
OG0000117	Prbn.g_00389	Prbl.g_01384
OG0000118	Prbn.g_01071	Prbl.g_01736
OG0000119	Prbn.g_01135	Prbl.g_00007
OG0000119	Prbn.g_00885	Prbl.g_00046
OG0000120	Prbn.g_00170	Prbl.g_00892
OG0000121	Prbn.g_00214	Prbl.g_00234, Prbl.g_00240
OG0000122	Prbn.g_00255	Prbl.g_01808
OG0000123	Prbn.g_01888	Prbl.g_01135
OG0000124	Prbn.g_00979	Prbl.g_02054
OG0000125	Prbn.g_00944	Prbl.g_02231
OG0000126	Prbn.g_00295	Prbl.g_02127
OG0000128	Prbn.g_00002, Prbn.g_00003	Prbl.g_02109
OG0000129	Prbn.g_00737	Prbl.g_02243
OG0000130	Prbn.g_00708	Prbl.g_00608
OG0000131	Prbn.g_01269	Prbl.g_00303
OG0000132	Prbn.g_01249	Prbl.g_00283
OG0000133	Prbn.g_00088	Prbl.g_00897
OG0000134	Prbn.g_00694	Prbl.g_02677
OG0000135	Prbn.g_01102	Prbl.g_02190
OG0000136	Prbn.g_00672	Prbl.g_00647
OG0000137	Prbn.g_00639	Prbl.g_01340
OG0000138	Prbn.g_00619	Prbl.g_00528
OG0000139	Prbn.g_00579	Prbl.g_00760
OG0000140	Prbn.g_00578	Prbl.g_00754
OG0000141	Prbn.g_00507	Prbl.g_01751
OG0000142	Prbn.g_00426	Prbl.g_01639
OG0000143	Prbn.g_00430	Prbl.g_01643
OG0000144	Prbn.g_00444	Prbl.g_01042
OG0000145	Prbn.g_01100	Prbl.g_00534
OG0000146	Prbn.g_00469	Prbl.g_02469
OG0000147	Prbn.g_00470	Prbl.g_02468
OG0000148	Prbn.g_01529	Prbl.g_02316
OG0000149	Prbn.g_01497	Prbl.g_01552
OG0000150	Prbn.g_01487	Prbl.g_01576
OG0000151	Prbn.g_01611	Prbl.g_02386
OG0000152	Prbn.g_01418	Prbl.g_02478
OG0000153	Prbn.g_01399	Prbl.g_02505
OG0000154	Prbn.g_01379	Prbl.g_02532
OG0000155	Prbn.g_01210	Prbl.g_00185
OG0000156	Prbn.g_01095	Prbl.g_00115
OG0000157	Prbn.g_01094	Prbl.g_00114
OG0000158	Prbn.g_01014	Prbl.g_00843
OG0000160	Prbn.g_00213	Prbl.g_00241
OG0000161	Prbn.g_00219	Prbl.g_00227
OG0000162	Prbn.g_00225	Prbl.g_00221
OG0000163	Prbn.g_00264	Prbl.g_00452
OG0000164	Prbn.g_01770	Prbl.g_00365
OG0000165	Prbn.g_01777	Prbl.g_00356
OG0000166	Prbn.g_01844	Prbl.g_00962
OG0000167	Prbn.g_01915	Prbl.g_00857
OG0000168	Prbn.g_01013	Prbl.g_00842
OG0000169	Prbn.g_01003	Prbl.g_01302
OG0000170	Prbn.g_01000	Prbl.g_01290
OG0000171	Prbn.g_00980	Prbl.g_02055
OG0000172	Prbn.g_00973	Prbl.g_02021
OG0000173	Prbn.g_00958	Prbl.g_02000
OG0000174	Prbn.g_00929	Prbl.g_02188
OG0000175	Prbn.g_00916	Prbl.g_02150
OG0000176	Prbn.g_00010	Prbl.g_02117
OG0000177	Prbn.g_00009	Prbl.g_02116
OG0000178	Prbn.g_00008	Prbl.g_02115
OG0000179	Prbn.g_00766	Prbl.g_01961
OG0000180	Prbn.g_00765	Prbl.g_01962
OG0000181	Prbn.g_00764	Prbl.g_01963
OG0000182	Prbn.g_00763	Prbl.g_01964
OG0000183	Prbn.g_00759	Prbl.g_01968
OG0000184	Prbn.g_00733	Prbl.g_02251
OG0000185	Prbn.g_00730	Prbl.g_02273
OG0000186	Prbn.g_00714	Prbl.g_00614
OG0000187	Prbn.g_00713	Prbl.g_00613
OG0000188	Prbn.g_01339	Prbl.g_00591
OG0000189	Prbn.g_01325	Prbl.g_00565
OG0000190	Prbn.g_01323	Prbl.g_00563
OG0000191	Prbn.g_01300	Prbl.g_01325
OG0000192	Prbn.g_01295	Prbl.g_01316
OG0000193	Prbn.g_01268	Prbl.g_00302
OG0000194	Prbn.g_01265	Prbl.g_00299
OG0000195	Prbn.g_01263	Prbl.g_00297
OG0000196	Prbn.g_01252	Prbl.g_00286
OG0000197	Prbn.g_01251	Prbl.g_00285
OG0000198	Prbn.g_01250	Prbl.g_00284
OG0000199	Prbn.g_01243, Prbn.g_00384	Prbl.g_00277
OG0000201	Prbn.g_00361	Prbl.g_00088
OG0000202	Prbn.g_00360	Prbl.g_00089
OG0000203	Prbn.g_00359	Prbl.g_00090
OG0000204	Prbn.g_00358	Prbl.g_00091
OG0000205	Prbn.g_00351	Prbl.g_00098
OG0000206	Prbn.g_00346	Prbl.g_01282
OG0000207	Prbn.g_00343	Prbl.g_00130
OG0000208	Prbn.g_00342	Prbl.g_00129
OG0000209	Prbn.g_00333	Prbl.g_01256
OG0000210	Prbn.g_00332	Prbl.g_01257
OG0000211	Prbn.g_00317	Prbl.g_01922
OG0000212	Prbn.g_00309	Prbl.g_00192
OG0000213	Prbn.g_00024	Prbl.g_01496
OG0000214	Prbn.g_00034	Prbl.g_01469
OG0000215	Prbn.g_00061	Prbl.g_01439
OG0000216	Prbn.g_00062	Prbl.g_01436
OG0000217	Prbn.g_00065	Prbl.g_01432
OG0000218	Prbn.g_00067	Prbl.g_01428
OG0000219	Prbn.g_00068	Prbl.g_01427
OG0000220	Prbn.g_00069	Prbl.g_01426
OG0000221	Prbn.g_00070	Prbl.g_01421
OG0000222	Prbn.g_00077	Prbl.g_00911
OG0000223	Prbn.g_00089	Prbl.g_00888
OG0000224	Prbn.g_00091	Prbl.g_00877
OG0000225	Prbn.g_00117	Prbl.g_01218
OG0000226	Prbn.g_00121	Prbl.g_01222
OG0000227	Prbn.g_00123	Prbl.g_01224
OG0000228	Prbn.g_00697	Prbl.g_02673
OG0000229	Prbn.g_00677	Prbl.g_00652
OG0000230	Prbn.g_00675	Prbl.g_00650
OG0000231	Prbn.g_00664	Prbl.g_00635
OG0000232	Prbn.g_00653	Prbl.g_00619
OG0000233	Prbn.g_00647	Prbl.g_01360
OG0000234	Prbn.g_00638	Prbl.g_01339
OG0000235	Prbn.g_00635	Prbl.g_00510
OG0000236	Prbn.g_00621	Prbl.g_00526
OG0000237	Prbn.g_00608	Prbl.g_00800
OG0000238	Prbn.g_00602	Prbl.g_00795
OG0000239	Prbn.g_00591	Prbl.g_00779
OG0000240	Prbn.g_00590	Prbl.g_00778
OG0000241	Prbn.g_00586	Prbl.g_01526
OG0000242	Prbn.g_00584	Prbl.g_00768
OG0000243	Prbn.g_00573	Prbl.g_02647
OG0000244	Prbn.g_00570	Prbl.g_01879
OG0000245	Prbn.g_00568	Prbl.g_01882
OG0000246	Prbn.g_00564	Prbl.g_01886
OG0000247	Prbn.g_00554	Prbl.g_01897
OG0000248	Prbn.g_00551	Prbl.g_01900
OG0000249	Prbn.g_00549	Prbl.g_01902
OG0000250	Prbn.g_00544	Prbl.g_01799
OG0000251	Prbn.g_00524	Prbl.g_01775
OG0000252	Prbn.g_00521	Prbl.g_01772
OG0000253	Prbn.g_00520	Prbl.g_01766
OG0000254	Prbn.g_00503	Prbl.g_01747
OG0000255	Prbn.g_00497	Prbl.g_01612
OG0000256	Prbn.g_00487	Prbl.g_01626
OG0000257	Prbn.g_00421	Prbl.g_01632
OG0000258	Prbn.g_00435	Prbl.g_01655
OG0000259	Prbn.g_00835	Prbl.g_01406
OG0000260	Prbn.g_00838	Prbl.g_01403
OG0000261	Prbn.g_00841	Prbl.g_01400
OG0000262	Prbn.g_00845	Prbl.g_01395
OG0000263	Prbn.g_01583	Prbl.g_01242
OG0000264	Prbn.g_01572	Prbl.g_01859
OG0000265	Prbn.g_01554	Prbl.g_02567, Prbl.g_01839
OG0000266	Prbn.g_00864	Prbl.g_02556
OG0000267	Prbn.g_01350	Prbl.g_02431
OG0000268	Prbn.g_01351	Prbl.g_02432
OG0000269	Prbn.g_01551	Prbl.g_02340
OG0000270	Prbn.g_01548	Prbl.g_02337
OG0000271	Prbn.g_01540	Prbl.g_02329
OG0000272	Prbn.g_01539	Prbl.g_02328
OG0000273	Prbn.g_01515	Prbl.g_01534
OG0000274	Prbn.g_01514	Prbl.g_01535
OG0000275	Prbn.g_01511	Prbl.g_01538
OG0000276	Prbn.g_01505	Prbl.g_01544
OG0000277	Prbn.g_01504	Prbl.g_01545
OG0000278	Prbn.g_01501	Prbl.g_01548
OG0000279	Prbn.g_01494	Prbl.g_01556
OG0000280	Prbn.g_01493	Prbl.g_01562
OG0000281	Prbn.g_01486	Prbl.g_01577
OG0000282	Prbn.g_01619	Prbl.g_02405
OG0000283	Prbn.g_01442	Prbl.g_02443
OG0000284	Prbn.g_01437	Prbl.g_02449
OG0000285	Prbn.g_01432	Prbl.g_01688
OG0000286	Prbn.g_01419	Prbl.g_02477
OG0000287	Prbn.g_01123	Prbl.g_02608
OG0000288	Prbn.g_01380	Prbl.g_02531
OG0000289	Prbn.g_01364	Prbl.g_02544
OG0000290	Prbn.g_01468	Prbl.g_00930
OG0000291	Prbn.g_01470	Prbl.g_00928
OG0000292	Prbn.g_01144	Prbl.g_02128
OG0000293	Prbn.g_01179	Prbl.g_02071
OG0000294	Prbn.g_01180	Prbl.g_02072
OG0000295	Prbn.g_01203	Prbl.g_00178
OG0000296	Prbn.g_01205	Prbl.g_00180
OG0000297	Prbn.g_00387	Prbl.g_01382
OG0000298	Prbn.g_00388	Prbl.g_01383
OG0000299	Prbn.g_00407	Prbl.g_01372
OG0000300	Prbn.g_00410	Prbl.g_02582
OG0000301	Prbn.g_00411	Prbl.g_02583
OG0000302	Prbn.g_00413	Prbl.g_02586
OG0000303	Prbn.g_00419	Prbl.g_00187
OG0000304	Prbn.g_00482	Prbl.g_01102
OG0000305	Prbn.g_01146	Prbl.g_00926
OG0000306	Prbn.g_01482	Prbl.g_01586
OG0000307	Prbn.g_00159	Prbl.g_00494
OG0000308	Prbn.g_00160	Prbl.g_00492
OG0000309	Prbn.g_00164	Prbl.g_00488
OG0000310	Prbn.g_00198	Prbl.g_00160
OG0000311	Prbn.g_00200	Prbl.g_00258
OG0000312	Prbn.g_00203	Prbl.g_00254
OG0000313	Prbn.g_00216	Prbl.g_00230
OG0000314	Prbn.g_00239	Prbl.g_00699
OG0000315	Prbn.g_00249	Prbl.g_00709
OG0000316	Prbn.g_00274	Prbl.g_00441
OG0000317	Prbn.g_01742	Prbl.g_00399
OG0000318	Prbn.g_01746	Prbl.g_00393
OG0000319	Prbn.g_01759	Prbl.g_00376
OG0000320	Prbn.g_01761	Prbl.g_00374
OG0000321	Prbn.g_01762	Prbl.g_00373
OG0000322	Prbn.g_01763	Prbl.g_00372
OG0000323	Prbn.g_01773	Prbl.g_00361
OG0000324	Prbn.g_01800	Prbl.g_00332
OG0000325	Prbn.g_01811	Prbl.g_02683
OG0000326	Prbn.g_01818	Prbl.g_01059
OG0000327	Prbn.g_01839	Prbl.g_00957
OG0000328	Prbn.g_01840	Prbl.g_00958
OG0000329	Prbn.g_01857	Prbl.g_00975
OG0000330	Prbn.g_01858	Prbl.g_00976
OG0000331	Prbn.g_01859	Prbl.g_00977
OG0000332	Prbn.g_01873	Prbl.g_00992
OG0000333	Prbn.g_01875	Prbl.g_00994
OG0000334	Prbn.g_01884	Prbl.g_01131
OG0000335	Prbn.g_01889	Prbl.g_01136
OG0000336	Prbn.g_01893	Prbl.g_01140
OG0000337	Prbn.g_01911	Prbl.g_00863
OG0000338	Prbn.g_01912	Prbl.g_00859
OG0000339	Prbn.g_01918	Prbl.g_00853
OG0000340	Prbn.g_01012	Prbl.g_00841
OG0000341	Prbn.g_01010	Prbl.g_00839
OG0000342	Prbn.g_01009	Prbl.g_00838
OG0000343	Prbn.g_01008	Prbl.g_01307
OG0000344	Prbn.g_01005	Prbl.g_01304
OG0000345	Prbn.g_00999	Prbl.g_01289
OG0000346	Prbn.g_00995	Prbl.g_01284
OG0000347	Prbn.g_00978	Prbl.g_02053
OG0000348	Prbn.g_00970	Prbl.g_02016
OG0000349	Prbn.g_00953	Prbl.g_01992
OG0000350	Prbn.g_00798	Prbl.g_02195
OG0000351	Prbn.g_00913	Prbl.g_02147
OG0000352	Prbn.g_00912	Prbl.g_02146
OG0000353	Prbn.g_00299	Prbl.g_02122
OG0000355	Prbn.g_00301	Prbl.g_02120
OG0000356	Prbn.g_00302	Prbl.g_02119
OG0000357	Prbn.g_00011	Prbl.g_02118
OG0000358	Prbn.g_00007	Prbl.g_02114
OG0000359	Prbn.g_00006	Prbl.g_02112
OG0000360	Prbn.g_00005	Prbl.g_02111
OG0000361	Prbn.g_00004	Prbl.g_02110
OG0000362	Prbn.g_00001	Prbl.g_02108
OG0000363	Prbn.g_00768	Prbl.g_01955
OG0000364	Prbn.g_00767	Prbl.g_01956
OG0000365	Prbn.g_00762	Prbl.g_01965
OG0000366	Prbn.g_00761	Prbl.g_01966
OG0000367	Prbn.g_00760	Prbl.g_01967
OG0000368	Prbn.g_00758	Prbl.g_01969
OG0000369	Prbn.g_00757	Prbl.g_01970
OG0000370	Prbn.g_00756	Prbl.g_01971
OG0000371	Prbn.g_00749	Prbl.g_01980
OG0000372	Prbn.g_00746	Prbl.g_01985
OG0000373	Prbn.g_00745	Prbl.g_01986
OG0000374	Prbn.g_00744	Prbl.g_01987
OG0000375	Prbn.g_00742	Prbl.g_01988
OG0000376	Prbn.g_00740	Prbl.g_01990
OG0000377	Prbn.g_00736	Prbl.g_02244
OG0000378	Prbn.g_00732	Prbl.g_02258
OG0000379	Prbn.g_00729	Prbl.g_02274
OG0000380	Prbn.g_00712	Prbl.g_00612
OG0000381	Prbn.g_00707	Prbl.g_00607
OG0000382	Prbn.g_01340	Prbl.g_00592
OG0000383	Prbn.g_01338	Prbl.g_00590
OG0000384	Prbn.g_01337	Prbl.g_00589
OG0000385	Prbn.g_01336	Prbl.g_00588
OG0000386	Prbn.g_01335	Prbl.g_00587
OG0000387	Prbn.g_01321	Prbl.g_00561
OG0000388	Prbn.g_01317	Prbl.g_00557
OG0000389	Prbn.g_01314	Prbl.g_00553
OG0000390	Prbn.g_01304	Prbl.g_01331
OG0000391	Prbn.g_01301	Prbl.g_01326
OG0000392	Prbn.g_01297	Prbl.g_01320
OG0000393	Prbn.g_01294	Prbl.g_01315
OG0000394	Prbn.g_01293	Prbl.g_01314
OG0000395	Prbn.g_01292	Prbl.g_01313
OG0000396	Prbn.g_01290	Prbl.g_00827
OG0000397	Prbn.g_01288	Prbl.g_00825
OG0000398	Prbn.g_01285	Prbl.g_00820
OG0000399	Prbn.g_01284	Prbl.g_00819
OG0000400	Prbn.g_01283	Prbl.g_00818
OG0000401	Prbn.g_01282	Prbl.g_00817
OG0000402	Prbn.g_01356	Prbl.g_00815
OG0000403	Prbn.g_01280	Prbl.g_00814
OG0000404	Prbn.g_01279	Prbl.g_00812
OG0000405	Prbn.g_01275	Prbl.g_00305
OG0000406	Prbn.g_01267	Prbl.g_00301
OG0000407	Prbn.g_01266	Prbl.g_00300
OG0000408	Prbn.g_01264	Prbl.g_00298
OG0000409	Prbn.g_01262	Prbl.g_00296
OG0000410	Prbn.g_01261	Prbl.g_00295
OG0000411	Prbn.g_01260	Prbl.g_00294
OG0000412	Prbn.g_01259	Prbl.g_00293
OG0000413	Prbn.g_01257	Prbl.g_00291
OG0000414	Prbn.g_01256	Prbl.g_00290
OG0000415	Prbn.g_01255	Prbl.g_00289
OG0000416	Prbn.g_01254	Prbl.g_00288
OG0000417	Prbn.g_01253	Prbl.g_00287
OG0000418	Prbn.g_01248	Prbl.g_00282
OG0000419	Prbn.g_01246	Prbl.g_00280
OG0000420	Prbn.g_01245	Prbl.g_00279
OG0000421	Prbn.g_00381	Prbl.g_00275
OG0000422	Prbn.g_00380	Prbl.g_00274
OG0000423	Prbn.g_00379	Prbl.g_00273
OG0000424	Prbn.g_00378	Prbl.g_00272
OG0000425	Prbn.g_00377	Prbl.g_00271
OG0000426	Prbn.g_00376	Prbl.g_00270
OG0000427	Prbn.g_00375	Prbl.g_00269
OG0000428	Prbn.g_00373	Prbl.g_02377
OG0000429	Prbn.g_00372	Prbl.g_00066
OG0000430	Prbn.g_00371	Prbl.g_00068
OG0000431	Prbn.g_00369	Prbl.g_00072
OG0000432	Prbn.g_00365	Prbl.g_00079
OG0000433	Prbn.g_00364	Prbl.g_00082
OG0000434	Prbn.g_00363	Prbl.g_00083
OG0000435	Prbn.g_00362	Prbl.g_00086
OG0000436	Prbn.g_00357	Prbl.g_00092
OG0000437	Prbn.g_00356	Prbl.g_00093
OG0000438	Prbn.g_00355	Prbl.g_00094
OG0000439	Prbn.g_00353	Prbl.g_00096
OG0000440	Prbn.g_00352	Prbl.g_00097
OG0000441	Prbn.g_00349	Prbl.g_00104
OG0000442	Prbn.g_00348	Prbl.g_00105
OG0000443	Prbn.g_00347	Prbl.g_01283
OG0000444	Prbn.g_00341	Prbl.g_00127
OG0000445	Prbn.g_00340	Prbl.g_00126
OG0000446	Prbn.g_00339	Prbl.g_00124
OG0000447	Prbn.g_00338	Prbl.g_01244
OG0000448	Prbn.g_00337	Prbl.g_01245
OG0000449	Prbn.g_00336	Prbl.g_01246
OG0000450	Prbn.g_00335	Prbl.g_01252
OG0000451	Prbn.g_00334	Prbl.g_01253
OG0000452	Prbn.g_00331	Prbl.g_01258
OG0000453	Prbn.g_00330	Prbl.g_01259
OG0000454	Prbn.g_00329	Prbl.g_01260
OG0000455	Prbn.g_00328	Prbl.g_01261
OG0000456	Prbn.g_00327	Prbl.g_01262
OG0000457	Prbn.g_00325	Prbl.g_01264
OG0000458	Prbn.g_00324	Prbl.g_01265
OG0000459	Prbn.g_00323	Prbl.g_01266
OG0000460	Prbn.g_00315	Prbl.g_01923
OG0000461	Prbn.g_00307	Prbl.g_02679
OG0000462	Prbn.g_00305	Prbl.g_02666
OG0000463	Prbn.g_00304	Prbl.g_01516
OG0000464	Prbn.g_00012	Prbl.g_01515
OG0000465	Prbn.g_00013	Prbl.g_01513
OG0000466	Prbn.g_00016	Prbl.g_01508
OG0000467	Prbn.g_00017	Prbl.g_01506
OG0000468	Prbn.g_00020	Prbl.g_01499
OG0000469	Prbn.g_00028	Prbl.g_01486
OG0000470	Prbn.g_00030	Prbl.g_01473
OG0000471	Prbn.g_00031	Prbl.g_01472
OG0000472	Prbn.g_00033	Prbl.g_01470
OG0000473	Prbn.g_00035	Prbl.g_01468
OG0000474	Prbn.g_00036	Prbl.g_01467
OG0000475	Prbn.g_00037	Prbl.g_01466
OG0000476	Prbn.g_00039	Prbl.g_01464
OG0000477	Prbn.g_00042	Prbl.g_01459
OG0000478	Prbn.g_00043	Prbl.g_01458
OG0000479	Prbn.g_00044	Prbl.g_01457
OG0000480	Prbn.g_00049	Prbl.g_01450
OG0000481	Prbn.g_00052	Prbl.g_01448
OG0000482	Prbn.g_00053	Prbl.g_01447
OG0000483	Prbn.g_00056	Prbl.g_01443
OG0000484	Prbn.g_00057	Prbl.g_01442
OG0000485	Prbn.g_00059	Prbl.g_01441
OG0000486	Prbn.g_00060	Prbl.g_01440
OG0000487	Prbn.g_00063	Prbl.g_01435
OG0000488	Prbn.g_00066	Prbl.g_01431
OG0000489	Prbn.g_00071	Prbl.g_01420
OG0000490	Prbn.g_00075	Prbl.g_01414
OG0000491	Prbn.g_00076	Prbl.g_01413
OG0000492	Prbn.g_00078	Prbl.g_00909
OG0000493	Prbn.g_00079	Prbl.g_00908
OG0000494	Prbn.g_00080	Prbl.g_00907
OG0000495	Prbn.g_00081	Prbl.g_00906
OG0000496	Prbn.g_00082	Prbl.g_00905
OG0000497	Prbn.g_00083	Prbl.g_00904
OG0000498	Prbn.g_00084	Prbl.g_00903
OG0000499	Prbn.g_00085	Prbl.g_00902
OG0000500	Prbn.g_00086	Prbl.g_00901
OG0000501	Prbn.g_00087	Prbl.g_00898
OG0000502	Prbn.g_00090	Prbl.g_00886
OG0000503	Prbn.g_00105	Prbl.g_01201
OG0000504	Prbn.g_00107	Prbl.g_01203
OG0000505	Prbn.g_00108	Prbl.g_01204
OG0000506	Prbn.g_00109	Prbl.g_01206
OG0000507	Prbn.g_00112	Prbl.g_01210
OG0000508	Prbn.g_00116	Prbl.g_01217
OG0000509	Prbn.g_00118	Prbl.g_01219
OG0000510	Prbn.g_00119	Prbl.g_01220
OG0000511	Prbn.g_00120	Prbl.g_01221
OG0000512	Prbn.g_00122	Prbl.g_01223
OG0000513	Prbn.g_00693	Prbl.g_02678
OG0000514	Prbn.g_00682	Prbl.g_00676
OG0000515	Prbn.g_00681	Prbl.g_00675
OG0000516	Prbn.g_00680	Prbl.g_00663
OG0000517	Prbn.g_00678	Prbl.g_00653
OG0000518	Prbn.g_00667	Prbl.g_00641
OG0000519	Prbn.g_00666	Prbl.g_00640
OG0000520	Prbn.g_00665	Prbl.g_00639
OG0000521	Prbn.g_00657	Prbl.g_00625
OG0000522	Prbn.g_00655	Prbl.g_00623
OG0000523	Prbn.g_00654	Prbl.g_00622
OG0000524	Prbn.g_00649	Prbl.g_01364
OG0000525	Prbn.g_00645	Prbl.g_01348
OG0000526	Prbn.g_00644	Prbl.g_01346
OG0000527	Prbn.g_00641	Prbl.g_01342
OG0000528	Prbn.g_00636	Prbl.g_00506
OG0000529	Prbn.g_00633	Prbl.g_00512
OG0000530	Prbn.g_00630	Prbl.g_00515
OG0000531	Prbn.g_00629	Prbl.g_00516
OG0000532	Prbn.g_00627	Prbl.g_00519
OG0000533	Prbn.g_00626	Prbl.g_00521
OG0000534	Prbn.g_00625	Prbl.g_00522
OG0000535	Prbn.g_00624	Prbl.g_00523
OG0000536	Prbn.g_00623	Prbl.g_00524
OG0000537	Prbn.g_00622	Prbl.g_00525
OG0000538	Prbn.g_00613	Prbl.g_00536
OG0000539	Prbn.g_00612	Prbl.g_00806
OG0000540	Prbn.g_00611	Prbl.g_00805
OG0000541	Prbn.g_00610	Prbl.g_00804
OG0000542	Prbn.g_00609	Prbl.g_00801
OG0000543	Prbn.g_00607	Prbl.g_00799
OG0000544	Prbn.g_00606	Prbl.g_00798
OG0000545	Prbn.g_00604	Prbl.g_00797
