Orthogroup	Prax	Pral
OG0000327	Prax.g_01297	Pral.g_00201
OG0000328	Prax.g_01298	Pral.g_00202
OG0000329	Prax.g_01315	Pral.g_00219
OG0000330	Prax.g_01316	Pral.g_00220
OG0000331	Prax.g_01317	Pral.g_00221
OG0000332	Prax.g_01331	Pral.g_00235
OG0000333	Prax.g_01333	Pral.g_00237
OG0000334	Prax.g_01341	Pral.g_00246
OG0000335	Prax.g_01346	Pral.g_00251
OG0000336	Prax.g_01350	Pral.g_00255
OG0000337	Prax.g_01366	Pral.g_00274
OG0000338	Prax.g_01367	Pral.g_00275
OG0000339	Prax.g_01371	Pral.g_00280
OG0000340	Prax.g_01379	Pral.g_00289
OG0000341	Prax.g_01381	Pral.g_00291
OG0000342	Prax.g_01382	Pral.g_00292
OG0000343	Prax.g_01383	Pral.g_00293
OG0000344	Prax.g_01386	Pral.g_00296
OG0000345	Prax.g_01391	Pral.g_00302
OG0000346	Prax.g_01395	Pral.g_00306
OG0000347	Prax.g_01411	Pral.g_00323
OG0000348	Prax.g_01421	Pral.g_00331
OG0000349	Prax.g_01438	Pral.g_00349
OG0000350	Prax.g_01456	Pral.g_00370
OG0000351	Prax.g_01473	Pral.g_00390
OG0000352	Prax.g_01474	Pral.g_00391
OG0000353	Prax.g_01489	Pral.g_00409
OG0000355	Prax.g_01491	Pral.g_00411
OG0000356	Prax.g_01492	Pral.g_00412
OG0000357	Prax.g_01493	Pral.g_00413
OG0000358	Prax.g_01497	Pral.g_00417
OG0000359	Prax.g_01498	Pral.g_00418
OG0000360	Prax.g_01499	Pral.g_00419
OG0000361	Prax.g_01975	Pral.g_00420
OG0000362	Prax.g_01973	Pral.g_00422
OG0000363	Prax.g_00299	Pral.g_01030
OG0000364	Prax.g_00298	Pral.g_01029
OG0000365	Prax.g_00293	Pral.g_01024
OG0000366	Prax.g_00292	Pral.g_01023
OG0000367	Prax.g_00291	Pral.g_01022
OG0000368	Prax.g_00289	Pral.g_01020
OG0000369	Prax.g_00288	Pral.g_01019
OG0000370	Prax.g_00287	Pral.g_01018
OG0000371	Prax.g_00281	Pral.g_01011
OG0000372	Prax.g_00278	Pral.g_01009
OG0000373	Prax.g_00277	Pral.g_01008
OG0000374	Prax.g_00276	Pral.g_01007
OG0000375	Prax.g_00273	Pral.g_01005
OG0000376	Prax.g_00271	Pral.g_01003
OG0000377	Prax.g_00261	Pral.g_00999
OG0000378	Prax.g_00622	Pral.g_00995
OG0000379	Prax.g_00625	Pral.g_00992
OG0000380	Prax.g_00637	Pral.g_00982
OG0000381	Prax.g_00641	Pral.g_00977
OG0000382	Prax.g_00652	Pral.g_00966
OG0000383	Prax.g_00654	Pral.g_00964
OG0000384	Prax.g_00655	Pral.g_00963
OG0000385	Prax.g_00656	Pral.g_00962
OG0000386	Prax.g_00657	Pral.g_00961
OG0000387	Prax.g_01119	Pral.g_00948
OG0000388	Prax.g_01116	Pral.g_00944
OG0000389	Prax.g_01113	Pral.g_00941
OG0000390	Prax.g_01106	Pral.g_00932
OG0000391	Prax.g_01102	Pral.g_00929
OG0000392	Prax.g_01098	Pral.g_00925
OG0000393	Prax.g_01096	Pral.g_00922
OG0000394	Prax.g_01095	Pral.g_00921
OG0000395	Prax.g_01094	Pral.g_00920
OG0000396	Prax.g_01091	Pral.g_00918
OG0000397	Prax.g_01089	Pral.g_00916
OG0000398	Prax.g_01087	Pral.g_00913
OG0000399	Prax.g_01086	Pral.g_00912
OG0000400	Prax.g_01085	Pral.g_00911
OG0000401	Prax.g_01084	Pral.g_00910
OG0000402	Prax.g_01082	Pral.g_00450
OG0000403	Prax.g_01081	Pral.g_00908
OG0000404	Prax.g_01080	Pral.g_00907
OG0000405	Prax.g_01076	Pral.g_00903
OG0000406	Prax.g_01071	Pral.g_00898
OG0000407	Prax.g_01070	Pral.g_00897
OG0000408	Prax.g_01068	Pral.g_00895
OG0000409	Prax.g_01066	Pral.g_00893
OG0000410	Prax.g_01065	Pral.g_00892
OG0000411	Prax.g_01064	Pral.g_00891
OG0000412	Prax.g_01063	Pral.g_00890
OG0000413	Prax.g_01062	Pral.g_00888
OG0000414	Prax.g_01061	Pral.g_00887
OG0000415	Prax.g_01060	Pral.g_00886
OG0000416	Prax.g_01059	Pral.g_00885
OG0000417	Prax.g_01058	Pral.g_00884
OG0000418	Prax.g_01053	Pral.g_00879
OG0000419	Prax.g_01051	Pral.g_00877
OG0000420	Prax.g_01050	Pral.g_00875
OG0000421	Prax.g_01045	Pral.g_00871
OG0000422	Prax.g_01044	Pral.g_00870
OG0000423	Prax.g_01043	Pral.g_00869
OG0000424	Prax.g_01042	Pral.g_00868
OG0000425	Prax.g_01041	Pral.g_00867
OG0000426	Prax.g_01040	Pral.g_00866
OG0000427	Prax.g_01039	Pral.g_00865
OG0000428	Prax.g_01037	Pral.g_00863
OG0000429	Prax.g_01036	Pral.g_00862
OG0000430	Prax.g_01035	Pral.g_00861
OG0000431	Prax.g_01033	Pral.g_00859
OG0000432	Prax.g_01030	Pral.g_00855
OG0000433	Prax.g_01029	Pral.g_00854
OG0000434	Prax.g_01028	Pral.g_00853
OG0000435	Prax.g_01027	Pral.g_00852
OG0000436	Prax.g_01022	Pral.g_00847
OG0000437	Prax.g_01021	Pral.g_00846
OG0000438	Prax.g_01020	Pral.g_00845
OG0000439	Prax.g_01018	Pral.g_00844
OG0000440	Prax.g_01017	Pral.g_00843
OG0000441	Prax.g_01014	Pral.g_00840
OG0000442	Prax.g_01013	Pral.g_00839
OG0000443	Prax.g_01012	Pral.g_00838
OG0000444	Prax.g_01007	Pral.g_00833
OG0000445	Prax.g_01006	Pral.g_00832
OG0000446	Prax.g_01005	Pral.g_00831
OG0000447	Prax.g_01004	Pral.g_00830
OG0000448	Prax.g_01003	Pral.g_00829
OG0000449	Prax.g_01002	Pral.g_00828
OG0000450	Prax.g_01001	Pral.g_00827
OG0000451	Prax.g_01000	Pral.g_00826
OG0000452	Prax.g_00997	Pral.g_00823
OG0000453	Prax.g_00996	Pral.g_00822
OG0000454	Prax.g_00995	Pral.g_00821
OG0000455	Prax.g_00994	Pral.g_00820
OG0000456	Prax.g_00993	Pral.g_00819
OG0000457	Prax.g_00992	Pral.g_00817
OG0000458	Prax.g_00991	Pral.g_00816
OG0000459	Prax.g_00990	Pral.g_00815
OG0000460	Prax.g_00983	Pral.g_00805
OG0000461	Prax.g_00933	Pral.g_00796
OG0000462	Prax.g_00931	Pral.g_00795
OG0000463	Prax.g_00930	Pral.g_00794
OG0000464	Prax.g_00929	Pral.g_00793
OG0000465	Prax.g_00928	Pral.g_00792
OG0000466	Prax.g_00925	Pral.g_00789
OG0000467	Prax.g_00924	Pral.g_00788
OG0000468	Prax.g_00922	Pral.g_00785
OG0000469	Prax.g_00913	Pral.g_00777
OG0000470	Prax.g_00911	Pral.g_00775
OG0000471	Prax.g_00910	Pral.g_00774
OG0000472	Prax.g_00909	Pral.g_00773
OG0000473	Prax.g_00907	Pral.g_00771
OG0000474	Prax.g_00906	Pral.g_00770
OG0000475	Prax.g_00905	Pral.g_00769
OG0000476	Prax.g_00904	Pral.g_00767
OG0000477	Prax.g_00900	Pral.g_00764
OG0000478	Prax.g_00899	Pral.g_00763
OG0000479	Prax.g_00898	Pral.g_00762
OG0000480	Prax.g_00893	Pral.g_00756
OG0000481	Prax.g_00891	Pral.g_00754
OG0000482	Prax.g_00890	Pral.g_00753
OG0000483	Prax.g_00887	Pral.g_00750
OG0000484	Prax.g_00886	Pral.g_00749
OG0000485	Prax.g_00885	Pral.g_00748
OG0000486	Prax.g_00884	Pral.g_00747
OG0000487	Prax.g_00880	Pral.g_00743
OG0000488	Prax.g_00877	Pral.g_00740
OG0000489	Prax.g_00872	Pral.g_00735
OG0000490	Prax.g_00867	Pral.g_00731
OG0000491	Prax.g_00866	Pral.g_00730
OG0000492	Prax.g_00864	Pral.g_00728
OG0000493	Prax.g_00863	Pral.g_00727
OG0000494	Prax.g_00862	Pral.g_00726
OG0000495	Prax.g_00861	Pral.g_00725
OG0000496	Prax.g_00860	Pral.g_00724
OG0000497	Prax.g_00859	Pral.g_00723
OG0000498	Prax.g_00858	Pral.g_00722
OG0000499	Prax.g_00857	Pral.g_00721
OG0000500	Prax.g_00856	Pral.g_00720
OG0000501	Prax.g_00854	Pral.g_00718
OG0000502	Prax.g_00849	Pral.g_00715
OG0000503	Prax.g_00839	Pral.g_00698
OG0000504	Prax.g_00838	Pral.g_00696
OG0000505	Prax.g_00837	Pral.g_00695
OG0000506	Prax.g_00835	Pral.g_00694
OG0000507	Prax.g_00832	Pral.g_00691
OG0000508	Prax.g_00828	Pral.g_00687
OG0000509	Prax.g_00826	Pral.g_00685
OG0000510	Prax.g_00825	Pral.g_00684
OG0000511	Prax.g_00824	Pral.g_00683
OG0000512	Prax.g_00822	Pral.g_00681
OG0000513	Prax.g_00815	Pral.g_00673
OG0000514	Prax.g_00769	Pral.g_00663
OG0000515	Prax.g_00768	Pral.g_00662
OG0000516	Prax.g_00767	Pral.g_00661
OG0000517	Prax.g_00765	Pral.g_00659
OG0000518	Prax.g_00754	Pral.g_00647
OG0000519	Prax.g_00753	Pral.g_00646
OG0000520	Prax.g_00752	Pral.g_00645
OG0000521	Prax.g_00747	Pral.g_00635
OG0000522	Prax.g_00746	Pral.g_00633
OG0000523	Prax.g_00745	Pral.g_00632
OG0000524	Prax.g_00740	Pral.g_00627
OG0000525	Prax.g_00737	Pral.g_00623
OG0000526	Prax.g_00736	Pral.g_00622
OG0000527	Prax.g_00729	Pral.g_00619
OG0000528	Prax.g_00724	Pral.g_00613
OG0000529	Prax.g_00721	Pral.g_00610
OG0000530	Prax.g_00718	Pral.g_00607
OG0000531	Prax.g_00717	Pral.g_00606
OG0000532	Prax.g_00715	Pral.g_00603
OG0000533	Prax.g_00714	Pral.g_00602
OG0000534	Prax.g_00713	Pral.g_00601
OG0000535	Prax.g_00712	Pral.g_00600
OG0000536	Prax.g_00711	Pral.g_00599
OG0000537	Prax.g_00709	Pral.g_00598
OG0000538	Prax.g_00701	Pral.g_00590
OG0000539	Prax.g_00700	Pral.g_00589
OG0000540	Prax.g_00699	Pral.g_00588
OG0000541	Prax.g_00698	Pral.g_00587
OG0000542	Prax.g_00696	Pral.g_00585
OG0000543	Prax.g_00694	Pral.g_00583
OG0000544	Prax.g_00693	Pral.g_00582
OG0000545	Prax.g_00691	Pral.g_00580
OG0000546	Prax.g_00688	Pral.g_00577
OG0000547	Prax.g_00686	Pral.g_00575
OG0000548	Prax.g_00685	Pral.g_00574
OG0000549	Prax.g_00683	Pral.g_00571
OG0000550	Prax.g_00678	Pral.g_00566
OG0000551	Prax.g_00674	Pral.g_00563
OG0000552	Prax.g_00673	Pral.g_00562
OG0000553	Prax.g_00672	Pral.g_00561
OG0000554	Prax.g_00667	Pral.g_00556
OG0000555	Prax.g_00003	Pral.g_00548
OG0000556	Prax.g_00005	Pral.g_00546
OG0000557	Prax.g_00006	Pral.g_00545
OG0000558	Prax.g_00008	Pral.g_00543
OG0000559	Prax.g_00012	Pral.g_00539
OG0000560	Prax.g_00015	Pral.g_00536
OG0000561	Prax.g_00016	Pral.g_00535
OG0000562	Prax.g_00017	Pral.g_00534
OG0000563	Prax.g_00018	Pral.g_00533
OG0000564	Prax.g_00019	Pral.g_00532
OG0000565	Prax.g_00022	Pral.g_00529
OG0000566	Prax.g_00024	Pral.g_00525
OG0000567	Prax.g_00028	Pral.g_00521
OG0000568	Prax.g_00029	Pral.g_00520
OG0000569	Prax.g_00030	Pral.g_00519
OG0000570	Prax.g_00031	Pral.g_00518
OG0000571	Prax.g_00033	Pral.g_00515
OG0000572	Prax.g_00046	Pral.g_00503
OG0000573	Prax.g_00051	Pral.g_00497
OG0000574	Prax.g_00052	Pral.g_00496
OG0000575	Prax.g_00056	Pral.g_00492
OG0000576	Prax.g_00058	Pral.g_00490
OG0000577	Prax.g_00059	Pral.g_00489
OG0000578	Prax.g_00060	Pral.g_00488
OG0000579	Prax.g_00061	Pral.g_00487
OG0000580	Prax.g_00062	Pral.g_00486
