Orthogroup	Prax	Syao
OG0000075	Prax.g_01370	Syao.g_02257
OG0000076	Prax.g_01394	Syao.g_01949
OG0000079	Prax.g_00923	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Prax.g_00045	Syao.g_01035
OG0000084	Prax.g_01737	Syao.g_02606
OG0000085	Prax.g_01566	Syao.g_01569
OG0000086	Prax.g_00659	Syao.g_02653, Syao.g_01240
OG0000087	Prax.g_01079	Syao.g_02555
OG0000088	Prax.g_01052	Syao.g_02503
OG0000089	Prax.g_00817	Syao.g_01716
OG0000090	Prax.g_00668	Syao.g_01412
OG0000091	Prax.g_00101	Syao.g_00902
OG0000092	Prax.g_00566	Syao.g_00656
OG0000094	Prax.g_01185	Syao.g_00458
OG0000097	Prax.g_00241	Syao.g_00973
OG0000098	Prax.g_01881	Syao.g_01374
OG0000099	Prax.g_01825	Syao.g_02019
OG0000100	Prax.g_01654	Syao.g_00787
OG0000101	Prax.g_01338	Syao.g_01840
OG0000102	Prax.g_01399	Syao.g_01945
OG0000103	Prax.g_01478	Syao.g_02340
OG0000104	Prax.g_01486	Syao.g_02157
OG0000105	Prax.g_00901	Syao.g_02071, Syao.g_02072
OG0000106	Prax.g_00803	Syao.g_01385
OG0000107	Prax.g_00790	Syao.g_01935
OG0000108	Prax.g_00722	Syao.g_00028
OG0000109	Prax.g_00707	Syao.g_00110
OG0000110	Prax.g_00035	Syao.g_01051
OG0000111	Prax.g_00943	Syao.g_00378
OG0000112	Prax.g_00409	Syao.g_00683, Syao.g_00303
OG0000113	Prax.g_00351	Syao.g_00782
OG0000114	Prax.g_00561	Syao.g_00965
OG0000115	Prax.g_00132	Syao.g_00065, Syao.g_01464
OG0000116	Prax.g_00190	Syao.g_00137
OG0000117	Prax.g_01959	Syao.g_00169
OG0000118	Prax.g_01887	Syao.g_01475
OG0000120	Prax.g_01832	Syao.g_02009
OG0000121	Prax.g_01726	Syao.g_01489
OG0000122	Prax.g_01688	Syao.g_01247
OG0000123	Prax.g_01345	Syao.g_01832
OG0000124	Prax.g_01410	Syao.g_02179
OG0000125	Prax.g_01447	Syao.g_02444
OG0000126	Prax.g_01485	Syao.g_02198
OG0000128	Prax.g_01974	Syao.g_02149
OG0000129	Prax.g_00269	Syao.g_02434
OG0000130	Prax.g_00640	Syao.g_02617
OG0000131	Prax.g_01073	Syao.g_02480
OG0000132	Prax.g_01054	Syao.g_02501
OG0000133	Prax.g_00853, Prax.g_00852, Prax.g_01783	Syao.g_00678
OG0000134	Prax.g_01573, Prax.g_00816	Syao.g_01719
OG0000135	Prax.g_00792	Syao.g_00147
OG0000136	Prax.g_00759	Syao.g_01614, Syao.g_01613
OG0000137	Prax.g_00727	Syao.g_02682
OG0000138	Prax.g_00706	Syao.g_00108
OG0000139	Prax.g_00664	Syao.g_02005
OG0000140	Prax.g_00663	Syao.g_01373, Syao.g_01372
OG0000141	Prax.g_00066	Syao.g_01202
OG0000142	Prax.g_00094	Syao.g_00894
OG0000143	Prax.g_00098	Syao.g_00898
OG0000145	Prax.g_00413	Syao.g_00102
OG0000146	Prax.g_00408	Syao.g_00684, Syao.g_00304
OG0000147	Prax.g_00407	Syao.g_00305, Syao.g_00685
OG0000148	Prax.g_00357	Syao.g_00776
OG0000149	Prax.g_00326	Syao.g_00534
OG0000150	Prax.g_00318	Syao.g_01203
OG0000151	Prax.g_00571	Syao.g_00975
OG0000152	Prax.g_01129	Syao.g_00674
OG0000153	Prax.g_01148	Syao.g_00818, Syao.g_01176
OG0000154	Prax.g_01178	Syao.g_00447
OG0000155	Prax.g_00220	Syao.g_00178
OG0000156	Prax.g_01910	Syao.g_00151
OG0000157	Prax.g_01909	Syao.g_00152
OG0000158	Prax.g_01780	Syao.g_02267
OG0000160	Prax.g_01727	Syao.g_01488
OG0000161	Prax.g_01721	Syao.g_01494
OG0000162	Prax.g_01715	Syao.g_01515
OG0000163	Prax.g_01681	Syao.g_01745
OG0000164	Prax.g_01535	Syao.g_01663
OG0000165	Prax.g_01528	Syao.g_01655
OG0000166	Prax.g_01302	Syao.g_01790
OG0000167	Prax.g_01368	Syao.g_01960
OG0000168	Prax.g_01378	Syao.g_02128
OG0000169	Prax.g_01388	Syao.g_02139
OG0000170	Prax.g_01390	Syao.g_02148
OG0000171	Prax.g_01409	Syao.g_02181
OG0000172	Prax.g_01418	Syao.g_02170
OG0000173	Prax.g_01433	Syao.g_02212
OG0000174	Prax.g_01460	Syao.g_02364, Syao.g_02355
OG0000175	Prax.g_01470	Syao.g_02327, Syao.g_00308
OG0000176	Prax.g_01494	Syao.g_02165
OG0000177	Prax.g_01495	Syao.g_02156
OG0000178	Prax.g_01496	Syao.g_02155
OG0000179	Prax.g_00297	Syao.g_02250
OG0000180	Prax.g_00296	Syao.g_02249
OG0000181	Prax.g_00295	Syao.g_02248
OG0000182	Prax.g_00294	Syao.g_02247
OG0000183	Prax.g_00290	Syao.g_02243
OG0000184	Prax.g_00621	Syao.g_02423
OG0000185	Prax.g_00624	Syao.g_02410
OG0000186	Prax.g_00635	Syao.g_02613
OG0000187	Prax.g_00636	Syao.g_02615
OG0000188	Prax.g_00653	Syao.g_02637
OG0000189	Prax.g_01122	Syao.g_02672
OG0000190	Prax.g_01121	Syao.g_01015
OG0000191	Prax.g_01101	Syao.g_02573
OG0000192	Prax.g_01097	Syao.g_02579
OG0000193	Prax.g_01072	Syao.g_02481
OG0000194	Prax.g_01069	Syao.g_02484
OG0000195	Prax.g_01067	Syao.g_02486
OG0000196	Prax.g_01057	Syao.g_02498
OG0000197	Prax.g_01056	Syao.g_02499
OG0000198	Prax.g_01055	Syao.g_02500
OG0000199	Prax.g_01048	Syao.g_02508
OG0000200	Prax.g_01034	Syao.g_02524
OG0000201	Prax.g_01026	Syao.g_02540
OG0000202	Prax.g_01025	Syao.g_02454
OG0000203	Prax.g_01024	Syao.g_02455
OG0000204	Prax.g_01023	Syao.g_02456
OG0000205	Prax.g_01016	Syao.g_02464
OG0000206	Prax.g_01011	Syao.g_02469
OG0000207	Prax.g_01009	Syao.g_02471
OG0000208	Prax.g_01008	Syao.g_02472
OG0000209	Prax.g_00999	Syao.g_02394
OG0000210	Prax.g_00998	Syao.g_02395
OG0000211	Prax.g_00985	Syao.g_01700
OG0000212	Prax.g_00978	Syao.g_01710
OG0000213	Prax.g_00918	Syao.g_02098
OG0000214	Prax.g_00908	Syao.g_02081
OG0000215	Prax.g_00883	Syao.g_02050
OG0000216	Prax.g_00881	Syao.g_02045
OG0000217	Prax.g_00878	Syao.g_02041
OG0000218	Prax.g_00876	Syao.g_02039
OG0000219	Prax.g_00875	Syao.g_02038
OG0000220	Prax.g_00874	Syao.g_02037
OG0000221	Prax.g_00873	Syao.g_02034
OG0000222	Prax.g_00865	Syao.g_02023
OG0000223	Prax.g_00850	Syao.g_00291
OG0000224	Prax.g_00848	Syao.g_01973
OG0000225	Prax.g_00827	Syao.g_01751
OG0000226	Prax.g_00823	Syao.g_01758
OG0000227	Prax.g_00821	Syao.g_01760
OG0000228	Prax.g_00818	Syao.g_01715
OG0000229	Prax.g_00764	Syao.g_01736
OG0000230	Prax.g_00762	Syao.g_01738
OG0000231	Prax.g_00751	Syao.g_01513
OG0000232	Prax.g_00743	Syao.g_00057
OG0000233	Prax.g_00738	Syao.g_02698
OG0000234	Prax.g_00726	Syao.g_02680
OG0000235	Prax.g_00723	Syao.g_00029
OG0000236	Prax.g_00708	Syao.g_00111
OG0000237	Prax.g_00695	Syao.g_00166
OG0000238	Prax.g_00689	Syao.g_00161
OG0000239	Prax.g_00676	Syao.g_01398
OG0000240	Prax.g_00675	Syao.g_01399
OG0000241	Prax.g_00671	Syao.g_00887
OG0000242	Prax.g_00669	Syao.g_01410
OG0000243	Prax.g_00004	Syao.g_00873
OG0000244	Prax.g_00007	Syao.g_00865
OG0000245	Prax.g_00009	Syao.g_00863
OG0000246	Prax.g_00013	Syao.g_00859
OG0000247	Prax.g_00023	Syao.g_00847
OG0000248	Prax.g_00025	Syao.g_00844
OG0000249	Prax.g_00027	Syao.g_00842
OG0000250	Prax.g_00032	Syao.g_00835
OG0000251	Prax.g_00050	Syao.g_01026
OG0000252	Prax.g_00053	Syao.g_01020
OG0000253	Prax.g_00054	Syao.g_01003
OG0000254	Prax.g_00070	Syao.g_01053
OG0000255	Prax.g_00076	Syao.g_01009
OG0000256	Prax.g_00086	Syao.g_01328
OG0000257	Prax.g_00089	Syao.g_00884
OG0000258	Prax.g_00102	Syao.g_00907
OG0000259	Prax.g_00119	Syao.g_00933, Syao.g_00932
OG0000260	Prax.g_00122	Syao.g_00936
OG0000261	Prax.g_00977	Syao.g_00941
OG0000262	Prax.g_00973	Syao.g_00946
OG0000263	Prax.g_00961	Syao.g_00247
OG0000264	Prax.g_00951	Syao.g_00699
OG0000265	Prax.g_00485	Syao.g_00049
OG0000266	Prax.g_00475	Syao.g_00480
OG0000267	Prax.g_00464	Syao.g_00589
OG0000268	Prax.g_00463	Syao.g_00588
OG0000269	Prax.g_00378	Syao.g_00751
OG0000270	Prax.g_00375	Syao.g_00754
OG0000271	Prax.g_00367	Syao.g_00762
OG0000272	Prax.g_00366	Syao.g_00763
OG0000273	Prax.g_00343	Syao.g_00791
OG0000274	Prax.g_00342	Syao.g_00792
OG0000275	Prax.g_00339	Syao.g_00438
OG0000276	Prax.g_00334	Syao.g_00558
OG0000277	Prax.g_00333	Syao.g_00557
OG0000278	Prax.g_00330	Syao.g_00554
OG0000279	Prax.g_00323	Syao.g_00529
OG0000280	Prax.g_00322	Syao.g_00608
OG0000281	Prax.g_00317	Syao.g_01377
OG0000282	Prax.g_00563	Syao.g_00967
OG0000283	Prax.g_00597	Syao.g_00640
OG0000284	Prax.g_00602	Syao.g_00634
OG0000285	Prax.g_00607	Syao.g_00706
OG0000286	Prax.g_00619	Syao.g_00675
OG0000287	Prax.g_01145	Syao.g_00825
OG0000288	Prax.g_01177	Syao.g_00446
OG0000289	Prax.g_01188	Syao.g_00461
OG0000290	Prax.g_01201	Syao.g_00428
OG0000291	Prax.g_01203	Syao.g_00333
OG0000292	Prax.g_01759, Prax.g_01254	Syao.g_02196
OG0000293	Prax.g_00191	Syao.g_00136
OG0000294	Prax.g_00192	Syao.g_00135
OG0000295	Prax.g_00212	Syao.g_00186
OG0000296	Prax.g_00214	Syao.g_00184
OG0000299	Prax.g_00240	Syao.g_00231
OG0000301	Prax.g_00244	Syao.g_00272, Syao.g_00273
OG0000302	Prax.g_00246	Syao.g_00271
OG0000303	Prax.g_00253	Syao.g_00262
OG0000304	Prax.g_00257	Syao.g_00256
OG0000305	Prax.g_01871	Syao.g_00388
OG0000306	Prax.g_01868	Syao.g_01216
OG0000307	Prax.g_01854	Syao.g_00045
OG0000308	Prax.g_01853	Syao.g_00047
OG0000309	Prax.g_01849	Syao.g_02705
OG0000310	Prax.g_01748	Syao.g_01530
OG0000311	Prax.g_01746	Syao.g_01533
OG0000312	Prax.g_01743	Syao.g_01538
OG0000313	Prax.g_01724	Syao.g_01491
OG0000314	Prax.g_01701	Syao.g_00078
OG0000315	Prax.g_01691	Syao.g_00088
OG0000316	Prax.g_01671	Syao.g_01602
OG0000317	Prax.g_01561	Syao.g_01560
OG0000318	Prax.g_01558	Syao.g_01553
OG0000319	Prax.g_01545	Syao.g_01678
OG0000320	Prax.g_01543	Syao.g_01676
OG0000321	Prax.g_01542	Syao.g_01675
OG0000322	Prax.g_01541	Syao.g_01674
OG0000323	Prax.g_01532	Syao.g_01661
OG0000324	Prax.g_01505	Syao.g_01630
OG0000325	Prax.g_01263	Syao.g_01936
OG0000326	Prax.g_01269	Syao.g_01918
OG0000327	Prax.g_01297	Syao.g_01795
OG0000328	Prax.g_01298	Syao.g_01794
OG0000329	Prax.g_01315	Syao.g_01776
OG0000330	Prax.g_01316	Syao.g_01775
OG0000331	Prax.g_01317	Syao.g_01774
OG0000332	Prax.g_01331	Syao.g_01813
OG0000333	Prax.g_01333	Syao.g_01810
OG0000334	Prax.g_01341	Syao.g_01836
OG0000335	Prax.g_01346	Syao.g_01831
OG0000336	Prax.g_01350	Syao.g_01827
OG0000337	Prax.g_01366	Syao.g_01968
OG0000338	Prax.g_01367	Syao.g_01962
OG0000339	Prax.g_01371	Syao.g_02259
OG0000340	Prax.g_01379	Syao.g_02129
OG0000341	Prax.g_01381	Syao.g_02131
OG0000342	Prax.g_01382	Syao.g_02132
OG0000343	Prax.g_01383	Syao.g_02133
OG0000344	Prax.g_01386	Syao.g_02137
OG0000345	Prax.g_01391	Syao.g_01953
OG0000346	Prax.g_01395	Syao.g_01948
OG0000347	Prax.g_01411	Syao.g_02178
OG0000348	Prax.g_01421	Syao.g_02166
OG0000349	Prax.g_01438	Syao.g_02219
OG0000350	Prax.g_01456	Syao.g_01925
OG0000351	Prax.g_01473	Syao.g_02331
OG0000352	Prax.g_01474	Syao.g_02332
OG0000353	Prax.g_01489	Syao.g_02160
OG0000355	Prax.g_01491	Syao.g_02162
OG0000356	Prax.g_01492	Syao.g_02163
OG0000357	Prax.g_01493	Syao.g_02164
OG0000358	Prax.g_01497	Syao.g_02154
OG0000359	Prax.g_01498	Syao.g_02152
OG0000360	Prax.g_01499	Syao.g_02151
OG0000361	Prax.g_01975	Syao.g_02150
OG0000362	Prax.g_01973	Syao.g_01954
OG0000363	Prax.g_00299	Syao.g_02255
OG0000364	Prax.g_00298	Syao.g_01558
OG0000365	Prax.g_00293	Syao.g_02246
OG0000366	Prax.g_00292	Syao.g_02245
OG0000367	Prax.g_00291	Syao.g_02244
OG0000368	Prax.g_00289	Syao.g_02242
OG0000369	Prax.g_00288	Syao.g_02241
OG0000370	Prax.g_00287	Syao.g_02240
OG0000371	Prax.g_00281	Syao.g_02231
OG0000372	Prax.g_00278	Syao.g_02226
OG0000373	Prax.g_00277	Syao.g_02225
OG0000374	Prax.g_00276	Syao.g_02224
OG0000375	Prax.g_00273	Syao.g_02223
OG0000376	Prax.g_00271	Syao.g_02221
OG0000377	Prax.g_00261	Syao.g_02429
OG0000378	Prax.g_00622	Syao.g_02414
OG0000379	Prax.g_00625	Syao.g_02409
OG0000380	Prax.g_00637	Syao.g_02616
OG0000381	Prax.g_00641	Syao.g_02618
OG0000382	Prax.g_00652	Syao.g_02636
OG0000383	Prax.g_00654	Syao.g_02643
OG0000384	Prax.g_00655	Syao.g_02644
OG0000385	Prax.g_00656	Syao.g_02645
OG0000386	Prax.g_00657	Syao.g_02646
OG0000387	Prax.g_01119	Syao.g_01019
OG0000388	Prax.g_01116	Syao.g_02596
OG0000389	Prax.g_01113	Syao.g_02599
OG0000390	Prax.g_01106	Syao.g_02567
OG0000391	Prax.g_01102	Syao.g_02572
OG0000392	Prax.g_01098	Syao.g_02578
OG0000393	Prax.g_01096	Syao.g_02581
OG0000394	Prax.g_01095	Syao.g_02582
OG0000395	Prax.g_01094	Syao.g_02583
OG0000396	Prax.g_01091	Syao.g_02586
OG0000397	Prax.g_01089	Syao.g_02542
OG0000398	Prax.g_01087	Syao.g_02547
OG0000399	Prax.g_01086	Syao.g_02548
OG0000400	Prax.g_01085	Syao.g_02549
OG0000401	Prax.g_01084	Syao.g_02550
OG0000402	Prax.g_01082	Syao.g_02552
OG0000403	Prax.g_01081	Syao.g_02553
OG0000404	Prax.g_01080	Syao.g_02554
OG0000405	Prax.g_01076	Syao.g_02478
OG0000406	Prax.g_01071	Syao.g_02482
OG0000407	Prax.g_01070	Syao.g_02483
OG0000408	Prax.g_01068	Syao.g_02485
OG0000409	Prax.g_01066	Syao.g_02487
OG0000410	Prax.g_01065	Syao.g_02488
OG0000411	Prax.g_01064	Syao.g_02489
OG0000412	Prax.g_01063	Syao.g_02490
OG0000413	Prax.g_01062	Syao.g_02492
OG0000414	Prax.g_01061	Syao.g_02493
OG0000415	Prax.g_01060	Syao.g_02494
OG0000416	Prax.g_01059	Syao.g_02495
OG0000417	Prax.g_01058	Syao.g_02497
OG0000418	Prax.g_01053	Syao.g_02502
OG0000419	Prax.g_01051	Syao.g_02504
OG0000420	Prax.g_01050	Syao.g_02506
OG0000421	Prax.g_01045	Syao.g_02510
OG0000422	Prax.g_01044	Syao.g_02511
OG0000423	Prax.g_01043	Syao.g_02512
OG0000424	Prax.g_01042	Syao.g_02513
OG0000425	Prax.g_01041	Syao.g_02514
OG0000426	Prax.g_01040	Syao.g_02515
OG0000427	Prax.g_01039	Syao.g_02516
OG0000428	Prax.g_01037	Syao.g_02519
OG0000429	Prax.g_01036	Syao.g_02522
OG0000430	Prax.g_01035	Syao.g_02523
OG0000431	Prax.g_01033	Syao.g_02526
OG0000432	Prax.g_01030	Syao.g_02532
OG0000433	Prax.g_01029	Syao.g_02534
OG0000434	Prax.g_01028	Syao.g_02535
OG0000435	Prax.g_01027	Syao.g_02538
OG0000436	Prax.g_01022	Syao.g_02458
OG0000437	Prax.g_01021	Syao.g_02459
OG0000438	Prax.g_01020	Syao.g_02460
OG0000439	Prax.g_01018	Syao.g_02462
OG0000440	Prax.g_01017	Syao.g_02463
OG0000441	Prax.g_01014	Syao.g_02466
OG0000442	Prax.g_01013	Syao.g_02467
OG0000443	Prax.g_01012	Syao.g_02468
OG0000444	Prax.g_01007	Syao.g_02473
OG0000445	Prax.g_01006	Syao.g_02474
OG0000446	Prax.g_01005	Syao.g_02476
OG0000447	Prax.g_01004	Syao.g_02383
OG0000448	Prax.g_01003	Syao.g_02384
OG0000449	Prax.g_01002	Syao.g_02385
OG0000450	Prax.g_01001	Syao.g_02391
OG0000451	Prax.g_01000	Syao.g_02392
OG0000452	Prax.g_00997	Syao.g_02396
OG0000453	Prax.g_00996	Syao.g_02397
OG0000454	Prax.g_00995	Syao.g_02398
OG0000455	Prax.g_00994	Syao.g_02399
OG0000456	Prax.g_00993	Syao.g_02400
OG0000457	Prax.g_00992	Syao.g_02402
OG0000458	Prax.g_00991	Syao.g_02403
OG0000459	Prax.g_00990	Syao.g_02404
OG0000460	Prax.g_00983	Syao.g_01702
OG0000461	Prax.g_00933	Syao.g_02119
OG0000462	Prax.g_00931	Syao.g_02116
OG0000463	Prax.g_00930	Syao.g_02115
OG0000464	Prax.g_00929	Syao.g_02114
OG0000465	Prax.g_00928	Syao.g_02112
OG0000466	Prax.g_00925	Syao.g_02107
OG0000467	Prax.g_00924	Syao.g_02106
OG0000468	Prax.g_00922	Syao.g_02102
OG0000469	Prax.g_00913	Syao.g_02087
OG0000470	Prax.g_00911	Syao.g_02085
OG0000471	Prax.g_00910	Syao.g_02084
OG0000472	Prax.g_00909	Syao.g_02082
OG0000473	Prax.g_00907	Syao.g_02080
OG0000474	Prax.g_00906	Syao.g_02079
OG0000475	Prax.g_00905	Syao.g_02078
OG0000476	Prax.g_00904	Syao.g_02076
OG0000477	Prax.g_00900	Syao.g_02069
OG0000478	Prax.g_00899	Syao.g_02068
OG0000479	Prax.g_00898	Syao.g_02067
OG0000480	Prax.g_00893	Syao.g_02060
OG0000481	Prax.g_00891	Syao.g_01012
OG0000482	Prax.g_00890	Syao.g_02058
OG0000483	Prax.g_00887	Syao.g_02054
OG0000484	Prax.g_00886	Syao.g_02053
OG0000485	Prax.g_00885	Syao.g_02052
OG0000486	Prax.g_00884	Syao.g_02051
OG0000487	Prax.g_00880	Syao.g_02044
OG0000488	Prax.g_00877	Syao.g_02040
OG0000489	Prax.g_00872	Syao.g_02033
OG0000490	Prax.g_00867	Syao.g_02025
OG0000491	Prax.g_00866	Syao.g_02024
OG0000492	Prax.g_00864	Syao.g_02022
OG0000493	Prax.g_00863	Syao.g_02021
OG0000494	Prax.g_00862	Syao.g_02020
OG0000495	Prax.g_00861	Syao.g_02018
OG0000496	Prax.g_00860	Syao.g_02017
OG0000497	Prax.g_00859	Syao.g_02016
OG0000498	Prax.g_00858	Syao.g_02015
OG0000499	Prax.g_00857	Syao.g_02014
OG0000500	Prax.g_00856	Syao.g_02013
OG0000501	Prax.g_00854	Syao.g_02010
OG0000502	Prax.g_00849	Syao.g_01974
OG0000503	Prax.g_00839	Syao.g_01877
OG0000504	Prax.g_00838	Syao.g_01875
OG0000505	Prax.g_00837	Syao.g_01874
OG0000506	Prax.g_00835	Syao.g_01872
OG0000507	Prax.g_00832	Syao.g_01866
OG0000508	Prax.g_00828	Syao.g_01750
OG0000509	Prax.g_00826	Syao.g_01755
OG0000510	Prax.g_00825	Syao.g_01756
OG0000511	Prax.g_00824	Syao.g_01757
OG0000512	Prax.g_00822	Syao.g_01759
OG0000513	Prax.g_00815	Syao.g_01720
OG0000514	Prax.g_00769	Syao.g_01727
OG0000515	Prax.g_00768	Syao.g_01728
OG0000516	Prax.g_00767	Syao.g_01730
OG0000517	Prax.g_00765	Syao.g_01735
OG0000518	Prax.g_00754	Syao.g_01621
OG0000519	Prax.g_00753	Syao.g_01622
OG0000520	Prax.g_00752	Syao.g_01512
OG0000521	Prax.g_00747	Syao.g_00061
OG0000522	Prax.g_00746	Syao.g_00059
OG0000523	Prax.g_00745	Syao.g_00058
OG0000524	Prax.g_00740	Syao.g_02699
OG0000525	Prax.g_00737	Syao.g_02691
OG0000526	Prax.g_00736	Syao.g_02688
OG0000527	Prax.g_00729	Syao.g_02684
OG0000528	Prax.g_00724	Syao.g_00031
OG0000529	Prax.g_00721	Syao.g_00027
OG0000530	Prax.g_00718	Syao.g_00122
OG0000531	Prax.g_00717	Syao.g_00121
OG0000532	Prax.g_00715	Syao.g_00118
OG0000533	Prax.g_00714	Syao.g_00116
OG0000534	Prax.g_00713	Syao.g_00115
OG0000535	Prax.g_00712	Syao.g_00114
OG0000536	Prax.g_00711	Syao.g_00113
OG0000537	Prax.g_00709	Syao.g_00112
OG0000538	Prax.g_00701	Syao.g_00100
OG0000539	Prax.g_00700	Syao.g_00099
OG0000540	Prax.g_00699	Syao.g_00098
OG0000541	Prax.g_00698	Syao.g_00097
OG0000542	Prax.g_00696	Syao.g_00167
OG0000543	Prax.g_00694	Syao.g_00165
OG0000544	Prax.g_00693	Syao.g_00164
OG0000545	Prax.g_00691	Syao.g_00162
OG0000546	Prax.g_00688	Syao.g_00160
OG0000547	Prax.g_00686	Syao.g_00158
OG0000548	Prax.g_00685	Syao.g_00157
OG0000549	Prax.g_00683	Syao.g_01391
OG0000550	Prax.g_00678	Syao.g_01396
OG0000551	Prax.g_00674	Syao.g_01401
OG0000552	Prax.g_00673	Syao.g_01402
OG0000553	Prax.g_00672	Syao.g_01404
OG0000554	Prax.g_00667	Syao.g_01413
OG0000555	Prax.g_00003	Syao.g_00875
OG0000556	Prax.g_00005	Syao.g_00871
OG0000557	Prax.g_00006	Syao.g_00866
OG0000558	Prax.g_00008	Syao.g_00864
OG0000559	Prax.g_00012	Syao.g_00860
OG0000560	Prax.g_00015	Syao.g_00857
OG0000561	Prax.g_00016	Syao.g_00856
OG0000562	Prax.g_00017	Syao.g_00855
OG0000563	Prax.g_00018	Syao.g_00854
OG0000564	Prax.g_00019	Syao.g_00853
OG0000565	Prax.g_00022	Syao.g_00849
OG0000566	Prax.g_00024	Syao.g_00845
OG0000567	Prax.g_00028	Syao.g_00841
OG0000568	Prax.g_00029	Syao.g_00839
OG0000569	Prax.g_00030	Syao.g_00838
OG0000570	Prax.g_00031	Syao.g_00837
OG0000571	Prax.g_00033	Syao.g_00834
OG0000572	Prax.g_00046	Syao.g_01033
OG0000573	Prax.g_00051	Syao.g_01022
OG0000574	Prax.g_00052	Syao.g_01021
OG0000575	Prax.g_00056	Syao.g_01000
OG0000576	Prax.g_00058	Syao.g_00996
OG0000577	Prax.g_00059	Syao.g_00995
OG0000578	Prax.g_00060	Syao.g_00994
OG0000579	Prax.g_00061	Syao.g_00993
OG0000580	Prax.g_00062	Syao.g_00992
OG0000581	Prax.g_00064	Syao.g_01059
OG0000582	Prax.g_00067	Syao.g_01204
OG0000583	Prax.g_00068	Syao.g_01205
OG0000584	Prax.g_00069	Syao.g_01206
OG0000585	Prax.g_00071	Syao.g_01054
OG0000586	Prax.g_00072	Syao.g_01055
OG0000587	Prax.g_00073	Syao.g_01057
OG0000588	Prax.g_00077	Syao.g_00406
OG0000589	Prax.g_00080	Syao.g_01342
OG0000590	Prax.g_00081	Syao.g_01341
OG0000591	Prax.g_00084	Syao.g_01330
OG0000592	Prax.g_00085	Syao.g_01329
OG0000593	Prax.g_00091	Syao.g_00890
OG0000594	Prax.g_00092	Syao.g_00891
OG0000595	Prax.g_00093	Syao.g_00892
OG0000596	Prax.g_00097	Syao.g_00897
OG0000597	Prax.g_00099	Syao.g_00900
OG0000598	Prax.g_00100	Syao.g_00901
OG0000599	Prax.g_00103	Syao.g_00908
OG0000600	Prax.g_00104	Syao.g_00909
OG0000601	Prax.g_00105	Syao.g_00910
OG0000602	Prax.g_00107	Syao.g_00914
OG0000603	Prax.g_00108	Syao.g_00915
