Orthogroup	Prax	Prbk
OG0000067	Prax.g_00373	Prbk.g_02468
OG0000068	Prax.g_01863	Prbk.g_02052
OG0000070	Prax.g_00750	Prbk.g_00310
OG0000071	Prax.g_01899	Prbk.g_01183
OG0000072	Prax.g_01047	Prbk.g_00778
OG0000073	Prax.g_00702	Prbk.g_01862
OG0000075	Prax.g_01370	Prbk.g_00514
OG0000076	Prax.g_01394	Prbk.g_00237
OG0000077	Prax.g_00649	Prbk.g_01308
OG0000078	Prax.g_00979	Prbk.g_01515
OG0000079	Prax.g_00923	Prbk.g_01000
OG0000081	Prax.g_00670	Prbk.g_01772
OG0000082	Prax.g_00045	Prbk.g_01122
OG0000084	Prax.g_01737	Prbk.g_00255
OG0000085	Prax.g_01566	Prbk.g_00919
OG0000086	Prax.g_00659	Prbk.g_01295
OG0000087	Prax.g_01079	Prbk.g_00559
OG0000088	Prax.g_01052	Prbk.g_00773
OG0000089	Prax.g_00817	Prbk.g_00364
OG0000090	Prax.g_00668	Prbk.g_01080
OG0000091	Prax.g_00101	Prbk.g_02639
OG0000093	Prax.g_01769, Prax.g_00588	Prbk.g_02444
OG0000094	Prax.g_01185	Prbk.g_02190
OG0000097	Prax.g_00241	Prbk.g_00189
OG0000098	Prax.g_01881	Prbk.g_01199
OG0000099	Prax.g_01825	Prbk.g_00476
OG0000100	Prax.g_01654	Prbk.g_01360, Prbk.g_02498
OG0000101	Prax.g_01338	Prbk.g_00796, Prbk.g_00944
OG0000102	Prax.g_01399	Prbk.g_01484
OG0000103	Prax.g_01478	Prbk.g_02260
OG0000104	Prax.g_01486	Prbk.g_02274
OG0000105	Prax.g_00901	Prbk.g_00409
OG0000106	Prax.g_00803	Prbk.g_00925
OG0000108	Prax.g_00722	Prbk.g_02061
OG0000109	Prax.g_00707	Prbk.g_02077
OG0000110	Prax.g_00035	Prbk.g_01110
OG0000111	Prax.g_00943	Prbk.g_01766
OG0000112	Prax.g_00409	Prbk.g_02332
OG0000113	Prax.g_00351	Prbk.g_02493
OG0000114	Prax.g_00561	Prbk.g_02396
OG0000115	Prax.g_00132	Prbk.g_01234
OG0000116	Prax.g_00190	Prbk.g_01034
OG0000117	Prax.g_01959	Prbk.g_01496
OG0000118	Prax.g_01887	Prbk.g_01169
OG0000119	Prax.g_01867	Prbk.g_01746, Prbk.g_01786
OG0000120	Prax.g_01832	Prbk.g_00477
OG0000121	Prax.g_01726	Prbk.g_00267, Prbk.g_00261
OG0000122	Prax.g_01688	Prbk.g_02664
OG0000123	Prax.g_01345	Prbk.g_00805
OG0000124	Prax.g_01410	Prbk.g_01539
OG0000125	Prax.g_01447	Prbk.g_02168
OG0000126	Prax.g_01485	Prbk.g_02272
OG0000128	Prax.g_01974	Prbk.g_02290
OG0000129	Prax.g_00269	Prbk.g_02156
OG0000130	Prax.g_00640	Prbk.g_01320
OG0000131	Prax.g_01073	Prbk.g_00751
OG0000132	Prax.g_01054	Prbk.g_00771
OG0000133	Prax.g_00853, Prax.g_00852, Prax.g_01783	Prbk.g_00472
OG0000134	Prax.g_01573, Prax.g_00816	Prbk.g_00361
OG0000135	Prax.g_00792	Prbk.g_02209
OG0000136	Prax.g_00759	Prbk.g_00323
OG0000137	Prax.g_00727	Prbk.g_02113
OG0000138	Prax.g_00706	Prbk.g_02078
OG0000139	Prax.g_00664	Prbk.g_01086
OG0000140	Prax.g_00663	Prbk.g_01092
OG0000141	Prax.g_00066	Prbk.g_01154
OG0000142	Prax.g_00094	Prbk.g_02631
OG0000143	Prax.g_00098	Prbk.g_02635
OG0000144	Prax.g_00111	Prbk.g_00739
OG0000145	Prax.g_00413	Prbk.g_01863
OG0000146	Prax.g_00408	Prbk.g_02333
OG0000147	Prax.g_00407	Prbk.g_02334
OG0000148	Prax.g_00357	Prbk.g_02487
OG0000149	Prax.g_00326	Prbk.g_02544
OG0000150	Prax.g_00318	Prbk.g_02567
OG0000151	Prax.g_00571	Prbk.g_02417
OG0000152	Prax.g_01129	Prbk.g_02324
OG0000153	Prax.g_01148	Prbk.g_02297
OG0000154	Prax.g_01178	Prbk.g_00584
OG0000155	Prax.g_00220	Prbk.g_00099
OG0000156	Prax.g_01910	Prbk.g_00164
OG0000157	Prax.g_01909	Prbk.g_00163
OG0000158	Prax.g_01780	Prbk.g_00526
OG0000160	Prax.g_01727	Prbk.g_00260
OG0000161	Prax.g_01721	Prbk.g_00274
OG0000162	Prax.g_01715	Prbk.g_00280
OG0000163	Prax.g_01681	Prbk.g_02002
OG0000164	Prax.g_01535	Prbk.g_01432
OG0000165	Prax.g_01528	Prbk.g_01423
OG0000166	Prax.g_01302	Prbk.g_00982
OG0000167	Prax.g_01368	Prbk.g_00512
OG0000168	Prax.g_01378	Prbk.g_00527
OG0000169	Prax.g_01388	Prbk.g_00220
OG0000170	Prax.g_01390	Prbk.g_00232
OG0000171	Prax.g_01409	Prbk.g_01538
OG0000172	Prax.g_01418	Prbk.g_01573
OG0000173	Prax.g_01433	Prbk.g_01594
OG0000174	Prax.g_01460	Prbk.g_02211
OG0000175	Prax.g_01470	Prbk.g_02249
OG0000176	Prax.g_01494	Prbk.g_02282
OG0000177	Prax.g_01495	Prbk.g_02283
OG0000178	Prax.g_01496	Prbk.g_02284
OG0000179	Prax.g_00297	Prbk.g_01633
OG0000180	Prax.g_00296	Prbk.g_01632
OG0000181	Prax.g_00295	Prbk.g_01631
OG0000182	Prax.g_00294	Prbk.g_01630
OG0000183	Prax.g_00290	Prbk.g_01626
OG0000184	Prax.g_00621	Prbk.g_02148
OG0000185	Prax.g_00624	Prbk.g_02126
OG0000186	Prax.g_00635	Prbk.g_01326
OG0000187	Prax.g_00636	Prbk.g_01324
OG0000188	Prax.g_00653	Prbk.g_01303
OG0000189	Prax.g_01122	Prbk.g_00024
OG0000190	Prax.g_01121	Prbk.g_00022
OG0000191	Prax.g_01101	Prbk.g_00197
OG0000192	Prax.g_01097	Prbk.g_00206
OG0000193	Prax.g_01072	Prbk.g_00752
OG0000194	Prax.g_01069	Prbk.g_00755
OG0000195	Prax.g_01067	Prbk.g_00757
OG0000196	Prax.g_01057	Prbk.g_00768
OG0000197	Prax.g_01056	Prbk.g_00769
OG0000198	Prax.g_01055	Prbk.g_00770
OG0000199	Prax.g_01048	Prbk.g_00777
OG0000201	Prax.g_01026	Prbk.g_01261
OG0000202	Prax.g_01025	Prbk.g_01260
OG0000203	Prax.g_01024	Prbk.g_01259
OG0000204	Prax.g_01023	Prbk.g_01258
OG0000205	Prax.g_01016	Prbk.g_01251
OG0000206	Prax.g_01011	Prbk.g_00632
OG0000207	Prax.g_01009	Prbk.g_00686
OG0000208	Prax.g_01008	Prbk.g_00685
OG0000209	Prax.g_00999	Prbk.g_00658
OG0000210	Prax.g_00998	Prbk.g_00657
OG0000211	Prax.g_00985	Prbk.g_01368
OG0000212	Prax.g_00978	Prbk.g_01514
OG0000213	Prax.g_00918	Prbk.g_00374
OG0000214	Prax.g_00908	Prbk.g_00401
OG0000215	Prax.g_00883	Prbk.g_00431
OG0000216	Prax.g_00881	Prbk.g_00434
OG0000217	Prax.g_00878	Prbk.g_00438
OG0000218	Prax.g_00876	Prbk.g_00442
OG0000219	Prax.g_00875	Prbk.g_00443
OG0000220	Prax.g_00874	Prbk.g_00444
OG0000221	Prax.g_00873	Prbk.g_00449
OG0000222	Prax.g_00865	Prbk.g_00458
OG0000223	Prax.g_00850	Prbk.g_00481
OG0000224	Prax.g_00848	Prbk.g_00492
OG0000225	Prax.g_00827	Prbk.g_00889
OG0000226	Prax.g_00823	Prbk.g_00893
OG0000227	Prax.g_00821	Prbk.g_00895
OG0000228	Prax.g_00818	Prbk.g_00365
OG0000229	Prax.g_00764	Prbk.g_00328
OG0000230	Prax.g_00762	Prbk.g_00326
OG0000231	Prax.g_00751	Prbk.g_00311
OG0000232	Prax.g_00743	Prbk.g_00295
OG0000233	Prax.g_00738	Prbk.g_02092
OG0000234	Prax.g_00726	Prbk.g_02114
OG0000235	Prax.g_00723	Prbk.g_02060
OG0000236	Prax.g_00708	Prbk.g_02076
OG0000237	Prax.g_00695	Prbk.g_01047
OG0000238	Prax.g_00689	Prbk.g_01051
OG0000239	Prax.g_00676	Prbk.g_01067
OG0000240	Prax.g_00675	Prbk.g_01068
OG0000241	Prax.g_00671	Prbk.g_01965
OG0000242	Prax.g_00669	Prbk.g_01078
OG0000243	Prax.g_00004	Prbk.g_02684
OG0000244	Prax.g_00007	Prbk.g_01897
OG0000245	Prax.g_00009	Prbk.g_01894
OG0000246	Prax.g_00013	Prbk.g_01890
OG0000247	Prax.g_00023	Prbk.g_01879
OG0000248	Prax.g_00025	Prbk.g_01876
OG0000249	Prax.g_00027	Prbk.g_01874
OG0000250	Prax.g_00032	Prbk.g_01106
OG0000251	Prax.g_00050	Prbk.g_01130
OG0000252	Prax.g_00053	Prbk.g_01133
OG0000253	Prax.g_00054	Prbk.g_01139
OG0000254	Prax.g_00070	Prbk.g_01158
OG0000255	Prax.g_00076	Prbk.g_02604
OG0000256	Prax.g_00086	Prbk.g_02618
OG0000257	Prax.g_00089	Prbk.g_02624
OG0000258	Prax.g_00102	Prbk.g_02647
OG0000259	Prax.g_00119	Prbk.g_00720
OG0000260	Prax.g_00122	Prbk.g_00717
OG0000261	Prax.g_00977	Prbk.g_00714
OG0000262	Prax.g_00973	Prbk.g_00709
OG0000263	Prax.g_00961	Prbk.g_00672
OG0000264	Prax.g_00951	Prbk.g_01815
OG0000265	Prax.g_00485	Prbk.g_00619, Prbk.g_01835
OG0000266	Prax.g_00475	Prbk.g_00608
OG0000267	Prax.g_00464	Prbk.g_02371
OG0000268	Prax.g_00463	Prbk.g_02370
OG0000269	Prax.g_00378	Prbk.g_02463
OG0000270	Prax.g_00375	Prbk.g_02466
OG0000271	Prax.g_00367	Prbk.g_02474
OG0000272	Prax.g_00366	Prbk.g_02475
OG0000273	Prax.g_00343	Prbk.g_02526
OG0000274	Prax.g_00342	Prbk.g_02527
OG0000275	Prax.g_00339	Prbk.g_02530
OG0000276	Prax.g_00334	Prbk.g_02536
OG0000277	Prax.g_00333	Prbk.g_02537
OG0000278	Prax.g_00330	Prbk.g_02540
OG0000279	Prax.g_00323	Prbk.g_02548
OG0000280	Prax.g_00322	Prbk.g_02554
OG0000281	Prax.g_00317	Prbk.g_02568
OG0000282	Prax.g_00563	Prbk.g_02398
OG0000283	Prax.g_00597	Prbk.g_02359
OG0000284	Prax.g_00602	Prbk.g_02353
OG0000285	Prax.g_00607	Prbk.g_01698
OG0000286	Prax.g_00619	Prbk.g_02325
OG0000287	Prax.g_01145	Prbk.g_01728
OG0000288	Prax.g_01177	Prbk.g_00583
OG0000289	Prax.g_01188	Prbk.g_00596
OG0000290	Prax.g_01201	Prbk.g_00059
OG0000291	Prax.g_01203	Prbk.g_00057
OG0000292	Prax.g_01759, Prax.g_01254	Prbk.g_02271
OG0000293	Prax.g_00191	Prbk.g_01032
OG0000294	Prax.g_00192	Prbk.g_01031
OG0000295	Prax.g_00212	Prbk.g_00106
OG0000296	Prax.g_00214	Prbk.g_00104
OG0000297	Prax.g_00222	Prbk.g_01498
OG0000298	Prax.g_00223	Prbk.g_01497
OG0000299	Prax.g_00240	Prbk.g_01508
OG0000300	Prax.g_00243	Prbk.g_00186
OG0000301	Prax.g_00244	Prbk.g_00185
OG0000302	Prax.g_00246	Prbk.g_00182
OG0000303	Prax.g_00253	Prbk.g_00097
OG0000304	Prax.g_00257	Prbk.g_00121
OG0000305	Prax.g_01871	Prbk.g_00055
OG0000306	Prax.g_01868	Prbk.g_02578
OG0000307	Prax.g_01854	Prbk.g_02044
OG0000308	Prax.g_01853	Prbk.g_02042
OG0000309	Prax.g_01849	Prbk.g_02038
OG0000310	Prax.g_01748	Prbk.g_01937
OG0000311	Prax.g_01746	Prbk.g_00243
OG0000312	Prax.g_01743	Prbk.g_00247
OG0000313	Prax.g_01724	Prbk.g_00271
OG0000314	Prax.g_01701	Prbk.g_01222
OG0000315	Prax.g_01691	Prbk.g_01212
OG0000316	Prax.g_01671	Prbk.g_01991
OG0000317	Prax.g_01561	Prbk.g_00913
OG0000318	Prax.g_01558	Prbk.g_00906
OG0000319	Prax.g_01545	Prbk.g_01443
OG0000320	Prax.g_01543	Prbk.g_01441
OG0000321	Prax.g_01542	Prbk.g_01440
OG0000322	Prax.g_01541	Prbk.g_01439
OG0000323	Prax.g_01532	Prbk.g_01428
OG0000324	Prax.g_01505	Prbk.g_01399
OG0000325	Prax.g_01263	Prbk.g_01904
OG0000326	Prax.g_01269	Prbk.g_01912
OG0000327	Prax.g_01297	Prbk.g_00987
OG0000328	Prax.g_01298	Prbk.g_00986
OG0000329	Prax.g_01315	Prbk.g_00969
OG0000330	Prax.g_01316	Prbk.g_00968
OG0000331	Prax.g_01317	Prbk.g_00967
OG0000332	Prax.g_01331	Prbk.g_00952
OG0000333	Prax.g_01333	Prbk.g_00950
OG0000334	Prax.g_01341	Prbk.g_00801
OG0000335	Prax.g_01346	Prbk.g_00806
OG0000336	Prax.g_01350	Prbk.g_00810
OG0000337	Prax.g_01366	Prbk.g_00506
OG0000338	Prax.g_01367	Prbk.g_00510
OG0000339	Prax.g_01371	Prbk.g_00516
OG0000340	Prax.g_01379	Prbk.g_00528
OG0000341	Prax.g_01381	Prbk.g_00530
OG0000342	Prax.g_01382	Prbk.g_00531
OG0000343	Prax.g_01383	Prbk.g_00215
OG0000344	Prax.g_01386	Prbk.g_00218
OG0000345	Prax.g_01391	Prbk.g_00233
OG0000346	Prax.g_01395	Prbk.g_00238
OG0000347	Prax.g_01411	Prbk.g_01540
OG0000348	Prax.g_01421	Prbk.g_01578
OG0000349	Prax.g_01438	Prbk.g_01602
OG0000350	Prax.g_01456	Prbk.g_02204
OG0000351	Prax.g_01473	Prbk.g_02252
OG0000352	Prax.g_01474	Prbk.g_02253
OG0000353	Prax.g_01489	Prbk.g_02277
OG0000355	Prax.g_01491	Prbk.g_02279
OG0000356	Prax.g_01492	Prbk.g_02280
OG0000357	Prax.g_01493	Prbk.g_02281
OG0000358	Prax.g_01497	Prbk.g_02285
OG0000359	Prax.g_01498	Prbk.g_02287
OG0000360	Prax.g_01499	Prbk.g_02288
OG0000361	Prax.g_01975	Prbk.g_02289
OG0000362	Prax.g_01973	Prbk.g_02291
OG0000363	Prax.g_00299	Prbk.g_01639
OG0000364	Prax.g_00298	Prbk.g_01638
OG0000365	Prax.g_00293	Prbk.g_01629
OG0000366	Prax.g_00292	Prbk.g_01628
OG0000367	Prax.g_00291	Prbk.g_01627
OG0000368	Prax.g_00289	Prbk.g_01625
OG0000369	Prax.g_00288	Prbk.g_01624
OG0000370	Prax.g_00287	Prbk.g_01623
OG0000371	Prax.g_00281	Prbk.g_01614
OG0000372	Prax.g_00278	Prbk.g_01609
OG0000373	Prax.g_00277	Prbk.g_01608
OG0000374	Prax.g_00276	Prbk.g_01607
OG0000375	Prax.g_00273	Prbk.g_01606
OG0000376	Prax.g_00271	Prbk.g_01604
OG0000377	Prax.g_00261	Prbk.g_02155
OG0000378	Prax.g_00622	Prbk.g_02141
OG0000379	Prax.g_00625	Prbk.g_02125
OG0000380	Prax.g_00637	Prbk.g_01323
OG0000381	Prax.g_00641	Prbk.g_01319
OG0000382	Prax.g_00652	Prbk.g_01304
OG0000383	Prax.g_00654	Prbk.g_01302
OG0000384	Prax.g_00655	Prbk.g_01301
OG0000385	Prax.g_00656	Prbk.g_01300
OG0000386	Prax.g_00657	Prbk.g_01299
OG0000387	Prax.g_01119	Prbk.g_00020
OG0000388	Prax.g_01116	Prbk.g_00016
OG0000389	Prax.g_01113	Prbk.g_00012
OG0000390	Prax.g_01106	Prbk.g_00191
OG0000391	Prax.g_01102	Prbk.g_00196
OG0000392	Prax.g_01098	Prbk.g_00202
OG0000393	Prax.g_01096	Prbk.g_00207
OG0000394	Prax.g_01095	Prbk.g_00208
OG0000395	Prax.g_01094	Prbk.g_00209
OG0000396	Prax.g_01091	Prbk.g_00542
OG0000397	Prax.g_01089	Prbk.g_00544
OG0000398	Prax.g_01087	Prbk.g_00549
OG0000399	Prax.g_01086	Prbk.g_00550
OG0000400	Prax.g_01085	Prbk.g_00551
OG0000401	Prax.g_01084	Prbk.g_00552
OG0000402	Prax.g_01082	Prbk.g_00554
OG0000403	Prax.g_01081	Prbk.g_00555
OG0000404	Prax.g_01080	Prbk.g_00557
OG0000405	Prax.g_01076	Prbk.g_00749
OG0000406	Prax.g_01071	Prbk.g_00753
OG0000407	Prax.g_01070	Prbk.g_00754
OG0000408	Prax.g_01068	Prbk.g_00756
OG0000409	Prax.g_01066	Prbk.g_00758
OG0000410	Prax.g_01065	Prbk.g_00759
OG0000411	Prax.g_01064	Prbk.g_00760
OG0000412	Prax.g_01063	Prbk.g_00761
OG0000413	Prax.g_01062	Prbk.g_00763
OG0000414	Prax.g_01061	Prbk.g_00764
OG0000415	Prax.g_01060	Prbk.g_00765
OG0000416	Prax.g_01059	Prbk.g_00766
OG0000417	Prax.g_01058	Prbk.g_00767
OG0000418	Prax.g_01053	Prbk.g_00772
OG0000419	Prax.g_01051	Prbk.g_00774
OG0000420	Prax.g_01050	Prbk.g_00775
OG0000421	Prax.g_01045	Prbk.g_00779
OG0000422	Prax.g_01044	Prbk.g_00780
OG0000423	Prax.g_01043	Prbk.g_00781
OG0000424	Prax.g_01042	Prbk.g_00782
OG0000425	Prax.g_01041	Prbk.g_00783
OG0000426	Prax.g_01040	Prbk.g_00784
OG0000427	Prax.g_01039	Prbk.g_00785
OG0000428	Prax.g_01037	Prbk.g_02425
OG0000429	Prax.g_01036	Prbk.g_01283
OG0000430	Prax.g_01035	Prbk.g_01281
OG0000431	Prax.g_01033	Prbk.g_01277
OG0000432	Prax.g_01030	Prbk.g_01270
OG0000433	Prax.g_01029	Prbk.g_01267
OG0000434	Prax.g_01028	Prbk.g_01266
OG0000435	Prax.g_01027	Prbk.g_01263
OG0000436	Prax.g_01022	Prbk.g_01257
OG0000437	Prax.g_01021	Prbk.g_01256
OG0000438	Prax.g_01020	Prbk.g_01255
OG0000439	Prax.g_01018	Prbk.g_01253
OG0000440	Prax.g_01017	Prbk.g_01252
OG0000441	Prax.g_01014	Prbk.g_01245
OG0000442	Prax.g_01013	Prbk.g_01244
OG0000443	Prax.g_01012	Prbk.g_00631
OG0000444	Prax.g_01007	Prbk.g_00683
OG0000445	Prax.g_01006	Prbk.g_00682
OG0000446	Prax.g_01005	Prbk.g_00680
OG0000447	Prax.g_01004	Prbk.g_00670
OG0000448	Prax.g_01003	Prbk.g_00669
OG0000449	Prax.g_01002	Prbk.g_00668
OG0000450	Prax.g_01001	Prbk.g_00662
OG0000451	Prax.g_01000	Prbk.g_00661
OG0000452	Prax.g_00997	Prbk.g_00656
OG0000453	Prax.g_00996	Prbk.g_00655
OG0000454	Prax.g_00995	Prbk.g_00654
OG0000455	Prax.g_00994	Prbk.g_00653
OG0000456	Prax.g_00993	Prbk.g_00652
OG0000457	Prax.g_00992	Prbk.g_00650
OG0000458	Prax.g_00991	Prbk.g_00649
OG0000459	Prax.g_00990	Prbk.g_00648
OG0000460	Prax.g_00983	Prbk.g_01369
OG0000461	Prax.g_00933	Prbk.g_01900
OG0000462	Prax.g_00931	Prbk.g_01012
OG0000463	Prax.g_00930	Prbk.g_01011
OG0000464	Prax.g_00929	Prbk.g_01010
OG0000465	Prax.g_00928	Prbk.g_01008
OG0000466	Prax.g_00925	Prbk.g_01003
OG0000467	Prax.g_00924	Prbk.g_01001
OG0000468	Prax.g_00922	Prbk.g_00371
OG0000469	Prax.g_00913	Prbk.g_00384
OG0000470	Prax.g_00911	Prbk.g_00397
OG0000471	Prax.g_00910	Prbk.g_00398
OG0000472	Prax.g_00909	Prbk.g_00400
OG0000473	Prax.g_00907	Prbk.g_00402
OG0000474	Prax.g_00906	Prbk.g_00403
OG0000475	Prax.g_00905	Prbk.g_00404
OG0000476	Prax.g_00904	Prbk.g_00406
OG0000477	Prax.g_00900	Prbk.g_00411
OG0000478	Prax.g_00899	Prbk.g_00412
OG0000479	Prax.g_00898	Prbk.g_00413
OG0000480	Prax.g_00893	Prbk.g_00420
OG0000481	Prax.g_00891	Prbk.g_00422
OG0000482	Prax.g_00890	Prbk.g_00423
OG0000483	Prax.g_00887	Prbk.g_00427
OG0000484	Prax.g_00886	Prbk.g_00428
OG0000485	Prax.g_00885	Prbk.g_00429
OG0000486	Prax.g_00884	Prbk.g_00430
OG0000487	Prax.g_00880	Prbk.g_00435
OG0000488	Prax.g_00877	Prbk.g_00439
OG0000489	Prax.g_00872	Prbk.g_00450
OG0000490	Prax.g_00867	Prbk.g_00456
OG0000491	Prax.g_00866	Prbk.g_00457
OG0000492	Prax.g_00864	Prbk.g_00460
OG0000493	Prax.g_00863	Prbk.g_00461
OG0000494	Prax.g_00862	Prbk.g_00462
OG0000495	Prax.g_00861	Prbk.g_00463
OG0000496	Prax.g_00860	Prbk.g_00464
OG0000497	Prax.g_00859	Prbk.g_00465
OG0000498	Prax.g_00858	Prbk.g_00466
OG0000499	Prax.g_00857	Prbk.g_00467
OG0000500	Prax.g_00856	Prbk.g_00468
OG0000501	Prax.g_00854	Prbk.g_00471
OG0000502	Prax.g_00849	Prbk.g_00483
OG0000503	Prax.g_00839	Prbk.g_00871
OG0000504	Prax.g_00838	Prbk.g_00873
OG0000505	Prax.g_00837	Prbk.g_00874
OG0000506	Prax.g_00835	Prbk.g_00876
OG0000507	Prax.g_00832	Prbk.g_00881
OG0000508	Prax.g_00828	Prbk.g_00888
OG0000509	Prax.g_00826	Prbk.g_00890
OG0000510	Prax.g_00825	Prbk.g_00891
OG0000511	Prax.g_00824	Prbk.g_00892
OG0000512	Prax.g_00822	Prbk.g_00894
OG0000513	Prax.g_00815	Prbk.g_00360
OG0000514	Prax.g_00769	Prbk.g_00352
OG0000515	Prax.g_00768	Prbk.g_00351
OG0000516	Prax.g_00767	Prbk.g_00339
OG0000517	Prax.g_00765	Prbk.g_00329
OG0000518	Prax.g_00754	Prbk.g_00317
OG0000519	Prax.g_00753	Prbk.g_00316
OG0000520	Prax.g_00752	Prbk.g_00315
OG0000521	Prax.g_00747	Prbk.g_00301
OG0000522	Prax.g_00746	Prbk.g_00299
OG0000523	Prax.g_00745	Prbk.g_00298
OG0000524	Prax.g_00740	Prbk.g_02088
OG0000525	Prax.g_00737	Prbk.g_02105
OG0000526	Prax.g_00736	Prbk.g_02107
OG0000527	Prax.g_00729	Prbk.g_02111
OG0000528	Prax.g_00724	Prbk.g_02056
OG0000529	Prax.g_00721	Prbk.g_02062
OG0000530	Prax.g_00718	Prbk.g_02065
OG0000531	Prax.g_00717	Prbk.g_02066
OG0000532	Prax.g_00715	Prbk.g_02069
OG0000533	Prax.g_00714	Prbk.g_02071
OG0000534	Prax.g_00713	Prbk.g_02072
OG0000535	Prax.g_00712	Prbk.g_02073
OG0000536	Prax.g_00711	Prbk.g_02074
OG0000537	Prax.g_00709	Prbk.g_02075
OG0000538	Prax.g_00701	Prbk.g_01865
OG0000539	Prax.g_00700	Prbk.g_01041
OG0000540	Prax.g_00699	Prbk.g_01042
OG0000541	Prax.g_00698	Prbk.g_01043
OG0000542	Prax.g_00696	Prbk.g_01046
OG0000543	Prax.g_00694	Prbk.g_01048
OG0000544	Prax.g_00693	Prbk.g_01049
OG0000545	Prax.g_00691	Prbk.g_01050
OG0000546	Prax.g_00688	Prbk.g_01052
OG0000547	Prax.g_00686	Prbk.g_01054
OG0000548	Prax.g_00685	Prbk.g_01055
OG0000549	Prax.g_00683	Prbk.g_01061
OG0000550	Prax.g_00678	Prbk.g_01066
OG0000551	Prax.g_00674	Prbk.g_01070
OG0000552	Prax.g_00673	Prbk.g_01071
OG0000553	Prax.g_00672	Prbk.g_01076
OG0000554	Prax.g_00667	Prbk.g_01081
OG0000555	Prax.g_00003	Prbk.g_01099
OG0000556	Prax.g_00005	Prbk.g_02686
OG0000557	Prax.g_00006	Prbk.g_01898
OG0000558	Prax.g_00008	Prbk.g_01895
OG0000559	Prax.g_00012	Prbk.g_01891
OG0000560	Prax.g_00015	Prbk.g_01888
OG0000561	Prax.g_00016	Prbk.g_01887
OG0000562	Prax.g_00017	Prbk.g_01886
OG0000563	Prax.g_00018	Prbk.g_01885
OG0000564	Prax.g_00019	Prbk.g_01884
OG0000565	Prax.g_00022	Prbk.g_01881
OG0000566	Prax.g_00024	Prbk.g_01877
OG0000567	Prax.g_00028	Prbk.g_01873
OG0000568	Prax.g_00029	Prbk.g_01871
OG0000569	Prax.g_00030	Prbk.g_01104
OG0000570	Prax.g_00031	Prbk.g_01105
OG0000571	Prax.g_00033	Prbk.g_01108
OG0000572	Prax.g_00046	Prbk.g_01124
OG0000573	Prax.g_00051	Prbk.g_01131
OG0000574	Prax.g_00052	Prbk.g_01132
