Orthogroup	Prax	Syab
OG0000167	Prax.g_01368	Syab.g_00205
OG0000168	Prax.g_01378	Syab.g_00136
OG0000169	Prax.g_01388	Syab.g_00125
OG0000170	Prax.g_01390	Syab.g_00118
OG0000171	Prax.g_01409	Syab.g_00089
OG0000172	Prax.g_01418	Syab.g_00080
OG0000173	Prax.g_01433	Syab.g_00061
OG0000174	Prax.g_01460	Syab.g_02819
OG0000175	Prax.g_01470	Syab.g_02876
OG0000176	Prax.g_01494	Syab.g_00004
OG0000177	Prax.g_01495	Syab.g_00005
OG0000178	Prax.g_01496	Syab.g_00006
OG0000179	Prax.g_00297	Syab.g_00022
OG0000180	Prax.g_00296	Syab.g_00023
OG0000181	Prax.g_00295	Syab.g_00024
OG0000182	Prax.g_00294	Syab.g_00025
OG0000183	Prax.g_00290	Syab.g_00029
OG0000184	Prax.g_00621	Syab.g_02738
OG0000185	Prax.g_00624	Syab.g_02715
OG0000186	Prax.g_00635	Syab.g_02430
OG0000187	Prax.g_00636	Syab.g_02431
OG0000188	Prax.g_00653	Syab.g_02454
OG0000189	Prax.g_01122	Syab.g_02487
OG0000190	Prax.g_01121	Syab.g_00190, Syab.g_00139
OG0000191	Prax.g_01101	Syab.g_02522
OG0000192	Prax.g_01097	Syab.g_02528
OG0000193	Prax.g_01072	Syab.g_02565
OG0000194	Prax.g_01069	Syab.g_02568
OG0000195	Prax.g_01067	Syab.g_02570
OG0000196	Prax.g_01057	Syab.g_02581
OG0000197	Prax.g_01056	Syab.g_02582
OG0000198	Prax.g_01055	Syab.g_02583
OG0000199	Prax.g_01048	Syab.g_02591
OG0000200	Prax.g_01034	Syab.g_02611
OG0000201	Prax.g_01026	Syab.g_02628
OG0000202	Prax.g_01025	Syab.g_02629
OG0000203	Prax.g_01024	Syab.g_02630
OG0000204	Prax.g_01023	Syab.g_02631
OG0000205	Prax.g_01016	Syab.g_02638
OG0000206	Prax.g_01011	Syab.g_02674
OG0000207	Prax.g_01009	Syab.g_02677
OG0000208	Prax.g_01008	Syab.g_02678
OG0000209	Prax.g_00999	Syab.g_02698
OG0000210	Prax.g_00998	Syab.g_02699
OG0000212	Prax.g_00978	Syab.g_02365
OG0000213	Prax.g_00918	Syab.g_00332
OG0000214	Prax.g_00908	Syab.g_00312
OG0000215	Prax.g_00883	Syab.g_00281
OG0000216	Prax.g_00881	Syab.g_00277
OG0000217	Prax.g_00878	Syab.g_00273
OG0000218	Prax.g_00876	Syab.g_00271
OG0000219	Prax.g_00875	Syab.g_00270
OG0000220	Prax.g_00874	Syab.g_00269
OG0000221	Prax.g_00873	Syab.g_00257
OG0000222	Prax.g_00865	Syab.g_00244
OG0000223	Prax.g_00850	Syab.g_00226
OG0000224	Prax.g_00848	Syab.g_00223
OG0000225	Prax.g_00827	Syab.g_00538
OG0000226	Prax.g_00823	Syab.g_00542
OG0000227	Prax.g_00821	Syab.g_00544
OG0000228	Prax.g_00818	Syab.g_00550
OG0000229	Prax.g_00764	Syab.g_00583
OG0000230	Prax.g_00762	Syab.g_00585
OG0000231	Prax.g_00751	Syab.g_00613
OG0000232	Prax.g_00743	Syab.g_00631
OG0000233	Prax.g_00738	Syab.g_00645
OG0000234	Prax.g_00726	Syab.g_00699
OG0000235	Prax.g_00723	Syab.g_02095
OG0000236	Prax.g_00708	Syab.g_02111
OG0000237	Prax.g_00695	Syab.g_02129
OG0000238	Prax.g_00689	Syab.g_02134
OG0000239	Prax.g_00676	Syab.g_02151
OG0000240	Prax.g_00675	Syab.g_02152
OG0000241	Prax.g_00671	Syab.g_01884
OG0000242	Prax.g_00669	Syab.g_02043
OG0000243	Prax.g_00004	Syab.g_02025
OG0000244	Prax.g_00007	Syab.g_02017
OG0000245	Prax.g_00009	Syab.g_02015
OG0000246	Prax.g_00013	Syab.g_02011
OG0000247	Prax.g_00023	Syab.g_01999
OG0000248	Prax.g_00025	Syab.g_01996
OG0000249	Prax.g_00027	Syab.g_01994
OG0000250	Prax.g_00032	Syab.g_01988
OG0000251	Prax.g_00050	Syab.g_01961
OG0000252	Prax.g_00053	Syab.g_01958
OG0000253	Prax.g_00054	Syab.g_01956
OG0000254	Prax.g_00070	Syab.g_01925
OG0000255	Prax.g_00076	Syab.g_01912
OG0000256	Prax.g_00086	Syab.g_01890
OG0000257	Prax.g_00089	Syab.g_01885
OG0000258	Prax.g_00102	Syab.g_01861
OG0000259	Prax.g_00119	Syab.g_01538
OG0000260	Prax.g_00122	Syab.g_01544
OG0000261	Prax.g_00977	Syab.g_01556
OG0000262	Prax.g_00973	Syab.g_01561
OG0000263	Prax.g_00961	Syab.g_01035
OG0000264	Prax.g_00951	Syab.g_01173
OG0000265	Prax.g_00485	Syab.g_01773
OG0000266	Prax.g_00475	Syab.g_01667
OG0000267	Prax.g_00464	Syab.g_01433
OG0000268	Prax.g_00463	Syab.g_01432
OG0000269	Prax.g_00378	Syab.g_01650
OG0000270	Prax.g_00375	Syab.g_01657
OG0000271	Prax.g_00367	Syab.g_01279
OG0000272	Prax.g_00366	Syab.g_01280
OG0000274	Prax.g_00342	Syab.g_01700
OG0000275	Prax.g_00339	Syab.g_01704
OG0000276	Prax.g_00334	Syab.g_01712
OG0000277	Prax.g_00333	Syab.g_01713
OG0000278	Prax.g_00330	Syab.g_01716
OG0000279	Prax.g_00323	Syab.g_01724
OG0000280	Prax.g_00322	Syab.g_01736
OG0000281	Prax.g_00317	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prax.g_00563	Syab.g_01631
OG0000283	Prax.g_00597	Syab.g_01418
OG0000284	Prax.g_00602	Syab.g_01413
OG0000285	Prax.g_00607	Syab.g_01402
OG0000286	Prax.g_00619	Syab.g_01384
OG0000288	Prax.g_01177	Syab.g_01318
OG0000289	Prax.g_01188	Syab.g_01303
OG0000290	Prax.g_01201	Syab.g_01213
OG0000291	Prax.g_01203	Syab.g_01211
OG0000292	Prax.g_01759, Prax.g_01254	Syab.g_02907
OG0000293	Prax.g_00191	Syab.g_00946
OG0000294	Prax.g_00192	Syab.g_00947
OG0000295	Prax.g_00212	Syab.g_01001
OG0000296	Prax.g_00214	Syab.g_01003
OG0000297	Prax.g_00222	Syab.g_01016
OG0000298	Prax.g_00223	Syab.g_01017
OG0000299	Prax.g_00240	Syab.g_01047
OG0000300	Prax.g_00243	Syab.g_01054
OG0000301	Prax.g_00244	Syab.g_01055
OG0000302	Prax.g_00246	Syab.g_01056
OG0000303	Prax.g_00253	Syab.g_01149
OG0000304	Prax.g_00257	Syab.g_01143
OG0000305	Prax.g_01871	Syab.g_01208
OG0000306	Prax.g_01868	Syab.g_01819
OG0000307	Prax.g_01854	Syab.g_02078
OG0000308	Prax.g_01853	Syab.g_02076
OG0000309	Prax.g_01849	Syab.g_02071
OG0000310	Prax.g_01748	Syab.g_00817
OG0000311	Prax.g_01746	Syab.g_00811
OG0000312	Prax.g_01743	Syab.g_00793
OG0000313	Prax.g_01724	Syab.g_00769
OG0000314	Prax.g_01701	Syab.g_00736
OG0000315	Prax.g_01691	Syab.g_00726
OG0000316	Prax.g_01671	Syab.g_02189
OG0000317	Prax.g_01561	Syab.g_02251
OG0000318	Prax.g_01558	Syab.g_02257
OG0000319	Prax.g_01545	Syab.g_02291
OG0000320	Prax.g_01543	Syab.g_02293
OG0000321	Prax.g_01542	Syab.g_02294
OG0000322	Prax.g_01541	Syab.g_02295
OG0000323	Prax.g_01532	Syab.g_02310
OG0000324	Prax.g_01505	Syab.g_02341
OG0000325	Prax.g_01263	Syab.g_00368
OG0000326	Prax.g_01269	Syab.g_00375
OG0000327	Prax.g_01297	Syab.g_00402
OG0000328	Prax.g_01298	Syab.g_00403
OG0000329	Prax.g_01315	Syab.g_00420
OG0000330	Prax.g_01316	Syab.g_00421
OG0000331	Prax.g_01317	Syab.g_00422
OG0000332	Prax.g_01331	Syab.g_00437
OG0000333	Prax.g_01333	Syab.g_00440
OG0000334	Prax.g_01341	Syab.g_00450
OG0000335	Prax.g_01346	Syab.g_00455
OG0000336	Prax.g_01350	Syab.g_00459
OG0000337	Prax.g_01366	Syab.g_00210
OG0000338	Prax.g_01367	Syab.g_00207
OG0000339	Prax.g_01371	Syab.g_00201
OG0000340	Prax.g_01379	Syab.g_00135
OG0000341	Prax.g_01381	Syab.g_00157, Syab.g_00133
OG0000342	Prax.g_01382	Syab.g_00132
OG0000343	Prax.g_01383	Syab.g_00131
OG0000344	Prax.g_01386	Syab.g_00127
OG0000345	Prax.g_01391	Syab.g_00117
OG0000346	Prax.g_01395	Syab.g_00112
OG0000347	Prax.g_01411	Syab.g_00087
OG0000348	Prax.g_01421	Syab.g_00076
OG0000349	Prax.g_01438	Syab.g_00054
OG0000350	Prax.g_01456	Syab.g_00382
OG0000351	Prax.g_01473	Syab.g_02879
OG0000352	Prax.g_01474	Syab.g_02880
OG0000353	Prax.g_01489	Syab.g_02913
OG0000355	Prax.g_01491	Syab.g_00001
OG0000356	Prax.g_01492	Syab.g_00002
OG0000357	Prax.g_01493	Syab.g_00003
OG0000358	Prax.g_01497	Syab.g_00007
OG0000359	Prax.g_01498	Syab.g_00009
OG0000360	Prax.g_01499	Syab.g_00010
OG0000361	Prax.g_01975	Syab.g_00011
OG0000362	Prax.g_01973	Syab.g_00013
OG0000363	Prax.g_00299	Syab.g_00015
OG0000364	Prax.g_00298	Syab.g_00016
OG0000365	Prax.g_00293	Syab.g_00026
OG0000366	Prax.g_00292	Syab.g_00027
OG0000367	Prax.g_00291	Syab.g_00028
OG0000368	Prax.g_00289	Syab.g_00030
OG0000369	Prax.g_00288	Syab.g_00031
OG0000370	Prax.g_00287	Syab.g_00032
OG0000371	Prax.g_00281	Syab.g_00711, Syab.g_00039
OG0000372	Prax.g_00278	Syab.g_00045
OG0000373	Prax.g_00277	Syab.g_00046
OG0000374	Prax.g_00276	Syab.g_00047
OG0000375	Prax.g_00273	Syab.g_00050
OG0000376	Prax.g_00271	Syab.g_00052
OG0000377	Prax.g_00261	Syab.g_02748
OG0000378	Prax.g_00622	Syab.g_02717
OG0000379	Prax.g_00625	Syab.g_02714
OG0000380	Prax.g_00637	Syab.g_02432
OG0000381	Prax.g_00641	Syab.g_02435
OG0000382	Prax.g_00652	Syab.g_02453
OG0000383	Prax.g_00654	Syab.g_02459
OG0000384	Prax.g_00655	Syab.g_02460
OG0000385	Prax.g_00656	Syab.g_02461
OG0000386	Prax.g_00657	Syab.g_02462
OG0000387	Prax.g_01119	Syab.g_02491
OG0000388	Prax.g_01116	Syab.g_02495
OG0000389	Prax.g_01113	Syab.g_02499
OG0000390	Prax.g_01106	Syab.g_02516
OG0000391	Prax.g_01102	Syab.g_02521
OG0000392	Prax.g_01098	Syab.g_02527
OG0000393	Prax.g_01096	Syab.g_02530
OG0000394	Prax.g_01095	Syab.g_02531
OG0000395	Prax.g_01094	Syab.g_02532
OG0000396	Prax.g_01091	Syab.g_02535
OG0000397	Prax.g_01089	Syab.g_02537
OG0000398	Prax.g_01087	Syab.g_02542
OG0000399	Prax.g_01086	Syab.g_02543
OG0000400	Prax.g_01085	Syab.g_02544
OG0000401	Prax.g_01084	Syab.g_02545
OG0000402	Prax.g_01082	Syab.g_02547
OG0000403	Prax.g_01081	Syab.g_02548
OG0000404	Prax.g_01080	Syab.g_02550
OG0000405	Prax.g_01076	Syab.g_02562
OG0000406	Prax.g_01071	Syab.g_02566
OG0000407	Prax.g_01070	Syab.g_02567
OG0000408	Prax.g_01068	Syab.g_02569
OG0000409	Prax.g_01066	Syab.g_02571
OG0000410	Prax.g_01065	Syab.g_02572
OG0000411	Prax.g_01064	Syab.g_02573
OG0000412	Prax.g_01063	Syab.g_02574
OG0000413	Prax.g_01062	Syab.g_02576
OG0000414	Prax.g_01061	Syab.g_02577
OG0000415	Prax.g_01060	Syab.g_02578
OG0000416	Prax.g_01059	Syab.g_02579
OG0000417	Prax.g_01058	Syab.g_02580
OG0000418	Prax.g_01053	Syab.g_02585
OG0000419	Prax.g_01051	Syab.g_02587
OG0000420	Prax.g_01050	Syab.g_02589
OG0000421	Prax.g_01045	Syab.g_02595
OG0000422	Prax.g_01044	Syab.g_02596
OG0000423	Prax.g_01043	Syab.g_02597
OG0000424	Prax.g_01042	Syab.g_02598
OG0000425	Prax.g_01041	Syab.g_02599
OG0000426	Prax.g_01040	Syab.g_02600
OG0000427	Prax.g_01039	Syab.g_02601
OG0000428	Prax.g_01037	Syab.g_02604
OG0000429	Prax.g_01036	Syab.g_02608
OG0000430	Prax.g_01035	Syab.g_02610
OG0000431	Prax.g_01033	Syab.g_02613
OG0000432	Prax.g_01030	Syab.g_02619
OG0000433	Prax.g_01029	Syab.g_02622
OG0000434	Prax.g_01028	Syab.g_02623
OG0000435	Prax.g_01027	Syab.g_02625
OG0000436	Prax.g_01022	Syab.g_02632
OG0000437	Prax.g_01021	Syab.g_02633
OG0000438	Prax.g_01020	Syab.g_02634
OG0000439	Prax.g_01018	Syab.g_02636
OG0000440	Prax.g_01017	Syab.g_02637
OG0000441	Prax.g_01014	Syab.g_02641
OG0000442	Prax.g_01013	Syab.g_02642
OG0000443	Prax.g_01012	Syab.g_02668
OG0000444	Prax.g_01007	Syab.g_02681
OG0000445	Prax.g_01006	Syab.g_02682
OG0000446	Prax.g_01005	Syab.g_02684
OG0000447	Prax.g_01004	Syab.g_02687
OG0000448	Prax.g_01003	Syab.g_02688
OG0000449	Prax.g_01002	Syab.g_02689
OG0000450	Prax.g_01001	Syab.g_02695
OG0000451	Prax.g_01000	Syab.g_02696
OG0000452	Prax.g_00997	Syab.g_02701
OG0000453	Prax.g_00996	Syab.g_02702
OG0000454	Prax.g_00995	Syab.g_02703
OG0000455	Prax.g_00994	Syab.g_02704
OG0000456	Prax.g_00993	Syab.g_02705
OG0000457	Prax.g_00992	Syab.g_02707
OG0000458	Prax.g_00991	Syab.g_02708
OG0000459	Prax.g_00990	Syab.g_02709
OG0000460	Prax.g_00983	Syab.g_02372
OG0000461	Prax.g_00933	Syab.g_00356
OG0000462	Prax.g_00931	Syab.g_00352
OG0000463	Prax.g_00930	Syab.g_00351
OG0000464	Prax.g_00929	Syab.g_00350
OG0000465	Prax.g_00928	Syab.g_00349
OG0000466	Prax.g_00925	Syab.g_00343
OG0000467	Prax.g_00924	Syab.g_00341
OG0000468	Prax.g_00922	Syab.g_00336
OG0000469	Prax.g_00913	Syab.g_00318
OG0000470	Prax.g_00911	Syab.g_00316
OG0000471	Prax.g_00910	Syab.g_00315
OG0000472	Prax.g_00909	Syab.g_00313
OG0000473	Prax.g_00907	Syab.g_00311
OG0000474	Prax.g_00906	Syab.g_00310
OG0000475	Prax.g_00905	Syab.g_00309
OG0000476	Prax.g_00904	Syab.g_00307
OG0000477	Prax.g_00900	Syab.g_00301
OG0000478	Prax.g_00899	Syab.g_00300
OG0000479	Prax.g_00898	Syab.g_00299
OG0000480	Prax.g_00893	Syab.g_00292
OG0000481	Prax.g_00891	Syab.g_00290
OG0000482	Prax.g_00890	Syab.g_00289
OG0000483	Prax.g_00887	Syab.g_00285
OG0000484	Prax.g_00886	Syab.g_00284
OG0000485	Prax.g_00885	Syab.g_00283
OG0000486	Prax.g_00884	Syab.g_00282
OG0000487	Prax.g_00880	Syab.g_00276
OG0000488	Prax.g_00877	Syab.g_00272
OG0000489	Prax.g_00872	Syab.g_00256
OG0000490	Prax.g_00867	Syab.g_00247
OG0000491	Prax.g_00866	Syab.g_00245
OG0000492	Prax.g_00864	Syab.g_00243
OG0000493	Prax.g_00863	Syab.g_00242
OG0000494	Prax.g_00862	Syab.g_00241
OG0000495	Prax.g_00861	Syab.g_00240
OG0000496	Prax.g_00860	Syab.g_00239
OG0000497	Prax.g_00859	Syab.g_00238
OG0000498	Prax.g_00858	Syab.g_00237
OG0000499	Prax.g_00857	Syab.g_00236
OG0000500	Prax.g_00856	Syab.g_00235
OG0000501	Prax.g_00854	Syab.g_00232
OG0000502	Prax.g_00849	Syab.g_00224
OG0000503	Prax.g_00839	Syab.g_00523
OG0000504	Prax.g_00838	Syab.g_00525
OG0000505	Prax.g_00837	Syab.g_00526
OG0000506	Prax.g_00835	Syab.g_00528
OG0000507	Prax.g_00832	Syab.g_00533
OG0000508	Prax.g_00828	Syab.g_00537
OG0000509	Prax.g_00826	Syab.g_00539
OG0000510	Prax.g_00825	Syab.g_00540
OG0000511	Prax.g_00824	Syab.g_00541
OG0000512	Prax.g_00822	Syab.g_00543
OG0000513	Prax.g_00815	Syab.g_00555
OG0000514	Prax.g_00769	Syab.g_00566
OG0000515	Prax.g_00768	Syab.g_00567
OG0000516	Prax.g_00767	Syab.g_00575
OG0000517	Prax.g_00765	Syab.g_00582
OG0000518	Prax.g_00754	Syab.g_00594
OG0000519	Prax.g_00753	Syab.g_00610
OG0000520	Prax.g_00752	Syab.g_00611
OG0000521	Prax.g_00747	Syab.g_00624
OG0000522	Prax.g_00746	Syab.g_00626
OG0000523	Prax.g_00745	Syab.g_00627
OG0000524	Prax.g_00740	Syab.g_00640
OG0000525	Prax.g_00737	Syab.g_00671
OG0000526	Prax.g_00736	Syab.g_00689
OG0000527	Prax.g_00729	Syab.g_00695
OG0000528	Prax.g_00724	Syab.g_02092
OG0000529	Prax.g_00721	Syab.g_02097
OG0000530	Prax.g_00718	Syab.g_02100
OG0000531	Prax.g_00717	Syab.g_02101
OG0000532	Prax.g_00715	Syab.g_02104
OG0000533	Prax.g_00714	Syab.g_02106
OG0000534	Prax.g_00713	Syab.g_02107
OG0000535	Prax.g_00712	Syab.g_02108
OG0000536	Prax.g_00711	Syab.g_02109
OG0000537	Prax.g_00709	Syab.g_02110
OG0000538	Prax.g_00701	Syab.g_02122
OG0000539	Prax.g_00700	Syab.g_02123
OG0000540	Prax.g_00699	Syab.g_02124
OG0000541	Prax.g_00698	Syab.g_02125
OG0000542	Prax.g_00696	Syab.g_02128
OG0000543	Prax.g_00694	Syab.g_02130
OG0000544	Prax.g_00693	Syab.g_02131
OG0000545	Prax.g_00691	Syab.g_02133
OG0000546	Prax.g_00688	Syab.g_02135
OG0000547	Prax.g_00686	Syab.g_02137
OG0000548	Prax.g_00685	Syab.g_02138
OG0000549	Prax.g_00683	Syab.g_02144
OG0000550	Prax.g_00678	Syab.g_02149
OG0000551	Prax.g_00674	Syab.g_02153
OG0000552	Prax.g_00673	Syab.g_02154
OG0000553	Prax.g_00672	Syab.g_02046
OG0000554	Prax.g_00667	Syab.g_02040
OG0000555	Prax.g_00003	Syab.g_02026
OG0000556	Prax.g_00005	Syab.g_02022
OG0000557	Prax.g_00006	Syab.g_02019
OG0000558	Prax.g_00008	Syab.g_02016
OG0000559	Prax.g_00012	Syab.g_02012
OG0000560	Prax.g_00015	Syab.g_02009
OG0000561	Prax.g_00016	Syab.g_02008
OG0000562	Prax.g_00017	Syab.g_02007
OG0000563	Prax.g_00018	Syab.g_02006
OG0000564	Prax.g_00019	Syab.g_02005
OG0000565	Prax.g_00022	Syab.g_02001
OG0000566	Prax.g_00024	Syab.g_01997
OG0000567	Prax.g_00028	Syab.g_01993
OG0000568	Prax.g_00029	Syab.g_01991
OG0000569	Prax.g_00030	Syab.g_01990
OG0000570	Prax.g_00031	Syab.g_01989
OG0000571	Prax.g_00033	Syab.g_01986
OG0000572	Prax.g_00046	Syab.g_01969
OG0000573	Prax.g_00051	Syab.g_01960
OG0000574	Prax.g_00052	Syab.g_01959
OG0000575	Prax.g_00056	Syab.g_01954
OG0000576	Prax.g_00058	Syab.g_01952
OG0000577	Prax.g_00059	Syab.g_01951
OG0000578	Prax.g_00060	Syab.g_01950
OG0000579	Prax.g_00061	Syab.g_01949
OG0000580	Prax.g_00062	Syab.g_01948
OG0000581	Prax.g_00064	Syab.g_01934
OG0000582	Prax.g_00067	Syab.g_01929
OG0000583	Prax.g_00068	Syab.g_01928
OG0000584	Prax.g_00069	Syab.g_01927
OG0000585	Prax.g_00071	Syab.g_01924
OG0000586	Prax.g_00072	Syab.g_01923
OG0000587	Prax.g_00073	Syab.g_01921
OG0000588	Prax.g_00077	Syab.g_01910
