Orthogroup	Prax	Prai
OG0000233	Prax.g_00738	Prai.g_00494
OG0000234	Prax.g_00726	Prai.g_00506
OG0000235	Prax.g_00723	Prai.g_00509
OG0000236	Prax.g_00708	Prai.g_00523
OG0000237	Prax.g_00695	Prai.g_00536
OG0000238	Prax.g_00689	Prai.g_00542
OG0000239	Prax.g_00676	Prai.g_00553
OG0000240	Prax.g_00675	Prai.g_00554
OG0000241	Prax.g_00671	Prai.g_00558
OG0000242	Prax.g_00669	Prai.g_00560
OG0000243	Prax.g_00004	Prai.g_00571
OG0000244	Prax.g_00007	Prai.g_00574
OG0000245	Prax.g_00009	Prai.g_00576
OG0000246	Prax.g_00013	Prai.g_00580
OG0000247	Prax.g_00023	Prai.g_00590
OG0000248	Prax.g_00025	Prai.g_00593
OG0000249	Prax.g_00027	Prai.g_00595
OG0000250	Prax.g_00032	Prai.g_00600
OG0000251	Prax.g_00050	Prai.g_00619
OG0000252	Prax.g_00053	Prai.g_00622
OG0000253	Prax.g_00054	Prai.g_00623
OG0000254	Prax.g_00070	Prai.g_00639
OG0000255	Prax.g_00076	Prai.g_00645
OG0000256	Prax.g_00086	Prai.g_00656
OG0000257	Prax.g_00089	Prai.g_00659
OG0000258	Prax.g_00102	Prai.g_00672
OG0000259	Prax.g_00119	Prai.g_00689
OG0000260	Prax.g_00122	Prai.g_00692
OG0000261	Prax.g_00977	Prai.g_00694
OG0000262	Prax.g_00973	Prai.g_00698
OG0000263	Prax.g_00961	Prai.g_00710
OG0000264	Prax.g_00951	Prai.g_00720
OG0000265	Prax.g_00485	Prai.g_00748
OG0000266	Prax.g_00475	Prai.g_00758
OG0000267	Prax.g_00464	Prai.g_00769
OG0000268	Prax.g_00463	Prai.g_00770
OG0000269	Prax.g_00378	Prai.g_00853
OG0000270	Prax.g_00375	Prai.g_00850
OG0000271	Prax.g_00367	Prai.g_00842
OG0000272	Prax.g_00366	Prai.g_00840, Prai.g_00841
OG0000273	Prax.g_00343	Prai.g_00817
OG0000274	Prax.g_00342	Prai.g_00816
OG0000275	Prax.g_00339	Prai.g_00741, Prai.g_00813
OG0000276	Prax.g_00334	Prai.g_00808
OG0000277	Prax.g_00333	Prai.g_00807
OG0000278	Prax.g_00330	Prai.g_00804
OG0000279	Prax.g_00323	Prai.g_00797
OG0000280	Prax.g_00322	Prai.g_00796
OG0000281	Prax.g_00317	Prai.g_00791
OG0000282	Prax.g_00563	Prai.g_01044
OG0000283	Prax.g_00597	Prai.g_01012
OG0000284	Prax.g_00602	Prai.g_01007
OG0000285	Prax.g_00607	Prai.g_01002
OG0000286	Prax.g_00619	Prai.g_00990
OG0000287	Prax.g_01145	Prai.g_00973
OG0000288	Prax.g_01177	Prai.g_00944
OG0000289	Prax.g_01188	Prai.g_00934
OG0000290	Prax.g_01201	Prai.g_00921
OG0000291	Prax.g_01203	Prai.g_00919
OG0000292	Prax.g_01759, Prax.g_01254	Prai.g_01107
OG0000293	Prax.g_00191	Prai.g_01163
OG0000294	Prax.g_00192	Prai.g_01164
OG0000295	Prax.g_00212	Prai.g_01183
OG0000296	Prax.g_00214	Prai.g_01185
OG0000297	Prax.g_00222	Prai.g_01193
OG0000298	Prax.g_00223	Prai.g_01194
OG0000299	Prax.g_00240	Prai.g_01213
OG0000300	Prax.g_00243	Prai.g_01216
OG0000301	Prax.g_00244	Prai.g_01217
OG0000302	Prax.g_00246	Prai.g_01219
OG0000303	Prax.g_00253	Prai.g_01226
OG0000304	Prax.g_00257	Prai.g_01230
OG0000305	Prax.g_01871	Prai.g_01362
OG0000306	Prax.g_01868	Prai.g_01365
OG0000307	Prax.g_01854	Prai.g_01379
OG0000308	Prax.g_01853	Prai.g_01380
OG0000309	Prax.g_01849	Prai.g_01384
OG0000310	Prax.g_01748	Prai.g_01448
OG0000311	Prax.g_01746	Prai.g_01450
OG0000312	Prax.g_01743	Prai.g_01453
OG0000313	Prax.g_01724	Prai.g_01467
OG0000314	Prax.g_01701	Prai.g_01489
OG0000315	Prax.g_01691	Prai.g_01499
OG0000316	Prax.g_01671	Prai.g_01519
OG0000317	Prax.g_01561	Prai.g_01636
OG0000318	Prax.g_01558	Prai.g_01639
OG0000319	Prax.g_01545	Prai.g_01652
OG0000320	Prax.g_01543	Prai.g_01654
OG0000321	Prax.g_01542	Prai.g_01655
OG0000322	Prax.g_01541	Prai.g_01656
OG0000323	Prax.g_01532	Prai.g_01665
OG0000324	Prax.g_01505	Prai.g_01691
OG0000325	Prax.g_01263	Prai.g_01702
OG0000326	Prax.g_01269	Prai.g_01708
OG0000327	Prax.g_01297	Prai.g_01735
OG0000328	Prax.g_01298	Prai.g_01736
OG0000329	Prax.g_01315	Prai.g_01754
OG0000330	Prax.g_01316	Prai.g_01755
OG0000331	Prax.g_01317	Prai.g_01756
OG0000332	Prax.g_01331	Prai.g_01770
OG0000333	Prax.g_01333	Prai.g_01777
OG0000334	Prax.g_01341	Prai.g_01785
OG0000335	Prax.g_01346	Prai.g_01790
OG0000336	Prax.g_01350	Prai.g_01794
OG0000337	Prax.g_01366	Prai.g_01810
OG0000338	Prax.g_01367	Prai.g_01811
OG0000339	Prax.g_01371	Prai.g_01815
OG0000340	Prax.g_01379	Prai.g_01823
OG0000341	Prax.g_01381	Prai.g_01825
OG0000342	Prax.g_01382	Prai.g_01826
OG0000343	Prax.g_01383	Prai.g_01827
OG0000344	Prax.g_01386	Prai.g_01830
OG0000345	Prax.g_01391	Prai.g_01835
OG0000346	Prax.g_01395	Prai.g_01839
OG0000347	Prax.g_01411	Prai.g_01855
OG0000348	Prax.g_01421	Prai.g_01866
OG0000349	Prax.g_01438	Prai.g_01883
OG0000350	Prax.g_01456	Prai.g_01901
OG0000351	Prax.g_01473	Prai.g_01918
OG0000352	Prax.g_01474	Prai.g_01919
OG0000353	Prax.g_01489	Prai.g_01935
OG0000355	Prax.g_01491	Prai.g_00001
OG0000356	Prax.g_01492	Prai.g_00002
OG0000357	Prax.g_01493	Prai.g_00003
OG0000358	Prax.g_01497	Prai.g_00007
OG0000359	Prax.g_01498	Prai.g_00008
OG0000360	Prax.g_01499	Prai.g_00009
OG0000361	Prax.g_01975	Prai.g_00010
OG0000362	Prax.g_01973	Prai.g_00012
OG0000363	Prax.g_00299	Prai.g_00014
OG0000364	Prax.g_00298	Prai.g_00015
OG0000365	Prax.g_00293	Prai.g_00020
OG0000366	Prax.g_00292	Prai.g_00021
OG0000367	Prax.g_00291	Prai.g_00022
OG0000368	Prax.g_00289	Prai.g_00024
OG0000369	Prax.g_00288	Prai.g_00025
OG0000370	Prax.g_00287	Prai.g_00026
OG0000371	Prax.g_00281	Prai.g_00032
OG0000372	Prax.g_00278	Prai.g_00035
OG0000373	Prax.g_00277	Prai.g_00036
OG0000374	Prax.g_00276	Prai.g_00037
OG0000375	Prax.g_00273	Prai.g_00047
OG0000376	Prax.g_00271	Prai.g_00049
OG0000377	Prax.g_00261	Prai.g_00052
OG0000378	Prax.g_00622	Prai.g_00054
OG0000379	Prax.g_00625	Prai.g_00057
OG0000380	Prax.g_00637	Prai.g_00066
OG0000381	Prax.g_00641	Prai.g_00070
OG0000382	Prax.g_00652	Prai.g_00081
OG0000383	Prax.g_00654	Prai.g_00083
OG0000384	Prax.g_00655	Prai.g_00084
OG0000385	Prax.g_00656	Prai.g_00085
OG0000386	Prax.g_00657	Prai.g_00086
OG0000387	Prax.g_01119	Prai.g_00099
OG0000388	Prax.g_01116	Prai.g_00102
OG0000389	Prax.g_01113	Prai.g_00106
OG0000390	Prax.g_01106	Prai.g_00113
OG0000391	Prax.g_01102	Prai.g_00116
OG0000392	Prax.g_01098	Prai.g_00120
OG0000393	Prax.g_01096	Prai.g_00122
OG0000394	Prax.g_01095	Prai.g_00123
OG0000395	Prax.g_01094	Prai.g_00124
OG0000396	Prax.g_01091	Prai.g_00127
OG0000397	Prax.g_01089	Prai.g_00129
OG0000398	Prax.g_01087	Prai.g_00131
OG0000399	Prax.g_01086	Prai.g_00132
OG0000400	Prax.g_01085	Prai.g_00133
OG0000401	Prax.g_01084	Prai.g_00134
OG0000402	Prax.g_01082	Prai.g_00136
OG0000403	Prax.g_01081	Prai.g_00137
OG0000404	Prax.g_01080	Prai.g_00138
OG0000405	Prax.g_01076	Prai.g_00142
OG0000406	Prax.g_01071	Prai.g_00158
OG0000407	Prax.g_01070	Prai.g_00159
OG0000408	Prax.g_01068	Prai.g_00161
OG0000409	Prax.g_01066	Prai.g_00163
OG0000410	Prax.g_01065	Prai.g_00164
OG0000411	Prax.g_01064	Prai.g_00165
OG0000412	Prax.g_01063	Prai.g_00166
OG0000413	Prax.g_01062	Prai.g_00167
OG0000414	Prax.g_01061	Prai.g_00168
OG0000415	Prax.g_01060	Prai.g_00169
OG0000416	Prax.g_01059	Prai.g_00170
OG0000417	Prax.g_01058	Prai.g_00171
OG0000418	Prax.g_01053	Prai.g_00176
OG0000419	Prax.g_01051	Prai.g_00178
OG0000420	Prax.g_01050	Prai.g_00179
OG0000421	Prax.g_01045	Prai.g_00184
OG0000422	Prax.g_01044	Prai.g_00185
OG0000423	Prax.g_01043	Prai.g_00186
OG0000424	Prax.g_01042	Prai.g_00187
OG0000425	Prax.g_01041	Prai.g_00188
OG0000426	Prax.g_01040	Prai.g_00189
OG0000427	Prax.g_01039	Prai.g_00190
OG0000428	Prax.g_01037	Prai.g_00192
OG0000429	Prax.g_01036	Prai.g_00193
OG0000430	Prax.g_01035	Prai.g_00194
OG0000431	Prax.g_01033	Prai.g_00196
OG0000432	Prax.g_01030	Prai.g_00199
OG0000433	Prax.g_01029	Prai.g_00200
OG0000434	Prax.g_01028	Prai.g_00201
OG0000435	Prax.g_01027	Prai.g_00202
OG0000436	Prax.g_01022	Prai.g_00207
OG0000437	Prax.g_01021	Prai.g_00208
OG0000438	Prax.g_01020	Prai.g_00209
OG0000439	Prax.g_01018	Prai.g_00211
OG0000440	Prax.g_01017	Prai.g_00212
OG0000441	Prax.g_01014	Prai.g_00215
OG0000442	Prax.g_01013	Prai.g_00216
OG0000443	Prax.g_01012	Prai.g_00217
OG0000444	Prax.g_01007	Prai.g_00222
OG0000445	Prax.g_01006	Prai.g_00223
OG0000446	Prax.g_01005	Prai.g_00224
OG0000447	Prax.g_01004	Prai.g_00225
OG0000448	Prax.g_01003	Prai.g_00226
OG0000449	Prax.g_01002	Prai.g_00227
OG0000450	Prax.g_01001	Prai.g_00228
OG0000451	Prax.g_01000	Prai.g_00229
OG0000452	Prax.g_00997	Prai.g_00232
OG0000453	Prax.g_00996	Prai.g_00233
OG0000454	Prax.g_00995	Prai.g_00234
OG0000455	Prax.g_00994	Prai.g_00235
OG0000456	Prax.g_00993	Prai.g_00236
OG0000457	Prax.g_00992	Prai.g_00237
OG0000458	Prax.g_00991	Prai.g_00238
OG0000459	Prax.g_00990	Prai.g_00239
OG0000460	Prax.g_00983	Prai.g_00246
OG0000461	Prax.g_00933	Prai.g_00255
OG0000462	Prax.g_00931	Prai.g_00257
OG0000463	Prax.g_00930	Prai.g_00258
OG0000464	Prax.g_00929	Prai.g_00259
OG0000465	Prax.g_00928	Prai.g_00260
OG0000466	Prax.g_00925	Prai.g_00263
OG0000467	Prax.g_00924	Prai.g_00264
OG0000468	Prax.g_00922	Prai.g_00266
OG0000469	Prax.g_00913	Prai.g_00275
OG0000470	Prax.g_00911	Prai.g_00277
OG0000471	Prax.g_00910	Prai.g_00278
OG0000472	Prax.g_00909	Prai.g_00279
OG0000473	Prax.g_00907	Prai.g_00281
OG0000474	Prax.g_00906	Prai.g_00282
OG0000475	Prax.g_00905	Prai.g_00283
OG0000476	Prax.g_00904	Prai.g_00284
OG0000477	Prax.g_00900	Prai.g_00288
OG0000478	Prax.g_00899	Prai.g_00289
OG0000479	Prax.g_00898	Prai.g_00290
OG0000480	Prax.g_00893	Prai.g_00295
OG0000481	Prax.g_00891	Prai.g_00297
OG0000482	Prax.g_00890	Prai.g_00298
OG0000483	Prax.g_00887	Prai.g_00301
OG0000484	Prax.g_00886	Prai.g_00302
OG0000485	Prax.g_00885	Prai.g_00303
OG0000486	Prax.g_00884	Prai.g_00304
OG0000487	Prax.g_00880	Prai.g_00308
OG0000488	Prax.g_00877	Prai.g_00311
OG0000489	Prax.g_00872	Prai.g_00316
OG0000490	Prax.g_00867	Prai.g_00321
OG0000491	Prax.g_00866	Prai.g_00322
OG0000492	Prax.g_00864	Prai.g_00324
OG0000493	Prax.g_00863	Prai.g_00325
OG0000494	Prax.g_00862	Prai.g_00326
OG0000495	Prax.g_00861	Prai.g_00327
OG0000496	Prax.g_00860	Prai.g_00328
OG0000497	Prax.g_00859	Prai.g_00329
OG0000498	Prax.g_00858	Prai.g_00330
OG0000499	Prax.g_00857	Prai.g_00331
OG0000500	Prax.g_00856	Prai.g_00332
OG0000501	Prax.g_00854	Prai.g_00334
OG0000502	Prax.g_00849	Prai.g_00337
OG0000503	Prax.g_00839	Prai.g_00347
OG0000504	Prax.g_00838	Prai.g_00348
OG0000505	Prax.g_00837	Prai.g_00349
OG0000506	Prax.g_00835	Prai.g_00351
OG0000507	Prax.g_00832	Prai.g_00354
OG0000508	Prax.g_00828	Prai.g_00357
OG0000509	Prax.g_00826	Prai.g_00359
OG0000510	Prax.g_00825	Prai.g_00360
OG0000511	Prax.g_00824	Prai.g_00361
OG0000512	Prax.g_00822	Prai.g_00363
OG0000513	Prax.g_00815	Prai.g_00370
OG0000514	Prax.g_00769	Prai.g_00462
OG0000515	Prax.g_00768	Prai.g_00463
OG0000516	Prax.g_00767	Prai.g_00464
OG0000517	Prax.g_00765	Prai.g_00466
OG0000518	Prax.g_00754	Prai.g_00477
OG0000519	Prax.g_00753	Prai.g_00478
OG0000520	Prax.g_00752	Prai.g_00479
OG0000521	Prax.g_00747	Prai.g_00484
OG0000522	Prax.g_00746	Prai.g_00486
OG0000523	Prax.g_00745	Prai.g_00487
OG0000524	Prax.g_00740	Prai.g_00492
OG0000525	Prax.g_00737	Prai.g_00495
OG0000526	Prax.g_00736	Prai.g_00496
OG0000527	Prax.g_00729	Prai.g_00503
OG0000528	Prax.g_00724	Prai.g_00508
OG0000529	Prax.g_00721	Prai.g_00511
OG0000530	Prax.g_00718	Prai.g_00514
OG0000531	Prax.g_00717	Prai.g_00515
OG0000532	Prax.g_00715	Prai.g_00517
OG0000533	Prax.g_00714	Prai.g_00518
OG0000534	Prax.g_00713	Prai.g_00519
OG0000535	Prax.g_00712	Prai.g_00520
OG0000536	Prax.g_00711	Prai.g_00521
OG0000537	Prax.g_00709	Prai.g_00522
OG0000538	Prax.g_00701	Prai.g_00530
OG0000539	Prax.g_00700	Prai.g_00531
OG0000540	Prax.g_00699	Prai.g_00532
OG0000541	Prax.g_00698	Prai.g_00533
OG0000542	Prax.g_00696	Prai.g_00535
OG0000543	Prax.g_00694	Prai.g_00537
OG0000544	Prax.g_00693	Prai.g_00538
OG0000545	Prax.g_00691	Prai.g_00540
OG0000546	Prax.g_00688	Prai.g_00543
OG0000547	Prax.g_00686	Prai.g_00544
OG0000548	Prax.g_00685	Prai.g_00545
OG0000549	Prax.g_00683	Prai.g_00547
OG0000550	Prax.g_00678	Prai.g_00552
OG0000551	Prax.g_00674	Prai.g_00555
OG0000552	Prax.g_00673	Prai.g_00556
OG0000553	Prax.g_00672	Prai.g_00557
OG0000554	Prax.g_00667	Prai.g_00562
OG0000555	Prax.g_00003	Prai.g_00570
OG0000556	Prax.g_00005	Prai.g_00572
OG0000557	Prax.g_00006	Prai.g_00573
OG0000558	Prax.g_00008	Prai.g_00575
OG0000559	Prax.g_00012	Prai.g_00579
OG0000560	Prax.g_00015	Prai.g_00582
OG0000561	Prax.g_00016	Prai.g_00583
