Orthogroup	Prax	Syas
OG0000168	Prax.g_01378	Syas.g_02184
OG0000169	Prax.g_01388	Syas.g_02170
OG0000170	Prax.g_01390	Syas.g_02161
OG0000171	Prax.g_01409	Syas.g_02139
OG0000172	Prax.g_01418	Syas.g_02110
OG0000173	Prax.g_01433	Syas.g_02092
OG0000174	Prax.g_01460	Syas.g_01940
OG0000175	Prax.g_01470	Syas.g_01994
OG0000176	Prax.g_01494	Syas.g_02038
OG0000177	Prax.g_01495	Syas.g_02039
OG0000178	Prax.g_01496	Syas.g_02040
OG0000179	Prax.g_00297	Syas.g_02054
OG0000180	Prax.g_00296	Syas.g_02055
OG0000181	Prax.g_00295	Syas.g_02056
OG0000182	Prax.g_00294	Syas.g_02057
OG0000183	Prax.g_00290	Syas.g_02061
OG0000184	Prax.g_00621	Syas.g_01872
OG0000185	Prax.g_00624	Syas.g_01861
OG0000186	Prax.g_00635	Syas.g_02525
OG0000187	Prax.g_00636	Syas.g_02524
OG0000188	Prax.g_00653	Syas.g_02502
OG0000189	Prax.g_01122	Syas.g_02432
OG0000190	Prax.g_01121	Syas.g_00133
OG0000191	Prax.g_01101	Syas.g_02400
OG0000192	Prax.g_01097	Syas.g_02395
OG0000193	Prax.g_01072	Syas.g_02366
OG0000194	Prax.g_01069	Syas.g_02363
OG0000195	Prax.g_01067	Syas.g_02360
OG0000196	Prax.g_01057	Syas.g_02337
OG0000197	Prax.g_01056	Syas.g_02336
OG0000198	Prax.g_01055	Syas.g_02335
OG0000199	Prax.g_01048	Syas.g_02327
OG0000200	Prax.g_01034	Syas.g_02298
OG0000201	Prax.g_01026	Syas.g_02279
OG0000202	Prax.g_01025	Syas.g_02278
OG0000203	Prax.g_01024	Syas.g_02277
OG0000204	Prax.g_01023	Syas.g_02276
OG0000205	Prax.g_01016	Syas.g_02267
OG0000206	Prax.g_01011	Syas.g_02240
OG0000207	Prax.g_01009	Syas.g_02237
OG0000208	Prax.g_01008	Syas.g_02236
OG0000209	Prax.g_00999	Syas.g_01837
OG0000210	Prax.g_00998	Syas.g_01838
OG0000211	Prax.g_00985	Syas.g_02552
OG0000212	Prax.g_00978	Syas.g_02562
OG0000213	Prax.g_00918	Syas.g_01707
OG0000214	Prax.g_00908	Syas.g_01730
OG0000215	Prax.g_00883	Syas.g_01766
OG0000216	Prax.g_00881	Syas.g_01770
OG0000217	Prax.g_00878	Syas.g_01778
OG0000218	Prax.g_00876	Syas.g_01780
OG0000219	Prax.g_00875	Syas.g_01783
OG0000220	Prax.g_00874	Syas.g_01784
OG0000221	Prax.g_00873	Syas.g_01785
OG0000222	Prax.g_00865	Syas.g_01804
OG0000223	Prax.g_00850	Syas.g_02221
OG0000224	Prax.g_00848	Syas.g_02215
OG0000225	Prax.g_00827	Syas.g_01522
OG0000226	Prax.g_00823	Syas.g_01518
OG0000227	Prax.g_00821	Syas.g_01516
OG0000228	Prax.g_00818	Syas.g_01513
OG0000229	Prax.g_00764	Syas.g_01497
OG0000230	Prax.g_00762	Syas.g_01495
OG0000231	Prax.g_00751	Syas.g_02749
OG0000232	Prax.g_00743	Syas.g_01276
OG0000233	Prax.g_00738	Syas.g_01352
OG0000234	Prax.g_00726	Syas.g_01331
OG0000235	Prax.g_00723	Syas.g_01254
OG0000236	Prax.g_00708	Syas.g_01237
OG0000237	Prax.g_00695	Syas.g_01220
OG0000238	Prax.g_00689	Syas.g_01215
OG0000239	Prax.g_00676	Syas.g_00012
OG0000240	Prax.g_00675	Syas.g_00013
OG0000241	Prax.g_00671	Syas.g_00754
OG0000242	Prax.g_00669	Syas.g_00059
OG0000243	Prax.g_00004	Syas.g_00777
OG0000244	Prax.g_00007	Syas.g_00784
OG0000245	Prax.g_00009	Syas.g_00786
OG0000246	Prax.g_00013	Syas.g_00790
OG0000247	Prax.g_00023	Syas.g_00802
OG0000248	Prax.g_00025	Syas.g_00805
OG0000249	Prax.g_00027	Syas.g_00807
OG0000250	Prax.g_00032	Syas.g_00814
OG0000251	Prax.g_00050	Syas.g_00845
OG0000252	Prax.g_00053	Syas.g_00950
OG0000253	Prax.g_00054	Syas.g_00846
OG0000254	Prax.g_00070	Syas.g_00869
OG0000255	Prax.g_00076	Syas.g_00132, Syas.g_01062
OG0000256	Prax.g_00086	Syas.g_00104
OG0000257	Prax.g_00089	Syas.g_00757
OG0000258	Prax.g_00102	Syas.g_00733
OG0000259	Prax.g_00119	Syas.g_00708
OG0000260	Prax.g_00122	Syas.g_00705
OG0000261	Prax.g_00977	Syas.g_00701
OG0000262	Prax.g_00973	Syas.g_00695
OG0000263	Prax.g_00961	Syas.g_01103
OG0000264	Prax.g_00951	Syas.g_02588
OG0000266	Prax.g_00475	Syas.g_00186
OG0000267	Prax.g_00464	Syas.g_00377
OG0000268	Prax.g_00463	Syas.g_00390
OG0000269	Prax.g_00378	Syas.g_00601
OG0000270	Prax.g_00375	Syas.g_00598
OG0000271	Prax.g_00367	Syas.g_00590
OG0000272	Prax.g_00366	Syas.g_00589
OG0000273	Prax.g_00343	Syas.g_00563
OG0000274	Prax.g_00342	Syas.g_00562
OG0000275	Prax.g_00339	Syas.g_00230
OG0000276	Prax.g_00334	Syas.g_00237
OG0000277	Prax.g_00333	Syas.g_00238
OG0000278	Prax.g_00330	Syas.g_00241
OG0000279	Prax.g_00323	Syas.g_00288
OG0000280	Prax.g_00322	Syas.g_00889, Syas.g_00481
OG0000281	Prax.g_00317	Syas.g_00970
OG0000282	Prax.g_00563	Syas.g_00672
OG0000283	Prax.g_00597	Syas.g_00409
OG0000284	Prax.g_00602	Syas.g_00416
OG0000285	Prax.g_00607	Syas.g_00436
OG0000286	Prax.g_00619	Syas.g_00460
OG0000287	Prax.g_01145	Syas.g_00534
OG0000288	Prax.g_01177	Syas.g_00220
OG0000289	Prax.g_01188	Syas.g_00205
OG0000290	Prax.g_01201	Syas.g_01016
OG0000292	Prax.g_01759, Prax.g_01254	Syas.g_02020
OG0000293	Prax.g_00191	Syas.g_01197
OG0000294	Prax.g_00192	Syas.g_01196
OG0000295	Prax.g_00212	Syas.g_01139
OG0000296	Prax.g_00214	Syas.g_01137
OG0000299	Prax.g_00240	Syas.g_01087
OG0000300	Prax.g_00243	Syas.g_01082
OG0000301	Prax.g_00244	Syas.g_01081
OG0000302	Prax.g_00246	Syas.g_01080
OG0000303	Prax.g_00253	Syas.g_01071
OG0000304	Prax.g_00257	Syas.g_01066
OG0000305	Prax.g_01871	Syas.g_01023
OG0000306	Prax.g_01868	Syas.g_01929
OG0000307	Prax.g_01854	Syas.g_01270
OG0000308	Prax.g_01853	Syas.g_01272
OG0000309	Prax.g_01849	Syas.g_01364
OG0000310	Prax.g_01748	Syas.g_02796
OG0000311	Prax.g_01746	Syas.g_02799
OG0000312	Prax.g_01743	Syas.g_02804
OG0000313	Prax.g_01724	Syas.g_02823
OG0000315	Prax.g_01691	Syas.g_01306
OG0000316	Prax.g_01671	Syas.g_02728
OG0000317	Prax.g_01561	Syas.g_02687
OG0000318	Prax.g_01558	Syas.g_02680
OG0000319	Prax.g_01545	Syas.g_02663
OG0000320	Prax.g_01543	Syas.g_02661
OG0000321	Prax.g_01542	Syas.g_02660
OG0000322	Prax.g_01541	Syas.g_02659
OG0000323	Prax.g_01532	Syas.g_02646
OG0000324	Prax.g_01505	Syas.g_02578
OG0000325	Prax.g_01263	Syas.g_01668
OG0000326	Prax.g_01269	Syas.g_01661
OG0000327	Prax.g_01297	Syas.g_01634
OG0000328	Prax.g_01298	Syas.g_01633
OG0000329	Prax.g_01315	Syas.g_01615
OG0000330	Prax.g_01316	Syas.g_01614
OG0000331	Prax.g_01317	Syas.g_01613
OG0000332	Prax.g_01331	Syas.g_01598
OG0000333	Prax.g_01333	Syas.g_01595
OG0000334	Prax.g_01341	Syas.g_01586
OG0000335	Prax.g_01346	Syas.g_01581
OG0000336	Prax.g_01350	Syas.g_01577
OG0000337	Prax.g_01366	Syas.g_02211
OG0000338	Prax.g_01367	Syas.g_02199
OG0000339	Prax.g_01371	Syas.g_02192
OG0000340	Prax.g_01379	Syas.g_02183
OG0000341	Prax.g_01381	Syas.g_02181
OG0000342	Prax.g_01382	Syas.g_02180
OG0000343	Prax.g_01383	Syas.g_02176
OG0000344	Prax.g_01386	Syas.g_02172
OG0000345	Prax.g_01391	Syas.g_02160
OG0000346	Prax.g_01395	Syas.g_02155
OG0000347	Prax.g_01411	Syas.g_02136
OG0000348	Prax.g_01421	Syas.g_02107
OG0000349	Prax.g_01438	Syas.g_02085
OG0000350	Prax.g_01456	Syas.g_01654
OG0000351	Prax.g_01473	Syas.g_01998
OG0000352	Prax.g_01474	Syas.g_01999
OG0000353	Prax.g_01489	Syas.g_02033
OG0000355	Prax.g_01491	Syas.g_02035
OG0000356	Prax.g_01492	Syas.g_02036
OG0000357	Prax.g_01493	Syas.g_02037
OG0000358	Prax.g_01497	Syas.g_02041
OG0000359	Prax.g_01498	Syas.g_02043
OG0000360	Prax.g_01499	Syas.g_02044
OG0000361	Prax.g_01975	Syas.g_02045
OG0000362	Prax.g_01973	Syas.g_02047
OG0000363	Prax.g_00299	Syas.g_02049
OG0000364	Prax.g_00298	Syas.g_02685
OG0000365	Prax.g_00293	Syas.g_02058
OG0000366	Prax.g_00292	Syas.g_02059
OG0000368	Prax.g_00289	Syas.g_02062
OG0000369	Prax.g_00288	Syas.g_02063
OG0000370	Prax.g_00287	Syas.g_02064
OG0000371	Prax.g_00281	Syas.g_02073
OG0000372	Prax.g_00278	Syas.g_02078
OG0000373	Prax.g_00277	Syas.g_02079
OG0000374	Prax.g_00276	Syas.g_02080
OG0000375	Prax.g_00273	Syas.g_02081
OG0000376	Prax.g_00271	Syas.g_02083
OG0000377	Prax.g_00261	Syas.g_01879
OG0000378	Prax.g_00622	Syas.g_01867
OG0000379	Prax.g_00625	Syas.g_01859
OG0000380	Prax.g_00637	Syas.g_02523
OG0000381	Prax.g_00641	Syas.g_02521
OG0000382	Prax.g_00652	Syas.g_02503
OG0000383	Prax.g_00654	Syas.g_02480
OG0000384	Prax.g_00655	Syas.g_02479
OG0000385	Prax.g_00656	Syas.g_02478
OG0000386	Prax.g_00657	Syas.g_02477
OG0000387	Prax.g_01119	Syas.g_00134
OG0000388	Prax.g_01116	Syas.g_02426
OG0000389	Prax.g_01113	Syas.g_02422
OG0000390	Prax.g_01106	Syas.g_02406
OG0000391	Prax.g_01102	Syas.g_02401
OG0000392	Prax.g_01098	Syas.g_02396
OG0000393	Prax.g_01096	Syas.g_02394
OG0000394	Prax.g_01095	Syas.g_02393
OG0000395	Prax.g_01094	Syas.g_02392
OG0000396	Prax.g_01091	Syas.g_02389
OG0000397	Prax.g_01089	Syas.g_02387
OG0000398	Prax.g_01087	Syas.g_02382
OG0000399	Prax.g_01086	Syas.g_02381
OG0000400	Prax.g_01085	Syas.g_02380
OG0000401	Prax.g_01084	Syas.g_02379
OG0000402	Prax.g_01082	Syas.g_02377
OG0000403	Prax.g_01081	Syas.g_02376
OG0000404	Prax.g_01080	Syas.g_02375
OG0000405	Prax.g_01076	Syas.g_02369
OG0000406	Prax.g_01071	Syas.g_02365
OG0000407	Prax.g_01070	Syas.g_02364
OG0000408	Prax.g_01068	Syas.g_02361
OG0000409	Prax.g_01066	Syas.g_02359
OG0000410	Prax.g_01065	Syas.g_02358
OG0000411	Prax.g_01064	Syas.g_02357
OG0000412	Prax.g_01063	Syas.g_02356
OG0000413	Prax.g_01062	Syas.g_02354
OG0000414	Prax.g_01061	Syas.g_02353
OG0000415	Prax.g_01060	Syas.g_02352
OG0000416	Prax.g_01059	Syas.g_02351
OG0000417	Prax.g_01058	Syas.g_02338
OG0000418	Prax.g_01053	Syas.g_02333
OG0000419	Prax.g_01051	Syas.g_02331
OG0000420	Prax.g_01050	Syas.g_02329
OG0000421	Prax.g_01045	Syas.g_02324
OG0000422	Prax.g_01044	Syas.g_02323
OG0000423	Prax.g_01043	Syas.g_02322
OG0000424	Prax.g_01042	Syas.g_02321
OG0000425	Prax.g_01041	Syas.g_02320
OG0000426	Prax.g_01040	Syas.g_02319
OG0000427	Prax.g_01039	Syas.g_02318
OG0000428	Prax.g_01037	Syas.g_02315
OG0000429	Prax.g_01036	Syas.g_02312
OG0000430	Prax.g_01035	Syas.g_02311
OG0000431	Prax.g_01033	Syas.g_02296
OG0000432	Prax.g_01030	Syas.g_02288
OG0000433	Prax.g_01029	Syas.g_02286
OG0000434	Prax.g_01028	Syas.g_02285
OG0000435	Prax.g_01027	Syas.g_02282
OG0000436	Prax.g_01022	Syas.g_02273
OG0000437	Prax.g_01021	Syas.g_02272
OG0000438	Prax.g_01020	Syas.g_02271
OG0000439	Prax.g_01018	Syas.g_02269
OG0000440	Prax.g_01017	Syas.g_02268
OG0000441	Prax.g_01014	Syas.g_02265
OG0000442	Prax.g_01013	Syas.g_02259
OG0000443	Prax.g_01012	Syas.g_02241
OG0000444	Prax.g_01007	Syas.g_02234
OG0000445	Prax.g_01006	Syas.g_02233
OG0000446	Prax.g_01005	Syas.g_02231
OG0000447	Prax.g_01004	Syas.g_02229
OG0000448	Prax.g_01003	Syas.g_02228
OG0000449	Prax.g_01002	Syas.g_02226
OG0000450	Prax.g_01001	Syas.g_01834
OG0000451	Prax.g_01000	Syas.g_01835
OG0000452	Prax.g_00997	Syas.g_01844
OG0000453	Prax.g_00996	Syas.g_01845
OG0000454	Prax.g_00995	Syas.g_01846
OG0000455	Prax.g_00994	Syas.g_01847
OG0000456	Prax.g_00993	Syas.g_01848
OG0000457	Prax.g_00992	Syas.g_01850
OG0000458	Prax.g_00991	Syas.g_01851
OG0000459	Prax.g_00990	Syas.g_01852
OG0000460	Prax.g_00983	Syas.g_02554
OG0000461	Prax.g_00933	Syas.g_01686
OG0000462	Prax.g_00931	Syas.g_01688
OG0000463	Prax.g_00930	Syas.g_01689
OG0000464	Prax.g_00929	Syas.g_01690
OG0000465	Prax.g_00928	Syas.g_01692
OG0000466	Prax.g_00925	Syas.g_01697
OG0000467	Prax.g_00924	Syas.g_01698
OG0000468	Prax.g_00922	Syas.g_01703
OG0000469	Prax.g_00913	Syas.g_01725
OG0000470	Prax.g_00911	Syas.g_01727
OG0000471	Prax.g_00910	Syas.g_01728
OG0000472	Prax.g_00909	Syas.g_01729
OG0000473	Prax.g_00907	Syas.g_01731
OG0000474	Prax.g_00906	Syas.g_01732
OG0000475	Prax.g_00905	Syas.g_01733
OG0000476	Prax.g_00904	Syas.g_01735
OG0000477	Prax.g_00900	Syas.g_01740
OG0000478	Prax.g_00899	Syas.g_01741
OG0000479	Prax.g_00898	Syas.g_01749
OG0000480	Prax.g_00893	Syas.g_01756
OG0000481	Prax.g_00891	Syas.g_00161, Syas.g_00162
OG0000482	Prax.g_00890	Syas.g_01758
OG0000483	Prax.g_00887	Syas.g_01762
OG0000484	Prax.g_00886	Syas.g_01763
OG0000485	Prax.g_00885	Syas.g_01764
OG0000486	Prax.g_00884	Syas.g_01765
OG0000487	Prax.g_00880	Syas.g_01771
OG0000488	Prax.g_00877	Syas.g_01779
OG0000489	Prax.g_00872	Syas.g_01823
OG0000490	Prax.g_00867	Syas.g_01808
OG0000491	Prax.g_00866	Syas.g_01806
OG0000492	Prax.g_00864	Syas.g_01803
OG0000493	Prax.g_00863	Syas.g_01802
OG0000494	Prax.g_00862	Syas.g_01801
OG0000495	Prax.g_00861	Syas.g_01799
OG0000496	Prax.g_00860	Syas.g_01798
OG0000497	Prax.g_00859	Syas.g_01797
OG0000498	Prax.g_00858	Syas.g_01796
OG0000499	Prax.g_00857	Syas.g_01795
OG0000500	Prax.g_00856	Syas.g_01794
OG0000501	Prax.g_00854	Syas.g_01791
OG0000502	Prax.g_00849	Syas.g_02216
OG0000503	Prax.g_00839	Syas.g_01541
OG0000504	Prax.g_00838	Syas.g_01539
OG0000505	Prax.g_00837	Syas.g_01538
OG0000506	Prax.g_00835	Syas.g_01536
OG0000507	Prax.g_00832	Syas.g_01530
OG0000508	Prax.g_00828	Syas.g_01523
OG0000509	Prax.g_00826	Syas.g_01521
OG0000510	Prax.g_00825	Syas.g_01520
OG0000511	Prax.g_00824	Syas.g_01519
OG0000512	Prax.g_00822	Syas.g_01517
OG0000513	Prax.g_00815	Syas.g_01508
OG0000514	Prax.g_00769	Syas.g_01504
OG0000515	Prax.g_00768	Syas.g_01503
OG0000516	Prax.g_00767	Syas.g_01501
OG0000517	Prax.g_00765	Syas.g_01498
OG0000518	Prax.g_00754	Syas.g_00360, Syas.g_02746
OG0000519	Prax.g_00753	Syas.g_02747
OG0000520	Prax.g_00752	Syas.g_02748
OG0000521	Prax.g_00747	Syas.g_01281
OG0000522	Prax.g_00746	Syas.g_01279
OG0000523	Prax.g_00745	Syas.g_01278
OG0000524	Prax.g_00740	Syas.g_01354
OG0000525	Prax.g_00737	Syas.g_01342
OG0000526	Prax.g_00736	Syas.g_01340
OG0000527	Prax.g_00729	Syas.g_01335
OG0000528	Prax.g_00724	Syas.g_01256
OG0000529	Prax.g_00721	Syas.g_01252
OG0000530	Prax.g_00718	Syas.g_01249
OG0000531	Prax.g_00717	Syas.g_01248
OG0000532	Prax.g_00715	Syas.g_01245
OG0000533	Prax.g_00714	Syas.g_01243
OG0000534	Prax.g_00713	Syas.g_01242
OG0000535	Prax.g_00712	Syas.g_01241
OG0000536	Prax.g_00711	Syas.g_01240
OG0000537	Prax.g_00709	Syas.g_01238
OG0000538	Prax.g_00701	Syas.g_01228
OG0000539	Prax.g_00700	Syas.g_01227
OG0000540	Prax.g_00699	Syas.g_01226
OG0000541	Prax.g_00698	Syas.g_01225
OG0000542	Prax.g_00696	Syas.g_01221
OG0000543	Prax.g_00694	Syas.g_01219
OG0000544	Prax.g_00693	Syas.g_01218
OG0000545	Prax.g_00691	Syas.g_01216
OG0000546	Prax.g_00688	Syas.g_01214
OG0000547	Prax.g_00686	Syas.g_01212
OG0000548	Prax.g_00685	Syas.g_01211
OG0000549	Prax.g_00683	Syas.g_00005
OG0000550	Prax.g_00678	Syas.g_00010
OG0000551	Prax.g_00674	Syas.g_00015
OG0000552	Prax.g_00673	Syas.g_00016
OG0000553	Prax.g_00672	Syas.g_00019
OG0000554	Prax.g_00667	Syas.g_00063
OG0000555	Prax.g_00003	Syas.g_00775
OG0000556	Prax.g_00005	Syas.g_00781
OG0000557	Prax.g_00006	Syas.g_00783
OG0000558	Prax.g_00008	Syas.g_00785
OG0000559	Prax.g_00012	Syas.g_00789
OG0000560	Prax.g_00015	Syas.g_00792
OG0000561	Prax.g_00016	Syas.g_00793
OG0000562	Prax.g_00017	Syas.g_00794
OG0000563	Prax.g_00018	Syas.g_00795
OG0000564	Prax.g_00019	Syas.g_00796
OG0000565	Prax.g_00022	Syas.g_00800
OG0000566	Prax.g_00024	Syas.g_00804
OG0000567	Prax.g_00028	Syas.g_00808
OG0000568	Prax.g_00029	Syas.g_00810
OG0000569	Prax.g_00030	Syas.g_00811
OG0000570	Prax.g_00031	Syas.g_00812
OG0000571	Prax.g_00033	Syas.g_00815
OG0000572	Prax.g_00046	Syas.g_00839
OG0000573	Prax.g_00051	Syas.g_00952
OG0000574	Prax.g_00052	Syas.g_00951
OG0000575	Prax.g_00056	Syas.g_00848
OG0000576	Prax.g_00058	Syas.g_00850
OG0000577	Prax.g_00059	Syas.g_00851
OG0000578	Prax.g_00060	Syas.g_00852
OG0000579	Prax.g_00061	Syas.g_00853
OG0000580	Prax.g_00062	Syas.g_00854
OG0000581	Prax.g_00064	Syas.g_00861
OG0000582	Prax.g_00067	Syas.g_00873
OG0000583	Prax.g_00068	Syas.g_00872
OG0000584	Prax.g_00069	Syas.g_00871
OG0000585	Prax.g_00071	Syas.g_00868
OG0000586	Prax.g_00072	Syas.g_00867
OG0000587	Prax.g_00073	Syas.g_00865
OG0000588	Prax.g_00077	Syas.g_00960
OG0000589	Prax.g_00080	Syas.g_00121
OG0000590	Prax.g_00081	Syas.g_00120
OG0000591	Prax.g_00084	Syas.g_00106
OG0000592	Prax.g_00085	Syas.g_00105
OG0000593	Prax.g_00091	Syas.g_00750
OG0000594	Prax.g_00092	Syas.g_00749
OG0000595	Prax.g_00093	Syas.g_00748
OG0000596	Prax.g_00097	Syas.g_00743
OG0000597	Prax.g_00099	Syas.g_00740
OG0000598	Prax.g_00100	Syas.g_00739
OG0000599	Prax.g_00103	Syas.g_00732
OG0000600	Prax.g_00104	Syas.g_00731
OG0000601	Prax.g_00105	Syas.g_00730
OG0000602	Prax.g_00107	Syas.g_00725
OG0000603	Prax.g_00108	Syas.g_00724
OG0000604	Prax.g_00109	Syas.g_00721
OG0000605	Prax.g_00110	Syas.g_00719
OG0000606	Prax.g_00113	Syas.g_00716
OG0000607	Prax.g_00116	Syas.g_00713
OG0000608	Prax.g_00117	Syas.g_00712
OG0000609	Prax.g_00118	Syas.g_00710
OG0000610	Prax.g_00123	Syas.g_00702
OG0000611	Prax.g_00975	Syas.g_00699
OG0000612	Prax.g_00974	Syas.g_00698
OG0000613	Prax.g_00969	Syas.g_01825
