Orthogroup	Prbb	Prad
OG0000071	Prbb.g_01586	Prad.g_00628
OG0000072	Prbb.g_00228	Prad.g_01820
OG0000073	Prbb.g_00503	Prad.g_00130
OG0000074	Prbb.g_00687	Prad.g_01256
OG0000075	Prbb.g_02036	Prad.g_00775
OG0000076	Prbb.g_02061	Prad.g_01631
OG0000077	Prbb.g_00133	Prad.g_01915
OG0000078	Prbb.g_00297	Prad.g_01752
OG0000079	Prbb.g_00308	Prad.g_01739
OG0000081	Prbb.g_00534	Prad.g_00098
OG0000082	Prbb.g_01882	Prad.g_01374
OG0000083	Prbb.g_00425	Prad.g_01082, Prad.g_00345, Prad.g_01075
OG0000084	Prbb.g_01683	Prad.g_00519
OG0000085	Prbb.g_01816	Prad.g_00948
OG0000086	Prbb.g_00143	Prad.g_01905
OG0000087	Prbb.g_00196	Prad.g_01854
OG0000088	Prbb.g_00223	Prad.g_01825
OG0000089	Prbb.g_00416	Prad.g_00755
OG0000090	Prbb.g_00536	Prad.g_00096
OG0000091	Prbb.g_00643	Prad.g_01431
OG0000092	Prbb.g_00937	Prad.g_00240
OG0000093	Prbb.g_00768	Prad.g_00218
OG0000094	Prbb.g_00892	Prad.g_01038
OG0000095	Prbb.g_01070	Prad.g_01018
OG0000096	Prbb.g_01294	Prad.g_00650, Prad.g_00330
OG0000097	Prbb.g_01470	Prad.g_01454
OG0000098	Prbb.g_01608	Prad.g_00612
OG0000099	Prbb.g_00388	Prad.g_00566
OG0000100	Prbb.g_01763	Prad.g_00440
OG0000101	Prbb.g_02001	Prad.g_00807
OG0000102	Prbb.g_02066	Prad.g_01626
OG0000103	Prbb.g_02174	Prad.g_01548
OG0000104	Prbb.g_02185	Prad.g_01540
OG0000105	Prbb.g_00327	Prad.g_01717
OG0000106	Prbb.g_01197, Prbb.g_01329	Prad.g_00739
OG0000107	Prbb.g_01923	Prad.g_00724
OG0000108	Prbb.g_00484, Prbb.g_00485	Prad.g_00027
OG0000109	Prbb.g_00498	Prad.g_00013
OG0000110	Prbb.g_00578	Prad.g_01364
OG0000111	Prbb.g_00707	Prad.g_01273
OG0000112	Prbb.g_00983	Prad.g_01109
OG0000113	Prbb.g_00807, Prbb.g_01218	Prad.g_01168
OG0000114	Prbb.g_00932	Prad.g_00245
OG0000115	Prbb.g_01780	Prad.g_00641
OG0000116	Prbb.g_01528	Prad.g_01506
OG0000117	Prbb.g_01399	Prad.g_01214
OG0000118	Prbb.g_01598	Prad.g_00616
OG0000119	Prbb.g_01632	Prad.g_00598
OG0000120	Prbb.g_00678	Prad.g_00564
OG0000121	Prbb.g_01688	Prad.g_00513
OG0000122	Prbb.g_01727	Prad.g_00474
OG0000123	Prbb.g_02008	Prad.g_00800
OG0000124	Prbb.g_02079	Prad.g_01616
OG0000125	Prbb.g_02131	Prad.g_01580
OG0000126	Prbb.g_02183	Prad.g_01541
OG0000128	Prbb.g_00012	Prad.g_01975
OG0000129	Prbb.g_00059	Prad.g_01943
OG0000130	Prbb.g_00124	Prad.g_01924
OG0000131	Prbb.g_00202	Prad.g_01846
OG0000132	Prbb.g_00221	Prad.g_01827
OG0000133	Prbb.g_00373	Prad.g_01669
OG0000134	Prbb.g_00418	Prad.g_00754
OG0000135	Prbb.g_01326	Prad.g_00727
OG0000136	Prbb.g_00446	Prad.g_00066
OG0000137	Prbb.g_00478	Prad.g_00032
OG0000138	Prbb.g_00499	Prad.g_00012
OG0000139	Prbb.g_00540	Prad.g_00092
OG0000140	Prbb.g_00541	Prad.g_00091
OG0000141	Prbb.g_00608	Prad.g_01396
OG0000142	Prbb.g_00636	Prad.g_01424
OG0000143	Prbb.g_00640	Prad.g_01428
OG0000144	Prbb.g_00653	Prad.g_01226
OG0000145	Prbb.g_01099	Prad.g_01107
OG0000146	Prbb.g_00982	Prad.g_01110
OG0000147	Prbb.g_00981	Prad.g_01111
OG0000148	Prbb.g_00801	Prad.g_01162
OG0000149	Prbb.g_00832	Prad.g_00301
OG0000150	Prbb.g_00840	Prad.g_00293
OG0000151	Prbb.g_00943	Prad.g_00235
OG0000152	Prbb.g_00991	Prad.g_00186
OG0000153	Prbb.g_01009	Prad.g_00167
OG0000154	Prbb.g_01040	Prad.g_00139
OG0000155	Prbb.g_01495	Prad.g_01476
OG0000156	Prbb.g_01575	Prad.g_00359
OG0000157	Prbb.g_01576	Prad.g_00360
OG0000158	Prbb.g_02044	Prad.g_00567
OG0000159	Prbb.g_02093, Prbb.g_02083	Prad.g_00563
OG0000160	Prbb.g_01687	Prad.g_00514
OG0000161	Prbb.g_01693	Prad.g_00508
OG0000162	Prbb.g_01699	Prad.g_00502
OG0000163	Prbb.g_01735	Prad.g_00467
OG0000164	Prbb.g_01845	Prad.g_00917
OG0000165	Prbb.g_01853	Prad.g_00910
OG0000166	Prbb.g_01964	Prad.g_00843
OG0000167	Prbb.g_02034	Prad.g_00777
OG0000168	Prbb.g_02045	Prad.g_00767
OG0000169	Prbb.g_02055	Prad.g_01637
OG0000170	Prbb.g_02057	Prad.g_01635
OG0000171	Prbb.g_02078	Prad.g_01617
OG0000172	Prbb.g_02101	Prad.g_01609
OG0000173	Prbb.g_02116	Prad.g_01594
OG0000174	Prbb.g_02147	Prad.g_01566
OG0000175	Prbb.g_02165	Prad.g_01556
OG0000176	Prbb.g_00004	Prad.g_01532
OG0000177	Prbb.g_00005	Prad.g_01531
OG0000178	Prbb.g_00007, Prbb.g_00006	Prad.g_01530
OG0000179	Prbb.g_00017	Prad.g_01970
OG0000180	Prbb.g_00018	Prad.g_01969
OG0000181	Prbb.g_00019	Prad.g_01968
OG0000182	Prbb.g_00020	Prad.g_01967
OG0000183	Prbb.g_00024	Prad.g_01963
OG0000184	Prbb.g_00061	Prad.g_01940
OG0000185	Prbb.g_00064	Prad.g_01937
OG0000186	Prbb.g_00119	Prad.g_01929
OG0000187	Prbb.g_00120	Prad.g_01928
OG0000188	Prbb.g_00137	Prad.g_01911
OG0000189	Prbb.g_00151	Prad.g_01897
OG0000190	Prbb.g_00152	Prad.g_01896
OG0000191	Prbb.g_00175	Prad.g_01876
OG0000192	Prbb.g_00179	Prad.g_01872
OG0000193	Prbb.g_00203	Prad.g_01845
OG0000194	Prbb.g_00206	Prad.g_01842
OG0000195	Prbb.g_00208	Prad.g_01840
OG0000196	Prbb.g_00218	Prad.g_01830
OG0000197	Prbb.g_00219	Prad.g_01829
OG0000198	Prbb.g_00220	Prad.g_01828
OG0000199	Prbb.g_00227	Prad.g_01821
OG0000200	Prbb.g_00240	Prad.g_01807
OG0000201	Prbb.g_00249	Prad.g_01799
OG0000202	Prbb.g_00250	Prad.g_01798
OG0000203	Prbb.g_00251	Prad.g_01797
OG0000204	Prbb.g_00252	Prad.g_01796
OG0000205	Prbb.g_00259	Prad.g_01789
OG0000206	Prbb.g_00263	Prad.g_01784
OG0000207	Prbb.g_00265	Prad.g_01782
OG0000208	Prbb.g_00266	Prad.g_01781
OG0000209	Prbb.g_00275	Prad.g_01772
OG0000210	Prbb.g_00276	Prad.g_01771
OG0000211	Prbb.g_00290	Prad.g_01758
OG0000212	Prbb.g_00298	Prad.g_01751
OG0000213	Prbb.g_00313	Prad.g_01734
OG0000214	Prbb.g_00321	Prad.g_01724
OG0000215	Prbb.g_00344	Prad.g_01699
OG0000216	Prbb.g_00345	Prad.g_01697
OG0000217	Prbb.g_00348	Prad.g_01694
OG0000218	Prbb.g_00350	Prad.g_01692
OG0000219	Prbb.g_00351	Prad.g_01691
OG0000220	Prbb.g_00352	Prad.g_01690
OG0000221	Prbb.g_00353	Prad.g_01689
OG0000222	Prbb.g_00361	Prad.g_01681
OG0000223	Prbb.g_00374	Prad.g_01668
OG0000224	Prbb.g_00376	Prad.g_01666
OG0000225	Prbb.g_00405	Prad.g_01645
OG0000226	Prbb.g_00409	Prad.g_00761
OG0000227	Prbb.g_00411	Prad.g_00759
OG0000228	Prbb.g_00415	Prad.g_00756
OG0000229	Prbb.g_00441	Prad.g_00666
OG0000230	Prbb.g_00443	Prad.g_00069
OG0000231	Prbb.g_00454	Prad.g_00058
OG0000232	Prbb.g_00462	Prad.g_00049
OG0000233	Prbb.g_00470	Prad.g_00043
OG0000234	Prbb.g_00479	Prad.g_00031
OG0000235	Prbb.g_00483	Prad.g_00028
OG0000236	Prbb.g_00497	Prad.g_00014
OG0000237	Prbb.g_00510	Prad.g_00123
OG0000238	Prbb.g_00516	Prad.g_00117
OG0000239	Prbb.g_00528	Prad.g_00104
OG0000240	Prbb.g_00529	Prad.g_00103
OG0000241	Prbb.g_00533	Prad.g_00099
OG0000242	Prbb.g_00535	Prad.g_00097
OG0000243	Prbb.g_00546	Prad.g_01333
OG0000244	Prbb.g_00550	Prad.g_01336
OG0000245	Prbb.g_00552	Prad.g_01338
OG0000246	Prbb.g_00556	Prad.g_01342
OG0000247	Prbb.g_00566	Prad.g_01352
OG0000248	Prbb.g_00568	Prad.g_01354
OG0000249	Prbb.g_00570	Prad.g_01356
OG0000250	Prbb.g_00575	Prad.g_01361
OG0000251	Prbb.g_00591	Prad.g_01380
OG0000252	Prbb.g_00593	Prad.g_01383
OG0000253	Prbb.g_00595	Prad.g_01384
OG0000254	Prbb.g_00612	Prad.g_01400
OG0000255	Prbb.g_00618	Prad.g_01406
OG0000256	Prbb.g_00628	Prad.g_01416
OG0000257	Prbb.g_00631	Prad.g_01419
OG0000258	Prbb.g_00644	Prad.g_01432
OG0000259	Prbb.g_00661	Prad.g_01234
OG0000260	Prbb.g_00665	Prad.g_01237
OG0000261	Prbb.g_00668	Prad.g_01239
OG0000262	Prbb.g_00673	Prad.g_01243
OG0000263	Prbb.g_00686	Prad.g_01255
OG0000264	Prbb.g_00697, Prbb.g_00698	Prad.g_01265
OG0000265	Prbb.g_00713	Prad.g_01049
OG0000266	Prbb.g_00723	Prad.g_01059
OG0000267	Prbb.g_00736	Prad.g_01070
OG0000268	Prbb.g_00737	Prad.g_01071
OG0000269	Prbb.g_00778	Prad.g_01141
OG0000270	Prbb.g_00781	Prad.g_01144
OG0000271	Prbb.g_00789	Prad.g_01152
OG0000272	Prbb.g_00790	Prad.g_01153
OG0000273	Prbb.g_00814	Prad.g_01176
OG0000274	Prbb.g_00815	Prad.g_01177
OG0000275	Prbb.g_00817	Prad.g_01180
OG0000276	Prbb.g_00823	Prad.g_01185
OG0000277	Prbb.g_00824	Prad.g_00308
OG0000278	Prbb.g_00828	Prad.g_00305
OG0000279	Prbb.g_00835	Prad.g_00298
OG0000280	Prbb.g_01370	Prad.g_00297
OG0000281	Prbb.g_00841	Prad.g_00292
OG0000282	Prbb.g_00934	Prad.g_00243
OG0000283	Prbb.g_00965	Prad.g_00209
OG0000284	Prbb.g_00970	Prad.g_00204
OG0000285	Prbb.g_00975	Prad.g_00199
OG0000286	Prbb.g_00990	Prad.g_00187
OG0000287	Prbb.g_00101	Prad.g_00170
OG0000288	Prbb.g_01039	Prad.g_00140
OG0000289	Prbb.g_01051	Prad.g_01035
OG0000290	Prbb.g_01067	Prad.g_01021
OG0000291	Prbb.g_01069	Prad.g_01019
OG0000292	Prbb.g_01238	Prad.g_00972
OG0000293	Prbb.g_01527	Prad.g_01505
OG0000294	Prbb.g_01526	Prad.g_01504
OG0000295	Prbb.g_01502	Prad.g_01484
OG0000296	Prbb.g_01500	Prad.g_01482
OG0000297	Prbb.g_01491	Prad.g_01474
OG0000298	Prbb.g_01490	Prad.g_01473
OG0000299	Prbb.g_01471	Prad.g_01455
OG0000300	Prbb.g_01468	Prad.g_01452
OG0000301	Prbb.g_01467	Prad.g_01451
OG0000302	Prbb.g_01464	Prad.g_01449
OG0000303	Prbb.g_01459	Prad.g_01442
OG0000304	Prbb.g_01456	Prad.g_01438
OG0000305	Prbb.g_01789	Prad.g_00602
OG0000306	Prbb.g_00845	Prad.g_00599
OG0000307	Prbb.g_01648	Prad.g_00585
OG0000308	Prbb.g_01649	Prad.g_00584
OG0000309	Prbb.g_01653	Prad.g_00580
OG0000310	Prbb.g_01671	Prad.g_00530
OG0000311	Prbb.g_01673	Prad.g_00528
OG0000312	Prbb.g_01676	Prad.g_00525
OG0000313	Prbb.g_01690	Prad.g_00511
OG0000314	Prbb.g_01711	Prad.g_00487
OG0000315	Prbb.g_01721	Prad.g_00477
OG0000316	Prbb.g_01746	Prad.g_00457
OG0000317	Prbb.g_01821	Prad.g_00943
OG0000318	Prbb.g_01824	Prad.g_00940
OG0000319	Prbb.g_01835	Prad.g_00927
OG0000320	Prbb.g_01837	Prad.g_00925
OG0000321	Prbb.g_01838	Prad.g_00924
OG0000322	Prbb.g_01839	Prad.g_00923
OG0000323	Prbb.g_01848	Prad.g_00914
OG0000324	Prbb.g_01875	Prad.g_00887
OG0000325	Prbb.g_01924	Prad.g_00878
OG0000326	Prbb.g_01930	Prad.g_00872
OG0000327	Prbb.g_01959	Prad.g_00848
OG0000328	Prbb.g_01960	Prad.g_00847
OG0000329	Prbb.g_01977	Prad.g_00830
OG0000330	Prbb.g_01978	Prad.g_00829
OG0000331	Prbb.g_01979	Prad.g_00828
OG0000332	Prbb.g_01993	Prad.g_00814
OG0000333	Prbb.g_01995	Prad.g_00812
OG0000334	Prbb.g_02004	Prad.g_00804
OG0000335	Prbb.g_02009	Prad.g_00799
OG0000336	Prbb.g_02013	Prad.g_00795
OG0000337	Prbb.g_02031	Prad.g_00779
OG0000338	Prbb.g_02032	Prad.g_00778
OG0000339	Prbb.g_02037	Prad.g_00774
OG0000340	Prbb.g_02046	Prad.g_00766, Prad.g_01294
OG0000341	Prbb.g_02048	Prad.g_00764
OG0000342	Prbb.g_02049	Prad.g_00763
OG0000343	Prbb.g_02050	Prad.g_00762
OG0000344	Prbb.g_02053	Prad.g_01639
OG0000345	Prbb.g_02058	Prad.g_01634
OG0000346	Prbb.g_02062	Prad.g_01630
OG0000347	Prbb.g_02082	Prad.g_01615
OG0000348	Prbb.g_02104	Prad.g_01606
OG0000349	Prbb.g_02122	Prad.g_01589
OG0000350	Prbb.g_02143	Prad.g_01570
OG0000351	Prbb.g_02168	Prad.g_01553
OG0000352	Prbb.g_02169	Prad.g_01552
OG0000353	Prbb.g_02188	Prad.g_01537
OG0000355	Prbb.g_00001	Prad.g_01535
OG0000356	Prbb.g_00002	Prad.g_01534
OG0000357	Prbb.g_00003	Prad.g_01533
OG0000358	Prbb.g_00008	Prad.g_01529
OG0000359	Prbb.g_00009	Prad.g_01528
OG0000360	Prbb.g_00010	Prad.g_01527
OG0000361	Prbb.g_00011	Prad.g_01976
OG0000362	Prbb.g_00013	Prad.g_01974
OG0000363	Prbb.g_00015	Prad.g_01972
OG0000364	Prbb.g_00016	Prad.g_01971
OG0000365	Prbb.g_00021	Prad.g_01966
OG0000366	Prbb.g_00022	Prad.g_01965
OG0000367	Prbb.g_00023	Prad.g_01964
OG0000368	Prbb.g_00025	Prad.g_01962
OG0000369	Prbb.g_00026	Prad.g_01961
OG0000370	Prbb.g_00027	Prad.g_01960
OG0000371	Prbb.g_00033	Prad.g_01954
OG0000372	Prbb.g_00035	Prad.g_01951
OG0000373	Prbb.g_00036	Prad.g_01950
OG0000374	Prbb.g_00037	Prad.g_01949
OG0000375	Prbb.g_00055	Prad.g_01947
OG0000376	Prbb.g_00057	Prad.g_01945
OG0000377	Prbb.g_00060	Prad.g_01941
OG0000378	Prbb.g_00062	Prad.g_01939
OG0000379	Prbb.g_00065	Prad.g_01936
OG0000380	Prbb.g_00121	Prad.g_01927
OG0000381	Prbb.g_00125	Prad.g_01923
OG0000382	Prbb.g_00136	Prad.g_01912
OG0000383	Prbb.g_00138	Prad.g_01910
OG0000384	Prbb.g_00139	Prad.g_01909
OG0000385	Prbb.g_00140	Prad.g_01908
OG0000386	Prbb.g_00141	Prad.g_01907
OG0000387	Prbb.g_00154	Prad.g_01894
OG0000388	Prbb.g_00158	Prad.g_01891
OG0000389	Prbb.g_00161	Prad.g_01887
OG0000390	Prbb.g_00170	Prad.g_00011, Prad.g_01880
OG0000391	Prbb.g_00174	Prad.g_01877
OG0000392	Prbb.g_00177	Prad.g_01873
OG0000393	Prbb.g_00180	Prad.g_01871
OG0000394	Prbb.g_00181	Prad.g_01870
OG0000395	Prbb.g_00182	Prad.g_01869
OG0000396	Prbb.g_00185	Prad.g_01866
OG0000397	Prbb.g_00187	Prad.g_01864
OG0000398	Prbb.g_00190	Prad.g_01862
OG0000399	Prbb.g_00191	Prad.g_01861
OG0000400	Prbb.g_00192	Prad.g_01860
OG0000401	Prbb.g_00193	Prad.g_01859
OG0000402	Prbb.g_01101	Prad.g_01857
OG0000403	Prbb.g_00194	Prad.g_01856
OG0000404	Prbb.g_00195	Prad.g_01855
OG0000405	Prbb.g_00200	Prad.g_01851
OG0000406	Prbb.g_00204	Prad.g_01844
OG0000407	Prbb.g_00205	Prad.g_01843
OG0000408	Prbb.g_00207	Prad.g_01841
OG0000409	Prbb.g_00209	Prad.g_01839
OG0000410	Prbb.g_00210	Prad.g_01838
OG0000411	Prbb.g_00211	Prad.g_01837
OG0000412	Prbb.g_00212	Prad.g_01836
OG0000413	Prbb.g_00213	Prad.g_01835
OG0000414	Prbb.g_00214	Prad.g_01834
OG0000415	Prbb.g_00215	Prad.g_01833
OG0000416	Prbb.g_00216	Prad.g_01832
OG0000417	Prbb.g_00217	Prad.g_01831
OG0000418	Prbb.g_00222	Prad.g_01826
OG0000419	Prbb.g_00224	Prad.g_01824
OG0000420	Prbb.g_00225	Prad.g_01823
OG0000421	Prbb.g_00229	Prad.g_01818
OG0000422	Prbb.g_00230	Prad.g_01817
OG0000423	Prbb.g_00231	Prad.g_01816
OG0000424	Prbb.g_00232	Prad.g_01815
OG0000425	Prbb.g_00233	Prad.g_01814
OG0000426	Prbb.g_00234	Prad.g_01813
OG0000427	Prbb.g_00235	Prad.g_01812
OG0000428	Prbb.g_00237	Prad.g_01810
OG0000429	Prbb.g_00238	Prad.g_01809
OG0000430	Prbb.g_00239	Prad.g_01808
OG0000431	Prbb.g_00241	Prad.g_01806
OG0000432	Prbb.g_00245	Prad.g_01803
OG0000433	Prbb.g_00246	Prad.g_01802
OG0000434	Prbb.g_00247	Prad.g_01801
OG0000435	Prbb.g_00248	Prad.g_01800
OG0000436	Prbb.g_00253	Prad.g_01795
OG0000437	Prbb.g_00254	Prad.g_01794
OG0000438	Prbb.g_00255	Prad.g_01793
OG0000439	Prbb.g_00257	Prad.g_01791
OG0000440	Prbb.g_00258	Prad.g_01790
OG0000441	Prbb.g_00260	Prad.g_01787
OG0000442	Prbb.g_00261	Prad.g_01786
OG0000443	Prbb.g_00262	Prad.g_01785
OG0000444	Prbb.g_00267	Prad.g_01780
OG0000445	Prbb.g_00268	Prad.g_01779
OG0000446	Prbb.g_00269	Prad.g_01778
OG0000447	Prbb.g_00270	Prad.g_01777
OG0000448	Prbb.g_00271	Prad.g_01776
OG0000449	Prbb.g_00272	Prad.g_01775
OG0000450	Prbb.g_00273	Prad.g_01774
OG0000451	Prbb.g_00274	Prad.g_01773
OG0000452	Prbb.g_00277	Prad.g_01770
OG0000453	Prbb.g_00278	Prad.g_01769
OG0000454	Prbb.g_00279	Prad.g_01768
OG0000455	Prbb.g_00280	Prad.g_01767
OG0000456	Prbb.g_00281	Prad.g_01766
OG0000457	Prbb.g_00282	Prad.g_01765
OG0000458	Prbb.g_00283	Prad.g_01764
OG0000459	Prbb.g_00284	Prad.g_01763
OG0000460	Prbb.g_00292	Prad.g_01756
OG0000461	Prbb.g_00300	Prad.g_01749
OG0000462	Prbb.g_00302	Prad.g_01747
OG0000463	Prbb.g_00303	Prad.g_01746
OG0000464	Prbb.g_00304	Prad.g_01745
OG0000465	Prbb.g_00305	Prad.g_01744
OG0000466	Prbb.g_00306	Prad.g_01741
OG0000467	Prbb.g_00307	Prad.g_01740
OG0000468	Prbb.g_00309	Prad.g_01738
OG0000469	Prbb.g_00316	Prad.g_01729
OG0000470	Prbb.g_00318	Prad.g_01727
OG0000471	Prbb.g_00319	Prad.g_01726
OG0000472	Prbb.g_00320	Prad.g_01725
OG0000473	Prbb.g_00322	Prad.g_01723
OG0000474	Prbb.g_00323	Prad.g_01722
OG0000475	Prbb.g_00324	Prad.g_01721
OG0000476	Prbb.g_00326	Prad.g_01720
OG0000477	Prbb.g_00328	Prad.g_01716
OG0000478	Prbb.g_00329	Prad.g_01715
OG0000479	Prbb.g_00330	Prad.g_01714
OG0000480	Prbb.g_00334	Prad.g_01709
OG0000481	Prbb.g_00336	Prad.g_01707
OG0000482	Prbb.g_00337	Prad.g_01706
OG0000483	Prbb.g_00340	Prad.g_01703
OG0000484	Prbb.g_00341	Prad.g_01702
OG0000485	Prbb.g_00342	Prad.g_01701
OG0000486	Prbb.g_00343	Prad.g_01700
OG0000487	Prbb.g_00346	Prad.g_01696
OG0000488	Prbb.g_00349	Prad.g_01693
OG0000489	Prbb.g_00354	Prad.g_01688
OG0000490	Prbb.g_00359	Prad.g_01683
OG0000491	Prbb.g_00360	Prad.g_01682
OG0000492	Prbb.g_00362	Prad.g_01680
OG0000493	Prbb.g_00363	Prad.g_01679
OG0000494	Prbb.g_00364	Prad.g_01678
OG0000495	Prbb.g_00365	Prad.g_01677
OG0000496	Prbb.g_00366	Prad.g_01676
OG0000497	Prbb.g_00367	Prad.g_01675
OG0000498	Prbb.g_00368	Prad.g_01674
OG0000499	Prbb.g_00369	Prad.g_01673
OG0000500	Prbb.g_00370	Prad.g_01672
OG0000501	Prbb.g_00372	Prad.g_01670
OG0000502	Prbb.g_00375	Prad.g_01667
OG0000503	Prbb.g_00394	Prad.g_01657
OG0000504	Prbb.g_00396	Prad.g_01656
OG0000505	Prbb.g_00397	Prad.g_01655
OG0000506	Prbb.g_00398	Prad.g_01653
OG0000507	Prbb.g_00401	Prad.g_01650
OG0000508	Prbb.g_00404	Prad.g_01646
OG0000509	Prbb.g_00406	Prad.g_01644
OG0000510	Prbb.g_00407	Prad.g_01643
OG0000511	Prbb.g_00408	Prad.g_01642
OG0000512	Prbb.g_00410	Prad.g_00760
OG0000513	Prbb.g_00419	Prad.g_00753
OG0000514	Prbb.g_00436	Prad.g_00671
OG0000515	Prbb.g_00437	Prad.g_00670
OG0000516	Prbb.g_00438	Prad.g_00669
OG0000517	Prbb.g_00440	Prad.g_00667
OG0000518	Prbb.g_00451	Prad.g_00061
OG0000519	Prbb.g_00452	Prad.g_00060
OG0000520	Prbb.g_00453	Prad.g_00059
OG0000521	Prbb.g_00458	Prad.g_00054
OG0000522	Prbb.g_00460	Prad.g_00052
OG0000523	Prbb.g_00461	Prad.g_00051
OG0000524	Prbb.g_00468	Prad.g_00045
OG0000525	Prbb.g_00472	Prad.g_00042
OG0000526	Prbb.g_00473	Prad.g_00041
OG0000527	Prbb.g_00476	Prad.g_00034
OG0000528	Prbb.g_00482	Prad.g_00029
OG0000529	Prbb.g_00486	Prad.g_00026
OG0000530	Prbb.g_00489	Prad.g_00023
OG0000531	Prbb.g_00490	Prad.g_00022
OG0000532	Prbb.g_00491	Prad.g_00020
OG0000533	Prbb.g_00492	Prad.g_00019
OG0000534	Prbb.g_00493	Prad.g_00018
OG0000535	Prbb.g_00494	Prad.g_00017
OG0000536	Prbb.g_00495	Prad.g_00016
OG0000537	Prbb.g_00496	Prad.g_00015
