Orthogroup	Prbb	Syal
OG0000230	Prbb.g_00443	Syal.g_00523
OG0000231	Prbb.g_00454	Syal.g_00510
OG0000232	Prbb.g_00462	Syal.g_00495
OG0000233	Prbb.g_00470	Syal.g_00487
OG0000234	Prbb.g_00479	Syal.g_00461
OG0000235	Prbb.g_00483	Syal.g_02896
OG0000236	Prbb.g_00497	Syal.g_02912
OG0000237	Prbb.g_00510	Syal.g_02930
OG0000238	Prbb.g_00516	Syal.g_02935
OG0000239	Prbb.g_00528	Syal.g_02951
OG0000240	Prbb.g_00529	Syal.g_02952
OG0000241	Prbb.g_00533	Syal.g_02696
OG0000242	Prbb.g_00535	Syal.g_02840
OG0000243	Prbb.g_00546	Syal.g_02822
OG0000244	Prbb.g_00550	Syal.g_02815
OG0000245	Prbb.g_00552	Syal.g_02813
OG0000246	Prbb.g_00556	Syal.g_02809
OG0000247	Prbb.g_00566	Syal.g_02797
OG0000248	Prbb.g_00568	Syal.g_02794
OG0000249	Prbb.g_00570	Syal.g_02792
OG0000250	Prbb.g_00575	Syal.g_02786
OG0000251	Prbb.g_00591	Syal.g_02760
OG0000252	Prbb.g_00593	Syal.g_02757
OG0000253	Prbb.g_00595	Syal.g_02755
OG0000254	Prbb.g_00612	Syal.g_02732
OG0000255	Prbb.g_00618	Syal.g_02719
OG0000256	Prbb.g_00628	Syal.g_02705
OG0000257	Prbb.g_00631	Syal.g_02697
OG0000258	Prbb.g_00644	Syal.g_02623
OG0000259	Prbb.g_00661	Syal.g_02182
OG0000260	Prbb.g_00665	Syal.g_02188
OG0000261	Prbb.g_00668	Syal.g_02199
OG0000262	Prbb.g_00673	Syal.g_02204
OG0000263	Prbb.g_00686	Syal.g_01720
OG0000264	Prbb.g_00697, Prbb.g_00698	Syal.g_01788
OG0000265	Prbb.g_00713	Syal.g_02534
OG0000266	Prbb.g_00723	Syal.g_02421
OG0000267	Prbb.g_00736	Syal.g_02043
OG0000268	Prbb.g_00737	Syal.g_02042
OG0000269	Prbb.g_00778	Syal.g_02409
OG0000270	Prbb.g_00781	Syal.g_02412
OG0000271	Prbb.g_00789	Syal.g_01871
OG0000272	Prbb.g_00790	Syal.g_01872
OG0000274	Prbb.g_00815	Syal.g_02455
OG0000275	Prbb.g_00817	Syal.g_02458
OG0000276	Prbb.g_00823	Syal.g_02467
OG0000277	Prbb.g_00824	Syal.g_02468
OG0000278	Prbb.g_00828	Syal.g_02471
OG0000279	Prbb.g_00835	Syal.g_02479
OG0000280	Prbb.g_01370	Syal.g_02493
OG0000281	Prbb.g_00841	Syal.g_02190
OG0000282	Prbb.g_00934	Syal.g_02284
OG0000283	Prbb.g_00965	Syal.g_02028
OG0000284	Prbb.g_00970	Syal.g_02023
OG0000285	Prbb.g_00975	Syal.g_02012
OG0000286	Prbb.g_00990	Syal.g_01992
OG0000287	Prbb.g_00101	Syal.g_01965
OG0000288	Prbb.g_01039	Syal.g_01919
OG0000289	Prbb.g_01051	Syal.g_01904
OG0000290	Prbb.g_01067	Syal.g_01826
OG0000291	Prbb.g_01069	Syal.g_01824
OG0000292	Prbb.g_01238	Syal.g_00089
OG0000293	Prbb.g_01527	Syal.g_01631
OG0000294	Prbb.g_01526	Syal.g_01632
OG0000295	Prbb.g_01502	Syal.g_01687
OG0000296	Prbb.g_01500	Syal.g_01689
OG0000297	Prbb.g_01491	Syal.g_01702
OG0000298	Prbb.g_01490	Syal.g_01703
OG0000299	Prbb.g_01471	Syal.g_01732
OG0000300	Prbb.g_01468	Syal.g_01738
OG0000301	Prbb.g_01467	Syal.g_01739
OG0000302	Prbb.g_01464	Syal.g_01740
OG0000303	Prbb.g_01459	Syal.g_01763
OG0000304	Prbb.g_01456	Syal.g_01756
OG0000305	Prbb.g_01789	Syal.g_01821
OG0000306	Prbb.g_00845	Syal.g_02579
OG0000307	Prbb.g_01648	Syal.g_02880
OG0000308	Prbb.g_01649	Syal.g_02878
OG0000309	Prbb.g_01653	Syal.g_02873
OG0000310	Prbb.g_01671	Syal.g_01537
OG0000311	Prbb.g_01673	Syal.g_00061
OG0000312	Prbb.g_01676	Syal.g_00031
OG0000313	Prbb.g_01690	Syal.g_00381
OG0000314	Prbb.g_01711	Syal.g_00416
OG0000315	Prbb.g_01721	Syal.g_00426
OG0000316	Prbb.g_01746	Syal.g_02987
OG0000317	Prbb.g_01821	Syal.g_00583
OG0000318	Prbb.g_01824	Syal.g_00588
OG0000319	Prbb.g_01835	Syal.g_00608
OG0000320	Prbb.g_01837	Syal.g_00610
OG0000321	Prbb.g_01838	Syal.g_00611
OG0000322	Prbb.g_01839	Syal.g_00612
OG0000323	Prbb.g_01848	Syal.g_00626
OG0000324	Prbb.g_01875	Syal.g_00656
OG0000325	Prbb.g_01924	Syal.g_00195
OG0000326	Prbb.g_01930	Syal.g_00202
OG0000327	Prbb.g_01959	Syal.g_00230
OG0000328	Prbb.g_01960	Syal.g_00231
OG0000329	Prbb.g_01977	Syal.g_00249
OG0000330	Prbb.g_01978	Syal.g_00250
OG0000331	Prbb.g_01979	Syal.g_00251
OG0000332	Prbb.g_01993	Syal.g_00266
OG0000333	Prbb.g_01995	Syal.g_00269
OG0000334	Prbb.g_02004	Syal.g_00279
OG0000335	Prbb.g_02009	Syal.g_00284
OG0000336	Prbb.g_02013	Syal.g_00288
OG0000337	Prbb.g_02031	Syal.g_01343
OG0000338	Prbb.g_02032	Syal.g_01345
OG0000339	Prbb.g_02037	Syal.g_01351
OG0000340	Prbb.g_02046	Syal.g_01434
OG0000341	Prbb.g_02048	Syal.g_01436
OG0000342	Prbb.g_02049	Syal.g_01437
OG0000343	Prbb.g_02050	Syal.g_01441
OG0000344	Prbb.g_02053	Syal.g_01445
OG0000345	Prbb.g_02058	Syal.g_01455
OG0000346	Prbb.g_02062	Syal.g_01460
OG0000347	Prbb.g_02082	Syal.g_01525
OG0000348	Prbb.g_02104	Syal.g_00170
OG0000349	Prbb.g_02122	Syal.g_00148
OG0000350	Prbb.g_02143	Syal.g_00209
OG0000351	Prbb.g_02168	Syal.g_01175
OG0000352	Prbb.g_02169	Syal.g_01176
OG0000353	Prbb.g_02188	Syal.g_00095
OG0000355	Prbb.g_00001	Syal.g_00098
OG0000356	Prbb.g_00002	Syal.g_00099
OG0000357	Prbb.g_00003	Syal.g_00100
OG0000358	Prbb.g_00008	Syal.g_00104
OG0000359	Prbb.g_00009	Syal.g_00106
OG0000360	Prbb.g_00010	Syal.g_00107
OG0000361	Prbb.g_00011	Syal.g_00108
OG0000362	Prbb.g_00013	Syal.g_00110
OG0000363	Prbb.g_00015	Syal.g_00112
OG0000364	Prbb.g_00016	Syal.g_00113
OG0000365	Prbb.g_00021	Syal.g_00122
OG0000366	Prbb.g_00022	Syal.g_00123
OG0000367	Prbb.g_00023	Syal.g_00124
OG0000368	Prbb.g_00025	Syal.g_00126
OG0000369	Prbb.g_00026	Syal.g_00127
OG0000370	Prbb.g_00027	Syal.g_00128
OG0000371	Prbb.g_00033	Syal.g_00135
OG0000372	Prbb.g_00035	Syal.g_00141
OG0000373	Prbb.g_00036	Syal.g_00142
OG0000374	Prbb.g_00037	Syal.g_00143
OG0000375	Prbb.g_00055	Syal.g_00144
OG0000376	Prbb.g_00057	Syal.g_00146
OG0000377	Prbb.g_00060	Syal.g_01061
OG0000378	Prbb.g_00062	Syal.g_01027
OG0000379	Prbb.g_00065	Syal.g_01024
OG0000380	Prbb.g_00121	Syal.g_00749
OG0000381	Prbb.g_00125	Syal.g_00752
OG0000382	Prbb.g_00136	Syal.g_00770
OG0000383	Prbb.g_00138	Syal.g_00775
OG0000384	Prbb.g_00139	Syal.g_00776
OG0000385	Prbb.g_00140	Syal.g_00777
OG0000386	Prbb.g_00141	Syal.g_00778
OG0000387	Prbb.g_00154	Syal.g_00811
OG0000388	Prbb.g_00158	Syal.g_00815
OG0000389	Prbb.g_00161	Syal.g_00819
OG0000390	Prbb.g_00170	Syal.g_00835
OG0000391	Prbb.g_00174	Syal.g_00840
OG0000392	Prbb.g_00177	Syal.g_00846
OG0000393	Prbb.g_00180	Syal.g_00849
OG0000394	Prbb.g_00181	Syal.g_00850
OG0000395	Prbb.g_00182	Syal.g_00851
OG0000396	Prbb.g_00185	Syal.g_00854
OG0000397	Prbb.g_00187	Syal.g_00857
OG0000398	Prbb.g_00190	Syal.g_00862
OG0000399	Prbb.g_00191	Syal.g_00863
OG0000400	Prbb.g_00192	Syal.g_00864
OG0000401	Prbb.g_00193	Syal.g_00865
OG0000402	Prbb.g_01101	Syal.g_00867
OG0000403	Prbb.g_00194	Syal.g_00868
OG0000404	Prbb.g_00195	Syal.g_00870
OG0000405	Prbb.g_00200	Syal.g_00883
OG0000406	Prbb.g_00204	Syal.g_00888
OG0000407	Prbb.g_00205	Syal.g_00889
OG0000408	Prbb.g_00207	Syal.g_00891
OG0000409	Prbb.g_00209	Syal.g_00893
OG0000410	Prbb.g_00210	Syal.g_00894
OG0000411	Prbb.g_00211	Syal.g_00895
OG0000412	Prbb.g_00212	Syal.g_00896
OG0000413	Prbb.g_00213	Syal.g_00898
OG0000414	Prbb.g_00214	Syal.g_00899
OG0000415	Prbb.g_00215	Syal.g_00900
OG0000416	Prbb.g_00216	Syal.g_00901
OG0000417	Prbb.g_00217	Syal.g_00902
OG0000418	Prbb.g_00222	Syal.g_00907
OG0000419	Prbb.g_00224	Syal.g_00909
OG0000420	Prbb.g_00225	Syal.g_00911
OG0000421	Prbb.g_00229	Syal.g_00916
OG0000422	Prbb.g_00230	Syal.g_00917
OG0000423	Prbb.g_00231	Syal.g_00918
OG0000424	Prbb.g_00232	Syal.g_00919
OG0000425	Prbb.g_00233	Syal.g_00920
OG0000426	Prbb.g_00234	Syal.g_00921
OG0000427	Prbb.g_00235	Syal.g_00922
OG0000428	Prbb.g_00237	Syal.g_00925
OG0000429	Prbb.g_00238	Syal.g_00929
OG0000430	Prbb.g_00239	Syal.g_00931
OG0000431	Prbb.g_00241	Syal.g_00934
OG0000432	Prbb.g_00245	Syal.g_00940
OG0000433	Prbb.g_00246	Syal.g_00943
OG0000434	Prbb.g_00247	Syal.g_00944
OG0000435	Prbb.g_00248	Syal.g_00946
OG0000436	Prbb.g_00253	Syal.g_00953
OG0000437	Prbb.g_00254	Syal.g_00954
OG0000438	Prbb.g_00255	Syal.g_00955
OG0000439	Prbb.g_00257	Syal.g_00957
OG0000440	Prbb.g_00258	Syal.g_00958
OG0000441	Prbb.g_00260	Syal.g_00962
OG0000442	Prbb.g_00261	Syal.g_00964
OG0000443	Prbb.g_00262	Syal.g_00966
OG0000444	Prbb.g_00267	Syal.g_00978
OG0000445	Prbb.g_00268	Syal.g_00979
OG0000446	Prbb.g_00269	Syal.g_00981
OG0000447	Prbb.g_00270	Syal.g_00989
OG0000448	Prbb.g_00271	Syal.g_00990
OG0000449	Prbb.g_00272	Syal.g_00991
OG0000450	Prbb.g_00273	Syal.g_00997
OG0000451	Prbb.g_00274	Syal.g_00998
OG0000452	Prbb.g_00277	Syal.g_01002
OG0000453	Prbb.g_00278	Syal.g_01003
OG0000454	Prbb.g_00279	Syal.g_01004
OG0000455	Prbb.g_00280	Syal.g_01005
OG0000456	Prbb.g_00281	Syal.g_01006
OG0000457	Prbb.g_00282	Syal.g_01008
OG0000458	Prbb.g_00283	Syal.g_01009
OG0000459	Prbb.g_00284	Syal.g_01010
OG0000460	Prbb.g_00292	Syal.g_00686
OG0000461	Prbb.g_00300	Syal.g_01199
OG0000462	Prbb.g_00302	Syal.g_01202
OG0000463	Prbb.g_00303	Syal.g_01203
OG0000464	Prbb.g_00304	Syal.g_01204
OG0000465	Prbb.g_00305	Syal.g_01205
OG0000466	Prbb.g_00306	Syal.g_01210
OG0000467	Prbb.g_00307	Syal.g_01212
OG0000468	Prbb.g_00309	Syal.g_01225
OG0000469	Prbb.g_00316	Syal.g_01240
OG0000470	Prbb.g_00318	Syal.g_01242
OG0000471	Prbb.g_00319	Syal.g_01243
OG0000472	Prbb.g_00320	Syal.g_01245
OG0000473	Prbb.g_00322	Syal.g_01247
OG0000474	Prbb.g_00323	Syal.g_01248
OG0000475	Prbb.g_00324	Syal.g_01249
OG0000476	Prbb.g_00326	Syal.g_01251
OG0000477	Prbb.g_00328	Syal.g_01257
OG0000478	Prbb.g_00329	Syal.g_01258
OG0000479	Prbb.g_00330	Syal.g_01259
OG0000480	Prbb.g_00334	Syal.g_01266
OG0000481	Prbb.g_00336	Syal.g_01268
OG0000482	Prbb.g_00337	Syal.g_01269
OG0000483	Prbb.g_00340	Syal.g_01273
OG0000484	Prbb.g_00341	Syal.g_01274
OG0000485	Prbb.g_00342	Syal.g_01275
OG0000486	Prbb.g_00343	Syal.g_01276
OG0000487	Prbb.g_00346	Syal.g_01282
OG0000488	Prbb.g_00349	Syal.g_01286
OG0000489	Prbb.g_00354	Syal.g_01298
OG0000490	Prbb.g_00359	Syal.g_01307
OG0000491	Prbb.g_00360	Syal.g_01308
OG0000492	Prbb.g_00362	Syal.g_01310
OG0000493	Prbb.g_00363	Syal.g_01311
OG0000494	Prbb.g_00364	Syal.g_01312
OG0000495	Prbb.g_00365	Syal.g_01313
OG0000496	Prbb.g_00366	Syal.g_01314
OG0000497	Prbb.g_00367	Syal.g_01315
OG0000498	Prbb.g_00368	Syal.g_01316
OG0000499	Prbb.g_00369	Syal.g_01317
OG0000500	Prbb.g_00370	Syal.g_01318
OG0000501	Prbb.g_00372	Syal.g_01321
OG0000502	Prbb.g_00375	Syal.g_01328
OG0000503	Prbb.g_00394	Syal.g_00347
OG0000504	Prbb.g_00396	Syal.g_00349
OG0000505	Prbb.g_00397	Syal.g_00350
OG0000506	Prbb.g_00398	Syal.g_00352
OG0000507	Prbb.g_00401	Syal.g_00358
OG0000508	Prbb.g_00404	Syal.g_00362
OG0000509	Prbb.g_00406	Syal.g_00364
OG0000510	Prbb.g_00407	Syal.g_00365
OG0000511	Prbb.g_00408	Syal.g_00366
OG0000512	Prbb.g_00410	Syal.g_00368
OG0000513	Prbb.g_00419	Syal.g_00551
OG0000514	Prbb.g_00436	Syal.g_00539
OG0000515	Prbb.g_00437	Syal.g_00538
OG0000516	Prbb.g_00438	Syal.g_00534
OG0000517	Prbb.g_00440	Syal.g_00526
OG0000518	Prbb.g_00451	Syal.g_00514
OG0000519	Prbb.g_00452	Syal.g_00513
OG0000520	Prbb.g_00453	Syal.g_00512
OG0000521	Prbb.g_00458	Syal.g_00502
OG0000522	Prbb.g_00460	Syal.g_00500
OG0000523	Prbb.g_00461	Syal.g_00499
OG0000524	Prbb.g_00468	Syal.g_00491
OG0000525	Prbb.g_00472	Syal.g_00473
OG0000526	Prbb.g_00473	Syal.g_00471
OG0000527	Prbb.g_00476	Syal.g_00465
OG0000528	Prbb.g_00482	Syal.g_02893
OG0000529	Prbb.g_00486	Syal.g_02898
OG0000530	Prbb.g_00489	Syal.g_02901
OG0000531	Prbb.g_00490	Syal.g_02902
OG0000532	Prbb.g_00491	Syal.g_02905
OG0000533	Prbb.g_00492	Syal.g_02907
OG0000534	Prbb.g_00493	Syal.g_02908
OG0000535	Prbb.g_00494	Syal.g_02909
OG0000536	Prbb.g_00495	Syal.g_02910
OG0000537	Prbb.g_00496	Syal.g_02911
OG0000538	Prbb.g_00504	Syal.g_02923
OG0000539	Prbb.g_00505	Syal.g_02924
OG0000540	Prbb.g_00506	Syal.g_02925
OG0000541	Prbb.g_00507	Syal.g_02926
OG0000542	Prbb.g_00509	Syal.g_02929
OG0000543	Prbb.g_00511	Syal.g_02931
OG0000544	Prbb.g_00512	Syal.g_02932
OG0000545	Prbb.g_00514	Syal.g_02934
OG0000546	Prbb.g_00517	Syal.g_02936
OG0000547	Prbb.g_00519	Syal.g_02938
OG0000548	Prbb.g_00520	Syal.g_02939
OG0000549	Prbb.g_00523	Syal.g_02945
OG0000550	Prbb.g_00527	Syal.g_02949
OG0000551	Prbb.g_00530	Syal.g_02953
OG0000552	Prbb.g_00531	Syal.g_02954
