Orthogroup	Prbb	Prbc
OG0000024	Prbb.g_01175	Prbc.g_00598
OG0000024	Prbb.g_00680	Prbc.g_01755
OG0000025	Prbb.g_00052	Prbc.g_01115, Prbc.g_00528
OG0000025	Prbb.g_00818	Prbc.g_01894
OG0000026	Prbb.g_00032	Prbc.g_01101
OG0000027	Prbb.g_01375	Prbc.g_00072
OG0000028	Prbb.g_01635	Prbc.g_00653
OG0000030	Prbb.g_02073	Prbc.g_00199
OG0000031	Prbb.g_00387	Prbc.g_01228
OG0000032	Prbb.g_01723	Prbc.g_00746
OG0000033	Prbb.g_00226	Prbc.g_00402
OG0000034	Prbb.g_01596	Prbc.g_00575
OG0000035	Prbb.g_01686	Prbc.g_00709
OG0000037	Prbb.g_00164	Prbc.g_00464
OG0000038	Prbb.g_02129	Prbc.g_00995
OG0000039	Prbb.g_00692	Prbc.g_01768
OG0000040	Prbb.g_01899	Prbc.g_00909
OG0000040	Prbb.g_01790	Prbc.g_00811
OG0000041	Prbb.g_01868	Prbc.g_00877
OG0000042	Prbb.g_02069	Prbc.g_00203
OG0000043	Prbb.g_00909	Prbc.g_01953
OG0000043	Prbb.g_01198	Prbc.g_00135
OG0000044	Prbb.g_00079	Prbc.g_00533
OG0000045	Prbb.g_01094	Prbc.g_02137
OG0000046	Prbb.g_00379	Prbc.g_01220
OG0000047	Prbb.g_00421	Prbc.g_01273
OG0000047	Prbb.g_00386	Prbc.g_01227
OG0000048	Prbb.g_00325	Prbc.g_01165
OG0000050	Prbb.g_01452	Prbc.g_01383
OG0000050	Prbb.g_00116	Prbc.g_00513
OG0000051	Prbb.g_01383	Prbc.g_00088
OG0000051	Prbb.g_01391	Prbc.g_00095
OG0000052	Prbb.g_00112	Prbc.g_00518, Prbc.g_00517
OG0000053	Prbb.g_01705	Prbc.g_00728
OG0000054	Prbb.g_00607	Prbc.g_01683
OG0000055	Prbb.g_00747	Prbc.g_01822
OG0000055	Prbb.g_01897	Prbc.g_00907
OG0000056	Prbb.g_00078	Prbc.g_00532
OG0000057	Prbb.g_00706	Prbc.g_01780
OG0000057	Prbb.g_01359	Prbc.g_00055
OG0000058	Prbb.g_00851	Prbc.g_01928
OG0000059	Prbb.g_01946	Prbc.g_00958
OG0000061	Prbb.g_01517	Prbc.g_01446
OG0000062	Prbb.g_01768	Prbc.g_00790
OG0000063	Prbb.g_01921	Prbc.g_00932
OG0000065	Prbb.g_00162	Prbc.g_00466
OG0000066	Prbb.g_00542	Prbc.g_01618
OG0000067	Prbb.g_00783	Prbc.g_01858
OG0000068	Prbb.g_01639	Prbc.g_00657
OG0000069	Prbb.g_01324	Prbc.g_02181
OG0000069	Prbb.g_01729	Prbc.g_00752
OG0000070	Prbb.g_00455	Prbc.g_01511
OG0000071	Prbb.g_01586	Prbc.g_00566
OG0000072	Prbb.g_00228	Prbc.g_00400
OG0000073	Prbb.g_00503	Prbc.g_01579
OG0000074	Prbb.g_01104	Prbc.g_02148
OG0000074	Prbb.g_00915	Prbc.g_01960
OG0000074	Prbb.g_00687	Prbc.g_01763
OG0000075	Prbb.g_02036	Prbc.g_00236
OG0000076	Prbb.g_02061	Prbc.g_00211
OG0000077	Prbb.g_00133	Prbc.g_00495
OG0000078	Prbb.g_00297	Prbc.g_00330
OG0000079	Prbb.g_00308	Prbc.g_01148
OG0000081	Prbb.g_00534	Prbc.g_01610
OG0000082	Prbb.g_01882	Prbc.g_00891
OG0000083	Prbb.g_00425	Prbc.g_02193
OG0000084	Prbb.g_01683	Prbc.g_00705
OG0000085	Prbb.g_01816	Prbc.g_00826
OG0000086	Prbb.g_00143	Prbc.g_00485
OG0000087	Prbb.g_00196	Prbc.g_00432
OG0000088	Prbb.g_00223	Prbc.g_00405
OG0000089	Prbb.g_00416	Prbc.g_01268
OG0000090	Prbb.g_00536	Prbc.g_01612
OG0000091	Prbb.g_00643	Prbc.g_01719
OG0000092	Prbb.g_00937	Prbc.g_01982
OG0000093	Prbb.g_00768	Prbc.g_01843
OG0000094	Prbb.g_00892	Prbc.g_01935
OG0000095	Prbb.g_01070	Prbc.g_02113
OG0000096	Prbb.g_01294	Prbc.g_01323
OG0000097	Prbb.g_01470	Prbc.g_01400
OG0000098	Prbb.g_01608	Prbc.g_00585
OG0000099	Prbb.g_00388	Prbc.g_01229
OG0000100	Prbb.g_01763	Prbc.g_00785
OG0000101	Prbb.g_02001	Prbc.g_00284
OG0000102	Prbb.g_02066	Prbc.g_00206
OG0000103	Prbb.g_02174	Prbc.g_01053
OG0000104	Prbb.g_02185	Prbc.g_01065
OG0000105	Prbb.g_00327	Prbc.g_01167
OG0000106	Prbb.g_01197	Prbc.g_00134
OG0000106	Prbb.g_01329	Prbc.g_00641
OG0000107	Prbb.g_01923	Prbc.g_00934
OG0000108	Prbb.g_00484, Prbb.g_00485	Prbc.g_01540
OG0000109	Prbb.g_00498	Prbc.g_01553
OG0000110	Prbb.g_00578	Prbc.g_01654
OG0000111	Prbb.g_00707	Prbc.g_01781
OG0000112	Prbb.g_00983	Prbc.g_02028
OG0000113	Prbb.g_00807	Prbc.g_01882
OG0000113	Prbb.g_01218	Prbc.g_00153
OG0000114	Prbb.g_00932	Prbc.g_01977
OG0000115	Prbb.g_01780	Prbc.g_00801
OG0000116	Prbb.g_01528	Prbc.g_01457
OG0000117	Prbb.g_01399	Prbc.g_00102
OG0000118	Prbb.g_01598	Prbc.g_00577
OG0000119	Prbb.g_01632	Prbc.g_00650
OG0000120	Prbb.g_00678	Prbc.g_01753
OG0000121	Prbb.g_01688	Prbc.g_00711
OG0000122	Prbb.g_01727	Prbc.g_00750
OG0000123	Prbb.g_02008	Prbc.g_00277
OG0000124	Prbb.g_02079	Prbc.g_00193
OG0000125	Prbb.g_02131	Prbc.g_00997
OG0000126	Prbb.g_02183	Prbc.g_01063
OG0000127	Prbb.g_01346	Prbc.g_01352, Prbc.g_00621
OG0000128	Prbb.g_00012	Prbc.g_01081
OG0000129	Prbb.g_00059	Prbc.g_01122
OG0000130	Prbb.g_00124	Prbc.g_00504
OG0000131	Prbb.g_00202	Prbc.g_00426
OG0000132	Prbb.g_00221	Prbc.g_00407
OG0000133	Prbb.g_00373	Prbc.g_01214
OG0000134	Prbb.g_00418	Prbc.g_01270
OG0000135	Prbb.g_01326	Prbc.g_02183
OG0000136	Prbb.g_00446	Prbc.g_01502
OG0000137	Prbb.g_00478	Prbc.g_01534
OG0000138	Prbb.g_00499	Prbc.g_01554
OG0000139	Prbb.g_00540	Prbc.g_01616
OG0000140	Prbb.g_00541	Prbc.g_01617
OG0000141	Prbb.g_00608	Prbc.g_01684
OG0000142	Prbb.g_00636	Prbc.g_01712
OG0000143	Prbb.g_00640	Prbc.g_01716
OG0000144	Prbb.g_00653	Prbc.g_01729
OG0000145	Prbb.g_01099	Prbc.g_02142
OG0000146	Prbb.g_00982	Prbc.g_02027
OG0000147	Prbb.g_00981	Prbc.g_02026
OG0000148	Prbb.g_00801	Prbc.g_01876
OG0000149	Prbb.g_00832	Prbc.g_01908
OG0000150	Prbb.g_00840	Prbc.g_01916
OG0000151	Prbb.g_00943	Prbc.g_01988
OG0000152	Prbb.g_00991	Prbc.g_02036
OG0000153	Prbb.g_01009	Prbc.g_02054
OG0000154	Prbb.g_01040	Prbc.g_02083
OG0000155	Prbb.g_01495	Prbc.g_01424
OG0000156	Prbb.g_01575	Prbc.g_00555
OG0000157	Prbb.g_01576	Prbc.g_00556
OG0000158	Prbb.g_02044	Prbc.g_00228
OG0000160	Prbb.g_01687	Prbc.g_00710
OG0000161	Prbb.g_01693	Prbc.g_00716
OG0000162	Prbb.g_01699	Prbc.g_00722
OG0000163	Prbb.g_01735	Prbc.g_00758
OG0000164	Prbb.g_01845	Prbc.g_00854
OG0000165	Prbb.g_01853	Prbc.g_00862
OG0000166	Prbb.g_01964	Prbc.g_00321
OG0000167	Prbb.g_02034	Prbc.g_00238
OG0000168	Prbb.g_02045	Prbc.g_00227
OG0000169	Prbb.g_02055	Prbc.g_00217
OG0000170	Prbb.g_02057	Prbc.g_00215
OG0000171	Prbb.g_02078	Prbc.g_00194
OG0000172	Prbb.g_02101	Prbc.g_00967
OG0000173	Prbb.g_02116	Prbc.g_00982
OG0000174	Prbb.g_02147	Prbc.g_01013
OG0000175	Prbb.g_02165	Prbc.g_01044
OG0000176	Prbb.g_00004	Prbc.g_01074
OG0000177	Prbb.g_00005	Prbc.g_01075
OG0000178	Prbb.g_00007, Prbb.g_00006	Prbc.g_01076
OG0000179	Prbb.g_00017	Prbc.g_01086
OG0000180	Prbb.g_00018	Prbc.g_01087
OG0000181	Prbb.g_00019	Prbc.g_01088
OG0000182	Prbb.g_00020	Prbc.g_01089
OG0000183	Prbb.g_00024	Prbc.g_01093
OG0000184	Prbb.g_00061	Prbc.g_01124
OG0000185	Prbb.g_00064	Prbc.g_01127
OG0000186	Prbb.g_00119	Prbc.g_00509
OG0000187	Prbb.g_00120	Prbc.g_00508
OG0000188	Prbb.g_00137	Prbc.g_00491
OG0000189	Prbb.g_00151	Prbc.g_00477
OG0000190	Prbb.g_00152	Prbc.g_00476
OG0000191	Prbb.g_00175	Prbc.g_00453
OG0000192	Prbb.g_00179	Prbc.g_00449
OG0000193	Prbb.g_00203	Prbc.g_00425
OG0000194	Prbb.g_00206	Prbc.g_00422
OG0000195	Prbb.g_00208	Prbc.g_00420
OG0000196	Prbb.g_00218	Prbc.g_00410
OG0000197	Prbb.g_00219	Prbc.g_00409
OG0000198	Prbb.g_00220	Prbc.g_00408
OG0000199	Prbb.g_00227	Prbc.g_00401
OG0000200	Prbb.g_00240	Prbc.g_00388
OG0000201	Prbb.g_00249	Prbc.g_00379
OG0000202	Prbb.g_00250	Prbc.g_00378
OG0000203	Prbb.g_00251	Prbc.g_00377
OG0000204	Prbb.g_00252	Prbc.g_00376
OG0000205	Prbb.g_00259	Prbc.g_00369
OG0000206	Prbb.g_00263	Prbc.g_00365
OG0000207	Prbb.g_00265	Prbc.g_00363
OG0000208	Prbb.g_00266	Prbc.g_00362
OG0000209	Prbb.g_00275	Prbc.g_00352
OG0000210	Prbb.g_00276	Prbc.g_00351
OG0000211	Prbb.g_00290	Prbc.g_00337
OG0000212	Prbb.g_00298	Prbc.g_00329
OG0000213	Prbb.g_00313	Prbc.g_01153
OG0000214	Prbb.g_00321	Prbc.g_01161
OG0000215	Prbb.g_00344	Prbc.g_01185
OG0000216	Prbb.g_00345	Prbc.g_01186
OG0000217	Prbb.g_00348	Prbc.g_01189
OG0000218	Prbb.g_00350	Prbc.g_01191
OG0000219	Prbb.g_00351	Prbc.g_01192
OG0000220	Prbb.g_00352	Prbc.g_01193
OG0000221	Prbb.g_00353	Prbc.g_01194
OG0000222	Prbb.g_00361	Prbc.g_01202
OG0000223	Prbb.g_00374	Prbc.g_01215
OG0000224	Prbb.g_00376	Prbc.g_01217
OG0000225	Prbb.g_00405	Prbc.g_01257
OG0000226	Prbb.g_00409	Prbc.g_01261
OG0000227	Prbb.g_00411	Prbc.g_01263
OG0000228	Prbb.g_00415	Prbc.g_01267
OG0000229	Prbb.g_00441	Prbc.g_01497
OG0000230	Prbb.g_00443	Prbc.g_01499
OG0000231	Prbb.g_00454	Prbc.g_01510
OG0000232	Prbb.g_00462	Prbc.g_01518
OG0000233	Prbb.g_00470	Prbc.g_01526
OG0000234	Prbb.g_00479	Prbc.g_01535
OG0000235	Prbb.g_00483	Prbc.g_01539
OG0000236	Prbb.g_00497	Prbc.g_01552
OG0000237	Prbb.g_00510	Prbc.g_01586
OG0000238	Prbb.g_00516	Prbc.g_01592
OG0000239	Prbb.g_00528	Prbc.g_01604
OG0000240	Prbb.g_00529	Prbc.g_01605
OG0000241	Prbb.g_00533	Prbc.g_01609
OG0000242	Prbb.g_00535	Prbc.g_01611
OG0000243	Prbb.g_00546	Prbc.g_01622
OG0000244	Prbb.g_00550	Prbc.g_01626
OG0000245	Prbb.g_00552	Prbc.g_01628
OG0000246	Prbb.g_00556	Prbc.g_01632
OG0000247	Prbb.g_00566	Prbc.g_01642
OG0000248	Prbb.g_00568	Prbc.g_01644
OG0000249	Prbb.g_00570	Prbc.g_01646
OG0000250	Prbb.g_00575	Prbc.g_01651
OG0000251	Prbb.g_00591	Prbc.g_01667
OG0000252	Prbb.g_00593	Prbc.g_01669
OG0000253	Prbb.g_00595	Prbc.g_01671
OG0000254	Prbb.g_00612	Prbc.g_01688
OG0000255	Prbb.g_00618	Prbc.g_01694
OG0000256	Prbb.g_00628	Prbc.g_01704
OG0000257	Prbb.g_00631	Prbc.g_01707
OG0000258	Prbb.g_00644	Prbc.g_01720
OG0000259	Prbb.g_00661	Prbc.g_01737
OG0000260	Prbb.g_00665	Prbc.g_01740
OG0000261	Prbb.g_00668	Prbc.g_01743
OG0000262	Prbb.g_00673	Prbc.g_01748
OG0000263	Prbb.g_00686	Prbc.g_01762
OG0000264	Prbb.g_00697, Prbb.g_00698	Prbc.g_01773
OG0000265	Prbb.g_00713	Prbc.g_01787
OG0000266	Prbb.g_00723	Prbc.g_01797
OG0000267	Prbb.g_00736	Prbc.g_01810
OG0000268	Prbb.g_00737	Prbc.g_01811
OG0000269	Prbb.g_00778	Prbc.g_01853
OG0000270	Prbb.g_00781	Prbc.g_01856
OG0000271	Prbb.g_00789	Prbc.g_01864
OG0000272	Prbb.g_00790	Prbc.g_01865
OG0000273	Prbb.g_00814	Prbc.g_01890
OG0000274	Prbb.g_00815	Prbc.g_01891
OG0000275	Prbb.g_00817	Prbc.g_01893
OG0000276	Prbb.g_00823	Prbc.g_01899
OG0000277	Prbb.g_00824	Prbc.g_01900
OG0000278	Prbb.g_00828	Prbc.g_01904
OG0000279	Prbb.g_00835	Prbc.g_01911
OG0000280	Prbb.g_01370	Prbc.g_00068
OG0000281	Prbb.g_00841	Prbc.g_01917
OG0000282	Prbb.g_00934	Prbc.g_01979
OG0000283	Prbb.g_00965	Prbc.g_02010
OG0000284	Prbb.g_00970	Prbc.g_02015
OG0000285	Prbb.g_00975	Prbc.g_02020
OG0000286	Prbb.g_00990	Prbc.g_02035
OG0000287	Prbb.g_00101	Prbc.g_02190
OG0000288	Prbb.g_01039	Prbc.g_02082
OG0000289	Prbb.g_01051	Prbc.g_02094
OG0000290	Prbb.g_01067	Prbc.g_02110
OG0000291	Prbb.g_01069	Prbc.g_02112
OG0000292	Prbb.g_01238	Prbc.g_00173
OG0000293	Prbb.g_01527	Prbc.g_01456
OG0000294	Prbb.g_01526	Prbc.g_01455
OG0000295	Prbb.g_01502	Prbc.g_01431
OG0000296	Prbb.g_01500	Prbc.g_01429
OG0000297	Prbb.g_01491	Prbc.g_01421
OG0000298	Prbb.g_01490	Prbc.g_01420
OG0000299	Prbb.g_01471	Prbc.g_01401
OG0000300	Prbb.g_01468	Prbc.g_01398
OG0000301	Prbb.g_01467	Prbc.g_01397
OG0000302	Prbb.g_01464	Prbc.g_01395
OG0000303	Prbb.g_01459	Prbc.g_01390
OG0000304	Prbb.g_01456	Prbc.g_01387
OG0000305	Prbb.g_01789	Prbc.g_00810
OG0000306	Prbb.g_00845	Prbc.g_01921
OG0000307	Prbb.g_01648	Prbc.g_00666
OG0000308	Prbb.g_01649	Prbc.g_00667
OG0000309	Prbb.g_01653	Prbc.g_00671
OG0000310	Prbb.g_01671	Prbc.g_00693
OG0000311	Prbb.g_01673	Prbc.g_00695
OG0000312	Prbb.g_01676	Prbc.g_00698
OG0000313	Prbb.g_01690	Prbc.g_00713
OG0000314	Prbb.g_01711	Prbc.g_00734
OG0000315	Prbb.g_01721	Prbc.g_00744
OG0000316	Prbb.g_01746	Prbc.g_00768
OG0000317	Prbb.g_01821	Prbc.g_00830
OG0000318	Prbb.g_01824	Prbc.g_00833
OG0000319	Prbb.g_01835	Prbc.g_00844
OG0000320	Prbb.g_01837	Prbc.g_00846
OG0000321	Prbb.g_01838	Prbc.g_00847
OG0000322	Prbb.g_01839	Prbc.g_00848
OG0000323	Prbb.g_01848	Prbc.g_00857
OG0000324	Prbb.g_01875	Prbc.g_00884
OG0000325	Prbb.g_01924	Prbc.g_00935
OG0000326	Prbb.g_01930	Prbc.g_00941
OG0000327	Prbb.g_01959	Prbc.g_00326
OG0000328	Prbb.g_01960	Prbc.g_00325
OG0000329	Prbb.g_01977	Prbc.g_00308
OG0000330	Prbb.g_01978	Prbc.g_00307
OG0000331	Prbb.g_01979	Prbc.g_00306
OG0000332	Prbb.g_01993	Prbc.g_00292
OG0000333	Prbb.g_01995	Prbc.g_00290
OG0000334	Prbb.g_02004	Prbc.g_00281
OG0000335	Prbb.g_02009	Prbc.g_00276
OG0000336	Prbb.g_02013	Prbc.g_00272
OG0000337	Prbb.g_02031	Prbc.g_00241
OG0000338	Prbb.g_02032	Prbc.g_00240
OG0000339	Prbb.g_02037	Prbc.g_00235
OG0000340	Prbb.g_02046	Prbc.g_00226
OG0000341	Prbb.g_02048	Prbc.g_00224
OG0000342	Prbb.g_02049	Prbc.g_00223
OG0000343	Prbb.g_02050	Prbc.g_00222
OG0000344	Prbb.g_02053	Prbc.g_00219
OG0000345	Prbb.g_02058	Prbc.g_00214
OG0000346	Prbb.g_02062	Prbc.g_00210
OG0000347	Prbb.g_02082	Prbc.g_00190
OG0000348	Prbb.g_02104	Prbc.g_00970
OG0000349	Prbb.g_02122	Prbc.g_00988
OG0000350	Prbb.g_02143	Prbc.g_01009
OG0000351	Prbb.g_02168	Prbc.g_01047
OG0000352	Prbb.g_02169	Prbc.g_01048
OG0000353	Prbb.g_02188	Prbc.g_01068
OG0000355	Prbb.g_00001	Prbc.g_01071
OG0000356	Prbb.g_00002	Prbc.g_01072
OG0000357	Prbb.g_00003	Prbc.g_01073
OG0000358	Prbb.g_00008	Prbc.g_01077
OG0000359	Prbb.g_00009	Prbc.g_01078
OG0000360	Prbb.g_00010	Prbc.g_01079
OG0000361	Prbb.g_00011	Prbc.g_01080
OG0000362	Prbb.g_00013	Prbc.g_01082
OG0000363	Prbb.g_00015	Prbc.g_01084
OG0000364	Prbb.g_00016	Prbc.g_01085
OG0000365	Prbb.g_00021	Prbc.g_01090
OG0000366	Prbb.g_00022	Prbc.g_01091
OG0000367	Prbb.g_00023	Prbc.g_01092
OG0000368	Prbb.g_00025	Prbc.g_01094
OG0000369	Prbb.g_00026	Prbc.g_01095
OG0000370	Prbb.g_00027	Prbc.g_01096
OG0000371	Prbb.g_00033	Prbc.g_01102
OG0000372	Prbb.g_00035	Prbc.g_01104
OG0000373	Prbb.g_00036	Prbc.g_01105
OG0000374	Prbb.g_00037	Prbc.g_01106
OG0000375	Prbb.g_00055	Prbc.g_01118
OG0000376	Prbb.g_00057	Prbc.g_01120
OG0000377	Prbb.g_00060	Prbc.g_01123
OG0000378	Prbb.g_00062	Prbc.g_01125
OG0000379	Prbb.g_00065	Prbc.g_01128
OG0000380	Prbb.g_00121	Prbc.g_00507
OG0000381	Prbb.g_00125	Prbc.g_00503
OG0000382	Prbb.g_00136	Prbc.g_00492
OG0000383	Prbb.g_00138	Prbc.g_00490
OG0000384	Prbb.g_00139	Prbc.g_00489
OG0000385	Prbb.g_00140	Prbc.g_00488
OG0000386	Prbb.g_00141	Prbc.g_00487
OG0000387	Prbb.g_00154	Prbc.g_00474
OG0000388	Prbb.g_00158	Prbc.g_00470
OG0000389	Prbb.g_00161	Prbc.g_00467
OG0000390	Prbb.g_00170	Prbc.g_00458
OG0000391	Prbb.g_00174	Prbc.g_00454
OG0000392	Prbb.g_00177	Prbc.g_00451
OG0000393	Prbb.g_00180	Prbc.g_00448
OG0000394	Prbb.g_00181	Prbc.g_00447
OG0000395	Prbb.g_00182	Prbc.g_00446
OG0000396	Prbb.g_00185	Prbc.g_00443
OG0000397	Prbb.g_00187	Prbc.g_00441
OG0000398	Prbb.g_00190	Prbc.g_00438
OG0000399	Prbb.g_00191	Prbc.g_00437
OG0000400	Prbb.g_00192	Prbc.g_00436
OG0000401	Prbb.g_00193	Prbc.g_00435
OG0000402	Prbb.g_01101	Prbc.g_02145
OG0000403	Prbb.g_00194	Prbc.g_00434
OG0000404	Prbb.g_00195	Prbc.g_00433
OG0000405	Prbb.g_00200	Prbc.g_00428
OG0000406	Prbb.g_00204	Prbc.g_00424
OG0000407	Prbb.g_00205	Prbc.g_00423
OG0000408	Prbb.g_00207	Prbc.g_00421
OG0000409	Prbb.g_00209	Prbc.g_00419
OG0000410	Prbb.g_00210	Prbc.g_00418
OG0000411	Prbb.g_00211	Prbc.g_00417
OG0000412	Prbb.g_00212	Prbc.g_00416
OG0000413	Prbb.g_00213	Prbc.g_00415
OG0000414	Prbb.g_00214	Prbc.g_00414
OG0000415	Prbb.g_00215	Prbc.g_00413
OG0000416	Prbb.g_00216	Prbc.g_00412
OG0000417	Prbb.g_00217	Prbc.g_00411
OG0000418	Prbb.g_00222	Prbc.g_00406
OG0000419	Prbb.g_00224	Prbc.g_00404
OG0000420	Prbb.g_00225	Prbc.g_00403
OG0000421	Prbb.g_00229	Prbc.g_00399
OG0000422	Prbb.g_00230	Prbc.g_00398
OG0000423	Prbb.g_00231	Prbc.g_00397
OG0000424	Prbb.g_00232	Prbc.g_00396
OG0000425	Prbb.g_00233	Prbc.g_00395
OG0000426	Prbb.g_00234	Prbc.g_00394
OG0000427	Prbb.g_00235	Prbc.g_00393
OG0000428	Prbb.g_00237	Prbc.g_00391
OG0000429	Prbb.g_00238	Prbc.g_00390
OG0000430	Prbb.g_00239	Prbc.g_00389
OG0000431	Prbb.g_00241	Prbc.g_00387
OG0000432	Prbb.g_00245	Prbc.g_00383
OG0000433	Prbb.g_00246	Prbc.g_00382
OG0000434	Prbb.g_00247	Prbc.g_00381
OG0000435	Prbb.g_00248	Prbc.g_00380
OG0000436	Prbb.g_00253	Prbc.g_00375
OG0000437	Prbb.g_00254	Prbc.g_00374
OG0000438	Prbb.g_00255	Prbc.g_00373
OG0000439	Prbb.g_00257	Prbc.g_00371
OG0000440	Prbb.g_00258	Prbc.g_00370
OG0000441	Prbb.g_00260	Prbc.g_00368
OG0000442	Prbb.g_00261	Prbc.g_00367
OG0000443	Prbb.g_00262	Prbc.g_00366
OG0000444	Prbb.g_00267	Prbc.g_00361
OG0000445	Prbb.g_00268	Prbc.g_00360
OG0000446	Prbb.g_00269	Prbc.g_00358
OG0000447	Prbb.g_00270	Prbc.g_00357
OG0000448	Prbb.g_00271	Prbc.g_00356
OG0000449	Prbb.g_00272	Prbc.g_00355
OG0000450	Prbb.g_00273	Prbc.g_00354
OG0000451	Prbb.g_00274	Prbc.g_00353
OG0000452	Prbb.g_00277	Prbc.g_00350
OG0000453	Prbb.g_00278	Prbc.g_00349
OG0000454	Prbb.g_00279	Prbc.g_00348
OG0000455	Prbb.g_00280	Prbc.g_00347
OG0000456	Prbb.g_00281	Prbc.g_00346
OG0000457	Prbb.g_00282	Prbc.g_00345
OG0000458	Prbb.g_00283	Prbc.g_00344
OG0000459	Prbb.g_00284	Prbc.g_00343
OG0000460	Prbb.g_00292	Prbc.g_00335
OG0000461	Prbb.g_00300	Prbc.g_01140
OG0000462	Prbb.g_00302	Prbc.g_01142
OG0000463	Prbb.g_00303	Prbc.g_01143
OG0000464	Prbb.g_00304	Prbc.g_01144
OG0000465	Prbb.g_00305	Prbc.g_01145
OG0000466	Prbb.g_00306	Prbc.g_01146
OG0000467	Prbb.g_00307	Prbc.g_01147
OG0000468	Prbb.g_00309	Prbc.g_01149
OG0000469	Prbb.g_00316	Prbc.g_01156
OG0000470	Prbb.g_00318	Prbc.g_01158
OG0000471	Prbb.g_00319	Prbc.g_01159
OG0000472	Prbb.g_00320	Prbc.g_01160
OG0000473	Prbb.g_00322	Prbc.g_01162
OG0000474	Prbb.g_00323	Prbc.g_01163
OG0000475	Prbb.g_00324	Prbc.g_01164
OG0000476	Prbb.g_00326	Prbc.g_01166
OG0000477	Prbb.g_00328	Prbc.g_01168
OG0000478	Prbb.g_00329	Prbc.g_01169
OG0000479	Prbb.g_00330	Prbc.g_01170
OG0000480	Prbb.g_00334	Prbc.g_01175
OG0000481	Prbb.g_00336	Prbc.g_01177
OG0000482	Prbb.g_00337	Prbc.g_01178
OG0000483	Prbb.g_00340	Prbc.g_01181
OG0000484	Prbb.g_00341	Prbc.g_01182
OG0000485	Prbb.g_00342	Prbc.g_01183
OG0000486	Prbb.g_00343	Prbc.g_01184
OG0000487	Prbb.g_00346	Prbc.g_01187
