Orthogroup	Prbb	Syaf
OG0000065	Prbb.g_00162	Syaf.g_00903
OG0000066	Prbb.g_00542	Syaf.g_02643
OG0000067	Prbb.g_00783	Syaf.g_02049
OG0000068	Prbb.g_01639	Syaf.g_02733
OG0000070	Prbb.g_00455	Syaf.g_01237
OG0000071	Prbb.g_01586	Syaf.g_01254
OG0000072	Prbb.g_00228	Syaf.g_00805
OG0000073	Prbb.g_00503	Syaf.g_02700
OG0000075	Prbb.g_02036	Syaf.g_00353
OG0000076	Prbb.g_02061	Syaf.g_00388
OG0000077	Prbb.g_00133	Syaf.g_00951
OG0000078	Prbb.g_00297	Syaf.g_02782
OG0000079	Prbb.g_00308	Syaf.g_00197
OG0000081	Prbb.g_00534	Syaf.g_02776
OG0000082	Prbb.g_01882	Syaf.g_02576
OG0000084	Prbb.g_01683	Syaf.g_02409
OG0000085	Prbb.g_01816	Syaf.g_01048
OG0000086	Prbb.g_00143	Syaf.g_00932
OG0000087	Prbb.g_00196	Syaf.g_00848
OG0000088	Prbb.g_00223	Syaf.g_00811
OG0000089	Prbb.g_00416	Syaf.g_02807
OG0000090	Prbb.g_00536	Syaf.g_02654
OG0000091	Prbb.g_00643	Syaf.g_02302
OG0000093	Prbb.g_00768	Syaf.g_01775
OG0000097	Prbb.g_01470	Syaf.g_01574
OG0000098	Prbb.g_01608	Syaf.g_01637
OG0000099	Prbb.g_00388	Syaf.g_00312
OG0000100	Prbb.g_01763	Syaf.g_02017
OG0000101	Prbb.g_02001	Syaf.g_00093
OG0000102	Prbb.g_02066	Syaf.g_00393
OG0000103	Prbb.g_02174	Syaf.g_00520
OG0000104	Prbb.g_02185	Syaf.g_00502
OG0000105	Prbb.g_00327	Syaf.g_00235
OG0000106	Prbb.g_01197, Prbb.g_01329	Syaf.g_01745
OG0000107	Prbb.g_01923	Syaf.g_00177
OG0000108	Prbb.g_00484, Prbb.g_00485	Syaf.g_02721
OG0000109	Prbb.g_00498	Syaf.g_02706
OG0000110	Prbb.g_00578	Syaf.g_02589
OG0000112	Prbb.g_00983	Syaf.g_01852
OG0000113	Prbb.g_00807, Prbb.g_01218	Syaf.g_02022
OG0000114	Prbb.g_00932	Syaf.g_02103
OG0000115	Prbb.g_01780	Syaf.g_02445
OG0000116	Prbb.g_01528	Syaf.g_01276
OG0000117	Prbb.g_01399	Syaf.g_01605
OG0000118	Prbb.g_01598	Syaf.g_02544
OG0000120	Prbb.g_00678	Syaf.g_00313
OG0000121	Prbb.g_01688	Syaf.g_02419
OG0000123	Prbb.g_02008	Syaf.g_00086
OG0000124	Prbb.g_02079	Syaf.g_00414
OG0000125	Prbb.g_02131	Syaf.g_00640
OG0000126	Prbb.g_02183	Syaf.g_00504
OG0000127	Prbb.g_01346	Syaf.g_01541
OG0000128	Prbb.g_00012	Syaf.g_00486
OG0000129	Prbb.g_00059	Syaf.g_00651
OG0000130	Prbb.g_00124	Syaf.g_00963
OG0000131	Prbb.g_00202	Syaf.g_00833
OG0000132	Prbb.g_00221	Syaf.g_00813
OG0000133	Prbb.g_00373	Syaf.g_01857
OG0000134	Prbb.g_00418	Syaf.g_02804
OG0000135	Prbb.g_01326	Syaf.g_00605
OG0000136	Prbb.g_00446	Syaf.g_01224
OG0000137	Prbb.g_00478	Syaf.g_02498
OG0000138	Prbb.g_00499	Syaf.g_02705
OG0000139	Prbb.g_00540	Syaf.g_02648
OG0000140	Prbb.g_00541	Syaf.g_02646
OG0000141	Prbb.g_00608	Syaf.g_02375
OG0000142	Prbb.g_00636	Syaf.g_02310
OG0000143	Prbb.g_00640	Syaf.g_02306
OG0000144	Prbb.g_00653	Syaf.g_01735
OG0000145	Prbb.g_01099	Syaf.g_02699
OG0000146	Prbb.g_00982	Syaf.g_01851
OG0000147	Prbb.g_00981	Syaf.g_01850
OG0000148	Prbb.g_00801	Syaf.g_02028
OG0000149	Prbb.g_00832	Syaf.g_01371
OG0000150	Prbb.g_00840	Syaf.g_02645
OG0000151	Prbb.g_00943	Syaf.g_02091
OG0000152	Prbb.g_00991	Syaf.g_01861
OG0000153	Prbb.g_01009	Syaf.g_01904
OG0000154	Prbb.g_01040	Syaf.g_01930
OG0000155	Prbb.g_01495	Syaf.g_01324
OG0000156	Prbb.g_01575	Syaf.g_01270
OG0000157	Prbb.g_01576	Syaf.g_01269
OG0000158	Prbb.g_02044	Syaf.g_00364
OG0000160	Prbb.g_01687	Syaf.g_02418
OG0000161	Prbb.g_01693	Syaf.g_02424
OG0000162	Prbb.g_01699	Syaf.g_02431
OG0000163	Prbb.g_01735	Syaf.g_01105
OG0000164	Prbb.g_01845	Syaf.g_00999
OG0000165	Prbb.g_01853	Syaf.g_01197
OG0000166	Prbb.g_01964	Syaf.g_00133
OG0000167	Prbb.g_02034	Syaf.g_00350
OG0000168	Prbb.g_02045	Syaf.g_00365
OG0000169	Prbb.g_02055	Syaf.g_00376
OG0000170	Prbb.g_02057	Syaf.g_00383
OG0000171	Prbb.g_02078	Syaf.g_00413
OG0000172	Prbb.g_02101	Syaf.g_00419
OG0000173	Prbb.g_02116	Syaf.g_00438
OG0000174	Prbb.g_02147	Syaf.g_00603
OG0000175	Prbb.g_02165	Syaf.g_00531
OG0000176	Prbb.g_00004	Syaf.g_00494
OG0000177	Prbb.g_00005	Syaf.g_00493
OG0000178	Prbb.g_00007, Prbb.g_00006	Syaf.g_00492
OG0000179	Prbb.g_00017	Syaf.g_00477
OG0000180	Prbb.g_00018	Syaf.g_00476
OG0000181	Prbb.g_00019	Syaf.g_00475
OG0000182	Prbb.g_00020	Syaf.g_00474
OG0000183	Prbb.g_00024	Syaf.g_00470
OG0000184	Prbb.g_00061	Syaf.g_00664
OG0000185	Prbb.g_00064	Syaf.g_00684
OG0000186	Prbb.g_00119	Syaf.g_00968
OG0000187	Prbb.g_00120	Syaf.g_00966
OG0000188	Prbb.g_00137	Syaf.g_00944
OG0000189	Prbb.g_00151	Syaf.g_00916
OG0000190	Prbb.g_00152	Syaf.g_00914
OG0000191	Prbb.g_00175	Syaf.g_00877
OG0000192	Prbb.g_00179	Syaf.g_00871
OG0000193	Prbb.g_00203	Syaf.g_00832
OG0000194	Prbb.g_00206	Syaf.g_00829
OG0000195	Prbb.g_00208	Syaf.g_00827
OG0000196	Prbb.g_00218	Syaf.g_00816
OG0000197	Prbb.g_00219	Syaf.g_00815
OG0000198	Prbb.g_00220	Syaf.g_00814
OG0000199	Prbb.g_00227	Syaf.g_00806
OG0000200	Prbb.g_00240	Syaf.g_00789
OG0000202	Prbb.g_00250	Syaf.g_00770
OG0000203	Prbb.g_00251	Syaf.g_00769
OG0000204	Prbb.g_00252	Syaf.g_00768
OG0000205	Prbb.g_00259	Syaf.g_00761
OG0000206	Prbb.g_00263	Syaf.g_00736
OG0000207	Prbb.g_00265	Syaf.g_00735
OG0000208	Prbb.g_00266	Syaf.g_00734
OG0000209	Prbb.g_00275	Syaf.g_00714
OG0000210	Prbb.g_00276	Syaf.g_00713
OG0000212	Prbb.g_00298	Syaf.g_02781
OG0000213	Prbb.g_00313	Syaf.g_00210
OG0000214	Prbb.g_00321	Syaf.g_00226
OG0000215	Prbb.g_00344	Syaf.g_00258
OG0000216	Prbb.g_00345	Syaf.g_00262
OG0000217	Prbb.g_00348	Syaf.g_00266
OG0000218	Prbb.g_00350	Syaf.g_00268
OG0000219	Prbb.g_00351	Syaf.g_00269
OG0000220	Prbb.g_00352	Syaf.g_00270
OG0000221	Prbb.g_00353	Syaf.g_02597, Syaf.g_00273
OG0000222	Prbb.g_00361	Syaf.g_00287
OG0000223	Prbb.g_00374	Syaf.g_00317
OG0000224	Prbb.g_00376	Syaf.g_00324
OG0000225	Prbb.g_00405	Syaf.g_00007
OG0000226	Prbb.g_00409	Syaf.g_00003
OG0000227	Prbb.g_00411	Syaf.g_00001
OG0000228	Prbb.g_00415	Syaf.g_02808
OG0000229	Prbb.g_00441	Syaf.g_01214
OG0000230	Prbb.g_00443	Syaf.g_01216
OG0000231	Prbb.g_00454	Syaf.g_01236
OG0000232	Prbb.g_00462	Syaf.g_02536
OG0000233	Prbb.g_00470	Syaf.g_02528
OG0000234	Prbb.g_00479	Syaf.g_02497
OG0000235	Prbb.g_00483	Syaf.g_02722
OG0000236	Prbb.g_00497	Syaf.g_02707
OG0000237	Prbb.g_00510	Syaf.g_02690
OG0000238	Prbb.g_00516	Syaf.g_02685
OG0000239	Prbb.g_00528	Syaf.g_02669
OG0000240	Prbb.g_00529	Syaf.g_02668
OG0000241	Prbb.g_00533	Syaf.g_02322
OG0000242	Prbb.g_00535	Syaf.g_02656
OG0000243	Prbb.g_00546	Syaf.g_02634
OG0000244	Prbb.g_00550	Syaf.g_02627
OG0000245	Prbb.g_00552	Syaf.g_02625
OG0000246	Prbb.g_00556	Syaf.g_02621
OG0000247	Prbb.g_00566	Syaf.g_02610
OG0000248	Prbb.g_00568	Syaf.g_02607
OG0000249	Prbb.g_00570	Syaf.g_02605
OG0000250	Prbb.g_00575	Syaf.g_02593
OG0000251	Prbb.g_00591	Syaf.g_02568
OG0000252	Prbb.g_00593	Syaf.g_02565
OG0000253	Prbb.g_00595	Syaf.g_02564
OG0000254	Prbb.g_00612	Syaf.g_02371
OG0000255	Prbb.g_00618	Syaf.g_02352
OG0000256	Prbb.g_00628	Syaf.g_02329
OG0000257	Prbb.g_00631	Syaf.g_02323
OG0000258	Prbb.g_00644	Syaf.g_02301
OG0000259	Prbb.g_00661	Syaf.g_02137
OG0000260	Prbb.g_00665	Syaf.g_02134
OG0000261	Prbb.g_00668	Syaf.g_02131
OG0000262	Prbb.g_00673	Syaf.g_02126
OG0000263	Prbb.g_00686	Syaf.g_01585
OG0000264	Prbb.g_00697, Prbb.g_00698	Syaf.g_01473
OG0000265	Prbb.g_00713	Syaf.g_01196
OG0000266	Prbb.g_00723	Syaf.g_01967
OG0000267	Prbb.g_00736	Syaf.g_01787
OG0000268	Prbb.g_00737	Syaf.g_01788
OG0000269	Prbb.g_00778	Syaf.g_02054
OG0000270	Prbb.g_00781	Syaf.g_02051
OG0000271	Prbb.g_00789	Syaf.g_02043
OG0000272	Prbb.g_00790	Syaf.g_02042
OG0000273	Prbb.g_00814	Syaf.g_01392
OG0000274	Prbb.g_00815	Syaf.g_01391
OG0000275	Prbb.g_00817	Syaf.g_01386
OG0000276	Prbb.g_00823	Syaf.g_01379
OG0000277	Prbb.g_00824	Syaf.g_01378
OG0000278	Prbb.g_00828	Syaf.g_01375
OG0000279	Prbb.g_00835	Syaf.g_01367
OG0000280	Prbb.g_01370	Syaf.g_01337
OG0000281	Prbb.g_00841	Syaf.g_01636
OG0000282	Prbb.g_00934	Syaf.g_02101
OG0000283	Prbb.g_00965	Syaf.g_01804
OG0000284	Prbb.g_00970	Syaf.g_01810
OG0000285	Prbb.g_00975	Syaf.g_01842
OG0000286	Prbb.g_00990	Syaf.g_01860
OG0000287	Prbb.g_00101	Syaf.g_01896
OG0000288	Prbb.g_01039	Syaf.g_01929
OG0000289	Prbb.g_01051	Syaf.g_01943
OG0000290	Prbb.g_01067	Syaf.g_01439
OG0000291	Prbb.g_01069	Syaf.g_01441
OG0000292	Prbb.g_01238	Syaf.g_00505
OG0000293	Prbb.g_01527	Syaf.g_01277
OG0000294	Prbb.g_01526	Syaf.g_01278
OG0000295	Prbb.g_01502	Syaf.g_01316
OG0000296	Prbb.g_01500	Syaf.g_01318
OG0000297	Prbb.g_01491	Syaf.g_01607
OG0000298	Prbb.g_01490	Syaf.g_01606
OG0000299	Prbb.g_01471	Syaf.g_01578
OG0000300	Prbb.g_01468	Syaf.g_01571
OG0000301	Prbb.g_01467	Syaf.g_01570
OG0000302	Prbb.g_01464	Syaf.g_01568
OG0000303	Prbb.g_01459	Syaf.g_01559
OG0000304	Prbb.g_01456	Syaf.g_01551
OG0000305	Prbb.g_01789	Syaf.g_01444
OG0000306	Prbb.g_00845	Syaf.g_01332
OG0000307	Prbb.g_01648	Syaf.g_02742
OG0000308	Prbb.g_01649	Syaf.g_02744
OG0000309	Prbb.g_01653	Syaf.g_02749
OG0000310	Prbb.g_01671	Syaf.g_02387
OG0000311	Prbb.g_01673	Syaf.g_02391
OG0000312	Prbb.g_01676	Syaf.g_02397
OG0000313	Prbb.g_01690	Syaf.g_02421
OG0000314	Prbb.g_01711	Syaf.g_02458
OG0000315	Prbb.g_01721	Syaf.g_02468
OG0000316	Prbb.g_01746	Syaf.g_01088
OG0000317	Prbb.g_01821	Syaf.g_01040
OG0000318	Prbb.g_01824	Syaf.g_01032
OG0000319	Prbb.g_01835	Syaf.g_01015
OG0000320	Prbb.g_01837	Syaf.g_01013
OG0000321	Prbb.g_01838	Syaf.g_01012
OG0000322	Prbb.g_01839	Syaf.g_01011
OG0000323	Prbb.g_01848	Syaf.g_00997
OG0000324	Prbb.g_01875	Syaf.g_01164
OG0000325	Prbb.g_01924	Syaf.g_00176
OG0000326	Prbb.g_01930	Syaf.g_00169
OG0000327	Prbb.g_01959	Syaf.g_00138
OG0000328	Prbb.g_01960	Syaf.g_00137
OG0000329	Prbb.g_01977	Syaf.g_00119
OG0000330	Prbb.g_01978	Syaf.g_00118
OG0000331	Prbb.g_01979	Syaf.g_00117
OG0000332	Prbb.g_01993	Syaf.g_00102
OG0000333	Prbb.g_01995	Syaf.g_00099
OG0000334	Prbb.g_02004	Syaf.g_00090
OG0000335	Prbb.g_02009	Syaf.g_00085
OG0000336	Prbb.g_02013	Syaf.g_00081
OG0000337	Prbb.g_02031	Syaf.g_00344
OG0000338	Prbb.g_02032	Syaf.g_00348
OG0000339	Prbb.g_02037	Syaf.g_00355
OG0000340	Prbb.g_02046	Syaf.g_00366
OG0000341	Prbb.g_02048	Syaf.g_00368
OG0000342	Prbb.g_02049	Syaf.g_00369
OG0000343	Prbb.g_02050	Syaf.g_00370
OG0000344	Prbb.g_02053	Syaf.g_00374
OG0000345	Prbb.g_02058	Syaf.g_00384
OG0000346	Prbb.g_02062	Syaf.g_00389
OG0000347	Prbb.g_02082	Syaf.g_00415
OG0000348	Prbb.g_02104	Syaf.g_00427
OG0000349	Prbb.g_02122	Syaf.g_00445
OG0000350	Prbb.g_02143	Syaf.g_00162
OG0000351	Prbb.g_02168	Syaf.g_00528
OG0000352	Prbb.g_02169	Syaf.g_00527
OG0000353	Prbb.g_02188	Syaf.g_00499
OG0000355	Prbb.g_00001	Syaf.g_00497
OG0000356	Prbb.g_00002	Syaf.g_00496
OG0000357	Prbb.g_00003	Syaf.g_00495
OG0000358	Prbb.g_00008	Syaf.g_00491
OG0000359	Prbb.g_00009	Syaf.g_00489
OG0000360	Prbb.g_00010	Syaf.g_00488
OG0000361	Prbb.g_00011	Syaf.g_00487
OG0000362	Prbb.g_00013	Syaf.g_00485
OG0000363	Prbb.g_00015	Syaf.g_00483
OG0000364	Prbb.g_00016	Syaf.g_00482
OG0000365	Prbb.g_00021	Syaf.g_00473
OG0000366	Prbb.g_00022	Syaf.g_00472
OG0000367	Prbb.g_00023	Syaf.g_00471
OG0000368	Prbb.g_00025	Syaf.g_00469
OG0000369	Prbb.g_00026	Syaf.g_00468
OG0000370	Prbb.g_00027	Syaf.g_00467
OG0000371	Prbb.g_00033	Syaf.g_00458
OG0000372	Prbb.g_00035	Syaf.g_00453
OG0000373	Prbb.g_00036	Syaf.g_00452
OG0000374	Prbb.g_00037	Syaf.g_00451
OG0000375	Prbb.g_00055	Syaf.g_00449
OG0000376	Prbb.g_00057	Syaf.g_00447
OG0000377	Prbb.g_00060	Syaf.g_00654
OG0000378	Prbb.g_00062	Syaf.g_00668
OG0000379	Prbb.g_00065	Syaf.g_00686
OG0000380	Prbb.g_00121	Syaf.g_00965
OG0000381	Prbb.g_00125	Syaf.g_00962
OG0000382	Prbb.g_00136	Syaf.g_00945
OG0000383	Prbb.g_00138	Syaf.g_00941
OG0000384	Prbb.g_00139	Syaf.g_00940
OG0000385	Prbb.g_00140	Syaf.g_00939
OG0000386	Prbb.g_00141	Syaf.g_00938
OG0000387	Prbb.g_00154	Syaf.g_00912
OG0000388	Prbb.g_00158	Syaf.g_00908
OG0000389	Prbb.g_00161	Syaf.g_00904
OG0000390	Prbb.g_00170	Syaf.g_00883
OG0000391	Prbb.g_00174	Syaf.g_00878
OG0000392	Prbb.g_00177	Syaf.g_00872
OG0000393	Prbb.g_00180	Syaf.g_00870
OG0000394	Prbb.g_00181	Syaf.g_00869
OG0000395	Prbb.g_00182	Syaf.g_00868
OG0000396	Prbb.g_00185	Syaf.g_00865
OG0000397	Prbb.g_00187	Syaf.g_00863
OG0000398	Prbb.g_00190	Syaf.g_00858
OG0000399	Prbb.g_00191	Syaf.g_00857
OG0000400	Prbb.g_00192	Syaf.g_00856
OG0000401	Prbb.g_00193	Syaf.g_00855
OG0000402	Prbb.g_01101	Syaf.g_00852
OG0000403	Prbb.g_00194	Syaf.g_00851
OG0000404	Prbb.g_00195	Syaf.g_00850
OG0000405	Prbb.g_00200	Syaf.g_00835
OG0000406	Prbb.g_00204	Syaf.g_00831
OG0000407	Prbb.g_00205	Syaf.g_00830
OG0000408	Prbb.g_00207	Syaf.g_00828
OG0000409	Prbb.g_00209	Syaf.g_00826
OG0000410	Prbb.g_00210	Syaf.g_00825
OG0000411	Prbb.g_00211	Syaf.g_00824
OG0000412	Prbb.g_00212	Syaf.g_00823
OG0000413	Prbb.g_00213	Syaf.g_00821
OG0000414	Prbb.g_00214	Syaf.g_00820
OG0000415	Prbb.g_00215	Syaf.g_00819
OG0000416	Prbb.g_00216	Syaf.g_00818
OG0000417	Prbb.g_00217	Syaf.g_00817
OG0000418	Prbb.g_00222	Syaf.g_00812
OG0000419	Prbb.g_00224	Syaf.g_00810
OG0000420	Prbb.g_00225	Syaf.g_00808
OG0000421	Prbb.g_00229	Syaf.g_00803
OG0000422	Prbb.g_00230	Syaf.g_00802
OG0000423	Prbb.g_00231	Syaf.g_00801
OG0000424	Prbb.g_00232	Syaf.g_00800
OG0000425	Prbb.g_00233	Syaf.g_00799
OG0000426	Prbb.g_00234	Syaf.g_00798
OG0000427	Prbb.g_00235	Syaf.g_00797
OG0000428	Prbb.g_00237	Syaf.g_00794
OG0000429	Prbb.g_00238	Syaf.g_00792
OG0000430	Prbb.g_00239	Syaf.g_00790
OG0000431	Prbb.g_00241	Syaf.g_00786
OG0000432	Prbb.g_00245	Syaf.g_00779
OG0000433	Prbb.g_00246	Syaf.g_00777
OG0000434	Prbb.g_00247	Syaf.g_00776
OG0000435	Prbb.g_00248	Syaf.g_00772
OG0000436	Prbb.g_00253	Syaf.g_00767
OG0000437	Prbb.g_00254	Syaf.g_00766
OG0000438	Prbb.g_00255	Syaf.g_00765
OG0000439	Prbb.g_00257	Syaf.g_00763
OG0000440	Prbb.g_00258	Syaf.g_00762
OG0000441	Prbb.g_00260	Syaf.g_00756
OG0000442	Prbb.g_00261	Syaf.g_00743
OG0000443	Prbb.g_00262	Syaf.g_00739
OG0000444	Prbb.g_00267	Syaf.g_00733
OG0000445	Prbb.g_00268	Syaf.g_00729
OG0000446	Prbb.g_00269	Syaf.g_00728
OG0000447	Prbb.g_00270	Syaf.g_00725
OG0000448	Prbb.g_00271	Syaf.g_00724
OG0000449	Prbb.g_00272	Syaf.g_00723
OG0000450	Prbb.g_00273	Syaf.g_00717
OG0000451	Prbb.g_00274	Syaf.g_00716
OG0000452	Prbb.g_00277	Syaf.g_00712
OG0000453	Prbb.g_00278	Syaf.g_00711
OG0000454	Prbb.g_00279	Syaf.g_00710
OG0000455	Prbb.g_00280	Syaf.g_00709
OG0000456	Prbb.g_00281	Syaf.g_00708
OG0000457	Prbb.g_00282	Syaf.g_00706
OG0000458	Prbb.g_00283	Syaf.g_00705
OG0000459	Prbb.g_00284	Syaf.g_00704
OG0000460	Prbb.g_00292	Syaf.g_02789
OG0000461	Prbb.g_00300	Syaf.g_00183
OG0000462	Prbb.g_00302	Syaf.g_00186
OG0000463	Prbb.g_00303	Syaf.g_00187
OG0000464	Prbb.g_00304	Syaf.g_00188
OG0000465	Prbb.g_00305	Syaf.g_00190
OG0000466	Prbb.g_00306	Syaf.g_00194
OG0000467	Prbb.g_00307	Syaf.g_00196
OG0000468	Prbb.g_00309	Syaf.g_00206
OG0000469	Prbb.g_00316	Syaf.g_00220
OG0000470	Prbb.g_00318	Syaf.g_00222
OG0000471	Prbb.g_00319	Syaf.g_00223
OG0000472	Prbb.g_00320	Syaf.g_00225
OG0000473	Prbb.g_00322	Syaf.g_00227
OG0000474	Prbb.g_00323	Syaf.g_00228
OG0000475	Prbb.g_00324	Syaf.g_00229
OG0000476	Prbb.g_00326	Syaf.g_00231
OG0000477	Prbb.g_00328	Syaf.g_00237
OG0000478	Prbb.g_00329	Syaf.g_00238
OG0000479	Prbb.g_00330	Syaf.g_00239
OG0000480	Prbb.g_00334	Syaf.g_00247
OG0000481	Prbb.g_00336	Syaf.g_00249
OG0000482	Prbb.g_00337	Syaf.g_00250
OG0000483	Prbb.g_00340	Syaf.g_00254
OG0000484	Prbb.g_00341	Syaf.g_00255
OG0000485	Prbb.g_00342	Syaf.g_00256
OG0000486	Prbb.g_00343	Syaf.g_00257
OG0000487	Prbb.g_00346	Syaf.g_00263
OG0000488	Prbb.g_00349	Syaf.g_00267
OG0000489	Prbb.g_00354	Syaf.g_00274
OG0000490	Prbb.g_00359	Syaf.g_00284
OG0000491	Prbb.g_00360	Syaf.g_00285
OG0000492	Prbb.g_00362	Syaf.g_00288
OG0000493	Prbb.g_00363	Syaf.g_00289
OG0000494	Prbb.g_00364	Syaf.g_00290
OG0000495	Prbb.g_00365	Syaf.g_00291
OG0000496	Prbb.g_00366	Syaf.g_00292
OG0000497	Prbb.g_00367	Syaf.g_00293
OG0000498	Prbb.g_00368	Syaf.g_00294
OG0000499	Prbb.g_00369	Syaf.g_00295
OG0000500	Prbb.g_00370	Syaf.g_00296
OG0000501	Prbb.g_00372	Syaf.g_00299
OG0000502	Prbb.g_00375	Syaf.g_00319
OG0000503	Prbb.g_00394	Syaf.g_00023
OG0000504	Prbb.g_00396	Syaf.g_00021
OG0000505	Prbb.g_00397	Syaf.g_00020
OG0000506	Prbb.g_00398	Syaf.g_00018
OG0000507	Prbb.g_00401	Syaf.g_00012
OG0000508	Prbb.g_00404	Syaf.g_00008
OG0000509	Prbb.g_00406	Syaf.g_00006
OG0000510	Prbb.g_00407	Syaf.g_00005
OG0000511	Prbb.g_00408	Syaf.g_00004
OG0000512	Prbb.g_00410	Syaf.g_00002
OG0000513	Prbb.g_00419	Syaf.g_02803
OG0000514	Prbb.g_00436	Syaf.g_02796
OG0000515	Prbb.g_00437	Syaf.g_02795
OG0000516	Prbb.g_00438	Syaf.g_01219
OG0000517	Prbb.g_00440	Syaf.g_01213
OG0000518	Prbb.g_00451	Syaf.g_01230
OG0000519	Prbb.g_00452	Syaf.g_01231
OG0000520	Prbb.g_00453	Syaf.g_01235
OG0000521	Prbb.g_00458	Syaf.g_02542
OG0000522	Prbb.g_00460	Syaf.g_02538
OG0000523	Prbb.g_00461	Syaf.g_02537
OG0000524	Prbb.g_00468	Syaf.g_02531
OG0000525	Prbb.g_00472	Syaf.g_02507
OG0000526	Prbb.g_00473	Syaf.g_02504
OG0000527	Prbb.g_00476	Syaf.g_02500
OG0000528	Prbb.g_00482	Syaf.g_02728
OG0000529	Prbb.g_00486	Syaf.g_02720
OG0000530	Prbb.g_00489	Syaf.g_02717
OG0000531	Prbb.g_00490	Syaf.g_02716
OG0000532	Prbb.g_00491	Syaf.g_02713
OG0000533	Prbb.g_00492	Syaf.g_02712
OG0000534	Prbb.g_00493	Syaf.g_02711
OG0000535	Prbb.g_00494	Syaf.g_02710
OG0000536	Prbb.g_00495	Syaf.g_02709
OG0000537	Prbb.g_00496	Syaf.g_02708
OG0000538	Prbb.g_00504	Syaf.g_02697
OG0000539	Prbb.g_00505	Syaf.g_02696
OG0000540	Prbb.g_00506	Syaf.g_02695
OG0000541	Prbb.g_00507	Syaf.g_02694
