Orthogroup	Prbb	Prbl
OG0000146	Prbb.g_00982	Prbl.g_02469
OG0000147	Prbb.g_00981	Prbl.g_02468
OG0000148	Prbb.g_00801	Prbl.g_02316
OG0000149	Prbb.g_00832	Prbl.g_01552
OG0000150	Prbb.g_00840	Prbl.g_01576
OG0000151	Prbb.g_00943	Prbl.g_02386
OG0000152	Prbb.g_00991	Prbl.g_02478
OG0000153	Prbb.g_01009	Prbl.g_02505
OG0000154	Prbb.g_01040	Prbl.g_02532
OG0000155	Prbb.g_01495	Prbl.g_00185
OG0000156	Prbb.g_01575	Prbl.g_00115
OG0000157	Prbb.g_01576	Prbl.g_00114
OG0000158	Prbb.g_02044	Prbl.g_00843
OG0000160	Prbb.g_01687	Prbl.g_00241
OG0000161	Prbb.g_01693	Prbl.g_00227
OG0000162	Prbb.g_01699	Prbl.g_00221
OG0000163	Prbb.g_01735	Prbl.g_00452
OG0000164	Prbb.g_01845	Prbl.g_00365
OG0000165	Prbb.g_01853	Prbl.g_00356
OG0000166	Prbb.g_01964	Prbl.g_00962
OG0000167	Prbb.g_02034	Prbl.g_00857
OG0000168	Prbb.g_02045	Prbl.g_00842
OG0000169	Prbb.g_02055	Prbl.g_01302
OG0000170	Prbb.g_02057	Prbl.g_01290
OG0000171	Prbb.g_02078	Prbl.g_02055
OG0000172	Prbb.g_02101	Prbl.g_02021
OG0000173	Prbb.g_02116	Prbl.g_02000
OG0000174	Prbb.g_02147	Prbl.g_02188
OG0000175	Prbb.g_02165	Prbl.g_02150
OG0000176	Prbb.g_00004	Prbl.g_02117
OG0000177	Prbb.g_00005	Prbl.g_02116
OG0000178	Prbb.g_00007, Prbb.g_00006	Prbl.g_02115
OG0000179	Prbb.g_00017	Prbl.g_01961
OG0000180	Prbb.g_00018	Prbl.g_01962
OG0000181	Prbb.g_00019	Prbl.g_01963
OG0000182	Prbb.g_00020	Prbl.g_01964
OG0000183	Prbb.g_00024	Prbl.g_01968
OG0000184	Prbb.g_00061	Prbl.g_02251
OG0000185	Prbb.g_00064	Prbl.g_02273
OG0000186	Prbb.g_00119	Prbl.g_00614
OG0000187	Prbb.g_00120	Prbl.g_00613
OG0000188	Prbb.g_00137	Prbl.g_00591
OG0000189	Prbb.g_00151	Prbl.g_00565
OG0000190	Prbb.g_00152	Prbl.g_00563
OG0000191	Prbb.g_00175	Prbl.g_01325
OG0000192	Prbb.g_00179	Prbl.g_01316
OG0000193	Prbb.g_00203	Prbl.g_00302
OG0000194	Prbb.g_00206	Prbl.g_00299
OG0000195	Prbb.g_00208	Prbl.g_00297
OG0000196	Prbb.g_00218	Prbl.g_00286
OG0000197	Prbb.g_00219	Prbl.g_00285
OG0000198	Prbb.g_00220	Prbl.g_00284
OG0000199	Prbb.g_00227	Prbl.g_00277
OG0000200	Prbb.g_00240	Prbl.g_00069
OG0000201	Prbb.g_00249	Prbl.g_00088
OG0000202	Prbb.g_00250	Prbl.g_00089
OG0000203	Prbb.g_00251	Prbl.g_00090
OG0000204	Prbb.g_00252	Prbl.g_00091
OG0000205	Prbb.g_00259	Prbl.g_00098
OG0000206	Prbb.g_00263	Prbl.g_01282
OG0000207	Prbb.g_00265	Prbl.g_00130
OG0000208	Prbb.g_00266	Prbl.g_00129
OG0000209	Prbb.g_00275	Prbl.g_01256
OG0000210	Prbb.g_00276	Prbl.g_01257
OG0000211	Prbb.g_00290	Prbl.g_01922
OG0000212	Prbb.g_00298	Prbl.g_00192
OG0000213	Prbb.g_00313	Prbl.g_01496
OG0000214	Prbb.g_00321	Prbl.g_01469
OG0000215	Prbb.g_00344	Prbl.g_01439
OG0000216	Prbb.g_00345	Prbl.g_01436
OG0000217	Prbb.g_00348	Prbl.g_01432
OG0000218	Prbb.g_00350	Prbl.g_01428
OG0000219	Prbb.g_00351	Prbl.g_01427
OG0000220	Prbb.g_00352	Prbl.g_01426
OG0000221	Prbb.g_00353	Prbl.g_01421
OG0000222	Prbb.g_00361	Prbl.g_00911
OG0000223	Prbb.g_00374	Prbl.g_00888
OG0000224	Prbb.g_00376	Prbl.g_00877
OG0000225	Prbb.g_00405	Prbl.g_01218
OG0000226	Prbb.g_00409	Prbl.g_01222
OG0000227	Prbb.g_00411	Prbl.g_01224
OG0000228	Prbb.g_00415	Prbl.g_02673
OG0000229	Prbb.g_00441	Prbl.g_00652
OG0000230	Prbb.g_00443	Prbl.g_00650
OG0000231	Prbb.g_00454	Prbl.g_00635
OG0000232	Prbb.g_00462	Prbl.g_00619
OG0000233	Prbb.g_00470	Prbl.g_01360
OG0000234	Prbb.g_00479	Prbl.g_01339
OG0000235	Prbb.g_00483	Prbl.g_00510
OG0000236	Prbb.g_00497	Prbl.g_00526
OG0000237	Prbb.g_00510	Prbl.g_00800
OG0000238	Prbb.g_00516	Prbl.g_00795
OG0000239	Prbb.g_00528	Prbl.g_00779
OG0000240	Prbb.g_00529	Prbl.g_00778
OG0000241	Prbb.g_00533	Prbl.g_01526
OG0000242	Prbb.g_00535	Prbl.g_00768
OG0000243	Prbb.g_00546	Prbl.g_02647
OG0000244	Prbb.g_00550	Prbl.g_01879
OG0000245	Prbb.g_00552	Prbl.g_01882
OG0000246	Prbb.g_00556	Prbl.g_01886
OG0000247	Prbb.g_00566	Prbl.g_01897
OG0000248	Prbb.g_00568	Prbl.g_01900
OG0000249	Prbb.g_00570	Prbl.g_01902
OG0000250	Prbb.g_00575	Prbl.g_01799
OG0000251	Prbb.g_00591	Prbl.g_01775
OG0000252	Prbb.g_00593	Prbl.g_01772
OG0000253	Prbb.g_00595	Prbl.g_01766
OG0000254	Prbb.g_00612	Prbl.g_01747
OG0000255	Prbb.g_00618	Prbl.g_01612
OG0000256	Prbb.g_00628	Prbl.g_01626
OG0000257	Prbb.g_00631	Prbl.g_01632
OG0000258	Prbb.g_00644	Prbl.g_01655
OG0000259	Prbb.g_00661	Prbl.g_01406
OG0000260	Prbb.g_00665	Prbl.g_01403
OG0000261	Prbb.g_00668	Prbl.g_01400
OG0000262	Prbb.g_00673	Prbl.g_01395
OG0000263	Prbb.g_00686	Prbl.g_01242
OG0000264	Prbb.g_00697, Prbb.g_00698	Prbl.g_01859
OG0000265	Prbb.g_00713	Prbl.g_02567, Prbl.g_01839
OG0000266	Prbb.g_00723	Prbl.g_02556
OG0000267	Prbb.g_00736	Prbl.g_02431
OG0000268	Prbb.g_00737	Prbl.g_02432
OG0000269	Prbb.g_00778	Prbl.g_02340
OG0000270	Prbb.g_00781	Prbl.g_02337
OG0000271	Prbb.g_00789	Prbl.g_02329
OG0000272	Prbb.g_00790	Prbl.g_02328
OG0000273	Prbb.g_00814	Prbl.g_01534
OG0000274	Prbb.g_00815	Prbl.g_01535
OG0000275	Prbb.g_00817	Prbl.g_01538
OG0000276	Prbb.g_00823	Prbl.g_01544
OG0000277	Prbb.g_00824	Prbl.g_01545
OG0000278	Prbb.g_00828	Prbl.g_01548
OG0000279	Prbb.g_00835	Prbl.g_01556
OG0000280	Prbb.g_01370	Prbl.g_01562
OG0000281	Prbb.g_00841	Prbl.g_01577
OG0000282	Prbb.g_00934	Prbl.g_02405
OG0000283	Prbb.g_00965	Prbl.g_02443
OG0000284	Prbb.g_00970	Prbl.g_02449
OG0000285	Prbb.g_00975	Prbl.g_01688
OG0000286	Prbb.g_00990	Prbl.g_02477
OG0000287	Prbb.g_00101	Prbl.g_02608
OG0000288	Prbb.g_01039	Prbl.g_02531
OG0000289	Prbb.g_01051	Prbl.g_02544
OG0000290	Prbb.g_01067	Prbl.g_00930
OG0000291	Prbb.g_01069	Prbl.g_00928
OG0000292	Prbb.g_01238	Prbl.g_02128
OG0000293	Prbb.g_01527	Prbl.g_02071
OG0000294	Prbb.g_01526	Prbl.g_02072
OG0000295	Prbb.g_01502	Prbl.g_00178
OG0000296	Prbb.g_01500	Prbl.g_00180
OG0000297	Prbb.g_01491	Prbl.g_01382
OG0000298	Prbb.g_01490	Prbl.g_01383
OG0000299	Prbb.g_01471	Prbl.g_01372
OG0000300	Prbb.g_01468	Prbl.g_02582
OG0000301	Prbb.g_01467	Prbl.g_02583
OG0000302	Prbb.g_01464	Prbl.g_02586
OG0000303	Prbb.g_01459	Prbl.g_00187
OG0000304	Prbb.g_01456	Prbl.g_01102
OG0000305	Prbb.g_01789	Prbl.g_00926
OG0000306	Prbb.g_00845	Prbl.g_01586
OG0000307	Prbb.g_01648	Prbl.g_00494
OG0000308	Prbb.g_01649	Prbl.g_00492
OG0000309	Prbb.g_01653	Prbl.g_00488
OG0000310	Prbb.g_01671	Prbl.g_00160
OG0000311	Prbb.g_01673	Prbl.g_00258
OG0000312	Prbb.g_01676	Prbl.g_00254
OG0000313	Prbb.g_01690	Prbl.g_00230
OG0000314	Prbb.g_01711	Prbl.g_00699
OG0000315	Prbb.g_01721	Prbl.g_00709
OG0000316	Prbb.g_01746	Prbl.g_00441
OG0000317	Prbb.g_01821	Prbl.g_00399
OG0000318	Prbb.g_01824	Prbl.g_00393
OG0000319	Prbb.g_01835	Prbl.g_00376
OG0000320	Prbb.g_01837	Prbl.g_00374
OG0000321	Prbb.g_01838	Prbl.g_00373
OG0000322	Prbb.g_01839	Prbl.g_00372
OG0000323	Prbb.g_01848	Prbl.g_00361
OG0000324	Prbb.g_01875	Prbl.g_00332
OG0000325	Prbb.g_01924	Prbl.g_02683
OG0000326	Prbb.g_01930	Prbl.g_01059
OG0000327	Prbb.g_01959	Prbl.g_00957
OG0000328	Prbb.g_01960	Prbl.g_00958
OG0000329	Prbb.g_01977	Prbl.g_00975
OG0000330	Prbb.g_01978	Prbl.g_00976
OG0000331	Prbb.g_01979	Prbl.g_00977
OG0000332	Prbb.g_01993	Prbl.g_00992
OG0000333	Prbb.g_01995	Prbl.g_00994
OG0000334	Prbb.g_02004	Prbl.g_01131
OG0000335	Prbb.g_02009	Prbl.g_01136
OG0000336	Prbb.g_02013	Prbl.g_01140
OG0000337	Prbb.g_02031	Prbl.g_00863
OG0000338	Prbb.g_02032	Prbl.g_00859
OG0000339	Prbb.g_02037	Prbl.g_00853
OG0000340	Prbb.g_02046	Prbl.g_00841
OG0000341	Prbb.g_02048	Prbl.g_00839
OG0000342	Prbb.g_02049	Prbl.g_00838
OG0000343	Prbb.g_02050	Prbl.g_01307
OG0000344	Prbb.g_02053	Prbl.g_01304
OG0000345	Prbb.g_02058	Prbl.g_01289
OG0000346	Prbb.g_02062	Prbl.g_01284
OG0000347	Prbb.g_02082	Prbl.g_02053
OG0000348	Prbb.g_02104	Prbl.g_02016
OG0000349	Prbb.g_02122	Prbl.g_01992
OG0000350	Prbb.g_02143	Prbl.g_02195
OG0000351	Prbb.g_02168	Prbl.g_02147
OG0000352	Prbb.g_02169	Prbl.g_02146
OG0000353	Prbb.g_02188	Prbl.g_02122
OG0000355	Prbb.g_00001	Prbl.g_02120
OG0000356	Prbb.g_00002	Prbl.g_02119
OG0000357	Prbb.g_00003	Prbl.g_02118
OG0000358	Prbb.g_00008	Prbl.g_02114
OG0000359	Prbb.g_00009	Prbl.g_02112
OG0000360	Prbb.g_00010	Prbl.g_02111
OG0000361	Prbb.g_00011	Prbl.g_02110
OG0000362	Prbb.g_00013	Prbl.g_02108
OG0000363	Prbb.g_00015	Prbl.g_01955
OG0000364	Prbb.g_00016	Prbl.g_01956
OG0000365	Prbb.g_00021	Prbl.g_01965
OG0000366	Prbb.g_00022	Prbl.g_01966
OG0000367	Prbb.g_00023	Prbl.g_01967
OG0000368	Prbb.g_00025	Prbl.g_01969
OG0000369	Prbb.g_00026	Prbl.g_01970
OG0000370	Prbb.g_00027	Prbl.g_01971
OG0000371	Prbb.g_00033	Prbl.g_01980
OG0000372	Prbb.g_00035	Prbl.g_01985
OG0000373	Prbb.g_00036	Prbl.g_01986
OG0000374	Prbb.g_00037	Prbl.g_01987
OG0000375	Prbb.g_00055	Prbl.g_01988
OG0000376	Prbb.g_00057	Prbl.g_01990
OG0000377	Prbb.g_00060	Prbl.g_02244
OG0000378	Prbb.g_00062	Prbl.g_02258
OG0000379	Prbb.g_00065	Prbl.g_02274
OG0000380	Prbb.g_00121	Prbl.g_00612
OG0000381	Prbb.g_00125	Prbl.g_00607
OG0000382	Prbb.g_00136	Prbl.g_00592
OG0000383	Prbb.g_00138	Prbl.g_00590
OG0000384	Prbb.g_00139	Prbl.g_00589
OG0000385	Prbb.g_00140	Prbl.g_00588
OG0000386	Prbb.g_00141	Prbl.g_00587
OG0000387	Prbb.g_00154	Prbl.g_00561
OG0000388	Prbb.g_00158	Prbl.g_00557
OG0000389	Prbb.g_00161	Prbl.g_00553
OG0000390	Prbb.g_00170	Prbl.g_01331
OG0000391	Prbb.g_00174	Prbl.g_01326
OG0000392	Prbb.g_00177	Prbl.g_01320
OG0000393	Prbb.g_00180	Prbl.g_01315
OG0000394	Prbb.g_00181	Prbl.g_01314
OG0000395	Prbb.g_00182	Prbl.g_01313
OG0000396	Prbb.g_00185	Prbl.g_00827
OG0000397	Prbb.g_00187	Prbl.g_00825
OG0000398	Prbb.g_00190	Prbl.g_00820
OG0000399	Prbb.g_00191	Prbl.g_00819
OG0000400	Prbb.g_00192	Prbl.g_00818
OG0000401	Prbb.g_00193	Prbl.g_00817
OG0000402	Prbb.g_01101	Prbl.g_00815
OG0000403	Prbb.g_00194	Prbl.g_00814
OG0000404	Prbb.g_00195	Prbl.g_00812
OG0000405	Prbb.g_00200	Prbl.g_00305
OG0000406	Prbb.g_00204	Prbl.g_00301
OG0000407	Prbb.g_00205	Prbl.g_00300
OG0000408	Prbb.g_00207	Prbl.g_00298
OG0000409	Prbb.g_00209	Prbl.g_00296
OG0000410	Prbb.g_00210	Prbl.g_00295
OG0000411	Prbb.g_00211	Prbl.g_00294
OG0000412	Prbb.g_00212	Prbl.g_00293
OG0000413	Prbb.g_00213	Prbl.g_00291
OG0000414	Prbb.g_00214	Prbl.g_00290
OG0000415	Prbb.g_00215	Prbl.g_00289
OG0000416	Prbb.g_00216	Prbl.g_00288
OG0000417	Prbb.g_00217	Prbl.g_00287
OG0000418	Prbb.g_00222	Prbl.g_00282
OG0000419	Prbb.g_00224	Prbl.g_00280
OG0000420	Prbb.g_00225	Prbl.g_00279
OG0000421	Prbb.g_00229	Prbl.g_00275
OG0000422	Prbb.g_00230	Prbl.g_00274
OG0000423	Prbb.g_00231	Prbl.g_00273
OG0000424	Prbb.g_00232	Prbl.g_00272
OG0000425	Prbb.g_00233	Prbl.g_00271
OG0000426	Prbb.g_00234	Prbl.g_00270
OG0000427	Prbb.g_00235	Prbl.g_00269
OG0000428	Prbb.g_00237	Prbl.g_02377
OG0000429	Prbb.g_00238	Prbl.g_00066
OG0000430	Prbb.g_00239	Prbl.g_00068
OG0000431	Prbb.g_00241	Prbl.g_00072
OG0000432	Prbb.g_00245	Prbl.g_00079
OG0000433	Prbb.g_00246	Prbl.g_00082
OG0000434	Prbb.g_00247	Prbl.g_00083
OG0000435	Prbb.g_00248	Prbl.g_00086
OG0000436	Prbb.g_00253	Prbl.g_00092
OG0000437	Prbb.g_00254	Prbl.g_00093
OG0000438	Prbb.g_00255	Prbl.g_00094
OG0000439	Prbb.g_00257	Prbl.g_00096
OG0000440	Prbb.g_00258	Prbl.g_00097
OG0000441	Prbb.g_00260	Prbl.g_00104
OG0000442	Prbb.g_00261	Prbl.g_00105
OG0000443	Prbb.g_00262	Prbl.g_01283
OG0000444	Prbb.g_00267	Prbl.g_00127
OG0000445	Prbb.g_00268	Prbl.g_00126
OG0000446	Prbb.g_00269	Prbl.g_00124
OG0000447	Prbb.g_00270	Prbl.g_01244
OG0000448	Prbb.g_00271	Prbl.g_01245
OG0000449	Prbb.g_00272	Prbl.g_01246
OG0000450	Prbb.g_00273	Prbl.g_01252
OG0000451	Prbb.g_00274	Prbl.g_01253
OG0000452	Prbb.g_00277	Prbl.g_01258
OG0000453	Prbb.g_00278	Prbl.g_01259
OG0000454	Prbb.g_00279	Prbl.g_01260
OG0000455	Prbb.g_00280	Prbl.g_01261
OG0000456	Prbb.g_00281	Prbl.g_01262
OG0000457	Prbb.g_00282	Prbl.g_01264
OG0000458	Prbb.g_00283	Prbl.g_01265
OG0000459	Prbb.g_00284	Prbl.g_01266
OG0000460	Prbb.g_00292	Prbl.g_01923
OG0000461	Prbb.g_00300	Prbl.g_02679
OG0000462	Prbb.g_00302	Prbl.g_02666
OG0000463	Prbb.g_00303	Prbl.g_01516
OG0000464	Prbb.g_00304	Prbl.g_01515
OG0000465	Prbb.g_00305	Prbl.g_01513
OG0000466	Prbb.g_00306	Prbl.g_01508
OG0000467	Prbb.g_00307	Prbl.g_01506
OG0000468	Prbb.g_00309	Prbl.g_01499
OG0000469	Prbb.g_00316	Prbl.g_01486
OG0000470	Prbb.g_00318	Prbl.g_01473
OG0000471	Prbb.g_00319	Prbl.g_01472
OG0000472	Prbb.g_00320	Prbl.g_01470
OG0000473	Prbb.g_00322	Prbl.g_01468
OG0000474	Prbb.g_00323	Prbl.g_01467
OG0000475	Prbb.g_00324	Prbl.g_01466
OG0000476	Prbb.g_00326	Prbl.g_01464
OG0000477	Prbb.g_00328	Prbl.g_01459
OG0000478	Prbb.g_00329	Prbl.g_01458
OG0000479	Prbb.g_00330	Prbl.g_01457
OG0000480	Prbb.g_00334	Prbl.g_01450
OG0000481	Prbb.g_00336	Prbl.g_01448
OG0000482	Prbb.g_00337	Prbl.g_01447
OG0000483	Prbb.g_00340	Prbl.g_01443
OG0000484	Prbb.g_00341	Prbl.g_01442
OG0000485	Prbb.g_00342	Prbl.g_01441
OG0000486	Prbb.g_00343	Prbl.g_01440
OG0000487	Prbb.g_00346	Prbl.g_01435
OG0000488	Prbb.g_00349	Prbl.g_01431
OG0000489	Prbb.g_00354	Prbl.g_01420
OG0000490	Prbb.g_00359	Prbl.g_01414
OG0000491	Prbb.g_00360	Prbl.g_01413
OG0000492	Prbb.g_00362	Prbl.g_00909
OG0000493	Prbb.g_00363	Prbl.g_00908
OG0000494	Prbb.g_00364	Prbl.g_00907
OG0000495	Prbb.g_00365	Prbl.g_00906
OG0000496	Prbb.g_00366	Prbl.g_00905
OG0000497	Prbb.g_00367	Prbl.g_00904
OG0000498	Prbb.g_00368	Prbl.g_00903
OG0000499	Prbb.g_00369	Prbl.g_00902
OG0000500	Prbb.g_00370	Prbl.g_00901
OG0000501	Prbb.g_00372	Prbl.g_00898
OG0000502	Prbb.g_00375	Prbl.g_00886
OG0000503	Prbb.g_00394	Prbl.g_01201
OG0000504	Prbb.g_00396	Prbl.g_01203
OG0000505	Prbb.g_00397	Prbl.g_01204
OG0000506	Prbb.g_00398	Prbl.g_01206
OG0000507	Prbb.g_00401	Prbl.g_01210
OG0000508	Prbb.g_00404	Prbl.g_01217
OG0000509	Prbb.g_00406	Prbl.g_01219
OG0000510	Prbb.g_00407	Prbl.g_01220
OG0000511	Prbb.g_00408	Prbl.g_01221
OG0000512	Prbb.g_00410	Prbl.g_01223
OG0000513	Prbb.g_00419	Prbl.g_02678
OG0000514	Prbb.g_00436	Prbl.g_00676
OG0000515	Prbb.g_00437	Prbl.g_00675
OG0000516	Prbb.g_00438	Prbl.g_00663
OG0000517	Prbb.g_00440	Prbl.g_00653
OG0000518	Prbb.g_00451	Prbl.g_00641
OG0000519	Prbb.g_00452	Prbl.g_00640
OG0000520	Prbb.g_00453	Prbl.g_00639
OG0000521	Prbb.g_00458	Prbl.g_00625
OG0000522	Prbb.g_00460	Prbl.g_00623
OG0000523	Prbb.g_00461	Prbl.g_00622
OG0000524	Prbb.g_00468	Prbl.g_01364
OG0000525	Prbb.g_00472	Prbl.g_01348
OG0000526	Prbb.g_00473	Prbl.g_01346
OG0000527	Prbb.g_00476	Prbl.g_01342
OG0000528	Prbb.g_00482	Prbl.g_00506
OG0000529	Prbb.g_00486	Prbl.g_00512
OG0000530	Prbb.g_00489	Prbl.g_00515
OG0000531	Prbb.g_00490	Prbl.g_00516
OG0000532	Prbb.g_00491	Prbl.g_00519
OG0000533	Prbb.g_00492	Prbl.g_00521
OG0000534	Prbb.g_00493	Prbl.g_00522
OG0000535	Prbb.g_00494	Prbl.g_00523
OG0000536	Prbb.g_00495	Prbl.g_00524
OG0000537	Prbb.g_00496	Prbl.g_00525
OG0000538	Prbb.g_00504	Prbl.g_00536
OG0000539	Prbb.g_00505	Prbl.g_00806
