Orthogroup	Prbb	Prbh
OG0000134	Prbb.g_00418	Prbh.g_00413
OG0000135	Prbb.g_01326	Prbh.g_01825
OG0000136	Prbb.g_00446	Prbh.g_00391
OG0000137	Prbb.g_00478	Prbh.g_00356
OG0000138	Prbb.g_00499	Prbh.g_00336
OG0000139	Prbb.g_00540	Prbh.g_00292
OG0000140	Prbb.g_00541	Prbh.g_00291
OG0000141	Prbb.g_00608	Prbh.g_00222
OG0000142	Prbb.g_00636	Prbh.g_01218
OG0000143	Prbb.g_00640	Prbh.g_01215
OG0000144	Prbb.g_00653	Prbh.g_01201
OG0000145	Prbb.g_01099	Prbh.g_01880
OG0000146	Prbb.g_00982	Prbh.g_01077
OG0000147	Prbb.g_00981	Prbh.g_01076
OG0000148	Prbb.g_00801	Prbh.g_00970
OG0000149	Prbb.g_00832	Prbh.g_01002
OG0000150	Prbb.g_00840	Prbh.g_01012
OG0000151	Prbb.g_00943	Prbh.g_00888
OG0000152	Prbb.g_00991	Prbh.g_01086
OG0000153	Prbb.g_01009	Prbh.g_01104
OG0000154	Prbb.g_01040	Prbh.g_01121
OG0000155	Prbb.g_01495	Prbh.g_01261
OG0000156	Prbb.g_01575	Prbh.g_01362
OG0000157	Prbb.g_01576	Prbh.g_01363
OG0000158	Prbb.g_02044	Prbh.g_01599
OG0000159	Prbb.g_02093	Prbh.g_00039
OG0000160	Prbb.g_01687	Prbh.g_00100
OG0000161	Prbb.g_01693	Prbh.g_01288, Prbh.g_00106
OG0000162	Prbb.g_01699	Prbh.g_00112
OG0000163	Prbb.g_01735	Prbh.g_00151
OG0000164	Prbb.g_01845	Prbh.g_01758
OG0000165	Prbb.g_01853	Prbh.g_01750
OG0000166	Prbb.g_01964	Prbh.g_01681
OG0000167	Prbb.g_02034	Prbh.g_01609
OG0000168	Prbb.g_02045	Prbh.g_01598
OG0000169	Prbb.g_02055	Prbh.g_01588
OG0000170	Prbb.g_02057	Prbh.g_01585
OG0000171	Prbb.g_02078	Prbh.g_01565
OG0000172	Prbb.g_02101	Prbh.g_01558
OG0000173	Prbb.g_02116	Prbh.g_01543
OG0000174	Prbb.g_02147	Prbh.g_01512
OG0000175	Prbb.g_02165	Prbh.g_01500
OG0000176	Prbb.g_00004	Prbh.g_01472
OG0000177	Prbb.g_00005	Prbh.g_01471
OG0000178	Prbb.g_00007, Prbb.g_00006	Prbh.g_01470
OG0000179	Prbb.g_00017	Prbh.g_00764
OG0000180	Prbb.g_00018	Prbh.g_00763
OG0000181	Prbb.g_00019	Prbh.g_00762
OG0000182	Prbb.g_00020	Prbh.g_00761
OG0000183	Prbb.g_00024	Prbh.g_00757
OG0000184	Prbb.g_00061	Prbh.g_00734
OG0000185	Prbb.g_00064	Prbh.g_00731
OG0000186	Prbb.g_00119	Prbh.g_00719
OG0000187	Prbb.g_00120	Prbh.g_00718
OG0000188	Prbb.g_00137	Prbh.g_00701
OG0000189	Prbb.g_00151	Prbh.g_00687
OG0000190	Prbb.g_00152	Prbh.g_00686
OG0000191	Prbb.g_00175	Prbh.g_00664
OG0000192	Prbb.g_00179	Prbh.g_00659
OG0000193	Prbb.g_00203	Prbh.g_00636
OG0000194	Prbb.g_00206	Prbh.g_00633
OG0000195	Prbb.g_00208	Prbh.g_00631
OG0000196	Prbb.g_00218	Prbh.g_00621
OG0000197	Prbb.g_00219	Prbh.g_00620
OG0000198	Prbb.g_00220	Prbh.g_00619
OG0000199	Prbb.g_00227	Prbh.g_00612
OG0000200	Prbb.g_00240	Prbh.g_00599
OG0000201	Prbb.g_00249	Prbh.g_00590
OG0000202	Prbb.g_00250	Prbh.g_00589
OG0000203	Prbb.g_00251	Prbh.g_00588
OG0000204	Prbb.g_00252	Prbh.g_00587
OG0000205	Prbb.g_00259	Prbh.g_00580
OG0000206	Prbb.g_00263	Prbh.g_00575
OG0000207	Prbb.g_00265	Prbh.g_00573
OG0000208	Prbb.g_00266	Prbh.g_00572
OG0000209	Prbb.g_00275	Prbh.g_00563
OG0000210	Prbb.g_00276	Prbh.g_00562
OG0000211	Prbb.g_00290	Prbh.g_00547
OG0000212	Prbb.g_00298	Prbh.g_00539
OG0000213	Prbb.g_00313	Prbh.g_00521
OG0000214	Prbb.g_00321	Prbh.g_00512
OG0000215	Prbb.g_00344	Prbh.g_00485
OG0000216	Prbb.g_00345	Prbh.g_00484
OG0000217	Prbb.g_00348	Prbh.g_00481
OG0000218	Prbb.g_00350	Prbh.g_00479
OG0000219	Prbb.g_00351	Prbh.g_00478
OG0000220	Prbb.g_00352	Prbh.g_00477
OG0000221	Prbb.g_00353	Prbh.g_00476
OG0000222	Prbb.g_00361	Prbh.g_00469
OG0000223	Prbb.g_00374	Prbh.g_00456
OG0000224	Prbb.g_00376	Prbh.g_00454
OG0000225	Prbb.g_00405	Prbh.g_00426
OG0000226	Prbb.g_00409	Prbh.g_00422
OG0000227	Prbb.g_00411	Prbh.g_00420
OG0000228	Prbb.g_00415	Prbh.g_00416
OG0000229	Prbb.g_00441	Prbh.g_00396
OG0000230	Prbb.g_00443	Prbh.g_00394
OG0000231	Prbb.g_00454	Prbh.g_00383
OG0000232	Prbb.g_00462	Prbh.g_00370
OG0000233	Prbb.g_00470	Prbh.g_00365
OG0000234	Prbb.g_00479	Prbh.g_00355
OG0000235	Prbb.g_00483	Prbh.g_00352
OG0000236	Prbb.g_00497	Prbh.g_00338
OG0000237	Prbb.g_00510	Prbh.g_00324
OG0000238	Prbb.g_00516	Prbh.g_00318
OG0000239	Prbb.g_00528	Prbh.g_00305
OG0000240	Prbb.g_00529	Prbh.g_00304
OG0000241	Prbb.g_00533	Prbh.g_00299
OG0000242	Prbb.g_00535	Prbh.g_00297
OG0000243	Prbb.g_00546	Prbh.g_00287
OG0000244	Prbb.g_00550	Prbh.g_00284
OG0000245	Prbb.g_00552	Prbh.g_00282
OG0000246	Prbb.g_00556	Prbh.g_00278
OG0000247	Prbb.g_00566	Prbh.g_00267
OG0000248	Prbb.g_00568	Prbh.g_00264
OG0000249	Prbb.g_00570	Prbh.g_00262
OG0000250	Prbb.g_00575	Prbh.g_00257
OG0000251	Prbb.g_00591	Prbh.g_00239
OG0000252	Prbb.g_00593	Prbh.g_00236
OG0000253	Prbb.g_00595	Prbh.g_00235
OG0000254	Prbb.g_00612	Prbh.g_00218
OG0000255	Prbb.g_00618	Prbh.g_00212
OG0000256	Prbb.g_00628	Prbh.g_01455
OG0000257	Prbb.g_00631	Prbh.g_01223
OG0000258	Prbb.g_00644	Prbh.g_01210
OG0000259	Prbb.g_00661	Prbh.g_01193
OG0000260	Prbb.g_00665	Prbh.g_01190
OG0000261	Prbb.g_00668	Prbh.g_01187
OG0000262	Prbb.g_00673	Prbh.g_01182
OG0000263	Prbb.g_00686	Prbh.g_00915
OG0000264	Prbb.g_00697, Prbb.g_00698	Prbh.g_00926
OG0000265	Prbb.g_00713	Prbh.g_00945
OG0000266	Prbb.g_00723	Prbh.g_01163
OG0000267	Prbb.g_00736	Prbh.g_01150
OG0000268	Prbb.g_00737	Prbh.g_01149
OG0000269	Prbb.g_00778	Prbh.g_00948
OG0000270	Prbb.g_00781	Prbh.g_00951
OG0000271	Prbb.g_00789	Prbh.g_00959
OG0000272	Prbb.g_00790	Prbh.g_00960
OG0000273	Prbb.g_00814	Prbh.g_00983
OG0000274	Prbb.g_00815	Prbh.g_00984
OG0000275	Prbb.g_00817	Prbh.g_00987
OG0000276	Prbb.g_00823	Prbh.g_00993
OG0000277	Prbb.g_00824	Prbh.g_00994
OG0000278	Prbb.g_00828	Prbh.g_00997
OG0000279	Prbb.g_00835	Prbh.g_01005
OG0000280	Prbb.g_01370	Prbh.g_01006
OG0000281	Prbb.g_00841	Prbh.g_01013
OG0000282	Prbb.g_00934	Prbh.g_00880
OG0000283	Prbb.g_00965	Prbh.g_01059
OG0000284	Prbb.g_00970	Prbh.g_01064
OG0000285	Prbb.g_00975	Prbh.g_01069
OG0000286	Prbb.g_00990	Prbh.g_01085
OG0000287	Prbb.g_00101	Prbh.g_01342
OG0000288	Prbb.g_01039	Prbh.g_01120
OG0000289	Prbb.g_01051	Prbh.g_01135
OG0000290	Prbb.g_01067	Prbh.g_01034
OG0000291	Prbb.g_01069	Prbh.g_01032
OG0000292	Prbb.g_01238	Prbh.g_01328
OG0000293	Prbb.g_01527	Prbh.g_01293
OG0000294	Prbb.g_01526	Prbh.g_01292
OG0000295	Prbb.g_01502	Prbh.g_01268
OG0000296	Prbb.g_01500	Prbh.g_01266
OG0000297	Prbb.g_01491	Prbh.g_01257
OG0000298	Prbb.g_01490	Prbh.g_01256
OG0000299	Prbb.g_01471	Prbh.g_01237
OG0000300	Prbb.g_01468	Prbh.g_01234
OG0000301	Prbb.g_01467	Prbh.g_01233
OG0000302	Prbb.g_01464	Prbh.g_01231
OG0000303	Prbb.g_01459	Prbh.g_01225
OG0000304	Prbb.g_01456	Prbh.g_01450
OG0000305	Prbb.g_01789	Prbh.g_01326
OG0000306	Prbb.g_00845	Prbh.g_01017
OG0000307	Prbb.g_01648	Prbh.g_00019
OG0000308	Prbb.g_01649	Prbh.g_00020
OG0000309	Prbb.g_01653	Prbh.g_00024
OG0000310	Prbb.g_01671	Prbh.g_00082
OG0000311	Prbb.g_01673	Prbh.g_00084
OG0000312	Prbb.g_01676	Prbh.g_00087
OG0000313	Prbb.g_01690	Prbh.g_00103
OG0000314	Prbb.g_01711	Prbh.g_00126
OG0000315	Prbb.g_01721	Prbh.g_00136
OG0000316	Prbb.g_01746	Prbh.g_00162
OG0000317	Prbb.g_01821	Prbh.g_01785
OG0000318	Prbb.g_01824	Prbh.g_01781
OG0000319	Prbb.g_01835	Prbh.g_01768
OG0000320	Prbb.g_01837	Prbh.g_01766
OG0000321	Prbb.g_01838	Prbh.g_01765
OG0000322	Prbb.g_01839	Prbh.g_01764
OG0000323	Prbb.g_01848	Prbh.g_01755
OG0000324	Prbb.g_01875	Prbh.g_01727
OG0000325	Prbb.g_01924	Prbh.g_01717
OG0000326	Prbb.g_01930	Prbh.g_01710
OG0000327	Prbb.g_01959	Prbh.g_01686
OG0000328	Prbb.g_01960	Prbh.g_01685
OG0000329	Prbb.g_01977	Prbh.g_01668
OG0000330	Prbb.g_01978	Prbh.g_01667
OG0000331	Prbb.g_01979	Prbh.g_01666
OG0000332	Prbb.g_01993	Prbh.g_01652
OG0000333	Prbb.g_01995	Prbh.g_01650
OG0000334	Prbb.g_02004	Prbh.g_01641
OG0000335	Prbb.g_02009	Prbh.g_01636
OG0000336	Prbb.g_02013	Prbh.g_01632
OG0000337	Prbb.g_02031	Prbh.g_01613
OG0000338	Prbb.g_02032	Prbh.g_01612
OG0000339	Prbb.g_02037	Prbh.g_01606
OG0000340	Prbb.g_02046	Prbh.g_01597
OG0000341	Prbb.g_02048	Prbh.g_01595
OG0000342	Prbb.g_02049	Prbh.g_01594
OG0000343	Prbb.g_02050	Prbh.g_01593
OG0000344	Prbb.g_02053	Prbh.g_01590
OG0000345	Prbb.g_02058	Prbh.g_01584
OG0000346	Prbb.g_02062	Prbh.g_01580
OG0000347	Prbb.g_02082	Prbh.g_01563
OG0000348	Prbb.g_02104	Prbh.g_01555
OG0000349	Prbb.g_02122	Prbh.g_01537
OG0000350	Prbb.g_02143	Prbh.g_01516
OG0000351	Prbb.g_02168	Prbh.g_01497
OG0000352	Prbb.g_02169	Prbh.g_01496
OG0000353	Prbb.g_02188	Prbh.g_01477
OG0000355	Prbb.g_00001	Prbh.g_01475
OG0000356	Prbb.g_00002	Prbh.g_01474
OG0000357	Prbb.g_00003	Prbh.g_01473
OG0000358	Prbb.g_00008	Prbh.g_01469
OG0000359	Prbb.g_00009	Prbh.g_01468
OG0000360	Prbb.g_00010	Prbh.g_01467
OG0000361	Prbb.g_00011	Prbh.g_01466
OG0000362	Prbb.g_00013	Prbh.g_01952
OG0000363	Prbb.g_00015	Prbh.g_00766
OG0000364	Prbb.g_00016	Prbh.g_00765
OG0000365	Prbb.g_00021	Prbh.g_00760
OG0000366	Prbb.g_00022	Prbh.g_00759
OG0000367	Prbb.g_00023	Prbh.g_00758
OG0000368	Prbb.g_00025	Prbh.g_00756
OG0000369	Prbb.g_00026	Prbh.g_00755
OG0000370	Prbb.g_00027	Prbh.g_00754
OG0000371	Prbb.g_00033	Prbh.g_00748
OG0000372	Prbb.g_00035	Prbh.g_00746
OG0000373	Prbb.g_00036	Prbh.g_00745
OG0000374	Prbb.g_00037	Prbh.g_00744
OG0000375	Prbb.g_00055	Prbh.g_00743
OG0000376	Prbb.g_00057	Prbh.g_00741
OG0000377	Prbb.g_00060	Prbh.g_00737
OG0000378	Prbb.g_00062	Prbh.g_00733
OG0000379	Prbb.g_00065	Prbh.g_00730
OG0000380	Prbb.g_00121	Prbh.g_00717
OG0000381	Prbb.g_00125	Prbh.g_00712
OG0000382	Prbb.g_00136	Prbh.g_00702
OG0000383	Prbb.g_00138	Prbh.g_00700
OG0000384	Prbb.g_00139	Prbh.g_00699
OG0000385	Prbb.g_00140	Prbh.g_00698
OG0000386	Prbb.g_00141	Prbh.g_00697
OG0000387	Prbb.g_00154	Prbh.g_00684
OG0000388	Prbb.g_00158	Prbh.g_00680
OG0000389	Prbb.g_00161	Prbh.g_00677
OG0000390	Prbb.g_00170	Prbh.g_00668
OG0000391	Prbb.g_00174	Prbh.g_00665
OG0000392	Prbb.g_00177	Prbh.g_00661
OG0000393	Prbb.g_00180	Prbh.g_00658
OG0000394	Prbb.g_00181	Prbh.g_00657
OG0000395	Prbb.g_00182	Prbh.g_00656
OG0000396	Prbb.g_00185	Prbh.g_00654
OG0000397	Prbb.g_00187	Prbh.g_00652
OG0000398	Prbb.g_00190	Prbh.g_00649
OG0000399	Prbb.g_00191	Prbh.g_00648
OG0000400	Prbb.g_00192	Prbh.g_00647
OG0000401	Prbb.g_00193	Prbh.g_00646
OG0000402	Prbb.g_01101	Prbh.g_01144
OG0000403	Prbb.g_00194	Prbh.g_00644
OG0000404	Prbb.g_00195	Prbh.g_00643
OG0000405	Prbb.g_00200	Prbh.g_00639
OG0000406	Prbb.g_00204	Prbh.g_00635
OG0000407	Prbb.g_00205	Prbh.g_00634
OG0000408	Prbb.g_00207	Prbh.g_00632
OG0000409	Prbb.g_00209	Prbh.g_00630
OG0000410	Prbb.g_00210	Prbh.g_00629
OG0000411	Prbb.g_00211	Prbh.g_00628
OG0000412	Prbb.g_00212	Prbh.g_00627
OG0000413	Prbb.g_00213	Prbh.g_00626
OG0000414	Prbb.g_00214	Prbh.g_00625
OG0000415	Prbb.g_00215	Prbh.g_00624
OG0000416	Prbb.g_00216	Prbh.g_00623
OG0000417	Prbb.g_00217	Prbh.g_00622
OG0000418	Prbb.g_00222	Prbh.g_00617
OG0000419	Prbb.g_00224	Prbh.g_00615
OG0000420	Prbb.g_00225	Prbh.g_00614
OG0000421	Prbb.g_00229	Prbh.g_00610
OG0000422	Prbb.g_00230	Prbh.g_00609
OG0000423	Prbb.g_00231	Prbh.g_00608
OG0000424	Prbb.g_00232	Prbh.g_00607
OG0000425	Prbb.g_00233	Prbh.g_00606
OG0000426	Prbb.g_00234	Prbh.g_00605
OG0000427	Prbb.g_00235	Prbh.g_00604
OG0000428	Prbb.g_00237	Prbh.g_00602
OG0000429	Prbb.g_00238	Prbh.g_00601
OG0000430	Prbb.g_00239	Prbh.g_00600
OG0000431	Prbb.g_00241	Prbh.g_00598
OG0000432	Prbb.g_00245	Prbh.g_00594
OG0000433	Prbb.g_00246	Prbh.g_00593
OG0000434	Prbb.g_00247	Prbh.g_00592
OG0000435	Prbb.g_00248	Prbh.g_00591
OG0000436	Prbb.g_00253	Prbh.g_00586
OG0000437	Prbb.g_00254	Prbh.g_00585
OG0000438	Prbb.g_00255	Prbh.g_00584
OG0000439	Prbb.g_00257	Prbh.g_00582
OG0000440	Prbb.g_00258	Prbh.g_00581
OG0000441	Prbb.g_00260	Prbh.g_00578
OG0000442	Prbb.g_00261	Prbh.g_00577
OG0000443	Prbb.g_00262	Prbh.g_00576
OG0000444	Prbb.g_00267	Prbh.g_00571
OG0000445	Prbb.g_00268	Prbh.g_00570
OG0000446	Prbb.g_00269	Prbh.g_00569
OG0000447	Prbb.g_00270	Prbh.g_00568
OG0000448	Prbb.g_00271	Prbh.g_00567
OG0000449	Prbb.g_00272	Prbh.g_00566
OG0000450	Prbb.g_00273	Prbh.g_00565
OG0000451	Prbb.g_00274	Prbh.g_00564
OG0000452	Prbb.g_00277	Prbh.g_00561
OG0000453	Prbb.g_00278	Prbh.g_00560
OG0000454	Prbb.g_00279	Prbh.g_00559
OG0000455	Prbb.g_00280	Prbh.g_00558
OG0000456	Prbb.g_00281	Prbh.g_00557
OG0000457	Prbb.g_00282	Prbh.g_00555
OG0000458	Prbb.g_00283	Prbh.g_00554
OG0000459	Prbb.g_00284	Prbh.g_00553
OG0000460	Prbb.g_00292	Prbh.g_00545
OG0000461	Prbb.g_00300	Prbh.g_00537
OG0000462	Prbb.g_00302	Prbh.g_00535
OG0000463	Prbb.g_00303	Prbh.g_00534
OG0000464	Prbb.g_00304	Prbh.g_00533
OG0000465	Prbb.g_00305	Prbh.g_00532
OG0000466	Prbb.g_00306	Prbh.g_00529
OG0000467	Prbb.g_00307	Prbh.g_00528
OG0000468	Prbb.g_00309	Prbh.g_00525
OG0000469	Prbb.g_00316	Prbh.g_00517
OG0000470	Prbb.g_00318	Prbh.g_00515
OG0000471	Prbb.g_00319	Prbh.g_00514
OG0000472	Prbb.g_00320	Prbh.g_00513
OG0000473	Prbb.g_00322	Prbh.g_00511
OG0000474	Prbb.g_00323	Prbh.g_00510
OG0000475	Prbb.g_00324	Prbh.g_00509
OG0000476	Prbb.g_00326	Prbh.g_00507
OG0000477	Prbb.g_00328	Prbh.g_00504
OG0000478	Prbb.g_00329	Prbh.g_00503
OG0000479	Prbb.g_00330	Prbh.g_00502
OG0000480	Prbb.g_00334	Prbh.g_00497
OG0000481	Prbb.g_00336	Prbh.g_00494
OG0000482	Prbb.g_00337	Prbh.g_00493
OG0000483	Prbb.g_00340	Prbh.g_00490
OG0000484	Prbb.g_00341	Prbh.g_00489
OG0000485	Prbb.g_00342	Prbh.g_00487
OG0000486	Prbb.g_00343	Prbh.g_00486
OG0000487	Prbb.g_00346	Prbh.g_00483
OG0000488	Prbb.g_00349	Prbh.g_00480
OG0000489	Prbb.g_00354	Prbh.g_00475
OG0000490	Prbb.g_00359	Prbh.g_00471
OG0000491	Prbb.g_00360	Prbh.g_00470
OG0000492	Prbb.g_00362	Prbh.g_00468
OG0000493	Prbb.g_00363	Prbh.g_00467
OG0000494	Prbb.g_00364	Prbh.g_00466
OG0000495	Prbb.g_00365	Prbh.g_00465
OG0000496	Prbb.g_00366	Prbh.g_00464
OG0000497	Prbb.g_00367	Prbh.g_00463
OG0000498	Prbb.g_00368	Prbh.g_00462
OG0000499	Prbb.g_00369	Prbh.g_00461
OG0000500	Prbb.g_00370	Prbh.g_00460
OG0000501	Prbb.g_00372	Prbh.g_00458
OG0000502	Prbb.g_00375	Prbh.g_00455
OG0000503	Prbb.g_00394	Prbh.g_00439
OG0000504	Prbb.g_00396	Prbh.g_00437
OG0000505	Prbb.g_00397	Prbh.g_00436
OG0000506	Prbb.g_00398	Prbh.g_00435
OG0000507	Prbb.g_00401	Prbh.g_00431
OG0000508	Prbb.g_00404	Prbh.g_00427
OG0000509	Prbb.g_00406	Prbh.g_00425
OG0000510	Prbb.g_00407	Prbh.g_00424
OG0000511	Prbb.g_00408	Prbh.g_00423
