Orthogroup	Prbb	Syao
OG0000141	Prbb.g_00608	Syao.g_01202
OG0000142	Prbb.g_00636	Syao.g_00894
OG0000143	Prbb.g_00640	Syao.g_00898
OG0000145	Prbb.g_01099	Syao.g_00102
OG0000146	Prbb.g_00982	Syao.g_00684, Syao.g_00304
OG0000147	Prbb.g_00981	Syao.g_00305, Syao.g_00685
OG0000148	Prbb.g_00801	Syao.g_00776
OG0000149	Prbb.g_00832	Syao.g_00534
OG0000150	Prbb.g_00840	Syao.g_01203
OG0000151	Prbb.g_00943	Syao.g_00975
OG0000152	Prbb.g_00991	Syao.g_00674
OG0000153	Prbb.g_01009	Syao.g_00818, Syao.g_01176
OG0000154	Prbb.g_01040	Syao.g_00447
OG0000155	Prbb.g_01495	Syao.g_00178
OG0000156	Prbb.g_01575	Syao.g_00151
OG0000157	Prbb.g_01576	Syao.g_00152
OG0000158	Prbb.g_02044	Syao.g_02267
OG0000159	Prbb.g_02093	Syao.g_02276
OG0000160	Prbb.g_01687	Syao.g_01488
OG0000161	Prbb.g_01693	Syao.g_01494
OG0000162	Prbb.g_01699	Syao.g_01515
OG0000163	Prbb.g_01735	Syao.g_01745
OG0000164	Prbb.g_01845	Syao.g_01663
OG0000165	Prbb.g_01853	Syao.g_01655
OG0000166	Prbb.g_01964	Syao.g_01790
OG0000167	Prbb.g_02034	Syao.g_01960
OG0000168	Prbb.g_02045	Syao.g_02128
OG0000169	Prbb.g_02055	Syao.g_02139
OG0000170	Prbb.g_02057	Syao.g_02148
OG0000171	Prbb.g_02078	Syao.g_02181
OG0000172	Prbb.g_02101	Syao.g_02170
OG0000173	Prbb.g_02116	Syao.g_02212
OG0000174	Prbb.g_02147	Syao.g_02364, Syao.g_02355
OG0000175	Prbb.g_02165	Syao.g_02327, Syao.g_00308
OG0000176	Prbb.g_00004	Syao.g_02165
OG0000177	Prbb.g_00005	Syao.g_02156
OG0000178	Prbb.g_00007, Prbb.g_00006	Syao.g_02155
OG0000179	Prbb.g_00017	Syao.g_02250
OG0000180	Prbb.g_00018	Syao.g_02249
OG0000181	Prbb.g_00019	Syao.g_02248
OG0000182	Prbb.g_00020	Syao.g_02247
OG0000183	Prbb.g_00024	Syao.g_02243
OG0000184	Prbb.g_00061	Syao.g_02423
OG0000185	Prbb.g_00064	Syao.g_02410
OG0000186	Prbb.g_00119	Syao.g_02613
OG0000187	Prbb.g_00120	Syao.g_02615
OG0000188	Prbb.g_00137	Syao.g_02637
OG0000189	Prbb.g_00151	Syao.g_02672
OG0000190	Prbb.g_00152	Syao.g_01015
OG0000191	Prbb.g_00175	Syao.g_02573
OG0000192	Prbb.g_00179	Syao.g_02579
OG0000193	Prbb.g_00203	Syao.g_02481
OG0000194	Prbb.g_00206	Syao.g_02484
OG0000195	Prbb.g_00208	Syao.g_02486
OG0000196	Prbb.g_00218	Syao.g_02498
OG0000197	Prbb.g_00219	Syao.g_02499
OG0000198	Prbb.g_00220	Syao.g_02500
OG0000199	Prbb.g_00227	Syao.g_02508
OG0000200	Prbb.g_00240	Syao.g_02524
OG0000201	Prbb.g_00249	Syao.g_02540
OG0000202	Prbb.g_00250	Syao.g_02454
OG0000203	Prbb.g_00251	Syao.g_02455
OG0000204	Prbb.g_00252	Syao.g_02456
OG0000205	Prbb.g_00259	Syao.g_02464
OG0000206	Prbb.g_00263	Syao.g_02469
OG0000207	Prbb.g_00265	Syao.g_02471
OG0000208	Prbb.g_00266	Syao.g_02472
OG0000209	Prbb.g_00275	Syao.g_02394
OG0000210	Prbb.g_00276	Syao.g_02395
OG0000211	Prbb.g_00290	Syao.g_01700
OG0000212	Prbb.g_00298	Syao.g_01710
OG0000213	Prbb.g_00313	Syao.g_02098
OG0000214	Prbb.g_00321	Syao.g_02081
OG0000215	Prbb.g_00344	Syao.g_02050
OG0000216	Prbb.g_00345	Syao.g_02045
OG0000217	Prbb.g_00348	Syao.g_02041
OG0000218	Prbb.g_00350	Syao.g_02039
OG0000219	Prbb.g_00351	Syao.g_02038
OG0000220	Prbb.g_00352	Syao.g_02037
OG0000221	Prbb.g_00353	Syao.g_02034
OG0000222	Prbb.g_00361	Syao.g_02023
OG0000223	Prbb.g_00374	Syao.g_00291
OG0000224	Prbb.g_00376	Syao.g_01973
OG0000225	Prbb.g_00405	Syao.g_01751
OG0000226	Prbb.g_00409	Syao.g_01758
OG0000227	Prbb.g_00411	Syao.g_01760
OG0000228	Prbb.g_00415	Syao.g_01715
OG0000229	Prbb.g_00441	Syao.g_01736
OG0000230	Prbb.g_00443	Syao.g_01738
OG0000231	Prbb.g_00454	Syao.g_01513
OG0000232	Prbb.g_00462	Syao.g_00057
OG0000233	Prbb.g_00470	Syao.g_02698
OG0000234	Prbb.g_00479	Syao.g_02680
OG0000235	Prbb.g_00483	Syao.g_00029
OG0000236	Prbb.g_00497	Syao.g_00111
OG0000237	Prbb.g_00510	Syao.g_00166
OG0000238	Prbb.g_00516	Syao.g_00161
OG0000239	Prbb.g_00528	Syao.g_01398
OG0000240	Prbb.g_00529	Syao.g_01399
OG0000241	Prbb.g_00533	Syao.g_00887
OG0000242	Prbb.g_00535	Syao.g_01410
OG0000243	Prbb.g_00546	Syao.g_00873
OG0000244	Prbb.g_00550	Syao.g_00865
OG0000245	Prbb.g_00552	Syao.g_00863
OG0000246	Prbb.g_00556	Syao.g_00859
OG0000247	Prbb.g_00566	Syao.g_00847
OG0000248	Prbb.g_00568	Syao.g_00844
OG0000249	Prbb.g_00570	Syao.g_00842
OG0000250	Prbb.g_00575	Syao.g_00835
OG0000251	Prbb.g_00591	Syao.g_01026
OG0000252	Prbb.g_00593	Syao.g_01020
OG0000253	Prbb.g_00595	Syao.g_01003
OG0000254	Prbb.g_00612	Syao.g_01053
OG0000255	Prbb.g_00618	Syao.g_01009
OG0000256	Prbb.g_00628	Syao.g_01328
OG0000257	Prbb.g_00631	Syao.g_00884
OG0000258	Prbb.g_00644	Syao.g_00907
OG0000259	Prbb.g_00661	Syao.g_00933, Syao.g_00932
OG0000260	Prbb.g_00665	Syao.g_00936
OG0000261	Prbb.g_00668	Syao.g_00941
OG0000262	Prbb.g_00673	Syao.g_00946
OG0000263	Prbb.g_00686	Syao.g_00247
OG0000264	Prbb.g_00697, Prbb.g_00698	Syao.g_00699
OG0000265	Prbb.g_00713	Syao.g_00049
OG0000266	Prbb.g_00723	Syao.g_00480
OG0000267	Prbb.g_00736	Syao.g_00589
OG0000268	Prbb.g_00737	Syao.g_00588
OG0000269	Prbb.g_00778	Syao.g_00751
OG0000270	Prbb.g_00781	Syao.g_00754
OG0000271	Prbb.g_00789	Syao.g_00762
OG0000272	Prbb.g_00790	Syao.g_00763
OG0000273	Prbb.g_00814	Syao.g_00791
OG0000274	Prbb.g_00815	Syao.g_00792
OG0000275	Prbb.g_00817	Syao.g_00438
OG0000276	Prbb.g_00823	Syao.g_00558
OG0000277	Prbb.g_00824	Syao.g_00557
OG0000278	Prbb.g_00828	Syao.g_00554
OG0000279	Prbb.g_00835	Syao.g_00529
OG0000280	Prbb.g_01370	Syao.g_00608
OG0000281	Prbb.g_00841	Syao.g_01377
OG0000282	Prbb.g_00934	Syao.g_00967
OG0000283	Prbb.g_00965	Syao.g_00640
OG0000284	Prbb.g_00970	Syao.g_00634
OG0000285	Prbb.g_00975	Syao.g_00706
OG0000286	Prbb.g_00990	Syao.g_00675
OG0000287	Prbb.g_00101	Syao.g_00825
OG0000288	Prbb.g_01039	Syao.g_00446
OG0000289	Prbb.g_01051	Syao.g_00461
OG0000290	Prbb.g_01067	Syao.g_00428
OG0000291	Prbb.g_01069	Syao.g_00333
OG0000292	Prbb.g_01238	Syao.g_02196
OG0000293	Prbb.g_01527	Syao.g_00136
OG0000294	Prbb.g_01526	Syao.g_00135
OG0000295	Prbb.g_01502	Syao.g_00186
OG0000296	Prbb.g_01500	Syao.g_00184
OG0000299	Prbb.g_01471	Syao.g_00231
OG0000301	Prbb.g_01467	Syao.g_00272, Syao.g_00273
OG0000302	Prbb.g_01464	Syao.g_00271
OG0000303	Prbb.g_01459	Syao.g_00262
OG0000304	Prbb.g_01456	Syao.g_00256
OG0000305	Prbb.g_01789	Syao.g_00388
OG0000306	Prbb.g_00845	Syao.g_01216
OG0000307	Prbb.g_01648	Syao.g_00045
OG0000308	Prbb.g_01649	Syao.g_00047
OG0000309	Prbb.g_01653	Syao.g_02705
OG0000310	Prbb.g_01671	Syao.g_01530
OG0000311	Prbb.g_01673	Syao.g_01533
OG0000312	Prbb.g_01676	Syao.g_01538
OG0000313	Prbb.g_01690	Syao.g_01491
OG0000314	Prbb.g_01711	Syao.g_00078
OG0000315	Prbb.g_01721	Syao.g_00088
OG0000316	Prbb.g_01746	Syao.g_01602
OG0000317	Prbb.g_01821	Syao.g_01560
OG0000318	Prbb.g_01824	Syao.g_01553
OG0000319	Prbb.g_01835	Syao.g_01678
OG0000320	Prbb.g_01837	Syao.g_01676
OG0000321	Prbb.g_01838	Syao.g_01675
OG0000322	Prbb.g_01839	Syao.g_01674
OG0000323	Prbb.g_01848	Syao.g_01661
OG0000324	Prbb.g_01875	Syao.g_01630
OG0000325	Prbb.g_01924	Syao.g_01936
OG0000326	Prbb.g_01930	Syao.g_01918
OG0000327	Prbb.g_01959	Syao.g_01795
OG0000328	Prbb.g_01960	Syao.g_01794
OG0000329	Prbb.g_01977	Syao.g_01776
OG0000330	Prbb.g_01978	Syao.g_01775
OG0000331	Prbb.g_01979	Syao.g_01774
OG0000332	Prbb.g_01993	Syao.g_01813
OG0000333	Prbb.g_01995	Syao.g_01810
OG0000334	Prbb.g_02004	Syao.g_01836
OG0000335	Prbb.g_02009	Syao.g_01831
OG0000336	Prbb.g_02013	Syao.g_01827
OG0000337	Prbb.g_02031	Syao.g_01968
OG0000338	Prbb.g_02032	Syao.g_01962
OG0000339	Prbb.g_02037	Syao.g_02259
OG0000340	Prbb.g_02046	Syao.g_02129
OG0000341	Prbb.g_02048	Syao.g_02131
OG0000342	Prbb.g_02049	Syao.g_02132
OG0000343	Prbb.g_02050	Syao.g_02133
OG0000344	Prbb.g_02053	Syao.g_02137
OG0000345	Prbb.g_02058	Syao.g_01953
OG0000346	Prbb.g_02062	Syao.g_01948
OG0000347	Prbb.g_02082	Syao.g_02178
OG0000348	Prbb.g_02104	Syao.g_02166
OG0000349	Prbb.g_02122	Syao.g_02219
OG0000350	Prbb.g_02143	Syao.g_01925
OG0000351	Prbb.g_02168	Syao.g_02331
OG0000352	Prbb.g_02169	Syao.g_02332
OG0000353	Prbb.g_02188	Syao.g_02160
OG0000355	Prbb.g_00001	Syao.g_02162
OG0000356	Prbb.g_00002	Syao.g_02163
OG0000357	Prbb.g_00003	Syao.g_02164
OG0000358	Prbb.g_00008	Syao.g_02154
OG0000359	Prbb.g_00009	Syao.g_02152
OG0000360	Prbb.g_00010	Syao.g_02151
OG0000361	Prbb.g_00011	Syao.g_02150
OG0000362	Prbb.g_00013	Syao.g_01954
OG0000363	Prbb.g_00015	Syao.g_02255
OG0000364	Prbb.g_00016	Syao.g_01558
OG0000365	Prbb.g_00021	Syao.g_02246
OG0000366	Prbb.g_00022	Syao.g_02245
OG0000367	Prbb.g_00023	Syao.g_02244
OG0000368	Prbb.g_00025	Syao.g_02242
OG0000369	Prbb.g_00026	Syao.g_02241
OG0000370	Prbb.g_00027	Syao.g_02240
OG0000371	Prbb.g_00033	Syao.g_02231
OG0000372	Prbb.g_00035	Syao.g_02226
OG0000373	Prbb.g_00036	Syao.g_02225
OG0000374	Prbb.g_00037	Syao.g_02224
OG0000375	Prbb.g_00055	Syao.g_02223
OG0000376	Prbb.g_00057	Syao.g_02221
OG0000377	Prbb.g_00060	Syao.g_02429
OG0000378	Prbb.g_00062	Syao.g_02414
OG0000379	Prbb.g_00065	Syao.g_02409
OG0000380	Prbb.g_00121	Syao.g_02616
OG0000381	Prbb.g_00125	Syao.g_02618
OG0000382	Prbb.g_00136	Syao.g_02636
OG0000383	Prbb.g_00138	Syao.g_02643
OG0000384	Prbb.g_00139	Syao.g_02644
OG0000385	Prbb.g_00140	Syao.g_02645
OG0000386	Prbb.g_00141	Syao.g_02646
OG0000387	Prbb.g_00154	Syao.g_01019
OG0000388	Prbb.g_00158	Syao.g_02596
OG0000389	Prbb.g_00161	Syao.g_02599
OG0000390	Prbb.g_00170	Syao.g_02567
OG0000391	Prbb.g_00174	Syao.g_02572
OG0000392	Prbb.g_00177	Syao.g_02578
OG0000393	Prbb.g_00180	Syao.g_02581
OG0000394	Prbb.g_00181	Syao.g_02582
OG0000395	Prbb.g_00182	Syao.g_02583
OG0000396	Prbb.g_00185	Syao.g_02586
OG0000397	Prbb.g_00187	Syao.g_02542
OG0000398	Prbb.g_00190	Syao.g_02547
OG0000399	Prbb.g_00191	Syao.g_02548
OG0000400	Prbb.g_00192	Syao.g_02549
OG0000401	Prbb.g_00193	Syao.g_02550
OG0000402	Prbb.g_01101	Syao.g_02552
OG0000403	Prbb.g_00194	Syao.g_02553
OG0000404	Prbb.g_00195	Syao.g_02554
OG0000405	Prbb.g_00200	Syao.g_02478
OG0000406	Prbb.g_00204	Syao.g_02482
OG0000407	Prbb.g_00205	Syao.g_02483
OG0000408	Prbb.g_00207	Syao.g_02485
OG0000409	Prbb.g_00209	Syao.g_02487
OG0000410	Prbb.g_00210	Syao.g_02488
OG0000411	Prbb.g_00211	Syao.g_02489
OG0000412	Prbb.g_00212	Syao.g_02490
OG0000413	Prbb.g_00213	Syao.g_02492
OG0000414	Prbb.g_00214	Syao.g_02493
OG0000415	Prbb.g_00215	Syao.g_02494
OG0000416	Prbb.g_00216	Syao.g_02495
OG0000417	Prbb.g_00217	Syao.g_02497
OG0000418	Prbb.g_00222	Syao.g_02502
OG0000419	Prbb.g_00224	Syao.g_02504
OG0000420	Prbb.g_00225	Syao.g_02506
OG0000421	Prbb.g_00229	Syao.g_02510
OG0000422	Prbb.g_00230	Syao.g_02511
OG0000423	Prbb.g_00231	Syao.g_02512
OG0000424	Prbb.g_00232	Syao.g_02513
OG0000425	Prbb.g_00233	Syao.g_02514
OG0000426	Prbb.g_00234	Syao.g_02515
OG0000427	Prbb.g_00235	Syao.g_02516
OG0000428	Prbb.g_00237	Syao.g_02519
OG0000429	Prbb.g_00238	Syao.g_02522
OG0000430	Prbb.g_00239	Syao.g_02523
OG0000431	Prbb.g_00241	Syao.g_02526
OG0000432	Prbb.g_00245	Syao.g_02532
OG0000433	Prbb.g_00246	Syao.g_02534
OG0000434	Prbb.g_00247	Syao.g_02535
OG0000435	Prbb.g_00248	Syao.g_02538
OG0000436	Prbb.g_00253	Syao.g_02458
OG0000437	Prbb.g_00254	Syao.g_02459
OG0000438	Prbb.g_00255	Syao.g_02460
OG0000439	Prbb.g_00257	Syao.g_02462
OG0000440	Prbb.g_00258	Syao.g_02463
OG0000441	Prbb.g_00260	Syao.g_02466
OG0000442	Prbb.g_00261	Syao.g_02467
OG0000443	Prbb.g_00262	Syao.g_02468
OG0000444	Prbb.g_00267	Syao.g_02473
OG0000445	Prbb.g_00268	Syao.g_02474
OG0000446	Prbb.g_00269	Syao.g_02476
OG0000447	Prbb.g_00270	Syao.g_02383
OG0000448	Prbb.g_00271	Syao.g_02384
OG0000449	Prbb.g_00272	Syao.g_02385
OG0000450	Prbb.g_00273	Syao.g_02391
OG0000451	Prbb.g_00274	Syao.g_02392
OG0000452	Prbb.g_00277	Syao.g_02396
OG0000453	Prbb.g_00278	Syao.g_02397
OG0000454	Prbb.g_00279	Syao.g_02398
OG0000455	Prbb.g_00280	Syao.g_02399
OG0000456	Prbb.g_00281	Syao.g_02400
OG0000457	Prbb.g_00282	Syao.g_02402
OG0000458	Prbb.g_00283	Syao.g_02403
OG0000459	Prbb.g_00284	Syao.g_02404
OG0000460	Prbb.g_00292	Syao.g_01702
OG0000461	Prbb.g_00300	Syao.g_02119
OG0000462	Prbb.g_00302	Syao.g_02116
OG0000463	Prbb.g_00303	Syao.g_02115
OG0000464	Prbb.g_00304	Syao.g_02114
OG0000465	Prbb.g_00305	Syao.g_02112
OG0000466	Prbb.g_00306	Syao.g_02107
OG0000467	Prbb.g_00307	Syao.g_02106
OG0000468	Prbb.g_00309	Syao.g_02102
OG0000469	Prbb.g_00316	Syao.g_02087
OG0000470	Prbb.g_00318	Syao.g_02085
OG0000471	Prbb.g_00319	Syao.g_02084
OG0000472	Prbb.g_00320	Syao.g_02082
OG0000473	Prbb.g_00322	Syao.g_02080
OG0000474	Prbb.g_00323	Syao.g_02079
OG0000475	Prbb.g_00324	Syao.g_02078
OG0000476	Prbb.g_00326	Syao.g_02076
OG0000477	Prbb.g_00328	Syao.g_02069
OG0000478	Prbb.g_00329	Syao.g_02068
OG0000479	Prbb.g_00330	Syao.g_02067
OG0000480	Prbb.g_00334	Syao.g_02060
OG0000481	Prbb.g_00336	Syao.g_01012
OG0000482	Prbb.g_00337	Syao.g_02058
OG0000483	Prbb.g_00340	Syao.g_02054
OG0000484	Prbb.g_00341	Syao.g_02053
OG0000485	Prbb.g_00342	Syao.g_02052
OG0000486	Prbb.g_00343	Syao.g_02051
OG0000487	Prbb.g_00346	Syao.g_02044
OG0000488	Prbb.g_00349	Syao.g_02040
OG0000489	Prbb.g_00354	Syao.g_02033
OG0000490	Prbb.g_00359	Syao.g_02025
OG0000491	Prbb.g_00360	Syao.g_02024
OG0000492	Prbb.g_00362	Syao.g_02022
OG0000493	Prbb.g_00363	Syao.g_02021
OG0000494	Prbb.g_00364	Syao.g_02020
OG0000495	Prbb.g_00365	Syao.g_02018
OG0000496	Prbb.g_00366	Syao.g_02017
OG0000497	Prbb.g_00367	Syao.g_02016
OG0000498	Prbb.g_00368	Syao.g_02015
OG0000499	Prbb.g_00369	Syao.g_02014
OG0000500	Prbb.g_00370	Syao.g_02013
OG0000501	Prbb.g_00372	Syao.g_02010
OG0000502	Prbb.g_00375	Syao.g_01974
OG0000503	Prbb.g_00394	Syao.g_01877
OG0000504	Prbb.g_00396	Syao.g_01875
OG0000505	Prbb.g_00397	Syao.g_01874
OG0000506	Prbb.g_00398	Syao.g_01872
OG0000507	Prbb.g_00401	Syao.g_01866
OG0000508	Prbb.g_00404	Syao.g_01750
OG0000509	Prbb.g_00406	Syao.g_01755
OG0000510	Prbb.g_00407	Syao.g_01756
OG0000511	Prbb.g_00408	Syao.g_01757
OG0000512	Prbb.g_00410	Syao.g_01759
OG0000513	Prbb.g_00419	Syao.g_01720
OG0000514	Prbb.g_00436	Syao.g_01727
OG0000515	Prbb.g_00437	Syao.g_01728
OG0000516	Prbb.g_00438	Syao.g_01730
OG0000517	Prbb.g_00440	Syao.g_01735
OG0000518	Prbb.g_00451	Syao.g_01621
OG0000519	Prbb.g_00452	Syao.g_01622
OG0000520	Prbb.g_00453	Syao.g_01512
OG0000521	Prbb.g_00458	Syao.g_00061
OG0000522	Prbb.g_00460	Syao.g_00059
OG0000523	Prbb.g_00461	Syao.g_00058
OG0000524	Prbb.g_00468	Syao.g_02699
OG0000525	Prbb.g_00472	Syao.g_02691
OG0000526	Prbb.g_00473	Syao.g_02688
OG0000527	Prbb.g_00476	Syao.g_02684
OG0000528	Prbb.g_00482	Syao.g_00031
OG0000529	Prbb.g_00486	Syao.g_00027
OG0000530	Prbb.g_00489	Syao.g_00122
OG0000531	Prbb.g_00490	Syao.g_00121
OG0000532	Prbb.g_00491	Syao.g_00118
OG0000533	Prbb.g_00492	Syao.g_00116
OG0000534	Prbb.g_00493	Syao.g_00115
OG0000535	Prbb.g_00494	Syao.g_00114
OG0000536	Prbb.g_00495	Syao.g_00113
OG0000537	Prbb.g_00496	Syao.g_00112
OG0000538	Prbb.g_00504	Syao.g_00100
OG0000539	Prbb.g_00505	Syao.g_00099
OG0000540	Prbb.g_00506	Syao.g_00098
OG0000541	Prbb.g_00507	Syao.g_00097
OG0000542	Prbb.g_00509	Syao.g_00167
OG0000543	Prbb.g_00511	Syao.g_00165
OG0000544	Prbb.g_00512	Syao.g_00164
OG0000545	Prbb.g_00514	Syao.g_00162
OG0000546	Prbb.g_00517	Syao.g_00160
OG0000547	Prbb.g_00519	Syao.g_00158
OG0000548	Prbb.g_00520	Syao.g_00157
OG0000549	Prbb.g_00523	Syao.g_01391
OG0000550	Prbb.g_00527	Syao.g_01396
OG0000551	Prbb.g_00530	Syao.g_01401
OG0000552	Prbb.g_00531	Syao.g_01402
OG0000553	Prbb.g_00532	Syao.g_01404
OG0000554	Prbb.g_00537	Syao.g_01413
OG0000555	Prbb.g_00545	Syao.g_00875
OG0000556	Prbb.g_00547	Syao.g_00871
OG0000557	Prbb.g_00548	Syao.g_00866
OG0000558	Prbb.g_00551	Syao.g_00864
OG0000559	Prbb.g_00555	Syao.g_00860
OG0000560	Prbb.g_00558	Syao.g_00857
OG0000561	Prbb.g_00559	Syao.g_00856
OG0000562	Prbb.g_00560	Syao.g_00855
OG0000563	Prbb.g_00561	Syao.g_00854
OG0000564	Prbb.g_00562	Syao.g_00853
OG0000565	Prbb.g_00565	Syao.g_00849
OG0000566	Prbb.g_00567	Syao.g_00845
OG0000567	Prbb.g_00571	Syao.g_00841
OG0000568	Prbb.g_00572	Syao.g_00839
OG0000569	Prbb.g_00573	Syao.g_00838
OG0000570	Prbb.g_00574	Syao.g_00837
