Orthogroup	Prbb	Syas
OG0000178	Prbb.g_00007, Prbb.g_00006	Syas.g_02040
OG0000179	Prbb.g_00017	Syas.g_02054
OG0000180	Prbb.g_00018	Syas.g_02055
OG0000181	Prbb.g_00019	Syas.g_02056
OG0000182	Prbb.g_00020	Syas.g_02057
OG0000183	Prbb.g_00024	Syas.g_02061
OG0000184	Prbb.g_00061	Syas.g_01872
OG0000185	Prbb.g_00064	Syas.g_01861
OG0000186	Prbb.g_00119	Syas.g_02525
OG0000187	Prbb.g_00120	Syas.g_02524
OG0000188	Prbb.g_00137	Syas.g_02502
OG0000189	Prbb.g_00151	Syas.g_02432
OG0000190	Prbb.g_00152	Syas.g_00133
OG0000191	Prbb.g_00175	Syas.g_02400
OG0000192	Prbb.g_00179	Syas.g_02395
OG0000193	Prbb.g_00203	Syas.g_02366
OG0000194	Prbb.g_00206	Syas.g_02363
OG0000195	Prbb.g_00208	Syas.g_02360
OG0000196	Prbb.g_00218	Syas.g_02337
OG0000197	Prbb.g_00219	Syas.g_02336
OG0000198	Prbb.g_00220	Syas.g_02335
OG0000199	Prbb.g_00227	Syas.g_02327
OG0000200	Prbb.g_00240	Syas.g_02298
OG0000201	Prbb.g_00249	Syas.g_02279
OG0000202	Prbb.g_00250	Syas.g_02278
OG0000203	Prbb.g_00251	Syas.g_02277
OG0000204	Prbb.g_00252	Syas.g_02276
OG0000205	Prbb.g_00259	Syas.g_02267
OG0000206	Prbb.g_00263	Syas.g_02240
OG0000207	Prbb.g_00265	Syas.g_02237
OG0000208	Prbb.g_00266	Syas.g_02236
OG0000209	Prbb.g_00275	Syas.g_01837
OG0000210	Prbb.g_00276	Syas.g_01838
OG0000211	Prbb.g_00290	Syas.g_02552
OG0000212	Prbb.g_00298	Syas.g_02562
OG0000213	Prbb.g_00313	Syas.g_01707
OG0000214	Prbb.g_00321	Syas.g_01730
OG0000215	Prbb.g_00344	Syas.g_01766
OG0000216	Prbb.g_00345	Syas.g_01770
OG0000217	Prbb.g_00348	Syas.g_01778
OG0000218	Prbb.g_00350	Syas.g_01780
OG0000219	Prbb.g_00351	Syas.g_01783
OG0000220	Prbb.g_00352	Syas.g_01784
OG0000221	Prbb.g_00353	Syas.g_01785
OG0000222	Prbb.g_00361	Syas.g_01804
OG0000223	Prbb.g_00374	Syas.g_02221
OG0000224	Prbb.g_00376	Syas.g_02215
OG0000225	Prbb.g_00405	Syas.g_01522
OG0000226	Prbb.g_00409	Syas.g_01518
OG0000227	Prbb.g_00411	Syas.g_01516
OG0000228	Prbb.g_00415	Syas.g_01513
OG0000229	Prbb.g_00441	Syas.g_01497
OG0000230	Prbb.g_00443	Syas.g_01495
OG0000231	Prbb.g_00454	Syas.g_02749
OG0000232	Prbb.g_00462	Syas.g_01276
OG0000233	Prbb.g_00470	Syas.g_01352
OG0000234	Prbb.g_00479	Syas.g_01331
OG0000235	Prbb.g_00483	Syas.g_01254
OG0000236	Prbb.g_00497	Syas.g_01237
OG0000237	Prbb.g_00510	Syas.g_01220
OG0000238	Prbb.g_00516	Syas.g_01215
OG0000239	Prbb.g_00528	Syas.g_00012
OG0000240	Prbb.g_00529	Syas.g_00013
OG0000241	Prbb.g_00533	Syas.g_00754
OG0000242	Prbb.g_00535	Syas.g_00059
OG0000243	Prbb.g_00546	Syas.g_00777
OG0000244	Prbb.g_00550	Syas.g_00784
OG0000245	Prbb.g_00552	Syas.g_00786
OG0000246	Prbb.g_00556	Syas.g_00790
OG0000247	Prbb.g_00566	Syas.g_00802
OG0000248	Prbb.g_00568	Syas.g_00805
OG0000249	Prbb.g_00570	Syas.g_00807
OG0000250	Prbb.g_00575	Syas.g_00814
OG0000251	Prbb.g_00591	Syas.g_00845
OG0000252	Prbb.g_00593	Syas.g_00950
OG0000253	Prbb.g_00595	Syas.g_00846
OG0000254	Prbb.g_00612	Syas.g_00869
OG0000255	Prbb.g_00618	Syas.g_00132, Syas.g_01062
OG0000256	Prbb.g_00628	Syas.g_00104
OG0000257	Prbb.g_00631	Syas.g_00757
OG0000258	Prbb.g_00644	Syas.g_00733
OG0000259	Prbb.g_00661	Syas.g_00708
OG0000260	Prbb.g_00665	Syas.g_00705
OG0000261	Prbb.g_00668	Syas.g_00701
OG0000262	Prbb.g_00673	Syas.g_00695
OG0000263	Prbb.g_00686	Syas.g_01103
OG0000264	Prbb.g_00697, Prbb.g_00698	Syas.g_02588
OG0000266	Prbb.g_00723	Syas.g_00186
OG0000267	Prbb.g_00736	Syas.g_00377
OG0000268	Prbb.g_00737	Syas.g_00390
OG0000269	Prbb.g_00778	Syas.g_00601
OG0000270	Prbb.g_00781	Syas.g_00598
OG0000271	Prbb.g_00789	Syas.g_00590
OG0000272	Prbb.g_00790	Syas.g_00589
OG0000273	Prbb.g_00814	Syas.g_00563
OG0000274	Prbb.g_00815	Syas.g_00562
OG0000275	Prbb.g_00817	Syas.g_00230
OG0000276	Prbb.g_00823	Syas.g_00237
OG0000277	Prbb.g_00824	Syas.g_00238
OG0000278	Prbb.g_00828	Syas.g_00241
OG0000279	Prbb.g_00835	Syas.g_00288
OG0000280	Prbb.g_01370	Syas.g_00889, Syas.g_00481
OG0000281	Prbb.g_00841	Syas.g_00970
OG0000282	Prbb.g_00934	Syas.g_00672
OG0000283	Prbb.g_00965	Syas.g_00409
OG0000284	Prbb.g_00970	Syas.g_00416
OG0000285	Prbb.g_00975	Syas.g_00436
OG0000286	Prbb.g_00990	Syas.g_00460
OG0000287	Prbb.g_00101	Syas.g_00534
OG0000288	Prbb.g_01039	Syas.g_00220
OG0000289	Prbb.g_01051	Syas.g_00205
OG0000290	Prbb.g_01067	Syas.g_01016
OG0000292	Prbb.g_01238	Syas.g_02020
OG0000293	Prbb.g_01527	Syas.g_01197
OG0000294	Prbb.g_01526	Syas.g_01196
OG0000295	Prbb.g_01502	Syas.g_01139
OG0000296	Prbb.g_01500	Syas.g_01137
OG0000299	Prbb.g_01471	Syas.g_01087
OG0000300	Prbb.g_01468	Syas.g_01082
OG0000301	Prbb.g_01467	Syas.g_01081
OG0000302	Prbb.g_01464	Syas.g_01080
OG0000303	Prbb.g_01459	Syas.g_01071
OG0000304	Prbb.g_01456	Syas.g_01066
OG0000305	Prbb.g_01789	Syas.g_01023
OG0000306	Prbb.g_00845	Syas.g_01929
OG0000307	Prbb.g_01648	Syas.g_01270
OG0000308	Prbb.g_01649	Syas.g_01272
OG0000309	Prbb.g_01653	Syas.g_01364
OG0000310	Prbb.g_01671	Syas.g_02796
OG0000311	Prbb.g_01673	Syas.g_02799
OG0000312	Prbb.g_01676	Syas.g_02804
OG0000313	Prbb.g_01690	Syas.g_02823
OG0000315	Prbb.g_01721	Syas.g_01306
OG0000316	Prbb.g_01746	Syas.g_02728
OG0000317	Prbb.g_01821	Syas.g_02687
OG0000318	Prbb.g_01824	Syas.g_02680
OG0000319	Prbb.g_01835	Syas.g_02663
OG0000320	Prbb.g_01837	Syas.g_02661
OG0000321	Prbb.g_01838	Syas.g_02660
OG0000322	Prbb.g_01839	Syas.g_02659
OG0000323	Prbb.g_01848	Syas.g_02646
OG0000324	Prbb.g_01875	Syas.g_02578
OG0000325	Prbb.g_01924	Syas.g_01668
OG0000326	Prbb.g_01930	Syas.g_01661
OG0000327	Prbb.g_01959	Syas.g_01634
OG0000328	Prbb.g_01960	Syas.g_01633
OG0000329	Prbb.g_01977	Syas.g_01615
OG0000330	Prbb.g_01978	Syas.g_01614
OG0000331	Prbb.g_01979	Syas.g_01613
OG0000332	Prbb.g_01993	Syas.g_01598
OG0000333	Prbb.g_01995	Syas.g_01595
OG0000334	Prbb.g_02004	Syas.g_01586
OG0000335	Prbb.g_02009	Syas.g_01581
OG0000336	Prbb.g_02013	Syas.g_01577
OG0000337	Prbb.g_02031	Syas.g_02211
OG0000338	Prbb.g_02032	Syas.g_02199
OG0000339	Prbb.g_02037	Syas.g_02192
OG0000340	Prbb.g_02046	Syas.g_02183
OG0000341	Prbb.g_02048	Syas.g_02181
OG0000342	Prbb.g_02049	Syas.g_02180
OG0000343	Prbb.g_02050	Syas.g_02176
OG0000344	Prbb.g_02053	Syas.g_02172
OG0000345	Prbb.g_02058	Syas.g_02160
OG0000346	Prbb.g_02062	Syas.g_02155
OG0000347	Prbb.g_02082	Syas.g_02136
OG0000348	Prbb.g_02104	Syas.g_02107
OG0000349	Prbb.g_02122	Syas.g_02085
OG0000350	Prbb.g_02143	Syas.g_01654
OG0000351	Prbb.g_02168	Syas.g_01998
OG0000352	Prbb.g_02169	Syas.g_01999
OG0000353	Prbb.g_02188	Syas.g_02033
OG0000355	Prbb.g_00001	Syas.g_02035
OG0000356	Prbb.g_00002	Syas.g_02036
OG0000357	Prbb.g_00003	Syas.g_02037
OG0000358	Prbb.g_00008	Syas.g_02041
OG0000359	Prbb.g_00009	Syas.g_02043
OG0000360	Prbb.g_00010	Syas.g_02044
OG0000361	Prbb.g_00011	Syas.g_02045
OG0000362	Prbb.g_00013	Syas.g_02047
OG0000363	Prbb.g_00015	Syas.g_02049
OG0000364	Prbb.g_00016	Syas.g_02685
OG0000365	Prbb.g_00021	Syas.g_02058
OG0000366	Prbb.g_00022	Syas.g_02059
OG0000368	Prbb.g_00025	Syas.g_02062
OG0000369	Prbb.g_00026	Syas.g_02063
OG0000370	Prbb.g_00027	Syas.g_02064
OG0000371	Prbb.g_00033	Syas.g_02073
OG0000372	Prbb.g_00035	Syas.g_02078
OG0000373	Prbb.g_00036	Syas.g_02079
OG0000374	Prbb.g_00037	Syas.g_02080
OG0000375	Prbb.g_00055	Syas.g_02081
OG0000376	Prbb.g_00057	Syas.g_02083
OG0000377	Prbb.g_00060	Syas.g_01879
OG0000378	Prbb.g_00062	Syas.g_01867
OG0000379	Prbb.g_00065	Syas.g_01859
OG0000380	Prbb.g_00121	Syas.g_02523
OG0000381	Prbb.g_00125	Syas.g_02521
OG0000382	Prbb.g_00136	Syas.g_02503
OG0000383	Prbb.g_00138	Syas.g_02480
OG0000384	Prbb.g_00139	Syas.g_02479
OG0000385	Prbb.g_00140	Syas.g_02478
OG0000386	Prbb.g_00141	Syas.g_02477
OG0000387	Prbb.g_00154	Syas.g_00134
OG0000388	Prbb.g_00158	Syas.g_02426
OG0000389	Prbb.g_00161	Syas.g_02422
OG0000390	Prbb.g_00170	Syas.g_02406
OG0000391	Prbb.g_00174	Syas.g_02401
OG0000392	Prbb.g_00177	Syas.g_02396
OG0000393	Prbb.g_00180	Syas.g_02394
OG0000394	Prbb.g_00181	Syas.g_02393
OG0000395	Prbb.g_00182	Syas.g_02392
OG0000396	Prbb.g_00185	Syas.g_02389
OG0000397	Prbb.g_00187	Syas.g_02387
OG0000398	Prbb.g_00190	Syas.g_02382
OG0000399	Prbb.g_00191	Syas.g_02381
OG0000400	Prbb.g_00192	Syas.g_02380
OG0000401	Prbb.g_00193	Syas.g_02379
OG0000402	Prbb.g_01101	Syas.g_02377
OG0000403	Prbb.g_00194	Syas.g_02376
OG0000404	Prbb.g_00195	Syas.g_02375
OG0000405	Prbb.g_00200	Syas.g_02369
OG0000406	Prbb.g_00204	Syas.g_02365
OG0000407	Prbb.g_00205	Syas.g_02364
OG0000408	Prbb.g_00207	Syas.g_02361
OG0000409	Prbb.g_00209	Syas.g_02359
OG0000410	Prbb.g_00210	Syas.g_02358
OG0000411	Prbb.g_00211	Syas.g_02357
OG0000412	Prbb.g_00212	Syas.g_02356
OG0000413	Prbb.g_00213	Syas.g_02354
OG0000414	Prbb.g_00214	Syas.g_02353
OG0000415	Prbb.g_00215	Syas.g_02352
OG0000416	Prbb.g_00216	Syas.g_02351
OG0000417	Prbb.g_00217	Syas.g_02338
OG0000418	Prbb.g_00222	Syas.g_02333
OG0000419	Prbb.g_00224	Syas.g_02331
OG0000420	Prbb.g_00225	Syas.g_02329
OG0000421	Prbb.g_00229	Syas.g_02324
OG0000422	Prbb.g_00230	Syas.g_02323
OG0000423	Prbb.g_00231	Syas.g_02322
OG0000424	Prbb.g_00232	Syas.g_02321
OG0000425	Prbb.g_00233	Syas.g_02320
OG0000426	Prbb.g_00234	Syas.g_02319
OG0000427	Prbb.g_00235	Syas.g_02318
OG0000428	Prbb.g_00237	Syas.g_02315
OG0000429	Prbb.g_00238	Syas.g_02312
OG0000430	Prbb.g_00239	Syas.g_02311
OG0000431	Prbb.g_00241	Syas.g_02296
OG0000432	Prbb.g_00245	Syas.g_02288
OG0000433	Prbb.g_00246	Syas.g_02286
OG0000434	Prbb.g_00247	Syas.g_02285
OG0000435	Prbb.g_00248	Syas.g_02282
OG0000436	Prbb.g_00253	Syas.g_02273
OG0000437	Prbb.g_00254	Syas.g_02272
OG0000438	Prbb.g_00255	Syas.g_02271
OG0000439	Prbb.g_00257	Syas.g_02269
OG0000440	Prbb.g_00258	Syas.g_02268
OG0000441	Prbb.g_00260	Syas.g_02265
OG0000442	Prbb.g_00261	Syas.g_02259
OG0000443	Prbb.g_00262	Syas.g_02241
OG0000444	Prbb.g_00267	Syas.g_02234
OG0000445	Prbb.g_00268	Syas.g_02233
OG0000446	Prbb.g_00269	Syas.g_02231
OG0000447	Prbb.g_00270	Syas.g_02229
OG0000448	Prbb.g_00271	Syas.g_02228
OG0000449	Prbb.g_00272	Syas.g_02226
OG0000450	Prbb.g_00273	Syas.g_01834
OG0000451	Prbb.g_00274	Syas.g_01835
OG0000452	Prbb.g_00277	Syas.g_01844
OG0000453	Prbb.g_00278	Syas.g_01845
OG0000454	Prbb.g_00279	Syas.g_01846
OG0000455	Prbb.g_00280	Syas.g_01847
OG0000456	Prbb.g_00281	Syas.g_01848
OG0000457	Prbb.g_00282	Syas.g_01850
OG0000458	Prbb.g_00283	Syas.g_01851
OG0000459	Prbb.g_00284	Syas.g_01852
OG0000460	Prbb.g_00292	Syas.g_02554
OG0000461	Prbb.g_00300	Syas.g_01686
OG0000462	Prbb.g_00302	Syas.g_01688
OG0000463	Prbb.g_00303	Syas.g_01689
OG0000464	Prbb.g_00304	Syas.g_01690
OG0000465	Prbb.g_00305	Syas.g_01692
OG0000466	Prbb.g_00306	Syas.g_01697
OG0000467	Prbb.g_00307	Syas.g_01698
OG0000468	Prbb.g_00309	Syas.g_01703
OG0000469	Prbb.g_00316	Syas.g_01725
OG0000470	Prbb.g_00318	Syas.g_01727
OG0000471	Prbb.g_00319	Syas.g_01728
OG0000472	Prbb.g_00320	Syas.g_01729
OG0000473	Prbb.g_00322	Syas.g_01731
OG0000474	Prbb.g_00323	Syas.g_01732
OG0000475	Prbb.g_00324	Syas.g_01733
OG0000476	Prbb.g_00326	Syas.g_01735
OG0000477	Prbb.g_00328	Syas.g_01740
OG0000478	Prbb.g_00329	Syas.g_01741
OG0000479	Prbb.g_00330	Syas.g_01749
OG0000480	Prbb.g_00334	Syas.g_01756
OG0000481	Prbb.g_00336	Syas.g_00161, Syas.g_00162
OG0000482	Prbb.g_00337	Syas.g_01758
OG0000483	Prbb.g_00340	Syas.g_01762
OG0000484	Prbb.g_00341	Syas.g_01763
OG0000485	Prbb.g_00342	Syas.g_01764
OG0000486	Prbb.g_00343	Syas.g_01765
OG0000487	Prbb.g_00346	Syas.g_01771
OG0000488	Prbb.g_00349	Syas.g_01779
OG0000489	Prbb.g_00354	Syas.g_01823
OG0000490	Prbb.g_00359	Syas.g_01808
OG0000491	Prbb.g_00360	Syas.g_01806
OG0000492	Prbb.g_00362	Syas.g_01803
OG0000493	Prbb.g_00363	Syas.g_01802
OG0000494	Prbb.g_00364	Syas.g_01801
OG0000495	Prbb.g_00365	Syas.g_01799
OG0000496	Prbb.g_00366	Syas.g_01798
OG0000497	Prbb.g_00367	Syas.g_01797
OG0000498	Prbb.g_00368	Syas.g_01796
OG0000499	Prbb.g_00369	Syas.g_01795
OG0000500	Prbb.g_00370	Syas.g_01794
OG0000501	Prbb.g_00372	Syas.g_01791
OG0000502	Prbb.g_00375	Syas.g_02216
OG0000503	Prbb.g_00394	Syas.g_01541
OG0000504	Prbb.g_00396	Syas.g_01539
OG0000505	Prbb.g_00397	Syas.g_01538
OG0000506	Prbb.g_00398	Syas.g_01536
OG0000507	Prbb.g_00401	Syas.g_01530
OG0000508	Prbb.g_00404	Syas.g_01523
OG0000509	Prbb.g_00406	Syas.g_01521
OG0000510	Prbb.g_00407	Syas.g_01520
OG0000511	Prbb.g_00408	Syas.g_01519
OG0000512	Prbb.g_00410	Syas.g_01517
OG0000513	Prbb.g_00419	Syas.g_01508
OG0000514	Prbb.g_00436	Syas.g_01504
OG0000515	Prbb.g_00437	Syas.g_01503
OG0000516	Prbb.g_00438	Syas.g_01501
OG0000517	Prbb.g_00440	Syas.g_01498
OG0000518	Prbb.g_00451	Syas.g_00360, Syas.g_02746
OG0000519	Prbb.g_00452	Syas.g_02747
OG0000520	Prbb.g_00453	Syas.g_02748
OG0000521	Prbb.g_00458	Syas.g_01281
OG0000522	Prbb.g_00460	Syas.g_01279
OG0000523	Prbb.g_00461	Syas.g_01278
OG0000524	Prbb.g_00468	Syas.g_01354
OG0000525	Prbb.g_00472	Syas.g_01342
OG0000526	Prbb.g_00473	Syas.g_01340
OG0000527	Prbb.g_00476	Syas.g_01335
OG0000528	Prbb.g_00482	Syas.g_01256
OG0000529	Prbb.g_00486	Syas.g_01252
OG0000530	Prbb.g_00489	Syas.g_01249
OG0000531	Prbb.g_00490	Syas.g_01248
OG0000532	Prbb.g_00491	Syas.g_01245
OG0000533	Prbb.g_00492	Syas.g_01243
OG0000534	Prbb.g_00493	Syas.g_01242
OG0000535	Prbb.g_00494	Syas.g_01241
OG0000536	Prbb.g_00495	Syas.g_01240
OG0000537	Prbb.g_00496	Syas.g_01238
OG0000538	Prbb.g_00504	Syas.g_01228
OG0000539	Prbb.g_00505	Syas.g_01227
OG0000540	Prbb.g_00506	Syas.g_01226
OG0000541	Prbb.g_00507	Syas.g_01225
OG0000542	Prbb.g_00509	Syas.g_01221
OG0000543	Prbb.g_00511	Syas.g_01219
OG0000544	Prbb.g_00512	Syas.g_01218
OG0000545	Prbb.g_00514	Syas.g_01216
OG0000546	Prbb.g_00517	Syas.g_01214
OG0000547	Prbb.g_00519	Syas.g_01212
OG0000548	Prbb.g_00520	Syas.g_01211
OG0000549	Prbb.g_00523	Syas.g_00005
OG0000550	Prbb.g_00527	Syas.g_00010
OG0000551	Prbb.g_00530	Syas.g_00015
OG0000552	Prbb.g_00531	Syas.g_00016
OG0000553	Prbb.g_00532	Syas.g_00019
OG0000554	Prbb.g_00537	Syas.g_00063
OG0000555	Prbb.g_00545	Syas.g_00775
OG0000556	Prbb.g_00547	Syas.g_00781
OG0000557	Prbb.g_00548	Syas.g_00783
OG0000558	Prbb.g_00551	Syas.g_00785
OG0000559	Prbb.g_00555	Syas.g_00789
OG0000560	Prbb.g_00558	Syas.g_00792
OG0000561	Prbb.g_00559	Syas.g_00793
OG0000562	Prbb.g_00560	Syas.g_00794
OG0000563	Prbb.g_00561	Syas.g_00795
OG0000564	Prbb.g_00562	Syas.g_00796
OG0000565	Prbb.g_00565	Syas.g_00800
OG0000566	Prbb.g_00567	Syas.g_00804
OG0000567	Prbb.g_00571	Syas.g_00808
OG0000568	Prbb.g_00572	Syas.g_00810
OG0000569	Prbb.g_00573	Syas.g_00811
OG0000570	Prbb.g_00574	Syas.g_00812
OG0000571	Prbb.g_00576	Syas.g_00815
OG0000572	Prbb.g_00587	Syas.g_00839
OG0000573	Prbb.g_00592	Syas.g_00952
OG0000574	Prbb.g_00594	Syas.g_00951
OG0000575	Prbb.g_00597	Syas.g_00848
OG0000576	Prbb.g_00599	Syas.g_00850
OG0000577	Prbb.g_00600	Syas.g_00851
OG0000578	Prbb.g_00601	Syas.g_00852
OG0000579	Prbb.g_00602	Syas.g_00853
OG0000580	Prbb.g_00603	Syas.g_00854
