Orthogroup	Prbb	Syaq
OG0000084	Prbb.g_01683	Syaq.g_00367
OG0000085	Prbb.g_01816	Syaq.g_01683
OG0000086	Prbb.g_00143	Syaq.g_01525
OG0000087	Prbb.g_00196	Syaq.g_01438
OG0000088	Prbb.g_00223	Syaq.g_01402
OG0000089	Prbb.g_00416	Syaq.g_00529
OG0000090	Prbb.g_00536	Syaq.g_01838
OG0000091	Prbb.g_00643	Syaq.g_02090
OG0000094	Prbb.g_00892	Syaq.g_02554
OG0000097	Prbb.g_01470	Syaq.g_00167
OG0000098	Prbb.g_01608	Syaq.g_02221
OG0000099	Prbb.g_00388	Syaq.g_00882
OG0000100	Prbb.g_01763	Syaq.g_02371
OG0000101	Prbb.g_02001	Syaq.g_00607
OG0000102	Prbb.g_02066	Syaq.g_01033
OG0000103	Prbb.g_02174	Syaq.g_01170
OG0000104	Prbb.g_02185	Syaq.g_01154
OG0000105	Prbb.g_00327	Syaq.g_00754
OG0000106	Prbb.g_01197, Prbb.g_01329	Syaq.g_01863
OG0000108	Prbb.g_00484, Prbb.g_00485	Syaq.g_01772
OG0000109	Prbb.g_00498	Syaq.g_01788
OG0000110	Prbb.g_00578	Syaq.g_01962
OG0000111	Prbb.g_00707	Syaq.g_02606
OG0000112	Prbb.g_00983	Syaq.g_02476
OG0000114	Prbb.g_00932	Syaq.g_02269
OG0000115	Prbb.g_01780	Syaq.g_00395
OG0000116	Prbb.g_01528	Syaq.g_00263
OG0000117	Prbb.g_01399	Syaq.g_00203
OG0000118	Prbb.g_01598	Syaq.g_00325, Syaq.g_00316
OG0000120	Prbb.g_00678	Syaq.g_00883
OG0000121	Prbb.g_01688	Syaq.g_00375
OG0000122	Prbb.g_01727	Syaq.g_02118
OG0000123	Prbb.g_02008	Syaq.g_00599
OG0000124	Prbb.g_02079	Syaq.g_01055
OG0000125	Prbb.g_02131	Syaq.g_01256
OG0000126	Prbb.g_02183	Syaq.g_01156
OG0000128	Prbb.g_00012	Syaq.g_01138
OG0000129	Prbb.g_00059	Syaq.g_01269
OG0000130	Prbb.g_00124	Syaq.g_01559
OG0000131	Prbb.g_00202	Syaq.g_01427, Syaq.g_01424
OG0000132	Prbb.g_00221	Syaq.g_01404
OG0000133	Prbb.g_00373	Syaq.g_02481
OG0000134	Prbb.g_00418	Syaq.g_00526
OG0000135	Prbb.g_01326	Syaq.g_01227
OG0000136	Prbb.g_00446	Syaq.g_00496
OG0000137	Prbb.g_00478	Syaq.g_00442
OG0000138	Prbb.g_00499	Syaq.g_01789
OG0000139	Prbb.g_00540	Syaq.g_01844
OG0000140	Prbb.g_00541	Syaq.g_01848
OG0000141	Prbb.g_00608	Syaq.g_02010
OG0000142	Prbb.g_00636	Syaq.g_02082
OG0000143	Prbb.g_00640	Syaq.g_02086
OG0000144	Prbb.g_00653	Syaq.g_02152
OG0000145	Prbb.g_01099	Syaq.g_01796
OG0000146	Prbb.g_00982	Syaq.g_02475
OG0000147	Prbb.g_00981	Syaq.g_02474
OG0000148	Prbb.g_00801	Syaq.g_02359
OG0000149	Prbb.g_00832	Syaq.g_02395
OG0000150	Prbb.g_00840	Syaq.g_02011
OG0000151	Prbb.g_00943	Syaq.g_02283
OG0000152	Prbb.g_00991	Syaq.g_02485
OG0000153	Prbb.g_01009	Syaq.g_02518
OG0000154	Prbb.g_01040	Syaq.g_00066
OG0000155	Prbb.g_01495	Syaq.g_00212
OG0000156	Prbb.g_01575	Syaq.g_00281
OG0000157	Prbb.g_01576	Syaq.g_00282
OG0000158	Prbb.g_02044	Syaq.g_01003
OG0000159	Prbb.g_02093	Syaq.g_00918
OG0000159	Prbb.g_02083	Syaq.g_00941
OG0000160	Prbb.g_01687	Syaq.g_00374
OG0000161	Prbb.g_01693	Syaq.g_00382
OG0000162	Prbb.g_01699	Syaq.g_00389
OG0000163	Prbb.g_01735	Syaq.g_01730
OG0000164	Prbb.g_01845	Syaq.g_01642
OG0000165	Prbb.g_01853	Syaq.g_01630
OG0000166	Prbb.g_01964	Syaq.g_00647
OG0000167	Prbb.g_02034	Syaq.g_00983
OG0000168	Prbb.g_02045	Syaq.g_01004
OG0000169	Prbb.g_02055	Syaq.g_01016
OG0000170	Prbb.g_02057	Syaq.g_01023
OG0000171	Prbb.g_02078	Syaq.g_01052
OG0000172	Prbb.g_02101	Syaq.g_01074
OG0000173	Prbb.g_02116	Syaq.g_01092
OG0000174	Prbb.g_02147	Syaq.g_01224
OG0000175	Prbb.g_02165	Syaq.g_01183
OG0000176	Prbb.g_00004	Syaq.g_01146
OG0000177	Prbb.g_00005	Syaq.g_01145
OG0000178	Prbb.g_00007, Prbb.g_00006	Syaq.g_01144
OG0000179	Prbb.g_00017	Syaq.g_01129
OG0000180	Prbb.g_00018	Syaq.g_01128
OG0000181	Prbb.g_00019	Syaq.g_01127
OG0000182	Prbb.g_00020	Syaq.g_01126
OG0000183	Prbb.g_00024	Syaq.g_01122
OG0000184	Prbb.g_00061	Syaq.g_01277
OG0000185	Prbb.g_00064	Syaq.g_01290
OG0000186	Prbb.g_00119	Syaq.g_01563
OG0000187	Prbb.g_00120	Syaq.g_01561
OG0000188	Prbb.g_00137	Syaq.g_01539
OG0000189	Prbb.g_00151	Syaq.g_01499
OG0000190	Prbb.g_00152	Syaq.g_01497
OG0000191	Prbb.g_00175	Syaq.g_01467
OG0000192	Prbb.g_00179	Syaq.g_01462
OG0000193	Prbb.g_00203	Syaq.g_01423
OG0000194	Prbb.g_00206	Syaq.g_01420
OG0000195	Prbb.g_00208	Syaq.g_01418
OG0000196	Prbb.g_00218	Syaq.g_01407
OG0000197	Prbb.g_00219	Syaq.g_01406
OG0000198	Prbb.g_00220	Syaq.g_01405
OG0000199	Prbb.g_00227	Syaq.g_01398
OG0000200	Prbb.g_00240	Syaq.g_01382
OG0000201	Prbb.g_00249	Syaq.g_01365
OG0000202	Prbb.g_00250	Syaq.g_01364
OG0000203	Prbb.g_00251	Syaq.g_01363
OG0000204	Prbb.g_00252	Syaq.g_01362
OG0000205	Prbb.g_00259	Syaq.g_01355
OG0000206	Prbb.g_00263	Syaq.g_01345
OG0000207	Prbb.g_00265	Syaq.g_01338
OG0000208	Prbb.g_00266	Syaq.g_01337
OG0000209	Prbb.g_00275	Syaq.g_01310
OG0000210	Prbb.g_00276	Syaq.g_01309
OG0000211	Prbb.g_00290	Syaq.g_01570
OG0000212	Prbb.g_00298	Syaq.g_01586
OG0000213	Prbb.g_00313	Syaq.g_00729
OG0000214	Prbb.g_00321	Syaq.g_00745
OG0000215	Prbb.g_00344	Syaq.g_00777
OG0000216	Prbb.g_00345	Syaq.g_00781
OG0000217	Prbb.g_00348	Syaq.g_00844
OG0000218	Prbb.g_00350	Syaq.g_00846
OG0000219	Prbb.g_00351	Syaq.g_00847
OG0000220	Prbb.g_00352	Syaq.g_00848
OG0000221	Prbb.g_00353	Syaq.g_00856
OG0000222	Prbb.g_00361	Syaq.g_00868
OG0000223	Prbb.g_00374	Syaq.g_00946
OG0000224	Prbb.g_00376	Syaq.g_00950
OG0000225	Prbb.g_00405	Syaq.g_00543
OG0000226	Prbb.g_00409	Syaq.g_00536
OG0000227	Prbb.g_00411	Syaq.g_00534
OG0000228	Prbb.g_00415	Syaq.g_00531
OG0000229	Prbb.g_00441	Syaq.g_00501
OG0000230	Prbb.g_00443	Syaq.g_00499
OG0000231	Prbb.g_00454	Syaq.g_00485
OG0000232	Prbb.g_00462	Syaq.g_00472
OG0000233	Prbb.g_00470	Syaq.g_00464
OG0000234	Prbb.g_00479	Syaq.g_00440
OG0000235	Prbb.g_00483	Syaq.g_01771
OG0000236	Prbb.g_00497	Syaq.g_01787
OG0000237	Prbb.g_00510	Syaq.g_01805
OG0000238	Prbb.g_00516	Syaq.g_01810
OG0000239	Prbb.g_00528	Syaq.g_01826
OG0000240	Prbb.g_00529	Syaq.g_01827
OG0000241	Prbb.g_00533	Syaq.g_02074
OG0000242	Prbb.g_00535	Syaq.g_01836
OG0000243	Prbb.g_00546	Syaq.g_01922
OG0000244	Prbb.g_00550	Syaq.g_01928
OG0000245	Prbb.g_00552	Syaq.g_01930
OG0000246	Prbb.g_00556	Syaq.g_01934
OG0000247	Prbb.g_00566	Syaq.g_01945
OG0000248	Prbb.g_00568	Syaq.g_01948
OG0000249	Prbb.g_00570	Syaq.g_01950
OG0000250	Prbb.g_00575	Syaq.g_01958
OG0000251	Prbb.g_00591	Syaq.g_01984
OG0000252	Prbb.g_00593	Syaq.g_01987
OG0000253	Prbb.g_00595	Syaq.g_01989
OG0000254	Prbb.g_00612	Syaq.g_02016
OG0000255	Prbb.g_00618	Syaq.g_02041
OG0000256	Prbb.g_00628	Syaq.g_02068
OG0000257	Prbb.g_00631	Syaq.g_02073
OG0000258	Prbb.g_00644	Syaq.g_02095
OG0000259	Prbb.g_00661	Syaq.g_02239
OG0000260	Prbb.g_00665	Syaq.g_02242
OG0000261	Prbb.g_00668	Syaq.g_02245
OG0000262	Prbb.g_00673	Syaq.g_02250
OG0000263	Prbb.g_00686	Syaq.g_00185
OG0000264	Prbb.g_00697, Prbb.g_00698	Syaq.g_02582
OG0000266	Prbb.g_00723	Syaq.g_00037
OG0000267	Prbb.g_00736	Syaq.g_02430
OG0000268	Prbb.g_00737	Syaq.g_02431
OG0000269	Prbb.g_00778	Syaq.g_02335
OG0000270	Prbb.g_00781	Syaq.g_02338
OG0000271	Prbb.g_00789	Syaq.g_02346
OG0000272	Prbb.g_00790	Syaq.g_02347
OG0000273	Prbb.g_00814	Syaq.g_02376
OG0000274	Prbb.g_00815	Syaq.g_02377
OG0000275	Prbb.g_00817	Syaq.g_02380
OG0000276	Prbb.g_00823	Syaq.g_02387
OG0000277	Prbb.g_00824	Syaq.g_02388
OG0000278	Prbb.g_00828	Syaq.g_02391
OG0000279	Prbb.g_00835	Syaq.g_02401
OG0000280	Prbb.g_01370	Syaq.g_02410
OG0000281	Prbb.g_00841	Syaq.g_02224
OG0000282	Prbb.g_00934	Syaq.g_02271
OG0000283	Prbb.g_00965	Syaq.g_02445
OG0000284	Prbb.g_00970	Syaq.g_02450
OG0000285	Prbb.g_00975	Syaq.g_02466
OG0000286	Prbb.g_00990	Syaq.g_02484
OG0000287	Prbb.g_00101	Syaq.g_02511
OG0000288	Prbb.g_01039	Syaq.g_00067
OG0000289	Prbb.g_01051	Syaq.g_00053
OG0000290	Prbb.g_01067	Syaq.g_02682
OG0000291	Prbb.g_01069	Syaq.g_02680
OG0000292	Prbb.g_01238	Syaq.g_01157
OG0000293	Prbb.g_01527	Syaq.g_00262
OG0000294	Prbb.g_01526	Syaq.g_00261
OG0000295	Prbb.g_01502	Syaq.g_00220
OG0000296	Prbb.g_01500	Syaq.g_00218
OG0000297	Prbb.g_01491	Syaq.g_00205
OG0000298	Prbb.g_01490	Syaq.g_00204
OG0000299	Prbb.g_01471	Syaq.g_00171
OG0000300	Prbb.g_01468	Syaq.g_00164
OG0000301	Prbb.g_01467	Syaq.g_00163
OG0000302	Prbb.g_01464	Syaq.g_00162
OG0000303	Prbb.g_01459	Syaq.g_00152
OG0000304	Prbb.g_01456	Syaq.g_00146
OG0000305	Prbb.g_01789	Syaq.g_02677
OG0000306	Prbb.g_00845	Syaq.g_01861
OG0000307	Prbb.g_01648	Syaq.g_01754
OG0000308	Prbb.g_01649	Syaq.g_01752
OG0000309	Prbb.g_01653	Syaq.g_01747
OG0000310	Prbb.g_01671	Syaq.g_00347
OG0000311	Prbb.g_01673	Syaq.g_00352
OG0000312	Prbb.g_01676	Syaq.g_00359
OG0000313	Prbb.g_01690	Syaq.g_00379
OG0000314	Prbb.g_01711	Syaq.g_00408
OG0000315	Prbb.g_01721	Syaq.g_00418
OG0000316	Prbb.g_01746	Syaq.g_01716
OG0000317	Prbb.g_01821	Syaq.g_01675
OG0000318	Prbb.g_01824	Syaq.g_01672
OG0000319	Prbb.g_01835	Syaq.g_01657
OG0000320	Prbb.g_01837	Syaq.g_01655
OG0000321	Prbb.g_01838	Syaq.g_01654
OG0000322	Prbb.g_01839	Syaq.g_01653
OG0000323	Prbb.g_01848	Syaq.g_01638
OG0000324	Prbb.g_01875	Syaq.g_01605
OG0000325	Prbb.g_01924	Syaq.g_00693
OG0000326	Prbb.g_01930	Syaq.g_00686
OG0000327	Prbb.g_01959	Syaq.g_00652
OG0000328	Prbb.g_01960	Syaq.g_00651
OG0000329	Prbb.g_01977	Syaq.g_00633
OG0000330	Prbb.g_01978	Syaq.g_00632
OG0000331	Prbb.g_01979	Syaq.g_00631
OG0000332	Prbb.g_01993	Syaq.g_00616
OG0000333	Prbb.g_01995	Syaq.g_00613
OG0000334	Prbb.g_02004	Syaq.g_00603
OG0000335	Prbb.g_02009	Syaq.g_00598
OG0000336	Prbb.g_02013	Syaq.g_00594
OG0000337	Prbb.g_02031	Syaq.g_00975
OG0000338	Prbb.g_02032	Syaq.g_00981
OG0000339	Prbb.g_02037	Syaq.g_00988
OG0000340	Prbb.g_02046	Syaq.g_01005
OG0000341	Prbb.g_02048	Syaq.g_01007
OG0000342	Prbb.g_02049	Syaq.g_01008
OG0000343	Prbb.g_02050	Syaq.g_01010
OG0000344	Prbb.g_02053	Syaq.g_01014
OG0000345	Prbb.g_02058	Syaq.g_01024
OG0000346	Prbb.g_02062	Syaq.g_01029
OG0000347	Prbb.g_02082	Syaq.g_01057
OG0000348	Prbb.g_02104	Syaq.g_01070
OG0000349	Prbb.g_02122	Syaq.g_01099
OG0000350	Prbb.g_02143	Syaq.g_00679
OG0000351	Prbb.g_02168	Syaq.g_01179
OG0000352	Prbb.g_02169	Syaq.g_01178
OG0000353	Prbb.g_02188	Syaq.g_01151
OG0000355	Prbb.g_00001	Syaq.g_01149
OG0000356	Prbb.g_00002	Syaq.g_01148
OG0000357	Prbb.g_00003	Syaq.g_01147
OG0000358	Prbb.g_00008	Syaq.g_01143
OG0000359	Prbb.g_00009	Syaq.g_01141
OG0000360	Prbb.g_00010	Syaq.g_01140
OG0000361	Prbb.g_00011	Syaq.g_01139
OG0000362	Prbb.g_00013	Syaq.g_01137
OG0000363	Prbb.g_00015	Syaq.g_01135
OG0000364	Prbb.g_00016	Syaq.g_01134
OG0000365	Prbb.g_00021	Syaq.g_01125
OG0000366	Prbb.g_00022	Syaq.g_01124
OG0000367	Prbb.g_00023	Syaq.g_01123
OG0000368	Prbb.g_00025	Syaq.g_01121
OG0000369	Prbb.g_00026	Syaq.g_01120
OG0000370	Prbb.g_00027	Syaq.g_01119
OG0000371	Prbb.g_00033	Syaq.g_01111
OG0000372	Prbb.g_00035	Syaq.g_01106
OG0000373	Prbb.g_00036	Syaq.g_01105
OG0000374	Prbb.g_00037	Syaq.g_01104
OG0000375	Prbb.g_00055	Syaq.g_01103
OG0000376	Prbb.g_00057	Syaq.g_01101
OG0000377	Prbb.g_00060	Syaq.g_01270
OG0000378	Prbb.g_00062	Syaq.g_01286
OG0000379	Prbb.g_00065	Syaq.g_01291
OG0000380	Prbb.g_00121	Syaq.g_01560
OG0000381	Prbb.g_00125	Syaq.g_01558
OG0000382	Prbb.g_00136	Syaq.g_01540
OG0000383	Prbb.g_00138	Syaq.g_01535
OG0000384	Prbb.g_00139	Syaq.g_01534
OG0000385	Prbb.g_00140	Syaq.g_01533
OG0000386	Prbb.g_00141	Syaq.g_01532
OG0000387	Prbb.g_00154	Syaq.g_01495
OG0000388	Prbb.g_00158	Syaq.g_01491
OG0000389	Prbb.g_00161	Syaq.g_01488
OG0000390	Prbb.g_00170	Syaq.g_01473
OG0000391	Prbb.g_00174	Syaq.g_01468
OG0000392	Prbb.g_00177	Syaq.g_01463
OG0000393	Prbb.g_00180	Syaq.g_01460
OG0000394	Prbb.g_00181	Syaq.g_01459
OG0000395	Prbb.g_00182	Syaq.g_01458
OG0000396	Prbb.g_00185	Syaq.g_01455
OG0000397	Prbb.g_00187	Syaq.g_01453
OG0000398	Prbb.g_00190	Syaq.g_01448
OG0000399	Prbb.g_00191	Syaq.g_01447
OG0000400	Prbb.g_00192	Syaq.g_01446
OG0000401	Prbb.g_00193	Syaq.g_01445
OG0000402	Prbb.g_01101	Syaq.g_01443
OG0000403	Prbb.g_00194	Syaq.g_01442
OG0000404	Prbb.g_00195	Syaq.g_01440
OG0000405	Prbb.g_00200	Syaq.g_01429
OG0000406	Prbb.g_00204	Syaq.g_01422
OG0000407	Prbb.g_00205	Syaq.g_01421
OG0000408	Prbb.g_00207	Syaq.g_01419
OG0000409	Prbb.g_00209	Syaq.g_01417
OG0000410	Prbb.g_00210	Syaq.g_01416
OG0000411	Prbb.g_00211	Syaq.g_01415
OG0000412	Prbb.g_00212	Syaq.g_01414
OG0000413	Prbb.g_00213	Syaq.g_01412
OG0000414	Prbb.g_00214	Syaq.g_01411
OG0000415	Prbb.g_00215	Syaq.g_01410
OG0000416	Prbb.g_00216	Syaq.g_01409
OG0000417	Prbb.g_00217	Syaq.g_01408
OG0000418	Prbb.g_00222	Syaq.g_01403
OG0000419	Prbb.g_00224	Syaq.g_01401
OG0000420	Prbb.g_00225	Syaq.g_01400
OG0000421	Prbb.g_00229	Syaq.g_01395
OG0000422	Prbb.g_00230	Syaq.g_01394
OG0000423	Prbb.g_00231	Syaq.g_01393
OG0000424	Prbb.g_00232	Syaq.g_01392
OG0000425	Prbb.g_00233	Syaq.g_01391
OG0000426	Prbb.g_00234	Syaq.g_01390
OG0000427	Prbb.g_00235	Syaq.g_01389
OG0000428	Prbb.g_00237	Syaq.g_01386
OG0000429	Prbb.g_00238	Syaq.g_01384
OG0000430	Prbb.g_00239	Syaq.g_01383
OG0000431	Prbb.g_00241	Syaq.g_01380
OG0000432	Prbb.g_00245	Syaq.g_01374
OG0000433	Prbb.g_00246	Syaq.g_01369
OG0000434	Prbb.g_00247	Syaq.g_01368
OG0000435	Prbb.g_00248	Syaq.g_01367
OG0000436	Prbb.g_00253	Syaq.g_01361
OG0000437	Prbb.g_00254	Syaq.g_01360
OG0000438	Prbb.g_00255	Syaq.g_01359
OG0000439	Prbb.g_00257	Syaq.g_01357
OG0000440	Prbb.g_00258	Syaq.g_01356
OG0000441	Prbb.g_00260	Syaq.g_01352
OG0000442	Prbb.g_00261	Syaq.g_01350
OG0000443	Prbb.g_00262	Syaq.g_01347
OG0000444	Prbb.g_00267	Syaq.g_01333
OG0000445	Prbb.g_00268	Syaq.g_01332
OG0000446	Prbb.g_00269	Syaq.g_01330
OG0000447	Prbb.g_00270	Syaq.g_01328
OG0000448	Prbb.g_00271	Syaq.g_01327
OG0000449	Prbb.g_00272	Syaq.g_01320
OG0000450	Prbb.g_00273	Syaq.g_01313
OG0000451	Prbb.g_00274	Syaq.g_01312
OG0000452	Prbb.g_00277	Syaq.g_01308
OG0000453	Prbb.g_00278	Syaq.g_01307
OG0000454	Prbb.g_00279	Syaq.g_01306
OG0000455	Prbb.g_00280	Syaq.g_01305
OG0000456	Prbb.g_00281	Syaq.g_01304
OG0000457	Prbb.g_00282	Syaq.g_01302
OG0000458	Prbb.g_00283	Syaq.g_01299
OG0000459	Prbb.g_00284	Syaq.g_01298
OG0000460	Prbb.g_00292	Syaq.g_01577
OG0000461	Prbb.g_00300	Syaq.g_00707
OG0000462	Prbb.g_00302	Syaq.g_00710
OG0000463	Prbb.g_00303	Syaq.g_00711
OG0000464	Prbb.g_00304	Syaq.g_00712
OG0000465	Prbb.g_00305	Syaq.g_00714
OG0000466	Prbb.g_00306	Syaq.g_00718
OG0000467	Prbb.g_00307	Syaq.g_00720
OG0000468	Prbb.g_00309	Syaq.g_00725
OG0000469	Prbb.g_00316	Syaq.g_00739
OG0000470	Prbb.g_00318	Syaq.g_00741
OG0000471	Prbb.g_00319	Syaq.g_00742
OG0000472	Prbb.g_00320	Syaq.g_00744
OG0000473	Prbb.g_00322	Syaq.g_00746
OG0000474	Prbb.g_00323	Syaq.g_00747
OG0000475	Prbb.g_00324	Syaq.g_00748
OG0000476	Prbb.g_00326	Syaq.g_00750
OG0000477	Prbb.g_00328	Syaq.g_00756
OG0000478	Prbb.g_00329	Syaq.g_00757
OG0000479	Prbb.g_00330	Syaq.g_00759
OG0000480	Prbb.g_00334	Syaq.g_00766
OG0000481	Prbb.g_00336	Syaq.g_00768
OG0000482	Prbb.g_00337	Syaq.g_00769
OG0000483	Prbb.g_00340	Syaq.g_00773
OG0000484	Prbb.g_00341	Syaq.g_00774
OG0000485	Prbb.g_00342	Syaq.g_00775
OG0000486	Prbb.g_00343	Syaq.g_00776
OG0000487	Prbb.g_00346	Syaq.g_00782
OG0000488	Prbb.g_00349	Syaq.g_00845
OG0000489	Prbb.g_00354	Syaq.g_00857
OG0000490	Prbb.g_00359	Syaq.g_00864
OG0000491	Prbb.g_00360	Syaq.g_00865
OG0000492	Prbb.g_00362	Syaq.g_00869
OG0000493	Prbb.g_00363	Syaq.g_00870
OG0000494	Prbb.g_00364	Syaq.g_00871
OG0000495	Prbb.g_00365	Syaq.g_00872
OG0000496	Prbb.g_00366	Syaq.g_00873
OG0000497	Prbb.g_00367	Syaq.g_00874
OG0000498	Prbb.g_00368	Syaq.g_00875
OG0000499	Prbb.g_00369	Syaq.g_00876
OG0000500	Prbb.g_00370	Syaq.g_00877
OG0000501	Prbb.g_00372	Syaq.g_00880
OG0000502	Prbb.g_00375	Syaq.g_00953
OG0000503	Prbb.g_00394	Syaq.g_00559
OG0000504	Prbb.g_00396	Syaq.g_00557
OG0000505	Prbb.g_00397	Syaq.g_00556
OG0000506	Prbb.g_00398	Syaq.g_00554
OG0000507	Prbb.g_00401	Syaq.g_00548
OG0000508	Prbb.g_00404	Syaq.g_00544
OG0000509	Prbb.g_00406	Syaq.g_00542
OG0000510	Prbb.g_00407	Syaq.g_00538
OG0000511	Prbb.g_00408	Syaq.g_00537
OG0000512	Prbb.g_00410	Syaq.g_00535
OG0000513	Prbb.g_00419	Syaq.g_00525
OG0000514	Prbb.g_00436	Syaq.g_00514
OG0000515	Prbb.g_00437	Syaq.g_00513
OG0000516	Prbb.g_00438	Syaq.g_00509
OG0000517	Prbb.g_00440	Syaq.g_00502
OG0000518	Prbb.g_00451	Syaq.g_00490
OG0000519	Prbb.g_00452	Syaq.g_00489
OG0000520	Prbb.g_00453	Syaq.g_00488
OG0000521	Prbb.g_00458	Syaq.g_00477
OG0000522	Prbb.g_00460	Syaq.g_00475
OG0000523	Prbb.g_00461	Syaq.g_00474
OG0000524	Prbb.g_00468	Syaq.g_00469
OG0000525	Prbb.g_00472	Syaq.g_00450
OG0000526	Prbb.g_00473	Syaq.g_00448
OG0000527	Prbb.g_00476	Syaq.g_00444
OG0000528	Prbb.g_00482	Syaq.g_01768
OG0000529	Prbb.g_00486	Syaq.g_01773
OG0000530	Prbb.g_00489	Syaq.g_01776
OG0000531	Prbb.g_00490	Syaq.g_01777
OG0000532	Prbb.g_00491	Syaq.g_01780
OG0000533	Prbb.g_00492	Syaq.g_01782
OG0000534	Prbb.g_00493	Syaq.g_01783
OG0000535	Prbb.g_00494	Syaq.g_01784
OG0000536	Prbb.g_00495	Syaq.g_01785
OG0000537	Prbb.g_00496	Syaq.g_01786
OG0000538	Prbb.g_00504	Syaq.g_01798
OG0000539	Prbb.g_00505	Syaq.g_01799
OG0000540	Prbb.g_00506	Syaq.g_01800
OG0000541	Prbb.g_00507	Syaq.g_01801
OG0000542	Prbb.g_00509	Syaq.g_01804
OG0000543	Prbb.g_00511	Syaq.g_01806
OG0000544	Prbb.g_00512	Syaq.g_02567
OG0000545	Prbb.g_00514	Syaq.g_01809
OG0000546	Prbb.g_00517	Syaq.g_01811
OG0000547	Prbb.g_00519	Syaq.g_01813
OG0000548	Prbb.g_00520	Syaq.g_01814
OG0000549	Prbb.g_00523	Syaq.g_01819
OG0000550	Prbb.g_00527	Syaq.g_01824
OG0000551	Prbb.g_00530	Syaq.g_01829
OG0000552	Prbb.g_00531	Syaq.g_01830
OG0000553	Prbb.g_00532	Syaq.g_01834
OG0000554	Prbb.g_00537	Syaq.g_01839
OG0000555	Prbb.g_00545	Syaq.g_01857
