Orthogroup	Prbb	Pral
OG0000086	Prbb.g_00143	Pral.g_00959
OG0000087	Prbb.g_00196	Pral.g_00906
OG0000088	Prbb.g_00223	Pral.g_00878
OG0000089	Prbb.g_00416	Pral.g_00676
OG0000090	Prbb.g_00536	Pral.g_00557
OG0000091	Prbb.g_00643	Pral.g_01443
OG0000092	Prbb.g_00937	Pral.g_01794
OG0000093	Prbb.g_01606, Prbb.g_00768	Pral.g_01472
OG0000094	Prbb.g_00892	Pral.g_01604
OG0000095	Prbb.g_01070	Pral.g_01561
OG0000096	Prbb.g_01294	Pral.g_00444
OG0000097	Prbb.g_01470	Pral.g_01416
OG0000098	Prbb.g_01608	Pral.g_01239
OG0000099	Prbb.g_00388	Pral.g_01201
OG0000100	Prbb.g_01763	Pral.g_01078
OG0000101	Prbb.g_02001	Pral.g_00243
OG0000102	Prbb.g_02066	Pral.g_00310
OG0000103	Prbb.g_02174	Pral.g_00397
OG0000104	Prbb.g_02185	Pral.g_00406
OG0000105	Prbb.g_00327	Pral.g_00765
OG0000106	Prbb.g_01197, Prbb.g_01329	Pral.g_01859
OG0000107	Prbb.g_01923	Pral.g_00171
OG0000108	Prbb.g_00484, Prbb.g_00485	Pral.g_00611
OG0000109	Prbb.g_00498	Pral.g_00596
OG0000110	Prbb.g_00578	Pral.g_00513
OG0000111	Prbb.g_00707	Pral.g_01739
OG0000112	Prbb.g_00983	Pral.g_01635
OG0000113	Prbb.g_01218	Pral.g_01511
OG0000114	Prbb.g_00932	Pral.g_01799
OG0000115	Prbb.g_01780	Pral.g_01141
OG0000116	Prbb.g_01528	Pral.g_01356
OG0000117	Prbb.g_01399	Pral.g_01398, Pral.g_01397
OG0000118	Prbb.g_01598	Pral.g_01269
OG0000119	Prbb.g_01632	Pral.g_01861, Pral.g_01063
OG0000120	Prbb.g_00678	Pral.g_00702
OG0000121	Prbb.g_01688	Pral.g_01159
OG0000122	Prbb.g_01727	Pral.g_01116
OG0000123	Prbb.g_02008	Pral.g_00250
OG0000124	Prbb.g_02079	Pral.g_00322
OG0000125	Prbb.g_02131	Pral.g_00358
OG0000126	Prbb.g_02183	Pral.g_00405
OG0000128	Prbb.g_00012	Pral.g_00421
OG0000129	Prbb.g_00059	Pral.g_01000
OG0000130	Prbb.g_00124	Pral.g_00978
OG0000131	Prbb.g_00202	Pral.g_00900
OG0000132	Prbb.g_00221	Pral.g_00880
OG0000133	Prbb.g_00373	Pral.g_00717
OG0000134	Prbb.g_00418	Pral.g_00674
OG0000135	Prbb.g_01326	Pral.g_01034
OG0000136	Prbb.g_00446	Pral.g_00653
OG0000137	Prbb.g_00478	Pral.g_00617
OG0000138	Prbb.g_00499	Pral.g_00595
OG0000139	Prbb.g_00540	Pral.g_00553
OG0000140	Prbb.g_00541	Pral.g_00552
OG0000141	Prbb.g_00608	Pral.g_00481
OG0000142	Prbb.g_00636	Pral.g_01436
OG0000143	Prbb.g_00640	Pral.g_01440
OG0000144	Prbb.g_00653	Pral.g_01453
OG0000145	Prbb.g_01099	Pral.g_01037
OG0000146	Prbb.g_00982	Pral.g_01636
OG0000147	Prbb.g_00981	Pral.g_01637
OG0000148	Prbb.g_00801	Pral.g_01505
OG0000149	Prbb.g_00832	Pral.g_01535
OG0000150	Prbb.g_00840	Pral.g_01545
OG0000151	Prbb.g_00943	Pral.g_01789
OG0000152	Prbb.g_00991	Pral.g_01627
OG0000153	Prbb.g_01009	Pral.g_01578
OG0000154	Prbb.g_01040	Pral.g_01595
OG0000155	Prbb.g_01495	Pral.g_01390
OG0000156	Prbb.g_01575	Pral.g_01292
OG0000157	Prbb.g_01576	Pral.g_01291
OG0000158	Prbb.g_02044	Pral.g_00287
OG0000159	Prbb.g_02093, Prbb.g_02083	Pral.g_01263
OG0000160	Prbb.g_01687	Pral.g_01160
OG0000161	Prbb.g_01693	Pral.g_01154
OG0000162	Prbb.g_01699	Pral.g_01148
OG0000163	Prbb.g_01735	Pral.g_01106
OG0000164	Prbb.g_01845	Pral.g_00131
OG0000165	Prbb.g_01853	Pral.g_00138
OG0000166	Prbb.g_01964	Pral.g_00206
OG0000167	Prbb.g_02034	Pral.g_00277
OG0000168	Prbb.g_02045	Pral.g_00288
OG0000169	Prbb.g_02055	Pral.g_00298
OG0000170	Prbb.g_02057	Pral.g_00301
OG0000171	Prbb.g_02078	Pral.g_00321
OG0000172	Prbb.g_02101	Pral.g_00328
OG0000173	Prbb.g_02116	Pral.g_00343
OG0000174	Prbb.g_02147	Pral.g_00375
OG0000175	Prbb.g_02165	Pral.g_00387
OG0000176	Prbb.g_00004	Pral.g_00414
OG0000177	Prbb.g_00005	Pral.g_00415
OG0000178	Prbb.g_00007, Prbb.g_00006	Pral.g_00416
OG0000179	Prbb.g_00017	Pral.g_01028
OG0000180	Prbb.g_00018	Pral.g_01027
OG0000181	Prbb.g_00019	Pral.g_01026
OG0000182	Prbb.g_00020	Pral.g_01025
OG0000183	Prbb.g_00024	Pral.g_01021
OG0000184	Prbb.g_00061	Pral.g_00996
OG0000185	Prbb.g_00064	Pral.g_00993
OG0000186	Prbb.g_00119	Pral.g_00984
OG0000187	Prbb.g_00120	Pral.g_00983
OG0000188	Prbb.g_00137	Pral.g_00965
OG0000189	Prbb.g_00151	Pral.g_00951
OG0000190	Prbb.g_00152	Pral.g_00950
OG0000191	Prbb.g_00175	Pral.g_00928
OG0000192	Prbb.g_00179	Pral.g_00923
OG0000193	Prbb.g_00203	Pral.g_00899
OG0000194	Prbb.g_00206	Pral.g_00896
OG0000195	Prbb.g_00208	Pral.g_00894
OG0000196	Prbb.g_00218	Pral.g_00883
OG0000197	Prbb.g_00219	Pral.g_00882
OG0000198	Prbb.g_00220	Pral.g_00881
OG0000199	Prbb.g_00227	Pral.g_00873
OG0000200	Prbb.g_00240	Pral.g_00860
OG0000201	Prbb.g_00249	Pral.g_00851
OG0000202	Prbb.g_00250	Pral.g_00850
OG0000203	Prbb.g_00251	Pral.g_00849
OG0000204	Prbb.g_00252	Pral.g_00848
OG0000205	Prbb.g_00259	Pral.g_00842
OG0000206	Prbb.g_00263	Pral.g_00837
OG0000207	Prbb.g_00265	Pral.g_00835
OG0000208	Prbb.g_00266	Pral.g_00834
OG0000209	Prbb.g_00275	Pral.g_00825
OG0000210	Prbb.g_00276	Pral.g_00824
OG0000211	Prbb.g_00290	Pral.g_00807
OG0000212	Prbb.g_00298	Pral.g_00799
OG0000213	Prbb.g_00313	Pral.g_00781
OG0000214	Prbb.g_00321	Pral.g_00772
OG0000215	Prbb.g_00344	Pral.g_00746
OG0000216	Prbb.g_00345	Pral.g_00744
OG0000217	Prbb.g_00348	Pral.g_00741
OG0000218	Prbb.g_00350	Pral.g_00739
OG0000219	Prbb.g_00351	Pral.g_00738
OG0000220	Prbb.g_00352	Pral.g_00737
OG0000221	Prbb.g_00353	Pral.g_00736
OG0000222	Prbb.g_00361	Pral.g_00729
OG0000223	Prbb.g_00374	Pral.g_00716
OG0000224	Prbb.g_00376	Pral.g_00714
OG0000225	Prbb.g_00405	Pral.g_00686
OG0000226	Prbb.g_00409	Pral.g_00682
OG0000227	Prbb.g_00411	Pral.g_00680
OG0000228	Prbb.g_00415	Pral.g_00677
OG0000229	Prbb.g_00441	Pral.g_00658
OG0000230	Prbb.g_00443	Pral.g_00656
OG0000231	Prbb.g_00454	Pral.g_00644
OG0000232	Prbb.g_00462	Pral.g_00631
OG0000233	Prbb.g_00470	Pral.g_00625
OG0000234	Prbb.g_00479	Pral.g_00616
OG0000235	Prbb.g_00483	Pral.g_00612
OG0000236	Prbb.g_00497	Pral.g_00597
OG0000237	Prbb.g_00510	Pral.g_00584
OG0000238	Prbb.g_00516	Pral.g_00578
OG0000239	Prbb.g_00528	Pral.g_00565
OG0000240	Prbb.g_00529	Pral.g_00564
OG0000241	Prbb.g_00533	Pral.g_00560
OG0000242	Prbb.g_00535	Pral.g_00558
OG0000243	Prbb.g_00546	Pral.g_00547
OG0000244	Prbb.g_00550	Pral.g_00544
OG0000245	Prbb.g_00552	Pral.g_00542
OG0000246	Prbb.g_00556	Pral.g_00538
OG0000247	Prbb.g_00566	Pral.g_00527
OG0000248	Prbb.g_00568	Pral.g_00524
OG0000249	Prbb.g_00570	Pral.g_00522
OG0000250	Prbb.g_00575	Pral.g_00516
OG0000251	Prbb.g_00591	Pral.g_00498
OG0000252	Prbb.g_00593	Pral.g_00495
OG0000253	Prbb.g_00595	Pral.g_00494
OG0000254	Prbb.g_00612	Pral.g_00477
OG0000255	Prbb.g_00618	Pral.g_00470
OG0000256	Prbb.g_00628	Pral.g_00460
OG0000257	Prbb.g_00631	Pral.g_01430
OG0000258	Prbb.g_00644	Pral.g_01444
OG0000259	Prbb.g_00661	Pral.g_01461
OG0000260	Prbb.g_00665	Pral.g_01464
OG0000261	Prbb.g_00668	Pral.g_01467
OG0000262	Prbb.g_00673	Pral.g_01471
OG0000263	Prbb.g_00686	Pral.g_01761
OG0000264	Prbb.g_00697, Prbb.g_00698	Pral.g_01750
OG0000265	Prbb.g_00713	Pral.g_01729
OG0000266	Prbb.g_00723	Pral.g_01719
OG0000267	Prbb.g_00736	Pral.g_01706
OG0000268	Prbb.g_00737	Pral.g_01705
OG0000269	Prbb.g_00778	Pral.g_01483
OG0000270	Prbb.g_00781	Pral.g_01486
OG0000271	Prbb.g_00789	Pral.g_01494
OG0000272	Prbb.g_00790	Pral.g_01495
OG0000273	Prbb.g_00814	Pral.g_01518
OG0000274	Prbb.g_00815	Pral.g_01519
OG0000275	Prbb.g_00817	Pral.g_01522
OG0000276	Prbb.g_00823	Pral.g_01527
OG0000277	Prbb.g_00824	Pral.g_01528
OG0000278	Prbb.g_00828	Pral.g_01531
OG0000279	Prbb.g_00835	Pral.g_01538
OG0000280	Prbb.g_01370	Pral.g_01539
OG0000281	Prbb.g_00841	Pral.g_01546
OG0000282	Prbb.g_00934	Pral.g_01797
OG0000283	Prbb.g_00965	Pral.g_01655
OG0000284	Prbb.g_00970	Pral.g_01650
OG0000285	Prbb.g_00975	Pral.g_01644
OG0000286	Prbb.g_00990	Pral.g_01628
OG0000287	Prbb.g_00101	Pral.g_00050
OG0000288	Prbb.g_01039	Pral.g_01594
OG0000289	Prbb.g_01051	Pral.g_01609
OG0000290	Prbb.g_01067	Pral.g_01564
OG0000291	Prbb.g_01069	Pral.g_01562
OG0000292	Prbb.g_01238	Pral.g_01316
OG0000293	Prbb.g_01527	Pral.g_01357
OG0000294	Prbb.g_01526	Pral.g_01358
OG0000295	Prbb.g_01502	Pral.g_01382
OG0000296	Prbb.g_01500	Pral.g_01384
OG0000297	Prbb.g_01491	Pral.g_01394
OG0000298	Prbb.g_01490	Pral.g_01395
OG0000299	Prbb.g_01471	Pral.g_01415
OG0000300	Prbb.g_01468	Pral.g_01419
OG0000301	Prbb.g_01467	Pral.g_01420
OG0000302	Prbb.g_01464	Pral.g_01422
OG0000303	Prbb.g_01459	Pral.g_01428
OG0000304	Prbb.g_01456	Pral.g_00455
OG0000305	Prbb.g_01789	Pral.g_01323
OG0000306	Prbb.g_00845	Pral.g_01550
OG0000307	Prbb.g_01648	Pral.g_01213
OG0000308	Prbb.g_01649	Pral.g_01212
OG0000309	Prbb.g_01653	Pral.g_01208
OG0000310	Prbb.g_01671	Pral.g_01181
OG0000311	Prbb.g_01673	Pral.g_01179
OG0000312	Prbb.g_01676	Pral.g_01176
OG0000313	Prbb.g_01690	Pral.g_01157
OG0000314	Prbb.g_01711	Pral.g_01133
OG0000315	Prbb.g_01721	Pral.g_01123
OG0000316	Prbb.g_01746	Pral.g_01095
OG0000317	Prbb.g_01821	Pral.g_00104
OG0000318	Prbb.g_01824	Pral.g_00108
OG0000319	Prbb.g_01835	Pral.g_00121
OG0000320	Prbb.g_01837	Pral.g_00123
OG0000321	Prbb.g_01838	Pral.g_00124
OG0000322	Prbb.g_01839	Pral.g_00125
OG0000323	Prbb.g_01848	Pral.g_00134
OG0000324	Prbb.g_01875	Pral.g_00162
OG0000325	Prbb.g_01924	Pral.g_00172
OG0000326	Prbb.g_01930	Pral.g_00179
OG0000327	Prbb.g_01959	Pral.g_00201
OG0000328	Prbb.g_01960	Pral.g_00202
OG0000329	Prbb.g_01977	Pral.g_00219
OG0000330	Prbb.g_01978	Pral.g_00220
OG0000331	Prbb.g_01979	Pral.g_00221
OG0000332	Prbb.g_01993	Pral.g_00235
OG0000333	Prbb.g_01995	Pral.g_00237
OG0000334	Prbb.g_02004	Pral.g_00246
OG0000335	Prbb.g_02009	Pral.g_00251
OG0000336	Prbb.g_02013	Pral.g_00255
OG0000337	Prbb.g_02031	Pral.g_00274
OG0000338	Prbb.g_02032	Pral.g_00275
OG0000339	Prbb.g_02037	Pral.g_00280
OG0000340	Prbb.g_02046	Pral.g_00289
OG0000341	Prbb.g_02048	Pral.g_00291
OG0000342	Prbb.g_02049	Pral.g_00292
OG0000343	Prbb.g_02050	Pral.g_00293
OG0000344	Prbb.g_02053	Pral.g_00296
OG0000345	Prbb.g_02058	Pral.g_00302
OG0000346	Prbb.g_02062	Pral.g_00306
OG0000347	Prbb.g_02082	Pral.g_00323
OG0000348	Prbb.g_02104	Pral.g_00331
OG0000349	Prbb.g_02122	Pral.g_00349
OG0000350	Prbb.g_02143	Pral.g_00370
OG0000351	Prbb.g_02168	Pral.g_00390
OG0000352	Prbb.g_02169	Pral.g_00391
OG0000353	Prbb.g_02188	Pral.g_00409
OG0000355	Prbb.g_00001	Pral.g_00411
OG0000356	Prbb.g_00002	Pral.g_00412
OG0000357	Prbb.g_00003	Pral.g_00413
OG0000358	Prbb.g_00008	Pral.g_00417
OG0000359	Prbb.g_00009	Pral.g_00418
OG0000360	Prbb.g_00010	Pral.g_00419
OG0000361	Prbb.g_00011	Pral.g_00420
OG0000362	Prbb.g_00013	Pral.g_00422
OG0000363	Prbb.g_00015	Pral.g_01030
OG0000364	Prbb.g_00016	Pral.g_01029
OG0000365	Prbb.g_00021	Pral.g_01024
OG0000366	Prbb.g_00022	Pral.g_01023
OG0000367	Prbb.g_00023	Pral.g_01022
OG0000368	Prbb.g_00025	Pral.g_01020
OG0000369	Prbb.g_00026	Pral.g_01019
OG0000370	Prbb.g_00027	Pral.g_01018
OG0000371	Prbb.g_00033	Pral.g_01011
OG0000372	Prbb.g_00035	Pral.g_01009
OG0000373	Prbb.g_00036	Pral.g_01008
OG0000374	Prbb.g_00037	Pral.g_01007
OG0000375	Prbb.g_00055	Pral.g_01005
OG0000376	Prbb.g_00057	Pral.g_01003
OG0000377	Prbb.g_00060	Pral.g_00999
OG0000378	Prbb.g_00062	Pral.g_00995
OG0000379	Prbb.g_00065	Pral.g_00992
OG0000380	Prbb.g_00121	Pral.g_00982
OG0000381	Prbb.g_00125	Pral.g_00977
OG0000382	Prbb.g_00136	Pral.g_00966
OG0000383	Prbb.g_00138	Pral.g_00964
OG0000384	Prbb.g_00139	Pral.g_00963
OG0000385	Prbb.g_00140	Pral.g_00962
OG0000386	Prbb.g_00141	Pral.g_00961
OG0000387	Prbb.g_00154	Pral.g_00948
OG0000388	Prbb.g_00158	Pral.g_00944
OG0000389	Prbb.g_00161	Pral.g_00941
OG0000390	Prbb.g_00170	Pral.g_00932
OG0000391	Prbb.g_00174	Pral.g_00929
OG0000392	Prbb.g_00177	Pral.g_00925
OG0000393	Prbb.g_00180	Pral.g_00922
OG0000394	Prbb.g_00181	Pral.g_00921
OG0000395	Prbb.g_00182	Pral.g_00920
OG0000396	Prbb.g_00185	Pral.g_00918
OG0000397	Prbb.g_00187	Pral.g_00916
OG0000398	Prbb.g_00190	Pral.g_00913
OG0000399	Prbb.g_00191	Pral.g_00912
OG0000400	Prbb.g_00192	Pral.g_00911
OG0000401	Prbb.g_00193	Pral.g_00910
OG0000402	Prbb.g_01101	Pral.g_00450
OG0000403	Prbb.g_00194	Pral.g_00908
OG0000404	Prbb.g_00195	Pral.g_00907
OG0000405	Prbb.g_00200	Pral.g_00903
OG0000406	Prbb.g_00204	Pral.g_00898
OG0000407	Prbb.g_00205	Pral.g_00897
OG0000408	Prbb.g_00207	Pral.g_00895
OG0000409	Prbb.g_00209	Pral.g_00893
OG0000410	Prbb.g_00210	Pral.g_00892
OG0000411	Prbb.g_00211	Pral.g_00891
OG0000412	Prbb.g_00212	Pral.g_00890
OG0000413	Prbb.g_00213	Pral.g_00888
OG0000414	Prbb.g_00214	Pral.g_00887
OG0000415	Prbb.g_00215	Pral.g_00886
OG0000416	Prbb.g_00216	Pral.g_00885
OG0000417	Prbb.g_00217	Pral.g_00884
OG0000418	Prbb.g_00222	Pral.g_00879
OG0000419	Prbb.g_00224	Pral.g_00877
OG0000420	Prbb.g_00225	Pral.g_00875
OG0000421	Prbb.g_00229	Pral.g_00871
OG0000422	Prbb.g_00230	Pral.g_00870
OG0000423	Prbb.g_00231	Pral.g_00869
OG0000424	Prbb.g_00232	Pral.g_00868
OG0000425	Prbb.g_00233	Pral.g_00867
OG0000426	Prbb.g_00234	Pral.g_00866
OG0000427	Prbb.g_00235	Pral.g_00865
OG0000428	Prbb.g_00237	Pral.g_00863
OG0000429	Prbb.g_00238	Pral.g_00862
OG0000430	Prbb.g_00239	Pral.g_00861
OG0000431	Prbb.g_00241	Pral.g_00859
OG0000432	Prbb.g_00245	Pral.g_00855
OG0000433	Prbb.g_00246	Pral.g_00854
OG0000434	Prbb.g_00247	Pral.g_00853
OG0000435	Prbb.g_00248	Pral.g_00852
OG0000436	Prbb.g_00253	Pral.g_00847
OG0000437	Prbb.g_00254	Pral.g_00846
OG0000438	Prbb.g_00255	Pral.g_00845
OG0000439	Prbb.g_00257	Pral.g_00844
OG0000440	Prbb.g_00258	Pral.g_00843
OG0000441	Prbb.g_00260	Pral.g_00840
OG0000442	Prbb.g_00261	Pral.g_00839
OG0000443	Prbb.g_00262	Pral.g_00838
OG0000444	Prbb.g_00267	Pral.g_00833
OG0000445	Prbb.g_00268	Pral.g_00832
OG0000446	Prbb.g_00269	Pral.g_00831
OG0000447	Prbb.g_00270	Pral.g_00830
OG0000448	Prbb.g_00271	Pral.g_00829
OG0000449	Prbb.g_00272	Pral.g_00828
OG0000450	Prbb.g_00273	Pral.g_00827
OG0000451	Prbb.g_00274	Pral.g_00826
OG0000452	Prbb.g_00277	Pral.g_00823
OG0000453	Prbb.g_00278	Pral.g_00822
OG0000454	Prbb.g_00279	Pral.g_00821
OG0000455	Prbb.g_00280	Pral.g_00820
OG0000456	Prbb.g_00281	Pral.g_00819
OG0000457	Prbb.g_00282	Pral.g_00817
OG0000458	Prbb.g_00283	Pral.g_00816
OG0000459	Prbb.g_00284	Pral.g_00815
OG0000460	Prbb.g_00292	Pral.g_00805
OG0000461	Prbb.g_00300	Pral.g_00796
OG0000462	Prbb.g_00302	Pral.g_00795
OG0000463	Prbb.g_00303	Pral.g_00794
OG0000464	Prbb.g_00304	Pral.g_00793
OG0000465	Prbb.g_00305	Pral.g_00792
OG0000466	Prbb.g_00306	Pral.g_00789
OG0000467	Prbb.g_00307	Pral.g_00788
OG0000468	Prbb.g_00309	Pral.g_00785
OG0000469	Prbb.g_00316	Pral.g_00777
OG0000470	Prbb.g_00318	Pral.g_00775
OG0000471	Prbb.g_00319	Pral.g_00774
OG0000472	Prbb.g_00320	Pral.g_00773
OG0000473	Prbb.g_00322	Pral.g_00771
OG0000474	Prbb.g_00323	Pral.g_00770
OG0000475	Prbb.g_00324	Pral.g_00769
OG0000476	Prbb.g_00326	Pral.g_00767
OG0000477	Prbb.g_00328	Pral.g_00764
OG0000478	Prbb.g_00329	Pral.g_00763
OG0000479	Prbb.g_00330	Pral.g_00762
OG0000480	Prbb.g_00334	Pral.g_00756
OG0000481	Prbb.g_00336	Pral.g_00754
OG0000482	Prbb.g_00337	Pral.g_00753
OG0000483	Prbb.g_00340	Pral.g_00750
OG0000484	Prbb.g_00341	Pral.g_00749
OG0000485	Prbb.g_00342	Pral.g_00748
OG0000486	Prbb.g_00343	Pral.g_00747
OG0000487	Prbb.g_00346	Pral.g_00743
OG0000488	Prbb.g_00349	Pral.g_00740
OG0000489	Prbb.g_00354	Pral.g_00735
OG0000490	Prbb.g_00359	Pral.g_00731
OG0000491	Prbb.g_00360	Pral.g_00730
OG0000492	Prbb.g_00362	Pral.g_00728
OG0000493	Prbb.g_00363	Pral.g_00727
OG0000494	Prbb.g_00364	Pral.g_00726
OG0000495	Prbb.g_00365	Pral.g_00725
OG0000496	Prbb.g_00366	Pral.g_00724
OG0000497	Prbb.g_00367	Pral.g_00723
OG0000498	Prbb.g_00368	Pral.g_00722
OG0000499	Prbb.g_00369	Pral.g_00721
OG0000500	Prbb.g_00370	Pral.g_00720
OG0000501	Prbb.g_00372	Pral.g_00718
OG0000502	Prbb.g_00375	Pral.g_00715
OG0000503	Prbb.g_00394	Pral.g_00698
OG0000504	Prbb.g_00396	Pral.g_00696
OG0000505	Prbb.g_00397	Pral.g_00695
OG0000506	Prbb.g_00398	Pral.g_00694
OG0000507	Prbb.g_00401	Pral.g_00691
OG0000508	Prbb.g_00404	Pral.g_00687
OG0000509	Prbb.g_00406	Pral.g_00685
OG0000510	Prbb.g_00407	Pral.g_00684
OG0000511	Prbb.g_00408	Pral.g_00683
OG0000512	Prbb.g_00410	Pral.g_00681
OG0000513	Prbb.g_00419	Pral.g_00673
OG0000514	Prbb.g_00436	Pral.g_00663
OG0000515	Prbb.g_00437	Pral.g_00662
OG0000516	Prbb.g_00438	Pral.g_00661
OG0000517	Prbb.g_00440	Pral.g_00659
OG0000518	Prbb.g_00451	Pral.g_00647
OG0000519	Prbb.g_00452	Pral.g_00646
OG0000520	Prbb.g_00453	Pral.g_00645
OG0000521	Prbb.g_00458	Pral.g_00635
OG0000522	Prbb.g_00460	Pral.g_00633
OG0000523	Prbb.g_00461	Pral.g_00632
OG0000524	Prbb.g_00468	Pral.g_00627
OG0000525	Prbb.g_00472	Pral.g_00623
OG0000526	Prbb.g_00473	Pral.g_00622
OG0000527	Prbb.g_00476	Pral.g_00619
OG0000528	Prbb.g_00482	Pral.g_00613
OG0000529	Prbb.g_00486	Pral.g_00610
