Orthogroup	Prbb	Prbk
OG0000150	Prbb.g_00840	Prbk.g_02567
OG0000151	Prbb.g_00943	Prbk.g_02417
OG0000152	Prbb.g_00991	Prbk.g_02324
OG0000153	Prbb.g_01009	Prbk.g_02297
OG0000154	Prbb.g_01040	Prbk.g_00584
OG0000155	Prbb.g_01495	Prbk.g_00099
OG0000156	Prbb.g_01575	Prbk.g_00164
OG0000157	Prbb.g_01576	Prbk.g_00163
OG0000158	Prbb.g_02044	Prbk.g_00526
OG0000160	Prbb.g_01687	Prbk.g_00260
OG0000161	Prbb.g_01693	Prbk.g_00274
OG0000162	Prbb.g_01699	Prbk.g_00280
OG0000163	Prbb.g_01735	Prbk.g_02002
OG0000164	Prbb.g_01845	Prbk.g_01432
OG0000165	Prbb.g_01853	Prbk.g_01423
OG0000166	Prbb.g_01964	Prbk.g_00982
OG0000167	Prbb.g_02034	Prbk.g_00512
OG0000168	Prbb.g_02045	Prbk.g_00527
OG0000169	Prbb.g_02055	Prbk.g_00220
OG0000170	Prbb.g_02057	Prbk.g_00232
OG0000171	Prbb.g_02078	Prbk.g_01538
OG0000172	Prbb.g_02101	Prbk.g_01573
OG0000173	Prbb.g_02116	Prbk.g_01594
OG0000174	Prbb.g_02147	Prbk.g_02211
OG0000175	Prbb.g_02165	Prbk.g_02249
OG0000176	Prbb.g_00004	Prbk.g_02282
OG0000177	Prbb.g_00005	Prbk.g_02283
OG0000178	Prbb.g_00007, Prbb.g_00006	Prbk.g_02284
OG0000179	Prbb.g_00017	Prbk.g_01633
OG0000180	Prbb.g_00018	Prbk.g_01632
OG0000181	Prbb.g_00019	Prbk.g_01631
OG0000182	Prbb.g_00020	Prbk.g_01630
OG0000183	Prbb.g_00024	Prbk.g_01626
OG0000184	Prbb.g_00061	Prbk.g_02148
OG0000185	Prbb.g_00064	Prbk.g_02126
OG0000186	Prbb.g_00119	Prbk.g_01326
OG0000187	Prbb.g_00120	Prbk.g_01324
OG0000188	Prbb.g_00137	Prbk.g_01303
OG0000189	Prbb.g_00151	Prbk.g_00024
OG0000190	Prbb.g_00152	Prbk.g_00022
OG0000191	Prbb.g_00175	Prbk.g_00197
OG0000192	Prbb.g_00179	Prbk.g_00206
OG0000193	Prbb.g_00203	Prbk.g_00752
OG0000194	Prbb.g_00206	Prbk.g_00755
OG0000195	Prbb.g_00208	Prbk.g_00757
OG0000196	Prbb.g_00218	Prbk.g_00768
OG0000197	Prbb.g_00219	Prbk.g_00769
OG0000198	Prbb.g_00220	Prbk.g_00770
OG0000199	Prbb.g_00227	Prbk.g_00777
OG0000200	Prbb.g_00240	Prbk.g_01280
OG0000201	Prbb.g_00249	Prbk.g_01261
OG0000202	Prbb.g_00250	Prbk.g_01260
OG0000203	Prbb.g_00251	Prbk.g_01259
OG0000204	Prbb.g_00252	Prbk.g_01258
OG0000205	Prbb.g_00259	Prbk.g_01251
OG0000206	Prbb.g_00263	Prbk.g_00632
OG0000207	Prbb.g_00265	Prbk.g_00686
OG0000208	Prbb.g_00266	Prbk.g_00685
OG0000209	Prbb.g_00275	Prbk.g_00658
OG0000210	Prbb.g_00276	Prbk.g_00657
OG0000211	Prbb.g_00290	Prbk.g_01368
OG0000212	Prbb.g_00298	Prbk.g_01514
OG0000213	Prbb.g_00313	Prbk.g_00374
OG0000214	Prbb.g_00321	Prbk.g_00401
OG0000215	Prbb.g_00344	Prbk.g_00431
OG0000216	Prbb.g_00345	Prbk.g_00434
OG0000217	Prbb.g_00348	Prbk.g_00438
OG0000218	Prbb.g_00350	Prbk.g_00442
OG0000219	Prbb.g_00351	Prbk.g_00443
OG0000220	Prbb.g_00352	Prbk.g_00444
OG0000221	Prbb.g_00353	Prbk.g_00449
OG0000222	Prbb.g_00361	Prbk.g_00458
OG0000223	Prbb.g_00374	Prbk.g_00481
OG0000224	Prbb.g_00376	Prbk.g_00492
OG0000225	Prbb.g_00405	Prbk.g_00889
OG0000226	Prbb.g_00409	Prbk.g_00893
OG0000227	Prbb.g_00411	Prbk.g_00895
OG0000228	Prbb.g_00415	Prbk.g_00365
OG0000229	Prbb.g_00441	Prbk.g_00328
OG0000230	Prbb.g_00443	Prbk.g_00326
OG0000231	Prbb.g_00454	Prbk.g_00311
OG0000232	Prbb.g_00462	Prbk.g_00295
OG0000233	Prbb.g_00470	Prbk.g_02092
OG0000234	Prbb.g_00479	Prbk.g_02114
OG0000235	Prbb.g_00483	Prbk.g_02060
OG0000236	Prbb.g_00497	Prbk.g_02076
OG0000237	Prbb.g_00510	Prbk.g_01047
OG0000238	Prbb.g_00516	Prbk.g_01051
OG0000239	Prbb.g_00528	Prbk.g_01067
OG0000240	Prbb.g_00529	Prbk.g_01068
OG0000241	Prbb.g_00533	Prbk.g_01965
OG0000242	Prbb.g_00535	Prbk.g_01078
OG0000243	Prbb.g_00546	Prbk.g_02684
OG0000244	Prbb.g_00550	Prbk.g_01897
OG0000245	Prbb.g_00552	Prbk.g_01894
OG0000246	Prbb.g_00556	Prbk.g_01890
OG0000247	Prbb.g_00566	Prbk.g_01879
OG0000248	Prbb.g_00568	Prbk.g_01876
OG0000249	Prbb.g_00570	Prbk.g_01874
OG0000250	Prbb.g_00575	Prbk.g_01106
OG0000251	Prbb.g_00591	Prbk.g_01130
OG0000252	Prbb.g_00593	Prbk.g_01133
OG0000253	Prbb.g_00595	Prbk.g_01139
OG0000254	Prbb.g_00612	Prbk.g_01158
OG0000255	Prbb.g_00618	Prbk.g_02604
OG0000256	Prbb.g_00628	Prbk.g_02618
OG0000257	Prbb.g_00631	Prbk.g_02624
OG0000258	Prbb.g_00644	Prbk.g_02647
OG0000259	Prbb.g_00661	Prbk.g_00720
OG0000260	Prbb.g_00665	Prbk.g_00717
OG0000261	Prbb.g_00668	Prbk.g_00714
OG0000262	Prbb.g_00673	Prbk.g_00709
OG0000263	Prbb.g_00686	Prbk.g_00672
OG0000264	Prbb.g_00697, Prbb.g_00698	Prbk.g_01815
OG0000265	Prbb.g_00713	Prbk.g_00619, Prbk.g_01835
OG0000266	Prbb.g_00723	Prbk.g_00608
OG0000267	Prbb.g_00736	Prbk.g_02371
OG0000268	Prbb.g_00737	Prbk.g_02370
OG0000269	Prbb.g_00778	Prbk.g_02463
OG0000270	Prbb.g_00781	Prbk.g_02466
OG0000271	Prbb.g_00789	Prbk.g_02474
OG0000272	Prbb.g_00790	Prbk.g_02475
OG0000273	Prbb.g_00814	Prbk.g_02526
OG0000274	Prbb.g_00815	Prbk.g_02527
OG0000275	Prbb.g_00817	Prbk.g_02530
OG0000276	Prbb.g_00823	Prbk.g_02536
OG0000277	Prbb.g_00824	Prbk.g_02537
OG0000278	Prbb.g_00828	Prbk.g_02540
OG0000279	Prbb.g_00835	Prbk.g_02548
OG0000280	Prbb.g_01370	Prbk.g_02554
OG0000281	Prbb.g_00841	Prbk.g_02568
OG0000282	Prbb.g_00934	Prbk.g_02398
OG0000283	Prbb.g_00965	Prbk.g_02359
OG0000284	Prbb.g_00970	Prbk.g_02353
OG0000285	Prbb.g_00975	Prbk.g_01698
OG0000286	Prbb.g_00990	Prbk.g_02325
OG0000287	Prbb.g_00101	Prbk.g_01728
OG0000288	Prbb.g_01039	Prbk.g_00583
OG0000289	Prbb.g_01051	Prbk.g_00596
OG0000290	Prbb.g_01067	Prbk.g_00059
OG0000291	Prbb.g_01069	Prbk.g_00057
OG0000292	Prbb.g_01238	Prbk.g_02271
OG0000293	Prbb.g_01527	Prbk.g_01032
OG0000294	Prbb.g_01526	Prbk.g_01031
OG0000295	Prbb.g_01502	Prbk.g_00106
OG0000296	Prbb.g_01500	Prbk.g_00104
OG0000297	Prbb.g_01491	Prbk.g_01498
OG0000298	Prbb.g_01490	Prbk.g_01497
OG0000299	Prbb.g_01471	Prbk.g_01508
OG0000300	Prbb.g_01468	Prbk.g_00186
OG0000301	Prbb.g_01467	Prbk.g_00185
OG0000302	Prbb.g_01464	Prbk.g_00182
OG0000303	Prbb.g_01459	Prbk.g_00097
OG0000304	Prbb.g_01456	Prbk.g_00121
OG0000305	Prbb.g_01789	Prbk.g_00055
OG0000306	Prbb.g_00845	Prbk.g_02578
OG0000307	Prbb.g_01648	Prbk.g_02044
OG0000308	Prbb.g_01649	Prbk.g_02042
OG0000309	Prbb.g_01653	Prbk.g_02038
OG0000310	Prbb.g_01671	Prbk.g_01937
OG0000311	Prbb.g_01673	Prbk.g_00243
OG0000312	Prbb.g_01676	Prbk.g_00247
OG0000313	Prbb.g_01690	Prbk.g_00271
OG0000314	Prbb.g_01711	Prbk.g_01222
OG0000315	Prbb.g_01721	Prbk.g_01212
OG0000316	Prbb.g_01746	Prbk.g_01991
OG0000317	Prbb.g_01821	Prbk.g_00913
OG0000318	Prbb.g_01824	Prbk.g_00906
OG0000319	Prbb.g_01835	Prbk.g_01443
OG0000320	Prbb.g_01837	Prbk.g_01441
OG0000321	Prbb.g_01838	Prbk.g_01440
OG0000322	Prbb.g_01839	Prbk.g_01439
OG0000323	Prbb.g_01848	Prbk.g_01428
OG0000324	Prbb.g_01875	Prbk.g_01399
OG0000325	Prbb.g_01924	Prbk.g_01904
OG0000326	Prbb.g_01930	Prbk.g_01912
OG0000327	Prbb.g_01959	Prbk.g_00987
OG0000328	Prbb.g_01960	Prbk.g_00986
OG0000329	Prbb.g_01977	Prbk.g_00969
OG0000330	Prbb.g_01978	Prbk.g_00968
OG0000331	Prbb.g_01979	Prbk.g_00967
OG0000332	Prbb.g_01993	Prbk.g_00952
OG0000333	Prbb.g_01995	Prbk.g_00950
OG0000334	Prbb.g_02004	Prbk.g_00801
OG0000335	Prbb.g_02009	Prbk.g_00806
OG0000336	Prbb.g_02013	Prbk.g_00810
OG0000337	Prbb.g_02031	Prbk.g_00506
OG0000338	Prbb.g_02032	Prbk.g_00510
OG0000339	Prbb.g_02037	Prbk.g_00516
OG0000340	Prbb.g_02046	Prbk.g_00528
OG0000341	Prbb.g_02048	Prbk.g_00530
OG0000342	Prbb.g_02049	Prbk.g_00531
OG0000343	Prbb.g_02050	Prbk.g_00215
OG0000344	Prbb.g_02053	Prbk.g_00218
OG0000345	Prbb.g_02058	Prbk.g_00233
OG0000346	Prbb.g_02062	Prbk.g_00238
OG0000347	Prbb.g_02082	Prbk.g_01540
OG0000348	Prbb.g_02104	Prbk.g_01578
OG0000349	Prbb.g_02122	Prbk.g_01602
OG0000350	Prbb.g_02143	Prbk.g_02204
OG0000351	Prbb.g_02168	Prbk.g_02252
OG0000352	Prbb.g_02169	Prbk.g_02253
OG0000353	Prbb.g_02188	Prbk.g_02277
OG0000355	Prbb.g_00001	Prbk.g_02279
OG0000356	Prbb.g_00002	Prbk.g_02280
OG0000357	Prbb.g_00003	Prbk.g_02281
OG0000358	Prbb.g_00008	Prbk.g_02285
OG0000359	Prbb.g_00009	Prbk.g_02287
OG0000360	Prbb.g_00010	Prbk.g_02288
OG0000361	Prbb.g_00011	Prbk.g_02289
OG0000362	Prbb.g_00013	Prbk.g_02291
OG0000363	Prbb.g_00015	Prbk.g_01639
OG0000364	Prbb.g_00016	Prbk.g_01638
OG0000365	Prbb.g_00021	Prbk.g_01629
OG0000366	Prbb.g_00022	Prbk.g_01628
OG0000367	Prbb.g_00023	Prbk.g_01627
OG0000368	Prbb.g_00025	Prbk.g_01625
OG0000369	Prbb.g_00026	Prbk.g_01624
OG0000370	Prbb.g_00027	Prbk.g_01623
OG0000371	Prbb.g_00033	Prbk.g_01614
OG0000372	Prbb.g_00035	Prbk.g_01609
OG0000373	Prbb.g_00036	Prbk.g_01608
OG0000374	Prbb.g_00037	Prbk.g_01607
OG0000375	Prbb.g_00055	Prbk.g_01606
OG0000376	Prbb.g_00057	Prbk.g_01604
OG0000377	Prbb.g_00060	Prbk.g_02155
OG0000378	Prbb.g_00062	Prbk.g_02141
OG0000379	Prbb.g_00065	Prbk.g_02125
OG0000380	Prbb.g_00121	Prbk.g_01323
OG0000381	Prbb.g_00125	Prbk.g_01319
OG0000382	Prbb.g_00136	Prbk.g_01304
OG0000383	Prbb.g_00138	Prbk.g_01302
OG0000384	Prbb.g_00139	Prbk.g_01301
OG0000385	Prbb.g_00140	Prbk.g_01300
OG0000386	Prbb.g_00141	Prbk.g_01299
OG0000387	Prbb.g_00154	Prbk.g_00020
OG0000388	Prbb.g_00158	Prbk.g_00016
OG0000389	Prbb.g_00161	Prbk.g_00012
OG0000390	Prbb.g_00170	Prbk.g_00191
OG0000391	Prbb.g_00174	Prbk.g_00196
OG0000392	Prbb.g_00177	Prbk.g_00202
OG0000393	Prbb.g_00180	Prbk.g_00207
OG0000394	Prbb.g_00181	Prbk.g_00208
OG0000395	Prbb.g_00182	Prbk.g_00209
OG0000396	Prbb.g_00185	Prbk.g_00542
OG0000397	Prbb.g_00187	Prbk.g_00544
OG0000398	Prbb.g_00190	Prbk.g_00549
OG0000399	Prbb.g_00191	Prbk.g_00550
OG0000400	Prbb.g_00192	Prbk.g_00551
OG0000401	Prbb.g_00193	Prbk.g_00552
OG0000402	Prbb.g_01101	Prbk.g_00554
OG0000403	Prbb.g_00194	Prbk.g_00555
OG0000404	Prbb.g_00195	Prbk.g_00557
OG0000405	Prbb.g_00200	Prbk.g_00749
OG0000406	Prbb.g_00204	Prbk.g_00753
OG0000407	Prbb.g_00205	Prbk.g_00754
OG0000408	Prbb.g_00207	Prbk.g_00756
OG0000409	Prbb.g_00209	Prbk.g_00758
OG0000410	Prbb.g_00210	Prbk.g_00759
OG0000411	Prbb.g_00211	Prbk.g_00760
OG0000412	Prbb.g_00212	Prbk.g_00761
OG0000413	Prbb.g_00213	Prbk.g_00763
OG0000414	Prbb.g_00214	Prbk.g_00764
OG0000415	Prbb.g_00215	Prbk.g_00765
OG0000416	Prbb.g_00216	Prbk.g_00766
OG0000417	Prbb.g_00217	Prbk.g_00767
OG0000418	Prbb.g_00222	Prbk.g_00772
OG0000419	Prbb.g_00224	Prbk.g_00774
OG0000420	Prbb.g_00225	Prbk.g_00775
OG0000421	Prbb.g_00229	Prbk.g_00779
OG0000422	Prbb.g_00230	Prbk.g_00780
OG0000423	Prbb.g_00231	Prbk.g_00781
OG0000424	Prbb.g_00232	Prbk.g_00782
OG0000425	Prbb.g_00233	Prbk.g_00783
OG0000426	Prbb.g_00234	Prbk.g_00784
OG0000427	Prbb.g_00235	Prbk.g_00785
OG0000428	Prbb.g_00237	Prbk.g_02425
OG0000429	Prbb.g_00238	Prbk.g_01283
OG0000430	Prbb.g_00239	Prbk.g_01281
OG0000431	Prbb.g_00241	Prbk.g_01277
OG0000432	Prbb.g_00245	Prbk.g_01270
OG0000433	Prbb.g_00246	Prbk.g_01267
OG0000434	Prbb.g_00247	Prbk.g_01266
OG0000435	Prbb.g_00248	Prbk.g_01263
OG0000436	Prbb.g_00253	Prbk.g_01257
OG0000437	Prbb.g_00254	Prbk.g_01256
OG0000438	Prbb.g_00255	Prbk.g_01255
OG0000439	Prbb.g_00257	Prbk.g_01253
OG0000440	Prbb.g_00258	Prbk.g_01252
OG0000441	Prbb.g_00260	Prbk.g_01245
OG0000442	Prbb.g_00261	Prbk.g_01244
OG0000443	Prbb.g_00262	Prbk.g_00631
OG0000444	Prbb.g_00267	Prbk.g_00683
OG0000445	Prbb.g_00268	Prbk.g_00682
OG0000446	Prbb.g_00269	Prbk.g_00680
OG0000447	Prbb.g_00270	Prbk.g_00670
OG0000448	Prbb.g_00271	Prbk.g_00669
OG0000449	Prbb.g_00272	Prbk.g_00668
OG0000450	Prbb.g_00273	Prbk.g_00662
OG0000451	Prbb.g_00274	Prbk.g_00661
OG0000452	Prbb.g_00277	Prbk.g_00656
OG0000453	Prbb.g_00278	Prbk.g_00655
OG0000454	Prbb.g_00279	Prbk.g_00654
OG0000455	Prbb.g_00280	Prbk.g_00653
OG0000456	Prbb.g_00281	Prbk.g_00652
OG0000457	Prbb.g_00282	Prbk.g_00650
OG0000458	Prbb.g_00283	Prbk.g_00649
OG0000459	Prbb.g_00284	Prbk.g_00648
OG0000460	Prbb.g_00292	Prbk.g_01369
OG0000461	Prbb.g_00300	Prbk.g_01900
OG0000462	Prbb.g_00302	Prbk.g_01012
OG0000463	Prbb.g_00303	Prbk.g_01011
OG0000464	Prbb.g_00304	Prbk.g_01010
OG0000465	Prbb.g_00305	Prbk.g_01008
OG0000466	Prbb.g_00306	Prbk.g_01003
OG0000467	Prbb.g_00307	Prbk.g_01001
OG0000468	Prbb.g_00309	Prbk.g_00371
OG0000469	Prbb.g_00316	Prbk.g_00384
OG0000470	Prbb.g_00318	Prbk.g_00397
OG0000471	Prbb.g_00319	Prbk.g_00398
OG0000472	Prbb.g_00320	Prbk.g_00400
OG0000473	Prbb.g_00322	Prbk.g_00402
OG0000474	Prbb.g_00323	Prbk.g_00403
OG0000475	Prbb.g_00324	Prbk.g_00404
OG0000476	Prbb.g_00326	Prbk.g_00406
OG0000477	Prbb.g_00328	Prbk.g_00411
OG0000478	Prbb.g_00329	Prbk.g_00412
OG0000479	Prbb.g_00330	Prbk.g_00413
OG0000480	Prbb.g_00334	Prbk.g_00420
OG0000481	Prbb.g_00336	Prbk.g_00422
OG0000482	Prbb.g_00337	Prbk.g_00423
OG0000483	Prbb.g_00340	Prbk.g_00427
OG0000484	Prbb.g_00341	Prbk.g_00428
OG0000485	Prbb.g_00342	Prbk.g_00429
OG0000486	Prbb.g_00343	Prbk.g_00430
OG0000487	Prbb.g_00346	Prbk.g_00435
OG0000488	Prbb.g_00349	Prbk.g_00439
OG0000489	Prbb.g_00354	Prbk.g_00450
OG0000490	Prbb.g_00359	Prbk.g_00456
OG0000491	Prbb.g_00360	Prbk.g_00457
OG0000492	Prbb.g_00362	Prbk.g_00460
OG0000493	Prbb.g_00363	Prbk.g_00461
OG0000494	Prbb.g_00364	Prbk.g_00462
OG0000495	Prbb.g_00365	Prbk.g_00463
OG0000496	Prbb.g_00366	Prbk.g_00464
OG0000497	Prbb.g_00367	Prbk.g_00465
OG0000498	Prbb.g_00368	Prbk.g_00466
OG0000499	Prbb.g_00369	Prbk.g_00467
OG0000500	Prbb.g_00370	Prbk.g_00468
OG0000501	Prbb.g_00372	Prbk.g_00471
OG0000502	Prbb.g_00375	Prbk.g_00483
OG0000503	Prbb.g_00394	Prbk.g_00871
OG0000504	Prbb.g_00396	Prbk.g_00873
OG0000505	Prbb.g_00397	Prbk.g_00874
OG0000506	Prbb.g_00398	Prbk.g_00876
OG0000507	Prbb.g_00401	Prbk.g_00881
OG0000508	Prbb.g_00404	Prbk.g_00888
OG0000509	Prbb.g_00406	Prbk.g_00890
OG0000510	Prbb.g_00407	Prbk.g_00891
OG0000511	Prbb.g_00408	Prbk.g_00892
OG0000512	Prbb.g_00410	Prbk.g_00894
OG0000513	Prbb.g_00419	Prbk.g_00360
OG0000514	Prbb.g_00436	Prbk.g_00352
OG0000515	Prbb.g_00437	Prbk.g_00351
OG0000516	Prbb.g_00438	Prbk.g_00339
OG0000517	Prbb.g_00440	Prbk.g_00329
OG0000518	Prbb.g_00451	Prbk.g_00317
OG0000519	Prbb.g_00452	Prbk.g_00316
OG0000520	Prbb.g_00453	Prbk.g_00315
OG0000521	Prbb.g_00458	Prbk.g_00301
OG0000522	Prbb.g_00460	Prbk.g_00299
OG0000523	Prbb.g_00461	Prbk.g_00298
OG0000524	Prbb.g_00468	Prbk.g_02088
OG0000525	Prbb.g_00472	Prbk.g_02105
OG0000526	Prbb.g_00473	Prbk.g_02107
OG0000527	Prbb.g_00476	Prbk.g_02111
OG0000528	Prbb.g_00482	Prbk.g_02056
OG0000529	Prbb.g_00486	Prbk.g_02062
OG0000530	Prbb.g_00489	Prbk.g_02065
OG0000531	Prbb.g_00490	Prbk.g_02066
OG0000532	Prbb.g_00491	Prbk.g_02069
OG0000533	Prbb.g_00492	Prbk.g_02071
OG0000534	Prbb.g_00493	Prbk.g_02072
OG0000535	Prbb.g_00494	Prbk.g_02073
OG0000536	Prbb.g_00495	Prbk.g_02074
OG0000537	Prbb.g_00496	Prbk.g_02075
OG0000538	Prbb.g_00504	Prbk.g_01865
OG0000539	Prbb.g_00505	Prbk.g_01041
OG0000540	Prbb.g_00506	Prbk.g_01042
OG0000541	Prbb.g_00507	Prbk.g_01043
