Orthogroup	Prbb	Prac
OG0000110	Prbb.g_00578	Prac.g_00798
OG0000111	Prbb.g_00707	Prac.g_00672
OG0000112	Prbb.g_00983	Prac.g_01507
OG0000113	Prbb.g_00807, Prbb.g_01218	Prac.g_01453
OG0000114	Prbb.g_00932	Prac.g_01384
OG0000115	Prbb.g_01780	Prac.g_01040
OG0000116	Prbb.g_01528	Prac.g_00995
OG0000117	Prbb.g_01399	Prac.g_01955
OG0000118	Prbb.g_01598	Prac.g_00187
OG0000119	Prbb.g_01632	Prac.g_00213
OG0000120	Prbb.g_00678	Prac.g_00248
OG0000121	Prbb.g_01688	Prac.g_00409
OG0000122	Prbb.g_01727	Prac.g_00371
OG0000123	Prbb.g_02008	Prac.g_00554
OG0000124	Prbb.g_02079	Prac.g_00056
OG0000125	Prbb.g_02131	Prac.g_00092
OG0000126	Prbb.g_02183	Prac.g_00130
OG0000128	Prbb.g_00012	Prac.g_01936
OG0000129	Prbb.g_00059	Prac.g_01888
OG0000130	Prbb.g_00124	Prac.g_01862
OG0000131	Prbb.g_00202	Prac.g_01785
OG0000132	Prbb.g_00221	Prac.g_01766
OG0000133	Prbb.g_00373	Prac.g_01609
OG0000134	Prbb.g_00418	Prac.g_01177
OG0000135	Prbb.g_01326	Prac.g_01150
OG0000136	Prbb.g_00446	Prac.g_01106
OG0000137	Prbb.g_00478	Prac.g_01069
OG0000138	Prbb.g_00499	Prac.g_01049
OG0000139	Prbb.g_00540	Prac.g_00835
OG0000140	Prbb.g_00541	Prac.g_00834
OG0000141	Prbb.g_00608	Prac.g_00764
OG0000142	Prbb.g_00636	Prac.g_00736
OG0000143	Prbb.g_00640	Prac.g_00732
OG0000144	Prbb.g_00653	Prac.g_00719
OG0000145	Prbb.g_01099	Prac.g_01508
OG0000146	Prbb.g_00982	Prac.g_01506
OG0000147	Prbb.g_00981	Prac.g_01505
OG0000148	Prbb.g_00801	Prac.g_01459
OG0000149	Prbb.g_00832	Prac.g_01429
OG0000150	Prbb.g_00840	Prac.g_01421
OG0000151	Prbb.g_00943	Prac.g_01374
OG0000152	Prbb.g_00991	Prac.g_01327
OG0000153	Prbb.g_01009	Prac.g_01308
OG0000154	Prbb.g_01040	Prac.g_01282
OG0000155	Prbb.g_01495	Prac.g_00965
OG0000156	Prbb.g_01575	Prac.g_00164
OG0000157	Prbb.g_01576	Prac.g_00165
OG0000158	Prbb.g_02044	Prac.g_00447
OG0000159	Prbb.g_02093	Prac.g_00452
OG0000160	Prbb.g_01687	Prac.g_00410
OG0000161	Prbb.g_01693	Prac.g_00404
OG0000162	Prbb.g_01699	Prac.g_00398
OG0000163	Prbb.g_01735	Prac.g_00364
OG0000164	Prbb.g_01845	Prac.g_00601
OG0000165	Prbb.g_01853	Prac.g_00594
OG0000166	Prbb.g_01964	Prac.g_00512
OG0000167	Prbb.g_02034	Prac.g_00015
OG0000168	Prbb.g_02045	Prac.g_00025
OG0000169	Prbb.g_02055	Prac.g_00035
OG0000170	Prbb.g_02057	Prac.g_00037
OG0000171	Prbb.g_02078	Prac.g_00055
OG0000172	Prbb.g_02101	Prac.g_00063
OG0000173	Prbb.g_02116	Prac.g_00078
OG0000174	Prbb.g_02147	Prac.g_00105
OG0000175	Prbb.g_02165	Prac.g_00115
OG0000176	Prbb.g_00004	Prac.g_01943
OG0000177	Prbb.g_00005	Prac.g_01942
OG0000178	Prbb.g_00007, Prbb.g_00006	Prac.g_01941
OG0000179	Prbb.g_00017	Prac.g_01931
OG0000180	Prbb.g_00018	Prac.g_01930
OG0000181	Prbb.g_00019	Prac.g_01929
OG0000182	Prbb.g_00020	Prac.g_01928
OG0000183	Prbb.g_00024	Prac.g_01924
OG0000184	Prbb.g_00061	Prac.g_01885
OG0000185	Prbb.g_00064	Prac.g_01882
OG0000186	Prbb.g_00119	Prac.g_01867
OG0000187	Prbb.g_00120	Prac.g_01866
OG0000188	Prbb.g_00137	Prac.g_01849
OG0000189	Prbb.g_00151	Prac.g_01835
OG0000190	Prbb.g_00152	Prac.g_01834
OG0000191	Prbb.g_00175	Prac.g_01814
OG0000192	Prbb.g_00179	Prac.g_01810
OG0000193	Prbb.g_00203	Prac.g_01784
OG0000194	Prbb.g_00206	Prac.g_01781
OG0000195	Prbb.g_00208	Prac.g_01779
OG0000196	Prbb.g_00218	Prac.g_01769
OG0000197	Prbb.g_00219	Prac.g_01768
OG0000198	Prbb.g_00220	Prac.g_01767
OG0000199	Prbb.g_00227	Prac.g_01760
OG0000200	Prbb.g_00240	Prac.g_01746
OG0000201	Prbb.g_00249	Prac.g_01738
OG0000202	Prbb.g_00250	Prac.g_01737
OG0000203	Prbb.g_00251	Prac.g_01736
OG0000204	Prbb.g_00252	Prac.g_01735
OG0000205	Prbb.g_00259	Prac.g_01728
OG0000206	Prbb.g_00263	Prac.g_01723
OG0000207	Prbb.g_00265	Prac.g_01721
OG0000208	Prbb.g_00266	Prac.g_01720
OG0000209	Prbb.g_00275	Prac.g_01711
OG0000210	Prbb.g_00276	Prac.g_01710
OG0000211	Prbb.g_00290	Prac.g_01697
OG0000212	Prbb.g_00298	Prac.g_01690
OG0000213	Prbb.g_00313	Prac.g_01674
OG0000214	Prbb.g_00321	Prac.g_01664
OG0000215	Prbb.g_00344	Prac.g_01639
OG0000216	Prbb.g_00345	Prac.g_01637
OG0000217	Prbb.g_00348	Prac.g_01634
OG0000218	Prbb.g_00350	Prac.g_01632
OG0000219	Prbb.g_00351	Prac.g_01631
OG0000220	Prbb.g_00352	Prac.g_01630
OG0000221	Prbb.g_00353	Prac.g_01629
OG0000222	Prbb.g_00361	Prac.g_01621
OG0000223	Prbb.g_00374	Prac.g_01608
OG0000224	Prbb.g_00376	Prac.g_01606
OG0000225	Prbb.g_00405	Prac.g_01188
OG0000226	Prbb.g_00409	Prac.g_01184
OG0000227	Prbb.g_00411	Prac.g_01182
OG0000228	Prbb.g_00415	Prac.g_01179
OG0000229	Prbb.g_00441	Prac.g_01111
OG0000230	Prbb.g_00443	Prac.g_01109
OG0000231	Prbb.g_00454	Prac.g_01098
OG0000232	Prbb.g_00462	Prac.g_01089
OG0000233	Prbb.g_00470	Prac.g_01082
OG0000234	Prbb.g_00479	Prac.g_01068
OG0000235	Prbb.g_00483	Prac.g_01065
OG0000236	Prbb.g_00497	Prac.g_01051
OG0000237	Prbb.g_00510	Prac.g_00865
OG0000238	Prbb.g_00516	Prac.g_00859
OG0000239	Prbb.g_00528	Prac.g_00847
OG0000240	Prbb.g_00529	Prac.g_00846
OG0000241	Prbb.g_00533	Prac.g_00842
OG0000242	Prbb.g_00535	Prac.g_00840
OG0000243	Prbb.g_00546	Prac.g_00829
OG0000244	Prbb.g_00550	Prac.g_00826
OG0000245	Prbb.g_00552	Prac.g_00824
OG0000246	Prbb.g_00556	Prac.g_00820
OG0000247	Prbb.g_00566	Prac.g_00810
OG0000248	Prbb.g_00568	Prac.g_00808
OG0000249	Prbb.g_00570	Prac.g_00806
OG0000250	Prbb.g_00575	Prac.g_00801
OG0000251	Prbb.g_00591	Prac.g_00782
OG0000252	Prbb.g_00593	Prac.g_00778
OG0000253	Prbb.g_00595	Prac.g_00777
OG0000254	Prbb.g_00612	Prac.g_00760
OG0000255	Prbb.g_00618	Prac.g_00754
OG0000256	Prbb.g_00628	Prac.g_00744
OG0000257	Prbb.g_00631	Prac.g_00741
OG0000258	Prbb.g_00644	Prac.g_00728
OG0000259	Prbb.g_00661	Prac.g_00711
OG0000260	Prbb.g_00665	Prac.g_00708
OG0000261	Prbb.g_00668	Prac.g_00706
OG0000262	Prbb.g_00673	Prac.g_00702
OG0000263	Prbb.g_00686	Prac.g_00690
OG0000264	Prbb.g_00697, Prbb.g_00698	Prac.g_00680
OG0000265	Prbb.g_00713	Prac.g_01560
OG0000266	Prbb.g_00723	Prac.g_01550
OG0000267	Prbb.g_00736	Prac.g_01539
OG0000268	Prbb.g_00737	Prac.g_01538
OG0000269	Prbb.g_00778	Prac.g_01480
OG0000270	Prbb.g_00781	Prac.g_01477
OG0000271	Prbb.g_00789	Prac.g_01469
OG0000272	Prbb.g_00790	Prac.g_01468
OG0000273	Prbb.g_00814	Prac.g_01445
OG0000274	Prbb.g_00815	Prac.g_01444
OG0000275	Prbb.g_00817	Prac.g_01442
OG0000276	Prbb.g_00823	Prac.g_01437
OG0000277	Prbb.g_00824	Prac.g_01436
OG0000278	Prbb.g_00828	Prac.g_01433
OG0000279	Prbb.g_00835	Prac.g_01426
OG0000280	Prbb.g_01370	Prac.g_01425
OG0000281	Prbb.g_00841	Prac.g_01420
OG0000282	Prbb.g_00934	Prac.g_01382
OG0000283	Prbb.g_00965	Prac.g_01350
OG0000284	Prbb.g_00970	Prac.g_01345
OG0000285	Prbb.g_00975	Prac.g_01340
OG0000286	Prbb.g_00990	Prac.g_01328
OG0000287	Prbb.g_00101	Prac.g_01311
OG0000288	Prbb.g_01039	Prac.g_01283
OG0000289	Prbb.g_01051	Prac.g_01272
OG0000290	Prbb.g_01067	Prac.g_01259
OG0000291	Prbb.g_01069	Prac.g_01257
OG0000292	Prbb.g_01238	Prac.g_01207
OG0000293	Prbb.g_01527	Prac.g_00994
OG0000294	Prbb.g_01526	Prac.g_00993
OG0000295	Prbb.g_01502	Prac.g_00973
OG0000296	Prbb.g_01500	Prac.g_00971
OG0000297	Prbb.g_01491	Prac.g_00963
OG0000298	Prbb.g_01490	Prac.g_00962
OG0000299	Prbb.g_01471	Prac.g_00945
OG0000300	Prbb.g_01468	Prac.g_00942
OG0000301	Prbb.g_01467	Prac.g_00941
OG0000302	Prbb.g_01464	Prac.g_00939
OG0000303	Prbb.g_01459	Prac.g_00932
OG0000304	Prbb.g_01456	Prac.g_00928
OG0000305	Prbb.g_01789	Prac.g_00209
OG0000306	Prbb.g_00845	Prac.g_00212
OG0000307	Prbb.g_01648	Prac.g_00226
OG0000308	Prbb.g_01649	Prac.g_00227
OG0000309	Prbb.g_01653	Prac.g_00231
OG0000310	Prbb.g_01671	Prac.g_00426
OG0000311	Prbb.g_01673	Prac.g_00424
OG0000312	Prbb.g_01676	Prac.g_00421
OG0000313	Prbb.g_01690	Prac.g_00407
OG0000314	Prbb.g_01711	Prac.g_00384
OG0000315	Prbb.g_01721	Prac.g_00374
OG0000316	Prbb.g_01746	Prac.g_00354
OG0000317	Prbb.g_01821	Prac.g_00627
OG0000318	Prbb.g_01824	Prac.g_00624
OG0000319	Prbb.g_01835	Prac.g_00611
OG0000320	Prbb.g_01837	Prac.g_00609
OG0000321	Prbb.g_01838	Prac.g_00608
OG0000322	Prbb.g_01839	Prac.g_00607
OG0000323	Prbb.g_01848	Prac.g_00598
OG0000324	Prbb.g_01875	Prac.g_00572
OG0000325	Prbb.g_01924	Prac.g_00477
OG0000326	Prbb.g_01930	Prac.g_00483
OG0000327	Prbb.g_01959	Prac.g_00507
OG0000328	Prbb.g_01960	Prac.g_00508
OG0000329	Prbb.g_01977	Prac.g_00525
OG0000330	Prbb.g_01978	Prac.g_00526
OG0000331	Prbb.g_01979	Prac.g_00527
OG0000332	Prbb.g_01993	Prac.g_00541
OG0000333	Prbb.g_01995	Prac.g_00543
OG0000334	Prbb.g_02004	Prac.g_00551
OG0000335	Prbb.g_02009	Prac.g_00555
OG0000336	Prbb.g_02013	Prac.g_00559
OG0000337	Prbb.g_02031	Prac.g_00013
OG0000338	Prbb.g_02032	Prac.g_00014
OG0000339	Prbb.g_02037	Prac.g_00018
OG0000340	Prbb.g_02046	Prac.g_00026
OG0000341	Prbb.g_02048	Prac.g_00028
OG0000342	Prbb.g_02049	Prac.g_00029
OG0000343	Prbb.g_02050	Prac.g_00030
OG0000344	Prbb.g_02053	Prac.g_00033
OG0000345	Prbb.g_02058	Prac.g_00038
OG0000346	Prbb.g_02062	Prac.g_00042
OG0000347	Prbb.g_02082	Prac.g_00057
OG0000348	Prbb.g_02104	Prac.g_00066
OG0000349	Prbb.g_02122	Prac.g_00083
OG0000350	Prbb.g_02143	Prac.g_00101
OG0000351	Prbb.g_02168	Prac.g_00118
OG0000352	Prbb.g_02169	Prac.g_00119
OG0000353	Prbb.g_02188	Prac.g_01948
OG0000355	Prbb.g_00001	Prac.g_01946
OG0000356	Prbb.g_00002	Prac.g_01945
OG0000357	Prbb.g_00003	Prac.g_01944
OG0000358	Prbb.g_00008	Prac.g_01940
OG0000359	Prbb.g_00009	Prac.g_01939
OG0000360	Prbb.g_00010	Prac.g_01938
OG0000361	Prbb.g_00011	Prac.g_01937
OG0000362	Prbb.g_00013	Prac.g_01935
OG0000363	Prbb.g_00015	Prac.g_01933
OG0000364	Prbb.g_00016	Prac.g_01932
OG0000365	Prbb.g_00021	Prac.g_01927
OG0000366	Prbb.g_00022	Prac.g_01926
OG0000367	Prbb.g_00023	Prac.g_01925
OG0000368	Prbb.g_00025	Prac.g_01923
OG0000369	Prbb.g_00026	Prac.g_01922
OG0000370	Prbb.g_00027	Prac.g_01921
OG0000371	Prbb.g_00033	Prac.g_01915
OG0000372	Prbb.g_00035	Prac.g_01911
OG0000373	Prbb.g_00036	Prac.g_01910
OG0000374	Prbb.g_00037	Prac.g_01909
OG0000375	Prbb.g_00055	Prac.g_01892
OG0000376	Prbb.g_00057	Prac.g_01890
OG0000377	Prbb.g_00060	Prac.g_01886
OG0000378	Prbb.g_00062	Prac.g_01884
OG0000379	Prbb.g_00065	Prac.g_01881
OG0000380	Prbb.g_00121	Prac.g_01865
OG0000381	Prbb.g_00125	Prac.g_01861
OG0000382	Prbb.g_00136	Prac.g_01850
OG0000383	Prbb.g_00138	Prac.g_01848
OG0000384	Prbb.g_00139	Prac.g_01847
OG0000385	Prbb.g_00140	Prac.g_01846
OG0000386	Prbb.g_00141	Prac.g_01845
OG0000387	Prbb.g_00154	Prac.g_01832
OG0000388	Prbb.g_00158	Prac.g_01829
OG0000389	Prbb.g_00161	Prac.g_01825
OG0000390	Prbb.g_00170	Prac.g_01818
OG0000391	Prbb.g_00174	Prac.g_01815
OG0000392	Prbb.g_00177	Prac.g_01811
OG0000393	Prbb.g_00180	Prac.g_01809
OG0000394	Prbb.g_00181	Prac.g_01808
OG0000395	Prbb.g_00182	Prac.g_01807
OG0000396	Prbb.g_00185	Prac.g_01804
OG0000397	Prbb.g_00187	Prac.g_01802
OG0000398	Prbb.g_00190	Prac.g_01800
OG0000399	Prbb.g_00191	Prac.g_01799
OG0000400	Prbb.g_00192	Prac.g_01798
OG0000401	Prbb.g_00193	Prac.g_01797
OG0000402	Prbb.g_01101	Prac.g_01795
OG0000403	Prbb.g_00194	Prac.g_01794
OG0000404	Prbb.g_00195	Prac.g_01793
OG0000405	Prbb.g_00200	Prac.g_01789
OG0000406	Prbb.g_00204	Prac.g_01783
OG0000407	Prbb.g_00205	Prac.g_01782
OG0000408	Prbb.g_00207	Prac.g_01780
OG0000409	Prbb.g_00209	Prac.g_01778
OG0000410	Prbb.g_00210	Prac.g_01777
OG0000411	Prbb.g_00211	Prac.g_01776
OG0000412	Prbb.g_00212	Prac.g_01775
OG0000413	Prbb.g_00213	Prac.g_01774
OG0000414	Prbb.g_00214	Prac.g_01590, Prac.g_01773
OG0000415	Prbb.g_00215	Prac.g_01772
OG0000416	Prbb.g_00216	Prac.g_01771
OG0000417	Prbb.g_00217	Prac.g_01770
OG0000418	Prbb.g_00222	Prac.g_01765
OG0000419	Prbb.g_00224	Prac.g_01763
OG0000420	Prbb.g_00225	Prac.g_01762
OG0000421	Prbb.g_00229	Prac.g_01757
OG0000422	Prbb.g_00230	Prac.g_01756
OG0000423	Prbb.g_00231	Prac.g_01755
OG0000424	Prbb.g_00232	Prac.g_01754
OG0000425	Prbb.g_00233	Prac.g_01753
OG0000426	Prbb.g_00234	Prac.g_01752
OG0000427	Prbb.g_00235	Prac.g_01751
OG0000428	Prbb.g_00237	Prac.g_01749
OG0000429	Prbb.g_00238	Prac.g_01748
OG0000430	Prbb.g_00239	Prac.g_01747
OG0000431	Prbb.g_00241	Prac.g_01745
OG0000432	Prbb.g_00245	Prac.g_01742
OG0000433	Prbb.g_00246	Prac.g_01741
OG0000434	Prbb.g_00247	Prac.g_01740
OG0000435	Prbb.g_00248	Prac.g_01739
OG0000436	Prbb.g_00253	Prac.g_01734
OG0000437	Prbb.g_00254	Prac.g_01733
OG0000438	Prbb.g_00255	Prac.g_01732
OG0000439	Prbb.g_00257	Prac.g_01730
OG0000440	Prbb.g_00258	Prac.g_01729
OG0000441	Prbb.g_00260	Prac.g_01726
OG0000442	Prbb.g_00261	Prac.g_01725
OG0000443	Prbb.g_00262	Prac.g_01724
OG0000444	Prbb.g_00267	Prac.g_01719
OG0000445	Prbb.g_00268	Prac.g_01718
OG0000446	Prbb.g_00269	Prac.g_01717
OG0000447	Prbb.g_00270	Prac.g_01716
OG0000448	Prbb.g_00271	Prac.g_01715
OG0000449	Prbb.g_00272	Prac.g_01714
OG0000450	Prbb.g_00273	Prac.g_01713
OG0000451	Prbb.g_00274	Prac.g_01712
OG0000452	Prbb.g_00277	Prac.g_01709
OG0000453	Prbb.g_00278	Prac.g_01708
OG0000454	Prbb.g_00279	Prac.g_01707
OG0000455	Prbb.g_00280	Prac.g_01706
OG0000456	Prbb.g_00281	Prac.g_01705
OG0000457	Prbb.g_00282	Prac.g_01704
OG0000458	Prbb.g_00283	Prac.g_01703
OG0000459	Prbb.g_00284	Prac.g_01702
OG0000460	Prbb.g_00292	Prac.g_01695
OG0000461	Prbb.g_00300	Prac.g_01688
OG0000462	Prbb.g_00302	Prac.g_01686
OG0000463	Prbb.g_00303	Prac.g_01685
OG0000464	Prbb.g_00304	Prac.g_01684
OG0000465	Prbb.g_00305	Prac.g_01683
OG0000466	Prbb.g_00306	Prac.g_01680
OG0000467	Prbb.g_00307	Prac.g_01679
OG0000468	Prbb.g_00309	Prac.g_01678
OG0000469	Prbb.g_00316	Prac.g_01669
OG0000470	Prbb.g_00318	Prac.g_01667
OG0000471	Prbb.g_00319	Prac.g_01666
OG0000472	Prbb.g_00320	Prac.g_01665
OG0000473	Prbb.g_00322	Prac.g_01663
OG0000474	Prbb.g_00323	Prac.g_01662
OG0000475	Prbb.g_00324	Prac.g_01661
OG0000476	Prbb.g_00326	Prac.g_01660
OG0000477	Prbb.g_00328	Prac.g_01656
OG0000478	Prbb.g_00329	Prac.g_01655
OG0000479	Prbb.g_00330	Prac.g_01654
OG0000480	Prbb.g_00334	Prac.g_01649
OG0000481	Prbb.g_00336	Prac.g_01647
OG0000482	Prbb.g_00337	Prac.g_01646
OG0000483	Prbb.g_00340	Prac.g_01643
OG0000484	Prbb.g_00341	Prac.g_01642
OG0000485	Prbb.g_00342	Prac.g_01641
OG0000486	Prbb.g_00343	Prac.g_01640
OG0000487	Prbb.g_00346	Prac.g_01636
OG0000488	Prbb.g_00349	Prac.g_01633
OG0000489	Prbb.g_00354	Prac.g_01628
OG0000490	Prbb.g_00359	Prac.g_01623
OG0000491	Prbb.g_00360	Prac.g_01622
OG0000492	Prbb.g_00362	Prac.g_01620
OG0000493	Prbb.g_00363	Prac.g_01619
OG0000494	Prbb.g_00364	Prac.g_01618
OG0000495	Prbb.g_00365	Prac.g_01617
OG0000496	Prbb.g_00366	Prac.g_01616
OG0000497	Prbb.g_00367	Prac.g_01615
OG0000498	Prbb.g_00368	Prac.g_01614
OG0000499	Prbb.g_00369	Prac.g_01613
OG0000500	Prbb.g_00370	Prac.g_01612
OG0000501	Prbb.g_00372	Prac.g_01610
OG0000502	Prbb.g_00375	Prac.g_01607
OG0000503	Prbb.g_00394	Prac.g_01200
OG0000504	Prbb.g_00396	Prac.g_01199
OG0000505	Prbb.g_00397	Prac.g_01198
OG0000506	Prbb.g_00398	Prac.g_01196
OG0000507	Prbb.g_00401	Prac.g_01193
OG0000508	Prbb.g_00404	Prac.g_01189
OG0000509	Prbb.g_00406	Prac.g_01187
OG0000510	Prbb.g_00407	Prac.g_01186
OG0000511	Prbb.g_00408	Prac.g_01185
OG0000512	Prbb.g_00410	Prac.g_01183
OG0000513	Prbb.g_00419	Prac.g_01176
OG0000514	Prbb.g_00436	Prac.g_01116
OG0000515	Prbb.g_00437	Prac.g_01115
OG0000516	Prbb.g_00438	Prac.g_01114
OG0000517	Prbb.g_00440	Prac.g_01112
OG0000518	Prbb.g_00451	Prac.g_01101
OG0000519	Prbb.g_00452	Prac.g_01100
OG0000520	Prbb.g_00453	Prac.g_01099
OG0000521	Prbb.g_00458	Prac.g_01094
OG0000522	Prbb.g_00460	Prac.g_01092
OG0000523	Prbb.g_00461	Prac.g_01091
OG0000524	Prbb.g_00468	Prac.g_01084
OG0000525	Prbb.g_00472	Prac.g_01081
OG0000526	Prbb.g_00473	Prac.g_01080
OG0000527	Prbb.g_00476	Prac.g_01071
OG0000528	Prbb.g_00482	Prac.g_01066
OG0000529	Prbb.g_00486	Prac.g_01063
OG0000530	Prbb.g_00489	Prac.g_01060
OG0000531	Prbb.g_00490	Prac.g_01059
OG0000532	Prbb.g_00491	Prac.g_01057
OG0000533	Prbb.g_00492	Prac.g_01056
OG0000534	Prbb.g_00493	Prac.g_01055
OG0000535	Prbb.g_00494	Prac.g_01054
OG0000536	Prbb.g_00495	Prac.g_01053
OG0000537	Prbb.g_00496	Prac.g_01052
OG0000538	Prbb.g_00504	Prac.g_00871
OG0000539	Prbb.g_00505	Prac.g_00870
OG0000540	Prbb.g_00506	Prac.g_00869
OG0000541	Prbb.g_00507	Prac.g_00868
OG0000542	Prbb.g_00509	Prac.g_00866
OG0000543	Prbb.g_00511	Prac.g_00864
