Orthogroup	Prab	Pray
OG0000068	Prab.g_01360	Pray.g_01829
OG0000069	Prab.g_01585	Pray.g_01609
OG0000070	Prab.g_00456	Pray.g_00940
OG0000071	Prab.g_01637, Prab.g_01326	Pray.g_01870
OG0000072	Prab.g_00162	Pray.g_00652
OG0000073	Prab.g_00503	Pray.g_00990
OG0000074	Prab.g_00687	Pray.g_01081
OG0000075	Prab.g_01834	Pray.g_01339
OG0000076	Prab.g_01857	Pray.g_01364
OG0000077	Prab.g_00070	Pray.g_00211
OG0000078	Prab.g_00229	Pray.g_00720
OG0000079	Prab.g_00242	Pray.g_00733
OG0000081	Prab.g_00535	Pray.g_01022
OG0000082	Prab.g_00589	Pray.g_01177
OG0000083	Prab.g_01307	Pray.g_01891
OG0000083	Prab.g_00921	Pray.g_00277
OG0000084	Prab.g_01462	Pray.g_01726
OG0000085	Prab.g_01662	Pray.g_01566
OG0000086	Prab.g_00080	Pray.g_00201
OG0000087	Prab.g_00129	Pray.g_00150
OG0000088	Prab.g_00157	Pray.g_00647
OG0000089	Prab.g_00343	Pray.g_00834
OG0000090	Prab.g_00537	Pray.g_01024, Pray.g_01228
OG0000091	Prab.g_00647	Pray.g_01121
OG0000092	Prab.g_01063	Pray.g_00457
OG0000093	Prab.g_01042	Pray.g_00479
OG0000094	Prab.g_00948	Pray.g_00565
OG0000095	Prab.g_01299, Prab.g_00929	Pray.g_00584
OG0000096	Prab.g_01165	Pray.g_00117
OG0000097	Prab.g_01260	Pray.g_00022
OG0000098	Prab.g_01346	Pray.g_01847
OG0000099	Prab.g_01394	Pray.g_01788
OG0000100	Prab.g_01540	Pray.g_01648
OG0000101	Prab.g_01802	Pray.g_01306
OG0000102	Prab.g_01862	Pray.g_01369
OG0000103	Prab.g_01942	Pray.g_01449
OG0000104	Prab.g_01951	Pray.g_01457
OG0000105	Prab.g_00262	Pray.g_00753
OG0000106	Prab.g_00359	Pray.g_00848
OG0000107	Prab.g_00375	Pray.g_00864
OG0000108	Prab.g_00484	Pray.g_00970
OG0000109	Prab.g_00498	Pray.g_00984
OG0000110	Prab.g_00579	Pray.g_01187
OG0000111	Prab.g_00704	Pray.g_01064
OG0000112	Prab.g_00804	Pray.g_00313
OG0000113	Prab.g_00862	Pray.g_00370
OG0000114	Prab.g_01068	Pray.g_00452
OG0000115	Prab.g_01156	Pray.g_00126
OG0000116	Prab.g_01209	Pray.g_00074
OG0000117	Prab.g_00717	Pray.g_01927
OG0000118	Prab.g_01338	Pray.g_01858
OG0000119	Prab.g_01356	Pray.g_01833
OG0000120	Prab.g_01447	Pray.g_01808
OG0000121	Prab.g_01468	Pray.g_01720
OG0000122	Prab.g_01506	Pray.g_01682
OG0000123	Prab.g_01809	Pray.g_01313
OG0000124	Prab.g_01873	Pray.g_01380
OG0000125	Prab.g_01910	Pray.g_01417
OG0000126	Prab.g_01950	Pray.g_01456
OG0000128	Prab.g_00011	Pray.g_01473
OG0000129	Prab.g_00043	Pray.g_00239
OG0000130	Prab.g_00061	Pray.g_00220
OG0000131	Prab.g_00136	Pray.g_00144
OG0000132	Prab.g_00155	Pray.g_00645
OG0000133	Prab.g_00310	Pray.g_00800
OG0000134	Prab.g_00344	Pray.g_00835
OG0000135	Prab.g_00371	Pray.g_00861
OG0000136	Prab.g_00444	Pray.g_00931
OG0000137	Prab.g_00479	Pray.g_00965
OG0000138	Prab.g_00499	Pray.g_00985
OG0000139	Prab.g_00541	Pray.g_01224
OG0000140	Prab.g_00542	Pray.g_01223
OG0000141	Prab.g_00611	Pray.g_01156
OG0000142	Prab.g_00640	Pray.g_01128
OG0000143	Prab.g_00644	Pray.g_01124
OG0000144	Prab.g_00657	Pray.g_01111
OG0000145	Prab.g_00783	Pray.g_00306
OG0000146	Prab.g_00805	Pray.g_00314
OG0000147	Prab.g_00806	Pray.g_00315
OG0000148	Prab.g_00856	Pray.g_00364
OG0000149	Prab.g_00886	Pray.g_00395
OG0000150	Prab.g_00894	Pray.g_00403
OG0000151	Prab.g_01058	Pray.g_00462
OG0000152	Prab.g_01010	Pray.g_00511
OG0000153	Prab.g_00991	Pray.g_00530
OG0000154	Prab.g_00955	Pray.g_00558
OG0000155	Prab.g_01239	Pray.g_00043
OG0000156	Prab.g_01315	Pray.g_01881
OG0000157	Prab.g_01316	Pray.g_01880
OG0000158	Prab.g_01379	Pray.g_01787
OG0000159	Prab.g_01392	Pray.g_01785
OG0000160	Prab.g_01467	Pray.g_01721
OG0000161	Prab.g_01473	Pray.g_01715
OG0000162	Prab.g_01479	Pray.g_01709
OG0000163	Prab.g_01513	Pray.g_01675
OG0000164	Prab.g_01693	Pray.g_01535
OG0000165	Prab.g_01700	Pray.g_01528
OG0000166	Prab.g_01766	Pray.g_01270
OG0000167	Prab.g_01832	Pray.g_01337
OG0000168	Prab.g_01841	Pray.g_01347
OG0000169	Prab.g_01851	Pray.g_01357
OG0000170	Prab.g_01853	Pray.g_01359
OG0000171	Prab.g_01872	Pray.g_01379
OG0000172	Prab.g_01881	Pray.g_01388
OG0000173	Prab.g_01896	Pray.g_01403
OG0000174	Prab.g_01924	Pray.g_01431
OG0000175	Prab.g_01934	Pray.g_01441
OG0000176	Prab.g_00004	Pray.g_01465, Pray.g_01466
OG0000177	Prab.g_00005	Pray.g_01467
OG0000178	Prab.g_00006	Pray.g_01468
OG0000179	Prab.g_00016	Pray.g_01478
OG0000180	Prab.g_00017	Pray.g_01479
OG0000181	Prab.g_00018	Pray.g_01480
OG0000182	Prab.g_00019	Pray.g_01481
OG0000183	Prab.g_00023	Pray.g_01485
OG0000184	Prab.g_00045	Pray.g_00237
OG0000185	Prab.g_00048	Pray.g_00234
OG0000186	Prab.g_00056	Pray.g_00225
OG0000187	Prab.g_00057	Pray.g_00224
OG0000188	Prab.g_00074	Pray.g_00207
OG0000189	Prab.g_00087	Pray.g_00193
OG0000190	Prab.g_00088	Pray.g_00192
OG0000191	Prab.g_00108	Pray.g_00172
OG0000192	Prab.g_00112	Pray.g_00168
OG0000193	Prab.g_00137	Pray.g_00143
OG0000194	Prab.g_00140	Pray.g_00140
OG0000195	Prab.g_00142	Pray.g_00138
OG0000196	Prab.g_00152	Pray.g_00642
OG0000197	Prab.g_00153	Pray.g_00643
OG0000198	Prab.g_00154	Pray.g_00644
OG0000199	Prab.g_00161	Pray.g_00651
OG0000200	Prab.g_00175	Pray.g_00665
OG0000201	Prab.g_00183	Pray.g_00673
OG0000202	Prab.g_00184	Pray.g_00674
OG0000203	Prab.g_00185	Pray.g_00675
OG0000204	Prab.g_00186	Pray.g_00676
OG0000205	Prab.g_00193	Pray.g_00683
OG0000206	Prab.g_00198	Pray.g_00688
OG0000207	Prab.g_00200	Pray.g_00690
OG0000208	Prab.g_00201	Pray.g_00691
OG0000209	Prab.g_00210	Pray.g_00700
OG0000210	Prab.g_00211	Pray.g_00701
OG0000211	Prab.g_00224	Pray.g_00714
OG0000212	Prab.g_00230	Pray.g_00721
OG0000213	Prab.g_00247	Pray.g_00738
OG0000214	Prab.g_00256	Pray.g_00747
OG0000215	Prab.g_00280	Pray.g_00771
OG0000216	Prab.g_00282	Pray.g_00772
OG0000217	Prab.g_00285	Pray.g_00775
OG0000218	Prab.g_00287	Pray.g_00777
OG0000219	Prab.g_00288	Pray.g_00778
OG0000220	Prab.g_00289	Pray.g_00779
OG0000221	Prab.g_00290	Pray.g_00780
OG0000222	Prab.g_00298	Pray.g_00788
OG0000223	Prab.g_00311	Pray.g_00801
OG0000224	Prab.g_00313	Pray.g_00803
OG0000225	Prab.g_00333	Pray.g_00824
OG0000226	Prab.g_00337	Pray.g_00828
OG0000227	Prab.g_00339	Pray.g_00830
OG0000228	Prab.g_00342	Pray.g_00833
OG0000229	Prab.g_00439	Pray.g_00926
OG0000230	Prab.g_00441	Pray.g_00928
OG0000231	Prab.g_00455	Pray.g_00939
OG0000232	Prab.g_00463	Pray.g_00948
OG0000233	Prab.g_00468	Pray.g_00953
OG0000234	Prab.g_00480	Pray.g_00966
OG0000235	Prab.g_00483	Pray.g_00969
OG0000236	Prab.g_00497	Pray.g_00983
OG0000237	Prab.g_00510	Pray.g_00997
OG0000238	Prab.g_00516	Pray.g_01003
OG0000239	Prab.g_00529	Pray.g_01016
OG0000240	Prab.g_00530	Pray.g_01017
OG0000241	Prab.g_00534	Pray.g_01021
OG0000242	Prab.g_00536	Pray.g_01023
OG0000243	Prab.g_00547	Pray.g_01218
OG0000244	Prab.g_00550	Pray.g_01215
OG0000245	Prab.g_00552	Pray.g_01213
OG0000246	Prab.g_00556	Pray.g_01209
OG0000247	Prab.g_00566	Pray.g_01199
OG0000248	Prab.g_00569	Pray.g_01197
OG0000249	Prab.g_00571	Pray.g_01195
OG0000250	Prab.g_00576	Pray.g_01190
OG0000251	Prab.g_00595	Pray.g_01172
OG0000252	Prab.g_00598	Pray.g_01169
OG0000253	Prab.g_00599	Pray.g_01168
OG0000254	Prab.g_00615	Pray.g_01152
OG0000255	Prab.g_00621	Pray.g_01146
OG0000256	Prab.g_00632	Pray.g_01136
OG0000257	Prab.g_00635	Pray.g_01133
OG0000258	Prab.g_00648	Pray.g_01120
OG0000259	Prab.g_00665	Pray.g_01103
OG0000260	Prab.g_00668	Pray.g_01100
OG0000261	Prab.g_00670	Pray.g_01098
OG0000262	Prab.g_00674	Pray.g_01094
OG0000263	Prab.g_00686	Pray.g_01082
OG0000264	Prab.g_00696	Pray.g_01072
OG0000265	Prab.g_00723	Pray.g_01040
OG0000266	Prab.g_00733	Pray.g_01030
OG0000267	Prab.g_00744	Pray.g_00274
OG0000268	Prab.g_00745	Pray.g_00275
OG0000269	Prab.g_00835	Pray.g_00343
OG0000270	Prab.g_00838	Pray.g_00346
OG0000271	Prab.g_00846	Pray.g_00354
OG0000272	Prab.g_00847	Pray.g_00355
OG0000273	Prab.g_00870	Pray.g_00378
OG0000274	Prab.g_00871	Pray.g_00379
OG0000275	Prab.g_00873	Pray.g_00382
OG0000276	Prab.g_00878	Pray.g_00387
OG0000277	Prab.g_00879	Pray.g_00388
OG0000278	Prab.g_00882	Pray.g_00391
OG0000279	Prab.g_00889	Pray.g_00398
OG0000280	Prab.g_00890	Pray.g_00399
OG0000281	Prab.g_00896	Pray.g_00404
OG0000282	Prab.g_01066	Pray.g_00454
OG0000283	Prab.g_01033	Pray.g_00488
OG0000284	Prab.g_01028	Pray.g_00493
OG0000285	Prab.g_01023	Pray.g_00498
OG0000286	Prab.g_01011	Pray.g_00510
OG0000287	Prab.g_00994	Pray.g_00527
OG0000288	Prab.g_00956	Pray.g_00557
OG0000289	Prab.g_00945	Pray.g_00568
OG0000290	Prab.g_00932	Pray.g_00581
OG0000291	Prab.g_00930	Pray.g_00583
OG0000292	Prab.g_01144	Pray.g_00632
OG0000293	Prab.g_01210	Pray.g_00073
OG0000294	Prab.g_01211	Pray.g_00072
OG0000295	Prab.g_01231	Pray.g_00051
OG0000296	Prab.g_01233	Pray.g_00049
OG0000297	Prab.g_01241	Pray.g_00041
OG0000298	Prab.g_01242	Pray.g_00040
OG0000299	Prab.g_01259	Pray.g_00023
OG0000300	Prab.g_01262	Pray.g_00020
OG0000301	Prab.g_01263	Pray.g_00019
OG0000302	Prab.g_01265	Pray.g_00017
OG0000303	Prab.g_01272	Pray.g_00010
OG0000304	Prab.g_01276	Pray.g_00006
OG0000305	Prab.g_01353	Pray.g_01837
OG0000306	Prab.g_01355	Pray.g_01834
OG0000307	Prab.g_01369	Pray.g_01820
OG0000308	Prab.g_01370	Pray.g_01819
OG0000309	Prab.g_01374	Pray.g_01815
OG0000310	Prab.g_01451	Pray.g_01737
OG0000311	Prab.g_01453	Pray.g_01735
OG0000312	Prab.g_01456	Pray.g_01732
OG0000313	Prab.g_01470	Pray.g_01718
OG0000314	Prab.g_01493	Pray.g_01695
OG0000315	Prab.g_01503	Pray.g_01685
OG0000316	Prab.g_01523	Pray.g_01665
OG0000317	Prab.g_01667	Pray.g_01561
OG0000318	Prab.g_01670	Pray.g_01558
OG0000319	Prab.g_01683	Pray.g_01545
OG0000320	Prab.g_01685	Pray.g_01543
OG0000321	Prab.g_01686	Pray.g_01542
OG0000322	Prab.g_01687	Pray.g_01541
OG0000323	Prab.g_01696	Pray.g_01532
OG0000324	Prab.g_01722	Pray.g_01506
OG0000325	Prab.g_01732	Pray.g_01235
OG0000326	Prab.g_01738	Pray.g_01241
OG0000327	Prab.g_01761	Pray.g_01265
OG0000328	Prab.g_01762	Pray.g_01266
OG0000329	Prab.g_01779	Pray.g_01283
OG0000330	Prab.g_01780	Pray.g_01284
OG0000331	Prab.g_01781	Pray.g_01285
OG0000332	Prab.g_01795	Pray.g_01299
OG0000333	Prab.g_01797	Pray.g_01301
OG0000334	Prab.g_01805	Pray.g_01309
OG0000335	Prab.g_01810	Pray.g_01314
OG0000336	Prab.g_01814	Pray.g_01318
OG0000337	Prab.g_01830	Pray.g_01335
OG0000338	Prab.g_01831	Pray.g_01336
OG0000339	Prab.g_01835	Pray.g_01340
OG0000340	Prab.g_01842	Pray.g_01348
OG0000341	Prab.g_01844	Pray.g_01350
OG0000342	Prab.g_01845	Pray.g_01351
OG0000343	Prab.g_01846	Pray.g_01352
OG0000344	Prab.g_01849	Pray.g_01355
OG0000345	Prab.g_01854	Pray.g_01360
OG0000346	Prab.g_01858	Pray.g_01365
OG0000347	Prab.g_01874	Pray.g_01381
OG0000348	Prab.g_01884	Pray.g_01391
OG0000349	Prab.g_01901	Pray.g_01408
OG0000350	Prab.g_01920	Pray.g_01427
OG0000351	Prab.g_01937	Pray.g_01444
OG0000352	Prab.g_01938	Pray.g_01445
OG0000353	Prab.g_01954	Pray.g_01460
OG0000355	Prab.g_00001	Pray.g_01462
OG0000356	Prab.g_00002	Pray.g_01463
OG0000357	Prab.g_00003	Pray.g_01464
OG0000358	Prab.g_00007	Pray.g_01469
OG0000359	Prab.g_00008	Pray.g_01470
OG0000360	Prab.g_00009	Pray.g_01471
OG0000361	Prab.g_00010	Pray.g_01472
OG0000362	Prab.g_00012	Pray.g_01474
OG0000363	Prab.g_00014	Pray.g_01476
OG0000364	Prab.g_00015	Pray.g_01477
OG0000365	Prab.g_00020	Pray.g_01482
OG0000366	Prab.g_00021	Pray.g_01483
OG0000367	Prab.g_00022	Pray.g_01484
OG0000368	Prab.g_00024	Pray.g_01486
OG0000369	Prab.g_00025	Pray.g_01487
OG0000370	Prab.g_00026	Pray.g_01488
OG0000371	Prab.g_00032	Pray.g_01494
OG0000372	Prab.g_00035	Pray.g_01497
OG0000373	Prab.g_00036	Pray.g_01498
OG0000374	Prab.g_00037	Pray.g_01499
OG0000375	Prab.g_00039	Pray.g_00243
OG0000376	Prab.g_00041	Pray.g_00241
OG0000377	Prab.g_00044	Pray.g_00238
OG0000378	Prab.g_00046	Pray.g_00236
OG0000379	Prab.g_00049	Pray.g_00233
OG0000380	Prab.g_00058	Pray.g_00223
OG0000381	Prab.g_00062	Pray.g_00219
OG0000382	Prab.g_00073	Pray.g_00208
OG0000383	Prab.g_00075	Pray.g_00206
OG0000384	Prab.g_00076	Pray.g_00205
OG0000385	Prab.g_00077	Pray.g_00204
OG0000386	Prab.g_00078	Pray.g_00203
OG0000387	Prab.g_00090	Pray.g_00190
OG0000388	Prab.g_00093	Pray.g_00187
OG0000389	Prab.g_00097	Pray.g_00183
OG0000390	Prab.g_00104	Pray.g_00176
OG0000391	Prab.g_00107	Pray.g_00173
OG0000392	Prab.g_00111	Pray.g_00169
OG0000393	Prab.g_00113	Pray.g_00167
OG0000394	Prab.g_00114	Pray.g_00166
OG0000395	Prab.g_00115	Pray.g_00165
OG0000396	Prab.g_00117	Pray.g_00162
OG0000397	Prab.g_00119	Pray.g_00160
OG0000398	Prab.g_00121	Pray.g_00158
OG0000399	Prab.g_00122	Pray.g_00157
OG0000400	Prab.g_00123	Pray.g_00156
OG0000401	Prab.g_00124	Pray.g_00155
OG0000402	Prab.g_00126	Pray.g_00153
OG0000403	Prab.g_00127	Pray.g_00152
OG0000404	Prab.g_00128	Pray.g_00151
OG0000405	Prab.g_00132	Pray.g_00147
OG0000406	Prab.g_00138	Pray.g_00142
OG0000407	Prab.g_00139	Pray.g_00141
OG0000408	Prab.g_00141	Pray.g_00139
OG0000409	Prab.g_00143	Pray.g_00137
OG0000410	Prab.g_00144	Pray.g_00136
OG0000411	Prab.g_00145	Pray.g_00635
OG0000412	Prab.g_00146	Pray.g_00636
OG0000413	Prab.g_00147	Pray.g_00637
OG0000414	Prab.g_00148	Pray.g_00638
OG0000415	Prab.g_00149	Pray.g_00639
OG0000416	Prab.g_00150	Pray.g_00640
OG0000417	Prab.g_00151	Pray.g_00641
OG0000418	Prab.g_00156	Pray.g_00646
OG0000419	Prab.g_00158	Pray.g_00648
OG0000420	Prab.g_00159	Pray.g_00649
OG0000421	Prab.g_00164	Pray.g_00654
OG0000422	Prab.g_00165	Pray.g_00655
OG0000423	Prab.g_00166	Pray.g_00656
OG0000424	Prab.g_00167	Pray.g_00657
OG0000425	Prab.g_00168	Pray.g_00658
OG0000426	Prab.g_00169	Pray.g_00659
OG0000427	Prab.g_00170	Pray.g_00660
OG0000428	Prab.g_00172	Pray.g_00662
OG0000429	Prab.g_00173	Pray.g_00663
OG0000430	Prab.g_00174	Pray.g_00664
OG0000431	Prab.g_00176	Pray.g_00666
OG0000432	Prab.g_00179	Pray.g_00669
OG0000433	Prab.g_00180	Pray.g_00670
OG0000434	Prab.g_00181	Pray.g_00671
OG0000435	Prab.g_00182	Pray.g_00672
OG0000436	Prab.g_00187	Pray.g_00677
OG0000437	Prab.g_00188	Pray.g_00678
OG0000438	Prab.g_00189	Pray.g_00679
OG0000439	Prab.g_00191	Pray.g_00681
OG0000440	Prab.g_00192	Pray.g_00682
OG0000441	Prab.g_00195	Pray.g_00685
OG0000442	Prab.g_00196	Pray.g_00686
OG0000443	Prab.g_00197	Pray.g_00687
OG0000444	Prab.g_00202	Pray.g_00692
OG0000445	Prab.g_00203	Pray.g_00693
OG0000446	Prab.g_00204	Pray.g_00694
OG0000447	Prab.g_00205	Pray.g_00695
OG0000448	Prab.g_00206	Pray.g_00696
OG0000449	Prab.g_00207	Pray.g_00697
OG0000450	Prab.g_00208	Pray.g_00698
OG0000451	Prab.g_00209	Pray.g_00699
OG0000452	Prab.g_00212	Pray.g_00702
OG0000453	Prab.g_00213	Pray.g_00703
OG0000454	Prab.g_00214	Pray.g_00704
OG0000455	Prab.g_00215	Pray.g_00705
OG0000456	Prab.g_00216	Pray.g_00706
OG0000457	Prab.g_00217	Pray.g_00707
OG0000458	Prab.g_00218	Pray.g_00708
OG0000459	Prab.g_00219	Pray.g_00709
OG0000460	Prab.g_00226	Pray.g_00716
OG0000461	Prab.g_00232	Pray.g_00723
OG0000462	Prab.g_00234	Pray.g_00725
OG0000463	Prab.g_00235	Pray.g_00726
OG0000464	Prab.g_00236	Pray.g_00727
OG0000465	Prab.g_00237	Pray.g_00728
OG0000466	Prab.g_00240	Pray.g_00731
OG0000467	Prab.g_00241	Pray.g_00732
OG0000468	Prab.g_00243	Pray.g_00734
OG0000469	Prab.g_00251	Pray.g_00742
OG0000470	Prab.g_00253	Pray.g_00744
OG0000471	Prab.g_00254	Pray.g_00745
OG0000472	Prab.g_00255	Pray.g_00746
OG0000473	Prab.g_00257	Pray.g_00748
OG0000474	Prab.g_00258	Pray.g_00749
OG0000475	Prab.g_00259	Pray.g_00750
OG0000476	Prab.g_00260	Pray.g_00751
OG0000477	Prab.g_00263	Pray.g_00754
OG0000478	Prab.g_00264	Pray.g_00755
OG0000479	Prab.g_00265	Pray.g_00756
OG0000480	Prab.g_00270	Pray.g_00761
OG0000481	Prab.g_00272	Pray.g_00763
OG0000482	Prab.g_00273	Pray.g_00764
OG0000483	Prab.g_00276	Pray.g_00767
OG0000484	Prab.g_00277	Pray.g_00768
OG0000485	Prab.g_00278	Pray.g_00769
OG0000486	Prab.g_00279	Pray.g_00770
OG0000487	Prab.g_00283	Pray.g_00773
OG0000488	Prab.g_00286	Pray.g_00776
OG0000489	Prab.g_00291	Pray.g_00781
OG0000490	Prab.g_00296	Pray.g_00786
OG0000491	Prab.g_00297	Pray.g_00787
OG0000492	Prab.g_00299	Pray.g_00789
OG0000493	Prab.g_00300	Pray.g_00790
OG0000494	Prab.g_00301	Pray.g_00791
OG0000495	Prab.g_00302	Pray.g_00792
OG0000496	Prab.g_00303	Pray.g_00793
OG0000497	Prab.g_00304	Pray.g_00794
OG0000498	Prab.g_00305	Pray.g_00795
OG0000499	Prab.g_00306	Pray.g_00796
OG0000500	Prab.g_00307	Pray.g_00797
OG0000501	Prab.g_00309	Pray.g_00799
OG0000502	Prab.g_00312	Pray.g_00802
OG0000503	Prab.g_00322	Pray.g_00812
OG0000504	Prab.g_00323	Pray.g_00813
OG0000505	Prab.g_00324	Pray.g_00814
OG0000506	Prab.g_00325	Pray.g_00816
OG0000507	Prab.g_00328	Pray.g_00819
OG0000508	Prab.g_00332	Pray.g_00823
OG0000509	Prab.g_00334	Pray.g_00825
OG0000510	Prab.g_00335	Pray.g_00826
OG0000511	Prab.g_00336	Pray.g_00827
OG0000512	Prab.g_00338	Pray.g_00829
OG0000513	Prab.g_00345	Pray.g_00836
OG0000514	Prab.g_00434	Pray.g_00921
OG0000515	Prab.g_00435	Pray.g_00922
OG0000516	Prab.g_00436	Pray.g_00923
OG0000517	Prab.g_00438	Pray.g_00925
OG0000518	Prab.g_00449	Pray.g_00936
OG0000519	Prab.g_00450	Pray.g_00937
OG0000520	Prab.g_00454	Pray.g_00938
OG0000521	Prab.g_00459	Pray.g_00943
OG0000522	Prab.g_00460	Pray.g_00945
OG0000523	Prab.g_00461	Pray.g_00946
OG0000524	Prab.g_00466	Pray.g_00951
OG0000525	Prab.g_00469	Pray.g_00954
OG0000526	Prab.g_00470	Pray.g_00955
OG0000527	Prab.g_00477	Pray.g_00963
OG0000528	Prab.g_00482	Pray.g_00968
OG0000529	Prab.g_00485	Pray.g_00971
OG0000530	Prab.g_00488	Pray.g_00974
OG0000531	Prab.g_00489	Pray.g_00975
OG0000532	Prab.g_00491	Pray.g_00977
OG0000533	Prab.g_00492	Pray.g_00978
OG0000534	Prab.g_00493	Pray.g_00979
OG0000535	Prab.g_00494	Pray.g_00980
OG0000536	Prab.g_00495	Pray.g_00981
OG0000537	Prab.g_00496	Pray.g_00982
OG0000538	Prab.g_00504	Pray.g_00991
OG0000539	Prab.g_00505	Pray.g_00992
OG0000540	Prab.g_00506	Pray.g_00993
OG0000541	Prab.g_00507	Pray.g_00994
OG0000542	Prab.g_00509	Pray.g_00996
OG0000543	Prab.g_00511	Pray.g_00998
OG0000544	Prab.g_00512	Pray.g_00999
OG0000545	Prab.g_00514	Pray.g_01001
OG0000546	Prab.g_00517	Pray.g_01004
OG0000547	Prab.g_00519	Pray.g_01006
OG0000548	Prab.g_00520	Pray.g_01007
OG0000549	Prab.g_00522	Pray.g_01009
OG0000550	Prab.g_00527	Pray.g_01014
OG0000551	Prab.g_00531	Pray.g_01018
OG0000552	Prab.g_00532	Pray.g_01019
OG0000553	Prab.g_00533	Pray.g_01020
OG0000554	Prab.g_00538	Pray.g_01227
OG0000555	Prab.g_00546	Pray.g_01219
OG0000556	Prab.g_00548	Pray.g_01217
OG0000557	Prab.g_00549	Pray.g_01216
OG0000558	Prab.g_00551	Pray.g_01214
OG0000559	Prab.g_00555	Pray.g_01210
OG0000560	Prab.g_00558	Pray.g_01207
OG0000561	Prab.g_00559	Pray.g_01206
OG0000562	Prab.g_00560	Pray.g_01205
OG0000563	Prab.g_00561	Pray.g_01204
OG0000564	Prab.g_00562	Pray.g_01203
OG0000565	Prab.g_00565	Pray.g_01200
