Orthogroup	Prab	Prau
OG0000299	Prab.g_01259	Prau.g_01246
OG0000300	Prab.g_01262	Prau.g_01249
OG0000301	Prab.g_01263	Prau.g_01250
OG0000302	Prab.g_01265	Prau.g_01252
OG0000303	Prab.g_01272	Prau.g_01259
OG0000304	Prab.g_01276	Prau.g_01263
OG0000305	Prab.g_01353	Prau.g_01401
OG0000306	Prab.g_01355	Prau.g_01404
OG0000307	Prab.g_01369	Prau.g_01418
OG0000308	Prab.g_01370	Prau.g_01419
OG0000309	Prab.g_01374	Prau.g_01423
OG0000310	Prab.g_01451	Prau.g_01513
OG0000311	Prab.g_01453	Prau.g_01515
OG0000312	Prab.g_01456	Prau.g_01518
OG0000313	Prab.g_01470	Prau.g_01535
OG0000314	Prab.g_01493	Prau.g_01558
OG0000315	Prab.g_01503	Prau.g_01568
OG0000316	Prab.g_01523	Prau.g_01588
OG0000317	Prab.g_01667	Prau.g_01730
OG0000318	Prab.g_01670	Prau.g_01733
OG0000319	Prab.g_01683	Prau.g_01746
OG0000320	Prab.g_01685	Prau.g_01748
OG0000321	Prab.g_01686	Prau.g_01749
OG0000322	Prab.g_01687	Prau.g_01750
OG0000323	Prab.g_01696	Prau.g_01759
OG0000324	Prab.g_01722	Prau.g_01785
OG0000325	Prab.g_01732	Prau.g_01795
OG0000326	Prab.g_01738	Prau.g_01801
OG0000327	Prab.g_01761	Prau.g_01828
OG0000328	Prab.g_01762	Prau.g_01829
OG0000329	Prab.g_01779	Prau.g_01846
OG0000330	Prab.g_01780	Prau.g_01847
OG0000331	Prab.g_01781	Prau.g_01848
OG0000332	Prab.g_01795	Prau.g_01862
OG0000333	Prab.g_01797	Prau.g_01864
OG0000334	Prab.g_01805	Prau.g_01872
OG0000335	Prab.g_01810	Prau.g_01877
OG0000336	Prab.g_01814	Prau.g_01881
OG0000337	Prab.g_01830	Prau.g_01897
OG0000338	Prab.g_01831	Prau.g_01898
OG0000339	Prab.g_01835	Prau.g_01902
OG0000340	Prab.g_01842	Prau.g_01910
OG0000341	Prab.g_01844	Prau.g_01912
OG0000342	Prab.g_01845	Prau.g_01913
OG0000343	Prab.g_01846	Prau.g_01914
OG0000344	Prab.g_01849	Prau.g_01917
OG0000345	Prab.g_01854	Prau.g_01922
OG0000346	Prab.g_01858	Prau.g_01926
OG0000347	Prab.g_01874	Prau.g_01942
OG0000348	Prab.g_01884	Prau.g_01952
OG0000349	Prab.g_01901	Prau.g_01969
OG0000350	Prab.g_01920	Prau.g_01987
OG0000351	Prab.g_01937	Prau.g_02004
OG0000352	Prab.g_01938	Prau.g_02005
OG0000353	Prab.g_01954	Prau.g_02021
OG0000355	Prab.g_00001	Prau.g_00001
OG0000356	Prab.g_00002	Prau.g_00002
OG0000357	Prab.g_00003	Prau.g_00003
OG0000358	Prab.g_00007	Prau.g_00007
OG0000359	Prab.g_00008	Prau.g_00008
OG0000360	Prab.g_00009	Prau.g_00009
OG0000361	Prab.g_00010	Prau.g_00010
OG0000362	Prab.g_00012	Prau.g_00012
OG0000363	Prab.g_00014	Prau.g_00014
OG0000364	Prab.g_00015	Prau.g_00015
OG0000365	Prab.g_00020	Prau.g_00020
OG0000366	Prab.g_00021	Prau.g_00021
OG0000367	Prab.g_00022	Prau.g_00022
OG0000368	Prab.g_00024	Prau.g_00024
OG0000369	Prab.g_00025	Prau.g_00025
OG0000370	Prab.g_00026	Prau.g_00026
OG0000371	Prab.g_00032	Prau.g_00031
OG0000372	Prab.g_00035	Prau.g_00034
OG0000373	Prab.g_00036	Prau.g_00035
OG0000374	Prab.g_00037	Prau.g_00036
OG0000375	Prab.g_00039	Prau.g_00047
OG0000376	Prab.g_00041	Prau.g_00049
OG0000377	Prab.g_00044	Prau.g_00053
OG0000378	Prab.g_00046	Prau.g_00055
OG0000379	Prab.g_00049	Prau.g_00058
OG0000380	Prab.g_00058	Prau.g_00068
OG0000381	Prab.g_00062	Prau.g_00072
OG0000382	Prab.g_00073	Prau.g_00082
OG0000383	Prab.g_00075	Prau.g_00084
OG0000384	Prab.g_00076	Prau.g_00085
OG0000385	Prab.g_00077	Prau.g_00086
OG0000386	Prab.g_00078	Prau.g_00087
OG0000387	Prab.g_00090	Prau.g_00100
OG0000388	Prab.g_00093	Prau.g_00103
OG0000389	Prab.g_00097	Prau.g_00107
OG0000390	Prab.g_00104	Prau.g_00114
OG0000391	Prab.g_00107	Prau.g_00117
OG0000392	Prab.g_00111	Prau.g_00121
OG0000393	Prab.g_00113	Prau.g_00123
OG0000394	Prab.g_00114	Prau.g_00124
OG0000395	Prab.g_00115	Prau.g_00125
OG0000396	Prab.g_00117	Prau.g_00128
OG0000397	Prab.g_00119	Prau.g_00130
OG0000398	Prab.g_00121	Prau.g_00132
OG0000399	Prab.g_00122	Prau.g_00133
OG0000400	Prab.g_00123	Prau.g_00134
OG0000401	Prab.g_00124	Prau.g_00135
OG0000402	Prab.g_00126	Prau.g_00137
OG0000403	Prab.g_00127	Prau.g_00138
OG0000404	Prab.g_00128	Prau.g_00139
OG0000405	Prab.g_00132	Prau.g_00143
OG0000406	Prab.g_00138	Prau.g_00148
OG0000407	Prab.g_00139	Prau.g_00149
OG0000408	Prab.g_00141	Prau.g_00151
OG0000409	Prab.g_00143	Prau.g_00153
OG0000410	Prab.g_00144	Prau.g_00154
OG0000411	Prab.g_00145	Prau.g_00155
OG0000412	Prab.g_00146	Prau.g_00156
OG0000413	Prab.g_00147	Prau.g_00157
OG0000414	Prab.g_00148	Prau.g_00158
OG0000415	Prab.g_00149	Prau.g_00159
OG0000416	Prab.g_00150	Prau.g_00160
OG0000417	Prab.g_00151	Prau.g_00161
OG0000418	Prab.g_00156	Prau.g_00166
OG0000419	Prab.g_00158	Prau.g_00168
OG0000420	Prab.g_00159	Prau.g_00169
OG0000421	Prab.g_00164	Prau.g_00174
OG0000422	Prab.g_00165	Prau.g_00175
OG0000423	Prab.g_00166	Prau.g_00176
OG0000424	Prab.g_00167	Prau.g_00177
OG0000425	Prab.g_00168	Prau.g_00178
OG0000426	Prab.g_00169	Prau.g_00179
OG0000427	Prab.g_00170	Prau.g_00180
OG0000428	Prab.g_00172	Prau.g_00182
OG0000429	Prab.g_00173	Prau.g_00183
OG0000430	Prab.g_00174	Prau.g_00184
OG0000431	Prab.g_00176	Prau.g_00186
OG0000432	Prab.g_00179	Prau.g_00189
OG0000433	Prab.g_00180	Prau.g_00190
OG0000434	Prab.g_00181	Prau.g_00191
OG0000435	Prab.g_00182	Prau.g_00192
OG0000436	Prab.g_00187	Prau.g_00197
OG0000437	Prab.g_00188	Prau.g_00198
OG0000438	Prab.g_00189	Prau.g_00199
OG0000439	Prab.g_00191	Prau.g_00201
OG0000440	Prab.g_00192	Prau.g_00202
OG0000441	Prab.g_00195	Prau.g_00205
OG0000442	Prab.g_00196	Prau.g_00206
OG0000443	Prab.g_00197	Prau.g_00207
OG0000444	Prab.g_00202	Prau.g_00212
OG0000445	Prab.g_00203	Prau.g_00213
OG0000446	Prab.g_00204	Prau.g_00214
OG0000447	Prab.g_00205	Prau.g_00215
OG0000448	Prab.g_00206	Prau.g_00216
OG0000449	Prab.g_00207	Prau.g_00217
OG0000450	Prab.g_00208	Prau.g_00218
OG0000451	Prab.g_00209	Prau.g_00219
OG0000452	Prab.g_00212	Prau.g_00222
OG0000453	Prab.g_00213	Prau.g_00223
OG0000454	Prab.g_00214	Prau.g_00224
OG0000455	Prab.g_00215	Prau.g_00225
OG0000456	Prab.g_00216	Prau.g_00226
OG0000457	Prab.g_00217	Prau.g_00227
OG0000458	Prab.g_00218	Prau.g_00228
OG0000459	Prab.g_00219	Prau.g_00229
OG0000460	Prab.g_00226	Prau.g_00236
OG0000461	Prab.g_00232	Prau.g_00244
OG0000462	Prab.g_00234	Prau.g_00246
OG0000463	Prab.g_00235	Prau.g_00247
OG0000464	Prab.g_00236	Prau.g_00248
OG0000465	Prab.g_00237	Prau.g_00249
OG0000466	Prab.g_00240	Prau.g_00252
OG0000467	Prab.g_00241	Prau.g_00253
OG0000468	Prab.g_00243	Prau.g_00255
OG0000469	Prab.g_00251	Prau.g_00264
OG0000470	Prab.g_00253	Prau.g_00266
OG0000471	Prab.g_00254	Prau.g_00267
OG0000472	Prab.g_00255	Prau.g_00268
OG0000473	Prab.g_00257	Prau.g_00270
OG0000474	Prab.g_00258	Prau.g_00271
OG0000475	Prab.g_00259	Prau.g_00272
OG0000476	Prab.g_00260	Prau.g_00273
OG0000477	Prab.g_00263	Prau.g_00277
OG0000478	Prab.g_00264	Prau.g_00278
OG0000479	Prab.g_00265	Prau.g_00279
OG0000480	Prab.g_00270	Prau.g_00284
OG0000481	Prab.g_00272	Prau.g_00286
OG0000482	Prab.g_00273	Prau.g_00287
OG0000483	Prab.g_00276	Prau.g_00290
OG0000484	Prab.g_00277	Prau.g_00291
OG0000485	Prab.g_00278	Prau.g_00292
OG0000486	Prab.g_00279	Prau.g_00293
OG0000487	Prab.g_00283	Prau.g_00297
OG0000488	Prab.g_00286	Prau.g_00300
OG0000489	Prab.g_00291	Prau.g_00305
OG0000490	Prab.g_00296	Prau.g_00310
OG0000491	Prab.g_00297	Prau.g_00311
OG0000492	Prab.g_00299	Prau.g_00313
OG0000493	Prab.g_00300	Prau.g_00314
OG0000494	Prab.g_00301	Prau.g_00315
OG0000495	Prab.g_00302	Prau.g_00316
OG0000496	Prab.g_00303	Prau.g_00317
OG0000497	Prab.g_00304	Prau.g_00318
OG0000498	Prab.g_00305	Prau.g_00319
OG0000499	Prab.g_00306	Prau.g_00320
OG0000500	Prab.g_00307	Prau.g_00321
OG0000501	Prab.g_00309	Prau.g_00323
OG0000502	Prab.g_00312	Prau.g_00326
OG0000503	Prab.g_00322	Prau.g_00336
OG0000504	Prab.g_00323	Prau.g_00337
OG0000505	Prab.g_00324	Prau.g_00338
OG0000506	Prab.g_00325	Prau.g_00340
OG0000507	Prab.g_00328	Prau.g_00343
OG0000508	Prab.g_00332	Prau.g_00347
OG0000509	Prab.g_00334	Prau.g_00349
OG0000510	Prab.g_00335	Prau.g_00350
OG0000511	Prab.g_00336	Prau.g_00351
OG0000512	Prab.g_00338	Prau.g_00353
OG0000513	Prab.g_00345	Prau.g_00360
OG0000514	Prab.g_00434	Prau.g_00472
OG0000515	Prab.g_00435	Prau.g_00473
OG0000516	Prab.g_00436	Prau.g_00474
OG0000517	Prab.g_00438	Prau.g_00476
OG0000518	Prab.g_00449	Prau.g_00487
OG0000519	Prab.g_00450	Prau.g_00488
OG0000520	Prab.g_00454	Prau.g_00489
OG0000521	Prab.g_00459	Prau.g_00494
OG0000522	Prab.g_00460	Prau.g_00496
OG0000523	Prab.g_00461	Prau.g_00497
OG0000524	Prab.g_00466	Prau.g_00503
OG0000525	Prab.g_00469	Prau.g_00506
OG0000526	Prab.g_00470	Prau.g_00507
OG0000527	Prab.g_00477	Prau.g_00514
OG0000528	Prab.g_00482	Prau.g_00519
OG0000529	Prab.g_00485	Prau.g_00522
OG0000530	Prab.g_00488	Prau.g_00525
OG0000531	Prab.g_00489	Prau.g_00526
OG0000532	Prab.g_00491	Prau.g_00528
OG0000533	Prab.g_00492	Prau.g_00529
OG0000534	Prab.g_00493	Prau.g_00530
OG0000535	Prab.g_00494	Prau.g_00531
OG0000536	Prab.g_00495	Prau.g_00532
OG0000537	Prab.g_00496	Prau.g_00533
OG0000538	Prab.g_00504	Prau.g_00541
OG0000539	Prab.g_00505	Prau.g_00542
OG0000540	Prab.g_00506	Prau.g_00543
OG0000541	Prab.g_00507	Prau.g_00544
OG0000542	Prab.g_00509	Prau.g_00546
OG0000543	Prab.g_00511	Prau.g_00548
OG0000544	Prab.g_00512	Prau.g_00549
OG0000545	Prab.g_00514	Prau.g_00551
OG0000546	Prab.g_00517	Prau.g_00554
OG0000547	Prab.g_00519	Prau.g_00556
OG0000548	Prab.g_00520	Prau.g_00557
OG0000549	Prab.g_00522	Prau.g_00559
OG0000550	Prab.g_00527	Prau.g_00564
OG0000551	Prab.g_00531	Prau.g_00567
OG0000552	Prab.g_00532	Prau.g_00568
OG0000553	Prab.g_00533	Prau.g_00569
OG0000554	Prab.g_00538	Prau.g_00574
OG0000555	Prab.g_00546	Prau.g_00582
OG0000556	Prab.g_00548	Prau.g_00584
OG0000557	Prab.g_00549	Prau.g_00585
OG0000558	Prab.g_00551	Prau.g_00587
OG0000559	Prab.g_00555	Prau.g_00591
OG0000560	Prab.g_00558	Prau.g_00594
OG0000561	Prab.g_00559	Prau.g_00595
OG0000562	Prab.g_00560	Prau.g_00596
OG0000563	Prab.g_00561	Prau.g_00597
