Orthogroup	Prab	Prax
OG0000070	Prab.g_00456	Prax.g_00750
OG0000071	Prab.g_01637, Prab.g_01326	Prax.g_01899
OG0000072	Prab.g_00162	Prax.g_01047
OG0000073	Prab.g_00503	Prax.g_00702
OG0000074	Prab.g_00687	Prax.g_00960
OG0000075	Prab.g_01834	Prax.g_01370
OG0000076	Prab.g_01857	Prax.g_01394
OG0000077	Prab.g_00070	Prax.g_00649
OG0000078	Prab.g_00229	Prax.g_00979
OG0000079	Prab.g_00242	Prax.g_00923
OG0000081	Prab.g_00535	Prax.g_00670
OG0000082	Prab.g_00589	Prax.g_00045
OG0000083	Prab.g_01307	Prax.g_01924
OG0000083	Prab.g_00921	Prax.g_00444
OG0000084	Prab.g_01462	Prax.g_01737
OG0000085	Prab.g_01662	Prax.g_01566
OG0000086	Prab.g_00080	Prax.g_00659
OG0000087	Prab.g_00129	Prax.g_01079
OG0000088	Prab.g_00157	Prax.g_01052
OG0000089	Prab.g_00343	Prax.g_00817
OG0000090	Prab.g_00537	Prax.g_00668
OG0000091	Prab.g_00647	Prax.g_00101
OG0000092	Prab.g_01063	Prax.g_00566
OG0000093	Prab.g_01042	Prax.g_00588
OG0000094	Prab.g_00948	Prax.g_01185
OG0000095	Prab.g_01299, Prab.g_00929	Prax.g_01204
OG0000096	Prab.g_01596	Prax.g_00500
OG0000096	Prab.g_01165	Prax.g_00141
OG0000097	Prab.g_01260	Prax.g_00241
OG0000098	Prab.g_01346	Prax.g_01881
OG0000099	Prab.g_01394	Prax.g_01825
OG0000100	Prab.g_01540	Prax.g_01654
OG0000101	Prab.g_01802	Prax.g_01338
OG0000102	Prab.g_01862	Prax.g_01399
OG0000103	Prab.g_01942	Prax.g_01478
OG0000104	Prab.g_01951	Prax.g_01486
OG0000105	Prab.g_00262	Prax.g_00901
OG0000106	Prab.g_00359	Prax.g_00803
OG0000107	Prab.g_00375	Prax.g_00790
OG0000108	Prab.g_00484	Prax.g_00722
OG0000109	Prab.g_00498	Prax.g_00707
OG0000110	Prab.g_00579	Prax.g_00035
OG0000111	Prab.g_00704	Prax.g_00943
OG0000112	Prab.g_00804	Prax.g_00409
OG0000113	Prab.g_00862	Prax.g_00351
OG0000114	Prab.g_01068	Prax.g_00561
OG0000115	Prab.g_01156	Prax.g_00132
OG0000116	Prab.g_01209	Prax.g_00190
OG0000117	Prab.g_00717	Prax.g_01959
OG0000118	Prab.g_01338	Prax.g_01887
OG0000119	Prab.g_01356	Prax.g_01867
OG0000120	Prab.g_01447	Prax.g_01832
OG0000121	Prab.g_01468	Prax.g_01726
OG0000122	Prab.g_01506	Prax.g_01688
OG0000123	Prab.g_01809	Prax.g_01345
OG0000124	Prab.g_01873	Prax.g_01410
OG0000125	Prab.g_01910	Prax.g_01447
OG0000126	Prab.g_01950	Prax.g_01485
OG0000128	Prab.g_00011	Prax.g_01974
OG0000129	Prab.g_00043	Prax.g_00269
OG0000130	Prab.g_00061	Prax.g_00640
OG0000131	Prab.g_00136	Prax.g_01073
OG0000132	Prab.g_00155	Prax.g_01054
OG0000133	Prab.g_00310	Prax.g_00853, Prax.g_00852
OG0000134	Prab.g_00344	Prax.g_00816
OG0000135	Prab.g_00371	Prax.g_00792
OG0000136	Prab.g_00444	Prax.g_00759
OG0000137	Prab.g_00479	Prax.g_00727
OG0000138	Prab.g_00499	Prax.g_00706
OG0000139	Prab.g_00541	Prax.g_00664
OG0000140	Prab.g_00542	Prax.g_00663
OG0000141	Prab.g_00611	Prax.g_00066
OG0000142	Prab.g_00640	Prax.g_00094
OG0000143	Prab.g_00644	Prax.g_00098
OG0000144	Prab.g_00657	Prax.g_00111
OG0000145	Prab.g_00783	Prax.g_00413
OG0000146	Prab.g_00805	Prax.g_00408
OG0000147	Prab.g_00806	Prax.g_00407
OG0000148	Prab.g_00856	Prax.g_00357
OG0000149	Prab.g_00886	Prax.g_00326
OG0000150	Prab.g_00894	Prax.g_00318
OG0000151	Prab.g_01058	Prax.g_00571
OG0000152	Prab.g_01010	Prax.g_01129
OG0000153	Prab.g_00991	Prax.g_01148
OG0000154	Prab.g_00955	Prax.g_01178
OG0000155	Prab.g_01239	Prax.g_00220
OG0000156	Prab.g_01315	Prax.g_01910
OG0000157	Prab.g_01316	Prax.g_01909
OG0000158	Prab.g_01379	Prax.g_01780
OG0000159	Prab.g_01392	Prax.g_01824
OG0000160	Prab.g_01467	Prax.g_01727
OG0000161	Prab.g_01473	Prax.g_01721
OG0000162	Prab.g_01479	Prax.g_01715
OG0000163	Prab.g_01513	Prax.g_01681
OG0000164	Prab.g_01693	Prax.g_01535
OG0000165	Prab.g_01700	Prax.g_01528
OG0000166	Prab.g_01766	Prax.g_01302
OG0000167	Prab.g_01832	Prax.g_01368
OG0000168	Prab.g_01841	Prax.g_01378
OG0000169	Prab.g_01851	Prax.g_01388
OG0000170	Prab.g_01853	Prax.g_01390
OG0000171	Prab.g_01872	Prax.g_01409
OG0000172	Prab.g_01881	Prax.g_01418
OG0000173	Prab.g_01896	Prax.g_01433
OG0000174	Prab.g_01924	Prax.g_01460
OG0000175	Prab.g_01934	Prax.g_01470
OG0000176	Prab.g_00004	Prax.g_01494
OG0000177	Prab.g_00005	Prax.g_01495
OG0000178	Prab.g_00006	Prax.g_01496
OG0000179	Prab.g_00016	Prax.g_00297
OG0000180	Prab.g_00017	Prax.g_00296
OG0000181	Prab.g_00018	Prax.g_00295
OG0000182	Prab.g_00019	Prax.g_00294
OG0000183	Prab.g_00023	Prax.g_00290
OG0000184	Prab.g_00045	Prax.g_00621
OG0000185	Prab.g_00048	Prax.g_00624
OG0000186	Prab.g_00056	Prax.g_00635
OG0000187	Prab.g_00057	Prax.g_00636
OG0000188	Prab.g_00074	Prax.g_00653
OG0000189	Prab.g_00087	Prax.g_01122
OG0000190	Prab.g_00088	Prax.g_01121
OG0000191	Prab.g_00108	Prax.g_01101
OG0000192	Prab.g_00112	Prax.g_01097
OG0000193	Prab.g_00137	Prax.g_01072
OG0000194	Prab.g_00140	Prax.g_01069
OG0000195	Prab.g_00142	Prax.g_01067
OG0000196	Prab.g_00152	Prax.g_01057
OG0000197	Prab.g_00153	Prax.g_01056
OG0000198	Prab.g_00154	Prax.g_01055
OG0000199	Prab.g_00161	Prax.g_01048
OG0000200	Prab.g_00175	Prax.g_01034
OG0000201	Prab.g_00183	Prax.g_01026
OG0000202	Prab.g_00184	Prax.g_01025
OG0000203	Prab.g_00185	Prax.g_01024
OG0000204	Prab.g_00186	Prax.g_01023
OG0000205	Prab.g_00193	Prax.g_01016
OG0000206	Prab.g_00198	Prax.g_01011
OG0000207	Prab.g_00200	Prax.g_01009
OG0000208	Prab.g_00201	Prax.g_01008
OG0000209	Prab.g_00210	Prax.g_00999
OG0000210	Prab.g_00211	Prax.g_00998
OG0000211	Prab.g_00224	Prax.g_00985
OG0000212	Prab.g_00230	Prax.g_00978
OG0000213	Prab.g_00247	Prax.g_00918
OG0000214	Prab.g_00256	Prax.g_00908
OG0000215	Prab.g_00280	Prax.g_00883
OG0000216	Prab.g_00282	Prax.g_00881
OG0000217	Prab.g_00285	Prax.g_00878
OG0000218	Prab.g_00287	Prax.g_00876
OG0000219	Prab.g_00288	Prax.g_00875
OG0000220	Prab.g_00289	Prax.g_00874
OG0000221	Prab.g_00290	Prax.g_00873
OG0000222	Prab.g_00298	Prax.g_00865
OG0000223	Prab.g_00311	Prax.g_00850
OG0000224	Prab.g_00313	Prax.g_00848
OG0000225	Prab.g_00333	Prax.g_00827
OG0000226	Prab.g_00337	Prax.g_00823
OG0000227	Prab.g_00339	Prax.g_00821
OG0000228	Prab.g_00342	Prax.g_00818
OG0000229	Prab.g_00439	Prax.g_00764
OG0000230	Prab.g_00441	Prax.g_00762
OG0000231	Prab.g_00455	Prax.g_00751
OG0000232	Prab.g_00463	Prax.g_00743
OG0000233	Prab.g_00468	Prax.g_00738
OG0000234	Prab.g_00480	Prax.g_00726
OG0000235	Prab.g_00483	Prax.g_00723
OG0000236	Prab.g_00497	Prax.g_00708
OG0000237	Prab.g_00510	Prax.g_00695
OG0000238	Prab.g_00516	Prax.g_00689
OG0000239	Prab.g_00529	Prax.g_00676
OG0000240	Prab.g_00530	Prax.g_00675
OG0000241	Prab.g_00534	Prax.g_00671
OG0000242	Prab.g_00536	Prax.g_00669
OG0000243	Prab.g_00547	Prax.g_00004
OG0000244	Prab.g_00550	Prax.g_00007
OG0000245	Prab.g_00552	Prax.g_00009
OG0000246	Prab.g_00556	Prax.g_00013
OG0000247	Prab.g_00566	Prax.g_00023
OG0000248	Prab.g_00569	Prax.g_00025
OG0000249	Prab.g_00571	Prax.g_00027
OG0000250	Prab.g_00576	Prax.g_00032
OG0000251	Prab.g_00595	Prax.g_00050
OG0000252	Prab.g_00598	Prax.g_00053
OG0000253	Prab.g_00599	Prax.g_00054
OG0000254	Prab.g_00615	Prax.g_00070
OG0000255	Prab.g_00621	Prax.g_00076
OG0000256	Prab.g_00632	Prax.g_00086
OG0000257	Prab.g_00635	Prax.g_00089
OG0000258	Prab.g_00648	Prax.g_00102
OG0000259	Prab.g_00665	Prax.g_00119
OG0000260	Prab.g_00668	Prax.g_00122
OG0000261	Prab.g_00670	Prax.g_00977
OG0000262	Prab.g_00674	Prax.g_00973
OG0000263	Prab.g_00686	Prax.g_00961
OG0000264	Prab.g_00696	Prax.g_00951
OG0000265	Prab.g_00723	Prax.g_00485
OG0000266	Prab.g_00733	Prax.g_00475
OG0000267	Prab.g_00744	Prax.g_00464
OG0000268	Prab.g_00745	Prax.g_00463
OG0000269	Prab.g_00835	Prax.g_00378
OG0000270	Prab.g_00838	Prax.g_00375
OG0000271	Prab.g_00846	Prax.g_00367
OG0000272	Prab.g_00847	Prax.g_00366
OG0000273	Prab.g_00870	Prax.g_00343
OG0000274	Prab.g_00871	Prax.g_00342
OG0000275	Prab.g_00873	Prax.g_00339
OG0000276	Prab.g_00878	Prax.g_00334
OG0000277	Prab.g_00879	Prax.g_00333
OG0000278	Prab.g_00882	Prax.g_00330
OG0000279	Prab.g_00889	Prax.g_00323
OG0000280	Prab.g_00890	Prax.g_00322
OG0000281	Prab.g_00896	Prax.g_00317
OG0000282	Prab.g_01066	Prax.g_00563
OG0000283	Prab.g_01033	Prax.g_00597
OG0000284	Prab.g_01028	Prax.g_00602
OG0000285	Prab.g_01023	Prax.g_00607
OG0000286	Prab.g_01011	Prax.g_00619
OG0000287	Prab.g_00994	Prax.g_01145
OG0000288	Prab.g_00956	Prax.g_01177
OG0000289	Prab.g_00945	Prax.g_01188
OG0000290	Prab.g_00932	Prax.g_01201
OG0000291	Prab.g_00930	Prax.g_01203
OG0000292	Prab.g_01144	Prax.g_01759, Prax.g_01254
OG0000293	Prab.g_01210	Prax.g_00191
OG0000294	Prab.g_01211	Prax.g_00192
OG0000295	Prab.g_01231	Prax.g_00212
OG0000296	Prab.g_01233	Prax.g_00214
OG0000297	Prab.g_01241	Prax.g_00222
OG0000298	Prab.g_01242	Prax.g_00223
OG0000299	Prab.g_01259	Prax.g_00240
OG0000300	Prab.g_01262	Prax.g_00243
OG0000301	Prab.g_01263	Prax.g_00244
OG0000302	Prab.g_01265	Prax.g_00246
OG0000303	Prab.g_01272	Prax.g_00253
OG0000304	Prab.g_01276	Prax.g_00257
OG0000305	Prab.g_01353	Prax.g_01871
OG0000306	Prab.g_01355	Prax.g_01868
OG0000307	Prab.g_01369	Prax.g_01854
OG0000308	Prab.g_01370	Prax.g_01853
OG0000309	Prab.g_01374	Prax.g_01849
OG0000310	Prab.g_01451	Prax.g_01748
OG0000311	Prab.g_01453	Prax.g_01746
OG0000312	Prab.g_01456	Prax.g_01743
OG0000313	Prab.g_01470	Prax.g_01724
OG0000314	Prab.g_01493	Prax.g_01701
OG0000315	Prab.g_01503	Prax.g_01691
OG0000316	Prab.g_01523	Prax.g_01671
OG0000317	Prab.g_01667	Prax.g_01561
OG0000318	Prab.g_01670	Prax.g_01558
OG0000319	Prab.g_01683	Prax.g_01545
OG0000320	Prab.g_01685	Prax.g_01543
OG0000321	Prab.g_01686	Prax.g_01542
OG0000322	Prab.g_01687	Prax.g_01541
OG0000323	Prab.g_01696	Prax.g_01532
OG0000324	Prab.g_01722	Prax.g_01505
OG0000325	Prab.g_01732	Prax.g_01263
OG0000326	Prab.g_01738	Prax.g_01269
OG0000327	Prab.g_01761	Prax.g_01297
OG0000328	Prab.g_01762	Prax.g_01298
OG0000329	Prab.g_01779	Prax.g_01315
OG0000330	Prab.g_01780	Prax.g_01316
OG0000331	Prab.g_01781	Prax.g_01317
OG0000332	Prab.g_01795	Prax.g_01331
OG0000333	Prab.g_01797	Prax.g_01333
OG0000334	Prab.g_01805	Prax.g_01341
OG0000335	Prab.g_01810	Prax.g_01346
OG0000336	Prab.g_01814	Prax.g_01350
OG0000337	Prab.g_01830	Prax.g_01366
OG0000338	Prab.g_01831	Prax.g_01367
OG0000339	Prab.g_01835	Prax.g_01371
OG0000340	Prab.g_01842	Prax.g_01379
OG0000341	Prab.g_01844	Prax.g_01381
OG0000342	Prab.g_01845	Prax.g_01382
OG0000343	Prab.g_01846	Prax.g_01383
OG0000344	Prab.g_01849	Prax.g_01386
OG0000345	Prab.g_01854	Prax.g_01391
OG0000346	Prab.g_01858	Prax.g_01395
OG0000347	Prab.g_01874	Prax.g_01411
OG0000348	Prab.g_01884	Prax.g_01421
OG0000349	Prab.g_01901	Prax.g_01438
OG0000350	Prab.g_01920	Prax.g_01456
OG0000351	Prab.g_01937	Prax.g_01473
OG0000352	Prab.g_01938	Prax.g_01474
OG0000353	Prab.g_01954	Prax.g_01489
OG0000355	Prab.g_00001	Prax.g_01491
OG0000356	Prab.g_00002	Prax.g_01492
OG0000357	Prab.g_00003	Prax.g_01493
OG0000358	Prab.g_00007	Prax.g_01497
OG0000359	Prab.g_00008	Prax.g_01498
OG0000360	Prab.g_00009	Prax.g_01499
OG0000361	Prab.g_00010	Prax.g_01975
OG0000362	Prab.g_00012	Prax.g_01973
OG0000363	Prab.g_00014	Prax.g_00299
OG0000364	Prab.g_00015	Prax.g_00298
OG0000365	Prab.g_00020	Prax.g_00293
OG0000366	Prab.g_00021	Prax.g_00292
OG0000367	Prab.g_00022	Prax.g_00291
OG0000368	Prab.g_00024	Prax.g_00289
OG0000369	Prab.g_00025	Prax.g_00288
OG0000370	Prab.g_00026	Prax.g_00287
OG0000371	Prab.g_00032	Prax.g_00281
OG0000372	Prab.g_00035	Prax.g_00278
OG0000373	Prab.g_00036	Prax.g_00277
OG0000374	Prab.g_00037	Prax.g_00276
OG0000375	Prab.g_00039	Prax.g_00273
OG0000376	Prab.g_00041	Prax.g_00271
OG0000377	Prab.g_00044	Prax.g_00261
OG0000378	Prab.g_00046	Prax.g_00622
OG0000379	Prab.g_00049	Prax.g_00625
OG0000380	Prab.g_00058	Prax.g_00637
OG0000381	Prab.g_00062	Prax.g_00641
OG0000382	Prab.g_00073	Prax.g_00652
OG0000383	Prab.g_00075	Prax.g_00654
OG0000384	Prab.g_00076	Prax.g_00655
OG0000385	Prab.g_00077	Prax.g_00656
OG0000386	Prab.g_00078	Prax.g_00657
OG0000387	Prab.g_00090	Prax.g_01119
OG0000388	Prab.g_00093	Prax.g_01116
OG0000389	Prab.g_00097	Prax.g_01113
OG0000390	Prab.g_00104	Prax.g_01106
OG0000391	Prab.g_00107	Prax.g_01102
OG0000392	Prab.g_00111	Prax.g_01098
OG0000393	Prab.g_00113	Prax.g_01096
OG0000394	Prab.g_00114	Prax.g_01095
OG0000395	Prab.g_00115	Prax.g_01094
OG0000396	Prab.g_00117	Prax.g_01091
OG0000397	Prab.g_00119	Prax.g_01089
OG0000398	Prab.g_00121	Prax.g_01087
OG0000399	Prab.g_00122	Prax.g_01086
OG0000400	Prab.g_00123	Prax.g_01085
OG0000401	Prab.g_00124	Prax.g_01084
OG0000402	Prab.g_00126	Prax.g_01082
OG0000403	Prab.g_00127	Prax.g_01081
OG0000404	Prab.g_00128	Prax.g_01080
OG0000405	Prab.g_00132	Prax.g_01076
OG0000406	Prab.g_00138	Prax.g_01071
OG0000407	Prab.g_00139	Prax.g_01070
OG0000408	Prab.g_00141	Prax.g_01068
OG0000409	Prab.g_00143	Prax.g_01066
OG0000410	Prab.g_00144	Prax.g_01065
OG0000411	Prab.g_00145	Prax.g_01064
OG0000412	Prab.g_00146	Prax.g_01063
OG0000413	Prab.g_00147	Prax.g_01062
OG0000414	Prab.g_00148	Prax.g_01061
OG0000415	Prab.g_00149	Prax.g_01060
OG0000416	Prab.g_00150	Prax.g_01059
OG0000417	Prab.g_00151	Prax.g_01058
OG0000418	Prab.g_00156	Prax.g_01053
OG0000419	Prab.g_00158	Prax.g_01051
OG0000420	Prab.g_00159	Prax.g_01050
OG0000421	Prab.g_00164	Prax.g_01045
OG0000422	Prab.g_00165	Prax.g_01044
OG0000423	Prab.g_00166	Prax.g_01043
OG0000424	Prab.g_00167	Prax.g_01042
OG0000425	Prab.g_00168	Prax.g_01041
OG0000426	Prab.g_00169	Prax.g_01040
OG0000427	Prab.g_00170	Prax.g_01039
OG0000428	Prab.g_00172	Prax.g_01037
OG0000429	Prab.g_00173	Prax.g_01036
OG0000430	Prab.g_00174	Prax.g_01035
OG0000431	Prab.g_00176	Prax.g_01033
OG0000432	Prab.g_00179	Prax.g_01030
OG0000433	Prab.g_00180	Prax.g_01029
OG0000434	Prab.g_00181	Prax.g_01028
OG0000435	Prab.g_00182	Prax.g_01027
OG0000436	Prab.g_00187	Prax.g_01022
OG0000437	Prab.g_00188	Prax.g_01021
OG0000438	Prab.g_00189	Prax.g_01020
OG0000439	Prab.g_00191	Prax.g_01018
OG0000440	Prab.g_00192	Prax.g_01017
OG0000441	Prab.g_00195	Prax.g_01014
OG0000442	Prab.g_00196	Prax.g_01013
OG0000443	Prab.g_00197	Prax.g_01012
OG0000444	Prab.g_00202	Prax.g_01007
OG0000445	Prab.g_00203	Prax.g_01006
OG0000446	Prab.g_00204	Prax.g_01005
OG0000447	Prab.g_00205	Prax.g_01004
OG0000448	Prab.g_00206	Prax.g_01003
OG0000449	Prab.g_00207	Prax.g_01002
OG0000450	Prab.g_00208	Prax.g_01001
OG0000451	Prab.g_00209	Prax.g_01000
OG0000452	Prab.g_00212	Prax.g_00997
OG0000453	Prab.g_00213	Prax.g_00996
OG0000454	Prab.g_00214	Prax.g_00995
OG0000455	Prab.g_00215	Prax.g_00994
OG0000456	Prab.g_00216	Prax.g_00993
OG0000457	Prab.g_00217	Prax.g_00992
OG0000458	Prab.g_00218	Prax.g_00991
OG0000459	Prab.g_00219	Prax.g_00990
OG0000460	Prab.g_00226	Prax.g_00983
OG0000461	Prab.g_00232	Prax.g_00933
OG0000462	Prab.g_00234	Prax.g_00931
OG0000463	Prab.g_00235	Prax.g_00930
OG0000464	Prab.g_00236	Prax.g_00929
OG0000465	Prab.g_00237	Prax.g_00928
OG0000466	Prab.g_00240	Prax.g_00925
OG0000467	Prab.g_00241	Prax.g_00924
OG0000468	Prab.g_00243	Prax.g_00922
OG0000469	Prab.g_00251	Prax.g_00913
OG0000470	Prab.g_00253	Prax.g_00911
OG0000471	Prab.g_00254	Prax.g_00910
OG0000472	Prab.g_00255	Prax.g_00909
OG0000473	Prab.g_00257	Prax.g_00907
OG0000474	Prab.g_00258	Prax.g_00906
OG0000475	Prab.g_00259	Prax.g_00905
OG0000476	Prab.g_00260	Prax.g_00904
OG0000477	Prab.g_00263	Prax.g_00900
OG0000478	Prab.g_00264	Prax.g_00899
OG0000479	Prab.g_00265	Prax.g_00898
OG0000480	Prab.g_00270	Prax.g_00893
OG0000481	Prab.g_00272	Prax.g_00891
OG0000482	Prab.g_00273	Prax.g_00890
OG0000483	Prab.g_00276	Prax.g_00887
OG0000484	Prab.g_00277	Prax.g_00886
OG0000485	Prab.g_00278	Prax.g_00885
OG0000486	Prab.g_00279	Prax.g_00884
OG0000487	Prab.g_00283	Prax.g_00880
OG0000488	Prab.g_00286	Prax.g_00877
OG0000489	Prab.g_00291	Prax.g_00872
OG0000490	Prab.g_00296	Prax.g_00867
OG0000491	Prab.g_00297	Prax.g_00866
OG0000492	Prab.g_00299	Prax.g_00864
OG0000493	Prab.g_00300	Prax.g_00863
OG0000494	Prab.g_00301	Prax.g_00862
OG0000495	Prab.g_00302	Prax.g_00861
OG0000496	Prab.g_00303	Prax.g_00860
OG0000497	Prab.g_00304	Prax.g_00859
OG0000498	Prab.g_00305	Prax.g_00858
OG0000499	Prab.g_00306	Prax.g_00857
OG0000500	Prab.g_00307	Prax.g_00856
OG0000501	Prab.g_00309	Prax.g_00854
OG0000502	Prab.g_00312	Prax.g_00849
OG0000503	Prab.g_00322	Prax.g_00839
OG0000504	Prab.g_00323	Prax.g_00838
OG0000505	Prab.g_00324	Prax.g_00837
OG0000506	Prab.g_00325	Prax.g_00835
OG0000507	Prab.g_00328	Prax.g_00832
OG0000508	Prab.g_00332	Prax.g_00828
OG0000509	Prab.g_00334	Prax.g_00826
OG0000510	Prab.g_00335	Prax.g_00825
OG0000511	Prab.g_00336	Prax.g_00824
OG0000512	Prab.g_00338	Prax.g_00822
OG0000513	Prab.g_00345	Prax.g_00815
OG0000514	Prab.g_00434	Prax.g_00769
OG0000515	Prab.g_00435	Prax.g_00768
OG0000516	Prab.g_00436	Prax.g_00767
OG0000517	Prab.g_00438	Prax.g_00765
OG0000518	Prab.g_00449	Prax.g_00754
OG0000519	Prab.g_00450	Prax.g_00753
OG0000520	Prab.g_00454	Prax.g_00752
OG0000521	Prab.g_00459	Prax.g_00747
OG0000522	Prab.g_00460	Prax.g_00746
OG0000523	Prab.g_00461	Prax.g_00745
OG0000524	Prab.g_00466	Prax.g_00740
OG0000525	Prab.g_00469	Prax.g_00737
OG0000526	Prab.g_00470	Prax.g_00736
OG0000527	Prab.g_00477	Prax.g_00729
OG0000528	Prab.g_00482	Prax.g_00724
OG0000529	Prab.g_00485	Prax.g_00721
OG0000530	Prab.g_00488	Prax.g_00718
OG0000531	Prab.g_00489	Prax.g_00717
OG0000532	Prab.g_00491	Prax.g_00715
OG0000533	Prab.g_00492	Prax.g_00714
OG0000534	Prab.g_00493	Prax.g_00713
OG0000535	Prab.g_00494	Prax.g_00712
OG0000536	Prab.g_00495	Prax.g_00711
OG0000537	Prab.g_00496	Prax.g_00709
OG0000538	Prab.g_00504	Prax.g_00701
OG0000539	Prab.g_00505	Prax.g_00700
OG0000540	Prab.g_00506	Prax.g_00699
OG0000541	Prab.g_00507	Prax.g_00698
OG0000542	Prab.g_00509	Prax.g_00696
OG0000543	Prab.g_00511	Prax.g_00694
OG0000544	Prab.g_00512	Prax.g_00693
OG0000545	Prab.g_00514	Prax.g_00691
OG0000546	Prab.g_00517	Prax.g_00688
OG0000547	Prab.g_00519	Prax.g_00686
OG0000548	Prab.g_00520	Prax.g_00685
OG0000549	Prab.g_00522	Prax.g_00683
OG0000550	Prab.g_00527	Prax.g_00678
OG0000551	Prab.g_00531	Prax.g_00674
OG0000552	Prab.g_00532	Prax.g_00673
OG0000553	Prab.g_00533	Prax.g_00672
OG0000554	Prab.g_00538	Prax.g_00667
OG0000555	Prab.g_00546	Prax.g_00003
OG0000556	Prab.g_00548	Prax.g_00005
OG0000557	Prab.g_00549	Prax.g_00006
OG0000558	Prab.g_00551	Prax.g_00008
OG0000559	Prab.g_00555	Prax.g_00012
OG0000560	Prab.g_00558	Prax.g_00015
