Orthogroup	Prab	Prak
OG0000085	Prab.g_01662	Prak.g_01516, Prak.g_01637
OG0000086	Prab.g_00080	Prak.g_00092
OG0000087	Prab.g_00129	Prak.g_00147
OG0000088	Prab.g_00157	Prak.g_00178
OG0000089	Prab.g_00343	Prak.g_00379
OG0000090	Prab.g_00537	Prak.g_00492
OG0000091	Prab.g_00647	Prak.g_01100
OG0000092	Prab.g_01063	Prak.g_00775
OG0000093	Prab.g_01042	Prak.g_01071
OG0000094	Prab.g_00948	Prak.g_01022
OG0000095	Prab.g_01299	Prak.g_00920
OG0000096	Prab.g_01596, Prab.g_01165	Prak.g_00702
OG0000097	Prab.g_01260	Prak.g_01126
OG0000098	Prab.g_01346	Prak.g_01305
OG0000099	Prab.g_01394	Prak.g_01352
OG0000100	Prab.g_01540	Prak.g_01470
OG0000101	Prab.g_01802	Prak.g_01780
OG0000102	Prab.g_01862	Prak.g_01847
OG0000103	Prab.g_01942	Prak.g_01932
OG0000104	Prab.g_01951	Prak.g_01941
OG0000105	Prab.g_00262	Prak.g_00292
OG0000106	Prab.g_00359	Prak.g_00687
OG0000107	Prab.g_00375	Prak.g_01709
OG0000108	Prab.g_00484	Prak.g_00441
OG0000109	Prab.g_00498	Prak.g_00455
OG0000110	Prab.g_00579	Prak.g_00535
OG0000111	Prab.g_00704	Prak.g_00830
OG0000112	Prab.g_00804	Prak.g_00608
OG0000113	Prab.g_00862	Prak.g_00868
OG0000114	Prab.g_01068	Prak.g_00770
OG0000115	Prab.g_01156	Prak.g_01241
OG0000116	Prab.g_01209	Prak.g_01183
OG0000117	Prab.g_00717	Prak.g_01145
OG0000118	Prab.g_01338	Prak.g_01290
OG0000119	Prab.g_01356	Prak.g_01226, Prak.g_01488
OG0000120	Prab.g_01447	Prak.g_01349
OG0000121	Prab.g_01468	Prak.g_01393
OG0000122	Prab.g_01506	Prak.g_01248, Prak.g_01434
OG0000123	Prab.g_01809	Prak.g_01787
OG0000124	Prab.g_01873	Prak.g_01859
OG0000125	Prab.g_01910	Prak.g_01895
OG0000126	Prab.g_01950	Prak.g_01940
OG0000128	Prab.g_00011	Prak.g_00011
OG0000129	Prab.g_00043	Prak.g_00045
OG0000130	Prab.g_00061	Prak.g_00074
OG0000131	Prab.g_00136	Prak.g_00156
OG0000132	Prab.g_00155	Prak.g_00176
OG0000133	Prab.g_00310	Prak.g_00339
OG0000134	Prab.g_00344	Prak.g_00381
OG0000135	Prab.g_00371	Prak.g_01259
OG0000136	Prab.g_00444	Prak.g_00403
OG0000137	Prab.g_00479	Prak.g_00436
OG0000138	Prab.g_00499	Prak.g_00456
OG0000139	Prab.g_00541	Prak.g_00496
OG0000140	Prab.g_00542	Prak.g_00497
OG0000141	Prab.g_00611	Prak.g_00569
OG0000142	Prab.g_00640	Prak.g_01108
OG0000143	Prab.g_00644	Prak.g_01104
OG0000144	Prab.g_00657	Prak.g_01090
OG0000145	Prab.g_00783	Prak.g_01261
OG0000146	Prab.g_00805	Prak.g_00607
OG0000147	Prab.g_00806	Prak.g_00606
OG0000148	Prab.g_00856	Prak.g_00862
OG0000149	Prab.g_00886	Prak.g_00894
OG0000150	Prab.g_00894	Prak.g_00904
OG0000151	Prab.g_01058	Prak.g_00780
OG0000152	Prab.g_01010	Prak.g_00973
OG0000153	Prab.g_00991	Prak.g_00992
OG0000154	Prab.g_00955	Prak.g_01012
OG0000155	Prab.g_01239	Prak.g_01151
OG0000156	Prab.g_01315	Prak.g_01266
OG0000157	Prab.g_01316	Prak.g_01267
OG0000158	Prab.g_01379	Prak.g_01824
OG0000160	Prab.g_01467	Prak.g_01392
OG0000161	Prab.g_01473	Prak.g_01398
OG0000162	Prab.g_01479	Prak.g_01404
OG0000163	Prab.g_01513	Prak.g_01443
OG0000164	Prab.g_01693	Prak.g_01669
OG0000165	Prab.g_01700	Prak.g_01676
OG0000166	Prab.g_01766	Prak.g_01743
OG0000167	Prab.g_01832	Prak.g_01814
OG0000168	Prab.g_01841	Prak.g_01825
OG0000169	Prab.g_01851	Prak.g_01835
OG0000170	Prab.g_01853	Prak.g_01838
OG0000171	Prab.g_01872	Prak.g_01858
OG0000172	Prab.g_01881	Prak.g_01865
OG0000173	Prab.g_01896	Prak.g_01880
OG0000174	Prab.g_01924	Prak.g_01910
OG0000175	Prab.g_01934	Prak.g_01923
OG0000176	Prab.g_00004	Prak.g_00004
OG0000177	Prab.g_00005	Prak.g_00005
OG0000178	Prab.g_00006	Prak.g_00006
OG0000179	Prab.g_00016	Prak.g_00016
OG0000180	Prab.g_00017	Prak.g_00017
OG0000181	Prab.g_00018	Prak.g_00018
OG0000182	Prab.g_00019	Prak.g_00019
OG0000183	Prab.g_00023	Prak.g_00023
OG0000184	Prab.g_00045	Prak.g_00049
OG0000185	Prab.g_00048	Prak.g_00052
OG0000186	Prab.g_00056	Prak.g_00068
OG0000187	Prab.g_00057	Prak.g_00069
OG0000188	Prab.g_00074	Prak.g_00086
OG0000189	Prab.g_00087	Prak.g_00100
OG0000190	Prab.g_00088	Prak.g_00102
OG0000191	Prab.g_00108	Prak.g_00125
OG0000192	Prab.g_00112	Prak.g_00130
OG0000193	Prab.g_00137	Prak.g_00157
OG0000194	Prab.g_00140	Prak.g_00160
OG0000195	Prab.g_00142	Prak.g_00162
OG0000196	Prab.g_00152	Prak.g_00173
OG0000197	Prab.g_00153	Prak.g_00174
OG0000198	Prab.g_00154	Prak.g_00175
OG0000199	Prab.g_00161	Prak.g_00182
OG0000200	Prab.g_00175	Prak.g_00196
OG0000201	Prab.g_00183	Prak.g_00205
OG0000202	Prab.g_00184	Prak.g_00206
OG0000203	Prab.g_00185	Prak.g_00207
OG0000204	Prab.g_00186	Prak.g_00208
OG0000205	Prab.g_00193	Prak.g_00215
OG0000206	Prab.g_00198	Prak.g_00220
OG0000207	Prab.g_00200	Prak.g_00223
OG0000208	Prab.g_00201	Prak.g_00224
OG0000209	Prab.g_00210	Prak.g_00233
OG0000210	Prab.g_00211	Prak.g_00234
OG0000211	Prab.g_00224	Prak.g_00249
OG0000212	Prab.g_00230	Prak.g_00257
OG0000213	Prab.g_00247	Prak.g_00275
OG0000214	Prab.g_00256	Prak.g_00285
OG0000215	Prab.g_00280	Prak.g_00312
OG0000216	Prab.g_00282	Prak.g_00313
OG0000217	Prab.g_00285	Prak.g_00316
OG0000218	Prab.g_00287	Prak.g_00318
OG0000219	Prab.g_00288	Prak.g_00319
OG0000220	Prab.g_00289	Prak.g_00320
OG0000221	Prab.g_00290	Prak.g_00321
OG0000222	Prab.g_00298	Prak.g_00328
OG0000223	Prab.g_00311	Prak.g_00340
OG0000224	Prab.g_00313	Prak.g_00342
OG0000225	Prab.g_00333	Prak.g_00368
OG0000226	Prab.g_00337	Prak.g_00372
OG0000227	Prab.g_00339	Prak.g_00374
OG0000228	Prab.g_00342	Prak.g_00378
OG0000229	Prab.g_00439	Prak.g_00398
OG0000230	Prab.g_00441	Prak.g_00400
OG0000231	Prab.g_00455	Prak.g_00411
OG0000232	Prab.g_00463	Prak.g_00422
OG0000233	Prab.g_00468	Prak.g_00428
OG0000234	Prab.g_00480	Prak.g_00437
OG0000235	Prab.g_00483	Prak.g_00440
OG0000236	Prab.g_00497	Prak.g_00454
OG0000237	Prab.g_00510	Prak.g_00467
OG0000238	Prab.g_00516	Prak.g_00473
OG0000239	Prab.g_00529	Prak.g_00484
OG0000240	Prab.g_00530	Prak.g_00485
OG0000241	Prab.g_00534	Prak.g_00489
OG0000242	Prab.g_00536	Prak.g_00491
OG0000243	Prab.g_00547	Prak.g_00502
OG0000244	Prab.g_00550	Prak.g_00506
OG0000245	Prab.g_00552	Prak.g_00508
OG0000246	Prab.g_00556	Prak.g_00512
OG0000247	Prab.g_00566	Prak.g_00522
OG0000248	Prab.g_00569	Prak.g_00525
OG0000249	Prab.g_00571	Prak.g_00527
OG0000250	Prab.g_00576	Prak.g_00532
OG0000251	Prab.g_00595	Prak.g_00552
OG0000252	Prab.g_00598	Prak.g_00555
OG0000253	Prab.g_00599	Prak.g_00556
OG0000254	Prab.g_00615	Prak.g_00573
OG0000255	Prab.g_00621	Prak.g_00579
OG0000256	Prab.g_00632	Prak.g_00589
OG0000257	Prab.g_00635	Prak.g_01113
OG0000258	Prab.g_00648	Prak.g_01099
OG0000259	Prab.g_00665	Prak.g_01082
OG0000260	Prab.g_00668	Prak.g_01079
OG0000261	Prab.g_00670	Prak.g_01076
OG0000262	Prab.g_00674	Prak.g_01072
OG0000263	Prab.g_00686	Prak.g_00808
OG0000264	Prab.g_00696	Prak.g_00819
OG0000265	Prab.g_00723	Prak.g_00837
OG0000266	Prab.g_00733	Prak.g_01053
OG0000267	Prab.g_00744	Prak.g_01041
OG0000268	Prab.g_00745	Prak.g_01040
OG0000269	Prab.g_00835	Prak.g_00840
OG0000270	Prab.g_00838	Prak.g_00843
OG0000271	Prab.g_00846	Prak.g_00851
OG0000272	Prab.g_00847	Prak.g_00852
OG0000273	Prab.g_00870	Prak.g_00876
OG0000274	Prab.g_00871	Prak.g_00877
OG0000275	Prab.g_00873	Prak.g_00880
OG0000276	Prab.g_00878	Prak.g_00886
OG0000277	Prab.g_00879	Prak.g_00887
OG0000278	Prab.g_00882	Prak.g_00890
OG0000279	Prab.g_00889	Prak.g_00897
OG0000280	Prab.g_00890	Prak.g_00898
OG0000281	Prab.g_00896	Prak.g_00905
OG0000282	Prab.g_01066	Prak.g_00772
OG0000283	Prab.g_01033	Prak.g_00949
OG0000284	Prab.g_01028	Prak.g_00954
OG0000285	Prab.g_01023	Prak.g_00959
OG0000286	Prab.g_01011	Prak.g_00972
OG0000287	Prab.g_00994	Prak.g_01238
OG0000288	Prab.g_00956	Prak.g_01011
OG0000289	Prab.g_00945	Prak.g_01027
OG0000290	Prab.g_00932	Prak.g_00923
OG0000291	Prab.g_00930	Prak.g_00921
OG0000292	Prab.g_01144	Prak.g_01217
OG0000293	Prab.g_01210	Prak.g_01182
OG0000294	Prab.g_01211	Prak.g_01181
OG0000295	Prab.g_01231	Prak.g_01158
OG0000296	Prab.g_01233	Prak.g_01156
OG0000297	Prab.g_01241	Prak.g_01147
OG0000298	Prab.g_01242	Prak.g_01146
OG0000299	Prab.g_01259	Prak.g_01127
OG0000300	Prab.g_01262	Prak.g_01124
OG0000301	Prab.g_01263	Prak.g_01123
OG0000302	Prab.g_01265	Prak.g_01121
OG0000303	Prab.g_01272	Prak.g_01115
OG0000304	Prab.g_01276	Prak.g_00594
OG0000305	Prab.g_01353	Prak.g_01215
OG0000306	Prab.g_01355	Prak.g_00909
OG0000307	Prab.g_01369	Prak.g_01338
OG0000308	Prab.g_01370	Prak.g_01339
OG0000309	Prab.g_01374	Prak.g_01343
OG0000310	Prab.g_01451	Prak.g_01377
OG0000311	Prab.g_01453	Prak.g_01379
OG0000312	Prab.g_01456	Prak.g_01382
OG0000313	Prab.g_01470	Prak.g_01395
OG0000314	Prab.g_01493	Prak.g_01418
OG0000315	Prab.g_01503	Prak.g_01428
OG0000316	Prab.g_01523	Prak.g_01453
OG0000317	Prab.g_01667	Prak.g_01642
OG0000318	Prab.g_01670	Prak.g_01646
OG0000319	Prab.g_01683	Prak.g_01659
OG0000320	Prab.g_01685	Prak.g_01661
OG0000321	Prab.g_01686	Prak.g_01662
OG0000322	Prab.g_01687	Prak.g_01663
OG0000323	Prab.g_01696	Prak.g_01672
OG0000324	Prab.g_01722	Prak.g_01699
OG0000325	Prab.g_01732	Prak.g_01710
OG0000326	Prab.g_01738	Prak.g_01717
OG0000327	Prab.g_01761	Prak.g_01738
OG0000328	Prab.g_01762	Prak.g_01739
OG0000329	Prab.g_01779	Prak.g_01756
OG0000330	Prab.g_01780	Prak.g_01757
OG0000331	Prab.g_01781	Prak.g_01758
OG0000332	Prab.g_01795	Prak.g_01772
OG0000333	Prab.g_01797	Prak.g_01774
OG0000334	Prab.g_01805	Prak.g_01783
OG0000335	Prab.g_01810	Prak.g_01788
OG0000336	Prab.g_01814	Prak.g_01792
OG0000337	Prab.g_01830	Prak.g_01810
OG0000338	Prab.g_01831	Prak.g_01811
OG0000339	Prab.g_01835	Prak.g_01817
OG0000340	Prab.g_01842	Prak.g_01826
OG0000341	Prab.g_01844	Prak.g_01828
OG0000342	Prab.g_01845	Prak.g_01829
OG0000343	Prab.g_01846	Prak.g_01830
OG0000344	Prab.g_01849	Prak.g_01833
OG0000345	Prab.g_01854	Prak.g_01839
OG0000346	Prab.g_01858	Prak.g_01843
OG0000347	Prab.g_01874	Prak.g_01860
OG0000348	Prab.g_01884	Prak.g_01868
OG0000349	Prab.g_01901	Prak.g_01886
OG0000350	Prab.g_01920	Prak.g_00656
OG0000351	Prab.g_01937	Prak.g_01926
OG0000352	Prab.g_01938	Prak.g_01927
OG0000353	Prab.g_01954	Prak.g_01944
OG0000355	Prab.g_00001	Prak.g_00001
OG0000356	Prab.g_00002	Prak.g_00002
OG0000357	Prab.g_00003	Prak.g_00003
OG0000358	Prab.g_00007	Prak.g_00007
OG0000359	Prab.g_00008	Prak.g_00008
OG0000360	Prab.g_00009	Prak.g_00009
OG0000361	Prab.g_00010	Prak.g_00010
OG0000362	Prab.g_00012	Prak.g_00012
OG0000363	Prab.g_00014	Prak.g_00014
OG0000364	Prab.g_00015	Prak.g_00015
OG0000365	Prab.g_00020	Prak.g_00020
OG0000366	Prab.g_00021	Prak.g_00021
OG0000367	Prab.g_00022	Prak.g_00022
OG0000368	Prab.g_00024	Prak.g_00024
OG0000369	Prab.g_00025	Prak.g_00025
OG0000370	Prab.g_00026	Prak.g_00026
OG0000371	Prab.g_00032	Prak.g_00033
OG0000372	Prab.g_00035	Prak.g_00036
OG0000373	Prab.g_00036	Prak.g_00037
OG0000374	Prab.g_00037	Prak.g_00038
OG0000375	Prab.g_00039	Prak.g_00040
OG0000376	Prab.g_00041	Prak.g_00042
OG0000377	Prab.g_00044	Prak.g_00046
OG0000378	Prab.g_00046	Prak.g_00050
OG0000379	Prab.g_00049	Prak.g_00053
OG0000380	Prab.g_00058	Prak.g_00070
OG0000381	Prab.g_00062	Prak.g_00075
OG0000382	Prab.g_00073	Prak.g_00085
OG0000383	Prab.g_00075	Prak.g_00087
OG0000384	Prab.g_00076	Prak.g_00088
OG0000385	Prab.g_00077	Prak.g_00089
OG0000386	Prab.g_00078	Prak.g_00090
OG0000387	Prab.g_00090	Prak.g_00104
OG0000388	Prab.g_00093	Prak.g_00108
OG0000389	Prab.g_00097	Prak.g_00111
OG0000390	Prab.g_00104	Prak.g_00121
OG0000391	Prab.g_00107	Prak.g_00124
OG0000392	Prab.g_00111	Prak.g_00128
OG0000393	Prab.g_00113	Prak.g_00131
OG0000394	Prab.g_00114	Prak.g_00132
OG0000395	Prab.g_00115	Prak.g_00133
OG0000396	Prab.g_00117	Prak.g_00135
OG0000397	Prab.g_00119	Prak.g_00137
OG0000398	Prab.g_00121	Prak.g_00140
OG0000399	Prab.g_00122	Prak.g_00141
OG0000400	Prab.g_00123	Prak.g_00142
OG0000401	Prab.g_00124	Prak.g_00143
OG0000402	Prab.g_00126	Prak.g_01035
OG0000403	Prab.g_00127	Prak.g_00145
OG0000404	Prab.g_00128	Prak.g_00146
OG0000405	Prab.g_00132	Prak.g_00150
OG0000406	Prab.g_00138	Prak.g_00158
OG0000407	Prab.g_00139	Prak.g_00159
OG0000408	Prab.g_00141	Prak.g_00161
OG0000409	Prab.g_00143	Prak.g_00163
OG0000410	Prab.g_00144	Prak.g_00164
OG0000411	Prab.g_00145	Prak.g_00165
OG0000412	Prab.g_00146	Prak.g_00166
OG0000413	Prab.g_00147	Prak.g_00168
OG0000414	Prab.g_00148	Prak.g_00169
OG0000415	Prab.g_00149	Prak.g_00170
OG0000416	Prab.g_00150	Prak.g_00171
OG0000417	Prab.g_00151	Prak.g_00172
OG0000418	Prab.g_00156	Prak.g_00177
OG0000419	Prab.g_00158	Prak.g_00179
OG0000420	Prab.g_00159	Prak.g_00180
OG0000421	Prab.g_00164	Prak.g_00185
OG0000422	Prab.g_00165	Prak.g_00186
OG0000423	Prab.g_00166	Prak.g_00187
OG0000424	Prab.g_00167	Prak.g_00188
OG0000425	Prab.g_00168	Prak.g_00189
OG0000426	Prab.g_00169	Prak.g_00190
OG0000427	Prab.g_00170	Prak.g_00191
OG0000428	Prab.g_00172	Prak.g_00193
OG0000429	Prab.g_00173	Prak.g_00194
OG0000430	Prab.g_00174	Prak.g_00195
OG0000431	Prab.g_00176	Prak.g_00197
OG0000432	Prab.g_00179	Prak.g_00201
OG0000433	Prab.g_00180	Prak.g_00202
OG0000434	Prab.g_00181	Prak.g_00203
OG0000435	Prab.g_00182	Prak.g_00204
OG0000436	Prab.g_00187	Prak.g_00209
OG0000437	Prab.g_00188	Prak.g_00210
OG0000438	Prab.g_00189	Prak.g_00211
OG0000439	Prab.g_00191	Prak.g_00213
OG0000440	Prab.g_00192	Prak.g_00214
OG0000441	Prab.g_00195	Prak.g_00217
OG0000442	Prab.g_00196	Prak.g_00218
OG0000443	Prab.g_00197	Prak.g_00219
OG0000444	Prab.g_00202	Prak.g_00225
OG0000445	Prab.g_00203	Prak.g_00226
OG0000446	Prab.g_00204	Prak.g_00227
OG0000447	Prab.g_00205	Prak.g_00228
OG0000448	Prab.g_00206	Prak.g_00229
OG0000449	Prab.g_00207	Prak.g_00230
OG0000450	Prab.g_00208	Prak.g_00231
OG0000451	Prab.g_00209	Prak.g_00232
OG0000452	Prab.g_00212	Prak.g_00235
OG0000453	Prab.g_00213	Prak.g_00236
OG0000454	Prab.g_00214	Prak.g_00237
OG0000455	Prab.g_00215	Prak.g_00238
OG0000456	Prab.g_00216	Prak.g_00239
OG0000457	Prab.g_00217	Prak.g_00241
OG0000458	Prab.g_00218	Prak.g_00242
OG0000459	Prab.g_00219	Prak.g_00243
OG0000460	Prab.g_00226	Prak.g_00251
OG0000461	Prab.g_00232	Prak.g_00259
OG0000462	Prab.g_00234	Prak.g_00261
OG0000463	Prab.g_00235	Prak.g_00262
OG0000464	Prab.g_00236	Prak.g_00263
OG0000465	Prab.g_00237	Prak.g_00264
OG0000466	Prab.g_00240	Prak.g_00267
OG0000467	Prab.g_00241	Prak.g_00268
OG0000468	Prab.g_00243	Prak.g_00271
OG0000469	Prab.g_00251	Prak.g_00279
OG0000470	Prab.g_00253	Prak.g_00281
OG0000471	Prab.g_00254	Prak.g_00282
OG0000472	Prab.g_00255	Prak.g_00284
OG0000473	Prab.g_00257	Prak.g_00286
OG0000474	Prab.g_00258	Prak.g_00287
OG0000475	Prab.g_00259	Prak.g_00288
OG0000476	Prab.g_00260	Prak.g_00290
OG0000477	Prab.g_00263	Prak.g_00293
OG0000478	Prab.g_00264	Prak.g_00294
OG0000479	Prab.g_00265	Prak.g_00295
OG0000480	Prab.g_00270	Prak.g_00300
OG0000481	Prab.g_00272	Prak.g_00303
OG0000482	Prab.g_00273	Prak.g_00304
OG0000483	Prab.g_00276	Prak.g_00307
OG0000484	Prab.g_00277	Prak.g_00308
OG0000485	Prab.g_00278	Prak.g_00310
OG0000486	Prab.g_00279	Prak.g_00311
OG0000487	Prab.g_00283	Prak.g_00314
OG0000488	Prab.g_00286	Prak.g_00317
OG0000489	Prab.g_00291	Prak.g_00322
OG0000490	Prab.g_00296	Prak.g_00326
OG0000491	Prab.g_00297	Prak.g_00327
OG0000492	Prab.g_00299	Prak.g_00329
OG0000493	Prab.g_00300	Prak.g_00330
OG0000494	Prab.g_00301	Prak.g_00331
OG0000495	Prab.g_00302	Prak.g_00332
OG0000496	Prab.g_00303	Prak.g_00333
OG0000497	Prab.g_00304	Prak.g_00334
OG0000498	Prab.g_00305	Prak.g_00335
OG0000499	Prab.g_00306	Prak.g_00336
OG0000500	Prab.g_00307	Prak.g_00337
OG0000501	Prab.g_00309	Prak.g_00338
OG0000502	Prab.g_00312	Prak.g_00341
OG0000503	Prab.g_00322	Prak.g_00356
OG0000504	Prab.g_00323	Prak.g_00358
OG0000505	Prab.g_00324	Prak.g_00359
OG0000506	Prab.g_00325	Prak.g_00360
OG0000507	Prab.g_00328	Prak.g_00363
OG0000508	Prab.g_00332	Prak.g_00367
OG0000509	Prab.g_00334	Prak.g_00369
OG0000510	Prab.g_00335	Prak.g_00370
OG0000511	Prab.g_00336	Prak.g_00371
OG0000512	Prab.g_00338	Prak.g_00373
OG0000513	Prab.g_00345	Prak.g_00382
OG0000514	Prab.g_00434	Prak.g_00393
OG0000515	Prab.g_00435	Prak.g_00394
OG0000516	Prab.g_00436	Prak.g_00395
OG0000517	Prab.g_00438	Prak.g_00397
OG0000518	Prab.g_00449	Prak.g_00408
OG0000519	Prab.g_00450	Prak.g_00409
OG0000520	Prab.g_00454	Prak.g_00410
OG0000521	Prab.g_00459	Prak.g_00418
OG0000522	Prab.g_00460	Prak.g_00420
OG0000523	Prab.g_00461	Prak.g_00421
OG0000524	Prab.g_00466	Prak.g_00426
OG0000525	Prab.g_00469	Prak.g_00430
OG0000526	Prab.g_00470	Prak.g_00431
OG0000527	Prab.g_00477	Prak.g_00434
OG0000528	Prab.g_00482	Prak.g_00439
OG0000529	Prab.g_00485	Prak.g_00442
OG0000530	Prab.g_00488	Prak.g_00445
OG0000531	Prab.g_00489	Prak.g_00446
OG0000532	Prab.g_00491	Prak.g_00448
OG0000533	Prab.g_00492	Prak.g_00449
OG0000534	Prab.g_00493	Prak.g_00450
OG0000535	Prab.g_00494	Prak.g_00451
OG0000536	Prab.g_00495	Prak.g_00452
OG0000537	Prab.g_00496	Prak.g_00453
OG0000538	Prab.g_00504	Prak.g_00462
OG0000539	Prab.g_00505	Prak.g_00463
OG0000540	Prab.g_00506	Prak.g_00464
OG0000541	Prab.g_00507	Prak.g_00465
OG0000542	Prab.g_00509	Prak.g_00466
OG0000543	Prab.g_00511	Prak.g_00468
OG0000544	Prab.g_00512	Prak.g_00469
OG0000545	Prab.g_00514	Prak.g_00471
OG0000546	Prab.g_00517	Prak.g_00474
OG0000547	Prab.g_00519	Prak.g_00476
OG0000548	Prab.g_00520	Prak.g_00477
OG0000549	Prab.g_00522	Prak.g_00479
OG0000550	Prab.g_00527	Prak.g_00483
OG0000551	Prab.g_00531	Prak.g_00486
OG0000552	Prab.g_00532	Prak.g_00487
OG0000553	Prab.g_00533	Prak.g_00488
OG0000554	Prab.g_00538	Prak.g_00493
OG0000555	Prab.g_00546	Prak.g_00501
OG0000556	Prab.g_00548	Prak.g_00503
OG0000557	Prab.g_00549	Prak.g_00504
OG0000558	Prab.g_00551	Prak.g_00507
OG0000559	Prab.g_00555	Prak.g_00511
OG0000560	Prab.g_00558	Prak.g_00514
OG0000561	Prab.g_00559	Prak.g_00515
OG0000562	Prab.g_00560	Prak.g_00516
OG0000563	Prab.g_00561	Prak.g_00517
OG0000564	Prab.g_00562	Prak.g_00518
OG0000565	Prab.g_00565	Prak.g_00520
OG0000566	Prab.g_00568	Prak.g_00524
OG0000567	Prab.g_00572	Prak.g_00528
OG0000568	Prab.g_00573	Prak.g_00529
OG0000569	Prab.g_00574	Prak.g_00530
OG0000570	Prab.g_00575	Prak.g_00531
OG0000571	Prab.g_00577	Prak.g_00533
OG0000572	Prab.g_00590	Prak.g_00547
OG0000573	Prab.g_00596	Prak.g_00553
OG0000574	Prab.g_00597	Prak.g_00554
OG0000575	Prab.g_00601	Prak.g_00558
OG0000576	Prab.g_00603	Prak.g_00560
OG0000577	Prab.g_00604	Prak.g_00561
OG0000578	Prab.g_00605	Prak.g_00562
OG0000579	Prab.g_00606	Prak.g_00563
OG0000580	Prab.g_00607	Prak.g_00564
OG0000581	Prab.g_00609	Prak.g_00567
OG0000582	Prab.g_00612	Prak.g_00570
