Orthogroup	Prab	Prad
OG0000518	Prab.g_00449	Prad.g_00061
OG0000519	Prab.g_00450	Prad.g_00060
OG0000520	Prab.g_00454	Prad.g_00059
OG0000521	Prab.g_00459	Prad.g_00054
OG0000522	Prab.g_00460	Prad.g_00052
OG0000523	Prab.g_00461	Prad.g_00051
OG0000524	Prab.g_00466	Prad.g_00045
OG0000525	Prab.g_00469	Prad.g_00042
OG0000526	Prab.g_00470	Prad.g_00041
OG0000527	Prab.g_00477	Prad.g_00034
OG0000528	Prab.g_00482	Prad.g_00029
OG0000529	Prab.g_00485	Prad.g_00026
OG0000530	Prab.g_00488	Prad.g_00023
OG0000531	Prab.g_00489	Prad.g_00022
OG0000532	Prab.g_00491	Prad.g_00020
OG0000533	Prab.g_00492	Prad.g_00019
OG0000534	Prab.g_00493	Prad.g_00018
OG0000535	Prab.g_00494	Prad.g_00017
OG0000536	Prab.g_00495	Prad.g_00016
OG0000537	Prab.g_00496	Prad.g_00015
OG0000538	Prab.g_00504	Prad.g_00129
OG0000539	Prab.g_00505	Prad.g_00128
OG0000540	Prab.g_00506	Prad.g_00127
OG0000541	Prab.g_00507	Prad.g_00126
OG0000542	Prab.g_00509	Prad.g_00124
OG0000543	Prab.g_00511	Prad.g_00122
OG0000544	Prab.g_00512	Prad.g_00121
OG0000545	Prab.g_00514	Prad.g_00119
OG0000546	Prab.g_00517	Prad.g_00116
OG0000547	Prab.g_00519	Prad.g_00114
OG0000548	Prab.g_00520	Prad.g_00113
OG0000549	Prab.g_00522	Prad.g_00111
OG0000550	Prab.g_00527	Prad.g_00106
OG0000551	Prab.g_00531	Prad.g_00102
OG0000552	Prab.g_00532	Prad.g_00101
OG0000553	Prab.g_00533	Prad.g_00100
OG0000554	Prab.g_00538	Prad.g_00095
OG0000555	Prab.g_00546	Prad.g_01332
OG0000556	Prab.g_00548	Prad.g_01334
OG0000557	Prab.g_00549	Prad.g_01335
OG0000558	Prab.g_00551	Prad.g_01337
OG0000559	Prab.g_00555	Prad.g_01341
OG0000560	Prab.g_00558	Prad.g_01344
OG0000561	Prab.g_00559	Prad.g_01345
OG0000562	Prab.g_00560	Prad.g_01346
OG0000563	Prab.g_00561	Prad.g_01347
OG0000564	Prab.g_00562	Prad.g_01348
OG0000565	Prab.g_00565	Prad.g_01351
OG0000566	Prab.g_00568	Prad.g_01353
