Orthogroup	Praf	Prat
OG0000063	Praf.g_00041	Prat.g_01516
OG0000065	Praf.g_00244	Prat.g_00104
OG0000066	Praf.g_00672	Prat.g_01499
OG0000067	Praf.g_01530	Prat.g_01037
OG0000068	Praf.g_00585, Praf.g_00583	Prat.g_01291
OG0000070	Praf.g_01962	Prat.g_00412
OG0000071	Praf.g_00796	Prat.g_01249
OG0000072	Praf.g_02469	Prat.g_00172
OG0000073	Praf.g_00616	Prat.g_00462
OG0000075	Praf.g_02384	Prat.g_01761
OG0000076	Praf.g_00178	Prat.g_01788
OG0000077	Praf.g_00309	Prat.g_00075
OG0000078	Praf.g_00391	Prat.g_00245
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Prat.g_00258
OG0000081	Praf.g_01131	Prat.g_00493
OG0000082	Praf.g_00731	Prat.g_01507
OG0000084	Praf.g_01790	Prat.g_01348
OG0000085	Praf.g_00491	Prat.g_01584
OG0000086	Praf.g_00297	Prat.g_00086
OG0000087	Praf.g_02420	Prat.g_00138
OG0000088	Praf.g_02454	Prat.g_00166
OG0000089	Praf.g_02015	Prat.g_00370
OG0000090	Praf.g_00660	Prat.g_00495
OG0000091	Praf.g_01700	Prat.g_01082
OG0000093	Praf.g_01503	Prat.g_01053
OG0000094	Praf.g_02685	Prat.g_00943
OG0000097	Praf.g_00905	Prat.g_01111
OG0000098	Praf.g_01886	Prat.g_01282
OG0000099	Praf.g_02342	Prat.g_01312
OG0000100	Praf.g_00370, Praf.g_01561	Prat.g_01437
OG0000101	Praf.g_02119	Prat.g_01726
OG0000102	Praf.g_00173	Prat.g_01793
OG0000103	Praf.g_02765	Prat.g_01880
OG0000104	Praf.g_02779	Prat.g_01889
OG0000105	Praf.g_02271	Prat.g_00281
OG0000106	Praf.g_00496	Prat.g_00637
OG0000108	Praf.g_00595	Prat.g_00440
OG0000109	Praf.g_00611	Prat.g_00455
OG0000110	Praf.g_00718	Prat.g_00539
OG0000111	Praf.g_01126	Prat.g_00776
OG0000112	Praf.g_01400	Prat.g_00888
OG0000113	Praf.g_01556	Prat.g_01014
OG0000114	Praf.g_01461	Prat.g_00716
OG0000115	Praf.g_01825	Prat.g_01373
OG0000116	Praf.g_00825	Prat.g_01166
OG0000117	Praf.g_00919	Prat.g_01129
OG0000118	Praf.g_00779	Prat.g_01261
OG0000119	Praf.g_01108	Prat.g_00647
OG0000119	Praf.g_01143	Prat.g_01452
OG0000120	Praf.g_02343	Prat.g_00344
OG0000121	Praf.g_01796	Prat.g_01355
OG0000122	Praf.g_00976	Prat.g_01398
OG0000123	Praf.g_02108	Prat.g_01733
OG0000124	Praf.g_00153	Prat.g_01805
OG0000125	Praf.g_02664	Prat.g_01841
OG0000126	Praf.g_02777	Prat.g_01888
OG0000128	Praf.g_00012	Prat.g_00012, Prat.g_00011
OG0000129	Praf.g_02652	Prat.g_00047
OG0000130	Praf.g_00321	Prat.g_00066
OG0000131	Praf.g_02432	Prat.g_00144
OG0000132	Praf.g_02452	Prat.g_00164
OG0000133	Praf.g_02336	Prat.g_00329
OG0000134	Praf.g_02012	Prat.g_00372
OG0000135	Praf.g_02705	Prat.g_01477
OG0000136	Praf.g_01984	Prat.g_00401
OG0000137	Praf.g_01907	Prat.g_00434
OG0000138	Praf.g_00612	Prat.g_00456
OG0000139	Praf.g_00666	Prat.g_00499
OG0000140	Praf.g_00670	Prat.g_00500
OG0000141	Praf.g_00764	Prat.g_00570
OG0000142	Praf.g_01692	Prat.g_01090
OG0000143	Praf.g_01696	Prat.g_01086
OG0000144	Praf.g_01721	Prat.g_01072
OG0000145	Praf.g_00617	Prat.g_01472
OG0000146	Praf.g_01401	Prat.g_00887
OG0000147	Praf.g_01402	Prat.g_00886
OG0000148	Praf.g_01548	Prat.g_01020
OG0000149	Praf.g_01604	Prat.g_00991
OG0000150	Praf.g_01625	Prat.g_00981
OG0000151	Praf.g_01478	Prat.g_00726
OG0000152	Praf.g_01392	Prat.g_00896, Prat.g_01277
OG0000153	Praf.g_01362	Prat.g_00915
OG0000154	Praf.g_01337	Prat.g_00934
OG0000155	Praf.g_00886	Prat.g_01135
OG0000156	Praf.g_00810	Prat.g_01238
OG0000157	Praf.g_00809	Prat.g_01239
OG0000158	Praf.g_02394	Prat.g_01769
OG0000160	Praf.g_01795	Prat.g_01354
OG0000161	Praf.g_01805	Prat.g_01360
OG0000162	Praf.g_01817	Prat.g_01366
OG0000163	Praf.g_00538	Prat.g_01409
OG0000164	Praf.g_00453	Prat.g_01615
OG0000165	Praf.g_00444	Prat.g_01623
OG0000166	Praf.g_02157	Prat.g_01690
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Prat.g_01759
OG0000168	Praf.g_02395	Prat.g_01770
OG0000169	Praf.g_00191	Prat.g_01781
OG0000170	Praf.g_00183	Prat.g_01784
OG0000171	Praf.g_00154	Prat.g_01804
OG0000172	Praf.g_00087	Prat.g_01811
OG0000173	Praf.g_00062	Prat.g_01826
OG0000174	Praf.g_02717	Prat.g_01858
OG0000175	Praf.g_02754	Prat.g_01870
OG0000176	Praf.g_00004	Prat.g_00004
OG0000177	Praf.g_00005	Prat.g_00005
OG0000178	Praf.g_00006	Prat.g_00006
OG0000179	Praf.g_00021	Prat.g_00017
OG0000180	Praf.g_00022	Prat.g_00018
OG0000181	Praf.g_00023	Prat.g_00019
OG0000182	Praf.g_00024	Prat.g_00020
OG0000183	Praf.g_00028	Prat.g_01314, Prat.g_00024
OG0000184	Praf.g_02611	Prat.g_00051
OG0000185	Praf.g_02602	Prat.g_00054
OG0000186	Praf.g_00328	Prat.g_00060
OG0000187	Praf.g_00326	Prat.g_00061
OG0000188	Praf.g_00303	Prat.g_00080
OG0000189	Praf.g_00257	Prat.g_00093
OG0000190	Praf.g_00255	Prat.g_00094
OG0000191	Praf.g_00218	Prat.g_00116
OG0000192	Praf.g_00212	Prat.g_00121
OG0000193	Praf.g_02433	Prat.g_00145
OG0000194	Praf.g_02436	Prat.g_00148
OG0000195	Praf.g_02438	Prat.g_00150
OG0000196	Praf.g_02449	Prat.g_00161
OG0000197	Praf.g_02450	Prat.g_00162
OG0000198	Praf.g_02451	Prat.g_00163
OG0000199	Praf.g_02468	Prat.g_00171
OG0000200	Praf.g_02711	Prat.g_00185
OG0000201	Praf.g_02511	Prat.g_00194
OG0000202	Praf.g_02512	Prat.g_00195
OG0000203	Praf.g_02513	Prat.g_00196
OG0000204	Praf.g_02514	Prat.g_00197
OG0000205	Praf.g_02521	Prat.g_00204
OG0000206	Praf.g_02532	Prat.g_00209
OG0000207	Praf.g_02582	Prat.g_00211
OG0000208	Praf.g_02581	Prat.g_00212
OG0000209	Praf.g_02557	Prat.g_00221
OG0000210	Praf.g_02556	Prat.g_00222
OG0000211	Praf.g_00378	Prat.g_00238
OG0000212	Praf.g_00392	Prat.g_00246
OG0000213	Praf.g_02245	Prat.g_00264
OG0000214	Praf.g_02263	Prat.g_00274
OG0000215	Praf.g_02293	Prat.g_00300
OG0000216	Praf.g_02296	Prat.g_00302
OG0000217	Praf.g_02300	Prat.g_00305
OG0000218	Praf.g_02302	Prat.g_00307
OG0000219	Praf.g_02303	Prat.g_00308
OG0000220	Praf.g_02304	Prat.g_00309
OG0000221	Praf.g_02314	Prat.g_00310
OG0000222	Praf.g_02323	Prat.g_00317
OG0000223	Praf.g_02347	Prat.g_00330
OG0000224	Praf.g_02358	Prat.g_00332
OG0000225	Praf.g_02030	Prat.g_00360
OG0000226	Praf.g_02026	Prat.g_00364
OG0000227	Praf.g_02024	Prat.g_00366
OG0000228	Praf.g_02016	Prat.g_00369
OG0000229	Praf.g_01989	Prat.g_00396
OG0000230	Praf.g_01987	Prat.g_00398
OG0000231	Praf.g_01963	Prat.g_00411
OG0000232	Praf.g_01952	Prat.g_00419
OG0000233	Praf.g_01938	Prat.g_00426
OG0000234	Praf.g_01905	Prat.g_00435
OG0000235	Praf.g_00594	Prat.g_00439
OG0000236	Praf.g_00610	Prat.g_00454
OG0000237	Praf.g_00627	Prat.g_00469
OG0000238	Praf.g_00631	Prat.g_00475
OG0000239	Praf.g_00647	Prat.g_00487
OG0000240	Praf.g_00648	Prat.g_00488
OG0000241	Praf.g_01177	Prat.g_00492
OG0000242	Praf.g_00658	Prat.g_00494
OG0000243	Praf.g_00681	Prat.g_00504
OG0000244	Praf.g_00685	Prat.g_00507
OG0000245	Praf.g_00688	Prat.g_00509
OG0000246	Praf.g_00692	Prat.g_00514, Prat.g_00513
OG0000247	Praf.g_00703	Prat.g_00525
OG0000248	Praf.g_00706	Prat.g_00528
OG0000249	Praf.g_00708	Prat.g_00530
OG0000250	Praf.g_00714	Prat.g_00536
OG0000251	Praf.g_00739	Prat.g_00553
OG0000252	Praf.g_00742	Prat.g_00556
OG0000253	Praf.g_00749	Prat.g_00557
OG0000254	Praf.g_00768	Prat.g_00574
OG0000255	Praf.g_01662	Prat.g_00581
OG0000256	Praf.g_01676	Prat.g_00591
OG0000257	Praf.g_01685	Prat.g_01097
OG0000258	Praf.g_01708	Prat.g_01081
OG0000259	Praf.g_01736	Prat.g_01064
OG0000260	Praf.g_01739	Prat.g_01061
OG0000261	Praf.g_01742	Prat.g_01058
OG0000262	Praf.g_01748	Prat.g_01054
OG0000263	Praf.g_02570	Prat.g_00754
OG0000264	Praf.g_01218, Praf.g_01219	Prat.g_00765
OG0000265	Praf.g_01302, Praf.g_01238	Prat.g_00788
OG0000266	Praf.g_01313	Prat.g_00801
OG0000267	Praf.g_01436	Prat.g_00814
OG0000268	Praf.g_01435	Prat.g_00815
OG0000269	Praf.g_01525	Prat.g_01042
OG0000270	Praf.g_01528	Prat.g_01039
OG0000271	Praf.g_01536	Prat.g_01031
OG0000272	Praf.g_01537	Prat.g_01030
OG0000273	Praf.g_01585	Prat.g_01007
OG0000274	Praf.g_01586	Prat.g_01006
OG0000275	Praf.g_01590	Prat.g_01004
OG0000276	Praf.g_01596	Prat.g_00999
OG0000277	Praf.g_01597	Prat.g_00998
OG0000278	Praf.g_01600	Prat.g_00995
OG0000279	Praf.g_01608	Prat.g_00988
OG0000280	Praf.g_01614	Prat.g_00987
OG0000281	Praf.g_01627	Prat.g_00980
OG0000282	Praf.g_01463	Prat.g_00718
OG0000283	Praf.g_01426	Prat.g_00868
OG0000284	Praf.g_01420	Prat.g_00873
OG0000285	Praf.g_01006	Prat.g_00879
OG0000286	Praf.g_01393	Prat.g_00895
OG0000287	Praf.g_01073	Prat.g_00912
OG0000288	Praf.g_01338	Prat.g_00933
OG0000289	Praf.g_01325	Prat.g_00948
OG0000290	Praf.g_01277	Prat.g_00962
OG0000291	Praf.g_01275	Prat.g_00964
OG0000292	Praf.g_02776	Prat.g_01208
OG0000293	Praf.g_00826	Prat.g_01165
OG0000294	Praf.g_00827	Prat.g_01164
OG0000295	Praf.g_00879	Prat.g_01142
OG0000296	Praf.g_00881	Prat.g_01140
OG0000297	Praf.g_00917	Prat.g_01131
OG0000298	Praf.g_00918	Prat.g_01130
OG0000299	Praf.g_00908	Prat.g_01112
OG0000300	Praf.g_00902	Prat.g_01108
OG0000301	Praf.g_00901	Prat.g_01107
OG0000302	Praf.g_00898	Prat.g_01105
OG0000303	Praf.g_00888	Prat.g_01099
OG0000304	Praf.g_00938	Prat.g_00595
OG0000305	Praf.g_01271	Prat.g_01200
OG0000306	Praf.g_01635	Prat.g_00976
OG0000307	Praf.g_00575	Prat.g_01300
OG0000308	Praf.g_00573	Prat.g_01301
OG0000309	Praf.g_00569	Prat.g_01305
OG0000310	Praf.g_01772	Prat.g_01336
OG0000311	Praf.g_01778, Praf.g_01776	Prat.g_01338
OG0000312	Praf.g_01782	Prat.g_01341
OG0000313	Praf.g_01802	Prat.g_01357
OG0000314	Praf.g_01837	Prat.g_01382
OG0000315	Praf.g_01848	Prat.g_01392
OG0000316	Praf.g_00526	Prat.g_01420
OG0000317	Praf.g_00485	Prat.g_01589
OG0000318	Praf.g_00479	Prat.g_01593
OG0000319	Praf.g_00464	Prat.g_01605
OG0000320	Praf.g_00462	Prat.g_01607
OG0000321	Praf.g_00461	Prat.g_01608
OG0000322	Praf.g_00460	Prat.g_01609
OG0000323	Praf.g_00449	Prat.g_01618
OG0000324	Praf.g_00419	Prat.g_01647
OG0000325	Praf.g_02200	Prat.g_01657
OG0000326	Praf.g_02193	Prat.g_01664
OG0000327	Praf.g_02162	Prat.g_01685
OG0000328	Praf.g_02161	Prat.g_01686
OG0000329	Praf.g_02144	Prat.g_01703
OG0000330	Praf.g_02143	Prat.g_01704
OG0000331	Praf.g_02142	Prat.g_01705
OG0000332	Praf.g_02127	Prat.g_01718
OG0000333	Praf.g_02125	Prat.g_01720
OG0000334	Praf.g_02112	Prat.g_01729
OG0000335	Praf.g_02107	Prat.g_01734
OG0000336	Praf.g_02103	Prat.g_01738
OG0000337	Praf.g_02372	Prat.g_01756
OG0000338	Praf.g_02375	Prat.g_01757
OG0000339	Praf.g_02386	Prat.g_01762
OG0000340	Praf.g_02396	Prat.g_01771
OG0000341	Praf.g_02398	Prat.g_01773
OG0000342	Praf.g_02399	Prat.g_01775
OG0000343	Praf.g_00196	Prat.g_01776
OG0000344	Praf.g_00193	Prat.g_01779
OG0000345	Praf.g_00182	Prat.g_01785
OG0000346	Praf.g_00177	Prat.g_01789
OG0000347	Praf.g_00152	Prat.g_01806
OG0000348	Praf.g_00081	Prat.g_01814
OG0000349	Praf.g_00054	Prat.g_01832
OG0000350	Praf.g_02699	Prat.g_01853
OG0000351	Praf.g_02757	Prat.g_01873
OG0000352	Praf.g_02758	Prat.g_01874
OG0000353	Praf.g_02782	Prat.g_01892
OG0000354	Praf.g_00019	Prat.g_00845
OG0000355	Praf.g_00001	Prat.g_00001
OG0000356	Praf.g_00002	Prat.g_00002
OG0000357	Praf.g_00003	Prat.g_00003
OG0000358	Praf.g_00007	Prat.g_00007
OG0000359	Praf.g_00009	Prat.g_00008
OG0000360	Praf.g_00010	Prat.g_00009
OG0000361	Praf.g_00011	Prat.g_00010
OG0000362	Praf.g_00013	Prat.g_00013
OG0000363	Praf.g_00015	Prat.g_00015
OG0000364	Praf.g_00016	Prat.g_00016
OG0000365	Praf.g_00025	Prat.g_00021
OG0000366	Praf.g_00026	Prat.g_00022
OG0000367	Praf.g_00027	Prat.g_00023
OG0000368	Praf.g_00029	Prat.g_00025
OG0000369	Praf.g_00030	Prat.g_00026
OG0000370	Praf.g_00031	Prat.g_00027
OG0000371	Praf.g_00040	Prat.g_00034
OG0000372	Praf.g_00045	Prat.g_00036
OG0000373	Praf.g_00046	Prat.g_00037
OG0000374	Praf.g_00047	Prat.g_00038
OG0000375	Praf.g_00050	Prat.g_00042
OG0000376	Praf.g_00052	Prat.g_00044
OG0000377	Praf.g_02618	Prat.g_00048
OG0000378	Praf.g_02605	Prat.g_00052
OG0000379	Praf.g_02601	Prat.g_00055
OG0000380	Praf.g_00325	Prat.g_00062
OG0000381	Praf.g_00320	Prat.g_00067
OG0000382	Praf.g_00304	Prat.g_00079
OG0000383	Praf.g_00302	Prat.g_00081
OG0000384	Praf.g_00301	Prat.g_00082
OG0000385	Praf.g_00300	Prat.g_00083
OG0000386	Praf.g_00299	Prat.g_00084
OG0000387	Praf.g_00253	Prat.g_00096
OG0000388	Praf.g_00249	Prat.g_00100
OG0000389	Praf.g_00245	Prat.g_00103
OG0000390	Praf.g_00224	Prat.g_00112
OG0000391	Praf.g_00219	Prat.g_00115
OG0000392	Praf.g_00214	Prat.g_00118
OG0000393	Praf.g_00209	Prat.g_00122
OG0000394	Praf.g_00208	Prat.g_00123
OG0000395	Praf.g_00207	Prat.g_00124
OG0000396	Praf.g_02403	Prat.g_00126
OG0000397	Praf.g_02405	Prat.g_00128
OG0000398	Praf.g_02410	Prat.g_00131
OG0000399	Praf.g_02411	Prat.g_00132
OG0000400	Praf.g_02412	Prat.g_00133
OG0000401	Praf.g_02413	Prat.g_00134
OG0000402	Praf.g_02415	Prat.g_00601
OG0000403	Praf.g_02416	Prat.g_00136
OG0000404	Praf.g_02418	Prat.g_00137
OG0000405	Praf.g_02430	Prat.g_00141
OG0000406	Praf.g_02434	Prat.g_00146
OG0000407	Praf.g_02435	Prat.g_00147
OG0000408	Praf.g_02437	Prat.g_00149
OG0000409	Praf.g_02439	Prat.g_00151
OG0000410	Praf.g_02440	Prat.g_00152
OG0000411	Praf.g_02441	Prat.g_00153
OG0000412	Praf.g_02442	Prat.g_00154
OG0000413	Praf.g_02444	Prat.g_00156
OG0000414	Praf.g_02445	Prat.g_00157
OG0000415	Praf.g_02446	Prat.g_00158
OG0000416	Praf.g_02447	Prat.g_00159
OG0000417	Praf.g_02448	Prat.g_00160
OG0000418	Praf.g_02453	Prat.g_00165
OG0000419	Praf.g_02455	Prat.g_00167
OG0000420	Praf.g_02456	Prat.g_00169
OG0000421	Praf.g_02470	Prat.g_00174
OG0000422	Praf.g_02471	Prat.g_00175
OG0000423	Praf.g_02472	Prat.g_00176
OG0000424	Praf.g_02473	Prat.g_00177
OG0000425	Praf.g_02474	Prat.g_00178
OG0000426	Praf.g_02475	Prat.g_00179
OG0000427	Praf.g_02476	Prat.g_00180
OG0000428	Praf.g_01486	Prat.g_00182
OG0000429	Praf.g_02489	Prat.g_00183
OG0000430	Praf.g_02491	Prat.g_00184
OG0000431	Praf.g_02495	Prat.g_00186
OG0000432	Praf.g_02502	Prat.g_00190
OG0000433	Praf.g_02505	Prat.g_00191
OG0000434	Praf.g_02506	Prat.g_00192
OG0000435	Praf.g_02509	Prat.g_00193
OG0000436	Praf.g_02515	Prat.g_00198
OG0000437	Praf.g_02516	Prat.g_00199
OG0000438	Praf.g_02517	Prat.g_00200
OG0000439	Praf.g_02519	Prat.g_00202
OG0000440	Praf.g_02520	Prat.g_00203
OG0000441	Praf.g_02524	Prat.g_00206
OG0000442	Praf.g_02525	Prat.g_00207
OG0000443	Praf.g_02531	Prat.g_00208
OG0000444	Praf.g_02575	Prat.g_00213
OG0000445	Praf.g_02574	Prat.g_00214
OG0000446	Praf.g_02572	Prat.g_00215
OG0000447	Praf.g_02568	Prat.g_00216
OG0000448	Praf.g_02567	Prat.g_00217
OG0000449	Praf.g_02566	Prat.g_00218
OG0000450	Praf.g_02560	Prat.g_00219
OG0000451	Praf.g_02559	Prat.g_00220
OG0000452	Praf.g_02555	Prat.g_00223
OG0000453	Praf.g_02554	Prat.g_00224
OG0000454	Praf.g_02553	Prat.g_00225
OG0000455	Praf.g_02552	Prat.g_00226
OG0000456	Praf.g_02551	Prat.g_00227
OG0000457	Praf.g_02549	Prat.g_00229
OG0000458	Praf.g_02548	Prat.g_00230
OG0000459	Praf.g_02547	Prat.g_00231
OG0000460	Praf.g_00379	Prat.g_00240
OG0000461	Praf.g_02203	Prat.g_00249
OG0000462	Praf.g_02207	Prat.g_00250
OG0000463	Praf.g_02208	Prat.g_00251
OG0000464	Praf.g_02209	Prat.g_00252
OG0000465	Praf.g_02210	Prat.g_00253
OG0000466	Praf.g_02215	Prat.g_00256
OG0000467	Praf.g_02217	Prat.g_00257
OG0000468	Praf.g_02242	Prat.g_00260
OG0000469	Praf.g_02255	Prat.g_00269
OG0000470	Praf.g_02259	Prat.g_00271
OG0000471	Praf.g_02260	Prat.g_00272
OG0000472	Praf.g_02262	Prat.g_00273
OG0000473	Praf.g_02264	Prat.g_00275
OG0000474	Praf.g_02265	Prat.g_00276
OG0000475	Praf.g_02266	Prat.g_00277
OG0000476	Praf.g_02268	Prat.g_00279
OG0000477	Praf.g_02273	Prat.g_00282
OG0000478	Praf.g_02274	Prat.g_00283
OG0000479	Praf.g_02275	Prat.g_00284
OG0000480	Praf.g_02282	Prat.g_00290
OG0000481	Praf.g_02284	Prat.g_00292
OG0000482	Praf.g_02285	Prat.g_00293
OG0000483	Praf.g_02289	Prat.g_00296
OG0000484	Praf.g_02290	Prat.g_00297
OG0000485	Praf.g_02291	Prat.g_00298
OG0000486	Praf.g_02292	Prat.g_00299
OG0000487	Praf.g_02297	Prat.g_00303
OG0000488	Praf.g_02301	Prat.g_00306
OG0000489	Praf.g_02315	Prat.g_00311
OG0000490	Praf.g_02321	Prat.g_00315
OG0000491	Praf.g_02322	Prat.g_00316
OG0000492	Praf.g_02324	Prat.g_00318
OG0000493	Praf.g_02325	Prat.g_00319
OG0000494	Praf.g_02326	Prat.g_00320
OG0000495	Praf.g_02327	Prat.g_00321
OG0000496	Praf.g_02328	Prat.g_00322
OG0000497	Praf.g_02329	Prat.g_00323
OG0000498	Praf.g_02330	Prat.g_00324
OG0000499	Praf.g_02331	Prat.g_00325
OG0000500	Praf.g_02332	Prat.g_00326
OG0000501	Praf.g_02335	Prat.g_00328
OG0000502	Praf.g_02349	Prat.g_00331
OG0000503	Praf.g_02054	Prat.g_00348
OG0000504	Praf.g_02052	Prat.g_00350
OG0000505	Praf.g_02051	Prat.g_00351
OG0000506	Praf.g_02049	Prat.g_00352
OG0000507	Praf.g_02045	Prat.g_00355
OG0000508	Praf.g_02031	Prat.g_00359
OG0000509	Praf.g_02029	Prat.g_00361
OG0000510	Praf.g_02028	Prat.g_00362
OG0000511	Praf.g_02027	Prat.g_00363
OG0000512	Praf.g_02025	Prat.g_00365
OG0000513	Praf.g_02011	Prat.g_00373
OG0000514	Praf.g_02002	Prat.g_00390
OG0000515	Praf.g_02001	Prat.g_00391
OG0000516	Praf.g_01999	Prat.g_00392
OG0000517	Praf.g_01990	Prat.g_00395
OG0000518	Praf.g_01978	Prat.g_00407
OG0000519	Praf.g_01977	Prat.g_00408
OG0000520	Praf.g_01972	Prat.g_00410
OG0000521	Praf.g_01959	Prat.g_00415
OG0000522	Praf.g_01957	Prat.g_00417
OG0000523	Praf.g_01956	Prat.g_00418
OG0000524	Praf.g_01942	Prat.g_00424
OG0000525	Praf.g_01915	Prat.g_00428
OG0000526	Praf.g_01913	Prat.g_00429
OG0000527	Praf.g_01909	Prat.g_00432
OG0000528	Praf.g_00589	Prat.g_00438
OG0000529	Praf.g_00596	Prat.g_00441
OG0000530	Praf.g_00599	Prat.g_00444
OG0000531	Praf.g_00600	Prat.g_00445
OG0000532	Praf.g_00603	Prat.g_00447
OG0000533	Praf.g_00605	Prat.g_00448
OG0000534	Praf.g_00606	Prat.g_00449
OG0000535	Praf.g_00607	Prat.g_00450
OG0000536	Praf.g_00608	Prat.g_00451
OG0000537	Praf.g_00609	Prat.g_00453
OG0000538	Praf.g_00619	Prat.g_00463
OG0000539	Praf.g_00621	Prat.g_00464
OG0000540	Praf.g_00622	Prat.g_00465
OG0000541	Praf.g_00623	Prat.g_00466
OG0000542	Praf.g_00626	Prat.g_00468
OG0000543	Praf.g_00628	Prat.g_00470
OG0000544	Praf.g_00629	Prat.g_00471
OG0000545	Praf.g_00630	Prat.g_00473
OG0000546	Praf.g_00632	Prat.g_00476
OG0000547	Praf.g_00634	Prat.g_00478
OG0000548	Praf.g_00635	Prat.g_00479
OG0000549	Praf.g_00641	Prat.g_00482
OG0000550	Praf.g_00646	Prat.g_00486
OG0000551	Praf.g_00650	Prat.g_00489
OG0000552	Praf.g_00651	Prat.g_00490
OG0000553	Praf.g_00656	Prat.g_00491
OG0000554	Praf.g_00661	Prat.g_00496
OG0000555	Praf.g_00677	Prat.g_00503
OG0000556	Praf.g_00683	Prat.g_00505
OG0000557	Praf.g_00684	Prat.g_00506
OG0000558	Praf.g_00687	Prat.g_00508
OG0000559	Praf.g_00691	Prat.g_00512
OG0000560	Praf.g_00694	Prat.g_00516
OG0000561	Praf.g_00695	Prat.g_00517
OG0000562	Praf.g_00696	Prat.g_00518
OG0000563	Praf.g_00697	Prat.g_00519
OG0000564	Praf.g_00698	Prat.g_00520
OG0000565	Praf.g_00701	Prat.g_00523
OG0000566	Praf.g_00705	Prat.g_00527
OG0000567	Praf.g_00709	Prat.g_00531
OG0000568	Praf.g_00711	Prat.g_00532
OG0000569	Praf.g_00712	Prat.g_00533
OG0000570	Praf.g_00713	Prat.g_00534
OG0000571	Praf.g_00716	Prat.g_00537
OG0000572	Praf.g_00733	Prat.g_00549
OG0000573	Praf.g_00740	Prat.g_00554
OG0000574	Praf.g_00741	Prat.g_00555
OG0000575	Praf.g_00751	Prat.g_00559
OG0000576	Praf.g_00753	Prat.g_00561
OG0000577	Praf.g_00754	Prat.g_00562
OG0000578	Praf.g_00755	Prat.g_00563
OG0000579	Praf.g_00756	Prat.g_00564
OG0000580	Praf.g_00757	Prat.g_00565
OG0000581	Praf.g_00761	Prat.g_00568
