Orthogroup	Praf	Prbb
OG0000173	Praf.g_00062	Prbb.g_02116
OG0000174	Praf.g_02717	Prbb.g_02147
OG0000175	Praf.g_02754	Prbb.g_02165
OG0000176	Praf.g_00004	Prbb.g_00004
OG0000177	Praf.g_00005	Prbb.g_00005
OG0000178	Praf.g_00006	Prbb.g_00007, Prbb.g_00006
OG0000179	Praf.g_00021	Prbb.g_00017
OG0000180	Praf.g_00022	Prbb.g_00018
OG0000181	Praf.g_00023	Prbb.g_00019
OG0000182	Praf.g_00024	Prbb.g_00020
OG0000183	Praf.g_00028	Prbb.g_00024
OG0000184	Praf.g_02611	Prbb.g_00061
OG0000185	Praf.g_02602	Prbb.g_00064
OG0000186	Praf.g_00328	Prbb.g_00119
OG0000187	Praf.g_00326	Prbb.g_00120
OG0000188	Praf.g_00303	Prbb.g_00137
OG0000189	Praf.g_00257	Prbb.g_00151
OG0000190	Praf.g_00255	Prbb.g_00152
OG0000191	Praf.g_00218	Prbb.g_00175
OG0000192	Praf.g_00212	Prbb.g_00179
OG0000193	Praf.g_02433	Prbb.g_00203
OG0000194	Praf.g_02436	Prbb.g_00206
OG0000195	Praf.g_02438	Prbb.g_00208
OG0000196	Praf.g_02449	Prbb.g_00218
OG0000197	Praf.g_02450	Prbb.g_00219
OG0000198	Praf.g_02451	Prbb.g_00220
OG0000199	Praf.g_02468	Prbb.g_00227
OG0000200	Praf.g_02711, Praf.g_02492	Prbb.g_00240
OG0000201	Praf.g_02511	Prbb.g_00249
OG0000202	Praf.g_02512	Prbb.g_00250
OG0000203	Praf.g_02513	Prbb.g_00251
OG0000204	Praf.g_02514	Prbb.g_00252
OG0000205	Praf.g_02708, Praf.g_02521	Prbb.g_00259
OG0000206	Praf.g_02532	Prbb.g_00263
OG0000207	Praf.g_02582	Prbb.g_00265
OG0000208	Praf.g_02581	Prbb.g_00266
OG0000209	Praf.g_02557	Prbb.g_00275
OG0000210	Praf.g_02556	Prbb.g_00276
OG0000211	Praf.g_00378	Prbb.g_00290
OG0000212	Praf.g_00392	Prbb.g_00298
OG0000213	Praf.g_02245	Prbb.g_00313
OG0000214	Praf.g_02263	Prbb.g_00321
OG0000215	Praf.g_02293	Prbb.g_00344
OG0000216	Praf.g_02296	Prbb.g_00345
OG0000217	Praf.g_02300	Prbb.g_00348
OG0000218	Praf.g_02302	Prbb.g_00350
OG0000219	Praf.g_02303	Prbb.g_00351
OG0000220	Praf.g_02304	Prbb.g_00352
OG0000221	Praf.g_02314	Prbb.g_00353
OG0000222	Praf.g_02323	Prbb.g_00361
OG0000223	Praf.g_02347	Prbb.g_00374
OG0000224	Praf.g_02358	Prbb.g_00376
OG0000225	Praf.g_02030	Prbb.g_00405
OG0000226	Praf.g_02026	Prbb.g_00409
OG0000227	Praf.g_02024	Prbb.g_00411
OG0000228	Praf.g_02016	Prbb.g_00415
OG0000229	Praf.g_01989	Prbb.g_00441
OG0000230	Praf.g_01987	Prbb.g_00443
OG0000231	Praf.g_01963	Prbb.g_00454
OG0000232	Praf.g_01952	Prbb.g_00462
OG0000233	Praf.g_01938	Prbb.g_00470
OG0000234	Praf.g_01905	Prbb.g_00479
OG0000235	Praf.g_00594	Prbb.g_00483
OG0000236	Praf.g_00610	Prbb.g_00497
OG0000237	Praf.g_00627	Prbb.g_00510
OG0000238	Praf.g_00631	Prbb.g_00516
OG0000239	Praf.g_00647	Prbb.g_00528
OG0000240	Praf.g_00648	Prbb.g_00529
OG0000241	Praf.g_01177	Prbb.g_00533
OG0000242	Praf.g_00658	Prbb.g_00535
OG0000243	Praf.g_00681	Prbb.g_00546
OG0000244	Praf.g_00685	Prbb.g_00550
OG0000245	Praf.g_00688	Prbb.g_00552
OG0000246	Praf.g_00692	Prbb.g_00556
OG0000247	Praf.g_00703	Prbb.g_00566
OG0000248	Praf.g_00706	Prbb.g_00568
OG0000249	Praf.g_00708	Prbb.g_00570
OG0000250	Praf.g_00714	Prbb.g_00575
OG0000251	Praf.g_00739	Prbb.g_00591
OG0000252	Praf.g_00742	Prbb.g_00593
OG0000253	Praf.g_00749	Prbb.g_00595
OG0000254	Praf.g_00768	Prbb.g_00612
OG0000255	Praf.g_01662	Prbb.g_00618
OG0000256	Praf.g_01676	Prbb.g_00628
OG0000257	Praf.g_01685	Prbb.g_00631
OG0000258	Praf.g_01708	Prbb.g_00644
OG0000259	Praf.g_01736	Prbb.g_00661
OG0000260	Praf.g_01739	Prbb.g_00665
OG0000261	Praf.g_01742	Prbb.g_00668
OG0000262	Praf.g_01748	Prbb.g_00673
OG0000263	Praf.g_02570	Prbb.g_00686
OG0000264	Praf.g_01218, Praf.g_01219	Prbb.g_00697, Prbb.g_00698
OG0000265	Praf.g_01302, Praf.g_01238	Prbb.g_00713
OG0000266	Praf.g_01313	Prbb.g_00723
OG0000267	Praf.g_01436	Prbb.g_00736
OG0000268	Praf.g_01435	Prbb.g_00737
OG0000269	Praf.g_01525	Prbb.g_00778
OG0000270	Praf.g_01528	Prbb.g_00781
OG0000271	Praf.g_01536	Prbb.g_00789
OG0000272	Praf.g_01537	Prbb.g_00790
OG0000273	Praf.g_01585	Prbb.g_00814
OG0000274	Praf.g_01586	Prbb.g_00815
OG0000275	Praf.g_01590	Prbb.g_00817
OG0000276	Praf.g_01596	Prbb.g_00823
OG0000277	Praf.g_01597	Prbb.g_00824
OG0000278	Praf.g_01600	Prbb.g_00828
OG0000279	Praf.g_01608	Prbb.g_00835
OG0000280	Praf.g_01614	Prbb.g_01370
OG0000281	Praf.g_01627	Prbb.g_00841
OG0000282	Praf.g_01463	Prbb.g_00934
OG0000283	Praf.g_01426	Prbb.g_00965
OG0000284	Praf.g_01420	Prbb.g_00970
OG0000285	Praf.g_01006	Prbb.g_00975
OG0000286	Praf.g_01393	Prbb.g_00990
OG0000287	Praf.g_01073	Prbb.g_00101
OG0000288	Praf.g_01338	Prbb.g_01039
OG0000289	Praf.g_01325	Prbb.g_01051
OG0000290	Praf.g_01277	Prbb.g_01067
OG0000291	Praf.g_01275	Prbb.g_01069
OG0000292	Praf.g_02776	Prbb.g_01238
OG0000293	Praf.g_00826	Prbb.g_01527
OG0000294	Praf.g_00827	Prbb.g_01526
OG0000295	Praf.g_00879	Prbb.g_01502
OG0000296	Praf.g_00881	Prbb.g_01500
OG0000297	Praf.g_00917	Prbb.g_01491
OG0000298	Praf.g_00918	Prbb.g_01490
OG0000299	Praf.g_00908	Prbb.g_01471
OG0000300	Praf.g_00902	Prbb.g_01468
OG0000301	Praf.g_00901	Prbb.g_01467
OG0000302	Praf.g_00898	Prbb.g_01464
OG0000303	Praf.g_00888	Prbb.g_01459
OG0000304	Praf.g_00938	Prbb.g_01456
OG0000305	Praf.g_01271	Prbb.g_01789
OG0000306	Praf.g_01635	Prbb.g_00845
OG0000307	Praf.g_00575	Prbb.g_01648
OG0000308	Praf.g_00573	Prbb.g_01649
OG0000309	Praf.g_00569	Prbb.g_01653
OG0000310	Praf.g_01772	Prbb.g_01671
OG0000311	Praf.g_01778, Praf.g_01776	Prbb.g_01673
OG0000312	Praf.g_01782	Prbb.g_01676
OG0000313	Praf.g_01802	Prbb.g_01690
OG0000314	Praf.g_01837	Prbb.g_01711
OG0000315	Praf.g_01848	Prbb.g_01721
OG0000316	Praf.g_00526	Prbb.g_01746
OG0000317	Praf.g_00485	Prbb.g_01821
OG0000318	Praf.g_00479	Prbb.g_01824
OG0000319	Praf.g_00464	Prbb.g_01835
OG0000320	Praf.g_00462	Prbb.g_01837
OG0000321	Praf.g_00461	Prbb.g_01838
OG0000322	Praf.g_00460	Prbb.g_01839
OG0000323	Praf.g_00449	Prbb.g_01848
OG0000324	Praf.g_00419	Prbb.g_01875
OG0000325	Praf.g_02200	Prbb.g_01924
OG0000326	Praf.g_02193	Prbb.g_01930
OG0000327	Praf.g_02162	Prbb.g_01959
OG0000328	Praf.g_02161	Prbb.g_01960
OG0000329	Praf.g_02144	Prbb.g_01977
OG0000330	Praf.g_02143	Prbb.g_01978
OG0000331	Praf.g_02142	Prbb.g_01979
OG0000332	Praf.g_02127	Prbb.g_01993
OG0000333	Praf.g_02125	Prbb.g_01995
OG0000334	Praf.g_02112	Prbb.g_02004
OG0000335	Praf.g_02107	Prbb.g_02009
OG0000336	Praf.g_02103	Prbb.g_02013
OG0000337	Praf.g_02372	Prbb.g_02031
OG0000338	Praf.g_02375	Prbb.g_02032
OG0000339	Praf.g_02386	Prbb.g_02037
OG0000340	Praf.g_02396	Prbb.g_02046
OG0000341	Praf.g_02398	Prbb.g_02048
OG0000342	Praf.g_02399	Prbb.g_02049
OG0000343	Praf.g_00196	Prbb.g_02050
OG0000344	Praf.g_00193	Prbb.g_02053
OG0000345	Praf.g_00182	Prbb.g_02058
OG0000346	Praf.g_00177	Prbb.g_02062
OG0000347	Praf.g_00152	Prbb.g_02082
OG0000348	Praf.g_00081	Prbb.g_02104
OG0000349	Praf.g_00054	Prbb.g_02122
OG0000350	Praf.g_02699	Prbb.g_02143
OG0000351	Praf.g_02757	Prbb.g_02168
OG0000352	Praf.g_02758	Prbb.g_02169
OG0000353	Praf.g_02782	Prbb.g_02188
OG0000355	Praf.g_00001	Prbb.g_00001
OG0000356	Praf.g_00002	Prbb.g_00002
OG0000357	Praf.g_00003	Prbb.g_00003
OG0000358	Praf.g_00007	Prbb.g_00008
OG0000359	Praf.g_00009	Prbb.g_00009
OG0000360	Praf.g_00010	Prbb.g_00010
OG0000361	Praf.g_00011	Prbb.g_00011
OG0000362	Praf.g_00013	Prbb.g_00013
OG0000363	Praf.g_00015	Prbb.g_00015
OG0000364	Praf.g_00016	Prbb.g_00016
OG0000365	Praf.g_00025	Prbb.g_00021
OG0000366	Praf.g_00026	Prbb.g_00022
OG0000367	Praf.g_00027	Prbb.g_00023
OG0000368	Praf.g_00029	Prbb.g_00025
OG0000369	Praf.g_00030	Prbb.g_00026
OG0000370	Praf.g_00031	Prbb.g_00027
OG0000371	Praf.g_00040	Prbb.g_00033
OG0000372	Praf.g_00045	Prbb.g_00035
OG0000373	Praf.g_00046	Prbb.g_00036
OG0000374	Praf.g_00047	Prbb.g_00037
OG0000375	Praf.g_00050	Prbb.g_00055
OG0000376	Praf.g_00052	Prbb.g_00057
OG0000377	Praf.g_02618	Prbb.g_00060
OG0000378	Praf.g_02605	Prbb.g_00062
OG0000379	Praf.g_02601	Prbb.g_00065
OG0000380	Praf.g_00325	Prbb.g_00121
OG0000381	Praf.g_00320	Prbb.g_00125
OG0000382	Praf.g_00304	Prbb.g_00136
OG0000383	Praf.g_00302	Prbb.g_00138
OG0000384	Praf.g_00301	Prbb.g_00139
OG0000385	Praf.g_00300	Prbb.g_00140
OG0000386	Praf.g_00299	Prbb.g_00141
OG0000387	Praf.g_00253	Prbb.g_00154
OG0000388	Praf.g_00249	Prbb.g_00158
OG0000389	Praf.g_00245	Prbb.g_00161
OG0000390	Praf.g_00224	Prbb.g_00170
OG0000391	Praf.g_00219	Prbb.g_00174
OG0000392	Praf.g_00214	Prbb.g_00177
OG0000393	Praf.g_00209	Prbb.g_00180
OG0000394	Praf.g_00208	Prbb.g_00181
OG0000395	Praf.g_00207	Prbb.g_00182
OG0000396	Praf.g_02403	Prbb.g_00185
OG0000397	Praf.g_02405	Prbb.g_00187
OG0000398	Praf.g_02410	Prbb.g_00190
OG0000399	Praf.g_02411	Prbb.g_00191
OG0000400	Praf.g_02412	Prbb.g_00192
OG0000401	Praf.g_02413	Prbb.g_00193
OG0000402	Praf.g_02415	Prbb.g_01101
OG0000403	Praf.g_02416	Prbb.g_00194
OG0000404	Praf.g_02418	Prbb.g_00195
OG0000405	Praf.g_02430	Prbb.g_00200
OG0000406	Praf.g_02434	Prbb.g_00204
OG0000407	Praf.g_02435	Prbb.g_00205
OG0000408	Praf.g_02437	Prbb.g_00207
OG0000409	Praf.g_02439	Prbb.g_00209
OG0000410	Praf.g_02440	Prbb.g_00210
OG0000411	Praf.g_02441	Prbb.g_00211
OG0000412	Praf.g_02442	Prbb.g_00212
OG0000413	Praf.g_02444	Prbb.g_00213
OG0000414	Praf.g_02445	Prbb.g_00214
OG0000415	Praf.g_02446	Prbb.g_00215
OG0000416	Praf.g_02447	Prbb.g_00216
OG0000417	Praf.g_02448	Prbb.g_00217
OG0000418	Praf.g_02453	Prbb.g_00222
OG0000419	Praf.g_02455	Prbb.g_00224
OG0000420	Praf.g_02456	Prbb.g_00225
OG0000421	Praf.g_02470	Prbb.g_00229
OG0000422	Praf.g_02471	Prbb.g_00230
OG0000423	Praf.g_02472	Prbb.g_00231
OG0000424	Praf.g_02473	Prbb.g_00232
OG0000425	Praf.g_02474	Prbb.g_00233
OG0000426	Praf.g_02475	Prbb.g_00234
OG0000427	Praf.g_02476	Prbb.g_00235
OG0000428	Praf.g_01486	Prbb.g_00237
OG0000429	Praf.g_02489	Prbb.g_00238
OG0000430	Praf.g_02491	Prbb.g_00239
OG0000431	Praf.g_02495	Prbb.g_00241
OG0000432	Praf.g_02502	Prbb.g_00245
OG0000433	Praf.g_02505	Prbb.g_00246
OG0000434	Praf.g_02506	Prbb.g_00247
OG0000435	Praf.g_02509	Prbb.g_00248
OG0000436	Praf.g_02515	Prbb.g_00253
OG0000437	Praf.g_02516	Prbb.g_00254
OG0000438	Praf.g_02517	Prbb.g_00255
OG0000439	Praf.g_02519	Prbb.g_00257
OG0000440	Praf.g_02520	Prbb.g_00258
OG0000441	Praf.g_02524	Prbb.g_00260
OG0000442	Praf.g_02525	Prbb.g_00261
OG0000443	Praf.g_02531	Prbb.g_00262
OG0000444	Praf.g_02575	Prbb.g_00267
OG0000445	Praf.g_02574	Prbb.g_00268
OG0000446	Praf.g_02572	Prbb.g_00269
OG0000447	Praf.g_02568	Prbb.g_00270
OG0000448	Praf.g_02567	Prbb.g_00271
OG0000449	Praf.g_02566	Prbb.g_00272
OG0000450	Praf.g_02560	Prbb.g_00273
OG0000451	Praf.g_02559	Prbb.g_00274
OG0000452	Praf.g_02555	Prbb.g_00277
OG0000453	Praf.g_02554	Prbb.g_00278
OG0000454	Praf.g_02553	Prbb.g_00279
OG0000455	Praf.g_02552	Prbb.g_00280
OG0000456	Praf.g_02551	Prbb.g_00281
OG0000457	Praf.g_02549	Prbb.g_00282
OG0000458	Praf.g_02548	Prbb.g_00283
OG0000459	Praf.g_02547	Prbb.g_00284
OG0000460	Praf.g_00379	Prbb.g_00292
OG0000461	Praf.g_02203	Prbb.g_00300
OG0000462	Praf.g_02207	Prbb.g_00302
OG0000463	Praf.g_02208	Prbb.g_00303
OG0000464	Praf.g_02209	Prbb.g_00304
OG0000465	Praf.g_02210	Prbb.g_00305
OG0000466	Praf.g_02215	Prbb.g_00306
OG0000467	Praf.g_02217	Prbb.g_00307
OG0000468	Praf.g_02242	Prbb.g_00309
OG0000469	Praf.g_02255	Prbb.g_00316
OG0000470	Praf.g_02259	Prbb.g_00318
OG0000471	Praf.g_02260	Prbb.g_00319
OG0000472	Praf.g_02262	Prbb.g_00320
OG0000473	Praf.g_02264	Prbb.g_00322
OG0000474	Praf.g_02265	Prbb.g_00323
OG0000475	Praf.g_02266	Prbb.g_00324
OG0000476	Praf.g_02268	Prbb.g_00326
OG0000477	Praf.g_02273	Prbb.g_00328
OG0000478	Praf.g_02274	Prbb.g_00329
OG0000479	Praf.g_02275	Prbb.g_00330
OG0000480	Praf.g_02282	Prbb.g_00334
OG0000481	Praf.g_02284	Prbb.g_00336
OG0000482	Praf.g_02285	Prbb.g_00337
OG0000483	Praf.g_02289	Prbb.g_00340
OG0000484	Praf.g_02290	Prbb.g_00341
OG0000485	Praf.g_02291	Prbb.g_00342
OG0000486	Praf.g_02292	Prbb.g_00343
OG0000487	Praf.g_02297	Prbb.g_00346
OG0000488	Praf.g_02301	Prbb.g_00349
OG0000489	Praf.g_02315	Prbb.g_00354
OG0000490	Praf.g_02321	Prbb.g_00359
OG0000491	Praf.g_02322	Prbb.g_00360
OG0000492	Praf.g_02324	Prbb.g_00362
OG0000493	Praf.g_02325	Prbb.g_00363
OG0000494	Praf.g_02326	Prbb.g_00364
OG0000495	Praf.g_02327	Prbb.g_00365
OG0000496	Praf.g_02328	Prbb.g_00366
OG0000497	Praf.g_02329	Prbb.g_00367
OG0000498	Praf.g_02330	Prbb.g_00368
OG0000499	Praf.g_02331	Prbb.g_00369
OG0000500	Praf.g_02332	Prbb.g_00370
OG0000501	Praf.g_02335	Prbb.g_00372
OG0000502	Praf.g_02349	Prbb.g_00375
OG0000503	Praf.g_02054	Prbb.g_00394
OG0000504	Praf.g_02052	Prbb.g_00396
OG0000505	Praf.g_02051	Prbb.g_00397
OG0000506	Praf.g_02049	Prbb.g_00398
OG0000507	Praf.g_02045	Prbb.g_00401
OG0000508	Praf.g_02031	Prbb.g_00404
OG0000509	Praf.g_02029	Prbb.g_00406
OG0000510	Praf.g_02028	Prbb.g_00407
OG0000511	Praf.g_02027	Prbb.g_00408
OG0000512	Praf.g_02025	Prbb.g_00410
OG0000513	Praf.g_02011	Prbb.g_00419
OG0000514	Praf.g_02002	Prbb.g_00436
OG0000515	Praf.g_02001	Prbb.g_00437
OG0000516	Praf.g_01999	Prbb.g_00438
OG0000517	Praf.g_01990	Prbb.g_00440
OG0000518	Praf.g_01978	Prbb.g_00451
OG0000519	Praf.g_01977	Prbb.g_00452
OG0000520	Praf.g_01972	Prbb.g_00453
OG0000521	Praf.g_01959	Prbb.g_00458
OG0000522	Praf.g_01957	Prbb.g_00460
OG0000523	Praf.g_01956	Prbb.g_00461
OG0000524	Praf.g_01942	Prbb.g_00468
OG0000525	Praf.g_01915	Prbb.g_00472
OG0000526	Praf.g_01913	Prbb.g_00473
OG0000527	Praf.g_01909	Prbb.g_00476
OG0000528	Praf.g_00589	Prbb.g_00482
OG0000529	Praf.g_00596	Prbb.g_00486
OG0000530	Praf.g_00599	Prbb.g_00489
OG0000531	Praf.g_00600	Prbb.g_00490
OG0000532	Praf.g_00603	Prbb.g_00491
OG0000533	Praf.g_00605	Prbb.g_00492
OG0000534	Praf.g_00606	Prbb.g_00493
OG0000535	Praf.g_00607	Prbb.g_00494
OG0000536	Praf.g_00608	Prbb.g_00495
OG0000537	Praf.g_00609	Prbb.g_00496
OG0000538	Praf.g_00619	Prbb.g_00504
OG0000539	Praf.g_00621	Prbb.g_00505
OG0000540	Praf.g_00622	Prbb.g_00506
OG0000541	Praf.g_00623	Prbb.g_00507
OG0000542	Praf.g_00626	Prbb.g_00509
OG0000543	Praf.g_00628	Prbb.g_00511
OG0000544	Praf.g_00629	Prbb.g_00512
OG0000545	Praf.g_00630	Prbb.g_00514
OG0000546	Praf.g_00632	Prbb.g_00517
OG0000547	Praf.g_00634	Prbb.g_00519
OG0000548	Praf.g_00635	Prbb.g_00520
OG0000549	Praf.g_00641	Prbb.g_00523
OG0000550	Praf.g_00646	Prbb.g_00527
OG0000551	Praf.g_00650	Prbb.g_00530
OG0000552	Praf.g_00651	Prbb.g_00531
