Orthogroup	Praf	Prbk
OG0000056	Praf.g_02084	Prbk.g_00841
OG0000056	Praf.g_01964	Prbk.g_00094
OG0000057	Praf.g_01125	Prbk.g_01765
OG0000058	Praf.g_02345	Prbk.g_00479
OG0000059	Praf.g_02172	Prbk.g_00992
OG0000060	Praf.g_00592	Prbk.g_02058
OG0000061	Praf.g_00854	Prbk.g_01019
OG0000062	Praf.g_01047, Praf.g_00501	Prbk.g_00931
OG0000063	Praf.g_00041	Prbk.g_01613
OG0000065	Praf.g_00244	Prbk.g_00011
OG0000066	Praf.g_00672	Prbk.g_01094
OG0000067	Praf.g_01530	Prbk.g_02468
OG0000068	Praf.g_00585, Praf.g_00583	Prbk.g_02052
OG0000070	Praf.g_01962	Prbk.g_00310
OG0000071	Praf.g_00796	Prbk.g_01183
OG0000072	Praf.g_02469	Prbk.g_00778
OG0000073	Praf.g_00616	Prbk.g_01862
OG0000075	Praf.g_02384	Prbk.g_00514
OG0000076	Praf.g_00178	Prbk.g_00237
OG0000077	Praf.g_00309	Prbk.g_01308
OG0000078	Praf.g_00391	Prbk.g_01515
OG0000079	Praf.g_02218	Prbk.g_01000
OG0000081	Praf.g_01131	Prbk.g_01772
OG0000082	Praf.g_00731	Prbk.g_01122
OG0000084	Praf.g_01790	Prbk.g_00255
OG0000085	Praf.g_00491	Prbk.g_00919
OG0000086	Praf.g_00297	Prbk.g_01295
OG0000087	Praf.g_02420	Prbk.g_00559
OG0000088	Praf.g_01239	Prbk.g_01836
OG0000088	Praf.g_02454	Prbk.g_00773
OG0000089	Praf.g_02015	Prbk.g_00364
OG0000090	Praf.g_00660	Prbk.g_01080
OG0000091	Praf.g_01700	Prbk.g_02639
OG0000093	Praf.g_01503	Prbk.g_02444
OG0000094	Praf.g_02685	Prbk.g_02190
OG0000095	Praf.g_01274	Prbk.g_00056
OG0000097	Praf.g_00905	Prbk.g_00189
OG0000098	Praf.g_01886	Prbk.g_01199
OG0000099	Praf.g_02342	Prbk.g_00476
OG0000100	Praf.g_00370	Prbk.g_01360
OG0000100	Praf.g_01561	Prbk.g_02498
OG0000101	Praf.g_02119	Prbk.g_00944
OG0000102	Praf.g_00173	Prbk.g_01484
OG0000103	Praf.g_02765	Prbk.g_02260
OG0000104	Praf.g_02779	Prbk.g_02274
OG0000105	Praf.g_02271	Prbk.g_00409
OG0000106	Praf.g_00496	Prbk.g_00925
OG0000107	Praf.g_02201	Prbk.g_01902
OG0000108	Praf.g_00595	Prbk.g_02061
OG0000109	Praf.g_00611	Prbk.g_02077
OG0000110	Praf.g_00718	Prbk.g_01110
OG0000111	Praf.g_01126	Prbk.g_01766
OG0000112	Praf.g_01400	Prbk.g_02332
OG0000113	Praf.g_01556	Prbk.g_02493
OG0000114	Praf.g_01461	Prbk.g_02396
OG0000115	Praf.g_01825	Prbk.g_01234
OG0000116	Praf.g_00825	Prbk.g_01034
OG0000117	Praf.g_00919	Prbk.g_01496
OG0000118	Praf.g_00779	Prbk.g_01169
OG0000119	Praf.g_01108	Prbk.g_01746
OG0000119	Praf.g_01143	Prbk.g_01786
OG0000120	Praf.g_02343	Prbk.g_00477
OG0000121	Praf.g_01796	Prbk.g_00267, Prbk.g_00261
OG0000122	Praf.g_00976	Prbk.g_02664
OG0000123	Praf.g_02108	Prbk.g_00805
OG0000124	Praf.g_00153	Prbk.g_01539
OG0000125	Praf.g_02664	Prbk.g_02168
OG0000126	Praf.g_02777	Prbk.g_02272
OG0000127	Praf.g_02627	Prbk.g_01101
OG0000127	Praf.g_01168	Prbk.g_01852
OG0000128	Praf.g_00012	Prbk.g_02290
OG0000129	Praf.g_02652	Prbk.g_02156
OG0000130	Praf.g_00321	Prbk.g_01320
OG0000131	Praf.g_02432	Prbk.g_00751
OG0000132	Praf.g_02452	Prbk.g_00771
OG0000133	Praf.g_02336	Prbk.g_00472
OG0000134	Praf.g_02012	Prbk.g_00361
OG0000135	Praf.g_02705	Prbk.g_02209
OG0000136	Praf.g_01984	Prbk.g_00323
OG0000137	Praf.g_01907	Prbk.g_02113
OG0000138	Praf.g_00612	Prbk.g_02078
OG0000139	Praf.g_00666	Prbk.g_01086
OG0000140	Praf.g_00670	Prbk.g_01092
OG0000141	Praf.g_00764	Prbk.g_01154
OG0000142	Praf.g_01692	Prbk.g_02631
OG0000143	Praf.g_01696	Prbk.g_02635
OG0000144	Praf.g_01721	Prbk.g_00739
OG0000145	Praf.g_00617	Prbk.g_01863
OG0000146	Praf.g_01401	Prbk.g_02333
OG0000147	Praf.g_01402	Prbk.g_02334
OG0000148	Praf.g_01548	Prbk.g_02487
OG0000149	Praf.g_01604	Prbk.g_02544
OG0000150	Praf.g_01625	Prbk.g_02567
OG0000151	Praf.g_01478	Prbk.g_02417
OG0000152	Praf.g_01392	Prbk.g_02324
OG0000153	Praf.g_01362	Prbk.g_02297
OG0000154	Praf.g_01337	Prbk.g_00584
OG0000155	Praf.g_00886	Prbk.g_00099
OG0000156	Praf.g_00810	Prbk.g_00164
OG0000157	Praf.g_00809	Prbk.g_00163
OG0000158	Praf.g_02394	Prbk.g_00526
OG0000160	Praf.g_01795	Prbk.g_00260
OG0000161	Praf.g_01805	Prbk.g_00274
OG0000162	Praf.g_01817	Prbk.g_00280
OG0000163	Praf.g_00538	Prbk.g_02002
OG0000164	Praf.g_00453	Prbk.g_01432
OG0000165	Praf.g_00444	Prbk.g_01423
OG0000166	Praf.g_02157	Prbk.g_00982
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Prbk.g_00512
OG0000168	Praf.g_02395	Prbk.g_00527
OG0000169	Praf.g_00191	Prbk.g_00220
OG0000170	Praf.g_00183	Prbk.g_00232
OG0000171	Praf.g_00154	Prbk.g_01538
OG0000172	Praf.g_00087	Prbk.g_01573
OG0000173	Praf.g_00062	Prbk.g_01594
OG0000174	Praf.g_02717	Prbk.g_02211
OG0000175	Praf.g_02754	Prbk.g_02249
OG0000176	Praf.g_00004	Prbk.g_02282
OG0000177	Praf.g_00005	Prbk.g_02283
OG0000178	Praf.g_00006	Prbk.g_02284
OG0000179	Praf.g_00021	Prbk.g_01633
OG0000180	Praf.g_00022	Prbk.g_01632
OG0000181	Praf.g_00023	Prbk.g_01631
OG0000182	Praf.g_00024	Prbk.g_01630
OG0000183	Praf.g_00028	Prbk.g_01626
OG0000184	Praf.g_02611	Prbk.g_02148
OG0000185	Praf.g_02602	Prbk.g_02126
OG0000186	Praf.g_00328	Prbk.g_01326
OG0000187	Praf.g_00326	Prbk.g_01324
OG0000188	Praf.g_00303	Prbk.g_01303
OG0000189	Praf.g_00257	Prbk.g_00024
OG0000190	Praf.g_00255	Prbk.g_00022
OG0000191	Praf.g_00218	Prbk.g_00197
OG0000192	Praf.g_00212	Prbk.g_00206
OG0000193	Praf.g_02433	Prbk.g_00752
OG0000194	Praf.g_02436	Prbk.g_00755
OG0000195	Praf.g_02438	Prbk.g_00757
OG0000196	Praf.g_02449	Prbk.g_00768
OG0000197	Praf.g_02450	Prbk.g_00769
OG0000198	Praf.g_02451	Prbk.g_00770
OG0000199	Praf.g_02468	Prbk.g_00777
OG0000200	Praf.g_02492	Prbk.g_01280
OG0000201	Praf.g_02511	Prbk.g_01261
OG0000202	Praf.g_02512	Prbk.g_01260
OG0000203	Praf.g_02513	Prbk.g_01259
OG0000204	Praf.g_02514	Prbk.g_01258
OG0000205	Praf.g_02708, Praf.g_02521	Prbk.g_01251
OG0000206	Praf.g_02532	Prbk.g_00632
OG0000207	Praf.g_02582	Prbk.g_00686
OG0000208	Praf.g_02581	Prbk.g_00685
OG0000209	Praf.g_02557	Prbk.g_00658
OG0000210	Praf.g_02556	Prbk.g_00657
OG0000211	Praf.g_00378	Prbk.g_01368
OG0000212	Praf.g_00392	Prbk.g_01514
OG0000213	Praf.g_02245	Prbk.g_00374
OG0000214	Praf.g_02263	Prbk.g_00401
OG0000215	Praf.g_02293	Prbk.g_00431
OG0000216	Praf.g_02296	Prbk.g_00434
OG0000217	Praf.g_02300	Prbk.g_00438
OG0000218	Praf.g_02302	Prbk.g_00442
OG0000219	Praf.g_02303	Prbk.g_00443
OG0000220	Praf.g_02304	Prbk.g_00444
OG0000221	Praf.g_02314	Prbk.g_00449
OG0000222	Praf.g_02323	Prbk.g_00458
OG0000223	Praf.g_02347	Prbk.g_00481
OG0000224	Praf.g_02358	Prbk.g_00492
OG0000225	Praf.g_02030	Prbk.g_00889
OG0000226	Praf.g_02026	Prbk.g_00893
OG0000227	Praf.g_02024	Prbk.g_00895
OG0000228	Praf.g_02016	Prbk.g_00365
OG0000229	Praf.g_01989	Prbk.g_00328
OG0000230	Praf.g_01987	Prbk.g_00326
OG0000231	Praf.g_01963	Prbk.g_00311
OG0000232	Praf.g_01952	Prbk.g_00295
OG0000233	Praf.g_01938	Prbk.g_02092
OG0000234	Praf.g_01905	Prbk.g_02114
OG0000235	Praf.g_00594	Prbk.g_02060
OG0000236	Praf.g_00610	Prbk.g_02076
OG0000237	Praf.g_00627	Prbk.g_01047
OG0000238	Praf.g_00631	Prbk.g_01051
OG0000239	Praf.g_00647	Prbk.g_01067
OG0000240	Praf.g_00648	Prbk.g_01068
OG0000241	Praf.g_01177	Prbk.g_01965
OG0000242	Praf.g_00658	Prbk.g_01078
OG0000243	Praf.g_00681	Prbk.g_02684
OG0000244	Praf.g_00685	Prbk.g_01897
OG0000245	Praf.g_00688	Prbk.g_01894
OG0000246	Praf.g_00692	Prbk.g_01890
OG0000247	Praf.g_00703	Prbk.g_01879
OG0000248	Praf.g_00706	Prbk.g_01876
OG0000249	Praf.g_00708	Prbk.g_01874
OG0000250	Praf.g_00714	Prbk.g_01106
OG0000251	Praf.g_00739	Prbk.g_01130
OG0000252	Praf.g_00742	Prbk.g_01133
OG0000253	Praf.g_00749	Prbk.g_01139
OG0000254	Praf.g_00768	Prbk.g_01158
OG0000255	Praf.g_01662	Prbk.g_02604
OG0000256	Praf.g_01676	Prbk.g_02618
OG0000257	Praf.g_01685	Prbk.g_02624
OG0000258	Praf.g_01708	Prbk.g_02647
OG0000259	Praf.g_01736	Prbk.g_00720
OG0000260	Praf.g_01739	Prbk.g_00717
OG0000261	Praf.g_01742	Prbk.g_00714
OG0000262	Praf.g_01748	Prbk.g_00709
OG0000263	Praf.g_02570	Prbk.g_00672
OG0000264	Praf.g_01218, Praf.g_01219	Prbk.g_01815
OG0000265	Praf.g_01302	Prbk.g_00619
OG0000265	Praf.g_01238	Prbk.g_01835
OG0000266	Praf.g_01313	Prbk.g_00608
OG0000267	Praf.g_01436	Prbk.g_02371
OG0000268	Praf.g_01435	Prbk.g_02370
OG0000269	Praf.g_01525	Prbk.g_02463
OG0000270	Praf.g_01528	Prbk.g_02466
OG0000271	Praf.g_01536	Prbk.g_02474
OG0000272	Praf.g_01537	Prbk.g_02475
OG0000273	Praf.g_01585	Prbk.g_02526
OG0000274	Praf.g_01586	Prbk.g_02527
OG0000275	Praf.g_01590	Prbk.g_02530
OG0000276	Praf.g_01596	Prbk.g_02536
OG0000277	Praf.g_01597	Prbk.g_02537
OG0000278	Praf.g_01600	Prbk.g_02540
OG0000279	Praf.g_01608	Prbk.g_02548
OG0000280	Praf.g_01614	Prbk.g_02554
OG0000281	Praf.g_01627	Prbk.g_02568
OG0000282	Praf.g_01463	Prbk.g_02398
OG0000283	Praf.g_01426	Prbk.g_02359
OG0000284	Praf.g_01420	Prbk.g_02353
OG0000285	Praf.g_01006	Prbk.g_01698
OG0000286	Praf.g_01393	Prbk.g_02325
OG0000287	Praf.g_01073	Prbk.g_01728
OG0000288	Praf.g_01338	Prbk.g_00583
OG0000289	Praf.g_01325	Prbk.g_00596
OG0000290	Praf.g_01277	Prbk.g_00059
OG0000291	Praf.g_01275	Prbk.g_00057
OG0000292	Praf.g_02776	Prbk.g_02271
OG0000293	Praf.g_00826	Prbk.g_01032
OG0000294	Praf.g_00827	Prbk.g_01031
OG0000295	Praf.g_00879	Prbk.g_00106
OG0000296	Praf.g_00881	Prbk.g_00104
OG0000297	Praf.g_00917	Prbk.g_01498
OG0000298	Praf.g_00918	Prbk.g_01497
OG0000299	Praf.g_00908	Prbk.g_01508
OG0000300	Praf.g_00902	Prbk.g_00186
OG0000301	Praf.g_00901	Prbk.g_00185
OG0000302	Praf.g_00898	Prbk.g_00182
OG0000303	Praf.g_00888	Prbk.g_00097
OG0000304	Praf.g_00938	Prbk.g_00121
OG0000305	Praf.g_01271	Prbk.g_00055
OG0000306	Praf.g_01635	Prbk.g_02578
OG0000307	Praf.g_00575	Prbk.g_02044
OG0000308	Praf.g_00573	Prbk.g_02042
OG0000309	Praf.g_00569	Prbk.g_02038
OG0000310	Praf.g_01772	Prbk.g_01937
OG0000311	Praf.g_01778, Praf.g_01776	Prbk.g_00243
OG0000312	Praf.g_01782	Prbk.g_00247
OG0000313	Praf.g_01802	Prbk.g_00271
OG0000314	Praf.g_01837	Prbk.g_01222
OG0000315	Praf.g_01848	Prbk.g_01212
OG0000316	Praf.g_00526	Prbk.g_01991
OG0000317	Praf.g_00485	Prbk.g_00913
OG0000318	Praf.g_00479	Prbk.g_00906
OG0000319	Praf.g_00464	Prbk.g_01443
OG0000320	Praf.g_00462	Prbk.g_01441
OG0000321	Praf.g_00461	Prbk.g_01440
OG0000322	Praf.g_00460	Prbk.g_01439
OG0000323	Praf.g_00449	Prbk.g_01428
OG0000324	Praf.g_00419	Prbk.g_01399
OG0000325	Praf.g_02200	Prbk.g_01904
OG0000326	Praf.g_02193	Prbk.g_01912
OG0000327	Praf.g_02162	Prbk.g_00987
OG0000328	Praf.g_02161	Prbk.g_00986
OG0000329	Praf.g_02144	Prbk.g_00969
OG0000330	Praf.g_02143	Prbk.g_00968
OG0000331	Praf.g_02142	Prbk.g_00967
OG0000332	Praf.g_02127	Prbk.g_00952
OG0000333	Praf.g_02125	Prbk.g_00950
OG0000334	Praf.g_02112	Prbk.g_00801
OG0000335	Praf.g_02107	Prbk.g_00806
OG0000336	Praf.g_02103	Prbk.g_00810
OG0000337	Praf.g_02372	Prbk.g_00506
OG0000338	Praf.g_02375	Prbk.g_00510
OG0000339	Praf.g_02386	Prbk.g_00516
OG0000340	Praf.g_02396	Prbk.g_00528
OG0000341	Praf.g_02398	Prbk.g_00530
OG0000342	Praf.g_02399	Prbk.g_00531
OG0000343	Praf.g_00196	Prbk.g_00215
OG0000344	Praf.g_00193	Prbk.g_00218
OG0000345	Praf.g_00182	Prbk.g_00233
OG0000346	Praf.g_00177	Prbk.g_00238
OG0000347	Praf.g_00152	Prbk.g_01540
OG0000348	Praf.g_00081	Prbk.g_01578
OG0000349	Praf.g_00054	Prbk.g_01602
OG0000350	Praf.g_02699	Prbk.g_02204
OG0000351	Praf.g_02757	Prbk.g_02252
OG0000352	Praf.g_02758	Prbk.g_02253
OG0000353	Praf.g_02782	Prbk.g_02277
OG0000354	Praf.g_00637	Prbk.g_01057
OG0000354	Praf.g_00019	Prbk.g_01635
OG0000355	Praf.g_00001	Prbk.g_02279
OG0000356	Praf.g_00002	Prbk.g_02280
OG0000357	Praf.g_00003	Prbk.g_02281
OG0000358	Praf.g_00007	Prbk.g_02285
OG0000359	Praf.g_00009	Prbk.g_02287
OG0000360	Praf.g_00010	Prbk.g_02288
OG0000361	Praf.g_00011	Prbk.g_02289
OG0000362	Praf.g_00013	Prbk.g_02291
OG0000363	Praf.g_00015	Prbk.g_01639
OG0000364	Praf.g_00016	Prbk.g_01638
OG0000365	Praf.g_00025	Prbk.g_01629
OG0000366	Praf.g_00026	Prbk.g_01628
OG0000367	Praf.g_00027	Prbk.g_01627
OG0000368	Praf.g_00029	Prbk.g_01625
OG0000369	Praf.g_00030	Prbk.g_01624
OG0000370	Praf.g_00031	Prbk.g_01623
OG0000371	Praf.g_00040	Prbk.g_01614
OG0000372	Praf.g_00045	Prbk.g_01609
OG0000373	Praf.g_00046	Prbk.g_01608
OG0000374	Praf.g_00047	Prbk.g_01607
OG0000375	Praf.g_00050	Prbk.g_01606
OG0000376	Praf.g_00052	Prbk.g_01604
OG0000377	Praf.g_02618	Prbk.g_02155
OG0000378	Praf.g_02605	Prbk.g_02141
OG0000379	Praf.g_02601	Prbk.g_02125
OG0000380	Praf.g_00325	Prbk.g_01323
OG0000381	Praf.g_00320	Prbk.g_01319
OG0000382	Praf.g_00304	Prbk.g_01304
OG0000383	Praf.g_00302	Prbk.g_01302
OG0000384	Praf.g_00301	Prbk.g_01301
OG0000385	Praf.g_00300	Prbk.g_01300
OG0000386	Praf.g_00299	Prbk.g_01299
OG0000387	Praf.g_00253	Prbk.g_00020
OG0000388	Praf.g_00249	Prbk.g_00016
OG0000389	Praf.g_00245	Prbk.g_00012
OG0000390	Praf.g_00224	Prbk.g_00191
OG0000391	Praf.g_00219	Prbk.g_00196
OG0000392	Praf.g_00214	Prbk.g_00202
OG0000393	Praf.g_00209	Prbk.g_00207
OG0000394	Praf.g_00208	Prbk.g_00208
OG0000395	Praf.g_00207	Prbk.g_00209
OG0000396	Praf.g_02403	Prbk.g_00542
OG0000397	Praf.g_02405	Prbk.g_00544
OG0000398	Praf.g_02410	Prbk.g_00549
OG0000399	Praf.g_02411	Prbk.g_00550
OG0000400	Praf.g_02412	Prbk.g_00551
OG0000401	Praf.g_02413	Prbk.g_00552
OG0000402	Praf.g_02415	Prbk.g_00554
OG0000403	Praf.g_02416	Prbk.g_00555
OG0000404	Praf.g_02418	Prbk.g_00557
OG0000405	Praf.g_02430	Prbk.g_00749
OG0000406	Praf.g_02434	Prbk.g_00753
OG0000407	Praf.g_02435	Prbk.g_00754
OG0000408	Praf.g_02437	Prbk.g_00756
OG0000409	Praf.g_02439	Prbk.g_00758
OG0000410	Praf.g_02440	Prbk.g_00759
OG0000411	Praf.g_02441	Prbk.g_00760
OG0000412	Praf.g_02442	Prbk.g_00761
OG0000413	Praf.g_02444	Prbk.g_00763
OG0000414	Praf.g_02445	Prbk.g_00764
OG0000415	Praf.g_02446	Prbk.g_00765
OG0000416	Praf.g_02447	Prbk.g_00766
OG0000417	Praf.g_02448	Prbk.g_00767
OG0000418	Praf.g_02453	Prbk.g_00772
OG0000419	Praf.g_02455	Prbk.g_00774
OG0000420	Praf.g_02456	Prbk.g_00775
OG0000421	Praf.g_02470	Prbk.g_00779
OG0000422	Praf.g_02471	Prbk.g_00780
OG0000423	Praf.g_02472	Prbk.g_00781
OG0000424	Praf.g_02473	Prbk.g_00782
OG0000425	Praf.g_02474	Prbk.g_00783
OG0000426	Praf.g_02475	Prbk.g_00784
OG0000427	Praf.g_02476	Prbk.g_00785
OG0000428	Praf.g_01486	Prbk.g_02425
OG0000429	Praf.g_02489	Prbk.g_01283
OG0000430	Praf.g_02491	Prbk.g_01281
OG0000431	Praf.g_02495	Prbk.g_01277
OG0000432	Praf.g_02502	Prbk.g_01270
OG0000433	Praf.g_02505	Prbk.g_01267
OG0000434	Praf.g_02506	Prbk.g_01266
OG0000435	Praf.g_02509	Prbk.g_01263
OG0000436	Praf.g_02515	Prbk.g_01257
OG0000437	Praf.g_02516	Prbk.g_01256
OG0000438	Praf.g_02517	Prbk.g_01255
OG0000439	Praf.g_02519	Prbk.g_01253
OG0000440	Praf.g_02520	Prbk.g_01252
OG0000441	Praf.g_02524	Prbk.g_01245
OG0000442	Praf.g_02525	Prbk.g_01244
OG0000443	Praf.g_02531	Prbk.g_00631
OG0000444	Praf.g_02575	Prbk.g_00683
OG0000445	Praf.g_02574	Prbk.g_00682
OG0000446	Praf.g_02572	Prbk.g_00680
OG0000447	Praf.g_02568	Prbk.g_00670
OG0000448	Praf.g_02567	Prbk.g_00669
OG0000449	Praf.g_02566	Prbk.g_00668
OG0000450	Praf.g_02560	Prbk.g_00662
OG0000451	Praf.g_02559	Prbk.g_00661
OG0000452	Praf.g_02555	Prbk.g_00656
OG0000453	Praf.g_02554	Prbk.g_00655
OG0000454	Praf.g_02553	Prbk.g_00654
OG0000455	Praf.g_02552	Prbk.g_00653
OG0000456	Praf.g_02551	Prbk.g_00652
OG0000457	Praf.g_02549	Prbk.g_00650
OG0000458	Praf.g_02548	Prbk.g_00649
OG0000459	Praf.g_02547	Prbk.g_00648
OG0000460	Praf.g_00379	Prbk.g_01369
OG0000461	Praf.g_02203	Prbk.g_01900
OG0000462	Praf.g_02207	Prbk.g_01012
OG0000463	Praf.g_02208	Prbk.g_01011
OG0000464	Praf.g_02209	Prbk.g_01010
OG0000465	Praf.g_02210	Prbk.g_01008
OG0000466	Praf.g_02215	Prbk.g_01003
OG0000467	Praf.g_02217	Prbk.g_01001
OG0000468	Praf.g_02242	Prbk.g_00371
OG0000469	Praf.g_02255	Prbk.g_00384
OG0000470	Praf.g_02259	Prbk.g_00397
OG0000471	Praf.g_02260	Prbk.g_00398
OG0000472	Praf.g_02262	Prbk.g_00400
OG0000473	Praf.g_02264	Prbk.g_00402
OG0000474	Praf.g_02265	Prbk.g_00403
OG0000475	Praf.g_02266	Prbk.g_00404
OG0000476	Praf.g_02268	Prbk.g_00406
OG0000477	Praf.g_02273	Prbk.g_00411
OG0000478	Praf.g_02274	Prbk.g_00412
OG0000479	Praf.g_02275	Prbk.g_00413
OG0000480	Praf.g_02282	Prbk.g_00420
OG0000481	Praf.g_02284	Prbk.g_00422
OG0000482	Praf.g_02285	Prbk.g_00423
OG0000483	Praf.g_02289	Prbk.g_00427
OG0000484	Praf.g_02290	Prbk.g_00428
OG0000485	Praf.g_02291	Prbk.g_00429
OG0000486	Praf.g_02292	Prbk.g_00430
OG0000487	Praf.g_02297	Prbk.g_00435
OG0000488	Praf.g_02301	Prbk.g_00439
OG0000489	Praf.g_02315	Prbk.g_00450
OG0000490	Praf.g_02321	Prbk.g_00456
OG0000491	Praf.g_02322	Prbk.g_00457
OG0000492	Praf.g_02324	Prbk.g_00460
OG0000493	Praf.g_02325	Prbk.g_00461
OG0000494	Praf.g_02326	Prbk.g_00462
OG0000495	Praf.g_02327	Prbk.g_00463
OG0000496	Praf.g_02328	Prbk.g_00464
OG0000497	Praf.g_02329	Prbk.g_00465
OG0000498	Praf.g_02330	Prbk.g_00466
OG0000499	Praf.g_02331	Prbk.g_00467
OG0000500	Praf.g_02332	Prbk.g_00468
OG0000501	Praf.g_02335	Prbk.g_00471
OG0000502	Praf.g_02349	Prbk.g_00483
OG0000503	Praf.g_02054	Prbk.g_00871
OG0000504	Praf.g_02052	Prbk.g_00873
OG0000505	Praf.g_02051	Prbk.g_00874
OG0000506	Praf.g_02049	Prbk.g_00876
OG0000507	Praf.g_02045	Prbk.g_00881
OG0000508	Praf.g_02031	Prbk.g_00888
OG0000509	Praf.g_02029	Prbk.g_00890
OG0000510	Praf.g_02028	Prbk.g_00891
OG0000511	Praf.g_02027	Prbk.g_00892
OG0000512	Praf.g_02025	Prbk.g_00894
OG0000513	Praf.g_02011	Prbk.g_00360
OG0000514	Praf.g_02002	Prbk.g_00352
OG0000515	Praf.g_02001	Prbk.g_00351
OG0000516	Praf.g_01999	Prbk.g_00339
OG0000517	Praf.g_01990	Prbk.g_00329
OG0000518	Praf.g_01978	Prbk.g_00317
OG0000519	Praf.g_01977	Prbk.g_00316
OG0000520	Praf.g_01972	Prbk.g_00315
OG0000521	Praf.g_01959	Prbk.g_00301
OG0000522	Praf.g_01957	Prbk.g_00299
OG0000523	Praf.g_01956	Prbk.g_00298
OG0000524	Praf.g_01942	Prbk.g_02088
OG0000525	Praf.g_01915	Prbk.g_02105
