Orthogroup	Praf	Syak
OG0000045	Praf.g_00322	Syak.g_00317, Syak.g_00228
OG0000046	Praf.g_02072	Syak.g_01276, Syak.g_01269
OG0000047	Praf.g_01898, Praf.g_01864	Syak.g_01147
OG0000048	Praf.g_02267	Syak.g_01446
OG0000050	Praf.g_01105	Syak.g_00106
OG0000052	Praf.g_02366	Syak.g_01549
OG0000053	Praf.g_01828	Syak.g_01068
OG0000054	Praf.g_00763	Syak.g_02744
OG0000055	Praf.g_01257	Syak.g_00766
OG0000057	Praf.g_01125	Syak.g_00724
OG0000060	Praf.g_00592	Syak.g_02572
OG0000061	Praf.g_00854, Praf.g_01859	Syak.g_00898
OG0000063	Praf.g_00041	Syak.g_01752
OG0000065	Praf.g_00244	Syak.g_02192, Syak.g_00282
OG0000066	Praf.g_00672	Syak.g_02653
OG0000067	Praf.g_01530	Syak.g_00434
OG0000068	Praf.g_00585, Praf.g_00583	Syak.g_02565
OG0000070	Praf.g_01962	Syak.g_01174
OG0000071	Praf.g_00796	Syak.g_00936
OG0000073	Praf.g_00616	Syak.g_02597
OG0000075	Praf.g_02384	Syak.g_01564
OG0000076	Praf.g_00178	Syak.g_01650
OG0000077	Praf.g_00309	Syak.g_02243
OG0000078	Praf.g_00391	Syak.g_02310
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Syak.g_01417
OG0000081	Praf.g_01131	Syak.g_00115
OG0000082	Praf.g_00731	Syak.g_02711
OG0000084	Praf.g_01790	Syak.g_01036
OG0000085	Praf.g_00491	Syak.g_02427
OG0000086	Praf.g_00297	Syak.g_02219
OG0000087	Praf.g_02420	Syak.g_02141
OG0000088	Praf.g_01239, Praf.g_02454	Syak.g_02106
OG0000089	Praf.g_02015	Syak.g_01215
OG0000090	Praf.g_00660	Syak.g_02640
OG0000091	Praf.g_01700	Syak.g_00043
OG0000093	Praf.g_01503	Syak.g_00416
OG0000095	Praf.g_01274	Syak.g_00736
OG0000097	Praf.g_00905	Syak.g_00816
OG0000098	Praf.g_01886	Syak.g_00345
OG0000099	Praf.g_02342	Syak.g_01527
OG0000100	Praf.g_00370, Praf.g_01561	Syak.g_00622
OG0000101	Praf.g_02119	Syak.g_01305
OG0000102	Praf.g_00173	Syak.g_01661
OG0000103	Praf.g_02765	Syak.g_01812
OG0000104	Praf.g_02779	Syak.g_01799
OG0000105	Praf.g_02271	Syak.g_01451
OG0000106	Praf.g_00496	Syak.g_00096
OG0000107	Praf.g_02201	Syak.g_01392
OG0000108	Praf.g_00595	Syak.g_02574
OG0000109	Praf.g_00611	Syak.g_02590, Syak.g_01061
OG0000110	Praf.g_00718	Syak.g_02698
OG0000111	Praf.g_01126	Syak.g_00725
OG0000112	Praf.g_01400	Syak.g_00512
OG0000113	Praf.g_01556	Syak.g_00461
OG0000114	Praf.g_01461	Syak.g_00373
OG0000115	Praf.g_01825	Syak.g_01066
OG0000116	Praf.g_00825	Syak.g_00911
OG0000117	Praf.g_00919	Syak.g_00846
OG0000118	Praf.g_00779	Syak.g_00954
OG0000119	Praf.g_01108, Praf.g_01143	Syak.g_00917
OG0000120	Praf.g_02343	Syak.g_01526
OG0000121	Praf.g_01796	Syak.g_01044
OG0000122	Praf.g_00976	Syak.g_00081
OG0000123	Praf.g_02108	Syak.g_01299
OG0000124	Praf.g_00153	Syak.g_01692
OG0000125	Praf.g_02664	Syak.g_01934
OG0000126	Praf.g_02777	Syak.g_01801
OG0000127	Praf.g_00338	Syak.g_02269
OG0000128	Praf.g_00012	Syak.g_01782
OG0000129	Praf.g_02652	Syak.g_01947
OG0000130	Praf.g_00321	Syak.g_02255
OG0000131	Praf.g_02432	Syak.g_02128
OG0000132	Praf.g_02452	Syak.g_02108
OG0000133	Praf.g_02336	Syak.g_00507
OG0000134	Praf.g_02012	Syak.g_01212
OG0000135	Praf.g_02705	Syak.g_01897
OG0000136	Praf.g_01984	Syak.g_01186
OG0000137	Praf.g_01907	Syak.g_01118
OG0000138	Praf.g_00612	Syak.g_02591
OG0000139	Praf.g_00666	Syak.g_02646
OG0000140	Praf.g_00670	Syak.g_02650
OG0000141	Praf.g_00764	Syak.g_02746
OG0000142	Praf.g_01692	Syak.g_00035
OG0000143	Praf.g_01696	Syak.g_00039
OG0000144	Praf.g_01721	Syak.g_00260
OG0000145	Praf.g_00617	Syak.g_02598
OG0000146	Praf.g_01401	Syak.g_00514
OG0000147	Praf.g_01402	Syak.g_00515
OG0000148	Praf.g_01548	Syak.g_00455
OG0000149	Praf.g_01604	Syak.g_00596
OG0000150	Praf.g_01625	Syak.g_02747
OG0000151	Praf.g_01478	Syak.g_00387
OG0000152	Praf.g_01392	Syak.g_00503
OG0000153	Praf.g_01362	Syak.g_00470
OG0000154	Praf.g_01337	Syak.g_00645
OG0000155	Praf.g_00886	Syak.g_00855
OG0000156	Praf.g_00810	Syak.g_00919
OG0000157	Praf.g_00809	Syak.g_00920
OG0000158	Praf.g_02394	Syak.g_01624
OG0000160	Praf.g_01795	Syak.g_01043
OG0000161	Praf.g_01805	Syak.g_01050
OG0000162	Praf.g_01817	Syak.g_01058
OG0000163	Praf.g_00538	Syak.g_02478
OG0000164	Praf.g_00453	Syak.g_02384
OG0000165	Praf.g_00444	Syak.g_02374
OG0000166	Praf.g_02157	Syak.g_01345
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syak.g_01561
OG0000168	Praf.g_02395	Syak.g_01625
OG0000169	Praf.g_00191	Syak.g_01637
OG0000170	Praf.g_00183	Syak.g_01644
OG0000171	Praf.g_00154	Syak.g_01691
OG0000172	Praf.g_00087	Syak.g_01713
OG0000173	Praf.g_00062	Syak.g_01733
OG0000174	Praf.g_02717	Syak.g_01895
OG0000175	Praf.g_02754	Syak.g_01827
OG0000176	Praf.g_00004	Syak.g_01790
OG0000177	Praf.g_00005	Syak.g_01789
OG0000178	Praf.g_00006	Syak.g_01788
OG0000179	Praf.g_00021	Syak.g_01773
OG0000180	Praf.g_00022	Syak.g_01772
OG0000181	Praf.g_00023	Syak.g_01771
OG0000182	Praf.g_00024	Syak.g_01770
OG0000183	Praf.g_00028	Syak.g_01766
OG0000184	Praf.g_02611	Syak.g_01955
OG0000185	Praf.g_02602	Syak.g_01971
OG0000186	Praf.g_00328	Syak.g_02258
OG0000187	Praf.g_00326	Syak.g_02257
OG0000188	Praf.g_00303	Syak.g_02235
OG0000189	Praf.g_00257	Syak.g_02203
OG0000190	Praf.g_00255	Syak.g_01575
OG0000191	Praf.g_00218	Syak.g_02171
OG0000192	Praf.g_00212	Syak.g_02165
OG0000193	Praf.g_02433	Syak.g_02127
OG0000194	Praf.g_02436	Syak.g_02124
OG0000195	Praf.g_02438	Syak.g_02122
OG0000196	Praf.g_02449	Syak.g_02111
OG0000197	Praf.g_02450	Syak.g_02110
OG0000198	Praf.g_02451	Syak.g_02109
OG0000199	Praf.g_02468	Syak.g_02100
OG0000200	Praf.g_02711, Praf.g_02492	Syak.g_02083
OG0000201	Praf.g_02511	Syak.g_02068
OG0000202	Praf.g_02512	Syak.g_02067
OG0000203	Praf.g_02513	Syak.g_02066
OG0000204	Praf.g_02514	Syak.g_02065
OG0000205	Praf.g_02708, Praf.g_02521	Syak.g_02058
OG0000206	Praf.g_02532	Syak.g_02038
OG0000207	Praf.g_02582	Syak.g_02025
OG0000208	Praf.g_02581	Syak.g_02024
OG0000209	Praf.g_02557	Syak.g_01995
OG0000210	Praf.g_02556	Syak.g_01994
OG0000211	Praf.g_00378	Syak.g_02300, Syak.g_02017
OG0000212	Praf.g_00392	Syak.g_02311
OG0000213	Praf.g_02245	Syak.g_01425
OG0000214	Praf.g_02263	Syak.g_01442
OG0000215	Praf.g_02293	Syak.g_01474
OG0000216	Praf.g_02296	Syak.g_01478
OG0000217	Praf.g_02300	Syak.g_01482
OG0000218	Praf.g_02302	Syak.g_01484
OG0000219	Praf.g_02303	Syak.g_01485
OG0000220	Praf.g_02304	Syak.g_01486
OG0000221	Praf.g_02314	Syak.g_01498
OG0000222	Praf.g_02323	Syak.g_01512
OG0000223	Praf.g_02347	Syak.g_01531
OG0000224	Praf.g_02358	Syak.g_01532
OG0000225	Praf.g_02030	Syak.g_01230
OG0000226	Praf.g_02026	Syak.g_01226
OG0000227	Praf.g_02024	Syak.g_01224
OG0000228	Praf.g_02016	Syak.g_01216
OG0000229	Praf.g_01989	Syak.g_01191
OG0000230	Praf.g_01987	Syak.g_01189
OG0000231	Praf.g_01963	Syak.g_01176
OG0000232	Praf.g_01952	Syak.g_01156
OG0000233	Praf.g_01938	Syak.g_01145
OG0000234	Praf.g_01905	Syak.g_01116
OG0000235	Praf.g_00594	Syak.g_02573
OG0000236	Praf.g_00610	Syak.g_02589
OG0000237	Praf.g_00627	Syak.g_02607
OG0000238	Praf.g_00631	Syak.g_02612
OG0000239	Praf.g_00647	Syak.g_02628
OG0000240	Praf.g_00648	Syak.g_02629
OG0000241	Praf.g_01177	Syak.g_00027
OG0000242	Praf.g_00658	Syak.g_02638
OG0000243	Praf.g_00681	Syak.g_02658
OG0000244	Praf.g_00685	Syak.g_02665
OG0000245	Praf.g_00688	Syak.g_02667
OG0000246	Praf.g_00692	Syak.g_02671
OG0000247	Praf.g_00703	Syak.g_02681
OG0000248	Praf.g_00706	Syak.g_02684
OG0000249	Praf.g_00708	Syak.g_02686
OG0000250	Praf.g_00714	Syak.g_02694
OG0000251	Praf.g_00739	Syak.g_02722
OG0000252	Praf.g_00742	Syak.g_02725
OG0000253	Praf.g_00749	Syak.g_02727
OG0000254	Praf.g_00768	Syak.g_02752
OG0000255	Praf.g_01662	Syak.g_02772
OG0000256	Praf.g_01676	Syak.g_00020
OG0000257	Praf.g_01685	Syak.g_00026
OG0000258	Praf.g_01708	Syak.g_00044
OG0000259	Praf.g_01736	Syak.g_00334
OG0000260	Praf.g_01739	Syak.g_00338
OG0000261	Praf.g_01742	Syak.g_00348
OG0000262	Praf.g_01748	Syak.g_00353
OG0000263	Praf.g_02570	Syak.g_00828
OG0000264	Praf.g_01218, Praf.g_01219	Syak.g_00698
OG0000266	Praf.g_01313	Syak.g_00778
OG0000267	Praf.g_01436	Syak.g_00555
OG0000268	Praf.g_01435	Syak.g_00554
OG0000269	Praf.g_01525	Syak.g_00429
OG0000270	Praf.g_01528	Syak.g_00432
OG0000271	Praf.g_01536	Syak.g_00440
OG0000272	Praf.g_01537	Syak.g_00441
OG0000274	Praf.g_01586	Syak.g_00615
OG0000275	Praf.g_01590	Syak.g_00611
OG0000276	Praf.g_01596	Syak.g_00604
OG0000277	Praf.g_01597	Syak.g_00603
OG0000278	Praf.g_01600	Syak.g_00600
OG0000279	Praf.g_01608	Syak.g_00592
OG0000280	Praf.g_01614	Syak.g_00582
OG0000281	Praf.g_01627	Syak.g_00339
OG0000282	Praf.g_01463	Syak.g_00375
OG0000283	Praf.g_01426	Syak.g_00541
OG0000284	Praf.g_01420	Syak.g_00536
OG0000285	Praf.g_01006	Syak.g_00523
OG0000286	Praf.g_01393	Syak.g_00504
OG0000287	Praf.g_01073	Syak.g_00477
OG0000288	Praf.g_01338	Syak.g_00644
OG0000289	Praf.g_01325	Syak.g_00659
OG0000290	Praf.g_01277	Syak.g_00738
OG0000291	Praf.g_01275	Syak.g_00737
OG0000292	Praf.g_02776	Syak.g_01802
OG0000293	Praf.g_00826	Syak.g_00910
OG0000294	Praf.g_00827	Syak.g_00909
OG0000295	Praf.g_00879	Syak.g_00863
OG0000296	Praf.g_00881	Syak.g_00861
OG0000297	Praf.g_00917	Syak.g_00848
OG0000298	Praf.g_00918	Syak.g_00847
OG0000299	Praf.g_00908	Syak.g_00820
OG0000300	Praf.g_00902	Syak.g_00813
OG0000301	Praf.g_00901	Syak.g_00812
OG0000302	Praf.g_00898	Syak.g_00811
OG0000303	Praf.g_00888	Syak.g_00674
OG0000304	Praf.g_00938	Syak.g_00680
OG0000305	Praf.g_01271	Syak.g_00732
OG0000306	Praf.g_01635	Syak.g_00094
OG0000307	Praf.g_00575	Syak.g_02556
OG0000308	Praf.g_00573	Syak.g_02554
OG0000309	Praf.g_00569	Syak.g_02549
OG0000310	Praf.g_01772	Syak.g_00994
OG0000311	Praf.g_01778, Praf.g_01776	Syak.g_00999
OG0000312	Praf.g_01782	Syak.g_01028
OG0000313	Praf.g_01802	Syak.g_01046
OG0000314	Praf.g_01837	Syak.g_01079
OG0000315	Praf.g_01848	Syak.g_01090
OG0000316	Praf.g_00526	Syak.g_02462
OG0000317	Praf.g_00485	Syak.g_02419
OG0000318	Praf.g_00479	Syak.g_02415
OG0000319	Praf.g_00464	Syak.g_02399
OG0000320	Praf.g_00462	Syak.g_02397
OG0000321	Praf.g_00461	Syak.g_02396
OG0000322	Praf.g_00460	Syak.g_02395
OG0000323	Praf.g_00449	Syak.g_02380
OG0000324	Praf.g_00419	Syak.g_02347
OG0000325	Praf.g_02200	Syak.g_01391
OG0000326	Praf.g_02193	Syak.g_01384
OG0000327	Praf.g_02162	Syak.g_01350
OG0000328	Praf.g_02161	Syak.g_01349
OG0000329	Praf.g_02144	Syak.g_01331
OG0000330	Praf.g_02143	Syak.g_01330
OG0000331	Praf.g_02142	Syak.g_01329
OG0000332	Praf.g_02127	Syak.g_01314
OG0000333	Praf.g_02125	Syak.g_01311
OG0000334	Praf.g_02112	Syak.g_01302
OG0000335	Praf.g_02107	Syak.g_01298
OG0000336	Praf.g_02103	Syak.g_01294
OG0000337	Praf.g_02372	Syak.g_01555
OG0000338	Praf.g_02375	Syak.g_01558
OG0000339	Praf.g_02386	Syak.g_01566
OG0000340	Praf.g_02396	Syak.g_01626
OG0000341	Praf.g_02398	Syak.g_01628
OG0000342	Praf.g_02399	Syak.g_01629
OG0000343	Praf.g_00196	Syak.g_01631
OG0000344	Praf.g_00193	Syak.g_01635
OG0000345	Praf.g_00182	Syak.g_01645
OG0000346	Praf.g_00177	Syak.g_01651
OG0000347	Praf.g_00152	Syak.g_01694
OG0000348	Praf.g_00081	Syak.g_01717
OG0000349	Praf.g_00054	Syak.g_01740
OG0000350	Praf.g_02699	Syak.g_01377
OG0000351	Praf.g_02757	Syak.g_01823
OG0000352	Praf.g_02758	Syak.g_01822
OG0000353	Praf.g_02782	Syak.g_01796
OG0000354	Praf.g_00637	Syak.g_02618
OG0000354	Praf.g_00019	Syak.g_01775
OG0000355	Praf.g_00001	Syak.g_01793
OG0000356	Praf.g_00002	Syak.g_01792
OG0000357	Praf.g_00003	Syak.g_01791
OG0000358	Praf.g_00007	Syak.g_01787
OG0000359	Praf.g_00009	Syak.g_01785
OG0000360	Praf.g_00010	Syak.g_01784
OG0000361	Praf.g_00011	Syak.g_01783
OG0000362	Praf.g_00013	Syak.g_01781
OG0000363	Praf.g_00015	Syak.g_01779
OG0000364	Praf.g_00016	Syak.g_01778
OG0000365	Praf.g_00025	Syak.g_01769
OG0000366	Praf.g_00026	Syak.g_01768
OG0000367	Praf.g_00027	Syak.g_01767
OG0000368	Praf.g_00029	Syak.g_01765
OG0000369	Praf.g_00030	Syak.g_01764
OG0000370	Praf.g_00031	Syak.g_01763
OG0000371	Praf.g_00040	Syak.g_01753
OG0000372	Praf.g_00045	Syak.g_01748
OG0000373	Praf.g_00046	Syak.g_01747
OG0000374	Praf.g_00047	Syak.g_01746
OG0000375	Praf.g_00050	Syak.g_01744
OG0000376	Praf.g_00052	Syak.g_01742
OG0000377	Praf.g_02618	Syak.g_01948
OG0000378	Praf.g_02605	Syak.g_01968
OG0000379	Praf.g_02601	Syak.g_01972
OG0000380	Praf.g_00325	Syak.g_02256
OG0000381	Praf.g_00320	Syak.g_02254
OG0000382	Praf.g_00304	Syak.g_02236
OG0000383	Praf.g_00302	Syak.g_02229
OG0000384	Praf.g_00301	Syak.g_02228
OG0000385	Praf.g_00300	Syak.g_02227
OG0000386	Praf.g_00299	Syak.g_02226
OG0000387	Praf.g_00253	Syak.g_02200
OG0000388	Praf.g_00249	Syak.g_02196
OG0000389	Praf.g_00245	Syak.g_02345, Syak.g_02193
OG0000390	Praf.g_00224	Syak.g_02177
OG0000391	Praf.g_00219	Syak.g_02172
OG0000392	Praf.g_00214	Syak.g_02166
OG0000393	Praf.g_00209	Syak.g_02163
OG0000394	Praf.g_00208	Syak.g_02162
OG0000395	Praf.g_00207	Syak.g_02161
OG0000396	Praf.g_02403	Syak.g_02158
OG0000397	Praf.g_02405	Syak.g_02156
OG0000398	Praf.g_02410	Syak.g_02151
OG0000399	Praf.g_02411	Syak.g_02150
OG0000400	Praf.g_02412	Syak.g_02149
OG0000401	Praf.g_02413	Syak.g_02148
OG0000402	Praf.g_02415	Syak.g_02146
OG0000403	Praf.g_02416	Syak.g_02145
OG0000404	Praf.g_02418	Syak.g_02143
OG0000405	Praf.g_02430	Syak.g_02131
OG0000406	Praf.g_02434	Syak.g_02126
OG0000407	Praf.g_02435	Syak.g_02125
OG0000408	Praf.g_02437	Syak.g_02123
OG0000409	Praf.g_02439	Syak.g_02121
OG0000410	Praf.g_02440	Syak.g_02120
OG0000411	Praf.g_02441	Syak.g_02119
OG0000412	Praf.g_02442	Syak.g_02118
OG0000413	Praf.g_02444	Syak.g_02116
OG0000415	Praf.g_02446	Syak.g_02114
OG0000416	Praf.g_02447	Syak.g_02113
OG0000417	Praf.g_02448	Syak.g_02112
OG0000418	Praf.g_02453	Syak.g_02107
OG0000419	Praf.g_02455	Syak.g_02105
OG0000420	Praf.g_02456	Syak.g_02103
OG0000421	Praf.g_02470	Syak.g_02097
OG0000422	Praf.g_02471	Syak.g_02096
OG0000423	Praf.g_02472	Syak.g_02095
OG0000424	Praf.g_02473	Syak.g_02094
OG0000425	Praf.g_02474	Syak.g_02093
OG0000426	Praf.g_02475	Syak.g_02092
OG0000427	Praf.g_02476	Syak.g_02091
OG0000428	Praf.g_01486	Syak.g_02088
OG0000429	Praf.g_02489	Syak.g_02086
OG0000430	Praf.g_02491	Syak.g_02084
OG0000431	Praf.g_02495	Syak.g_02081
OG0000432	Praf.g_02502	Syak.g_02075
OG0000433	Praf.g_02505	Syak.g_02073
OG0000434	Praf.g_02506	Syak.g_02072
OG0000435	Praf.g_02509	Syak.g_02071
OG0000436	Praf.g_02515	Syak.g_02064
OG0000437	Praf.g_02516	Syak.g_02063
OG0000438	Praf.g_02517	Syak.g_02062
OG0000439	Praf.g_02519	Syak.g_02060
OG0000440	Praf.g_02520	Syak.g_02059
OG0000441	Praf.g_02524	Syak.g_02053
OG0000442	Praf.g_02525	Syak.g_02043
OG0000443	Praf.g_02531	Syak.g_02041
OG0000444	Praf.g_02575	Syak.g_02022
OG0000445	Praf.g_02574	Syak.g_02015
OG0000446	Praf.g_02572	Syak.g_02013
OG0000447	Praf.g_02568	Syak.g_02006
OG0000448	Praf.g_02567	Syak.g_02005
OG0000449	Praf.g_02566	Syak.g_02004
OG0000450	Praf.g_02560	Syak.g_01998
OG0000451	Praf.g_02559	Syak.g_01997
OG0000452	Praf.g_02555	Syak.g_01993
OG0000453	Praf.g_02554	Syak.g_01992
OG0000454	Praf.g_02553	Syak.g_01991
OG0000455	Praf.g_02552	Syak.g_01990
OG0000456	Praf.g_02551	Syak.g_01989
OG0000457	Praf.g_02549	Syak.g_01987
OG0000458	Praf.g_02548	Syak.g_01986
OG0000459	Praf.g_02547	Syak.g_01985
OG0000460	Praf.g_00379	Syak.g_02303
OG0000461	Praf.g_02203	Syak.g_01402
OG0000462	Praf.g_02207	Syak.g_01405
OG0000463	Praf.g_02208	Syak.g_01406
OG0000464	Praf.g_02209	Syak.g_01407
OG0000465	Praf.g_02210	Syak.g_01409
OG0000466	Praf.g_02215	Syak.g_01414
OG0000467	Praf.g_02217	Syak.g_01416
OG0000468	Praf.g_02242	Syak.g_01421
OG0000469	Praf.g_02255	Syak.g_01436
OG0000470	Praf.g_02259	Syak.g_01438
OG0000471	Praf.g_02260	Syak.g_01439
OG0000472	Praf.g_02262	Syak.g_01441
OG0000473	Praf.g_02264	Syak.g_01443
OG0000474	Praf.g_02265	Syak.g_01444
OG0000475	Praf.g_02266	Syak.g_01445
OG0000476	Praf.g_02268	Syak.g_01447
OG0000477	Praf.g_02273	Syak.g_01453
OG0000478	Praf.g_02274	Syak.g_01454
OG0000479	Praf.g_02275	Syak.g_01455
OG0000480	Praf.g_02282	Syak.g_01462
OG0000481	Praf.g_02284	Syak.g_01464
OG0000482	Praf.g_02285	Syak.g_01465
OG0000483	Praf.g_02289	Syak.g_01469
OG0000484	Praf.g_02290	Syak.g_01470
OG0000485	Praf.g_02291	Syak.g_01472
OG0000486	Praf.g_02292	Syak.g_01473
OG0000487	Praf.g_02297	Syak.g_01479
OG0000488	Praf.g_02301	Syak.g_01483
OG0000489	Praf.g_02315	Syak.g_01499
OG0000490	Praf.g_02321	Syak.g_01507
OG0000491	Praf.g_02322	Syak.g_01511
OG0000492	Praf.g_02324	Syak.g_01513
OG0000493	Praf.g_02325	Syak.g_01514
OG0000494	Praf.g_02326	Syak.g_01515
OG0000495	Praf.g_02327	Syak.g_01516
OG0000496	Praf.g_02328	Syak.g_01517
OG0000497	Praf.g_02329	Syak.g_01518
OG0000498	Praf.g_02330	Syak.g_01519
OG0000499	Praf.g_02331	Syak.g_01520
OG0000500	Praf.g_02332	Syak.g_01521
OG0000501	Praf.g_02335	Syak.g_01524
OG0000502	Praf.g_02349	Syak.g_01538
OG0000503	Praf.g_02054	Syak.g_01246
OG0000504	Praf.g_02052	Syak.g_01244
OG0000505	Praf.g_02051	Syak.g_01243
OG0000506	Praf.g_02049	Syak.g_01241
OG0000507	Praf.g_02045	Syak.g_01235
OG0000508	Praf.g_02031	Syak.g_01231
OG0000509	Praf.g_02029	Syak.g_01229
OG0000510	Praf.g_02028	Syak.g_01228
OG0000511	Praf.g_02027	Syak.g_01227
OG0000512	Praf.g_02025	Syak.g_01225
OG0000513	Praf.g_02011	Syak.g_01211
OG0000514	Praf.g_02002	Syak.g_01204
OG0000515	Praf.g_02001	Syak.g_01203
OG0000516	Praf.g_01999	Syak.g_01199
OG0000517	Praf.g_01990	Syak.g_01192
OG0000518	Praf.g_01978	Syak.g_01180
OG0000519	Praf.g_01977	Syak.g_01179
OG0000520	Praf.g_01972	Syak.g_01178
OG0000521	Praf.g_01959	Syak.g_01167
OG0000522	Praf.g_01957	Syak.g_01163
OG0000523	Praf.g_01956	Syak.g_01162
OG0000524	Praf.g_01942	Syak.g_01149
OG0000525	Praf.g_01915	Syak.g_01130
OG0000526	Praf.g_01913	Syak.g_01127
OG0000527	Praf.g_01909	Syak.g_01120
OG0000528	Praf.g_00589	Syak.g_02570
OG0000529	Praf.g_00596	Syak.g_02575
OG0000530	Praf.g_00599	Syak.g_02578
OG0000531	Praf.g_00600	Syak.g_02579
OG0000532	Praf.g_00603	Syak.g_02582
OG0000533	Praf.g_00605	Syak.g_02584
OG0000534	Praf.g_00606	Syak.g_02585
OG0000535	Praf.g_00607	Syak.g_02586
OG0000536	Praf.g_00608	Syak.g_02587
OG0000537	Praf.g_00609	Syak.g_02588
OG0000538	Praf.g_00619	Syak.g_02600
OG0000539	Praf.g_00621	Syak.g_02601
OG0000540	Praf.g_00622	Syak.g_02602
OG0000541	Praf.g_00623	Syak.g_02603
OG0000542	Praf.g_00626	Syak.g_02606
OG0000543	Praf.g_00628	Syak.g_02608
OG0000544	Praf.g_00629	Syak.g_02609
OG0000545	Praf.g_00630	Syak.g_02611
OG0000546	Praf.g_00632	Syak.g_02613
OG0000547	Praf.g_00634	Syak.g_02615
OG0000548	Praf.g_00635	Syak.g_02616
OG0000549	Praf.g_00641	Syak.g_02622
OG0000550	Praf.g_00646	Syak.g_02626
OG0000551	Praf.g_00650	Syak.g_02631
OG0000552	Praf.g_00651	Syak.g_02632
OG0000553	Praf.g_00656	Syak.g_02636
OG0000554	Praf.g_00661	Syak.g_02641
OG0000555	Praf.g_00677	Syak.g_02657
OG0000556	Praf.g_00683	Syak.g_02661
OG0000557	Praf.g_00684	Syak.g_02663
OG0000558	Praf.g_00687	Syak.g_02666
OG0000559	Praf.g_00691	Syak.g_02670
OG0000560	Praf.g_00694	Syak.g_02672
OG0000561	Praf.g_00695	Syak.g_02673
OG0000562	Praf.g_00696	Syak.g_02674
OG0000563	Praf.g_00697	Syak.g_02675
OG0000564	Praf.g_00698	Syak.g_02676
OG0000565	Praf.g_00701	Syak.g_02679
OG0000566	Praf.g_00705	Syak.g_02683
OG0000567	Praf.g_00709	Syak.g_02687
OG0000568	Praf.g_00711	Syak.g_02690
OG0000569	Praf.g_00712	Syak.g_02691
OG0000570	Praf.g_00713	Syak.g_02692
OG0000571	Praf.g_00716	Syak.g_02696
OG0000572	Praf.g_00733	Syak.g_02713
OG0000573	Praf.g_00740	Syak.g_02723
OG0000574	Praf.g_00741	Syak.g_02724
OG0000575	Praf.g_00751	Syak.g_02729
OG0000576	Praf.g_00753	Syak.g_02731
OG0000577	Praf.g_00754	Syak.g_02732
OG0000578	Praf.g_00755	Syak.g_02733
OG0000579	Praf.g_00756	Syak.g_02734
OG0000580	Praf.g_00757	Syak.g_02735
OG0000581	Praf.g_00761	Syak.g_02742
OG0000582	Praf.g_00765	Syak.g_02748
