Orthogroup	Praf	Praq
OG0000098	Praf.g_01886	Praq.g_00157
OG0000099	Praf.g_02342	Praq.g_00216
OG0000100	Praf.g_00370, Praf.g_01561	Praq.g_00368
OG0000101	Praf.g_02119	Praq.g_00879
OG0000102	Praf.g_00173	Praq.g_00768
OG0000103	Praf.g_02765	Praq.g_00414
OG0000104	Praf.g_02779	Praq.g_00422
OG0000105	Praf.g_02271	Praq.g_01729
OG0000106	Praf.g_00496	Praq.g_01173
OG0000108	Praf.g_00595	Praq.g_00531
OG0000109	Praf.g_00611	Praq.g_00545
OG0000110	Praf.g_00718	Praq.g_01028
OG0000111	Praf.g_01126	Praq.g_00828
OG0000112	Praf.g_01400	Praq.g_00638
OG0000113	Praf.g_01556	Praq.g_01420
OG0000114	Praf.g_01461	Praq.g_01490
OG0000115	Praf.g_01825	Praq.g_01278
OG0000116	Praf.g_00825	Praq.g_01323
OG0000117	Praf.g_00919	Praq.g_00084
OG0000118	Praf.g_00779	Praq.g_00145
OG0000119	Praf.g_01108, Praf.g_01143	Praq.g_00171
OG0000120	Praf.g_02343	Praq.g_00208
OG0000121	Praf.g_01796	Praq.g_00296
OG0000122	Praf.g_00976	Praq.g_00334
OG0000123	Praf.g_02108	Praq.g_00873
OG0000124	Praf.g_00153	Praq.g_00682
OG0000125	Praf.g_02664	Praq.g_00718
OG0000126	Praf.g_02777	Praq.g_00421
OG0000128	Praf.g_00012	Praq.g_00437
OG0000129	Praf.g_02652	Praq.g_01259
OG0000130	Praf.g_00321	Praq.g_01934
OG0000131	Praf.g_02432	Praq.g_01857
OG0000132	Praf.g_02452	Praq.g_01838
OG0000133	Praf.g_02336	Praq.g_01680
OG0000134	Praf.g_02012	Praq.g_01187
OG0000135	Praf.g_02705	Praq.g_01160
OG0000136	Praf.g_01984	Praq.g_01116
OG0000137	Praf.g_01907	Praq.g_00526
OG0000138	Praf.g_00612	Praq.g_00546
OG0000139	Praf.g_00666	Praq.g_01065
OG0000140	Praf.g_00670	Praq.g_01064
OG0000141	Praf.g_00764	Praq.g_00995
OG0000142	Praf.g_01692	Praq.g_00967
OG0000143	Praf.g_01696	Praq.g_00963
OG0000144	Praf.g_01721	Praq.g_00781
OG0000145	Praf.g_00617	Praq.g_00637
OG0000146	Praf.g_01401	Praq.g_00639
OG0000147	Praf.g_01402	Praq.g_00640
OG0000148	Praf.g_01548	Praq.g_01414
OG0000149	Praf.g_01604	Praq.g_01444
OG0000150	Praf.g_01625	Praq.g_01452
OG0000151	Praf.g_01478	Praq.g_01500
OG0000152	Praf.g_01392	Praq.g_01548
OG0000153	Praf.g_01362	Praq.g_01567
OG0000154	Praf.g_01337	Praq.g_01593
OG0000155	Praf.g_00886	Praq.g_01353
OG0000156	Praf.g_00810	Praq.g_00122
OG0000157	Praf.g_00809	Praq.g_00123
OG0000158	Praf.g_02394	Praq.g_00258
OG0000160	Praf.g_01795	Praq.g_00295
OG0000161	Praf.g_01805	Praq.g_00301
OG0000162	Praf.g_01817	Praq.g_00307
OG0000163	Praf.g_00538	Praq.g_00341
OG0000164	Praf.g_00453	Praq.g_00473
OG0000165	Praf.g_00444	Praq.g_00466
OG0000166	Praf.g_02157	Praq.g_00915
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Praq.g_00737
OG0000168	Praf.g_02395	Praq.g_00747
OG0000169	Praf.g_00191	Praq.g_00757
OG0000170	Praf.g_00183	Praq.g_00759
OG0000171	Praf.g_00154	Praq.g_00681
OG0000172	Praf.g_00087	Praq.g_00689
OG0000173	Praf.g_00062	Praq.g_00704
OG0000174	Praf.g_02717	Praq.g_00396
OG0000175	Praf.g_02754	Praq.g_00406
OG0000176	Praf.g_00004	Praq.g_00430
OG0000177	Praf.g_00005	Praq.g_00431
OG0000178	Praf.g_00006	Praq.g_00432
OG0000179	Praf.g_00021	Praq.g_01219
OG0000180	Praf.g_00022	Praq.g_01220
OG0000181	Praf.g_00023	Praq.g_01221
OG0000182	Praf.g_00024	Praq.g_01222
OG0000183	Praf.g_00028	Praq.g_01226
OG0000184	Praf.g_02611	Praq.g_01262
OG0000185	Praf.g_02602	Praq.g_01265
OG0000186	Praf.g_00328	Praq.g_01939
OG0000187	Praf.g_00326	Praq.g_01938
OG0000188	Praf.g_00303	Praq.g_01921
OG0000189	Praf.g_00257	Praq.g_01907
OG0000190	Praf.g_00255	Praq.g_01906
OG0000191	Praf.g_00218	Praq.g_01886
OG0000192	Praf.g_00212	Praq.g_01882
OG0000193	Praf.g_02433	Praq.g_01856
OG0000194	Praf.g_02436	Praq.g_01853
OG0000195	Praf.g_02438	Praq.g_01851
OG0000196	Praf.g_02449	Praq.g_01841
OG0000197	Praf.g_02450	Praq.g_01840
OG0000198	Praf.g_02451	Praq.g_01839
OG0000199	Praf.g_02468	Praq.g_01832
OG0000200	Praf.g_02711	Praq.g_01818
OG0000201	Praf.g_02511	Praq.g_01810
OG0000202	Praf.g_02512	Praq.g_01809
OG0000203	Praf.g_02513	Praq.g_01808
OG0000204	Praf.g_02514	Praq.g_01807
OG0000205	Praf.g_02521	Praq.g_01800
OG0000206	Praf.g_02532	Praq.g_01795
OG0000207	Praf.g_02582	Praq.g_01793
OG0000208	Praf.g_02581	Praq.g_01792
OG0000209	Praf.g_02557	Praq.g_01783
OG0000210	Praf.g_02556	Praq.g_01782
OG0000211	Praf.g_00378	Praq.g_01769
OG0000212	Praf.g_00392	Praq.g_01762
OG0000213	Praf.g_02245	Praq.g_01746
OG0000214	Praf.g_02263	Praq.g_01736
OG0000215	Praf.g_02293	Praq.g_01710
OG0000216	Praf.g_02296	Praq.g_01708
OG0000217	Praf.g_02300	Praq.g_01705
OG0000218	Praf.g_02302	Praq.g_01703
OG0000219	Praf.g_02303	Praq.g_01702
OG0000220	Praf.g_02304	Praq.g_01701
OG0000221	Praf.g_02314	Praq.g_01700
OG0000222	Praf.g_02323	Praq.g_01692
OG0000223	Praf.g_02347	Praq.g_01679
OG0000224	Praf.g_02358	Praq.g_01677
OG0000225	Praf.g_02030	Praq.g_01199
OG0000226	Praf.g_02026	Praq.g_01195
OG0000227	Praf.g_02024	Praq.g_01193
OG0000228	Praf.g_02016	Praq.g_01189
OG0000229	Praf.g_01989	Praq.g_01121
OG0000230	Praf.g_01987	Praq.g_01119
OG0000231	Praf.g_01963	Praq.g_01108
OG0000232	Praf.g_01952	Praq.g_00507
OG0000233	Praf.g_01938	Praq.g_00513
OG0000234	Praf.g_01905	Praq.g_00527
OG0000235	Praf.g_00594	Praq.g_00530
OG0000236	Praf.g_00610	Praq.g_00544
OG0000237	Praf.g_00627	Praq.g_01096
OG0000238	Praf.g_00631	Praq.g_01090
OG0000239	Praf.g_00647	Praq.g_01077
OG0000240	Praf.g_00648	Praq.g_01076
OG0000241	Praf.g_01177	Praq.g_01072
OG0000242	Praf.g_00658	Praq.g_01070
OG0000243	Praf.g_00681	Praq.g_01059
OG0000244	Praf.g_00685	Praq.g_01056
OG0000245	Praf.g_00688	Praq.g_01054
OG0000246	Praf.g_00692	Praq.g_01050
OG0000247	Praf.g_00703	Praq.g_01040
OG0000248	Praf.g_00706	Praq.g_01038
OG0000249	Praf.g_00708	Praq.g_01036
OG0000250	Praf.g_00714	Praq.g_01031
OG0000251	Praf.g_00739	Praq.g_01012
OG0000252	Praf.g_00742	Praq.g_01008
OG0000253	Praf.g_00749	Praq.g_01007
OG0000254	Praf.g_00768	Praq.g_00991
OG0000255	Praf.g_01662	Praq.g_00985
OG0000256	Praf.g_01676	Praq.g_00975
OG0000257	Praf.g_01685	Praq.g_00972
OG0000258	Praf.g_01708	Praq.g_00959
OG0000259	Praf.g_01736	Praq.g_00789
OG0000260	Praf.g_01739	Praq.g_00792
OG0000261	Praf.g_01742	Praq.g_00794
OG0000262	Praf.g_01748	Praq.g_00798
OG0000263	Praf.g_02570	Praq.g_00810
OG0000264	Praf.g_01218, Praf.g_01219	Praq.g_00820
OG0000265	Praf.g_01302, Praf.g_01238	Praq.g_00583
OG0000266	Praf.g_01313	Praq.g_00593
OG0000267	Praf.g_01436	Praq.g_00604
OG0000268	Praf.g_01435	Praq.g_00605
OG0000269	Praf.g_01525	Praq.g_00665
OG0000270	Praf.g_01528	Praq.g_00668
OG0000271	Praf.g_01536	Praq.g_00676
OG0000272	Praf.g_01537	Praq.g_00677
OG0000273	Praf.g_01585	Praq.g_01428
OG0000274	Praf.g_01586	Praq.g_01429
OG0000275	Praf.g_01590	Praq.g_01431
OG0000276	Praf.g_01596	Praq.g_01436
OG0000277	Praf.g_01597	Praq.g_01437
OG0000278	Praf.g_01600	Praq.g_01440
OG0000279	Praf.g_01608	Praq.g_01447
OG0000280	Praf.g_01614	Praq.g_01448
OG0000281	Praf.g_01627	Praq.g_01454
OG0000282	Praf.g_01463	Praq.g_01492
OG0000283	Praf.g_01426	Praq.g_01525
OG0000284	Praf.g_01420	Praq.g_01530
OG0000285	Praf.g_01006	Praq.g_01535
OG0000286	Praf.g_01393	Praq.g_01547
OG0000287	Praf.g_01073	Praq.g_01564
OG0000288	Praf.g_01338	Praq.g_01592
OG0000289	Praf.g_01325	Praq.g_01603
OG0000290	Praf.g_01277	Praq.g_01616
OG0000291	Praf.g_01275	Praq.g_01618
OG0000292	Praf.g_02776	Praq.g_01667
OG0000293	Praf.g_00826	Praq.g_01324
OG0000294	Praf.g_00827	Praq.g_01325
OG0000295	Praf.g_00879	Praq.g_01345
OG0000296	Praf.g_00881	Praq.g_01347
OG0000297	Praf.g_00917	Praq.g_01355
OG0000298	Praf.g_00918	Praq.g_01356
OG0000299	Praf.g_00908	Praq.g_01373
OG0000300	Praf.g_00902	Praq.g_01376
OG0000301	Praf.g_00901	Praq.g_01377
OG0000302	Praf.g_00898	Praq.g_01379
OG0000303	Praf.g_00888	Praq.g_01386
OG0000304	Praf.g_00938	Praq.g_01390
OG0000305	Praf.g_01271	Praq.g_00167
OG0000306	Praf.g_01635	Praq.g_00170
OG0000307	Praf.g_00575	Praq.g_00186
OG0000308	Praf.g_00573	Praq.g_00187
OG0000309	Praf.g_00569	Praq.g_00191
OG0000310	Praf.g_01772	Praq.g_00279
OG0000311	Praf.g_01778, Praf.g_01776	Praq.g_00281
OG0000312	Praf.g_01782	Praq.g_00284
OG0000313	Praf.g_01802	Praq.g_00298
OG0000314	Praf.g_01837	Praq.g_00321
OG0000315	Praf.g_01848	Praq.g_00331
OG0000316	Praf.g_00526	Praq.g_00351
OG0000317	Praf.g_00485	Praq.g_01954, Praq.g_00499
OG0000318	Praf.g_00479	Praq.g_00496
OG0000319	Praf.g_00464	Praq.g_00483
OG0000320	Praf.g_00462	Praq.g_00481
OG0000321	Praf.g_00461	Praq.g_00480
OG0000322	Praf.g_00460	Praq.g_00479
OG0000323	Praf.g_00449	Praq.g_00470
OG0000324	Praf.g_00419	Praq.g_00444
OG0000325	Praf.g_02200	Praq.g_00950
OG0000326	Praf.g_02193	Praq.g_00944
OG0000327	Praf.g_02162	Praq.g_00920
OG0000328	Praf.g_02161	Praq.g_00919
OG0000329	Praf.g_02144	Praq.g_00902
OG0000330	Praf.g_02143	Praq.g_00901
OG0000331	Praf.g_02142	Praq.g_00900
OG0000332	Praf.g_02127	Praq.g_00886
OG0000333	Praf.g_02125	Praq.g_00884
OG0000334	Praf.g_02112	Praq.g_00876
OG0000335	Praf.g_02107	Praq.g_00872
OG0000336	Praf.g_02103	Praq.g_00868
OG0000337	Praf.g_02372	Praq.g_00735
OG0000338	Praf.g_02375	Praq.g_00736
OG0000339	Praf.g_02386	Praq.g_00740
OG0000340	Praf.g_02396	Praq.g_00748
OG0000341	Praf.g_02398	Praq.g_00750
OG0000342	Praf.g_02399	Praq.g_00751
OG0000343	Praf.g_00196	Praq.g_00752
OG0000344	Praf.g_00193	Praq.g_00755
OG0000345	Praf.g_00182	Praq.g_00760
OG0000346	Praf.g_00177	Praq.g_00764
OG0000347	Praf.g_00152	Praq.g_00683
OG0000348	Praf.g_00081	Praq.g_00692
OG0000349	Praf.g_00054	Praq.g_00709
OG0000350	Praf.g_02699	Praq.g_00392
OG0000351	Praf.g_02757	Praq.g_00409
OG0000352	Praf.g_02758	Praq.g_00410
OG0000353	Praf.g_02782	Praq.g_00425
OG0000355	Praf.g_00001	Praq.g_00427
OG0000356	Praf.g_00002	Praq.g_00428
OG0000357	Praf.g_00003	Praq.g_00429
OG0000358	Praf.g_00007	Praq.g_00433
OG0000359	Praf.g_00009	Praq.g_00434
OG0000360	Praf.g_00010	Praq.g_00435
OG0000361	Praf.g_00011	Praq.g_00436
OG0000362	Praf.g_00013	Praq.g_00438
OG0000363	Praf.g_00015	Praq.g_01217
OG0000364	Praf.g_00016	Praq.g_01218
OG0000365	Praf.g_00025	Praq.g_01223
OG0000366	Praf.g_00026	Praq.g_01224
OG0000367	Praf.g_00027	Praq.g_01225
OG0000368	Praf.g_00029	Praq.g_01227
OG0000369	Praf.g_00030	Praq.g_01228
OG0000370	Praf.g_00031	Praq.g_01229
OG0000371	Praf.g_00040	Praq.g_01235
OG0000372	Praf.g_00045	Praq.g_01239
OG0000373	Praf.g_00046	Praq.g_01240
OG0000374	Praf.g_00047	Praq.g_01241
OG0000375	Praf.g_00050	Praq.g_01255
OG0000376	Praf.g_00052	Praq.g_01257
OG0000377	Praf.g_02618	Praq.g_01261
OG0000378	Praf.g_02605	Praq.g_01263
OG0000379	Praf.g_02601	Praq.g_01266
OG0000380	Praf.g_00325	Praq.g_01937
OG0000381	Praf.g_00320	Praq.g_01933
OG0000382	Praf.g_00304	Praq.g_01922
OG0000383	Praf.g_00302	Praq.g_01920
OG0000384	Praf.g_00301	Praq.g_01919
OG0000385	Praf.g_00300	Praq.g_01918
OG0000386	Praf.g_00299	Praq.g_01917
OG0000387	Praf.g_00253	Praq.g_01904
OG0000388	Praf.g_00249	Praq.g_01901
OG0000389	Praf.g_00245	Praq.g_01897
OG0000390	Praf.g_00224	Praq.g_01890
OG0000391	Praf.g_00219	Praq.g_01887
OG0000392	Praf.g_00214	Praq.g_01883
OG0000393	Praf.g_00209	Praq.g_01881
OG0000394	Praf.g_00208	Praq.g_01880
OG0000395	Praf.g_00207	Praq.g_01879
OG0000396	Praf.g_02403	Praq.g_01876
OG0000397	Praf.g_02405	Praq.g_01874
OG0000398	Praf.g_02410	Praq.g_01872
OG0000399	Praf.g_02411	Praq.g_01871
OG0000400	Praf.g_02412	Praq.g_01870
OG0000401	Praf.g_02413	Praq.g_01869
OG0000402	Praf.g_02415	Praq.g_01867
OG0000403	Praf.g_02416	Praq.g_01866
OG0000404	Praf.g_02418	Praq.g_01865
OG0000405	Praf.g_02430	Praq.g_01861
OG0000406	Praf.g_02434	Praq.g_01855
OG0000407	Praf.g_02435	Praq.g_01854
OG0000408	Praf.g_02437	Praq.g_01852
OG0000409	Praf.g_02439	Praq.g_01850
OG0000410	Praf.g_02440	Praq.g_01849
OG0000411	Praf.g_02441	Praq.g_01848
OG0000412	Praf.g_02442	Praq.g_01847
OG0000413	Praf.g_02444	Praq.g_01846
OG0000414	Praf.g_02445	Praq.g_00554, Praq.g_01845
OG0000415	Praf.g_02446	Praq.g_01844
OG0000416	Praf.g_02447	Praq.g_01843
OG0000417	Praf.g_02448	Praq.g_01842
OG0000418	Praf.g_02453	Praq.g_01837
OG0000419	Praf.g_02455	Praq.g_01835
OG0000420	Praf.g_02456	Praq.g_01834
OG0000421	Praf.g_02470	Praq.g_01829
OG0000422	Praf.g_02471	Praq.g_01828
OG0000423	Praf.g_02472	Praq.g_01827
OG0000424	Praf.g_02473	Praq.g_01826
OG0000425	Praf.g_02474	Praq.g_01825
OG0000426	Praf.g_02475	Praq.g_01824
OG0000427	Praf.g_02476	Praq.g_01823
OG0000428	Praf.g_01486	Praq.g_01821
OG0000429	Praf.g_02489	Praq.g_01820
OG0000430	Praf.g_02491	Praq.g_01819
OG0000431	Praf.g_02495	Praq.g_01817
OG0000432	Praf.g_02502	Praq.g_01814
OG0000433	Praf.g_02505	Praq.g_01813
OG0000434	Praf.g_02506	Praq.g_01812
OG0000435	Praf.g_02509	Praq.g_01811
OG0000436	Praf.g_02515	Praq.g_01806
OG0000437	Praf.g_02516	Praq.g_01805
OG0000438	Praf.g_02517	Praq.g_01804
OG0000439	Praf.g_02519	Praq.g_01802
OG0000440	Praf.g_02520	Praq.g_01801
OG0000441	Praf.g_02524	Praq.g_01798
OG0000442	Praf.g_02525	Praq.g_01797
OG0000443	Praf.g_02531	Praq.g_01796
OG0000444	Praf.g_02575	Praq.g_01791
OG0000445	Praf.g_02574	Praq.g_01790
OG0000446	Praf.g_02572	Praq.g_01789
OG0000447	Praf.g_02568	Praq.g_01788
OG0000448	Praf.g_02567	Praq.g_01787
OG0000449	Praf.g_02566	Praq.g_01786
OG0000450	Praf.g_02560	Praq.g_01785
OG0000451	Praf.g_02559	Praq.g_01784
OG0000452	Praf.g_02555	Praq.g_01781
OG0000453	Praf.g_02554	Praq.g_01780
OG0000454	Praf.g_02553	Praq.g_01779
OG0000455	Praf.g_02552	Praq.g_01778
OG0000456	Praf.g_02551	Praq.g_01777
OG0000457	Praf.g_02549	Praq.g_01776
OG0000458	Praf.g_02548	Praq.g_01775
OG0000459	Praf.g_02547	Praq.g_01774
OG0000460	Praf.g_00379	Praq.g_01767
OG0000461	Praf.g_02203	Praq.g_01760
OG0000462	Praf.g_02207	Praq.g_01758
OG0000463	Praf.g_02208	Praq.g_01757
OG0000464	Praf.g_02209	Praq.g_01756
OG0000465	Praf.g_02210	Praq.g_01755
OG0000466	Praf.g_02215	Praq.g_01752
OG0000467	Praf.g_02217	Praq.g_01751
OG0000468	Praf.g_02242	Praq.g_01750
OG0000469	Praf.g_02255	Praq.g_01741
OG0000470	Praf.g_02259	Praq.g_01739
OG0000471	Praf.g_02260	Praq.g_01738
OG0000472	Praf.g_02262	Praq.g_01737
OG0000473	Praf.g_02264	Praq.g_01735
OG0000474	Praf.g_02265	Praq.g_01734
OG0000475	Praf.g_02266	Praq.g_01733
OG0000476	Praf.g_02268	Praq.g_01732
OG0000477	Praf.g_02273	Praq.g_01728
OG0000478	Praf.g_02274	Praq.g_01727
OG0000479	Praf.g_02275	Praq.g_01726
OG0000480	Praf.g_02282	Praq.g_01721
OG0000481	Praf.g_02284	Praq.g_01718
OG0000482	Praf.g_02285	Praq.g_01717
OG0000483	Praf.g_02289	Praq.g_01714
OG0000484	Praf.g_02290	Praq.g_01713
OG0000485	Praf.g_02291	Praq.g_01712
OG0000486	Praf.g_02292	Praq.g_01711
OG0000487	Praf.g_02297	Praq.g_01707
OG0000488	Praf.g_02301	Praq.g_01704
OG0000489	Praf.g_02315	Praq.g_01699
OG0000490	Praf.g_02321	Praq.g_01694
OG0000491	Praf.g_02322	Praq.g_01693
OG0000492	Praf.g_02324	Praq.g_01691
OG0000493	Praf.g_02325	Praq.g_01690
OG0000494	Praf.g_02326	Praq.g_01689
OG0000495	Praf.g_02327	Praq.g_01688
OG0000496	Praf.g_02328	Praq.g_01687
OG0000497	Praf.g_02329	Praq.g_01686
OG0000498	Praf.g_02330	Praq.g_01685
OG0000499	Praf.g_02331	Praq.g_01684
OG0000500	Praf.g_02332	Praq.g_01683
OG0000501	Praf.g_02335	Praq.g_01681
OG0000502	Praf.g_02349	Praq.g_01678
OG0000503	Praf.g_02054	Praq.g_01211
OG0000504	Praf.g_02052	Praq.g_01210
OG0000505	Praf.g_02051	Praq.g_01209
OG0000506	Praf.g_02049	Praq.g_01207
OG0000507	Praf.g_02045	Praq.g_01204
OG0000508	Praf.g_02031	Praq.g_01200
OG0000509	Praf.g_02029	Praq.g_01198
OG0000510	Praf.g_02028	Praq.g_01197
OG0000511	Praf.g_02027	Praq.g_01196
OG0000512	Praf.g_02025	Praq.g_01194
OG0000513	Praf.g_02011	Praq.g_01186
OG0000514	Praf.g_02002	Praq.g_01126
OG0000515	Praf.g_02001	Praq.g_01125
OG0000516	Praf.g_01999	Praq.g_01124
OG0000517	Praf.g_01990	Praq.g_01122
OG0000518	Praf.g_01978	Praq.g_01111
OG0000519	Praf.g_01977	Praq.g_01110
OG0000520	Praf.g_01972	Praq.g_01109
OG0000521	Praf.g_01959	Praq.g_00502
OG0000522	Praf.g_01957	Praq.g_00504
OG0000523	Praf.g_01956	Praq.g_00505
OG0000524	Praf.g_01942	Praq.g_00511
OG0000525	Praf.g_01915	Praq.g_00514
OG0000526	Praf.g_01913	Praq.g_00515
OG0000527	Praf.g_01909	Praq.g_00524
OG0000528	Praf.g_00589	Praq.g_00529
OG0000529	Praf.g_00596	Praq.g_00532
OG0000530	Praf.g_00599	Praq.g_00535
OG0000531	Praf.g_00600	Praq.g_00536
OG0000532	Praf.g_00603	Praq.g_00538
OG0000533	Praf.g_00605	Praq.g_00539
OG0000534	Praf.g_00606	Praq.g_00540
OG0000535	Praf.g_00607	Praq.g_00541
OG0000536	Praf.g_00608	Praq.g_00542
OG0000537	Praf.g_00609	Praq.g_00543
OG0000538	Praf.g_00619	Praq.g_01102
OG0000539	Praf.g_00621	Praq.g_01101
OG0000540	Praf.g_00622	Praq.g_01100
OG0000541	Praf.g_00623	Praq.g_01099
OG0000542	Praf.g_00626	Praq.g_01097
OG0000543	Praf.g_00628	Praq.g_01095
OG0000544	Praf.g_00629	Praq.g_01094
OG0000545	Praf.g_00630	Praq.g_01092
OG0000546	Praf.g_00632	Praq.g_01089
OG0000547	Praf.g_00634	Praq.g_01087
OG0000548	Praf.g_00635	Praq.g_01086
OG0000549	Praf.g_00641	Praq.g_01084
OG0000550	Praf.g_00646	Praq.g_01079
OG0000551	Praf.g_00650	Praq.g_01075
OG0000552	Praf.g_00651	Praq.g_01074
OG0000553	Praf.g_00656	Praq.g_01073
OG0000554	Praf.g_00661	Praq.g_01068
OG0000555	Praf.g_00677	Praq.g_01060
OG0000556	Praf.g_00683	Praq.g_01058
OG0000557	Praf.g_00684	Praq.g_01057
OG0000558	Praf.g_00687	Praq.g_01055
OG0000559	Praf.g_00691	Praq.g_01051
OG0000560	Praf.g_00694	Praq.g_01048
OG0000561	Praf.g_00695	Praq.g_01047
OG0000562	Praf.g_00696	Praq.g_01046
OG0000563	Praf.g_00697	Praq.g_01045
OG0000564	Praf.g_00698	Praq.g_01044
OG0000565	Praf.g_00701	Praq.g_01041
OG0000566	Praf.g_00705	Praq.g_01039
OG0000567	Praf.g_00709	Praq.g_01035
OG0000568	Praf.g_00711	Praq.g_01034
OG0000569	Praf.g_00712	Praq.g_01033
OG0000570	Praf.g_00713	Praq.g_01032
OG0000571	Praf.g_00716	Praq.g_01030
OG0000572	Praf.g_00733	Praq.g_01017
OG0000573	Praf.g_00740	Praq.g_01010
OG0000574	Praf.g_00741	Praq.g_01009
OG0000575	Praf.g_00751	Praq.g_01005
OG0000576	Praf.g_00753	Praq.g_01003
OG0000577	Praf.g_00754	Praq.g_01002
OG0000578	Praf.g_00755	Praq.g_01001
OG0000579	Praf.g_00756	Praq.g_01000
OG0000580	Praf.g_00757	Praq.g_00999
OG0000581	Praf.g_00761	Praq.g_00997
OG0000582	Praf.g_00765	Praq.g_00994
OG0000583	Praf.g_00766	Praq.g_00993
OG0000584	Praf.g_00767	Praq.g_00992
OG0000585	Praf.g_00769	Praq.g_00990
OG0000586	Praf.g_00771	Praq.g_00989
OG0000587	Praf.g_00773	Praq.g_00988
OG0000588	Praf.g_01663	Praq.g_00984
OG0000589	Praf.g_01666	Praq.g_00981
OG0000590	Praf.g_01667	Praq.g_00980
