Orthogroup	Praf	Syaj
OG0000056	Praf.g_02084, Praf.g_01964	Syaj.g_01081, Syaj.g_00880, Syaj.g_01082, Syaj.g_00533, Syaj.g_01676, Syaj.g_00546, Syaj.g_00879, Syaj.g_00462, Syaj.g_01088, Syaj.g_00360, Syaj.g_01093, Syaj.g_00962
OG0000057	Praf.g_01125	Syaj.g_00438
OG0000060	Praf.g_00592	Syaj.g_00067
OG0000061	Praf.g_00854, Praf.g_01859	Syaj.g_00302
OG0000063	Praf.g_00041	Syaj.g_02302
OG0000065	Praf.g_00244	Syaj.g_00007, Syaj.g_01887
OG0000066	Praf.g_00672	Syaj.g_00157
OG0000067	Praf.g_01530	Syaj.g_01023
OG0000068	Praf.g_00585, Praf.g_00583	Syaj.g_00059
OG0000070	Praf.g_01962	Syaj.g_01529
OG0000071	Praf.g_00796	Syaj.g_01511
OG0000073	Praf.g_00616	Syaj.g_00093
OG0000075	Praf.g_02384	Syaj.g_02457
OG0000076	Praf.g_00178	Syaj.g_02417
OG0000077	Praf.g_00309	Syaj.g_01831
OG0000078	Praf.g_00391	Syaj.g_02880
OG0000079	Praf.g_02234, Praf.g_02218	Syaj.g_02609
OG0000081	Praf.g_01131	Syaj.g_02888
OG0000082	Praf.g_00731	Syaj.g_00229
OG0000084	Praf.g_01790	Syaj.g_01375
OG0000085	Praf.g_00491	Syaj.g_01707
OG0000086	Praf.g_00297	Syaj.g_01848
OG0000087	Praf.g_02420	Syaj.g_01945
OG0000088	Praf.g_01239, Praf.g_02454	Syaj.g_01986
OG0000089	Praf.g_02015	Syaj.g_02829, Syaj.g_01915
OG0000090	Praf.g_00660	Syaj.g_00144
OG0000091	Praf.g_01700	Syaj.g_01275
OG0000093	Praf.g_01503	Syaj.g_01042
OG0000095	Praf.g_01274	Syaj.g_00427
OG0000097	Praf.g_00905	Syaj.g_00589
OG0000098	Praf.g_01886	Syaj.g_02671
OG0000099	Praf.g_02342	Syaj.g_02503
OG0000100	Praf.g_00370, Praf.g_01561	Syaj.g_00987
OG0000101	Praf.g_02119	Syaj.g_02738
OG0000102	Praf.g_00173	Syaj.g_02411
OG0000103	Praf.g_02765	Syaj.g_02243
OG0000104	Praf.g_02779	Syaj.g_02258
OG0000105	Praf.g_02271	Syaj.g_02573
OG0000106	Praf.g_00496	Syaj.g_01130
OG0000107	Praf.g_02201	Syaj.g_02637
OG0000108	Praf.g_00595	Syaj.g_00072
OG0000109	Praf.g_00611	Syaj.g_00087
OG0000110	Praf.g_00718	Syaj.g_00215
OG0000111	Praf.g_01126	Syaj.g_00437
OG0000112	Praf.g_01400	Syaj.g_00907
OG0000113	Praf.g_01556	Syaj.g_00992
OG0000114	Praf.g_01461	Syaj.g_00741
OG0000115	Praf.g_01825	Syaj.g_01402
OG0000116	Praf.g_00825	Syaj.g_00289
OG0000117	Praf.g_00919	Syaj.g_00637
OG0000118	Praf.g_00779	Syaj.g_00267
OG0000119	Praf.g_01108, Praf.g_01143	Syaj.g_00317
OG0000120	Praf.g_02343	Syaj.g_02502
OG0000121	Praf.g_01796	Syaj.g_01383
OG0000122	Praf.g_00976	Syaj.g_01250
OG0000123	Praf.g_02108	Syaj.g_02745
OG0000124	Praf.g_00153	Syaj.g_02388
OG0000125	Praf.g_02664	Syaj.g_02117
OG0000126	Praf.g_02777	Syaj.g_02256
OG0000127	Praf.g_01187, Praf.g_00342, Praf.g_02627, Praf.g_01168	Syaj.g_00538
OG0000127	Praf.g_00338	Syaj.g_00036
OG0000128	Praf.g_00012	Syaj.g_02274
OG0000129	Praf.g_02652	Syaj.g_02106
OG0000130	Praf.g_00321	Syaj.g_01818
OG0000131	Praf.g_02432	Syaj.g_01964
OG0000132	Praf.g_02452	Syaj.g_01984, Syaj.g_00688
OG0000133	Praf.g_02336	Syaj.g_00902
OG0000134	Praf.g_02012	Syaj.g_02832
OG0000135	Praf.g_02705, Praf.g_02715	Syaj.g_02167
OG0000136	Praf.g_01984	Syaj.g_01550
OG0000137	Praf.g_01907	Syaj.g_01444
OG0000138	Praf.g_00612	Syaj.g_00088
OG0000139	Praf.g_00666	Syaj.g_00150
OG0000140	Praf.g_00670	Syaj.g_00153
OG0000141	Praf.g_00764	Syaj.g_01340
OG0000142	Praf.g_01692	Syaj.g_01283
OG0000143	Praf.g_01696	Syaj.g_01279
OG0000144	Praf.g_01721	Syaj.g_01151
OG0000145	Praf.g_00617	Syaj.g_00094
OG0000146	Praf.g_01401	Syaj.g_00908
OG0000147	Praf.g_01402	Syaj.g_00909
OG0000148	Praf.g_01548	Syaj.g_01003
OG0000149	Praf.g_01604	Syaj.g_00369
OG0000150	Praf.g_01625	Syaj.g_01339, Syaj.g_00154
OG0000151	Praf.g_01478	Syaj.g_01074
OG0000152	Praf.g_01392	Syaj.g_00898
OG0000153	Praf.g_01362	Syaj.g_00842
OG0000154	Praf.g_01337	Syaj.g_00814
OG0000155	Praf.g_00886	Syaj.g_00338
OG0000156	Praf.g_00810	Syaj.g_00282
OG0000157	Praf.g_00809	Syaj.g_00281
OG0000158	Praf.g_02394	Syaj.g_02445
OG0000160	Praf.g_01795	Syaj.g_01382
OG0000161	Praf.g_01805	Syaj.g_01389
OG0000162	Praf.g_01817	Syaj.g_01395
OG0000163	Praf.g_00538	Syaj.g_01639
OG0000164	Praf.g_00453	Syaj.g_01758
OG0000165	Praf.g_00444	Syaj.g_01582
OG0000166	Praf.g_02157	Syaj.g_02698
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syaj.g_02460
OG0000168	Praf.g_02395	Syaj.g_02444
OG0000169	Praf.g_00191	Syaj.g_02431, Syaj.g_02429
OG0000170	Praf.g_00183	Syaj.g_02422
OG0000171	Praf.g_00154	Syaj.g_02389
OG0000172	Praf.g_00087	Syaj.g_02365
OG0000173	Praf.g_00062	Syaj.g_02321
OG0000174	Praf.g_02717	Syaj.g_02169
OG0000175	Praf.g_02754	Syaj.g_02229
OG0000176	Praf.g_00004	Syaj.g_02266
OG0000177	Praf.g_00005	Syaj.g_02267
OG0000178	Praf.g_00006	Syaj.g_02268
OG0000179	Praf.g_00021	Syaj.g_02283
OG0000180	Praf.g_00022	Syaj.g_02284
OG0000181	Praf.g_00023	Syaj.g_02285
OG0000182	Praf.g_00024	Syaj.g_02286
OG0000183	Praf.g_00028	Syaj.g_02290
OG0000184	Praf.g_02611	Syaj.g_02098
OG0000185	Praf.g_02602	Syaj.g_02087
OG0000186	Praf.g_00328	Syaj.g_01812
OG0000187	Praf.g_00326	Syaj.g_01814
OG0000188	Praf.g_00303	Syaj.g_01837
OG0000189	Praf.g_00257	Syaj.g_01874
OG0000190	Praf.g_00255	Syaj.g_01876
OG0000191	Praf.g_00218	Syaj.g_01910
OG0000192	Praf.g_00212	Syaj.g_01919
OG0000193	Praf.g_02433	Syaj.g_01965
OG0000194	Praf.g_02436	Syaj.g_01968
OG0000195	Praf.g_02438	Syaj.g_01971
OG0000196	Praf.g_02449	Syaj.g_01981
OG0000197	Praf.g_02450	Syaj.g_01982
OG0000198	Praf.g_02451	Syaj.g_01983
OG0000199	Praf.g_02468	Syaj.g_01991
OG0000200	Praf.g_02711, Praf.g_02492	Syaj.g_02008
OG0000201	Praf.g_02511	Syaj.g_02024
OG0000202	Praf.g_02512	Syaj.g_02025
OG0000203	Praf.g_02513	Syaj.g_02026
OG0000204	Praf.g_02514	Syaj.g_02027
OG0000205	Praf.g_02708, Praf.g_02521	Syaj.g_02035
OG0000206	Praf.g_02532	Syaj.g_02043
OG0000207	Praf.g_02582	Syaj.g_02045
OG0000208	Praf.g_02581	Syaj.g_02046
OG0000209	Praf.g_02557	Syaj.g_02070
OG0000210	Praf.g_02556	Syaj.g_02071
OG0000211	Praf.g_00378	Syaj.g_02856
OG0000212	Praf.g_00392	Syaj.g_02881
OG0000213	Praf.g_02245	Syaj.g_02601
OG0000214	Praf.g_02263	Syaj.g_02582
OG0000215	Praf.g_02293	Syaj.g_02551
OG0000216	Praf.g_02296	Syaj.g_02547
OG0000217	Praf.g_02300	Syaj.g_02543
OG0000218	Praf.g_02302	Syaj.g_02541
OG0000219	Praf.g_02303	Syaj.g_02540
OG0000220	Praf.g_02304	Syaj.g_02539
OG0000221	Praf.g_02314	Syaj.g_02530
OG0000222	Praf.g_02323	Syaj.g_02516
OG0000223	Praf.g_02347	Syaj.g_02494
OG0000224	Praf.g_02358	Syaj.g_02487
OG0000225	Praf.g_02030	Syaj.g_02821
OG0000226	Praf.g_02026	Syaj.g_02825
OG0000227	Praf.g_02024	Syaj.g_02827
OG0000228	Praf.g_02016	Syaj.g_02828
OG0000229	Praf.g_01989	Syaj.g_01555
OG0000230	Praf.g_01987	Syaj.g_01553
OG0000231	Praf.g_01963	Syaj.g_01541
OG0000232	Praf.g_01952	Syaj.g_01497
OG0000233	Praf.g_01938	Syaj.g_01481
OG0000234	Praf.g_01905	Syaj.g_01442
OG0000235	Praf.g_00594	Syaj.g_00071
OG0000236	Praf.g_00610	Syaj.g_00086
OG0000237	Praf.g_00627	Syaj.g_00103
OG0000238	Praf.g_00631	Syaj.g_00108
OG0000239	Praf.g_00647	Syaj.g_00125
OG0000240	Praf.g_00648	Syaj.g_00126
OG0000241	Praf.g_01177	Syaj.g_01291
OG0000242	Praf.g_00658	Syaj.g_00142
OG0000243	Praf.g_00681	Syaj.g_00164
OG0000244	Praf.g_00685	Syaj.g_00180
OG0000245	Praf.g_00688	Syaj.g_00182
OG0000246	Praf.g_00692	Syaj.g_00186
OG0000247	Praf.g_00703	Syaj.g_00197
OG0000248	Praf.g_00706	Syaj.g_00200
OG0000249	Praf.g_00708	Syaj.g_00202
OG0000250	Praf.g_00714	Syaj.g_00211
OG0000251	Praf.g_00739	Syaj.g_00237
OG0000252	Praf.g_00742	Syaj.g_00243
OG0000253	Praf.g_00749	Syaj.g_00245
OG0000254	Praf.g_00768	Syaj.g_01335
OG0000255	Praf.g_01662	Syaj.g_01315
OG0000256	Praf.g_01676	Syaj.g_01297
OG0000257	Praf.g_01685	Syaj.g_01292
OG0000258	Praf.g_01708	Syaj.g_01274
OG0000259	Praf.g_01736	Syaj.g_00707
OG0000260	Praf.g_01739	Syaj.g_00712
OG0000261	Praf.g_01742	Syaj.g_00715
OG0000262	Praf.g_01748	Syaj.g_00720
OG0000263	Praf.g_02570	Syaj.g_00605
OG0000264	Praf.g_01218, Praf.g_01219	Syaj.g_00485
OG0000265	Praf.g_01302, Praf.g_01238	Syaj.g_00510
OG0000266	Praf.g_01313	Syaj.g_00946
OG0000267	Praf.g_01436	Syaj.g_00770
OG0000268	Praf.g_01435	Syaj.g_00771
OG0000269	Praf.g_01525	Syaj.g_01031
OG0000270	Praf.g_01528	Syaj.g_01025
OG0000271	Praf.g_01536	Syaj.g_01017
OG0000272	Praf.g_01537	Syaj.g_01016
OG0000273	Praf.g_01585	Syaj.g_00389
OG0000274	Praf.g_01586	Syaj.g_00388
OG0000275	Praf.g_01590	Syaj.g_00384
OG0000276	Praf.g_01596	Syaj.g_00377
OG0000277	Praf.g_01597	Syaj.g_00376
OG0000278	Praf.g_01600	Syaj.g_00373
OG0000279	Praf.g_01608	Syaj.g_00357
OG0000280	Praf.g_01614	Syaj.g_00348
OG0000281	Praf.g_01627	Syaj.g_02670
OG0000282	Praf.g_01463	Syaj.g_00743
OG0000283	Praf.g_01426	Syaj.g_00790
OG0000284	Praf.g_01420	Syaj.g_00930
OG0000285	Praf.g_01006	Syaj.g_00917
OG0000286	Praf.g_01393	Syaj.g_00899
OG0000287	Praf.g_01073	Syaj.g_00849
OG0000288	Praf.g_01338	Syaj.g_00815
OG0000289	Praf.g_01325	Syaj.g_00800
OG0000290	Praf.g_01277	Syaj.g_00424
OG0000291	Praf.g_01275	Syaj.g_00426
OG0000292	Praf.g_02776	Syaj.g_02255
OG0000293	Praf.g_00826	Syaj.g_00290
OG0000294	Praf.g_00827	Syaj.g_00291
OG0000295	Praf.g_00879	Syaj.g_00330
OG0000296	Praf.g_00881	Syaj.g_00332
OG0000297	Praf.g_00917	Syaj.g_00639
OG0000298	Praf.g_00918	Syaj.g_00638
OG0000299	Praf.g_00908	Syaj.g_00592
OG0000300	Praf.g_00902	Syaj.g_00586
OG0000301	Praf.g_00901	Syaj.g_00585
OG0000302	Praf.g_00898	Syaj.g_00582
OG0000303	Praf.g_00888	Syaj.g_00572
OG0000304	Praf.g_00938	Syaj.g_00566
OG0000305	Praf.g_01271	Syaj.g_00429
OG0000306	Praf.g_01635	Syaj.g_01126
OG0000307	Praf.g_00575	Syaj.g_00051
OG0000308	Praf.g_00573	Syaj.g_00049
OG0000309	Praf.g_00569	Syaj.g_00044
OG0000310	Praf.g_01772	Syaj.g_01358
OG0000311	Praf.g_01778, Praf.g_01776	Syaj.g_01362
OG0000312	Praf.g_01782	Syaj.g_01368
OG0000313	Praf.g_01802	Syaj.g_01386
OG0000314	Praf.g_01837	Syaj.g_01420
OG0000315	Praf.g_01848	Syaj.g_01430
OG0000316	Praf.g_00526	Syaj.g_01664
OG0000317	Praf.g_00485	Syaj.g_01715
OG0000318	Praf.g_00479	Syaj.g_01722
OG0000319	Praf.g_00464	Syaj.g_01741
OG0000320	Praf.g_00462	Syaj.g_01743
OG0000321	Praf.g_00461	Syaj.g_01744
OG0000322	Praf.g_00460	Syaj.g_01745
OG0000323	Praf.g_00449	Syaj.g_01760
OG0000324	Praf.g_00419	Syaj.g_01609
OG0000325	Praf.g_02200	Syaj.g_02638
OG0000326	Praf.g_02193	Syaj.g_02645
OG0000327	Praf.g_02162	Syaj.g_02693
OG0000328	Praf.g_02161	Syaj.g_02694
OG0000329	Praf.g_02144	Syaj.g_02712
OG0000330	Praf.g_02143	Syaj.g_02713
OG0000331	Praf.g_02142	Syaj.g_02714
OG0000332	Praf.g_02127	Syaj.g_02729
OG0000333	Praf.g_02125	Syaj.g_02732
OG0000334	Praf.g_02112	Syaj.g_02741
OG0000335	Praf.g_02107	Syaj.g_02746
OG0000336	Praf.g_02103	Syaj.g_02750
OG0000337	Praf.g_02372	Syaj.g_02466
OG0000338	Praf.g_02375	Syaj.g_02462
OG0000339	Praf.g_02386	Syaj.g_02455
OG0000340	Praf.g_02396	Syaj.g_02443
OG0000341	Praf.g_02398	Syaj.g_02441
OG0000342	Praf.g_02399	Syaj.g_02440
OG0000343	Praf.g_00196	Syaj.g_02437
OG0000344	Praf.g_00193	Syaj.g_02433
OG0000345	Praf.g_00182	Syaj.g_02421
OG0000346	Praf.g_00177	Syaj.g_02416
OG0000347	Praf.g_00152	Syaj.g_02383
OG0000348	Praf.g_00081	Syaj.g_02333
OG0000349	Praf.g_00054	Syaj.g_02314
OG0000350	Praf.g_02699	Syaj.g_02652
OG0000351	Praf.g_02757	Syaj.g_02234
OG0000352	Praf.g_02758	Syaj.g_02235
OG0000353	Praf.g_02782	Syaj.g_02261
OG0000354	Praf.g_00637	Syaj.g_00114
OG0000354	Praf.g_00019	Syaj.g_02281
OG0000355	Praf.g_00001	Syaj.g_02263
OG0000356	Praf.g_00002	Syaj.g_02264
OG0000357	Praf.g_00003	Syaj.g_02265
OG0000358	Praf.g_00007	Syaj.g_02269
OG0000359	Praf.g_00009	Syaj.g_02271
OG0000360	Praf.g_00010	Syaj.g_02272
OG0000361	Praf.g_00011	Syaj.g_02273
OG0000362	Praf.g_00013	Syaj.g_02275
OG0000363	Praf.g_00015	Syaj.g_02277
OG0000364	Praf.g_00016	Syaj.g_02278
OG0000365	Praf.g_00025	Syaj.g_02287
OG0000366	Praf.g_00026	Syaj.g_02288
OG0000367	Praf.g_00027	Syaj.g_02289
OG0000368	Praf.g_00029	Syaj.g_02291
OG0000369	Praf.g_00030	Syaj.g_02292
OG0000370	Praf.g_00031	Syaj.g_02293
OG0000371	Praf.g_00040	Syaj.g_02301
OG0000372	Praf.g_00045	Syaj.g_02307
OG0000373	Praf.g_00046	Syaj.g_02308
OG0000374	Praf.g_00047	Syaj.g_02309
OG0000375	Praf.g_00050	Syaj.g_02310
OG0000376	Praf.g_00052	Syaj.g_02312
OG0000377	Praf.g_02618	Syaj.g_02105
OG0000378	Praf.g_02605	Syaj.g_02091
OG0000379	Praf.g_02601	Syaj.g_02086
OG0000380	Praf.g_00325	Syaj.g_01815
OG0000381	Praf.g_00320	Syaj.g_01819
OG0000382	Praf.g_00304	Syaj.g_01836
OG0000383	Praf.g_00302	Syaj.g_01839
OG0000384	Praf.g_00301	Syaj.g_01840
OG0000385	Praf.g_00300	Syaj.g_01841
OG0000386	Praf.g_00299	Syaj.g_01842
OG0000387	Praf.g_00253	Syaj.g_01878
OG0000388	Praf.g_00249	Syaj.g_01882
OG0000389	Praf.g_00245	Syaj.g_01886
OG0000390	Praf.g_00224	Syaj.g_01904
OG0000391	Praf.g_00219	Syaj.g_01909
OG0000392	Praf.g_00214	Syaj.g_01918
OG0000393	Praf.g_00209	Syaj.g_01922
OG0000394	Praf.g_00208	Syaj.g_01923
OG0000395	Praf.g_00207	Syaj.g_01924
OG0000396	Praf.g_02403	Syaj.g_01928
OG0000397	Praf.g_02405	Syaj.g_01930
OG0000398	Praf.g_02410	Syaj.g_01935
OG0000399	Praf.g_02411	Syaj.g_01936
OG0000400	Praf.g_02412	Syaj.g_01937
OG0000401	Praf.g_02413	Syaj.g_01938
OG0000402	Praf.g_02415	Syaj.g_01940
OG0000403	Praf.g_02416	Syaj.g_01941
OG0000404	Praf.g_02418	Syaj.g_01943
OG0000405	Praf.g_02430	Syaj.g_01961
OG0000406	Praf.g_02434	Syaj.g_01966
OG0000407	Praf.g_02435	Syaj.g_01967
OG0000408	Praf.g_02437	Syaj.g_01970
OG0000409	Praf.g_02439	Syaj.g_01972
OG0000410	Praf.g_02440	Syaj.g_01973
OG0000411	Praf.g_02441	Syaj.g_01974
OG0000412	Praf.g_02442	Syaj.g_01975
OG0000413	Praf.g_02444	Syaj.g_01977
OG0000415	Praf.g_02446	Syaj.g_01978
OG0000416	Praf.g_02447	Syaj.g_01979
OG0000417	Praf.g_02448	Syaj.g_01980
OG0000418	Praf.g_02453	Syaj.g_01985
OG0000419	Praf.g_02455	Syaj.g_01987
OG0000420	Praf.g_02456	Syaj.g_01989
OG0000421	Praf.g_02470	Syaj.g_01994
OG0000422	Praf.g_02471	Syaj.g_01995
OG0000423	Praf.g_02472	Syaj.g_01996
OG0000424	Praf.g_02473	Syaj.g_01997
OG0000425	Praf.g_02474	Syaj.g_01998
OG0000426	Praf.g_02475	Syaj.g_01999
OG0000427	Praf.g_02476	Syaj.g_02000
OG0000428	Praf.g_01486	Syaj.g_02003
OG0000429	Praf.g_02489	Syaj.g_02005
OG0000430	Praf.g_02491	Syaj.g_02007
OG0000431	Praf.g_02495	Syaj.g_02010
OG0000432	Praf.g_02502	Syaj.g_02017
OG0000433	Praf.g_02505	Syaj.g_02020
OG0000434	Praf.g_02506	Syaj.g_02021
OG0000435	Praf.g_02509	Syaj.g_02023
OG0000436	Praf.g_02515	Syaj.g_02029
OG0000437	Praf.g_02516	Syaj.g_02030
OG0000438	Praf.g_02517	Syaj.g_02031
OG0000439	Praf.g_02519	Syaj.g_02033
OG0000440	Praf.g_02520	Syaj.g_02034
OG0000441	Praf.g_02524	Syaj.g_02038
OG0000442	Praf.g_02525	Syaj.g_02039
OG0000443	Praf.g_02531	Syaj.g_02040
OG0000444	Praf.g_02575	Syaj.g_02052
OG0000445	Praf.g_02574	Syaj.g_02053
OG0000446	Praf.g_02572	Syaj.g_02055
OG0000447	Praf.g_02568	Syaj.g_02058
OG0000448	Praf.g_02567	Syaj.g_02059
OG0000449	Praf.g_02566	Syaj.g_02060
OG0000450	Praf.g_02560	Syaj.g_02067
OG0000451	Praf.g_02559	Syaj.g_02068
OG0000452	Praf.g_02555	Syaj.g_02072
OG0000453	Praf.g_02554	Syaj.g_02073
OG0000454	Praf.g_02553	Syaj.g_02074
OG0000455	Praf.g_02552	Syaj.g_02075
OG0000456	Praf.g_02551	Syaj.g_02076
OG0000457	Praf.g_02549	Syaj.g_02078
OG0000458	Praf.g_02548	Syaj.g_02079
OG0000459	Praf.g_02547	Syaj.g_02080
OG0000460	Praf.g_00379	Syaj.g_02858
OG0000461	Praf.g_02203	Syaj.g_02623
OG0000462	Praf.g_02207	Syaj.g_02620
OG0000463	Praf.g_02208	Syaj.g_02619
OG0000464	Praf.g_02209	Syaj.g_02618
OG0000465	Praf.g_02210	Syaj.g_02617
OG0000466	Praf.g_02215	Syaj.g_02612
OG0000467	Praf.g_02217	Syaj.g_02610
OG0000468	Praf.g_02242	Syaj.g_02605
OG0000469	Praf.g_02255	Syaj.g_02590
OG0000470	Praf.g_02259	Syaj.g_02586
OG0000471	Praf.g_02260	Syaj.g_02585
OG0000472	Praf.g_02262	Syaj.g_02583
OG0000473	Praf.g_02264	Syaj.g_02581
OG0000474	Praf.g_02265	Syaj.g_02580
OG0000475	Praf.g_02266	Syaj.g_02579
OG0000476	Praf.g_02268	Syaj.g_02577
OG0000477	Praf.g_02273	Syaj.g_02571
OG0000478	Praf.g_02274	Syaj.g_02570
OG0000479	Praf.g_02275	Syaj.g_02569
OG0000480	Praf.g_02282	Syaj.g_02562
OG0000481	Praf.g_02284	Syaj.g_02560
OG0000482	Praf.g_02285	Syaj.g_02559
OG0000483	Praf.g_02289	Syaj.g_02555
OG0000484	Praf.g_02290	Syaj.g_02554
OG0000485	Praf.g_02291	Syaj.g_02553
OG0000486	Praf.g_02292	Syaj.g_02552
OG0000487	Praf.g_02297	Syaj.g_02546
OG0000488	Praf.g_02301	Syaj.g_02542
OG0000489	Praf.g_02315	Syaj.g_02529
OG0000490	Praf.g_02321	Syaj.g_02519
OG0000491	Praf.g_02322	Syaj.g_02517
OG0000492	Praf.g_02324	Syaj.g_02515
OG0000493	Praf.g_02325	Syaj.g_02514
OG0000494	Praf.g_02326	Syaj.g_02513
OG0000495	Praf.g_02327	Syaj.g_02512
OG0000496	Praf.g_02328	Syaj.g_02511
OG0000497	Praf.g_02329	Syaj.g_02510
OG0000498	Praf.g_02330	Syaj.g_02509
OG0000499	Praf.g_02331	Syaj.g_02508
OG0000500	Praf.g_02332	Syaj.g_02507
OG0000501	Praf.g_02335	Syaj.g_02504
OG0000502	Praf.g_02349	Syaj.g_02492
OG0000503	Praf.g_02054	Syaj.g_02805
OG0000504	Praf.g_02052	Syaj.g_02807
OG0000505	Praf.g_02051	Syaj.g_02808
OG0000506	Praf.g_02049	Syaj.g_02810
OG0000507	Praf.g_02045	Syaj.g_02816
OG0000508	Praf.g_02031	Syaj.g_02820
OG0000509	Praf.g_02029	Syaj.g_02822
OG0000510	Praf.g_02028	Syaj.g_02823
OG0000511	Praf.g_02027	Syaj.g_02824
OG0000512	Praf.g_02025	Syaj.g_02826
OG0000513	Praf.g_02011	Syaj.g_02833
OG0000514	Praf.g_02002	Syaj.g_02839
OG0000515	Praf.g_02001	Syaj.g_02840
OG0000516	Praf.g_01999	Syaj.g_01561
OG0000517	Praf.g_01990	Syaj.g_01556
OG0000518	Praf.g_01978	Syaj.g_01544
OG0000519	Praf.g_01977	Syaj.g_01543
OG0000520	Praf.g_01972	Syaj.g_01542
OG0000521	Praf.g_01959	Syaj.g_00271
OG0000522	Praf.g_01957	Syaj.g_00273
OG0000523	Praf.g_01956	Syaj.g_00274
OG0000524	Praf.g_01942	Syaj.g_01485
OG0000525	Praf.g_01915	Syaj.g_01454
OG0000526	Praf.g_01913	Syaj.g_01451
OG0000527	Praf.g_01909	Syaj.g_01446
OG0000528	Praf.g_00589	Syaj.g_00065
OG0000529	Praf.g_00596	Syaj.g_00073
OG0000530	Praf.g_00599	Syaj.g_00076
OG0000531	Praf.g_00600	Syaj.g_00077
OG0000532	Praf.g_00603	Syaj.g_00080
OG0000533	Praf.g_00605	Syaj.g_00081
OG0000534	Praf.g_00606	Syaj.g_00082
OG0000535	Praf.g_00607	Syaj.g_00083
OG0000536	Praf.g_00608	Syaj.g_00084
OG0000537	Praf.g_00609	Syaj.g_00085
OG0000538	Praf.g_00619	Syaj.g_00096
OG0000539	Praf.g_00621	Syaj.g_00097
OG0000540	Praf.g_00622	Syaj.g_00098
OG0000541	Praf.g_00623	Syaj.g_00099
OG0000542	Praf.g_00626	Syaj.g_00102
OG0000543	Praf.g_00628	Syaj.g_00104
OG0000544	Praf.g_00629	Syaj.g_00105
OG0000545	Praf.g_00630	Syaj.g_00107
