Orthogroup	Praf	Syal
OG0000045	Praf.g_00322	Syal.g_01563
OG0000046	Praf.g_02072	Syal.g_00309, Syal.g_00316, Syal.g_00321
OG0000047	Praf.g_01898, Praf.g_01864	Syal.g_01568
OG0000048	Praf.g_02267	Syal.g_01250
OG0000050	Praf.g_01105	Syal.g_01549
OG0000051	Praf.g_01022	Syal.g_01550
OG0000052	Praf.g_02366	Syal.g_01338
OG0000053	Praf.g_01828	Syal.g_00406
OG0000054	Praf.g_00763	Syal.g_02739
OG0000055	Praf.g_01257	Syal.g_01845
OG0000056	Praf.g_01648, Praf.g_01880, Praf.g_02641, Praf.g_01879, Praf.g_01191, Praf.g_02639, Praf.g_02620, Praf.g_02084, Praf.g_01964, Praf.g_01881	Syal.g_02054
OG0000057	Praf.g_01125	Syal.g_01812
OG0000060	Praf.g_00592	Syal.g_02895
OG0000061	Praf.g_00854, Praf.g_01859	Syal.g_01653
OG0000062	Praf.g_00501	Syal.g_02113
OG0000063	Praf.g_00041	Syal.g_00136
OG0000065	Praf.g_00244	Syal.g_00820, Syal.g_02528
OG0000066	Praf.g_00672	Syal.g_02828
OG0000067	Praf.g_01530	Syal.g_02414
OG0000068	Praf.g_00585, Praf.g_00583	Syal.g_02888
OG0000070	Praf.g_01962	Syal.g_00509
OG0000071	Praf.g_00796	Syal.g_01601
OG0000073	Praf.g_00616	Syal.g_02920
OG0000075	Praf.g_02384	Syal.g_01350
OG0000076	Praf.g_00178	Syal.g_01459
OG0000077	Praf.g_00309	Syal.g_00763
OG0000078	Praf.g_00391	Syal.g_00680
OG0000079	Praf.g_02234, Praf.g_02218, Praf.g_02225	Syal.g_01213
OG0000081	Praf.g_01131	Syal.g_02555
OG0000082	Praf.g_00731	Syal.g_02769
OG0000084	Praf.g_01790	Syal.g_00023
OG0000085	Praf.g_00491	Syal.g_00575
OG0000086	Praf.g_00297	Syal.g_00784
OG0000087	Praf.g_02420	Syal.g_00871
OG0000088	Praf.g_01239, Praf.g_02454	Syal.g_00908
OG0000089	Praf.g_02015	Syal.g_00555
OG0000090	Praf.g_00660	Syal.g_02838
OG0000091	Praf.g_01700	Syal.g_02628
OG0000093	Praf.g_01503	Syal.g_02233
OG0000095	Praf.g_01274	Syal.g_01823
OG0000097	Praf.g_00905	Syal.g_01735
OG0000098	Praf.g_01886	Syal.g_02196
OG0000099	Praf.g_02342	Syal.g_01323
OG0000100	Praf.g_00370, Praf.g_01561	Syal.g_02448
OG0000101	Praf.g_02119	Syal.g_00275
OG0000102	Praf.g_00173	Syal.g_01488
OG0000103	Praf.g_02765	Syal.g_01897, Syal.g_00077
OG0000104	Praf.g_02779	Syal.g_00092
OG0000105	Praf.g_02271	Syal.g_01255
OG0000106	Praf.g_00496	Syal.g_02577
OG0000107	Praf.g_02201	Syal.g_00194
OG0000108	Praf.g_00595	Syal.g_02897
OG0000109	Praf.g_00611	Syal.g_02913
OG0000110	Praf.g_00718	Syal.g_02782
OG0000111	Praf.g_01126	Syal.g_01813
OG0000112	Praf.g_01400	Syal.g_02000
OG0000113	Praf.g_01556	Syal.g_02443
OG0000114	Praf.g_01461	Syal.g_02286
OG0000115	Praf.g_01825	Syal.g_00404
OG0000116	Praf.g_00825	Syal.g_01630
OG0000117	Praf.g_00919	Syal.g_01704
OG0000118	Praf.g_00779	Syal.g_01583
OG0000119	Praf.g_01108, Praf.g_01143	Syal.g_02056
OG0000120	Praf.g_02343	Syal.g_01324
OG0000121	Praf.g_01796	Syal.g_00374
OG0000122	Praf.g_00976	Syal.g_02602
OG0000123	Praf.g_02108	Syal.g_00283
OG0000124	Praf.g_00153	Syal.g_01519
OG0000125	Praf.g_02664	Syal.g_01075
OG0000126	Praf.g_02777	Syal.g_00090
OG0000127	Praf.g_00338	Syal.g_00720
OG0000128	Praf.g_00012	Syal.g_00109
OG0000129	Praf.g_02652	Syal.g_01062
OG0000130	Praf.g_00321	Syal.g_00751
OG0000131	Praf.g_02432	Syal.g_00886
OG0000132	Praf.g_02452	Syal.g_00906
OG0000133	Praf.g_02336	Syal.g_01995
OG0000134	Praf.g_02012	Syal.g_00552
OG0000135	Praf.g_02705	Syal.g_01119
OG0000136	Praf.g_01984	Syal.g_00520
OG0000137	Praf.g_01907	Syal.g_00463
OG0000138	Praf.g_00612	Syal.g_02914
OG0000139	Praf.g_00666	Syal.g_02832
OG0000140	Praf.g_00670	Syal.g_02830
OG0000141	Praf.g_00764	Syal.g_02738
OG0000142	Praf.g_01692	Syal.g_02636
OG0000143	Praf.g_01696	Syal.g_02632
OG0000144	Praf.g_01721	Syal.g_02515
OG0000145	Praf.g_00617	Syal.g_02921
OG0000146	Praf.g_01401	Syal.g_02001
OG0000147	Praf.g_01402	Syal.g_02002
OG0000148	Praf.g_01548	Syal.g_02437
OG0000149	Praf.g_01604	Syal.g_02475
OG0000150	Praf.g_01625	Syal.g_02737
OG0000151	Praf.g_01478	Syal.g_02263
OG0000152	Praf.g_01392	Syal.g_01991
OG0000153	Praf.g_01362	Syal.g_01958
OG0000154	Praf.g_01337	Syal.g_01918
OG0000155	Praf.g_00886	Syal.g_01695
OG0000156	Praf.g_00810	Syal.g_01620
OG0000157	Praf.g_00809	Syal.g_01619
OG0000158	Praf.g_02394	Syal.g_01431
OG0000160	Praf.g_01795	Syal.g_00372
OG0000161	Praf.g_01805	Syal.g_00384
OG0000162	Praf.g_01817	Syal.g_00396
OG0000163	Praf.g_00538	Syal.g_02971
OG0000164	Praf.g_00453	Syal.g_00623
OG0000165	Praf.g_00444	Syal.g_00632
OG0000166	Praf.g_02157	Syal.g_00236
OG0000167	Praf.g_02382, Praf.g_02378, Praf.g_02380	Syal.g_01347
OG0000168	Praf.g_02395	Syal.g_01433
OG0000169	Praf.g_00191	Syal.g_01447
OG0000170	Praf.g_00183	Syal.g_01454
OG0000171	Praf.g_00154	Syal.g_01518
OG0000172	Praf.g_00087	Syal.g_00174, Syal.g_00173
OG0000173	Praf.g_00062	Syal.g_00155
OG0000174	Praf.g_02717	Syal.g_01121
OG0000175	Praf.g_02754	Syal.g_01172
OG0000176	Praf.g_00004	Syal.g_00101
OG0000177	Praf.g_00005	Syal.g_00102
OG0000178	Praf.g_00006	Syal.g_00103
OG0000179	Praf.g_00021	Syal.g_00118
OG0000180	Praf.g_00022	Syal.g_00119
OG0000181	Praf.g_00023	Syal.g_00120
OG0000182	Praf.g_00024	Syal.g_00121
OG0000183	Praf.g_00028	Syal.g_00125
OG0000184	Praf.g_02611	Syal.g_01050
OG0000185	Praf.g_02602	Syal.g_01025
OG0000186	Praf.g_00328	Syal.g_02684, Syal.g_00747
OG0000187	Praf.g_00326	Syal.g_02685, Syal.g_00748
OG0000188	Praf.g_00303	Syal.g_00771
OG0000189	Praf.g_00257	Syal.g_00807
OG0000190	Praf.g_00255	Syal.g_01364
OG0000191	Praf.g_00218	Syal.g_00841
OG0000192	Praf.g_00212	Syal.g_00847
OG0000193	Praf.g_02433	Syal.g_00887
OG0000194	Praf.g_02436	Syal.g_00890
OG0000195	Praf.g_02438	Syal.g_00892
OG0000196	Praf.g_02449	Syal.g_00903
OG0000197	Praf.g_02450	Syal.g_00904
OG0000198	Praf.g_02451	Syal.g_00905
OG0000199	Praf.g_02468	Syal.g_00913
OG0000200	Praf.g_02711, Praf.g_02492	Syal.g_00932
OG0000201	Praf.g_02511	Syal.g_00949
OG0000202	Praf.g_02512	Syal.g_00950
OG0000203	Praf.g_02513	Syal.g_00951
OG0000204	Praf.g_02514	Syal.g_00952
OG0000205	Praf.g_02708, Praf.g_02521	Syal.g_00959
OG0000206	Praf.g_02532	Syal.g_00971
OG0000207	Praf.g_02582	Syal.g_00974
OG0000208	Praf.g_02581	Syal.g_00975
OG0000209	Praf.g_02557	Syal.g_01000
OG0000210	Praf.g_02556	Syal.g_01001
OG0000211	Praf.g_00378	Syal.g_00688
OG0000212	Praf.g_00392	Syal.g_00679
OG0000213	Praf.g_02245	Syal.g_01229
OG0000214	Praf.g_02263	Syal.g_01246
OG0000215	Praf.g_02293	Syal.g_01277
OG0000216	Praf.g_02296	Syal.g_01281
OG0000217	Praf.g_02300	Syal.g_01285
OG0000218	Praf.g_02302	Syal.g_01287
OG0000219	Praf.g_02303	Syal.g_01288
OG0000220	Praf.g_02304	Syal.g_01289
OG0000221	Praf.g_02314	Syal.g_01297
OG0000222	Praf.g_02323	Syal.g_01309
OG0000223	Praf.g_02347	Syal.g_01327
OG0000224	Praf.g_02358	Syal.g_01329
OG0000225	Praf.g_02030	Syal.g_00363
OG0000226	Praf.g_02026	Syal.g_00367
OG0000227	Praf.g_02024	Syal.g_00369
OG0000228	Praf.g_02016	Syal.g_00556
OG0000229	Praf.g_01989	Syal.g_00525
OG0000230	Praf.g_01987	Syal.g_00523
OG0000231	Praf.g_01963	Syal.g_00510
OG0000232	Praf.g_01952	Syal.g_00495
OG0000233	Praf.g_01938	Syal.g_00487
OG0000234	Praf.g_01905	Syal.g_00461
OG0000235	Praf.g_00594	Syal.g_02896
OG0000236	Praf.g_00610	Syal.g_02912
OG0000237	Praf.g_00627	Syal.g_02930
OG0000238	Praf.g_00631	Syal.g_02935
OG0000239	Praf.g_00647	Syal.g_02951
OG0000240	Praf.g_00648	Syal.g_02952
OG0000241	Praf.g_01177	Syal.g_02696
OG0000242	Praf.g_00658	Syal.g_02840
OG0000243	Praf.g_00681	Syal.g_02822
OG0000244	Praf.g_00685	Syal.g_02815
OG0000245	Praf.g_00688	Syal.g_02813
OG0000246	Praf.g_00692	Syal.g_02809
OG0000247	Praf.g_00703	Syal.g_02797
OG0000248	Praf.g_00706	Syal.g_02794
OG0000249	Praf.g_00708	Syal.g_02792
OG0000250	Praf.g_00714	Syal.g_02786
OG0000251	Praf.g_00739	Syal.g_02760
OG0000252	Praf.g_00742	Syal.g_02757
OG0000253	Praf.g_00749	Syal.g_02755
OG0000254	Praf.g_00768	Syal.g_02732
OG0000255	Praf.g_01662	Syal.g_02719
OG0000256	Praf.g_01676	Syal.g_02705
OG0000257	Praf.g_01685	Syal.g_02697
OG0000258	Praf.g_01708	Syal.g_02623
OG0000259	Praf.g_01736	Syal.g_02182
OG0000260	Praf.g_01739	Syal.g_02188
OG0000261	Praf.g_01742	Syal.g_02199
OG0000262	Praf.g_01748	Syal.g_02204
OG0000263	Praf.g_02570	Syal.g_01720
OG0000264	Praf.g_01218, Praf.g_01219	Syal.g_01788
OG0000265	Praf.g_01302, Praf.g_01238	Syal.g_02534
OG0000266	Praf.g_01313	Syal.g_02421
OG0000267	Praf.g_01436	Syal.g_02043
OG0000268	Praf.g_01435	Syal.g_02042
OG0000269	Praf.g_01525	Syal.g_02409
OG0000270	Praf.g_01528	Syal.g_02412
OG0000271	Praf.g_01536	Syal.g_01871
OG0000272	Praf.g_01537	Syal.g_01872
OG0000274	Praf.g_01586	Syal.g_02455
OG0000275	Praf.g_01590	Syal.g_02458
OG0000276	Praf.g_01596	Syal.g_02467
OG0000277	Praf.g_01597	Syal.g_02468
OG0000278	Praf.g_01600	Syal.g_02471
OG0000279	Praf.g_01608	Syal.g_02479
OG0000280	Praf.g_01614	Syal.g_02493
OG0000281	Praf.g_01627	Syal.g_02190
OG0000282	Praf.g_01463	Syal.g_02284
OG0000283	Praf.g_01426	Syal.g_02028
OG0000284	Praf.g_01420	Syal.g_02023
OG0000285	Praf.g_01006	Syal.g_02012
OG0000286	Praf.g_01393	Syal.g_01992
OG0000287	Praf.g_01073	Syal.g_01965
OG0000288	Praf.g_01338	Syal.g_01919
OG0000289	Praf.g_01325	Syal.g_01904
OG0000290	Praf.g_01277	Syal.g_01826
OG0000291	Praf.g_01275	Syal.g_01824
OG0000292	Praf.g_02776	Syal.g_00089
OG0000293	Praf.g_00826	Syal.g_01631
OG0000294	Praf.g_00827	Syal.g_01632
OG0000295	Praf.g_00879	Syal.g_01687
OG0000296	Praf.g_00881	Syal.g_01689
OG0000297	Praf.g_00917	Syal.g_01702
OG0000298	Praf.g_00918	Syal.g_01703
OG0000299	Praf.g_00908	Syal.g_01732
OG0000300	Praf.g_00902	Syal.g_01738
OG0000301	Praf.g_00901	Syal.g_01739
OG0000302	Praf.g_00898	Syal.g_01740
OG0000303	Praf.g_00888	Syal.g_01763
OG0000304	Praf.g_00938	Syal.g_01756
OG0000305	Praf.g_01271	Syal.g_01821
OG0000306	Praf.g_01635	Syal.g_02579
OG0000307	Praf.g_00575	Syal.g_02880
OG0000308	Praf.g_00573	Syal.g_02878
OG0000309	Praf.g_00569	Syal.g_02873
OG0000310	Praf.g_01772	Syal.g_01537
OG0000311	Praf.g_01778, Praf.g_01776	Syal.g_00061
OG0000312	Praf.g_01782	Syal.g_00031
OG0000313	Praf.g_01802	Syal.g_00381
OG0000314	Praf.g_01837	Syal.g_00416
OG0000315	Praf.g_01848	Syal.g_00426
OG0000316	Praf.g_00526	Syal.g_02987
OG0000317	Praf.g_00485	Syal.g_00583
OG0000318	Praf.g_00479	Syal.g_00588
OG0000319	Praf.g_00464	Syal.g_00608
OG0000320	Praf.g_00462	Syal.g_00610
OG0000321	Praf.g_00461	Syal.g_00611
OG0000322	Praf.g_00460	Syal.g_00612
OG0000323	Praf.g_00449	Syal.g_00626
OG0000324	Praf.g_00419	Syal.g_00656
OG0000325	Praf.g_02200	Syal.g_00195
OG0000326	Praf.g_02193	Syal.g_00202
OG0000327	Praf.g_02162	Syal.g_00230
OG0000328	Praf.g_02161	Syal.g_00231
OG0000329	Praf.g_02144	Syal.g_00249
OG0000330	Praf.g_02143	Syal.g_00250
OG0000331	Praf.g_02142	Syal.g_00251
OG0000332	Praf.g_02127	Syal.g_00266
OG0000333	Praf.g_02125	Syal.g_00269
OG0000334	Praf.g_02112	Syal.g_00279
OG0000335	Praf.g_02107	Syal.g_00284
OG0000336	Praf.g_02103	Syal.g_00288
OG0000337	Praf.g_02372	Syal.g_01343
OG0000338	Praf.g_02375	Syal.g_01345
OG0000339	Praf.g_02386	Syal.g_01351
OG0000340	Praf.g_02396	Syal.g_01434
OG0000341	Praf.g_02398	Syal.g_01436
OG0000342	Praf.g_02399	Syal.g_01437
OG0000343	Praf.g_00196	Syal.g_01441
OG0000344	Praf.g_00193	Syal.g_01445
OG0000345	Praf.g_00182	Syal.g_01455
OG0000346	Praf.g_00177	Syal.g_01460
OG0000347	Praf.g_00152	Syal.g_01525
OG0000348	Praf.g_00081	Syal.g_00170
OG0000349	Praf.g_00054	Syal.g_00148
OG0000350	Praf.g_02699	Syal.g_00209
OG0000351	Praf.g_02757	Syal.g_01175
OG0000352	Praf.g_02758	Syal.g_01176
OG0000353	Praf.g_02782	Syal.g_00095
OG0000354	Praf.g_00637	Syal.g_02941
OG0000354	Praf.g_00019	Syal.g_00116
OG0000355	Praf.g_00001	Syal.g_00098
OG0000356	Praf.g_00002	Syal.g_00099
OG0000357	Praf.g_00003	Syal.g_00100
OG0000358	Praf.g_00007	Syal.g_00104
OG0000359	Praf.g_00009	Syal.g_00106
OG0000360	Praf.g_00010	Syal.g_00107
OG0000361	Praf.g_00011	Syal.g_00108
OG0000362	Praf.g_00013	Syal.g_00110
OG0000363	Praf.g_00015	Syal.g_00112
OG0000364	Praf.g_00016	Syal.g_00113
OG0000365	Praf.g_00025	Syal.g_00122
OG0000366	Praf.g_00026	Syal.g_00123
OG0000367	Praf.g_00027	Syal.g_00124
OG0000368	Praf.g_00029	Syal.g_00126
OG0000369	Praf.g_00030	Syal.g_00127
OG0000370	Praf.g_00031	Syal.g_00128
OG0000371	Praf.g_00040	Syal.g_00135
OG0000372	Praf.g_00045	Syal.g_00141
OG0000373	Praf.g_00046	Syal.g_00142
OG0000374	Praf.g_00047	Syal.g_00143
OG0000375	Praf.g_00050	Syal.g_00144
OG0000376	Praf.g_00052	Syal.g_00146
OG0000377	Praf.g_02618	Syal.g_01061
OG0000378	Praf.g_02605	Syal.g_01027
OG0000379	Praf.g_02601	Syal.g_01024
OG0000380	Praf.g_00325	Syal.g_00749
OG0000381	Praf.g_00320	Syal.g_00752
OG0000382	Praf.g_00304	Syal.g_00770
OG0000383	Praf.g_00302	Syal.g_00775
OG0000384	Praf.g_00301	Syal.g_00776
OG0000385	Praf.g_00300	Syal.g_00777
OG0000386	Praf.g_00299	Syal.g_00778
OG0000387	Praf.g_00253	Syal.g_00811
OG0000388	Praf.g_00249	Syal.g_00815
OG0000389	Praf.g_00245	Syal.g_00819
OG0000390	Praf.g_00224	Syal.g_00835
OG0000391	Praf.g_00219	Syal.g_00840
OG0000392	Praf.g_00214	Syal.g_00846
OG0000393	Praf.g_00209	Syal.g_00849
OG0000394	Praf.g_00208	Syal.g_00850
OG0000395	Praf.g_00207	Syal.g_00851
OG0000396	Praf.g_02403	Syal.g_00854
OG0000397	Praf.g_02405	Syal.g_00857
OG0000398	Praf.g_02410	Syal.g_00862
OG0000399	Praf.g_02411	Syal.g_00863
OG0000400	Praf.g_02412	Syal.g_00864
OG0000401	Praf.g_02413	Syal.g_00865
OG0000402	Praf.g_02415	Syal.g_00867
OG0000403	Praf.g_02416	Syal.g_00868
OG0000404	Praf.g_02418	Syal.g_00870
OG0000405	Praf.g_02430	Syal.g_00883
OG0000406	Praf.g_02434	Syal.g_00888
OG0000407	Praf.g_02435	Syal.g_00889
OG0000408	Praf.g_02437	Syal.g_00891
OG0000409	Praf.g_02439	Syal.g_00893
OG0000410	Praf.g_02440	Syal.g_00894
OG0000411	Praf.g_02441	Syal.g_00895
OG0000412	Praf.g_02442	Syal.g_00896
OG0000413	Praf.g_02444	Syal.g_00898
OG0000414	Praf.g_02445	Syal.g_00899
OG0000415	Praf.g_02446	Syal.g_00900
OG0000416	Praf.g_02447	Syal.g_00901
OG0000417	Praf.g_02448	Syal.g_00902
OG0000418	Praf.g_02453	Syal.g_00907
OG0000419	Praf.g_02455	Syal.g_00909
OG0000420	Praf.g_02456	Syal.g_00911
OG0000421	Praf.g_02470	Syal.g_00916
OG0000422	Praf.g_02471	Syal.g_00917
OG0000423	Praf.g_02472	Syal.g_00918
OG0000424	Praf.g_02473	Syal.g_00919
OG0000425	Praf.g_02474	Syal.g_00920
OG0000426	Praf.g_02475	Syal.g_00921
OG0000427	Praf.g_02476	Syal.g_00922
OG0000428	Praf.g_01486	Syal.g_00925
OG0000429	Praf.g_02489	Syal.g_00929
OG0000430	Praf.g_02491	Syal.g_00931
OG0000431	Praf.g_02495	Syal.g_00934
OG0000432	Praf.g_02502	Syal.g_00940
OG0000433	Praf.g_02505	Syal.g_00943
OG0000434	Praf.g_02506	Syal.g_00944
OG0000435	Praf.g_02509	Syal.g_00946
OG0000436	Praf.g_02515	Syal.g_00953
OG0000437	Praf.g_02516	Syal.g_00954
OG0000438	Praf.g_02517	Syal.g_00955
OG0000439	Praf.g_02519	Syal.g_00957
OG0000440	Praf.g_02520	Syal.g_00958
OG0000441	Praf.g_02524	Syal.g_00962
OG0000442	Praf.g_02525	Syal.g_00964
OG0000443	Praf.g_02531	Syal.g_00966
OG0000444	Praf.g_02575	Syal.g_00978
OG0000445	Praf.g_02574	Syal.g_00979
OG0000446	Praf.g_02572	Syal.g_00981
OG0000447	Praf.g_02568	Syal.g_00989
OG0000448	Praf.g_02567	Syal.g_00990
OG0000449	Praf.g_02566	Syal.g_00991
OG0000450	Praf.g_02560	Syal.g_00997
OG0000451	Praf.g_02559	Syal.g_00998
OG0000452	Praf.g_02555	Syal.g_01002
OG0000453	Praf.g_02554	Syal.g_01003
OG0000454	Praf.g_02553	Syal.g_01004
OG0000455	Praf.g_02552	Syal.g_01005
OG0000456	Praf.g_02551	Syal.g_01006
OG0000457	Praf.g_02549	Syal.g_01008
OG0000458	Praf.g_02548	Syal.g_01009
OG0000459	Praf.g_02547	Syal.g_01010
OG0000460	Praf.g_00379	Syal.g_00686
OG0000461	Praf.g_02203	Syal.g_01199
OG0000462	Praf.g_02207	Syal.g_01202
OG0000463	Praf.g_02208	Syal.g_01203
OG0000464	Praf.g_02209	Syal.g_01204
OG0000465	Praf.g_02210	Syal.g_01205
OG0000466	Praf.g_02215	Syal.g_01210
OG0000467	Praf.g_02217	Syal.g_01212
OG0000468	Praf.g_02242	Syal.g_01225
OG0000469	Praf.g_02255	Syal.g_01240
OG0000470	Praf.g_02259	Syal.g_01242
OG0000471	Praf.g_02260	Syal.g_01243
OG0000472	Praf.g_02262	Syal.g_01245
OG0000473	Praf.g_02264	Syal.g_01247
OG0000474	Praf.g_02265	Syal.g_01248
OG0000475	Praf.g_02266	Syal.g_01249
OG0000476	Praf.g_02268	Syal.g_01251
OG0000477	Praf.g_02273	Syal.g_01257
OG0000478	Praf.g_02274	Syal.g_01258
OG0000479	Praf.g_02275	Syal.g_01259
OG0000480	Praf.g_02282	Syal.g_01266
OG0000481	Praf.g_02284	Syal.g_01268
OG0000482	Praf.g_02285	Syal.g_01269
OG0000483	Praf.g_02289	Syal.g_01273
OG0000484	Praf.g_02290	Syal.g_01274
OG0000485	Praf.g_02291	Syal.g_01275
OG0000486	Praf.g_02292	Syal.g_01276
OG0000487	Praf.g_02297	Syal.g_01282
OG0000488	Praf.g_02301	Syal.g_01286
OG0000489	Praf.g_02315	Syal.g_01298
OG0000490	Praf.g_02321	Syal.g_01307
OG0000491	Praf.g_02322	Syal.g_01308
OG0000492	Praf.g_02324	Syal.g_01310
OG0000493	Praf.g_02325	Syal.g_01311
OG0000494	Praf.g_02326	Syal.g_01312
OG0000495	Praf.g_02327	Syal.g_01313
OG0000496	Praf.g_02328	Syal.g_01314
OG0000497	Praf.g_02329	Syal.g_01315
OG0000498	Praf.g_02330	Syal.g_01316
OG0000499	Praf.g_02331	Syal.g_01317
OG0000500	Praf.g_02332	Syal.g_01318
OG0000501	Praf.g_02335	Syal.g_01321
OG0000502	Praf.g_02349	Syal.g_01328
OG0000503	Praf.g_02054	Syal.g_00347
OG0000504	Praf.g_02052	Syal.g_00349
OG0000505	Praf.g_02051	Syal.g_00350
OG0000506	Praf.g_02049	Syal.g_00352
OG0000507	Praf.g_02045	Syal.g_00358
OG0000508	Praf.g_02031	Syal.g_00362
OG0000509	Praf.g_02029	Syal.g_00364
OG0000510	Praf.g_02028	Syal.g_00365
OG0000511	Praf.g_02027	Syal.g_00366
OG0000512	Praf.g_02025	Syal.g_00368
OG0000513	Praf.g_02011	Syal.g_00551
OG0000514	Praf.g_02002	Syal.g_00539
OG0000515	Praf.g_02001	Syal.g_00538
OG0000516	Praf.g_01999	Syal.g_00534
OG0000517	Praf.g_01990	Syal.g_00526
OG0000518	Praf.g_01978	Syal.g_00514
OG0000519	Praf.g_01977	Syal.g_00513
OG0000520	Praf.g_01972	Syal.g_00512
OG0000521	Praf.g_01959	Syal.g_00502
OG0000522	Praf.g_01957	Syal.g_00500
OG0000523	Praf.g_01956	Syal.g_00499
OG0000524	Praf.g_01942	Syal.g_00491
OG0000525	Praf.g_01915	Syal.g_00473
OG0000526	Praf.g_01913	Syal.g_00471
OG0000527	Praf.g_01909	Syal.g_00465
OG0000528	Praf.g_00589	Syal.g_02893
OG0000529	Praf.g_00596	Syal.g_02898
OG0000530	Praf.g_00599	Syal.g_02901
OG0000531	Praf.g_00600	Syal.g_02902
OG0000532	Praf.g_00603	Syal.g_02905
OG0000533	Praf.g_00605	Syal.g_02907
OG0000534	Praf.g_00606	Syal.g_02908
OG0000535	Praf.g_00607	Syal.g_02909
OG0000536	Praf.g_00608	Syal.g_02910
OG0000537	Praf.g_00609	Syal.g_02911
OG0000538	Praf.g_00619	Syal.g_02923
OG0000539	Praf.g_00621	Syal.g_02924
OG0000540	Praf.g_00622	Syal.g_02925
OG0000541	Praf.g_00623	Syal.g_02926
OG0000542	Praf.g_00626	Syal.g_02929
OG0000543	Praf.g_00628	Syal.g_02931
OG0000544	Praf.g_00629	Syal.g_02932
OG0000545	Praf.g_00630	Syal.g_02934
OG0000546	Praf.g_00632	Syal.g_02936
OG0000547	Praf.g_00634	Syal.g_02938
OG0000548	Praf.g_00635	Syal.g_02939
OG0000549	Praf.g_00641	Syal.g_02945
OG0000550	Praf.g_00646	Syal.g_02949
OG0000551	Praf.g_00650	Syal.g_02953
OG0000552	Praf.g_00651	Syal.g_02954
OG0000553	Praf.g_00656	Syal.g_02843
OG0000554	Praf.g_00661	Syal.g_02837
OG0000555	Praf.g_00677	Syal.g_02823
OG0000556	Praf.g_00683	Syal.g_02819
OG0000557	Praf.g_00684	Syal.g_02816
OG0000558	Praf.g_00687	Syal.g_02814
OG0000559	Praf.g_00691	Syal.g_02810
OG0000560	Praf.g_00694	Syal.g_02807
OG0000561	Praf.g_00695	Syal.g_02806
OG0000562	Praf.g_00696	Syal.g_02805
OG0000563	Praf.g_00697	Syal.g_02804
OG0000564	Praf.g_00698	Syal.g_02803
OG0000565	Praf.g_00701	Syal.g_02799
OG0000566	Praf.g_00705	Syal.g_02795
OG0000567	Praf.g_00709	Syal.g_02791
OG0000568	Praf.g_00711	Syal.g_02789
OG0000569	Praf.g_00712	Syal.g_02788
OG0000570	Praf.g_00713	Syal.g_02787
OG0000571	Praf.g_00716	Syal.g_02784
OG0000572	Praf.g_00733	Syal.g_02767
OG0000573	Praf.g_00740	Syal.g_02759
OG0000574	Praf.g_00741	Syal.g_02758
OG0000575	Praf.g_00751	Syal.g_02753
OG0000576	Praf.g_00753	Syal.g_02751
OG0000577	Praf.g_00754	Syal.g_02750
