Orthogroup	Praf	Prag
OG0000199	Praf.g_02468	Prag.g_00163
OG0000200	Praf.g_02711	Prag.g_00177
OG0000201	Praf.g_02511	Prag.g_00185
OG0000202	Praf.g_02512	Prag.g_00186
OG0000203	Praf.g_02513	Prag.g_00187
OG0000204	Praf.g_02514	Prag.g_00188
OG0000205	Praf.g_02521	Prag.g_00195
OG0000206	Praf.g_02532	Prag.g_00200
OG0000207	Praf.g_02582	Prag.g_00202
OG0000208	Praf.g_02581	Prag.g_00203
OG0000209	Praf.g_02557	Prag.g_00212
OG0000210	Praf.g_02556	Prag.g_00213
OG0000211	Praf.g_00378	Prag.g_00226
OG0000212	Praf.g_00392	Prag.g_00233
OG0000213	Praf.g_02245	Prag.g_00249
OG0000214	Praf.g_02263	Prag.g_00258
OG0000215	Praf.g_02293	Prag.g_00283
OG0000216	Praf.g_02296	Prag.g_00285
OG0000217	Praf.g_02300	Prag.g_00288
OG0000218	Praf.g_02302	Prag.g_00290
OG0000219	Praf.g_02303	Prag.g_00291
OG0000220	Praf.g_02304	Prag.g_00292
OG0000221	Praf.g_02314	Prag.g_00293
OG0000222	Praf.g_02323	Prag.g_00301
OG0000223	Praf.g_02347	Prag.g_00314
OG0000224	Praf.g_02358	Prag.g_00316
OG0000225	Praf.g_02030	Prag.g_00340
OG0000226	Praf.g_02026	Prag.g_00344
OG0000227	Praf.g_02024	Prag.g_00346
OG0000228	Praf.g_02016	Prag.g_00349
OG0000229	Praf.g_01989	Prag.g_00415
OG0000230	Praf.g_01987	Prag.g_00417
OG0000231	Praf.g_01963	Prag.g_00428
OG0000232	Praf.g_01952	Prag.g_00437
OG0000233	Praf.g_01938	Prag.g_00442
OG0000234	Praf.g_01905	Prag.g_00455
OG0000235	Praf.g_00594	Prag.g_00458
OG0000236	Praf.g_00610	Prag.g_00472
OG0000237	Praf.g_00627	Prag.g_00485
OG0000238	Praf.g_00631	Prag.g_00491
OG0000239	Praf.g_00647	Prag.g_00504
OG0000240	Praf.g_00648	Prag.g_00505
OG0000241	Praf.g_01177	Prag.g_00509
OG0000242	Praf.g_00658	Prag.g_00511
OG0000243	Praf.g_00681	Prag.g_00522
OG0000244	Praf.g_00685	Prag.g_00525
OG0000245	Praf.g_00688	Prag.g_00527
OG0000246	Praf.g_00692	Prag.g_00531
OG0000247	Praf.g_00703	Prag.g_00541
OG0000248	Praf.g_00706	Prag.g_00543
OG0000249	Praf.g_00708	Prag.g_00545
OG0000250	Praf.g_00714	Prag.g_00550
OG0000251	Praf.g_00739	Prag.g_00569
OG0000252	Praf.g_00742	Prag.g_00572
OG0000253	Praf.g_00749	Prag.g_00573
OG0000254	Praf.g_00768	Prag.g_00589
OG0000255	Praf.g_01662	Prag.g_00595
OG0000256	Praf.g_01676	Prag.g_00605
OG0000257	Praf.g_01685	Prag.g_00608
OG0000258	Praf.g_01708	Prag.g_00621
OG0000259	Praf.g_01736	Prag.g_00638
OG0000260	Praf.g_01739	Prag.g_00641
OG0000261	Praf.g_01742	Prag.g_00643
OG0000262	Praf.g_01748	Prag.g_00647
OG0000263	Praf.g_02570	Prag.g_00659
OG0000264	Praf.g_01218, Praf.g_01219	Prag.g_00669
OG0000265	Praf.g_01302, Praf.g_01238	Prag.g_00692
OG0000266	Praf.g_01313	Prag.g_00702
OG0000267	Praf.g_01436	Prag.g_00713
OG0000268	Praf.g_01435	Prag.g_00714
OG0000269	Praf.g_01525	Prag.g_00801
OG0000270	Praf.g_01528	Prag.g_00804
OG0000271	Praf.g_01536	Prag.g_00812
OG0000272	Praf.g_01537	Prag.g_00813
OG0000273	Praf.g_01585	Prag.g_00835
OG0000274	Praf.g_01586	Prag.g_00836
OG0000275	Praf.g_01590	Prag.g_00838
OG0000276	Praf.g_01596	Prag.g_00843
OG0000277	Praf.g_01597	Prag.g_00844
OG0000278	Praf.g_01600	Prag.g_00847
OG0000279	Praf.g_01608	Prag.g_00854
OG0000280	Praf.g_01614	Prag.g_00855
OG0000281	Praf.g_01627	Prag.g_00860
OG0000282	Praf.g_01463	Prag.g_00908
OG0000283	Praf.g_01426	Prag.g_00941
OG0000284	Praf.g_01420	Prag.g_00946
OG0000285	Praf.g_01006	Prag.g_00951
OG0000286	Praf.g_01393	Prag.g_00963
OG0000287	Praf.g_01073	Prag.g_00980
OG0000288	Praf.g_01338	Prag.g_01009
OG0000289	Praf.g_01325	Prag.g_01020
OG0000290	Praf.g_01277	Prag.g_01033
OG0000291	Praf.g_01275	Prag.g_01035
OG0000292	Praf.g_02776	Prag.g_01085
OG0000293	Praf.g_00826	Prag.g_01144
OG0000294	Praf.g_00827	Prag.g_01145
OG0000295	Praf.g_00879	Prag.g_01165
OG0000296	Praf.g_00881	Prag.g_01167
OG0000297	Praf.g_00917	Prag.g_01175
OG0000298	Praf.g_00918	Prag.g_01176
OG0000299	Praf.g_00908	Prag.g_01193
OG0000300	Praf.g_00902	Prag.g_01196
OG0000301	Praf.g_00901	Prag.g_01197
OG0000302	Praf.g_00898	Prag.g_01199
OG0000303	Praf.g_00888	Prag.g_01206
OG0000304	Praf.g_00938	Prag.g_01210
OG0000305	Praf.g_01271	Prag.g_01381
OG0000306	Praf.g_01635	Prag.g_01384
OG0000307	Praf.g_00575	Prag.g_01398
OG0000308	Praf.g_00573	Prag.g_01399
OG0000309	Praf.g_00569	Prag.g_01403
OG0000310	Praf.g_01772	Prag.g_01473
OG0000311	Praf.g_01778, Praf.g_01776	Prag.g_01475
OG0000312	Praf.g_01782	Prag.g_01478
OG0000313	Praf.g_01802	Prag.g_01494
OG0000314	Praf.g_01837	Prag.g_01516
OG0000315	Praf.g_01848	Prag.g_01527
OG0000316	Praf.g_00526	Prag.g_01547
OG0000317	Praf.g_00485	Prag.g_01667
OG0000318	Praf.g_00479	Prag.g_01670
OG0000319	Praf.g_00464	Prag.g_01683
OG0000320	Praf.g_00462	Prag.g_01685
OG0000321	Praf.g_00461	Prag.g_01686
OG0000322	Praf.g_00460	Prag.g_01687
OG0000323	Praf.g_00449	Prag.g_01696
OG0000324	Praf.g_00419	Prag.g_01723
OG0000325	Praf.g_02200	Prag.g_01733
OG0000326	Praf.g_02193	Prag.g_01739
OG0000327	Praf.g_02162	Prag.g_01763
OG0000328	Praf.g_02161	Prag.g_01764
OG0000329	Praf.g_02144	Prag.g_01781
OG0000330	Praf.g_02143	Prag.g_01782
OG0000331	Praf.g_02142	Prag.g_01783
OG0000332	Praf.g_02127	Prag.g_01797
OG0000333	Praf.g_02125	Prag.g_01799
OG0000334	Praf.g_02112	Prag.g_01807
OG0000335	Praf.g_02107	Prag.g_01812
OG0000336	Praf.g_02103	Prag.g_01816
OG0000337	Praf.g_02372	Prag.g_01832
OG0000338	Praf.g_02375	Prag.g_01833
OG0000339	Praf.g_02386	Prag.g_01837
OG0000340	Praf.g_02396	Prag.g_01845
OG0000341	Praf.g_02398	Prag.g_01847
OG0000342	Praf.g_02399	Prag.g_01848
OG0000343	Praf.g_00196	Prag.g_01849
OG0000344	Praf.g_00193	Prag.g_01852
OG0000345	Praf.g_00182	Prag.g_01857
OG0000346	Praf.g_00177	Prag.g_01862
OG0000347	Praf.g_00152	Prag.g_01878
OG0000348	Praf.g_00081	Prag.g_01887
OG0000349	Praf.g_00054	Prag.g_01904
OG0000350	Praf.g_02699	Prag.g_01923
OG0000351	Praf.g_02757	Prag.g_01940
OG0000352	Praf.g_02758	Prag.g_01941
OG0000353	Praf.g_02782	Prag.g_01956
OG0000354	Praf.g_00019	Prag.g_01282
OG0000355	Praf.g_00001	Prag.g_00001
OG0000356	Praf.g_00002	Prag.g_00002
OG0000357	Praf.g_00003	Prag.g_00003
OG0000358	Praf.g_00007	Prag.g_00007
OG0000359	Praf.g_00009	Prag.g_00008
OG0000360	Praf.g_00010	Prag.g_00009
OG0000361	Praf.g_00011	Prag.g_00010
OG0000362	Praf.g_00013	Prag.g_00012
OG0000363	Praf.g_00015	Prag.g_00014
OG0000364	Praf.g_00016	Prag.g_00015
OG0000365	Praf.g_00025	Prag.g_00020
OG0000366	Praf.g_00026	Prag.g_00021
OG0000367	Praf.g_00027	Prag.g_00022
OG0000368	Praf.g_00029	Prag.g_00024
OG0000369	Praf.g_00030	Prag.g_00025
OG0000370	Praf.g_00031	Prag.g_00026
OG0000371	Praf.g_00040	Prag.g_00032
OG0000372	Praf.g_00045	Prag.g_00035
OG0000373	Praf.g_00046	Prag.g_00036
OG0000374	Praf.g_00047	Prag.g_00037
OG0000375	Praf.g_00050	Prag.g_00040
OG0000376	Praf.g_00052	Prag.g_00042
OG0000377	Praf.g_02618	Prag.g_00045
OG0000378	Praf.g_02605	Prag.g_00047
OG0000379	Praf.g_02601	Prag.g_00050
OG0000380	Praf.g_00325	Prag.g_00060
OG0000381	Praf.g_00320	Prag.g_00064
OG0000382	Praf.g_00304	Prag.g_00075
OG0000383	Praf.g_00302	Prag.g_00077
OG0000384	Praf.g_00301	Prag.g_00078
OG0000385	Praf.g_00300	Prag.g_00079
OG0000386	Praf.g_00299	Prag.g_00080
OG0000387	Praf.g_00253	Prag.g_00092
OG0000388	Praf.g_00249	Prag.g_00095
OG0000389	Praf.g_00245	Prag.g_00099
OG0000390	Praf.g_00224	Prag.g_00106
OG0000391	Praf.g_00219	Prag.g_00109
OG0000392	Praf.g_00214	Prag.g_00113
OG0000393	Praf.g_00209	Prag.g_00115
OG0000394	Praf.g_00208	Prag.g_00116
OG0000395	Praf.g_00207	Prag.g_00117
OG0000396	Praf.g_02403	Prag.g_00120
OG0000397	Praf.g_02405	Prag.g_00122
OG0000398	Praf.g_02410	Prag.g_00124
OG0000399	Praf.g_02411	Prag.g_00125
OG0000400	Praf.g_02412	Prag.g_00126
OG0000401	Praf.g_02413	Prag.g_00127
OG0000402	Praf.g_02415	Prag.g_00129
OG0000403	Praf.g_02416	Prag.g_00130
OG0000404	Praf.g_02418	Prag.g_00131
OG0000405	Praf.g_02430	Prag.g_00135
OG0000406	Praf.g_02434	Prag.g_00140
OG0000407	Praf.g_02435	Prag.g_00141
OG0000408	Praf.g_02437	Prag.g_00143
OG0000409	Praf.g_02439	Prag.g_00145
OG0000410	Praf.g_02440	Prag.g_00146
OG0000411	Praf.g_02441	Prag.g_00147
OG0000412	Praf.g_02442	Prag.g_00148
OG0000413	Praf.g_02444	Prag.g_00149
OG0000414	Praf.g_02445	Prag.g_00150
OG0000415	Praf.g_02446	Prag.g_00151
OG0000416	Praf.g_02447	Prag.g_00152
OG0000417	Praf.g_02448	Prag.g_00153
OG0000418	Praf.g_02453	Prag.g_00158
OG0000419	Praf.g_02455	Prag.g_00160
OG0000420	Praf.g_02456	Prag.g_00161
OG0000421	Praf.g_02470	Prag.g_00166
OG0000422	Praf.g_02471	Prag.g_00167
OG0000423	Praf.g_02472	Prag.g_00168
OG0000424	Praf.g_02473	Prag.g_00169
OG0000425	Praf.g_02474	Prag.g_00170
OG0000426	Praf.g_02475	Prag.g_00171
OG0000427	Praf.g_02476	Prag.g_00172
OG0000428	Praf.g_01486	Prag.g_00174
OG0000429	Praf.g_02489	Prag.g_00175
OG0000430	Praf.g_02491	Prag.g_00176
OG0000431	Praf.g_02495	Prag.g_00178
OG0000432	Praf.g_02502	Prag.g_00181
OG0000433	Praf.g_02505	Prag.g_00182
OG0000434	Praf.g_02506	Prag.g_00183
OG0000435	Praf.g_02509	Prag.g_00184
OG0000436	Praf.g_02515	Prag.g_00189
OG0000437	Praf.g_02516	Prag.g_00190
OG0000438	Praf.g_02517	Prag.g_00191
OG0000439	Praf.g_02519	Prag.g_00193
OG0000440	Praf.g_02520	Prag.g_00194
OG0000441	Praf.g_02524	Prag.g_00197
OG0000442	Praf.g_02525	Prag.g_00198
OG0000443	Praf.g_02531	Prag.g_00199
OG0000444	Praf.g_02575	Prag.g_00204
OG0000445	Praf.g_02574	Prag.g_00205
OG0000446	Praf.g_02572	Prag.g_00206
OG0000447	Praf.g_02568	Prag.g_00207
OG0000448	Praf.g_02567	Prag.g_00208
OG0000449	Praf.g_02566	Prag.g_00209
OG0000450	Praf.g_02560	Prag.g_00210
OG0000451	Praf.g_02559	Prag.g_00211
OG0000452	Praf.g_02555	Prag.g_00214
OG0000453	Praf.g_02554	Prag.g_00215
OG0000454	Praf.g_02553	Prag.g_00216
OG0000455	Praf.g_02552	Prag.g_00217
OG0000456	Praf.g_02551	Prag.g_00218
OG0000457	Praf.g_02549	Prag.g_00219
OG0000458	Praf.g_02548	Prag.g_00220
OG0000459	Praf.g_02547	Prag.g_00221
OG0000460	Praf.g_00379	Prag.g_00228
OG0000461	Praf.g_02203	Prag.g_00235
OG0000462	Praf.g_02207	Prag.g_00237
OG0000463	Praf.g_02208	Prag.g_00238
OG0000464	Praf.g_02209	Prag.g_00239
OG0000465	Praf.g_02210	Prag.g_00240
OG0000466	Praf.g_02215	Prag.g_00243
OG0000467	Praf.g_02217	Prag.g_00244
OG0000468	Praf.g_02242	Prag.g_00245
OG0000469	Praf.g_02255	Prag.g_00253
OG0000470	Praf.g_02259	Prag.g_00255
OG0000471	Praf.g_02260	Prag.g_00256
OG0000472	Praf.g_02262	Prag.g_00257
OG0000473	Praf.g_02264	Prag.g_00259
OG0000474	Praf.g_02265	Prag.g_00260
OG0000475	Praf.g_02266	Prag.g_00261
OG0000476	Praf.g_02268	Prag.g_00262
OG0000477	Praf.g_02273	Prag.g_00266
OG0000478	Praf.g_02274	Prag.g_00267
OG0000479	Praf.g_02275	Prag.g_00268
OG0000480	Praf.g_02282	Prag.g_00273
OG0000481	Praf.g_02284	Prag.g_00275
OG0000482	Praf.g_02285	Prag.g_00276
OG0000483	Praf.g_02289	Prag.g_00279
OG0000484	Praf.g_02290	Prag.g_00280
OG0000485	Praf.g_02291	Prag.g_00281
OG0000486	Praf.g_02292	Prag.g_00282
OG0000487	Praf.g_02297	Prag.g_00286
OG0000488	Praf.g_02301	Prag.g_00289
OG0000489	Praf.g_02315	Prag.g_00294
OG0000490	Praf.g_02321	Prag.g_00299
OG0000491	Praf.g_02322	Prag.g_00300
OG0000492	Praf.g_02324	Prag.g_00302
OG0000493	Praf.g_02325	Prag.g_00303
OG0000494	Praf.g_02326	Prag.g_00304
OG0000495	Praf.g_02327	Prag.g_00305
OG0000496	Praf.g_02328	Prag.g_00306
OG0000497	Praf.g_02329	Prag.g_00307
OG0000498	Praf.g_02330	Prag.g_00308
OG0000499	Praf.g_02331	Prag.g_00309
OG0000500	Praf.g_02332	Prag.g_00310
OG0000501	Praf.g_02335	Prag.g_00312
OG0000502	Praf.g_02349	Prag.g_00315
OG0000503	Praf.g_02054	Prag.g_00329
OG0000504	Praf.g_02052	Prag.g_00330
OG0000505	Praf.g_02051	Prag.g_00331
OG0000506	Praf.g_02049	Prag.g_00333
OG0000507	Praf.g_02045	Prag.g_00336
OG0000508	Praf.g_02031	Prag.g_00339
OG0000509	Praf.g_02029	Prag.g_00341
OG0000510	Praf.g_02028	Prag.g_00342
OG0000511	Praf.g_02027	Prag.g_00343
OG0000512	Praf.g_02025	Prag.g_00345
OG0000513	Praf.g_02011	Prag.g_00352
OG0000514	Praf.g_02002	Prag.g_00410
OG0000515	Praf.g_02001	Prag.g_00411
OG0000516	Praf.g_01999	Prag.g_00412
OG0000517	Praf.g_01990	Prag.g_00414
OG0000518	Praf.g_01978	Prag.g_00425
OG0000519	Praf.g_01977	Prag.g_00426
OG0000520	Praf.g_01972	Prag.g_00427
OG0000521	Praf.g_01959	Prag.g_00432
OG0000522	Praf.g_01957	Prag.g_00434
OG0000523	Praf.g_01956	Prag.g_00435
OG0000524	Praf.g_01942	Prag.g_00440
OG0000525	Praf.g_01915	Prag.g_00443
OG0000526	Praf.g_01913	Prag.g_00444
OG0000527	Praf.g_01909	Prag.g_00452
OG0000528	Praf.g_00589	Prag.g_00457
OG0000529	Praf.g_00596	Prag.g_00460
OG0000530	Praf.g_00599	Prag.g_00463
OG0000531	Praf.g_00600	Prag.g_00464
OG0000532	Praf.g_00603	Prag.g_00466
OG0000533	Praf.g_00605	Prag.g_00467
OG0000534	Praf.g_00606	Prag.g_00468
OG0000535	Praf.g_00607	Prag.g_00469
OG0000536	Praf.g_00608	Prag.g_00470
OG0000537	Praf.g_00609	Prag.g_00471
OG0000538	Praf.g_00619	Prag.g_00479
OG0000539	Praf.g_00621	Prag.g_00480
OG0000540	Praf.g_00622	Prag.g_00481
OG0000541	Praf.g_00623	Prag.g_00482
OG0000542	Praf.g_00626	Prag.g_00484
OG0000543	Praf.g_00628	Prag.g_00486
OG0000544	Praf.g_00629	Prag.g_00487
OG0000545	Praf.g_00630	Prag.g_00489
OG0000546	Praf.g_00632	Prag.g_00492
OG0000547	Praf.g_00634	Prag.g_00494
OG0000548	Praf.g_00635	Prag.g_00495
OG0000549	Praf.g_00641	Prag.g_00497
OG0000550	Praf.g_00646	Prag.g_00502
OG0000551	Praf.g_00650	Prag.g_00506
OG0000552	Praf.g_00651	Prag.g_00507
OG0000553	Praf.g_00656	Prag.g_00508
OG0000554	Praf.g_00661	Prag.g_00513
OG0000555	Praf.g_00677	Prag.g_00521
OG0000556	Praf.g_00683	Prag.g_00523
OG0000557	Praf.g_00684	Prag.g_00524
OG0000558	Praf.g_00687	Prag.g_00526
OG0000559	Praf.g_00691	Prag.g_00530
OG0000560	Praf.g_00694	Prag.g_00533
OG0000561	Praf.g_00695	Prag.g_00534
OG0000562	Praf.g_00696	Prag.g_00535
OG0000563	Praf.g_00697	Prag.g_00536
OG0000564	Praf.g_00698	Prag.g_00537
OG0000565	Praf.g_00701	Prag.g_00540
OG0000566	Praf.g_00705	Prag.g_00542
OG0000567	Praf.g_00709	Prag.g_00546
OG0000568	Praf.g_00711	Prag.g_00547
OG0000569	Praf.g_00712	Prag.g_00548
OG0000570	Praf.g_00713	Prag.g_00549
OG0000571	Praf.g_00716	Prag.g_00551
OG0000572	Praf.g_00733	Prag.g_00564
OG0000573	Praf.g_00740	Prag.g_00570
OG0000574	Praf.g_00741	Prag.g_00571
OG0000575	Praf.g_00751	Prag.g_00575
OG0000576	Praf.g_00753	Prag.g_00577
OG0000577	Praf.g_00754	Prag.g_00578
OG0000578	Praf.g_00755	Prag.g_00579
OG0000579	Praf.g_00756	Prag.g_00580
OG0000580	Praf.g_00757	Prag.g_00581
OG0000581	Praf.g_00761	Prag.g_00583
OG0000582	Praf.g_00765	Prag.g_00586
OG0000583	Praf.g_00766	Prag.g_00587
