Orthogroup	Pran	Prak
OG0000104	Pran.g_01698	Prak.g_00441
OG0000105	Pran.g_01679	Prak.g_00461
OG0000107	Pran.g_01645	Prak.g_00492
OG0000108	Pran.g_01635	Prak.g_00502
OG0000109	Pran.g_01626	Prak.g_00512
OG0000110	Pran.g_01609	Prak.g_00529
OG0000111	Pran.g_01527	Prak.g_01091
OG0000112	Pran.g_01526	Prak.g_01090
OG0000113	Pran.g_01438	Prak.g_01040
OG0000114	Pran.g_01345	Prak.g_00843
OG0000115	Pran.g_00487	Prak.g_00973
OG0000116	Pran.g_00491	Prak.g_00977
OG0000117	Pran.g_00565	Prak.g_00923
OG0000118	Pran.g_00135	Prak.g_01217
OG0000119	Pran.g_00090	Prak.g_01553
OG0000120	Pran.g_00054	Prak.g_01166
OG0000121	Pran.g_00035	Prak.g_01143
OG0000122	Pran.g_00016	Prak.g_01123
OG0000123	Pran.g_00003	Prak.g_00594
OG0000124	Pran.g_00918	Prak.g_01487
OG0000125	Pran.g_00864	Prak.g_01290
OG0000126	Pran.g_00841	Prak.g_01329
OG0000127	Pran.g_00746	Prak.g_01379
OG0000128	Pran.g_00732	Prak.g_01392
OG0000129	Pran.g_00696	Prak.g_01428
OG0000130	Pran.g_00968	Prak.g_01642
OG0000131	Pran.g_01006	Prak.g_01681
OG0000132	Pran.g_01009	Prak.g_01684
OG0000133	Pran.g_01063	Prak.g_01738
OG0000134	Pran.g_01100	Prak.g_01774
OG0000135	Pran.g_01102	Prak.g_01776
OG0000136	Pran.g_01145	Prak.g_01826
OG0000137	Pran.g_01177	Prak.g_01860
OG0000138	Pran.g_01212	Prak.g_01895
OG0000139	Pran.g_01239	Prak.g_01926
OG0000140	Pran.g_01258	Prak.g_00001
OG0000141	Pran.g_01259	Prak.g_00002
OG0000142	Pran.g_01261	Prak.g_00004
OG0000143	Pran.g_01262	Prak.g_00005
OG0000144	Pran.g_01264	Prak.g_00007
OG0000145	Pran.g_01265	Prak.g_00008
OG0000146	Pran.g_01266	Prak.g_00009
OG0000147	Pran.g_01267	Prak.g_00010
OG0000148	Pran.g_01269	Prak.g_00012
OG0000149	Pran.g_00410	Prak.g_00014
OG0000150	Pran.g_00409	Prak.g_00015
OG0000151	Pran.g_00408	Prak.g_00016
OG0000152	Pran.g_00407	Prak.g_00017
OG0000153	Pran.g_00406	Prak.g_00018
OG0000154	Pran.g_00405	Prak.g_00019
OG0000155	Pran.g_00404	Prak.g_00020
OG0000156	Pran.g_00403	Prak.g_00021
OG0000157	Pran.g_00402	Prak.g_00022
OG0000158	Pran.g_00400	Prak.g_00024
OG0000159	Pran.g_00399	Prak.g_00025
OG0000160	Pran.g_00398	Prak.g_00026
OG0000161	Pran.g_00397	Prak.g_00027
OG0000162	Pran.g_00396	Prak.g_00028
OG0000163	Pran.g_00395	Prak.g_00030
OG0000164	Pran.g_00392	Prak.g_00033
OG0000165	Pran.g_00389	Prak.g_00036
OG0000166	Pran.g_00388	Prak.g_00037
OG0000167	Pran.g_00387	Prak.g_00038
OG0000168	Pran.g_00385	Prak.g_00040
OG0000169	Pran.g_00383	Prak.g_00042
OG0000170	Pran.g_00382	Prak.g_00044
OG0000171	Pran.g_00381	Prak.g_00045
OG0000172	Pran.g_00380	Prak.g_00046
OG0000173	Pran.g_00379	Prak.g_00049
OG0000174	Pran.g_00378	Prak.g_00050
OG0000175	Pran.g_00377	Prak.g_00051
OG0000176	Pran.g_00375	Prak.g_00053
OG0000177	Pran.g_00374	Prak.g_00054
OG0000178	Pran.g_00373	Prak.g_00056
OG0000179	Pran.g_00368	Prak.g_00068
OG0000180	Pran.g_00367	Prak.g_00069
OG0000181	Pran.g_00366	Prak.g_00070
OG0000182	Pran.g_00363	Prak.g_00074
OG0000183	Pran.g_00362	Prak.g_00075
OG0000184	Pran.g_00359	Prak.g_00078
OG0000185	Pran.g_00355	Prak.g_00082
OG0000186	Pran.g_00354	Prak.g_00083
OG0000187	Pran.g_00353	Prak.g_00717
OG0000188	Pran.g_00352	Prak.g_00084
OG0000189	Pran.g_00351	Prak.g_00085
OG0000190	Pran.g_00350	Prak.g_00086
OG0000191	Pran.g_00349	Prak.g_00087
OG0000192	Pran.g_00348	Prak.g_00088
OG0000193	Pran.g_00347	Prak.g_00089
OG0000194	Pran.g_00346	Prak.g_00090
OG0000195	Pran.g_00344	Prak.g_00092
OG0000196	Pran.g_00343	Prak.g_00093
OG0000197	Pran.g_00342	Prak.g_00094
OG0000198	Pran.g_00341	Prak.g_00095
OG0000199	Pran.g_00339	Prak.g_00098
OG0000200	Pran.g_00338	Prak.g_00099
OG0000201	Pran.g_00337	Prak.g_00100
OG0000202	Pran.g_00336	Prak.g_00102
OG0000203	Pran.g_00335	Prak.g_00103
OG0000204	Pran.g_00334	Prak.g_00104
OG0000205	Pran.g_00333	Prak.g_00106
OG0000206	Pran.g_00332	Prak.g_00107
OG0000207	Pran.g_00331	Prak.g_00108
OG0000208	Pran.g_00330	Prak.g_00109
OG0000209	Pran.g_00329	Prak.g_00110
OG0000210	Pran.g_00327	Prak.g_00111
OG0000211	Pran.g_00326	Prak.g_00113
OG0000212	Pran.g_00325	Prak.g_00114
OG0000213	Pran.g_00324	Prak.g_00115
OG0000214	Pran.g_00322	Prak.g_00119
OG0000215	Pran.g_00321	Prak.g_00120
OG0000216	Pran.g_00319	Prak.g_00122
OG0000217	Pran.g_00318	Prak.g_00123
OG0000218	Pran.g_00317	Prak.g_00124
OG0000219	Pran.g_00316	Prak.g_00125
OG0000220	Pran.g_00313	Prak.g_00128
OG0000221	Pran.g_00311	Prak.g_00131
OG0000222	Pran.g_00310	Prak.g_00132
OG0000223	Pran.g_00309	Prak.g_00133
OG0000224	Pran.g_00307	Prak.g_00135
OG0000225	Pran.g_00305	Prak.g_00137
OG0000226	Pran.g_00304	Prak.g_00139
OG0000227	Pran.g_00303	Prak.g_00140
OG0000228	Pran.g_00302	Prak.g_00141
OG0000229	Pran.g_00301	Prak.g_00142
OG0000230	Pran.g_00300	Prak.g_00143
OG0000231	Pran.g_00298	Prak.g_01035
OG0000232	Pran.g_00297	Prak.g_00145
OG0000233	Pran.g_00294	Prak.g_00148
OG0000234	Pran.g_00292	Prak.g_00150
OG0000235	Pran.g_00288	Prak.g_00156
OG0000236	Pran.g_00287	Prak.g_00157
OG0000237	Pran.g_00286	Prak.g_00158
OG0000238	Pran.g_00285	Prak.g_00159
OG0000239	Pran.g_00283	Prak.g_00160
OG0000240	Pran.g_00281	Prak.g_00162
OG0000241	Pran.g_00280	Prak.g_00163
OG0000242	Pran.g_00279	Prak.g_00164
OG0000243	Pran.g_00278	Prak.g_00165
OG0000244	Pran.g_00277	Prak.g_00166
OG0000245	Pran.g_00276	Prak.g_00168
OG0000246	Pran.g_00274	Prak.g_00170
OG0000247	Pran.g_00273	Prak.g_00171
OG0000248	Pran.g_00272	Prak.g_00172
OG0000249	Pran.g_00271	Prak.g_00173
OG0000250	Pran.g_00270	Prak.g_00174
OG0000251	Pran.g_00269	Prak.g_00175
OG0000252	Pran.g_00268	Prak.g_00176
OG0000253	Pran.g_00267	Prak.g_00177
OG0000254	Pran.g_00265	Prak.g_00179
OG0000255	Pran.g_00264	Prak.g_00180
OG0000256	Pran.g_00261	Prak.g_00183
OG0000257	Pran.g_00259	Prak.g_00185
OG0000258	Pran.g_00258	Prak.g_00186
OG0000259	Pran.g_00257	Prak.g_00187
OG0000260	Pran.g_00256	Prak.g_00188
OG0000261	Pran.g_00255	Prak.g_00189
OG0000262	Pran.g_00254	Prak.g_00190
OG0000263	Pran.g_00253	Prak.g_00191
OG0000264	Pran.g_00251	Prak.g_00193
OG0000265	Pran.g_00250	Prak.g_00194
OG0000266	Pran.g_00249	Prak.g_00195
OG0000267	Pran.g_00247	Prak.g_00197
OG0000268	Pran.g_00246	Prak.g_00199
OG0000269	Pran.g_00245	Prak.g_00200
OG0000270	Pran.g_00244	Prak.g_00201
OG0000271	Pran.g_00243	Prak.g_00202
OG0000272	Pran.g_00242	Prak.g_00203
OG0000273	Pran.g_00241	Prak.g_00204
OG0000274	Pran.g_00240	Prak.g_00205
OG0000275	Pran.g_00239	Prak.g_00206
OG0000276	Pran.g_00238	Prak.g_00207
OG0000277	Pran.g_00237	Prak.g_00208
OG0000278	Pran.g_00236	Prak.g_00209
OG0000279	Pran.g_00235	Prak.g_00210
OG0000280	Pran.g_00234	Prak.g_00211
OG0000281	Pran.g_00232	Prak.g_00213
OG0000282	Pran.g_00231	Prak.g_00214
OG0000283	Pran.g_00228	Prak.g_00217
OG0000284	Pran.g_00227	Prak.g_00218
OG0000285	Pran.g_00226	Prak.g_00219
OG0000286	Pran.g_00224	Prak.g_00221
OG0000287	Pran.g_00223	Prak.g_00223
OG0000288	Pran.g_00222	Prak.g_00224
OG0000289	Pran.g_00221	Prak.g_00225
OG0000290	Pran.g_00220	Prak.g_00226
OG0000291	Pran.g_00219	Prak.g_00227
OG0000292	Pran.g_00218	Prak.g_00228
OG0000293	Pran.g_00217	Prak.g_00229
OG0000294	Pran.g_00216	Prak.g_00230
OG0000295	Pran.g_00215	Prak.g_00231
OG0000296	Pran.g_00214	Prak.g_00232
OG0000297	Pran.g_00213	Prak.g_00233
OG0000298	Pran.g_00212	Prak.g_00234
OG0000299	Pran.g_00211	Prak.g_00235
OG0000300	Pran.g_00210	Prak.g_00236
OG0000301	Pran.g_00209	Prak.g_00237
OG0000302	Pran.g_00208	Prak.g_00238
OG0000303	Pran.g_00207	Prak.g_00239
OG0000304	Pran.g_00206	Prak.g_00241
OG0000305	Pran.g_00205	Prak.g_00242
OG0000306	Pran.g_00204	Prak.g_00243
OG0000307	Pran.g_00203	Prak.g_00245
OG0000308	Pran.g_00202	Prak.g_00246
OG0000309	Pran.g_00201	Prak.g_00247
OG0000310	Pran.g_00200	Prak.g_00248
OG0000311	Pran.g_00199	Prak.g_00249
OG0000312	Pran.g_00197	Prak.g_00251
OG0000313	Pran.g_00196	Prak.g_00252
OG0000314	Pran.g_00194	Prak.g_00256
OG0000315	Pran.g_00193	Prak.g_00257
OG0000316	Pran.g_01950	Prak.g_00259
OG0000317	Pran.g_01948	Prak.g_00261
OG0000318	Pran.g_01947	Prak.g_00262
OG0000319	Pran.g_01946	Prak.g_00263
OG0000320	Pran.g_01945	Prak.g_00264
OG0000321	Pran.g_01942	Prak.g_00267
OG0000322	Pran.g_01939	Prak.g_00271
OG0000323	Pran.g_01938	Prak.g_00272
OG0000324	Pran.g_01935	Prak.g_00275
OG0000325	Pran.g_01934	Prak.g_00276
OG0000326	Pran.g_01933	Prak.g_00277
OG0000327	Pran.g_01931	Prak.g_00279
OG0000328	Pran.g_01930	Prak.g_00280
OG0000329	Pran.g_01929	Prak.g_00281
OG0000330	Pran.g_01928	Prak.g_00282
OG0000331	Pran.g_01927	Prak.g_00284
OG0000332	Pran.g_01926	Prak.g_00285
OG0000333	Pran.g_01925	Prak.g_00286
OG0000334	Pran.g_01924	Prak.g_00287
OG0000335	Pran.g_01923	Prak.g_00288
OG0000336	Pran.g_01922	Prak.g_00290
OG0000337	Pran.g_01919	Prak.g_00293
OG0000338	Pran.g_01918	Prak.g_00294
OG0000339	Pran.g_01917	Prak.g_00295
OG0000340	Pran.g_01916	Prak.g_00296
OG0000341	Pran.g_01912	Prak.g_00300
OG0000342	Pran.g_01911	Prak.g_00301
OG0000343	Pran.g_01909	Prak.g_00304
OG0000344	Pran.g_01908	Prak.g_00305
OG0000345	Pran.g_01907	Prak.g_00306
OG0000346	Pran.g_01906	Prak.g_00307
OG0000347	Pran.g_01905	Prak.g_00308
OG0000348	Pran.g_01904	Prak.g_00310
OG0000349	Pran.g_01903	Prak.g_00311
OG0000350	Pran.g_01902	Prak.g_00312
OG0000351	Pran.g_01899	Prak.g_00314
OG0000352	Pran.g_01896	Prak.g_00317
OG0000353	Pran.g_01895	Prak.g_00318
OG0000354	Pran.g_01894	Prak.g_00319
OG0000355	Pran.g_01893	Prak.g_00320
OG0000356	Pran.g_01892	Prak.g_00321
OG0000357	Pran.g_01891	Prak.g_00322
OG0000358	Pran.g_01890	Prak.g_00323
OG0000359	Pran.g_01889	Prak.g_00324
OG0000360	Pran.g_01886	Prak.g_00326
OG0000361	Pran.g_01885	Prak.g_00327
OG0000362	Pran.g_01884	Prak.g_00328
OG0000363	Pran.g_01883	Prak.g_00329
OG0000364	Pran.g_01882	Prak.g_00330
OG0000365	Pran.g_01881	Prak.g_00331
OG0000366	Pran.g_01880	Prak.g_00332
OG0000367	Pran.g_01879	Prak.g_00333
OG0000368	Pran.g_01878	Prak.g_00334
OG0000369	Pran.g_01877	Prak.g_00335
OG0000370	Pran.g_01876	Prak.g_00336
OG0000371	Pran.g_01875	Prak.g_00337
OG0000372	Pran.g_01873	Prak.g_00338
OG0000373	Pran.g_01871	Prak.g_00340
OG0000374	Pran.g_01870	Prak.g_00341
OG0000375	Pran.g_01869	Prak.g_00342
OG0000376	Pran.g_01867	Prak.g_00343
OG0000377	Pran.g_01866	Prak.g_00349
OG0000378	Pran.g_01865	Prak.g_00350
OG0000379	Pran.g_01860	Prak.g_00356
OG0000380	Pran.g_01859	Prak.g_00358
OG0000381	Pran.g_01858	Prak.g_00359
OG0000382	Pran.g_01857	Prak.g_00360
OG0000383	Pran.g_01854	Prak.g_00363
OG0000384	Pran.g_01853	Prak.g_00364
OG0000385	Pran.g_01850	Prak.g_00367
OG0000386	Pran.g_01849	Prak.g_00368
OG0000387	Pran.g_01848	Prak.g_00369
OG0000388	Pran.g_01847	Prak.g_00370
OG0000389	Pran.g_01846	Prak.g_00371
OG0000390	Pran.g_01845	Prak.g_00372
OG0000391	Pran.g_01844	Prak.g_00373
OG0000392	Pran.g_01843	Prak.g_00374
OG0000393	Pran.g_01840	Prak.g_00378
OG0000394	Pran.g_01839	Prak.g_00379
OG0000395	Pran.g_01837	Prak.g_00382
OG0000396	Pran.g_01835	Prak.g_00900
OG0000397	Pran.g_01823	Prak.g_01216
OG0000398	Pran.g_01816	Prak.g_01597
OG0000399	Pran.g_01815	Prak.g_01211
OG0000400	Pran.g_01808	Prak.g_01709
OG0000401	Pran.g_01749	Prak.g_00393
OG0000402	Pran.g_01748	Prak.g_00394
OG0000403	Pran.g_01747	Prak.g_00395
OG0000404	Pran.g_01745	Prak.g_00397
OG0000405	Pran.g_01744	Prak.g_00398
OG0000406	Pran.g_01742	Prak.g_00400
OG0000407	Pran.g_01741	Prak.g_00401
OG0000408	Pran.g_01740	Prak.g_00402
OG0000409	Pran.g_01739	Prak.g_00403
OG0000410	Pran.g_01738	Prak.g_00404
OG0000411	Pran.g_01737	Prak.g_00405
OG0000412	Pran.g_01736	Prak.g_00406
OG0000413	Pran.g_01735	Prak.g_00407
OG0000414	Pran.g_01734	Prak.g_00408
OG0000415	Pran.g_01733	Prak.g_00409
OG0000416	Pran.g_01729	Prak.g_00410
OG0000417	Pran.g_01728	Prak.g_00411
OG0000418	Pran.g_01727	Prak.g_00412
OG0000419	Pran.g_01726	Prak.g_00413
OG0000420	Pran.g_01725	Prak.g_00414
OG0000421	Pran.g_01724	Prak.g_00418
OG0000422	Pran.g_01723	Prak.g_00420
OG0000423	Pran.g_01722	Prak.g_00421
OG0000424	Pran.g_01720	Prak.g_00422
OG0000425	Pran.g_01717	Prak.g_00426
OG0000426	Pran.g_01716	Prak.g_00427
OG0000427	Pran.g_01715	Prak.g_00428
OG0000428	Pran.g_01714	Prak.g_00430
OG0000429	Pran.g_01713	Prak.g_00431
OG0000430	Pran.g_01707	Prak.g_00432
OG0000431	Pran.g_01705	Prak.g_00434
OG0000432	Pran.g_01704	Prak.g_00435
OG0000433	Pran.g_01701	Prak.g_00438
OG0000434	Pran.g_01700	Prak.g_00439
OG0000435	Pran.g_01699	Prak.g_00440
OG0000436	Pran.g_01697	Prak.g_00442
OG0000437	Pran.g_01695	Prak.g_00444
OG0000438	Pran.g_01694	Prak.g_00445
OG0000439	Pran.g_01693	Prak.g_00446
OG0000440	Pran.g_01691	Prak.g_00448
OG0000441	Pran.g_01690	Prak.g_00449
OG0000442	Pran.g_01689	Prak.g_00450
OG0000443	Pran.g_01688	Prak.g_00451
OG0000444	Pran.g_01687	Prak.g_00452
OG0000445	Pran.g_01686	Prak.g_00453
OG0000446	Pran.g_01685	Prak.g_00454
OG0000447	Pran.g_01684	Prak.g_00455
OG0000448	Pran.g_01683	Prak.g_00456
OG0000449	Pran.g_01678	Prak.g_00462
OG0000450	Pran.g_01677	Prak.g_00463
OG0000451	Pran.g_01676	Prak.g_00464
OG0000452	Pran.g_01675	Prak.g_00465
OG0000453	Pran.g_01673	Prak.g_00466
OG0000454	Pran.g_01672	Prak.g_00467
OG0000455	Pran.g_01671	Prak.g_00468
OG0000456	Pran.g_01670	Prak.g_00469
OG0000457	Pran.g_01668	Prak.g_00471
OG0000458	Pran.g_01666	Prak.g_00473
OG0000459	Pran.g_01665	Prak.g_00474
OG0000460	Pran.g_01663	Prak.g_00476
OG0000461	Pran.g_01662	Prak.g_00477
OG0000462	Pran.g_01661	Prak.g_00478
OG0000463	Pran.g_01660	Prak.g_00479
OG0000464	Pran.g_01655	Prak.g_00483
OG0000465	Pran.g_01653	Prak.g_00484
OG0000466	Pran.g_01652	Prak.g_00485
OG0000467	Pran.g_01651	Prak.g_00486
OG0000468	Pran.g_01650	Prak.g_00487
OG0000469	Pran.g_01649	Prak.g_00488
OG0000470	Pran.g_01648	Prak.g_00489
OG0000471	Pran.g_01647	Prak.g_00490
OG0000472	Pran.g_01644	Prak.g_00493
OG0000473	Pran.g_01643	Prak.g_00494
OG0000474	Pran.g_01642	Prak.g_00495
OG0000475	Pran.g_01641	Prak.g_00496
OG0000476	Pran.g_01640	Prak.g_00497
OG0000477	Pran.g_01638	Prak.g_00499
OG0000478	Pran.g_01637	Prak.g_00500
OG0000479	Pran.g_01636	Prak.g_00501
OG0000480	Pran.g_01634	Prak.g_00503
OG0000481	Pran.g_01633	Prak.g_00504
OG0000482	Pran.g_01632	Prak.g_00506
OG0000483	Pran.g_01631	Prak.g_00507
OG0000484	Pran.g_01630	Prak.g_00508
OG0000485	Pran.g_01629	Prak.g_00509
OG0000486	Pran.g_01628	Prak.g_00510
OG0000487	Pran.g_01627	Prak.g_00511
OG0000488	Pran.g_01625	Prak.g_00513
OG0000489	Pran.g_01624	Prak.g_00514
OG0000490	Pran.g_01623	Prak.g_00515
OG0000491	Pran.g_01622	Prak.g_00516
OG0000492	Pran.g_01621	Prak.g_00517
OG0000493	Pran.g_01620	Prak.g_00518
OG0000494	Pran.g_01618	Prak.g_00519
OG0000495	Pran.g_01617	Prak.g_00520
OG0000496	Pran.g_01616	Prak.g_00522
OG0000497	Pran.g_01614	Prak.g_00524
OG0000498	Pran.g_01613	Prak.g_00525
OG0000499	Pran.g_01611	Prak.g_00527
OG0000500	Pran.g_01610	Prak.g_00528
OG0000501	Pran.g_01608	Prak.g_00530
OG0000502	Pran.g_01607	Prak.g_00531
OG0000503	Pran.g_01606	Prak.g_00532
OG0000504	Pran.g_01605	Prak.g_00533
OG0000505	Pran.g_01604	Prak.g_00534
OG0000506	Pran.g_01603	Prak.g_00535
OG0000507	Pran.g_01602	Prak.g_00536
OG0000508	Pran.g_01600	Prak.g_00538
OG0000509	Pran.g_01599	Prak.g_00539
OG0000510	Pran.g_01598	Prak.g_00540
OG0000511	Pran.g_01597	Prak.g_00541
OG0000512	Pran.g_01596	Prak.g_00542
OG0000513	Pran.g_01595	Prak.g_00543
OG0000514	Pran.g_01594	Prak.g_00544
OG0000515	Pran.g_01592	Prak.g_00547
OG0000516	Pran.g_01591	Prak.g_00548
OG0000517	Pran.g_01590	Prak.g_00549
OG0000518	Pran.g_01587	Prak.g_00552
OG0000519	Pran.g_01586	Prak.g_00553
OG0000520	Pran.g_01585	Prak.g_00554
OG0000521	Pran.g_01584	Prak.g_00555
OG0000522	Pran.g_01583	Prak.g_00556
OG0000523	Pran.g_01582	Prak.g_00557
OG0000524	Pran.g_01581	Prak.g_00558
OG0000525	Pran.g_01579	Prak.g_00560
OG0000526	Pran.g_01578	Prak.g_00561
OG0000527	Pran.g_01577	Prak.g_00562
OG0000528	Pran.g_01576	Prak.g_00563
OG0000529	Pran.g_01575	Prak.g_00564
OG0000530	Pran.g_01574	Prak.g_00565
OG0000531	Pran.g_01573	Prak.g_00567
OG0000532	Pran.g_01572	Prak.g_00568
OG0000533	Pran.g_01571	Prak.g_00569
OG0000534	Pran.g_01570	Prak.g_00570
OG0000535	Pran.g_01569	Prak.g_00571
OG0000536	Pran.g_01568	Prak.g_00572
OG0000537	Pran.g_01567	Prak.g_00573
OG0000538	Pran.g_01566	Prak.g_00574
OG0000539	Pran.g_01565	Prak.g_00575
OG0000540	Pran.g_01564	Prak.g_00576
OG0000541	Pran.g_01563	Prak.g_00577
OG0000542	Pran.g_01562	Prak.g_00578
OG0000543	Pran.g_01561	Prak.g_00579
OG0000544	Pran.g_01560	Prak.g_00580
OG0000545	Pran.g_01557	Prak.g_00582
OG0000546	Pran.g_01556	Prak.g_00583
OG0000547	Pran.g_01554	Prak.g_00585
OG0000548	Pran.g_01553	Prak.g_00587
OG0000549	Pran.g_01552	Prak.g_00588
OG0000550	Pran.g_01551	Prak.g_00589
OG0000551	Pran.g_01550	Prak.g_00591
OG0000552	Pran.g_01549	Prak.g_00592
OG0000553	Pran.g_01548	Prak.g_01113
OG0000554	Pran.g_01547	Prak.g_01112
OG0000555	Pran.g_01546	Prak.g_01111
OG0000556	Pran.g_01545	Prak.g_01110
OG0000557	Pran.g_01544	Prak.g_01109
OG0000558	Pran.g_01543	Prak.g_01108
OG0000559	Pran.g_01542	Prak.g_01107
OG0000560	Pran.g_01540	Prak.g_01105
OG0000561	Pran.g_01539	Prak.g_01104
OG0000562	Pran.g_01538	Prak.g_01102
OG0000563	Pran.g_01537	Prak.g_01101
OG0000564	Pran.g_01536	Prak.g_01100
OG0000565	Pran.g_01535	Prak.g_01099
OG0000566	Pran.g_01534	Prak.g_01098
OG0000567	Pran.g_01533	Prak.g_01097
OG0000568	Pran.g_01532	Prak.g_01096
OG0000569	Pran.g_01531	Prak.g_01095
OG0000570	Pran.g_01530	Prak.g_01094
OG0000571	Pran.g_01529	Prak.g_01093
OG0000572	Pran.g_01528	Prak.g_01092
OG0000573	Pran.g_01525	Prak.g_01089
OG0000574	Pran.g_01524	Prak.g_01088
OG0000575	Pran.g_01523	Prak.g_01087
OG0000576	Pran.g_01522	Prak.g_01086
OG0000577	Pran.g_01521	Prak.g_01085
OG0000578	Pran.g_01520	Prak.g_01084
OG0000579	Pran.g_01519	Prak.g_01083
OG0000580	Pran.g_01518	Prak.g_01082
OG0000581	Pran.g_01517	Prak.g_01081
OG0000582	Pran.g_01516	Prak.g_01080
OG0000583	Pran.g_01515	Prak.g_01079
OG0000584	Pran.g_01514	Prak.g_01077
OG0000585	Pran.g_01513	Prak.g_01076
OG0000586	Pran.g_01511	Prak.g_01074
OG0000587	Pran.g_01510	Prak.g_01073
OG0000588	Pran.g_01508	Prak.g_00797
OG0000589	Pran.g_01507	Prak.g_00798
OG0000590	Pran.g_01505	Prak.g_00800
