Orthogroup	Pran	Prbj
OG0000076	Pran.g_00568, Pran.g_00903	Prbj.g_01838
OG0000078	Pran.g_00806	Prbj.g_01464
OG0000079	Pran.g_00655	Prbj.g_00881
OG0000080	Pran.g_00575, Pran.g_00912	Prbj.g_01678
OG0000081	Pran.g_01135	Prbj.g_01500
OG0000083	Pran.g_01260	Prbj.g_02076
OG0000084	Pran.g_01263	Prbj.g_02079
OG0000085	Pran.g_00401	Prbj.g_01195
OG0000087	Pran.g_00376	Prbj.g_01921
OG0000088	Pran.g_00320	Prbj.g_01551
OG0000089	Pran.g_00312	Prbj.g_01566
OG0000090	Pran.g_00295	Prbj.g_01547
OG0000091	Pran.g_00263	Prbj.g_00518
OG0000092	Pran.g_00262	Prbj.g_00517
OG0000093	Pran.g_00248	Prbj.g_01138
OG0000094	Pran.g_00230	Prbj.g_01167
OG0000095	Pran.g_00225	Prbj.g_00288
OG0000096	Pran.g_01941	Prbj.g_01352
OG0000097	Pran.g_01920	Prbj.g_01397
OG0000098	Pran.g_01910	Prbj.g_01410
OG0000099	Pran.g_01900	Prbj.g_01422
OG0000100	Pran.g_01897	Prbj.g_01426
OG0000101	Pran.g_01838	Prbj.g_00067
OG0000102	Pran.g_01812	Prbj.g_02004
OG0000103	Pran.g_01702	Prbj.g_00127
OG0000104	Pran.g_01698	Prbj.g_01630
OG0000105	Pran.g_01679	Prbj.g_01608
OG0000107	Pran.g_01645	Prbj.g_02127
OG0000108	Pran.g_01635	Prbj.g_02668
OG0000109	Pran.g_01626	Prbj.g_01866
OG0000110	Pran.g_01609	Prbj.g_01885
OG0000111	Pran.g_01527	Prbj.g_00792
OG0000112	Pran.g_01526	Prbj.g_00793
OG0000113	Pran.g_01438	Prbj.g_02314
OG0000114	Pran.g_01345	Prbj.g_02410
OG0000115	Pran.g_00487	Prbj.g_02268
OG0000116	Pran.g_00491	Prbj.g_02260
OG0000117	Pran.g_00565	Prbj.g_01841
OG0000118	Pran.g_00135	Prbj.g_02066
OG0000119	Pran.g_00090	Prbj.g_01992
OG0000120	Pran.g_00054	Prbj.g_00843
OG0000121	Pran.g_00035	Prbj.g_00003
OG0000122	Pran.g_00016	Prbj.g_02156
OG0000123	Pran.g_00003	Prbj.g_00020
OG0000124	Pran.g_00918	Prbj.g_01848
OG0000125	Pran.g_00864	Prbj.g_01742
OG0000126	Pran.g_00841	Prbj.g_01639
OG0000127	Pran.g_00746	Prbj.g_01040
OG0000128	Pran.g_00732	Prbj.g_01057
OG0000129	Pran.g_00696	Prbj.g_00656
OG0000130	Pran.g_00968	Prbj.g_00863
OG0000131	Pran.g_01006	Prbj.g_00461
OG0000132	Pran.g_01009	Prbj.g_00458
OG0000133	Pran.g_01063	Prbj.g_01024
OG0000134	Pran.g_01100	Prbj.g_00987
OG0000135	Pran.g_01102	Prbj.g_00985
OG0000136	Pran.g_01145	Prbj.g_01516
OG0000137	Pran.g_01177	Prbj.g_01280
OG0000138	Pran.g_01212	Prbj.g_01963
OG0000139	Pran.g_01239	Prbj.g_02047
OG0000140	Pran.g_01258	Prbj.g_02074
OG0000141	Pran.g_01259	Prbj.g_02075
OG0000142	Pran.g_01261	Prbj.g_02077
OG0000143	Pran.g_01262	Prbj.g_02078
OG0000144	Pran.g_01264	Prbj.g_02080
OG0000145	Pran.g_01265	Prbj.g_02082
OG0000146	Pran.g_01266	Prbj.g_02083
OG0000147	Pran.g_01267	Prbj.g_02084
OG0000148	Pran.g_01269	Prbj.g_02086
OG0000149	Pran.g_00410	Prbj.g_01182
OG0000150	Pran.g_00409	Prbj.g_01183
OG0000151	Pran.g_00408	Prbj.g_01188
OG0000152	Pran.g_00407	Prbj.g_01189
OG0000153	Pran.g_00406	Prbj.g_01190
OG0000154	Pran.g_00405	Prbj.g_01191
OG0000155	Pran.g_00404	Prbj.g_01192
OG0000156	Pran.g_00403	Prbj.g_01193
OG0000157	Pran.g_00402	Prbj.g_01194
OG0000158	Pran.g_00400	Prbj.g_01196
OG0000159	Pran.g_00399	Prbj.g_01197
OG0000160	Pran.g_00398	Prbj.g_01198
OG0000161	Pran.g_00397	Prbj.g_01199
OG0000162	Pran.g_00396	Prbj.g_01200
OG0000163	Pran.g_00395	Prbj.g_01202
OG0000164	Pran.g_00392	Prbj.g_01207
OG0000165	Pran.g_00389	Prbj.g_01212
OG0000166	Pran.g_00388	Prbj.g_01213
OG0000167	Pran.g_00387	Prbj.g_01214
OG0000168	Pran.g_00385	Prbj.g_01215
OG0000169	Pran.g_00383	Prbj.g_01217
OG0000170	Pran.g_00382	Prbj.g_01953
OG0000171	Pran.g_00381	Prbj.g_01951
OG0000172	Pran.g_00380	Prbj.g_01950
OG0000173	Pran.g_00379	Prbj.g_01943
OG0000174	Pran.g_00378	Prbj.g_01936
OG0000175	Pran.g_00377	Prbj.g_01928
OG0000176	Pran.g_00375	Prbj.g_01920
OG0000177	Pran.g_00374	Prbj.g_01919
OG0000178	Pran.g_00373	Prbj.g_01918
OG0000179	Pran.g_00368	Prbj.g_00558
OG0000180	Pran.g_00367	Prbj.g_00560
OG0000181	Pran.g_00366	Prbj.g_00561
OG0000182	Pran.g_00363	Prbj.g_00564
OG0000183	Pran.g_00362	Prbj.g_00565
OG0000184	Pran.g_00359	Prbj.g_00569
OG0000185	Pran.g_00355	Prbj.g_00575
OG0000186	Pran.g_00354	Prbj.g_00576
OG0000187	Pran.g_00353	Prbj.g_00047
OG0000188	Pran.g_00352	Prbj.g_00577
OG0000189	Pran.g_00351	Prbj.g_00580
OG0000190	Pran.g_00350	Prbj.g_00581
OG0000191	Pran.g_00349	Prbj.g_00582
OG0000192	Pran.g_00348	Prbj.g_00583
OG0000193	Pran.g_00347	Prbj.g_00584
OG0000194	Pran.g_00346	Prbj.g_00585
OG0000195	Pran.g_00344	Prbj.g_00589
OG0000196	Pran.g_00343	Prbj.g_00590
OG0000197	Pran.g_00342	Prbj.g_00596
OG0000198	Pran.g_00341	Prbj.g_00600
OG0000199	Pran.g_00339	Prbj.g_00605
OG0000200	Pran.g_00338	Prbj.g_00606
OG0000201	Pran.g_00337	Prbj.g_00607
OG0000202	Pran.g_00336	Prbj.g_00609
OG0000203	Pran.g_00335	Prbj.g_00610
OG0000204	Pran.g_00334	Prbj.g_00611
OG0000205	Pran.g_00333	Prbj.g_00613
OG0000206	Pran.g_00332	Prbj.g_00614
OG0000207	Pran.g_00331	Prbj.g_00615
OG0000208	Pran.g_00330	Prbj.g_00616
OG0000209	Pran.g_00329	Prbj.g_00617
OG0000210	Pran.g_00327	Prbj.g_00619
OG0000211	Pran.g_00326	Prbj.g_00620
OG0000212	Pran.g_00325	Prbj.g_00621
OG0000213	Pran.g_00324	Prbj.g_00624
OG0000214	Pran.g_00322	Prbj.g_00630
OG0000215	Pran.g_00321	Prbj.g_01550
OG0000216	Pran.g_00319	Prbj.g_01552
OG0000217	Pran.g_00318	Prbj.g_01554
OG0000218	Pran.g_00317	Prbj.g_01556
OG0000219	Pran.g_00316	Prbj.g_01557
OG0000220	Pran.g_00313	Prbj.g_01562
OG0000221	Pran.g_00311	Prbj.g_01567
OG0000222	Pran.g_00310	Prbj.g_01568
OG0000223	Pran.g_00309	Prbj.g_01569
OG0000224	Pran.g_00307	Prbj.g_01530
OG0000225	Pran.g_00305	Prbj.g_01532
OG0000226	Pran.g_00304	Prbj.g_01535
OG0000227	Pran.g_00303	Prbj.g_01537
OG0000228	Pran.g_00302	Prbj.g_01538
OG0000229	Pran.g_00301	Prbj.g_01539
OG0000230	Pran.g_00300	Prbj.g_01540
OG0000231	Pran.g_00298	Prbj.g_01542
OG0000232	Pran.g_00297	Prbj.g_01543
OG0000233	Pran.g_00294	Prbj.g_01548
OG0000234	Pran.g_00292	Prbj.g_00545
OG0000235	Pran.g_00288	Prbj.g_00543
OG0000236	Pran.g_00287	Prbj.g_00542
OG0000237	Pran.g_00286	Prbj.g_00541
OG0000238	Pran.g_00285	Prbj.g_00540
OG0000239	Pran.g_00283	Prbj.g_00539
OG0000240	Pran.g_00281	Prbj.g_00537
OG0000241	Pran.g_00280	Prbj.g_00536
OG0000242	Pran.g_00279	Prbj.g_00535
OG0000243	Pran.g_00278	Prbj.g_00534
OG0000244	Pran.g_00277	Prbj.g_00533
OG0000245	Pran.g_00276	Prbj.g_00531
OG0000246	Pran.g_00274	Prbj.g_00529
OG0000247	Pran.g_00273	Prbj.g_00528
OG0000248	Pran.g_00272	Prbj.g_00527
OG0000249	Pran.g_00271	Prbj.g_00526
OG0000250	Pran.g_00270	Prbj.g_00525
OG0000251	Pran.g_00269	Prbj.g_00524
OG0000252	Pran.g_00268	Prbj.g_00523
OG0000253	Pran.g_00267	Prbj.g_00522
OG0000254	Pran.g_00265	Prbj.g_00520
OG0000255	Pran.g_00264	Prbj.g_00519
OG0000256	Pran.g_00261	Prbj.g_00516
OG0000257	Pran.g_00259	Prbj.g_00515
OG0000258	Pran.g_00258	Prbj.g_00514
OG0000259	Pran.g_00257	Prbj.g_00513
OG0000260	Pran.g_00256	Prbj.g_00512
OG0000261	Pran.g_00255	Prbj.g_00511
OG0000262	Pran.g_00254	Prbj.g_00510
OG0000263	Pran.g_00253	Prbj.g_00509
OG0000264	Pran.g_00251	Prbj.g_02369
OG0000265	Pran.g_00250	Prbj.g_01135
OG0000266	Pran.g_00249	Prbj.g_01137
OG0000267	Pran.g_00247	Prbj.g_01141
OG0000268	Pran.g_00246	Prbj.g_01143
OG0000269	Pran.g_00245	Prbj.g_01146
OG0000270	Pran.g_00244	Prbj.g_01148
OG0000271	Pran.g_00243	Prbj.g_01151
OG0000272	Pran.g_00242	Prbj.g_01152
OG0000273	Pran.g_00241	Prbj.g_01155
OG0000274	Pran.g_00240	Prbj.g_01157
OG0000275	Pran.g_00239	Prbj.g_01158
OG0000276	Pran.g_00238	Prbj.g_01159
OG0000277	Pran.g_00237	Prbj.g_01160
OG0000278	Pran.g_00236	Prbj.g_01161
OG0000279	Pran.g_00235	Prbj.g_01162
OG0000280	Pran.g_00234	Prbj.g_01163
OG0000281	Pran.g_00232	Prbj.g_01165
OG0000282	Pran.g_00231	Prbj.g_01166
OG0000283	Pran.g_00228	Prbj.g_01173
OG0000284	Pran.g_00227	Prbj.g_01174
OG0000285	Pran.g_00226	Prbj.g_00289
OG0000286	Pran.g_00224	Prbj.g_00287
OG0000287	Pran.g_00223	Prbj.g_00234
OG0000288	Pran.g_00222	Prbj.g_00235
OG0000289	Pran.g_00221	Prbj.g_00237
OG0000290	Pran.g_00220	Prbj.g_00238
OG0000291	Pran.g_00219	Prbj.g_00240
OG0000292	Pran.g_00218	Prbj.g_00250
OG0000293	Pran.g_00217	Prbj.g_00251
OG0000294	Pran.g_00216	Prbj.g_00252
OG0000295	Pran.g_00215	Prbj.g_00258
OG0000296	Pran.g_00214	Prbj.g_00259
OG0000297	Pran.g_00213	Prbj.g_00262
OG0000298	Pran.g_00212	Prbj.g_00263
OG0000299	Pran.g_00211	Prbj.g_00264
OG0000300	Pran.g_00210	Prbj.g_00265
OG0000301	Pran.g_00209	Prbj.g_00266
OG0000302	Pran.g_00208	Prbj.g_00267
OG0000303	Pran.g_00207	Prbj.g_00268
OG0000304	Pran.g_00206	Prbj.g_00270
OG0000305	Pran.g_00205	Prbj.g_00271
OG0000306	Pran.g_00204	Prbj.g_00272
OG0000307	Pran.g_00203	Prbj.g_00181
OG0000308	Pran.g_00202	Prbj.g_01775
OG0000309	Pran.g_00201	Prbj.g_01776
OG0000310	Pran.g_00200	Prbj.g_01777
OG0000311	Pran.g_00199	Prbj.g_00177
OG0000312	Pran.g_00197	Prbj.g_00176
OG0000313	Pran.g_00196	Prbj.g_02608
OG0000314	Pran.g_00194	Prbj.g_02614
OG0000315	Pran.g_00193	Prbj.g_02615
OG0000316	Pran.g_01950	Prbj.g_02661
OG0000317	Pran.g_01948	Prbj.g_01341
OG0000318	Pran.g_01947	Prbj.g_01342
OG0000319	Pran.g_01946	Prbj.g_01343
OG0000320	Pran.g_01945	Prbj.g_01345
OG0000321	Pran.g_01942	Prbj.g_01350
OG0000322	Pran.g_01939	Prbj.g_01359
OG0000323	Pran.g_01938	Prbj.g_01360
OG0000324	Pran.g_01935	Prbj.g_01362
OG0000325	Pran.g_01934	Prbj.g_01364
OG0000326	Pran.g_01933	Prbj.g_01366
OG0000327	Pran.g_01931	Prbj.g_01372
OG0000328	Pran.g_01930	Prbj.g_00180
OG0000329	Pran.g_01929	Prbj.g_01385
OG0000330	Pran.g_01928	Prbj.g_01386
OG0000331	Pran.g_01927	Prbj.g_01388
OG0000332	Pran.g_01926	Prbj.g_01389
OG0000333	Pran.g_01925	Prbj.g_01390
OG0000334	Pran.g_01924	Prbj.g_01391
OG0000335	Pran.g_01923	Prbj.g_01392
OG0000336	Pran.g_01922	Prbj.g_01394
OG0000337	Pran.g_01919	Prbj.g_01399
OG0000338	Pran.g_01918	Prbj.g_01400
OG0000339	Pran.g_01917	Prbj.g_01401
OG0000340	Pran.g_01916	Prbj.g_01403
OG0000341	Pran.g_01912	Prbj.g_01408
OG0000342	Pran.g_01911	Prbj.g_01409
OG0000343	Pran.g_01909	Prbj.g_01411
OG0000344	Pran.g_01908	Prbj.g_01413
OG0000345	Pran.g_01907	Prbj.g_01414
OG0000346	Pran.g_01906	Prbj.g_01415
OG0000347	Pran.g_01905	Prbj.g_01416
OG0000348	Pran.g_01904	Prbj.g_01417
OG0000349	Pran.g_01903	Prbj.g_01418
OG0000350	Pran.g_01902	Prbj.g_01419
OG0000351	Pran.g_01899	Prbj.g_01423
OG0000352	Pran.g_01896	Prbj.g_01427
OG0000353	Pran.g_01895	Prbj.g_01430
OG0000354	Pran.g_01894	Prbj.g_01431
OG0000355	Pran.g_01893	Prbj.g_01432
OG0000356	Pran.g_01892	Prbj.g_01437
OG0000357	Pran.g_01891	Prbj.g_01438
OG0000358	Pran.g_01890	Prbj.g_01439
OG0000359	Pran.g_01889	Prbj.g_01441
OG0000360	Pran.g_01886	Prbj.g_01444
OG0000361	Pran.g_01885	Prbj.g_01445
OG0000362	Pran.g_01884	Prbj.g_01446
OG0000363	Pran.g_01883	Prbj.g_01448
OG0000364	Pran.g_01882	Prbj.g_01449
OG0000365	Pran.g_01881	Prbj.g_01450
OG0000366	Pran.g_01880	Prbj.g_01451
OG0000367	Pran.g_01879	Prbj.g_01452
OG0000368	Pran.g_01878	Prbj.g_01453
OG0000369	Pran.g_01877	Prbj.g_01454
OG0000370	Pran.g_01876	Prbj.g_01455
OG0000371	Pran.g_01875	Prbj.g_01456
OG0000372	Pran.g_01873	Prbj.g_01459
OG0000373	Pran.g_01871	Prbj.g_01469
OG0000374	Pran.g_01870	Prbj.g_01471
OG0000375	Pran.g_01869	Prbj.g_01480
OG0000376	Pran.g_01867	Prbj.g_00359
OG0000377	Pran.g_01866	Prbj.g_00352
OG0000378	Pran.g_01865	Prbj.g_00351
OG0000379	Pran.g_01860	Prbj.g_00341
OG0000380	Pran.g_01859	Prbj.g_00339
OG0000381	Pran.g_01858	Prbj.g_00338
OG0000382	Pran.g_01857	Prbj.g_00336
OG0000383	Pran.g_01854	Prbj.g_00331
OG0000384	Pran.g_01853	Prbj.g_00330
OG0000385	Pran.g_01850	Prbj.g_00324
OG0000386	Pran.g_01849	Prbj.g_00323
OG0000387	Pran.g_01848	Prbj.g_00322
OG0000388	Pran.g_01847	Prbj.g_00321
OG0000389	Pran.g_01846	Prbj.g_00320
OG0000390	Pran.g_01845	Prbj.g_00319
OG0000391	Pran.g_01844	Prbj.g_00318
OG0000392	Pran.g_01843	Prbj.g_00317
OG0000393	Pran.g_01840	Prbj.g_00063
OG0000394	Pran.g_01839	Prbj.g_00064
OG0000395	Pran.g_01837	Prbj.g_00068
OG0000396	Pran.g_01835	Prbj.g_02500
OG0000397	Pran.g_01823	Prbj.g_00563
OG0000398	Pran.g_01816	Prbj.g_00874
OG0000399	Pran.g_01815	Prbj.g_00689
OG0000400	Pran.g_01808	Prbj.g_02659
OG0000401	Pran.g_01749	Prbj.g_00076
OG0000402	Pran.g_01748	Prbj.g_00077
OG0000403	Pran.g_01747	Prbj.g_00089
OG0000404	Pran.g_01745	Prbj.g_00099
OG0000405	Pran.g_01744	Prbj.g_00100
OG0000406	Pran.g_01742	Prbj.g_00102
OG0000407	Pran.g_01741	Prbj.g_00103
OG0000408	Pran.g_01740	Prbj.g_00104
OG0000409	Pran.g_01739	Prbj.g_00105
OG0000410	Pran.g_01738	Prbj.g_00107
OG0000411	Pran.g_01737	Prbj.g_00108
OG0000412	Pran.g_01736	Prbj.g_00109
OG0000413	Pran.g_01735	Prbj.g_00110
OG0000414	Pran.g_01734	Prbj.g_00111
OG0000415	Pran.g_01733	Prbj.g_00112
OG0000416	Pran.g_01729	Prbj.g_00113
OG0000417	Pran.g_01728	Prbj.g_00117
OG0000418	Pran.g_01727	Prbj.g_00118
OG0000419	Pran.g_01726	Prbj.g_00119
OG0000420	Pran.g_01725	Prbj.g_00120
OG0000421	Pran.g_01724	Prbj.g_01894
OG0000422	Pran.g_01723	Prbj.g_01892
OG0000423	Pran.g_01722	Prbj.g_01891
OG0000424	Pran.g_01720	Prbj.g_01888
OG0000425	Pran.g_01717	Prbj.g_00152
OG0000426	Pran.g_01716	Prbj.g_00151
OG0000427	Pran.g_01715	Prbj.g_00148
OG0000428	Pran.g_01714	Prbj.g_00136
OG0000429	Pran.g_01713	Prbj.g_00134
OG0000430	Pran.g_01707	Prbj.g_00132
OG0000431	Pran.g_01705	Prbj.g_00130
OG0000432	Pran.g_01704	Prbj.g_00129
OG0000433	Pran.g_01701	Prbj.g_01638
OG0000434	Pran.g_01700	Prbj.g_01635
OG0000435	Pran.g_01699	Prbj.g_01631
OG0000436	Pran.g_01697	Prbj.g_01629
OG0000437	Pran.g_01695	Prbj.g_01627
OG0000438	Pran.g_01694	Prbj.g_01626
OG0000439	Pran.g_01693	Prbj.g_01625
OG0000440	Pran.g_01691	Prbj.g_01622
OG0000441	Pran.g_01690	Prbj.g_01620
OG0000442	Pran.g_01689	Prbj.g_01619
OG0000443	Pran.g_01688	Prbj.g_01618
OG0000444	Pran.g_01687	Prbj.g_01617
OG0000445	Pran.g_01686	Prbj.g_01616
OG0000446	Pran.g_01685	Prbj.g_01615
OG0000447	Pran.g_01684	Prbj.g_01614
OG0000448	Pran.g_01683	Prbj.g_01613
OG0000449	Pran.g_01678	Prbj.g_01605
OG0000450	Pran.g_01677	Prbj.g_02088
OG0000451	Pran.g_01676	Prbj.g_02089
OG0000452	Pran.g_01675	Prbj.g_02090
OG0000453	Pran.g_01673	Prbj.g_02093
OG0000454	Pran.g_01672	Prbj.g_02094
OG0000455	Pran.g_01671	Prbj.g_02095
OG0000456	Pran.g_01670	Prbj.g_02096
OG0000457	Pran.g_01668	Prbj.g_02097
OG0000458	Pran.g_01666	Prbj.g_02098
OG0000459	Pran.g_01665	Prbj.g_02099
OG0000460	Pran.g_01663	Prbj.g_02101
OG0000461	Pran.g_01662	Prbj.g_02102
OG0000462	Pran.g_01661	Prbj.g_02103
OG0000463	Pran.g_01660	Prbj.g_02108
OG0000464	Pran.g_01655	Prbj.g_02113
OG0000465	Pran.g_01653	Prbj.g_02114
OG0000466	Pran.g_01652	Prbj.g_02115
OG0000467	Pran.g_01651	Prbj.g_02117
OG0000468	Pran.g_01650	Prbj.g_02118
OG0000469	Pran.g_01649	Prbj.g_02123
OG0000470	Pran.g_01648	Prbj.g_01116
OG0000471	Pran.g_01647	Prbj.g_00765
OG0000472	Pran.g_01644	Prbj.g_02128
OG0000473	Pran.g_01643	Prbj.g_02130
OG0000474	Pran.g_01642	Prbj.g_02132
OG0000475	Pran.g_01641	Prbj.g_02133
OG0000476	Pran.g_01640	Prbj.g_02139
OG0000477	Pran.g_01638	Prbj.g_02142
OG0000478	Pran.g_01637	Prbj.g_02144
OG0000479	Pran.g_01636	Prbj.g_02146
OG0000480	Pran.g_01634	Prbj.g_02666
OG0000481	Pran.g_01633	Prbj.g_01858
OG0000482	Pran.g_01632	Prbj.g_01859
OG0000483	Pran.g_01631	Prbj.g_01861
OG0000484	Pran.g_01630	Prbj.g_01862
OG0000485	Pran.g_01629	Prbj.g_01863
OG0000486	Pran.g_01628	Prbj.g_01864
OG0000487	Pran.g_01627	Prbj.g_01865
OG0000488	Pran.g_01625	Prbj.g_01867
OG0000489	Pran.g_01624	Prbj.g_01868
OG0000490	Pran.g_01623	Prbj.g_01869
OG0000491	Pran.g_01622	Prbj.g_01870
OG0000492	Pran.g_01621	Prbj.g_01871
OG0000493	Pran.g_01620	Prbj.g_01872
OG0000494	Pran.g_01618	Prbj.g_01874
OG0000495	Pran.g_01617	Prbj.g_01875
OG0000496	Pran.g_01616	Prbj.g_01877
OG0000497	Pran.g_01614	Prbj.g_01879
OG0000498	Pran.g_01613	Prbj.g_01880
OG0000499	Pran.g_01611	Prbj.g_01882
OG0000500	Pran.g_01610	Prbj.g_01883
OG0000501	Pran.g_01608	Prbj.g_01807
OG0000502	Pran.g_01607	Prbj.g_01806
OG0000503	Pran.g_01606	Prbj.g_01805
OG0000504	Pran.g_01605	Prbj.g_01803
OG0000505	Pran.g_01604	Prbj.g_01802
OG0000506	Pran.g_01603	Prbj.g_01801
OG0000507	Pran.g_01602	Prbj.g_01800
OG0000508	Pran.g_01600	Prbj.g_01796
OG0000509	Pran.g_01599	Prbj.g_01795
OG0000510	Pran.g_01598	Prbj.g_01794
OG0000511	Pran.g_01597	Prbj.g_01793
OG0000512	Pran.g_01596	Prbj.g_01792
OG0000513	Pran.g_01595	Prbj.g_01791
OG0000514	Pran.g_01594	Prbj.g_01790
OG0000515	Pran.g_01592	Prbj.g_01787
OG0000516	Pran.g_01591	Prbj.g_01786
OG0000517	Pran.g_01590	Prbj.g_01785
OG0000518	Pran.g_01587	Prbj.g_01781
OG0000519	Pran.g_01586	Prbj.g_01780
OG0000520	Pran.g_01585	Prbj.g_01779
OG0000521	Pran.g_01584	Prbj.g_01778
OG0000522	Pran.g_01583	Prbj.g_01772
OG0000523	Pran.g_01582	Prbj.g_01771
OG0000524	Pran.g_01581	Prbj.g_01770
OG0000525	Pran.g_01579	Prbj.g_01768
OG0000526	Pran.g_01578	Prbj.g_01767
OG0000527	Pran.g_01577	Prbj.g_01766
OG0000528	Pran.g_01576	Prbj.g_01765
OG0000529	Pran.g_01575	Prbj.g_01764
OG0000530	Pran.g_01574	Prbj.g_01763
OG0000531	Pran.g_01573	Prbj.g_01760
OG0000532	Pran.g_01572	Prbj.g_01758
OG0000533	Pran.g_01571	Prbj.g_01757
OG0000534	Pran.g_01570	Prbj.g_01756
OG0000535	Pran.g_01569	Prbj.g_01755
OG0000536	Pran.g_01568	Prbj.g_01754
OG0000537	Pran.g_01567	Prbj.g_01753
OG0000538	Pran.g_01566	Prbj.g_01752
OG0000539	Pran.g_01565	Prbj.g_01750
OG0000540	Pran.g_01564	Prbj.g_01748
OG0000541	Pran.g_01563	Prbj.g_02544
OG0000542	Pran.g_01562	Prbj.g_02545
OG0000543	Pran.g_01561	Prbj.g_02546
OG0000544	Pran.g_01560	Prbj.g_02547
OG0000545	Pran.g_01557	Prbj.g_02550
OG0000546	Pran.g_01556	Prbj.g_02551
OG0000547	Pran.g_01554	Prbj.g_02553
OG0000548	Pran.g_01553	Prbj.g_02558
OG0000549	Pran.g_01552	Prbj.g_02559
OG0000550	Pran.g_01551	Prbj.g_02560
OG0000551	Pran.g_01550	Prbj.g_02563
OG0000552	Pran.g_01549	Prbj.g_02565
OG0000553	Pran.g_01548	Prbj.g_02566
OG0000554	Pran.g_01547	Prbj.g_02568
OG0000555	Pran.g_01546	Prbj.g_02569
OG0000556	Pran.g_01545	Prbj.g_02570
OG0000557	Pran.g_01544	Prbj.g_02571
OG0000558	Pran.g_01543	Prbj.g_02573
OG0000559	Pran.g_01542	Prbj.g_02574
OG0000560	Pran.g_01540	Prbj.g_02576
OG0000561	Pran.g_01539	Prbj.g_02577
OG0000562	Pran.g_01538	Prbj.g_02579
OG0000563	Pran.g_01537	Prbj.g_02580
OG0000564	Pran.g_01536	Prbj.g_02581
OG0000565	Pran.g_01535	Prbj.g_02589
OG0000566	Pran.g_01534	Prbj.g_02590
OG0000567	Pran.g_01533	Prbj.g_02591
OG0000568	Pran.g_01532	Prbj.g_02592
OG0000569	Pran.g_01531	Prbj.g_02593
OG0000570	Pran.g_01530	Prbj.g_02596
OG0000571	Pran.g_01529	Prbj.g_02597
OG0000572	Pran.g_01528	Prbj.g_02598
OG0000573	Pran.g_01525	Prbj.g_00794
OG0000574	Pran.g_01524	Prbj.g_00803
OG0000575	Pran.g_01523	Prbj.g_00804
OG0000576	Pran.g_01522	Prbj.g_00805
OG0000577	Pran.g_01521	Prbj.g_00806
OG0000578	Pran.g_01520	Prbj.g_00807
