Orthogroup	Pran	Pray
OG0000050	Pran.g_00393, Pran.g_00930	Pray.g_01493
OG0000051	Pran.g_00275	Pray.g_00638
OG0000052	Pran.g_01824	Pray.g_00848
OG0000053	Pran.g_01639	Pray.g_01222
OG0000054	Pran.g_01408, Pran.g_01379	Pray.g_00299
OG0000055	Pran.g_01321	Pray.g_00370
OG0000056	Pran.g_00935, Pran.g_00108	Pray.g_00110
OG0000057	Pran.g_00195	Pray.g_00718
OG0000058	Pran.g_01703	Pray.g_00965
OG0000059	Pran.g_01480	Pray.g_01065
OG0000060	Pran.g_00905	Pray.g_00282
OG0000061	Pran.g_00507	Pray.g_00531
OG0000062	Pran.g_00093	Pray.g_00097
OG0000063	Pran.g_01466	Pray.g_01927
OG0000064	Pran.g_01463	Pray.g_01583
OG0000065	Pran.g_00938, Pran.g_00876	Pray.g_01870
OG0000066	Pran.g_00752	Pray.g_01808
OG0000067	Pran.g_01384	Pray.g_01930
OG0000068	Pran.g_01105	Pray.g_01306
OG0000071	Pran.g_01268	Pray.g_01473
OG0000072	Pran.g_01872	Pray.g_00800
OG0000073	Pran.g_01509	Pray.g_01094
OG0000074	Pran.g_01487	Pray.g_01072
OG0000075	Pran.g_01336	Pray.g_00355
OG0000076	Pran.g_00568, Pran.g_00903	Pray.g_00584
OG0000078	Pran.g_00806	Pray.g_01788
OG0000079	Pran.g_00655	Pray.g_01644
OG0000080	Pran.g_00575, Pran.g_00912	Pray.g_01595
OG0000081	Pran.g_01135	Pray.g_01337
OG0000082	Pran.g_01222	Pray.g_01427
OG0000083	Pran.g_01260	Pray.g_01464
OG0000084	Pran.g_01263	Pray.g_01468
OG0000085	Pran.g_00401	Pray.g_01485
OG0000086	Pran.g_00386	Pray.g_00907
OG0000087	Pran.g_00376	Pray.g_00234
OG0000088	Pran.g_00320	Pray.g_00176
OG0000089	Pran.g_00312	Pray.g_00168
OG0000090	Pran.g_00295	Pray.g_00150
OG0000091	Pran.g_00263	Pray.g_00650
OG0000092	Pran.g_00262	Pray.g_00651
OG0000093	Pran.g_00248	Pray.g_00665
OG0000094	Pran.g_00230	Pray.g_00683
OG0000095	Pran.g_00225	Pray.g_00688
OG0000096	Pran.g_01941	Pray.g_00732
OG0000097	Pran.g_01920	Pray.g_00753
OG0000098	Pran.g_01910	Pray.g_00763
OG0000099	Pran.g_01900	Pray.g_00772
OG0000100	Pran.g_01897	Pray.g_00775
OG0000101	Pran.g_01838	Pray.g_00835
OG0000102	Pran.g_01812	Pray.g_00861
OG0000103	Pran.g_01702	Pray.g_00966
OG0000104	Pran.g_01698	Pray.g_00970
OG0000105	Pran.g_01679	Pray.g_00990
OG0000106	Pran.g_01646	Pray.g_01023
OG0000107	Pran.g_01645	Pray.g_01024, Pray.g_01228
OG0000108	Pran.g_01635	Pray.g_01218
OG0000109	Pran.g_01626	Pray.g_01209
OG0000110	Pran.g_01609	Pray.g_01193
OG0000111	Pran.g_01527	Pray.g_01112
OG0000112	Pran.g_01526	Pray.g_01111
OG0000113	Pran.g_01438	Pray.g_00275
OG0000114	Pran.g_01345	Pray.g_00346
OG0000115	Pran.g_00487	Pray.g_00511
OG0000116	Pran.g_00491	Pray.g_00515
OG0000117	Pran.g_00565	Pray.g_00581
OG0000118	Pran.g_00135	Pray.g_00632
OG0000119	Pran.g_00090	Pray.g_00094
OG0000120	Pran.g_00054	Pray.g_00057
OG0000121	Pran.g_00035	Pray.g_00038
OG0000122	Pran.g_00016	Pray.g_00019
OG0000123	Pran.g_00003	Pray.g_00006
OG0000124	Pran.g_00918	Pray.g_00250
OG0000125	Pran.g_00864	Pray.g_01858
OG0000126	Pran.g_00841	Pray.g_01829
OG0000127	Pran.g_00746	Pray.g_01735
OG0000128	Pran.g_00732	Pray.g_01721
OG0000129	Pran.g_00696	Pray.g_01685
OG0000130	Pran.g_00968	Pray.g_01561
OG0000131	Pran.g_01006	Pray.g_01523
OG0000132	Pran.g_01009	Pray.g_01520
OG0000133	Pran.g_01063	Pray.g_01265
OG0000134	Pran.g_01100	Pray.g_01301
OG0000135	Pran.g_01102	Pray.g_01303
OG0000136	Pran.g_01145	Pray.g_01348
OG0000137	Pran.g_01177	Pray.g_01381
OG0000138	Pran.g_01212	Pray.g_01417
OG0000139	Pran.g_01239	Pray.g_01444
OG0000140	Pran.g_01258	Pray.g_01462
OG0000141	Pran.g_01259	Pray.g_01463
OG0000142	Pran.g_01261	Pray.g_01465
OG0000143	Pran.g_01262	Pray.g_01467
OG0000144	Pran.g_01264	Pray.g_01469
OG0000145	Pran.g_01265	Pray.g_01470
OG0000146	Pran.g_01266	Pray.g_01471
OG0000147	Pran.g_01267	Pray.g_01472
OG0000148	Pran.g_01269	Pray.g_01474
OG0000149	Pran.g_00410	Pray.g_01476
OG0000150	Pran.g_00409	Pray.g_01477
OG0000151	Pran.g_00408	Pray.g_01478
OG0000152	Pran.g_00407	Pray.g_01479
OG0000153	Pran.g_00406	Pray.g_01480
OG0000154	Pran.g_00405	Pray.g_01481
OG0000155	Pran.g_00404	Pray.g_01482
OG0000156	Pran.g_00403	Pray.g_01483
OG0000157	Pran.g_00402	Pray.g_01484
OG0000158	Pran.g_00400	Pray.g_01486
OG0000159	Pran.g_00399	Pray.g_01487
OG0000160	Pran.g_00398	Pray.g_01488
OG0000161	Pran.g_00397	Pray.g_01489
OG0000162	Pran.g_00396	Pray.g_01490
OG0000163	Pran.g_00395	Pray.g_01491
OG0000164	Pran.g_00392	Pray.g_01494
OG0000165	Pran.g_00389	Pray.g_01497
OG0000166	Pran.g_00388	Pray.g_01498
OG0000167	Pran.g_00387	Pray.g_01499
OG0000168	Pran.g_00385	Pray.g_00243
OG0000169	Pran.g_00383	Pray.g_00241
OG0000170	Pran.g_00382	Pray.g_00240
OG0000171	Pran.g_00381	Pray.g_00239
OG0000172	Pran.g_00380	Pray.g_00238
OG0000173	Pran.g_00379	Pray.g_00237
OG0000174	Pran.g_00378	Pray.g_00236
OG0000175	Pran.g_00377	Pray.g_00235
OG0000176	Pran.g_00375	Pray.g_00233
OG0000177	Pran.g_00374	Pray.g_00232
OG0000178	Pran.g_00373	Pray.g_00231
OG0000179	Pran.g_00368	Pray.g_00225
OG0000180	Pran.g_00367	Pray.g_00224
OG0000181	Pran.g_00366	Pray.g_00223
OG0000182	Pran.g_00363	Pray.g_00220
OG0000183	Pran.g_00362	Pray.g_00219
OG0000184	Pran.g_00359	Pray.g_00216
OG0000185	Pran.g_00355	Pray.g_00212
OG0000186	Pran.g_00354	Pray.g_00211
OG0000187	Pran.g_00353	Pray.g_00210
OG0000188	Pran.g_00352	Pray.g_00209
OG0000189	Pran.g_00351	Pray.g_00208
OG0000190	Pran.g_00350	Pray.g_00207
OG0000191	Pran.g_00349	Pray.g_00206
OG0000192	Pran.g_00348	Pray.g_00205
OG0000193	Pran.g_00347	Pray.g_00204
OG0000194	Pran.g_00346	Pray.g_00203
OG0000195	Pran.g_00344	Pray.g_00201
OG0000196	Pran.g_00343	Pray.g_00200
OG0000197	Pran.g_00342	Pray.g_00199
OG0000198	Pran.g_00341	Pray.g_00198
OG0000199	Pran.g_00339	Pray.g_00195
OG0000200	Pran.g_00338	Pray.g_00194
OG0000201	Pran.g_00337	Pray.g_00193
OG0000202	Pran.g_00336	Pray.g_00192
OG0000203	Pran.g_00335	Pray.g_00191
OG0000204	Pran.g_00334	Pray.g_00190
OG0000205	Pran.g_00333	Pray.g_00189
OG0000206	Pran.g_00332	Pray.g_00188
OG0000207	Pran.g_00331	Pray.g_00187
OG0000208	Pran.g_00330	Pray.g_00186
OG0000209	Pran.g_00329	Pray.g_00185
OG0000210	Pran.g_00327	Pray.g_00183
OG0000211	Pran.g_00326	Pray.g_00182
OG0000212	Pran.g_00325	Pray.g_00181
OG0000213	Pran.g_00324	Pray.g_00180
OG0000214	Pran.g_00322	Pray.g_00178
OG0000215	Pran.g_00321	Pray.g_00177
OG0000216	Pran.g_00319	Pray.g_00175
OG0000217	Pran.g_00318	Pray.g_00174
OG0000218	Pran.g_00317	Pray.g_00173
OG0000219	Pran.g_00316	Pray.g_00172
OG0000220	Pran.g_00313	Pray.g_00169
OG0000221	Pran.g_00311	Pray.g_00167
OG0000222	Pran.g_00310	Pray.g_00166
OG0000223	Pran.g_00309	Pray.g_00165
OG0000224	Pran.g_00307	Pray.g_00162
OG0000225	Pran.g_00305	Pray.g_00160
OG0000226	Pran.g_00304	Pray.g_00159
OG0000227	Pran.g_00303	Pray.g_00158
OG0000228	Pran.g_00302	Pray.g_00157
OG0000229	Pran.g_00301	Pray.g_00156
OG0000230	Pran.g_00300	Pray.g_00155
OG0000231	Pran.g_00298	Pray.g_00153
OG0000232	Pran.g_00297	Pray.g_00152
OG0000233	Pran.g_00294	Pray.g_00149
OG0000234	Pran.g_00292	Pray.g_00147
OG0000235	Pran.g_00288	Pray.g_00144
OG0000236	Pran.g_00287	Pray.g_00143
OG0000237	Pran.g_00286	Pray.g_00142
OG0000238	Pran.g_00285	Pray.g_00141
OG0000239	Pran.g_00283	Pray.g_00140
OG0000240	Pran.g_00281	Pray.g_00138
OG0000241	Pran.g_00280	Pray.g_00137
OG0000242	Pran.g_00279	Pray.g_00136
OG0000243	Pran.g_00278	Pray.g_00635
OG0000244	Pran.g_00277	Pray.g_00636
OG0000245	Pran.g_00276	Pray.g_00637
OG0000246	Pran.g_00274	Pray.g_00639
OG0000247	Pran.g_00273	Pray.g_00640
OG0000248	Pran.g_00272	Pray.g_00641
OG0000249	Pran.g_00271	Pray.g_00642
OG0000250	Pran.g_00270	Pray.g_00643
OG0000251	Pran.g_00269	Pray.g_00644
OG0000252	Pran.g_00268	Pray.g_00645
OG0000253	Pran.g_00267	Pray.g_00646
OG0000254	Pran.g_00265	Pray.g_00648
OG0000255	Pran.g_00264	Pray.g_00649
OG0000256	Pran.g_00261	Pray.g_00652
OG0000257	Pran.g_00259	Pray.g_00654
OG0000258	Pran.g_00258	Pray.g_00655
OG0000259	Pran.g_00257	Pray.g_00656
OG0000260	Pran.g_00256	Pray.g_00657
OG0000261	Pran.g_00255	Pray.g_00658
OG0000262	Pran.g_00254	Pray.g_00659
OG0000263	Pran.g_00253	Pray.g_00660
OG0000264	Pran.g_00251	Pray.g_00662
OG0000265	Pran.g_00250	Pray.g_00663
OG0000266	Pran.g_00249	Pray.g_00664
OG0000267	Pran.g_00247	Pray.g_00666
OG0000268	Pran.g_00246	Pray.g_00667
OG0000269	Pran.g_00245	Pray.g_00668
OG0000270	Pran.g_00244	Pray.g_00669
OG0000271	Pran.g_00243	Pray.g_00670
OG0000272	Pran.g_00242	Pray.g_00671
OG0000273	Pran.g_00241	Pray.g_00672
OG0000274	Pran.g_00240	Pray.g_00673
OG0000275	Pran.g_00239	Pray.g_00674
OG0000276	Pran.g_00238	Pray.g_00675
OG0000277	Pran.g_00237	Pray.g_00676
OG0000278	Pran.g_00236	Pray.g_00677
OG0000279	Pran.g_00235	Pray.g_00678
OG0000280	Pran.g_00234	Pray.g_00679
OG0000281	Pran.g_00232	Pray.g_00681
OG0000282	Pran.g_00231	Pray.g_00682
OG0000283	Pran.g_00228	Pray.g_00685
OG0000284	Pran.g_00227	Pray.g_00686
OG0000285	Pran.g_00226	Pray.g_00687
OG0000286	Pran.g_00224	Pray.g_00689
OG0000287	Pran.g_00223	Pray.g_00690
OG0000288	Pran.g_00222	Pray.g_00691
OG0000289	Pran.g_00221	Pray.g_00692
OG0000290	Pran.g_00220	Pray.g_00693
OG0000291	Pran.g_00219	Pray.g_00694
OG0000292	Pran.g_00218	Pray.g_00695
OG0000293	Pran.g_00217	Pray.g_00696
OG0000294	Pran.g_00216	Pray.g_00697
OG0000295	Pran.g_00215	Pray.g_00698
OG0000296	Pran.g_00214	Pray.g_00699
OG0000297	Pran.g_00213	Pray.g_00700
OG0000298	Pran.g_00212	Pray.g_00701
OG0000299	Pran.g_00211	Pray.g_00702
OG0000300	Pran.g_00210	Pray.g_00703
OG0000301	Pran.g_00209	Pray.g_00704
OG0000302	Pran.g_00208	Pray.g_00705
OG0000303	Pran.g_00207	Pray.g_00706
OG0000304	Pran.g_00206	Pray.g_00707
OG0000305	Pran.g_00205	Pray.g_00708
OG0000306	Pran.g_00204	Pray.g_00709
OG0000307	Pran.g_00203	Pray.g_00710
OG0000308	Pran.g_00202	Pray.g_00711
OG0000309	Pran.g_00201	Pray.g_00712
OG0000310	Pran.g_00200	Pray.g_00713
OG0000311	Pran.g_00199	Pray.g_00714
OG0000312	Pran.g_00197	Pray.g_00716
OG0000313	Pran.g_00196	Pray.g_00717
OG0000314	Pran.g_00194	Pray.g_00720
OG0000315	Pran.g_00193	Pray.g_00721
OG0000316	Pran.g_01950	Pray.g_00723
OG0000317	Pran.g_01948	Pray.g_00725
OG0000318	Pran.g_01947	Pray.g_00726
OG0000319	Pran.g_01946	Pray.g_00727
OG0000320	Pran.g_01945	Pray.g_00728
OG0000321	Pran.g_01942	Pray.g_00731
OG0000322	Pran.g_01939	Pray.g_00734
OG0000323	Pran.g_01938	Pray.g_00735
OG0000324	Pran.g_01935	Pray.g_00738
OG0000325	Pran.g_01934	Pray.g_00739
OG0000326	Pran.g_01933	Pray.g_00740
OG0000327	Pran.g_01931	Pray.g_00742
OG0000328	Pran.g_01930	Pray.g_00743
OG0000329	Pran.g_01929	Pray.g_00744
OG0000330	Pran.g_01928	Pray.g_00745
OG0000331	Pran.g_01927	Pray.g_00746
OG0000332	Pran.g_01926	Pray.g_00747
OG0000333	Pran.g_01925	Pray.g_00748
OG0000334	Pran.g_01924	Pray.g_00749
OG0000335	Pran.g_01923	Pray.g_00750
OG0000336	Pran.g_01922	Pray.g_00751
OG0000337	Pran.g_01919	Pray.g_00754
OG0000338	Pran.g_01918	Pray.g_00755
OG0000339	Pran.g_01917	Pray.g_00756
OG0000340	Pran.g_01916	Pray.g_00757
OG0000341	Pran.g_01912	Pray.g_00761
OG0000342	Pran.g_01911	Pray.g_00762
OG0000343	Pran.g_01909	Pray.g_00764
OG0000344	Pran.g_01908	Pray.g_00765
OG0000345	Pran.g_01907	Pray.g_00766
OG0000346	Pran.g_01906	Pray.g_00767
OG0000347	Pran.g_01905	Pray.g_00768
OG0000348	Pran.g_01904	Pray.g_00769
OG0000349	Pran.g_01903	Pray.g_00770
OG0000350	Pran.g_01902	Pray.g_00771
OG0000351	Pran.g_01899	Pray.g_00773
OG0000352	Pran.g_01896	Pray.g_00776
OG0000353	Pran.g_01895	Pray.g_00777
OG0000354	Pran.g_01894	Pray.g_00778
OG0000355	Pran.g_01893	Pray.g_00779
OG0000356	Pran.g_01892	Pray.g_00780
OG0000357	Pran.g_01891	Pray.g_00781
OG0000358	Pran.g_01890	Pray.g_00782
OG0000359	Pran.g_01889	Pray.g_00783
OG0000360	Pran.g_01886	Pray.g_00786
OG0000361	Pran.g_01885	Pray.g_00787
OG0000362	Pran.g_01884	Pray.g_00788
OG0000363	Pran.g_01883	Pray.g_00789
OG0000364	Pran.g_01882	Pray.g_00790
OG0000365	Pran.g_01881	Pray.g_00791
OG0000366	Pran.g_01880	Pray.g_00792
OG0000367	Pran.g_01879	Pray.g_00793
OG0000368	Pran.g_01878	Pray.g_00794
OG0000369	Pran.g_01877	Pray.g_00795
OG0000370	Pran.g_01876	Pray.g_00796
OG0000371	Pran.g_01875	Pray.g_00797
OG0000372	Pran.g_01873	Pray.g_00799
OG0000373	Pran.g_01871	Pray.g_00801
OG0000374	Pran.g_01870	Pray.g_00802
OG0000375	Pran.g_01869	Pray.g_00803
OG0000376	Pran.g_01867	Pray.g_00805
OG0000377	Pran.g_01866	Pray.g_00806
OG0000378	Pran.g_01865	Pray.g_00807
OG0000379	Pran.g_01860	Pray.g_00812
OG0000380	Pran.g_01859	Pray.g_00813
OG0000381	Pran.g_01858	Pray.g_00814
OG0000382	Pran.g_01857	Pray.g_00816
OG0000383	Pran.g_01854	Pray.g_00819
OG0000384	Pran.g_01853	Pray.g_00820
OG0000385	Pran.g_01850	Pray.g_00823
OG0000386	Pran.g_01849	Pray.g_00824
OG0000387	Pran.g_01848	Pray.g_00825
OG0000388	Pran.g_01847	Pray.g_00826
OG0000389	Pran.g_01846	Pray.g_00827
OG0000390	Pran.g_01845	Pray.g_00828
OG0000391	Pran.g_01844	Pray.g_00829
OG0000392	Pran.g_01843	Pray.g_00830
OG0000393	Pran.g_01840	Pray.g_00833
OG0000394	Pran.g_01839	Pray.g_00834
OG0000395	Pran.g_01837	Pray.g_00836
OG0000396	Pran.g_01835	Pray.g_00837
OG0000397	Pran.g_01823	Pray.g_00849
OG0000398	Pran.g_01816	Pray.g_00857
OG0000399	Pran.g_01815	Pray.g_00858
OG0000400	Pran.g_01808	Pray.g_00864
OG0000401	Pran.g_01749	Pray.g_00921
OG0000402	Pran.g_01748	Pray.g_00922
OG0000403	Pran.g_01747	Pray.g_00923
OG0000404	Pran.g_01745	Pray.g_00925
OG0000405	Pran.g_01744	Pray.g_00926
OG0000406	Pran.g_01742	Pray.g_00928
OG0000407	Pran.g_01741	Pray.g_00929
OG0000408	Pran.g_01740	Pray.g_00930
OG0000409	Pran.g_01739	Pray.g_00931
OG0000410	Pran.g_01738	Pray.g_00932
OG0000411	Pran.g_01737	Pray.g_00933
OG0000412	Pran.g_01736	Pray.g_00934
OG0000413	Pran.g_01735	Pray.g_00935
OG0000414	Pran.g_01734	Pray.g_00936
OG0000415	Pran.g_01733	Pray.g_00937
OG0000416	Pran.g_01729	Pray.g_00938
OG0000417	Pran.g_01728	Pray.g_00939
OG0000418	Pran.g_01727	Pray.g_00940
OG0000419	Pran.g_01726	Pray.g_00941
OG0000420	Pran.g_01725	Pray.g_00942
OG0000421	Pran.g_01724	Pray.g_00943
OG0000422	Pran.g_01723	Pray.g_00945
OG0000423	Pran.g_01722	Pray.g_00946
OG0000424	Pran.g_01720	Pray.g_00948
OG0000425	Pran.g_01717	Pray.g_00951
OG0000426	Pran.g_01716	Pray.g_00952
OG0000427	Pran.g_01715	Pray.g_00953
OG0000428	Pran.g_01714	Pray.g_00954
OG0000429	Pran.g_01713	Pray.g_00955
OG0000430	Pran.g_01707	Pray.g_00961
OG0000431	Pran.g_01705	Pray.g_00963
OG0000432	Pran.g_01704	Pray.g_00964
OG0000433	Pran.g_01701	Pray.g_00967
OG0000434	Pran.g_01700	Pray.g_00968
OG0000435	Pran.g_01699	Pray.g_00969
OG0000436	Pran.g_01697	Pray.g_00971
OG0000437	Pran.g_01695	Pray.g_00973
OG0000438	Pran.g_01694	Pray.g_00974
OG0000439	Pran.g_01693	Pray.g_00975
OG0000440	Pran.g_01691	Pray.g_00977
OG0000441	Pran.g_01690	Pray.g_00978
OG0000442	Pran.g_01689	Pray.g_00979
OG0000443	Pran.g_01688	Pray.g_00980
OG0000444	Pran.g_01687	Pray.g_00981
OG0000445	Pran.g_01686	Pray.g_00982
OG0000446	Pran.g_01685	Pray.g_00983
OG0000447	Pran.g_01684	Pray.g_00984
OG0000448	Pran.g_01683	Pray.g_00985
OG0000449	Pran.g_01678	Pray.g_00991
OG0000450	Pran.g_01677	Pray.g_00992
OG0000451	Pran.g_01676	Pray.g_00993
OG0000452	Pran.g_01675	Pray.g_00994
OG0000453	Pran.g_01673	Pray.g_00996
OG0000454	Pran.g_01672	Pray.g_00997
OG0000455	Pran.g_01671	Pray.g_00998
OG0000456	Pran.g_01670	Pray.g_00999
OG0000457	Pran.g_01668	Pray.g_01001
OG0000458	Pran.g_01666	Pray.g_01003
OG0000459	Pran.g_01665	Pray.g_01004
OG0000460	Pran.g_01663	Pray.g_01006
OG0000461	Pran.g_01662	Pray.g_01007
OG0000462	Pran.g_01661	Pray.g_01008
OG0000463	Pran.g_01660	Pray.g_01009
OG0000464	Pran.g_01655	Pray.g_01014
OG0000465	Pran.g_01653	Pray.g_01016
OG0000466	Pran.g_01652	Pray.g_01017
OG0000467	Pran.g_01651	Pray.g_01018
OG0000468	Pran.g_01650	Pray.g_01019
OG0000469	Pran.g_01649	Pray.g_01020
OG0000470	Pran.g_01648	Pray.g_01021
OG0000471	Pran.g_01647	Pray.g_01022
OG0000472	Pran.g_01644	Pray.g_01227
OG0000473	Pran.g_01643	Pray.g_01226
OG0000474	Pran.g_01642	Pray.g_01225
OG0000475	Pran.g_01641	Pray.g_01224
OG0000476	Pran.g_01640	Pray.g_01223
OG0000477	Pran.g_01638	Pray.g_01221
OG0000478	Pran.g_01637	Pray.g_01220
OG0000479	Pran.g_01636	Pray.g_01219
OG0000480	Pran.g_01634	Pray.g_01217
OG0000481	Pran.g_01633	Pray.g_01216
OG0000482	Pran.g_01632	Pray.g_01215
OG0000483	Pran.g_01631	Pray.g_01214
OG0000484	Pran.g_01630	Pray.g_01213
OG0000485	Pran.g_01629	Pray.g_01212
OG0000486	Pran.g_01628	Pray.g_01211
OG0000487	Pran.g_01627	Pray.g_01210
OG0000488	Pran.g_01625	Pray.g_01208
OG0000489	Pran.g_01624	Pray.g_01207
OG0000490	Pran.g_01623	Pray.g_01206
OG0000491	Pran.g_01622	Pray.g_01205
OG0000492	Pran.g_01621	Pray.g_01204
OG0000493	Pran.g_01620	Pray.g_01203
OG0000494	Pran.g_01618	Pray.g_01201
OG0000495	Pran.g_01617	Pray.g_01200
OG0000496	Pran.g_01616	Pray.g_01199
OG0000497	Pran.g_01614	Pray.g_01198
OG0000498	Pran.g_01613	Pray.g_01197
OG0000499	Pran.g_01611	Pray.g_01195
OG0000500	Pran.g_01610	Pray.g_01194
OG0000501	Pran.g_01608	Pray.g_01192
OG0000502	Pran.g_01607	Pray.g_01191
OG0000503	Pran.g_01606	Pray.g_01190
OG0000504	Pran.g_01605	Pray.g_01189
OG0000505	Pran.g_01604	Pray.g_01188
OG0000506	Pran.g_01603	Pray.g_01187
OG0000507	Pran.g_01602	Pray.g_01186
OG0000508	Pran.g_01600	Pray.g_01184
OG0000509	Pran.g_01599	Pray.g_01183
OG0000510	Pran.g_01598	Pray.g_01182
OG0000511	Pran.g_01597	Pray.g_01181
OG0000512	Pran.g_01596	Pray.g_01180
OG0000513	Pran.g_01595	Pray.g_01179
OG0000514	Pran.g_01594	Pray.g_01178
OG0000515	Pran.g_01592	Pray.g_01176
OG0000516	Pran.g_01591	Pray.g_01175
OG0000517	Pran.g_01590	Pray.g_01174
OG0000518	Pran.g_01587	Pray.g_01172
OG0000519	Pran.g_01586	Pray.g_01171
OG0000520	Pran.g_01585	Pray.g_01170
OG0000521	Pran.g_01584	Pray.g_01169
OG0000522	Pran.g_01583	Pray.g_01168
OG0000523	Pran.g_01582	Pray.g_01167
OG0000524	Pran.g_01581	Pray.g_01166
OG0000525	Pran.g_01579	Pray.g_01164
OG0000526	Pran.g_01578	Pray.g_01163
OG0000527	Pran.g_01577	Pray.g_01162
OG0000528	Pran.g_01576	Pray.g_01161
OG0000529	Pran.g_01575	Pray.g_01160
OG0000530	Pran.g_01574	Pray.g_01159
OG0000531	Pran.g_01573	Pray.g_01158
OG0000532	Pran.g_01572	Pray.g_01157
OG0000533	Pran.g_01571	Pray.g_01156
OG0000534	Pran.g_01570	Pray.g_01155
OG0000535	Pran.g_01569	Pray.g_01154
OG0000536	Pran.g_01568	Pray.g_01153
OG0000537	Pran.g_01567	Pray.g_01152
OG0000538	Pran.g_01566	Pray.g_01151
OG0000539	Pran.g_01565	Pray.g_01150
OG0000540	Pran.g_01564	Pray.g_01149
OG0000541	Pran.g_01563	Pray.g_01148
OG0000542	Pran.g_01562	Pray.g_01147
OG0000543	Pran.g_01561	Pray.g_01146
OG0000544	Pran.g_01560	Pray.g_01145
OG0000545	Pran.g_01557	Pray.g_01142
OG0000546	Pran.g_01556	Pray.g_01141
OG0000547	Pran.g_01554	Pray.g_01139
OG0000548	Pran.g_01553	Pray.g_01138
OG0000549	Pran.g_01552	Pray.g_01137
OG0000550	Pran.g_01551	Pray.g_01136
OG0000551	Pran.g_01550	Pray.g_01135
OG0000552	Pran.g_01549	Pray.g_01134
OG0000553	Pran.g_01548	Pray.g_01133
OG0000554	Pran.g_01547	Pray.g_01132
OG0000555	Pran.g_01546	Pray.g_01131
OG0000556	Pran.g_01545	Pray.g_01130
OG0000557	Pran.g_01544	Pray.g_01129
OG0000558	Pran.g_01543	Pray.g_01128
OG0000559	Pran.g_01542	Pray.g_01127
OG0000560	Pran.g_01540	Pray.g_01125
OG0000561	Pran.g_01539	Pray.g_01124
OG0000562	Pran.g_01538	Pray.g_01123
OG0000563	Pran.g_01537	Pray.g_01122
OG0000564	Pran.g_01536	Pray.g_01121
OG0000565	Pran.g_01535	Pray.g_01120
OG0000566	Pran.g_01534	Pray.g_01119
OG0000567	Pran.g_01533	Pray.g_01118
OG0000568	Pran.g_01532	Pray.g_01117
OG0000569	Pran.g_01531	Pray.g_01116
OG0000570	Pran.g_01530	Pray.g_01115
OG0000571	Pran.g_01529	Pray.g_01114
OG0000572	Pran.g_01528	Pray.g_01113
OG0000573	Pran.g_01525	Pray.g_01110
OG0000574	Pran.g_01524	Pray.g_01109
