Orthogroup	Pran	Prav
OG0000048	Pran.g_01167	Prav.g_00696
OG0000050	Pran.g_00930	Prav.g_01324
OG0000051	Pran.g_00275	Prav.g_00881
OG0000052	Pran.g_01824	Prav.g_00989
OG0000053	Pran.g_01639	Prav.g_01137
OG0000054	Pran.g_01379	Prav.g_01325
OG0000055	Pran.g_01321	Prav.g_00419
OG0000056	Pran.g_00935	Prav.g_00021
OG0000057	Pran.g_00195	Prav.g_00801
OG0000058	Pran.g_01703	Prav.g_01073
OG0000059	Pran.g_01480	Prav.g_01296
OG0000060	Pran.g_00905	Prav.g_00335
OG0000061	Pran.g_00507	Prav.g_00576
OG0000062	Pran.g_00093	Prav.g_00033
OG0000063	Pran.g_01466	Prav.g_01390
OG0000064	Pran.g_01463	Prav.g_01729
OG0000065	Pran.g_00938, Pran.g_00876	Prav.g_01438
OG0000066	Pran.g_00752	Prav.g_01513
OG0000067	Pran.g_01384	Prav.g_01334
OG0000068	Pran.g_01105	Prav.g_00632
OG0000071	Pran.g_01268	Prav.g_00079
OG0000073	Pran.g_01509	Prav.g_01267
OG0000074	Pran.g_01487	Prav.g_01289
OG0000075	Pran.g_01336	Prav.g_00404
OG0000076	Pran.g_00568, Pran.g_00903	Prav.g_00933
OG0000078	Pran.g_00806	Prav.g_01514
OG0000079	Pran.g_00655	Prav.g_01656, Prav.g_01551
OG0000080	Pran.g_00575, Pran.g_00912	Prav.g_01705
OG0000081	Pran.g_01135	Prav.g_00663
OG0000082	Pran.g_01222	Prav.g_00751
OG0000083	Pran.g_01260	Prav.g_00789
OG0000084	Pran.g_01263	Prav.g_00792
OG0000085	Pran.g_00401	Prav.g_00091
OG0000087	Pran.g_00376	Prav.g_00120
OG0000088	Pran.g_00320	Prav.g_00178
OG0000089	Pran.g_00312	Prav.g_00186
OG0000090	Pran.g_00295	Prav.g_00204
OG0000091	Pran.g_00263	Prav.g_00869
OG0000092	Pran.g_00262	Prav.g_00868
OG0000093	Pran.g_00248	Prav.g_00854
OG0000094	Pran.g_00230	Prav.g_00836
OG0000095	Pran.g_00225	Prav.g_00831
OG0000096	Pran.g_01941	Prav.g_01898
OG0000097	Pran.g_01920	Prav.g_01920
OG0000098	Pran.g_01910	Prav.g_01930
OG0000099	Pran.g_01900	Prav.g_01940
OG0000100	Pran.g_01897	Prav.g_01943
OG0000101	Pran.g_01838	Prav.g_00976
OG0000102	Pran.g_01812	Prav.g_00999
OG0000103	Pran.g_01702	Prav.g_01074
OG0000104	Pran.g_01698	Prav.g_01078
OG0000105	Pran.g_01679	Prav.g_01097
OG0000106	Pran.g_01646	Prav.g_01130
OG0000107	Pran.g_01645	Prav.g_01131
OG0000108	Pran.g_01635	Prav.g_00954, Prav.g_01141
OG0000109	Pran.g_01626	Prav.g_01150
OG0000110	Pran.g_01609	Prav.g_01166
OG0000111	Pran.g_01527	Prav.g_01249
OG0000112	Pran.g_01526	Prav.g_01250
OG0000113	Pran.g_01438	Prav.g_00328
OG0000114	Pran.g_01345	Prav.g_00395
OG0000115	Pran.g_00487	Prav.g_00556
OG0000116	Pran.g_00491	Prav.g_00560
OG0000117	Pran.g_00565	Prav.g_00930
OG0000118	Pran.g_00135	Prav.g_00261
OG0000119	Pran.g_00090	Prav.g_00036
OG0000120	Pran.g_00054	Prav.g_00071
OG0000121	Pran.g_00035	Prav.g_01856
OG0000122	Pran.g_00016	Prav.g_01837, Prav.g_00955
OG0000123	Pran.g_00003	Prav.g_01824
OG0000124	Pran.g_00918	Prav.g_02003
OG0000125	Pran.g_00864	Prav.g_01450
OG0000126	Pran.g_00841	Prav.g_01473
OG0000127	Pran.g_00746	Prav.g_01565
OG0000128	Pran.g_00732	Prav.g_01579
OG0000129	Pran.g_00696	Prav.g_01615
OG0000130	Pran.g_00968	Prav.g_01759
OG0000131	Pran.g_01006	Prav.g_01797
OG0000132	Pran.g_01009	Prav.g_01800
OG0000133	Pran.g_01063	Prav.g_00591
OG0000134	Pran.g_01100	Prav.g_00627
OG0000135	Pran.g_01102	Prav.g_00629
OG0000136	Pran.g_01145	Prav.g_00674
OG0000137	Pran.g_01177	Prav.g_00706
OG0000138	Pran.g_01212	Prav.g_00741
OG0000139	Pran.g_01239	Prav.g_00768
OG0000140	Pran.g_01258	Prav.g_00787
OG0000141	Pran.g_01259	Prav.g_00788
OG0000142	Pran.g_01261	Prav.g_00790
OG0000143	Pran.g_01262	Prav.g_00791
OG0000144	Pran.g_01264	Prav.g_00793
OG0000145	Pran.g_01265	Prav.g_00794
OG0000146	Pran.g_01266	Prav.g_00795
OG0000147	Pran.g_01267	Prav.g_00078
OG0000148	Pran.g_01269	Prav.g_00080
OG0000149	Pran.g_00410	Prav.g_00082
OG0000150	Pran.g_00409	Prav.g_00083
OG0000151	Pran.g_00408	Prav.g_00084
OG0000152	Pran.g_00407	Prav.g_00085
OG0000153	Pran.g_00406	Prav.g_00086
OG0000154	Pran.g_00405	Prav.g_00087
OG0000155	Pran.g_00404	Prav.g_00088
OG0000156	Pran.g_00403	Prav.g_00089
OG0000157	Pran.g_00402	Prav.g_00090
OG0000158	Pran.g_00400	Prav.g_00092
OG0000159	Pran.g_00399	Prav.g_00093
OG0000160	Pran.g_00398	Prav.g_00094
OG0000161	Pran.g_00397	Prav.g_00095
OG0000162	Pran.g_00396	Prav.g_00096
OG0000163	Pran.g_00395	Prav.g_00097
OG0000164	Pran.g_00392	Prav.g_00100
OG0000165	Pran.g_00389	Prav.g_00103
OG0000166	Pran.g_00388	Prav.g_00104
OG0000167	Pran.g_00387	Prav.g_00105
OG0000168	Pran.g_00385	Prav.g_00111
OG0000169	Pran.g_00383	Prav.g_00113
OG0000170	Pran.g_00382	Prav.g_00114
OG0000171	Pran.g_00381	Prav.g_00115
OG0000172	Pran.g_00380	Prav.g_00116
OG0000173	Pran.g_00379	Prav.g_00117
OG0000174	Pran.g_00378	Prav.g_00118
OG0000175	Pran.g_00377	Prav.g_00119
OG0000176	Pran.g_00375	Prav.g_00121
OG0000177	Pran.g_00374	Prav.g_00122
OG0000178	Pran.g_00373	Prav.g_00123
OG0000179	Pran.g_00368	Prav.g_00129
OG0000180	Pran.g_00367	Prav.g_00130
OG0000181	Pran.g_00366	Prav.g_00131
OG0000182	Pran.g_00363	Prav.g_00134
OG0000183	Pran.g_00362	Prav.g_00135
OG0000184	Pran.g_00359	Prav.g_00138
OG0000185	Pran.g_00355	Prav.g_00142
OG0000186	Pran.g_00354	Prav.g_00143
OG0000187	Pran.g_00353	Prav.g_00144
OG0000188	Pran.g_00352	Prav.g_00145
OG0000189	Pran.g_00351	Prav.g_00146
OG0000190	Pran.g_00350	Prav.g_00147
OG0000191	Pran.g_00349	Prav.g_00148
OG0000192	Pran.g_00348	Prav.g_00149
OG0000193	Pran.g_00347	Prav.g_00150
OG0000194	Pran.g_00346	Prav.g_00151
OG0000195	Pran.g_00344	Prav.g_00153
OG0000196	Pran.g_00343	Prav.g_00154
OG0000197	Pran.g_00342	Prav.g_00155
OG0000198	Pran.g_00341	Prav.g_00156
OG0000199	Pran.g_00339	Prav.g_00159
OG0000200	Pran.g_00338	Prav.g_00160
OG0000201	Pran.g_00337	Prav.g_00161
OG0000202	Pran.g_00336	Prav.g_00162
OG0000203	Pran.g_00335	Prav.g_00163
OG0000204	Pran.g_00334	Prav.g_00164
OG0000205	Pran.g_00333	Prav.g_00165
OG0000206	Pran.g_00332	Prav.g_00166
OG0000207	Pran.g_00331	Prav.g_00167
OG0000208	Pran.g_00330	Prav.g_00168
OG0000209	Pran.g_00329	Prav.g_00169
OG0000210	Pran.g_00327	Prav.g_00171
OG0000211	Pran.g_00326	Prav.g_00172
OG0000212	Pran.g_00325	Prav.g_00173
OG0000213	Pran.g_00324	Prav.g_00174
OG0000214	Pran.g_00322	Prav.g_00176
OG0000215	Pran.g_00321	Prav.g_00177
OG0000216	Pran.g_00319	Prav.g_00179
OG0000217	Pran.g_00318	Prav.g_00180
OG0000218	Pran.g_00317	Prav.g_00181
OG0000219	Pran.g_00316	Prav.g_00182
OG0000220	Pran.g_00313	Prav.g_00185
OG0000221	Pran.g_00311	Prav.g_00187
OG0000222	Pran.g_00310	Prav.g_00188
OG0000223	Pran.g_00309	Prav.g_00189
OG0000224	Pran.g_00307	Prav.g_00192
OG0000225	Pran.g_00305	Prav.g_00194
OG0000226	Pran.g_00304	Prav.g_00195
OG0000227	Pran.g_00303	Prav.g_00196
OG0000228	Pran.g_00302	Prav.g_00197
OG0000229	Pran.g_00301	Prav.g_00198
OG0000230	Pran.g_00300	Prav.g_00199
OG0000231	Pran.g_00298	Prav.g_00201
OG0000232	Pran.g_00297	Prav.g_00202
OG0000233	Pran.g_00294	Prav.g_00205
OG0000234	Pran.g_00292	Prav.g_00207
OG0000235	Pran.g_00288	Prav.g_00212
OG0000236	Pran.g_00287	Prav.g_00213
OG0000237	Pran.g_00286	Prav.g_00214
OG0000238	Pran.g_00285	Prav.g_00215
OG0000239	Pran.g_00283	Prav.g_00216
OG0000240	Pran.g_00281	Prav.g_00887
OG0000241	Pran.g_00280	Prav.g_00886
OG0000242	Pran.g_00279	Prav.g_00885
OG0000243	Pran.g_00278	Prav.g_00884
OG0000244	Pran.g_00277	Prav.g_00883
OG0000245	Pran.g_00276	Prav.g_00882
OG0000246	Pran.g_00274	Prav.g_00880
OG0000247	Pran.g_00273	Prav.g_00879
OG0000248	Pran.g_00272	Prav.g_00878
OG0000249	Pran.g_00271	Prav.g_00877
OG0000250	Pran.g_00270	Prav.g_00876
OG0000251	Pran.g_00269	Prav.g_00875
OG0000252	Pran.g_00268	Prav.g_00874
OG0000253	Pran.g_00267	Prav.g_00873
OG0000254	Pran.g_00265	Prav.g_00871
OG0000255	Pran.g_00264	Prav.g_00870
OG0000256	Pran.g_00261	Prav.g_00867
OG0000257	Pran.g_00259	Prav.g_00865
OG0000258	Pran.g_00258	Prav.g_00864
OG0000259	Pran.g_00257	Prav.g_00863
OG0000260	Pran.g_00256	Prav.g_00862
OG0000261	Pran.g_00255	Prav.g_00861
OG0000262	Pran.g_00254	Prav.g_00860
OG0000263	Pran.g_00253	Prav.g_00859
OG0000264	Pran.g_00251	Prav.g_00857
OG0000265	Pran.g_00250	Prav.g_00856
OG0000266	Pran.g_00249	Prav.g_00855
OG0000267	Pran.g_00247	Prav.g_00853
OG0000268	Pran.g_00246	Prav.g_00852
OG0000269	Pran.g_00245	Prav.g_00851
OG0000270	Pran.g_00244	Prav.g_00850
OG0000271	Pran.g_00243	Prav.g_00849
OG0000272	Pran.g_00242	Prav.g_00848
OG0000273	Pran.g_00241	Prav.g_00847
OG0000274	Pran.g_00240	Prav.g_00846
OG0000275	Pran.g_00239	Prav.g_00845
OG0000276	Pran.g_00238	Prav.g_00844
OG0000277	Pran.g_00237	Prav.g_00843
OG0000278	Pran.g_00236	Prav.g_00842
OG0000279	Pran.g_00235	Prav.g_00841
OG0000280	Pran.g_00234	Prav.g_00840
OG0000281	Pran.g_00232	Prav.g_00838
OG0000282	Pran.g_00231	Prav.g_00837
OG0000283	Pran.g_00228	Prav.g_00834
OG0000284	Pran.g_00227	Prav.g_00833
OG0000285	Pran.g_00226	Prav.g_00832
OG0000286	Pran.g_00224	Prav.g_00830
OG0000287	Pran.g_00223	Prav.g_00829
OG0000288	Pran.g_00222	Prav.g_00828
OG0000289	Pran.g_00221	Prav.g_00827
OG0000290	Pran.g_00220	Prav.g_00826
OG0000291	Pran.g_00219	Prav.g_00825
OG0000292	Pran.g_00218	Prav.g_00824
OG0000293	Pran.g_00217	Prav.g_00823
OG0000294	Pran.g_00216	Prav.g_00822
OG0000295	Pran.g_00215	Prav.g_00821
OG0000296	Pran.g_00214	Prav.g_00820
OG0000297	Pran.g_00213	Prav.g_00819
OG0000298	Pran.g_00212	Prav.g_00818
OG0000299	Pran.g_00211	Prav.g_00817
OG0000300	Pran.g_00210	Prav.g_00816
OG0000301	Pran.g_00209	Prav.g_00815
OG0000302	Pran.g_00208	Prav.g_00814
OG0000303	Pran.g_00207	Prav.g_00813
OG0000304	Pran.g_00206	Prav.g_00812
OG0000305	Pran.g_00205	Prav.g_00811
OG0000306	Pran.g_00204	Prav.g_00810
OG0000307	Pran.g_00203	Prav.g_00809
OG0000308	Pran.g_00202	Prav.g_00808
OG0000309	Pran.g_00201	Prav.g_00807
OG0000310	Pran.g_00200	Prav.g_00806
OG0000311	Pran.g_00199	Prav.g_00805
OG0000312	Pran.g_00197	Prav.g_00803
OG0000313	Pran.g_00196	Prav.g_00802
OG0000314	Pran.g_00194	Prav.g_00799
OG0000315	Pran.g_00193	Prav.g_00798
OG0000316	Pran.g_01950	Prav.g_01889
OG0000317	Pran.g_01948	Prav.g_01891
OG0000318	Pran.g_01947	Prav.g_01892
OG0000319	Pran.g_01946	Prav.g_01893
OG0000320	Pran.g_01945	Prav.g_01894
OG0000321	Pran.g_01942	Prav.g_01897
OG0000322	Pran.g_01939	Prav.g_01900
OG0000323	Pran.g_01938	Prav.g_01901
OG0000324	Pran.g_01935	Prav.g_01904
OG0000325	Pran.g_01934	Prav.g_01906
OG0000326	Pran.g_01933	Prav.g_01907
OG0000327	Pran.g_01931	Prav.g_01909
OG0000328	Pran.g_01930	Prav.g_01910
OG0000329	Pran.g_01929	Prav.g_01911
OG0000330	Pran.g_01928	Prav.g_01912
OG0000331	Pran.g_01927	Prav.g_01913
OG0000332	Pran.g_01926	Prav.g_01914
OG0000333	Pran.g_01925	Prav.g_01915
OG0000334	Pran.g_01924	Prav.g_01916
OG0000335	Pran.g_01923	Prav.g_01917
OG0000336	Pran.g_01922	Prav.g_01918
OG0000337	Pran.g_01919	Prav.g_01921
OG0000338	Pran.g_01918	Prav.g_01922
OG0000339	Pran.g_01917	Prav.g_01923
OG0000340	Pran.g_01916	Prav.g_01924
OG0000341	Pran.g_01912	Prav.g_01928
OG0000342	Pran.g_01911	Prav.g_01929
OG0000343	Pran.g_01909	Prav.g_01931
OG0000344	Pran.g_01908	Prav.g_01932
OG0000345	Pran.g_01907	Prav.g_01933
OG0000346	Pran.g_01906	Prav.g_01934
OG0000347	Pran.g_01905	Prav.g_01935
OG0000348	Pran.g_01904	Prav.g_01936
OG0000349	Pran.g_01903	Prav.g_01937
OG0000350	Pran.g_01902	Prav.g_01938
OG0000351	Pran.g_01899	Prav.g_01941
OG0000352	Pran.g_01896	Prav.g_01944
OG0000353	Pran.g_01895	Prav.g_01945
OG0000354	Pran.g_01894	Prav.g_01946
OG0000355	Pran.g_01893	Prav.g_01947
OG0000356	Pran.g_01892	Prav.g_01948
OG0000357	Pran.g_01891	Prav.g_01949
OG0000358	Pran.g_01890	Prav.g_01950
OG0000359	Pran.g_01889	Prav.g_01951
OG0000360	Pran.g_01886	Prav.g_01954
OG0000361	Pran.g_01885	Prav.g_01955
OG0000362	Pran.g_01884	Prav.g_01956
OG0000363	Pran.g_01883	Prav.g_01957
OG0000364	Pran.g_01882	Prav.g_01958
OG0000365	Pran.g_01881	Prav.g_01959
OG0000366	Pran.g_01880	Prav.g_01960
OG0000367	Pran.g_01879	Prav.g_01961
OG0000368	Pran.g_01878	Prav.g_01962
OG0000369	Pran.g_01877	Prav.g_01963
OG0000370	Pran.g_01876	Prav.g_01964
OG0000371	Pran.g_01875	Prav.g_01965
OG0000372	Pran.g_01873	Prav.g_01967
OG0000373	Pran.g_01871	Prav.g_01969
OG0000374	Pran.g_01870	Prav.g_01970
OG0000375	Pran.g_01869	Prav.g_01971
OG0000376	Pran.g_01867	Prav.g_01973
OG0000377	Pran.g_01866	Prav.g_01974
OG0000378	Pran.g_01865	Prav.g_01975
OG0000379	Pran.g_01860	Prav.g_01980
OG0000380	Pran.g_01859	Prav.g_01981
OG0000381	Pran.g_01858	Prav.g_01982
OG0000382	Pran.g_01857	Prav.g_01984
OG0000383	Pran.g_01854	Prav.g_01987
OG0000384	Pran.g_01853	Prav.g_01988
OG0000385	Pran.g_01850	Prav.g_01991
OG0000386	Pran.g_01849	Prav.g_01992
OG0000387	Pran.g_01848	Prav.g_01993
OG0000388	Pran.g_01847	Prav.g_01994
OG0000389	Pran.g_01846	Prav.g_01995
OG0000390	Pran.g_01845	Prav.g_01996
OG0000391	Pran.g_01844	Prav.g_01997
OG0000392	Pran.g_01843	Prav.g_01998
OG0000393	Pran.g_01840	Prav.g_00974
OG0000394	Pran.g_01839	Prav.g_00975
OG0000395	Pran.g_01837	Prav.g_00977
OG0000396	Pran.g_01835	Prav.g_00978
OG0000397	Pran.g_01823	Prav.g_00990
OG0000398	Pran.g_01816	Prav.g_00996
OG0000399	Pran.g_01815	Prav.g_00997
OG0000400	Pran.g_01808	Prav.g_01001
OG0000401	Pran.g_01749	Prav.g_01030
OG0000402	Pran.g_01748	Prav.g_01031
OG0000403	Pran.g_01747	Prav.g_01032
OG0000404	Pran.g_01745	Prav.g_01034
OG0000405	Pran.g_01744	Prav.g_01035
OG0000406	Pran.g_01742	Prav.g_01037
OG0000407	Pran.g_01741	Prav.g_01038
OG0000408	Pran.g_01740	Prav.g_01039
OG0000409	Pran.g_01739	Prav.g_01040
OG0000410	Pran.g_01738	Prav.g_01041
OG0000411	Pran.g_01737	Prav.g_01042
OG0000412	Pran.g_01736	Prav.g_01043
OG0000413	Pran.g_01735	Prav.g_01044
OG0000414	Pran.g_01734	Prav.g_01045
OG0000415	Pran.g_01733	Prav.g_01046
OG0000416	Pran.g_01729	Prav.g_01047
OG0000417	Pran.g_01728	Prav.g_01048
OG0000418	Pran.g_01727	Prav.g_01049
OG0000419	Pran.g_01726	Prav.g_01050
OG0000420	Pran.g_01725	Prav.g_01051
OG0000421	Pran.g_01724	Prav.g_01052
OG0000422	Pran.g_01723	Prav.g_01053
OG0000423	Pran.g_01722	Prav.g_01054
OG0000424	Pran.g_01720	Prav.g_01056
OG0000425	Pran.g_01717	Prav.g_01059
OG0000426	Pran.g_01716	Prav.g_01060
OG0000427	Pran.g_01715	Prav.g_01061
OG0000428	Pran.g_01714	Prav.g_01062
OG0000429	Pran.g_01713	Prav.g_01063
OG0000430	Pran.g_01707	Prav.g_01069
OG0000431	Pran.g_01705	Prav.g_01071
OG0000432	Pran.g_01704	Prav.g_01072
OG0000433	Pran.g_01701	Prav.g_01075
OG0000434	Pran.g_01700	Prav.g_01076
OG0000435	Pran.g_01699	Prav.g_01077
OG0000436	Pran.g_01697	Prav.g_01079
OG0000437	Pran.g_01695	Prav.g_01081
OG0000438	Pran.g_01694	Prav.g_01082
OG0000439	Pran.g_01693	Prav.g_01083
OG0000440	Pran.g_01691	Prav.g_01085
OG0000441	Pran.g_01690	Prav.g_01086
OG0000442	Pran.g_01689	Prav.g_01087
OG0000443	Pran.g_01688	Prav.g_01088
OG0000444	Pran.g_01687	Prav.g_01089
OG0000445	Pran.g_01686	Prav.g_01090
OG0000446	Pran.g_01685	Prav.g_01091
OG0000447	Pran.g_01684	Prav.g_01092
OG0000448	Pran.g_01683	Prav.g_01093
OG0000449	Pran.g_01678	Prav.g_01098
OG0000450	Pran.g_01677	Prav.g_01099
OG0000451	Pran.g_01676	Prav.g_01100
OG0000452	Pran.g_01675	Prav.g_01101
OG0000453	Pran.g_01673	Prav.g_01103
OG0000454	Pran.g_01672	Prav.g_01104
OG0000455	Pran.g_01671	Prav.g_01105
OG0000456	Pran.g_01670	Prav.g_01106
OG0000457	Pran.g_01668	Prav.g_01108
OG0000458	Pran.g_01666	Prav.g_01110
OG0000459	Pran.g_01665	Prav.g_01111
OG0000460	Pran.g_01663	Prav.g_01113
OG0000461	Pran.g_01662	Prav.g_01114
OG0000462	Pran.g_01661	Prav.g_01115
OG0000463	Pran.g_01660	Prav.g_01116
OG0000464	Pran.g_01655	Prav.g_01121
OG0000465	Pran.g_01653	Prav.g_01123
OG0000466	Pran.g_01652	Prav.g_01124
OG0000467	Pran.g_01651	Prav.g_01125
OG0000468	Pran.g_01650	Prav.g_01126
OG0000469	Pran.g_01649	Prav.g_01127
OG0000470	Pran.g_01648	Prav.g_01128
OG0000471	Pran.g_01647	Prav.g_01129
OG0000472	Pran.g_01644	Prav.g_01132
OG0000473	Pran.g_01643	Prav.g_01133
OG0000474	Pran.g_01642	Prav.g_01134
OG0000475	Pran.g_01641	Prav.g_01135
OG0000476	Pran.g_01640	Prav.g_01136
OG0000477	Pran.g_01638	Prav.g_01138
OG0000478	Pran.g_01637	Prav.g_01139
OG0000479	Pran.g_01636	Prav.g_01140
OG0000480	Pran.g_01634	Prav.g_01142
OG0000481	Pran.g_01633	Prav.g_01143
OG0000482	Pran.g_01632	Prav.g_01144
OG0000483	Pran.g_01631	Prav.g_01145
OG0000484	Pran.g_01630	Prav.g_01146
OG0000485	Pran.g_01629	Prav.g_01147
OG0000486	Pran.g_01628	Prav.g_01148
OG0000487	Pran.g_01627	Prav.g_01149
OG0000488	Pran.g_01625	Prav.g_01151
OG0000489	Pran.g_01624	Prav.g_01152
OG0000490	Pran.g_01623	Prav.g_01153
OG0000491	Pran.g_01622	Prav.g_01154
OG0000492	Pran.g_01621	Prav.g_01155
OG0000493	Pran.g_01620	Prav.g_01156
OG0000494	Pran.g_01618	Prav.g_01158
OG0000495	Pran.g_01617	Prav.g_01159
OG0000496	Pran.g_01616	Prav.g_01160
OG0000497	Pran.g_01614	Prav.g_01161
OG0000498	Pran.g_01613	Prav.g_01162
OG0000499	Pran.g_01611	Prav.g_01164
OG0000500	Pran.g_01610	Prav.g_01165
OG0000501	Pran.g_01608	Prav.g_01167
OG0000502	Pran.g_01607	Prav.g_01168
OG0000503	Pran.g_01606	Prav.g_01169
OG0000504	Pran.g_01605	Prav.g_01170
OG0000505	Pran.g_01604	Prav.g_01171
OG0000506	Pran.g_01603	Prav.g_01172
OG0000507	Pran.g_01602	Prav.g_01173
OG0000508	Pran.g_01600	Prav.g_01175
OG0000509	Pran.g_01599	Prav.g_01176
OG0000510	Pran.g_01598	Prav.g_01177
OG0000511	Pran.g_01597	Prav.g_01178
OG0000512	Pran.g_01596	Prav.g_01179
OG0000513	Pran.g_01595	Prav.g_01180
OG0000514	Pran.g_01594	Prav.g_01181
OG0000515	Pran.g_01592	Prav.g_01183
OG0000516	Pran.g_01591	Prav.g_01184
OG0000517	Pran.g_01590	Prav.g_01185
OG0000518	Pran.g_01587	Prav.g_01187
OG0000519	Pran.g_01586	Prav.g_01188
OG0000520	Pran.g_01585	Prav.g_01189
OG0000521	Pran.g_01584	Prav.g_01190
OG0000522	Pran.g_01583	Prav.g_01191
OG0000523	Pran.g_01582	Prav.g_01192
OG0000524	Pran.g_01581	Prav.g_01193
OG0000525	Pran.g_01579	Prav.g_01195
OG0000526	Pran.g_01578	Prav.g_01196
OG0000527	Pran.g_01577	Prav.g_01197
OG0000528	Pran.g_01576	Prav.g_01198
OG0000529	Pran.g_01575	Prav.g_01199
OG0000530	Pran.g_01574	Prav.g_01200
OG0000531	Pran.g_01573	Prav.g_01201
OG0000532	Pran.g_01572	Prav.g_01202
OG0000533	Pran.g_01571	Prav.g_01203
OG0000534	Pran.g_01570	Prav.g_01204
OG0000535	Pran.g_01569	Prav.g_01205
OG0000536	Pran.g_01568	Prav.g_01206
OG0000537	Pran.g_01567	Prav.g_01207
OG0000538	Pran.g_01566	Prav.g_01208
OG0000539	Pran.g_01565	Prav.g_01209
OG0000540	Pran.g_01564	Prav.g_01210
OG0000541	Pran.g_01563	Prav.g_01211
OG0000542	Pran.g_01562	Prav.g_01212
OG0000543	Pran.g_01561	Prav.g_01213
OG0000544	Pran.g_01560	Prav.g_01214
OG0000545	Pran.g_01557	Prav.g_01219
OG0000546	Pran.g_01556	Prav.g_01220
OG0000547	Pran.g_01554	Prav.g_01222
OG0000548	Pran.g_01553	Prav.g_01223
OG0000549	Pran.g_01552	Prav.g_01224
OG0000550	Pran.g_01551	Prav.g_01225
OG0000551	Pran.g_01550	Prav.g_01226
OG0000552	Pran.g_01549	Prav.g_01227
OG0000553	Pran.g_01548	Prav.g_01228
OG0000554	Pran.g_01547	Prav.g_01229
OG0000555	Pran.g_01546	Prav.g_01230
OG0000556	Pran.g_01545	Prav.g_01231
OG0000557	Pran.g_01544	Prav.g_01232
OG0000558	Pran.g_01543	Prav.g_01233
OG0000559	Pran.g_01542	Prav.g_01234
OG0000560	Pran.g_01540	Prav.g_01236
OG0000561	Pran.g_01539	Prav.g_01237
OG0000562	Pran.g_01538	Prav.g_01238
OG0000563	Pran.g_01537	Prav.g_01239
OG0000564	Pran.g_01536	Prav.g_01240
OG0000565	Pran.g_01535	Prav.g_01241
OG0000566	Pran.g_01534	Prav.g_01242
OG0000567	Pran.g_01533	Prav.g_01243
OG0000568	Pran.g_01532	Prav.g_01244
OG0000569	Pran.g_01531	Prav.g_01245
OG0000570	Pran.g_01530	Prav.g_01246
OG0000571	Pran.g_01529	Prav.g_01247
OG0000572	Pran.g_01528	Prav.g_01248
OG0000573	Pran.g_01525	Prav.g_01251
OG0000574	Pran.g_01524	Prav.g_01252
