Orthogroup	Pran	Prab
OG0000035	Pran.g_00145	Prab.g_01134
OG0000036	Pran.g_01593	Prab.g_00589
OG0000037	Pran.g_01555	Prab.g_00627
OG0000038	Pran.g_01401	Prab.g_00782
OG0000039	Pran.g_00266	Prab.g_00157
OG0000040	Pran.g_01834	Prab.g_00348
OG0000041	Pran.g_01758	Prab.g_00425
OG0000041	Pran.g_01778	Prab.g_00405
OG0000042	Pran.g_01460	Prab.g_00723
OG0000043	Pran.g_01358	Prab.g_00825
OG0000044	Pran.g_00060	Prab.g_01219
OG0000045	Pran.g_00807	Prab.g_01393
OG0000046	Pran.g_00963	Prab.g_01662
OG0000047	Pran.g_01160	Prab.g_01857
OG0000048	Pran.g_01167	Prab.g_01864
OG0000050	Pran.g_00393	Prab.g_00031
OG0000050	Pran.g_00930	Prab.g_01629
OG0000051	Pran.g_00275	Prab.g_00148
OG0000052	Pran.g_01824	Prab.g_00359
OG0000053	Pran.g_01639	Prab.g_00543
OG0000054	Pran.g_01408	Prab.g_00775
OG0000054	Pran.g_01379	Prab.g_00803
OG0000055	Pran.g_01321	Prab.g_00862
OG0000056	Pran.g_00935	Prab.g_01634
OG0000056	Pran.g_00108	Prab.g_01171
OG0000057	Pran.g_00195	Prab.g_00228
OG0000058	Pran.g_01703	Prab.g_00479
OG0000059	Pran.g_01480	Prab.g_00703
OG0000060	Pran.g_00905	Prab.g_01297
OG0000061	Pran.g_00095	Prab.g_01184
OG0000061	Pran.g_00507	Prab.g_00990
OG0000062	Pran.g_00093	Prab.g_01186
OG0000063	Pran.g_01466	Prab.g_00717
OG0000064	Pran.g_00519	Prab.g_00978
OG0000064	Pran.g_00928	Prab.g_01627
OG0000064	Pran.g_01463	Prab.g_00720
OG0000064	Pran.g_01783	Prab.g_00400
OG0000065	Pran.g_00938	Prab.g_01637
OG0000065	Pran.g_00876	Prab.g_01326
OG0000066	Pran.g_00752	Prab.g_01447
OG0000067	Pran.g_01384	Prab.g_00799
OG0000068	Pran.g_01105	Prab.g_01802
OG0000071	Pran.g_01268	Prab.g_00011
OG0000072	Pran.g_01872	Prab.g_00310
OG0000073	Pran.g_01509	Prab.g_00674
OG0000074	Pran.g_01487	Prab.g_00696
OG0000075	Pran.g_01336	Prab.g_00847
OG0000076	Pran.g_00568	Prab.g_00929
OG0000076	Pran.g_00903	Prab.g_01299
OG0000078	Pran.g_00806	Prab.g_01394
OG0000079	Pran.g_00655	Prab.g_01544
OG0000080	Pran.g_00575	Prab.g_00922
OG0000080	Pran.g_00912	Prab.g_01290
OG0000081	Pran.g_01135	Prab.g_01832
OG0000082	Pran.g_01222	Prab.g_01920
OG0000083	Pran.g_01260	Prab.g_00003
OG0000084	Pran.g_01263	Prab.g_00006
OG0000085	Pran.g_00401	Prab.g_00023
OG0000086	Pran.g_00386	Prab.g_00038
OG0000087	Pran.g_00376	Prab.g_00048
OG0000088	Pran.g_00320	Prab.g_00104
OG0000089	Pran.g_00312	Prab.g_00112
OG0000090	Pran.g_00295	Prab.g_00129
OG0000091	Pran.g_00263	Prab.g_00160
OG0000092	Pran.g_00262	Prab.g_00161
OG0000093	Pran.g_00248	Prab.g_00175
OG0000094	Pran.g_00230	Prab.g_00193
OG0000095	Pran.g_00225	Prab.g_00198
OG0000096	Pran.g_01941	Prab.g_00241
OG0000097	Pran.g_01920	Prab.g_00262
OG0000098	Pran.g_01910	Prab.g_00272
OG0000099	Pran.g_01900	Prab.g_00282
OG0000100	Pran.g_01897	Prab.g_00285
OG0000101	Pran.g_01838	Prab.g_00344
OG0000102	Pran.g_01812	Prab.g_00371
OG0000103	Pran.g_01702	Prab.g_00480
OG0000104	Pran.g_01698	Prab.g_00484
OG0000105	Pran.g_01679	Prab.g_00503
OG0000106	Pran.g_01646	Prab.g_00536
OG0000107	Pran.g_01645	Prab.g_00537
OG0000108	Pran.g_01635	Prab.g_00547
OG0000109	Pran.g_01626	Prab.g_00556
OG0000110	Pran.g_01609	Prab.g_00573
OG0000111	Pran.g_01527	Prab.g_00656
OG0000112	Pran.g_01526	Prab.g_00657
OG0000113	Pran.g_01438	Prab.g_00745
OG0000114	Pran.g_01345	Prab.g_00838
OG0000115	Pran.g_00487	Prab.g_01010
OG0000116	Pran.g_00491	Prab.g_01006
OG0000117	Pran.g_00565	Prab.g_00932
OG0000118	Pran.g_00135	Prab.g_01144
OG0000119	Pran.g_00090	Prab.g_01189
OG0000120	Pran.g_00054	Prab.g_01225
OG0000121	Pran.g_00035	Prab.g_01244
OG0000122	Pran.g_00016	Prab.g_01263
OG0000123	Pran.g_00003	Prab.g_01276
OG0000124	Pran.g_00918	Prab.g_01284
OG0000125	Pran.g_00864	Prab.g_01338
OG0000126	Pran.g_00841	Prab.g_01360
OG0000127	Pran.g_00746	Prab.g_01453
OG0000128	Pran.g_00732	Prab.g_01467
OG0000129	Pran.g_00696	Prab.g_01503
OG0000130	Pran.g_00968	Prab.g_01667
OG0000131	Pran.g_01006	Prab.g_01705
OG0000132	Pran.g_01009	Prab.g_01708
OG0000133	Pran.g_01063	Prab.g_01761
OG0000134	Pran.g_01100	Prab.g_01797
OG0000135	Pran.g_01102	Prab.g_01799
OG0000136	Pran.g_01145	Prab.g_01842
OG0000137	Pran.g_01177	Prab.g_01874
OG0000138	Pran.g_01212	Prab.g_01910
OG0000139	Pran.g_01239	Prab.g_01937
OG0000140	Pran.g_01258	Prab.g_00001
OG0000141	Pran.g_01259	Prab.g_00002
OG0000142	Pran.g_01261	Prab.g_00004
OG0000143	Pran.g_01262	Prab.g_00005
OG0000144	Pran.g_01264	Prab.g_00007
OG0000145	Pran.g_01265	Prab.g_00008
OG0000146	Pran.g_01266	Prab.g_00009
OG0000147	Pran.g_01267	Prab.g_00010
OG0000148	Pran.g_01269	Prab.g_00012
OG0000149	Pran.g_00410	Prab.g_00014
OG0000150	Pran.g_00409	Prab.g_00015
OG0000151	Pran.g_00408	Prab.g_00016
OG0000152	Pran.g_00407	Prab.g_00017
OG0000153	Pran.g_00406	Prab.g_00018
OG0000154	Pran.g_00405	Prab.g_00019
OG0000155	Pran.g_00404	Prab.g_00020
OG0000156	Pran.g_00403	Prab.g_00021
OG0000157	Pran.g_00402	Prab.g_00022
OG0000158	Pran.g_00400	Prab.g_00024
OG0000159	Pran.g_00399	Prab.g_00025
OG0000160	Pran.g_00398	Prab.g_00026
OG0000161	Pran.g_00397	Prab.g_00027
OG0000162	Pran.g_00396	Prab.g_00028
OG0000163	Pran.g_00395	Prab.g_00029
OG0000164	Pran.g_00392	Prab.g_00032
OG0000165	Pran.g_00389	Prab.g_00035
OG0000166	Pran.g_00388	Prab.g_00036
OG0000167	Pran.g_00387	Prab.g_00037
OG0000168	Pran.g_00385	Prab.g_00039
OG0000169	Pran.g_00383	Prab.g_00041
OG0000170	Pran.g_00382	Prab.g_00042
OG0000171	Pran.g_00381	Prab.g_00043
OG0000172	Pran.g_00380	Prab.g_00044
OG0000173	Pran.g_00379	Prab.g_00045
OG0000174	Pran.g_00378	Prab.g_00046
OG0000175	Pran.g_00377	Prab.g_00047
OG0000176	Pran.g_00375	Prab.g_00049
OG0000177	Pran.g_00374	Prab.g_00050
OG0000178	Pran.g_00373	Prab.g_00051
OG0000179	Pran.g_00368	Prab.g_00056
OG0000180	Pran.g_00367	Prab.g_00057
OG0000181	Pran.g_00366	Prab.g_00058
OG0000182	Pran.g_00363	Prab.g_00061
OG0000183	Pran.g_00362	Prab.g_00062
OG0000184	Pran.g_00359	Prab.g_00065
OG0000185	Pran.g_00355	Prab.g_00069
OG0000186	Pran.g_00354	Prab.g_00070
OG0000187	Pran.g_00353	Prab.g_00071
OG0000188	Pran.g_00352	Prab.g_00072
OG0000189	Pran.g_00351	Prab.g_00073
OG0000190	Pran.g_00350	Prab.g_00074
OG0000191	Pran.g_00349	Prab.g_00075
OG0000192	Pran.g_00348	Prab.g_00076
OG0000193	Pran.g_00347	Prab.g_00077
OG0000194	Pran.g_00346	Prab.g_00078
OG0000195	Pran.g_00344	Prab.g_00080
OG0000196	Pran.g_00343	Prab.g_00081
OG0000197	Pran.g_00342	Prab.g_00082
OG0000198	Pran.g_00341	Prab.g_00083
OG0000199	Pran.g_00339	Prab.g_00085
OG0000200	Pran.g_00338	Prab.g_00086
OG0000201	Pran.g_00337	Prab.g_00087
OG0000202	Pran.g_00336	Prab.g_00088
OG0000203	Pran.g_00335	Prab.g_00089
OG0000204	Pran.g_00334	Prab.g_00090
OG0000205	Pran.g_00333	Prab.g_00091
OG0000206	Pran.g_00332	Prab.g_00092
OG0000207	Pran.g_00331	Prab.g_00093
OG0000208	Pran.g_00330	Prab.g_00094
OG0000209	Pran.g_00329	Prab.g_00095
OG0000210	Pran.g_00327	Prab.g_00097
OG0000211	Pran.g_00326	Prab.g_00098
OG0000212	Pran.g_00325	Prab.g_00099
OG0000213	Pran.g_00324	Prab.g_00100
OG0000214	Pran.g_00322	Prab.g_00102
OG0000215	Pran.g_00321	Prab.g_00103
OG0000216	Pran.g_00319	Prab.g_00105
OG0000217	Pran.g_00318	Prab.g_00106
OG0000218	Pran.g_00317	Prab.g_00107
OG0000219	Pran.g_00316	Prab.g_00108
OG0000220	Pran.g_00313	Prab.g_00111
OG0000221	Pran.g_00311	Prab.g_00113
OG0000222	Pran.g_00310	Prab.g_00114
OG0000223	Pran.g_00309	Prab.g_00115
OG0000224	Pran.g_00307	Prab.g_00117
OG0000225	Pran.g_00305	Prab.g_00119
OG0000226	Pran.g_00304	Prab.g_00120
OG0000227	Pran.g_00303	Prab.g_00121
OG0000228	Pran.g_00302	Prab.g_00122
OG0000229	Pran.g_00301	Prab.g_00123
OG0000230	Pran.g_00300	Prab.g_00124
OG0000231	Pran.g_00298	Prab.g_00126
OG0000232	Pran.g_00297	Prab.g_00127
OG0000233	Pran.g_00294	Prab.g_00130
OG0000234	Pran.g_00292	Prab.g_00132
OG0000235	Pran.g_00288	Prab.g_00136
OG0000236	Pran.g_00287	Prab.g_00137
OG0000237	Pran.g_00286	Prab.g_00138
OG0000238	Pran.g_00285	Prab.g_00139
OG0000239	Pran.g_00283	Prab.g_00140
OG0000240	Pran.g_00281	Prab.g_00142
OG0000241	Pran.g_00280	Prab.g_00143
OG0000242	Pran.g_00279	Prab.g_00144
OG0000243	Pran.g_00278	Prab.g_00145
OG0000244	Pran.g_00277	Prab.g_00146
OG0000245	Pran.g_00276	Prab.g_00147
OG0000246	Pran.g_00274	Prab.g_00149
OG0000247	Pran.g_00273	Prab.g_00150
OG0000248	Pran.g_00272	Prab.g_00151
OG0000249	Pran.g_00271	Prab.g_00152
OG0000250	Pran.g_00270	Prab.g_00153
OG0000251	Pran.g_00269	Prab.g_00154
OG0000252	Pran.g_00268	Prab.g_00155
OG0000253	Pran.g_00267	Prab.g_00156
OG0000254	Pran.g_00265	Prab.g_00158
OG0000255	Pran.g_00264	Prab.g_00159
OG0000256	Pran.g_00261	Prab.g_00162
OG0000257	Pran.g_00259	Prab.g_00164
OG0000258	Pran.g_00258	Prab.g_00165
OG0000259	Pran.g_00257	Prab.g_00166
OG0000260	Pran.g_00256	Prab.g_00167
OG0000261	Pran.g_00255	Prab.g_00168
OG0000262	Pran.g_00254	Prab.g_00169
OG0000263	Pran.g_00253	Prab.g_00170
OG0000264	Pran.g_00251	Prab.g_00172
OG0000265	Pran.g_00250	Prab.g_00173
OG0000266	Pran.g_00249	Prab.g_00174
OG0000267	Pran.g_00247	Prab.g_00176
OG0000268	Pran.g_00246	Prab.g_00177
OG0000269	Pran.g_00245	Prab.g_00178
OG0000270	Pran.g_00244	Prab.g_00179
OG0000271	Pran.g_00243	Prab.g_00180
OG0000272	Pran.g_00242	Prab.g_00181
OG0000273	Pran.g_00241	Prab.g_00182
OG0000274	Pran.g_00240	Prab.g_00183
OG0000275	Pran.g_00239	Prab.g_00184
OG0000276	Pran.g_00238	Prab.g_00185
OG0000277	Pran.g_00237	Prab.g_00186
OG0000278	Pran.g_00236	Prab.g_00187
OG0000279	Pran.g_00235	Prab.g_00188
OG0000280	Pran.g_00234	Prab.g_00189
OG0000281	Pran.g_00232	Prab.g_00191
OG0000282	Pran.g_00231	Prab.g_00192
OG0000283	Pran.g_00228	Prab.g_00195
OG0000284	Pran.g_00227	Prab.g_00196
OG0000285	Pran.g_00226	Prab.g_00197
OG0000286	Pran.g_00224	Prab.g_00199
OG0000287	Pran.g_00223	Prab.g_00200
OG0000288	Pran.g_00222	Prab.g_00201
OG0000289	Pran.g_00221	Prab.g_00202
OG0000290	Pran.g_00220	Prab.g_00203
OG0000291	Pran.g_00219	Prab.g_00204
OG0000292	Pran.g_00218	Prab.g_00205
OG0000293	Pran.g_00217	Prab.g_00206
OG0000294	Pran.g_00216	Prab.g_00207
OG0000295	Pran.g_00215	Prab.g_00208
OG0000296	Pran.g_00214	Prab.g_00209
OG0000297	Pran.g_00213	Prab.g_00210
OG0000298	Pran.g_00212	Prab.g_00211
OG0000299	Pran.g_00211	Prab.g_00212
OG0000300	Pran.g_00210	Prab.g_00213
OG0000301	Pran.g_00209	Prab.g_00214
OG0000302	Pran.g_00208	Prab.g_00215
OG0000303	Pran.g_00207	Prab.g_00216
OG0000304	Pran.g_00206	Prab.g_00217
OG0000305	Pran.g_00205	Prab.g_00218
OG0000306	Pran.g_00204	Prab.g_00219
OG0000307	Pran.g_00203	Prab.g_00220
OG0000308	Pran.g_00202	Prab.g_00221
OG0000309	Pran.g_00201	Prab.g_00222
OG0000310	Pran.g_00200	Prab.g_00223
OG0000311	Pran.g_00199	Prab.g_00224
OG0000312	Pran.g_00197	Prab.g_00226
OG0000313	Pran.g_00196	Prab.g_00227
OG0000314	Pran.g_00194	Prab.g_00229
OG0000315	Pran.g_00193	Prab.g_00230
OG0000316	Pran.g_01950	Prab.g_00232
OG0000317	Pran.g_01948	Prab.g_00234
OG0000318	Pran.g_01947	Prab.g_00235
OG0000319	Pran.g_01946	Prab.g_00236
OG0000320	Pran.g_01945	Prab.g_00237
OG0000321	Pran.g_01942	Prab.g_00240
OG0000322	Pran.g_01939	Prab.g_00243
OG0000323	Pran.g_01938	Prab.g_00244
OG0000324	Pran.g_01935	Prab.g_00247
OG0000325	Pran.g_01934	Prab.g_00248
OG0000326	Pran.g_01933	Prab.g_00249
OG0000327	Pran.g_01931	Prab.g_00251
OG0000328	Pran.g_01930	Prab.g_00252
OG0000329	Pran.g_01929	Prab.g_00253
OG0000330	Pran.g_01928	Prab.g_00254
OG0000331	Pran.g_01927	Prab.g_00255
OG0000332	Pran.g_01926	Prab.g_00256
OG0000333	Pran.g_01925	Prab.g_00257
OG0000334	Pran.g_01924	Prab.g_00258
OG0000335	Pran.g_01923	Prab.g_00259
OG0000336	Pran.g_01922	Prab.g_00260
OG0000337	Pran.g_01919	Prab.g_00263
OG0000338	Pran.g_01918	Prab.g_00264
OG0000339	Pran.g_01917	Prab.g_00265
OG0000340	Pran.g_01916	Prab.g_00266
OG0000341	Pran.g_01912	Prab.g_00270
OG0000342	Pran.g_01911	Prab.g_00271
OG0000343	Pran.g_01909	Prab.g_00273
OG0000344	Pran.g_01908	Prab.g_00274
OG0000345	Pran.g_01907	Prab.g_00275
OG0000346	Pran.g_01906	Prab.g_00276
OG0000347	Pran.g_01905	Prab.g_00277
OG0000348	Pran.g_01904	Prab.g_00278
OG0000349	Pran.g_01903	Prab.g_00279
OG0000350	Pran.g_01902	Prab.g_00280
OG0000351	Pran.g_01899	Prab.g_00283
OG0000352	Pran.g_01896	Prab.g_00286
OG0000353	Pran.g_01895	Prab.g_00287
OG0000354	Pran.g_01894	Prab.g_00288
OG0000355	Pran.g_01893	Prab.g_00289
OG0000356	Pran.g_01892	Prab.g_00290
OG0000357	Pran.g_01891	Prab.g_00291
OG0000358	Pran.g_01890	Prab.g_00292
OG0000359	Pran.g_01889	Prab.g_00293
OG0000360	Pran.g_01886	Prab.g_00296
OG0000361	Pran.g_01885	Prab.g_00297
OG0000362	Pran.g_01884	Prab.g_00298
OG0000363	Pran.g_01883	Prab.g_00299
OG0000364	Pran.g_01882	Prab.g_00300
OG0000365	Pran.g_01881	Prab.g_00301
OG0000366	Pran.g_01880	Prab.g_00302
OG0000367	Pran.g_01879	Prab.g_00303
OG0000368	Pran.g_01878	Prab.g_00304
OG0000369	Pran.g_01877	Prab.g_00305
OG0000370	Pran.g_01876	Prab.g_00306
OG0000371	Pran.g_01875	Prab.g_00307
OG0000372	Pran.g_01873	Prab.g_00309
OG0000373	Pran.g_01871	Prab.g_00311
OG0000374	Pran.g_01870	Prab.g_00312
OG0000375	Pran.g_01869	Prab.g_00313
OG0000376	Pran.g_01867	Prab.g_00315
OG0000377	Pran.g_01866	Prab.g_00316
OG0000378	Pran.g_01865	Prab.g_00317
OG0000379	Pran.g_01860	Prab.g_00322
OG0000380	Pran.g_01859	Prab.g_00323
OG0000381	Pran.g_01858	Prab.g_00324
OG0000382	Pran.g_01857	Prab.g_00325
OG0000383	Pran.g_01854	Prab.g_00328
OG0000384	Pran.g_01853	Prab.g_00329
OG0000385	Pran.g_01850	Prab.g_00332
OG0000386	Pran.g_01849	Prab.g_00333
OG0000387	Pran.g_01848	Prab.g_00334
OG0000388	Pran.g_01847	Prab.g_00335
OG0000389	Pran.g_01846	Prab.g_00336
OG0000390	Pran.g_01845	Prab.g_00337
OG0000391	Pran.g_01844	Prab.g_00338
OG0000392	Pran.g_01843	Prab.g_00339
OG0000393	Pran.g_01840	Prab.g_00342
OG0000394	Pran.g_01839	Prab.g_00343
OG0000395	Pran.g_01837	Prab.g_00345
OG0000396	Pran.g_01835	Prab.g_00347
OG0000397	Pran.g_01823	Prab.g_00360
OG0000398	Pran.g_01816	Prab.g_00367
OG0000399	Pran.g_01815	Prab.g_00368
OG0000400	Pran.g_01808	Prab.g_00375
OG0000401	Pran.g_01749	Prab.g_00434
OG0000402	Pran.g_01748	Prab.g_00435
OG0000403	Pran.g_01747	Prab.g_00436
OG0000404	Pran.g_01745	Prab.g_00438
OG0000405	Pran.g_01744	Prab.g_00439
OG0000406	Pran.g_01742	Prab.g_00441
OG0000407	Pran.g_01741	Prab.g_00442
OG0000408	Pran.g_01740	Prab.g_00443
OG0000409	Pran.g_01739	Prab.g_00444
OG0000410	Pran.g_01738	Prab.g_00445
OG0000411	Pran.g_01737	Prab.g_00446
OG0000412	Pran.g_01736	Prab.g_00447
OG0000413	Pran.g_01735	Prab.g_00448
OG0000414	Pran.g_01734	Prab.g_00449
OG0000415	Pran.g_01733	Prab.g_00450
OG0000416	Pran.g_01729	Prab.g_00454
OG0000417	Pran.g_01728	Prab.g_00455
OG0000418	Pran.g_01727	Prab.g_00456
OG0000419	Pran.g_01726	Prab.g_00457
OG0000420	Pran.g_01725	Prab.g_00458
OG0000421	Pran.g_01724	Prab.g_00459
OG0000422	Pran.g_01723	Prab.g_00460
OG0000423	Pran.g_01722	Prab.g_00461
OG0000424	Pran.g_01720	Prab.g_00463
OG0000425	Pran.g_01717	Prab.g_00466
OG0000426	Pran.g_01716	Prab.g_00467
OG0000427	Pran.g_01715	Prab.g_00468
OG0000428	Pran.g_01714	Prab.g_00469
OG0000429	Pran.g_01713	Prab.g_00470
OG0000430	Pran.g_01707	Prab.g_00475
OG0000431	Pran.g_01705	Prab.g_00477
OG0000432	Pran.g_01704	Prab.g_00478
OG0000433	Pran.g_01701	Prab.g_00481
OG0000434	Pran.g_01700	Prab.g_00482
OG0000435	Pran.g_01699	Prab.g_00483
OG0000436	Pran.g_01697	Prab.g_00485
OG0000437	Pran.g_01695	Prab.g_00487
OG0000438	Pran.g_01694	Prab.g_00488
OG0000439	Pran.g_01693	Prab.g_00489
OG0000440	Pran.g_01691	Prab.g_00491
OG0000441	Pran.g_01690	Prab.g_00492
OG0000442	Pran.g_01689	Prab.g_00493
OG0000443	Pran.g_01688	Prab.g_00494
OG0000444	Pran.g_01687	Prab.g_00495
OG0000445	Pran.g_01686	Prab.g_00496
OG0000446	Pran.g_01685	Prab.g_00497
OG0000447	Pran.g_01684	Prab.g_00498
OG0000448	Pran.g_01683	Prab.g_00499
OG0000449	Pran.g_01678	Prab.g_00504
OG0000450	Pran.g_01677	Prab.g_00505
OG0000451	Pran.g_01676	Prab.g_00506
OG0000452	Pran.g_01675	Prab.g_00507
OG0000453	Pran.g_01673	Prab.g_00509
OG0000454	Pran.g_01672	Prab.g_00510
OG0000455	Pran.g_01671	Prab.g_00511
OG0000456	Pran.g_01670	Prab.g_00512
OG0000457	Pran.g_01668	Prab.g_00514
OG0000458	Pran.g_01666	Prab.g_00516
OG0000459	Pran.g_01665	Prab.g_00517
OG0000460	Pran.g_01663	Prab.g_00519
OG0000461	Pran.g_01662	Prab.g_00520
OG0000462	Pran.g_01661	Prab.g_00521
OG0000463	Pran.g_01660	Prab.g_00522
OG0000464	Pran.g_01655	Prab.g_00527
OG0000465	Pran.g_01653	Prab.g_00529
OG0000466	Pran.g_01652	Prab.g_00530
OG0000467	Pran.g_01651	Prab.g_00531
OG0000468	Pran.g_01650	Prab.g_00532
OG0000469	Pran.g_01649	Prab.g_00533
OG0000470	Pran.g_01648	Prab.g_00534
OG0000471	Pran.g_01647	Prab.g_00535
OG0000472	Pran.g_01644	Prab.g_00538
OG0000473	Pran.g_01643	Prab.g_00539
OG0000474	Pran.g_01642	Prab.g_00540
OG0000475	Pran.g_01641	Prab.g_00541
OG0000476	Pran.g_01640	Prab.g_00542
OG0000477	Pran.g_01638	Prab.g_00544
OG0000478	Pran.g_01637	Prab.g_00545
OG0000479	Pran.g_01636	Prab.g_00546
OG0000480	Pran.g_01634	Prab.g_00548
OG0000481	Pran.g_01633	Prab.g_00549
OG0000482	Pran.g_01632	Prab.g_00550
OG0000483	Pran.g_01631	Prab.g_00551
OG0000484	Pran.g_01630	Prab.g_00552
OG0000485	Pran.g_01629	Prab.g_00553
OG0000486	Pran.g_01628	Prab.g_00554
OG0000487	Pran.g_01627	Prab.g_00555
OG0000488	Pran.g_01625	Prab.g_00557
OG0000489	Pran.g_01624	Prab.g_00558
OG0000490	Pran.g_01623	Prab.g_00559
OG0000491	Pran.g_01622	Prab.g_00560
OG0000492	Pran.g_01621	Prab.g_00561
OG0000493	Pran.g_01620	Prab.g_00562
OG0000494	Pran.g_01618	Prab.g_00564
OG0000495	Pran.g_01617	Prab.g_00565
OG0000496	Pran.g_01616	Prab.g_00566
OG0000497	Pran.g_01614	Prab.g_00568
OG0000498	Pran.g_01613	Prab.g_00569
OG0000499	Pran.g_01611	Prab.g_00571
OG0000500	Pran.g_01610	Prab.g_00572
OG0000501	Pran.g_01608	Prab.g_00574
OG0000502	Pran.g_01607	Prab.g_00575
OG0000503	Pran.g_01606	Prab.g_00576
OG0000504	Pran.g_01605	Prab.g_00577
OG0000505	Pran.g_01604	Prab.g_00578
OG0000506	Pran.g_01603	Prab.g_00579
OG0000507	Pran.g_01602	Prab.g_00580
OG0000508	Pran.g_01600	Prab.g_00582
OG0000509	Pran.g_01599	Prab.g_00583
OG0000510	Pran.g_01598	Prab.g_00584
OG0000511	Pran.g_01597	Prab.g_00585
OG0000512	Pran.g_01596	Prab.g_00586
OG0000513	Pran.g_01595	Prab.g_00587
OG0000514	Pran.g_01594	Prab.g_00588
OG0000515	Pran.g_01592	Prab.g_00590
OG0000516	Pran.g_01591	Prab.g_00591
OG0000517	Pran.g_01590	Prab.g_00592
OG0000518	Pran.g_01587	Prab.g_00595
OG0000519	Pran.g_01586	Prab.g_00596
OG0000520	Pran.g_01585	Prab.g_00597
OG0000521	Pran.g_01584	Prab.g_00598
OG0000522	Pran.g_01583	Prab.g_00599
OG0000523	Pran.g_01582	Prab.g_00600
OG0000524	Pran.g_01581	Prab.g_00601
OG0000525	Pran.g_01579	Prab.g_00603
OG0000526	Pran.g_01578	Prab.g_00604
OG0000527	Pran.g_01577	Prab.g_00605
OG0000528	Pran.g_01576	Prab.g_00606
OG0000529	Pran.g_01575	Prab.g_00607
OG0000530	Pran.g_01574	Prab.g_00608
OG0000531	Pran.g_01573	Prab.g_00609
OG0000532	Pran.g_01572	Prab.g_00610
OG0000533	Pran.g_01571	Prab.g_00611
OG0000534	Pran.g_01570	Prab.g_00612
OG0000535	Pran.g_01569	Prab.g_00613
OG0000536	Pran.g_01568	Prab.g_00614
OG0000537	Pran.g_01567	Prab.g_00615
OG0000538	Pran.g_01566	Prab.g_00616
OG0000539	Pran.g_01565	Prab.g_00617
OG0000540	Pran.g_01564	Prab.g_00618
OG0000541	Pran.g_01563	Prab.g_00619
OG0000542	Pran.g_01562	Prab.g_00620
OG0000543	Pran.g_01561	Prab.g_00621
OG0000544	Pran.g_01560	Prab.g_00622
OG0000545	Pran.g_01557	Prab.g_00625
OG0000546	Pran.g_01556	Prab.g_00626
OG0000547	Pran.g_01554	Prab.g_00629
OG0000548	Pran.g_01553	Prab.g_00630
OG0000549	Pran.g_01552	Prab.g_00631
OG0000550	Pran.g_01551	Prab.g_00632
