Orthogroup	Pran	Prao
OG0000035	Pran.g_00145	Prao.g_01015
OG0000036	Pran.g_01593	Prao.g_00024
OG0000037	Pran.g_01555	Prao.g_00062
OG0000038	Pran.g_01401	Prao.g_00699
OG0000039	Pran.g_00266	Prao.g_00304
OG0000040	Pran.g_01834	Prao.g_00494
OG0000042	Pran.g_01460	Prao.g_00648
OG0000043	Pran.g_01358	Prao.g_00725
OG0000045	Pran.g_00807	Prao.g_01191
OG0000046	Pran.g_00963	Prao.g_01545
OG0000047	Pran.g_01160	Prao.g_01743
OG0000048	Pran.g_01167	Prao.g_01750
OG0000051	Pran.g_00275	Prao.g_00295
OG0000052	Pran.g_01824	Prao.g_00505
OG0000054	Pran.g_01408, Pran.g_01379	Prao.g_00693
OG0000055	Pran.g_01321	Prao.g_00763
OG0000056	Pran.g_00935, Pran.g_00108	Prao.g_01135
OG0000057	Pran.g_00195	Prao.g_00375, Prao.g_01537
OG0000058	Pran.g_01703	Prao.g_00581
OG0000059	Pran.g_01480	Prao.g_00136
OG0000060	Pran.g_00905	Prao.g_00677
OG0000061	Pran.g_00507	Prao.g_00922
OG0000062	Pran.g_00093	Prao.g_01122
OG0000063	Pran.g_01466	Prao.g_01332
OG0000064	Pran.g_01783	Prao.g_01538
OG0000065	Pran.g_00938, Pran.g_00876	Prao.g_01276
OG0000066	Pran.g_00752	Prao.g_01215
OG0000068	Pran.g_01105	Prao.g_01687
OG0000071	Pran.g_01268	Prao.g_00158
OG0000072	Pran.g_01872	Prao.g_00458
OG0000073	Pran.g_01509	Prao.g_00108
OG0000074	Pran.g_01487	Prao.g_00129
OG0000075	Pran.g_01336	Prao.g_00748
OG0000076	Pran.g_00568, Pran.g_00903	Prao.g_00974
OG0000078	Pran.g_00806	Prao.g_01214
OG0000079	Pran.g_00655	Prao.g_01474
OG0000080	Pran.g_00575, Pran.g_00912	Prao.g_01522
OG0000081	Pran.g_01135	Prao.g_01717
OG0000082	Pran.g_01222	Prao.g_01806
OG0000083	Pran.g_01260	Prao.g_01844
OG0000084	Pran.g_01263	Prao.g_01847
OG0000085	Pran.g_00401	Prao.g_00170
OG0000086	Pran.g_00386	Prao.g_00185
OG0000087	Pran.g_00376	Prao.g_00195
OG0000088	Pran.g_00320	Prao.g_00251
OG0000089	Pran.g_00312	Prao.g_00260
OG0000090	Pran.g_00295	Prao.g_00277
OG0000091	Pran.g_00263	Prao.g_00307
OG0000092	Pran.g_00262	Prao.g_00308
OG0000093	Pran.g_00248	Prao.g_00322
OG0000094	Pran.g_00230	Prao.g_00340
OG0000095	Pran.g_00225	Prao.g_00345
OG0000096	Pran.g_01941	Prao.g_00389
OG0000097	Pran.g_01920	Prao.g_01378
OG0000098	Pran.g_01910	Prao.g_00421
OG0000099	Pran.g_01900	Prao.g_00431
OG0000100	Pran.g_01897	Prao.g_00434
OG0000101	Pran.g_01838	Prao.g_00491
OG0000102	Pran.g_01812	Prao.g_00516
OG0000103	Pran.g_01702	Prao.g_00582
OG0000104	Pran.g_01698	Prao.g_00586
OG0000105	Pran.g_01679	Prao.g_00605
OG0000106	Pran.g_01646	Prao.g_01859
OG0000107	Pran.g_01645	Prao.g_01858
OG0000108	Pran.g_01635	Prao.g_01162
OG0000109	Pran.g_01626	Prao.g_01171
OG0000110	Pran.g_01609	Prao.g_01187
OG0000111	Pran.g_01527	Prao.g_00090
OG0000112	Pran.g_01526	Prao.g_00091
OG0000113	Pran.g_01438	Prao.g_00670
OG0000114	Pran.g_01345	Prao.g_00739
OG0000115	Pran.g_00487	Prao.g_00902
OG0000116	Pran.g_00491	Prao.g_00906
OG0000117	Pran.g_00565	Prao.g_00971
OG0000118	Pran.g_00135	Prao.g_01025
OG0000119	Pran.g_00090	Prao.g_01119
OG0000120	Pran.g_00054	Prao.g_01083
OG0000121	Pran.g_00035	Prao.g_01064
OG0000122	Pran.g_00016	Prao.g_01045
OG0000123	Pran.g_00003	Prao.g_01032
OG0000124	Pran.g_00918	Prao.g_00014
OG0000125	Pran.g_00864	Prao.g_01264
OG0000126	Pran.g_00841	Prao.g_01239
OG0000127	Pran.g_00746	Prao.g_01384
OG0000128	Pran.g_00732	Prao.g_01398
OG0000129	Pran.g_00696	Prao.g_01433
OG0000130	Pran.g_00968	Prao.g_01550
OG0000131	Pran.g_01006	Prao.g_01588
OG0000132	Pran.g_01009	Prao.g_01591
OG0000133	Pran.g_01063	Prao.g_01646
OG0000134	Pran.g_01100	Prao.g_01682
OG0000135	Pran.g_01102	Prao.g_01684
OG0000136	Pran.g_01145	Prao.g_01728
OG0000137	Pran.g_01177	Prao.g_01760
OG0000138	Pran.g_01212	Prao.g_01796
OG0000139	Pran.g_01239	Prao.g_01823
OG0000140	Pran.g_01258	Prao.g_01842
OG0000141	Pran.g_01259	Prao.g_01843
OG0000142	Pran.g_01261	Prao.g_01845
OG0000143	Pran.g_01262	Prao.g_01846
OG0000144	Pran.g_01264	Prao.g_01848
OG0000145	Pran.g_01265	Prao.g_01849
OG0000146	Pran.g_01266	Prao.g_01850
OG0000147	Pran.g_01267	Prao.g_00157
OG0000148	Pran.g_01269	Prao.g_00159
OG0000149	Pran.g_00410	Prao.g_00161
OG0000150	Pran.g_00409	Prao.g_00162
OG0000151	Pran.g_00408	Prao.g_00163
OG0000152	Pran.g_00407	Prao.g_00164
OG0000153	Pran.g_00406	Prao.g_00165
OG0000154	Pran.g_00405	Prao.g_00166
OG0000155	Pran.g_00404	Prao.g_00167
OG0000156	Pran.g_00403	Prao.g_00168
OG0000157	Pran.g_00402	Prao.g_00169
OG0000158	Pran.g_00400	Prao.g_00171
OG0000159	Pran.g_00399	Prao.g_00172
OG0000160	Pran.g_00398	Prao.g_00173
OG0000161	Pran.g_00397	Prao.g_00174
OG0000162	Pran.g_00396	Prao.g_00175
OG0000163	Pran.g_00395	Prao.g_00176
OG0000164	Pran.g_00392	Prao.g_00178
OG0000165	Pran.g_00389	Prao.g_00181
OG0000166	Pran.g_00388	Prao.g_00182
OG0000167	Pran.g_00387	Prao.g_00183
OG0000168	Pran.g_00385	Prao.g_00186
OG0000169	Pran.g_00383	Prao.g_00188
OG0000170	Pran.g_00382	Prao.g_00189
OG0000171	Pran.g_00381	Prao.g_00190
OG0000172	Pran.g_00380	Prao.g_00191
OG0000173	Pran.g_00379	Prao.g_00192
OG0000174	Pran.g_00378	Prao.g_00193
OG0000175	Pran.g_00377	Prao.g_00194
OG0000176	Pran.g_00375	Prao.g_00196
OG0000177	Pran.g_00374	Prao.g_00197
OG0000178	Pran.g_00373	Prao.g_00198
OG0000179	Pran.g_00368	Prao.g_00203
OG0000180	Pran.g_00367	Prao.g_00204
OG0000181	Pran.g_00366	Prao.g_00205
OG0000182	Pran.g_00363	Prao.g_00208
OG0000183	Pran.g_00362	Prao.g_00209
OG0000184	Pran.g_00359	Prao.g_00212
OG0000185	Pran.g_00355	Prao.g_00216
OG0000186	Pran.g_00354	Prao.g_00217
OG0000187	Pran.g_00353	Prao.g_00218
OG0000188	Pran.g_00352	Prao.g_00219
OG0000189	Pran.g_00351	Prao.g_00220
OG0000190	Pran.g_00350	Prao.g_00221
OG0000191	Pran.g_00349	Prao.g_00222
OG0000192	Pran.g_00348	Prao.g_00223
OG0000193	Pran.g_00347	Prao.g_00224
OG0000194	Pran.g_00346	Prao.g_00225
OG0000195	Pran.g_00344	Prao.g_00227
OG0000196	Pran.g_00343	Prao.g_00228
OG0000197	Pran.g_00342	Prao.g_00229
OG0000198	Pran.g_00341	Prao.g_00230
OG0000199	Pran.g_00339	Prao.g_00233
OG0000200	Pran.g_00338	Prao.g_00234
OG0000201	Pran.g_00337	Prao.g_00235
OG0000202	Pran.g_00336	Prao.g_00236
OG0000203	Pran.g_00335	Prao.g_00237
OG0000204	Pran.g_00334	Prao.g_00238
OG0000205	Pran.g_00333	Prao.g_00239
OG0000206	Pran.g_00332	Prao.g_00240
OG0000207	Pran.g_00331	Prao.g_00241
OG0000208	Pran.g_00330	Prao.g_00242
OG0000209	Pran.g_00329	Prao.g_00243
OG0000210	Pran.g_00327	Prao.g_00244
OG0000211	Pran.g_00326	Prao.g_00245
OG0000212	Pran.g_00325	Prao.g_00246
OG0000213	Pran.g_00324	Prao.g_00247
OG0000214	Pran.g_00322	Prao.g_00249
OG0000215	Pran.g_00321	Prao.g_00250
OG0000216	Pran.g_00319	Prao.g_00252
OG0000217	Pran.g_00318	Prao.g_00254
OG0000218	Pran.g_00317	Prao.g_00255
OG0000219	Pran.g_00316	Prao.g_00256
OG0000220	Pran.g_00313	Prao.g_00259
OG0000221	Pran.g_00311	Prao.g_00261
OG0000222	Pran.g_00310	Prao.g_00262
OG0000223	Pran.g_00309	Prao.g_00263
OG0000224	Pran.g_00307	Prao.g_00266
OG0000225	Pran.g_00305	Prao.g_00268
OG0000226	Pran.g_00304	Prao.g_00269
OG0000227	Pran.g_00303	Prao.g_00270
OG0000228	Pran.g_00302	Prao.g_00271
OG0000229	Pran.g_00301	Prao.g_00272
OG0000230	Pran.g_00300	Prao.g_00273
OG0000231	Pran.g_00298	Prao.g_00274
OG0000232	Pran.g_00297	Prao.g_00275
OG0000233	Pran.g_00294	Prao.g_00278
OG0000234	Pran.g_00292	Prao.g_00280
OG0000235	Pran.g_00288	Prao.g_00283
OG0000236	Pran.g_00287	Prao.g_00284
OG0000237	Pran.g_00286	Prao.g_00285
OG0000238	Pran.g_00285	Prao.g_00286
OG0000239	Pran.g_00283	Prao.g_00287
OG0000240	Pran.g_00281	Prao.g_00289
OG0000241	Pran.g_00280	Prao.g_00290
OG0000242	Pran.g_00279	Prao.g_00291
OG0000243	Pran.g_00278	Prao.g_00292
OG0000244	Pran.g_00277	Prao.g_00293
OG0000245	Pran.g_00276	Prao.g_00294
OG0000246	Pran.g_00274	Prao.g_00296
OG0000247	Pran.g_00273	Prao.g_00297
OG0000248	Pran.g_00272	Prao.g_00298
OG0000249	Pran.g_00271	Prao.g_00299
OG0000250	Pran.g_00270	Prao.g_00300
OG0000251	Pran.g_00269	Prao.g_00301
OG0000252	Pran.g_00268	Prao.g_00302
OG0000253	Pran.g_00267	Prao.g_00303
OG0000254	Pran.g_00265	Prao.g_00305
OG0000255	Pran.g_00264	Prao.g_00306
OG0000256	Pran.g_00261	Prao.g_00309
OG0000257	Pran.g_00259	Prao.g_00311
OG0000258	Pran.g_00258	Prao.g_00312
OG0000259	Pran.g_00257	Prao.g_00313
OG0000260	Pran.g_00256	Prao.g_00314
OG0000261	Pran.g_00255	Prao.g_00315
OG0000262	Pran.g_00254	Prao.g_00316
OG0000263	Pran.g_00253	Prao.g_00317
OG0000264	Pran.g_00251	Prao.g_00319
OG0000265	Pran.g_00250	Prao.g_00320
OG0000266	Pran.g_00249	Prao.g_00321
OG0000267	Pran.g_00247	Prao.g_00323
OG0000268	Pran.g_00246	Prao.g_00324
OG0000269	Pran.g_00245	Prao.g_00325
OG0000270	Pran.g_00244	Prao.g_00326
OG0000271	Pran.g_00243	Prao.g_00327
OG0000272	Pran.g_00242	Prao.g_00328
OG0000273	Pran.g_00241	Prao.g_00329
OG0000274	Pran.g_00240	Prao.g_00330
OG0000275	Pran.g_00239	Prao.g_00331
OG0000276	Pran.g_00238	Prao.g_00332
OG0000277	Pran.g_00237	Prao.g_00333
OG0000278	Pran.g_00236	Prao.g_00334
OG0000279	Pran.g_00235	Prao.g_00335
OG0000280	Pran.g_00234	Prao.g_00336
OG0000281	Pran.g_00232	Prao.g_00338
OG0000282	Pran.g_00231	Prao.g_00339
OG0000283	Pran.g_00228	Prao.g_00342
OG0000284	Pran.g_00227	Prao.g_00343
OG0000285	Pran.g_00226	Prao.g_00344
OG0000286	Pran.g_00224	Prao.g_00346
OG0000287	Pran.g_00223	Prao.g_00347
OG0000288	Pran.g_00222	Prao.g_00348
OG0000289	Pran.g_00221	Prao.g_00349
OG0000290	Pran.g_00220	Prao.g_00350
OG0000291	Pran.g_00219	Prao.g_00351
OG0000292	Pran.g_00218	Prao.g_00352
OG0000293	Pran.g_00217	Prao.g_00353
OG0000294	Pran.g_00216	Prao.g_00354
OG0000295	Pran.g_00215	Prao.g_00355
OG0000296	Pran.g_00214	Prao.g_00356
OG0000297	Pran.g_00213	Prao.g_00357
OG0000298	Pran.g_00212	Prao.g_00358
OG0000299	Pran.g_00211	Prao.g_00359
OG0000300	Pran.g_00210	Prao.g_00360
OG0000301	Pran.g_00209	Prao.g_00361
OG0000302	Pran.g_00208	Prao.g_00362
OG0000303	Pran.g_00207	Prao.g_00363
OG0000304	Pran.g_00206	Prao.g_00364
OG0000305	Pran.g_00205	Prao.g_00365
OG0000306	Pran.g_00204	Prao.g_00366
OG0000307	Pran.g_00203	Prao.g_00367
OG0000308	Pran.g_00202	Prao.g_00368
OG0000309	Pran.g_00201	Prao.g_00369
OG0000310	Pran.g_00200	Prao.g_00370
OG0000311	Pran.g_00199	Prao.g_00371
OG0000312	Pran.g_00197	Prao.g_00373
OG0000313	Pran.g_00196	Prao.g_00374
OG0000314	Pran.g_00194	Prao.g_00377
OG0000315	Pran.g_00193	Prao.g_00378
OG0000316	Pran.g_01950	Prao.g_00380
OG0000317	Pran.g_01948	Prao.g_00382
OG0000318	Pran.g_01947	Prao.g_00383
OG0000319	Pran.g_01946	Prao.g_00384
OG0000320	Pran.g_01945	Prao.g_00385
OG0000321	Pran.g_01942	Prao.g_00388
OG0000322	Pran.g_01939	Prao.g_00391
OG0000323	Pran.g_01938	Prao.g_00392
OG0000324	Pran.g_01935	Prao.g_00395
OG0000325	Pran.g_01934	Prao.g_00397
OG0000326	Pran.g_01933	Prao.g_00398
OG0000327	Pran.g_01931	Prao.g_00400
OG0000328	Pran.g_01930	Prao.g_00401
OG0000329	Pran.g_01929	Prao.g_00402
OG0000330	Pran.g_01928	Prao.g_00403
OG0000331	Pran.g_01927	Prao.g_00404
OG0000332	Pran.g_01926	Prao.g_00405
OG0000333	Pran.g_01925	Prao.g_00406
OG0000334	Pran.g_01924	Prao.g_00407
OG0000335	Pran.g_01923	Prao.g_00408
OG0000336	Pran.g_01922	Prao.g_00409
OG0000337	Pran.g_01919	Prao.g_00412
OG0000338	Pran.g_01918	Prao.g_00413
OG0000339	Pran.g_01917	Prao.g_00414
OG0000340	Pran.g_01916	Prao.g_00415
OG0000341	Pran.g_01912	Prao.g_00419
OG0000342	Pran.g_01911	Prao.g_00420
OG0000343	Pran.g_01909	Prao.g_00422
OG0000344	Pran.g_01908	Prao.g_00423
OG0000345	Pran.g_01907	Prao.g_00424
OG0000346	Pran.g_01906	Prao.g_00425
OG0000347	Pran.g_01905	Prao.g_00426
OG0000348	Pran.g_01904	Prao.g_00427
OG0000349	Pran.g_01903	Prao.g_00428
OG0000350	Pran.g_01902	Prao.g_00429
OG0000351	Pran.g_01899	Prao.g_00432
OG0000352	Pran.g_01896	Prao.g_00435
OG0000353	Pran.g_01895	Prao.g_00436
OG0000354	Pran.g_01894	Prao.g_00437
OG0000355	Pran.g_01893	Prao.g_00438
OG0000356	Pran.g_01892	Prao.g_00439
OG0000357	Pran.g_01891	Prao.g_00440
OG0000358	Pran.g_01890	Prao.g_00441
OG0000359	Pran.g_01889	Prao.g_00442
OG0000360	Pran.g_01886	Prao.g_00444
OG0000361	Pran.g_01885	Prao.g_00445
OG0000362	Pran.g_01884	Prao.g_00446
OG0000363	Pran.g_01883	Prao.g_00447
OG0000364	Pran.g_01882	Prao.g_00448
OG0000365	Pran.g_01881	Prao.g_00449
OG0000366	Pran.g_01880	Prao.g_00450
OG0000367	Pran.g_01879	Prao.g_00451
OG0000368	Pran.g_01878	Prao.g_00452
OG0000369	Pran.g_01877	Prao.g_00453
OG0000370	Pran.g_01876	Prao.g_00454
OG0000371	Pran.g_01875	Prao.g_00455
OG0000372	Pran.g_01873	Prao.g_00457
OG0000373	Pran.g_01871	Prao.g_00459
OG0000374	Pran.g_01870	Prao.g_00460
OG0000375	Pran.g_01869	Prao.g_00461
OG0000376	Pran.g_01867	Prao.g_00463
OG0000377	Pran.g_01866	Prao.g_00464
OG0000378	Pran.g_01865	Prao.g_00465
OG0000379	Pran.g_01860	Prao.g_00470
OG0000380	Pran.g_01859	Prao.g_00471
OG0000381	Pran.g_01858	Prao.g_00472
OG0000382	Pran.g_01857	Prao.g_00474
OG0000383	Pran.g_01854	Prao.g_00476
OG0000384	Pran.g_01853	Prao.g_00477
OG0000385	Pran.g_01850	Prao.g_00479
OG0000386	Pran.g_01849	Prao.g_00480
OG0000387	Pran.g_01848	Prao.g_00481
OG0000388	Pran.g_01847	Prao.g_00482
OG0000389	Pran.g_01846	Prao.g_00483
OG0000390	Pran.g_01845	Prao.g_00484
OG0000391	Pran.g_01844	Prao.g_00485
OG0000392	Pran.g_01843	Prao.g_00486
OG0000393	Pran.g_01840	Prao.g_00489
OG0000394	Pran.g_01839	Prao.g_00490
OG0000395	Pran.g_01837	Prao.g_00492
OG0000396	Pran.g_01835	Prao.g_00493
OG0000397	Pran.g_01823	Prao.g_00506
OG0000398	Pran.g_01816	Prao.g_00513
OG0000399	Pran.g_01815	Prao.g_00514
OG0000400	Pran.g_01808	Prao.g_00518
OG0000401	Pran.g_01749	Prao.g_00535
OG0000402	Pran.g_01748	Prao.g_00536
OG0000403	Pran.g_01747	Prao.g_00537
OG0000404	Pran.g_01745	Prao.g_00539
OG0000405	Pran.g_01744	Prao.g_00540
OG0000406	Pran.g_01742	Prao.g_00542
OG0000407	Pran.g_01741	Prao.g_00543
OG0000408	Pran.g_01740	Prao.g_00544
OG0000409	Pran.g_01739	Prao.g_00545
OG0000410	Pran.g_01738	Prao.g_00546
OG0000411	Pran.g_01737	Prao.g_00547
OG0000412	Pran.g_01736	Prao.g_00548
OG0000413	Pran.g_01735	Prao.g_00549
OG0000414	Pran.g_01734	Prao.g_00550
OG0000415	Pran.g_01733	Prao.g_00551
OG0000416	Pran.g_01729	Prao.g_00552
OG0000417	Pran.g_01728	Prao.g_00553
OG0000418	Pran.g_01727	Prao.g_00554
OG0000419	Pran.g_01726	Prao.g_00555
OG0000420	Pran.g_01725	Prao.g_00556
OG0000421	Pran.g_01724	Prao.g_00557
OG0000422	Pran.g_01723	Prao.g_00559
OG0000423	Pran.g_01722	Prao.g_00560
OG0000424	Pran.g_01720	Prao.g_00564
OG0000425	Pran.g_01717	Prao.g_00567
OG0000426	Pran.g_01716	Prao.g_00568
OG0000427	Pran.g_01715	Prao.g_00569
OG0000428	Pran.g_01714	Prao.g_00570
OG0000429	Pran.g_01713	Prao.g_00571
OG0000430	Pran.g_01707	Prao.g_00577
OG0000431	Pran.g_01705	Prao.g_00579
OG0000432	Pran.g_01704	Prao.g_00580
OG0000433	Pran.g_01701	Prao.g_00583
OG0000434	Pran.g_01700	Prao.g_00584
OG0000435	Pran.g_01699	Prao.g_00585
OG0000436	Pran.g_01697	Prao.g_00587
OG0000437	Pran.g_01695	Prao.g_00589
OG0000438	Pran.g_01694	Prao.g_00590
OG0000439	Pran.g_01693	Prao.g_00591
OG0000440	Pran.g_01691	Prao.g_00593
OG0000441	Pran.g_01690	Prao.g_00594
OG0000442	Pran.g_01689	Prao.g_00595
OG0000443	Pran.g_01688	Prao.g_00596
OG0000444	Pran.g_01687	Prao.g_00597
OG0000445	Pran.g_01686	Prao.g_00598
OG0000446	Pran.g_01685	Prao.g_00599
OG0000447	Pran.g_01684	Prao.g_00600
OG0000448	Pran.g_01683	Prao.g_00601
OG0000449	Pran.g_01678	Prao.g_00606
OG0000450	Pran.g_01677	Prao.g_00607
OG0000451	Pran.g_01676	Prao.g_00608
OG0000452	Pran.g_01675	Prao.g_00609
OG0000453	Pran.g_01673	Prao.g_00611
OG0000454	Pran.g_01672	Prao.g_00612
OG0000455	Pran.g_01671	Prao.g_00613
OG0000456	Pran.g_01670	Prao.g_00614
OG0000457	Pran.g_01668	Prao.g_00616
OG0000458	Pran.g_01666	Prao.g_00618
OG0000459	Pran.g_01665	Prao.g_00619
OG0000460	Pran.g_01663	Prao.g_00621
OG0000461	Pran.g_01662	Prao.g_00622
OG0000462	Pran.g_01661	Prao.g_00623
OG0000463	Pran.g_01660	Prao.g_00624
OG0000464	Pran.g_01655	Prao.g_00629
OG0000465	Pran.g_01653	Prao.g_00631
OG0000466	Pran.g_01652	Prao.g_00632
OG0000467	Pran.g_01651	Prao.g_00633
OG0000468	Pran.g_01650	Prao.g_00634
OG0000469	Pran.g_01649	Prao.g_00635
OG0000470	Pran.g_01648	Prao.g_01861
OG0000471	Pran.g_01647	Prao.g_01860
OG0000472	Pran.g_01644	Prao.g_01857
OG0000473	Pran.g_01643	Prao.g_01856
OG0000474	Pran.g_01642	Prao.g_01855
OG0000475	Pran.g_01641	Prao.g_01854
OG0000476	Pran.g_01640	Prao.g_01853
OG0000477	Pran.g_01638	Prao.g_01159
OG0000478	Pran.g_01637	Prao.g_01160
OG0000479	Pran.g_01636	Prao.g_01161
OG0000480	Pran.g_01634	Prao.g_01163
OG0000481	Pran.g_01633	Prao.g_01164
OG0000482	Pran.g_01632	Prao.g_01165
OG0000483	Pran.g_01631	Prao.g_01166
OG0000484	Pran.g_01630	Prao.g_01167
OG0000485	Pran.g_01629	Prao.g_01168
OG0000486	Pran.g_01628	Prao.g_01169
OG0000487	Pran.g_01627	Prao.g_01170
OG0000488	Pran.g_01625	Prao.g_01172
OG0000489	Pran.g_01624	Prao.g_01173
OG0000490	Pran.g_01623	Prao.g_01174
OG0000491	Pran.g_01622	Prao.g_01175
OG0000492	Pran.g_01621	Prao.g_01176
OG0000493	Pran.g_01620	Prao.g_01177
OG0000494	Pran.g_01618	Prao.g_01179
OG0000495	Pran.g_01617	Prao.g_01180
OG0000496	Pran.g_01616	Prao.g_01181
OG0000497	Pran.g_01614	Prao.g_01182
OG0000498	Pran.g_01613	Prao.g_01183
OG0000499	Pran.g_01611	Prao.g_01185
OG0000500	Pran.g_01610	Prao.g_01186
OG0000501	Pran.g_01608	Prao.g_01862
OG0000502	Pran.g_01607	Prao.g_01863
OG0000503	Pran.g_01606	Prao.g_01864
OG0000504	Pran.g_01605	Prao.g_01865
OG0000505	Pran.g_01604	Prao.g_01866
OG0000506	Pran.g_01603	Prao.g_01867
OG0000507	Pran.g_01602	Prao.g_01868
OG0000508	Pran.g_01600	Prao.g_01870
OG0000509	Pran.g_01599	Prao.g_00018
OG0000510	Pran.g_01598	Prao.g_00019
OG0000511	Pran.g_01597	Prao.g_00020
OG0000512	Pran.g_01596	Prao.g_00021
OG0000513	Pran.g_01595	Prao.g_00022
OG0000514	Pran.g_01594	Prao.g_00023
OG0000515	Pran.g_01592	Prao.g_00025
OG0000516	Pran.g_01591	Prao.g_00026
OG0000517	Pran.g_01590	Prao.g_00027
OG0000518	Pran.g_01587	Prao.g_00029
OG0000519	Pran.g_01586	Prao.g_00030
OG0000520	Pran.g_01585	Prao.g_00031
OG0000521	Pran.g_01584	Prao.g_00032
OG0000522	Pran.g_01583	Prao.g_00033
OG0000523	Pran.g_01582	Prao.g_00034
OG0000524	Pran.g_01581	Prao.g_00035
OG0000525	Pran.g_01579	Prao.g_00037
OG0000526	Pran.g_01578	Prao.g_00038
OG0000527	Pran.g_01577	Prao.g_00039
OG0000528	Pran.g_01576	Prao.g_00040
OG0000529	Pran.g_01575	Prao.g_00041
OG0000530	Pran.g_01574	Prao.g_00042
OG0000531	Pran.g_01573	Prao.g_00043
OG0000532	Pran.g_01572	Prao.g_00044
OG0000533	Pran.g_01571	Prao.g_00045
OG0000534	Pran.g_01570	Prao.g_00046
OG0000535	Pran.g_01569	Prao.g_00047
OG0000536	Pran.g_01568	Prao.g_00048
OG0000537	Pran.g_01567	Prao.g_00049
OG0000538	Pran.g_01566	Prao.g_00050
OG0000539	Pran.g_01565	Prao.g_00051
OG0000540	Pran.g_01564	Prao.g_00052
OG0000541	Pran.g_01563	Prao.g_00053
OG0000542	Pran.g_01562	Prao.g_00054
OG0000543	Pran.g_01561	Prao.g_00055
OG0000544	Pran.g_01560	Prao.g_00056
OG0000545	Pran.g_01557	Prao.g_00060
OG0000546	Pran.g_01556	Prao.g_00061
OG0000547	Pran.g_01554	Prao.g_00063
OG0000548	Pran.g_01553	Prao.g_00064
OG0000549	Pran.g_01552	Prao.g_00065
OG0000550	Pran.g_01551	Prao.g_00066
OG0000551	Pran.g_01550	Prao.g_00067
OG0000552	Pran.g_01549	Prao.g_00068
OG0000553	Pran.g_01548	Prao.g_00069
OG0000554	Pran.g_01547	Prao.g_00070
OG0000555	Pran.g_01546	Prao.g_00071
OG0000556	Pran.g_01545	Prao.g_00072
OG0000557	Pran.g_01544	Prao.g_00073
OG0000558	Pran.g_01543	Prao.g_00074
OG0000559	Pran.g_01542	Prao.g_00075
OG0000560	Pran.g_01540	Prao.g_00077
OG0000561	Pran.g_01539	Prao.g_00078
OG0000562	Pran.g_01538	Prao.g_00079
OG0000563	Pran.g_01537	Prao.g_00080
OG0000564	Pran.g_01536	Prao.g_00081
OG0000565	Pran.g_01535	Prao.g_00082
OG0000566	Pran.g_01534	Prao.g_00083
OG0000567	Pran.g_01533	Prao.g_00084
OG0000568	Pran.g_01532	Prao.g_00085
OG0000569	Pran.g_01531	Prao.g_00086
OG0000570	Pran.g_01530	Prao.g_00087
OG0000571	Pran.g_01529	Prao.g_00088
OG0000572	Pran.g_01528	Prao.g_00089
OG0000573	Pran.g_01525	Prao.g_00092
OG0000574	Pran.g_01524	Prao.g_00093
OG0000575	Pran.g_01523	Prao.g_00094
OG0000576	Pran.g_01522	Prao.g_00095
OG0000577	Pran.g_01521	Prao.g_00096
OG0000578	Pran.g_01520	Prao.g_00097
OG0000579	Pran.g_01519	Prao.g_00098
