Orthogroup	Pran	Prag
OG0000120	Pran.g_00054	Prag.g_01159
OG0000121	Pran.g_00035	Prag.g_01178
OG0000122	Pran.g_00016	Prag.g_01197
OG0000123	Pran.g_00003	Prag.g_01210
OG0000124	Pran.g_00918	Prag.g_01219
OG0000125	Pran.g_00864	Prag.g_01367
OG0000126	Pran.g_00841	Prag.g_01389
OG0000127	Pran.g_00746	Prag.g_01475
OG0000128	Pran.g_00732	Prag.g_01491
OG0000129	Pran.g_00696	Prag.g_01527
OG0000130	Pran.g_00968	Prag.g_01667
OG0000131	Pran.g_01006	Prag.g_01705
OG0000132	Pran.g_01009	Prag.g_01708
OG0000133	Pran.g_01063	Prag.g_01763
OG0000134	Pran.g_01100	Prag.g_01799
OG0000135	Pran.g_01102	Prag.g_01801
OG0000136	Pran.g_01145	Prag.g_01845
OG0000137	Pran.g_01177	Prag.g_01878
OG0000138	Pran.g_01212	Prag.g_01913
OG0000139	Pran.g_01239	Prag.g_01940
OG0000140	Pran.g_01258	Prag.g_00001
OG0000141	Pran.g_01259	Prag.g_00002
OG0000142	Pran.g_01261	Prag.g_00004
OG0000143	Pran.g_01262	Prag.g_00005
OG0000144	Pran.g_01264	Prag.g_00007
OG0000145	Pran.g_01265	Prag.g_00008
OG0000146	Pran.g_01266	Prag.g_00009
OG0000147	Pran.g_01267	Prag.g_00010
OG0000148	Pran.g_01269	Prag.g_00012
OG0000149	Pran.g_00410	Prag.g_00014
OG0000150	Pran.g_00409	Prag.g_00015
OG0000151	Pran.g_00408	Prag.g_00016
OG0000152	Pran.g_00407	Prag.g_00017
OG0000153	Pran.g_00406	Prag.g_00018
OG0000154	Pran.g_00405	Prag.g_00019
OG0000155	Pran.g_00404	Prag.g_00020
OG0000156	Pran.g_00403	Prag.g_00021
OG0000157	Pran.g_00402	Prag.g_00022
OG0000158	Pran.g_00400	Prag.g_00024
OG0000159	Pran.g_00399	Prag.g_00025
OG0000160	Pran.g_00398	Prag.g_00026
OG0000161	Pran.g_00397	Prag.g_00027
OG0000162	Pran.g_00396	Prag.g_00028
OG0000163	Pran.g_00395	Prag.g_00029
OG0000164	Pran.g_00392	Prag.g_00032
OG0000165	Pran.g_00389	Prag.g_00035
OG0000166	Pran.g_00388	Prag.g_00036
OG0000167	Pran.g_00387	Prag.g_00037
OG0000168	Pran.g_00385	Prag.g_00040
OG0000169	Pran.g_00383	Prag.g_00042
OG0000170	Pran.g_00382	Prag.g_00043
OG0000171	Pran.g_00381	Prag.g_00044
OG0000172	Pran.g_00380	Prag.g_00045
OG0000173	Pran.g_00379	Prag.g_00046
OG0000174	Pran.g_00378	Prag.g_00047
OG0000175	Pran.g_00377	Prag.g_00048
OG0000176	Pran.g_00375	Prag.g_00050
OG0000177	Pran.g_00374	Prag.g_00051
OG0000178	Pran.g_00373	Prag.g_00052
OG0000179	Pran.g_00368	Prag.g_00058
OG0000180	Pran.g_00367	Prag.g_00059
OG0000181	Pran.g_00366	Prag.g_00060
OG0000182	Pran.g_00363	Prag.g_00063
OG0000183	Pran.g_00362	Prag.g_00064
OG0000184	Pran.g_00359	Prag.g_00067
OG0000185	Pran.g_00355	Prag.g_00071
OG0000186	Pran.g_00354	Prag.g_00072
OG0000187	Pran.g_00353	Prag.g_00073
OG0000188	Pran.g_00352	Prag.g_00074
OG0000189	Pran.g_00351	Prag.g_00075
OG0000190	Pran.g_00350	Prag.g_00076
OG0000191	Pran.g_00349	Prag.g_00077
OG0000192	Pran.g_00348	Prag.g_00078
OG0000193	Pran.g_00347	Prag.g_00079
OG0000194	Pran.g_00346	Prag.g_00080
OG0000195	Pran.g_00344	Prag.g_00082
OG0000196	Pran.g_00343	Prag.g_00083
OG0000197	Pran.g_00342	Prag.g_00084
OG0000198	Pran.g_00341	Prag.g_00085
OG0000199	Pran.g_00339	Prag.g_00087
OG0000200	Pran.g_00338	Prag.g_00088
OG0000201	Pran.g_00337	Prag.g_00089
OG0000202	Pran.g_00336	Prag.g_00090
OG0000203	Pran.g_00335	Prag.g_00091
OG0000204	Pran.g_00334	Prag.g_00092
OG0000205	Pran.g_00333	Prag.g_00093
OG0000206	Pran.g_00332	Prag.g_00094
OG0000207	Pran.g_00331	Prag.g_00095
OG0000208	Pran.g_00330	Prag.g_00096
OG0000209	Pran.g_00329	Prag.g_00097
OG0000210	Pran.g_00327	Prag.g_00099
OG0000211	Pran.g_00326	Prag.g_00100
OG0000212	Pran.g_00325	Prag.g_00101
OG0000213	Pran.g_00324	Prag.g_00102
OG0000214	Pran.g_00322	Prag.g_00104
OG0000215	Pran.g_00321	Prag.g_00105
OG0000216	Pran.g_00319	Prag.g_00107
OG0000217	Pran.g_00318	Prag.g_00108
OG0000218	Pran.g_00317	Prag.g_00109
OG0000219	Pran.g_00316	Prag.g_00110
OG0000220	Pran.g_00313	Prag.g_00113
OG0000221	Pran.g_00311	Prag.g_00115
OG0000222	Pran.g_00310	Prag.g_00116
OG0000223	Pran.g_00309	Prag.g_00117
OG0000224	Pran.g_00307	Prag.g_00120
OG0000225	Pran.g_00305	Prag.g_00122
OG0000226	Pran.g_00304	Prag.g_00123
OG0000227	Pran.g_00303	Prag.g_00124
OG0000228	Pran.g_00302	Prag.g_00125
OG0000229	Pran.g_00301	Prag.g_00126
OG0000230	Pran.g_00300	Prag.g_00127
OG0000231	Pran.g_00298	Prag.g_00129
OG0000232	Pran.g_00297	Prag.g_00130
OG0000233	Pran.g_00294	Prag.g_00133
OG0000234	Pran.g_00292	Prag.g_00135
OG0000235	Pran.g_00288	Prag.g_00138
OG0000236	Pran.g_00287	Prag.g_00139
OG0000237	Pran.g_00286	Prag.g_00140
OG0000238	Pran.g_00285	Prag.g_00141
OG0000239	Pran.g_00283	Prag.g_00142
OG0000240	Pran.g_00281	Prag.g_00144
OG0000241	Pran.g_00280	Prag.g_00145
OG0000242	Pran.g_00279	Prag.g_00146
OG0000243	Pran.g_00278	Prag.g_00147
OG0000244	Pran.g_00277	Prag.g_00148
OG0000245	Pran.g_00276	Prag.g_00149
OG0000246	Pran.g_00274	Prag.g_00151
OG0000247	Pran.g_00273	Prag.g_00152
OG0000248	Pran.g_00272	Prag.g_00153
OG0000249	Pran.g_00271	Prag.g_00154
OG0000250	Pran.g_00270	Prag.g_00155
OG0000251	Pran.g_00269	Prag.g_00156
OG0000252	Pran.g_00268	Prag.g_00157
OG0000253	Pran.g_00267	Prag.g_00158
OG0000254	Pran.g_00265	Prag.g_00160
OG0000255	Pran.g_00264	Prag.g_00161
OG0000256	Pran.g_00261	Prag.g_00164
OG0000257	Pran.g_00259	Prag.g_00166
OG0000258	Pran.g_00258	Prag.g_00167
OG0000259	Pran.g_00257	Prag.g_00168
OG0000260	Pran.g_00256	Prag.g_00169
OG0000261	Pran.g_00255	Prag.g_00170
OG0000262	Pran.g_00254	Prag.g_00171
OG0000263	Pran.g_00253	Prag.g_00172
OG0000264	Pran.g_00251	Prag.g_00174
OG0000265	Pran.g_00250	Prag.g_00175
OG0000266	Pran.g_00249	Prag.g_00176
OG0000267	Pran.g_00247	Prag.g_00178
OG0000268	Pran.g_00246	Prag.g_00179
OG0000269	Pran.g_00245	Prag.g_00180
OG0000270	Pran.g_00244	Prag.g_00181
OG0000271	Pran.g_00243	Prag.g_00182
OG0000272	Pran.g_00242	Prag.g_00183
OG0000273	Pran.g_00241	Prag.g_00184
OG0000274	Pran.g_00240	Prag.g_00185
OG0000275	Pran.g_00239	Prag.g_00186
OG0000276	Pran.g_00238	Prag.g_00187
OG0000277	Pran.g_00237	Prag.g_00188
OG0000278	Pran.g_00236	Prag.g_00189
OG0000279	Pran.g_00235	Prag.g_00190
OG0000280	Pran.g_00234	Prag.g_00191
OG0000281	Pran.g_00232	Prag.g_00193
OG0000282	Pran.g_00231	Prag.g_00194
OG0000283	Pran.g_00228	Prag.g_00197
OG0000284	Pran.g_00227	Prag.g_00198
OG0000285	Pran.g_00226	Prag.g_00199
OG0000286	Pran.g_00224	Prag.g_00201
OG0000287	Pran.g_00223	Prag.g_00202
OG0000288	Pran.g_00222	Prag.g_00203
OG0000289	Pran.g_00221	Prag.g_00204
OG0000290	Pran.g_00220	Prag.g_00205
OG0000291	Pran.g_00219	Prag.g_00206
OG0000292	Pran.g_00218	Prag.g_00207
OG0000293	Pran.g_00217	Prag.g_00208
OG0000294	Pran.g_00216	Prag.g_00209
OG0000295	Pran.g_00215	Prag.g_00210
OG0000296	Pran.g_00214	Prag.g_00211
OG0000297	Pran.g_00213	Prag.g_00212
OG0000298	Pran.g_00212	Prag.g_00213
OG0000299	Pran.g_00211	Prag.g_00214
OG0000300	Pran.g_00210	Prag.g_00215
OG0000301	Pran.g_00209	Prag.g_00216
OG0000302	Pran.g_00208	Prag.g_00217
OG0000303	Pran.g_00207	Prag.g_00218
OG0000304	Pran.g_00206	Prag.g_00219
OG0000305	Pran.g_00205	Prag.g_00220
OG0000306	Pran.g_00204	Prag.g_00221
OG0000307	Pran.g_00203	Prag.g_00222
OG0000308	Pran.g_00202	Prag.g_00223
OG0000309	Pran.g_00201	Prag.g_00224
OG0000310	Pran.g_00200	Prag.g_00225
OG0000311	Pran.g_00199	Prag.g_00226
OG0000312	Pran.g_00197	Prag.g_00228
OG0000313	Pran.g_00196	Prag.g_00229
OG0000314	Pran.g_00194	Prag.g_00232
OG0000315	Pran.g_00193	Prag.g_00233
OG0000316	Pran.g_01950	Prag.g_00235
OG0000317	Pran.g_01948	Prag.g_00237
OG0000318	Pran.g_01947	Prag.g_00238
OG0000319	Pran.g_01946	Prag.g_00239
OG0000320	Pran.g_01945	Prag.g_00240
OG0000321	Pran.g_01942	Prag.g_00243
OG0000322	Pran.g_01939	Prag.g_00245
OG0000323	Pran.g_01938	Prag.g_00246
OG0000324	Pran.g_01935	Prag.g_00249
OG0000325	Pran.g_01934	Prag.g_00250
OG0000326	Pran.g_01933	Prag.g_00251
OG0000327	Pran.g_01931	Prag.g_00253
OG0000328	Pran.g_01930	Prag.g_00254
OG0000329	Pran.g_01929	Prag.g_00255
OG0000330	Pran.g_01928	Prag.g_00256
OG0000331	Pran.g_01927	Prag.g_00257
OG0000332	Pran.g_01926	Prag.g_00258
OG0000333	Pran.g_01925	Prag.g_00259
OG0000334	Pran.g_01924	Prag.g_00260
OG0000335	Pran.g_01923	Prag.g_00261
OG0000336	Pran.g_01922	Prag.g_00262
OG0000337	Pran.g_01919	Prag.g_00266
OG0000338	Pran.g_01918	Prag.g_00267
OG0000339	Pran.g_01917	Prag.g_00268
OG0000340	Pran.g_01916	Prag.g_00269
OG0000341	Pran.g_01912	Prag.g_00273
OG0000342	Pran.g_01911	Prag.g_00274
OG0000343	Pran.g_01909	Prag.g_00276
OG0000344	Pran.g_01908	Prag.g_00277
OG0000345	Pran.g_01907	Prag.g_00278
OG0000346	Pran.g_01906	Prag.g_00279
OG0000347	Pran.g_01905	Prag.g_00280
OG0000348	Pran.g_01904	Prag.g_00281
OG0000349	Pran.g_01903	Prag.g_00282
OG0000350	Pran.g_01902	Prag.g_00283
OG0000351	Pran.g_01899	Prag.g_00286
OG0000352	Pran.g_01896	Prag.g_00289
OG0000353	Pran.g_01895	Prag.g_00290
OG0000354	Pran.g_01894	Prag.g_00291
OG0000355	Pran.g_01893	Prag.g_00292
OG0000356	Pran.g_01892	Prag.g_00293
OG0000357	Pran.g_01891	Prag.g_00294
OG0000358	Pran.g_01890	Prag.g_00295
OG0000359	Pran.g_01889	Prag.g_00296
OG0000360	Pran.g_01886	Prag.g_00299
OG0000361	Pran.g_01885	Prag.g_00300
OG0000362	Pran.g_01884	Prag.g_00301
OG0000363	Pran.g_01883	Prag.g_00302
OG0000364	Pran.g_01882	Prag.g_00303
OG0000365	Pran.g_01881	Prag.g_00304
OG0000366	Pran.g_01880	Prag.g_00305
OG0000367	Pran.g_01879	Prag.g_00306
OG0000368	Pran.g_01878	Prag.g_00307
OG0000369	Pran.g_01877	Prag.g_00308
OG0000370	Pran.g_01876	Prag.g_00309
OG0000371	Pran.g_01875	Prag.g_00310
OG0000372	Pran.g_01873	Prag.g_00312
OG0000373	Pran.g_01871	Prag.g_00314
OG0000374	Pran.g_01870	Prag.g_00315
OG0000375	Pran.g_01869	Prag.g_00316
OG0000376	Pran.g_01867	Prag.g_00318
OG0000377	Pran.g_01866	Prag.g_00319
OG0000378	Pran.g_01865	Prag.g_00320
OG0000379	Pran.g_01860	Prag.g_00329
OG0000380	Pran.g_01859	Prag.g_00330
OG0000381	Pran.g_01858	Prag.g_00331
OG0000382	Pran.g_01857	Prag.g_00333
OG0000383	Pran.g_01854	Prag.g_00336
OG0000384	Pran.g_01853	Prag.g_00337
OG0000385	Pran.g_01850	Prag.g_00339
OG0000386	Pran.g_01849	Prag.g_00340
OG0000387	Pran.g_01848	Prag.g_00341
OG0000388	Pran.g_01847	Prag.g_00342
OG0000389	Pran.g_01846	Prag.g_00343
OG0000390	Pran.g_01845	Prag.g_00344
OG0000391	Pran.g_01844	Prag.g_00345
OG0000392	Pran.g_01843	Prag.g_00346
OG0000393	Pran.g_01840	Prag.g_00349
OG0000394	Pran.g_01839	Prag.g_00350
OG0000395	Pran.g_01837	Prag.g_00352
OG0000396	Pran.g_01835	Prag.g_00353
OG0000397	Pran.g_01823	Prag.g_00365
OG0000398	Pran.g_01816	Prag.g_00372
OG0000399	Pran.g_01815	Prag.g_00373
OG0000400	Pran.g_01808	Prag.g_00378
OG0000401	Pran.g_01749	Prag.g_00410
OG0000402	Pran.g_01748	Prag.g_00411
OG0000403	Pran.g_01747	Prag.g_00412
OG0000404	Pran.g_01745	Prag.g_00414
OG0000405	Pran.g_01744	Prag.g_00415
OG0000406	Pran.g_01742	Prag.g_00417
OG0000407	Pran.g_01741	Prag.g_00418
OG0000408	Pran.g_01740	Prag.g_00419
OG0000409	Pran.g_01739	Prag.g_00420
OG0000410	Pran.g_01738	Prag.g_00421
OG0000411	Pran.g_01737	Prag.g_00422
OG0000412	Pran.g_01736	Prag.g_00423
OG0000413	Pran.g_01735	Prag.g_00424
OG0000414	Pran.g_01734	Prag.g_00425
OG0000415	Pran.g_01733	Prag.g_00426
OG0000416	Pran.g_01729	Prag.g_00427
OG0000417	Pran.g_01728	Prag.g_00428
OG0000418	Pran.g_01727	Prag.g_00429
OG0000419	Pran.g_01726	Prag.g_00430
OG0000420	Pran.g_01725	Prag.g_00431
OG0000421	Pran.g_01724	Prag.g_00432
OG0000422	Pran.g_01723	Prag.g_00434
OG0000423	Pran.g_01722	Prag.g_00435
OG0000424	Pran.g_01720	Prag.g_00437
OG0000425	Pran.g_01717	Prag.g_00440
OG0000426	Pran.g_01716	Prag.g_00441
OG0000427	Pran.g_01715	Prag.g_00442
OG0000428	Pran.g_01714	Prag.g_00443
OG0000429	Pran.g_01713	Prag.g_00444
OG0000430	Pran.g_01707	Prag.g_00450
OG0000431	Pran.g_01705	Prag.g_00452
OG0000432	Pran.g_01704	Prag.g_00453
OG0000433	Pran.g_01701	Prag.g_00456
OG0000434	Pran.g_01700	Prag.g_00457
OG0000435	Pran.g_01699	Prag.g_00458
OG0000436	Pran.g_01697	Prag.g_00460
OG0000437	Pran.g_01695	Prag.g_00462
OG0000438	Pran.g_01694	Prag.g_00463
OG0000439	Pran.g_01693	Prag.g_00464
OG0000440	Pran.g_01691	Prag.g_00466
OG0000441	Pran.g_01690	Prag.g_00467
OG0000442	Pran.g_01689	Prag.g_00468
OG0000443	Pran.g_01688	Prag.g_00469
OG0000444	Pran.g_01687	Prag.g_00470
OG0000445	Pran.g_01686	Prag.g_00471
OG0000446	Pran.g_01685	Prag.g_00472
OG0000447	Pran.g_01684	Prag.g_00473
OG0000448	Pran.g_01683	Prag.g_00474
OG0000449	Pran.g_01678	Prag.g_00479
OG0000450	Pran.g_01677	Prag.g_00480
OG0000451	Pran.g_01676	Prag.g_00481
OG0000452	Pran.g_01675	Prag.g_00482
OG0000453	Pran.g_01673	Prag.g_00484
OG0000454	Pran.g_01672	Prag.g_00485
OG0000455	Pran.g_01671	Prag.g_00486
OG0000456	Pran.g_01670	Prag.g_00487
OG0000457	Pran.g_01668	Prag.g_00489
OG0000458	Pran.g_01666	Prag.g_00491
OG0000459	Pran.g_01665	Prag.g_00492
OG0000460	Pran.g_01663	Prag.g_00494
OG0000461	Pran.g_01662	Prag.g_00495
OG0000462	Pran.g_01661	Prag.g_00496
OG0000463	Pran.g_01660	Prag.g_00497
OG0000464	Pran.g_01655	Prag.g_00502
OG0000465	Pran.g_01653	Prag.g_00504
OG0000466	Pran.g_01652	Prag.g_00505
OG0000467	Pran.g_01651	Prag.g_00506
OG0000468	Pran.g_01650	Prag.g_00507
OG0000469	Pran.g_01649	Prag.g_00508
OG0000470	Pran.g_01648	Prag.g_00509
OG0000471	Pran.g_01647	Prag.g_00510
OG0000472	Pran.g_01644	Prag.g_00513
OG0000473	Pran.g_01643	Prag.g_00514
OG0000474	Pran.g_01642	Prag.g_00515
OG0000475	Pran.g_01641	Prag.g_00516
OG0000476	Pran.g_01640	Prag.g_00517
OG0000477	Pran.g_01638	Prag.g_00519
OG0000478	Pran.g_01637	Prag.g_00520
OG0000479	Pran.g_01636	Prag.g_00521
OG0000480	Pran.g_01634	Prag.g_00523
OG0000481	Pran.g_01633	Prag.g_00524
OG0000482	Pran.g_01632	Prag.g_00525
OG0000483	Pran.g_01631	Prag.g_00526
OG0000484	Pran.g_01630	Prag.g_00527
OG0000485	Pran.g_01629	Prag.g_00528
OG0000486	Pran.g_01628	Prag.g_00529
OG0000487	Pran.g_01627	Prag.g_00530
OG0000488	Pran.g_01625	Prag.g_00532
OG0000489	Pran.g_01624	Prag.g_00533
OG0000490	Pran.g_01623	Prag.g_00534
OG0000491	Pran.g_01622	Prag.g_00535
OG0000492	Pran.g_01621	Prag.g_00536
OG0000493	Pran.g_01620	Prag.g_00537
OG0000494	Pran.g_01618	Prag.g_00539
OG0000495	Pran.g_01617	Prag.g_00540
OG0000496	Pran.g_01616	Prag.g_00541
OG0000497	Pran.g_01614	Prag.g_00542
OG0000498	Pran.g_01613	Prag.g_00543
OG0000499	Pran.g_01611	Prag.g_00545
OG0000500	Pran.g_01610	Prag.g_00546
OG0000501	Pran.g_01608	Prag.g_00548
OG0000502	Pran.g_01607	Prag.g_00549
OG0000503	Pran.g_01606	Prag.g_00550
OG0000504	Pran.g_01605	Prag.g_00551
OG0000505	Pran.g_01604	Prag.g_00552
OG0000506	Pran.g_01603	Prag.g_00553
OG0000507	Pran.g_01602	Prag.g_00554
OG0000508	Pran.g_01600	Prag.g_00556
OG0000509	Pran.g_01599	Prag.g_00557
OG0000510	Pran.g_01598	Prag.g_00558
OG0000511	Pran.g_01597	Prag.g_00559
OG0000512	Pran.g_01596	Prag.g_00560
OG0000513	Pran.g_01595	Prag.g_00561
OG0000514	Pran.g_01594	Prag.g_00562
OG0000515	Pran.g_01592	Prag.g_00564
OG0000516	Pran.g_01591	Prag.g_00565
OG0000517	Pran.g_01590	Prag.g_00566
OG0000518	Pran.g_01587	Prag.g_00569
OG0000519	Pran.g_01586	Prag.g_00570
OG0000520	Pran.g_01585	Prag.g_00571
OG0000521	Pran.g_01584	Prag.g_00572
OG0000522	Pran.g_01583	Prag.g_00573
OG0000523	Pran.g_01582	Prag.g_00574
OG0000524	Pran.g_01581	Prag.g_00575
OG0000525	Pran.g_01579	Prag.g_00577
OG0000526	Pran.g_01578	Prag.g_00578
OG0000527	Pran.g_01577	Prag.g_00579
OG0000528	Pran.g_01576	Prag.g_00580
OG0000529	Pran.g_01575	Prag.g_00581
OG0000530	Pran.g_01574	Prag.g_00582
OG0000531	Pran.g_01573	Prag.g_00583
OG0000532	Pran.g_01572	Prag.g_00584
OG0000533	Pran.g_01571	Prag.g_00585
OG0000534	Pran.g_01570	Prag.g_00586
OG0000535	Pran.g_01569	Prag.g_00587
OG0000536	Pran.g_01568	Prag.g_00588
OG0000537	Pran.g_01567	Prag.g_00589
OG0000538	Pran.g_01566	Prag.g_00590
OG0000539	Pran.g_01565	Prag.g_00591
OG0000540	Pran.g_01564	Prag.g_00592
OG0000541	Pran.g_01563	Prag.g_00593
OG0000542	Pran.g_01562	Prag.g_00594
OG0000543	Pran.g_01561	Prag.g_00595
OG0000544	Pran.g_01560	Prag.g_00596
OG0000545	Pran.g_01557	Prag.g_00599
OG0000546	Pran.g_01556	Prag.g_00600
OG0000547	Pran.g_01554	Prag.g_00602
OG0000548	Pran.g_01553	Prag.g_00603
OG0000549	Pran.g_01552	Prag.g_00604
OG0000550	Pran.g_01551	Prag.g_00605
OG0000551	Pran.g_01550	Prag.g_00606
OG0000552	Pran.g_01549	Prag.g_00607
OG0000553	Pran.g_01548	Prag.g_00608
OG0000554	Pran.g_01547	Prag.g_00609
OG0000555	Pran.g_01546	Prag.g_00610
OG0000556	Pran.g_01545	Prag.g_00611
OG0000557	Pran.g_01544	Prag.g_00612
OG0000558	Pran.g_01543	Prag.g_00613
OG0000559	Pran.g_01542	Prag.g_00614
OG0000560	Pran.g_01540	Prag.g_00616
OG0000561	Pran.g_01539	Prag.g_00617
OG0000562	Pran.g_01538	Prag.g_00618
OG0000563	Pran.g_01537	Prag.g_00619
OG0000564	Pran.g_01536	Prag.g_00620
