Orthogroup	Pran	Pras
OG0000100	Pran.g_01897	Pras.g_01148
OG0000101	Pran.g_01838	Pras.g_01210
OG0000102	Pran.g_01812	Pras.g_01236
OG0000103	Pran.g_01702	Pras.g_01354
OG0000104	Pran.g_01698	Pras.g_01358
OG0000105	Pran.g_01679	Pras.g_01377
OG0000106	Pran.g_01646	Pras.g_01409
OG0000107	Pran.g_01645	Pras.g_01410
OG0000108	Pran.g_01635	Pras.g_01420
OG0000109	Pran.g_01626	Pras.g_01429
OG0000110	Pran.g_01609	Pras.g_01445
OG0000111	Pran.g_01527	Pras.g_01527
OG0000112	Pran.g_01526	Pras.g_01528
OG0000113	Pran.g_01438	Pras.g_01628
OG0000114	Pran.g_01345	Pras.g_01699
OG0000115	Pran.g_00487	Pras.g_01859
OG0000116	Pran.g_00491	Pras.g_01863
OG0000117	Pran.g_00565	Pras.g_01931
OG0000118	Pran.g_00135	Pras.g_01982
OG0000119	Pran.g_00090	Pras.g_00026
OG0000120	Pran.g_00054	Pras.g_00062
OG0000121	Pran.g_00035	Pras.g_00081
OG0000122	Pran.g_00016	Pras.g_00101
OG0000123	Pran.g_00003	Pras.g_00114
OG0000124	Pran.g_00918	Pras.g_00122
OG0000125	Pran.g_00864	Pras.g_00221, Pras.g_00222
OG0000126	Pran.g_00841	Pras.g_00250
OG0000127	Pran.g_00746	Pras.g_00337
OG0000128	Pran.g_00732	Pras.g_00351
OG0000129	Pran.g_00696	Pras.g_00388
OG0000130	Pran.g_00968	Pras.g_00548
OG0000131	Pran.g_01006	Pras.g_00586
OG0000132	Pran.g_01009	Pras.g_00589
OG0000133	Pran.g_01063	Pras.g_00646
OG0000134	Pran.g_01100	Pras.g_00682
OG0000135	Pran.g_01102	Pras.g_00684
OG0000136	Pran.g_01145	Pras.g_00728
OG0000137	Pran.g_01177	Pras.g_00761
OG0000138	Pran.g_01212	Pras.g_00797
OG0000139	Pran.g_01239	Pras.g_00824
OG0000140	Pran.g_01258	Pras.g_00843
OG0000141	Pran.g_01259	Pras.g_00844
OG0000142	Pran.g_01261	Pras.g_00846
OG0000143	Pran.g_01262	Pras.g_00847
OG0000144	Pran.g_01264	Pras.g_00849
OG0000145	Pran.g_01265	Pras.g_00850
OG0000146	Pran.g_01266	Pras.g_00851
OG0000147	Pran.g_01267	Pras.g_00852
OG0000148	Pran.g_01269	Pras.g_00854
OG0000149	Pran.g_00410	Pras.g_00856
OG0000150	Pran.g_00409	Pras.g_00857
OG0000151	Pran.g_00408	Pras.g_00858
OG0000152	Pran.g_00407	Pras.g_00859
OG0000153	Pran.g_00406	Pras.g_00860
OG0000154	Pran.g_00405	Pras.g_00861
OG0000155	Pran.g_00404	Pras.g_00862
OG0000156	Pran.g_00403	Pras.g_00863
OG0000157	Pran.g_00402	Pras.g_00864
OG0000158	Pran.g_00400	Pras.g_00866
OG0000159	Pran.g_00399	Pras.g_00867
OG0000160	Pran.g_00398	Pras.g_00868
OG0000161	Pran.g_00397	Pras.g_00869
OG0000162	Pran.g_00396	Pras.g_00870
OG0000163	Pran.g_00395	Pras.g_00871
OG0000164	Pran.g_00392	Pras.g_00874
OG0000165	Pran.g_00389	Pras.g_00877
OG0000166	Pran.g_00388	Pras.g_00878
OG0000167	Pran.g_00387	Pras.g_00879
OG0000168	Pran.g_00385	Pras.g_00893
OG0000169	Pran.g_00383	Pras.g_00895
OG0000170	Pran.g_00382	Pras.g_00896
OG0000171	Pran.g_00381	Pras.g_00897
OG0000172	Pran.g_00380	Pras.g_00898
OG0000173	Pran.g_00379	Pras.g_00899
OG0000174	Pran.g_00378	Pras.g_00900
OG0000175	Pran.g_00377	Pras.g_00901
OG0000176	Pran.g_00375	Pras.g_00903
OG0000177	Pran.g_00374	Pras.g_00904
OG0000178	Pran.g_00373	Pras.g_00905
OG0000179	Pran.g_00368	Pras.g_00916
OG0000180	Pran.g_00367	Pras.g_00917
OG0000181	Pran.g_00366	Pras.g_00918
OG0000182	Pran.g_00363	Pras.g_00921
OG0000183	Pran.g_00362	Pras.g_00922
OG0000184	Pran.g_00359	Pras.g_00924
OG0000185	Pran.g_00355	Pras.g_00928
OG0000186	Pran.g_00354	Pras.g_00929
OG0000187	Pran.g_00353	Pras.g_00930
OG0000188	Pran.g_00352	Pras.g_00931
OG0000189	Pran.g_00351	Pras.g_00932
OG0000190	Pran.g_00350	Pras.g_00933
OG0000191	Pran.g_00349	Pras.g_00934
OG0000192	Pran.g_00348	Pras.g_00935
OG0000193	Pran.g_00347	Pras.g_00936
OG0000194	Pran.g_00346	Pras.g_00937
OG0000195	Pran.g_00344	Pras.g_00939
OG0000196	Pran.g_00343	Pras.g_00940
OG0000197	Pran.g_00342	Pras.g_00941
OG0000198	Pran.g_00341	Pras.g_00942
OG0000199	Pran.g_00339	Pras.g_00945
OG0000200	Pran.g_00338	Pras.g_00946
OG0000201	Pran.g_00337	Pras.g_00947
OG0000202	Pran.g_00336	Pras.g_00948
OG0000203	Pran.g_00335	Pras.g_00949
OG0000204	Pran.g_00334	Pras.g_00950
OG0000205	Pran.g_00333	Pras.g_00951
OG0000206	Pran.g_00332	Pras.g_00952
OG0000207	Pran.g_00331	Pras.g_00953
OG0000208	Pran.g_00330	Pras.g_00954
OG0000209	Pran.g_00329	Pras.g_00955
OG0000210	Pran.g_00327	Pras.g_00957
OG0000211	Pran.g_00326	Pras.g_00958
OG0000212	Pran.g_00325	Pras.g_00959
OG0000213	Pran.g_00324	Pras.g_00960
OG0000214	Pran.g_00322	Pras.g_00962
OG0000215	Pran.g_00321	Pras.g_00963
OG0000216	Pran.g_00319	Pras.g_00965
OG0000217	Pran.g_00318	Pras.g_00966
OG0000218	Pran.g_00317	Pras.g_00967
OG0000219	Pran.g_00316	Pras.g_00968
OG0000220	Pran.g_00313	Pras.g_00971
OG0000221	Pran.g_00311	Pras.g_00973
OG0000222	Pran.g_00310	Pras.g_00974
OG0000223	Pran.g_00309	Pras.g_00975
OG0000224	Pran.g_00307	Pras.g_00978
OG0000225	Pran.g_00305	Pras.g_00980
OG0000226	Pran.g_00304	Pras.g_00981
OG0000227	Pran.g_00303	Pras.g_00982
OG0000228	Pran.g_00302	Pras.g_00983
OG0000229	Pran.g_00301	Pras.g_00984
OG0000230	Pran.g_00300	Pras.g_00985
OG0000231	Pran.g_00298	Pras.g_00987
OG0000232	Pran.g_00297	Pras.g_00988
OG0000233	Pran.g_00294	Pras.g_00991
OG0000234	Pran.g_00292	Pras.g_00993
OG0000235	Pran.g_00288	Pras.g_00996
OG0000236	Pran.g_00287	Pras.g_00997
OG0000237	Pran.g_00286	Pras.g_00998
OG0000238	Pran.g_00285	Pras.g_00999
OG0000239	Pran.g_00283	Pras.g_01000
OG0000240	Pran.g_00281	Pras.g_01002
OG0000241	Pran.g_00280	Pras.g_01003
OG0000242	Pran.g_00279	Pras.g_01004
OG0000243	Pran.g_00278	Pras.g_01005
OG0000244	Pran.g_00277	Pras.g_01006
OG0000245	Pran.g_00276	Pras.g_01007
OG0000246	Pran.g_00274	Pras.g_01009
OG0000247	Pran.g_00273	Pras.g_01010
OG0000248	Pran.g_00272	Pras.g_01011
OG0000249	Pran.g_00271	Pras.g_01012
OG0000250	Pran.g_00270	Pras.g_01013
OG0000251	Pran.g_00269	Pras.g_01014
OG0000252	Pran.g_00268	Pras.g_01015
OG0000253	Pran.g_00267	Pras.g_01016
OG0000254	Pran.g_00265	Pras.g_01018
OG0000255	Pran.g_00264	Pras.g_01019
OG0000256	Pran.g_00261	Pras.g_01022
OG0000257	Pran.g_00259	Pras.g_01024
OG0000258	Pran.g_00258	Pras.g_01025
OG0000259	Pran.g_00257	Pras.g_01026
OG0000260	Pran.g_00256	Pras.g_01027
OG0000261	Pran.g_00255	Pras.g_01028
OG0000262	Pran.g_00254	Pras.g_01029
OG0000263	Pran.g_00253	Pras.g_01030
OG0000264	Pran.g_00251	Pras.g_01032
OG0000265	Pran.g_00250	Pras.g_01033
OG0000266	Pran.g_00249	Pras.g_01034
OG0000267	Pran.g_00247	Pras.g_01036
OG0000268	Pran.g_00246	Pras.g_01037
OG0000269	Pran.g_00245	Pras.g_01038
OG0000270	Pran.g_00244	Pras.g_01039
OG0000271	Pran.g_00243	Pras.g_01040
OG0000272	Pran.g_00242	Pras.g_01041
OG0000273	Pran.g_00241	Pras.g_01042
OG0000274	Pran.g_00240	Pras.g_01043
OG0000275	Pran.g_00239	Pras.g_01044
OG0000276	Pran.g_00238	Pras.g_01045
OG0000277	Pran.g_00237	Pras.g_01046
OG0000278	Pran.g_00236	Pras.g_01047
OG0000279	Pran.g_00235	Pras.g_01048
OG0000280	Pran.g_00234	Pras.g_01049
OG0000281	Pran.g_00232	Pras.g_01051
OG0000282	Pran.g_00231	Pras.g_01052
OG0000283	Pran.g_00228	Pras.g_01055
OG0000284	Pran.g_00227	Pras.g_01056
OG0000285	Pran.g_00226	Pras.g_01057
OG0000286	Pran.g_00224	Pras.g_01060
OG0000287	Pran.g_00223	Pras.g_01061
OG0000288	Pran.g_00222	Pras.g_01062
OG0000289	Pran.g_00221	Pras.g_01063
OG0000290	Pran.g_00220	Pras.g_01064
OG0000291	Pran.g_00219	Pras.g_01065
OG0000292	Pran.g_00218	Pras.g_01066
OG0000293	Pran.g_00217	Pras.g_01067
OG0000294	Pran.g_00216	Pras.g_01068
OG0000295	Pran.g_00215	Pras.g_01069
OG0000296	Pran.g_00214	Pras.g_01070
OG0000297	Pran.g_00213	Pras.g_01071
OG0000298	Pran.g_00212	Pras.g_01072
OG0000299	Pran.g_00211	Pras.g_01073
OG0000300	Pran.g_00210	Pras.g_01074
OG0000301	Pran.g_00209	Pras.g_01075
OG0000302	Pran.g_00208	Pras.g_01076
OG0000303	Pran.g_00207	Pras.g_01077
OG0000304	Pran.g_00206	Pras.g_01078
OG0000305	Pran.g_00205	Pras.g_01079
OG0000306	Pran.g_00204	Pras.g_01080
OG0000307	Pran.g_00203	Pras.g_01081
OG0000308	Pran.g_00202	Pras.g_01082
OG0000309	Pran.g_00201	Pras.g_01083
OG0000310	Pran.g_00200	Pras.g_01084
OG0000311	Pran.g_00199	Pras.g_01085
OG0000312	Pran.g_00197	Pras.g_01087
OG0000313	Pran.g_00196	Pras.g_01088
OG0000314	Pran.g_00194	Pras.g_01091
OG0000315	Pran.g_00193	Pras.g_01092
OG0000316	Pran.g_01950	Pras.g_01094
OG0000317	Pran.g_01948	Pras.g_01096
OG0000318	Pran.g_01947	Pras.g_01097
OG0000319	Pran.g_01946	Pras.g_01098
OG0000320	Pran.g_01945	Pras.g_01099
OG0000321	Pran.g_01942	Pras.g_01102
OG0000322	Pran.g_01939	Pras.g_01105
OG0000323	Pran.g_01938	Pras.g_01106
OG0000324	Pran.g_01935	Pras.g_01109
OG0000325	Pran.g_01934	Pras.g_01111
OG0000326	Pran.g_01933	Pras.g_01112
OG0000327	Pran.g_01931	Pras.g_01114
OG0000328	Pran.g_01930	Pras.g_01115
OG0000329	Pran.g_01929	Pras.g_01116
OG0000330	Pran.g_01928	Pras.g_01117
OG0000331	Pran.g_01927	Pras.g_01118
OG0000332	Pran.g_01926	Pras.g_01119
OG0000333	Pran.g_01925	Pras.g_01120
OG0000334	Pran.g_01924	Pras.g_01121
OG0000335	Pran.g_01923	Pras.g_01122
OG0000336	Pran.g_01922	Pras.g_01123
OG0000337	Pran.g_01919	Pras.g_01127
OG0000338	Pran.g_01918	Pras.g_01128
OG0000339	Pran.g_01917	Pras.g_01129
OG0000340	Pran.g_01916	Pras.g_01130
OG0000341	Pran.g_01912	Pras.g_01134
OG0000342	Pran.g_01911	Pras.g_01135
OG0000343	Pran.g_01909	Pras.g_01137
OG0000344	Pran.g_01908	Pras.g_01138
OG0000345	Pran.g_01907	Pras.g_01139
OG0000346	Pran.g_01906	Pras.g_01140
OG0000347	Pran.g_01905	Pras.g_01141
OG0000348	Pran.g_01904	Pras.g_01142
OG0000349	Pran.g_01903	Pras.g_01143
OG0000350	Pran.g_01902	Pras.g_01144
OG0000351	Pran.g_01899	Pras.g_01146
OG0000352	Pran.g_01896	Pras.g_01149
OG0000353	Pran.g_01895	Pras.g_01150
OG0000354	Pran.g_01894	Pras.g_01151
OG0000355	Pran.g_01893	Pras.g_01152
OG0000356	Pran.g_01892	Pras.g_01153
OG0000357	Pran.g_01891	Pras.g_01155
OG0000358	Pran.g_01890	Pras.g_01156
OG0000359	Pran.g_01889	Pras.g_01157
OG0000360	Pran.g_01886	Pras.g_01160
OG0000361	Pran.g_01885	Pras.g_01161
OG0000362	Pran.g_01884	Pras.g_01162
OG0000363	Pran.g_01883	Pras.g_01163
OG0000364	Pran.g_01882	Pras.g_01164
OG0000365	Pran.g_01881	Pras.g_01165
OG0000366	Pran.g_01880	Pras.g_01166
OG0000367	Pran.g_01879	Pras.g_01167
OG0000368	Pran.g_01878	Pras.g_01168
OG0000369	Pran.g_01877	Pras.g_01169
OG0000370	Pran.g_01876	Pras.g_01170
OG0000371	Pran.g_01875	Pras.g_01171
OG0000372	Pran.g_01873	Pras.g_01173
OG0000373	Pran.g_01871	Pras.g_01175
OG0000374	Pran.g_01870	Pras.g_01176
OG0000375	Pran.g_01869	Pras.g_01177
OG0000376	Pran.g_01867	Pras.g_01179
OG0000377	Pran.g_01866	Pras.g_01180
OG0000378	Pran.g_01865	Pras.g_01181
OG0000379	Pran.g_01860	Pras.g_01187
OG0000380	Pran.g_01859	Pras.g_01188
OG0000381	Pran.g_01858	Pras.g_01189
OG0000382	Pran.g_01857	Pras.g_01191
OG0000383	Pran.g_01854	Pras.g_01194
OG0000384	Pran.g_01853	Pras.g_01195
OG0000385	Pran.g_01850	Pras.g_01198
OG0000386	Pran.g_01849	Pras.g_01199
OG0000387	Pran.g_01848	Pras.g_01200
OG0000388	Pran.g_01847	Pras.g_01201
OG0000389	Pran.g_01846	Pras.g_01202
OG0000390	Pran.g_01845	Pras.g_01203
OG0000391	Pran.g_01844	Pras.g_01204
OG0000392	Pran.g_01843	Pras.g_01205
OG0000393	Pran.g_01840	Pras.g_01208
OG0000394	Pran.g_01839	Pras.g_01209
OG0000395	Pran.g_01837	Pras.g_01211
OG0000396	Pran.g_01835	Pras.g_01212
OG0000397	Pran.g_01823	Pras.g_01224
OG0000398	Pran.g_01816	Pras.g_01232
OG0000399	Pran.g_01815	Pras.g_01233
OG0000400	Pran.g_01808	Pras.g_01239
OG0000401	Pran.g_01749	Pras.g_01309
OG0000402	Pran.g_01748	Pras.g_01310
OG0000403	Pran.g_01747	Pras.g_01311
OG0000404	Pran.g_01745	Pras.g_01313
OG0000405	Pran.g_01744	Pras.g_01314
OG0000406	Pran.g_01742	Pras.g_01316
OG0000407	Pran.g_01741	Pras.g_01317
OG0000408	Pran.g_01740	Pras.g_01318
OG0000409	Pran.g_01739	Pras.g_01319
OG0000410	Pran.g_01738	Pras.g_01320
OG0000411	Pran.g_01737	Pras.g_01321
OG0000412	Pran.g_01736	Pras.g_01322
OG0000413	Pran.g_01735	Pras.g_01323
OG0000414	Pran.g_01734	Pras.g_01324
OG0000415	Pran.g_01733	Pras.g_01325
OG0000416	Pran.g_01729	Pras.g_01326
OG0000417	Pran.g_01728	Pras.g_01327
OG0000418	Pran.g_01727	Pras.g_01328
OG0000419	Pran.g_01726	Pras.g_01329
OG0000420	Pran.g_01725	Pras.g_01330
OG0000421	Pran.g_01724	Pras.g_01331
OG0000422	Pran.g_01723	Pras.g_01332
OG0000423	Pran.g_01722	Pras.g_01333
OG0000424	Pran.g_01720	Pras.g_01335
OG0000425	Pran.g_01717	Pras.g_01339
OG0000426	Pran.g_01716	Pras.g_01340
OG0000427	Pran.g_01715	Pras.g_01341
OG0000428	Pran.g_01714	Pras.g_01342
OG0000429	Pran.g_01713	Pras.g_01343
OG0000430	Pran.g_01707	Pras.g_01349
OG0000431	Pran.g_01705	Pras.g_01351
OG0000432	Pran.g_01704	Pras.g_01352
OG0000433	Pran.g_01701	Pras.g_01355
OG0000434	Pran.g_01700	Pras.g_01356
OG0000435	Pran.g_01699	Pras.g_01357
OG0000436	Pran.g_01697	Pras.g_01359
OG0000437	Pran.g_01695	Pras.g_01361
OG0000438	Pran.g_01694	Pras.g_01362
OG0000439	Pran.g_01693	Pras.g_01363
OG0000440	Pran.g_01691	Pras.g_01365
OG0000441	Pran.g_01690	Pras.g_01366
OG0000442	Pran.g_01689	Pras.g_01367
OG0000443	Pran.g_01688	Pras.g_01368
OG0000444	Pran.g_01687	Pras.g_01369
OG0000445	Pran.g_01686	Pras.g_01370
OG0000446	Pran.g_01685	Pras.g_01371
OG0000447	Pran.g_01684	Pras.g_01372
OG0000448	Pran.g_01683	Pras.g_01373
OG0000449	Pran.g_01678	Pras.g_01378
OG0000450	Pran.g_01677	Pras.g_01379
OG0000451	Pran.g_01676	Pras.g_01380
OG0000452	Pran.g_01675	Pras.g_01381
OG0000453	Pran.g_01673	Pras.g_01383
OG0000454	Pran.g_01672	Pras.g_01384
OG0000455	Pran.g_01671	Pras.g_01385
OG0000456	Pran.g_01670	Pras.g_01386
OG0000457	Pran.g_01668	Pras.g_01388
OG0000458	Pran.g_01666	Pras.g_01390
OG0000459	Pran.g_01665	Pras.g_01391
OG0000460	Pran.g_01663	Pras.g_01393
OG0000461	Pran.g_01662	Pras.g_01394
OG0000462	Pran.g_01661	Pras.g_01395
OG0000463	Pran.g_01660	Pras.g_01396
OG0000464	Pran.g_01655	Pras.g_01401
OG0000465	Pran.g_01653	Pras.g_01402
OG0000466	Pran.g_01652	Pras.g_01403
OG0000467	Pran.g_01651	Pras.g_01404
OG0000468	Pran.g_01650	Pras.g_01405
OG0000469	Pran.g_01649	Pras.g_01406
OG0000470	Pran.g_01648	Pras.g_01407
OG0000471	Pran.g_01647	Pras.g_01408
OG0000472	Pran.g_01644	Pras.g_01411
OG0000473	Pran.g_01643	Pras.g_01412
OG0000474	Pran.g_01642	Pras.g_01413
OG0000475	Pran.g_01641	Pras.g_01414
OG0000476	Pran.g_01640	Pras.g_01415
OG0000477	Pran.g_01638	Pras.g_01417
OG0000478	Pran.g_01637	Pras.g_01418
OG0000479	Pran.g_01636	Pras.g_01419
OG0000480	Pran.g_01634	Pras.g_01421
OG0000481	Pran.g_01633	Pras.g_01422
OG0000482	Pran.g_01632	Pras.g_01423
OG0000483	Pran.g_01631	Pras.g_01424
OG0000484	Pran.g_01630	Pras.g_01425
OG0000485	Pran.g_01629	Pras.g_01426
OG0000486	Pran.g_01628	Pras.g_01427
OG0000487	Pran.g_01627	Pras.g_01428
OG0000488	Pran.g_01625	Pras.g_01430
OG0000489	Pran.g_01624	Pras.g_01431
OG0000490	Pran.g_01623	Pras.g_01432
OG0000491	Pran.g_01622	Pras.g_01433
OG0000492	Pran.g_01621	Pras.g_01434
OG0000493	Pran.g_01620	Pras.g_01435
OG0000494	Pran.g_01618	Pras.g_01437
OG0000495	Pran.g_01617	Pras.g_01438
OG0000496	Pran.g_01616	Pras.g_01439
OG0000497	Pran.g_01614	Pras.g_01440
OG0000498	Pran.g_01613	Pras.g_01441
OG0000499	Pran.g_01611	Pras.g_01443
OG0000500	Pran.g_01610	Pras.g_01444
OG0000501	Pran.g_01608	Pras.g_01446
OG0000502	Pran.g_01607	Pras.g_01447
OG0000503	Pran.g_01606	Pras.g_01448
OG0000504	Pran.g_01605	Pras.g_01449
OG0000505	Pran.g_01604	Pras.g_01450
OG0000506	Pran.g_01603	Pras.g_01451
OG0000507	Pran.g_01602	Pras.g_01452
OG0000508	Pran.g_01600	Pras.g_01454
OG0000509	Pran.g_01599	Pras.g_01455
OG0000510	Pran.g_01598	Pras.g_01456
OG0000511	Pran.g_01597	Pras.g_01457
OG0000512	Pran.g_01596	Pras.g_01459
OG0000513	Pran.g_01595	Pras.g_01460
OG0000514	Pran.g_01594	Pras.g_01461
OG0000515	Pran.g_01592	Pras.g_01463
OG0000516	Pran.g_01591	Pras.g_01464
OG0000517	Pran.g_01590	Pras.g_01465
OG0000518	Pran.g_01587	Pras.g_01467
OG0000519	Pran.g_01586	Pras.g_01468
OG0000520	Pran.g_01585	Pras.g_01469
OG0000521	Pran.g_01584	Pras.g_01470
OG0000522	Pran.g_01583	Pras.g_01471
OG0000523	Pran.g_01582	Pras.g_01472
OG0000524	Pran.g_01581	Pras.g_01473
OG0000525	Pran.g_01579	Pras.g_01475
OG0000526	Pran.g_01578	Pras.g_01476
OG0000527	Pran.g_01577	Pras.g_01477
OG0000528	Pran.g_01576	Pras.g_01478
OG0000529	Pran.g_01575	Pras.g_01479
OG0000530	Pran.g_01574	Pras.g_01480
OG0000531	Pran.g_01573	Pras.g_01481
OG0000532	Pran.g_01572	Pras.g_01482
OG0000533	Pran.g_01571	Pras.g_01483
OG0000534	Pran.g_01570	Pras.g_01484
OG0000535	Pran.g_01569	Pras.g_01485
OG0000536	Pran.g_01568	Pras.g_01486
OG0000537	Pran.g_01567	Pras.g_01487
OG0000538	Pran.g_01566	Pras.g_01488
OG0000539	Pran.g_01565	Pras.g_01489
OG0000540	Pran.g_01564	Pras.g_01490
OG0000541	Pran.g_01563	Pras.g_01491
OG0000542	Pran.g_01562	Pras.g_01492
OG0000543	Pran.g_01561	Pras.g_01493
OG0000544	Pran.g_01560	Pras.g_01494
OG0000545	Pran.g_01557	Pras.g_01497
OG0000546	Pran.g_01556	Pras.g_01498
OG0000547	Pran.g_01554	Pras.g_01500
OG0000548	Pran.g_01553	Pras.g_01501
OG0000549	Pran.g_01552	Pras.g_01502
OG0000550	Pran.g_01551	Pras.g_01503
OG0000551	Pran.g_01550	Pras.g_01504
OG0000552	Pran.g_01549	Pras.g_01505
OG0000553	Pran.g_01548	Pras.g_01506
OG0000554	Pran.g_01547	Pras.g_01507
OG0000555	Pran.g_01546	Pras.g_01508
OG0000556	Pran.g_01545	Pras.g_01509
OG0000557	Pran.g_01544	Pras.g_01510
OG0000558	Pran.g_01543	Pras.g_01511
OG0000559	Pran.g_01542	Pras.g_01512
OG0000560	Pran.g_01540	Pras.g_01514
OG0000561	Pran.g_01539	Pras.g_01515
OG0000562	Pran.g_01538	Pras.g_01516
OG0000563	Pran.g_01537	Pras.g_01517
OG0000564	Pran.g_01536	Pras.g_01518
OG0000565	Pran.g_01535	Pras.g_01519
OG0000566	Pran.g_01534	Pras.g_01520
OG0000567	Pran.g_01533	Pras.g_01521
OG0000568	Pran.g_01532	Pras.g_01522
OG0000569	Pran.g_01531	Pras.g_01523
OG0000570	Pran.g_01530	Pras.g_01524
OG0000571	Pran.g_01529	Pras.g_01525
OG0000572	Pran.g_01528	Pras.g_01526
OG0000573	Pran.g_01525	Pras.g_01529
OG0000574	Pran.g_01524	Pras.g_01530
OG0000575	Pran.g_01523	Pras.g_01531
OG0000576	Pran.g_01522	Pras.g_01532
