Orthogroup	Prak	Prau
OG0000175	Prak.g_00051	Prau.g_00056
OG0000176	Prak.g_00053	Prau.g_00058
OG0000177	Prak.g_00054	Prau.g_00059
OG0000178	Prak.g_00056	Prau.g_00060
OG0000179	Prak.g_00068	Prau.g_00066
OG0000180	Prak.g_00069	Prau.g_00067
OG0000181	Prak.g_00070	Prau.g_00068
OG0000182	Prak.g_00074	Prau.g_00071
OG0000183	Prak.g_00075	Prau.g_00072
OG0000184	Prak.g_00078	Prau.g_00074
OG0000185	Prak.g_00082	Prau.g_00078
OG0000186	Prak.g_00083	Prau.g_00079
OG0000187	Prak.g_00717	Prau.g_00080
OG0000188	Prak.g_00084	Prau.g_00081
OG0000189	Prak.g_00085	Prau.g_00082
OG0000190	Prak.g_00086	Prau.g_00083
OG0000191	Prak.g_00087	Prau.g_00084
OG0000192	Prak.g_00088	Prau.g_00085
OG0000193	Prak.g_00089	Prau.g_00086
OG0000194	Prak.g_00090	Prau.g_00087
OG0000195	Prak.g_00092	Prau.g_00089
OG0000196	Prak.g_00093	Prau.g_00090
OG0000197	Prak.g_00094	Prau.g_00091
OG0000198	Prak.g_00095	Prau.g_00092
OG0000199	Prak.g_00098	Prau.g_00095
OG0000200	Prak.g_00099	Prau.g_00096
OG0000201	Prak.g_00100	Prau.g_00097
OG0000202	Prak.g_00102	Prau.g_00098
OG0000203	Prak.g_00103	Prau.g_00099
OG0000204	Prak.g_00104	Prau.g_00100
OG0000205	Prak.g_00106	Prau.g_00101
OG0000206	Prak.g_00107	Prau.g_00102
OG0000207	Prak.g_00108	Prau.g_00103
OG0000208	Prak.g_00109	Prau.g_00104
OG0000209	Prak.g_00110	Prau.g_00105
OG0000210	Prak.g_00111	Prau.g_00107
OG0000211	Prak.g_00113	Prau.g_00108
OG0000212	Prak.g_00114	Prau.g_00109
OG0000213	Prak.g_00115	Prau.g_00110
OG0000214	Prak.g_00119	Prau.g_00112
OG0000215	Prak.g_00120	Prau.g_00113
OG0000216	Prak.g_00122	Prau.g_00115
OG0000217	Prak.g_00123	Prau.g_00116
OG0000218	Prak.g_00124	Prau.g_00117
OG0000219	Prak.g_00125	Prau.g_00118
OG0000220	Prak.g_00128	Prau.g_00121
OG0000221	Prak.g_00131	Prau.g_00123
OG0000222	Prak.g_00132	Prau.g_00124
OG0000223	Prak.g_00133	Prau.g_00125
OG0000224	Prak.g_00135	Prau.g_00128
OG0000225	Prak.g_00137	Prau.g_00130
OG0000226	Prak.g_00139	Prau.g_00131
OG0000227	Prak.g_00140	Prau.g_00132
OG0000228	Prak.g_00141	Prau.g_00133
OG0000229	Prak.g_00142	Prau.g_00134
OG0000230	Prak.g_00143	Prau.g_00135
OG0000231	Prak.g_01035	Prau.g_00137
OG0000232	Prak.g_00145	Prau.g_00138
OG0000233	Prak.g_00148	Prau.g_00141
OG0000234	Prak.g_00150	Prau.g_00143
OG0000235	Prak.g_00156	Prau.g_00146
OG0000236	Prak.g_00157	Prau.g_00147
OG0000237	Prak.g_00158	Prau.g_00148
OG0000238	Prak.g_00159	Prau.g_00149
OG0000239	Prak.g_00160	Prau.g_00150
OG0000240	Prak.g_00162	Prau.g_00152
OG0000241	Prak.g_00163	Prau.g_00153
OG0000242	Prak.g_00164	Prau.g_00154
OG0000243	Prak.g_00165	Prau.g_00155
OG0000244	Prak.g_00166	Prau.g_00156
OG0000245	Prak.g_00168	Prau.g_00157
OG0000246	Prak.g_00170	Prau.g_00159
OG0000247	Prak.g_00171	Prau.g_00160
OG0000248	Prak.g_00172	Prau.g_00161
OG0000249	Prak.g_00173	Prau.g_00162
OG0000250	Prak.g_00174	Prau.g_00163
OG0000251	Prak.g_00175	Prau.g_00164
OG0000252	Prak.g_00176	Prau.g_00165
OG0000253	Prak.g_00177	Prau.g_00166
OG0000254	Prak.g_00179	Prau.g_00168
OG0000255	Prak.g_00180	Prau.g_00169
OG0000256	Prak.g_00183	Prau.g_00172
OG0000257	Prak.g_00185	Prau.g_00174
OG0000258	Prak.g_00186	Prau.g_00175
OG0000259	Prak.g_00187	Prau.g_00176
OG0000260	Prak.g_00188	Prau.g_00177
OG0000261	Prak.g_00189	Prau.g_00178
OG0000262	Prak.g_00190	Prau.g_00179
OG0000263	Prak.g_00191	Prau.g_00180
OG0000264	Prak.g_00193	Prau.g_00182
OG0000265	Prak.g_00194	Prau.g_00183
OG0000266	Prak.g_00195	Prau.g_00184
OG0000267	Prak.g_00197	Prau.g_00186
OG0000268	Prak.g_00199	Prau.g_00187
OG0000269	Prak.g_00200	Prau.g_00188
OG0000270	Prak.g_00201	Prau.g_00189
OG0000271	Prak.g_00202	Prau.g_00190
OG0000272	Prak.g_00203	Prau.g_00191
OG0000273	Prak.g_00204	Prau.g_00192
OG0000274	Prak.g_00205	Prau.g_00193
OG0000275	Prak.g_00206	Prau.g_00194
OG0000276	Prak.g_00207	Prau.g_00195
OG0000277	Prak.g_00208	Prau.g_00196
OG0000278	Prak.g_00209	Prau.g_00197
OG0000279	Prak.g_00210	Prau.g_00198
OG0000280	Prak.g_00211	Prau.g_00199
OG0000281	Prak.g_00213	Prau.g_00201
OG0000282	Prak.g_00214	Prau.g_00202
OG0000283	Prak.g_00217	Prau.g_00205
OG0000284	Prak.g_00218	Prau.g_00206
OG0000285	Prak.g_00219	Prau.g_00207
OG0000286	Prak.g_00221	Prau.g_00209
OG0000287	Prak.g_00223	Prau.g_00210
OG0000288	Prak.g_00224	Prau.g_00211
OG0000289	Prak.g_00225	Prau.g_00212
OG0000290	Prak.g_00226	Prau.g_00213
OG0000291	Prak.g_00227	Prau.g_00214
OG0000292	Prak.g_00228	Prau.g_00215
OG0000293	Prak.g_00229	Prau.g_00216
OG0000294	Prak.g_00230	Prau.g_00217
OG0000295	Prak.g_00231	Prau.g_00218
OG0000296	Prak.g_00232	Prau.g_00219
OG0000297	Prak.g_00233	Prau.g_00220
OG0000298	Prak.g_00234	Prau.g_00221
OG0000299	Prak.g_00235	Prau.g_00222
OG0000300	Prak.g_00236	Prau.g_00223
OG0000301	Prak.g_00237	Prau.g_00224
OG0000302	Prak.g_00238	Prau.g_00225
OG0000303	Prak.g_00239	Prau.g_00226
OG0000304	Prak.g_00241	Prau.g_00227
OG0000305	Prak.g_00242	Prau.g_00228
OG0000306	Prak.g_00243	Prau.g_00229
OG0000307	Prak.g_00245	Prau.g_00230
OG0000308	Prak.g_00246	Prau.g_00231
OG0000309	Prak.g_00247	Prau.g_00232
OG0000310	Prak.g_00248	Prau.g_00233
OG0000311	Prak.g_00249	Prau.g_00234
OG0000312	Prak.g_00251	Prau.g_00236
OG0000313	Prak.g_00252	Prau.g_00237
OG0000314	Prak.g_00256	Prau.g_00240
OG0000315	Prak.g_00257	Prau.g_00241
OG0000316	Prak.g_00259	Prau.g_00244
OG0000317	Prak.g_00261	Prau.g_00246
OG0000318	Prak.g_00262	Prau.g_00247
OG0000319	Prak.g_00263	Prau.g_00248
OG0000320	Prak.g_00264	Prau.g_00249
OG0000321	Prak.g_00267	Prau.g_00252
OG0000322	Prak.g_00271	Prau.g_00255
OG0000323	Prak.g_00272	Prau.g_00256
OG0000324	Prak.g_00275	Prau.g_00259
OG0000325	Prak.g_00276	Prau.g_00261
OG0000326	Prak.g_00277	Prau.g_00262
OG0000327	Prak.g_00279	Prau.g_00264
OG0000328	Prak.g_00280	Prau.g_00265
OG0000329	Prak.g_00281	Prau.g_00266
OG0000330	Prak.g_00282	Prau.g_00267
OG0000331	Prak.g_00284	Prau.g_00268
OG0000332	Prak.g_00285	Prau.g_00269
OG0000333	Prak.g_00286	Prau.g_00270
OG0000334	Prak.g_00287	Prau.g_00271
OG0000335	Prak.g_00288	Prau.g_00272
OG0000336	Prak.g_00290	Prau.g_00273
OG0000337	Prak.g_00293	Prau.g_00277
OG0000338	Prak.g_00294	Prau.g_00278
OG0000339	Prak.g_00295	Prau.g_00279
OG0000340	Prak.g_00296	Prau.g_00280
OG0000341	Prak.g_00300	Prau.g_00284
OG0000342	Prak.g_00301	Prau.g_00285
OG0000343	Prak.g_00304	Prau.g_00287
OG0000344	Prak.g_00305	Prau.g_00288
OG0000345	Prak.g_00306	Prau.g_00289
OG0000346	Prak.g_00307	Prau.g_00290
OG0000347	Prak.g_00308	Prau.g_00291
OG0000348	Prak.g_00310	Prau.g_00292
OG0000349	Prak.g_00311	Prau.g_00293
OG0000350	Prak.g_00312	Prau.g_00294
OG0000351	Prak.g_00314	Prau.g_00297
OG0000352	Prak.g_00317	Prau.g_00300
OG0000353	Prak.g_00318	Prau.g_00301
OG0000354	Prak.g_00319	Prau.g_00302
OG0000355	Prak.g_00320	Prau.g_00303
OG0000356	Prak.g_00321	Prau.g_00304
OG0000357	Prak.g_00322	Prau.g_00305
OG0000358	Prak.g_00323	Prau.g_00306
OG0000359	Prak.g_00324	Prau.g_00307
OG0000360	Prak.g_00326	Prau.g_00310
OG0000361	Prak.g_00327	Prau.g_00311
OG0000362	Prak.g_00328	Prau.g_00312
OG0000363	Prak.g_00329	Prau.g_00313
OG0000364	Prak.g_00330	Prau.g_00314
OG0000365	Prak.g_00331	Prau.g_00315
OG0000366	Prak.g_00332	Prau.g_00316
OG0000367	Prak.g_00333	Prau.g_00317
OG0000368	Prak.g_00334	Prau.g_00318
OG0000369	Prak.g_00335	Prau.g_00319
OG0000370	Prak.g_00336	Prau.g_00320
OG0000371	Prak.g_00337	Prau.g_00321
OG0000372	Prak.g_00338	Prau.g_00323
OG0000373	Prak.g_00340	Prau.g_00325
OG0000374	Prak.g_00341	Prau.g_00326
OG0000375	Prak.g_00342	Prau.g_00327
OG0000376	Prak.g_00343	Prau.g_00329
OG0000377	Prak.g_00349	Prau.g_00330
OG0000378	Prak.g_00350	Prau.g_00331
OG0000379	Prak.g_00356	Prau.g_00336
OG0000380	Prak.g_00358	Prau.g_00337
OG0000381	Prak.g_00359	Prau.g_00338
OG0000382	Prak.g_00360	Prau.g_00340
OG0000383	Prak.g_00363	Prau.g_00343
OG0000384	Prak.g_00364	Prau.g_00344
OG0000385	Prak.g_00367	Prau.g_00347
OG0000386	Prak.g_00368	Prau.g_00348
OG0000387	Prak.g_00369	Prau.g_00349
OG0000388	Prak.g_00370	Prau.g_00350
OG0000389	Prak.g_00371	Prau.g_00351
OG0000390	Prak.g_00372	Prau.g_00352
OG0000391	Prak.g_00373	Prau.g_00353
OG0000392	Prak.g_00374	Prau.g_00354
OG0000393	Prak.g_00378	Prau.g_00357
OG0000394	Prak.g_00379	Prau.g_00358
OG0000395	Prak.g_00382	Prau.g_00360
OG0000396	Prak.g_00900	Prau.g_00361
OG0000397	Prak.g_01216	Prau.g_00374
OG0000398	Prak.g_01597	Prau.g_00382
OG0000399	Prak.g_01211	Prau.g_00383
OG0000400	Prak.g_01709	Prau.g_00389
OG0000401	Prak.g_00393	Prau.g_00472
OG0000402	Prak.g_00394	Prau.g_00473
OG0000403	Prak.g_00395	Prau.g_00474
OG0000404	Prak.g_00397	Prau.g_00476
OG0000405	Prak.g_00398	Prau.g_00477
OG0000406	Prak.g_00400	Prau.g_00479
OG0000407	Prak.g_00401	Prau.g_00480
OG0000408	Prak.g_00402	Prau.g_00481
OG0000409	Prak.g_00403	Prau.g_00482
OG0000410	Prak.g_00404	Prau.g_00483
OG0000411	Prak.g_00405	Prau.g_00484
OG0000412	Prak.g_00406	Prau.g_00485
OG0000413	Prak.g_00407	Prau.g_00486
OG0000414	Prak.g_00408	Prau.g_00487
OG0000415	Prak.g_00409	Prau.g_00488
OG0000416	Prak.g_00410	Prau.g_00489
OG0000417	Prak.g_00411	Prau.g_00490
OG0000418	Prak.g_00412	Prau.g_00491
OG0000419	Prak.g_00413	Prau.g_00492
OG0000420	Prak.g_00414	Prau.g_00493
OG0000421	Prak.g_00418	Prau.g_00494
OG0000422	Prak.g_00420	Prau.g_00496
OG0000423	Prak.g_00421	Prau.g_00497
OG0000424	Prak.g_00422	Prau.g_00499
OG0000425	Prak.g_00426	Prau.g_00503
OG0000426	Prak.g_00427	Prau.g_00504
OG0000427	Prak.g_00428	Prau.g_00505
OG0000428	Prak.g_00430	Prau.g_00506
OG0000429	Prak.g_00431	Prau.g_00507
OG0000430	Prak.g_00432	Prau.g_00512
OG0000431	Prak.g_00434	Prau.g_00514
OG0000432	Prak.g_00435	Prau.g_00515
OG0000433	Prak.g_00438	Prau.g_00518
OG0000434	Prak.g_00439	Prau.g_00519
OG0000435	Prak.g_00440	Prau.g_00520
OG0000436	Prak.g_00442	Prau.g_00522
OG0000437	Prak.g_00444	Prau.g_00524
OG0000438	Prak.g_00445	Prau.g_00525
OG0000439	Prak.g_00446	Prau.g_00526
OG0000440	Prak.g_00448	Prau.g_00528
OG0000441	Prak.g_00449	Prau.g_00529
OG0000442	Prak.g_00450	Prau.g_00530
OG0000443	Prak.g_00451	Prau.g_00531
OG0000444	Prak.g_00452	Prau.g_00532
OG0000445	Prak.g_00453	Prau.g_00533
OG0000446	Prak.g_00454	Prau.g_00534
OG0000447	Prak.g_00455	Prau.g_00535
OG0000448	Prak.g_00456	Prau.g_00536
OG0000449	Prak.g_00462	Prau.g_00541
OG0000450	Prak.g_00463	Prau.g_00542
OG0000451	Prak.g_00464	Prau.g_00543
OG0000452	Prak.g_00465	Prau.g_00544
OG0000453	Prak.g_00466	Prau.g_00546
OG0000454	Prak.g_00467	Prau.g_00547
OG0000455	Prak.g_00468	Prau.g_00548
OG0000456	Prak.g_00469	Prau.g_00549
OG0000457	Prak.g_00471	Prau.g_00551
OG0000458	Prak.g_00473	Prau.g_00553
OG0000459	Prak.g_00474	Prau.g_00554
OG0000460	Prak.g_00476	Prau.g_00556
OG0000461	Prak.g_00477	Prau.g_00557
OG0000462	Prak.g_00478	Prau.g_00558
OG0000463	Prak.g_00479	Prau.g_00559
OG0000464	Prak.g_00483	Prau.g_00564
OG0000465	Prak.g_00484	Prau.g_00565
OG0000466	Prak.g_00485	Prau.g_00566
OG0000467	Prak.g_00486	Prau.g_00567
OG0000468	Prak.g_00487	Prau.g_00568
OG0000469	Prak.g_00488	Prau.g_00569
OG0000470	Prak.g_00489	Prau.g_00570
OG0000471	Prak.g_00490	Prau.g_00571
OG0000472	Prak.g_00493	Prau.g_00574
OG0000473	Prak.g_00494	Prau.g_00575
OG0000474	Prak.g_00495	Prau.g_00576
OG0000475	Prak.g_00496	Prau.g_00577
OG0000476	Prak.g_00497	Prau.g_00578
OG0000477	Prak.g_00499	Prau.g_00580
OG0000478	Prak.g_00500	Prau.g_00581
OG0000479	Prak.g_00501	Prau.g_00582
OG0000480	Prak.g_00503	Prau.g_00584
OG0000481	Prak.g_00504	Prau.g_00585
OG0000482	Prak.g_00506	Prau.g_00586
OG0000483	Prak.g_00507	Prau.g_00587
OG0000484	Prak.g_00508	Prau.g_00588
OG0000485	Prak.g_00509	Prau.g_00589
OG0000486	Prak.g_00510	Prau.g_00590
OG0000487	Prak.g_00511	Prau.g_00591
OG0000488	Prak.g_00513	Prau.g_00593
OG0000489	Prak.g_00514	Prau.g_00594
OG0000490	Prak.g_00515	Prau.g_00595
OG0000491	Prak.g_00516	Prau.g_00596
OG0000492	Prak.g_00517	Prau.g_00597
OG0000493	Prak.g_00518	Prau.g_00598
OG0000494	Prak.g_00519	Prau.g_00600
OG0000495	Prak.g_00520	Prau.g_00601
OG0000496	Prak.g_00522	Prau.g_00602
OG0000497	Prak.g_00524	Prau.g_00603
OG0000498	Prak.g_00525	Prau.g_00604
OG0000499	Prak.g_00527	Prau.g_00606
OG0000500	Prak.g_00528	Prau.g_00607
OG0000501	Prak.g_00530	Prau.g_00609
OG0000502	Prak.g_00531	Prau.g_00610
OG0000503	Prak.g_00532	Prau.g_00611
OG0000504	Prak.g_00533	Prau.g_00612
OG0000505	Prak.g_00534	Prau.g_00613
OG0000506	Prak.g_00535	Prau.g_00614
OG0000507	Prak.g_00536	Prau.g_00615
OG0000508	Prak.g_00538	Prau.g_00617
OG0000509	Prak.g_00539	Prau.g_00618
OG0000510	Prak.g_00540	Prau.g_00619
OG0000511	Prak.g_00541	Prau.g_00620
OG0000512	Prak.g_00542	Prau.g_00621
OG0000513	Prak.g_00543	Prau.g_00622
OG0000514	Prak.g_00544	Prau.g_00623
OG0000515	Prak.g_00547	Prau.g_00625
OG0000516	Prak.g_00548	Prau.g_00626
OG0000517	Prak.g_00549	Prau.g_00627
OG0000518	Prak.g_00552	Prau.g_00629
OG0000519	Prak.g_00553	Prau.g_00630
OG0000520	Prak.g_00554	Prau.g_00631
OG0000521	Prak.g_00555	Prau.g_00632
OG0000522	Prak.g_00556	Prau.g_00633
OG0000523	Prak.g_00557	Prau.g_00634
OG0000524	Prak.g_00558	Prau.g_00635
OG0000525	Prak.g_00560	Prau.g_00637
OG0000526	Prak.g_00561	Prau.g_00638
OG0000527	Prak.g_00562	Prau.g_00639
OG0000528	Prak.g_00563	Prau.g_00640
OG0000529	Prak.g_00564	Prau.g_00641
OG0000530	Prak.g_00565	Prau.g_00642
OG0000531	Prak.g_00567	Prau.g_00643
OG0000532	Prak.g_00568	Prau.g_00644
OG0000533	Prak.g_00569	Prau.g_00645
OG0000534	Prak.g_00570	Prau.g_00646
OG0000535	Prak.g_00571	Prau.g_00647
OG0000536	Prak.g_00572	Prau.g_00648
OG0000537	Prak.g_00573	Prau.g_00649
OG0000538	Prak.g_00574	Prau.g_00650
OG0000539	Prak.g_00575	Prau.g_00651
OG0000540	Prak.g_00576	Prau.g_00652
OG0000541	Prak.g_00577	Prau.g_00653
OG0000542	Prak.g_00578	Prau.g_00654
OG0000543	Prak.g_00579	Prau.g_00655
OG0000544	Prak.g_00580	Prau.g_00656
OG0000545	Prak.g_00582	Prau.g_00661
OG0000546	Prak.g_00583	Prau.g_00662
OG0000547	Prak.g_00585	Prau.g_00664
OG0000548	Prak.g_00587	Prau.g_00665
OG0000549	Prak.g_00588	Prau.g_00666
OG0000550	Prak.g_00589	Prau.g_00667
OG0000551	Prak.g_00591	Prau.g_00668
OG0000552	Prak.g_00592	Prau.g_00669
OG0000553	Prak.g_01113	Prau.g_00670
OG0000554	Prak.g_01112	Prau.g_00671
OG0000555	Prak.g_01111	Prau.g_00672
OG0000556	Prak.g_01110	Prau.g_00673
OG0000557	Prak.g_01109	Prau.g_00674
OG0000558	Prak.g_01108	Prau.g_00675
OG0000559	Prak.g_01107	Prau.g_00676
OG0000560	Prak.g_01105	Prau.g_00678
OG0000561	Prak.g_01104	Prau.g_00679
OG0000562	Prak.g_01102	Prau.g_00680
OG0000563	Prak.g_01101	Prau.g_00681
OG0000564	Prak.g_01100	Prau.g_00682
OG0000565	Prak.g_01099	Prau.g_00683
OG0000566	Prak.g_01098	Prau.g_00684
OG0000567	Prak.g_01097	Prau.g_00685
OG0000568	Prak.g_01096	Prau.g_00686
OG0000569	Prak.g_01095	Prau.g_00687
OG0000570	Prak.g_01094	Prau.g_00688
OG0000571	Prak.g_01093	Prau.g_00689
OG0000572	Prak.g_01092	Prau.g_00690
OG0000573	Prak.g_01089	Prau.g_00693
OG0000574	Prak.g_01088	Prau.g_00694
OG0000575	Prak.g_01087	Prau.g_00695
OG0000576	Prak.g_01086	Prau.g_00696
OG0000577	Prak.g_01085	Prau.g_00697
OG0000578	Prak.g_01084	Prau.g_00698
OG0000579	Prak.g_01083	Prau.g_00699
OG0000580	Prak.g_01082	Prau.g_00700
