Orthogroup	Prak	Prbn
OG0000083	Prak.g_00003	Prbn.g_00011
OG0000084	Prak.g_00006	Prbn.g_00008
OG0000085	Prak.g_00023	Prbn.g_00759
OG0000087	Prak.g_00052	Prbn.g_00730
OG0000088	Prak.g_00121	Prbn.g_01304
OG0000089	Prak.g_00130	Prbn.g_01295
OG0000090	Prak.g_00147	Prbn.g_01278
OG0000091	Prak.g_00181	Prbn.g_01244
OG0000092	Prak.g_00182	Prbn.g_00384, Prbn.g_01243
OG0000093	Prak.g_00196	Prbn.g_00370
OG0000094	Prak.g_00215	Prbn.g_00351
OG0000095	Prak.g_00220	Prbn.g_00346
OG0000096	Prak.g_00268	Prbn.g_00017
OG0000097	Prak.g_00292	Prbn.g_00041
OG0000098	Prak.g_00303	Prbn.g_00052
OG0000099	Prak.g_00313	Prbn.g_00062
OG0000100	Prak.g_00316	Prbn.g_00065
OG0000101	Prak.g_00381	Prbn.g_00694
OG0000102	Prak.g_01259	Prbn.g_01102
OG0000103	Prak.g_00437	Prbn.g_00638
OG0000104	Prak.g_00441	Prbn.g_00634
OG0000105	Prak.g_00461	Prbn.g_00614
OG0000106	Prak.g_00491	Prbn.g_00584
OG0000107	Prak.g_00492	Prbn.g_00583
OG0000108	Prak.g_00502	Prbn.g_00573
OG0000109	Prak.g_00512	Prbn.g_00564
OG0000110	Prak.g_00529	Prbn.g_00547
OG0000111	Prak.g_01091	Prbn.g_00443
OG0000112	Prak.g_01090	Prbn.g_00444
OG0000113	Prak.g_01040	Prbn.g_01351
OG0000114	Prak.g_00843	Prbn.g_01548
OG0000115	Prak.g_00973	Prbn.g_01418
OG0000116	Prak.g_00977	Prbn.g_01414
OG0000117	Prak.g_00923	Prbn.g_01468
OG0000118	Prak.g_01217	Prbn.g_01144
OG0000119	Prak.g_01553	Prbn.g_01653
OG0000120	Prak.g_01166	Prbn.g_01195
OG0000121	Prak.g_01143	Prbn.g_00391
OG0000122	Prak.g_01123	Prbn.g_00411
OG0000123	Prak.g_00594	Prbn.g_00482
OG0000124	Prak.g_01487	Prbn.g_00886
OG0000125	Prak.g_01290	Prbn.g_01071
OG0000126	Prak.g_01329	Prbn.g_01240
OG0000127	Prak.g_01379	Prbn.g_00200
OG0000128	Prak.g_01392	Prbn.g_00213
OG0000129	Prak.g_01428	Prbn.g_00249
OG0000130	Prak.g_01642	Prbn.g_01742
OG0000131	Prak.g_01681	Prbn.g_01782
OG0000132	Prak.g_01684	Prbn.g_01785
OG0000133	Prak.g_01738	Prbn.g_01839
OG0000134	Prak.g_01774	Prbn.g_01875
OG0000135	Prak.g_01776	Prbn.g_01877
OG0000136	Prak.g_01826	Prbn.g_01012
OG0000137	Prak.g_01860	Prbn.g_00978
OG0000138	Prak.g_01895	Prbn.g_00944
OG0000139	Prak.g_01926	Prbn.g_00913
OG0000140	Prak.g_00001	Prbn.g_00301
OG0000141	Prak.g_00002	Prbn.g_00302
OG0000142	Prak.g_00004	Prbn.g_00010
OG0000143	Prak.g_00005	Prbn.g_00009
OG0000144	Prak.g_00007	Prbn.g_00007
OG0000145	Prak.g_00008	Prbn.g_00006
OG0000146	Prak.g_00009	Prbn.g_00005
OG0000147	Prak.g_00010	Prbn.g_00004
OG0000148	Prak.g_00012	Prbn.g_00001
OG0000149	Prak.g_00014	Prbn.g_00768
OG0000150	Prak.g_00015	Prbn.g_00767
OG0000151	Prak.g_00016	Prbn.g_00766
OG0000152	Prak.g_00017	Prbn.g_00765
OG0000153	Prak.g_00018	Prbn.g_00764
OG0000154	Prak.g_00019	Prbn.g_00763
OG0000155	Prak.g_00020	Prbn.g_00762
OG0000156	Prak.g_00021	Prbn.g_00761
OG0000157	Prak.g_00022	Prbn.g_00760
OG0000158	Prak.g_00024	Prbn.g_00758
OG0000159	Prak.g_00025	Prbn.g_00757
OG0000160	Prak.g_00026	Prbn.g_00756
OG0000161	Prak.g_00027	Prbn.g_00755
OG0000162	Prak.g_00028	Prbn.g_00754
OG0000163	Prak.g_00030	Prbn.g_00752
OG0000164	Prak.g_00033	Prbn.g_00749
OG0000165	Prak.g_00036	Prbn.g_00746
OG0000166	Prak.g_00037	Prbn.g_00745
OG0000167	Prak.g_00038	Prbn.g_00744
OG0000168	Prak.g_00040	Prbn.g_00742
OG0000169	Prak.g_00042	Prbn.g_00740
OG0000170	Prak.g_00044	Prbn.g_00738
OG0000171	Prak.g_00045	Prbn.g_00737
OG0000172	Prak.g_00046	Prbn.g_00736
OG0000173	Prak.g_00049	Prbn.g_00733
OG0000174	Prak.g_00050	Prbn.g_00732
OG0000175	Prak.g_00051	Prbn.g_00731
OG0000176	Prak.g_00053	Prbn.g_00729
OG0000177	Prak.g_00054	Prbn.g_00728
OG0000178	Prak.g_00056	Prbn.g_00726
OG0000179	Prak.g_00068	Prbn.g_00714
OG0000180	Prak.g_00069	Prbn.g_00713
OG0000181	Prak.g_00070	Prbn.g_00712
OG0000182	Prak.g_00074	Prbn.g_00708
OG0000183	Prak.g_00075	Prbn.g_00707
OG0000184	Prak.g_00078	Prbn.g_00704
OG0000185	Prak.g_00082	Prbn.g_01343
OG0000186	Prak.g_00083	Prbn.g_01342
OG0000187	Prak.g_00717	Prbn.g_01034
OG0000188	Prak.g_00084	Prbn.g_01341
OG0000189	Prak.g_00085	Prbn.g_01340
OG0000190	Prak.g_00086	Prbn.g_01339
OG0000191	Prak.g_00087	Prbn.g_01338
OG0000192	Prak.g_00088	Prbn.g_01337
OG0000193	Prak.g_00089	Prbn.g_01336
OG0000194	Prak.g_00090	Prbn.g_01335
OG0000195	Prak.g_00092	Prbn.g_01333
OG0000196	Prak.g_00093	Prbn.g_01332
OG0000197	Prak.g_00094	Prbn.g_01331
OG0000198	Prak.g_00095	Prbn.g_01330
OG0000199	Prak.g_00098	Prbn.g_01327
OG0000200	Prak.g_00099	Prbn.g_01326
OG0000201	Prak.g_00100	Prbn.g_01325
OG0000202	Prak.g_00102	Prbn.g_01323
OG0000203	Prak.g_00103	Prbn.g_01322
OG0000204	Prak.g_00104	Prbn.g_01321
OG0000205	Prak.g_00106	Prbn.g_01319
OG0000206	Prak.g_00107	Prbn.g_01318
OG0000207	Prak.g_00108	Prbn.g_01317
OG0000208	Prak.g_00109	Prbn.g_01316
OG0000209	Prak.g_00110	Prbn.g_01315
OG0000210	Prak.g_00111	Prbn.g_01314
OG0000211	Prak.g_00113	Prbn.g_01312
OG0000212	Prak.g_00114	Prbn.g_01311
OG0000213	Prak.g_00115	Prbn.g_01310
OG0000214	Prak.g_00119	Prbn.g_01306
OG0000215	Prak.g_00120	Prbn.g_01305
OG0000216	Prak.g_00122	Prbn.g_01303
OG0000217	Prak.g_00123	Prbn.g_01302
OG0000218	Prak.g_00124	Prbn.g_01301
OG0000219	Prak.g_00125	Prbn.g_01300
OG0000220	Prak.g_00128	Prbn.g_01297
OG0000221	Prak.g_00131	Prbn.g_01294
OG0000222	Prak.g_00132	Prbn.g_01293
OG0000223	Prak.g_00133	Prbn.g_01292
OG0000224	Prak.g_00135	Prbn.g_01290
OG0000225	Prak.g_00137	Prbn.g_01288
OG0000226	Prak.g_00139	Prbn.g_01286
OG0000227	Prak.g_00140	Prbn.g_01285
OG0000228	Prak.g_00141	Prbn.g_01284
OG0000229	Prak.g_00142	Prbn.g_01283
OG0000230	Prak.g_00143	Prbn.g_01282
OG0000231	Prak.g_01035	Prbn.g_01356
OG0000232	Prak.g_00145	Prbn.g_01280
OG0000233	Prak.g_00148	Prbn.g_01277
OG0000234	Prak.g_00150	Prbn.g_01275
OG0000235	Prak.g_00156	Prbn.g_01269
OG0000236	Prak.g_00157	Prbn.g_01268
OG0000237	Prak.g_00158	Prbn.g_01267
OG0000238	Prak.g_00159	Prbn.g_01266
OG0000239	Prak.g_00160	Prbn.g_01265
OG0000240	Prak.g_00162	Prbn.g_01263
OG0000241	Prak.g_00163	Prbn.g_01262
OG0000242	Prak.g_00164	Prbn.g_01261
OG0000243	Prak.g_00165	Prbn.g_01260
OG0000244	Prak.g_00166	Prbn.g_01259
OG0000245	Prak.g_00168	Prbn.g_01257
OG0000246	Prak.g_00170	Prbn.g_01255
OG0000247	Prak.g_00171	Prbn.g_01254
OG0000248	Prak.g_00172	Prbn.g_01253
OG0000249	Prak.g_00173	Prbn.g_01252
OG0000250	Prak.g_00174	Prbn.g_01251
OG0000251	Prak.g_00175	Prbn.g_01250
OG0000252	Prak.g_00176	Prbn.g_01249
OG0000253	Prak.g_00177	Prbn.g_01248
OG0000254	Prak.g_00179	Prbn.g_01246
OG0000255	Prak.g_00180	Prbn.g_01245
OG0000256	Prak.g_00183	Prbn.g_00383
OG0000257	Prak.g_00185	Prbn.g_00381
OG0000258	Prak.g_00186	Prbn.g_00380
OG0000259	Prak.g_00187	Prbn.g_00379
OG0000260	Prak.g_00188	Prbn.g_00378
OG0000261	Prak.g_00189	Prbn.g_00377
OG0000262	Prak.g_00190	Prbn.g_00376
OG0000263	Prak.g_00191	Prbn.g_00375
OG0000264	Prak.g_00193	Prbn.g_00373
OG0000265	Prak.g_00194	Prbn.g_00372
OG0000266	Prak.g_00195	Prbn.g_00371
OG0000267	Prak.g_00197	Prbn.g_00369
OG0000268	Prak.g_00199	Prbn.g_00367
OG0000269	Prak.g_00200	Prbn.g_00366
OG0000270	Prak.g_00201	Prbn.g_00365
OG0000271	Prak.g_00202	Prbn.g_00364
OG0000272	Prak.g_00203	Prbn.g_00363
OG0000273	Prak.g_00204	Prbn.g_00362
OG0000274	Prak.g_00205	Prbn.g_00361
OG0000275	Prak.g_00206	Prbn.g_00360
OG0000276	Prak.g_00207	Prbn.g_00359
OG0000277	Prak.g_00208	Prbn.g_00358
OG0000278	Prak.g_00209	Prbn.g_00357
OG0000279	Prak.g_00210	Prbn.g_00356
OG0000280	Prak.g_00211	Prbn.g_00355
OG0000281	Prak.g_00213	Prbn.g_00353
OG0000282	Prak.g_00214	Prbn.g_00352
OG0000283	Prak.g_00217	Prbn.g_00349
OG0000284	Prak.g_00218	Prbn.g_00348
OG0000285	Prak.g_00219	Prbn.g_00347
OG0000286	Prak.g_00221	Prbn.g_00345
OG0000287	Prak.g_00223	Prbn.g_00343
OG0000288	Prak.g_00224	Prbn.g_00342
OG0000289	Prak.g_00225	Prbn.g_00341
OG0000290	Prak.g_00226	Prbn.g_00340
OG0000291	Prak.g_00227	Prbn.g_00339
OG0000292	Prak.g_00228	Prbn.g_00338
OG0000293	Prak.g_00229	Prbn.g_00337
OG0000294	Prak.g_00230	Prbn.g_00336
OG0000295	Prak.g_00231	Prbn.g_00335
OG0000296	Prak.g_00232	Prbn.g_00334
OG0000297	Prak.g_00233	Prbn.g_00333
OG0000298	Prak.g_00234	Prbn.g_00332
OG0000299	Prak.g_00235	Prbn.g_00331
OG0000300	Prak.g_00236	Prbn.g_00330
OG0000301	Prak.g_00237	Prbn.g_00329
OG0000302	Prak.g_00238	Prbn.g_00328
OG0000303	Prak.g_00239	Prbn.g_00327
OG0000304	Prak.g_00241	Prbn.g_00325
OG0000305	Prak.g_00242	Prbn.g_00324
OG0000306	Prak.g_00243	Prbn.g_00323
OG0000307	Prak.g_00245	Prbn.g_00321
OG0000308	Prak.g_00246	Prbn.g_00320
OG0000309	Prak.g_00247	Prbn.g_00319
OG0000310	Prak.g_00248	Prbn.g_00318
OG0000311	Prak.g_00249	Prbn.g_00317
OG0000312	Prak.g_00251	Prbn.g_00315
OG0000313	Prak.g_00252	Prbn.g_00314
OG0000314	Prak.g_00256	Prbn.g_00310
OG0000315	Prak.g_00257	Prbn.g_00309
OG0000316	Prak.g_00259	Prbn.g_00307
OG0000317	Prak.g_00261	Prbn.g_00305
OG0000318	Prak.g_00262	Prbn.g_00304
OG0000319	Prak.g_00263	Prbn.g_00012
OG0000320	Prak.g_00264	Prbn.g_00013
OG0000321	Prak.g_00267	Prbn.g_00016
OG0000322	Prak.g_00271	Prbn.g_00020
OG0000323	Prak.g_00272	Prbn.g_00021
OG0000324	Prak.g_00275	Prbn.g_00024
OG0000325	Prak.g_00276	Prbn.g_00025
OG0000326	Prak.g_00277	Prbn.g_00026
OG0000327	Prak.g_00279	Prbn.g_00028
OG0000328	Prak.g_00280	Prbn.g_00029
OG0000329	Prak.g_00281	Prbn.g_00030
OG0000330	Prak.g_00282	Prbn.g_00031
OG0000331	Prak.g_00284	Prbn.g_00033
OG0000332	Prak.g_00285	Prbn.g_00034
OG0000333	Prak.g_00286	Prbn.g_00035
OG0000334	Prak.g_00287	Prbn.g_00036
OG0000335	Prak.g_00288	Prbn.g_00037
OG0000336	Prak.g_00290	Prbn.g_00039
OG0000337	Prak.g_00293	Prbn.g_00042
OG0000338	Prak.g_00294	Prbn.g_00043
OG0000339	Prak.g_00295	Prbn.g_00044
OG0000340	Prak.g_00296	Prbn.g_00045
OG0000341	Prak.g_00300	Prbn.g_00049
OG0000342	Prak.g_00301	Prbn.g_00050
OG0000343	Prak.g_00304	Prbn.g_00053
OG0000344	Prak.g_00305	Prbn.g_00054
OG0000345	Prak.g_00306	Prbn.g_00055
OG0000346	Prak.g_00307	Prbn.g_00056
OG0000347	Prak.g_00308	Prbn.g_00057
OG0000348	Prak.g_00310	Prbn.g_00059
OG0000349	Prak.g_00311	Prbn.g_00060
OG0000350	Prak.g_00312	Prbn.g_00061
OG0000351	Prak.g_00314	Prbn.g_00063
OG0000352	Prak.g_00317	Prbn.g_00066
OG0000353	Prak.g_00318	Prbn.g_00067
OG0000354	Prak.g_00319	Prbn.g_00068
OG0000355	Prak.g_00320	Prbn.g_00069
OG0000356	Prak.g_00321	Prbn.g_00070
OG0000357	Prak.g_00322	Prbn.g_00071
OG0000358	Prak.g_00323	Prbn.g_00072
OG0000359	Prak.g_00324	Prbn.g_00073
OG0000360	Prak.g_00326	Prbn.g_00075
OG0000361	Prak.g_00327	Prbn.g_00076
OG0000362	Prak.g_00328	Prbn.g_00077
OG0000363	Prak.g_00329	Prbn.g_00078
OG0000364	Prak.g_00330	Prbn.g_00079
OG0000365	Prak.g_00331	Prbn.g_00080
OG0000366	Prak.g_00332	Prbn.g_00081
OG0000367	Prak.g_00333	Prbn.g_00082
OG0000368	Prak.g_00334	Prbn.g_00083
OG0000369	Prak.g_00335	Prbn.g_00084
OG0000370	Prak.g_00336	Prbn.g_00085
OG0000371	Prak.g_00337	Prbn.g_00086
OG0000372	Prak.g_00338	Prbn.g_00087
OG0000373	Prak.g_00340	Prbn.g_00089
OG0000374	Prak.g_00341	Prbn.g_00090
OG0000375	Prak.g_00342	Prbn.g_00091
OG0000376	Prak.g_00343	Prbn.g_00092
OG0000377	Prak.g_00349	Prbn.g_00098
OG0000378	Prak.g_00350	Prbn.g_00099
OG0000379	Prak.g_00356	Prbn.g_00105
OG0000380	Prak.g_00358	Prbn.g_00107
OG0000381	Prak.g_00359	Prbn.g_00108
OG0000382	Prak.g_00360	Prbn.g_00109
OG0000383	Prak.g_00363	Prbn.g_00112
OG0000384	Prak.g_00364	Prbn.g_00113
OG0000385	Prak.g_00367	Prbn.g_00116
OG0000386	Prak.g_00368	Prbn.g_00117
OG0000387	Prak.g_00369	Prbn.g_00118
OG0000388	Prak.g_00370	Prbn.g_00119
OG0000389	Prak.g_00371	Prbn.g_00120
OG0000390	Prak.g_00372	Prbn.g_00121
OG0000391	Prak.g_00373	Prbn.g_00122
OG0000392	Prak.g_00374	Prbn.g_00123
OG0000393	Prak.g_00378	Prbn.g_00697
OG0000394	Prak.g_00379	Prbn.g_00696
OG0000395	Prak.g_00382	Prbn.g_00693
OG0000396	Prak.g_00900	Prbn.g_01491
OG0000397	Prak.g_01216	Prbn.g_01145
OG0000398	Prak.g_01597	Prbn.g_01697
OG0000399	Prak.g_01211	Prbn.g_01150
OG0000400	Prak.g_01709	Prbn.g_01810
OG0000401	Prak.g_00393	Prbn.g_00682
OG0000402	Prak.g_00394	Prbn.g_00681
OG0000403	Prak.g_00395	Prbn.g_00680
OG0000404	Prak.g_00397	Prbn.g_00678
OG0000405	Prak.g_00398	Prbn.g_00677
OG0000406	Prak.g_00400	Prbn.g_00675
OG0000407	Prak.g_00401	Prbn.g_00674
OG0000408	Prak.g_00402	Prbn.g_00673
OG0000409	Prak.g_00403	Prbn.g_00672
OG0000410	Prak.g_00404	Prbn.g_00671
OG0000411	Prak.g_00405	Prbn.g_00670
OG0000412	Prak.g_00406	Prbn.g_00669
OG0000413	Prak.g_00407	Prbn.g_00668
OG0000414	Prak.g_00408	Prbn.g_00667
OG0000415	Prak.g_00409	Prbn.g_00666
OG0000416	Prak.g_00410	Prbn.g_00665
OG0000417	Prak.g_00411	Prbn.g_00664
OG0000418	Prak.g_00412	Prbn.g_00663
OG0000419	Prak.g_00413	Prbn.g_00662
OG0000420	Prak.g_00414	Prbn.g_00661
OG0000421	Prak.g_00418	Prbn.g_00657
OG0000422	Prak.g_00420	Prbn.g_00655
OG0000423	Prak.g_00421	Prbn.g_00654
OG0000424	Prak.g_00422	Prbn.g_00653
OG0000425	Prak.g_00426	Prbn.g_00649
OG0000426	Prak.g_00427	Prbn.g_00648
OG0000427	Prak.g_00428	Prbn.g_00647
OG0000428	Prak.g_00430	Prbn.g_00645
OG0000429	Prak.g_00431	Prbn.g_00644
OG0000430	Prak.g_00432	Prbn.g_00643
OG0000431	Prak.g_00434	Prbn.g_00641
OG0000432	Prak.g_00435	Prbn.g_00640
OG0000433	Prak.g_00438	Prbn.g_00637
OG0000434	Prak.g_00439	Prbn.g_00636
OG0000435	Prak.g_00440	Prbn.g_00635
OG0000436	Prak.g_00442	Prbn.g_00633
OG0000437	Prak.g_00444	Prbn.g_00631
OG0000438	Prak.g_00445	Prbn.g_00630
OG0000439	Prak.g_00446	Prbn.g_00629
OG0000440	Prak.g_00448	Prbn.g_00627
OG0000441	Prak.g_00449	Prbn.g_00626
OG0000442	Prak.g_00450	Prbn.g_00625
OG0000443	Prak.g_00451	Prbn.g_00624
OG0000444	Prak.g_00452	Prbn.g_00623
OG0000445	Prak.g_00453	Prbn.g_00622
OG0000446	Prak.g_00454	Prbn.g_00621
OG0000447	Prak.g_00455	Prbn.g_00620
OG0000448	Prak.g_00456	Prbn.g_00619
OG0000449	Prak.g_00462	Prbn.g_00613
OG0000450	Prak.g_00463	Prbn.g_00612
OG0000451	Prak.g_00464	Prbn.g_00611
OG0000452	Prak.g_00465	Prbn.g_00610
OG0000453	Prak.g_00466	Prbn.g_00609
OG0000454	Prak.g_00467	Prbn.g_00608
OG0000455	Prak.g_00468	Prbn.g_00607
OG0000456	Prak.g_00469	Prbn.g_00606
OG0000457	Prak.g_00471	Prbn.g_00604
OG0000458	Prak.g_00473	Prbn.g_00602
OG0000459	Prak.g_00474	Prbn.g_00601
OG0000460	Prak.g_00476	Prbn.g_00599
OG0000461	Prak.g_00477	Prbn.g_00598
OG0000462	Prak.g_00478	Prbn.g_00597
OG0000463	Prak.g_00479	Prbn.g_00596
OG0000464	Prak.g_00483	Prbn.g_00592
OG0000465	Prak.g_00484	Prbn.g_00591
OG0000466	Prak.g_00485	Prbn.g_00590
OG0000467	Prak.g_00486	Prbn.g_00589
OG0000468	Prak.g_00487	Prbn.g_00588
OG0000469	Prak.g_00488	Prbn.g_00587
OG0000470	Prak.g_00489	Prbn.g_00586
OG0000471	Prak.g_00490	Prbn.g_00585
OG0000472	Prak.g_00493	Prbn.g_00582
OG0000473	Prak.g_00494	Prbn.g_00581
OG0000474	Prak.g_00495	Prbn.g_00580
OG0000475	Prak.g_00496	Prbn.g_00579
OG0000476	Prak.g_00497	Prbn.g_00578
OG0000477	Prak.g_00499	Prbn.g_00576
OG0000478	Prak.g_00500	Prbn.g_00575
OG0000479	Prak.g_00501	Prbn.g_00574
OG0000480	Prak.g_00503	Prbn.g_00572
OG0000481	Prak.g_00504	Prbn.g_00571
OG0000482	Prak.g_00506	Prbn.g_00570
OG0000483	Prak.g_00507	Prbn.g_00569
OG0000484	Prak.g_00508	Prbn.g_00568
OG0000485	Prak.g_00509	Prbn.g_00567
OG0000486	Prak.g_00510	Prbn.g_00566
OG0000487	Prak.g_00511	Prbn.g_00565
OG0000488	Prak.g_00513	Prbn.g_00563
OG0000489	Prak.g_00514	Prbn.g_00562
OG0000490	Prak.g_00515	Prbn.g_00561
OG0000491	Prak.g_00516	Prbn.g_00560
OG0000492	Prak.g_00517	Prbn.g_00559
OG0000493	Prak.g_00518	Prbn.g_00558
OG0000494	Prak.g_00519	Prbn.g_00557
OG0000495	Prak.g_00520	Prbn.g_00556
OG0000496	Prak.g_00522	Prbn.g_00554
OG0000497	Prak.g_00524	Prbn.g_00552
OG0000498	Prak.g_00525	Prbn.g_00551
OG0000499	Prak.g_00527	Prbn.g_00549
OG0000500	Prak.g_00528	Prbn.g_00548
OG0000501	Prak.g_00530	Prbn.g_00546
OG0000502	Prak.g_00531	Prbn.g_00545
OG0000503	Prak.g_00532	Prbn.g_00544
OG0000504	Prak.g_00533	Prbn.g_00543
OG0000505	Prak.g_00534	Prbn.g_00542
OG0000506	Prak.g_00535	Prbn.g_00541
OG0000507	Prak.g_00536	Prbn.g_00540
OG0000508	Prak.g_00538	Prbn.g_00538
OG0000509	Prak.g_00539	Prbn.g_00537
OG0000510	Prak.g_00540	Prbn.g_00536
OG0000511	Prak.g_00541	Prbn.g_00535
OG0000512	Prak.g_00542	Prbn.g_00534
OG0000513	Prak.g_00543	Prbn.g_00533
OG0000514	Prak.g_00544	Prbn.g_00532
OG0000515	Prak.g_00547	Prbn.g_00529
OG0000516	Prak.g_00548	Prbn.g_00528
OG0000517	Prak.g_00549	Prbn.g_00527
OG0000518	Prak.g_00552	Prbn.g_00524
OG0000519	Prak.g_00553	Prbn.g_00523
OG0000520	Prak.g_00554	Prbn.g_00522
OG0000521	Prak.g_00555	Prbn.g_00521
OG0000522	Prak.g_00556	Prbn.g_00520
OG0000523	Prak.g_00557	Prbn.g_00519
OG0000524	Prak.g_00558	Prbn.g_00518
OG0000525	Prak.g_00560	Prbn.g_00516
OG0000526	Prak.g_00561	Prbn.g_00515
OG0000527	Prak.g_00562	Prbn.g_00514
OG0000528	Prak.g_00563	Prbn.g_00513
OG0000529	Prak.g_00564	Prbn.g_00512
OG0000530	Prak.g_00565	Prbn.g_00511
OG0000531	Prak.g_00567	Prbn.g_00509
OG0000532	Prak.g_00568	Prbn.g_00508
OG0000533	Prak.g_00569	Prbn.g_00507
OG0000534	Prak.g_00570	Prbn.g_00506
OG0000535	Prak.g_00571	Prbn.g_00505
OG0000536	Prak.g_00572	Prbn.g_00504
OG0000537	Prak.g_00573	Prbn.g_00503
OG0000538	Prak.g_00574	Prbn.g_00502
OG0000539	Prak.g_00575	Prbn.g_00501
OG0000540	Prak.g_00576	Prbn.g_00500
OG0000541	Prak.g_00577	Prbn.g_00499
