Orthogroup	Praq	Prbd
OG0000054	Praq.g_00629	Prbd.g_00055
OG0000055	Praq.g_01420	Prbd.g_00124
OG0000057	Praq.g_01765	Prbd.g_01002
OG0000058	Praq.g_00526	Prbd.g_00767
OG0000059	Praq.g_00827	Prbd.g_00546
OG0000060	Praq.g_00612	Prbd.g_00036
OG0000061	Praq.g_01298	Prbd.g_00425
OG0000062	Praq.g_01300	Prbd.g_00427
OG0000063	Praq.g_00084	Prbd.g_01895
OG0000064	Praq.g_00091	Prbd.g_01884
OG0000065	Praq.g_00133	Prbd.g_01801
OG0000066	Praq.g_00208	Prbd.g_01737
OG0000067	Praq.g_00100	Prbd.g_01867, Prbd.g_00534
OG0000068	Praq.g_00879	Prbd.g_01391
OG0000069	Praq.g_00202	Prbd.g_01730
OG0000071	Praq.g_00437	Prbd.g_01226
OG0000072	Praq.g_01680	Prbd.g_00917
OG0000073	Praq.g_00798	Prbd.g_00575
OG0000074	Praq.g_00820	Prbd.g_00553
OG0000075	Praq.g_00677	Prbd.g_00109
OG0000076	Praq.g_01619	Prbd.g_00340
OG0000078	Praq.g_00216	Prbd.g_01734
OG0000079	Praq.g_00372	Prbd.g_01610
OG0000080	Praq.g_00052	Prbd.g_01561
OG0000081	Praq.g_00737	Prbd.g_01361
OG0000082	Praq.g_00392	Prbd.g_01272
OG0000083	Praq.g_00429	Prbd.g_01234
OG0000084	Praq.g_00432	Prbd.g_01231
OG0000085	Praq.g_01226	Prbd.g_01214
OG0000086	Praq.g_01254	Prbd.g_01199
OG0000087	Praq.g_01265	Prbd.g_01188
OG0000088	Praq.g_01890	Prbd.g_01131
OG0000089	Praq.g_01882	Prbd.g_01122
OG0000090	Praq.g_01864	Prbd.g_01104, Prbd.g_01103
OG0000091	Praq.g_01833	Prbd.g_01071
OG0000092	Praq.g_01832	Prbd.g_01070
OG0000093	Praq.g_01818	Prbd.g_01056
OG0000094	Praq.g_01800	Prbd.g_01038
OG0000095	Praq.g_01795	Prbd.g_01033
OG0000096	Praq.g_01751	Prbd.g_00988
OG0000097	Praq.g_01729	Prbd.g_00965
OG0000098	Praq.g_01718	Prbd.g_00955
OG0000099	Praq.g_01708	Prbd.g_00945
OG0000100	Praq.g_01705	Prbd.g_00942
OG0000101	Praq.g_01187	Prbd.g_00882
OG0000102	Praq.g_01160	Prbd.g_00855
OG0000103	Praq.g_00527	Prbd.g_00766
OG0000104	Praq.g_00531	Prbd.g_00762
OG0000105	Praq.g_01103	Prbd.g_00743
OG0000106	Praq.g_01070	Prbd.g_00710
OG0000107	Praq.g_01069	Prbd.g_00709
OG0000108	Praq.g_01059	Prbd.g_00699
OG0000109	Praq.g_01050	Prbd.g_00690
OG0000110	Praq.g_01034	Prbd.g_00674
OG0000111	Praq.g_00780	Prbd.g_00593
OG0000112	Praq.g_00781	Prbd.g_00592
OG0000113	Praq.g_00605	Prbd.g_00029
OG0000114	Praq.g_00668	Prbd.g_00100
OG0000115	Praq.g_01548	Prbd.g_00264
OG0000116	Praq.g_01552	Prbd.g_00268
OG0000117	Praq.g_01616	Prbd.g_00337
OG0000118	Praq.g_01667	Prbd.g_00389
OG0000119	Praq.g_01303	Prbd.g_00430
OG0000120	Praq.g_01339	Prbd.g_00474
OG0000121	Praq.g_01358	Prbd.g_00493
OG0000122	Praq.g_01377	Prbd.g_00512
OG0000123	Praq.g_01390	Prbd.g_00525
OG0000124	Praq.g_00257	Prbd.g_01921
OG0000125	Praq.g_00145	Prbd.g_01789
OG0000126	Praq.g_00175	Prbd.g_01764
OG0000127	Praq.g_00281	Prbd.g_01702
OG0000128	Praq.g_00295	Prbd.g_01688
OG0000129	Praq.g_00331	Prbd.g_01652
OG0000130	Praq.g_01954, Praq.g_00499	Prbd.g_01527
OG0000131	Praq.g_00461	Prbd.g_01489
OG0000132	Praq.g_00458	Prbd.g_01486
OG0000133	Praq.g_00920	Prbd.g_01432
OG0000134	Praq.g_00884	Prbd.g_01396
OG0000135	Praq.g_00882	Prbd.g_01394
OG0000136	Praq.g_00748	Prbd.g_01350
OG0000137	Praq.g_00683	Prbd.g_01317
OG0000138	Praq.g_00718	Prbd.g_01281
OG0000139	Praq.g_00409	Prbd.g_01255
OG0000140	Praq.g_00427	Prbd.g_01236
OG0000141	Praq.g_00428	Prbd.g_01235
OG0000142	Praq.g_00430	Prbd.g_01233
OG0000143	Praq.g_00431	Prbd.g_01232
OG0000144	Praq.g_00433	Prbd.g_01230
OG0000145	Praq.g_00434	Prbd.g_01229
OG0000146	Praq.g_00435	Prbd.g_01228
OG0000147	Praq.g_00436	Prbd.g_01227
OG0000148	Praq.g_00438	Prbd.g_01225
OG0000149	Praq.g_01217	Prbd.g_01223
OG0000150	Praq.g_01218	Prbd.g_01222
OG0000151	Praq.g_01219	Prbd.g_01221
OG0000152	Praq.g_01220	Prbd.g_01220
OG0000153	Praq.g_01221	Prbd.g_01219
OG0000154	Praq.g_01222	Prbd.g_01218
OG0000155	Praq.g_01223	Prbd.g_01217
OG0000156	Praq.g_01224	Prbd.g_01216
OG0000157	Praq.g_01225	Prbd.g_01215
OG0000158	Praq.g_01227	Prbd.g_01213
OG0000159	Praq.g_01228	Prbd.g_01212
OG0000160	Praq.g_01229	Prbd.g_01211
OG0000161	Praq.g_01230	Prbd.g_01210
OG0000162	Praq.g_01231	Prbd.g_01209
OG0000163	Praq.g_01232	Prbd.g_01208
OG0000164	Praq.g_01235	Prbd.g_01205
OG0000165	Praq.g_01239	Prbd.g_01202
OG0000166	Praq.g_01240	Prbd.g_01201
OG0000167	Praq.g_01241	Prbd.g_01200
OG0000168	Praq.g_01255	Prbd.g_01198
OG0000169	Praq.g_01257	Prbd.g_01196
OG0000170	Praq.g_01258	Prbd.g_01195
OG0000171	Praq.g_01259	Prbd.g_01194
OG0000172	Praq.g_01261	Prbd.g_01192
OG0000173	Praq.g_01262	Prbd.g_01191
OG0000174	Praq.g_01263	Prbd.g_01190
OG0000175	Praq.g_01264	Prbd.g_01189
OG0000176	Praq.g_01266	Prbd.g_01187
OG0000177	Praq.g_01267	Prbd.g_01186
OG0000178	Praq.g_01268	Prbd.g_01185
OG0000179	Praq.g_01939	Prbd.g_01180
OG0000180	Praq.g_01938	Prbd.g_01179
OG0000181	Praq.g_01937	Prbd.g_01178
OG0000182	Praq.g_01934	Prbd.g_01175
OG0000183	Praq.g_01933	Prbd.g_01174
OG0000184	Praq.g_01930	Prbd.g_01171
OG0000185	Praq.g_01926	Prbd.g_01167
OG0000186	Praq.g_01925	Prbd.g_01166
OG0000187	Praq.g_01924	Prbd.g_01165
OG0000188	Praq.g_01923	Prbd.g_01164
OG0000189	Praq.g_01922	Prbd.g_01163
OG0000190	Praq.g_01921	Prbd.g_01162
OG0000191	Praq.g_01920	Prbd.g_01161
OG0000192	Praq.g_01919	Prbd.g_01160
OG0000193	Praq.g_01918	Prbd.g_01159
OG0000194	Praq.g_01917	Prbd.g_01158
OG0000195	Praq.g_01915	Prbd.g_01156
OG0000196	Praq.g_01914	Prbd.g_01155
OG0000197	Praq.g_01913	Prbd.g_01154
OG0000198	Praq.g_01912	Prbd.g_01153
OG0000199	Praq.g_01909	Prbd.g_01150
OG0000200	Praq.g_01908	Prbd.g_01149
OG0000201	Praq.g_01907	Prbd.g_01148
OG0000202	Praq.g_01906	Prbd.g_01147
OG0000203	Praq.g_01905	Prbd.g_01146
OG0000204	Praq.g_01904	Prbd.g_01145
OG0000205	Praq.g_01903	Prbd.g_01144
OG0000206	Praq.g_01902	Prbd.g_01143
OG0000207	Praq.g_01901	Prbd.g_01142
OG0000208	Praq.g_01900	Prbd.g_01141
OG0000209	Praq.g_01899	Prbd.g_01140
OG0000210	Praq.g_01897	Prbd.g_01138
OG0000211	Praq.g_01896	Prbd.g_01137
OG0000212	Praq.g_01895	Prbd.g_01136
OG0000213	Praq.g_01894	Prbd.g_01135
OG0000214	Praq.g_01892	Prbd.g_01133
OG0000215	Praq.g_01891	Prbd.g_01132
OG0000216	Praq.g_01889	Prbd.g_01130
OG0000217	Praq.g_01888	Prbd.g_01128
OG0000218	Praq.g_01887	Prbd.g_01127
OG0000219	Praq.g_01886	Prbd.g_01126
OG0000220	Praq.g_01883	Prbd.g_01123
OG0000221	Praq.g_01881	Prbd.g_01121
OG0000222	Praq.g_01880	Prbd.g_01120
OG0000223	Praq.g_01879	Prbd.g_01119
OG0000224	Praq.g_01876	Prbd.g_01116
OG0000225	Praq.g_01874	Prbd.g_01114
OG0000226	Praq.g_01873	Prbd.g_01113
OG0000227	Praq.g_01872	Prbd.g_01112
OG0000228	Praq.g_01871	Prbd.g_01111
OG0000229	Praq.g_01870	Prbd.g_01110
OG0000230	Praq.g_01869	Prbd.g_01109
OG0000231	Praq.g_01867	Prbd.g_01107
OG0000232	Praq.g_01866	Prbd.g_01106
OG0000233	Praq.g_01863	Prbd.g_01102
OG0000234	Praq.g_01861	Prbd.g_01100
OG0000235	Praq.g_01857	Prbd.g_01095
OG0000236	Praq.g_01856	Prbd.g_01094
OG0000237	Praq.g_01855	Prbd.g_01093
OG0000238	Praq.g_01854	Prbd.g_01092
OG0000239	Praq.g_01853	Prbd.g_01091
OG0000240	Praq.g_01851	Prbd.g_01089
OG0000241	Praq.g_01850	Prbd.g_01088
OG0000242	Praq.g_01849	Prbd.g_01087
OG0000243	Praq.g_01848	Prbd.g_01086
OG0000244	Praq.g_01847	Prbd.g_01085
OG0000245	Praq.g_01846	Prbd.g_01084
OG0000246	Praq.g_01844	Prbd.g_01082
OG0000247	Praq.g_01843	Prbd.g_01081
OG0000248	Praq.g_01842	Prbd.g_01080
OG0000249	Praq.g_01841	Prbd.g_01079
OG0000250	Praq.g_01840	Prbd.g_01078
OG0000251	Praq.g_01839	Prbd.g_01077
OG0000252	Praq.g_01838	Prbd.g_01076
OG0000253	Praq.g_01837	Prbd.g_01075
OG0000254	Praq.g_01835	Prbd.g_01073
OG0000255	Praq.g_01834	Prbd.g_01072
OG0000256	Praq.g_01831	Prbd.g_01069
OG0000257	Praq.g_01829	Prbd.g_01067
OG0000258	Praq.g_01828	Prbd.g_01066
OG0000259	Praq.g_01827	Prbd.g_01065
OG0000260	Praq.g_01826	Prbd.g_01064
OG0000261	Praq.g_01825	Prbd.g_01063
OG0000262	Praq.g_01824	Prbd.g_01062
OG0000263	Praq.g_01823	Prbd.g_01061
OG0000264	Praq.g_01821	Prbd.g_01059
OG0000265	Praq.g_01820	Prbd.g_01058
OG0000266	Praq.g_01819	Prbd.g_01057
OG0000267	Praq.g_01817	Prbd.g_01055
OG0000268	Praq.g_01816	Prbd.g_01054
OG0000269	Praq.g_01815	Prbd.g_01053
OG0000270	Praq.g_01814	Prbd.g_01052
OG0000271	Praq.g_01813	Prbd.g_01051
OG0000272	Praq.g_01812	Prbd.g_01050
OG0000273	Praq.g_01811	Prbd.g_01049
OG0000274	Praq.g_01810	Prbd.g_01048
OG0000275	Praq.g_01809	Prbd.g_01047
OG0000276	Praq.g_01808	Prbd.g_01046
OG0000277	Praq.g_01807	Prbd.g_01045
OG0000278	Praq.g_01806	Prbd.g_01044
OG0000279	Praq.g_01805	Prbd.g_01043
OG0000280	Praq.g_01804	Prbd.g_01042
OG0000281	Praq.g_01802	Prbd.g_01040
OG0000282	Praq.g_01801	Prbd.g_01039
OG0000283	Praq.g_01798	Prbd.g_01036
OG0000284	Praq.g_01797	Prbd.g_01035
OG0000285	Praq.g_01796	Prbd.g_01034
OG0000286	Praq.g_01794	Prbd.g_01032
OG0000287	Praq.g_01793	Prbd.g_01031
OG0000288	Praq.g_01792	Prbd.g_01030
OG0000289	Praq.g_01791	Prbd.g_01029
OG0000290	Praq.g_01790	Prbd.g_01028
OG0000291	Praq.g_01789	Prbd.g_01027
OG0000292	Praq.g_01788	Prbd.g_01026
OG0000293	Praq.g_01787	Prbd.g_01025
OG0000294	Praq.g_01786	Prbd.g_01024
OG0000295	Praq.g_01785	Prbd.g_01023
OG0000296	Praq.g_01784	Prbd.g_01022
OG0000297	Praq.g_01783	Prbd.g_01021
OG0000298	Praq.g_01782	Prbd.g_01020
OG0000299	Praq.g_01781	Prbd.g_01019
OG0000300	Praq.g_01780	Prbd.g_01018
OG0000301	Praq.g_01779	Prbd.g_01017
OG0000302	Praq.g_01778	Prbd.g_01016
OG0000303	Praq.g_01777	Prbd.g_01015
OG0000304	Praq.g_01776	Prbd.g_01013
OG0000305	Praq.g_01775	Prbd.g_01012
OG0000306	Praq.g_01774	Prbd.g_01011
OG0000307	Praq.g_01773	Prbd.g_01010
OG0000308	Praq.g_01772	Prbd.g_01009
OG0000309	Praq.g_01771	Prbd.g_01008
OG0000310	Praq.g_01770	Prbd.g_01007
OG0000311	Praq.g_01769	Prbd.g_01006
OG0000312	Praq.g_01767	Prbd.g_01004
OG0000313	Praq.g_01766	Prbd.g_01003
OG0000314	Praq.g_01763	Prbd.g_01000
OG0000315	Praq.g_01762	Prbd.g_00999
OG0000316	Praq.g_01760	Prbd.g_00997
OG0000317	Praq.g_01758	Prbd.g_00995
OG0000318	Praq.g_01757	Prbd.g_00994
OG0000319	Praq.g_01756	Prbd.g_00993
OG0000320	Praq.g_01755	Prbd.g_00992
OG0000321	Praq.g_01752	Prbd.g_00989
OG0000322	Praq.g_01750	Prbd.g_00986
OG0000323	Praq.g_01749	Prbd.g_00985
OG0000324	Praq.g_01746	Prbd.g_00982
OG0000325	Praq.g_01744	Prbd.g_00980
OG0000326	Praq.g_01743	Prbd.g_00979
OG0000327	Praq.g_01741	Prbd.g_00977
OG0000328	Praq.g_01740	Prbd.g_00976
OG0000329	Praq.g_01739	Prbd.g_00975
OG0000330	Praq.g_01738	Prbd.g_00974
OG0000331	Praq.g_01737	Prbd.g_00973
OG0000332	Praq.g_01736	Prbd.g_00972
OG0000333	Praq.g_01735	Prbd.g_00971
OG0000334	Praq.g_01734	Prbd.g_00970
OG0000335	Praq.g_01733	Prbd.g_00969
OG0000336	Praq.g_01732	Prbd.g_00968
OG0000337	Praq.g_01728	Prbd.g_00964
OG0000338	Praq.g_01727	Prbd.g_00963
OG0000339	Praq.g_01726	Prbd.g_00962
OG0000340	Praq.g_01725	Prbd.g_00961
OG0000341	Praq.g_01721	Prbd.g_00957
OG0000342	Praq.g_01719	Prbd.g_00956
OG0000343	Praq.g_01717	Prbd.g_00954
OG0000344	Praq.g_01716	Prbd.g_00953
OG0000345	Praq.g_01715	Prbd.g_00952
OG0000346	Praq.g_01714	Prbd.g_00951
OG0000347	Praq.g_01713	Prbd.g_00950
OG0000348	Praq.g_01712	Prbd.g_00949
OG0000349	Praq.g_01711	Prbd.g_00948
OG0000350	Praq.g_01710	Prbd.g_00947
OG0000351	Praq.g_01707	Prbd.g_00944
OG0000352	Praq.g_01704	Prbd.g_00941
OG0000353	Praq.g_01703	Prbd.g_00940
OG0000354	Praq.g_01702	Prbd.g_00939
OG0000355	Praq.g_01701	Prbd.g_00938
OG0000356	Praq.g_01700	Prbd.g_00937
OG0000357	Praq.g_01699	Prbd.g_00936
OG0000358	Praq.g_01698	Prbd.g_00935
OG0000359	Praq.g_01697	Prbd.g_00934
OG0000360	Praq.g_01694	Prbd.g_00931
OG0000361	Praq.g_01693	Prbd.g_00930
OG0000362	Praq.g_01692	Prbd.g_00929
OG0000363	Praq.g_01691	Prbd.g_00928
OG0000364	Praq.g_01690	Prbd.g_00927
OG0000365	Praq.g_01689	Prbd.g_00926
OG0000366	Praq.g_01688	Prbd.g_00925
OG0000367	Praq.g_01687	Prbd.g_00924
OG0000368	Praq.g_01686	Prbd.g_00923
OG0000369	Praq.g_01685	Prbd.g_00922
OG0000370	Praq.g_01684	Prbd.g_00921
OG0000371	Praq.g_01683	Prbd.g_00920
OG0000372	Praq.g_01681	Prbd.g_00918
OG0000373	Praq.g_01679	Prbd.g_00916
OG0000374	Praq.g_01678	Prbd.g_00915
OG0000375	Praq.g_01677	Prbd.g_00914
OG0000376	Praq.g_01675	Prbd.g_00912
OG0000377	Praq.g_01674	Prbd.g_00911
OG0000378	Praq.g_01673	Prbd.g_00910
OG0000379	Praq.g_01211	Prbd.g_00905
OG0000380	Praq.g_01210	Prbd.g_00904
OG0000381	Praq.g_01209	Prbd.g_00903
OG0000382	Praq.g_01207	Prbd.g_00901
OG0000383	Praq.g_01204	Prbd.g_00898
OG0000384	Praq.g_01203	Prbd.g_00897
OG0000385	Praq.g_01200	Prbd.g_00894
OG0000386	Praq.g_01199	Prbd.g_00893
OG0000387	Praq.g_01198	Prbd.g_00892
OG0000388	Praq.g_01197	Prbd.g_00891
OG0000389	Praq.g_01196	Prbd.g_00890
OG0000390	Praq.g_01195	Prbd.g_00889
OG0000391	Praq.g_01194	Prbd.g_00888
OG0000392	Praq.g_01193	Prbd.g_00887
OG0000393	Praq.g_01189	Prbd.g_00884
OG0000394	Praq.g_01188	Prbd.g_00883
OG0000395	Praq.g_01186	Prbd.g_00881
OG0000396	Praq.g_01185	Prbd.g_00880
OG0000397	Praq.g_01172	Prbd.g_00867
OG0000398	Praq.g_01164	Prbd.g_00859
OG0000399	Praq.g_01163	Prbd.g_00858
OG0000400	Praq.g_01158	Prbd.g_00852
OG0000401	Praq.g_01126	Prbd.g_00811
OG0000402	Praq.g_01125	Prbd.g_00810
OG0000403	Praq.g_01124	Prbd.g_00809
OG0000404	Praq.g_01122	Prbd.g_00807
OG0000405	Praq.g_01121	Prbd.g_00806
OG0000406	Praq.g_01119	Prbd.g_00804
OG0000407	Praq.g_01118	Prbd.g_00803
OG0000408	Praq.g_01117	Prbd.g_00802
OG0000409	Praq.g_01116	Prbd.g_00801
OG0000410	Praq.g_01115	Prbd.g_00800
OG0000411	Praq.g_01114	Prbd.g_00799
OG0000412	Praq.g_01113	Prbd.g_00798
OG0000413	Praq.g_01112	Prbd.g_00797
OG0000414	Praq.g_01111	Prbd.g_00796
OG0000415	Praq.g_01110	Prbd.g_00795
OG0000416	Praq.g_01109	Prbd.g_00794
OG0000417	Praq.g_01108	Prbd.g_00793
OG0000418	Praq.g_01107	Prbd.g_00792
OG0000419	Praq.g_00500	Prbd.g_00791
OG0000420	Praq.g_00501	Prbd.g_00790
OG0000421	Praq.g_00502	Prbd.g_00789
OG0000422	Praq.g_00504	Prbd.g_00787
OG0000423	Praq.g_00505	Prbd.g_00786
OG0000424	Praq.g_00507	Prbd.g_00784
OG0000425	Praq.g_00511	Prbd.g_00781
OG0000426	Praq.g_00512	Prbd.g_00780
OG0000427	Praq.g_00513	Prbd.g_00779
OG0000428	Praq.g_00514	Prbd.g_00778
OG0000429	Praq.g_00515	Prbd.g_00777
OG0000430	Praq.g_00522	Prbd.g_00771
OG0000431	Praq.g_00524	Prbd.g_00769
OG0000432	Praq.g_00525	Prbd.g_00768
OG0000433	Praq.g_00528	Prbd.g_00765
OG0000434	Praq.g_00529	Prbd.g_00764
OG0000435	Praq.g_00530	Prbd.g_00763
OG0000436	Praq.g_00532	Prbd.g_00761
OG0000437	Praq.g_00534	Prbd.g_00759
OG0000438	Praq.g_00535	Prbd.g_00758
OG0000439	Praq.g_00536	Prbd.g_00757
OG0000440	Praq.g_00538	Prbd.g_00755
OG0000441	Praq.g_00539	Prbd.g_00754
OG0000442	Praq.g_00540	Prbd.g_00753
OG0000443	Praq.g_00541	Prbd.g_00752
OG0000444	Praq.g_00542	Prbd.g_00751
OG0000445	Praq.g_00543	Prbd.g_00750
OG0000446	Praq.g_00544	Prbd.g_00749
OG0000447	Praq.g_00545	Prbd.g_00748
OG0000448	Praq.g_00546	Prbd.g_00747
OG0000449	Praq.g_01102	Prbd.g_00742
OG0000450	Praq.g_01101	Prbd.g_00741
OG0000451	Praq.g_01100	Prbd.g_00740
OG0000452	Praq.g_01099	Prbd.g_00739
OG0000453	Praq.g_01097	Prbd.g_00737
OG0000454	Praq.g_01096	Prbd.g_00736
OG0000455	Praq.g_01095	Prbd.g_00735
OG0000456	Praq.g_01094	Prbd.g_00734
OG0000457	Praq.g_01092	Prbd.g_00732
OG0000458	Praq.g_01090	Prbd.g_00730
OG0000459	Praq.g_01089	Prbd.g_00729
OG0000460	Praq.g_01087	Prbd.g_00727
OG0000461	Praq.g_01086	Prbd.g_00726
OG0000462	Praq.g_01085	Prbd.g_00725
OG0000463	Praq.g_01084	Prbd.g_00724
OG0000464	Praq.g_01079	Prbd.g_00719
OG0000465	Praq.g_01077	Prbd.g_00717
OG0000466	Praq.g_01076	Prbd.g_00716
OG0000467	Praq.g_01075	Prbd.g_00715
OG0000468	Praq.g_01074	Prbd.g_00714
OG0000469	Praq.g_01073	Prbd.g_00713
OG0000470	Praq.g_01072	Prbd.g_00712
OG0000471	Praq.g_01071	Prbd.g_00711
OG0000472	Praq.g_01068	Prbd.g_00708
OG0000473	Praq.g_01067	Prbd.g_00707
OG0000474	Praq.g_01066	Prbd.g_00706
OG0000475	Praq.g_01065	Prbd.g_00705
OG0000476	Praq.g_01064	Prbd.g_00704
OG0000477	Praq.g_01062	Prbd.g_00702
OG0000478	Praq.g_01061	Prbd.g_00701
OG0000479	Praq.g_01060	Prbd.g_00700
OG0000480	Praq.g_01058	Prbd.g_00698
OG0000481	Praq.g_01057	Prbd.g_00697
OG0000482	Praq.g_01056	Prbd.g_00696
OG0000483	Praq.g_01055	Prbd.g_00695
OG0000484	Praq.g_01054	Prbd.g_00694
OG0000485	Praq.g_01053	Prbd.g_00693
OG0000486	Praq.g_01052	Prbd.g_00692
OG0000487	Praq.g_01051	Prbd.g_00691
OG0000488	Praq.g_01049	Prbd.g_00689
OG0000489	Praq.g_01048	Prbd.g_00688
OG0000490	Praq.g_01047	Prbd.g_00687
OG0000491	Praq.g_01046	Prbd.g_00686
OG0000492	Praq.g_01045	Prbd.g_00685
OG0000493	Praq.g_01044	Prbd.g_00684
OG0000494	Praq.g_01042	Prbd.g_00682
OG0000495	Praq.g_01041	Prbd.g_00681
OG0000496	Praq.g_01040	Prbd.g_00680
OG0000497	Praq.g_01039	Prbd.g_00679
OG0000498	Praq.g_01038	Prbd.g_00678
OG0000499	Praq.g_01036	Prbd.g_00676
OG0000500	Praq.g_01035	Prbd.g_00675
OG0000501	Praq.g_01033	Prbd.g_00673
OG0000502	Praq.g_01032	Prbd.g_00672
OG0000503	Praq.g_01031	Prbd.g_00671
OG0000504	Praq.g_01030	Prbd.g_00670
OG0000505	Praq.g_01029	Prbd.g_00669
OG0000506	Praq.g_01028	Prbd.g_00668
OG0000507	Praq.g_01027	Prbd.g_00667
OG0000508	Praq.g_01025	Prbd.g_00665
OG0000509	Praq.g_01024	Prbd.g_00664
OG0000510	Praq.g_01023	Prbd.g_00663
OG0000511	Praq.g_01022	Prbd.g_00662
OG0000512	Praq.g_01021	Prbd.g_00661
OG0000513	Praq.g_01020	Prbd.g_00660
OG0000514	Praq.g_01019	Prbd.g_00659
OG0000515	Praq.g_01017	Prbd.g_00657
OG0000516	Praq.g_01016	Prbd.g_00656
OG0000517	Praq.g_01015	Prbd.g_00655
OG0000518	Praq.g_01012	Prbd.g_00653
OG0000519	Praq.g_01010	Prbd.g_00652
OG0000520	Praq.g_01009	Prbd.g_00651
OG0000521	Praq.g_01008	Prbd.g_00650
OG0000522	Praq.g_01007	Prbd.g_00649
OG0000523	Praq.g_01006	Prbd.g_00648
OG0000524	Praq.g_01005	Prbd.g_00647
OG0000525	Praq.g_01003	Prbd.g_00645
OG0000526	Praq.g_01002	Prbd.g_00644
OG0000527	Praq.g_01001	Prbd.g_00643
OG0000528	Praq.g_01000	Prbd.g_00642
OG0000529	Praq.g_00999	Prbd.g_00641
OG0000530	Praq.g_00998	Prbd.g_00640
OG0000531	Praq.g_00997	Prbd.g_00639
OG0000532	Praq.g_00996	Prbd.g_00638
OG0000533	Praq.g_00995	Prbd.g_00637
OG0000534	Praq.g_00994	Prbd.g_00636
OG0000535	Praq.g_00993	Prbd.g_00635
OG0000536	Praq.g_00992	Prbd.g_00634
OG0000537	Praq.g_00991	Prbd.g_00633
OG0000538	Praq.g_00990	Prbd.g_00632
OG0000539	Praq.g_00989	Prbd.g_00631
OG0000540	Praq.g_00988	Prbd.g_00630
OG0000541	Praq.g_00987	Prbd.g_00629
OG0000542	Praq.g_00986	Prbd.g_00628
OG0000543	Praq.g_00985	Prbd.g_00627
OG0000544	Praq.g_00984	Prbd.g_00626
OG0000545	Praq.g_00981	Prbd.g_00623
OG0000546	Praq.g_00980	Prbd.g_00622
OG0000547	Praq.g_00978	Prbd.g_00620
OG0000548	Praq.g_00977	Prbd.g_00619
OG0000549	Praq.g_00976	Prbd.g_00618
OG0000550	Praq.g_00975	Prbd.g_00617
OG0000551	Praq.g_00974	Prbd.g_00616
OG0000552	Praq.g_00973	Prbd.g_00615
OG0000553	Praq.g_00972	Prbd.g_00614
